Assembly No,Constituency No,Year,month,Poll No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate Type,No. of Valid Votes Casted,No. of Registered Electors,Select Constituency,District,Constituency Type,Sub Region,No. of Candidates,Turnout Rate,Vote Share,Deposit Lost,Winning Margin,Winning Margin Percentage,ENOP,pid,Party Type TCPD,Party ID,last poll,Contested,Last Party,Last Party ID,Last Constituency Name,Same Constituency,Same Party,No. of Terms Held by Winner,Turncoat,No. of Turncoat Candidates,% of Candidates Turncoat,Incumbent,Recontest,No. of Recontesting Candidates,% of Candidates Recontesting,MyNeta education,TCPD Prof Main,TCPD Prof Main Desc,TCPD Prof Second,TCPD Prof Second Desc,
15,20,2009,4,0,4,1,CHAVAN HARISHCHANDRA DEORAM,M,BJP,281254,ST,681623,1432938,Dindori (ST),Nashik,ST,,9,47.57,41.26,no,37347,5.48,3.12,GEMH80269,National Party,1605,True,3,BJP,1605,MALEGAON,0,1,2,False,0,0,True,True,3,33.3333333333333,Graduate,Other,,,,
15,21,2009,4,0,4,1,SAMEER  BHUJBAL,M,NCP,238706,GEN,656892,1448414,Nashik,Nashik,GEN,,12,45.35,36.34,no,22032,3.35,3.33,GEMH7281,State-based Party,5792,True,1,,,,,,1,False,0,0,False,False,0,0,10th Pass,Other,,,,
15,22,2009,4,0,4,1,JADHAV BALIRAM SUKUR,M,BVA,223234,ST,732587,1523061,Palghar (ST),Palghar,ST,,8,48.1,30.47,no,12360,1.69,4.17,GEMH68657,Local Party,9677,True,2,IND,10809,DAHANU,0,0,1,False,0,0,False,False,2,25,8th Pass,Other,,,,
15,23,2009,4,0,4,1,TAWARE SURESH KASHINATH,M,INC,182789,GEN,584263,1483176,Bhiwandi,Thane,GEN,,16,39.39,31.29,no,41364,7.08,4.76,GEMH7322,National Party,3482,True,1,,,,,,1,False,0,0,False,False,0,0,Graduate,Other,,,,
15,24,2009,4,0,4,1,ANAND PRAKASH PARANJAPE,M,SHS,212476,GEN,544828,1588507,Kalyan,Thane,GEN,,20,34.3,39,no,24202,4.44,3.23,GEMH82743,State-based Party,18691,True,2,SS,18691,THANE,0,1,2,False,0,0,True,True,2,10,Post Graduate,Other,,,,
15,25,2009,4,0,4,1,DR.SANJEEV GANESH NAIK,M,NCP,301000,GEN,749873,1806803,Thane,Thane,GEN,,30,41.5,40.14,no,49020,6.54,3.33,AEMH90331,State-based Party,5792,True,2,NCP,5792,THANE,1,1,1,False,0,0,False,True,2,6.66666666666667,12th Pass,Other,,,,
15,26,2009,4,0,4,1,SANJAY BRIJKISHORLAL NIRUPAM,M,INC,255157,GEN,685022,1608924,Mumbai North,Mumbai Suburban,GEN,,23,42.58,37.25,no,5779,0.84,3.12,GEMH7467,National Party,3482,True,1,,,,,,1,False,1,4.34782608695652,False,False,1,4.34782608695652,Graduate,Other,,,,
15,27,2009,4,0,4,1,AD.KAMAT GURUDAS VASANT,M,INC,253920,GEN,707134,1604992,Mumbai North West,Mumbai Suburban,GEN,,21,44.06,35.91,no,38387,5.43,3.85,GEMH32042,National Party,3482,True,8,INC,3482,MUMBAI NORTH EAST,0,1,5,False,0,0,True,True,2,9.52380952380952,Graduate Professional,Other,,,,
15,28,2009,4,0,4,1,SANJAY DINA PATIL,M,NCP,213505,GEN,667904,1572890,Mumbai North East,Mumbai Suburban,GEN,,16,42.46,31.97,no,2933,0.44,3.45,GEMH7531,State-based Party,5792,True,1,,,,,,1,False,0,0,False,False,1,6.25,Graduate,Other,,,,
15,29,2009,4,0,4,1,DUTT PRIYA SUNIL,F,INC,319352,GEN,664647,1681985,Mumbai North Central,Mumbai Suburban,GEN,,19,39.52,48.05,no,174555,26.26,3.12,GEMH7587,National Party,3482,True,2,INC,3482,MUMBAINORTHWEST,0,1,2,False,0,0,True,True,2,10.5263157894737,Graduate,Other,,,,
15,30,2009,4,0,4,1,EKNATH M. GAIKWAD,M,INC,257523,GEN,598845,1515899,Mumbai South Central,Mumbai City,GEN,,23,39.5,43,no,75706,12.64,3.33,GEMH79110,National Party,3482,True,2,INC,3482,MUMBAI NORTH CENTRAL,0,1,2,False,0,0,True,True,2,8.69565217391304,10th Pass,Other,,,,
15,30,2009,4,0,4,1,EKNATH M. GAIKWAD,M,INC,257523,GEN,598845,1515899,Mumbai South Central,Mumbai Suburban,GEN,,23,39.5,43,no,75706,12.64,3.33,GEMH79110,National Party,3482,True,2,INC,3482,MUMBAI NORTH CENTRAL,0,1,2,False,0,0,True,True,2,8.69565217391304,10th Pass,Other,,,,
15,31,2009,4,0,4,1,DEORA MILIND MURLI,M,INC,272411,GEN,641571,1589811,Mumbai South,Mumbai City,GEN,,20,40.36,42.46,no,112682,17.56,3.45,GEMH7675,National Party,3482,True,2,INC,3482,MUMBAI SOUTH,0,1,2,False,0,0,True,True,3,15,Graduate Professional,Other,,,,
15,32,2009,4,0,4,1,ANANT GEETE,M,SHS,413546,GEN,767366,1359830,Raigad,Raigad,GEN,,7,56.43,53.89,no,146521,19.09,2.44,GEMH57063,State-based Party,18691,True,6,SHS,18691,RATNAGIRI,0,1,5,False,0,0,True,True,1,14.2857142857143,10th Pass,Other,,,,
15,32,2009,4,0,4,1,ANANT GEETE,M,SHS,413546,GEN,767366,1359830,Raigad,Ratnagiri,GEN,,7,56.43,53.89,no,146521,19.09,2.44,GEMH57063,State-based Party,18691,True,6,SHS,18691,RATNAGIRI,0,1,5,False,0,0,True,True,1,14.2857142857143,10th Pass,Other,,,,
15,33,2009,4,0,4,1,BABAR GAJANAN DHARMSHI,M,SHS,364857,GEN,717616,1604886,Maval,Pune,GEN,,18,44.71,50.84,no,80619,11.23,2.38,AEMH107357,State-based Party,18691,True,1,,,,,,1,False,0,0,False,False,0,0,Literate,Other,,,,
15,33,2009,4,0,4,1,BABAR GAJANAN DHARMSHI,M,SHS,364857,GEN,717616,1604886,Maval,Raigad,GEN,,18,44.71,50.84,no,80619,11.23,2.38,AEMH107357,State-based Party,18691,True,1,,,,,,1,False,0,0,False,False,0,0,Literate,Other,,,,
15,34,2009,4,0,4,1,KALMADI SURESH,M,INC,279973,GEN,734641,1806953,Pune,Pune,GEN,,36,40.66,38.11,no,25701,3.5,3.45,GEMH57972,National Party,3482,True,4,INC,3482,PUNE,1,1,3,False,0,0,True,True,4,11.1111111111111,Post Graduate,Other,,,,
15,35,2009,4,0,4,1,SUPRIYA SULE,F,NCP,487827,GEN,734048,1593460,Baramati,Pune,GEN,,17,46.07,66.46,no,336831,45.89,2.08,GEMH7823,State-based Party,5792,True,1,,,,,,1,False,0,0,False,False,1,5.88235294117647,Graduate,Other,,,,
15,36,2009,4,0,4,1,ADHALRAO SHIVAJI DATTATRAY,M,SHS,482563,GEN,838728,1630466,Shirur,Pune,GEN,,11,51.44,57.54,no,178611,21.3,2.17,GEMH84264,State-based Party,18691,True,2,SHS,18691,KHED,0,1,2,False,0,0,True,True,1,9.09090909090909,Post Graduate,Other,,,,
15,37,2009,4,0,4,1,GANDHI DILIPKUMAR MANSUKHLAL,M,BJP,312047,GEN,786980,1517951,Ahmadnagar,Ahilyanagar,GEN,,15,51.84,39.65,no,46731,5.94,3.23,GEMH80209,National Party,1605,True,2,BJP,1605,AHMEDNAGAR,0,1,2,False,1,6.66666666666667,False,False,1,6.66666666666667,10th Pass,Other,,,,
15,38,2009,4,0,4,1,WAKCHAURE BHAUSAHEB RAJARAM,M,SHS,359921,SC,663881,1317890,Shirdi (SC),Ahilyanagar,SC,,17,50.37,54.21,no,132751,20,2.44,GEMH7857,State-based Party,18691,True,1,,,,,,1,False,0,0,False,False,1,5.88235294117647,Post Graduate,Other,,,,
15,39,2009,4,0,4,1,MUNDE GOPINATHRAO PANDURANG,M,BJP,553994,GEN,1073983,1637239,Beed,Beed,GEN,,21,65.6,51.58,no,140952,13.12,2.38,GEMH7907,National Party,1605,True,1,,,,,,1,False,0,0,False,False,0,0,Graduate Professional,Other,,,,
15,40,2009,4,0,4,1,PATIL PADAMSINHA BAJIRAO,M,NCP,408840,GEN,924547,1608852,Osmanabad,Dharashiv,GEN,,25,57.47,44.22,no,6787,0.73,2.56,AEMH110574,State-based Party,5792,True,2,ICS,3372,LATUR,0,0,1,True,1,4,False,False,2,8,Graduate Professional,Other,,,,
15,40,2009,4,0,4,1,PATIL PADAMSINHA BAJIRAO,M,NCP,408840,GEN,924547,1608852,Osmanabad,Latur,GEN,,25,57.47,44.22,no,6787,0.73,2.56,AEMH110574,State-based Party,5792,True,2,ICS,3372,LATUR,0,0,1,True,1,4,False,False,2,8,Graduate Professional,Other,,,,
15,40,2009,4,0,4,1,PATIL PADAMSINHA BAJIRAO,M,NCP,408840,GEN,924547,1608852,Osmanabad,Solapur,GEN,,25,57.47,44.22,no,6787,0.73,2.56,AEMH110574,State-based Party,5792,True,2,ICS,3372,LATUR,0,0,1,True,1,4,False,False,2,8,Graduate Professional,Other,,,,
15,41,2009,4,0,4,1,AWALE JAYWANT GANGARAM,M,INC,372890,SC,829393,1509987,Latur (SC),Latur,SC,,18,54.93,44.96,no,7975,0.96,2.56,AEMH109178,National Party,3482,True,1,,,,,,1,False,0,0,False,False,2,11.1111111111111,10th Pass,Other,,,,
15,41,2009,4,0,4,1,AWALE JAYWANT GANGARAM,M,INC,372890,SC,829393,1509987,Latur (SC),Nanded,SC,,18,54.93,44.96,no,7975,0.96,2.56,AEMH109178,National Party,3482,True,1,,,,,,1,False,0,0,False,False,2,11.1111111111111,10th Pass,Other,,,,
15,42,2009,4,0,4,1,SHINDE SUSHILKUMAR SAMBHAJIRAO,M,INC,387591,SC,743222,1594138,Solapur (SC),Solapur,SC,,13,46.62,52.15,no,99632,13.41,2.38,GEMH114681,National Party,3482,True,4,INC,3482,SHOLAPUR,0,1,3,False,0,0,False,True,1,7.69230769230769,Graduate Professional,Other,,,,
15,43,2009,4,0,4,1,PAWAR SHARADCHANDRA GOVINDRAO,M,NCP,530596,GEN,919371,1558442,Madha,Satara,GEN,,15,58.99,57.71,no,314459,34.2,2.5,AEMH112124,State-based Party,5792,True,7,NCP,5792,BARAMATI,0,1,7,False,1,6.66666666666667,True,True,4,26.6666666666667,10th Pass,Other,,,,
15,43,2009,4,0,4,1,PAWAR SHARADCHANDRA GOVINDRAO,M,NCP,530596,GEN,919371,1558442,Madha,Solapur,GEN,,15,58.99,57.71,no,314459,34.2,2.5,AEMH112124,State-based Party,5792,True,7,NCP,5792,BARAMATI,0,1,7,False,1,6.66666666666667,True,True,4,26.6666666666667,10th Pass,Other,,,,
15,44,2009,4,0,4,1,PRATIK PRAKASHBAPU PATIL,M,INC,378620,GEN,776830,1490571,Sangli,Sangli,GEN,,14,52.12,48.74,no,39783,5.12,2.33,GEMH82786,National Party,3482,True,2,INC,3482,SANGLI,1,1,2,False,0,0,True,True,2,14.2857142857143,Others,Other,,,,
15,45,2009,4,0,4,1,BHONSLE SHRIMANT CHH. UDYANRAJE PRATAPSINHMAHARAJ,M,NCP,532583,GEN,816646,1546146,Satara,Satara,GEN,,5,52.82,65.22,no,297515,36.43,1.96,AEMH96605,State-based Party,5792,True,1,,,,,,1,False,0,0,False,False,0,0,Others,Other,,,,
15,46,2009,4,0,4,1,DR.NILESH NARAYAN RANE,M,INC,353915,GEN,718721,1252255,Ratnagiri - Sindhudurg,Ratnagiri,GEN,,9,57.39,49.24,no,46750,6.5,2.38,GEMH8101,National Party,3482,True,1,,,,,,1,False,0,0,False,False,2,22.2222222222222,Doctorate,Other,,,,
15,46,2009,4,0,4,1,DR.NILESH NARAYAN RANE,M,INC,353915,GEN,718721,1252255,Ratnagiri - Sindhudurg,Sindhudurg,GEN,,9,57.39,49.24,no,46750,6.5,2.38,GEMH8101,National Party,3482,True,1,,,,,,1,False,0,0,False,False,2,22.2222222222222,Doctorate,Other,,,,
15,47,2009,4,0,4,1,SADASHIVRAO DADOBA MANDLIK,M,IND,428082,GEN,1027802,1583030,Kolhapur,Kolhapur,GEN,,10,64.93,41.65,no,44800,4.36,2.94,AEMH113852,Independents,10809,True,4,NCP,5792,KOLHAPUR,1,0,4,False,0,0,True,True,1,10,Graduate,Other,,,,
15,48,2009,4,0,4,1,SHETTI RAJU ALIAS DEVAPPA ANNA,M,SWP,481025,GEN,978202,1458560,Hatkanangle,Kolhapur,GEN,,10,67.07,49.17,no,95060,9.72,2.5,GEMH8150,Local Party,12961,True,1,,,,,,1,False,0,0,False,False,2,20,10th Pass,Other,,,,
15,48,2009,4,0,4,1,SHETTI RAJU ALIAS DEVAPPA ANNA,M,SWP,481025,GEN,978202,1458560,Hatkanangle,Sangli,GEN,,10,67.07,49.17,no,95060,9.72,2.5,GEMH8150,Local Party,12961,True,1,,,,,,1,False,0,0,False,False,2,20,10th Pass,Other,,,,
