District,Year,Taluka,Rural/Urban,Number,Children,Infants
Nashik,2013,Nifad,Rural,1737,129,100
Nashik,2013,Nifad,Urban,0,0,0
Nashik,2013,Peth,Total,452,109,95
Nashik,2013,Peth,Rural,452,109,95
Nashik,2013,Peth,Urban,0,0,0
Nashik,2013,Sinner,Total,1364,108,86
Nashik,2013,Sinner,Rural,1156,108,86
Nashik,2013,Sinner,Urban,208,0,0
Nashik,2013,Surgana,Total,666,147,119
Nashik,2013,Surgana,Rural,666,147,119
Nashik,2013,Surgana,Urban,0,0,0
Nashik,2013,Trimbak,Total,696,135,95
Nashik,2013,Trimbak,Rural,587,134,95
Nashik,2013,Trimbak,Urban,109,1,0
Nashik,2013,Yewala,Total,1096,96,75
Nashik,2013,Yewala,Rural,882,96,75
Nashik,2013,Yewala,Urban,214,0,0
Nashik,2014,Baglan,Total,1690,43,33
Nashik,2014,Baglan,Rural,1502,36,32
Nashik,2014,Baglan,Urban,188,7,1
Nashik,2014,Chandwad,Total,882,42,21
Nashik,2014,Chandwad,Rural,882,42,21
Nashik,2014,Chandwad,Urban,0,0,0
Nashik,2014,Devala,Total,783,16,8
Nashik,2014,Devala,Rural,783,16,8
Nashik,2014,Devala,Urban,0,0,0
Nashik,2014,Dindori,Total,1246,60,21
Nashik,2014,Dindori,Rural,1246,60,21
Nashik,2014,Dindori,Urban,0,0,0
Nashik,2014,Igatpuri,Total,935,21,12
Nashik,2014,Igatpuri,Rural,789,21,12
Nashik,2014,Igatpuri,Urban,146,0,0
Nashik,2014,Kalwan,Total,783,17,8
Nashik,2014,Kalwan,Rural,783,17,8
Nashik,2014,Kalwan,Urban,0,0,0
Nashik,2014,Malegaon,Total,3321,725,698
Nashik,2014,Malegaon,Rural,1665,50,23
Nashik,2014,Malegaon,Urban,1656,675,675
Nashik,2014,Nandgaon,Total,1049,49,14
Nashik,2014,Nandgaon,Rural,544,26,14
Nashik,2014,Nandgaon,Urban,505,23,0
Nashik,2014,Nashik,Total,12106,776,892
Nashik,2014,Nashik,Rural,533,20,11
Nashik,2014,Nashik,Urban,11573,756,881
Nashik,2014,Nifad,Total,1263,58,25
Nashik,2014,Nifad,Rural,1263,58,25
Nashik,2014,Nifad,Urban,0,0,0
Nashik,2014,Peth,Total,348,37,18
Nashik,2014,Peth,Rural,348,37,18
Nashik,2014,Peth,Urban,0,0,0
Nashik,2014,Sinner,Total,1332,57,19
Nashik,2014,Sinner,Rural,1008,55,17
Nashik,2014,Sinner,Urban,324,2,2
Nashik,2014,Surgana,Total,706,64,18
Nashik,2014,Surgana,Rural,706,64,18
Nashik,2014,Surgana,Urban,0,0,0
Nashik,2014,Trimbak,Total,843,97,31
Nashik,2014,Trimbak,Rural,782,90,30
Nashik,2014,Trimbak,Urban,61,9,1
Nashik,2014,Yewala,Total,1192,25,20
Nashik,2014,Yewala,Rural,964,16,20
Nashik,2014,Yewala,Urban,228,9,0
Nashik,2015,Baglan,Total,777,89,48
Nashik,2015,Baglan,Rural,604,58,36
Nashik,2015,Baglan,Urban,173,31,12
Nashik,2015,Chandwad,Total,953,58,36
Nashik,2015,Chandwad,Rural,953,58,36
Nashik,2015,Chandwad,Urban,0,0,0
Nashik,2015,Devala,Total,712,34,20
Nashik,2015,Devala,Rural,712,34,20
Nashik,2015,Devala,Urban,0,0,0
Nashik,2015,Dindori,Total,965,103,90
Nashik,2015,Dindori,Rural,965,103,90
Nashik,2015,Dindori,Urban,0,0,0
Nashik,2015,Igatpuri,Total,1161,46,30
Nashik,2015,Igatpuri,Rural,996,46,30
Nashik,2015,Igatpuri,Urban,165,0,0
Nashik,2015,Kalwan,Total,748,31,18
Nashik,2015,Kalwan,Rural,748,31,18
Nashik,2015,Kalwan,Urban,0,0,0
Nashik,2015,Malegaon,Total,5640,674,650
Nashik,2015,Malegaon,Rural,1938,56,32
Nashik,2015,Malegaon,Urban,3702,618,618
Nashik,2015,Nandgaon,Total,1415,42,24
Nashik,2015,Nandgaon,Rural,847,24,12
Nashik,2015,Nandgaon,Urban,568,18,12
Nashik,2015,Nashik,Total,12375,732,961
Nashik,2015,Nashik,Rural,956,30,19
Nashik,2015,Nashik,Urban,11419,702,942
Nashik,2015,Nifad,Total,1090,74,45
Nashik,2015,Nifad,Rural,1090,74,45
Nashik,2015,Nifad,Urban,0,0,0
Nashik,2015,Peth,Total,472,55,35
Nashik,2015,Peth,Rural,472,55,35
Nashik,2015,Peth,Urban,0,0,0
Nashik,2015,Sinner,Total,1377,83,59
Nashik,2015,Sinner,Rural,1030,68,49
Nashik,2015,Sinner,Urban,347,15,10
Nashik,2015,Surgana,Total,737,61,48
Nashik,2015,Surgana,Rural,737,61,48
Nashik,2015,Surgana,Urban,0,0,0
Nashik,2015,Trimbak,Total,390,118,97
Nashik,2015,Trimbak,Rural,327,115,94
Nashik,2015,Trimbak,Urban,63,3,3
Nashik,2015,Yewala,Total,1217,42,15
Nashik,2015,Yewala,Rural,964,29,15
Nashik,2015,Yewala,Urban,253,13,0
Nashik,2016,Baglan,Total,979,54,15
Nashik,2016,Baglan,Rural,691,37,11
Nashik,2016,Baglan,Urban,288,17,4
Nashik,2016,Chandwad,Total,912,43,16
Nashik,2016,Chandwad,Rural,912,43,16
Nashik,2016,Chandwad,Urban,0,0,0
Nashik,2016,Devala,Total,560,31,11
Nashik,2016,Devala,Rural,560,31,11
Nashik,2016,Devala,Urban,0,0,0
Nashik,2016,Dindori,Total,1026,59,31
Nashik,2016,Dindori,Rural,1026,59,31
Nashik,2016,Dindori,Urban,0,0,0
Nashik,2016,Igatpuri,Total,835,55,25
Nashik,2016,Igatpuri,Rural,568,55,25
Nashik,2016,Igatpuri,Urban,267,0,0
Nashik,2016,Kalwan,Total,367,32,18
Nashik,2016,Kalwan,Rural,367,32,18
Nashik,2016,Kalwan,Urban,0,0,0
Nashik,2016,Malegaon,Total,1531,71,35
Nashik,2016,Malegaon,Rural,653,22,15
Nashik,2016,Malegaon,Urban,878,49,20
Nashik,2016,Nandgaon,Total,514,20,7
Nashik,2016,Nandgaon,Rural,192,12,5
Nashik,2016,Nandgaon,Urban,322,8,2
Nashik,2016,Nashik,Total,2738,547,391
Nashik,2016,Nashik,Rural,690,23,16
Nashik,2016,Nashik,Urban,2048,524,375
Nashik,2016,Nifad,Total,1503,67,29
Nashik,2016,Nifad,Rural,1503,67,29
Nashik,2016,Nifad,Urban,0,0,0
Nashik,2016,Peth,Total,375,38,21
Nashik,2016,Peth,Rural,375,38,21
Nashik,2016,Peth,Urban,0,0,0
Nashik,2016,Sinner,Total,1102,34,14
Nashik,2016,Sinner,Rural,756,22,9
Nashik,2016,Sinner,Urban,346,12,5
Nashik,2016,Surgana,Total,714,87,56
Nashik,2016,Surgana,Rural,714,87,56
Nashik,2016,Surgana,Urban,0,0,0
Nashik,2016,Trimbak,Total,361,39,25
Nashik,2016,Trimbak,Rural,234,32,20
Nashik,2016,Trimbak,Urban,127,7,5
Nashik,2016,Yewala,Total,775,28,8
Nashik,2016,Yewala,Rural,538,19,5
Nashik,2016,Yewala,Urban,237,9,3
Nashik,2017,Baglan,Total,936,17,38
Nashik,2017,Baglan,Rural,910,17,38
Nashik,2017,Baglan,Urban,26,0,0
Nashik,2017,Chandwad,Total,740,9,35
Nashik,2017,Chandwad,Rural,740,9,35
Nashik,2017,Chandwad,Urban,0,0,0
Nashik,2017,Devala,Total,560,9,38
Nashik,2017,Devala,Rural,560,9,38
Nashik,2017,Devala,Urban,0,0,0
Nashik,2017,Dindori,Total,890,20,109
Nashik,2017,Dindori,Rural,890,20,109
Nashik,2017,Dindori,Urban,0,0,0
Nashik,2017,Igatpuri,Total,718,19,82
Nashik,2017,Igatpuri,Rural,689,19,81
Nashik,2017,Igatpuri,Urban,29,0,1
Nashik,2017,Kalwan,Total,459,11,49
Nashik,2017,Kalwan,Rural,459,11,49
Nashik,2017,Kalwan,Urban,0,0,0
Nashik,2017,Malegaon,Total,2179,77,96
Nashik,2017,Malegaon,Rural,1080,15,41
Nashik,2017,Malegaon,Urban,1099,62,55
Nashik,2017,Nandgaon,Total,720,5,38
Nashik,2017,Nandgaon,Rural,624,5,31
Nashik,2017,Nandgaon,Urban,96,0,7
Nashik,2017,Nashik,Total,2769,261,314
Nashik,2017,Nashik,Rural,711,14,71
Nashik,2017,Nashik,Urban,2058,247,243
Nashik,2017,Nifad,Total,1291,22,69
Nashik,2017,Nifad,Rural,1253,22,69
Nashik,2017,Nifad,Urban,38,0,0
Nashik,2017,Peth,Total,476,6,49
Nashik,2017,Peth,Rural,476,6,49
Nashik,2017,Peth,Urban,0,0,0
Nashik,2017,Sinner,Total,921,7,28
Nashik,2017,Sinner,Rural,893,7,28
Nashik,2017,Sinner,Urban,28,0,0
Nashik,2017,Surgana,Total,663,23,117
Nashik,2017,Surgana,Rural,659,23,117
Nashik,2017,Surgana,Urban,4,0,0
Nashik,2017,Trimbak,Total,445,12,77
Nashik,2017,Trimbak,Rural,438,12,76
Nashik,2017,Trimbak,Urban,7,0,1
Nashik,2017,Yewala,Total,792,8,42
Nashik,2017,Yewala,Rural,765,8,42
Nashik,2017,Yewala,Urban,27,0,0
Nashik,2018,Baglan,Total,1169,34,22
Nashik,2018,Baglan,Rural,1169,34,22
Nashik,2018,Baglan,Urban,0,0,0
Nashik,2018,Chandwad,Total,870,19,13
Nashik,2018,Chandwad,Rural,870,19,13
Nashik,2018,Chandwad,Urban,0,0,0
Nashik,2018,Devala,Total,598,11,9
Nashik,2018,Devala,Rural,598,11,9
Nashik,2018,Devala,Urban,0,0,0
Nashik,2018,Dindori,Total,1245,38,28
Nashik,2018,Dindori,Rural,1245,38,28
Nashik,2018,Dindori,Urban,0,0,0
Nashik,2018,Igatpuri,Total,934,49,30
Nashik,2018,Igatpuri,Rural,932,49,30
Nashik,2018,Igatpuri,Urban,2,0,0
Nashik,2018,Kalwan,Total,558,24,20
Nashik,2018,Kalwan,Rural,558,24,20
Nashik,2018,Kalwan,Urban,0,0,0
Nashik,2018,Malegaon,Total,1928,113,84
Nashik,2018,Malegaon,Rural,1182,20,11
Nashik,2018,Malegaon,Urban,746,93,73
Nashik,2018,Nandgaon,Total,283,14,8
Nashik,2018,Nandgaon,Rural,273,10,4
Nashik,2018,Nandgaon,Urban,10,4,4
Nashik,2018,Nashik,Total,15574,1402,1274
Nashik,2018,Nashik,Rural,2572,543,483
Nashik,2018,Nashik,Urban,13002,859,791
Nashik,2018,Nifad,Total,1624,61,42
Nashik,2018,Nifad,Rural,1624,61,42
Nashik,2018,Nifad,Urban,0,0,0
Nashik,2018,Peth,Total,279,16,10
Nashik,2018,Peth,Rural,279,16,10
Nashik,2018,Peth,Urban,0,0,0
Nashik,2018,Sinner,Total,599,17,11
Nashik,2018,Sinner,Rural,599,17,11
Nashik,2018,Sinner,Urban,0,0,0
Nashik,2018,Surgana,Total,742,40,29
Nashik,2018,Surgana,Rural,742,40,29
Nashik,2018,Surgana,Urban,0,0,0
Nashik,2018,Trimbak,Total,327,32,26
Nashik,2018,Trimbak,Rural,323,31,25
Nashik,2018,Trimbak,Urban,4,1,1
Nashik,2018,Yewala,Total,659,19,14
Nashik,2018,Yewala,Rural,658,18,13
Nashik,2018,Yewala,Urban,1,1,1
Nashik,2019,Baglan,Total,1184,11,9
Nashik,2019,Baglan,Rural,1184,11,9
Nashik,2019,Baglan,Urban,0,0,0
Nashik,2019,Chandwad,Total,677,2,7
Nashik,2019,Chandwad,Rural,677,2,7
Nashik,2019,Chandwad,Urban,0,0,0
Nashik,2019,Devala,Total,564,4,2
Nashik,2019,Devala,Rural,564,4,2
Nashik,2019,Devala,Urban,0,0,0
Nashik,2019,Dindori,Total,1360,9,18
Nashik,2019,Dindori,Rural,1360,9,18
Nashik,2019,Dindori,Urban,0,0,0
Nashik,2019,Igatpuri,Total,1079,21,47
Nashik,2019,Igatpuri,Rural,1071,21,46
Nashik,2019,Igatpuri,Urban,8,0,1
Nashik,2019,Kalwan,Total,450,1,8
Nashik,2019,Kalwan,Rural,450,1,8
Nashik,2019,Kalwan,Urban,0,0,0
Nashik,2019,Malegaon,Total,5047,556,128
Nashik,2019,Malegaon,Rural,1227,8,72
Nashik,2019,Malegaon,Urban,3820,548,56
Nashik,2019,Nandgaon,Total,276,2,5
Nashik,2019,Nandgaon,Rural,276,2,5
Nashik,2019,Nandgaon,Urban,0,0,0
Nashik,2019,Nashik,Total,13952,1651,875
Nashik,2019,Nashik,Rural,643,2,3
Nashik,2019,Nashik,Urban,13309,1649,872
Nashik,2019,Nifad,Total,1536,13,22
Nashik,2019,Nifad,Rural,1536,13,22
Nashik,2019,Nifad,Urban,0,0,0
Nashik,2019,Peth,Total,247,4,8
Nashik,2019,Peth,Rural,247,4,8
Nashik,2019,Peth,Urban,0,0,0
Nashik,2019,Sinner,Total,920,4,7
Nashik,2019,Sinner,Rural,920,4,7
Nashik,2019,Sinner,Urban,0,0,0
Nashik,2019,Surgana,Total,741,9,18
Nashik,2019,Surgana,Rural,741,9,18
Nashik,2019,Surgana,Urban,0,0,0
Nashik,2019,Trimbak,Total,239,8,21
Nashik,2019,Trimbak,Rural,239,8,21
Nashik,2019,Trimbak,Urban,0,0,0
Nashik,2019,Yewala,Total,600,2,5
Nashik,2019,Yewala,Rural,600,2,5
Nashik,2019,Yewala,Urban,0,0,0
Nashik,2020,Baglan,Total,1383,10,7
Nashik,2020,Baglan,Rural,1383,10,7
Nashik,2020,Baglan,Urban,0,0,0
Nashik,2020,Chandwad,Total,881,14,7
Nashik,2020,Chandwad,Rural,881,14,7
Nashik,2020,Chandwad,Urban,0,0,0
Nashik,2020,Devala,Total,638,3,3
Nashik,2020,Devala,Rural,638,3,3
Nashik,2020,Devala,Urban,0,0,0
Nashik,2020,Dindori,Total,1013,22,20
Nashik,2020,Dindori,Rural,1013,22,20
Nashik,2020,Dindori,Urban,0,0,0
Nashik,2020,Igatpuri,Total,1151,47,40
Nashik,2020,Igatpuri,Rural,1143,47,40
Nashik,2020,Igatpuri,Urban,8,0,
Nashik,2020,Kalwan,Total,568,10,7
Nashik,2020,Kalwan,Rural,568,10,7
Nashik,2020,Kalwan,Urban,0,0,0
Nashik,2020,Malegaon,Total,6927,995,661
Nashik,2020,Malegaon,Rural,1259,14,9
Nashik,2020,Malegaon,Urban,5668,981,652
Nashik,2020,Nandgaon,Total,315,9,6
Nashik,2020,Nandgaon,Rural,265,2,0
Nashik,2020,Nandgaon,Urban,50,7,6
Nashik,2020,Nashik,Total,20598,1292,1109
Nashik,2020,Nashik,Rural,3022,435,406
Nashik,2020,Nashik,Urban,17576,857,703
Nashik,2020,Nifad,Total,1837,31,20
Nashik,2020,Nifad,Rural,1837,31,20
Nashik,2020,Nifad,Urban,0,0,0
Nashik,2020,Peth,Total,222,5,3
Nashik,2020,Peth,Rural,222,5,3
Nashik,2020,Peth,Urban,0,0,0
Nashik,2020,Sinner,Total,1182,19,10
Nashik,2020,Sinner,Rural,1182,19,10
Nashik,2020,Sinner,Urban,0,0,0
Nashik,2020,Surgana,Total,814,29,22
Nashik,2020,Surgana,Rural,814,29,22
Nashik,2020,Surgana,Urban,0,0,0
Nashik,2020,Trimbak,Total,273,12,10
Nashik,2020,Trimbak,Rural,272,11,9
Nashik,2020,Trimbak,Urban,1,1,1
Nashik,2020,Yewala,Total,665,5,5
Nashik,2020,Yewala,Rural,656,3,3
Nashik,2020,Yewala,Urban,9,2,2
Nashik,2021,Baglan,Total,1887,11,2
Nashik,2021,Baglan,Rural,1887,11,2
Nashik,2021,Baglan,Urban,0,0,0
Nashik,2021,Chandwad,Total,1591,7,4
Nashik,2021,Chandwad,Rural,1591,7,4
Nashik,2021,Chandwad,Urban,0,0,0
Nashik,2021,Devala,Total,881,2,1
Nashik,2021,Devala,Rural,881,2,1
Nashik,2021,Devala,Urban,0,0,0
Nashik,2021,Dindori,Total,1641,8,5
Nashik,2021,Dindori,Rural,1641,8,5
Nashik,2021,Dindori,Urban,0,0,0
Nashik,2021,Igatpuri,Total,1325,32,27
Nashik,2021,Igatpuri,Rural,1313,32,27
Nashik,2021,Igatpuri,Urban,12,0,0
Nashik,2021,Kalwan,Total,870,10,7
Nashik,2021,Kalwan,Rural,870,10,7
Nashik,2021,Kalwan,Urban,0,0,0
Nashik,2021,Malegaon,Total,1624,13,6
Nashik,2021,Malegaon,Rural,1624,13,6
Nashik,2021,Malegaon,Urban,0,0,0
Nashik,2021,Nandgaon,Total,441,4,3
Nashik,2021,Nandgaon,Rural,412,1,1
Nashik,2021,Nandgaon,Urban,29,3,2
Nashik,2021,Nashik,Total,2765,537,509
Nashik,2021,Nashik,Rural,2765,537,509
Nashik,2021,Nashik,Urban,24179,2790,936
Nashik,2021,Nifad,Total,2826,44,39
Nashik,2021,Nifad,Rural,2826,44,39
Nashik,2021,Nifad,Urban,0,0,0
Nashik,2021,Peth,Total,384,13,7
Nashik,2021,Peth,Rural,384,13,7
Nashik,2021,Peth,Urban,0,0,0
Nashik,2021,Sinner,Total,1785,10,6
Nashik,2021,Sinner,Rural,1785,10,6
Nashik,2021,Sinner,Urban,0,0,0
Nashik,2021,Surgana,Total,1195,15,11
Nashik,2021,Surgana,Rural,1195,15,11
Nashik,2021,Surgana,Urban,0,0,0
Nashik,2021,Trimbak,Total,476,19,11
Nashik,2021,Trimbak,Rural,476,19,11
Nashik,2021,Trimbak,Urban,0,0,0
Nashik,2021,Yewala,Total,1005,18,3
Nashik,2021,Yewala,Rural,994,17,2
Nashik,2021,Yewala,Urban,11,1,1
Palghar,2014,Dahanu,Total,533,20,13
Palghar,2014,Dahanu,Rural,533,20,13
Palghar,2014,Dahanu,Urban,0,0,0
Palghar,2014,Javhar,Total,723,69,52
Palghar,2014,Javhar,Rural,723,69,52
Palghar,2014,Javhar,Urban,,0,0
Palghar,2014,Mokhada,Total,845,35,25
Palghar,2014,Mokhada,Rural,845,35,25
Palghar,2014,Mokhada,Urban,0,0,0
Palghar,2014,Palghar,Total,433,53,39
Palghar,2014,Palghar,Rural,433,53,39
Palghar,2014,Palghar,Urban,0,0,0
Palghar,2014,Talasari,Total,1732,41,28
Palghar,2014,Talasari,Rural,1487,41,28
Palghar,2014,Talasari,Urban,245,0,0
Palghar,2014,Vasai,Total,933,71,55
Palghar,2014,Vasai,Rural,759,71,55
Palghar,2014,Vasai,Urban,174,0,0
Palghar,2014,Vikramgad,Total,2357,115,76
Palghar,2014,Vikramgad,Rural,2231,115,76
Palghar,2014,Vikramgad,Urban,126,0,0
Palghar,2014,Wada,Total,145,53,30
Palghar,2014,Wada,Rural,145,53,30
Palghar,2014,Wada,Urban,0,0,0
Palghar,2015,Dahanu,Total,6226,34,31
Palghar,2015,Dahanu,Rural,408,19,15
Palghar,2015,Dahanu,Urban,5818,15,16
Palghar,2015,Javhar,Total,777,162,132
Palghar,2015,Javhar,Rural,560,92,70
Palghar,2015,Javhar,Urban,217,70,62
Palghar,2015,Mokhada,Total,389,44,27
Palghar,2015,Mokhada,Rural,389,43,26
Palghar,2015,Mokhada,Urban,0,1,1
Palghar,2015,Palghar,Total,433,70,51
Palghar,2015,Palghar,Rural,433,70,51
Palghar,2015,Palghar,Urban,0,0,0
Palghar,2015,Talasari,Total,1173,69,54
Palghar,2015,Talasari,Rural,763,53,40
Palghar,2015,Talasari,Urban,410,16,14
Palghar,2015,Vasai,Total,671,55,40
Palghar,2015,Vasai,Rural,671,44,32
Palghar,2015,Vasai,Urban,0,11,8
Palghar,2015,Vikramgad,Total,2286,124,86
Palghar,2015,Vikramgad,Rural,1748,107,71
Palghar,2015,Vikramgad,Urban,538,17,15
Palghar,2015,Wada,Total,109,79,45
Palghar,2015,Wada,Rural,109,57,38
Palghar,2015,Wada,Urban,0,22,7
Palghar,2016,Dahanu,Total,2401,149,116
Palghar,2016,Dahanu,Rural,1628,119,90
Palghar,2016,Dahanu,Urban,773,30,26
Palghar,2016,Javhar,Total,852,141,107
Palghar,2016,Javhar,Rural,560,62,36
Palghar,2016,Javhar,Urban,292,79,71
Palghar,2016,Mokhada,Total,109,56,38
Palghar,2016,Mokhada,Rural,109,56,38
Palghar,2016,Mokhada,Urban,0,0,0
Palghar,2016,Palghar,Total,1233,54,39
Palghar,2016,Palghar,Rural,631,48,34
Palghar,2016,Palghar,Urban,602,6,5
Palghar,2016,Talasari,Total,389,31,22
Palghar,2016,Talasari,Rural,389,31,22
Palghar,2016,Talasari,Urban,0,0,0
Palghar,2016,Vasai,Total,6226,93,86
Palghar,2016,Vasai,Rural,408,21,17
Palghar,2016,Vasai,Urban,5818,72,69
Palghar,2016,Vikramgad,Total,433,54,38
Palghar,2016,Vikramgad,Rural,433,54,38
Palghar,2016,Vikramgad,Urban,0,0,0
Palghar,2016,Wada,Total,711,51,41
Palghar,2016,Wada,Rural,711,51,41
Palghar,2016,Wada,Urban,0,0,0
Palghar,2017,Dahanu,Total,2227,115,83
Palghar,2017,Dahanu,Rural,1733,75,47
Palghar,2017,Dahanu,Urban,494,40,36
Palghar,2017,Javhar,Total,537,122,112
Palghar,2017,Javhar,Rural,310,41,36
Palghar,2017,Javhar,Urban,227,81,76
Palghar,2017,Mokhada,Total,112,26,15
Palghar,2017,Mokhada,Rural,47,26,15
Palghar,2017,Mokhada,Urban,65,0,0
Palghar,2017,Palghar,Total,1633,74,60
Palghar,2017,Palghar,Rural,864,59,46
Palghar,2017,Palghar,Urban,769,15,14
Palghar,2017,Talasari,Total,468,39,27
Palghar,2017,Talasari,Rural,375,39,27
Palghar,2017,Talasari,Urban,93,0,0
Palghar,2017,Vasai,Total,6564,129,118
Palghar,2017,Vasai,Rural,463,11,7
Palghar,2017,Vasai,Urban,6101,118,111
Palghar,2017,Vikramgad,Total,163,39,32
Palghar,2017,Vikramgad,Rural,127,39,32
Palghar,2017,Vikramgad,Urban,36,0,0
Palghar,2017,Wada,Total,548,51,41
Palghar,2017,Wada,Rural,329,51,41
Palghar,2017,Wada,Urban,219,0,0
Palghar,2018,Dahanu,Total,2338,57,44
Palghar,2018,Dahanu,Rural,1869,28,18
Palghar,2018,Dahanu,Urban,469,29,26
Palghar,2018,Javhar,Total,309,122,115
Palghar,2018,Javhar,Rural,113,41,36
Palghar,2018,Javhar,Urban,196,81,79
Palghar,2018,Mokhada,Total,203,85,38
Palghar,2018,Mokhada,Rural,104,27,22
Palghar,2018,Mokhada,Urban,99,58,16
Palghar,2018,Palghar,Total,1387,50,37
Palghar,2018,Palghar,Rural,943,39,30
Palghar,2018,Palghar,Urban,444,11,7
Palghar,2018,Talasari,Total,186,17,13
Palghar,2018,Talasari,Rural,113,16,12
Palghar,2018,Talasari,Urban,73,1,1
Palghar,2018,Vasai,Total,6805,90,87
Palghar,2018,Vasai,Rural,295,8,5
Palghar,2018,Vasai,Urban,6510,82,82
Palghar,2018,Vikramgad,Total,151,32,26
Palghar,2018,Vikramgad,Rural,112,27,21
Palghar,2018,Vikramgad,Urban,39,5,5
Palghar,2018,Wada,Total,1013,35,24
Palghar,2018,Wada,Rural,793,32,21
Palghar,2018,Wada,Urban,220,3,3
Palghar,2019,Dahanu,Total,2575,57,42
Palghar,2019,Dahanu,Rural,2190,34,22
Palghar,2019,Dahanu,Urban,385,23,20
Palghar,2019,Javhar,Total,315,88,81
Palghar,2019,Javhar,Rural,102,20,19
Palghar,2019,Javhar,Urban,213,68,62
Palghar,2019,Mokhada,Total,63,22,21
Palghar,2019,Mokhada,Rural,1,20,19
Palghar,2019,Mokhada,Urban,62,2,2
Palghar,2019,Palghar,Total,1613,32,23
Palghar,2019,Palghar,Rural,1244,31,22
Palghar,2019,Palghar,Urban,369,1,1
Palghar,2019,Talasari,Total,477,19,12
Palghar,2019,Talasari,Rural,352,17,10
Palghar,2019,Talasari,Urban,125,2,2
Palghar,2019,Vasai,Total,7097,13,7
Palghar,2019,Vasai,Rural,183,12,6
Palghar,2019,Vasai,Urban,6914,1,1
Palghar,2019,Vikramgad,Total,167,27,21
Palghar,2019,Vikramgad,Rural,110,24,18
Palghar,2019,Vikramgad,Urban,57,3,3
Palghar,2019,Wada,Total,442,30,19
Palghar,2019,Wada,Rural,187,29,18
Palghar,2019,Wada,Urban,255,1,1
Palghar,2020,Dahanu,Total,1753,33,25
Palghar,2020,Dahanu,Rural,1675,18,11
Palghar,2020,Dahanu,Urban,78,15,14
Palghar,2020,Javhar,Total,288,78,66
Palghar,2020,Javhar,Rural,182,24,14
Palghar,2020,Javhar,Urban,106,54,52
