District,Year,Taluka,Rural/Urban,Number,Children,Infants
Chandrapur,2015,Bhadravati,Rural,418,,1
Chandrapur,2015,Bhadravati,Urban,309,,0
Chandrapur,2015,Bramhapuri,Total,1238,64,60
Chandrapur,2015,Bramhapuri,Rural,818,,1
Chandrapur,2015,Bramhapuri,Urban,420,,59
Chandrapur,2015,Chandrapur,Total,3773,365,338
Chandrapur,2015,Chandrapur,Rural,301,,0
Chandrapur,2015,Chandrapur,Urban,3472,,338
Chandrapur,2015,Chimur,Total,1049,3,2
Chandrapur,2015,Chimur,Rural,1049,,2
Chandrapur,2015,Chimur,Urban,,,
Chandrapur,2015,Gondpipari,Total,478,5,1
Chandrapur,2015,Gondpipari,Rural,417,,1
Chandrapur,2015,Gondpipari,Urban,61,,0
Chandrapur,2015,Jivati,Total,198,6,0
Chandrapur,2015,Jivati,Rural,198,,0
Chandrapur,2015,Jivati,Urban,,,
Chandrapur,2015,Korpana,Total,575,8,4
Chandrapur,2015,Korpana,Rural,416,,4
Chandrapur,2015,Korpana,Urban,159,,0
Chandrapur,2015,Mul,Total,796,6,0
Chandrapur,2015,Mul,Rural,630,,0
Chandrapur,2015,Mul,Urban,166,,0
Chandrapur,2015,Nagbhid,Total,909,8,2
Chandrapur,2015,Nagbhid,Rural,909,,2
Chandrapur,2015,Nagbhid,Urban,,,
Chandrapur,2015,Ponbhurna,Total,285,0,0
Chandrapur,2015,Ponbhurna,Rural,285,,0
Chandrapur,2015,Ponbhurna,Urban,,,0
Chandrapur,2015,Rajura,Total,705,3,1
Chandrapur,2015,Rajura,Rural,490,,0
Chandrapur,2015,Rajura,Urban,215,,1
Chandrapur,2015,Savali,Total,682,3,1
Chandrapur,2015,Savali,Rural,682,,1
Chandrapur,2015,Savali,Urban,,,0
Chandrapur,2015,Sindevahi,Total,731,6,0
Chandrapur,2015,Sindevahi,Rural,731,,0
Chandrapur,2015,Sindevahi,Urban,,,
Chandrapur,2015,Varora,Total,1061,13,7
Chandrapur,2015,Varora,Rural,736,,1
Chandrapur,2015,Varora,Urban,325,,6
Chandrapur,2016,Ballarpur,Total,148,3,3
Chandrapur,2016,Ballarpur,Rural,143,2,2
Chandrapur,2016,Ballarpur,Urban,5,1,1
Chandrapur,2016,Bhadravati,Total,209,13,11
Chandrapur,2016,Bhadravati,Rural,200,11,9
Chandrapur,2016,Bhadravati,Urban,9,2,2
Chandrapur,2016,Bramhapuri,Total,601,13,11
Chandrapur,2016,Bramhapuri,Rural,596,12,10
Chandrapur,2016,Bramhapuri,Urban,5,1,1
Chandrapur,2016,Chandrapur,Total,1992,587,545
Chandrapur,2016,Chandrapur,Rural,302,275,258
Chandrapur,2016,Chandrapur,Urban,1690,312,287
Chandrapur,2016,Chimur,Total,455,23,17
Chandrapur,2016,Chimur,Rural,422,21,15
Chandrapur,2016,Chimur,Urban,33,2,2
Chandrapur,2016,Gondpipari,Total,122,16,11
Chandrapur,2016,Gondpipari,Rural,109,14,9
Chandrapur,2016,Gondpipari,Urban,13,2,2
Chandrapur,2016,Jivati,Total,65,10,7
Chandrapur,2016,Jivati,Rural,65,10,7
Chandrapur,2016,Jivati,Urban,0,0,0
Chandrapur,2016,Korpana,Total,101,10,9
Chandrapur,2016,Korpana,Rural,70,1,0
Chandrapur,2016,Korpana,Urban,31,9,9
Chandrapur,2016,Mul,Total,178,13,8
Chandrapur,2016,Mul,Rural,170,11,6
Chandrapur,2016,Mul,Urban,8,2,2
Chandrapur,2016,Nagbhid,Total,426,12,7
Chandrapur,2016,Nagbhid,Rural,416,12,7
Chandrapur,2016,Nagbhid,Urban,10,0,0
Chandrapur,2016,Ponbhurna,Total,180,9,8
Chandrapur,2016,Ponbhurna,Rural,180,9,8
Chandrapur,2016,Ponbhurna,Urban,0,0,0
Chandrapur,2016,Rajura,Total,141,15,13
Chandrapur,2016,Rajura,Rural,131,14,12
Chandrapur,2016,Rajura,Urban,10,1,1
Chandrapur,2016,Savali,Total,316,16,14
Chandrapur,2016,Savali,Rural,314,16,14
Chandrapur,2016,Savali,Urban,2,0,0
Chandrapur,2016,Sindevahi,Total,343,28,21
Chandrapur,2016,Sindevahi,Rural,337,27,20
Chandrapur,2016,Sindevahi,Urban,6,1,1
Chandrapur,2016,Varora,Total,263,19,14
Chandrapur,2016,Varora,Rural,234,14,9
Chandrapur,2016,Varora,Urban,29,5,5
Chandrapur,2017,Ballarpur,Total,165,3,3
Chandrapur,2017,Ballarpur,Rural,161,3,3
Chandrapur,2017,Ballarpur,Urban,4,0,0
Chandrapur,2017,Bhadravati,Total,365,12,8
Chandrapur,2017,Bhadravati,Rural,363,12,8
Chandrapur,2017,Bhadravati,Urban,2,0,0
Chandrapur,2017,Bramhapuri,Total,649,14,12
Chandrapur,2017,Bramhapuri,Rural,649,14,12
Chandrapur,2017,Bramhapuri,Urban,0,0,0
Chandrapur,2017,Chandrapur,Total,1781,448,408
Chandrapur,2017,Chandrapur,Rural,295,11,8
Chandrapur,2017,Chandrapur,Urban,1486,437,400
Chandrapur,2017,Chimur,Total,493,19,16
Chandrapur,2017,Chimur,Rural,480,19,16
Chandrapur,2017,Chimur,Urban,13,0,0
Chandrapur,2017,Gondpipari,Total,285,15,13
Chandrapur,2017,Gondpipari,Rural,283,15,13
Chandrapur,2017,Gondpipari,Urban,2,0,0
Chandrapur,2017,Jivati,Total,89,23,20
Chandrapur,2017,Jivati,Rural,89,23,20
Chandrapur,2017,Jivati,Urban,0,0,0
Chandrapur,2017,Korpana,Total,278,18,18
Chandrapur,2017,Korpana,Rural,271,18,18
Chandrapur,2017,Korpana,Urban,7,0,0
Chandrapur,2017,Mul,Total,444,15,11
Chandrapur,2017,Mul,Rural,434,15,11
Chandrapur,2017,Mul,Urban,10,0,0
Chandrapur,2017,Nagbhid,Total,708,10,7
Chandrapur,2017,Nagbhid,Rural,706,10,7
Chandrapur,2017,Nagbhid,Urban,2,0,0
Chandrapur,2017,Ponbhurna,Total,205,5,4
Chandrapur,2017,Ponbhurna,Rural,205,5,4
Chandrapur,2017,Ponbhurna,Urban,0,0,0
Chandrapur,2017,Rajura,Total,233,9,8
Chandrapur,2017,Rajura,Rural,229,9,8
Chandrapur,2017,Rajura,Urban,4,0,0
Chandrapur,2017,Savali,Total,486,14,8
Chandrapur,2017,Savali,Rural,483,14,8
Chandrapur,2017,Savali,Urban,3,0,0
Chandrapur,2017,Sindevahi,Total,473,18,12
Chandrapur,2017,Sindevahi,Rural,466,18,12
Chandrapur,2017,Sindevahi,Urban,7,0,0
Chandrapur,2017,Varora,Total,548,21,16
Chandrapur,2017,Varora,Rural,522,15,10
Chandrapur,2017,Varora,Urban,26,6,6
Chandrapur,2018,Ballarpur,Total,126,3,3
Chandrapur,2018,Ballarpur,Rural,121,3,3
Chandrapur,2018,Ballarpur,Urban,5,0,0
Chandrapur,2018,Bhadravati,Total,464,11,9
Chandrapur,2018,Bhadravati,Rural,463,10,8
Chandrapur,2018,Bhadravati,Urban,1,1,1
Chandrapur,2018,Bramhapuri,Total,666,18,13
Chandrapur,2018,Bramhapuri,Rural,662,14,9
Chandrapur,2018,Bramhapuri,Urban,4,4,4
Chandrapur,2018,Chandrapur,Total,1869,478,439
Chandrapur,2018,Chandrapur,Rural,423,10,7
Chandrapur,2018,Chandrapur,Urban,1446,468,432
Chandrapur,2018,Chimur,Total,518,18,13
Chandrapur,2018,Chimur,Rural,481,14,10
Chandrapur,2018,Chimur,Urban,37,4,3
Chandrapur,2018,Gondpipari,Total,197,8,8
Chandrapur,2018,Gondpipari,Rural,188,7,7
Chandrapur,2018,Gondpipari,Urban,9,1,1
Chandrapur,2018,Jivati,Total,110,27,20
Chandrapur,2018,Jivati,Rural,110,27,20
Chandrapur,2018,Jivati,Urban,0,0,0
Chandrapur,2018,Korpana,Total,296,41,35
Chandrapur,2018,Korpana,Rural,277,22,17
Chandrapur,2018,Korpana,Urban,19,19,18
Chandrapur,2018,Mul,Total,419,13,11
Chandrapur,2018,Mul,Rural,407,11,9
Chandrapur,2018,Mul,Urban,12,2,2
Chandrapur,2018,Nagbhid,Total,798,15,10
Chandrapur,2018,Nagbhid,Rural,797,15,10
Chandrapur,2018,Nagbhid,Urban,1,0,0
Chandrapur,2018,Ponbhurna,Total,223,7,4
Chandrapur,2018,Ponbhurna,Rural,223,7,4
Chandrapur,2018,Ponbhurna,Urban,0,0,0
Chandrapur,2018,Rajura,Total,237,5,5
Chandrapur,2018,Rajura,Rural,232,3,3
Chandrapur,2018,Rajura,Urban,5,2,2
Chandrapur,2018,Savali,Total,564,18,13
Chandrapur,2018,Savali,Rural,564,18,13
Chandrapur,2018,Savali,Urban,0,0,0
Chandrapur,2018,Sindevahi,Total,463,13,12
Chandrapur,2018,Sindevahi,Rural,460,10,9
Chandrapur,2018,Sindevahi,Urban,3,3,3
Chandrapur,2018,Varora,Total,539,11,10
Chandrapur,2018,Varora,Rural,515,6,6
Chandrapur,2018,Varora,Urban,24,5,4
Chandrapur,2019,Ballarpur,Total,114,8,8
Chandrapur,2019,Ballarpur,Rural,72,3,3
Chandrapur,2019,Ballarpur,Urban,42,5,5
Chandrapur,2019,Bhadravati,Total,435,5,4
Chandrapur,2019,Bhadravati,Rural,393,4,3
Chandrapur,2019,Bhadravati,Urban,42,1,1
Chandrapur,2019,Bramhapuri,Total,642,17,14
Chandrapur,2019,Bramhapuri,Rural,565,14,11
Chandrapur,2019,Bramhapuri,Urban,77,3,3
Chandrapur,2019,Chandrapur,Total,2325,537,493
Chandrapur,2019,Chandrapur,Rural,426,10,7
Chandrapur,2019,Chandrapur,Urban,1899,527,486
Chandrapur,2019,Chimur,Total,676,17,12
Chandrapur,2019,Chimur,Rural,482,14,10
Chandrapur,2019,Chimur,Urban,194,3,2
Chandrapur,2019,Gondpipari,Total,275,8,7
Chandrapur,2019,Gondpipari,Rural,188,8,7
Chandrapur,2019,Gondpipari,Urban,87,0,0
Chandrapur,2019,Jivati,Total,115,12,12
Chandrapur,2019,Jivati,Rural,115,12,12
Chandrapur,2019,Jivati,Urban,0,0,0
Chandrapur,2019,Korpana,Total,317,10,8
Chandrapur,2019,Korpana,Rural,298,9,7
Chandrapur,2019,Korpana,Urban,19,1,1
Chandrapur,2019,Mul,Total,393,6,4
Chandrapur,2019,Mul,Rural,322,5,4
Chandrapur,2019,Mul,Urban,71,1,0
Chandrapur,2019,Nagbhid,Total,693,18,9
Chandrapur,2019,Nagbhid,Rural,518,15,8
Chandrapur,2019,Nagbhid,Urban,175,3,1
Chandrapur,2019,Ponbhurna,Total,309,7,5
Chandrapur,2019,Ponbhurna,Rural,309,7,5
Chandrapur,2019,Ponbhurna,Urban,0,0,0
Chandrapur,2019,Rajura,Total,337,13,11
Chandrapur,2019,Rajura,Rural,232,3,3
Chandrapur,2019,Rajura,Urban,105,10,8
Chandrapur,2019,Savali,Total,505,18,14
Chandrapur,2019,Savali,Rural,473,18,14
Chandrapur,2019,Savali,Urban,32,0,0
Chandrapur,2019,Sindevahi,Total,417,18,16
Chandrapur,2019,Sindevahi,Rural,372,10,9
Chandrapur,2019,Sindevahi,Urban,45,8,7
Chandrapur,2019,Varora,Total,621,9,8
Chandrapur,2019,Varora,Rural,515,6,6
Chandrapur,2019,Varora,Urban,106,3,2
Chandrapur,2020,Ballarpur,Total,114,0,0
Chandrapur,2020,Ballarpur,Rural,107,0,0
Chandrapur,2020,Ballarpur,Urban,7,0,0
Chandrapur,2020,Bhadravati,Total,508,11,10
Chandrapur,2020,Bhadravati,Rural,507,10,9
Chandrapur,2020,Bhadravati,Urban,1,1,1
Chandrapur,2020,Bramhapuri,Total,685,14,3
Chandrapur,2020,Bramhapuri,Rural,678,13,2
Chandrapur,2020,Bramhapuri,Urban,7,1,1
Chandrapur,2020,Chandrapur,Total,2161,10,7
Chandrapur,2020,Chandrapur,Rural,650,10,7
Chandrapur,2020,Chandrapur,Urban,1511,0,0
Chandrapur,2020,Chimur,Total,678,20,16
Chandrapur,2020,Chimur,Rural,645,18,14
Chandrapur,2020,Chimur,Urban,33,2,2
Chandrapur,2020,Gondpipari,Total,319,17,13
Chandrapur,2020,Gondpipari,Rural,266,12,10
Chandrapur,2020,Gondpipari,Urban,53,5,3
Chandrapur,2020,Jivati,Total,148,17,10
Chandrapur,2020,Jivati,Rural,148,17,10
Chandrapur,2020,Jivati,Urban,0,0,0
Chandrapur,2020,Korpana,Total,422,19,17
Chandrapur,2020,Korpana,Rural,413,14,13
Chandrapur,2020,Korpana,Urban,9,5,4
Chandrapur,2020,Mul,Total,444,8,8
Chandrapur,2020,Mul,Rural,444,8,8
Chandrapur,2020,Mul,Urban,0,0,0
Chandrapur,2020,Nagbhid,Total,710,25,19
Chandrapur,2020,Nagbhid,Rural,705,25,19
Chandrapur,2020,Nagbhid,Urban,5,0,0
Chandrapur,2020,Ponbhurna,Total,309,8,7
Chandrapur,2020,Ponbhurna,Rural,309,8,7
Chandrapur,2020,Ponbhurna,Urban,0,0,0
Chandrapur,2020,Rajura,Total,339,7,6
Chandrapur,2020,Rajura,Rural,327,6,5
Chandrapur,2020,Rajura,Urban,12,1,1
Chandrapur,2020,Savali,Total,650,20,14
Chandrapur,2020,Savali,Rural,650,20,14
Chandrapur,2020,Savali,Urban,0,0,0
Chandrapur,2020,Sindevahi,Total,455,12,11
Chandrapur,2020,Sindevahi,Rural,446,11,10
Chandrapur,2020,Sindevahi,Urban,9,1,1
Chandrapur,2020,Varora,Total,630,7,3
Chandrapur,2020,Varora,Rural,614,6,3
Chandrapur,2020,Varora,Urban,16,1,0
Chandrapur,2021,Ballarpur,Total,236,7,7
Chandrapur,2021,Ballarpur,Rural,231,6,6
Chandrapur,2021,Ballarpur,Urban,5,1,1
Chandrapur,2021,Bhadravati,Total,808,4,4
Chandrapur,2021,Bhadravati,Rural,781,4,4
Chandrapur,2021,Bhadravati,Urban,27,0,0
Chandrapur,2021,Bramhapuri,Total,1028,14,12
Chandrapur,2021,Bramhapuri,Rural,1026,14,12
Chandrapur,2021,Bramhapuri,Urban,2,0,0
Chandrapur,2021,Chandrapur,Total,2983,368,361
Chandrapur,2021,Chandrapur,Rural,2220,1,0
Chandrapur,2021,Chandrapur,Urban,763,367,361
Chandrapur,2021,Chimur,Total,960,9,8
Chandrapur,2021,Chimur,Rural,960,9,8
Chandrapur,2021,Chimur,Urban,0,0,0
Chandrapur,2021,Gondpipari,Total,556,9,8
Chandrapur,2021,Gondpipari,Rural,556,9,8
Chandrapur,2021,Gondpipari,Urban,0,0,0
Chandrapur,2021,Jivati,Total,207,17,14
Chandrapur,2021,Jivati,Rural,207,17,14
Chandrapur,2021,Jivati,Urban,0,0,0
Chandrapur,2021,Korpana,Total,524,7,3
Chandrapur,2021,Korpana,Rural,524,7,3
Chandrapur,2021,Korpana,Urban,0,0,0
Chandrapur,2021,Mul,Total,558,9,9
Chandrapur,2021,Mul,Rural,544,8,8
Chandrapur,2021,Mul,Urban,14,1,1
Chandrapur,2021,Nagbhid,Total,979,16,9
Chandrapur,2021,Nagbhid,Rural,979,16,9
Chandrapur,2021,Nagbhid,Urban,0,0,0
Chandrapur,2021,Ponbhurna,Total,429,7,2
Chandrapur,2021,Ponbhurna,Rural,429,7,2
Chandrapur,2021,Ponbhurna,Urban,0,0,0
Chandrapur,2021,Rajura,Total,529,13,10
Chandrapur,2021,Rajura,Rural,498,10,8
Chandrapur,2021,Rajura,Urban,31,3,2
Chandrapur,2021,Savali,Total,684,14,10
Chandrapur,2021,Savali,Rural,684,14,10
Chandrapur,2021,Savali,Urban,0,0,0
Chandrapur,2021,Sindevahi,Total,533,7,5
Chandrapur,2021,Sindevahi,Rural,533,7,5
Chandrapur,2021,Sindevahi,Urban,0,0,0
Chandrapur,2021,Varora,Total,1001,1,1
Chandrapur,2021,Varora,Rural,937,1,1
Chandrapur,2021,Varora,Urban,64,0,0
Dharashiv,2012,Bhum,Total,247,72,25
Dharashiv,2012,Bhum,Rural,247,72,25
Dharashiv,2012,Bhum,Urban,0,0,0
Dharashiv,2012,Dharashiv,Total,1423,295,149
Dharashiv,2012,Dharashiv,Rural,1284,202,66
Dharashiv,2012,Dharashiv,Urban,139,93,83
Dharashiv,2012,Kalamb,Total,1335,97,31
Dharashiv,2012,Kalamb,Rural,1335,97,31
Dharashiv,2012,Kalamb,Urban,0,0,0
Dharashiv,2012,Lohara,Total,559,89,49
Dharashiv,2012,Lohara,Rural,559,89,49
Dharashiv,2012,Lohara,Urban,0,0,0
Dharashiv,2012,Paranda,Total,91,45,25
Dharashiv,2012,Paranda,Rural,91,39,21
Dharashiv,2012,Paranda,Urban,0,6,4
Dharashiv,2012,Tuljapur,Total,1424,103,53
Dharashiv,2012,Tuljapur,Rural,1421,103,53
Dharashiv,2012,Tuljapur,Urban,3,0,0
Dharashiv,2012,Umaraga,Total,1082,77,34
Dharashiv,2012,Umaraga,Rural,1076,74,34
Dharashiv,2012,Umaraga,Urban,6,3,0
Dharashiv,2012,Washi,Total,253,56,20
Dharashiv,2012,Washi,Rural,253,56,20
Dharashiv,2012,Washi,Urban,0,0,0
Dharashiv,2013,Bhum,Total,393,2,24
Dharashiv,2013,Bhum,Rural,267,2,24
Dharashiv,2013,Bhum,Urban,126,0,0
Dharashiv,2013,Dharashiv,Total,2413,12,62
Dharashiv,2013,Dharashiv,Rural,1387,12,62
Dharashiv,2013,Dharashiv,Urban,1026,0,0
Dharashiv,2013,Kalamb,Total,866,9,71
Dharashiv,2013,Kalamb,Rural,734,9,71
Dharashiv,2013,Kalamb,Urban,132,0,0
Dharashiv,2013,Lohara,Total,635,3,6
Dharashiv,2013,Lohara,Rural,635,3,6
Dharashiv,2013,Lohara,Urban,0,0,0
Dharashiv,2013,Paranda,Total,225,1,0
Dharashiv,2013,Paranda,Rural,150,1,0
Dharashiv,2013,Paranda,Urban,75,0,0
Dharashiv,2013,Tuljapur,Total,1697,8,30
Dharashiv,2013,Tuljapur,Rural,1297,8,30
Dharashiv,2013,Tuljapur,Urban,400,0,0
Dharashiv,2013,Umaraga,Total,1846,6,50
Dharashiv,2013,Umaraga,Rural,1307,6,50
Dharashiv,2013,Umaraga,Urban,539,0,0
Dharashiv,2013,Washi,Total,396,0,1
Dharashiv,2013,Washi,Rural,396,0,1
Dharashiv,2013,Washi,Urban,0,0,0
Dharashiv,2014,Bhum,Total,505,1,3
Dharashiv,2014,Bhum,Rural,390,0,0
Dharashiv,2014,Bhum,Urban,115,1,3
Dharashiv,2014,Dharashiv,Total,2299,4,80
Dharashiv,2014,Dharashiv,Rural,1349,0,0
Dharashiv,2014,Dharashiv,Urban,950,4,80
Dharashiv,2014,Kalamb,Total,924,0,0
Dharashiv,2014,Kalamb,Rural,815,0,0
Dharashiv,2014,Kalamb,Urban,109,0,0
Dharashiv,2014,Lohara,Total,557,0,0
Dharashiv,2014,Lohara,Rural,557,0,0
Dharashiv,2014,Lohara,Urban,0,0,0
Dharashiv,2014,Paranda,Total,369,0,2
Dharashiv,2014,Paranda,Rural,288,0,0
Dharashiv,2014,Paranda,Urban,81,0,2
Dharashiv,2014,Tuljapur,Total,1560,0,4
Dharashiv,2014,Tuljapur,Rural,1192,0,0
Dharashiv,2014,Tuljapur,Urban,368,0,4
Dharashiv,2014,Umaraga,Total,1681,3,0
Dharashiv,2014,Umaraga,Rural,1197,0,0
Dharashiv,2014,Umaraga,Urban,484,3,0
Dharashiv,2014,Washi,Total,338,0,0
Dharashiv,2014,Washi,Rural,338,0,0
Dharashiv,2014,Washi,Urban,0,0,0
Dharashiv,2015,Bhum,Total,418,17,10
Dharashiv,2015,Bhum,Rural,303,17,9
Dharashiv,2015,Bhum,Urban,115,0,1
Dharashiv,2015,Dharashiv,Total,2299,110,102
Dharashiv,2015,Dharashiv,Rural,1330,18,14
Dharashiv,2015,Dharashiv,Urban,969,92,88
Dharashiv,2015,Kalamb,Total,865,21,17
Dharashiv,2015,Kalamb,Rural,754,19,15
Dharashiv,2015,Kalamb,Urban,111,2,2
Dharashiv,2015,Lohara,Total,569,3,10
Dharashiv,2015,Lohara,Rural,569,3,10
Dharashiv,2015,Lohara,Urban,0,0,0
Dharashiv,2015,Paranda,Total,349,20,16
Dharashiv,2015,Paranda,Rural,253,18,14
Dharashiv,2015,Paranda,Urban,96,2,2
Dharashiv,2015,Tuljapur,Total,1602,16,13
Dharashiv,2015,Tuljapur,Rural,1201,14,12
Dharashiv,2015,Tuljapur,Urban,401,2,1
Dharashiv,2015,Umaraga,Total,1680,30,21
Dharashiv,2015,Umaraga,Rural,1200,28,21
Dharashiv,2015,Umaraga,Urban,480,2,1
Dharashiv,2015,Washi,Total,377,11,8
Dharashiv,2015,Washi,Rural,377,11,8
Dharashiv,2015,Washi,Urban,0,0,0
Dharashiv,2016,Bhum,Total,321,32,28
Dharashiv,2016,Bhum,Rural,321,30,26
Dharashiv,2016,Bhum,Urban,0,2,2
Dharashiv,2016,Dharashiv,Total,1238,93,87
Dharashiv,2016,Dharashiv,Rural,836,21,15
Dharashiv,2016,Dharashiv,Urban,402,72,72
Dharashiv,2016,Kalamb,Total,678,19,15
Dharashiv,2016,Kalamb,Rural,675,19,15
Dharashiv,2016,Kalamb,Urban,3,0,0
Dharashiv,2016,Lohara,Total,96,11,3
Dharashiv,2016,Lohara,Rural,90,11,3
Dharashiv,2016,Lohara,Urban,6,0,0
Dharashiv,2016,Paranda,Total,496,13,11
Dharashiv,2016,Paranda,Rural,493,12,10
Dharashiv,2016,Paranda,Urban,3,1,1
Dharashiv,2016,Tuljapur,Total,779,35,25
Dharashiv,2016,Tuljapur,Rural,771,33,23
Dharashiv,2016,Tuljapur,Urban,8,2,2
Dharashiv,2016,Umaraga,Total,819,67,55
Dharashiv,2016,Umaraga,Rural,798,66,54
Dharashiv,2016,Umaraga,Urban,21,1,1
Dharashiv,2016,Washi,Total,419,11,8
Dharashiv,2016,Washi,Rural,389,8,5
Dharashiv,2016,Washi,Urban,30,3,3
Dharashiv,2017,Bhum,Total,340,13,12
Dharashiv,2017,Bhum,Rural,338,13,12
Dharashiv,2017,Bhum,Urban,2,0,0
Dharashiv,2017,Dharashiv,Total,1074,110,101
Dharashiv,2017,Dharashiv,Rural,716,36,27
Dharashiv,2017,Dharashiv,Urban,358,74,74
Dharashiv,2017,Kalamb,Total,644,23,13
Dharashiv,2017,Kalamb,Rural,641,22,12
Dharashiv,2017,Kalamb,Urban,3,1,1
Dharashiv,2017,Lohara,Total,475,5,3
Dharashiv,2017,Lohara,Rural,472,5,3
Dharashiv,2017,Lohara,Urban,3,0,0
Dharashiv,2017,Paranda,Total,421,19,14
Dharashiv,2017,Paranda,Rural,414,19,14
Dharashiv,2017,Paranda,Urban,7,0,0
Dharashiv,2017,Tuljapur,Total,894,31,21
Dharashiv,2017,Tuljapur,Rural,887,30,20
Dharashiv,2017,Tuljapur,Urban,7,1,1
Dharashiv,2017,Umaraga,Total,895,48,39
Dharashiv,2017,Umaraga,Rural,867,38,29
Dharashiv,2017,Umaraga,Urban,28,10,10
Dharashiv,2017,Washi,Total,326,6,4
Dharashiv,2017,Washi,Rural,314,5,4
Dharashiv,2017,Washi,Urban,12,1,0
Dharashiv,2018,Bhum,Total,410,12,9
Dharashiv,2018,Bhum,Rural,211,3,4
Dharashiv,2018,Bhum,Urban,199,9,5
Dharashiv,2018,Dharashiv,Total,1191,101,94
Dharashiv,2018,Dharashiv,Rural,697,57,33
Dharashiv,2018,Dharashiv,Urban,494,44,61
Dharashiv,2018,Kalamb,Total,590,19,11
Dharashiv,2018,Kalamb,Rural,297,11,5
Dharashiv,2018,Kalamb,Urban,293,8,6
Dharashiv,2018,Lohara,Total,350,1,1
Dharashiv,2018,Lohara,Rural,203,,
Dharashiv,2018,Lohara,Urban,147,1,1
Dharashiv,2018,Paranda,Total,526,27,19
Dharashiv,2018,Paranda,Rural,273,15,7
Dharashiv,2018,Paranda,Urban,253,12,12
Dharashiv,2018,Tuljapur,Total,997,28,15
Dharashiv,2018,Tuljapur,Rural,504,19,6
Dharashiv,2018,Tuljapur,Urban,493,9,9
Dharashiv,2018,Umaraga,Total,838,31,28
Dharashiv,2018,Umaraga,Rural,517,17,13
Dharashiv,2018,Umaraga,Urban,321,14,15
Dharashiv,2018,Washi,Total,355,10,8
Dharashiv,2018,Washi,Rural,163,6,3
Dharashiv,2018,Washi,Urban,192,4,5
Dharashiv,2019,Bhum,Total,524,15,13
Dharashiv,2019,Bhum,Rural,272,8,7
Dharashiv,2019,Bhum,Urban,252,7,6
Dharashiv,2019,Dharashiv,Total,1201,116,108
Dharashiv,2019,Dharashiv,Rural,617,63,57
Dharashiv,2019,Dharashiv,Urban,584,53,51
Dharashiv,2019,Kalamb,Total,834,12,8
Dharashiv,2019,Kalamb,Rural,421,5,3
Dharashiv,2019,Kalamb,Urban,413,7,5
Dharashiv,2019,Lohara,Total,281,,
Dharashiv,2019,Lohara,Rural,145,,
Dharashiv,2019,Lohara,Urban,136,,
Dharashiv,2019,Paranda,Total,613,21,14
Dharashiv,2019,Paranda,Rural,285,9,7
Dharashiv,2019,Paranda,Urban,328,12,7
Dharashiv,2019,Tuljapur,Total,1143,31,22
Dharashiv,2019,Tuljapur,Rural,580,17,11
Dharashiv,2019,Tuljapur,Urban,563,14,11
Dharashiv,2019,Umaraga,Total,882,34,25
Dharashiv,2019,Umaraga,Rural,445,21,15
Dharashiv,2019,Umaraga,Urban,437,13,10
Dharashiv,2019,Washi,Total,419,10,7
Dharashiv,2019,Washi,Rural,215,6,4
Dharashiv,2019,Washi,Urban,204,4,3
Dharashiv,2020,Bhum,Total,534,6,6
Dharashiv,2020,Bhum,Rural,528,5,5
Dharashiv,2020,Bhum,Urban,6,1,1
Dharashiv,2020,Dharashiv,Total,1855,163,153
Dharashiv,2020,Dharashiv,Rural,966,50,43
Dharashiv,2020,Dharashiv,Urban,889,113,110
Dharashiv,2020,Kalamb,Total,961,33,22
Dharashiv,2020,Kalamb,Rural,939,32,21
Dharashiv,2020,Kalamb,Urban,22,1,1
Dharashiv,2020,Lohara,Total,129,2,2
Dharashiv,2020,Lohara,Rural,126,2,2
Dharashiv,2020,Lohara,Urban,3,0,0
Dharashiv,2020,Paranda,Total,617,11,8
Dharashiv,2020,Paranda,Rural,617,11,8
Dharashiv,2020,Paranda,Urban,0,0,0
Dharashiv,2020,Tuljapur,Total,1162,8,5
Dharashiv,2020,Tuljapur,Rural,1086,8,5
Dharashiv,2020,Tuljapur,Urban,76,0,0
Dharashiv,2020,Umaraga,Total,953,25,18
Dharashiv,2020,Umaraga,Rural,902,25,18
Dharashiv,2020,Umaraga,Urban,51,0,0
Dharashiv,2020,Washi,Total,471,8,6
Dharashiv,2020,Washi,Rural,470,8,6
Dharashiv,2020,Washi,Urban,1,0,0
Dharashiv,2021,Bhum,Total,0,0,0
Dharashiv,2021,Bhum,Rural,749,2,1
Dharashiv,2021,Bhum,Urban,700,6,5
Dharashiv,2021,Dharashiv,Total,260,28,27
Dharashiv,2021,Dharashiv,Rural,1233,12,11
Dharashiv,2021,Dharashiv,Urban,1428,52,46
Dharashiv,2021,Kalamb,Total,1,0,0
Dharashiv,2021,Kalamb,Rural,693,5,4
Dharashiv,2021,Kalamb,Urban,1232,12,11
Dharashiv,2021,Lohara,Total,1,0,0
Dharashiv,2021,Lohara,Rural,1404,12,9
Dharashiv,2021,Lohara,Urban,234,2,1
Dharashiv,2021,Paranda,Total,617,11,8
Dharashiv,2021,Paranda,Rural,749,2,1
Dharashiv,2021,Paranda,Urban,0,0,0
Dharashiv,2021,Tuljapur,Total,19,0,0
Dharashiv,2021,Tuljapur,Rural,1688,80,73
Dharashiv,2021,Tuljapur,Urban,1385,12,9
Dharashiv,2021,Umaraga,Total,953,25,18
Dharashiv,2021,Umaraga,Rural,235,2,1
