District,Year,Taluka,Rural/Urban,Select Vaccine,Number,,
Gondia,2017,Devari,Urban,Tetanus 16 years,0,,
Gondia,2017,Devari,Urban,Tetanus Pregnant Women,0,,
Sindhudurg,2017,Devgad,Rural,BCG,921,,
Sindhudurg,2017,Devgad,Rural,D.T,1133,,
Sindhudurg,2017,Devgad,Rural,DPT,1018,,
Sindhudurg,2017,Devgad,Rural,Measles,984,,
Sindhudurg,2017,Devgad,Rural,Polio,1003,,
Sindhudurg,2017,Devgad,Rural,Tetanus 10 years,1535,,
Sindhudurg,2017,Devgad,Rural,Tetanus 16 years,1886,,
Sindhudurg,2017,Devgad,Rural,Tetanus Pregnant Women,1093,,
Sindhudurg,2017,Devgad,Total,BCG,921,,
Sindhudurg,2017,Devgad,Total,D.T,1133,,
Sindhudurg,2017,Devgad,Total,DPT,1018,,
Sindhudurg,2017,Devgad,Total,Measles,984,,
Sindhudurg,2017,Devgad,Total,Polio,1003,,
Sindhudurg,2017,Devgad,Total,Tetanus 10 years,1535,,
Sindhudurg,2017,Devgad,Total,Tetanus 16 years,1886,,
Sindhudurg,2017,Devgad,Total,Tetanus Pregnant Women,1093,,
Sindhudurg,2017,Devgad,Urban,BCG,0,,
Sindhudurg,2017,Devgad,Urban,D.T,0,,
Sindhudurg,2017,Devgad,Urban,DPT,0,,
Sindhudurg,2017,Devgad,Urban,Measles,0,,
Sindhudurg,2017,Devgad,Urban,Polio,0,,
Sindhudurg,2017,Devgad,Urban,Tetanus 10 years,0,,
Sindhudurg,2017,Devgad,Urban,Tetanus 16 years,0,,
Sindhudurg,2017,Devgad,Urban,Tetanus Pregnant Women,0,,
Amravati,2017,Dhamangaon Re,Rural,BCG,862,,
Amravati,2017,Dhamangaon Re,Rural,D.T,1637,,
Amravati,2017,Dhamangaon Re,Rural,DPT,1381,,
Amravati,2017,Dhamangaon Re,Rural,Measles,1323,,
Amravati,2017,Dhamangaon Re,Rural,Polio,1381,,
Amravati,2017,Dhamangaon Re,Total,BCG,1264,,
Amravati,2017,Dhamangaon Re,Total,D.T,2405,,
Amravati,2017,Dhamangaon Re,Total,DPT,2753,,
Amravati,2017,Dhamangaon Re,Total,Measles,2163,,
Amravati,2017,Dhamangaon Re,Total,Polio,3392,,
Gadchiroli,2017,Dhanora,Rural,BCG,1323,,
Gadchiroli,2017,Dhanora,Rural,D.T,1231,,
Gadchiroli,2017,Dhanora,Rural,DPT,1344,,
Gadchiroli,2017,Dhanora,Rural,Measles,1263,,
Gadchiroli,2017,Dhanora,Rural,Polio,1345,,
Gadchiroli,2017,Dhanora,Rural,Tetanus 10 years,1308,,
Gadchiroli,2017,Dhanora,Rural,Tetanus 16 years,1505,,
Gadchiroli,2017,Dhanora,Rural,Tetanus Pregnant Women,1632,,
Gadchiroli,2017,Dhanora,Total,BCG,1323,,
Gadchiroli,2017,Dhanora,Total,D.T,1231,,
Gadchiroli,2017,Dhanora,Total,DPT,1344,,
Gadchiroli,2017,Dhanora,Total,Measles,1263,,
Gadchiroli,2017,Dhanora,Total,Polio,1345,,
Gadchiroli,2017,Dhanora,Total,Tetanus 10 years,1308,,
Gadchiroli,2017,Dhanora,Total,Tetanus 16 years,1505,,
Gadchiroli,2017,Dhanora,Total,Tetanus Pregnant Women,1632,,
Amravati,2017,Dharani,Rural,BCG,4257,,
Amravati,2017,Dharani,Rural,D.T,3402,,
Amravati,2017,Dharani,Rural,DPT,3907,,
Amravati,2017,Dharani,Rural,Measles,3793,,
Amravati,2017,Dharani,Rural,Polio,3902,,
Amravati,2017,Dharani,Total,BCG,4257,,
Amravati,2017,Dharani,Total,D.T,3402,,
Amravati,2017,Dharani,Total,DPT,3907,,
Amravati,2017,Dharani,Total,Measles,3793,,
Amravati,2017,Dharani,Total,Polio,3902,,
Dharashiv,2017,Dharashiv,Rural,BCG,3096,,
Dharashiv,2017,Dharashiv,Rural,D.T,3575,,
Dharashiv,2017,Dharashiv,Rural,DPT,4595,,
Dharashiv,2017,Dharashiv,Rural,Measles,4286,,
Dharashiv,2017,Dharashiv,Rural,Polio,4319,,
Dharashiv,2017,Dharashiv,Rural,Tetanus 10 years,5677,,
Dharashiv,2017,Dharashiv,Rural,Tetanus 16 years,5718,,
Dharashiv,2017,Dharashiv,Rural,Tetanus Pregnant Women,2260,,
Dharashiv,2017,Dharashiv,Total,BCG,9478,,
Dharashiv,2017,Dharashiv,Total,D.T,5553,,
Dharashiv,2017,Dharashiv,Total,DPT,6446,,
Dharashiv,2017,Dharashiv,Total,Measles,6345,,
Dharashiv,2017,Dharashiv,Total,Polio,10019,,
Dharashiv,2017,Dharashiv,Total,Tetanus 10 years,7509,,
Dharashiv,2017,Dharashiv,Total,Tetanus 16 years,8293,,
Dharashiv,2017,Dharashiv,Total,Tetanus Pregnant Women,4636,,
Dharashiv,2017,Dharashiv,Urban,BCG,6382,,
Dharashiv,2017,Dharashiv,Urban,D.T,1978,,
Dharashiv,2017,Dharashiv,Urban,DPT,1851,,
Dharashiv,2017,Dharashiv,Urban,Measles,2059,,
Dharashiv,2017,Dharashiv,Urban,Polio,5700,,
Dharashiv,2017,Dharashiv,Urban,Tetanus 10 years,1832,,
Dharashiv,2017,Dharashiv,Urban,Tetanus 16 years,2575,,
Dharashiv,2017,Dharashiv,Urban,Tetanus Pregnant Women,2376,,
Nanded,2017,Dharmabad,Rural,BCG,1104,,
Nanded,2017,Dharmabad,Rural,D.T,0,,
Nanded,2017,Dharmabad,Rural,DPT,1166,,
Nanded,2017,Dharmabad,Rural,Measles,1176,,
Nanded,2017,Dharmabad,Rural,Polio,1166,,
Nanded,2017,Dharmabad,Rural,Tetanus 10 years,1135,,
Nanded,2017,Dharmabad,Rural,Tetanus 16 years,1087,,
Nanded,2017,Dharmabad,Rural,Tetanus Pregnant Women,1244,,
Nanded,2017,Dharmabad,Total,BCG,1573,,
Nanded,2017,Dharmabad,Total,D.T,598,,
Nanded,2017,Dharmabad,Total,DPT,1708,,
Nanded,2017,Dharmabad,Total,Measles,1814,,
Nanded,2017,Dharmabad,Total,Polio,1708,,
Nanded,2017,Dharmabad,Total,Tetanus 10 years,1859,,
Nanded,2017,Dharmabad,Total,Tetanus 16 years,1759,,
Nanded,2017,Dharmabad,Total,Tetanus Pregnant Women,2000,,
Nanded,2017,Dharmabad,Urban,BCG,469,,
Nanded,2017,Dharmabad,Urban,D.T,598,,
Nanded,2017,Dharmabad,Urban,DPT,542,,
Nanded,2017,Dharmabad,Urban,Measles,638,,
Nanded,2017,Dharmabad,Urban,Polio,542,,
Nanded,2017,Dharmabad,Urban,Tetanus 10 years,724,,
Nanded,2017,Dharmabad,Urban,Tetanus 16 years,672,,
Nanded,2017,Dharmabad,Urban,Tetanus Pregnant Women,756,,
Beed,2017,Dharur,Rural,BCG,1226,,
Beed,2017,Dharur,Rural,D.T,0,,
Beed,2017,Dharur,Rural,DPT,1873,,
Beed,2017,Dharur,Rural,Measles,1796,,
Beed,2017,Dharur,Rural,Polio,729,,
Beed,2017,Dharur,Rural,Tetanus 10 years,2183,,
Beed,2017,Dharur,Rural,Tetanus 16 years,2326,,
Beed,2017,Dharur,Rural,Tetanus Pregnant Women,1913,,
Beed,2017,Dharur,Total,BCG,1455,,
Beed,2017,Dharur,Total,D.T,0,,
Beed,2017,Dharur,Total,DPT,2148,,
Beed,2017,Dharur,Total,Measles,2339,,
Beed,2017,Dharur,Total,Polio,2383,,
Beed,2017,Dharur,Total,Tetanus 10 years,2183,,
Beed,2017,Dharur,Total,Tetanus 16 years,2326,,
Beed,2017,Dharur,Total,Tetanus Pregnant Women,2290,,
Beed,2017,Dharur,Urban,BCG,229,,
Beed,2017,Dharur,Urban,D.T,0,,
Beed,2017,Dharur,Urban,DPT,275,,
Beed,2017,Dharur,Urban,Measles,543,,
Beed,2017,Dharur,Urban,Polio,1654,,
Beed,2017,Dharur,Urban,Tetanus 10 years,0,,
Beed,2017,Dharur,Urban,Tetanus 16 years,0,,
Beed,2017,Dharur,Urban,Tetanus Pregnant Women,377,,
Dhule,2017,Dhule,Rural,BCG,21455,,
Dhule,2017,Dhule,Rural,D.T,9080,,
Dhule,2017,Dhule,Rural,DPT,16738,,
Dhule,2017,Dhule,Rural,Measles,17140,,
Dhule,2017,Dhule,Rural,Polio,16722,,
Dhule,2017,Dhule,Rural,Tetanus 10 years,10070,,
Dhule,2017,Dhule,Rural,Tetanus 16 years,8754,,
Dhule,2017,Dhule,Rural,Tetanus Pregnant Women,18315,,
Dhule,2017,Dhule,Total,BCG,32130,,
Dhule,2017,Dhule,Total,D.T,9080,,
Dhule,2017,Dhule,Total,DPT,19015,,
Dhule,2017,Dhule,Total,Measles,22341,,
Dhule,2017,Dhule,Total,Polio,29944,,
Dhule,2017,Dhule,Total,Tetanus 10 years,10950,,
Dhule,2017,Dhule,Total,Tetanus 16 years,9482,,
Dhule,2017,Dhule,Total,Tetanus Pregnant Women,25288,,
Dhule,2017,Dhule,Urban,BCG,10675,,
Dhule,2017,Dhule,Urban,D.T,0,,
Dhule,2017,Dhule,Urban,DPT,2277,,
Dhule,2017,Dhule,Urban,Measles,5201,,
Dhule,2017,Dhule,Urban,Polio,13222,,
Dhule,2017,Dhule,Urban,Tetanus 10 years,880,,
Dhule,2017,Dhule,Urban,Tetanus 16 years,728,,
Dhule,2017,Dhule,Urban,Tetanus Pregnant Women,6973,,
Yavatmal,2017,Digras,Rural,BCG,1350,,
Yavatmal,2017,Digras,Rural,D.T,0,,
Yavatmal,2017,Digras,Rural,DPT,0,,
Yavatmal,2017,Digras,Rural,Measles,1375,,
Yavatmal,2017,Digras,Rural,Polio,380,,
Yavatmal,2017,Digras,Rural,Tetanus 10 years,1259,,
Yavatmal,2017,Digras,Rural,Tetanus 16 years,1248,,
Yavatmal,2017,Digras,Rural,Tetanus Pregnant Women,1515,,
Yavatmal,2017,Digras,Total,BCG,2494,,
Yavatmal,2017,Digras,Total,D.T,0,,
Yavatmal,2017,Digras,Total,DPT,0,,
Yavatmal,2017,Digras,Total,Measles,2211,,
Yavatmal,2017,Digras,Total,Polio,1474,,
Yavatmal,2017,Digras,Total,Tetanus 10 years,1672,,
Yavatmal,2017,Digras,Total,Tetanus 16 years,1536,,
Yavatmal,2017,Digras,Total,Tetanus Pregnant Women,2047,,
Nashik,2017,Dindori,Rural,BCG,6134,,
Nashik,2017,Dindori,Rural,D.T,2802,,
Nashik,2017,Dindori,Rural,DPT,6221,,
Nashik,2017,Dindori,Rural,Measles,5236,,
Nashik,2017,Dindori,Rural,Polio,6179,,
Nashik,2017,Dindori,Rural,Tetanus 10 years,5562,,
Nashik,2017,Dindori,Rural,Tetanus 16 years,6572,,
Nashik,2017,Dindori,Rural,Tetanus Pregnant Women,6196,,
Nashik,2017,Dindori,Total,BCG,6134,,
Nashik,2017,Dindori,Total,D.T,2802,,
Nashik,2017,Dindori,Total,DPT,6221,,
Nashik,2017,Dindori,Total,Measles,5236,,
Nashik,2017,Dindori,Total,Polio,6179,,
Nashik,2017,Dindori,Total,Tetanus 10 years,5562,,
Nashik,2017,Dindori,Total,Tetanus 16 years,6572,,
Nashik,2017,Dindori,Total,Tetanus Pregnant Women,6196,,
Nashik,2017,Dindori,Urban,BCG,0,,
Nashik,2017,Dindori,Urban,D.T,0,,
Nashik,2017,Dindori,Urban,DPT,0,,
Nashik,2017,Dindori,Urban,Measles,0,,
Nashik,2017,Dindori,Urban,Polio,0,,
Nashik,2017,Dindori,Urban,Tetanus 10 years,0,,
Nashik,2017,Dindori,Urban,Tetanus 16 years,0,,
Nashik,2017,Dindori,Urban,Tetanus Pregnant Women,0,,
Sindhudurg,2017,Dodamarg,Rural,BCG,217,,
Sindhudurg,2017,Dodamarg,Rural,D.T,604,,
Sindhudurg,2017,Dodamarg,Rural,DPT,558,,
Sindhudurg,2017,Dodamarg,Rural,Measles,524,,
Sindhudurg,2017,Dodamarg,Rural,Polio,561,,
Sindhudurg,2017,Dodamarg,Rural,Tetanus 10 years,522,,
Sindhudurg,2017,Dodamarg,Rural,Tetanus 16 years,493,,
Sindhudurg,2017,Dodamarg,Rural,Tetanus Pregnant Women,654,,
Sindhudurg,2017,Dodamarg,Total,BCG,217,,
Sindhudurg,2017,Dodamarg,Total,D.T,604,,
Sindhudurg,2017,Dodamarg,Total,DPT,558,,
Sindhudurg,2017,Dodamarg,Total,Measles,524,,
Sindhudurg,2017,Dodamarg,Total,Polio,561,,
Sindhudurg,2017,Dodamarg,Total,Tetanus 10 years,522,,
Sindhudurg,2017,Dodamarg,Total,Tetanus 16 years,493,,
Sindhudurg,2017,Dodamarg,Total,Tetanus Pregnant Women,654,,
Sindhudurg,2017,Dodamarg,Urban,BCG,0,,
Sindhudurg,2017,Dodamarg,Urban,D.T,0,,
Sindhudurg,2017,Dodamarg,Urban,DPT,0,,
Sindhudurg,2017,Dodamarg,Urban,Measles,0,,
Sindhudurg,2017,Dodamarg,Urban,Polio,0,,
Sindhudurg,2017,Dodamarg,Urban,Tetanus 10 years,0,,
Sindhudurg,2017,Dodamarg,Urban,Tetanus 16 years,0,,
Sindhudurg,2017,Dodamarg,Urban,Tetanus Pregnant Women,0,,
Gadchiroli,2017,Etapalli,Rural,BCG,1479,,
Gadchiroli,2017,Etapalli,Rural,D.T,1450,,
Gadchiroli,2017,Etapalli,Rural,DPT,1650,,
Gadchiroli,2017,Etapalli,Rural,Measles,1471,,
Gadchiroli,2017,Etapalli,Rural,Polio,1650,,
Gadchiroli,2017,Etapalli,Rural,Tetanus 10 years,1308,,
Gadchiroli,2017,Etapalli,Rural,Tetanus 16 years,1638,,
Gadchiroli,2017,Etapalli,Rural,Tetanus Pregnant Women,1713,,
Gadchiroli,2017,Etapalli,Total,BCG,1479,,
Gadchiroli,2017,Etapalli,Total,D.T,1450,,
Gadchiroli,2017,Etapalli,Total,DPT,1650,,
Gadchiroli,2017,Etapalli,Total,Measles,1471,,
Gadchiroli,2017,Etapalli,Total,Polio,1650,,
Gadchiroli,2017,Etapalli,Total,Tetanus 10 years,1308,,
Gadchiroli,2017,Etapalli,Total,Tetanus 16 years,1638,,
Gadchiroli,2017,Etapalli,Total,Tetanus Pregnant Women,1713,,
Satara,2017,Faltan,Rural,BCG,1104,,
Satara,2017,Faltan,Rural,D.T,865,,
Satara,2017,Faltan,Rural,DPT,2434,,
Satara,2017,Faltan,Rural,Measles,3271,,
Satara,2017,Faltan,Rural,Polio,5223,,
Satara,2017,Faltan,Rural,Tetanus 10 years,4066,,
Satara,2017,Faltan,Rural,Tetanus 16 years,3905,,
Satara,2017,Faltan,Rural,Tetanus Pregnant Women,3260,,
Satara,2017,Faltan,Total,BCG,3353,,
Satara,2017,Faltan,Total,D.T,2459,,
Satara,2017,Faltan,Total,DPT,5291,,
Satara,2017,Faltan,Total,Measles,4804,,
Satara,2017,Faltan,Total,Polio,6209,,
Satara,2017,Faltan,Total,Tetanus 10 years,5193,,
Satara,2017,Faltan,Total,Tetanus 16 years,5192,,
Satara,2017,Faltan,Total,Tetanus Pregnant Women,5555,,
Gadchiroli,2017,Gadchiroli,Rural,BCG,596,,
Gadchiroli,2017,Gadchiroli,Rural,D.T,1265,,
Gadchiroli,2017,Gadchiroli,Rural,DPT,1365,,
Gadchiroli,2017,Gadchiroli,Rural,Measles,1295,,
Gadchiroli,2017,Gadchiroli,Rural,Polio,1363,,
Gadchiroli,2017,Gadchiroli,Rural,Tetanus 10 years,1464,,
Gadchiroli,2017,Gadchiroli,Rural,Tetanus 16 years,1374,,
Gadchiroli,2017,Gadchiroli,Rural,Tetanus Pregnant Women,1528,,
Gadchiroli,2017,Gadchiroli,Total,BCG,5312,,
Gadchiroli,2017,Gadchiroli,Total,D.T,2310,,
Gadchiroli,2017,Gadchiroli,Total,DPT,2574,,
Gadchiroli,2017,Gadchiroli,Total,Measles,2454,,
Gadchiroli,2017,Gadchiroli,Total,Polio,2572,,
Gadchiroli,2017,Gadchiroli,Total,Tetanus 10 years,2307,,
Gadchiroli,2017,Gadchiroli,Total,Tetanus 16 years,2146,,
Gadchiroli,2017,Gadchiroli,Total,Tetanus Pregnant Women,2134,,
Kolhapur,2017,Gadhinglaj,Rural,BCG,2961,,
Kolhapur,2017,Gadhinglaj,Rural,D.T,2958,,
Kolhapur,2017,Gadhinglaj,Rural,DPT,3069,,
Kolhapur,2017,Gadhinglaj,Rural,Measles,2925,,
Kolhapur,2017,Gadhinglaj,Rural,Polio,3075,,
Kolhapur,2017,Gadhinglaj,Rural,Tetanus 10 years,2800,,
Kolhapur,2017,Gadhinglaj,Rural,Tetanus 16 years,3167,,
Kolhapur,2017,Gadhinglaj,Rural,Tetanus Pregnant Women,2736,,
Kolhapur,2017,Gadhinglaj,Total,BCG,4641,,
Kolhapur,2017,Gadhinglaj,Total,D.T,3428,,
Kolhapur,2017,Gadhinglaj,Total,DPT,3365,,
Kolhapur,2017,Gadhinglaj,Total,Measles,3203,,
Kolhapur,2017,Gadhinglaj,Total,Polio,3371,,
Kolhapur,2017,Gadhinglaj,Total,Tetanus 10 years,3395,,
Kolhapur,2017,Gadhinglaj,Total,Tetanus 16 years,4179,,
Kolhapur,2017,Gadhinglaj,Total,Tetanus Pregnant Women,3102,,
Kolhapur,2017,Gaganbavada,Rural,BCG,304,,
Kolhapur,2017,Gaganbavada,Rural,D.T,518,,
Kolhapur,2017,Gaganbavada,Rural,DPT,561,,
Kolhapur,2017,Gaganbavada,Rural,Measles,549,,
Kolhapur,2017,Gaganbavada,Rural,Polio,549,,
Kolhapur,2017,Gaganbavada,Rural,Tetanus 10 years,735,,
Kolhapur,2017,Gaganbavada,Rural,Tetanus 16 years,672,,
Kolhapur,2017,Gaganbavada,Rural,Tetanus Pregnant Women,514,,
Kolhapur,2017,Gaganbavada,Total,BCG,304,,
Kolhapur,2017,Gaganbavada,Total,D.T,518,,
Kolhapur,2017,Gaganbavada,Total,DPT,561,,
Kolhapur,2017,Gaganbavada,Total,Measles,549,,
Kolhapur,2017,Gaganbavada,Total,Polio,549,,
Kolhapur,2017,Gaganbavada,Total,Tetanus 10 years,735,,
Kolhapur,2017,Gaganbavada,Total,Tetanus 16 years,672,,
Kolhapur,2017,Gaganbavada,Total,Tetanus Pregnant Women,514,,
Parbhani,2017,Gangakhed,Rural,BCG,3439,,
Parbhani,2017,Gangakhed,Rural,D.T,3530,,
Parbhani,2017,Gangakhed,Rural,DPT,3258,,
Parbhani,2017,Gangakhed,Rural,Measles,2986,,
Parbhani,2017,Gangakhed,Rural,Polio,3461,,
Parbhani,2017,Gangakhed,Rural,Tetanus 10 years,2865,,
Parbhani,2017,Gangakhed,Rural,Tetanus 16 years,2833,,
Parbhani,2017,Gangakhed,Rural,Tetanus Pregnant Women,2738,,
Parbhani,2017,Gangakhed,Total,BCG,5111,,
Parbhani,2017,Gangakhed,Total,D.T,4316,,
Parbhani,2017,Gangakhed,Total,DPT,4128,,
Parbhani,2017,Gangakhed,Total,Measles,3831,,
Parbhani,2017,Gangakhed,Total,Polio,4634,,
Parbhani,2017,Gangakhed,Total,Tetanus 10 years,3177,,
Parbhani,2017,Gangakhed,Total,Tetanus 16 years,3040,,
Parbhani,2017,Gangakhed,Total,Tetanus Pregnant Women,3348,,
Parbhani,2017,Gangakhed,Urban,BCG,1672,,
Parbhani,2017,Gangakhed,Urban,D.T,786,,
Parbhani,2017,Gangakhed,Urban,DPT,870,,
Parbhani,2017,Gangakhed,Urban,Measles,845,,
Parbhani,2017,Gangakhed,Urban,Polio,1173,,
Parbhani,2017,Gangakhed,Urban,Tetanus 10 years,312,,
Parbhani,2017,Gangakhed,Urban,Tetanus 16 years,207,,
Parbhani,2017,Gangakhed,Urban,Tetanus Pregnant Women,610,,
Beed,2017,Gevrai,Rural,BCG,4546,,
Beed,2017,Gevrai,Rural,D.T,0,,
Beed,2017,Gevrai,Rural,DPT,5498,,
Beed,2017,Gevrai,Rural,Measles,5000,,
Beed,2017,Gevrai,Rural,Polio,2840,,
Beed,2017,Gevrai,Rural,Tetanus 10 years,5498,,
Beed,2017,Gevrai,Rural,Tetanus 16 years,5196,,
Beed,2017,Gevrai,Rural,Tetanus Pregnant Women,5495,,
Beed,2017,Gevrai,Total,BCG,6190,,
Beed,2017,Gevrai,Total,D.T,0,,
Beed,2017,Gevrai,Total,DPT,6524,,
Beed,2017,Gevrai,Total,Measles,7453,,
Beed,2017,Gevrai,Total,Polio,8662,,
Beed,2017,Gevrai,Total,Tetanus 10 years,5697,,
Beed,2017,Gevrai,Total,Tetanus 16 years,5334,,
Beed,2017,Gevrai,Total,Tetanus Pregnant Women,8437,,
Beed,2017,Gevrai,Urban,BCG,1644,,
Beed,2017,Gevrai,Urban,D.T,0,,
Beed,2017,Gevrai,Urban,DPT,1026,,
Beed,2017,Gevrai,Urban,Measles,2453,,
Beed,2017,Gevrai,Urban,Polio,5822,,
Beed,2017,Gevrai,Urban,Tetanus 10 years,199,,
Beed,2017,Gevrai,Urban,Tetanus 16 years,138,,
Beed,2017,Gevrai,Urban,Tetanus Pregnant Women,2942,,
Jalna,2017,Ghansawangi,Rural,BCG,6259,,
Jalna,2017,Ghansawangi,Rural,D.T,9019,,
Jalna,2017,Ghansawangi,Rural,DPT,5958,,
Jalna,2017,Ghansawangi,Rural,Measles,8636,,
Jalna,2017,Ghansawangi,Rural,Polio,22547,,
Jalna,2017,Ghansawangi,Rural,Tetanus 10 years,9239,,
Jalna,2017,Ghansawangi,Rural,Tetanus 16 years,9239,,
Jalna,2017,Ghansawangi,Rural,Tetanus Pregnant Women,234,,
Jalna,2017,Ghansawangi,Total,BCG,6259,,
Jalna,2017,Ghansawangi,Total,D.T,9019,,
Jalna,2017,Ghansawangi,Total,DPT,5958,,
Jalna,2017,Ghansawangi,Total,Measles,8636,,
Jalna,2017,Ghansawangi,Total,Polio,22547,,
Jalna,2017,Ghansawangi,Total,Tetanus 10 years,9239,,
Jalna,2017,Ghansawangi,Total,Tetanus 16 years,9239,,
Jalna,2017,Ghansawangi,Total,Tetanus Pregnant Women,234,,
Jalna,2017,Ghansawangi,Urban,BCG,0,,
Jalna,2017,Ghansawangi,Urban,D.T,0,,
Jalna,2017,Ghansawangi,Urban,DPT,0,,
Jalna,2017,Ghansawangi,Urban,Measles,0,,
Jalna,2017,Ghansawangi,Urban,Polio,0,,
Jalna,2017,Ghansawangi,Urban,Tetanus 10 years,0,,
Jalna,2017,Ghansawangi,Urban,Tetanus 16 years,0,,
Jalna,2017,Ghansawangi,Urban,Tetanus Pregnant Women,0,,
Yavatmal,2017,Ghantaji,Rural,BCG,1784,,
Yavatmal,2017,Ghantaji,Rural,D.T,0,,
Yavatmal,2017,Ghantaji,Rural,DPT,0,,
Yavatmal,2017,Ghantaji,Rural,Measles,1697,,
Yavatmal,2017,Ghantaji,Rural,Polio,700,,
Yavatmal,2017,Ghantaji,Rural,Tetanus 10 years,2113,,
Yavatmal,2017,Ghantaji,Rural,Tetanus 16 years,2192,,
Yavatmal,2017,Ghantaji,Rural,Tetanus Pregnant Women,1916,,
Yavatmal,2017,Ghantaji,Total,BCG,2058,,
Yavatmal,2017,Ghantaji,Total,D.T,0,,
Yavatmal,2017,Ghantaji,Total,DPT,0,,
Yavatmal,2017,Ghantaji,Total,Measles,2062,,
Yavatmal,2017,Ghantaji,Total,Polio,974,,
Yavatmal,2017,Ghantaji,Total,Tetanus 10 years,2304,,
Yavatmal,2017,Ghantaji,Total,Tetanus 16 years,2367,,
Yavatmal,2017,Ghantaji,Total,Tetanus Pregnant Women,2014,,
Gondia,2017,Gondia,Rural,BCG,2547,,
Gondia,2017,Gondia,Rural,D.T,3427,,
Gondia,2017,Gondia,Rural,DPT,0,,
Gondia,2017,Gondia,Rural,Measles,3999,,
Gondia,2017,Gondia,Rural,Polio,4217,,
Gondia,2017,Gondia,Rural,Tetanus 10 years,5004,,
Gondia,2017,Gondia,Rural,Tetanus 16 years,5137,,
Gondia,2017,Gondia,Rural,Tetanus Pregnant Women,6655,,
Gondia,2017,Gondia,Total,BCG,10271,,
Gondia,2017,Gondia,Total,D.T,5116,,
Gondia,2017,Gondia,Total,DPT,0,,
Gondia,2017,Gondia,Total,Measles,6263,,
Gondia,2017,Gondia,Total,Polio,6681,,
Gondia,2017,Gondia,Total,Tetanus 10 years,6511,,
Gondia,2017,Gondia,Total,Tetanus 16 years,6452,,
Gondia,2017,Gondia,Total,Tetanus Pregnant Women,9017,,
Gondia,2017,Gondia,Urban,BCG,7724,,
Gondia,2017,Gondia,Urban,D.T,1689,,
Gondia,2017,Gondia,Urban,DPT,0,,
Gondia,2017,Gondia,Urban,Measles,2264,,
Gondia,2017,Gondia,Urban,Polio,2464,,
Gondia,2017,Gondia,Urban,Tetanus 10 years,1507,,
Gondia,2017,Gondia,Urban,Tetanus 16 years,1315,,
Gondia,2017,Gondia,Urban,Tetanus Pregnant Women,2362,,
Chandrapur,2017,Gondpipari,Rural,BCG,902,,
Chandrapur,2017,Gondpipari,Rural,D.T,943,,
Chandrapur,2017,Gondpipari,Rural,DPT,0,,
Chandrapur,2017,Gondpipari,Rural,Measles,905,,
Chandrapur,2017,Gondpipari,Rural,Polio,1011,,
Chandrapur,2017,Gondpipari,Rural,Tetanus 10 years,1173,,
Chandrapur,2017,Gondpipari,Rural,Tetanus 16 years,1241,,
Chandrapur,2017,Gondpipari,Rural,Tetanus Pregnant Women,1099,,
Chandrapur,2017,Gondpipari,Total,BCG,1379,,
Chandrapur,2017,Gondpipari,Total,D.T,1013,,
Chandrapur,2017,Gondpipari,Total,DPT,0,,
Chandrapur,2017,Gondpipari,Total,Measles,944,,
Chandrapur,2017,Gondpipari,Total,Polio,1491,,
Chandrapur,2017,Gondpipari,Total,Tetanus 10 years,1221,,
Chandrapur,2017,Gondpipari,Total,Tetanus 16 years,1271,,
Chandrapur,2017,Gondpipari,Total,Tetanus Pregnant Women,1099,,
Gondia,2017,Goregaon,Rural,BCG,1035,,
Gondia,2017,Goregaon,Rural,D.T,1720,,
Gondia,2017,Goregaon,Rural,DPT,0,,
Gondia,2017,Goregaon,Rural,Measles,1609,,
Gondia,2017,Goregaon,Rural,Polio,1657,,
Gondia,2017,Goregaon,Rural,Tetanus 10 years,2457,,
Gondia,2017,Goregaon,Rural,Tetanus 16 years,2689,,
Gondia,2017,Goregaon,Rural,Tetanus Pregnant Women,1894,,
Gondia,2017,Goregaon,Total,BCG,1035,,
Gondia,2017,Goregaon,Total,D.T,1720,,
Gondia,2017,Goregaon,Total,DPT,0,,
Gondia,2017,Goregaon,Total,Measles,1609,,
Gondia,2017,Goregaon,Total,Polio,1657,,
Gondia,2017,Goregaon,Total,Tetanus 10 years,2457,,
Gondia,2017,Goregaon,Total,Tetanus 16 years,2689,,
Gondia,2017,Goregaon,Total,Tetanus Pregnant Women,1894,,
Gondia,2017,Goregaon,Urban,BCG,0,,
Gondia,2017,Goregaon,Urban,D.T,0,,
Gondia,2017,Goregaon,Urban,DPT,0,,
Gondia,2017,Goregaon,Urban,Measles,0,,
Gondia,2017,Goregaon,Urban,Polio,0,,
Gondia,2017,Goregaon,Urban,Tetanus 10 years,0,,
Gondia,2017,Goregaon,Urban,Tetanus 16 years,0,,
Gondia,2017,Goregaon,Urban,Tetanus Pregnant Women,0,,
Ratnagiri,2017,Guhagar,Rural,BCG,2135,,
Ratnagiri,2017,Guhagar,Rural,D.T,1766,,
Ratnagiri,2017,Guhagar,Rural,DPT,2317,,
Ratnagiri,2017,Guhagar,Rural,Measles,2245,,
Ratnagiri,2017,Guhagar,Rural,Polio,2317,,
Ratnagiri,2017,Guhagar,Rural,Tetanus 10 years,2140,,
Ratnagiri,2017,Guhagar,Rural,Tetanus 16 years,3204,,
Ratnagiri,2017,Guhagar,Rural,Tetanus Pregnant Women,2068,,
