District,Year,Taluka,Type,Male,Female,Children
Ahilyanagar,2017,Shevgaon,Inpatient,2979400,3822200,1857900
Ahilyanagar,2017,Pathardi,Inpatient,2780900,3835700,1981800
Ahilyanagar,2017,Nagar,Inpatient,12583900,13415800,1603000
Ahilyanagar,2017,Rahuri,Inpatient,2126200,2651100,1322800
Ahilyanagar,2017,Parner,Inpatient,1008000,1010400,495600
Ahilyanagar,2017,Srigonda,Inpatient,1822500,2445700,262600
Ahilyanagar,2017,Karjat,Inpatient,499500,3479700,301200
Ahilyanagar,2017,Jamkhed,Inpatient,2547100,2258500,1104100
Ahilyanagar,2018,Akole,Inpatient,304800,523400,97500
Ahilyanagar,2018,Sangamner,Inpatient,125500,289700,81400
Ahilyanagar,2018,Kopargaon,Inpatient,183900,171500,100200
Ahilyanagar,2018,Rahata,Inpatient,283800,389900,82900
Ahilyanagar,2018,Srirampur,Inpatient,96300,160100,108100
Ahilyanagar,2018,Nevasa,Inpatient,190900,346200,106000
Ahilyanagar,2018,Shevgaon,Inpatient,185600,159000,81500
Ahilyanagar,2018,Pathardi,Inpatient,136600,280400,80400
Ahilyanagar,2018,Nagar,Inpatient,1769200,2401700,1320400
Ahilyanagar,2018,Rahuri,Inpatient,129200,169400,53900
Ahilyanagar,2018,Parner,Inpatient,203700,332300,62400
Ahilyanagar,2018,Srigonda,Inpatient,224000,302400,19200
Ahilyanagar,2018,Karjat,Inpatient,1979900,1718500,457400
Ahilyanagar,2018,Jamkhed,Inpatient,109800,108300,53100
Ahilyanagar,2019,Akole,Inpatient,200600,358300,99200
Ahilyanagar,2019,Sangamner,Inpatient,250900,315000,92300
Ahilyanagar,2019,Kopargaon,Inpatient,4875900,4899000,91500
Ahilyanagar,2019,Rahata,Inpatient,207600,341400,149200
Ahilyanagar,2019,Srirampur,Inpatient,119500,257700,77300
Ahilyanagar,2019,Nevasa,Inpatient,138300,393300,96000
Ahilyanagar,2019,Shevgaon,Inpatient,114700,130100,89300
Ahilyanagar,2019,Pathardi,Inpatient,271200,397800,122300
Ahilyanagar,2019,Nagar,Inpatient,7440300,7253300,3503400
Ahilyanagar,2019,Rahuri,Inpatient,64200,87300,75500
Ahilyanagar,2019,Parner,Inpatient,118100,374400,2811600
Ahilyanagar,2019,Srigonda,Inpatient,210900,259700,110500
Ahilyanagar,2019,Karjat,Inpatient,327000,306000,516500
Ahilyanagar,2019,Jamkhed,Inpatient,102500,113200,48200
Ahilyanagar,2020,Akole,Inpatient,222000,397600,440400
Ahilyanagar,2020,Sangamner,Inpatient,41700,254100,49000
Ahilyanagar,2020,Kopargaon,Inpatient,187700,263900,64300
Ahilyanagar,2020,Rahata,Inpatient,1083800,1210900,96700
Ahilyanagar,2020,Srirampur,Inpatient,31900,152300,24300
Ahilyanagar,2020,Nevasa,Inpatient,102500,206300,30800
Ahilyanagar,2020,Shevgaon,Inpatient,25100,139000,125600
Ahilyanagar,2020,Pathardi,Inpatient,171000,215500,64900
Ahilyanagar,2020,Nagar,Inpatient,3766600,4408200,25200
Ahilyanagar,2020,Rahuri,Inpatient,96200,126700,43300
Ahilyanagar,2020,Parner,Inpatient,104700,257500,18300
Ahilyanagar,2020,Srigonda,Inpatient,61800,120600,11800
Ahilyanagar,2020,Karjat,Inpatient,134200,174500,26900
Ahilyanagar,2020,Jamkhed,Inpatient,146600,140900,43600
Ahilyanagar,2021,Akole,Inpatient,648700,1022500,132700
Ahilyanagar,2021,Sangamner,Inpatient,106000,421100,121300
Ahilyanagar,2021,Kopargaon,Inpatient,103200,99400,36200
Ahilyanagar,2021,Rahata,Inpatient,292700,295100,141100
Ahilyanagar,2021,Srirampur,Inpatient,86700,124800,8800
Ahilyanagar,2021,Nevasa,Inpatient,185800,292200,66700
Ahilyanagar,2021,Shevgaon,Inpatient,48800,135600,14800
Ahilyanagar,2021,Pathardi,Inpatient,143700,181100,189700
Ahilyanagar,2021,Nagar,Inpatient,1387500,2129400,588100
Ahilyanagar,2021,Rahuri,Inpatient,162500,178200,89700
Ahilyanagar,2021,Parner,Inpatient,61700,173600,12100
Ahilyanagar,2021,Srigonda,Inpatient,93800,133000,11300
Ahilyanagar,2021,Karjat,Inpatient,179800,350300,33200
Ahilyanagar,2021,Jamkhed,Inpatient,40800,96500,20300
Akola,2019,Telhara,Inpatient,35600,6800,5500
Akola,2019,Akot,Inpatient,34900,55400,15200
Akola,2019,Balapur,Inpatient,25300,60200,10400
Akola,2019,Akola,Inpatient,30700,98000,60300
Akola,2019,Murtijapur,Inpatient,15900,11500,39900
Akola,2019,Patur,Inpatient,26100,29800,6900
Akola,2019,Barshitakali,Inpatient,28300,14000,20700
Akola,2020,Telhara,Inpatient,36400,12300,9500
Akola,2020,Akot,Inpatient,49000,63400,20400
Akola,2020,Balapur,Inpatient,29200,70500,16900
Akola,2020,Akola,Inpatient,78900,113500,73800
Akola,2020,Murtijapur,Inpatient,31900,23400,41700
Akola,2020,Patur,Inpatient,35900,31900,10300
Akola,2020,Barshitakali,Inpatient,35400,19700,33200
Akola,2021,Telhara,Inpatient,296200,312200,81500
Akola,2021,Akot,Inpatient,180700,330500,117600
Akola,2021,Balapur,Inpatient,123400,371700,28600
Akola,2021,Akola,Inpatient,116700,3628100,478000
Akola,2021,Murtijapur,Inpatient,1158100,729700,118800
Akola,2021,Patur,Inpatient,146600,227800,40700
Akola,2021,Barshitakali,Inpatient,13900,79600,33100
Amravati,2012,Dharani,Inpatient,3600,6300,3700
Amravati,2012,Chikhraldara,Inpatient,1400,2000,1600
Amravati,2012,Anjangaon Su,Inpatient,2400,3100,1000
Amravati,2012,Achalpur,Inpatient,4500,7300,3300
Amravati,2012,Chandurbazar,Inpatient,2200,2600,1400
Amravati,2012,Morshi,Inpatient,3700,5500,3300
Amravati,2012,Warud,Inpatient,2900,5300,1800
Amravati,2012,Tivas,Inpatient,1800,2300,600
Amravati,2012,Amravati,Inpatient,25300,43200,12100
Amravati,2012,Bhatkuli,Inpatient,1700,2000,700
Amravati,2012,Daryapur,Inpatient,2300,3900,2300
Amravati,2012,Nandgaon Kh,Inpatient,2600,2300,1700
Amravati,2012,Chandur Railway,Inpatient,2000,2000,500
Amravati,2012,Dhamangaon Re,Inpatient,2400,3200,1700
Amravati,2013,Dharani,Inpatient,4900,7100,5700
Amravati,2013,Chikhraldara,Inpatient,3500,5400,4100
Amravati,2013,Anjangaon Su,Inpatient,2500,3400,1600
Amravati,2013,Achalpur,Inpatient,5300,9400,5100
Amravati,2013,Chandurbazar,Inpatient,1500,2800,1800
Amravati,2013,Morshi,Inpatient,2900,4900,2200
Amravati,2013,Warud,Inpatient,2800,5400,1400
Amravati,2013,Tivas,Inpatient,1600,2200,700
Amravati,2013,Amravati,Inpatient,5700,59000,3900
Amravati,2013,Bhatkuli,Inpatient,600,1000,300
Amravati,2013,Daryapur,Inpatient,2900,6000,3000
Amravati,2013,Nandgaon Kh,Inpatient,1600,2400,1100
Amravati,2013,Chandur Railway,Inpatient,1000,1600,600
Amravati,2013,Dhamangaon Re,Inpatient,1400,2100,50000
Amravati,2014,Dharani,Inpatient,3400,7400,4800
Amravati,2014,Chikhraldara,Inpatient,3800,4900,5400
Amravati,2014,Anjangaon Su,Inpatient,500,1300,300
Amravati,2014,Achalpur,Inpatient,5100,7900,4600
Amravati,2014,Chandurbazar,Inpatient,1100,1600,300
Amravati,2014,Morshi,Inpatient,2400,4400,1900
Amravati,2014,Warud,Inpatient,900,1400,600
Amravati,2014,Tivas,Inpatient,100,600,100
Amravati,2014,Amravati,Inpatient,192800,41700,28900
Amravati,2014,Bhatkuli,Inpatient,400,700,100
Amravati,2014,Daryapur,Inpatient,2000,3200,2900
Amravati,2014,Nandgaon Kh,Inpatient,1200,1900,700
Amravati,2014,Chandur Railway,Inpatient,300,500,100
Amravati,2014,Dhamangaon Re,Inpatient,600,1100,900
Amravati,2015,Dharani,Inpatient,4400,10200,7400
Amravati,2015,Chikhraldara,Inpatient,4200,6700,5400
Amravati,2015,Anjangaon Su,Inpatient,3500,6000,2400
Amravati,2015,Achalpur,Inpatient,8000,13600,9500
Amravati,2015,Chandurbazar,Inpatient,3600,4500,1700
Amravati,2015,Morshi,Inpatient,4600,7600,3200
Amravati,2015,Warud,Inpatient,4300,10000,2500
Amravati,2015,Tivas,Inpatient,2700,4300,900
Amravati,2015,Amravati,Inpatient,114600,156200,37800
Amravati,2015,Bhatkuli,Inpatient,600,900,100
Amravati,2015,Daryapur,Inpatient,3400,5800,3900
Amravati,2015,Nandgaon Kh,Inpatient,3200,5000,1400
Amravati,2015,Chandur Railway,Inpatient,2100,3100,1100
Amravati,2015,Dhamangaon Re,Inpatient,1900,3400,1400
Amravati,2016,Dharani,Inpatient,5800,7800,8800
Amravati,2016,Chikhraldara,Inpatient,5500,6700,5200
Amravati,2016,Anjangaon Su,Inpatient,4200,4600,2600
Amravati,2016,Achalpur,Inpatient,8300,11200,9300
Amravati,2016,Chandurbazar,Inpatient,3500,4200,1800
Amravati,2016,Morshi,Inpatient,6400,7100,3400
Amravati,2016,Warud,Inpatient,5500,8000,1600
Amravati,2016,Tivas,Inpatient,3300,3700,1100
Amravati,2016,Amravati,Inpatient,101400,139500,25600
Amravati,2016,Bhatkuli,Inpatient,500,900,300
Amravati,2016,Daryapur,Inpatient,4300,4900,2900
Amravati,2016,Nandgaon Kh,Inpatient,2000,2700,600
Amravati,2016,Chandur Railway,Inpatient,2800,2800,1100
Amravati,2016,Dhamangaon Re,Inpatient,2400,3100,1600
Amravati,2017,Dharani,Inpatient,8100,8900,7000
Amravati,2017,Chikhraldara,Inpatient,7400,7400,5200
Amravati,2017,Anjangaon Su,Inpatient,37600,36200,28400
Amravati,2017,Achalpur,Inpatient,7500,9300,6400
Amravati,2017,Chandurbazar,Inpatient,5100,4300,1700
Amravati,2017,Morshi,Inpatient,4900,5100,2000
Amravati,2017,Warud,Inpatient,4700,5600,2700
Amravati,2017,Tivas,Inpatient,3000,2700,1700
Amravati,2017,Amravati,Inpatient,336300,250100,48900
Amravati,2017,Bhatkuli,Inpatient,900,600,400
Amravati,2017,Daryapur,Inpatient,1800,3100,1300
Amravati,2017,Nandgaon Kh,Inpatient,1500,1300,600
Amravati,2017,Chandur Railway,Inpatient,2100,2000,1100
Amravati,2017,Dhamangaon Re,Inpatient,2000,2300,1700
Amravati,2018,Dharani,Inpatient,3100,4700,4200
Amravati,2018,Chikhraldara,Inpatient,5600,5500,2500
Amravati,2018,Anjangaon Su,Inpatient,2000,3000,900
Amravati,2018,Achalpur,Inpatient,3100,6000,6300
Amravati,2018,Chandurbazar,Inpatient,2000,2300,1100
Amravati,2018,Morshi,Inpatient,2600,3800,1800
Amravati,2018,Warud,Inpatient,2800,4500,1300
Amravati,2018,Tivas,Inpatient,1600,2100,700
Amravati,2018,Amravati,Inpatient,116400,140300,33000
Amravati,2018,Bhatkuli,Inpatient,1200,1500,400
Amravati,2018,Daryapur,Inpatient,3200,3700,1800
Amravati,2018,Nandgaon Kh,Inpatient,1200,2000,600
Amravati,2018,Chandur Railway,Inpatient,900,1500,600
Amravati,2018,Dhamangaon Re,Inpatient,2700,3400,1400
Amravati,2019,Dharani,Inpatient,5152,4947,1562
Amravati,2019,Chikhraldara,Inpatient,4170,4257,3403
Amravati,2019,Anjangaon Su,Inpatient,2323,2654,910
Amravati,2019,Achalpur,Inpatient,13303,11263,5750
Amravati,2019,Chandurbazar,Inpatient,3220,3011,753
Amravati,2019,Morshi,Inpatient,4424,4443,1135
Amravati,2019,Warud,Inpatient,4385,4045,1051
Amravati,2019,Tivas,Inpatient,2064,1777,536
Amravati,2019,Amravati,Inpatient,135515,162431,42620
Amravati,2019,Bhatkuli,Inpatient,1848,1613,620
Amravati,2019,Daryapur,Inpatient,3264,3051,887
Amravati,2019,Nandgaon Kh,Inpatient,2033,2599,626
Amravati,2019,Chandur Railway,Inpatient,1447,1334,394
Amravati,2019,Dhamangaon Re,Inpatient,4990,4637,1171
Amravati,2020,Dharani,Inpatient,2499,5204,2657
Amravati,2020,Chikhraldara,Inpatient,1027,1999,1285
Amravati,2020,Anjangaon Su,Inpatient,690,1521,763
Amravati,2020,Achalpur,Inpatient,3765,7026,8247
Amravati,2020,Chandurbazar,Inpatient,1819,1799,1134
Amravati,2020,Morshi,Inpatient,1341,2716,1093
Amravati,2020,Warud,Inpatient,1115,3406,561
Amravati,2020,Tivas,Inpatient,696,1055,236
Amravati,2020,Amravati,Inpatient,107793,111412,19805
Amravati,2020,Bhatkuli,Inpatient,724,894,279
Amravati,2020,Daryapur,Inpatient,2038,2395,926
Amravati,2020,Nandgaon Kh,Inpatient,637,1577,347
Amravati,2020,Chandur Railway,Inpatient,583,818,288
Amravati,2020,Dhamangaon Re,Inpatient,1974,1724,557
Amravati,2021,Dharani,Inpatient,3291,6280,3860
Amravati,2021,Chikhraldara,Inpatient,2566,4572,2325
Amravati,2021,Anjangaon Su,Inpatient,1874,3913,1186
Amravati,2021,Achalpur,Inpatient,5496,11181,6762
Amravati,2021,Chandurbazar,Inpatient,5370,5129,2520
Amravati,2021,Morshi,Inpatient,3275,5467,2904
Amravati,2021,Warud,Inpatient,1644,4820,519
Amravati,2021,Tivas,Inpatient,1981,3230,1617
Amravati,2021,Amravati,Inpatient,48987,56997,15148
Amravati,2021,Bhatkuli,Inpatient,1744,2330,707
Amravati,2021,Daryapur,Inpatient,2047,5448,2103
Amravati,2021,Nandgaon Kh,Inpatient,1078,2190,455
Amravati,2021,Chandur Railway,Inpatient,1443,2086,590
Amravati,2021,Dhamangaon Re,Inpatient,3711,3504,1323
Beed,2013,Ashti,Inpatient,3500,4000,6400
Beed,2013,Patoda,Inpatient,3900,7300,7600
Beed,2013,Shirur Kasar,Inpatient,2000,2800,3800
Beed,2013,Gevrai,Inpatient,5200,6000,8900
Beed,2013,Majalgaon,Inpatient,5300,7000,9600
Beed,2013,Wadwani,Inpatient,2700,3900,5400
Beed,2013,Beed,Inpatient,113700,81000,109700
Beed,2013,Cage,Inpatient,4100,7100,7700
Beed,2013,Dharur,Inpatient,1500,2400,2600
Beed,2013,Parli,Inpatient,3500,9000,8400
Beed,2013,Ambajogai,Inpatient,4100,4700,7800
Beed,2014,Ashti,Inpatient,67900,58900,41500
Beed,2014,Patoda,Inpatient,4900,5900,8700
Beed,2014,Shirur Kasar,Inpatient,3400,3900,4800
Beed,2014,Gevrai,Inpatient,6900,7600,10500
Beed,2014,Majalgaon,Inpatient,7700,6900,10200
Beed,2014,Wadwani,Inpatient,3300,3700,5600
Beed,2014,Beed,Inpatient,104400,90200,111600
Beed,2014,Cage,Inpatient,6000,7500,9200
Beed,2014,Dharur,Inpatient,1800,1600,2900
Beed,2014,Parli,Inpatient,5700,8200,10100
Beed,2014,Ambajogai,Inpatient,3800,4200,7400
Beed,2015,Ashti,Inpatient,77700,60500,37700
Beed,2015,Patoda,Inpatient,3900,4300,2400
Beed,2015,Shirur Kasar,Inpatient,4600,5100,2400
Beed,2015,Gevrai,Inpatient,7800,10800,7100
Beed,2015,Majalgaon,Inpatient,6100,6000,3000
Beed,2015,Wadwani,Inpatient,2500,2800,800
Beed,2015,Beed,Inpatient,96600,80000,53500
Beed,2015,Cage,Inpatient,6800,11400,4200
Beed,2015,Dharur,Inpatient,900,1600,600
Beed,2015,Parli,Inpatient,6900,36200,3700
Beed,2015,Ambajogai,Inpatient,3000,3800,1500
Beed,2016,Ashti,Inpatient,41600,48800,14700
Beed,2016,Patoda,Inpatient,43000,66400,6400
Beed,2016,Shirur Kasar,Inpatient,45700,77100,12100
Beed,2016,Gevrai,Inpatient,136500,234200,78100
Beed,2016,Majalgaon,Inpatient,77900,166700,74900
Beed,2016,Wadwani,Inpatient,56700,83100,7800
Beed,2016,Beed,Inpatient,121600,197100,145800
Beed,2016,Cage,Inpatient,74200,143900,16500
Beed,2016,Dharur,Inpatient,17700,49600,9000
Beed,2016,Parli,Inpatient,64000,72800,61500
Beed,2016,Ambajogai,Inpatient,102500,176700,30700
Beed,2017,Ashti,Inpatient,72000,104600,20500
Beed,2017,Patoda,Inpatient,90100,181000,27200
Beed,2017,Shirur Kasar,Inpatient,373000,204100,34100
Beed,2017,Gevrai,Inpatient,105500,496200,207800
Beed,2017,Majalgaon,Inpatient,93100,361500,53600
Beed,2017,Wadwani,Inpatient,30200,77900,21000
Beed,2017,Beed,Inpatient,1728100,3016100,1794400
Beed,2017,Cage,Inpatient,212400,776300,205800
Beed,2017,Dharur,Inpatient,42400,69500,3200
Beed,2017,Parli,Inpatient,254100,631900,119900
Beed,2017,Ambajogai,Inpatient,47800,77800,9200
Beed,2018,Ashti,Inpatient,1700,2400,1800
Beed,2018,Patoda,Inpatient,1100,2900,1900
Beed,2018,Shirur Kasar,Inpatient,1200,2900,1700
Beed,2018,Gevrai,Inpatient,2600,7800,6300
Beed,2018,Majalgaon,Inpatient,2000,8800,5300
Beed,2018,Wadwani,Inpatient,1400,2100,2300
Beed,2018,Beed,Inpatient,19400,34800,19600
Beed,2018,Cage,Inpatient,3700,10100,6200
Beed,2018,Dharur,Inpatient,600,2700,2200
Beed,2018,Parli,Inpatient,2700,8500,5300
Beed,2018,Ambajogai,Inpatient,1800,4300,5200
Beed,2019,Ashti,Inpatient,2900,5200,900
Beed,2019,Patoda,Inpatient,3500,5900,700
Beed,2019,Shirur Kasar,Inpatient,3200,4600,400
Beed,2019,Gevrai,Inpatient,6800,12100,3300
Beed,2019,Majalgaon,Inpatient,6800,12400,2500
Beed,2019,Wadwani,Inpatient,1600,2900,900
Beed,2019,Beed,Inpatient,42600,66900,32000
Beed,2019,Cage,Inpatient,7900,11000,3600
Beed,2019,Dharur,Inpatient,1200,2900,600
Beed,2019,Parli,Inpatient,10600,11100,4100
Beed,2019,Ambajogai,Inpatient,15400,8500,2500
Beed,2020,Ashti,Inpatient,2800,2300,1000
Beed,2020,Patoda,Inpatient,2900,3600,700
Beed,2020,Shirur Kasar,Inpatient,1500,2200,200
Beed,2020,Gevrai,Inpatient,6900,8900,3800
Beed,2020,Majalgaon,Inpatient,3000,4600,1500
Beed,2020,Wadwani,Inpatient,800,1200,500
Beed,2020,Beed,Inpatient,27100,34900,20900
Beed,2020,Cage,Inpatient,7000,7800,2600
Beed,2020,Dharur,Inpatient,700,1500,400
Beed,2020,Parli,Inpatient,4200,5300,3300
Beed,2020,Ambajogai,Inpatient,6400,8400,1500
Beed,2021,Ashti,Inpatient,3000,1500,600
Beed,2021,Patoda,Inpatient,2200,2200,200
Beed,2021,Shirur Kasar,Inpatient,3000,1900,200
Beed,2021,Gevrai,Inpatient,7000,4000,1900
Beed,2021,Majalgaon,Inpatient,4700,4300,900
Beed,2021,Wadwani,Inpatient,1100,1100,200
Beed,2021,Beed,Inpatient,53000,12000,11700
Beed,2021,Cage,Inpatient,7800,5500,2100
Beed,2021,Dharur,Inpatient,1000,900,200
Beed,2021,Parli,Inpatient,7000,4000,2000
Beed,2021,Ambajogai,Inpatient,2900,3100,900
Bhandara,2012,Tumsar,Inpatient,4800,7500,4200
Bhandara,2012,Mohadi,Inpatient,1100,2900,700
Bhandara,2012,Bhandara,Inpatient,8700,16300,11500
Bhandara,2012,Sakoli,Inpatient,2000,3200,1600
Bhandara,2012,Lakhani,Inpatient,800,1900,700
Bhandara,2012,Pavani,Inpatient,1300,2800,1100
Bhandara,2012,Lakhandur,Inpatient,1100,2300,1400
Bhandara,2013,Tumsar,Inpatient,3300,5000,2200
Bhandara,2013,Mohadi,Inpatient,500,2100,200
Bhandara,2013,Bhandara,Inpatient,2700,14800,6600
Bhandara,2013,Sakoli,Inpatient,300,1100,100
Bhandara,2013,Lakhani,Inpatient,600,1100,100
Bhandara,2013,Pavani,Inpatient,1200,2200,1000
Bhandara,2013,Lakhandur,Inpatient,500,1100,500
Bhandara,2014,Tumsar,Inpatient,4400,7900,3100
Bhandara,2014,Mohadi,Inpatient,800,2500,300
Bhandara,2014,Bhandara,Inpatient,6500,15500,6100
Bhandara,2014,Sakoli,Inpatient,600,2000,300
Bhandara,2014,Lakhani,Inpatient,1100,2500,500
Bhandara,2014,Pavani,Inpatient,1900,5300,2000
Bhandara,2014,Lakhandur,Inpatient,1200,2100,600
Bhandara,2015,Tumsar,Inpatient,6200,8700,3800
Bhandara,2015,Mohadi,Inpatient,1400,2200,1000
Bhandara,2015,Bhandara,Inpatient,10000,19400,10900
Bhandara,2015,Sakoli,Inpatient,1300,2600,1300
Bhandara,2015,Lakhani,Inpatient,1000,1400,600
Bhandara,2015,Pavani,Inpatient,1900,3400,1500
Bhandara,2015,Lakhandur,Inpatient,1100,2200,1100
Bhandara,2016,Tumsar,Inpatient,86300,106200,41100
Bhandara,2016,Mohadi,Inpatient,22500,29000,2500
Bhandara,2016,Bhandara,Inpatient,72800,83500,26500
Bhandara,2016,Sakoli,Inpatient,25900,34100,16000
Bhandara,2016,Lakhani,Inpatient,34200,54300,3500
Bhandara,2016,Pavani,Inpatient,38700,49000,10700
Bhandara,2016,Lakhandur,Inpatient,19600,25000,8200
Bhandara,2017,Tumsar,Inpatient,7300,11100,3200
Bhandara,2017,Mohadi,Inpatient,5000,8900,4000
Bhandara,2017,Bhandara,Inpatient,12400,20700,12400
Bhandara,2017,Sakoli,Inpatient,1600,4500,1600
Bhandara,2017,Lakhani,Inpatient,2700,3300,1500
Bhandara,2017,Pavani,Inpatient,2700,8000,1800
Bhandara,2017,Lakhandur,Inpatient,1400,3400,1300
Bhandara,2018,Tumsar,Inpatient,6600,11700,3400
Bhandara,2018,Mohadi,Inpatient,1900,4100,1000
Bhandara,2018,Bhandara,Inpatient,12200,20100,11300
Bhandara,2018,Sakoli,Inpatient,1900,5600,2100
Bhandara,2018,Lakhani,Inpatient,1300,2500,900
Bhandara,2018,Pavani,Inpatient,2200,6700,1700
Bhandara,2018,Lakhandur,Inpatient,1700,3800,1000
Bhandara,2019,Tumsar,Inpatient,8400,14100,3300
Bhandara,2019,Mohadi,Inpatient,1400,3900,1400
Bhandara,2019,Bhandara,Inpatient,12500,20600,10800
Bhandara,2019,Sakoli,Inpatient,1700,5400,1100
Bhandara,2019,Lakhani,Inpatient,1400,2500,1000
Bhandara,2019,Pavani,Inpatient,2100,7000,2100
Bhandara,2019,Lakhandur,Inpatient,1700,4100,1200
Bhandara,2020,Tumsar,Inpatient,,,
Bhandara,2020,Mohadi,Inpatient,,,
Bhandara,2020,Bhandara,Inpatient,,,
Bhandara,2020,Sakoli,Inpatient,,,
Bhandara,2020,Lakhani,Inpatient,,,
Bhandara,2020,Pavani,Inpatient,,,
Bhandara,2020,Lakhandur,Inpatient,,,
Bhandara,2021,Tumsar,Inpatient,5400,10700,3400
Bhandara,2021,Mohadi,Inpatient,600,2800,500
Bhandara,2021,Bhandara,Inpatient,9100,16400,9400
Bhandara,2021,Sakoli,Inpatient,1300,4500,1000
Bhandara,2021,Lakhani,Inpatient,1300,1900,600
Bhandara,2021,Pavani,Inpatient,2000,4900,1300
Bhandara,2021,Lakhandur,Inpatient,800,2900,800
Buldhana,2013,Jalgaon Jamod,Inpatient,2300,4300,900
Buldhana,2013,Sangrampur,Inpatient,700,2300,600
Buldhana,2013,Shegaon,Inpatient,7100,10000,2400
Buldhana,2013,Nandura,Inpatient,400,3300,300
Buldhana,2013,Malkapur,Inpatient,2500,4300,1000
Buldhana,2013,Motala,Inpatient,2400,3500,1400
Buldhana,2013,Khamgaon,Inpatient,9800,14800,4000
Buldhana,2013,Mehkar,Inpatient,1900,6000,1500
Buldhana,2013,Chikhali,Inpatient,10300,5400,2000
Buldhana,2013,Buldhana,Inpatient,10300,14200,4200
Buldhana,2013,Deulgaon Raja,Inpatient,1200,3000,400
Buldhana,2013,Sindkhed Raja,Inpatient,1200,3900,500
Buldhana,2013,Lonar,Inpatient,1600,3200,50100
Buldhana,2014,Jalgaon Jamod,Inpatient,19400,23300,7400
Buldhana,2014,Sangrampur,Inpatient,0,0,600
Buldhana,2014,Shegaon,Inpatient,40400,48700,14700
Buldhana,2014,Nandura,Inpatient,0,0,300
Buldhana,2014,Malkapur,Inpatient,32000,38600,11700
Buldhana,2014,Motala,Inpatient,13100,15800,5900
Buldhana,2014,Khamgaon,Inpatient,48700,58700,18700
Buldhana,2014,Mehkar,Inpatient,20100,24300,8200
Buldhana,2014,Chikhali,Inpatient,23900,28800,9800
Buldhana,2014,Buldhana,Inpatient,75400,90900,28400
Buldhana,2014,Deulgaon Raja,Inpatient,19700,23800,7200
Buldhana,2014,Sindkhed Raja,Inpatient,14500,17500,5300
Buldhana,2014,Lonar,Inpatient,11400,13800,4300
Buldhana,2015,Jalgaon Jamod,Inpatient,241300,294100,99400
Buldhana,2015,Sangrampur,Inpatient,162400,303000,47000
Buldhana,2015,Shegaon,Inpatient,767300,941100,266600
Buldhana,2015,Nandura,Inpatient,214400,253600,175300
Buldhana,2015,Malkapur,Inpatient,185500,260700,63700
Buldhana,2015,Motala,Inpatient,149600,230600,86700
Buldhana,2015,Khamgaon,Inpatient,1152100,1506900,460800
Buldhana,2015,Mehkar,Inpatient,194600,322800,85600
Buldhana,2015,Chikhali,Inpatient,275200,406100,141300
Buldhana,2015,Buldhana,Inpatient,1338700,1726200,543400
Buldhana,2015,Deulgaon Raja,Inpatient,253600,321800,94900
Buldhana,2015,Sindkhed Raja,Inpatient,262900,412900,91500
Buldhana,2015,Lonar,Inpatient,259900,327100,123600
Buldhana,2016,Jalgaon Jamod,Inpatient,522500,654600,41800
Buldhana,2016,Sangrampur,Inpatient,212200,353100,33100
Buldhana,2016,Shegaon,Inpatient,755400,913700,52800
Buldhana,2016,Nandura,Inpatient,203800,230400,27500
Buldhana,2016,Malkapur,Inpatient,229700,339200,16900
Buldhana,2016,Motala,Inpatient,114000,164700,45600
Buldhana,2016,Khamgaon,Inpatient,1946100,2452700,141400
Buldhana,2016,Mehkar,Inpatient,183400,240200,35200
Buldhana,2016,Chikhali,Inpatient,328600,482900,44200
Buldhana,2016,Buldhana,Inpatient,1492900,1940400,142400
Buldhana,2016,Deulgaon Raja,Inpatient,275500,340800,21400
Buldhana,2016,Sindkhed Raja,Inpatient,257800,444400,91100
Buldhana,2016,Lonar,Inpatient,541700,676100,238100
Buldhana,2017,Jalgaon Jamod,Inpatient,3687,5190,394
Buldhana,2017,Sangrampur,Inpatient,22856,29947,20
Buldhana,2017,Shegaon,Inpatient,26806,25044,1393
Buldhana,2017,Nandura,Inpatient,2204,3634,1237
Buldhana,2017,Malkapur,Inpatient,2397,3474,319
Buldhana,2017,Motala,Inpatient,1514,2318,412
Buldhana,2017,Khamgaon,Inpatient,47215,64090,44063
Buldhana,2017,Mehkar,Inpatient,77056,69656,178
Buldhana,2017,Chikhali,Inpatient,3719,5480,927
Buldhana,2017,Buldhana,Inpatient,13632,18001,2196
Buldhana,2017,Deulgaon Raja,Inpatient,2152,2722,317
Buldhana,2017,Sindkhed Raja,Inpatient,11309,14330,3248
Buldhana,2017,Lonar,Inpatient,1286,2115,268
Buldhana,2018,Jalgaon Jamod,Inpatient,1111,1344,1138
Buldhana,2018,Sangrampur,Inpatient,566,801,501
Buldhana,2018,Shegaon,Inpatient,1663,2158,284
Buldhana,2018,Nandura,Inpatient,15791,4819,19206
Buldhana,2018,Malkapur,Inpatient,656,915,80
Buldhana,2018,Motala,Inpatient,19517,20420,7551
Buldhana,2018,Khamgaon,Inpatient,4004,5047,675
Buldhana,2018,Mehkar,Inpatient,1293,1165,643
Buldhana,2018,Chikhali,Inpatient,1836,3145,2340
Buldhana,2018,Buldhana,Inpatient,2214,3899,632
Buldhana,2018,Deulgaon Raja,Inpatient,316,443,103
Buldhana,2018,Sindkhed Raja,Inpatient,1164,1553,276
Buldhana,2018,Lonar,Inpatient,813,375,584
