District,Year,Taluka,Type,Male,Female,Children
Nashik,2018,Surgana,Outpatient,5723000,11262400,7142800
Nashik,2018,Kalwan,Outpatient,5669700,14839100,5645000
Nashik,2018,Devala,Outpatient,2906300,9193100,1838300
Nashik,2018,Baglan,Outpatient,8168300,15116200,6510200
Nashik,2018,Malegaon,Outpatient,9450200,19311000,6607400
Nashik,2018,Nandgaon,Outpatient,3682100,9945800,5022400
Nashik,2018,Chandwad,Outpatient,4050200,10135700,3024500
Nashik,2018,Dindori,Outpatient,6777600,20003500,5804700
Nashik,2018,Peth,Outpatient,6695400,8295300,2277400
Nashik,2018,Trimbak,Outpatient,6226300,13182800,5745500
Nashik,2018,Nashik,Outpatient,20111700,24821600,17692700
Nashik,2018,Igatpuri,Outpatient,5585100,13270800,4410000
Nashik,2018,Sinner,Outpatient,4281500,11330400,2314400
Nashik,2018,Nifad,Outpatient,5325800,17629800,4051700
Nashik,2018,Yewala,Outpatient,3148300,8824600,7402400
Nashik,2019,Surgana,Outpatient,26332000,0,0
Nashik,2019,Kalwan,Outpatient,27952100,0,0
Nashik,2019,Devala,Outpatient,15752400,0,0
Nashik,2019,Baglan,Outpatient,31866200,0,0
Nashik,2019,Malegaon,Outpatient,71891700,35259200,5090500
Nashik,2019,Nandgaon,Outpatient,22389900,0,0
Nashik,2019,Chandwad,Outpatient,18799800,0,0
Nashik,2019,Dindori,Outpatient,36022800,0,0
Nashik,2019,Peth,Outpatient,18079200,0,0
Nashik,2019,Trimbak,Outpatient,26054500,0,0
Nashik,2019,Nashik,Outpatient,124181800,44794200,0
Nashik,2019,Igatpuri,Outpatient,26330900,0,0
Nashik,2019,Sinner,Outpatient,21083800,0,0
Nashik,2019,Nifad,Outpatient,29572900,0,0
Nashik,2019,Yewala,Outpatient,21395700,0,0
Nashik,2020,Surgana,Outpatient,15500200,0,0
Nashik,2020,Kalwan,Outpatient,15673700,0,0
Nashik,2020,Devala,Outpatient,10864300,0,0
Nashik,2020,Baglan,Outpatient,17051800,0,0
Nashik,2020,Malegaon,Outpatient,47160700,10108600,5605200
Nashik,2020,Nandgaon,Outpatient,14475300,0,0
Nashik,2020,Chandwad,Outpatient,16782900,0,0
Nashik,2020,Dindori,Outpatient,27693700,0,0
Nashik,2020,Peth,Outpatient,12973900,0,0
Nashik,2020,Trimbak,Outpatient,21956400,0,0
Nashik,2020,Nashik,Outpatient,62161600,25446700,1063400
Nashik,2020,Igatpuri,Outpatient,22141400,0,0
Nashik,2020,Sinner,Outpatient,25115500,21400,14600
Nashik,2020,Nifad,Outpatient,23281400,0,0
Nashik,2020,Yewala,Outpatient,13707800,0,0
Nashik,2021,Surgana,Outpatient,17800500,0,0
Nashik,2021,Kalwan,Outpatient,17770900,0,0
Nashik,2021,Devala,Outpatient,12124300,0,0
Nashik,2021,Baglan,Outpatient,25563700,0,0
Nashik,2021,Malegaon,Outpatient,46669200,2025700,344100
Nashik,2021,Nandgaon,Outpatient,18080900,0,0
Nashik,2021,Chandwad,Outpatient,21403500,0,0
Nashik,2021,Dindori,Outpatient,32893700,0,0
Nashik,2021,Peth,Outpatient,15359300,0,0
Nashik,2021,Trimbak,Outpatient,25012900,0,0
Nashik,2021,Nashik,Outpatient,84780000,34098000,0
Nashik,2021,Igatpuri,Outpatient,26228900,0,0
Nashik,2021,Sinner,Outpatient,34086600,0,0
Nashik,2021,Nifad,Outpatient,37773400,0,0
Nashik,2021,Yewala,Outpatient,16839500,0,0
Dharashiv,2012,Paranda,Outpatient,1922500,1994000,1032600
Dharashiv,2012,Bhum,Outpatient,2380500,2595200,970200
Dharashiv,2012,Washi,Outpatient,1443800,1602400,1037000
Dharashiv,2012,Kalamb,Outpatient,1659300,1983300,803800
Dharashiv,2012,Dharashiv,Outpatient,31224700,8563300,2570900
Dharashiv,2012,Tuljapur,Outpatient,2435500,2715000,301500
Dharashiv,2012,Lohara,Outpatient,1793400,2005700,367000
Dharashiv,2012,Umaraga,Outpatient,5225100,3837200,2238400
Dharashiv,2013,Paranda,Outpatient,1808900,2270500,513600
Dharashiv,2013,Bhum,Outpatient,4609100,4772600,1418500
Dharashiv,2013,Washi,Outpatient,2734100,3141300,1174000
Dharashiv,2013,Kalamb,Outpatient,2853800,3225200,1033200
Dharashiv,2013,Dharashiv,Outpatient,8064500,9847600,2139300
Dharashiv,2013,Tuljapur,Outpatient,2754200,2636000,1412500
Dharashiv,2013,Lohara,Outpatient,1145000,1557400,429300
Dharashiv,2013,Umaraga,Outpatient,2296000,2562600,1179800
Dharashiv,2014,Paranda,Outpatient,1669400,2277000,593100
Dharashiv,2014,Bhum,Outpatient,3065000,3628000,1236700
Dharashiv,2014,Washi,Outpatient,2877400,3449200,1331100
Dharashiv,2014,Kalamb,Outpatient,2801100,3866400,1253400
Dharashiv,2014,Dharashiv,Outpatient,10802100,11611300,2775500
Dharashiv,2014,Tuljapur,Outpatient,3816700,3657400,1652600
Dharashiv,2014,Lohara,Outpatient,1436200,1832000,444600
Dharashiv,2014,Umaraga,Outpatient,3303500,3759100,1462600
Dharashiv,2015,Paranda,Outpatient,1613700,2418600,593300
Dharashiv,2015,Bhum,Outpatient,3000600,3765100,1334000
Dharashiv,2015,Washi,Outpatient,2578100,3220300,1322500
Dharashiv,2015,Kalamb,Outpatient,2542700,3944300,1237400
Dharashiv,2015,Dharashiv,Outpatient,8787300,10602300,2615400
Dharashiv,2015,Tuljapur,Outpatient,3413400,3677700,1741600
Dharashiv,2015,Lohara,Outpatient,1151000,1835100,510400
Dharashiv,2015,Umaraga,Outpatient,2853100,3821100,1443300
Dharashiv,2016,Paranda,Outpatient,1915000,2194300,1271000
Dharashiv,2016,Bhum,Outpatient,3238400,3513900,1775800
Dharashiv,2016,Washi,Outpatient,1831200,1950300,1522600
Dharashiv,2016,Kalamb,Outpatient,4938000,5751000,3996700
Dharashiv,2016,Dharashiv,Outpatient,6944000,8381300,7174200
Dharashiv,2016,Tuljapur,Outpatient,4920000,5666300,5557500
Dharashiv,2016,Lohara,Outpatient,2021400,2670700,1351600
Dharashiv,2016,Umaraga,Outpatient,2705300,3597600,1998300
Dharashiv,2017,Paranda,Outpatient,2347000,7529000,3722000
Dharashiv,2017,Bhum,Outpatient,4754200,9897000,7232100
Dharashiv,2017,Washi,Outpatient,4531100,7298000,7411700
Dharashiv,2017,Kalamb,Outpatient,7834000,10253000,3101300
Dharashiv,2017,Dharashiv,Outpatient,21245000,31117000,11618400
Dharashiv,2017,Tuljapur,Outpatient,2147000,2674000,2568500
Dharashiv,2017,Lohara,Outpatient,5792800,10745000,8984700
Dharashiv,2017,Umaraga,Outpatient,1826000,4136300,2869200
Dharashiv,2018,Paranda,Outpatient,25300,42200,16900
Dharashiv,2018,Bhum,Outpatient,42400,70600,28200
Dharashiv,2018,Washi,Outpatient,27200,42400,18200
Dharashiv,2018,Kalamb,Outpatient,63500,105800,42300
Dharashiv,2018,Dharashiv,Outpatient,185200,308700,123500
Dharashiv,2018,Tuljapur,Outpatient,67100,111800,44700
Dharashiv,2018,Lohara,Outpatient,54600,91100,36400
Dharashiv,2018,Umaraga,Outpatient,60500,100800,40300
Dharashiv,2019,Paranda,Outpatient,42300,70500,28200
Dharashiv,2019,Bhum,Outpatient,45600,76000,30400
Dharashiv,2019,Washi,Outpatient,33500,55800,22300
Dharashiv,2019,Kalamb,Outpatient,91500,152500,61000
Dharashiv,2019,Dharashiv,Outpatient,205700,342800,137100
Dharashiv,2019,Tuljapur,Outpatient,103300,172200,68900
Dharashiv,2019,Lohara,Outpatient,71900,119900,48000
Dharashiv,2019,Umaraga,Outpatient,71700,119500,78000
Dharashiv,2020,Paranda,Outpatient,87500,89300,51800
Dharashiv,2020,Bhum,Outpatient,41300,48500,31800
Dharashiv,2020,Washi,Outpatient,39600,37500,8600
Dharashiv,2020,Kalamb,Outpatient,85700,91000,51900
Dharashiv,2020,Dharashiv,Outpatient,219800,208700,91700
Dharashiv,2020,Tuljapur,Outpatient,101300,105900,91900
Dharashiv,2020,Lohara,Outpatient,67400,61300,58700
Dharashiv,2020,Umaraga,Outpatient,80200,83500,38800
Dharashiv,2021,Paranda,Outpatient,72900,44200,13000
Dharashiv,2021,Bhum,Outpatient,64800,41300,5900
Dharashiv,2021,Washi,Outpatient,54400,42100,6200
Dharashiv,2021,Kalamb,Outpatient,128500,73400,27500
Dharashiv,2021,Dharashiv,Outpatient,273800,182500,114100
Dharashiv,2021,Tuljapur,Outpatient,161500,88100,44100
Dharashiv,2021,Lohara,Outpatient,98700,52000,22500
Dharashiv,2021,Umaraga,Outpatient,113700,90500,27800
Palghar,2014,Talasari,Outpatient,13854100,16181200,9597900
Palghar,2014,Dahanu,Outpatient,29668100,31808600,17981700
Palghar,2014,Vikramgad,Outpatient,11713900,13517900,7902300
Palghar,2014,Javhar,Outpatient,9379700,10224700,6779900
Palghar,2014,Mokhada,Outpatient,3425400,3790400,2104300
Palghar,2014,Wada,Outpatient,6077900,6295600,3951200
Palghar,2014,Palghar,Outpatient,4243800,4812000,2997400
Palghar,2014,Vasai,Outpatient,7032100,7748800,4765800
Palghar,2015,Talasari,Outpatient,26008200,28477600,4101100
Palghar,2015,Dahanu,Outpatient,8487500,9391800,1345800
Palghar,2015,Vikramgad,Outpatient,13414700,15972300,2212000
Palghar,2015,Javhar,Outpatient,10699000,11895700,1700700
Palghar,2015,Mokhada,Outpatient,3514900,3989700,564900
Palghar,2015,Wada,Outpatient,7826200,8165500,1203900
Palghar,2015,Palghar,Outpatient,5045900,5859100,806900
Palghar,2015,Vasai,Outpatient,7944700,9020000,1277000
Palghar,2016,Talasari,Outpatient,34300,37900,21000
Palghar,2016,Dahanu,Outpatient,117100,135200,79000
Palghar,2016,Vikramgad,Outpatient,42400,48100,30000
Palghar,2016,Javhar,Outpatient,93800,102200,67800
Palghar,2016,Mokhada,Outpatient,60800,63000,39500
Palghar,2016,Wada,Outpatient,70300,77500,47700
Palghar,2016,Palghar,Outpatient,138500,161800,96000
Palghar,2016,Vasai,Outpatient,296700,318100,179800
Palghar,2017,Talasari,Outpatient,41900,46400,25800
Palghar,2017,Dahanu,Outpatient,144900,167300,97800
Palghar,2017,Vikramgad,Outpatient,42700,48500,30200
Palghar,2017,Javhar,Outpatient,111200,121200,80300
Palghar,2017,Mokhada,Outpatient,68800,71300,44700
Palghar,2017,Wada,Outpatient,101600,111900,68800
Palghar,2017,Palghar,Outpatient,151700,177200,105100
Palghar,2017,Vasai,Outpatient,314900,337600,190800
Palghar,2018,Talasari,Outpatient,55900,61900,34400
Palghar,2018,Dahanu,Outpatient,165300,190700,111500
Palghar,2018,Vikramgad,Outpatient,68700,77900,48500
Palghar,2018,Javhar,Outpatient,126900,138300,91700
Palghar,2018,Mokhada,Outpatient,72800,75400,47300
Palghar,2018,Wada,Outpatient,124000,136700,84100
Palghar,2018,Palghar,Outpatient,171400,200200,118700
Palghar,2018,Vasai,Outpatient,332100,356100,201300
Palghar,2019,Talasari,Outpatient,75700,58900,2600
Palghar,2019,Dahanu,Outpatient,240400,196100,16100
Palghar,2019,Vikramgad,Outpatient,101500,81900,3300
Palghar,2019,Javhar,Outpatient,139700,137600,36300
Palghar,2019,Mokhada,Outpatient,97000,53800,4000
Palghar,2019,Wada,Outpatient,130700,102100,3500
Palghar,2019,Palghar,Outpatient,260500,232700,23100
Palghar,2019,Vasai,Outpatient,105300,100800,5800
Palghar,2020,Talasari,Outpatient,25479,25098,6852
Palghar,2020,Dahanu,Outpatient,178282,154726,7119
Palghar,2020,Vikramgad,Outpatient,79880,59602,8602
Palghar,2020,Javhar,Outpatient,76412,75942,9807
Palghar,2020,Mokhada,Outpatient,65136,66582,6013
Palghar,2020,Wada,Outpatient,57326,58408,10648
Palghar,2020,Palghar,Outpatient,141065,139393,12678
Palghar,2020,Vasai,Outpatient,226697,222876,16874
Palghar,2021,Talasari,Outpatient,94789,63193,14043
Palghar,2021,Dahanu,Outpatient,262733,72982,58385
Palghar,2021,Vikramgad,Outpatient,95376,74116,21260
Palghar,2021,Javhar,Outpatient,127274,97627,29667
Palghar,2021,Mokhada,Outpatient,87468,74937,27468
Palghar,2021,Wada,Outpatient,128019,98053,24010
Palghar,2021,Palghar,Outpatient,256829,108415,98415
Palghar,2021,Vasai,Outpatient,321963,258085,8843
Parbhani,2013,Selu,Outpatient,13947,13858,7137
Parbhani,2013,Jintur,Outpatient,45158,47894,30584
Parbhani,2013,Parbhani,Outpatient,30554,34513,18073
Parbhani,2013,Manvat,Outpatient,12314,11483,7840
Parbhani,2013,Pathari,Outpatient,23958,32293,22466
Parbhani,2013,Sonpeth,Outpatient,19963,23653,17803
Parbhani,2013,Gangakhed,Outpatient,35354,42997,26946
Parbhani,2013,Palam,Outpatient,6502,6609,3519
Parbhani,2013,Purna,Outpatient,23666,23898,14282
Parbhani,2014,Selu,Outpatient,7873,8222,5067
Parbhani,2014,Jintur,Outpatient,29189,105259,28922
Parbhani,2014,Parbhani,Outpatient,23573,32111,23168
Parbhani,2014,Manvat,Outpatient,9251,10952,4798
Parbhani,2014,Pathari,Outpatient,10926,11683,5984
Parbhani,2014,Sonpeth,Outpatient,22175,19820,6220
Parbhani,2014,Gangakhed,Outpatient,39780,39062,24867
Parbhani,2014,Palam,Outpatient,5090,7055,4333
Parbhani,2014,Purna,Outpatient,12024,19726,12089
Parbhani,2015,Selu,Outpatient,28637,31282,665
Parbhani,2015,Jintur,Outpatient,76390,106020,6808
Parbhani,2015,Parbhani,Outpatient,78810,101090,3540
Parbhani,2015,Manvat,Outpatient,55755,71659,2934
Parbhani,2015,Pathari,Outpatient,32774,44233,2594
Parbhani,2015,Sonpeth,Outpatient,32460,43168,2666
Parbhani,2015,Gangakhed,Outpatient,72691,97283,3839
Parbhani,2015,Palam,Outpatient,14523,22611,2332
Parbhani,2015,Purna,Outpatient,44815,65844,4061
Parbhani,2016,Selu,Outpatient,4060,4962,1041
Parbhani,2016,Jintur,Outpatient,4797,5862,755
Parbhani,2016,Parbhani,Outpatient,25923,31683,6240
Parbhani,2016,Manvat,Outpatient,1772,2410,375
Parbhani,2016,Pathari,Outpatient,1375,1680,761
Parbhani,2016,Sonpeth,Outpatient,1230,2354,204
Parbhani,2016,Gangakhed,Outpatient,4236,5177,849
Parbhani,2016,Palam,Outpatient,2001,2445,584
Parbhani,2016,Purna,Outpatient,1419,1735,440
Parbhani,2017,Selu,Outpatient,23554,28789,12240
Parbhani,2017,Jintur,Outpatient,33612,41082,20799
Parbhani,2017,Parbhani,Outpatient,170097,207897,58028
Parbhani,2017,Manvat,Outpatient,17932,21917,13284
Parbhani,2017,Pathari,Outpatient,31042,37941,23312
Parbhani,2017,Sonpeth,Outpatient,17338,23909,2174
Parbhani,2017,Gangakhed,Outpatient,44092,53890,14031
Parbhani,2017,Palam,Outpatient,16560,20240,9422
Parbhani,2017,Purna,Outpatient,18240,2293,14878
Parbhani,2018,Selu,Outpatient,47686,54193,19399
Parbhani,2018,Jintur,Outpatient,101387,130099,35710
Parbhani,2018,Parbhani,Outpatient,217542,232207,99871
Parbhani,2018,Manvat,Outpatient,69847,91353,19348
Parbhani,2018,Pathari,Outpatient,63481,71089,26620
Parbhani,2018,Sonpeth,Outpatient,20113,37531,3024
Parbhani,2018,Gangakhed,Outpatient,88303,118475,34173
Parbhani,2018,Palam,Outpatient,30928,40437,12454
Parbhani,2018,Purna,Outpatient,59463,71143,21488
Parbhani,2019,Selu,Outpatient,10458,14940,4482
Parbhani,2019,Jintur,Outpatient,28635,40906,12272
Parbhani,2019,Parbhani,Outpatient,30980,44257,13277
Parbhani,2019,Manvat,Outpatient,8764,12521,3756
Parbhani,2019,Pathari,Outpatient,8408,12012,3604
Parbhani,2019,Sonpeth,Outpatient,25168,35956,10787
Parbhani,2019,Gangakhed,Outpatient,25977,37109,11133
Parbhani,2019,Palam,Outpatient,4600,6572,1971
Parbhani,2019,Purna,Outpatient,17485,24978,7493
Parbhani,2020,Selu,Outpatient,15764,18016,11260
Parbhani,2020,Jintur,Outpatient,47774,54599,34124
Parbhani,2020,Parbhani,Outpatient,47197,53940,33712
Parbhani,2020,Manvat,Outpatient,31670,36194,22622
Parbhani,2020,Pathari,Outpatient,22155,25320,15825
Parbhani,2020,Sonpeth,Outpatient,17476,19973,12483
Parbhani,2020,Gangakhed,Outpatient,40604,46404,29003
Parbhani,2020,Palam,Outpatient,16844,19251,12032
Parbhani,2020,Purna,Outpatient,24757,28294,17684
Parbhani,2021,Selu,Outpatient,16385,16580,4082
Parbhani,2021,Jintur,Outpatient,38287,36075,8602
Parbhani,2021,Parbhani,Outpatient,82154,80667,19204
Parbhani,2021,Manvat,Outpatient,15836,16419,3998
Parbhani,2021,Pathari,Outpatient,23518,23766,5854
Parbhani,2021,Sonpeth,Outpatient,12607,7564,5043
Parbhani,2021,Gangakhed,Outpatient,26668,22380,6037
Parbhani,2021,Palam,Outpatient,7155,7337,1795
Parbhani,2021,Purna,Outpatient,2823,6691,1226
Pune,2011,Junnar,Outpatient,43900,38800,14100
Pune,2011,Aambegaon,Outpatient,37600,45500,19600
Pune,2011,Shirur,Outpatient,24100,25500,25800
Pune,2011,Khed,Outpatient,39100,35500,35800
Pune,2011,Maval,Outpatient,22800,18000,11700
Pune,2011,Mulashi,Outpatient,13600,10000,9200
Pune,2011,Haveli,Outpatient,938000,620100,31300
Pune,2011,Pune City,Outpatient,1822000,2244500,596900
Pune,2011,Daund,Outpatient,47800,48700,40600
Pune,2011,Purandar,Outpatient,26900,31300,17000
Pune,2011,Welhe,Outpatient,8100,8700,4100
Pune,2011,Bhor,Outpatient,19800,22100,12600
Pune,2011,Baramati,Outpatient,40000,39700,40600
Pune,2011,Indapur,Outpatient,28200,29300,9000
Pune,2012,Junnar,Outpatient,97900,79900,60300
Pune,2012,Aambegaon,Outpatient,94200,74300,34000
Pune,2012,Shirur,Outpatient,50600,53900,68600
Pune,2012,Khed,Outpatient,84900,67400,48200
Pune,2012,Maval,Outpatient,54700,46800,33500
Pune,2012,Mulashi,Outpatient,33500,28500,17600
Pune,2012,Haveli,Outpatient,1918300,1615600,108400
Pune,2012,Pune City,Outpatient,3519900,4453000,477300
Pune,2012,Daund,Outpatient,64100,67000,44600
Pune,2012,Purandar,Outpatient,72800,72400,49000
Pune,2012,Welhe,Outpatient,66000,55200,34800
Pune,2012,Bhor,Outpatient,51600,42700,34600
Pune,2012,Baramati,Outpatient,91800,75800,59100
Pune,2012,Indapur,Outpatient,70100,62200,22800
Pune,2013,Junnar,Outpatient,4108500,3805200,1821500
Pune,2013,Aambegaon,Outpatient,5086600,6982200,3192100
Pune,2013,Shirur,Outpatient,3806200,3350100,1049800
Pune,2013,Khed,Outpatient,5216200,5260100,1053200
Pune,2013,Maval,Outpatient,3537400,4180600,1971700
Pune,2013,Mulashi,Outpatient,1261200,1374900,590700
Pune,2013,Haveli,Outpatient,15122400,14602300,8507100
Pune,2013,Pune City,Outpatient,8408500,8541500,4861500
Pune,2013,Daund,Outpatient,4443800,5091400,2792400
Pune,2013,Purandar,Outpatient,3169500,3247300,2047400
Pune,2013,Welhe,Outpatient,1097700,1017400,434700
Pune,2013,Bhor,Outpatient,2585300,2911100,1440000
Pune,2013,Baramati,Outpatient,7759000,7191300,5678000
Pune,2013,Indapur,Outpatient,3350500,3875500,1845800
Pune,2014,Junnar,Outpatient,14578600,16570800,7788500
Pune,2014,Aambegaon,Outpatient,10275200,12687200,5207100
Pune,2014,Shirur,Outpatient,12112200,11649500,5066000
Pune,2014,Khed,Outpatient,11783800,14643300,8926400
Pune,2014,Maval,Outpatient,23495300,10058300,5128500
Pune,2014,Mulashi,Outpatient,4925800,5422700,2354800
Pune,2014,Haveli,Outpatient,32312200,34995000,17012900
Pune,2014,Pune City,Outpatient,42645600,35896100,8661500
Pune,2014,Daund,Outpatient,12465500,12495200,6243100
Pune,2014,Purandar,Outpatient,7359700,7337300,4065200
Pune,2014,Welhe,Outpatient,3397700,3744500,790200
Pune,2014,Bhor,Outpatient,5101600,6615000,3179100
Pune,2014,Baramati,Outpatient,14923800,13675200,8237100
Pune,2014,Indapur,Outpatient,10191500,9861100,3713800
Pune,2015,Junnar,Outpatient,169100,196000,81100
Pune,2015,Aambegaon,Outpatient,115000,141200,60100
Pune,2015,Shirur,Outpatient,148600,149800,55200
Pune,2015,Khed,Outpatient,145200,164600,110100
Pune,2015,Maval,Outpatient,93400,108200,45400
Pune,2015,Mulashi,Outpatient,51100,67100,25700
Pune,2015,Haveli,Outpatient,327500,371200,170600
Pune,2015,Pune City,Outpatient,3467500,4087400,3612300
Pune,2015,Daund,Outpatient,128900,130200,62000
Pune,2015,Purandar,Outpatient,90000,85800,44600
Pune,2015,Welhe,Outpatient,33600,43500,16400
Pune,2015,Bhor,Outpatient,52700,67800,31700
Pune,2015,Baramati,Outpatient,163600,161600,89300
Pune,2015,Indapur,Outpatient,105600,109100,48600
Pune,2016,Junnar,Outpatient,133500,148600,75900
Pune,2016,Aambegaon,Outpatient,103800,128300,77300
Pune,2016,Shirur,Outpatient,133700,128400,71900
Pune,2016,Khed,Outpatient,125200,155100,127100
Pune,2016,Maval,Outpatient,75500,96400,46000
Pune,2016,Mulashi,Outpatient,49600,60400,28100
Pune,2016,Haveli,Outpatient,319300,343100,180700
Pune,2016,Pune City,Outpatient,1031100,1024200,394200
Pune,2016,Daund,Outpatient,113100,121200,63400
Pune,2016,Purandar,Outpatient,84000,80700,48000
Pune,2016,Welhe,Outpatient,25100,35000,14800
Pune,2016,Bhor,Outpatient,49100,69000,36500
Pune,2016,Baramati,Outpatient,133400,145400,87700
Pune,2016,Indapur,Outpatient,94400,94100,49400
Pune,2017,Junnar,Outpatient,132700,149700,62000
Pune,2017,Aambegaon,Outpatient,71500,80700,33500
Pune,2017,Shirur,Outpatient,70500,79300,33000
Pune,2017,Khed,Outpatient,77300,87200,36700
Pune,2017,Maval,Outpatient,81200,91500,38000
Pune,2017,Mulashi,Outpatient,47300,53400,22100
Pune,2017,Haveli,Outpatient,298400,301200,112500
Pune,2017,Pune City,Outpatient,983800,983400,614300
Pune,2017,Daund,Outpatient,90200,98300,43000
Pune,2017,Purandar,Outpatient,41900,47200,19700
Pune,2017,Welhe,Outpatient,20800,23400,9700
Pune,2017,Bhor,Outpatient,36300,41100,17100
Pune,2017,Baramati,Outpatient,91200,102900,42900
Pune,2017,Indapur,Outpatient,71100,80100,33300
Pune,2018,Junnar,Outpatient,38600,43800,4800
Pune,2018,Aambegaon,Outpatient,37300,47800,23000
Pune,2018,Shirur,Outpatient,65800,61800,30500
Pune,2018,Khed,Outpatient,57200,67300,74400
Pune,2018,Maval,Outpatient,21600,18500,13900
Pune,2018,Mulashi,Outpatient,15900,17400,7500
Pune,2018,Haveli,Outpatient,205800,177500,84600
Pune,2018,Pune City,Outpatient,578400,454900,149600
Pune,2018,Daund,Outpatient,46200,51100,28000
Pune,2018,Purandar,Outpatient,32700,33400,20700
Pune,2018,Welhe,Outpatient,11500,10700,4600
Pune,2018,Bhor,Outpatient,19800,36900,20600
Pune,2018,Baramati,Outpatient,74700,99600,64400
Pune,2018,Indapur,Outpatient,34600,39700,19000
Pune,2019,Junnar,Outpatient,35900,39300,5000
Pune,2019,Aambegaon,Outpatient,41200,51000,25000
Pune,2019,Shirur,Outpatient,96700,91800,45700
Pune,2019,Khed,Outpatient,93900,86700,47400
Pune,2019,Maval,Outpatient,24900,21400,16100
Pune,2019,Mulashi,Outpatient,19900,21700,9300
Pune,2019,Haveli,Outpatient,223100,188200,91900
Pune,2019,Pune City,Outpatient,586600,496300,175500
Pune,2019,Daund,Outpatient,47700,51300,27900
Pune,2019,Purandar,Outpatient,40000,41000,25900
Pune,2019,Welhe,Outpatient,13000,12100,5200
Pune,2019,Bhor,Outpatient,18800,35000,19500
Pune,2019,Baramati,Outpatient,81900,100700,67500
Pune,2019,Indapur,Outpatient,44700,52300,24700
Pune,2020,Junnar,Outpatient,3594400,3928000,498700
Pune,2020,Aambegaon,Outpatient,4118700,5102900,2502100
Pune,2020,Shirur,Outpatient,9673400,9181000,4567400
Pune,2020,Khed,Outpatient,9389100,8670300,4737200
Pune,2020,Maval,Outpatient,2489500,2141900,1609800
Pune,2020,Mulashi,Outpatient,1993400,2173300,933900
Pune,2020,Haveli,Outpatient,50474600,46056900,13497700
Pune,2020,Pune City,Outpatient,30348400,30229600,10654300
Pune,2020,Daund,Outpatient,4616500,4788800,4447800
Pune,2020,Purandar,Outpatient,3997100,4097000,2591300
