District,Year,Select Cause,Number
Beed,2012,Pneumonia,2
Beed,2012,Diarrhea,1
Beed,2012,Fever,2
Beed,2012,Measles,0
Beed,2012,Low Birth Weight,39
Bhandara,2012,Sepsis,11
Bhandara,2012,Asphyxia,23
Bhandara,2012,Pneumonia,4
Bhandara,2012,Diarrhea,0
Bhandara,2012,Fever,1
Bhandara,2012,Measles,1
Bhandara,2012,Low Birth Weight,38
Buldhana,2012,Sepsis,4
Buldhana,2012,Asphyxia,13
Buldhana,2012,Pneumonia,3
Buldhana,2012,Diarrhea,7
Buldhana,2012,Fever,13
Buldhana,2012,Measles,0
Buldhana,2012,Low Birth Weight,37
Chandrapur,2012,Sepsis,12
Chandrapur,2012,Asphyxia,17
Chandrapur,2012,Pneumonia,4
Chandrapur,2012,Diarrhea,0
Chandrapur,2012,Fever,1
Chandrapur,2012,Measles,0
Chandrapur,2012,Low Birth Weight,31
Chh. Sambhaji Nagar,2012,Sepsis,2
Chh. Sambhaji Nagar,2012,Asphyxia,6
Chh. Sambhaji Nagar,2012,Pneumonia,5
Chh. Sambhaji Nagar,2012,Diarrhea,0
Chh. Sambhaji Nagar,2012,Fever,1
Chh. Sambhaji Nagar,2012,Measles,0
Chh. Sambhaji Nagar,2012,Low Birth Weight,32
Dharashiv,2012,Sepsis,6
Dharashiv,2012,Asphyxia,13
Dharashiv,2012,Pneumonia,3
Dharashiv,2012,Diarrhea,0
Dharashiv,2012,Fever,2
Dharashiv,2012,Measles,0
Dharashiv,2012,Low Birth Weight,42
Dhule,2012,Sepsis,8
Dhule,2012,Asphyxia,24
Dhule,2012,Pneumonia,7
Dhule,2012,Diarrhea,1
Dhule,2012,Fever,1
Dhule,2012,Measles,0
Dhule,2012,Low Birth Weight,33
Gadchiroli,2012,Sepsis,11
Gadchiroli,2012,Asphyxia,19
Gadchiroli,2012,Pneumonia,5
Gadchiroli,2012,Diarrhea,1
Gadchiroli,2012,Fever,1
Gadchiroli,2012,Measles,0
Gadchiroli,2012,Low Birth Weight,31
Gondia,2012,Sepsis,13
Gondia,2012,Asphyxia,21
Gondia,2012,Pneumonia,6
Gondia,2012,Diarrhea,0
Gondia,2012,Fever,0
Gondia,2012,Measles,0
Gondia,2012,Low Birth Weight,33
Hingoli,2012,Sepsis,3
Hingoli,2012,Asphyxia,12
Hingoli,2012,Pneumonia,7
Hingoli,2012,Diarrhea,0
Hingoli,2012,Fever,0
Hingoli,2012,Measles,0
Hingoli,2012,Low Birth Weight,32
Jalgaon,2012,Sepsis,9
Jalgaon,2012,Asphyxia,16
Jalgaon,2012,Pneumonia,4
Jalgaon,2012,Diarrhea,0
Jalgaon,2012,Fever,1
Jalgaon,2012,Measles,0
Jalgaon,2012,Low Birth Weight,34
Jalna,2012,Sepsis,3
Jalna,2012,Asphyxia,10
Jalna,2012,Pneumonia,3
Jalna,2012,Diarrhea,0
Jalna,2012,Fever,1
Jalna,2012,Measles,0
Jalna,2012,Low Birth Weight,35
Kolhapur,2012,Sepsis,1
Kolhapur,2012,Asphyxia,5
Kolhapur,2012,Pneumonia,1
Kolhapur,2012,Diarrhea,1
Kolhapur,2012,Fever,0
Kolhapur,2012,Measles,1
Kolhapur,2012,Low Birth Weight,14
Latur,2012,Sepsis,7
Latur,2012,Asphyxia,17
Latur,2012,Pneumonia,3
Latur,2012,Diarrhea,1
Latur,2012,Fever,2
Latur,2012,Measles,0
Latur,2012,Low Birth Weight,39
Mumbai,2012,Sepsis,6
Mumbai,2012,Asphyxia,12
Mumbai,2012,Pneumonia,8
Mumbai,2012,Diarrhea,2
Mumbai,2012,Fever,1
Mumbai,2012,Measles,0
Mumbai,2012,Low Birth Weight,15
Nagpur,2012,Sepsis,9
Nagpur,2012,Asphyxia,17
Nagpur,2012,Pneumonia,3
Nagpur,2012,Diarrhea,1
Nagpur,2012,Fever,2
Nagpur,2012,Measles,0
Nagpur,2012,Low Birth Weight,37
Nanded,2012,Sepsis,6
Nanded,2012,Asphyxia,24
Nanded,2012,Pneumonia,2
Nanded,2012,Diarrhea,0
Nanded,2012,Fever,2
Nanded,2012,Measles,0
Nanded,2012,Low Birth Weight,40
Nandurbar,2012,Sepsis,5
Nandurbar,2012,Asphyxia,13
Nandurbar,2012,Pneumonia,11
Nandurbar,2012,Diarrhea,1
Nandurbar,2012,Fever,3
Nandurbar,2012,Measles,0
Nandurbar,2012,Low Birth Weight,30
Nashik,2012,Sepsis,5
Nashik,2012,Asphyxia,14
Nashik,2012,Pneumonia,7
Nashik,2012,Diarrhea,1
Nashik,2012,Fever,2
Nashik,2012,Measles,0
Nashik,2012,Low Birth Weight,41
Parbhani,2012,Sepsis,2
Parbhani,2012,Asphyxia,5
Parbhani,2012,Pneumonia,2
Parbhani,2012,Diarrhea,1
Parbhani,2012,Fever,3
Parbhani,2012,Measles,0
Parbhani,2012,Low Birth Weight,32
Pune,2012,Sepsis,9
Pune,2012,Asphyxia,13
Pune,2012,Pneumonia,6
Pune,2012,Diarrhea,4
Pune,2012,Fever,4
Pune,2012,Measles,1
Pune,2012,Low Birth Weight,26
Raigad,2012,Sepsis,7
Raigad,2012,Asphyxia,15
Raigad,2012,Pneumonia,5
Raigad,2012,Diarrhea,1
Raigad,2012,Fever,1
Raigad,2012,Measles,0
Raigad,2012,Low Birth Weight,32
Ratnagiri,2012,Sepsis,4
Ratnagiri,2012,Asphyxia,31
Ratnagiri,2012,Pneumonia,3
Ratnagiri,2012,Diarrhea,0
Ratnagiri,2012,Fever,1
Ratnagiri,2012,Measles,0
Ratnagiri,2012,Low Birth Weight,29
Sangli,2012,Sepsis,7
Sangli,2012,Asphyxia,20
Sangli,2012,Pneumonia,4
Sangli,2012,Diarrhea,1
Sangli,2012,Fever,2
Sangli,2012,Measles,0
Sangli,2012,Low Birth Weight,29
Satara,2012,Sepsis,10
Satara,2012,Asphyxia,13
Satara,2012,Pneumonia,3
Satara,2012,Diarrhea,1
Satara,2012,Fever,1
Satara,2012,Measles,1
Satara,2012,Low Birth Weight,37
Sindhudurg,2012,Sepsis,3
Sindhudurg,2012,Asphyxia,18
Sindhudurg,2012,Pneumonia,5
Sindhudurg,2012,Diarrhea,0
Sindhudurg,2012,Fever,0
Sindhudurg,2012,Measles,0
Sindhudurg,2012,Low Birth Weight,30
Solapur,2012,Sepsis,3
Solapur,2012,Asphyxia,13
Solapur,2012,Pneumonia,3
Solapur,2012,Diarrhea,1
Solapur,2012,Fever,1
Solapur,2012,Measles,1
Solapur,2012,Low Birth Weight,34
Thane,2012,Sepsis,11
Thane,2012,Asphyxia,13
Thane,2012,Pneumonia,5
Thane,2012,Diarrhea,1
Thane,2012,Fever,3
Thane,2012,Measles,1
Thane,2012,Low Birth Weight,30
Wardha,2012,Sepsis,12
Wardha,2012,Asphyxia,12
Wardha,2012,Pneumonia,4
Wardha,2012,Diarrhea,0
Wardha,2012,Fever,1
Wardha,2012,Measles,0
Wardha,2012,Low Birth Weight,34
Washim,2012,Sepsis,1
Washim,2012,Asphyxia,15
Washim,2012,Pneumonia,1
Washim,2012,Diarrhea,8
Washim,2012,Fever,0
Washim,2012,Measles,0
Washim,2012,Low Birth Weight,33
Yavatmal,2012,Sepsis,4
Yavatmal,2012,Asphyxia,15
Yavatmal,2012,Pneumonia,4
Yavatmal,2012,Diarrhea,1
Yavatmal,2012,Fever,1
Yavatmal,2012,Measles,0
Yavatmal,2012,Low Birth Weight,44
Ahilyanagar,2011,Sepsis,3
Ahilyanagar,2011,Asphyxia,13
Ahilyanagar,2011,Pneumonia,4
Ahilyanagar,2011,Diarrhea,5
Ahilyanagar,2011,Fever,1
Ahilyanagar,2011,Measles,0
Ahilyanagar,2011,Low Birth Weight,29
Akola,2011,Sepsis,15
Akola,2011,Asphyxia,19
Akola,2011,Pneumonia,3
Akola,2011,Diarrhea,0
Akola,2011,Fever,1
Akola,2011,Measles,0
Akola,2011,Low Birth Weight,34
Amravati,2011,Sepsis,6
Amravati,2011,Asphyxia,12
Amravati,2011,Pneumonia,6
Amravati,2011,Diarrhea,1
Amravati,2011,Fever,1
Amravati,2011,Measles,1
Amravati,2011,Low Birth Weight,38
Beed,2011,Sepsis,2
Beed,2011,Asphyxia,8
Beed,2011,Pneumonia,2
Beed,2011,Diarrhea,2
Beed,2011,Fever,2
Beed,2011,Measles,0
Beed,2011,Low Birth Weight,21
Bhandara,2011,Sepsis,4
Bhandara,2011,Asphyxia,20
Bhandara,2011,Pneumonia,5
Bhandara,2011,Diarrhea,0
Bhandara,2011,Fever,1
Bhandara,2011,Measles,0
Bhandara,2011,Low Birth Weight,38
Buldhana,2011,Sepsis,4
Buldhana,2011,Asphyxia,19
Buldhana,2011,Pneumonia,5
Buldhana,2011,Diarrhea,0
Buldhana,2011,Fever,1
Buldhana,2011,Measles,1
Buldhana,2011,Low Birth Weight,40
Chandrapur,2011,Sepsis,11
Chandrapur,2011,Asphyxia,12
Chandrapur,2011,Pneumonia,7
Chandrapur,2011,Diarrhea,0
Chandrapur,2011,Fever,1
Chandrapur,2011,Measles,0
Chandrapur,2011,Low Birth Weight,34
Chh. Sambhaji Nagar,2011,Sepsis,2
Chh. Sambhaji Nagar,2011,Asphyxia,7
Chh. Sambhaji Nagar,2011,Pneumonia,2
Chh. Sambhaji Nagar,2011,Diarrhea,8
Chh. Sambhaji Nagar,2011,Fever,1
Chh. Sambhaji Nagar,2011,Measles,0
Chh. Sambhaji Nagar,2011,Low Birth Weight,17
Dharashiv,2011,Sepsis,8
Dharashiv,2011,Asphyxia,14
Dharashiv,2011,Pneumonia,5
Dharashiv,2011,Diarrhea,5
Dharashiv,2011,Fever,3
Dharashiv,2011,Measles,0
Dharashiv,2011,Low Birth Weight,37
Dhule,2011,Sepsis,15
Dhule,2011,Asphyxia,5
Dhule,2011,Pneumonia,9
Dhule,2011,Diarrhea,2
Dhule,2011,Fever,1
Dhule,2011,Measles,0
Dhule,2011,Low Birth Weight,19
Gadchiroli,2011,Sepsis,9
Gadchiroli,2011,Asphyxia,20
Gadchiroli,2011,Pneumonia,11
Gadchiroli,2011,Diarrhea,2
Gadchiroli,2011,Fever,0
Gadchiroli,2011,Measles,1
Gadchiroli,2011,Low Birth Weight,27
Gondia,2011,Sepsis,21
Gondia,2011,Asphyxia,22
Gondia,2011,Pneumonia,4
Gondia,2011,Diarrhea,0
Gondia,2011,Fever,0
Gondia,2011,Measles,0
Gondia,2011,Low Birth Weight,36
Hingoli,2011,Sepsis,3
Hingoli,2011,Asphyxia,9
Hingoli,2011,Pneumonia,3
Hingoli,2011,Diarrhea,1
Hingoli,2011,Fever,1
Hingoli,2011,Measles,0
Hingoli,2011,Low Birth Weight,24
Jalgaon,2011,Sepsis,6
Jalgaon,2011,Asphyxia,19
Jalgaon,2011,Pneumonia,3
Jalgaon,2011,Diarrhea,1
Jalgaon,2011,Fever,1
Jalgaon,2011,Measles,1
Jalgaon,2011,Low Birth Weight,34
Jalna,2011,Sepsis,4
Jalna,2011,Asphyxia,10
Jalna,2011,Pneumonia,3
Jalna,2011,Diarrhea,0
Jalna,2011,Fever,5
Jalna,2011,Measles,0
Jalna,2011,Low Birth Weight,32
Kolhapur,2011,Sepsis,3
Kolhapur,2011,Asphyxia,5
Kolhapur,2011,Pneumonia,1
Kolhapur,2011,Diarrhea,1
Kolhapur,2011,Fever,1
Kolhapur,2011,Measles,0
Kolhapur,2011,Low Birth Weight,21
Latur,2011,Sepsis,2
Latur,2011,Asphyxia,17
Latur,2011,Pneumonia,2
Latur,2011,Diarrhea,1
Latur,2011,Fever,2
Latur,2011,Measles,0
Latur,2011,Low Birth Weight,40
Mumbai,2011,Sepsis,5
Mumbai,2011,Asphyxia,11
Mumbai,2011,Pneumonia,9
Mumbai,2011,Diarrhea,2
Mumbai,2011,Fever,1
Mumbai,2011,Measles,0
Mumbai,2011,Low Birth Weight,13
Nagpur,2011,Sepsis,7
Nagpur,2011,Asphyxia,20
Nagpur,2011,Pneumonia,3
Nagpur,2011,Diarrhea,1
Nagpur,2011,Fever,1
Nagpur,2011,Measles,1
Nagpur,2011,Low Birth Weight,39
Nanded,2011,Sepsis,6
Nanded,2011,Asphyxia,15
Nanded,2011,Pneumonia,4
Nanded,2011,Diarrhea,0
Nanded,2011,Fever,4
Nanded,2011,Measles,1
Nanded,2011,Low Birth Weight,35
Nandurbar,2011,Sepsis,3
Nandurbar,2011,Asphyxia,12
Nandurbar,2011,Pneumonia,12
Nandurbar,2011,Diarrhea,2
Nandurbar,2011,Fever,2
Nandurbar,2011,Measles,0
Nandurbar,2011,Low Birth Weight,27
Nashik,2011,Sepsis,4
Nashik,2011,Asphyxia,8
Nashik,2011,Pneumonia,6
Nashik,2011,Diarrhea,3
Nashik,2011,Fever,2
Nashik,2011,Measles,0
Nashik,2011,Low Birth Weight,27
Parbhani,2011,Sepsis,1
Parbhani,2011,Asphyxia,5
Parbhani,2011,Pneumonia,2
Parbhani,2011,Diarrhea,0
Parbhani,2011,Fever,1
Parbhani,2011,Measles,0
Parbhani,2011,Low Birth Weight,38
Pune,2011,Sepsis,12
Pune,2011,Asphyxia,12
Pune,2011,Pneumonia,9
Pune,2011,Diarrhea,10
Pune,2011,Fever,5
Pune,2011,Measles,5
Pune,2011,Low Birth Weight,19
Raigad,2011,Sepsis,5
Raigad,2011,Asphyxia,17
Raigad,2011,Pneumonia,6
Raigad,2011,Diarrhea,1
Raigad,2011,Fever,1
Raigad,2011,Measles,0
Raigad,2011,Low Birth Weight,30
Ratnagiri,2011,Sepsis,5
Ratnagiri,2011,Asphyxia,14
Ratnagiri,2011,Pneumonia,2
Ratnagiri,2011,Diarrhea,2
Ratnagiri,2011,Fever,0
Ratnagiri,2011,Measles,0
Ratnagiri,2011,Low Birth Weight,24
Sangli,2011,Sepsis,3
Sangli,2011,Asphyxia,20
Sangli,2011,Pneumonia,1
Sangli,2011,Diarrhea,1
Sangli,2011,Fever,1
Sangli,2011,Measles,0
Sangli,2011,Low Birth Weight,36
Satara,2011,Sepsis,5
Satara,2011,Asphyxia,13
Satara,2011,Pneumonia,3
Satara,2011,Diarrhea,1
Satara,2011,Fever,2
Satara,2011,Measles,0
Satara,2011,Low Birth Weight,31
Sindhudurg,2011,Sepsis,3
Sindhudurg,2011,Asphyxia,10
Sindhudurg,2011,Pneumonia,4
Sindhudurg,2011,Diarrhea,0
Sindhudurg,2011,Fever,0
Sindhudurg,2011,Measles,0
Sindhudurg,2011,Low Birth Weight,23
Solapur,2011,Sepsis,3
Solapur,2011,Asphyxia,13
Solapur,2011,Pneumonia,1
Solapur,2011,Diarrhea,0
Solapur,2011,Fever,1
Solapur,2011,Measles,0
Solapur,2011,Low Birth Weight,31
Thane,2011,Sepsis,5
Thane,2011,Asphyxia,9
Thane,2011,Pneumonia,8
Thane,2011,Diarrhea,1
Thane,2011,Fever,1
Thane,2011,Measles,1
Thane,2011,Low Birth Weight,29
Wardha,2011,Sepsis,4
Wardha,2011,Asphyxia,12
Wardha,2011,Pneumonia,5
Wardha,2011,Diarrhea,0
Wardha,2011,Fever,1
Wardha,2011,Measles,0
Wardha,2011,Low Birth Weight,39
Washim,2011,Sepsis,3
Washim,2011,Asphyxia,14
Washim,2011,Pneumonia,2
Washim,2011,Diarrhea,2
Washim,2011,Fever,1
Washim,2011,Measles,0
Washim,2011,Low Birth Weight,30
Yavatmal,2011,Sepsis,2
Yavatmal,2011,Asphyxia,5
Yavatmal,2011,Pneumonia,3
Yavatmal,2011,Diarrhea,2
Yavatmal,2011,Fever,1
Yavatmal,2011,Measles,0
Yavatmal,2011,Low Birth Weight,31
Ahilyanagar,2010,Sepsis,0
Ahilyanagar,2010,Asphyxia,0
Ahilyanagar,2010,Pneumonia,0
Ahilyanagar,2010,Diarrhea,0
Ahilyanagar,2010,Fever,0
Ahilyanagar,2010,Measles,0
Ahilyanagar,2010,Low Birth Weight,0
Akola,2010,Sepsis,0
Akola,2010,Asphyxia,20
Akola,2010,Pneumonia,2
Akola,2010,Diarrhea,0
Akola,2010,Fever,0
Akola,2010,Measles,0
Akola,2010,Low Birth Weight,23
Amravati,2010,Sepsis,8
Amravati,2010,Asphyxia,8
Amravati,2010,Pneumonia,2
Amravati,2010,Diarrhea,0
Amravati,2010,Fever,1
Amravati,2010,Measles,0
Amravati,2010,Low Birth Weight,19
Beed,2010,Sepsis,3
Beed,2010,Asphyxia,3
Beed,2010,Pneumonia,0
Beed,2010,Diarrhea,0
Beed,2010,Fever,0
Beed,2010,Measles,0
Beed,2010,Low Birth Weight,40
Buldhana,2010,Sepsis,0
Buldhana,2010,Asphyxia,0
Buldhana,2010,Pneumonia,0
Buldhana,2010,Diarrhea,0
Buldhana,2010,Fever,0
Buldhana,2010,Measles,0
Buldhana,2010,Low Birth Weight,0
Chandrapur,2010,Sepsis,7
Chandrapur,2010,Asphyxia,16
Chandrapur,2010,Pneumonia,2
Chandrapur,2010,Diarrhea,0
Chandrapur,2010,Fever,1
Chandrapur,2010,Measles,0
Chandrapur,2010,Low Birth Weight,21
Chh. Sambhaji Nagar,2010,Sepsis,0
Chh. Sambhaji Nagar,2010,Asphyxia,0
Chh. Sambhaji Nagar,2010,Pneumonia,0
Chh. Sambhaji Nagar,2010,Diarrhea,0
Chh. Sambhaji Nagar,2010,Fever,0
Chh. Sambhaji Nagar,2010,Measles,0
Chh. Sambhaji Nagar,2010,Low Birth Weight,0
Dharashiv,2010,Sepsis,0
Dharashiv,2010,Asphyxia,0
Dharashiv,2010,Pneumonia,0
Dharashiv,2010,Diarrhea,0
Dharashiv,2010,Fever,0
Dharashiv,2010,Measles,0
Dharashiv,2010,Low Birth Weight,0
Dhule,2010,Sepsis,1
Dhule,2010,Asphyxia,1
Dhule,2010,Pneumonia,3
Dhule,2010,Diarrhea,0
Dhule,2010,Fever,2
Dhule,2010,Measles,0
Dhule,2010,Low Birth Weight,19
Gondia,2010,Sepsis,4
Gondia,2010,Asphyxia,4
Gondia,2010,Pneumonia,0
Gondia,2010,Diarrhea,0
Gondia,2010,Fever,1
Gondia,2010,Measles,0
Gondia,2010,Low Birth Weight,13
Hingoli,2010,Sepsis,0
Hingoli,2010,Asphyxia,0
Hingoli,2010,Pneumonia,0
Hingoli,2010,Diarrhea,0
Hingoli,2010,Fever,0
Hingoli,2010,Measles,0
Hingoli,2010,Low Birth Weight,6
Jalgaon,2010,Sepsis,2
Jalgaon,2010,Asphyxia,20
Jalgaon,2010,Pneumonia,4
Jalgaon,2010,Diarrhea,2
Jalgaon,2010,Fever,2
Jalgaon,2010,Measles,0
Jalgaon,2010,Low Birth Weight,38
Jalna,2010,Sepsis,0
Jalna,2010,Asphyxia,0
Jalna,2010,Pneumonia,9
Jalna,2010,Diarrhea,14
Jalna,2010,Fever,14
Jalna,2010,Measles,0
Jalna,2010,Low Birth Weight,0
Kolhapur,2010,Sepsis,3
Kolhapur,2010,Asphyxia,2
Kolhapur,2010,Pneumonia,1
Kolhapur,2010,Diarrhea,0
Kolhapur,2010,Fever,0
Kolhapur,2010,Measles,0
Kolhapur,2010,Low Birth Weight,4
Latur,2010,Sepsis,0
Latur,2010,Asphyxia,0
Latur,2010,Pneumonia,0
Latur,2010,Diarrhea,0
Latur,2010,Fever,0
Latur,2010,Measles,0
Latur,2010,Low Birth Weight,0
Mumbai,2010,Sepsis,6
Mumbai,2010,Asphyxia,10
Mumbai,2010,Pneumonia,11
Mumbai,2010,Diarrhea,2
Mumbai,2010,Fever,1
Mumbai,2010,Measles,0
Mumbai,2010,Low Birth Weight,14
Nagpur,2010,Sepsis,0
Nagpur,2010,Asphyxia,0
Nagpur,2010,Pneumonia,0
Nagpur,2010,Diarrhea,0
Nagpur,2010,Fever,0
Nagpur,2010,Measles,0
Nagpur,2010,Low Birth Weight,0
Nanded,2010,Sepsis,0
Nanded,2010,Asphyxia,1
Nanded,2010,Pneumonia,0
Nanded,2010,Diarrhea,0
Nanded,2010,Fever,0
Nanded,2010,Measles,0
Nanded,2010,Low Birth Weight,50
Nandurbar,2010,Sepsis,5
Nandurbar,2010,Asphyxia,10
Nandurbar,2010,Pneumonia,1
Nandurbar,2010,Diarrhea,2
Nandurbar,2010,Fever,0
Nandurbar,2010,Measles,0
Nandurbar,2010,Low Birth Weight,22
Nashik,2010,Sepsis,0
Nashik,2010,Asphyxia,0
Nashik,2010,Pneumonia,0
Nashik,2010,Diarrhea,0
Nashik,2010,Fever,0
Nashik,2010,Measles,0
Nashik,2010,Low Birth Weight,0
Parbhani,2010,Sepsis,15
Parbhani,2010,Asphyxia,7
Parbhani,2010,Pneumonia,13
Parbhani,2010,Diarrhea,1
Parbhani,2010,Fever,6
Parbhani,2010,Measles,0
Parbhani,2010,Low Birth Weight,32
Pune,2010,Sepsis,4
Pune,2010,Asphyxia,6
Pune,2010,Pneumonia,3
Pune,2010,Diarrhea,1
Pune,2010,Fever,3
Pune,2010,Measles,0
Pune,2010,Low Birth Weight,7
Raigad,2010,Sepsis,3
Raigad,2010,Asphyxia,0
Raigad,2010,Pneumonia,6
Raigad,2010,Diarrhea,2
Raigad,2010,Fever,4
Raigad,2010,Measles,0
Raigad,2010,Low Birth Weight,13
Ratnagiri,2010,Sepsis,0
Ratnagiri,2010,Asphyxia,2
Ratnagiri,2010,Pneumonia,2
Ratnagiri,2010,Diarrhea,1
Ratnagiri,2010,Fever,2
Ratnagiri,2010,Measles,0
Ratnagiri,2010,Low Birth Weight,21
Sangli,2010,Sepsis,1
Sangli,2010,Asphyxia,1
Sangli,2010,Pneumonia,2
Sangli,2010,Diarrhea,1
Sangli,2010,Fever,2
Sangli,2010,Measles,0
Sangli,2010,Low Birth Weight,23
Satara,2010,Sepsis,2
Satara,2010,Asphyxia,5
Satara,2010,Pneumonia,0
Satara,2010,Diarrhea,0
Satara,2010,Fever,0
Satara,2010,Measles,0
Satara,2010,Low Birth Weight,3
Sindhudurg,2010,Sepsis,3
Sindhudurg,2010,Asphyxia,8
Sindhudurg,2010,Pneumonia,0
Sindhudurg,2010,Diarrhea,0
Sindhudurg,2010,Fever,0
Sindhudurg,2010,Measles,0
Sindhudurg,2010,Low Birth Weight,27
Solapur,2010,Sepsis,1
Solapur,2010,Asphyxia,4
Solapur,2010,Pneumonia,5
Solapur,2010,Diarrhea,0
Solapur,2010,Fever,0
Solapur,2010,Measles,0
Solapur,2010,Low Birth Weight,17
Thane,2010,Sepsis,4
Thane,2010,Asphyxia,3
Thane,2010,Pneumonia,4
Thane,2010,Diarrhea,4
Thane,2010,Fever,5
Thane,2010,Measles,0
Thane,2010,Low Birth Weight,13
Wardha,2010,Sepsis,0
Wardha,2010,Asphyxia,0
Wardha,2010,Pneumonia,0
Wardha,2010,Diarrhea,0
Wardha,2010,Fever,0
Wardha,2010,Measles,0
Wardha,2010,Low Birth Weight,0
Washim,2010,Sepsis,0
Washim,2010,Asphyxia,0
Washim,2010,Pneumonia,0
Washim,2010,Diarrhea,0
Washim,2010,Fever,0
Washim,2010,Measles,0
Washim,2010,Low Birth Weight,0
Yavatmal,2010,Sepsis,0
Yavatmal,2010,Asphyxia,0
Yavatmal,2010,Pneumonia,0
Yavatmal,2010,Diarrhea,0
Yavatmal,2010,Fever,0
Yavatmal,2010,Measles,0
Yavatmal,2010,Low Birth Weight,41
Ahilyanagar,2009,Sepsis,0
Ahilyanagar,2009,Asphyxia,0
Ahilyanagar,2009,Pneumonia,0
Ahilyanagar,2009,Diarrhea,0
Ahilyanagar,2009,Fever,0
Ahilyanagar,2009,Measles,0
Ahilyanagar,2009,Low Birth Weight,1
Akola,2009,Sepsis,2
Akola,2009,Asphyxia,1
Akola,2009,Pneumonia,5
Akola,2009,Diarrhea,11
Akola,2009,Fever,69
Akola,2009,Measles,7
Akola,2009,Low Birth Weight,7
Amravati,2009,Sepsis,1
Amravati,2009,Asphyxia,3
Amravati,2009,Pneumonia,0
Amravati,2009,Diarrhea,0
Amravati,2009,Fever,0
Amravati,2009,Measles,0
Amravati,2009,Low Birth Weight,3
Beed,2009,Sepsis,0
Beed,2009,Asphyxia,0
Beed,2009,Pneumonia,100
Beed,2009,Diarrhea,0
Beed,2009,Fever,0
Beed,2009,Measles,0
Beed,2009,Low Birth Weight,0
Chandrapur,2009,Sepsis,0
Chandrapur,2009,Asphyxia,0
Chandrapur,2009,Pneumonia,0
Chandrapur,2009,Diarrhea,0
Chandrapur,2009,Fever,0
Chandrapur,2009,Measles,0
Chandrapur,2009,Low Birth Weight,0
Chh. Sambhaji Nagar,2009,Sepsis,0
Chh. Sambhaji Nagar,2009,Asphyxia,0
Chh. Sambhaji Nagar,2009,Pneumonia,0
Chh. Sambhaji Nagar,2009,Diarrhea,0
Chh. Sambhaji Nagar,2009,Fever,0
Chh. Sambhaji Nagar,2009,Measles,0
Chh. Sambhaji Nagar,2009,Low Birth Weight,0
Dharashiv,2009,Sepsis,0
Dharashiv,2009,Asphyxia,0
Dharashiv,2009,Pneumonia,0
Dharashiv,2009,Diarrhea,0
Dharashiv,2009,Fever,0
Dharashiv,2009,Measles,0
Dharashiv,2009,Low Birth Weight,0
Dhule,2009,Sepsis,4
Dhule,2009,Asphyxia,5
Dhule,2009,Pneumonia,9
Dhule,2009,Diarrhea,2
Dhule,2009,Fever,14
Dhule,2009,Measles,2
Dhule,2009,Low Birth Weight,30
Gadchiroli,2009,Sepsis,0
Gadchiroli,2009,Asphyxia,0
Gadchiroli,2009,Pneumonia,0
Gadchiroli,2009,Diarrhea,0
Gadchiroli,2009,Fever,0
Gadchiroli,2009,Measles,0
Gadchiroli,2009,Low Birth Weight,0
Hingoli,2009,Sepsis,0
Hingoli,2009,Asphyxia,0
Hingoli,2009,Pneumonia,0
Hingoli,2009,Diarrhea,0
Hingoli,2009,Fever,0
Hingoli,2009,Measles,0
Hingoli,2009,Low Birth Weight,0
Jalgaon,2009,Sepsis,1
Jalgaon,2009,Asphyxia,20
Jalgaon,2009,Pneumonia,5
Jalgaon,2009,Diarrhea,0
Jalgaon,2009,Fever,1
Jalgaon,2009,Measles,1
Jalgaon,2009,Low Birth Weight,50
Jalna,2009,Sepsis,0
Jalna,2009,Asphyxia,0
Jalna,2009,Pneumonia,0
Jalna,2009,Diarrhea,0
Jalna,2009,Fever,0
Jalna,2009,Measles,0
Jalna,2009,Low Birth Weight,0
Kolhapur,2009,Sepsis,0
Kolhapur,2009,Asphyxia,0
Kolhapur,2009,Pneumonia,0
Kolhapur,2009,Diarrhea,0
Kolhapur,2009,Fever,0
Kolhapur,2009,Measles,0
Kolhapur,2009,Low Birth Weight,0
Latur,2009,Sepsis,0
Latur,2009,Asphyxia,0
Latur,2009,Pneumonia,0
Latur,2009,Diarrhea,0
Latur,2009,Fever,0
Latur,2009,Measles,0
Latur,2009,Low Birth Weight,0
Nagpur,2009,Sepsis,0
Nagpur,2009,Asphyxia,0
Nagpur,2009,Pneumonia,0
Nagpur,2009,Diarrhea,0
Nagpur,2009,Fever,0
Nagpur,2009,Measles,0
Nagpur,2009,Low Birth Weight,0
Nanded,2009,Sepsis,34
Nanded,2009,Asphyxia,0
Nanded,2009,Pneumonia,0
Nanded,2009,Diarrhea,0
Nanded,2009,Fever,0
Nanded,2009,Measles,0
Nanded,2009,Low Birth Weight,67
Nashik,2009,Sepsis,0
Nashik,2009,Asphyxia,0
Nashik,2009,Pneumonia,0
Nashik,2009,Diarrhea,0
Nashik,2009,Fever,0
Nashik,2009,Measles,0
Nashik,2009,Low Birth Weight,0
Parbhani,2009,Sepsis,0
Parbhani,2009,Asphyxia,0
Parbhani,2009,Pneumonia,0
Parbhani,2009,Diarrhea,0
Parbhani,2009,Fever,0
Parbhani,2009,Measles,0
Parbhani,2009,Low Birth Weight,0
Pune,2009,Sepsis,12
Pune,2009,Asphyxia,16
Pune,2009,Pneumonia,12
Pune,2009,Diarrhea,8
