District,Year,Taluka,Select Variable,Percentage
Palghar,2015,Dahanu,Infants with Moderate Acute Malnutrition,9.25
Palghar,2015,Dahanu,Infants with Severe Acute Malnutrition,1.34
Palghar,2015,Vikramgad,Infants at Normal Weight,77.23
Palghar,2015,Vikramgad,Infants with Moderate Acute Malnutrition,19.59
Palghar,2015,Vikramgad,Infants with Severe Acute Malnutrition,3.17
Palghar,2015,Javhar,Infants at Normal Weight,54.02
Palghar,2015,Javhar,Infants with Moderate Acute Malnutrition,35.89
Palghar,2015,Javhar,Infants with Severe Acute Malnutrition,10.1
Palghar,2015,Mokhada,Infants at Normal Weight,76.75
Palghar,2015,Mokhada,Infants with Moderate Acute Malnutrition,20.69
Palghar,2015,Mokhada,Infants with Severe Acute Malnutrition,2.56
Palghar,2015,Wada,Infants at Normal Weight,61.16
Palghar,2015,Wada,Infants with Moderate Acute Malnutrition,33.93
Palghar,2015,Wada,Infants with Severe Acute Malnutrition,4.91
Palghar,2015,Palghar,Infants at Normal Weight,66.44
Palghar,2015,Palghar,Infants with Moderate Acute Malnutrition,28.06
Palghar,2015,Palghar,Infants with Severe Acute Malnutrition,5.5
Palghar,2015,Vasai,Infants at Normal Weight,81.22
Palghar,2015,Vasai,Infants with Moderate Acute Malnutrition,14.08
Palghar,2015,Vasai,Infants with Severe Acute Malnutrition,4.69
Palghar,2016,Talasari,Infants at Normal Weight,76.95
Palghar,2016,Talasari,Infants with Moderate Acute Malnutrition,20.77
Palghar,2016,Talasari,Infants with Severe Acute Malnutrition,2.28
Palghar,2016,Dahanu,Infants at Normal Weight,76.25
Palghar,2016,Dahanu,Infants with Moderate Acute Malnutrition,20.48
Palghar,2016,Dahanu,Infants with Severe Acute Malnutrition,3.28
Palghar,2016,Vikramgad,Infants at Normal Weight,61.62
Palghar,2016,Vikramgad,Infants with Moderate Acute Malnutrition,30.77
Palghar,2016,Vikramgad,Infants with Severe Acute Malnutrition,7.62
Palghar,2016,Javhar,Infants at Normal Weight,53.49
Palghar,2016,Javhar,Infants with Moderate Acute Malnutrition,35.77
Palghar,2016,Javhar,Infants with Severe Acute Malnutrition,10.74
Palghar,2016,Mokhada,Infants at Normal Weight,58.63
Palghar,2016,Mokhada,Infants with Moderate Acute Malnutrition,35.37
Palghar,2016,Mokhada,Infants with Severe Acute Malnutrition,5.99
Palghar,2016,Wada,Infants at Normal Weight,79.3
Palghar,2016,Wada,Infants with Moderate Acute Malnutrition,16.11
Palghar,2016,Wada,Infants with Severe Acute Malnutrition,4.6
Palghar,2016,Palghar,Infants at Normal Weight,86.01
Palghar,2016,Palghar,Infants with Moderate Acute Malnutrition,12.3
Palghar,2016,Palghar,Infants with Severe Acute Malnutrition,1.69
Palghar,2016,Vasai,Infants at Normal Weight,89
Palghar,2016,Vasai,Infants with Moderate Acute Malnutrition,9.77
Palghar,2016,Vasai,Infants with Severe Acute Malnutrition,1.23
Palghar,2017,Talasari,Infants at Normal Weight,75.48
Palghar,2017,Talasari,Infants with Moderate Acute Malnutrition,21.56
Palghar,2017,Talasari,Infants with Severe Acute Malnutrition,2.96
Palghar,2017,Dahanu,Infants at Normal Weight,75.74
Palghar,2017,Dahanu,Infants with Moderate Acute Malnutrition,20.36
Palghar,2017,Dahanu,Infants with Severe Acute Malnutrition,3.9
Palghar,2017,Vikramgad,Infants at Normal Weight,63.73
Palghar,2017,Vikramgad,Infants with Moderate Acute Malnutrition,29.32
Palghar,2017,Vikramgad,Infants with Severe Acute Malnutrition,6.96
Palghar,2017,Javhar,Infants at Normal Weight,54.79
Palghar,2017,Javhar,Infants with Moderate Acute Malnutrition,35.74
Palghar,2017,Javhar,Infants with Severe Acute Malnutrition,9.47
Palghar,2017,Mokhada,Infants at Normal Weight,60.56
Palghar,2017,Mokhada,Infants with Moderate Acute Malnutrition,34.19
Palghar,2017,Mokhada,Infants with Severe Acute Malnutrition,5.25
Palghar,2017,Wada,Infants at Normal Weight,79.79
Palghar,2017,Wada,Infants with Moderate Acute Malnutrition,16.12
Palghar,2017,Wada,Infants with Severe Acute Malnutrition,4.09
Palghar,2017,Palghar,Infants at Normal Weight,86.4
Palghar,2017,Palghar,Infants with Moderate Acute Malnutrition,12.05
Palghar,2017,Palghar,Infants with Severe Acute Malnutrition,1.55
Palghar,2017,Vasai,Infants at Normal Weight,88.9
Palghar,2017,Vasai,Infants with Moderate Acute Malnutrition,9.88
Palghar,2017,Vasai,Infants with Severe Acute Malnutrition,1.23
Palghar,2018,Talasari,Infants at Normal Weight,75.47
Palghar,2018,Talasari,Infants with Moderate Acute Malnutrition,22.09
Palghar,2018,Talasari,Infants with Severe Acute Malnutrition,2.44
Palghar,2018,Dahanu,Infants at Normal Weight,76.22
Palghar,2018,Dahanu,Infants with Moderate Acute Malnutrition,20.43
Palghar,2018,Dahanu,Infants with Severe Acute Malnutrition,3.36
Palghar,2018,Vikramgad,Infants at Normal Weight,62.28
Palghar,2018,Vikramgad,Infants with Moderate Acute Malnutrition,31.45
Palghar,2018,Vikramgad,Infants with Severe Acute Malnutrition,6.27
Palghar,2018,Javhar,Infants at Normal Weight,54.22
Palghar,2018,Javhar,Infants with Moderate Acute Malnutrition,35.67
Palghar,2018,Javhar,Infants with Severe Acute Malnutrition,10.11
Palghar,2018,Mokhada,Infants at Normal Weight,61.16
Palghar,2018,Mokhada,Infants with Moderate Acute Malnutrition,34.67
Palghar,2018,Mokhada,Infants with Severe Acute Malnutrition,4.18
Palghar,2018,Wada,Infants at Normal Weight,80.42
Palghar,2018,Wada,Infants with Moderate Acute Malnutrition,15.59
Palghar,2018,Wada,Infants with Severe Acute Malnutrition,3.99
Palghar,2018,Palghar,Infants at Normal Weight,86.82
Palghar,2018,Palghar,Infants with Moderate Acute Malnutrition,11.96
Palghar,2018,Palghar,Infants with Severe Acute Malnutrition,1.21
Palghar,2018,Vasai,Infants at Normal Weight,87.95
Palghar,2018,Vasai,Infants with Moderate Acute Malnutrition,10.94
Palghar,2018,Vasai,Infants with Severe Acute Malnutrition,1.11
Palghar,2019,Talasari,Infants at Normal Weight,70.24
Palghar,2019,Talasari,Infants with Moderate Acute Malnutrition,25.45
Palghar,2019,Talasari,Infants with Severe Acute Malnutrition,4.31
Palghar,2019,Dahanu,Infants at Normal Weight,74.1
Palghar,2019,Dahanu,Infants with Moderate Acute Malnutrition,21.68
Palghar,2019,Dahanu,Infants with Severe Acute Malnutrition,4.22
Palghar,2019,Vikramgad,Infants at Normal Weight,60.61
Palghar,2019,Vikramgad,Infants with Moderate Acute Malnutrition,31.11
Palghar,2019,Vikramgad,Infants with Severe Acute Malnutrition,8.28
Palghar,2019,Javhar,Infants at Normal Weight,53.56
Palghar,2019,Javhar,Infants with Moderate Acute Malnutrition,35.46
Palghar,2019,Javhar,Infants with Severe Acute Malnutrition,10.98
Palghar,2019,Mokhada,Infants at Normal Weight,63.35
Palghar,2019,Mokhada,Infants with Moderate Acute Malnutrition,31.9
Palghar,2019,Mokhada,Infants with Severe Acute Malnutrition,4.75
Palghar,2019,Wada,Infants at Normal Weight,77.84
Palghar,2019,Wada,Infants with Moderate Acute Malnutrition,17.58
Palghar,2019,Wada,Infants with Severe Acute Malnutrition,4.58
Palghar,2019,Palghar,Infants at Normal Weight,87.77
Palghar,2019,Palghar,Infants with Moderate Acute Malnutrition,11.04
Palghar,2019,Palghar,Infants with Severe Acute Malnutrition,1.19
Palghar,2019,Vasai,Infants at Normal Weight,86.02
Palghar,2019,Vasai,Infants with Moderate Acute Malnutrition,12.39
Palghar,2019,Vasai,Infants with Severe Acute Malnutrition,1.59
Palghar,2020,Talasari,Infants at Normal Weight,70.24
Palghar,2020,Talasari,Infants with Moderate Acute Malnutrition,25.45
Palghar,2020,Talasari,Infants with Severe Acute Malnutrition,4.31
Palghar,2020,Dahanu,Infants at Normal Weight,74.1
Palghar,2020,Dahanu,Infants with Moderate Acute Malnutrition,21.68
Palghar,2020,Dahanu,Infants with Severe Acute Malnutrition,4.22
Palghar,2020,Vikramgad,Infants at Normal Weight,60.61
Palghar,2020,Vikramgad,Infants with Moderate Acute Malnutrition,31.11
Palghar,2020,Vikramgad,Infants with Severe Acute Malnutrition,8.28
Palghar,2020,Javhar,Infants at Normal Weight,53.56
Palghar,2020,Javhar,Infants with Moderate Acute Malnutrition,35.46
Palghar,2020,Javhar,Infants with Severe Acute Malnutrition,10.98
Palghar,2020,Mokhada,Infants at Normal Weight,63.35
Palghar,2020,Mokhada,Infants with Moderate Acute Malnutrition,31.9
Palghar,2020,Mokhada,Infants with Severe Acute Malnutrition,4.75
Palghar,2020,Wada,Infants at Normal Weight,77.31
Palghar,2020,Wada,Infants with Moderate Acute Malnutrition,17.46
Palghar,2020,Wada,Infants with Severe Acute Malnutrition,4.54
Palghar,2020,Palghar,Infants at Normal Weight,87.77
Palghar,2020,Palghar,Infants with Moderate Acute Malnutrition,11.04
Palghar,2020,Palghar,Infants with Severe Acute Malnutrition,1.19
Palghar,2020,Vasai,Infants at Normal Weight,86.02
Palghar,2020,Vasai,Infants with Moderate Acute Malnutrition,12.39
Palghar,2020,Vasai,Infants with Severe Acute Malnutrition,1.59
Palghar,2021,Talasari,Infants at Normal Weight,72.17
Palghar,2021,Talasari,Infants with Moderate Acute Malnutrition,24.95
Palghar,2021,Talasari,Infants with Severe Acute Malnutrition,2.89
Palghar,2021,Dahanu,Infants at Normal Weight,75.38
Palghar,2021,Dahanu,Infants with Moderate Acute Malnutrition,20.83
Palghar,2021,Dahanu,Infants with Severe Acute Malnutrition,3.79
Palghar,2021,Vikramgad,Infants at Normal Weight,62.26
Palghar,2021,Vikramgad,Infants with Moderate Acute Malnutrition,31.53
Palghar,2021,Vikramgad,Infants with Severe Acute Malnutrition,6.21
Palghar,2021,Javhar,Infants at Normal Weight,54.39
Palghar,2021,Javhar,Infants with Moderate Acute Malnutrition,35.93
Palghar,2021,Javhar,Infants with Severe Acute Malnutrition,9.68
Palghar,2021,Mokhada,Infants at Normal Weight,69.22
Palghar,2021,Mokhada,Infants with Moderate Acute Malnutrition,26.6
Palghar,2021,Mokhada,Infants with Severe Acute Malnutrition,4.18
Palghar,2021,Wada,Infants at Normal Weight,80.32
Palghar,2021,Wada,Infants with Moderate Acute Malnutrition,15.68
Palghar,2021,Wada,Infants with Severe Acute Malnutrition,4
Palghar,2021,Palghar,Infants at Normal Weight,86.91
Palghar,2021,Palghar,Infants with Moderate Acute Malnutrition,12.22
Palghar,2021,Palghar,Infants with Severe Acute Malnutrition,0.87
Palghar,2021,Vasai,Infants at Normal Weight,89.42
Palghar,2021,Vasai,Infants with Moderate Acute Malnutrition,9.71
Palghar,2021,Vasai,Infants with Severe Acute Malnutrition,0.87
Parbhani,2013,Selu,Infants at Normal Weight,93.49
Parbhani,2013,Selu,Infants with Moderate Acute Malnutrition,4.89
Parbhani,2013,Selu,Infants with Severe Acute Malnutrition,1.62
Parbhani,2013,Jintur,Infants at Normal Weight,94.89
Parbhani,2013,Jintur,Infants with Moderate Acute Malnutrition,4.07
Parbhani,2013,Jintur,Infants with Severe Acute Malnutrition,1.03
Parbhani,2013,Parbhani,Infants at Normal Weight,91.51
Parbhani,2013,Parbhani,Infants with Moderate Acute Malnutrition,6.9
Parbhani,2013,Parbhani,Infants with Severe Acute Malnutrition,1.59
Parbhani,2013,Manvat,Infants at Normal Weight,95.95
Parbhani,2013,Manvat,Infants with Moderate Acute Malnutrition,3.09
Parbhani,2013,Manvat,Infants with Severe Acute Malnutrition,0.97
Parbhani,2013,Pathari,Infants at Normal Weight,94.85
Parbhani,2013,Pathari,Infants with Moderate Acute Malnutrition,3.9
Parbhani,2013,Pathari,Infants with Severe Acute Malnutrition,1.25
Parbhani,2013,Sonpeth,Infants at Normal Weight,93.98
Parbhani,2013,Sonpeth,Infants with Moderate Acute Malnutrition,4.83
Parbhani,2013,Sonpeth,Infants with Severe Acute Malnutrition,1.19
Parbhani,2013,Gangakhed,Infants at Normal Weight,95.34
Parbhani,2013,Gangakhed,Infants with Moderate Acute Malnutrition,3.63
Parbhani,2013,Gangakhed,Infants with Severe Acute Malnutrition,1.03
Parbhani,2013,Palam,Infants at Normal Weight,93.54
Parbhani,2013,Palam,Infants with Moderate Acute Malnutrition,5.41
Parbhani,2013,Palam,Infants with Severe Acute Malnutrition,1.05
Parbhani,2013,Purna,Infants at Normal Weight,92.14
Parbhani,2013,Purna,Infants with Moderate Acute Malnutrition,6.44
Parbhani,2013,Purna,Infants with Severe Acute Malnutrition,1.42
Parbhani,2014,Selu,Infants at Normal Weight,92.59
Parbhani,2014,Selu,Infants with Moderate Acute Malnutrition,5.77
Parbhani,2014,Selu,Infants with Severe Acute Malnutrition,1.63
Parbhani,2014,Jintur,Infants at Normal Weight,94.44
Parbhani,2014,Jintur,Infants with Moderate Acute Malnutrition,4.4
Parbhani,2014,Jintur,Infants with Severe Acute Malnutrition,1.16
Parbhani,2014,Parbhani,Infants at Normal Weight,90.94
Parbhani,2014,Parbhani,Infants with Moderate Acute Malnutrition,7.73
Parbhani,2014,Parbhani,Infants with Severe Acute Malnutrition,1.33
Parbhani,2014,Manvat,Infants at Normal Weight,96.99
Parbhani,2014,Manvat,Infants with Moderate Acute Malnutrition,2.48
Parbhani,2014,Manvat,Infants with Severe Acute Malnutrition,0.53
Parbhani,2014,Pathari,Infants at Normal Weight,92.62
Parbhani,2014,Pathari,Infants with Moderate Acute Malnutrition,6.11
Parbhani,2014,Pathari,Infants with Severe Acute Malnutrition,1.27
Parbhani,2014,Sonpeth,Infants at Normal Weight,94.33
Parbhani,2014,Sonpeth,Infants with Moderate Acute Malnutrition,4.66
Parbhani,2014,Sonpeth,Infants with Severe Acute Malnutrition,1.01
Parbhani,2014,Gangakhed,Infants at Normal Weight,95.64
Parbhani,2014,Gangakhed,Infants with Moderate Acute Malnutrition,3.52
Parbhani,2014,Gangakhed,Infants with Severe Acute Malnutrition,0.84
Parbhani,2014,Palam,Infants at Normal Weight,93.75
Parbhani,2014,Palam,Infants with Moderate Acute Malnutrition,5.29
Parbhani,2014,Palam,Infants with Severe Acute Malnutrition,0.96
Parbhani,2014,Purna,Infants at Normal Weight,93.16
Parbhani,2014,Purna,Infants with Moderate Acute Malnutrition,5.52
Parbhani,2014,Purna,Infants with Severe Acute Malnutrition,1.32
Parbhani,2015,Selu,Infants at Normal Weight,88.02
Parbhani,2015,Selu,Infants with Moderate Acute Malnutrition,5.31
Parbhani,2015,Selu,Infants with Severe Acute Malnutrition,1.39
Parbhani,2015,Jintur,Infants at Normal Weight,92.59
Parbhani,2015,Jintur,Infants with Moderate Acute Malnutrition,4.64
Parbhani,2015,Jintur,Infants with Severe Acute Malnutrition,1.24
Parbhani,2015,Parbhani,Infants at Normal Weight,91.64
Parbhani,2015,Parbhani,Infants with Moderate Acute Malnutrition,6.98
Parbhani,2015,Parbhani,Infants with Severe Acute Malnutrition,1.38
Parbhani,2015,Manvat,Infants at Normal Weight,93.84
Parbhani,2015,Manvat,Infants with Moderate Acute Malnutrition,3.04
Parbhani,2015,Manvat,Infants with Severe Acute Malnutrition,0.79
Parbhani,2015,Pathari,Infants at Normal Weight,89.76
Parbhani,2015,Pathari,Infants with Moderate Acute Malnutrition,5.9
Parbhani,2015,Pathari,Infants with Severe Acute Malnutrition,1.24
Parbhani,2015,Sonpeth,Infants at Normal Weight,90.38
Parbhani,2015,Sonpeth,Infants with Moderate Acute Malnutrition,4.85
Parbhani,2015,Sonpeth,Infants with Severe Acute Malnutrition,1.22
Parbhani,2015,Gangakhed,Infants at Normal Weight,87.97
Parbhani,2015,Gangakhed,Infants with Moderate Acute Malnutrition,4.2
Parbhani,2015,Gangakhed,Infants with Severe Acute Malnutrition,0.82
Parbhani,2015,Palam,Infants at Normal Weight,93.23
Parbhani,2015,Palam,Infants with Moderate Acute Malnutrition,5.67
Parbhani,2015,Palam,Infants with Severe Acute Malnutrition,1.09
Parbhani,2015,Purna,Infants at Normal Weight,86.95
Parbhani,2015,Purna,Infants with Moderate Acute Malnutrition,5.16
Parbhani,2015,Purna,Infants with Severe Acute Malnutrition,1.09
Parbhani,2016,Selu,Infants at Normal Weight,93.29
Parbhani,2016,Selu,Infants with Moderate Acute Malnutrition,5.31
Parbhani,2016,Selu,Infants with Severe Acute Malnutrition,1.4
Parbhani,2016,Jintur,Infants at Normal Weight,94.5
Parbhani,2016,Jintur,Infants with Moderate Acute Malnutrition,4.47
Parbhani,2016,Jintur,Infants with Severe Acute Malnutrition,1.03
Parbhani,2016,Parbhani,Infants at Normal Weight,92.45
Parbhani,2016,Parbhani,Infants with Moderate Acute Malnutrition,6.37
Parbhani,2016,Parbhani,Infants with Severe Acute Malnutrition,1.17
Parbhani,2016,Manvat,Infants at Normal Weight,95.43
Parbhani,2016,Manvat,Infants with Moderate Acute Malnutrition,3.66
Parbhani,2016,Manvat,Infants with Severe Acute Malnutrition,0.9
Parbhani,2016,Pathari,Infants at Normal Weight,93.24
Parbhani,2016,Pathari,Infants with Moderate Acute Malnutrition,5.58
Parbhani,2016,Pathari,Infants with Severe Acute Malnutrition,1.18
Parbhani,2016,Sonpeth,Infants at Normal Weight,94.07
Parbhani,2016,Sonpeth,Infants with Moderate Acute Malnutrition,5.06
Parbhani,2016,Sonpeth,Infants with Severe Acute Malnutrition,0.87
Parbhani,2016,Gangakhed,Infants at Normal Weight,96.03
Parbhani,2016,Gangakhed,Infants with Moderate Acute Malnutrition,3.31
Parbhani,2016,Gangakhed,Infants with Severe Acute Malnutrition,0.66
Parbhani,2016,Palam,Infants at Normal Weight,93.56
Parbhani,2016,Palam,Infants with Moderate Acute Malnutrition,5.29
Parbhani,2016,Palam,Infants with Severe Acute Malnutrition,1.14
Parbhani,2016,Purna,Infants at Normal Weight,94.06
Parbhani,2016,Purna,Infants with Moderate Acute Malnutrition,4.69
Parbhani,2016,Purna,Infants with Severe Acute Malnutrition,1.26
Parbhani,2017,Selu,Infants at Normal Weight,92.88
Parbhani,2017,Selu,Infants with Moderate Acute Malnutrition,5.96
Parbhani,2017,Selu,Infants with Severe Acute Malnutrition,1.16
Parbhani,2017,Jintur,Infants at Normal Weight,94.34
Parbhani,2017,Jintur,Infants with Moderate Acute Malnutrition,4.47
Parbhani,2017,Jintur,Infants with Severe Acute Malnutrition,1.19
Parbhani,2017,Parbhani,Infants at Normal Weight,90.1
Parbhani,2017,Parbhani,Infants with Moderate Acute Malnutrition,8.4
Parbhani,2017,Parbhani,Infants with Severe Acute Malnutrition,1.5
Parbhani,2017,Manvat,Infants at Normal Weight,93.75
Parbhani,2017,Manvat,Infants with Moderate Acute Malnutrition,5.08
Parbhani,2017,Manvat,Infants with Severe Acute Malnutrition,1.17
Parbhani,2017,Pathari,Infants at Normal Weight,91.41
Parbhani,2017,Pathari,Infants with Moderate Acute Malnutrition,7.19
Parbhani,2017,Pathari,Infants with Severe Acute Malnutrition,1.4
Parbhani,2017,Sonpeth,Infants at Normal Weight,92.36
Parbhani,2017,Sonpeth,Infants with Moderate Acute Malnutrition,6.03
Parbhani,2017,Sonpeth,Infants with Severe Acute Malnutrition,1.61
Parbhani,2017,Gangakhed,Infants at Normal Weight,94.87
Parbhani,2017,Gangakhed,Infants with Moderate Acute Malnutrition,4.28
Parbhani,2017,Gangakhed,Infants with Severe Acute Malnutrition,0.86
Parbhani,2017,Palam,Infants at Normal Weight,92.86
Parbhani,2017,Palam,Infants with Moderate Acute Malnutrition,5.84
Parbhani,2017,Palam,Infants with Severe Acute Malnutrition,1.3
Parbhani,2017,Purna,Infants at Normal Weight,93.83
Parbhani,2017,Purna,Infants with Moderate Acute Malnutrition,5
Parbhani,2017,Purna,Infants with Severe Acute Malnutrition,1.17
Parbhani,2018,Selu,Infants at Normal Weight,92.11
Parbhani,2018,Selu,Infants with Moderate Acute Malnutrition,6.62
Parbhani,2018,Selu,Infants with Severe Acute Malnutrition,1.27
Parbhani,2018,Jintur,Infants at Normal Weight,93.64
Parbhani,2018,Jintur,Infants with Moderate Acute Malnutrition,4.86
Parbhani,2018,Jintur,Infants with Severe Acute Malnutrition,1.5
Parbhani,2018,Parbhani,Infants at Normal Weight,89.53
Parbhani,2018,Parbhani,Infants with Moderate Acute Malnutrition,8.96
Parbhani,2018,Parbhani,Infants with Severe Acute Malnutrition,1.51
Parbhani,2018,Manvat,Infants at Normal Weight,93.63
Parbhani,2018,Manvat,Infants with Moderate Acute Malnutrition,4.92
Parbhani,2018,Manvat,Infants with Severe Acute Malnutrition,1.44
Parbhani,2018,Pathari,Infants at Normal Weight,90.42
Parbhani,2018,Pathari,Infants with Moderate Acute Malnutrition,7.9
Parbhani,2018,Pathari,Infants with Severe Acute Malnutrition,1.68
Parbhani,2018,Sonpeth,Infants at Normal Weight,95.12
Parbhani,2018,Sonpeth,Infants with Moderate Acute Malnutrition,4.15
Parbhani,2018,Sonpeth,Infants with Severe Acute Malnutrition,0.74
Parbhani,2018,Gangakhed,Infants at Normal Weight,92.89
Parbhani,2018,Gangakhed,Infants with Moderate Acute Malnutrition,6.04
Parbhani,2018,Gangakhed,Infants with Severe Acute Malnutrition,1.08
Parbhani,2018,Palam,Infants at Normal Weight,92.11
Parbhani,2018,Palam,Infants with Moderate Acute Malnutrition,6.49
