District,Year,Taluka,Select Variable,Percentage
Nashik,2018,Sinner,Infants with Moderate Acute Malnutrition,6.31
Nashik,2018,Sinner,Infants with Severe Acute Malnutrition,1.15
Nashik,2018,Nifad,Infants at Normal Weight,91.12
Nashik,2018,Nifad,Infants with Moderate Acute Malnutrition,7.3
Nashik,2018,Nifad,Infants with Severe Acute Malnutrition,1.58
Nashik,2018,Yewala,Infants at Normal Weight,92.38
Nashik,2018,Yewala,Infants with Moderate Acute Malnutrition,6.62
Nashik,2018,Yewala,Infants with Severe Acute Malnutrition,1
Nashik,2019,Surgana,Infants at Normal Weight,78.13
Nashik,2019,Surgana,Infants with Moderate Acute Malnutrition,17.28
Nashik,2019,Surgana,Infants with Severe Acute Malnutrition,4.59
Nashik,2019,Kalwan,Infants at Normal Weight,85.47
Nashik,2019,Kalwan,Infants with Moderate Acute Malnutrition,11.14
Nashik,2019,Kalwan,Infants with Severe Acute Malnutrition,2.25
Nashik,2019,Devala,Infants at Normal Weight,90.6
Nashik,2019,Devala,Infants with Moderate Acute Malnutrition,7.61
Nashik,2019,Devala,Infants with Severe Acute Malnutrition,1.79
Nashik,2019,Baglan,Infants at Normal Weight,89.22
Nashik,2019,Baglan,Infants with Moderate Acute Malnutrition,8.4
Nashik,2019,Baglan,Infants with Severe Acute Malnutrition,2.37
Nashik,2019,Malegaon,Infants at Normal Weight,84.96
Nashik,2019,Malegaon,Infants with Moderate Acute Malnutrition,13.77
Nashik,2019,Malegaon,Infants with Severe Acute Malnutrition,1.27
Nashik,2019,Nandgaon,Infants at Normal Weight,83.83
Nashik,2019,Nandgaon,Infants with Moderate Acute Malnutrition,12.93
Nashik,2019,Nandgaon,Infants with Severe Acute Malnutrition,3.24
Nashik,2019,Chandwad,Infants at Normal Weight,87.89
Nashik,2019,Chandwad,Infants with Moderate Acute Malnutrition,9.52
Nashik,2019,Chandwad,Infants with Severe Acute Malnutrition,2.59
Nashik,2019,Dindori,Infants at Normal Weight,83.33
Nashik,2019,Dindori,Infants with Moderate Acute Malnutrition,13.33
Nashik,2019,Dindori,Infants with Severe Acute Malnutrition,3.34
Nashik,2019,Peth,Infants at Normal Weight,70.28
Nashik,2019,Peth,Infants with Moderate Acute Malnutrition,23.51
Nashik,2019,Peth,Infants with Severe Acute Malnutrition,6.21
Nashik,2019,Trimbak,Infants at Normal Weight,67.64
Nashik,2019,Trimbak,Infants with Moderate Acute Malnutrition,24.25
Nashik,2019,Trimbak,Infants with Severe Acute Malnutrition,8.11
Nashik,2019,Nashik,Infants at Normal Weight,78.74
Nashik,2019,Nashik,Infants with Moderate Acute Malnutrition,16.37
Nashik,2019,Nashik,Infants with Severe Acute Malnutrition,4.28
Nashik,2019,Igatpuri,Infants at Normal Weight,75.69
Nashik,2019,Igatpuri,Infants with Moderate Acute Malnutrition,19.15
Nashik,2019,Igatpuri,Infants with Severe Acute Malnutrition,5.16
Nashik,2019,Sinner,Infants at Normal Weight,89.55
Nashik,2019,Sinner,Infants with Moderate Acute Malnutrition,8.68
Nashik,2019,Sinner,Infants with Severe Acute Malnutrition,1.78
Nashik,2019,Nifad,Infants at Normal Weight,85.18
Nashik,2019,Nifad,Infants with Moderate Acute Malnutrition,11.91
Nashik,2019,Nifad,Infants with Severe Acute Malnutrition,2.91
Nashik,2019,Yewala,Infants at Normal Weight,90.44
Nashik,2019,Yewala,Infants with Moderate Acute Malnutrition,7.9
Nashik,2019,Yewala,Infants with Severe Acute Malnutrition,1.66
Nashik,2020,Surgana,Infants at Normal Weight,85.09
Nashik,2020,Surgana,Infants with Moderate Acute Malnutrition,11.98
Nashik,2020,Surgana,Infants with Severe Acute Malnutrition,2.93
Nashik,2020,Kalwan,Infants at Normal Weight,87.43
Nashik,2020,Kalwan,Infants with Moderate Acute Malnutrition,9.98
Nashik,2020,Kalwan,Infants with Severe Acute Malnutrition,2.6
Nashik,2020,Devala,Infants at Normal Weight,90.49
Nashik,2020,Devala,Infants with Moderate Acute Malnutrition,7.83
Nashik,2020,Devala,Infants with Severe Acute Malnutrition,1.68
Nashik,2020,Baglan,Infants at Normal Weight,92.25
Nashik,2020,Baglan,Infants with Moderate Acute Malnutrition,5.94
Nashik,2020,Baglan,Infants with Severe Acute Malnutrition,1.81
Nashik,2020,Malegaon,Infants at Normal Weight,85.24
Nashik,2020,Malegaon,Infants with Moderate Acute Malnutrition,13.46
Nashik,2020,Malegaon,Infants with Severe Acute Malnutrition,1.3
Nashik,2020,Nandgaon,Infants at Normal Weight,90.61
Nashik,2020,Nandgaon,Infants with Moderate Acute Malnutrition,8.02
Nashik,2020,Nandgaon,Infants with Severe Acute Malnutrition,1.37
Nashik,2020,Chandwad,Infants at Normal Weight,90.62
Nashik,2020,Chandwad,Infants with Moderate Acute Malnutrition,7.45
Nashik,2020,Chandwad,Infants with Severe Acute Malnutrition,1.92
Nashik,2020,Dindori,Infants at Normal Weight,88.08
Nashik,2020,Dindori,Infants with Moderate Acute Malnutrition,9.7
Nashik,2020,Dindori,Infants with Severe Acute Malnutrition,2.22
Nashik,2020,Peth,Infants at Normal Weight,78.37
Nashik,2020,Peth,Infants with Moderate Acute Malnutrition,17.41
Nashik,2020,Peth,Infants with Severe Acute Malnutrition,4.23
Nashik,2020,Trimbak,Infants at Normal Weight,72
Nashik,2020,Trimbak,Infants with Moderate Acute Malnutrition,21.21
Nashik,2020,Trimbak,Infants with Severe Acute Malnutrition,6.83
Nashik,2020,Nashik,Infants at Normal Weight,83.01
Nashik,2020,Nashik,Infants with Moderate Acute Malnutrition,13.68
Nashik,2020,Nashik,Infants with Severe Acute Malnutrition,3.3
Nashik,2020,Igatpuri,Infants at Normal Weight,83.43
Nashik,2020,Igatpuri,Infants with Moderate Acute Malnutrition,13.01
Nashik,2020,Igatpuri,Infants with Severe Acute Malnutrition,3.59
Nashik,2020,Sinner,Infants at Normal Weight,92.46
Nashik,2020,Sinner,Infants with Moderate Acute Malnutrition,6.47
Nashik,2020,Sinner,Infants with Severe Acute Malnutrition,1.07
Nashik,2020,Nifad,Infants at Normal Weight,88.57
Nashik,2020,Nifad,Infants with Moderate Acute Malnutrition,9.35
Nashik,2020,Nifad,Infants with Severe Acute Malnutrition,2.08
Nashik,2020,Yewala,Infants at Normal Weight,93.36
Nashik,2020,Yewala,Infants with Moderate Acute Malnutrition,5.47
Nashik,2020,Yewala,Infants with Severe Acute Malnutrition,1.17
Nashik,2021,Surgana,Infants at Normal Weight,85.82
Nashik,2021,Surgana,Infants with Moderate Acute Malnutrition,0.45
Nashik,2021,Surgana,Infants with Severe Acute Malnutrition,0.06
Nashik,2021,Kalwan,Infants at Normal Weight,90.2
Nashik,2021,Kalwan,Infants with Moderate Acute Malnutrition,0.61
Nashik,2021,Kalwan,Infants with Severe Acute Malnutrition,0.04
Nashik,2021,Devala,Infants at Normal Weight,91.68
Nashik,2021,Devala,Infants with Moderate Acute Malnutrition,0.69
Nashik,2021,Devala,Infants with Severe Acute Malnutrition,0.07
Nashik,2021,Baglan,Infants at Normal Weight,94.1
Nashik,2021,Baglan,Infants with Moderate Acute Malnutrition,0.82
Nashik,2021,Baglan,Infants with Severe Acute Malnutrition,0.07
Nashik,2021,Malegaon,Infants at Normal Weight,93.38
Nashik,2021,Malegaon,Infants with Moderate Acute Malnutrition,2.98
Nashik,2021,Malegaon,Infants with Severe Acute Malnutrition,0.52
Nashik,2021,Nandgaon,Infants at Normal Weight,93.92
Nashik,2021,Nandgaon,Infants with Moderate Acute Malnutrition,2.28
Nashik,2021,Nandgaon,Infants with Severe Acute Malnutrition,0.46
Nashik,2021,Chandwad,Infants at Normal Weight,92.55
Nashik,2021,Chandwad,Infants with Moderate Acute Malnutrition,0.54
Nashik,2021,Chandwad,Infants with Severe Acute Malnutrition,0.05
Nashik,2021,Dindori,Infants at Normal Weight,90.1
Nashik,2021,Dindori,Infants with Moderate Acute Malnutrition,0.46
Nashik,2021,Dindori,Infants with Severe Acute Malnutrition,0.04
Nashik,2021,Peth,Infants at Normal Weight,81.2
Nashik,2021,Peth,Infants with Moderate Acute Malnutrition,0.5
Nashik,2021,Peth,Infants with Severe Acute Malnutrition,0.08
Nashik,2021,Trimbak,Infants at Normal Weight,75.02
Nashik,2021,Trimbak,Infants with Moderate Acute Malnutrition,1.48
Nashik,2021,Trimbak,Infants with Severe Acute Malnutrition,0.27
Nashik,2021,Nashik,Infants at Normal Weight,85.93
Nashik,2021,Nashik,Infants with Moderate Acute Malnutrition,7.38
Nashik,2021,Nashik,Infants with Severe Acute Malnutrition,1.53
Nashik,2021,Igatpuri,Infants at Normal Weight,86.04
Nashik,2021,Igatpuri,Infants with Moderate Acute Malnutrition,1.06
Nashik,2021,Igatpuri,Infants with Severe Acute Malnutrition,0.11
Nashik,2021,Sinner,Infants at Normal Weight,92.46
Nashik,2021,Sinner,Infants with Moderate Acute Malnutrition,1.15
Nashik,2021,Sinner,Infants with Severe Acute Malnutrition,0.13
Nashik,2021,Nifad,Infants at Normal Weight,91.52
Nashik,2021,Nifad,Infants with Moderate Acute Malnutrition,0.94
Nashik,2021,Nifad,Infants with Severe Acute Malnutrition,0.1
Nashik,2021,Yewala,Infants at Normal Weight,94.57
Nashik,2021,Yewala,Infants with Moderate Acute Malnutrition,0.5
Nashik,2021,Yewala,Infants with Severe Acute Malnutrition,0.05
Dharashiv,2012,Paranda,Infants at Normal Weight,92.24
Dharashiv,2012,Paranda,Infants with Moderate Acute Malnutrition,6.84
Dharashiv,2012,Paranda,Infants with Severe Acute Malnutrition,0.92
Dharashiv,2012,Bhum,Infants at Normal Weight,93.31
Dharashiv,2012,Bhum,Infants with Moderate Acute Malnutrition,5.9
Dharashiv,2012,Bhum,Infants with Severe Acute Malnutrition,0.79
Dharashiv,2012,Washi,Infants at Normal Weight,94.07
Dharashiv,2012,Washi,Infants with Moderate Acute Malnutrition,4.92
Dharashiv,2012,Washi,Infants with Severe Acute Malnutrition,1.01
Dharashiv,2012,Kalamb,Infants at Normal Weight,89.94
Dharashiv,2012,Kalamb,Infants with Moderate Acute Malnutrition,8.51
Dharashiv,2012,Kalamb,Infants with Severe Acute Malnutrition,1.55
Dharashiv,2012,Dharashiv,Infants at Normal Weight,87.44
Dharashiv,2012,Dharashiv,Infants with Moderate Acute Malnutrition,10.5
Dharashiv,2012,Dharashiv,Infants with Severe Acute Malnutrition,2.06
Dharashiv,2012,Tuljapur,Infants at Normal Weight,89.08
Dharashiv,2012,Tuljapur,Infants with Moderate Acute Malnutrition,9.54
Dharashiv,2012,Tuljapur,Infants with Severe Acute Malnutrition,1.38
Dharashiv,2012,Lohara,Infants at Normal Weight,93.51
Dharashiv,2012,Lohara,Infants with Moderate Acute Malnutrition,5.32
Dharashiv,2012,Lohara,Infants with Severe Acute Malnutrition,1.18
Dharashiv,2012,Umaraga,Infants at Normal Weight,91.59
Dharashiv,2012,Umaraga,Infants with Moderate Acute Malnutrition,7.35
Dharashiv,2012,Umaraga,Infants with Severe Acute Malnutrition,1.06
Dharashiv,2013,Paranda,Infants at Normal Weight,90.53
Dharashiv,2013,Paranda,Infants with Moderate Acute Malnutrition,8.23
Dharashiv,2013,Paranda,Infants with Severe Acute Malnutrition,1.24
Dharashiv,2013,Bhum,Infants at Normal Weight,93.75
Dharashiv,2013,Bhum,Infants with Moderate Acute Malnutrition,5.33
Dharashiv,2013,Bhum,Infants with Severe Acute Malnutrition,0.92
Dharashiv,2013,Washi,Infants at Normal Weight,92.62
Dharashiv,2013,Washi,Infants with Moderate Acute Malnutrition,5.99
Dharashiv,2013,Washi,Infants with Severe Acute Malnutrition,1.39
Dharashiv,2013,Kalamb,Infants at Normal Weight,87.62
Dharashiv,2013,Kalamb,Infants with Moderate Acute Malnutrition,10.42
Dharashiv,2013,Kalamb,Infants with Severe Acute Malnutrition,1.96
Dharashiv,2013,Dharashiv,Infants at Normal Weight,85.6
Dharashiv,2013,Dharashiv,Infants with Moderate Acute Malnutrition,12.01
Dharashiv,2013,Dharashiv,Infants with Severe Acute Malnutrition,2.39
Dharashiv,2013,Tuljapur,Infants at Normal Weight,99.23
Dharashiv,2013,Tuljapur,Infants with Moderate Acute Malnutrition,0.67
Dharashiv,2013,Tuljapur,Infants with Severe Acute Malnutrition,0.1
Dharashiv,2013,Lohara,Infants at Normal Weight,91.62
Dharashiv,2013,Lohara,Infants with Moderate Acute Malnutrition,6.97
Dharashiv,2013,Lohara,Infants with Severe Acute Malnutrition,1.4
Dharashiv,2013,Umaraga,Infants at Normal Weight,91.32
Dharashiv,2013,Umaraga,Infants with Moderate Acute Malnutrition,7.62
Dharashiv,2013,Umaraga,Infants with Severe Acute Malnutrition,1.07
Dharashiv,2014,Paranda,Infants at Normal Weight,104.08
Dharashiv,2014,Paranda,Infants with Moderate Acute Malnutrition,6.5
Dharashiv,2014,Paranda,Infants with Severe Acute Malnutrition,0.84
Dharashiv,2014,Bhum,Infants at Normal Weight,94.63
Dharashiv,2014,Bhum,Infants with Moderate Acute Malnutrition,4.51
Dharashiv,2014,Bhum,Infants with Severe Acute Malnutrition,0.85
Dharashiv,2014,Washi,Infants at Normal Weight,107.75
Dharashiv,2014,Washi,Infants with Moderate Acute Malnutrition,5.76
Dharashiv,2014,Washi,Infants with Severe Acute Malnutrition,0.99
Dharashiv,2014,Kalamb,Infants at Normal Weight,90.32
Dharashiv,2014,Kalamb,Infants with Moderate Acute Malnutrition,8.29
Dharashiv,2014,Kalamb,Infants with Severe Acute Malnutrition,1.4
Dharashiv,2014,Dharashiv,Infants at Normal Weight,90.1
Dharashiv,2014,Dharashiv,Infants with Moderate Acute Malnutrition,5.1
Dharashiv,2014,Dharashiv,Infants with Severe Acute Malnutrition,1.18
Dharashiv,2014,Tuljapur,Infants at Normal Weight,91.32
Dharashiv,2014,Tuljapur,Infants with Moderate Acute Malnutrition,0.71
Dharashiv,2014,Tuljapur,Infants with Severe Acute Malnutrition,0.06
Dharashiv,2014,Lohara,Infants at Normal Weight,94.9
Dharashiv,2014,Lohara,Infants with Moderate Acute Malnutrition,4.06
Dharashiv,2014,Lohara,Infants with Severe Acute Malnutrition,1.04
Dharashiv,2014,Umaraga,Infants at Normal Weight,93.78
Dharashiv,2014,Umaraga,Infants with Moderate Acute Malnutrition,0.19
Dharashiv,2014,Umaraga,Infants with Severe Acute Malnutrition,0.01
Dharashiv,2015,Paranda,Infants at Normal Weight,93.72
Dharashiv,2015,Paranda,Infants with Moderate Acute Malnutrition,5.52
Dharashiv,2015,Paranda,Infants with Severe Acute Malnutrition,0.76
Dharashiv,2015,Bhum,Infants at Normal Weight,94.32
Dharashiv,2015,Bhum,Infants with Moderate Acute Malnutrition,4.82
Dharashiv,2015,Bhum,Infants with Severe Acute Malnutrition,0.86
Dharashiv,2015,Washi,Infants at Normal Weight,93.83
Dharashiv,2015,Washi,Infants with Moderate Acute Malnutrition,5.24
Dharashiv,2015,Washi,Infants with Severe Acute Malnutrition,1.21
Dharashiv,2015,Kalamb,Infants at Normal Weight,88.52
Dharashiv,2015,Kalamb,Infants with Moderate Acute Malnutrition,9.69
Dharashiv,2015,Kalamb,Infants with Severe Acute Malnutrition,1.79
Dharashiv,2015,Dharashiv,Infants at Normal Weight,88.48
Dharashiv,2015,Dharashiv,Infants with Moderate Acute Malnutrition,10.01
Dharashiv,2015,Dharashiv,Infants with Severe Acute Malnutrition,2.07
Dharashiv,2015,Tuljapur,Infants at Normal Weight,90.97
Dharashiv,2015,Tuljapur,Infants with Moderate Acute Malnutrition,0.56
Dharashiv,2015,Tuljapur,Infants with Severe Acute Malnutrition,0.2
Dharashiv,2015,Lohara,Infants at Normal Weight,96.93
Dharashiv,2015,Lohara,Infants with Moderate Acute Malnutrition,4.96
Dharashiv,2015,Lohara,Infants with Severe Acute Malnutrition,1.21
Dharashiv,2015,Umaraga,Infants at Normal Weight,98.96
Dharashiv,2015,Umaraga,Infants with Moderate Acute Malnutrition,5.53
Dharashiv,2015,Umaraga,Infants with Severe Acute Malnutrition,0.88
Dharashiv,2016,Paranda,Infants at Normal Weight,92.87
Dharashiv,2016,Paranda,Infants with Moderate Acute Malnutrition,6.31
Dharashiv,2016,Paranda,Infants with Severe Acute Malnutrition,0.82
Dharashiv,2016,Bhum,Infants at Normal Weight,93.08
Dharashiv,2016,Bhum,Infants with Moderate Acute Malnutrition,5.91
Dharashiv,2016,Bhum,Infants with Severe Acute Malnutrition,1
Dharashiv,2016,Washi,Infants at Normal Weight,91.94
Dharashiv,2016,Washi,Infants with Moderate Acute Malnutrition,6.55
Dharashiv,2016,Washi,Infants with Severe Acute Malnutrition,1.51
Dharashiv,2016,Kalamb,Infants at Normal Weight,87.43
Dharashiv,2016,Kalamb,Infants with Moderate Acute Malnutrition,10.6
Dharashiv,2016,Kalamb,Infants with Severe Acute Malnutrition,1.97
Dharashiv,2016,Dharashiv,Infants at Normal Weight,87.85
Dharashiv,2016,Dharashiv,Infants with Moderate Acute Malnutrition,10.19
Dharashiv,2016,Dharashiv,Infants with Severe Acute Malnutrition,1.96
Dharashiv,2016,Tuljapur,Infants at Normal Weight,88.77
Dharashiv,2016,Tuljapur,Infants with Moderate Acute Malnutrition,9.54
Dharashiv,2016,Tuljapur,Infants with Severe Acute Malnutrition,1.69
Dharashiv,2016,Lohara,Infants at Normal Weight,93.93
Dharashiv,2016,Lohara,Infants with Moderate Acute Malnutrition,4.88
Dharashiv,2016,Lohara,Infants with Severe Acute Malnutrition,1.19
Dharashiv,2016,Umaraga,Infants at Normal Weight,93.61
Dharashiv,2016,Umaraga,Infants with Moderate Acute Malnutrition,5.4
Dharashiv,2016,Umaraga,Infants with Severe Acute Malnutrition,1
Dharashiv,2017,Paranda,Infants at Normal Weight,88.36
Dharashiv,2017,Paranda,Infants with Moderate Acute Malnutrition,10.43
Dharashiv,2017,Paranda,Infants with Severe Acute Malnutrition,1.13
Dharashiv,2017,Bhum,Infants at Normal Weight,93.8
Dharashiv,2017,Bhum,Infants with Moderate Acute Malnutrition,5.13
Dharashiv,2017,Bhum,Infants with Severe Acute Malnutrition,1.15
Dharashiv,2017,Washi,Infants at Normal Weight,91.9
Dharashiv,2017,Washi,Infants with Moderate Acute Malnutrition,6.85
Dharashiv,2017,Washi,Infants with Severe Acute Malnutrition,1.25
Dharashiv,2017,Kalamb,Infants at Normal Weight,90.64
Dharashiv,2017,Kalamb,Infants with Moderate Acute Malnutrition,8.06
Dharashiv,2017,Kalamb,Infants with Severe Acute Malnutrition,1.3
Dharashiv,2017,Dharashiv,Infants at Normal Weight,88.05
Dharashiv,2017,Dharashiv,Infants with Moderate Acute Malnutrition,10.14
Dharashiv,2017,Dharashiv,Infants with Severe Acute Malnutrition,1.8
Dharashiv,2017,Tuljapur,Infants at Normal Weight,87.8
Dharashiv,2017,Tuljapur,Infants with Moderate Acute Malnutrition,9.45
Dharashiv,2017,Tuljapur,Infants with Severe Acute Malnutrition,1.67
Dharashiv,2017,Lohara,Infants at Normal Weight,94.82
Dharashiv,2017,Lohara,Infants with Moderate Acute Malnutrition,4.6
Dharashiv,2017,Lohara,Infants with Severe Acute Malnutrition,1.15
Dharashiv,2017,Umaraga,Infants at Normal Weight,92.12
Dharashiv,2017,Umaraga,Infants with Moderate Acute Malnutrition,6.56
Dharashiv,2017,Umaraga,Infants with Severe Acute Malnutrition,1.19
Dharashiv,2018,Paranda,Infants at Normal Weight,89.78
Dharashiv,2018,Paranda,Infants with Moderate Acute Malnutrition,8.69
Dharashiv,2018,Paranda,Infants with Severe Acute Malnutrition,1.53
Dharashiv,2018,Bhum,Infants at Normal Weight,92.42
Dharashiv,2018,Bhum,Infants with Moderate Acute Malnutrition,6.22
Dharashiv,2018,Bhum,Infants with Severe Acute Malnutrition,1.35
Dharashiv,2018,Washi,Infants at Normal Weight,91.32
Dharashiv,2018,Washi,Infants with Moderate Acute Malnutrition,7.25
Dharashiv,2018,Washi,Infants with Severe Acute Malnutrition,1.43
Dharashiv,2018,Kalamb,Infants at Normal Weight,88
Dharashiv,2018,Kalamb,Infants with Moderate Acute Malnutrition,10.4
Dharashiv,2018,Kalamb,Infants with Severe Acute Malnutrition,1.6
Dharashiv,2018,Dharashiv,Infants at Normal Weight,84.5
Dharashiv,2018,Dharashiv,Infants with Moderate Acute Malnutrition,12.98
Dharashiv,2018,Dharashiv,Infants with Severe Acute Malnutrition,2.52
Dharashiv,2018,Tuljapur,Infants at Normal Weight,87.21
Dharashiv,2018,Tuljapur,Infants with Moderate Acute Malnutrition,10.49
Dharashiv,2018,Tuljapur,Infants with Severe Acute Malnutrition,2.3
Dharashiv,2018,Lohara,Infants at Normal Weight,94.47
Dharashiv,2018,Lohara,Infants with Moderate Acute Malnutrition,4.57
Dharashiv,2018,Lohara,Infants with Severe Acute Malnutrition,0.96
Dharashiv,2018,Umaraga,Infants at Normal Weight,91.42
Dharashiv,2018,Umaraga,Infants with Moderate Acute Malnutrition,7.2
Dharashiv,2018,Umaraga,Infants with Severe Acute Malnutrition,1.38
Dharashiv,2019,Paranda,Infants at Normal Weight,90.76
Dharashiv,2019,Paranda,Infants with Moderate Acute Malnutrition,8.13
Dharashiv,2019,Paranda,Infants with Severe Acute Malnutrition,1.1
Dharashiv,2019,Bhum,Infants at Normal Weight,94.18
Dharashiv,2019,Bhum,Infants with Moderate Acute Malnutrition,4.65
Dharashiv,2019,Bhum,Infants with Severe Acute Malnutrition,1.17
Dharashiv,2019,Washi,Infants at Normal Weight,89.19
Dharashiv,2019,Washi,Infants with Moderate Acute Malnutrition,8.96
Dharashiv,2019,Washi,Infants with Severe Acute Malnutrition,1.85
Dharashiv,2019,Kalamb,Infants at Normal Weight,98.19
Dharashiv,2019,Kalamb,Infants with Moderate Acute Malnutrition,1.55
Dharashiv,2019,Kalamb,Infants with Severe Acute Malnutrition,0.26
Dharashiv,2019,Dharashiv,Infants at Normal Weight,88.26
Dharashiv,2019,Dharashiv,Infants with Moderate Acute Malnutrition,9.65
Dharashiv,2019,Dharashiv,Infants with Severe Acute Malnutrition,2.1
Dharashiv,2019,Tuljapur,Infants at Normal Weight,97.27
Dharashiv,2019,Tuljapur,Infants with Moderate Acute Malnutrition,2.47
Dharashiv,2019,Tuljapur,Infants with Severe Acute Malnutrition,0.26
Dharashiv,2019,Lohara,Infants at Normal Weight,99.04
Dharashiv,2019,Lohara,Infants with Moderate Acute Malnutrition,0.9
Dharashiv,2019,Lohara,Infants with Severe Acute Malnutrition,0.06
Dharashiv,2019,Umaraga,Infants at Normal Weight,91.95
Dharashiv,2019,Umaraga,Infants with Moderate Acute Malnutrition,6.78
Dharashiv,2019,Umaraga,Infants with Severe Acute Malnutrition,1.27
Dharashiv,2020,Paranda,Infants at Normal Weight,93
Dharashiv,2020,Paranda,Infants with Moderate Acute Malnutrition,6.17
Dharashiv,2020,Paranda,Infants with Severe Acute Malnutrition,0.83
Dharashiv,2020,Bhum,Infants at Normal Weight,95.72
Dharashiv,2020,Bhum,Infants with Moderate Acute Malnutrition,3.61
Dharashiv,2020,Bhum,Infants with Severe Acute Malnutrition,0.67
Dharashiv,2020,Washi,Infants at Normal Weight,91.79
Dharashiv,2020,Washi,Infants with Moderate Acute Malnutrition,7.27
Dharashiv,2020,Washi,Infants with Severe Acute Malnutrition,0.94
Dharashiv,2020,Kalamb,Infants at Normal Weight,98.88
Dharashiv,2020,Kalamb,Infants with Moderate Acute Malnutrition,1.04
Dharashiv,2020,Kalamb,Infants with Severe Acute Malnutrition,0.08
Dharashiv,2020,Dharashiv,Infants at Normal Weight,88.39
Dharashiv,2020,Dharashiv,Infants with Moderate Acute Malnutrition,10.1
Dharashiv,2020,Dharashiv,Infants with Severe Acute Malnutrition,1.51
Dharashiv,2020,Tuljapur,Infants at Normal Weight,96.9
Dharashiv,2020,Tuljapur,Infants with Moderate Acute Malnutrition,2.93
Dharashiv,2020,Tuljapur,Infants with Severe Acute Malnutrition,0.17
Dharashiv,2020,Lohara,Infants at Normal Weight,96.07
Dharashiv,2020,Lohara,Infants with Moderate Acute Malnutrition,3.45
Dharashiv,2020,Lohara,Infants with Severe Acute Malnutrition,0.48
Dharashiv,2020,Umaraga,Infants at Normal Weight,92.37
Dharashiv,2020,Umaraga,Infants with Moderate Acute Malnutrition,6.57
Dharashiv,2020,Umaraga,Infants with Severe Acute Malnutrition,1.06
Dharashiv,2021,Paranda,Infants at Normal Weight,92.27
Dharashiv,2021,Paranda,Infants with Moderate Acute Malnutrition,6.71
Dharashiv,2021,Paranda,Infants with Severe Acute Malnutrition,1.02
Dharashiv,2021,Bhum,Infants at Normal Weight,95.22
Dharashiv,2021,Bhum,Infants with Moderate Acute Malnutrition,4.09
Dharashiv,2021,Bhum,Infants with Severe Acute Malnutrition,0.69
Dharashiv,2021,Washi,Infants at Normal Weight,94.45
Dharashiv,2021,Washi,Infants with Moderate Acute Malnutrition,4.74
Dharashiv,2021,Washi,Infants with Severe Acute Malnutrition,0.82
Dharashiv,2021,Kalamb,Infants at Normal Weight,91.49
Dharashiv,2021,Kalamb,Infants with Moderate Acute Malnutrition,7.41
Dharashiv,2021,Kalamb,Infants with Severe Acute Malnutrition,1.1
Dharashiv,2021,Dharashiv,Infants at Normal Weight,92.57
Dharashiv,2021,Dharashiv,Infants with Moderate Acute Malnutrition,6.16
Dharashiv,2021,Dharashiv,Infants with Severe Acute Malnutrition,1.27
Dharashiv,2021,Tuljapur,Infants at Normal Weight,93.46
Dharashiv,2021,Tuljapur,Infants with Moderate Acute Malnutrition,5.78
Dharashiv,2021,Tuljapur,Infants with Severe Acute Malnutrition,0.77
Dharashiv,2021,Lohara,Infants at Normal Weight,95.42
Dharashiv,2021,Lohara,Infants with Moderate Acute Malnutrition,3.93
Dharashiv,2021,Lohara,Infants with Severe Acute Malnutrition,0.65
Dharashiv,2021,Umaraga,Infants at Normal Weight,93.27
Dharashiv,2021,Umaraga,Infants with Moderate Acute Malnutrition,5.81
Dharashiv,2021,Umaraga,Infants with Severe Acute Malnutrition,0.92
Palghar,2014,Talasari,Infants at Normal Weight,85.26
Palghar,2014,Talasari,Infants with Moderate Acute Malnutrition,12.35
Palghar,2014,Talasari,Infants with Severe Acute Malnutrition,2.39
Palghar,2014,Dahanu,Infants at Normal Weight,88.66
Palghar,2014,Dahanu,Infants with Moderate Acute Malnutrition,9.74
Palghar,2014,Dahanu,Infants with Severe Acute Malnutrition,1.6
Palghar,2014,Vikramgad,Infants at Normal Weight,79.22
Palghar,2014,Vikramgad,Infants with Moderate Acute Malnutrition,17.98
Palghar,2014,Vikramgad,Infants with Severe Acute Malnutrition,2.81
Palghar,2014,Javhar,Infants at Normal Weight,50.69
Palghar,2014,Javhar,Infants with Moderate Acute Malnutrition,37.38
Palghar,2014,Javhar,Infants with Severe Acute Malnutrition,11.92
Palghar,2014,Mokhada,Infants at Normal Weight,78.18
Palghar,2014,Mokhada,Infants with Moderate Acute Malnutrition,19.18
Palghar,2014,Mokhada,Infants with Severe Acute Malnutrition,2.64
Palghar,2014,Wada,Infants at Normal Weight,58.2
Palghar,2014,Wada,Infants with Moderate Acute Malnutrition,35.49
Palghar,2014,Wada,Infants with Severe Acute Malnutrition,6.31
Palghar,2014,Palghar,Infants at Normal Weight,65.77
Palghar,2014,Palghar,Infants with Moderate Acute Malnutrition,27.24
Palghar,2014,Palghar,Infants with Severe Acute Malnutrition,6.99
Palghar,2014,Vasai,Infants at Normal Weight,85.16
Palghar,2014,Vasai,Infants with Moderate Acute Malnutrition,11.21
Palghar,2014,Vasai,Infants with Severe Acute Malnutrition,3.63
Palghar,2015,Talasari,Infants at Normal Weight,85.06
Palghar,2015,Talasari,Infants with Moderate Acute Malnutrition,12.9
Palghar,2015,Talasari,Infants with Severe Acute Malnutrition,2.04
Palghar,2015,Dahanu,Infants at Normal Weight,89.41
