District,Year,Taluka,Select Facility,Number
Nagpur,2021,Nagpur (Gra),"Specialty Hospitals (Cancer, TB, etc)",0
Nagpur,2021,Nagpur (Gra),Clinics,43
Nagpur,2021,Nagpur (Gra),Maternity Wards,9
Nagpur,2021,Nagpur (Gra),Number of Beds,90
Nagpur,2021,Nagpur (Sh),Hospitals,642
Nagpur,2021,Nagpur (Sh),"Specialty Hospitals (Cancer, TB, etc)",14
Nagpur,2021,Nagpur (Sh),Clinics,280
Nagpur,2021,Nagpur (Sh),Maternity Wards,363
Nagpur,2021,Nagpur (Sh),Number of Beds,11943
Nagpur,2021,Hingana,Hospitals,14
Nagpur,2021,Hingana,"Specialty Hospitals (Cancer, TB, etc)",0
Nagpur,2021,Hingana,Clinics,107
Nagpur,2021,Hingana,Maternity Wards,10
Nagpur,2021,Hingana,Number of Beds,328
Nagpur,2021,Umred,Hospitals,29
Nagpur,2021,Umred,"Specialty Hospitals (Cancer, TB, etc)",0
Nagpur,2021,Umred,Clinics,128
Nagpur,2021,Umred,Maternity Wards,16
Nagpur,2021,Umred,Number of Beds,263
Nagpur,2021,Kuhi,Hospitals,1
Nagpur,2021,Kuhi,"Specialty Hospitals (Cancer, TB, etc)",0
Nagpur,2021,Kuhi,Clinics,55
Nagpur,2021,Kuhi,Maternity Wards,0
Nagpur,2021,Kuhi,Number of Beds,5
Nagpur,2021,Bhiwapur,Hospitals,2
Nagpur,2021,Bhiwapur,"Specialty Hospitals (Cancer, TB, etc)",0
Nagpur,2021,Bhiwapur,Clinics,27
Nagpur,2021,Bhiwapur,Maternity Wards,1
Nagpur,2021,Bhiwapur,Number of Beds,5
Nanded,2014,Mahur,Hospitals,8
Nanded,2014,Mahur,Clinics,8
Nanded,2014,Mahur,Maternity Wards,2
Nanded,2014,Mahur,Number of Beds,13
Nanded,2014,Kinvat,Hospitals,15
Nanded,2014,Kinvat,Clinics,15
Nanded,2014,Kinvat,Maternity Wards,19
Nanded,2014,Kinvat,Number of Beds,68
Nanded,2014,Himalay Nagar,Hospitals,6
Nanded,2014,Himalay Nagar,Clinics,6
Nanded,2014,Himalay Nagar,Maternity Wards,15
Nanded,2014,Himalay Nagar,Number of Beds,9
Nanded,2014,Hadgaon,Hospitals,7
Nanded,2014,Hadgaon,Clinics,7
Nanded,2014,Hadgaon,Maternity Wards,34
Nanded,2014,Hadgaon,Number of Beds,98
Nanded,2014,Andhrapur,Hospitals,1
Nanded,2014,Andhrapur,Clinics,1
Nanded,2014,Andhrapur,Maternity Wards,3
Nanded,2014,Andhrapur,Number of Beds,2
Nanded,2014,Nanded,Hospitals,51
Nanded,2014,Nanded,Clinics,51
Nanded,2014,Nanded,Maternity Wards,126
Nanded,2014,Nanded,Number of Beds,510
Nanded,2014,Mudkhed,Hospitals,4
Nanded,2014,Mudkhed,Clinics,4
Nanded,2014,Mudkhed,Maternity Wards,10
Nanded,2014,Mudkhed,Number of Beds,9
Nanded,2014,Bhokar,Hospitals,19
Nanded,2014,Bhokar,Clinics,19
Nanded,2014,Bhokar,Maternity Wards,10
Nanded,2014,Bhokar,Number of Beds,43
Nanded,2014,Umari,Hospitals,18
Nanded,2014,Umari,Clinics,18
Nanded,2014,Umari,Maternity Wards,4
Nanded,2014,Umari,Number of Beds,27
Nanded,2014,Dharmabad,Hospitals,23
Nanded,2014,Dharmabad,Clinics,23
Nanded,2014,Dharmabad,Maternity Wards,15
Nanded,2014,Dharmabad,Number of Beds,32
Nanded,2014,Biloli,Hospitals,10
Nanded,2014,Biloli,Clinics,10
Nanded,2014,Biloli,Maternity Wards,7
Nanded,2014,Biloli,Number of Beds,11
Nanded,2014,Naygaon,Hospitals,18
Nanded,2014,Naygaon,Clinics,18
Nanded,2014,Naygaon,Maternity Wards,10
Nanded,2014,Naygaon,Number of Beds,63
Nanded,2014,Loha,Hospitals,13
Nanded,2014,Loha,Clinics,13
Nanded,2014,Loha,Maternity Wards,11
Nanded,2014,Loha,Number of Beds,9
Nanded,2014,Kandhar,Hospitals,8
Nanded,2014,Kandhar,Clinics,8
Nanded,2014,Kandhar,Maternity Wards,26
Nanded,2014,Kandhar,Number of Beds,34
Nanded,2014,Mukhed,Hospitals,8
Nanded,2014,Mukhed,Clinics,8
Nanded,2014,Mukhed,Maternity Wards,52
Nanded,2014,Mukhed,Number of Beds,54
Nanded,2014,Deglur,Hospitals,64
Nanded,2014,Deglur,Clinics,64
Nanded,2014,Deglur,Maternity Wards,123
Nanded,2014,Deglur,Number of Beds,197
Nanded,2015,Mahur,Hospitals,8
Nanded,2015,Mahur,Clinics,8
Nanded,2015,Mahur,Maternity Wards,2
Nanded,2015,Mahur,Number of Beds,13
Nanded,2015,Kinvat,Hospitals,15
Nanded,2015,Kinvat,Clinics,15
Nanded,2015,Kinvat,Maternity Wards,19
Nanded,2015,Kinvat,Number of Beds,68
Nanded,2015,Himalay Nagar,Hospitals,6
Nanded,2015,Himalay Nagar,Clinics,6
Nanded,2015,Himalay Nagar,Maternity Wards,15
Nanded,2015,Himalay Nagar,Number of Beds,9
Nanded,2015,Hadgaon,Hospitals,7
Nanded,2015,Hadgaon,Clinics,7
Nanded,2015,Hadgaon,Maternity Wards,15
Nanded,2015,Hadgaon,Number of Beds,98
Nanded,2015,Andhrapur,Hospitals,1
Nanded,2015,Andhrapur,Clinics,1
Nanded,2015,Andhrapur,Maternity Wards,3
Nanded,2015,Andhrapur,Number of Beds,2
Nanded,2015,Nanded,Hospitals,51
Nanded,2015,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2015,Nanded,Clinics,51
Nanded,2015,Nanded,Maternity Wards,126
Nanded,2015,Nanded,Number of Beds,510
Nanded,2015,Mudkhed,Hospitals,4
Nanded,2015,Mudkhed,Clinics,4
Nanded,2015,Mudkhed,Maternity Wards,10
Nanded,2015,Mudkhed,Number of Beds,9
Nanded,2015,Bhokar,Hospitals,19
Nanded,2015,Bhokar,Clinics,19
Nanded,2015,Bhokar,Maternity Wards,10
Nanded,2015,Bhokar,Number of Beds,43
Nanded,2015,Umari,Hospitals,18
Nanded,2015,Umari,Clinics,18
Nanded,2015,Umari,Maternity Wards,4
Nanded,2015,Umari,Number of Beds,27
Nanded,2015,Dharmabad,Hospitals,23
Nanded,2015,Dharmabad,Clinics,23
Nanded,2015,Dharmabad,Maternity Wards,15
Nanded,2015,Dharmabad,Number of Beds,32
Nanded,2015,Biloli,Hospitals,10
Nanded,2015,Biloli,Clinics,10
Nanded,2015,Biloli,Maternity Wards,7
Nanded,2015,Biloli,Number of Beds,11
Nanded,2015,Naygaon,Hospitals,18
Nanded,2015,Naygaon,Clinics,18
Nanded,2015,Naygaon,Maternity Wards,10
Nanded,2015,Naygaon,Number of Beds,63
Nanded,2015,Loha,Hospitals,13
Nanded,2015,Loha,Clinics,13
Nanded,2015,Loha,Maternity Wards,11
Nanded,2015,Loha,Number of Beds,9
Nanded,2015,Kandhar,Hospitals,8
Nanded,2015,Kandhar,Clinics,8
Nanded,2015,Kandhar,Maternity Wards,23
Nanded,2015,Kandhar,Number of Beds,34
Nanded,2015,Mukhed,Hospitals,8
Nanded,2015,Mukhed,Clinics,8
Nanded,2015,Mukhed,Maternity Wards,52
Nanded,2015,Mukhed,Number of Beds,54
Nanded,2015,Deglur,Hospitals,64
Nanded,2015,Deglur,Clinics,64
Nanded,2015,Deglur,Maternity Wards,123
Nanded,2015,Deglur,Number of Beds,197
Nanded,2016,Mahur,Hospitals,8
Nanded,2016,Mahur,Clinics,8
Nanded,2016,Mahur,Maternity Wards,2
Nanded,2016,Mahur,Number of Beds,13
Nanded,2016,Kinvat,Hospitals,13
Nanded,2016,Kinvat,Clinics,13
Nanded,2016,Kinvat,Maternity Wards,19
Nanded,2016,Kinvat,Number of Beds,68
Nanded,2016,Himalay Nagar,Hospitals,6
Nanded,2016,Himalay Nagar,Clinics,6
Nanded,2016,Himalay Nagar,Maternity Wards,9
Nanded,2016,Himalay Nagar,Number of Beds,15
Nanded,2016,Hadgaon,Hospitals,7
Nanded,2016,Hadgaon,Clinics,7
Nanded,2016,Hadgaon,Maternity Wards,9
Nanded,2016,Hadgaon,Number of Beds,15
Nanded,2016,Andhrapur,Hospitals,1
Nanded,2016,Andhrapur,Clinics,1
Nanded,2016,Andhrapur,Maternity Wards,3
Nanded,2016,Andhrapur,Number of Beds,2
Nanded,2016,Nanded,Hospitals,51
Nanded,2016,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2016,Nanded,Clinics,51
Nanded,2016,Nanded,Maternity Wards,126
Nanded,2016,Nanded,Number of Beds,510
Nanded,2016,Mudkhed,Hospitals,4
Nanded,2016,Mudkhed,Clinics,4
Nanded,2016,Mudkhed,Maternity Wards,9
Nanded,2016,Mudkhed,Number of Beds,10
Nanded,2016,Bhokar,Hospitals,19
Nanded,2016,Bhokar,Clinics,19
Nanded,2016,Bhokar,Maternity Wards,10
Nanded,2016,Bhokar,Number of Beds,43
Nanded,2016,Umari,Hospitals,18
Nanded,2016,Umari,Clinics,18
Nanded,2016,Umari,Maternity Wards,4
Nanded,2016,Umari,Number of Beds,27
Nanded,2016,Dharmabad,Hospitals,23
Nanded,2016,Dharmabad,Clinics,23
Nanded,2016,Dharmabad,Maternity Wards,15
Nanded,2016,Dharmabad,Number of Beds,32
Nanded,2016,Biloli,Hospitals,10
Nanded,2016,Biloli,Clinics,10
Nanded,2016,Biloli,Maternity Wards,7
Nanded,2016,Biloli,Number of Beds,11
Nanded,2016,Naygaon,Hospitals,18
Nanded,2016,Naygaon,Clinics,18
Nanded,2016,Naygaon,Maternity Wards,10
Nanded,2016,Naygaon,Number of Beds,63
Nanded,2016,Loha,Hospitals,13
Nanded,2016,Loha,Clinics,13
Nanded,2016,Loha,Maternity Wards,11
Nanded,2016,Loha,Number of Beds,29
Nanded,2016,Kandhar,Hospitals,7
Nanded,2016,Kandhar,Clinics,7
Nanded,2016,Kandhar,Maternity Wards,23
Nanded,2016,Kandhar,Number of Beds,29
Nanded,2016,Mukhed,Hospitals,8
Nanded,2016,Mukhed,Clinics,8
Nanded,2016,Mukhed,Maternity Wards,52
Nanded,2016,Mukhed,Number of Beds,54
Nanded,2016,Deglur,Hospitals,66
Nanded,2016,Deglur,Clinics,66
Nanded,2016,Deglur,Maternity Wards,139
Nanded,2016,Deglur,Number of Beds,207
Nanded,2017,Mahur,Hospitals,9
Nanded,2017,Mahur,Clinics,7
Nanded,2017,Mahur,Maternity Wards,2
Nanded,2017,Mahur,Number of Beds,22
Nanded,2017,Kinvat,Hospitals,24
Nanded,2017,Kinvat,Clinics,16
Nanded,2017,Kinvat,Maternity Wards,8
Nanded,2017,Kinvat,Number of Beds,136
Nanded,2017,Himalay Nagar,Hospitals,16
Nanded,2017,Himalay Nagar,Clinics,8
Nanded,2017,Himalay Nagar,Maternity Wards,8
Nanded,2017,Himalay Nagar,Number of Beds,53
Nanded,2017,Hadgaon,Hospitals,18
Nanded,2017,Hadgaon,Clinics,8
Nanded,2017,Hadgaon,Maternity Wards,10
Nanded,2017,Hadgaon,Number of Beds,79
Nanded,2017,Andhrapur,Hospitals,5
Nanded,2017,Andhrapur,Clinics,4
Nanded,2017,Andhrapur,Maternity Wards,1
Nanded,2017,Andhrapur,Number of Beds,21
Nanded,2017,Nanded,Hospitals,51
Nanded,2017,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2017,Nanded,Clinics,51
Nanded,2017,Nanded,Maternity Wards,51
Nanded,2017,Nanded,Number of Beds,500
Nanded,2017,Mudkhed,Hospitals,7
Nanded,2017,Mudkhed,Clinics,2
Nanded,2017,Mudkhed,Maternity Wards,5
Nanded,2017,Mudkhed,Number of Beds,46
Nanded,2017,Bhokar,Hospitals,34
Nanded,2017,Bhokar,Clinics,21
Nanded,2017,Bhokar,Maternity Wards,13
Nanded,2017,Bhokar,Number of Beds,42
Nanded,2017,Umari,Hospitals,21
Nanded,2017,Umari,Clinics,19
Nanded,2017,Umari,Maternity Wards,3
Nanded,2017,Umari,Number of Beds,36
Nanded,2017,Dharmabad,Hospitals,24
Nanded,2017,Dharmabad,Clinics,19
Nanded,2017,Dharmabad,Maternity Wards,5
Nanded,2017,Dharmabad,Number of Beds,54
Nanded,2017,Biloli,Hospitals,15
Nanded,2017,Biloli,Clinics,13
Nanded,2017,Biloli,Maternity Wards,2
Nanded,2017,Biloli,Number of Beds,35
Nanded,2017,Naygaon,Hospitals,21
Nanded,2017,Naygaon,Clinics,16
Nanded,2017,Naygaon,Maternity Wards,5
Nanded,2017,Naygaon,Number of Beds,82
Nanded,2017,Loha,Hospitals,15
Nanded,2017,Loha,Clinics,10
Nanded,2017,Loha,Maternity Wards,5
Nanded,2017,Loha,Number of Beds,86
Nanded,2017,Kandhar,Hospitals,15
Nanded,2017,Kandhar,Clinics,6
Nanded,2017,Kandhar,Maternity Wards,9
Nanded,2017,Kandhar,Number of Beds,92
Nanded,2017,Mukhed,Hospitals,11
Nanded,2017,Mukhed,Clinics,3
Nanded,2017,Mukhed,Maternity Wards,8
Nanded,2017,Mukhed,Number of Beds,130
Nanded,2017,Deglur,Hospitals,71
Nanded,2017,Deglur,Clinics,41
Nanded,2017,Deglur,Maternity Wards,29
Nanded,2017,Deglur,Number of Beds,207
Nanded,2018,Mahur,Hospitals,10
Nanded,2018,Mahur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Mahur,Clinics,8
Nanded,2018,Mahur,Maternity Wards,2
Nanded,2018,Mahur,Number of Beds,27
Nanded,2018,Kinvat,Hospitals,20
Nanded,2018,Kinvat,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Kinvat,Clinics,15
Nanded,2018,Kinvat,Maternity Wards,5
Nanded,2018,Kinvat,Number of Beds,124
Nanded,2018,Himalay Nagar,Hospitals,18
Nanded,2018,Himalay Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Himalay Nagar,Clinics,12
Nanded,2018,Himalay Nagar,Maternity Wards,6
Nanded,2018,Himalay Nagar,Number of Beds,68
Nanded,2018,Hadgaon,Hospitals,18
Nanded,2018,Hadgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Hadgaon,Clinics,15
Nanded,2018,Hadgaon,Maternity Wards,3
Nanded,2018,Hadgaon,Number of Beds,82
Nanded,2018,Andhrapur,Hospitals,6
Nanded,2018,Andhrapur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Andhrapur,Clinics,4
Nanded,2018,Andhrapur,Maternity Wards,2
Nanded,2018,Andhrapur,Number of Beds,26
Nanded,2018,Nanded,Hospitals,81
Nanded,2018,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2018,Nanded,Clinics,175
Nanded,2018,Nanded,Maternity Wards,28
Nanded,2018,Nanded,Number of Beds,850
Nanded,2018,Mudkhed,Hospitals,9
Nanded,2018,Mudkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Mudkhed,Clinics,6
Nanded,2018,Mudkhed,Maternity Wards,3
Nanded,2018,Mudkhed,Number of Beds,66
Nanded,2018,Bhokar,Hospitals,35
Nanded,2018,Bhokar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Bhokar,Clinics,18
Nanded,2018,Bhokar,Maternity Wards,17
Nanded,2018,Bhokar,Number of Beds,160
Nanded,2018,Umari,Hospitals,22
Nanded,2018,Umari,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Umari,Clinics,19
Nanded,2018,Umari,Maternity Wards,3
Nanded,2018,Umari,Number of Beds,51
Nanded,2018,Dharmabad,Hospitals,14
Nanded,2018,Dharmabad,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Dharmabad,Clinics,9
Nanded,2018,Dharmabad,Maternity Wards,5
Nanded,2018,Dharmabad,Number of Beds,40
Nanded,2018,Biloli,Hospitals,13
Nanded,2018,Biloli,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Biloli,Clinics,11
Nanded,2018,Biloli,Maternity Wards,2
Nanded,2018,Biloli,Number of Beds,37
Nanded,2018,Naygaon,Hospitals,21
Nanded,2018,Naygaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Naygaon,Clinics,13
Nanded,2018,Naygaon,Maternity Wards,8
Nanded,2018,Naygaon,Number of Beds,101
Nanded,2018,Loha,Hospitals,19
Nanded,2018,Loha,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Loha,Clinics,8
Nanded,2018,Loha,Maternity Wards,11
Nanded,2018,Loha,Number of Beds,141
Nanded,2018,Kandhar,Hospitals,16
Nanded,2018,Kandhar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Kandhar,Clinics,5
Nanded,2018,Kandhar,Maternity Wards,11
Nanded,2018,Kandhar,Number of Beds,99
Nanded,2018,Mukhed,Hospitals,17
Nanded,2018,Mukhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Mukhed,Clinics,9
Nanded,2018,Mukhed,Maternity Wards,8
Nanded,2018,Mukhed,Number of Beds,149
Nanded,2018,Deglur,Hospitals,67
Nanded,2018,Deglur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2018,Deglur,Clinics,33
Nanded,2018,Deglur,Maternity Wards,34
Nanded,2018,Deglur,Number of Beds,364
Nanded,2019,Mahur,Hospitals,10
Nanded,2019,Mahur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Mahur,Clinics,8
Nanded,2019,Mahur,Maternity Wards,2
Nanded,2019,Mahur,Number of Beds,27
Nanded,2019,Kinvat,Hospitals,20
Nanded,2019,Kinvat,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Kinvat,Clinics,15
Nanded,2019,Kinvat,Maternity Wards,5
Nanded,2019,Kinvat,Number of Beds,125
Nanded,2019,Himalay Nagar,Hospitals,18
Nanded,2019,Himalay Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Himalay Nagar,Clinics,12
Nanded,2019,Himalay Nagar,Maternity Wards,6
Nanded,2019,Himalay Nagar,Number of Beds,68
Nanded,2019,Hadgaon,Hospitals,18
Nanded,2019,Hadgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Hadgaon,Clinics,15
Nanded,2019,Hadgaon,Maternity Wards,3
Nanded,2019,Hadgaon,Number of Beds,90
Nanded,2019,Andhrapur,Hospitals,6
Nanded,2019,Andhrapur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Andhrapur,Clinics,4
Nanded,2019,Andhrapur,Maternity Wards,2
Nanded,2019,Andhrapur,Number of Beds,26
Nanded,2019,Nanded,Hospitals,81
Nanded,2019,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2019,Nanded,Clinics,175
Nanded,2019,Nanded,Maternity Wards,39
Nanded,2019,Nanded,Number of Beds,850
Nanded,2019,Mudkhed,Hospitals,9
Nanded,2019,Mudkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Mudkhed,Clinics,6
Nanded,2019,Mudkhed,Maternity Wards,3
Nanded,2019,Mudkhed,Number of Beds,66
Nanded,2019,Bhokar,Hospitals,35
Nanded,2019,Bhokar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Bhokar,Clinics,18
Nanded,2019,Bhokar,Maternity Wards,17
Nanded,2019,Bhokar,Number of Beds,60
Nanded,2019,Umari,Hospitals,22
Nanded,2019,Umari,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Umari,Clinics,19
Nanded,2019,Umari,Maternity Wards,4
Nanded,2019,Umari,Number of Beds,51
Nanded,2019,Dharmabad,Hospitals,14
Nanded,2019,Dharmabad,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Dharmabad,Clinics,9
Nanded,2019,Dharmabad,Maternity Wards,8
Nanded,2019,Dharmabad,Number of Beds,40
Nanded,2019,Biloli,Hospitals,13
Nanded,2019,Biloli,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Biloli,Clinics,11
Nanded,2019,Biloli,Maternity Wards,2
Nanded,2019,Biloli,Number of Beds,37
Nanded,2019,Naygaon,Hospitals,21
Nanded,2019,Naygaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Naygaon,Clinics,13
Nanded,2019,Naygaon,Maternity Wards,9
Nanded,2019,Naygaon,Number of Beds,101
Nanded,2019,Loha,Hospitals,19
Nanded,2019,Loha,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Loha,Clinics,8
Nanded,2019,Loha,Maternity Wards,14
Nanded,2019,Loha,Number of Beds,141
Nanded,2019,Kandhar,Hospitals,16
Nanded,2019,Kandhar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Kandhar,Clinics,5
Nanded,2019,Kandhar,Maternity Wards,15
Nanded,2019,Kandhar,Number of Beds,99
Nanded,2019,Mukhed,Hospitals,17
Nanded,2019,Mukhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Mukhed,Clinics,9
Nanded,2019,Mukhed,Maternity Wards,10
Nanded,2019,Mukhed,Number of Beds,149
Nanded,2019,Deglur,Hospitals,67
Nanded,2019,Deglur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2019,Deglur,Clinics,33
Nanded,2019,Deglur,Maternity Wards,34
Nanded,2019,Deglur,Number of Beds,364
Nanded,2020,Mahur,Hospitals,10
Nanded,2020,Mahur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Mahur,Clinics,8
Nanded,2020,Mahur,Maternity Wards,2
Nanded,2020,Mahur,Number of Beds,27
Nanded,2020,Kinvat,Hospitals,20
Nanded,2020,Kinvat,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Kinvat,Clinics,15
Nanded,2020,Kinvat,Maternity Wards,5
Nanded,2020,Kinvat,Number of Beds,125
Nanded,2020,Himalay Nagar,Hospitals,18
Nanded,2020,Himalay Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Himalay Nagar,Clinics,12
Nanded,2020,Himalay Nagar,Maternity Wards,6
Nanded,2020,Himalay Nagar,Number of Beds,68
Nanded,2020,Hadgaon,Hospitals,18
Nanded,2020,Hadgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Hadgaon,Clinics,15
Nanded,2020,Hadgaon,Maternity Wards,3
Nanded,2020,Hadgaon,Number of Beds,90
Nanded,2020,Andhrapur,Hospitals,6
Nanded,2020,Andhrapur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Andhrapur,Clinics,4
Nanded,2020,Andhrapur,Maternity Wards,2
Nanded,2020,Andhrapur,Number of Beds,26
Nanded,2020,Nanded,Hospitals,367
Nanded,2020,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2020,Nanded,Clinics,175
Nanded,2020,Nanded,Maternity Wards,150
Nanded,2020,Nanded,Number of Beds,4772
Nanded,2020,Mudkhed,Hospitals,9
Nanded,2020,Mudkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Mudkhed,Clinics,6
Nanded,2020,Mudkhed,Maternity Wards,3
Nanded,2020,Mudkhed,Number of Beds,66
Nanded,2020,Bhokar,Hospitals,35
Nanded,2020,Bhokar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Bhokar,Clinics,18
Nanded,2020,Bhokar,Maternity Wards,17
Nanded,2020,Bhokar,Number of Beds,60
Nanded,2020,Umari,Hospitals,22
Nanded,2020,Umari,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Umari,Clinics,19
Nanded,2020,Umari,Maternity Wards,4
Nanded,2020,Umari,Number of Beds,51
Nanded,2020,Dharmabad,Hospitals,14
Nanded,2020,Dharmabad,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Dharmabad,Clinics,9
Nanded,2020,Dharmabad,Maternity Wards,8
Nanded,2020,Dharmabad,Number of Beds,40
Nanded,2020,Biloli,Hospitals,13
Nanded,2020,Biloli,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Biloli,Clinics,11
Nanded,2020,Biloli,Maternity Wards,2
Nanded,2020,Biloli,Number of Beds,37
Nanded,2020,Naygaon,Hospitals,21
Nanded,2020,Naygaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Naygaon,Clinics,13
Nanded,2020,Naygaon,Maternity Wards,9
Nanded,2020,Naygaon,Number of Beds,101
Nanded,2020,Loha,Hospitals,19
Nanded,2020,Loha,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Loha,Clinics,8
Nanded,2020,Loha,Maternity Wards,14
Nanded,2020,Loha,Number of Beds,141
Nanded,2020,Kandhar,Hospitals,16
Nanded,2020,Kandhar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Kandhar,Clinics,5
Nanded,2020,Kandhar,Maternity Wards,15
Nanded,2020,Kandhar,Number of Beds,99
Nanded,2020,Mukhed,Hospitals,17
Nanded,2020,Mukhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Mukhed,Clinics,9
Nanded,2020,Mukhed,Maternity Wards,10
Nanded,2020,Mukhed,Number of Beds,149
Nanded,2020,Deglur,Hospitals,67
Nanded,2020,Deglur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2020,Deglur,Clinics,33
Nanded,2020,Deglur,Maternity Wards,34
Nanded,2020,Deglur,Number of Beds,364
Nanded,2021,Mahur,Hospitals,12
Nanded,2021,Mahur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Mahur,Clinics,10
Nanded,2021,Mahur,Maternity Wards,2
Nanded,2021,Mahur,Number of Beds,30
Nanded,2021,Kinvat,Hospitals,22
Nanded,2021,Kinvat,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Kinvat,Clinics,14
Nanded,2021,Kinvat,Maternity Wards,8
Nanded,2021,Kinvat,Number of Beds,167
Nanded,2021,Himalay Nagar,Hospitals,19
Nanded,2021,Himalay Nagar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Himalay Nagar,Clinics,10
Nanded,2021,Himalay Nagar,Maternity Wards,9
Nanded,2021,Himalay Nagar,Number of Beds,98
Nanded,2021,Hadgaon,Hospitals,19
Nanded,2021,Hadgaon,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Hadgaon,Clinics,8
Nanded,2021,Hadgaon,Maternity Wards,11
Nanded,2021,Hadgaon,Number of Beds,192
Nanded,2021,Andhrapur,Hospitals,5
Nanded,2021,Andhrapur,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Andhrapur,Clinics,3
Nanded,2021,Andhrapur,Maternity Wards,2
Nanded,2021,Andhrapur,Number of Beds,26
Nanded,2021,Nanded,Hospitals,367
Nanded,2021,Nanded,"Specialty Hospitals (Cancer, TB, etc)",4
Nanded,2021,Nanded,Clinics,175
Nanded,2021,Nanded,Maternity Wards,150
Nanded,2021,Nanded,Number of Beds,4772
Nanded,2021,Mudkhed,Hospitals,10
Nanded,2021,Mudkhed,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Mudkhed,Clinics,3
Nanded,2021,Mudkhed,Maternity Wards,7
Nanded,2021,Mudkhed,Number of Beds,76
Nanded,2021,Bhokar,Hospitals,22
Nanded,2021,Bhokar,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Bhokar,Clinics,14
Nanded,2021,Bhokar,Maternity Wards,8
Nanded,2021,Bhokar,Number of Beds,176
Nanded,2021,Umari,Hospitals,22
Nanded,2021,Umari,"Specialty Hospitals (Cancer, TB, etc)",0
Nanded,2021,Umari,Clinics,19
