District,Year,Sex,Select Cause,Number
Dharashiv,2017,Total,Pneumonia/ Respiratory disorders,38
Dharashiv,2017,Total,Diarrhoea or Gastro,0
Dharashiv,2017,Total,Dengue,0
Dharashiv,2017,Total,Swine Flu,0
Dharashiv,2017,Total,AIDS,8
Dharashiv,2017,Total,Heart Disorder,71
Dharashiv,2017,Total,Cancer,2
Dharashiv,2017,Total,Maternal Death during Childbirth,11
Dharashiv,2017,Total,Paralysis,25
Dharashiv,2017,Total,Kidney Related,0
Dharashiv,2017,Total,Suicide,17
Dharashiv,2017,Total,Traffic,10
Dharashiv,2017,Total,Electric Shock,3
Dharashiv,2017,Total,Burns,8
Dharashiv,2017,Total,Other Accidents,0
Dharashiv,2017,Total,Other Reasons,58
Dharashiv,2017,Male,Winter Fever,0
Dharashiv,2017,Male,Typhoid Fever,0
Dharashiv,2017,Male,Tuberculosis,4
Dharashiv,2017,Male,Pneumonia/ Respiratory disorders,27
Dharashiv,2017,Male,Diarrhoea or Gastro,0
Dharashiv,2017,Male,Dengue,0
Dharashiv,2017,Male,Swine Flu,0
Dharashiv,2017,Male,AIDS,7
Dharashiv,2017,Male,Heart Disorder,37
Dharashiv,2017,Male,Cancer,2
Dharashiv,2017,Male,Maternal Death during Childbirth,0
Dharashiv,2017,Male,Paralysis,14
Dharashiv,2017,Male,Kidney Related,0
Dharashiv,2017,Male,Suicide,12
Dharashiv,2017,Male,Traffic,5
Dharashiv,2017,Male,Electric Shock,2
Dharashiv,2017,Male,Burns,5
Dharashiv,2017,Male,Other Accidents,0
Dharashiv,2017,Male,Other Reasons,43
Dharashiv,2017,Female,Winter Fever,0
Dharashiv,2017,Female,Typhoid Fever,0
Dharashiv,2017,Female,Tuberculosis,3
Dharashiv,2017,Female,Pneumonia/ Respiratory disorders,11
Dharashiv,2017,Female,Diarrhoea or Gastro,0
Dharashiv,2017,Female,Dengue,0
Dharashiv,2017,Female,Swine Flu,0
Dharashiv,2017,Female,AIDS,1
Dharashiv,2017,Female,Heart Disorder,34
Dharashiv,2017,Female,Cancer,0
Dharashiv,2017,Female,Maternal Death during Childbirth,11
Dharashiv,2017,Female,Paralysis,11
Dharashiv,2017,Female,Kidney Related,0
Dharashiv,2017,Female,Suicide,5
Dharashiv,2017,Female,Traffic,5
Dharashiv,2017,Female,Electric Shock,1
Dharashiv,2017,Female,Burns,3
Dharashiv,2017,Female,Other Accidents,0
Dharashiv,2017,Female,Other Reasons,15
Dharashiv,2018,Total,Winter Fever,0
Dharashiv,2018,Total,Typhoid Fever,0
Dharashiv,2018,Total,Tuberculosis,24
Dharashiv,2018,Total,Pneumonia/ Respiratory disorders,223
Dharashiv,2018,Total,Diarrhoea or Gastro,18
Dharashiv,2018,Total,Dengue,0
Dharashiv,2018,Total,Swine Flu,1
Dharashiv,2018,Total,AIDS,159
Dharashiv,2018,Total,Heart Disorder,598
Dharashiv,2018,Total,Cancer,171
Dharashiv,2018,Total,Maternal Death during Childbirth,8
Dharashiv,2018,Total,Paralysis,75
Dharashiv,2018,Total,Kidney Related,0
Dharashiv,2018,Total,Suicide,179
Dharashiv,2018,Total,Traffic,101
Dharashiv,2018,Total,Electric Shock,0
Dharashiv,2018,Total,Burns,86
Dharashiv,2018,Total,Other Accidents,0
Dharashiv,2018,Total,Other Reasons,3614
Dharashiv,2018,Male,Winter Fever,0
Dharashiv,2018,Male,Typhoid Fever,0
Dharashiv,2018,Male,Tuberculosis,14
Dharashiv,2018,Male,Pneumonia/ Respiratory disorders,124
Dharashiv,2018,Male,Diarrhoea or Gastro,11
Dharashiv,2018,Male,Dengue,0
Dharashiv,2018,Male,Swine Flu,0
Dharashiv,2018,Male,AIDS,100
Dharashiv,2018,Male,Heart Disorder,314
Dharashiv,2018,Male,Cancer,91
Dharashiv,2018,Male,Maternal Death during Childbirth,0
Dharashiv,2018,Male,Paralysis,40
Dharashiv,2018,Male,Kidney Related,0
Dharashiv,2018,Male,Suicide,113
Dharashiv,2018,Male,Traffic,61
Dharashiv,2018,Male,Electric Shock,0
Dharashiv,2018,Male,Burns,40
Dharashiv,2018,Male,Other Accidents,0
Dharashiv,2018,Male,Other Reasons,2006
Dharashiv,2018,Female,Winter Fever,0
Dharashiv,2018,Female,Typhoid Fever,0
Dharashiv,2018,Female,Tuberculosis,10
Dharashiv,2018,Female,Pneumonia/ Respiratory disorders,99
Dharashiv,2018,Female,Diarrhoea or Gastro,7
Dharashiv,2018,Female,Dengue,0
Dharashiv,2018,Female,Swine Flu,1
Dharashiv,2018,Female,AIDS,59
Dharashiv,2018,Female,Heart Disorder,284
Dharashiv,2018,Female,Cancer,80
Dharashiv,2018,Female,Maternal Death during Childbirth,8
Dharashiv,2018,Female,Paralysis,35
Dharashiv,2018,Female,Kidney Related,0
Dharashiv,2018,Female,Suicide,66
Dharashiv,2018,Female,Traffic,40
Dharashiv,2018,Female,Electric Shock,0
Dharashiv,2018,Female,Burns,46
Dharashiv,2018,Female,Other Accidents,0
Dharashiv,2018,Female,Other Reasons,1608
Dharashiv,2019,Total,Winter Fever,0
Dharashiv,2019,Total,Typhoid Fever,0
Dharashiv,2019,Total,Tuberculosis,89
Dharashiv,2019,Total,Pneumonia/ Respiratory disorders,223
Dharashiv,2019,Total,Diarrhoea or Gastro,0
Dharashiv,2019,Total,Dengue,0
Dharashiv,2019,Total,Swine Flu,0
Dharashiv,2019,Total,AIDS,166
Dharashiv,2019,Total,Heart Disorder,527
Dharashiv,2019,Total,Cancer,182
Dharashiv,2019,Total,Maternal Death during Childbirth,7
Dharashiv,2019,Total,Paralysis,173
Dharashiv,2019,Total,Kidney Related,0
Dharashiv,2019,Total,Suicide,231
Dharashiv,2019,Total,Traffic,101
Dharashiv,2019,Total,Electric Shock,0
Dharashiv,2019,Total,Burns,224
Dharashiv,2019,Total,Other Accidents,0
Dharashiv,2019,Total,Other Reasons,3974
Dharashiv,2019,Male,Winter Fever,0
Dharashiv,2019,Male,Typhoid Fever,0
Dharashiv,2019,Male,Tuberculosis,65
Dharashiv,2019,Male,Pneumonia/ Respiratory disorders,124
Dharashiv,2019,Male,Diarrhoea or Gastro,0
Dharashiv,2019,Male,Dengue,0
Dharashiv,2019,Male,Swine Flu,0
Dharashiv,2019,Male,AIDS,105
Dharashiv,2019,Male,Heart Disorder,314
Dharashiv,2019,Male,Cancer,99
Dharashiv,2019,Male,Maternal Death during Childbirth,0
Dharashiv,2019,Male,Paralysis,97
Dharashiv,2019,Male,Kidney Related,0
Dharashiv,2019,Male,Suicide,128
Dharashiv,2019,Male,Traffic,61
Dharashiv,2019,Male,Electric Shock,0
Dharashiv,2019,Male,Burns,105
Dharashiv,2019,Male,Other Accidents,0
Dharashiv,2019,Male,Other Reasons,2252
Dharashiv,2019,Female,Winter Fever,0
Dharashiv,2019,Female,Typhoid Fever,0
Dharashiv,2019,Female,Tuberculosis,24
Dharashiv,2019,Female,Pneumonia/ Respiratory disorders,99
Dharashiv,2019,Female,Diarrhoea or Gastro,0
Dharashiv,2019,Female,Dengue,0
Dharashiv,2019,Female,Swine Flu,0
Dharashiv,2019,Female,AIDS,61
Dharashiv,2019,Female,Heart Disorder,213
Dharashiv,2019,Female,Cancer,83
Dharashiv,2019,Female,Maternal Death during Childbirth,7
Dharashiv,2019,Female,Paralysis,76
Dharashiv,2019,Female,Kidney Related,0
Dharashiv,2019,Female,Suicide,103
Dharashiv,2019,Female,Traffic,40
Dharashiv,2019,Female,Electric Shock,0
Dharashiv,2019,Female,Burns,119
Dharashiv,2019,Female,Other Accidents,0
Dharashiv,2019,Female,Other Reasons,1722
Dharashiv,2020,Total,Winter Fever,0
Dharashiv,2020,Total,Typhoid Fever,22
Dharashiv,2020,Total,Tuberculosis,58
Dharashiv,2020,Total,Pneumonia/ Respiratory disorders,688
Dharashiv,2020,Total,Diarrhoea or Gastro,0
Dharashiv,2020,Total,Dengue,0
Dharashiv,2020,Total,Swine Flu,0
Dharashiv,2020,Total,AIDS,31
Dharashiv,2020,Total,Heart Disorder,543
Dharashiv,2020,Total,Cancer,126
Dharashiv,2020,Total,Maternal Death during Childbirth,8
Dharashiv,2020,Total,Paralysis,147
Dharashiv,2020,Total,Kidney Related,114
Dharashiv,2020,Total,Suicide,215
Dharashiv,2020,Total,Traffic,75
Dharashiv,2020,Total,Electric Shock,7
Dharashiv,2020,Total,Burns,141
Dharashiv,2020,Total,Other Accidents,85
Dharashiv,2020,Total,Other Reasons,4422
Dharashiv,2020,Male,Winter Fever,0
Dharashiv,2020,Male,Typhoid Fever,14
Dharashiv,2020,Male,Tuberculosis,36
Dharashiv,2020,Male,Pneumonia/ Respiratory disorders,447
Dharashiv,2020,Male,Diarrhoea or Gastro,0
Dharashiv,2020,Male,Dengue,0
Dharashiv,2020,Male,Swine Flu,0
Dharashiv,2020,Male,AIDS,26
Dharashiv,2020,Male,Heart Disorder,370
Dharashiv,2020,Male,Cancer,96
Dharashiv,2020,Male,Maternal Death during Childbirth,0
Dharashiv,2020,Male,Paralysis,105
Dharashiv,2020,Male,Kidney Related,88
Dharashiv,2020,Male,Suicide,131
Dharashiv,2020,Male,Traffic,39
Dharashiv,2020,Male,Electric Shock,4
Dharashiv,2020,Male,Burns,60
Dharashiv,2020,Male,Other Accidents,51
Dharashiv,2020,Male,Other Reasons,2408
Dharashiv,2020,Female,Winter Fever,0
Dharashiv,2020,Female,Typhoid Fever,8
Dharashiv,2020,Female,Tuberculosis,22
Dharashiv,2020,Female,Pneumonia/ Respiratory disorders,241
Dharashiv,2020,Female,Diarrhoea or Gastro,0
Dharashiv,2020,Female,Dengue,0
Dharashiv,2020,Female,Swine Flu,0
Dharashiv,2020,Female,AIDS,5
Dharashiv,2020,Female,Heart Disorder,173
Dharashiv,2020,Female,Cancer,30
Dharashiv,2020,Female,Maternal Death during Childbirth,8
Dharashiv,2020,Female,Paralysis,42
Dharashiv,2020,Female,Kidney Related,26
Dharashiv,2020,Female,Suicide,84
Dharashiv,2020,Female,Traffic,36
Dharashiv,2020,Female,Electric Shock,3
Dharashiv,2020,Female,Burns,81
Dharashiv,2020,Female,Other Accidents,34
Dharashiv,2020,Female,Other Reasons,2014
Dharashiv,2021,Total,Winter Fever,0
Dharashiv,2021,Total,Typhoid Fever,19
Dharashiv,2021,Total,Tuberculosis,37
Dharashiv,2021,Total,Pneumonia/ Respiratory disorders,638
Dharashiv,2021,Total,Diarrhoea or Gastro,0
Dharashiv,2021,Total,Dengue,0
Dharashiv,2021,Total,Swine Flu,0
Dharashiv,2021,Total,AIDS,25
Dharashiv,2021,Total,Heart Disorder,560
Dharashiv,2021,Total,Cancer,305
Dharashiv,2021,Total,Maternal Death during Childbirth,7
Dharashiv,2021,Total,Paralysis,159
Dharashiv,2021,Total,Kidney Related,127
Dharashiv,2021,Total,Suicide,251
Dharashiv,2021,Total,Traffic,74
Dharashiv,2021,Total,Electric Shock,7
Dharashiv,2021,Total,Burns,148
Dharashiv,2021,Total,Other Accidents,95
Dharashiv,2021,Total,Other Reasons,4599
Dharashiv,2021,Male,Winter Fever,0
Dharashiv,2021,Male,Typhoid Fever,12
Dharashiv,2021,Male,Tuberculosis,22
Dharashiv,2021,Male,Pneumonia/ Respiratory disorders,416
Dharashiv,2021,Male,Diarrhoea or Gastro,0
Dharashiv,2021,Male,Dengue,0
Dharashiv,2021,Male,Swine Flu,0
Dharashiv,2021,Male,AIDS,22
Dharashiv,2021,Male,Heart Disorder,393
Dharashiv,2021,Male,Cancer,186
Dharashiv,2021,Male,Maternal Death during Childbirth,0
Dharashiv,2021,Male,Paralysis,112
Dharashiv,2021,Male,Kidney Related,92
Dharashiv,2021,Male,Suicide,158
Dharashiv,2021,Male,Traffic,39
Dharashiv,2021,Male,Electric Shock,5
Dharashiv,2021,Male,Burns,55
Dharashiv,2021,Male,Other Accidents,59
Dharashiv,2021,Male,Other Reasons,2486
Dharashiv,2021,Female,Winter Fever,0
Dharashiv,2021,Female,Typhoid Fever,7
Dharashiv,2021,Female,Tuberculosis,15
Dharashiv,2021,Female,Pneumonia/ Respiratory disorders,222
Dharashiv,2021,Female,Diarrhoea or Gastro,0
Dharashiv,2021,Female,Dengue,0
Dharashiv,2021,Female,Swine Flu,0
Dharashiv,2021,Female,AIDS,3
Dharashiv,2021,Female,Heart Disorder,167
Dharashiv,2021,Female,Cancer,119
Dharashiv,2021,Female,Maternal Death during Childbirth,7
Dharashiv,2021,Female,Paralysis,47
Dharashiv,2021,Female,Kidney Related,35
Dharashiv,2021,Female,Suicide,93
Dharashiv,2021,Female,Traffic,35
Dharashiv,2021,Female,Electric Shock,2
Dharashiv,2021,Female,Burns,93
Dharashiv,2021,Female,Other Accidents,36
Dharashiv,2021,Female,Other Reasons,2113
Dhule,2012,Total,Winter Fever,3
Dhule,2012,Total,Typhoid Fever,0
Dhule,2012,Total,Tuberculosis,70
Dhule,2012,Total,Pneumonia/ Respiratory disorders,94
Dhule,2012,Total,Diarrhoea or Gastro,0
Dhule,2012,Total,Dengue,1
Dhule,2012,Total,Swine Flu,0
Dhule,2012,Total,AIDS,0
Dhule,2012,Total,Heart Disorder,86
Dhule,2012,Total,Cancer,25
Dhule,2012,Total,Maternal Death during Childbirth,28
Dhule,2012,Total,Paralysis,8
Dhule,2012,Total,Kidney Related,8
Dhule,2012,Total,Suicide,12
Dhule,2012,Total,Traffic,44
Dhule,2012,Total,Electric Shock,11
Dhule,2012,Total,Burns,72
Dhule,2012,Total,Other Accidents,14
Dhule,2012,Total,Other Reasons,3812
Dhule,2012,Male,Winter Fever,1
Dhule,2012,Male,Typhoid Fever,0
Dhule,2012,Male,Tuberculosis,51
Dhule,2012,Male,Pneumonia/ Respiratory disorders,58
Dhule,2012,Male,Diarrhoea or Gastro,0
Dhule,2012,Male,Dengue,1
Dhule,2012,Male,Swine Flu,0
Dhule,2012,Male,AIDS,0
Dhule,2012,Male,Heart Disorder,72
Dhule,2012,Male,Cancer,24
Dhule,2012,Male,Maternal Death during Childbirth,0
Dhule,2012,Male,Paralysis,8
Dhule,2012,Male,Kidney Related,6
Dhule,2012,Male,Suicide,7
Dhule,2012,Male,Traffic,30
Dhule,2012,Male,Electric Shock,2
Dhule,2012,Male,Burns,14
Dhule,2012,Male,Other Accidents,10
Dhule,2012,Male,Other Reasons,2355
Dhule,2012,Female,Winter Fever,2
Dhule,2012,Female,Typhoid Fever,0
Dhule,2012,Female,Tuberculosis,19
Dhule,2012,Female,Pneumonia/ Respiratory disorders,36
Dhule,2012,Female,Diarrhoea or Gastro,0
Dhule,2012,Female,Dengue,0
Dhule,2012,Female,Swine Flu,0
Dhule,2012,Female,AIDS,0
Dhule,2012,Female,Heart Disorder,14
Dhule,2012,Female,Cancer,1
Dhule,2012,Female,Maternal Death during Childbirth,28
Dhule,2012,Female,Paralysis,0
Dhule,2012,Female,Kidney Related,2
Dhule,2012,Female,Suicide,5
Dhule,2012,Female,Traffic,14
Dhule,2012,Female,Electric Shock,9
Dhule,2012,Female,Burns,58
Dhule,2012,Female,Other Accidents,4
Dhule,2012,Female,Other Reasons,1457
Dhule,2013,Total,Winter Fever,18
Dhule,2013,Total,Typhoid Fever,0
Dhule,2013,Total,Tuberculosis,88
Dhule,2013,Total,Pneumonia/ Respiratory disorders,0
Dhule,2013,Total,Diarrhoea or Gastro,24
Dhule,2013,Total,Dengue,0
Dhule,2013,Total,Swine Flu,0
Dhule,2013,Total,AIDS,31
Dhule,2013,Total,Heart Disorder,504
Dhule,2013,Total,Cancer,0
Dhule,2013,Total,Maternal Death during Childbirth,8
Dhule,2013,Total,Paralysis,0
Dhule,2013,Total,Kidney Related,0
Dhule,2013,Total,Suicide,187
Dhule,2013,Total,Traffic,286
Dhule,2013,Total,Electric Shock,0
Dhule,2013,Total,Burns,0
Dhule,2013,Total,Other Accidents,0
Dhule,2013,Total,Other Reasons,11573
Dhule,2014,Total,Winter Fever,4
Dhule,2014,Total,Typhoid Fever,0
Dhule,2014,Total,Tuberculosis,93
Dhule,2014,Total,Pneumonia/ Respiratory disorders,245
Dhule,2014,Total,Diarrhoea or Gastro,14
Dhule,2014,Total,Dengue,0
Dhule,2014,Total,Swine Flu,0
Dhule,2014,Total,AIDS,33
Dhule,2014,Total,Heart Disorder,641
Dhule,2014,Total,Cancer,0
Dhule,2014,Total,Maternal Death during Childbirth,8
Dhule,2014,Total,Paralysis,178
Dhule,2014,Total,Kidney Related,0
Dhule,2014,Total,Suicide,175
Dhule,2014,Total,Traffic,162
Dhule,2014,Total,Electric Shock,0
Dhule,2014,Total,Burns,0
Dhule,2014,Total,Other Accidents,3
Dhule,2014,Total,Other Reasons,10788
Dhule,2015,Total,Winter Fever,0
Dhule,2015,Total,Typhoid Fever,0
Dhule,2015,Total,Tuberculosis,79
Dhule,2015,Total,Pneumonia/ Respiratory disorders,346
Dhule,2015,Total,Diarrhoea or Gastro,30
Dhule,2015,Total,Dengue,0
Dhule,2015,Total,Swine Flu,0
Dhule,2015,Total,AIDS,30
Dhule,2015,Total,Heart Disorder,943
Dhule,2015,Total,Cancer,0
Dhule,2015,Total,Maternal Death during Childbirth,5
Dhule,2015,Total,Paralysis,0
Dhule,2015,Total,Kidney Related,0
Dhule,2015,Total,Suicide,181
Dhule,2015,Total,Traffic,221
Dhule,2015,Total,Electric Shock,0
Dhule,2015,Total,Burns,0
Dhule,2015,Total,Other Accidents,2
Dhule,2015,Total,Other Reasons,9913
Dhule,2016,Total,Winter Fever,2
Dhule,2016,Total,Typhoid Fever,10
Dhule,2016,Total,Tuberculosis,64
Dhule,2016,Total,Pneumonia/ Respiratory disorders,362
Dhule,2016,Total,Diarrhoea or Gastro,5
Dhule,2016,Total,Dengue,0
Dhule,2016,Total,Swine Flu,0
Dhule,2016,Total,AIDS,38
Dhule,2016,Total,Heart Disorder,624
Dhule,2016,Total,Cancer,0
Dhule,2016,Total,Maternal Death during Childbirth,4
Dhule,2016,Total,Paralysis,0
Dhule,2016,Total,Kidney Related,0
Dhule,2016,Total,Suicide,176
Dhule,2016,Total,Traffic,211
Dhule,2016,Total,Electric Shock,0
Dhule,2016,Total,Burns,0
Dhule,2016,Total,Other Accidents,1
Dhule,2016,Total,Other Reasons,12092
Dhule,2017,Total,Winter Fever,6
Dhule,2017,Total,Typhoid Fever,22
Dhule,2017,Total,Tuberculosis,45
Dhule,2017,Total,Pneumonia/ Respiratory disorders,330
Dhule,2017,Total,Diarrhoea or Gastro,4
Dhule,2017,Total,Dengue,3
Dhule,2017,Total,Swine Flu,1
Dhule,2017,Total,AIDS,31
Dhule,2017,Total,Heart Disorder,748
Dhule,2017,Total,Cancer,187
Dhule,2017,Total,Maternal Death during Childbirth,23
Dhule,2017,Total,Paralysis,201
Dhule,2017,Total,Kidney Related,1
Dhule,2017,Total,Suicide,171
Dhule,2017,Total,Traffic,226
Dhule,2017,Total,Electric Shock,0
Dhule,2017,Total,Burns,91
Dhule,2017,Total,Other Accidents,30
Dhule,2017,Total,Other Reasons,10431
Dhule,2018,Total,Winter Fever,0
Dhule,2018,Total,Typhoid Fever,1
Dhule,2018,Total,Tuberculosis,81
Dhule,2018,Total,Pneumonia/ Respiratory disorders,165
Dhule,2018,Total,Diarrhoea or Gastro,0
Dhule,2018,Total,Dengue,0
Dhule,2018,Total,Swine Flu,2
Dhule,2018,Total,AIDS,25
Dhule,2018,Total,Heart Disorder,772
Dhule,2018,Total,Cancer,178
Dhule,2018,Total,Maternal Death during Childbirth,28
Dhule,2018,Total,Paralysis,129
Dhule,2018,Total,Kidney Related,0
Dhule,2018,Total,Suicide,205
Dhule,2018,Total,Traffic,134
Dhule,2018,Total,Electric Shock,0
Dhule,2018,Total,Burns,253
Dhule,2018,Total,Other Accidents,42
Dhule,2018,Total,Other Reasons,9599
Dhule,2019,Total,Winter Fever,19
Dhule,2019,Total,Typhoid Fever,2
Dhule,2019,Total,Tuberculosis,38
Dhule,2019,Total,Pneumonia/ Respiratory disorders,40
Dhule,2019,Total,Diarrhoea or Gastro,0
Dhule,2019,Total,Dengue,0
Dhule,2019,Total,Swine Flu,0
Dhule,2019,Total,AIDS,15
Dhule,2019,Total,Heart Disorder,764
Dhule,2019,Total,Cancer,174
Dhule,2019,Total,Maternal Death during Childbirth,22
Dhule,2019,Total,Paralysis,0
Dhule,2019,Total,Kidney Related,0
Dhule,2019,Total,Suicide,190
Dhule,2019,Total,Traffic,63
Dhule,2019,Total,Electric Shock,0
Dhule,2019,Total,Burns,64
Dhule,2019,Total,Other Accidents,161
Dhule,2019,Total,Other Reasons,4195
Dhule,2020,Total,Winter Fever,0
Dhule,2020,Total,Typhoid Fever,0
Dhule,2020,Total,Tuberculosis,67
Dhule,2020,Total,Pneumonia/ Respiratory disorders,527
Dhule,2020,Total,Diarrhoea or Gastro,15
Dhule,2020,Total,Dengue,0
Dhule,2020,Total,Swine Flu,0
Dhule,2020,Total,AIDS,28
Dhule,2020,Total,Heart Disorder,921
Dhule,2020,Total,Cancer,170
Dhule,2020,Total,Maternal Death during Childbirth,17
Dhule,2020,Total,Paralysis,0
Dhule,2020,Total,Kidney Related,0
Dhule,2020,Total,Suicide,181
Dhule,2020,Total,Traffic,70
Dhule,2020,Total,Electric Shock,0
Dhule,2020,Total,Burns,80
Dhule,2020,Total,Other Accidents,166
Dhule,2020,Total,Other Reasons,11062
Dhule,2020,Male,Winter Fever,0
Dhule,2020,Male,Typhoid Fever,0
Dhule,2020,Male,Tuberculosis,58
Dhule,2020,Male,Pneumonia/ Respiratory disorders,321
Dhule,2020,Male,Diarrhoea or Gastro,10
Dhule,2020,Male,Dengue,0
Dhule,2020,Male,Swine Flu,0
Dhule,2020,Male,AIDS,15
Dhule,2020,Male,Heart Disorder,550
Dhule,2020,Male,Cancer,79
Dhule,2020,Male,Maternal Death during Childbirth,0
Dhule,2020,Male,Paralysis,0
Dhule,2020,Male,Kidney Related,0
Dhule,2020,Male,Suicide,50
Dhule,2020,Male,Traffic,50
Dhule,2020,Male,Electric Shock,0
Dhule,2020,Male,Burns,20
Dhule,2020,Male,Other Accidents,94
Dhule,2020,Male,Other Reasons,5887
Dhule,2020,Female,Winter Fever,0
Dhule,2020,Female,Typhoid Fever,0
Dhule,2020,Female,Tuberculosis,9
Dhule,2020,Female,Pneumonia/ Respiratory disorders,206
Dhule,2020,Female,Diarrhoea or Gastro,5
Dhule,2020,Female,Dengue,0
Dhule,2020,Female,Swine Flu,0
Dhule,2020,Female,AIDS,13
Dhule,2020,Female,Heart Disorder,371
Dhule,2020,Female,Cancer,91
Dhule,2020,Female,Maternal Death during Childbirth,17
Dhule,2020,Female,Paralysis,0
Dhule,2020,Female,Kidney Related,0
Dhule,2020,Female,Suicide,131
Dhule,2020,Female,Traffic,20
Dhule,2020,Female,Electric Shock,0
Dhule,2020,Female,Burns,60
Dhule,2020,Female,Other Accidents,72
Dhule,2020,Female,Other Reasons,5175
Dhule,2021,Total,Winter Fever,0
Dhule,2021,Total,Typhoid Fever,0
Dhule,2021,Total,Tuberculosis,114
Dhule,2021,Total,Pneumonia/ Respiratory disorders,560
Dhule,2021,Total,Diarrhoea or Gastro,36
Dhule,2021,Total,Dengue,1
Dhule,2021,Total,Swine Flu,0
Dhule,2021,Total,AIDS,52
Dhule,2021,Total,Heart Disorder,1061
Dhule,2021,Total,Cancer,217
Dhule,2021,Total,Maternal Death during Childbirth,6
Dhule,2021,Total,Paralysis,192
Dhule,2021,Total,Kidney Related,0
Dhule,2021,Total,Suicide,227
Dhule,2021,Total,Traffic,57
Dhule,2021,Total,Electric Shock,0
Dhule,2021,Total,Burns,6
Dhule,2021,Total,Other Accidents,146
Dhule,2021,Total,Other Reasons,7865
Dhule,2021,Male,Winter Fever,0
Dhule,2021,Male,Typhoid Fever,0
Dhule,2021,Male,Tuberculosis,76
Dhule,2021,Male,Pneumonia/ Respiratory disorders,240
Dhule,2021,Male,Diarrhoea or Gastro,20
Dhule,2021,Male,Dengue,1
Dhule,2021,Male,Swine Flu,0
Dhule,2021,Male,AIDS,29
Dhule,2021,Male,Heart Disorder,579
Dhule,2021,Male,Cancer,111
Dhule,2021,Male,Maternal Death during Childbirth,0
Dhule,2021,Male,Paralysis,87
Dhule,2021,Male,Kidney Related,0
Dhule,2021,Male,Suicide,106
Dhule,2021,Male,Traffic,41
Dhule,2021,Male,Electric Shock,0
Dhule,2021,Male,Burns,1
Dhule,2021,Male,Other Accidents,97
Dhule,2021,Male,Other Reasons,4702
Dhule,2021,Female,Winter Fever,0
Dhule,2021,Female,Typhoid Fever,0
Dhule,2021,Female,Tuberculosis,38
Dhule,2021,Female,Pneumonia/ Respiratory disorders,320
Dhule,2021,Female,Diarrhoea or Gastro,16
Dhule,2021,Female,Dengue,0
Dhule,2021,Female,Swine Flu,0
Dhule,2021,Female,AIDS,23
Dhule,2021,Female,Heart Disorder,482
Dhule,2021,Female,Cancer,106
Dhule,2021,Female,Maternal Death during Childbirth,6
Dhule,2021,Female,Paralysis,105
Dhule,2021,Female,Kidney Related,0
Dhule,2021,Female,Suicide,121
Dhule,2021,Female,Traffic,16
Dhule,2021,Female,Electric Shock,0
Dhule,2021,Female,Burns,5
Dhule,2021,Female,Other Accidents,49
Dhule,2021,Female,Other Reasons,3163
Gadchiroli,2012,Total,Winter Fever,7
Gadchiroli,2012,Total,Typhoid Fever,3
Gadchiroli,2012,Total,Tuberculosis,85
Gadchiroli,2012,Total,Pneumonia/ Respiratory disorders,38
Gadchiroli,2012,Total,Diarrhoea or Gastro,15
Gadchiroli,2012,Total,Heart Disorder,100
Gadchiroli,2012,Total,Cancer,71
Gadchiroli,2012,Total,Suicide,41
Gadchiroli,2012,Total,Traffic,8
Gadchiroli,2012,Total,Other Accidents,81
Gadchiroli,2012,Total,Other Reasons,4058
Gadchiroli,2013,Total,Winter Fever,5
Gadchiroli,2013,Total,Typhoid Fever,22
Gadchiroli,2013,Total,Tuberculosis,40
Gadchiroli,2013,Total,Pneumonia/ Respiratory disorders,101
Gadchiroli,2013,Total,Diarrhoea or Gastro,2
Gadchiroli,2013,Total,Dengue,1
