District,Year,Sex,Select Cause,Number
Nanded,2017,Male,Diarrhoea or Gastro,4
Nanded,2017,Male,Dengue,0
Nanded,2017,Male,AIDS,11
Nanded,2017,Male,Heart Disorder,299
Nanded,2017,Male,Cancer,115
Nanded,2017,Male,Maternal Death during Childbirth,0
Nanded,2017,Male,Paralysis,62
Nanded,2017,Male,Kidney Related,0
Nanded,2017,Male,Suicide,59
Nanded,2017,Male,Traffic,62
Nanded,2017,Male,Electric Shock,0
Nanded,2017,Male,Burns,26
Nanded,2017,Male,Other Accidents,0
Nanded,2017,Male,Other Reasons,8935
Nanded,2017,Female,Winter Fever,0
Nanded,2017,Female,Typhoid Fever,0
Nanded,2017,Female,Tuberculosis,20
Nanded,2017,Female,Pneumonia/ Respiratory disorders,117
Nanded,2017,Female,Diarrhoea or Gastro,2
Nanded,2017,Female,Dengue,0
Nanded,2017,Female,AIDS,8
Nanded,2017,Female,Heart Disorder,199
Nanded,2017,Female,Cancer,77
Nanded,2017,Female,Maternal Death during Childbirth,0
Nanded,2017,Female,Paralysis,42
Nanded,2017,Female,Kidney Related,0
Nanded,2017,Female,Suicide,40
Nanded,2017,Female,Traffic,42
Nanded,2017,Female,Electric Shock,0
Nanded,2017,Female,Burns,18
Nanded,2017,Female,Other Accidents,0
Nanded,2017,Female,Other Reasons,3829
Nanded,2018,Total,Winter Fever,0
Nanded,2018,Total,Typhoid Fever,0
Nanded,2018,Total,Tuberculosis,38
Nanded,2018,Total,Pneumonia/ Respiratory disorders,336
Nanded,2018,Total,Diarrhoea or Gastro,7
Nanded,2018,Total,Dengue,0
Nanded,2018,Total,Swine Flu,0
Nanded,2018,Total,AIDS,19
Nanded,2018,Total,Heart Disorder,512
Nanded,2018,Total,Cancer,207
Nanded,2018,Total,Maternal Death during Childbirth,18
Nanded,2018,Total,Paralysis,169
Nanded,2018,Total,Kidney Related,0
Nanded,2018,Total,Suicide,117
Nanded,2018,Total,Traffic,115
Nanded,2018,Total,Electric Shock,0
Nanded,2018,Total,Burns,34
Nanded,2018,Total,Other Accidents,0
Nanded,2018,Total,Other Reasons,9626
Nanded,2018,Male,Winter Fever,0
Nanded,2018,Male,Typhoid Fever,0
Nanded,2018,Male,Tuberculosis,24
Nanded,2018,Male,Pneumonia/ Respiratory disorders,198
Nanded,2018,Male,Diarrhoea or Gastro,4
Nanded,2018,Male,Dengue,0
Nanded,2018,Male,Swine Flu,0
Nanded,2018,Male,AIDS,12
Nanded,2018,Male,Heart Disorder,309
Nanded,2018,Male,Cancer,144
Nanded,2018,Male,Maternal Death during Childbirth,0
Nanded,2018,Male,Paralysis,115
Nanded,2018,Male,Kidney Related,0
Nanded,2018,Male,Suicide,71
Nanded,2018,Male,Traffic,68
Nanded,2018,Male,Electric Shock,0
Nanded,2018,Male,Burns,21
Nanded,2018,Male,Other Accidents,0
Nanded,2018,Male,Other Reasons,3748
Nanded,2018,Female,Winter Fever,0
Nanded,2018,Female,Typhoid Fever,0
Nanded,2018,Female,Tuberculosis,14
Nanded,2018,Female,Pneumonia/ Respiratory disorders,138
Nanded,2018,Female,Diarrhoea or Gastro,3
Nanded,2018,Female,Dengue,0
Nanded,2018,Female,Swine Flu,0
Nanded,2018,Female,AIDS,7
Nanded,2018,Female,Heart Disorder,203
Nanded,2018,Female,Cancer,63
Nanded,2018,Female,Maternal Death during Childbirth,18
Nanded,2018,Female,Paralysis,54
Nanded,2018,Female,Kidney Related,0
Nanded,2018,Female,Suicide,46
Nanded,2018,Female,Traffic,47
Nanded,2018,Female,Electric Shock,0
Nanded,2018,Female,Burns,13
Nanded,2018,Female,Other Accidents,0
Nanded,2018,Female,Other Reasons,5878
Nanded,2019,Total,Winter Fever,35
Nanded,2019,Total,Typhoid Fever,6
Nanded,2019,Total,Tuberculosis,270
Nanded,2019,Total,Pneumonia/ Respiratory disorders,287
Nanded,2019,Total,Diarrhoea or Gastro,5
Nanded,2019,Total,Dengue,412
Nanded,2019,Total,Swine Flu,0
Nanded,2019,Total,AIDS,19
Nanded,2019,Total,Heart Disorder,781
Nanded,2019,Total,Cancer,380
Nanded,2019,Total,Maternal Death during Childbirth,2
Nanded,2019,Total,Paralysis,0
Nanded,2019,Total,Kidney Related,0
Nanded,2019,Total,Suicide,208
Nanded,2019,Total,Traffic,160
Nanded,2019,Total,Electric Shock,0
Nanded,2019,Total,Burns,0
Nanded,2019,Total,Other Accidents,254
Nanded,2019,Total,Other Reasons,10618
Nanded,2019,Male,Winter Fever,21
Nanded,2019,Male,Typhoid Fever,2
Nanded,2019,Male,Tuberculosis,120
Nanded,2019,Male,Pneumonia/ Respiratory disorders,107
Nanded,2019,Male,Diarrhoea or Gastro,2
Nanded,2019,Male,Dengue,216
Nanded,2019,Male,Swine Flu,0
Nanded,2019,Male,AIDS,19
Nanded,2019,Male,Heart Disorder,407
Nanded,2019,Male,Cancer,200
Nanded,2019,Male,Maternal Death during Childbirth,0
Nanded,2019,Male,Paralysis,0
Nanded,2019,Male,Kidney Related,0
Nanded,2019,Male,Suicide,110
Nanded,2019,Male,Traffic,89
Nanded,2019,Male,Electric Shock,0
Nanded,2019,Male,Burns,0
Nanded,2019,Male,Other Accidents,200
Nanded,2019,Male,Other Reasons,4830
Nanded,2019,Female,Winter Fever,14
Nanded,2019,Female,Typhoid Fever,4
Nanded,2019,Female,Tuberculosis,150
Nanded,2019,Female,Pneumonia/ Respiratory disorders,180
Nanded,2019,Female,Diarrhoea or Gastro,3
Nanded,2019,Female,Dengue,196
Nanded,2019,Female,Swine Flu,0
Nanded,2019,Female,AIDS,0
Nanded,2019,Female,Heart Disorder,374
Nanded,2019,Female,Cancer,180
Nanded,2019,Female,Maternal Death during Childbirth,2
Nanded,2019,Female,Paralysis,0
Nanded,2019,Female,Kidney Related,0
Nanded,2019,Female,Suicide,98
Nanded,2019,Female,Traffic,71
Nanded,2019,Female,Electric Shock,0
Nanded,2019,Female,Burns,0
Nanded,2019,Female,Other Accidents,54
Nanded,2019,Female,Other Reasons,5788
Nanded,2020,Total,Winter Fever,27
Nanded,2020,Total,Typhoid Fever,3
Nanded,2020,Total,Tuberculosis,271
Nanded,2020,Total,Pneumonia/ Respiratory disorders,347
Nanded,2020,Total,Diarrhoea or Gastro,0
Nanded,2020,Total,Dengue,17
Nanded,2020,Total,Swine Flu,0
Nanded,2020,Total,AIDS,9
Nanded,2020,Total,Heart Disorder,769
Nanded,2020,Total,Cancer,63
Nanded,2020,Total,Maternal Death during Childbirth,0
Nanded,2020,Total,Paralysis,16
Nanded,2020,Total,Kidney Related,55
Nanded,2020,Total,Suicide,40
Nanded,2020,Total,Traffic,355
Nanded,2020,Total,Electric Shock,11
Nanded,2020,Total,Burns,40
Nanded,2020,Total,Other Accidents,70
Nanded,2020,Total,Other Reasons,5335
Nanded,2020,Male,Winter Fever,15
Nanded,2020,Male,Typhoid Fever,1
Nanded,2020,Male,Tuberculosis,157
Nanded,2020,Male,Pneumonia/ Respiratory disorders,180
Nanded,2020,Male,Diarrhoea or Gastro,0
Nanded,2020,Male,Dengue,10
Nanded,2020,Male,Swine Flu,0
Nanded,2020,Male,AIDS,6
Nanded,2020,Male,Heart Disorder,385
Nanded,2020,Male,Cancer,29
Nanded,2020,Male,Maternal Death during Childbirth,0
Nanded,2020,Male,Paralysis,11
Nanded,2020,Male,Kidney Related,20
Nanded,2020,Male,Suicide,20
Nanded,2020,Male,Traffic,210
Nanded,2020,Male,Electric Shock,11
Nanded,2020,Male,Burns,15
Nanded,2020,Male,Other Accidents,56
Nanded,2020,Male,Other Reasons,2720
Nanded,2020,Female,Winter Fever,12
Nanded,2020,Female,Typhoid Fever,2
Nanded,2020,Female,Tuberculosis,114
Nanded,2020,Female,Pneumonia/ Respiratory disorders,167
Nanded,2020,Female,Diarrhoea or Gastro,0
Nanded,2020,Female,Dengue,7
Nanded,2020,Female,Swine Flu,0
Nanded,2020,Female,AIDS,3
Nanded,2020,Female,Heart Disorder,384
Nanded,2020,Female,Cancer,34
Nanded,2020,Female,Maternal Death during Childbirth,0
Nanded,2020,Female,Paralysis,5
Nanded,2020,Female,Kidney Related,35
Nanded,2020,Female,Suicide,20
Nanded,2020,Female,Traffic,145
Nanded,2020,Female,Electric Shock,0
Nanded,2020,Female,Burns,25
Nanded,2020,Female,Other Accidents,14
Nanded,2020,Female,Other Reasons,2615
Nanded,2021,Total,Winter Fever,35
Nanded,2021,Total,Typhoid Fever,6
Nanded,2021,Total,Tuberculosis,42
Nanded,2021,Total,Pneumonia/ Respiratory disorders,695
Nanded,2021,Total,Diarrhoea or Gastro,5
Nanded,2021,Total,Dengue,0
Nanded,2021,Total,Swine Flu,0
Nanded,2021,Total,AIDS,44
Nanded,2021,Total,Heart Disorder,1030
Nanded,2021,Total,Cancer,216
Nanded,2021,Total,Maternal Death during Childbirth,29
Nanded,2021,Total,Paralysis,0
Nanded,2021,Total,Kidney Related,0
Nanded,2021,Total,Suicide,184
Nanded,2021,Total,Traffic,226
Nanded,2021,Total,Electric Shock,0
Nanded,2021,Total,Burns,25
Nanded,2021,Total,Other Accidents,0
Nanded,2021,Total,Other Reasons,6033
Nanded,2021,Male,Winter Fever,20
Nanded,2021,Male,Typhoid Fever,2
Nanded,2021,Male,Tuberculosis,24
Nanded,2021,Male,Pneumonia/ Respiratory disorders,278
Nanded,2021,Male,Diarrhoea or Gastro,2
Nanded,2021,Male,Dengue,0
Nanded,2021,Male,Swine Flu,0
Nanded,2021,Male,AIDS,18
Nanded,2021,Male,Heart Disorder,412
Nanded,2021,Male,Cancer,86
Nanded,2021,Male,Maternal Death during Childbirth,0
Nanded,2021,Male,Paralysis,0
Nanded,2021,Male,Kidney Related,0
Nanded,2021,Male,Suicide,74
Nanded,2021,Male,Traffic,90
Nanded,2021,Male,Electric Shock,0
Nanded,2021,Male,Burns,0
Nanded,2021,Male,Other Accidents,0
Nanded,2021,Male,Other Reasons,2696
Nanded,2021,Female,Winter Fever,15
Nanded,2021,Female,Typhoid Fever,4
Nanded,2021,Female,Tuberculosis,18
Nanded,2021,Female,Pneumonia/ Respiratory disorders,417
Nanded,2021,Female,Diarrhoea or Gastro,3
Nanded,2021,Female,Dengue,0
Nanded,2021,Female,Swine Flu,0
Nanded,2021,Female,AIDS,26
Nanded,2021,Female,Heart Disorder,618
Nanded,2021,Female,Cancer,130
Nanded,2021,Female,Maternal Death during Childbirth,29
Nanded,2021,Female,Paralysis,0
Nanded,2021,Female,Kidney Related,0
Nanded,2021,Female,Suicide,110
Nanded,2021,Female,Traffic,136
Nanded,2021,Female,Electric Shock,0
Nanded,2021,Female,Burns,25
Nanded,2021,Female,Other Accidents,0
Nanded,2021,Female,Other Reasons,3337
Nandurbar,2012,Total,Winter Fever,2
Nandurbar,2012,Total,Typhoid Fever,0
Nandurbar,2012,Total,Tuberculosis,97
Nandurbar,2012,Total,Pneumonia/ Respiratory disorders,3
Nandurbar,2012,Total,Diarrhoea or Gastro,0
Nandurbar,2012,Total,Dengue,1
Nandurbar,2012,Total,Swine Flu,0
Nandurbar,2012,Total,AIDS,9
Nandurbar,2012,Total,Heart Disorder,24
Nandurbar,2012,Total,Cancer,2
Nandurbar,2012,Total,Maternal Death during Childbirth,13
Nandurbar,2012,Total,Paralysis,5
Nandurbar,2012,Total,Kidney Related,3
Nandurbar,2012,Total,Suicide,21
Nandurbar,2012,Total,Traffic,22
Nandurbar,2012,Total,Electric Shock,1
Nandurbar,2012,Total,Burns,12
Nandurbar,2012,Total,Other Accidents,2
Nandurbar,2012,Total,Other Reasons,174
Nandurbar,2012,Male,Winter Fever,1
Nandurbar,2012,Male,Typhoid Fever,0
Nandurbar,2012,Male,Tuberculosis,73
Nandurbar,2012,Male,Pneumonia/ Respiratory disorders,3
Nandurbar,2012,Male,Diarrhoea or Gastro,0
Nandurbar,2012,Male,Dengue,1
Nandurbar,2012,Male,Swine Flu,0
Nandurbar,2012,Male,AIDS,7
Nandurbar,2012,Male,Heart Disorder,13
Nandurbar,2012,Male,Cancer,1
Nandurbar,2012,Male,Maternal Death during Childbirth,0
Nandurbar,2012,Male,Paralysis,4
Nandurbar,2012,Male,Kidney Related,1
Nandurbar,2012,Male,Suicide,14
Nandurbar,2012,Male,Traffic,20
Nandurbar,2012,Male,Electric Shock,1
Nandurbar,2012,Male,Burns,2
Nandurbar,2012,Male,Other Accidents,2
Nandurbar,2012,Male,Other Reasons,114
Nandurbar,2012,Female,Winter Fever,1
Nandurbar,2012,Female,Typhoid Fever,0
Nandurbar,2012,Female,Tuberculosis,24
Nandurbar,2012,Female,Pneumonia/ Respiratory disorders,0
Nandurbar,2012,Female,Diarrhoea or Gastro,0
Nandurbar,2012,Female,Dengue,0
Nandurbar,2012,Female,Swine Flu,0
Nandurbar,2012,Female,AIDS,2
Nandurbar,2012,Female,Heart Disorder,11
Nandurbar,2012,Female,Cancer,1
Nandurbar,2012,Female,Maternal Death during Childbirth,13
Nandurbar,2012,Female,Paralysis,1
Nandurbar,2012,Female,Kidney Related,2
Nandurbar,2012,Female,Suicide,7
Nandurbar,2012,Female,Traffic,2
Nandurbar,2012,Female,Electric Shock,0
Nandurbar,2012,Female,Burns,10
Nandurbar,2012,Female,Other Accidents,0
Nandurbar,2012,Female,Other Reasons,60
Nandurbar,2013,Total,Winter Fever,0
Nandurbar,2013,Total,Typhoid Fever,0
Nandurbar,2013,Total,Tuberculosis,0
Nandurbar,2013,Total,Pneumonia/ Respiratory disorders,0
Nandurbar,2013,Total,Diarrhoea or Gastro,4
Nandurbar,2013,Total,Dengue,0
Nandurbar,2013,Total,Swine Flu,0
Nandurbar,2013,Total,AIDS,0
Nandurbar,2013,Total,Heart Disorder,3
Nandurbar,2013,Total,Cancer,0
Nandurbar,2013,Total,Maternal Death during Childbirth,26
Nandurbar,2013,Total,Paralysis,1
Nandurbar,2013,Total,Kidney Related,0
Nandurbar,2013,Total,Suicide,22
Nandurbar,2013,Total,Traffic,10
Nandurbar,2013,Total,Electric Shock,1
Nandurbar,2013,Total,Burns,3
Nandurbar,2013,Total,Other Accidents,0
Nandurbar,2013,Total,Other Reasons,9764
Nandurbar,2013,Male,Winter Fever,0
Nandurbar,2013,Male,Typhoid Fever,0
Nandurbar,2013,Male,Tuberculosis,0
Nandurbar,2013,Male,Pneumonia/ Respiratory disorders,0
Nandurbar,2013,Male,Diarrhoea or Gastro,1
Nandurbar,2013,Male,Dengue,0
Nandurbar,2013,Male,Swine Flu,0
Nandurbar,2013,Male,AIDS,0
Nandurbar,2013,Male,Heart Disorder,2
Nandurbar,2013,Male,Cancer,0
Nandurbar,2013,Male,Maternal Death during Childbirth,0
Nandurbar,2013,Male,Paralysis,1
Nandurbar,2013,Male,Kidney Related,0
Nandurbar,2013,Male,Suicide,14
Nandurbar,2013,Male,Traffic,10
Nandurbar,2013,Male,Electric Shock,1
Nandurbar,2013,Male,Burns,0
Nandurbar,2013,Male,Other Accidents,0
Nandurbar,2013,Male,Other Reasons,5524
Nandurbar,2013,Female,Winter Fever,0
Nandurbar,2013,Female,Typhoid Fever,0
Nandurbar,2013,Female,Tuberculosis,0
Nandurbar,2013,Female,Pneumonia/ Respiratory disorders,0
Nandurbar,2013,Female,Diarrhoea or Gastro,3
Nandurbar,2013,Female,Dengue,0
Nandurbar,2013,Female,Swine Flu,0
Nandurbar,2013,Female,AIDS,0
Nandurbar,2013,Female,Heart Disorder,1
Nandurbar,2013,Female,Cancer,0
Nandurbar,2013,Female,Maternal Death during Childbirth,26
Nandurbar,2013,Female,Paralysis,0
Nandurbar,2013,Female,Kidney Related,0
Nandurbar,2013,Female,Suicide,8
Nandurbar,2013,Female,Traffic,0
Nandurbar,2013,Female,Electric Shock,0
Nandurbar,2013,Female,Burns,3
Nandurbar,2013,Female,Other Accidents,0
Nandurbar,2013,Female,Other Reasons,4240
Nandurbar,2014,Total,Winter Fever,2
Nandurbar,2014,Total,Typhoid Fever,0
Nandurbar,2014,Total,Tuberculosis,38
Nandurbar,2014,Total,Pneumonia/ Respiratory disorders,125
Nandurbar,2014,Total,Diarrhoea or Gastro,10
Nandurbar,2014,Total,Dengue,0
Nandurbar,2014,Total,Swine Flu,0
Nandurbar,2014,Total,AIDS,1
Nandurbar,2014,Total,Heart Disorder,45
Nandurbar,2014,Total,Cancer,0
Nandurbar,2014,Total,Maternal Death during Childbirth,21
Nandurbar,2014,Total,Paralysis,0
Nandurbar,2014,Total,Kidney Related,0
Nandurbar,2014,Total,Suicide,29
Nandurbar,2014,Total,Traffic,20
Nandurbar,2014,Total,Electric Shock,0
Nandurbar,2014,Total,Burns,22
Nandurbar,2014,Total,Other Accidents,0
Nandurbar,2014,Total,Other Reasons,8730
Nandurbar,2014,Male,Winter Fever,1
Nandurbar,2014,Male,Typhoid Fever,0
Nandurbar,2014,Male,Tuberculosis,22
Nandurbar,2014,Male,Pneumonia/ Respiratory disorders,70
Nandurbar,2014,Male,Diarrhoea or Gastro,5
Nandurbar,2014,Male,Dengue,0
Nandurbar,2014,Male,Swine Flu,0
Nandurbar,2014,Male,AIDS,1
Nandurbar,2014,Male,Heart Disorder,26
Nandurbar,2014,Male,Cancer,0
Nandurbar,2014,Male,Maternal Death during Childbirth,0
Nandurbar,2014,Male,Paralysis,0
Nandurbar,2014,Male,Kidney Related,0
Nandurbar,2014,Male,Suicide,17
Nandurbar,2014,Male,Traffic,15
Nandurbar,2014,Male,Electric Shock,0
Nandurbar,2014,Male,Burns,6
Nandurbar,2014,Male,Other Accidents,0
Nandurbar,2014,Male,Other Reasons,5240
Nandurbar,2014,Female,Winter Fever,1
Nandurbar,2014,Female,Typhoid Fever,0
Nandurbar,2014,Female,Tuberculosis,16
Nandurbar,2014,Female,Pneumonia/ Respiratory disorders,55
Nandurbar,2014,Female,Diarrhoea or Gastro,5
Nandurbar,2014,Female,Dengue,0
Nandurbar,2014,Female,Swine Flu,0
Nandurbar,2014,Female,AIDS,0
Nandurbar,2014,Female,Heart Disorder,19
Nandurbar,2014,Female,Cancer,0
Nandurbar,2014,Female,Maternal Death during Childbirth,21
Nandurbar,2014,Female,Paralysis,0
Nandurbar,2014,Female,Kidney Related,0
Nandurbar,2014,Female,Suicide,12
Nandurbar,2014,Female,Traffic,5
Nandurbar,2014,Female,Electric Shock,0
Nandurbar,2014,Female,Burns,16
Nandurbar,2014,Female,Other Accidents,0
Nandurbar,2014,Female,Other Reasons,3490
Nandurbar,2015,Total,Winter Fever,0
Nandurbar,2015,Total,Typhoid Fever,0
Nandurbar,2015,Total,Tuberculosis,49
Nandurbar,2015,Total,Pneumonia/ Respiratory disorders,36
Nandurbar,2015,Total,Diarrhoea or Gastro,5
Nandurbar,2015,Total,Dengue,0
Nandurbar,2015,Total,Swine Flu,0
Nandurbar,2015,Total,AIDS,2
Nandurbar,2015,Total,Heart Disorder,60
Nandurbar,2015,Total,Cancer,0
Nandurbar,2015,Total,Maternal Death during Childbirth,0
Nandurbar,2015,Total,Paralysis,9
Nandurbar,2015,Total,Kidney Related,0
Nandurbar,2015,Total,Suicide,32
Nandurbar,2015,Total,Traffic,47
Nandurbar,2015,Total,Electric Shock,0
Nandurbar,2015,Total,Burns,12
Nandurbar,2015,Total,Other Accidents,54
Nandurbar,2015,Total,Other Reasons,8277
Nandurbar,2015,Male,Winter Fever,0
Nandurbar,2015,Male,Typhoid Fever,0
Nandurbar,2015,Male,Tuberculosis,34
Nandurbar,2015,Male,Pneumonia/ Respiratory disorders,20
Nandurbar,2015,Male,Diarrhoea or Gastro,3
Nandurbar,2015,Male,Dengue,0
Nandurbar,2015,Male,Swine Flu,0
Nandurbar,2015,Male,AIDS,2
Nandurbar,2015,Male,Heart Disorder,36
Nandurbar,2015,Male,Cancer,0
Nandurbar,2015,Male,Maternal Death during Childbirth,0
Nandurbar,2015,Male,Paralysis,7
Nandurbar,2015,Male,Kidney Related,0
Nandurbar,2015,Male,Suicide,15
Nandurbar,2015,Male,Traffic,28
Nandurbar,2015,Male,Electric Shock,0
Nandurbar,2015,Male,Burns,5
Nandurbar,2015,Male,Other Accidents,36
Nandurbar,2015,Male,Other Reasons,4929
Nandurbar,2015,Female,Winter Fever,0
Nandurbar,2015,Female,Typhoid Fever,0
Nandurbar,2015,Female,Tuberculosis,15
Nandurbar,2015,Female,Pneumonia/ Respiratory disorders,16
Nandurbar,2015,Female,Diarrhoea or Gastro,2
Nandurbar,2015,Female,Dengue,0
Nandurbar,2015,Female,Swine Flu,0
Nandurbar,2015,Female,AIDS,0
Nandurbar,2015,Female,Heart Disorder,24
Nandurbar,2015,Female,Cancer,0
Nandurbar,2015,Female,Maternal Death during Childbirth,0
Nandurbar,2015,Female,Paralysis,2
Nandurbar,2015,Female,Kidney Related,0
Nandurbar,2015,Female,Suicide,17
Nandurbar,2015,Female,Traffic,19
Nandurbar,2015,Female,Electric Shock,0
Nandurbar,2015,Female,Burns,7
Nandurbar,2015,Female,Other Accidents,18
Nandurbar,2015,Female,Other Reasons,3348
Nandurbar,2016,Total,Winter Fever,446
Nandurbar,2016,Total,Typhoid Fever,0
Nandurbar,2016,Total,Tuberculosis,176
Nandurbar,2016,Total,Pneumonia/ Respiratory disorders,678
Nandurbar,2016,Total,Diarrhoea or Gastro,43
Nandurbar,2016,Total,Dengue,19
Nandurbar,2016,Total,Swine Flu,0
Nandurbar,2016,Total,AIDS,48
Nandurbar,2016,Total,Heart Disorder,819
Nandurbar,2016,Total,Cancer,0
Nandurbar,2016,Total,Maternal Death during Childbirth,19
Nandurbar,2016,Total,Paralysis,411
Nandurbar,2016,Total,Kidney Related,0
Nandurbar,2016,Total,Suicide,137
Nandurbar,2016,Total,Traffic,143
Nandurbar,2016,Total,Electric Shock,2
Nandurbar,2016,Total,Burns,250
Nandurbar,2016,Total,Other Accidents,48
Nandurbar,2016,Total,Other Reasons,5506
Nandurbar,2016,Male,Winter Fever,216
Nandurbar,2016,Male,Typhoid Fever,0
Nandurbar,2016,Male,Tuberculosis,93
Nandurbar,2016,Male,Pneumonia/ Respiratory disorders,331
Nandurbar,2016,Male,Diarrhoea or Gastro,23
Nandurbar,2016,Male,Dengue,9
Nandurbar,2016,Male,Swine Flu,0
Nandurbar,2016,Male,AIDS,22
Nandurbar,2016,Male,Heart Disorder,416
Nandurbar,2016,Male,Cancer,0
Nandurbar,2016,Male,Maternal Death during Childbirth,0
Nandurbar,2016,Male,Paralysis,198
Nandurbar,2016,Male,Kidney Related,0
Nandurbar,2016,Male,Suicide,62
Nandurbar,2016,Male,Traffic,96
Nandurbar,2016,Male,Electric Shock,2
Nandurbar,2016,Male,Burns,70
Nandurbar,2016,Male,Other Accidents,30
Nandurbar,2016,Male,Other Reasons,3573
Nandurbar,2016,Female,Winter Fever,230
Nandurbar,2016,Female,Typhoid Fever,0
Nandurbar,2016,Female,Tuberculosis,83
Nandurbar,2016,Female,Pneumonia/ Respiratory disorders,347
Nandurbar,2016,Female,Diarrhoea or Gastro,20
Nandurbar,2016,Female,Dengue,10
Nandurbar,2016,Female,Swine Flu,0
Nandurbar,2016,Female,AIDS,26
Nandurbar,2016,Female,Heart Disorder,403
Nandurbar,2016,Female,Cancer,0
Nandurbar,2016,Female,Maternal Death during Childbirth,19
Nandurbar,2016,Female,Paralysis,213
Nandurbar,2016,Female,Kidney Related,0
Nandurbar,2016,Female,Suicide,75
Nandurbar,2016,Female,Traffic,47
Nandurbar,2016,Female,Electric Shock,0
Nandurbar,2016,Female,Burns,180
Nandurbar,2016,Female,Other Accidents,18
Nandurbar,2016,Female,Other Reasons,1933
Nandurbar,2017,Total,Winter Fever,0
Nandurbar,2017,Total,Typhoid Fever,0
Nandurbar,2017,Total,Tuberculosis,33
Nandurbar,2017,Total,Pneumonia/ Respiratory disorders,35
Nandurbar,2017,Total,Diarrhoea or Gastro,0
Nandurbar,2017,Total,Dengue,0
Nandurbar,2017,Total,Swine Flu,0
Nandurbar,2017,Total,AIDS,11
Nandurbar,2017,Total,Heart Disorder,66
Nandurbar,2017,Total,Cancer,3
Nandurbar,2017,Total,Maternal Death during Childbirth,31
Nandurbar,2017,Total,Paralysis,22
Nandurbar,2017,Total,Kidney Related,0
Nandurbar,2017,Total,Suicide,39
Nandurbar,2017,Total,Traffic,19
Nandurbar,2017,Total,Electric Shock,16
Nandurbar,2017,Total,Burns,9
Nandurbar,2017,Total,Other Accidents,33
Nandurbar,2017,Total,Other Reasons,6313
Nandurbar,2017,Male,Winter Fever,0
Nandurbar,2017,Male,Typhoid Fever,0
Nandurbar,2017,Male,Tuberculosis,24
Nandurbar,2017,Male,Pneumonia/ Respiratory disorders,17
Nandurbar,2017,Male,Diarrhoea or Gastro,0
Nandurbar,2017,Male,Dengue,0
Nandurbar,2017,Male,Swine Flu,0
Nandurbar,2017,Male,AIDS,7
Nandurbar,2017,Male,Heart Disorder,43
Nandurbar,2017,Male,Cancer,0
Nandurbar,2017,Male,Maternal Death during Childbirth,0
Nandurbar,2017,Male,Paralysis,13
Nandurbar,2017,Male,Kidney Related,0
Nandurbar,2017,Male,Suicide,16
Nandurbar,2017,Male,Traffic,15
Nandurbar,2017,Male,Electric Shock,15
Nandurbar,2017,Male,Burns,1
Nandurbar,2017,Male,Other Accidents,29
Nandurbar,2017,Male,Other Reasons,3537
Nandurbar,2017,Female,Winter Fever,0
Nandurbar,2017,Female,Typhoid Fever,0
Nandurbar,2017,Female,Tuberculosis,9
Nandurbar,2017,Female,Pneumonia/ Respiratory disorders,18
Nandurbar,2017,Female,Diarrhoea or Gastro,0
Nandurbar,2017,Female,Dengue,0
Nandurbar,2017,Female,Swine Flu,0
Nandurbar,2017,Female,AIDS,4
Nandurbar,2017,Female,Heart Disorder,23
Nandurbar,2017,Female,Cancer,3
Nandurbar,2017,Female,Maternal Death during Childbirth,31
Nandurbar,2017,Female,Paralysis,9
Nandurbar,2017,Female,Kidney Related,0
Nandurbar,2017,Female,Suicide,23
Nandurbar,2017,Female,Traffic,4
Nandurbar,2017,Female,Electric Shock,1
Nandurbar,2017,Female,Burns,8
Nandurbar,2017,Female,Other Accidents,4
Nandurbar,2017,Female,Other Reasons,2776
Nandurbar,2018,Total,Winter Fever,0
Nandurbar,2018,Total,Typhoid Fever,0
Nandurbar,2018,Total,Tuberculosis,46
Nandurbar,2018,Total,Pneumonia/ Respiratory disorders,3
Nandurbar,2018,Total,Diarrhoea or Gastro,4
Nandurbar,2018,Total,Dengue,0
Nandurbar,2018,Total,Swine Flu,0
Nandurbar,2018,Total,AIDS,8
Nandurbar,2018,Total,Heart Disorder,83
Nandurbar,2018,Total,Cancer,9
Nandurbar,2018,Total,Maternal Death during Childbirth,28
Nandurbar,2018,Total,Paralysis,38
Nandurbar,2018,Total,Kidney Related,1
Nandurbar,2018,Total,Suicide,41
Nandurbar,2018,Total,Traffic,65
Nandurbar,2018,Total,Electric Shock,8
Nandurbar,2018,Total,Burns,18
Nandurbar,2018,Total,Other Accidents,18
Nandurbar,2018,Total,Other Reasons,6182
Nandurbar,2018,Male,Winter Fever,0
Nandurbar,2018,Male,Typhoid Fever,0
Nandurbar,2018,Male,Tuberculosis,29
Nandurbar,2018,Male,Pneumonia/ Respiratory disorders,1
Nandurbar,2018,Male,Diarrhoea or Gastro,2
Nandurbar,2018,Male,Dengue,0
Nandurbar,2018,Male,Swine Flu,0
Nandurbar,2018,Male,AIDS,3
Nandurbar,2018,Male,Heart Disorder,38
Nandurbar,2018,Male,Cancer,3
Nandurbar,2018,Male,Maternal Death during Childbirth,0
Nandurbar,2018,Male,Paralysis,20
Nandurbar,2018,Male,Kidney Related,1
Nandurbar,2018,Male,Suicide,17
Nandurbar,2018,Male,Traffic,48
Nandurbar,2018,Male,Electric Shock,8
Nandurbar,2018,Male,Burns,2
Nandurbar,2018,Male,Other Accidents,15
