District,Year,Taluka,Select Facility,Number
Sindhudurg,2016,Malvan,Sub-Centres,34
Sindhudurg,2016,Malvan,Doctors/Vaids,10
Sindhudurg,2016,Malvan,Number of Beds,90
Sindhudurg,2016,Malvan,Beds for Women,30
Sindhudurg,2016,Malvan,Beds for Children,10
Sindhudurg,2016,Vengurla,Hospitals,2
Sindhudurg,2016,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2016,Vengurla,Clinics,2
Sindhudurg,2016,Vengurla,Maternity Wards,2
Sindhudurg,2016,Vengurla,Primary Health Centres,4
Sindhudurg,2016,Vengurla,Sub-Centres,22
Sindhudurg,2016,Vengurla,Doctors/Vaids,15
Sindhudurg,2016,Vengurla,Number of Beds,134
Sindhudurg,2016,Vengurla,Beds for Women,38
Sindhudurg,2016,Vengurla,Beds for Children,15
Sindhudurg,2016,Kudal,Hospitals,2
Sindhudurg,2016,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2016,Kudal,Clinics,2
Sindhudurg,2016,Kudal,Maternity Wards,2
Sindhudurg,2016,Kudal,Primary Health Centres,6
Sindhudurg,2016,Kudal,Sub-Centres,42
Sindhudurg,2016,Kudal,Doctors/Vaids,37
Sindhudurg,2016,Kudal,Number of Beds,366
Sindhudurg,2016,Kudal,Beds for Women,112
Sindhudurg,2016,Kudal,Beds for Children,25
Sindhudurg,2016,Sawantwadi,Hospitals,1
Sindhudurg,2016,Sawantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2016,Sawantwadi,Clinics,2
Sindhudurg,2016,Sawantwadi,Maternity Wards,2
Sindhudurg,2016,Sawantwadi,Primary Health Centres,5
Sindhudurg,2016,Sawantwadi,Sub-Centres,36
Sindhudurg,2016,Sawantwadi,Doctors/Vaids,32
Sindhudurg,2016,Sawantwadi,Number of Beds,130
Sindhudurg,2016,Sawantwadi,Beds for Women,70
Sindhudurg,2016,Sawantwadi,Beds for Children,10
Sindhudurg,2016,Dodamarg,Hospitals,1
Sindhudurg,2016,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2016,Dodamarg,Clinics,0
Sindhudurg,2016,Dodamarg,Maternity Wards,1
Sindhudurg,2016,Dodamarg,Primary Health Centres,3
Sindhudurg,2016,Dodamarg,Sub-Centres,19
Sindhudurg,2016,Dodamarg,Doctors/Vaids,6
Sindhudurg,2016,Dodamarg,Number of Beds,48
Sindhudurg,2016,Dodamarg,Beds for Women,16
Sindhudurg,2016,Dodamarg,Beds for Children,5
Sindhudurg,2017,Devgad,Hospitals,1
Sindhudurg,2017,Devgad,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Devgad,Clinics,1
Sindhudurg,2017,Devgad,Maternity Wards,1
Sindhudurg,2017,Devgad,Primary Health Centres,6
Sindhudurg,2017,Devgad,Sub-Centres,38
Sindhudurg,2017,Devgad,Doctors/Vaids,10
Sindhudurg,2017,Devgad,Number of Beds,66
Sindhudurg,2017,Devgad,Beds for Women,28
Sindhudurg,2017,Devgad,Beds for Children,5
Sindhudurg,2017,Vaibhavwadi,Hospitals,1
Sindhudurg,2017,Vaibhavwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Vaibhavwadi,Clinics,4
Sindhudurg,2017,Vaibhavwadi,Maternity Wards,1
Sindhudurg,2017,Vaibhavwadi,Primary Health Centres,2
Sindhudurg,2017,Vaibhavwadi,Sub-Centres,17
Sindhudurg,2017,Vaibhavwadi,Doctors/Vaids,5
Sindhudurg,2017,Vaibhavwadi,Number of Beds,42
Sindhudurg,2017,Vaibhavwadi,Beds for Women,16
Sindhudurg,2017,Vaibhavwadi,Beds for Children,5
Sindhudurg,2017,Kankavali,Hospitals,1
Sindhudurg,2017,Kankavali,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Kankavali,Clinics,1
Sindhudurg,2017,Kankavali,Maternity Wards,1
Sindhudurg,2017,Kankavali,Primary Health Centres,7
Sindhudurg,2017,Kankavali,Sub-Centres,40
Sindhudurg,2017,Kankavali,Doctors/Vaids,19
Sindhudurg,2017,Kankavali,Number of Beds,142
Sindhudurg,2017,Kankavali,Beds for Women,81
Sindhudurg,2017,Kankavali,Beds for Children,10
Sindhudurg,2017,Malvan,Hospitals,2
Sindhudurg,2017,Malvan,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Malvan,Clinics,2
Sindhudurg,2017,Malvan,Maternity Wards,2
Sindhudurg,2017,Malvan,Primary Health Centres,5
Sindhudurg,2017,Malvan,Sub-Centres,34
Sindhudurg,2017,Malvan,Doctors/Vaids,10
Sindhudurg,2017,Malvan,Number of Beds,90
Sindhudurg,2017,Malvan,Beds for Women,35
Sindhudurg,2017,Malvan,Beds for Children,10
Sindhudurg,2017,Vengurla,Hospitals,2
Sindhudurg,2017,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Vengurla,Clinics,3
Sindhudurg,2017,Vengurla,Maternity Wards,2
Sindhudurg,2017,Vengurla,Primary Health Centres,4
Sindhudurg,2017,Vengurla,Sub-Centres,22
Sindhudurg,2017,Vengurla,Doctors/Vaids,13
Sindhudurg,2017,Vengurla,Number of Beds,134
Sindhudurg,2017,Vengurla,Beds for Women,42
Sindhudurg,2017,Vengurla,Beds for Children,15
Sindhudurg,2017,Kudal,Hospitals,2
Sindhudurg,2017,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Kudal,Clinics,5
Sindhudurg,2017,Kudal,Maternity Wards,2
Sindhudurg,2017,Kudal,Primary Health Centres,6
Sindhudurg,2017,Kudal,Sub-Centres,42
Sindhudurg,2017,Kudal,Doctors/Vaids,38
Sindhudurg,2017,Kudal,Number of Beds,366
Sindhudurg,2017,Kudal,Beds for Women,138
Sindhudurg,2017,Kudal,Beds for Children,30
Sindhudurg,2017,Sawantwadi,Hospitals,1
Sindhudurg,2017,Sawantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Sawantwadi,Clinics,3
Sindhudurg,2017,Sawantwadi,Maternity Wards,2
Sindhudurg,2017,Sawantwadi,Primary Health Centres,5
Sindhudurg,2017,Sawantwadi,Sub-Centres,36
Sindhudurg,2017,Sawantwadi,Doctors/Vaids,13
Sindhudurg,2017,Sawantwadi,Number of Beds,130
Sindhudurg,2017,Sawantwadi,Beds for Women,75
Sindhudurg,2017,Sawantwadi,Beds for Children,10
Sindhudurg,2017,Dodamarg,Hospitals,1
Sindhudurg,2017,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2017,Dodamarg,Clinics,2
Sindhudurg,2017,Dodamarg,Maternity Wards,1
Sindhudurg,2017,Dodamarg,Primary Health Centres,3
Sindhudurg,2017,Dodamarg,Sub-Centres,19
Sindhudurg,2017,Dodamarg,Doctors/Vaids,7
Sindhudurg,2017,Dodamarg,Number of Beds,48
Sindhudurg,2017,Dodamarg,Beds for Women,19
Sindhudurg,2017,Dodamarg,Beds for Children,5
Sindhudurg,2018,Devgad,Hospitals,1
Sindhudurg,2018,Devgad,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Devgad,Clinics,1
Sindhudurg,2018,Devgad,Maternity Wards,1
Sindhudurg,2018,Devgad,Primary Health Centres,6
Sindhudurg,2018,Devgad,Sub-Centres,38
Sindhudurg,2018,Devgad,Doctors/Vaids,13
Sindhudurg,2018,Devgad,Number of Beds,66
Sindhudurg,2018,Devgad,Beds for Women,28
Sindhudurg,2018,Devgad,Beds for Children,5
Sindhudurg,2018,Vaibhavwadi,Hospitals,1
Sindhudurg,2018,Vaibhavwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Vaibhavwadi,Clinics,4
Sindhudurg,2018,Vaibhavwadi,Maternity Wards,1
Sindhudurg,2018,Vaibhavwadi,Primary Health Centres,2
Sindhudurg,2018,Vaibhavwadi,Sub-Centres,17
Sindhudurg,2018,Vaibhavwadi,Doctors/Vaids,3
Sindhudurg,2018,Vaibhavwadi,Number of Beds,42
Sindhudurg,2018,Vaibhavwadi,Beds for Women,16
Sindhudurg,2018,Vaibhavwadi,Beds for Children,5
Sindhudurg,2018,Kankavali,Hospitals,1
Sindhudurg,2018,Kankavali,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Kankavali,Clinics,1
Sindhudurg,2018,Kankavali,Maternity Wards,1
Sindhudurg,2018,Kankavali,Primary Health Centres,7
Sindhudurg,2018,Kankavali,Sub-Centres,39
Sindhudurg,2018,Kankavali,Doctors/Vaids,13
Sindhudurg,2018,Kankavali,Number of Beds,142
Sindhudurg,2018,Kankavali,Beds for Women,81
Sindhudurg,2018,Kankavali,Beds for Children,10
Sindhudurg,2018,Malvan,Hospitals,2
Sindhudurg,2018,Malvan,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Malvan,Clinics,2
Sindhudurg,2018,Malvan,Maternity Wards,2
Sindhudurg,2018,Malvan,Primary Health Centres,5
Sindhudurg,2018,Malvan,Sub-Centres,34
Sindhudurg,2018,Malvan,Doctors/Vaids,9
Sindhudurg,2018,Malvan,Number of Beds,90
Sindhudurg,2018,Malvan,Beds for Women,35
Sindhudurg,2018,Malvan,Beds for Children,10
Sindhudurg,2018,Vengurla,Hospitals,2
Sindhudurg,2018,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Vengurla,Clinics,3
Sindhudurg,2018,Vengurla,Maternity Wards,2
Sindhudurg,2018,Vengurla,Primary Health Centres,4
Sindhudurg,2018,Vengurla,Sub-Centres,22
Sindhudurg,2018,Vengurla,Doctors/Vaids,7
Sindhudurg,2018,Vengurla,Number of Beds,104
Sindhudurg,2018,Vengurla,Beds for Women,42
Sindhudurg,2018,Vengurla,Beds for Children,15
Sindhudurg,2018,Kudal,Hospitals,2
Sindhudurg,2018,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Kudal,Clinics,5
Sindhudurg,2018,Kudal,Maternity Wards,2
Sindhudurg,2018,Kudal,Primary Health Centres,6
Sindhudurg,2018,Kudal,Sub-Centres,42
Sindhudurg,2018,Kudal,Doctors/Vaids,41
Sindhudurg,2018,Kudal,Number of Beds,396
Sindhudurg,2018,Kudal,Beds for Women,138
Sindhudurg,2018,Kudal,Beds for Children,30
Sindhudurg,2018,Sawantwadi,Hospitals,1
Sindhudurg,2018,Sawantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Sawantwadi,Clinics,3
Sindhudurg,2018,Sawantwadi,Maternity Wards,2
Sindhudurg,2018,Sawantwadi,Primary Health Centres,5
Sindhudurg,2018,Sawantwadi,Sub-Centres,36
Sindhudurg,2018,Sawantwadi,Doctors/Vaids,15
Sindhudurg,2018,Sawantwadi,Number of Beds,130
Sindhudurg,2018,Sawantwadi,Beds for Women,75
Sindhudurg,2018,Sawantwadi,Beds for Children,10
Sindhudurg,2018,Dodamarg,Hospitals,1
Sindhudurg,2018,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2018,Dodamarg,Clinics,2
Sindhudurg,2018,Dodamarg,Maternity Wards,1
Sindhudurg,2018,Dodamarg,Primary Health Centres,3
Sindhudurg,2018,Dodamarg,Sub-Centres,20
Sindhudurg,2018,Dodamarg,Doctors/Vaids,7
Sindhudurg,2018,Dodamarg,Number of Beds,48
Sindhudurg,2018,Dodamarg,Beds for Women,19
Sindhudurg,2018,Dodamarg,Beds for Children,5
Sindhudurg,2019,Devgad,Hospitals,1
Sindhudurg,2019,Devgad,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Devgad,Clinics,1
Sindhudurg,2019,Devgad,Maternity Wards,1
Sindhudurg,2019,Devgad,Primary Health Centres,6
Sindhudurg,2019,Devgad,Sub-Centres,38
Sindhudurg,2019,Devgad,Doctors/Vaids,10
Sindhudurg,2019,Devgad,Number of Beds,66
Sindhudurg,2019,Devgad,Beds for Women,28
Sindhudurg,2019,Devgad,Beds for Children,5
Sindhudurg,2019,Vaibhavwadi,Hospitals,1
Sindhudurg,2019,Vaibhavwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Vaibhavwadi,Clinics,4
Sindhudurg,2019,Vaibhavwadi,Maternity Wards,1
Sindhudurg,2019,Vaibhavwadi,Primary Health Centres,2
Sindhudurg,2019,Vaibhavwadi,Sub-Centres,17
Sindhudurg,2019,Vaibhavwadi,Doctors/Vaids,5
Sindhudurg,2019,Vaibhavwadi,Number of Beds,42
Sindhudurg,2019,Vaibhavwadi,Beds for Women,16
Sindhudurg,2019,Vaibhavwadi,Beds for Children,5
Sindhudurg,2019,Kankawali,Hospitals,1
Sindhudurg,2019,Kankawali,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Kankawali,Clinics,1
Sindhudurg,2019,Kankawali,Maternity Wards,1
Sindhudurg,2019,Kankawali,Primary Health Centres,7
Sindhudurg,2019,Kankawali,Sub-Centres,39
Sindhudurg,2019,Kankawali,Doctors/Vaids,19
Sindhudurg,2019,Kankawali,Number of Beds,142
Sindhudurg,2019,Kankawali,Beds for Women,81
Sindhudurg,2019,Kankawali,Beds for Children,10
Sindhudurg,2019,Malwan,Hospitals,2
Sindhudurg,2019,Malwan,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Malwan,Clinics,2
Sindhudurg,2019,Malwan,Maternity Wards,2
Sindhudurg,2019,Malwan,Primary Health Centres,5
Sindhudurg,2019,Malwan,Sub-Centres,34
Sindhudurg,2019,Malwan,Doctors/Vaids,10
Sindhudurg,2019,Malwan,Number of Beds,90
Sindhudurg,2019,Malwan,Beds for Women,35
Sindhudurg,2019,Malwan,Beds for Children,10
Sindhudurg,2019,Vengurla,Hospitals,2
Sindhudurg,2019,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Vengurla,Clinics,3
Sindhudurg,2019,Vengurla,Maternity Wards,2
Sindhudurg,2019,Vengurla,Primary Health Centres,4
Sindhudurg,2019,Vengurla,Sub-Centres,22
Sindhudurg,2019,Vengurla,Doctors/Vaids,13
Sindhudurg,2019,Vengurla,Number of Beds,104
Sindhudurg,2019,Vengurla,Beds for Women,42
Sindhudurg,2019,Vengurla,Beds for Children,15
Sindhudurg,2019,Kudal,Hospitals,2
Sindhudurg,2019,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Kudal,Clinics,5
Sindhudurg,2019,Kudal,Maternity Wards,2
Sindhudurg,2019,Kudal,Primary Health Centres,6
Sindhudurg,2019,Kudal,Sub-Centres,42
Sindhudurg,2019,Kudal,Doctors/Vaids,38
Sindhudurg,2019,Kudal,Number of Beds,396
Sindhudurg,2019,Kudal,Beds for Women,138
Sindhudurg,2019,Kudal,Beds for Children,30
Sindhudurg,2019,Savantwadi,Hospitals,1
Sindhudurg,2019,Savantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Savantwadi,Clinics,3
Sindhudurg,2019,Savantwadi,Maternity Wards,2
Sindhudurg,2019,Savantwadi,Primary Health Centres,5
Sindhudurg,2019,Savantwadi,Sub-Centres,36
Sindhudurg,2019,Savantwadi,Doctors/Vaids,13
Sindhudurg,2019,Savantwadi,Number of Beds,130
Sindhudurg,2019,Savantwadi,Beds for Women,75
Sindhudurg,2019,Savantwadi,Beds for Children,10
Sindhudurg,2019,Dodamarg,Hospitals,1
Sindhudurg,2019,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2019,Dodamarg,Clinics,2
Sindhudurg,2019,Dodamarg,Maternity Wards,1
Sindhudurg,2019,Dodamarg,Primary Health Centres,3
Sindhudurg,2019,Dodamarg,Sub-Centres,20
Sindhudurg,2019,Dodamarg,Doctors/Vaids,7
Sindhudurg,2019,Dodamarg,Number of Beds,48
Sindhudurg,2019,Dodamarg,Beds for Women,19
Sindhudurg,2019,Dodamarg,Beds for Children,5
Sindhudurg,2020,Devgad,Hospitals,1
Sindhudurg,2020,Devgad,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Devgad,Clinics,1
Sindhudurg,2020,Devgad,Maternity Wards,1
Sindhudurg,2020,Devgad,Primary Health Centres,6
Sindhudurg,2020,Devgad,Sub-Centres,38
Sindhudurg,2020,Devgad,Doctors/Vaids,10
Sindhudurg,2020,Devgad,Number of Beds,66
Sindhudurg,2020,Devgad,Beds for Women,28
Sindhudurg,2020,Devgad,Beds for Children,5
Sindhudurg,2020,Vaibhavwadi,Hospitals,1
Sindhudurg,2020,Vaibhavwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Vaibhavwadi,Clinics,4
Sindhudurg,2020,Vaibhavwadi,Maternity Wards,1
Sindhudurg,2020,Vaibhavwadi,Primary Health Centres,2
Sindhudurg,2020,Vaibhavwadi,Sub-Centres,17
Sindhudurg,2020,Vaibhavwadi,Doctors/Vaids,5
Sindhudurg,2020,Vaibhavwadi,Number of Beds,42
Sindhudurg,2020,Vaibhavwadi,Beds for Women,16
Sindhudurg,2020,Vaibhavwadi,Beds for Children,5
Sindhudurg,2020,Kankawali,Hospitals,1
Sindhudurg,2020,Kankawali,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Kankawali,Clinics,1
Sindhudurg,2020,Kankawali,Maternity Wards,1
Sindhudurg,2020,Kankawali,Primary Health Centres,7
Sindhudurg,2020,Kankawali,Sub-Centres,39
Sindhudurg,2020,Kankawali,Doctors/Vaids,19
Sindhudurg,2020,Kankawali,Number of Beds,142
Sindhudurg,2020,Kankawali,Beds for Women,81
Sindhudurg,2020,Kankawali,Beds for Children,10
Sindhudurg,2020,Malwan,Hospitals,2
Sindhudurg,2020,Malwan,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Malwan,Clinics,2
Sindhudurg,2020,Malwan,Maternity Wards,2
Sindhudurg,2020,Malwan,Primary Health Centres,5
Sindhudurg,2020,Malwan,Sub-Centres,34
Sindhudurg,2020,Malwan,Doctors/Vaids,10
Sindhudurg,2020,Malwan,Number of Beds,90
Sindhudurg,2020,Malwan,Beds for Women,35
Sindhudurg,2020,Malwan,Beds for Children,10
Sindhudurg,2020,Vengurla,Hospitals,2
Sindhudurg,2020,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Vengurla,Clinics,3
Sindhudurg,2020,Vengurla,Maternity Wards,2
Sindhudurg,2020,Vengurla,Primary Health Centres,4
Sindhudurg,2020,Vengurla,Sub-Centres,22
Sindhudurg,2020,Vengurla,Doctors/Vaids,13
Sindhudurg,2020,Vengurla,Number of Beds,104
Sindhudurg,2020,Vengurla,Beds for Women,42
Sindhudurg,2020,Vengurla,Beds for Children,15
Sindhudurg,2020,Kudal,Hospitals,2
Sindhudurg,2020,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Kudal,Clinics,5
Sindhudurg,2020,Kudal,Maternity Wards,2
Sindhudurg,2020,Kudal,Primary Health Centres,6
Sindhudurg,2020,Kudal,Sub-Centres,42
Sindhudurg,2020,Kudal,Doctors/Vaids,38
Sindhudurg,2020,Kudal,Number of Beds,396
Sindhudurg,2020,Kudal,Beds for Women,138
Sindhudurg,2020,Kudal,Beds for Children,30
Sindhudurg,2020,Savantwadi,Hospitals,1
Sindhudurg,2020,Savantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Savantwadi,Clinics,3
Sindhudurg,2020,Savantwadi,Maternity Wards,2
Sindhudurg,2020,Savantwadi,Primary Health Centres,5
Sindhudurg,2020,Savantwadi,Sub-Centres,36
Sindhudurg,2020,Savantwadi,Doctors/Vaids,13
Sindhudurg,2020,Savantwadi,Number of Beds,130
Sindhudurg,2020,Savantwadi,Beds for Women,75
Sindhudurg,2020,Savantwadi,Beds for Children,10
Sindhudurg,2020,Dodamarg,Hospitals,1
Sindhudurg,2020,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2020,Dodamarg,Clinics,2
Sindhudurg,2020,Dodamarg,Maternity Wards,1
Sindhudurg,2020,Dodamarg,Primary Health Centres,3
Sindhudurg,2020,Dodamarg,Sub-Centres,20
Sindhudurg,2020,Dodamarg,Doctors/Vaids,7
Sindhudurg,2020,Dodamarg,Number of Beds,48
Sindhudurg,2020,Dodamarg,Beds for Women,19
Sindhudurg,2020,Dodamarg,Beds for Children,5
Sindhudurg,2021,Devgad,Hospitals,1
Sindhudurg,2021,Devgad,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Devgad,Clinics,1
Sindhudurg,2021,Devgad,Maternity Wards,1
Sindhudurg,2021,Devgad,Primary Health Centres,6
Sindhudurg,2021,Devgad,Sub-Centres,38
Sindhudurg,2021,Devgad,Doctors/Vaids,10
Sindhudurg,2021,Devgad,Number of Beds,66
Sindhudurg,2021,Devgad,Beds for Women,28
Sindhudurg,2021,Devgad,Beds for Children,5
Sindhudurg,2021,Vaibhavwadi,Hospitals,1
Sindhudurg,2021,Vaibhavwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Vaibhavwadi,Clinics,4
Sindhudurg,2021,Vaibhavwadi,Maternity Wards,1
Sindhudurg,2021,Vaibhavwadi,Primary Health Centres,2
Sindhudurg,2021,Vaibhavwadi,Sub-Centres,17
Sindhudurg,2021,Vaibhavwadi,Doctors/Vaids,5
Sindhudurg,2021,Vaibhavwadi,Number of Beds,42
Sindhudurg,2021,Vaibhavwadi,Beds for Women,16
Sindhudurg,2021,Vaibhavwadi,Beds for Children,5
Sindhudurg,2021,Kankawali,Hospitals,1
Sindhudurg,2021,Kankawali,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Kankawali,Clinics,1
Sindhudurg,2021,Kankawali,Maternity Wards,1
Sindhudurg,2021,Kankawali,Primary Health Centres,7
Sindhudurg,2021,Kankawali,Sub-Centres,39
Sindhudurg,2021,Kankawali,Doctors/Vaids,19
Sindhudurg,2021,Kankawali,Number of Beds,142
Sindhudurg,2021,Kankawali,Beds for Women,81
Sindhudurg,2021,Kankawali,Beds for Children,10
Sindhudurg,2021,Malwan,Hospitals,2
Sindhudurg,2021,Malwan,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Malwan,Clinics,2
Sindhudurg,2021,Malwan,Maternity Wards,2
Sindhudurg,2021,Malwan,Primary Health Centres,5
Sindhudurg,2021,Malwan,Sub-Centres,34
Sindhudurg,2021,Malwan,Doctors/Vaids,10
Sindhudurg,2021,Malwan,Number of Beds,90
Sindhudurg,2021,Malwan,Beds for Women,35
Sindhudurg,2021,Malwan,Beds for Children,10
Sindhudurg,2021,Vengurla,Hospitals,2
Sindhudurg,2021,Vengurla,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Vengurla,Clinics,3
Sindhudurg,2021,Vengurla,Maternity Wards,2
Sindhudurg,2021,Vengurla,Primary Health Centres,4
Sindhudurg,2021,Vengurla,Sub-Centres,22
Sindhudurg,2021,Vengurla,Doctors/Vaids,13
Sindhudurg,2021,Vengurla,Number of Beds,104
Sindhudurg,2021,Vengurla,Beds for Women,42
Sindhudurg,2021,Vengurla,Beds for Children,15
Sindhudurg,2021,Kudal,Hospitals,2
Sindhudurg,2021,Kudal,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Kudal,Clinics,5
Sindhudurg,2021,Kudal,Maternity Wards,2
Sindhudurg,2021,Kudal,Primary Health Centres,6
Sindhudurg,2021,Kudal,Sub-Centres,42
Sindhudurg,2021,Kudal,Doctors/Vaids,38
Sindhudurg,2021,Kudal,Number of Beds,396
Sindhudurg,2021,Kudal,Beds for Women,138
Sindhudurg,2021,Kudal,Beds for Children,30
Sindhudurg,2021,Savantwadi,Hospitals,1
Sindhudurg,2021,Savantwadi,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Savantwadi,Clinics,3
Sindhudurg,2021,Savantwadi,Maternity Wards,2
Sindhudurg,2021,Savantwadi,Primary Health Centres,5
Sindhudurg,2021,Savantwadi,Sub-Centres,36
Sindhudurg,2021,Savantwadi,Doctors/Vaids,13
Sindhudurg,2021,Savantwadi,Number of Beds,130
Sindhudurg,2021,Savantwadi,Beds for Women,75
Sindhudurg,2021,Savantwadi,Beds for Children,10
Sindhudurg,2021,Dodamarg,Hospitals,1
Sindhudurg,2021,Dodamarg,"Specialty Hospitals (Cancer, TB etc.)",0
Sindhudurg,2021,Dodamarg,Clinics,2
Sindhudurg,2021,Dodamarg,Maternity Wards,1
Sindhudurg,2021,Dodamarg,Primary Health Centres,3
Sindhudurg,2021,Dodamarg,Sub-Centres,20
Sindhudurg,2021,Dodamarg,Doctors/Vaids,7
Sindhudurg,2021,Dodamarg,Number of Beds,48
Sindhudurg,2021,Dodamarg,Beds for Women,19
Sindhudurg,2021,Dodamarg,Beds for Children,5
Thane,2012,Thane,Hospitals,9
Thane,2012,Thane,"Specialty Hospitals (Cancer, TB etc.)",3
Thane,2012,Thane,Clinics,25
Thane,2012,Thane,Maternity Wards,13
Thane,2012,Thane,Primary Health Centres,45
Thane,2012,Thane,Sub-Centres,26
Thane,2012,Thane,Doctors/Vaids,252
Thane,2012,Thane,Number of Beds,2128
Thane,2012,Thane,Beds for Women,878
Thane,2012,Thane,Beds for Children,27
Thane,2012,Bhivandi,Hospitals,2
Thane,2012,Bhivandi,"Specialty Hospitals (Cancer, TB etc.)",0
Thane,2012,Bhivandi,Clinics,1
Thane,2012,Bhivandi,Maternity Wards,7
Thane,2012,Bhivandi,Primary Health Centres,21
Thane,2012,Bhivandi,Sub-Centres,51
Thane,2012,Bhivandi,Doctors/Vaids,71
Thane,2012,Bhivandi,Number of Beds,172
Thane,2012,Bhivandi,Beds for Women,52
Thane,2012,Bhivandi,Beds for Children,12
Thane,2012,Shahapur,Hospitals,3
Thane,2012,Shahapur,"Specialty Hospitals (Cancer, TB etc.)",0
Thane,2012,Shahapur,Clinics,4
Thane,2012,Shahapur,Maternity Wards,8
Thane,2012,Shahapur,Primary Health Centres,9
Thane,2012,Shahapur,Sub-Centres,60
Thane,2012,Shahapur,Doctors/Vaids,37
Thane,2012,Shahapur,Number of Beds,184
Thane,2012,Shahapur,Beds for Women,52
Thane,2012,Shahapur,Beds for Children,12
Thane,2012,Kalyan,Hospitals,4
Thane,2012,Kalyan,"Specialty Hospitals (Cancer, TB etc.)",0
Thane,2012,Kalyan,Clinics,2
Thane,2012,Kalyan,Maternity Wards,2
Thane,2012,Kalyan,Primary Health Centres,17
Thane,2012,Kalyan,Sub-Centres,27
Thane,2012,Kalyan,Doctors/Vaids,97
Thane,2012,Kalyan,Number of Beds,384
Thane,2012,Kalyan,Beds for Women,12
Thane,2012,Kalyan,Beds for Children,5
Thane,2012,Ulhasnagar,Hospitals,2
Thane,2012,Ulhasnagar,"Specialty Hospitals (Cancer, TB etc.)",0
Thane,2012,Ulhasnagar,Clinics,6
Thane,2012,Ulhasnagar,Maternity Wards,2
Thane,2012,Ulhasnagar,Primary Health Centres,8
Thane,2012,Ulhasnagar,Sub-Centres,5
Thane,2012,Ulhasnagar,Doctors/Vaids,85
Thane,2012,Ulhasnagar,Number of Beds,260
Thane,2012,Ulhasnagar,Beds for Women,65
Thane,2012,Ulhasnagar,Beds for Children,15
Thane,2012,Ambarnath,Hospitals,1
Thane,2012,Ambarnath,"Specialty Hospitals (Cancer, TB etc.)",0
Thane,2012,Ambarnath,Clinics,2
Thane,2012,Ambarnath,Maternity Wards,4
