District,Year,Taluka,Pollution Category ,Number of Industries 
Nanded,2021,Bhokar,Orenge,17
Nanded,2021,Umari,Orenge,23
Nanded,2021,Dharmabad,Orenge,12
Nanded,2021,Biloli,Orenge,25
Nanded,2021,Naygaon,Orenge,37
Nanded,2021,Loha,Orenge,25
Nanded,2021,Kandhar,Orenge,12
Nanded,2021,Mukhed,Orenge,16
Nanded,2021,Deglur,Orenge,19
Nanded,2021,Mahur,Green,8
Nanded,2021,Kinvat,Green,17
Nanded,2021,Himalay Nagar,Green,5
Nanded,2021,Hadgaon,Green,25
Nanded,2021,Andhrapur,Green,25
Nanded,2021,Nanded,Green,754
Nanded,2021,Mudkhed,Green,9
Nanded,2021,Bhokar,Green,27
Nanded,2021,Umari,Green,10
Nanded,2021,Dharmabad,Green,56
Nanded,2021,Biloli,Green,25
Nanded,2021,Naygaon,Green,86
Nanded,2021,Loha,Green,28
Nanded,2021,Kandhar,Green,12
Nanded,2021,Mukhed,Green,16
Nanded,2021,Deglur,Green,44
Nanded,2021,Mahur,White,0
Nanded,2021,Kinvat,White,0
Nanded,2021,Himalay Nagar,White,0
Nanded,2021,Hadgaon,White,0
Nanded,2021,Andhrapur,White,0
Nanded,2021,Nanded,White,0
Nanded,2021,Mudkhed,White,0
Nanded,2021,Bhokar,White,0
Nanded,2021,Umari,White,0
Nanded,2021,Dharmabad,White,0
Nanded,2021,Biloli,White,0
Nanded,2021,Naygaon,White,0
Nanded,2021,Loha,White,0
Nanded,2021,Kandhar,White,0
Nanded,2021,Mukhed,White,0
Nanded,2021,Deglur,White,0
Nandurbar,2012,Akkalkuva,Red,2
Nandurbar,2012,Akrani,Red,1
Nandurbar,2012,Taloda,Red,0
Nandurbar,2012,Shahada,Red,6
Nandurbar,2012,Nandurbar,Red,7
Nandurbar,2012,Navapur,Red,5
Nandurbar,2012,Akkalkuva,Orange,0
Nandurbar,2012,Akrani,Orange,0
Nandurbar,2012,Taloda,Orange,0
Nandurbar,2012,Shahada,Orange,6
Nandurbar,2012,Nandurbar,Orange,5
Nandurbar,2012,Navapur,Orange,5
Nandurbar,2012,Akkalkuva,Green,0
Nandurbar,2012,Akrani,Green,0
Nandurbar,2012,Taloda,Green,0
Nandurbar,2012,Shahada,Green,10
Nandurbar,2012,Nandurbar,Green,12
Nandurbar,2012,Navapur,Green,34
Nandurbar,2013,Akkalkuva,Red,7
Nandurbar,2013,Akrani,Red,1
Nandurbar,2013,Taloda,Red,2
Nandurbar,2013,Shahada,Red,44
Nandurbar,2013,Nandurbar,Red,56
Nandurbar,2013,Navapur,Red,23
Nandurbar,2013,Akkalkuva,Orange,0
Nandurbar,2013,Akrani,Orange,0
Nandurbar,2013,Taloda,Orange,0
Nandurbar,2013,Shahada,Orange,10
Nandurbar,2013,Nandurbar,Orange,10
Nandurbar,2013,Navapur,Orange,4
Nandurbar,2013,Akkalkuva,Green,0
Nandurbar,2013,Akrani,Green,1
Nandurbar,2013,Taloda,Green,0
Nandurbar,2013,Shahada,Green,33
Nandurbar,2013,Nandurbar,Green,35
Nandurbar,2013,Navapur,Green,123
Nandurbar,2014,Akkalkuva,Red,7
Nandurbar,2014,Akrani,Red,1
Nandurbar,2014,Taloda,Red,2
Nandurbar,2014,Shahada,Red,44
Nandurbar,2014,Nandurbar,Red,56
Nandurbar,2014,Navapur,Red,24
Nandurbar,2014,Akkalkuva,Orange,0
Nandurbar,2014,Akrani,Orange,0
Nandurbar,2014,Taloda,Orange,0
Nandurbar,2014,Shahada,Orange,10
Nandurbar,2014,Nandurbar,Orange,10
Nandurbar,2014,Navapur,Orange,4
Nandurbar,2014,Akkalkuva,Green,0
Nandurbar,2014,Akrani,Green,1
Nandurbar,2014,Taloda,Green,0
Nandurbar,2014,Shahada,Green,33
Nandurbar,2014,Nandurbar,Green,35
Nandurbar,2014,Navapur,Green,123
Nandurbar,2015,Akkalkuva,Red,1
Nandurbar,2015,Akrani,Red,0
Nandurbar,2015,Taloda,Red,1
Nandurbar,2015,Shahada,Red,50
Nandurbar,2015,Nandurbar,Red,56
Nandurbar,2015,Navapur,Red,26
Nandurbar,2015,Akkalkuva,Orange,7
Nandurbar,2015,Akrani,Orange,3
Nandurbar,2015,Taloda,Orange,2
Nandurbar,2015,Shahada,Orange,44
Nandurbar,2015,Nandurbar,Orange,36
Nandurbar,2015,Navapur,Orange,24
Nandurbar,2015,Akkalkuva,Green,10
Nandurbar,2015,Akrani,Green,4
Nandurbar,2015,Taloda,Green,11
Nandurbar,2015,Shahada,Green,23
Nandurbar,2015,Nandurbar,Green,47
Nandurbar,2015,Navapur,Green,29
Nandurbar,2016,Akkalkuva,Red,1
Nandurbar,2016,Akrani,Red,0
Nandurbar,2016,Taloda,Red,1
Nandurbar,2016,Shahada,Red,51
Nandurbar,2016,Nandurbar,Red,62
Nandurbar,2016,Navapur,Red,28
Nandurbar,2016,Akkalkuva,Orange,9
Nandurbar,2016,Akrani,Orange,3
Nandurbar,2016,Taloda,Orange,4
Nandurbar,2016,Shahada,Orange,46
Nandurbar,2016,Nandurbar,Orange,40
Nandurbar,2016,Navapur,Orange,30
Nandurbar,2016,Akkalkuva,Green,10
Nandurbar,2016,Akrani,Green,4
Nandurbar,2016,Taloda,Green,11
Nandurbar,2016,Shahada,Green,27
Nandurbar,2016,Nandurbar,Green,53
Nandurbar,2016,Navapur,Green,59
Nandurbar,2017,Akkalkuva,Red,1
Nandurbar,2017,Akrani,Red,0
Nandurbar,2017,Taloda,Red,1
Nandurbar,2017,Shahada,Red,29
Nandurbar,2017,Nandurbar,Red,40
Nandurbar,2017,Navapur,Red,17
Nandurbar,2017,Akkalkuva,Orange,7
Nandurbar,2017,Akrani,Orange,3
Nandurbar,2017,Taloda,Orange,2
Nandurbar,2017,Shahada,Orange,48
Nandurbar,2017,Nandurbar,Orange,43
Nandurbar,2017,Navapur,Orange,25
Nandurbar,2017,Akkalkuva,Green,10
Nandurbar,2017,Akrani,Green,4
Nandurbar,2017,Taloda,Green,11
Nandurbar,2017,Shahada,Green,42
Nandurbar,2017,Nandurbar,Green,56
Nandurbar,2017,Navapur,Green,166
Nandurbar,2018,Akkalkuva,Red,0
Nandurbar,2018,Akrani,Red,0
Nandurbar,2018,Taloda,Red,1
Nandurbar,2018,Shahada,Red,29
Nandurbar,2018,Nandurbar,Red,40
Nandurbar,2018,Navapur,Red,19
Nandurbar,2018,Akkalkuva,Orange,8
Nandurbar,2018,Akrani,Orange,0
Nandurbar,2018,Taloda,Orange,2
Nandurbar,2018,Shahada,Orange,47
Nandurbar,2018,Nandurbar,Orange,48
Nandurbar,2018,Navapur,Orange,26
Nandurbar,2018,Akkalkuva,Green,2
Nandurbar,2018,Akrani,Green,0
Nandurbar,2018,Taloda,Green,4
Nandurbar,2018,Shahada,Green,59
Nandurbar,2018,Nandurbar,Green,74
Nandurbar,2018,Navapur,Green,304
Nandurbar,2018,Akkalkuva,White,0
Nandurbar,2018,Akrani,White,0
Nandurbar,2018,Taloda,White,0
Nandurbar,2018,Shahada,White,0
Nandurbar,2018,Nandurbar,White,0
Nandurbar,2018,Navapur,White,0
Nandurbar,2019,Akkalkuva,Red,0
Nandurbar,2019,Akrani,Red,0
Nandurbar,2019,Taloda,Red,1
Nandurbar,2019,Shahada,Red,29
Nandurbar,2019,Nandurbar,Red,40
Nandurbar,2019,Navapur,Red,19
Nandurbar,2019,Akkalkuva,Orange,8
Nandurbar,2019,Akrani,Orange,0
Nandurbar,2019,Taloda,Orange,2
Nandurbar,2019,Shahada,Orange,47
Nandurbar,2019,Nandurbar,Orange,48
Nandurbar,2019,Navapur,Orange,26
Nandurbar,2019,Akkalkuva,Green,2
Nandurbar,2019,Akrani,Green,0
Nandurbar,2019,Taloda,Green,4
Nandurbar,2019,Shahada,Green,59
Nandurbar,2019,Nandurbar,Green,74
Nandurbar,2019,Navapur,Green,304
Nandurbar,2019,Akkalkuva,White,0
Nandurbar,2019,Akrani,White,0
Nandurbar,2019,Taloda,White,0
Nandurbar,2019,Shahada,White,0
Nandurbar,2019,Nandurbar,White,0
Nandurbar,2019,Navapur,White,0
Nandurbar,2020,Akkalkuva,Red,0
Nandurbar,2020,Akrani,Red,0
Nandurbar,2020,Taloda,Red,1
Nandurbar,2020,Shahada,Red,29
Nandurbar,2020,Nandurbar,Red,41
Nandurbar,2020,Navapur,Red,19
Nandurbar,2020,Akkalkuva,Orange,8
Nandurbar,2020,Akrani,Orange,0
Nandurbar,2020,Taloda,Orange,2
Nandurbar,2020,Shahada,Orange,47
Nandurbar,2020,Nandurbar,Orange,50
Nandurbar,2020,Navapur,Orange,26
Nandurbar,2020,Akkalkuva,Green,2
Nandurbar,2020,Akrani,Green,0
Nandurbar,2020,Taloda,Green,4
Nandurbar,2020,Shahada,Green,59
Nandurbar,2020,Nandurbar,Green,80
Nandurbar,2020,Navapur,Green,304
Nandurbar,2020,Akkalkuva,White,0
Nandurbar,2020,Akrani,White,0
Nandurbar,2020,Taloda,White,0
Nandurbar,2020,Shahada,White,0
Nandurbar,2020,Nandurbar,White,22
Nandurbar,2020,Navapur,White,4
Nandurbar,2021,Akkalkuva,Red,0
Nandurbar,2021,Akrani,Red,0
Nandurbar,2021,Taloda,Red,1
Nandurbar,2021,Shahada,Red,29
Nandurbar,2021,Nandurbar,Red,41
Nandurbar,2021,Navapur,Red,19
Nandurbar,2021,Akkalkuva,Orange,8
Nandurbar,2021,Akrani,Orange,0
Nandurbar,2021,Taloda,Orange,2
Nandurbar,2021,Shahada,Orange,47
Nandurbar,2021,Nandurbar,Orange,50
Nandurbar,2021,Navapur,Orange,26
Nandurbar,2021,Akkalkuva,Green,2
Nandurbar,2021,Akrani,Green,0
Nandurbar,2021,Taloda,Green,4
Nandurbar,2021,Shahada,Green,59
Nandurbar,2021,Nandurbar,Green,80
Nandurbar,2021,Navapur,Green,304
Nandurbar,2021,Akkalkuva,White,0
Nandurbar,2021,Akrani,White,0
Nandurbar,2021,Taloda,White,0
Nandurbar,2021,Shahada,White,0
Nandurbar,2021,Nandurbar,White,22
Nandurbar,2021,Navapur,White,4
Nashik,2013,Surgana,Red,4
Nashik,2013,Kalwan,Red,10
Nashik,2013,Devala,Red,8
Nashik,2013,Baglan,Red,10
Nashik,2013,Malegaon,Red,84
Nashik,2013,Nandgaon,Red,22
Nashik,2013,Chandwad,Red,8
Nashik,2013,Dindori,Red,136
Nashik,2013,Peth,Red,2
Nashik,2013,Trimbak,Red,7
Nashik,2013,Nashik,Red,475
Nashik,2013,Igatpuri,Red,78
Nashik,2013,Sinner,Red,312
Nashik,2013,Nifad,Red,21
Nashik,2013,Yewala,Red,29
Nashik,2013,Surgana,Orange,0
Nashik,2013,Kalwan,Orange,8
Nashik,2013,Devala,Orange,0
Nashik,2013,Baglan,Orange,6
Nashik,2013,Malegaon,Orange,75
Nashik,2013,Nandgaon,Orange,13
Nashik,2013,Chandwad,Orange,11
Nashik,2013,Dindori,Orange,77
Nashik,2013,Peth,Orange,0
Nashik,2013,Trimbak,Orange,5
Nashik,2013,Nashik,Orange,235
Nashik,2013,Igatpuri,Orange,38
Nashik,2013,Sinner,Orange,210
Nashik,2013,Nifad,Orange,22
Nashik,2013,Yewala,Orange,6
Nashik,2013,Surgana,Green,4
Nashik,2013,Kalwan,Green,32
Nashik,2013,Devala,Green,28
Nashik,2013,Baglan,Green,26
Nashik,2013,Malegaon,Green,380
Nashik,2013,Nandgaon,Green,20
Nashik,2013,Chandwad,Green,55
Nashik,2013,Dindori,Green,86
Nashik,2013,Peth,Green,4
Nashik,2013,Trimbak,Green,19
Nashik,2013,Nashik,Green,3120
Nashik,2013,Igatpuri,Green,360
Nashik,2013,Sinner,Green,470
Nashik,2013,Nifad,Green,56
Nashik,2013,Yewala,Green,98
Nashik,2014,Surgana,Red,6
Nashik,2014,Kalwan,Red,14
Nashik,2014,Devala,Red,9
Nashik,2014,Baglan,Red,15
Nashik,2014,Malegaon,Red,93
Nashik,2014,Nandgaon,Red,30
Nashik,2014,Chandwad,Red,12
Nashik,2014,Dindori,Red,151
Nashik,2014,Peth,Red,3
Nashik,2014,Trimbak,Red,9
Nashik,2014,Nashik,Red,523
Nashik,2014,Igatpuri,Red,98
Nashik,2014,Sinner,Red,339
Nashik,2014,Nifad,Red,28
Nashik,2014,Yewala,Red,31
Nashik,2014,Kalwan,Orange,10
Nashik,2014,Baglan,Orange,9
Nashik,2014,Malegaon,Orange,85
Nashik,2014,Nandgaon,Orange,17
Nashik,2014,Chandwad,Orange,14
Nashik,2014,Dindori,Orange,81
Nashik,2014,Trimbak,Orange,7
Nashik,2014,Nashik,Orange,257
Nashik,2014,Igatpuri,Orange,47
Nashik,2014,Sinner,Orange,240
Nashik,2014,Nifad,Orange,27
Nashik,2014,Yewala,Orange,9
Nashik,2014,Surgana,Green,6
Nashik,2014,Kalwan,Green,38
Nashik,2014,Devala,Green,32
Nashik,2014,Baglan,Green,28
Nashik,2014,Malegaon,Green,490
Nashik,2014,Nandgaon,Green,26
Nashik,2014,Chandwad,Green,62
Nashik,2014,Dindori,Green,114
Nashik,2014,Peth,Green,6
Nashik,2014,Trimbak,Green,22
Nashik,2014,Nashik,Green,3450
Nashik,2014,Igatpuri,Green,440
Nashik,2014,Sinner,Green,520
Nashik,2014,Nifad,Green,64
Nashik,2014,Yewala,Green,117
Nashik,2015,Surgana,Red,7
Nashik,2015,Kalwan,Red,14
Nashik,2015,Devala,Red,9
Nashik,2015,Baglan,Red,16
Nashik,2015,Malegaon,Red,102
Nashik,2015,Nandgaon,Red,34
Nashik,2015,Chandwad,Red,34
Nashik,2015,Dindori,Red,173
Nashik,2015,Peth,Red,3
Nashik,2015,Trimbak,Red,9
Nashik,2015,Nashik,Red,490
Nashik,2015,Igatpuri,Red,166
Nashik,2015,Sinner,Red,371
Nashik,2015,Nifad,Red,32
Nashik,2015,Yewala,Red,34
Nashik,2015,Surgana,Orange,0
Nashik,2015,Kalwan,Orange,12
Nashik,2015,Devala,Orange,2
Nashik,2015,Baglan,Orange,14
Nashik,2015,Malegaon,Orange,155
Nashik,2015,Nandgaon,Orange,19
Nashik,2015,Chandwad,Orange,17
Nashik,2015,Dindori,Orange,152
Nashik,2015,Peth,Orange,1
Nashik,2015,Trimbak,Orange,8
Nashik,2015,Nashik,Orange,461
Nashik,2015,Igatpuri,Orange,102
Nashik,2015,Sinner,Orange,331
Nashik,2015,Nifad,Orange,91
Nashik,2015,Yewala,Orange,12
Nashik,2015,Surgana,Green,6
Nashik,2015,Kalwan,Green,38
Nashik,2015,Devala,Green,32
Nashik,2015,Baglan,Green,28
Nashik,2015,Malegaon,Green,490
Nashik,2015,Nandgaon,Green,26
Nashik,2015,Chandwad,Green,62
Nashik,2015,Dindori,Green,114
Nashik,2015,Peth,Green,6
Nashik,2015,Trimbak,Green,22
Nashik,2015,Nashik,Green,3450
Nashik,2015,Igatpuri,Green,440
Nashik,2015,Sinner,Green,520
Nashik,2015,Nifad,Green,64
Nashik,2015,Yewala,Green,117
Nashik,2016,Surgana,Red,6
Nashik,2016,Kalwan,Red,14
Nashik,2016,Devala,Red,9
Nashik,2016,Baglan,Red,15
Nashik,2016,Malegaon,Red,94
Nashik,2016,Nandgaon,Red,30
Nashik,2016,Chandwad,Red,12
Nashik,2016,Dindori,Red,154
Nashik,2016,Peth,Red,3
Nashik,2016,Trimbak,Red,9
Nashik,2016,Nashik,Red,527
Nashik,2016,Igatpuri,Red,104
Nashik,2016,Sinner,Red,343
Nashik,2016,Nifad,Red,28
Nashik,2016,Yewala,Red,31
Nashik,2016,Surgana,Orange,0
Nashik,2016,Kalwan,Orange,10
Nashik,2016,Devala,Orange,0
Nashik,2016,Baglan,Orange,9
Nashik,2016,Malegaon,Orange,88
Nashik,2016,Nandgaon,Orange,17
Nashik,2016,Chandwad,Orange,14
Nashik,2016,Dindori,Orange,87
Nashik,2016,Peth,Orange,0
Nashik,2016,Trimbak,Orange,7
Nashik,2016,Nashik,Orange,260
Nashik,2016,Igatpuri,Orange,50
Nashik,2016,Sinner,Orange,246
Nashik,2016,Nifad,Orange,29
Nashik,2016,Yewala,Orange,9
Nashik,2016,Surgana,Green,6
Nashik,2016,Kalwan,Green,38
Nashik,2016,Devala,Green,32
Nashik,2016,Baglan,Green,28
Nashik,2016,Malegaon,Green,495
Nashik,2016,Nandgaon,Green,26
Nashik,2016,Chandwad,Green,62
Nashik,2016,Dindori,Green,124
Nashik,2016,Peth,Green,6
Nashik,2016,Trimbak,Green,22
Nashik,2016,Nashik,Green,3470
Nashik,2016,Igatpuri,Green,446
Nashik,2016,Sinner,Green,530
Nashik,2016,Nifad,Green,72
Nashik,2016,Yewala,Green,117
Nashik,2017,Surgana,Red,7
Nashik,2017,Kalwan,Red,14
Nashik,2017,Devala,Red,9
Nashik,2017,Baglan,Red,16
Nashik,2017,Malegaon,Red,102
Nashik,2017,Nandgaon,Red,34
Nashik,2017,Chandwad,Red,34
Nashik,2017,Dindori,Red,173
Nashik,2017,Peth,Red,3
Nashik,2017,Trimbak,Red,9
Nashik,2017,Nashik,Red,490
Nashik,2017,Igatpuri,Red,166
Nashik,2017,Sinner,Red,371
Nashik,2017,Nifad,Red,32
Nashik,2017,Yewala,Red,34
Nashik,2017,Surgana,Orange,0
Nashik,2017,Kalwan,Orange,12
Nashik,2017,Devala,Orange,2
Nashik,2017,Baglan,Orange,14
Nashik,2017,Malegaon,Orange,155
Nashik,2017,Nandgaon,Orange,19
Nashik,2017,Chandwad,Orange,17
Nashik,2017,Dindori,Orange,152
Nashik,2017,Peth,Orange,1
Nashik,2017,Trimbak,Orange,8
Nashik,2017,Nashik,Orange,461
Nashik,2017,Igatpuri,Orange,102
Nashik,2017,Sinner,Orange,331
Nashik,2017,Nifad,Orange,91
Nashik,2017,Yewala,Orange,12
Nashik,2017,Surgana,Green,6
Nashik,2017,Kalwan,Green,38
Nashik,2017,Devala,Green,32
Nashik,2017,Baglan,Green,28
Nashik,2017,Malegaon,Green,490
Nashik,2017,Nandgaon,Green,26
Nashik,2017,Chandwad,Green,62
Nashik,2017,Dindori,Green,114
Nashik,2017,Peth,Green,6
Nashik,2017,Trimbak,Green,22
Nashik,2017,Nashik,Green,3450
Nashik,2017,Igatpuri,Green,440
Nashik,2017,Sinner,Green,520
Nashik,2017,Nifad,Green,64
Nashik,2017,Yewala,Green,117
Nashik,2018,Surgana,Red,7
Nashik,2018,Kalwan,Red,15
Nashik,2018,Devala,Red,9
Nashik,2018,Baglan,Red,16
Nashik,2018,Malegaon,Red,102
Nashik,2018,Nandgaon,Red,34
Nashik,2018,Chandwad,Red,34
Nashik,2018,Dindori,Red,175
Nashik,2018,Peth,Red,3
Nashik,2018,Trimbak,Red,9
Nashik,2018,Nashik,Red,498
Nashik,2018,Igatpuri,Red,168
Nashik,2018,Sinner,Red,373
Nashik,2018,Nifad,Red,32
Nashik,2018,Yewala,Red,34
Nashik,2018,Surgana,Orange,1
Nashik,2018,Kalwan,Orange,12
Nashik,2018,Devala,Orange,3
Nashik,2018,Baglan,Orange,14
Nashik,2018,Malegaon,Orange,157
Nashik,2018,Nandgaon,Orange,22
Nashik,2018,Chandwad,Orange,18
Nashik,2018,Dindori,Orange,155
Nashik,2018,Peth,Orange,1
Nashik,2018,Trimbak,Orange,10
Nashik,2018,Nashik,Orange,470
Nashik,2018,Igatpuri,Orange,105
Nashik,2018,Sinner,Orange,335
Nashik,2018,Nifad,Orange,91
Nashik,2018,Yewala,Orange,13
Nashik,2018,Surgana,Green,6
Nashik,2018,Kalwan,Green,38
Nashik,2018,Devala,Green,32
Nashik,2018,Baglan,Green,28
Nashik,2018,Malegaon,Green,490
Nashik,2018,Nandgaon,Green,26
Nashik,2018,Chandwad,Green,62
Nashik,2018,Dindori,Green,119
Nashik,2018,Peth,Green,6
Nashik,2018,Trimbak,Green,23
Nashik,2018,Nashik,Green,3551
Nashik,2018,Igatpuri,Green,460
Nashik,2018,Sinner,Green,541
Nashik,2018,Nifad,Green,67
Nashik,2018,Yewala,Green,119
Nashik,2018,Surgana,White,2
Nashik,2018,Kalwan,White,5
Nashik,2018,Devala,White,7
Nashik,2018,Baglan,White,8
Nashik,2018,Malegaon,White,65
Nashik,2018,Nandgaon,White,20
Nashik,2018,Chandwad,White,17
Nashik,2018,Dindori,White,49
Nashik,2018,Peth,White,1
Nashik,2018,Trimbak,White,11
Nashik,2018,Nashik,White,248
Nashik,2018,Igatpuri,White,40
Nashik,2018,Sinner,White,81
Nashik,2018,Nifad,White,19
Nashik,2018,Yewala,White,13
Nashik,2019,Surgana,Red,7
Nashik,2019,Kalwan,Red,15
Nashik,2019,Devala,Red,9
Nashik,2019,Baglan,Red,16
Nashik,2019,Malegaon,Red,102
Nashik,2019,Nandgaon,Red,36
Nashik,2019,Chandwad,Red,34
Nashik,2019,Dindori,Red,178
Nashik,2019,Peth,Red,3
Nashik,2019,Trimbak,Red,9
Nashik,2019,Nashik,Red,518
Nashik,2019,Igatpuri,Red,170
Nashik,2019,Sinner,Red,379
Nashik,2019,Nifad,Red,32
Nashik,2019,Yewala,Red,34
Nashik,2019,Surgana,Orange,1
Nashik,2019,Kalwan,Orange,12
Nashik,2019,Devala,Orange,3
Nashik,2019,Baglan,Orange,14
Nashik,2019,Malegaon,Orange,159
Nashik,2019,Nandgaon,Orange,22
Nashik,2019,Chandwad,Orange,19
Nashik,2019,Dindori,Orange,167
Nashik,2019,Peth,Orange,4
Nashik,2019,Trimbak,Orange,10
Nashik,2019,Nashik,Orange,550
Nashik,2019,Igatpuri,Orange,111
Nashik,2019,Sinner,Orange,350
Nashik,2019,Nifad,Orange,94
Nashik,2019,Yewala,Orange,13
Nashik,2019,Surgana,Green,7
Nashik,2019,Kalwan,Green,38
Nashik,2019,Devala,Green,32
Nashik,2019,Baglan,Green,28
Nashik,2019,Malegaon,Green,490
Nashik,2019,Nandgaon,Green,27
Nashik,2019,Chandwad,Green,63
Nashik,2019,Dindori,Green,127
Nashik,2019,Peth,Green,7
Nashik,2019,Trimbak,Green,23
Nashik,2019,Nashik,Green,3651
Nashik,2019,Igatpuri,Green,467
Nashik,2019,Sinner,Green,566
Nashik,2019,Nifad,Green,75
Nashik,2019,Yewala,Green,119
Nashik,2019,Surgana,White,2
Nashik,2019,Kalwan,White,5
Nashik,2019,Devala,White,7
Nashik,2019,Baglan,White,8
Nashik,2019,Malegaon,White,65
Nashik,2019,Nandgaon,White,20
Nashik,2019,Chandwad,White,17
Nashik,2019,Dindori,White,49
Nashik,2019,Peth,White,1
Nashik,2019,Trimbak,White,11
Nashik,2019,Nashik,White,448
Nashik,2019,Igatpuri,White,44
Nashik,2019,Sinner,White,81
Nashik,2019,Nifad,White,19
Nashik,2019,Yewala,White,13
Nashik,2020,Surgana,Red,7
Nashik,2020,Kalwan,Red,15
Nashik,2020,Devala,Red,9
Nashik,2020,Baglan,Red,16
Nashik,2020,Malegaon,Red,105
Nashik,2020,Nandgaon,Red,36
Nashik,2020,Chandwad,Red,34
Nashik,2020,Dindori,Red,178
Nashik,2020,Peth,Red,3
Nashik,2020,Trimbak,Red,9
Nashik,2020,Nashik,Red,522
Nashik,2020,Igatpuri,Red,170
Nashik,2020,Sinner,Red,379
Nashik,2020,Nifad,Red,32
Nashik,2020,Yewala,Red,34
Nashik,2020,Surgana,Orange,1
Nashik,2020,Kalwan,Orange,12
Nashik,2020,Devala,Orange,3
Nashik,2020,Baglan,Orange,14
Nashik,2020,Malegaon,Orange,159
Nashik,2020,Nandgaon,Orange,22
Nashik,2020,Chandwad,Orange,19
Nashik,2020,Dindori,Orange,167
Nashik,2020,Peth,Orange,4
Nashik,2020,Trimbak,Orange,10
Nashik,2020,Nashik,Orange,565
Nashik,2020,Igatpuri,Orange,111
Nashik,2020,Sinner,Orange,355
Nashik,2020,Nifad,Orange,94
Nashik,2020,Yewala,Orange,13
Nashik,2020,Surgana,Green,7
Nashik,2020,Kalwan,Green,39
Nashik,2020,Devala,Green,32
Nashik,2020,Baglan,Green,28
Nashik,2020,Malegaon,Green,490
Nashik,2020,Nandgaon,Green,27
Nashik,2020,Chandwad,Green,63
Nashik,2020,Dindori,Green,127
Nashik,2020,Peth,Green,7
Nashik,2020,Trimbak,Green,23
Nashik,2020,Nashik,Green,3700
Nashik,2020,Igatpuri,Green,467
Nashik,2020,Sinner,Green,566
Nashik,2020,Nifad,Green,75
Nashik,2020,Yewala,Green,119
Nashik,2020,Surgana,White,2
Nashik,2020,Kalwan,White,5
Nashik,2020,Devala,White,7
Nashik,2020,Baglan,White,8
Nashik,2020,Malegaon,White,66
Nashik,2020,Nandgaon,White,20
Nashik,2020,Chandwad,White,17
Nashik,2020,Dindori,White,54
Nashik,2020,Peth,White,2
Nashik,2020,Trimbak,White,11
Nashik,2020,Nashik,White,513
Nashik,2020,Igatpuri,White,47
Nashik,2020,Sinner,White,98
Nashik,2020,Nifad,White,20
Nashik,2020,Yewala,White,13
Nashik,2021,Surgana,Red,7
Nashik,2021,Kalwan,Red,17
Nashik,2021,Devala,Red,10
Nashik,2021,Baglan,Red,18
Nashik,2021,Malegaon,Red,110
Nashik,2021,Nandgaon,Red,38
Nashik,2021,Chandwad,Red,37
Nashik,2021,Dindori,Red,185
Nashik,2021,Peth,Red,3
Nashik,2021,Trimbak,Red,9
Nashik,2021,Nashik,Red,530
Nashik,2021,Igatpuri,Red,178
Nashik,2021,Sinner,Red,382
Nashik,2021,Nifad,Red,34
Nashik,2021,Yewala,Red,36
Nashik,2021,Surgana,Orange,4
Nashik,2021,Kalwan,Orange,15
Nashik,2021,Devala,Orange,9
Nashik,2021,Baglan,Orange,20
Nashik,2021,Malegaon,Orange,120
Nashik,2021,Nandgaon,Orange,27
Nashik,2021,Chandwad,Orange,21
Nashik,2021,Dindori,Orange,176
Nashik,2021,Peth,Orange,6
Nashik,2021,Trimbak,Orange,11
Nashik,2021,Nashik,Orange,576
Nashik,2021,Igatpuri,Orange,120
Nashik,2021,Sinner,Orange,387
Nashik,2021,Nifad,Orange,102
Nashik,2021,Yewala,Orange,15
Nashik,2021,Surgana,Green,0
Nashik,2021,Kalwan,Green,42
Nashik,2021,Devala,Green,39
Nashik,2021,Baglan,Green,32
Nashik,2021,Malegaon,Green,495
Nashik,2021,Nandgaon,Green,32
Nashik,2021,Chandwad,Green,67
Nashik,2021,Dindori,Green,130
Nashik,2021,Peth,Green,8
Nashik,2021,Trimbak,Green,26
Nashik,2021,Nashik,Green,3705
Nashik,2021,Igatpuri,Green,487
Nashik,2021,Sinner,Green,576
Nashik,2021,Nifad,Green,78
Nashik,2021,Yewala,Green,124
Nashik,2021,Surgana,White,6
Nashik,2021,Kalwan,White,7
Nashik,2021,Devala,White,12
Nashik,2021,Baglan,White,15
Nashik,2021,Malegaon,White,70
Nashik,2021,Nandgaon,White,23
Nashik,2021,Chandwad,White,27
Nashik,2021,Dindori,White,60
Nashik,2021,Peth,White,4
Nashik,2021,Trimbak,White,13
Nashik,2021,Nashik,White,545
Nashik,2021,Igatpuri,White,55
Nashik,2021,Sinner,White,101
Nashik,2021,Nifad,White,32
Nashik,2021,Yewala,White,20
Dharashiv,2012,Paranda,Red,6
Dharashiv,2012,Bhum,Red,2
Dharashiv,2012,Washi,Red,6
Dharashiv,2012,Kalamb,Red,11
Dharashiv,2012,Dharashiv,Red,22
Dharashiv,2012,Tuljapur,Red,8
Dharashiv,2012,Lohara,Red,1
Dharashiv,2012,Umaraga,Red,12
Dharashiv,2012,Paranda,Orange,28
Dharashiv,2012,Bhum,Orange,24
Dharashiv,2012,Washi,Orange,21
Dharashiv,2012,Kalamb,Orange,26
Dharashiv,2012,Dharashiv,Orange,46
Dharashiv,2012,Tuljapur,Orange,29
Dharashiv,2012,Lohara,Orange,9
