District,Year,Taluka,Pollution Category ,Number of Industries 
Sindhudurg,2020,Vaibhavwadi,White,0
Sindhudurg,2020,Kankawali,White,0
Sindhudurg,2020,Malwan,White,0
Sindhudurg,2020,Vengurla,White,0
Sindhudurg,2020,Kudal,White,1
Sindhudurg,2020,Savantwadi,White,0
Sindhudurg,2020,Dodamarg,White,0
Sindhudurg,2021,Devgad,Red,2
Sindhudurg,2021,Vaibhavwadi,Red,2
Sindhudurg,2021,Kankawali,Red,11
Sindhudurg,2021,Malwan,Red,8
Sindhudurg,2021,Vengurla,Red,20
Sindhudurg,2021,Kudal,Red,17
Sindhudurg,2021,Savantwadi,Red,24
Sindhudurg,2021,Dodamarg,Red,2
Sindhudurg,2021,Devgad,Orange,30
Sindhudurg,2021,Vaibhavwadi,Orange,11
Sindhudurg,2021,Kankawali,Orange,95
Sindhudurg,2021,Malwan,Orange,51
Sindhudurg,2021,Vengurla,Orange,39
Sindhudurg,2021,Kudal,Orange,198
Sindhudurg,2021,Savantwadi,Orange,90
Sindhudurg,2021,Dodamarg,Orange,56
Sindhudurg,2021,Devgad,Green,28
Sindhudurg,2021,Vaibhavwadi,Green,9
Sindhudurg,2021,Kankawali,Green,41
Sindhudurg,2021,Malwan,Green,35
Sindhudurg,2021,Vengurla,Green,29
Sindhudurg,2021,Kudal,Green,295
Sindhudurg,2021,Savantwadi,Green,68
Sindhudurg,2021,Dodamarg,Green,4
Sindhudurg,2021,Devgad,White,1
Sindhudurg,2021,Vaibhavwadi,White,0
Sindhudurg,2021,Kankawali,White,0
Sindhudurg,2021,Malwan,White,0
Sindhudurg,2021,Vengurla,White,0
Sindhudurg,2021,Kudal,White,20
Sindhudurg,2021,Savantwadi,White,0
Sindhudurg,2021,Dodamarg,White,1
Thane,2014,Thane,Red,170
Thane,2014,Bhivandi,Red,200
Thane,2014,Shahapur,Red,23
Thane,2014,Kalyan,Red,300
Thane,2014,Ulhasnagar,Red,16
Thane,2014,Ambarnath,Red,556
Thane,2014,Murbad,Red,37
Thane,2014,Thane,Orange,96
Thane,2014,Bhivandi,Orange,60
Thane,2014,Shahapur,Orange,118
Thane,2014,Kalyan,Orange,73
Thane,2014,Ulhasnagar,Orange,8
Thane,2014,Ambarnath,Orange,181
Thane,2014,Murbad,Orange,73
Thane,2014,Thane,Green,655
Thane,2014,Bhivandi,Green,120
Thane,2014,Shahapur,Green,223
Thane,2014,Kalyan,Green,222
Thane,2014,Ulhasnagar,Green,27
Thane,2014,Ambarnath,Green,531
Thane,2014,Murbad,Green,241
Thane,2015,Thane,Red,199
Thane,2015,Bhivandi,Red,200
Thane,2015,Shahapur,Red,23
Thane,2015,Kalyan,Red,309
Thane,2015,Ulhasnagar,Red,25
Thane,2015,Ambarnath,Red,580
Thane,2015,Murbad,Red,37
Thane,2015,Thane,Orange,168
Thane,2015,Bhivandi,Orange,61
Thane,2015,Shahapur,Orange,118
Thane,2015,Kalyan,Orange,73
Thane,2015,Ulhasnagar,Orange,12
Thane,2015,Ambarnath,Orange,190
Thane,2015,Murbad,Orange,73
Thane,2015,Thane,Green,820
Thane,2015,Bhivandi,Green,201
Thane,2015,Shahapur,Green,223
Thane,2015,Kalyan,Green,224
Thane,2015,Ulhasnagar,Green,35
Thane,2015,Ambarnath,Green,570
Thane,2015,Murbad,Green,241
Thane,2016,Thane,Red,179
Thane,2016,Bhivandi,Red,295
Thane,2016,Shahapur,Red,43
Thane,2016,Kalyan,Red,300
Thane,2016,Ulhasnagar,Red,59
Thane,2016,Ambarnath,Red,560
Thane,2016,Murbad,Red,125
Thane,2016,Thane,Orange,95
Thane,2016,Bhivandi,Orange,156
Thane,2016,Shahapur,Orange,113
Thane,2016,Kalyan,Orange,73
Thane,2016,Ulhasnagar,Orange,17
Thane,2016,Ambarnath,Orange,187
Thane,2016,Murbad,Orange,105
Thane,2016,Thane,Green,751
Thane,2016,Bhivandi,Green,407
Thane,2016,Shahapur,Green,180
Thane,2016,Kalyan,Green,222
Thane,2016,Ulhasnagar,Green,35
Thane,2016,Ambarnath,Green,627
Thane,2016,Murbad,Green,160
Thane,2017,Thane,Red,191
Thane,2017,Bhivandi,Red,308
Thane,2017,Shahapur,Red,23
Thane,2017,Kalyan,Red,256
Thane,2017,Ulhasnagar,Red,59
Thane,2017,Ambarnath,Red,559
Thane,2017,Murbad,Red,41
Thane,2017,Thane,Orange,221
Thane,2017,Bhivandi,Orange,194
Thane,2017,Shahapur,Orange,121
Thane,2017,Kalyan,Orange,77
Thane,2017,Ulhasnagar,Orange,17
Thane,2017,Ambarnath,Orange,182
Thane,2017,Murbad,Orange,79
Thane,2017,Thane,Green,541
Thane,2017,Bhivandi,Green,402
Thane,2017,Shahapur,Green,86
Thane,2017,Kalyan,Green,255
Thane,2017,Ulhasnagar,Green,35
Thane,2017,Ambarnath,Green,650
Thane,2017,Murbad,Green,85
Thane,2018,Thane,Red,824
Thane,2018,Bhivandi,Red,372
Thane,2018,Shahapur,Red,24
Thane,2018,Kalyan,Red,249
Thane,2018,Ulhasnagar,Red,59
Thane,2018,Ambarnath,Red,329
Thane,2018,Murbad,Red,42
Thane,2018,Thane,Orange,945
Thane,2018,Bhivandi,Orange,270
Thane,2018,Shahapur,Orange,125
Thane,2018,Kalyan,Orange,70
Thane,2018,Ulhasnagar,Orange,17
Thane,2018,Ambarnath,Orange,159
Thane,2018,Murbad,Orange,85
Thane,2018,Thane,Green,1578
Thane,2018,Bhivandi,Green,352
Thane,2018,Shahapur,Green,97
Thane,2018,Kalyan,Green,145
Thane,2018,Ulhasnagar,Green,35
Thane,2018,Ambarnath,Green,546
Thane,2018,Murbad,Green,92
Thane,2018,Thane,White,412
Thane,2018,Bhivandi,White,126
Thane,2018,Shahapur,White,1
Thane,2018,Kalyan,White,80
Thane,2018,Ulhasnagar,White,8
Thane,2018,Ambarnath,White,145
Thane,2018,Murbad,White,5
Thane,2019,Thane,Red,768
Thane,2019,Bhivandi,Red,408
Thane,2019,Shahapur,Red,29
Thane,2019,Kalyan,Red,253
Thane,2019,Ulhasnagar,Red,6
Thane,2019,Ambarnath,Red,366
Thane,2019,Murbad,Red,46
Thane,2019,Thane,Orange,994
Thane,2019,Bhivandi,Orange,151
Thane,2019,Shahapur,Orange,137
Thane,2019,Kalyan,Orange,75
Thane,2019,Ulhasnagar,Orange,17
Thane,2019,Ambarnath,Orange,163
Thane,2019,Murbad,Orange,92
Thane,2019,Thane,Green,1213
Thane,2019,Bhivandi,Green,579
Thane,2019,Shahapur,Green,116
Thane,2019,Kalyan,Green,150
Thane,2019,Ulhasnagar,Green,36
Thane,2019,Ambarnath,Green,550
Thane,2019,Murbad,Green,112
Thane,2019,Thane,White,420
Thane,2019,Bhivandi,White,126
Thane,2019,Shahapur,White,1
Thane,2019,Kalyan,White,90
Thane,2019,Ulhasnagar,White,8
Thane,2019,Ambarnath,White,188
Thane,2019,Murbad,White,5
Thane,2020,Thane,Red,1065
Thane,2020,Bhivandi,Red,412
Thane,2020,Shahapur,Red,29
Thane,2020,Kalyan,Red,309
Thane,2020,Ulhasnagar,Red,5
Thane,2020,Ambarnath,Red,314
Thane,2020,Murbad,Red,48
Thane,2020,Thane,Orange,1152
Thane,2020,Bhivandi,Orange,152
Thane,2020,Shahapur,Orange,137
Thane,2020,Kalyan,Orange,73
Thane,2020,Ulhasnagar,Orange,14
Thane,2020,Ambarnath,Orange,134
Thane,2020,Murbad,Orange,85
Thane,2020,Thane,Green,1552
Thane,2020,Bhivandi,Green,579
Thane,2020,Shahapur,Green,116
Thane,2020,Kalyan,Green,224
Thane,2020,Ulhasnagar,Green,36
Thane,2020,Ambarnath,Green,547
Thane,2020,Murbad,Green,122
Thane,2020,Thane,White,544
Thane,2020,Bhivandi,White,126
Thane,2020,Shahapur,White,0
Thane,2020,Kalyan,White,90
Thane,2020,Ulhasnagar,White,8
Thane,2020,Ambarnath,White,188
Thane,2020,Murbad,White,0
Thane,2021,Thane,Red,1836
Thane,2021,Bhivandi,Red,428
Thane,2021,Shahapur,Red,29
Thane,2021,Kalyan,Red,309
Thane,2021,Ulhasnagar,Red,10
Thane,2021,Ambarnath,Red,356
Thane,2021,Murbad,Red,48
Thane,2021,Thane,Orange,1890
Thane,2021,Bhivandi,Orange,246
Thane,2021,Shahapur,Orange,137
Thane,2021,Kalyan,Orange,73
Thane,2021,Ulhasnagar,Orange,16
Thane,2021,Ambarnath,Orange,158
Thane,2021,Murbad,Orange,85
Thane,2021,Thane,Green,2432
Thane,2021,Bhivandi,Green,663
Thane,2021,Shahapur,Green,122
Thane,2021,Kalyan,Green,224
Thane,2021,Ulhasnagar,Green,40
Thane,2021,Ambarnath,Green,550
Thane,2021,Murbad,Green,126
Thane,2021,Thane,White,332
Thane,2021,Bhivandi,White,154
Thane,2021,Shahapur,White,0
Thane,2021,Kalyan,White,90
Thane,2021,Ulhasnagar,White,10
Thane,2021,Ambarnath,White,190
Thane,2021,Murbad,White,0
Wardha,2012,Ashti,Red,10
Wardha,2012,Karanja,Red,1
Wardha,2012,Aarvi,Red,8
Wardha,2012,Selu,Red,12
Wardha,2012,Wardha,Red,44
Wardha,2012,Devali,Red,8
Wardha,2012,Hinganghat,Red,11
Wardha,2012,Samudrapur,Red,9
Wardha,2012,Ashti,Orange,11
Wardha,2012,Karanja,Orange,7
Wardha,2012,Aarvi,Orange,30
Wardha,2012,Selu,Orange,54
Wardha,2012,Wardha,Orange,123
Wardha,2012,Devali,Orange,46
Wardha,2012,Hinganghat,Orange,30
Wardha,2012,Samudrapur,Orange,19
Wardha,2012,Ashti,Green,8
Wardha,2012,Karanja,Green,2
Wardha,2012,Aarvi,Green,34
Wardha,2012,Selu,Green,18
Wardha,2012,Wardha,Green,188
Wardha,2012,Devali,Green,15
Wardha,2012,Hinganghat,Green,129
Wardha,2012,Samudrapur,Green,21
Wardha,2013,Ashti,Red,12
Wardha,2013,Karanja,Red,3
Wardha,2013,Aarvi,Red,10
Wardha,2013,Selu,Red,32
Wardha,2013,Wardha,Red,47
Wardha,2013,Devali,Red,14
Wardha,2013,Hinganghat,Red,10
Wardha,2013,Samudrapur,Red,14
Wardha,2013,Ashti,Orange,5
Wardha,2013,Karanja,Orange,4
Wardha,2013,Aarvi,Orange,10
Wardha,2013,Selu,Orange,23
Wardha,2013,Wardha,Orange,128
Wardha,2013,Devali,Orange,28
Wardha,2013,Hinganghat,Orange,49
Wardha,2013,Samudrapur,Orange,13
Wardha,2013,Ashti,Green,11
Wardha,2013,Karanja,Green,5
Wardha,2013,Aarvi,Green,42
Wardha,2013,Selu,Green,28
Wardha,2013,Wardha,Green,219
Wardha,2013,Devali,Green,24
Wardha,2013,Hinganghat,Green,145
Wardha,2013,Samudrapur,Green,21
Wardha,2014,Ashti,Red,14
Wardha,2014,Karanja,Red,4
Wardha,2014,Aarvi,Red,12
Wardha,2014,Selu,Red,35
Wardha,2014,Wardha,Red,49
Wardha,2014,Devali,Red,15
Wardha,2014,Hinganghat,Red,15
Wardha,2014,Samudrapur,Red,16
Wardha,2014,Ashti,Orange,7
Wardha,2014,Karanja,Orange,6
Wardha,2014,Aarvi,Orange,16
Wardha,2014,Selu,Orange,28
Wardha,2014,Wardha,Orange,130
Wardha,2014,Devali,Orange,28
Wardha,2014,Hinganghat,Orange,42
Wardha,2014,Samudrapur,Orange,15
Wardha,2014,Ashti,Green,12
Wardha,2014,Karanja,Green,8
Wardha,2014,Aarvi,Green,45
Wardha,2014,Selu,Green,30
Wardha,2014,Wardha,Green,224
Wardha,2014,Devali,Green,30
Wardha,2014,Hinganghat,Green,152
Wardha,2014,Samudrapur,Green,25
Wardha,2015,Ashti,Red,4
Wardha,2015,Karanja,Red,2
Wardha,2015,Aarvi,Red,7
Wardha,2015,Selu,Red,1
Wardha,2015,Wardha,Red,25
Wardha,2015,Devali,Red,9
Wardha,2015,Hinganghat,Red,6
Wardha,2015,Samudrapur,Red,3
Wardha,2015,Ashti,Orange,18
Wardha,2015,Karanja,Orange,8
Wardha,2015,Aarvi,Orange,21
Wardha,2015,Selu,Orange,62
Wardha,2015,Wardha,Orange,154
Wardha,2015,Devali,Orange,42
Wardha,2015,Hinganghat,Orange,52
Wardha,2015,Samudrapur,Orange,28
Wardha,2015,Ashti,Green,15
Wardha,2015,Karanja,Green,8
Wardha,2015,Aarvi,Green,47
Wardha,2015,Selu,Green,39
Wardha,2015,Wardha,Green,225
Wardha,2015,Devali,Green,26
Wardha,2015,Hinganghat,Green,153
Wardha,2015,Samudrapur,Green,26
Wardha,2016,Ashti,Red,4
Wardha,2016,Karanja,Red,4
Wardha,2016,Aarvi,Red,7
Wardha,2016,Selu,Red,1
Wardha,2016,Wardha,Red,27
Wardha,2016,Devali,Red,9
Wardha,2016,Hinganghat,Red,6
Wardha,2016,Samudrapur,Red,3
Wardha,2016,Ashti,Orange,24
Wardha,2016,Karanja,Orange,13
Wardha,2016,Aarvi,Orange,23
Wardha,2016,Selu,Orange,63
Wardha,2016,Wardha,Orange,157
Wardha,2016,Devali,Orange,44
Wardha,2016,Hinganghat,Orange,54
Wardha,2016,Samudrapur,Orange,28
Wardha,2016,Ashti,Green,22
Wardha,2016,Karanja,Green,8
Wardha,2016,Aarvi,Green,50
Wardha,2016,Selu,Green,39
Wardha,2016,Wardha,Green,225
Wardha,2016,Devali,Green,28
Wardha,2016,Hinganghat,Green,160
Wardha,2016,Samudrapur,Green,30
Wardha,2017,Ashti,Red,4
Wardha,2017,Karanja,Red,4
Wardha,2017,Aarvi,Red,7
Wardha,2017,Selu,Red,1
Wardha,2017,Wardha,Red,27
Wardha,2017,Devali,Red,9
Wardha,2017,Hinganghat,Red,6
Wardha,2017,Samudrapur,Red,3
Wardha,2017,Ashti,Orange,24
Wardha,2017,Karanja,Orange,13
Wardha,2017,Aarvi,Orange,23
Wardha,2017,Selu,Orange,63
Wardha,2017,Wardha,Orange,157
Wardha,2017,Devali,Orange,44
Wardha,2017,Hinganghat,Orange,54
Wardha,2017,Samudrapur,Orange,28
Wardha,2017,Ashti,Green,24
Wardha,2017,Karanja,Green,10
Wardha,2017,Aarvi,Green,51
Wardha,2017,Selu,Green,42
Wardha,2017,Wardha,Green,230
Wardha,2017,Devali,Green,19
Wardha,2017,Hinganghat,Green,164
Wardha,2017,Samudrapur,Green,33
Wardha,2018,Ashti,Red,4
Wardha,2018,Karanja,Red,4
Wardha,2018,Aarvi,Red,8
Wardha,2018,Selu,Red,1
Wardha,2018,Wardha,Red,30
Wardha,2018,Devali,Red,10
Wardha,2018,Hinganghat,Red,7
Wardha,2018,Samudrapur,Red,4
Wardha,2018,Ashti,Orange,26
Wardha,2018,Karanja,Orange,14
Wardha,2018,Aarvi,Orange,24
Wardha,2018,Selu,Orange,64
Wardha,2018,Wardha,Orange,159
Wardha,2018,Devali,Orange,45
Wardha,2018,Hinganghat,Orange,56
Wardha,2018,Samudrapur,Orange,30
Wardha,2018,Ashti,Green,26
Wardha,2018,Karanja,Green,12
Wardha,2018,Aarvi,Green,52
Wardha,2018,Selu,Green,45
Wardha,2018,Wardha,Green,234
Wardha,2018,Devali,Green,21
Wardha,2018,Hinganghat,Green,170
Wardha,2018,Samudrapur,Green,35
Wardha,2018,Ashti,White,6
Wardha,2018,Karanja,White,3
Wardha,2018,Aarvi,White,12
Wardha,2018,Selu,White,10
Wardha,2018,Wardha,White,25
Wardha,2018,Devali,White,3
Wardha,2018,Hinganghat,White,17
Wardha,2018,Samudrapur,White,5
Wardha,2019,Ashti,Red,4
Wardha,2019,Karanja,Red,4
Wardha,2019,Aarvi,Red,8
Wardha,2019,Selu,Red,1
Wardha,2019,Wardha,Red,31
Wardha,2019,Devali,Red,11
Wardha,2019,Hinganghat,Red,8
Wardha,2019,Samudrapur,Red,4
Wardha,2019,Ashti,Orange,27
Wardha,2019,Karanja,Orange,15
Wardha,2019,Aarvi,Orange,26
Wardha,2019,Selu,Orange,64
Wardha,2019,Wardha,Orange,165
Wardha,2019,Devali,Orange,47
Wardha,2019,Hinganghat,Orange,59
Wardha,2019,Samudrapur,Orange,32
Wardha,2019,Ashti,Green,30
Wardha,2019,Karanja,Green,14
Wardha,2019,Aarvi,Green,55
Wardha,2019,Selu,Green,47
Wardha,2019,Wardha,Green,238
Wardha,2019,Devali,Green,25
Wardha,2019,Hinganghat,Green,178
Wardha,2019,Samudrapur,Green,36
Wardha,2019,Ashti,White,8
Wardha,2019,Karanja,White,5
Wardha,2019,Aarvi,White,15
Wardha,2019,Selu,White,12
Wardha,2019,Wardha,White,26
Wardha,2019,Devali,White,5
Wardha,2019,Hinganghat,White,20
Wardha,2019,Samudrapur,White,7
Wardha,2020,Ashti,Red,4
Wardha,2020,Karanja,Red,4
Wardha,2020,Aarvi,Red,8
Wardha,2020,Selu,Red,1
Wardha,2020,Wardha,Red,30
Wardha,2020,Devali,Red,10
Wardha,2020,Hinganghat,Red,7
Wardha,2020,Samudrapur,Red,4
Wardha,2020,Ashti,Orange,26
Wardha,2020,Karanja,Orange,15
Wardha,2020,Aarvi,Orange,25
Wardha,2020,Selu,Orange,66
Wardha,2020,Wardha,Orange,160
Wardha,2020,Devali,Orange,45
Wardha,2020,Hinganghat,Orange,57
Wardha,2020,Samudrapur,Orange,32
Wardha,2020,Ashti,Green,28
Wardha,2020,Karanja,Green,14
Wardha,2020,Aarvi,Green,54
Wardha,2020,Selu,Green,47
Wardha,2020,Wardha,Green,240
Wardha,2020,Devali,Green,25
Wardha,2020,Hinganghat,Green,172
Wardha,2020,Samudrapur,Green,37
Wardha,2020,Ashti,White,6
Wardha,2020,Karanja,White,3
Wardha,2020,Aarvi,White,12
Wardha,2020,Selu,White,10
Wardha,2020,Wardha,White,25
Wardha,2020,Devali,White,3
Wardha,2020,Hinganghat,White,17
Wardha,2020,Samudrapur,White,5
Wardha,2021,Ashti,Red,4
Wardha,2021,Karanja,Red,4
Wardha,2021,Aarvi,Red,8
Wardha,2021,Selu,Red,1
Wardha,2021,Wardha,Red,35
Wardha,2021,Devali,Red,11
Wardha,2021,Hinganghat,Red,8
Wardha,2021,Samudrapur,Red,4
Wardha,2021,Ashti,Orange,28
Wardha,2021,Karanja,Orange,17
Wardha,2021,Aarvi,Orange,28
Wardha,2021,Selu,Orange,68
Wardha,2021,Wardha,Orange,165
Wardha,2021,Devali,Orange,50
Wardha,2021,Hinganghat,Orange,60
Wardha,2021,Samudrapur,Orange,32
Wardha,2021,Ashti,Green,30
Wardha,2021,Karanja,Green,16
Wardha,2021,Aarvi,Green,57
Wardha,2021,Selu,Green,50
Wardha,2021,Wardha,Green,245
Wardha,2021,Devali,Green,30
Wardha,2021,Hinganghat,Green,175
Wardha,2021,Samudrapur,Green,37
Wardha,2021,Ashti,White,7
Wardha,2021,Karanja,White,5
Wardha,2021,Aarvi,White,12
Wardha,2021,Selu,White,10
Wardha,2021,Wardha,White,25
Wardha,2021,Devali,White,6
Wardha,2021,Hinganghat,White,18
Wardha,2021,Samudrapur,White,5
Washim,2016,Malegaon,Red,6
Washim,2016,Mangrulpir,Red,3
Washim,2016,Karanja,Red,16
Washim,2016,Manora,Red,5
Washim,2016,Washim,Red,27
Washim,2016,Resod,Red,5
Washim,2016,Malegaon,Orange,24
Washim,2016,Mangrulpir,Orange,33
Washim,2016,Karanja,Orange,41
Washim,2016,Manora,Orange,17
Washim,2016,Washim,Orange,74
Washim,2016,Resod,Orange,15
Washim,2016,Malegaon,Green,31
Washim,2016,Mangrulpir,Green,33
Washim,2016,Karanja,Green,74
Washim,2016,Manora,Green,18
Washim,2016,Washim,Green,86
Washim,2016,Resod,Green,33
Washim,2017,Malegaon,Red,7
Washim,2017,Mangrulpir,Red,5
Washim,2017,Karanja,Red,23
Washim,2017,Manora,Red,8
Washim,2017,Washim,Red,34
Washim,2017,Resod,Red,8
Washim,2017,Malegaon,Orange,39
Washim,2017,Mangrulpir,Orange,47
Washim,2017,Karanja,Orange,73
Washim,2017,Manora,Orange,30
Washim,2017,Washim,Orange,107
Washim,2017,Resod,Orange,31
Washim,2017,Malegaon,Green,29
Washim,2017,Mangrulpir,Green,38
Washim,2017,Karanja,Green,85
Washim,2017,Manora,Green,12
Washim,2017,Washim,Green,114
Washim,2017,Resod,Green,27
Washim,2019,Malegaon,Red,7
Washim,2019,Mangrulpir,Red,5
Washim,2019,Karanja,Red,23
Washim,2019,Manora,Red,8
Washim,2019,Washim,Red,35
Washim,2019,Resod,Red,8
Washim,2019,Malegaon,Orange,39
Washim,2019,Mangrulpir,Orange,47
Washim,2019,Karanja,Orange,73
Washim,2019,Manora,Orange,30
Washim,2019,Washim,Orange,117
Washim,2019,Resod,Orange,31
Washim,2019,Malegaon,Green,29
Washim,2019,Mangrulpir,Green,38
Washim,2019,Karanja,Green,85
Washim,2019,Manora,Green,12
Washim,2019,Washim,Green,130
Washim,2019,Resod,Green,27
Washim,2019,Malegaon,White,0
Washim,2019,Mangrulpir,White,0
Washim,2019,Karanja,White,0
Washim,2019,Manora,White,0
Washim,2019,Washim,White,0
Washim,2019,Resod,White,0
Washim,2020,Malegaon,Red,8
Washim,2020,Mangrulpir,Red,7
Washim,2020,Karanja,Red,27
Washim,2020,Manora,Red,10
Washim,2020,Washim,Red,37
Washim,2020,Resod,Red,11
Washim,2020,Malegaon,Orange,41
Washim,2020,Mangrulpir,Orange,49
Washim,2020,Karanja,Orange,78
Washim,2020,Manora,Orange,35
Washim,2020,Washim,Orange,121
Washim,2020,Resod,Orange,34
Washim,2020,Malegaon,Green,34
Washim,2020,Mangrulpir,Green,42
Washim,2020,Karanja,Green,91
Washim,2020,Manora,Green,15
Washim,2020,Washim,Green,135
Washim,2020,Resod,Green,29
Washim,2020,Malegaon,White,1
Washim,2020,Mangrulpir,White,0
Washim,2020,Karanja,White,5
Washim,2020,Manora,White,2
Washim,2020,Washim,White,8
Washim,2020,Resod,White,1
Washim,2021,Malegaon,Red,8
Washim,2021,Mangrulpir,Red,7
Washim,2021,Karanja,Red,27
Washim,2021,Manora,Red,10
Washim,2021,Washim,Red,37
Washim,2021,Resod,Red,11
Washim,2021,Malegaon,Orange,41
Washim,2021,Mangrulpir,Orange,49
Washim,2021,Karanja,Orange,81
Washim,2021,Manora,Orange,35
Washim,2021,Washim,Orange,125
Washim,2021,Resod,Orange,35
Washim,2021,Malegaon,Green,34
Washim,2021,Mangrulpir,Green,42
Washim,2021,Karanja,Green,96
Washim,2021,Manora,Green,15
Washim,2021,Washim,Green,141
Washim,2021,Resod,Green,29
Washim,2021,Malegaon,White,1
Washim,2021,Mangrulpir,White,0
Washim,2021,Karanja,White,7
Washim,2021,Manora,White,2
Washim,2021,Washim,White,10
Washim,2021,Resod,White,1
Yavatmal,2012,Ner,Red,2
Yavatmal,2012,Babhulgaon,Red,3
Yavatmal,2012,Yavatmal,Red,40
Yavatmal,2012,Darvha,Red,2
Yavatmal,2012,Digras,Red,6
Yavatmal,2012,Pusad,Red,6
Yavatmal,2012,Umarkhed,Red,2
Yavatmal,2012,Mahagaon,Red,5
Yavatmal,2012,Ghantaji,Red,5
Yavatmal,2012,Kelapur,Red,2
Yavatmal,2012,Maregaon,Red,2
Yavatmal,2012,Zari Jamani,Red,4
Yavatmal,2012,Vani,Red,53
Yavatmal,2012,Ner,Orange,15
Yavatmal,2012,Babhulgaon,Orange,6
Yavatmal,2012,Kalamb,Orange,4
Yavatmal,2012,Yavatmal,Orange,144
Yavatmal,2012,Darvha,Orange,20
Yavatmal,2012,Digras,Orange,37
Yavatmal,2012,Pusad,Orange,46
Yavatmal,2012,Umarkhed,Orange,21
Yavatmal,2012,Mahagaon,Orange,15
Yavatmal,2012,Aarni,Orange,21
Yavatmal,2012,Ghantaji,Orange,6
Yavatmal,2012,Kelapur,Orange,11
Yavatmal,2012,Ralegaon,Orange,10
Yavatmal,2012,Maregaon,Orange,23
Yavatmal,2012,Zari Jamani,Orange,6
Yavatmal,2012,Vani,Orange,50
Yavatmal,2012,Ner,Green,18
Yavatmal,2012,Babhulgaon,Green,4
Yavatmal,2012,Kalamb,Green,9
Yavatmal,2012,Yavatmal,Green,169
Yavatmal,2012,Darvha,Green,15
Yavatmal,2012,Digras,Green,30
Yavatmal,2012,Pusad,Green,32
Yavatmal,2012,Umarkhed,Green,15
Yavatmal,2012,Mahagaon,Green,8
Yavatmal,2012,Aarni,Green,21
Yavatmal,2012,Ghantaji,Green,9
Yavatmal,2012,Kelapur,Green,16
Yavatmal,2012,Ralegaon,Green,13
Yavatmal,2012,Maregaon,Green,8
Yavatmal,2012,Zari Jamani,Green,4
Yavatmal,2012,Vani,Green,56
Yavatmal,2013,Ner,Red,2
Yavatmal,2013,Babhulgaon,Red,3
Yavatmal,2013,Kalamb,Red,1
Yavatmal,2013,Yavatmal,Red,44
Yavatmal,2013,Darvha,Red,2
Yavatmal,2013,Digras,Red,6
Yavatmal,2013,Pusad,Red,6
Yavatmal,2013,Umarkhed,Red,3
Yavatmal,2013,Mahagaon,Red,5
Yavatmal,2013,Aarni,Red,1
Yavatmal,2013,Ghantaji,Red,5
Yavatmal,2013,Kelapur,Red,2
Yavatmal,2013,Ralegaon,Red,0
Yavatmal,2013,Maregaon,Red,3
Yavatmal,2013,Zari Jamani,Red,7
Yavatmal,2013,Vani,Red,58
Yavatmal,2013,Ner,Orange,15
Yavatmal,2013,Babhulgaon,Orange,7
Yavatmal,2013,Kalamb,Orange,7
Yavatmal,2013,Yavatmal,Orange,154
Yavatmal,2013,Darvha,Orange,21
Yavatmal,2013,Digras,Orange,37
Yavatmal,2013,Pusad,Orange,47
Yavatmal,2013,Umarkhed,Orange,21
Yavatmal,2013,Mahagaon,Orange,16
Yavatmal,2013,Aarni,Orange,21
Yavatmal,2013,Ghantaji,Orange,6
Yavatmal,2013,Kelapur,Orange,11
Yavatmal,2013,Ralegaon,Orange,10
Yavatmal,2013,Maregaon,Orange,24
Yavatmal,2013,Zari Jamani,Orange,6
Yavatmal,2013,Vani,Orange,52
Yavatmal,2013,Ner,Green,18
Yavatmal,2013,Babhulgaon,Green,4
Yavatmal,2013,Kalamb,Green,14
Yavatmal,2013,Yavatmal,Green,182
Yavatmal,2013,Darvha,Green,18
Yavatmal,2013,Digras,Green,31
Yavatmal,2013,Pusad,Green,37
Yavatmal,2013,Umarkhed,Green,16
Yavatmal,2013,Mahagaon,Green,14
Yavatmal,2013,Aarni,Green,24
Yavatmal,2013,Ghantaji,Green,10
Yavatmal,2013,Kelapur,Green,20
Yavatmal,2013,Ralegaon,Green,14
Yavatmal,2013,Maregaon,Green,10
Yavatmal,2013,Zari Jamani,Green,6
Yavatmal,2013,Vani,Green,61
Yavatmal,2014,Ner,Red,2
Yavatmal,2014,Babhulgaon,Red,3
Yavatmal,2014,Kalamb,Red,1
Yavatmal,2014,Yavatmal,Red,47
Yavatmal,2014,Darvha,Red,2
Yavatmal,2014,Digras,Red,8
Yavatmal,2014,Pusad,Red,6
Yavatmal,2014,Umarkhed,Red,3
Yavatmal,2014,Mahagaon,Red,5
Yavatmal,2014,Aarni,Red,1
Yavatmal,2014,Ghantaji,Red,5
Yavatmal,2014,Kelapur,Red,2
Yavatmal,2014,Ralegaon,Red,3
Yavatmal,2014,Maregaon,Red,3
Yavatmal,2014,Zari Jamani,Red,8
Yavatmal,2014,Vani,Red,62
Yavatmal,2014,Ner,Orange,15
Yavatmal,2014,Babhulgaon,Orange,9
Yavatmal,2014,Kalamb,Orange,7
Yavatmal,2014,Yavatmal,Orange,159
Yavatmal,2014,Darvha,Orange,22
Yavatmal,2014,Digras,Orange,37
Yavatmal,2014,Pusad,Orange,47
Yavatmal,2014,Umarkhed,Orange,21
Yavatmal,2014,Mahagaon,Orange,16
Yavatmal,2014,Aarni,Orange,21
Yavatmal,2014,Ghantaji,Orange,7
