District,Year,Taluka,Industrial Power Consumption
Pune,2021,Mulashi,32270000
Pune,2021,Haveli,1759170000
Pune,2021,Pune City,450750000
Pune,2021,Daund,364690000
Pune,2021,Purandar,224590000
Pune,2021,Welhe,25820000
Pune,2021,Bhor,13180000
Pune,2021,Baramati,422540000
Pune,2021,Indapur,124290000
Raigad,2012,Uran,583000
Raigad,2012,Panwel,187962000
Raigad,2012,Karjat,1600000
Raigad,2012,Khalapur,575325000
Raigad,2012,Pen,426460000
Raigad,2012,Alibag,383333000
Raigad,2012,Murud,0
Raigad,2012,Roha,183430000
Raigad,2012,Sudhagad,13181000
Raigad,2012,Mangaon,63430000
Raigad,2012,Tala,30000
Raigad,2012,Shreevardhan,520000
Raigad,2012,Mhasala,0
Raigad,2012,Mahad,206660000
Raigad,2012,Poladpur,0
Raigad,2013,Uran,4539000
Raigad,2013,Panwel,213260000
Raigad,2013,Karjat,1940000
Raigad,2013,Khalapur,1017457000
Raigad,2013,Pen,72880000
Raigad,2013,Alibag,367603000
Raigad,2013,Murud,0
Raigad,2013,Roha,162320000
Raigad,2013,Sudhagad,111380000
Raigad,2013,Mangaon,45120000
Raigad,2013,Tala,20000
Raigad,2013,Shreevardhan,590000
Raigad,2013,Mhasala,0
Raigad,2013,Mahad,169720000
Raigad,2013,Poladpur,0
Raigad,2014,Uran,4885000
Raigad,2014,Panwel,213260000
Raigad,2014,Karjat,3217000
Raigad,2014,Khalapur,473323000
Raigad,2014,Pen,3306000
Raigad,2014,Alibag,364371000
Raigad,2014,Murud,1184000
Raigad,2014,Roha,4963000
Raigad,2014,Sudhagad,3113000
Raigad,2014,Mangaon,3106000
Raigad,2014,Tala,1018000
Raigad,2014,Shreevardhan,2214000
Raigad,2014,Mhasala,1317000
Raigad,2014,Mahad,8715000
Raigad,2014,Poladpur,1740000
Raigad,2015,Uran,3955000
Raigad,2015,Panwel,54964000
Raigad,2015,Karjat,3290000
Raigad,2015,Khalapur,276601000
Raigad,2015,Pen,3770000
Raigad,2015,Alibag,355858000
Raigad,2015,Murud,1420000
Raigad,2015,Roha,5240000
Raigad,2015,Sudhagad,3180000
Raigad,2015,Mangaon,3510000
Raigad,2015,Tala,760000
Raigad,2015,Shreevardhan,1810000
Raigad,2015,Mhasala,900000
Raigad,2015,Mahad,7250000
Raigad,2015,Poladpur,1190000
Raigad,2016,Uran,5739000
Raigad,2016,Panwel,52168000
Raigad,2016,Karjat,3448000
Raigad,2016,Khalapur,307754000
Raigad,2016,Pen,3987000
Raigad,2016,Alibag,356463000
Raigad,2016,Murud,932000
Raigad,2016,Roha,4969000
Raigad,2016,Sudhagad,3268000
Raigad,2016,Mangaon,2534000
Raigad,2016,Tala,421000
Raigad,2016,Shreevardhan,1626000
Raigad,2016,Mhasala,986000
Raigad,2016,Mahad,8849000
Raigad,2016,Poladpur,1202000
Raigad,2017,Uran,4533000
Raigad,2017,Panwel,108808000
Raigad,2017,Karjat,612000
Raigad,2017,Khalapur,398230000
Raigad,2017,Pen,14024000
Raigad,2017,Alibag,50927000
Raigad,2017,Murud,51000
Raigad,2017,Roha,14219000
Raigad,2017,Sudhagad,8200000
Raigad,2017,Mangaon,26486000
Raigad,2017,Tala,69000
Raigad,2017,Shreevardhan,159000
Raigad,2017,Mhasala,58000
Raigad,2017,Mahad,20972000
Raigad,2017,Poladpur,69000
Raigad,2018,Uran,3544000
Raigad,2018,Panwel,66949000
Raigad,2018,Karjat,2928000
Raigad,2018,Khalapur,1065736300
Raigad,2018,Pen,14074000
Raigad,2018,Alibag,30211000
Raigad,2018,Murud,255000
Raigad,2018,Roha,11936000
Raigad,2018,Sudhagad,820000
Raigad,2018,Mangaon,11290000
Raigad,2018,Tala,143000
Raigad,2018,Shreevardhan,510000
Raigad,2018,Mhasala,261000
Raigad,2018,Mahad,114580000
Raigad,2018,Poladpur,311000
Raigad,2019,Uran,254000
Raigad,2019,Panwel,75452000
Raigad,2019,Karjat,2928000
Raigad,2019,Khalapur,1250000000
Raigad,2019,Pen,16994000
Raigad,2019,Alibag,29180000
Raigad,2019,Murud,260000
Raigad,2019,Roha,11667000
Raigad,2019,Sudhagad,801000
Raigad,2019,Mangaon,10924000
Raigad,2019,Tala,143000
Raigad,2019,Shreevardhan,526000
Raigad,2019,Mhasala,269000
Raigad,2019,Mahad,120572000
Raigad,2019,Poladpur,311000
Raigad,2020,Uran,409790
Raigad,2020,Panwel,84181000
Raigad,2020,Karjat,5188300
Raigad,2020,Khalapur,2417454000
Raigad,2020,Pen,4802000
Raigad,2020,Alibag,5118700
Raigad,2020,Murud,138000
Raigad,2020,Roha,6845000
Raigad,2020,Sudhagad,456000
Raigad,2020,Mangaon,6553720
Raigad,2020,Tala,96000
Raigad,2020,Shreevardhan,320429
Raigad,2020,Mhasala,215870
Raigad,2020,Mahad,132346100
Raigad,2020,Poladpur,235400
Raigad,2021,Uran,361000
Raigad,2021,Panwel,41200000
Raigad,2021,Karjat,280000
Raigad,2021,Khalapur,682000000
Raigad,2021,Pen,5053000
Raigad,2021,Alibag,8423000
Raigad,2021,Murud,720000
Raigad,2021,Roha,2640000
Raigad,2021,Sudhagad,1926000
Raigad,2021,Mangaon,9289000
Raigad,2021,Tala,295000
Raigad,2021,Shreevardhan,214000
Raigad,2021,Mhasala,119000
Raigad,2021,Mahad,532800000
Raigad,2021,Poladpur,131000
Ratnagiri,2012,Mandangad,1390000
Ratnagiri,2012,Dapoli,5033000
Ratnagiri,2012,Khed,8921000
Ratnagiri,2012,Chiplun,8770000
Ratnagiri,2012,Guhagar,1608000
Ratnagiri,2012,Ratnagiri,9089000
Ratnagiri,2012,Sangameshwar,3043000
Ratnagiri,2012,Lanja,1540000
Ratnagiri,2012,Rajapur,2161000
Ratnagiri,2013,Mandangad,1415000
Ratnagiri,2013,Dapoli,722000
Ratnagiri,2013,Khed,151608000
Ratnagiri,2013,Chiplun,58786000
Ratnagiri,2013,Guhagar,1924000
Ratnagiri,2013,Ratnagiri,79863000
Ratnagiri,2013,Sangameshwar,4872000
Ratnagiri,2013,Lanja,2564000
Ratnagiri,2013,Rajapur,3431000
Ratnagiri,2014,Mandangad,1553000
Ratnagiri,2014,Dapoli,7186000
Ratnagiri,2014,Khed,162513000
Ratnagiri,2014,Chiplun,44031000
Ratnagiri,2014,Guhagar,2140000
Ratnagiri,2014,Ratnagiri,100607000
Ratnagiri,2014,Sangameshwar,4996000
Ratnagiri,2014,Lanja,1880000
Ratnagiri,2014,Rajapur,3602000
Ratnagiri,2015,Mandangad,11772000
Ratnagiri,2015,Dapoli,21838000
Ratnagiri,2015,Khed,81813000
Ratnagiri,2015,Chiplun,59909000
Ratnagiri,2015,Guhagar,17137000
Ratnagiri,2015,Ratnagiri,52653000
Ratnagiri,2015,Sangameshwar,23761000
Ratnagiri,2015,Lanja,27024000
Ratnagiri,2015,Rajapur,6757000
Ratnagiri,2016,Mandangad,1597000
Ratnagiri,2016,Dapoli,7795000
Ratnagiri,2016,Khed,163235000
Ratnagiri,2016,Chiplun,43824000
Ratnagiri,2016,Guhagar,2363000
Ratnagiri,2016,Ratnagiri,64423000
Ratnagiri,2016,Sangameshwar,5148000
Ratnagiri,2016,Lanja,2134000
Ratnagiri,2016,Rajapur,2885000
Ratnagiri,2017,Mandangad,1622000
Ratnagiri,2017,Dapoli,6613000
Ratnagiri,2017,Khed,182523000
Ratnagiri,2017,Chiplun,41787000
Ratnagiri,2017,Guhagar,2132000
Ratnagiri,2017,Ratnagiri,70519000
Ratnagiri,2017,Sangameshwar,4307000
Ratnagiri,2017,Lanja,2026000
Ratnagiri,2017,Rajapur,2653000
Ratnagiri,2018,Mandangad,1480000
Ratnagiri,2018,Dapoli,6230000
Ratnagiri,2018,Khed,206200000
Ratnagiri,2018,Chiplun,44560000
Ratnagiri,2018,Guhagar,1860000
Ratnagiri,2018,Ratnagiri,72880000
Ratnagiri,2018,Sangameshwar,4480000
Ratnagiri,2018,Lanja,2240000
Ratnagiri,2018,Rajapur,3190000
Ratnagiri,2019,Mandangad,1450000
Ratnagiri,2019,Dapoli,5710000
Ratnagiri,2019,Khed,210740000
Ratnagiri,2019,Chiplun,45350000
Ratnagiri,2019,Guhagar,1780000
Ratnagiri,2019,Ratnagiri,64090000
Ratnagiri,2019,Sangameshwar,4760000
Ratnagiri,2019,Lanja,2580000
Ratnagiri,2019,Rajapur,3480000
Ratnagiri,2020,Mandangad,0
Ratnagiri,2020,Dapoli,0
Ratnagiri,2020,Khed,0
Ratnagiri,2020,Chiplun,0
Ratnagiri,2020,Guhagar,0
Ratnagiri,2020,Ratnagiri,0
Ratnagiri,2020,Sangameshwar,0
Ratnagiri,2020,Lanja,0
Ratnagiri,2020,Rajapur,0
Ratnagiri,2021,Mandangad,2091000
Ratnagiri,2021,Dapoli,7047000
Ratnagiri,2021,Khed,260316000
Ratnagiri,2021,Chiplun,5372000
Ratnagiri,2021,Guhagar,2859000
Ratnagiri,2021,Ratnagiri,96501000
Ratnagiri,2021,Sangameshwar,7172000
Ratnagiri,2021,Lanja,4673000
Ratnagiri,2021,Rajapur,6987000
Sangli,2012,Shirala,3250000
Sangli,2012,Valava,11010000
Sangli,2012,Palus,7930000
Sangli,2012,Kadegaon,3690000
Sangli,2012,Khanapur,3070000
Sangli,2012,Aatpadi,2610000
Sangli,2012,Tasgaon,6370000
Sangli,2012,Miraj,54470000
Sangli,2012,Ku. Mahakal,3210000
Sangli,2012,Jat,5620000
Sangli,2013,Shirala,14445000
Sangli,2013,Valava,101333000
Sangli,2013,Palus,46568000
Sangli,2013,Kadegaon,39360000
Sangli,2013,Khanapur,6622000
Sangli,2013,Aatpadi,11684000
Sangli,2013,Tasgaon,15985000
Sangli,2013,Miraj,231127000
Sangli,2013,Ku. Mahakal,10755000
Sangli,2013,Jat,6218000
Sangli,2014,Shirala,14382000
Sangli,2014,Valava,110956000
Sangli,2014,Palus,55323000
Sangli,2014,Kadegaon,37742000
Sangli,2014,Khanapur,10629000
Sangli,2014,Aatpadi,13381000
Sangli,2014,Tasgaon,13944000
Sangli,2014,Miraj,234764000
Sangli,2014,Ku. Mahakal,10673000
Sangli,2014,Jat,6757000
Sangli,2015,Shirala,15094000
Sangli,2015,Valava,112348000
Sangli,2015,Palus,37561000
Sangli,2015,Kadegaon,33876000
Sangli,2015,Khanapur,19617000
Sangli,2015,Aatpadi,8719000
Sangli,2015,Tasgaon,24476000
Sangli,2015,Miraj,224994000
Sangli,2015,Ku. Mahakal,10799000
Sangli,2015,Jat,6614000
Sangli,2016,Shirala,16786000
Sangli,2016,Valava,98394000
Sangli,2016,Palus,38359000
Sangli,2016,Kadegaon,20016000
Sangli,2016,Khanapur,15504000
Sangli,2016,Aatpadi,10892000
Sangli,2016,Tasgaon,21591000
Sangli,2016,Miraj,201763000
Sangli,2016,Ku. Mahakal,10832000
Sangli,2016,Jat,6258000
Sangli,2017,Shirala,17220000
Sangli,2017,Valava,114780000
Sangli,2017,Palus,59570000
Sangli,2017,Kadegaon,36390000
Sangli,2017,Khanapur,19930000
Sangli,2017,Aatpadi,10770000
Sangli,2017,Tasgaon,17010000
Sangli,2017,Miraj,253910000
Sangli,2017,Ku. Mahakal,10360000
Sangli,2017,Jat,5250000
Sangli,2018,Shirala,17220000
Sangli,2018,Valava,114780000
Sangli,2018,Palus,59570000
Sangli,2018,Kadegaon,43240000
Sangli,2018,Khanapur,19390000
Sangli,2018,Aatpadi,11240000
Sangli,2018,Tasgaon,14950000
Sangli,2018,Miraj,288010000
Sangli,2018,Ku. Mahakal,8190000
Sangli,2018,Jat,5270000
Sangli,2019,Shirala,4120000
Sangli,2019,Valava,11060000
Sangli,2019,Palus,7700000
Sangli,2019,Kadegaon,6390000
Sangli,2019,Khanapur,4220000
Sangli,2019,Aatpadi,1760000
Sangli,2019,Tasgaon,4190000
Sangli,2019,Miraj,57270000
Sangli,2019,Ku. Mahakal,3790000
Sangli,2019,Jat,5040000
Sangli,2020,Shirala,5780000
Sangli,2020,Valava,1060000
Sangli,2020,Palus,4860000
Sangli,2020,Kadegaon,5500000
Sangli,2020,Khanapur,5510000
Sangli,2020,Aatpadi,1860000
Sangli,2020,Tasgaon,2800000
Sangli,2020,Miraj,49110000
Sangli,2020,Ku. Mahakal,4450000
Sangli,2020,Jat,7040000
Sangli,2021,Shirala,11071000
Sangli,2021,Valava,24744000
Sangli,2021,Palus,20175000
Sangli,2021,Kadegaon,7385000
Sangli,2021,Khanapur,16602000
Sangli,2021,Aatpadi,5163000
Sangli,2021,Tasgaon,10531000
Sangli,2021,Miraj,97669000
Sangli,2021,Ku. Mahakal,7222000
Sangli,2021,Jat,22510000
Satara,2012,Mahableshwar,2487000
Satara,2012,Vai,51560000
Satara,2012,Khandala,132506000
Satara,2012,Faltan,33094000
Satara,2012,Man,2390000
Satara,2012,Khatav,12563000
Satara,2012,Koregaon,13359000
Satara,2012,Satara,178933000
Satara,2012,Javali,1557000
Satara,2012,Patan,4132000
Satara,2012,Karad,57110000
Satara,2013,Mahableshwar,1780000
Satara,2013,Vai,54973000
Satara,2013,Khandala,189700000
Satara,2013,Faltan,35774000
Satara,2013,Man,3000000
Satara,2013,Khatav,13943000
Satara,2013,Koregaon,15327000
Satara,2013,Satara,201140000
Satara,2013,Javali,2428000
Satara,2013,Patan,4974000
Satara,2013,Karad,60063000
Satara,2014,Mahableshwar,1770000
Satara,2014,Vai,54020000
Satara,2014,Khandala,229860000
Satara,2014,Faltan,42610000
Satara,2014,Man,3200000
Satara,2014,Khatav,15360000
Satara,2014,Koregaon,15200000
Satara,2014,Satara,245520000
Satara,2014,Javali,2640000
Satara,2014,Patan,5180000
Satara,2014,Karad,61730000
Satara,2015,Mahableshwar,1790000
Satara,2015,Vai,68280000
Satara,2015,Khandala,281100000
Satara,2015,Faltan,45580000
Satara,2015,Man,8250000
Satara,2015,Khatav,15530000
Satara,2015,Koregaon,14590000
Satara,2015,Satara,303200000
Satara,2015,Javali,2470000
Satara,2015,Patan,5170000
Satara,2015,Karad,72010000
Satara,2016,Mahableshwar,1910000
Satara,2016,Vai,46856000
Satara,2016,Khandala,242384000
Satara,2016,Faltan,45726000
Satara,2016,Man,9895000
Satara,2016,Khatav,14997000
Satara,2016,Koregaon,14259000
Satara,2016,Satara,202260000
Satara,2016,Javali,2483000
Satara,2016,Patan,5272000
Satara,2016,Karad,65629000
Satara,2017,Mahableshwar,2029000
Satara,2017,Vai,25433000
Satara,2017,Khandala,203667000
Satara,2017,Faltan,45873000
Satara,2017,Man,11539000
Satara,2017,Khatav,14464000
Satara,2017,Koregaon,13927000
Satara,2017,Satara,101320000
Satara,2017,Javali,2496000
Satara,2017,Patan,5374000
Satara,2017,Karad,59248000
Satara,2018,Mahableshwar,2099000
Satara,2018,Vai,26133000
Satara,2018,Khandala,211112000
Satara,2018,Faltan,46101000
Satara,2018,Man,12569000
Satara,2018,Khatav,13969000
Satara,2018,Koregaon,14587000
Satara,2018,Satara,112510000
Satara,2018,Javali,2601000
Satara,2018,Patan,5612000
Satara,2018,Karad,61254000
Satara,2019,Mahableshwar,2251000
Satara,2019,Vai,27012000
Satara,2019,Khandala,222738000
Satara,2019,Faltan,47654000
Satara,2019,Man,12701000
Satara,2019,Khatav,14666000
Satara,2019,Koregaon,14959000
Satara,2019,Satara,114712000
Satara,2019,Javali,2712000
Satara,2019,Patan,5823000
Satara,2019,Karad,62883000
Satara,2020,Mahableshwar,2092000
Satara,2020,Vai,25101000
Satara,2020,Khandala,206977000
Satara,2020,Faltan,44282000
Satara,2020,Man,11803000
Satara,2020,Khatav,13628000
Satara,2020,Koregaon,13901000
Satara,2020,Satara,106595000
Satara,2020,Javali,2520000
Satara,2020,Patan,5411000
Satara,2020,Karad,58433000
Satara,2021,Mahableshwar,1650000
Satara,2021,Vai,14490000
Satara,2021,Khandala,15520000
Satara,2021,Faltan,11540000
Satara,2021,Man,5460000
Satara,2021,Khatav,7390000
Satara,2021,Koregaon,8700000
Satara,2021,Satara,51550000
Satara,2021,Javali,2230000
Satara,2021,Patan,3620000
Satara,2021,Karad,38830000
Sindhudurg,2012,Devgad,2544000
Sindhudurg,2012,Vaibhavwadi,1505000
Sindhudurg,2012,Kankavali,2948000
Sindhudurg,2012,Malvan,3397000
Sindhudurg,2012,Vengurla,1878000
Sindhudurg,2012,Kudal,6174000
Sindhudurg,2012,Sawantwadi,3151000
Sindhudurg,2012,Dodamarg,653000
Sindhudurg,2013,Devgad,2621000
Sindhudurg,2013,Vaibhavwadi,1430000
Sindhudurg,2013,Kankavali,2940000
Sindhudurg,2013,Malvan,3674000
Sindhudurg,2013,Vengurla,2063000
Sindhudurg,2013,Kudal,6216000
Sindhudurg,2013,Sawantwadi,3377000
Sindhudurg,2013,Dodamarg,783000
Sindhudurg,2014,Devgad,3071000
Sindhudurg,2014,Vaibhavwadi,1423000
Sindhudurg,2014,Kankavali,2784000
Sindhudurg,2014,Malvan,4392000
Sindhudurg,2014,Vengurla,2139000
Sindhudurg,2014,Kudal,6834000
Sindhudurg,2014,Sawantwadi,3494000
Sindhudurg,2014,Dodamarg,850000
Sindhudurg,2015,Devgad,3620000
Sindhudurg,2015,Vaibhavwadi,1540000
Sindhudurg,2015,Kankavali,2920000
Sindhudurg,2015,Malvan,3660000
Sindhudurg,2015,Vengurla,2290000
Sindhudurg,2015,Kudal,7120000
Sindhudurg,2015,Sawantwadi,3600000
Sindhudurg,2015,Dodamarg,870000
Sindhudurg,2016,Devgad,3181000
Sindhudurg,2016,Vaibhavwadi,1279000
Sindhudurg,2016,Kankavali,2520000
Sindhudurg,2016,Malvan,3872000
Sindhudurg,2016,Vengurla,3032000
Sindhudurg,2016,Kudal,6660000
Sindhudurg,2016,Sawantwadi,3399000
Sindhudurg,2016,Dodamarg,869000
Sindhudurg,2017,Devgad,3268000
Sindhudurg,2017,Vaibhavwadi,831000
Sindhudurg,2017,Kankavali,2088000
Sindhudurg,2017,Malvan,4036000
Sindhudurg,2017,Vengurla,1722000
Sindhudurg,2017,Kudal,6027000
Sindhudurg,2017,Sawantwadi,2818000
Sindhudurg,2017,Dodamarg,703000
Sindhudurg,2018,Devgad,3490000
Sindhudurg,2018,Vaibhavwadi,1720000
Sindhudurg,2018,Kankavali,1500000
Sindhudurg,2018,Malvan,5250000
Sindhudurg,2018,Vengurla,6230000
Sindhudurg,2018,Kudal,9590000
Sindhudurg,2018,Sawantwadi,4560000
Sindhudurg,2018,Dodamarg,1180000
Sindhudurg,2019,Devgad,3579000
Sindhudurg,2019,Vaibhavwadi,1753000
Sindhudurg,2019,Kankawali,2950000
Sindhudurg,2019,Malwan,5900000
Sindhudurg,2019,Vengurla,4493000
Sindhudurg,2019,Kudal,9079000
Sindhudurg,2019,Savantwadi,4785000
Sindhudurg,2019,Dodamarg,1352000
Sindhudurg,2020,Devgad,4635000
Sindhudurg,2020,Vaibhavwadi,3417000
Sindhudurg,2020,Kankawali,4340000
Sindhudurg,2020,Malwan,7507000
Sindhudurg,2020,Vengurla,6142000
Sindhudurg,2020,Kudal,12294000
Sindhudurg,2020,Savantwadi,6329000
Sindhudurg,2020,Dodamarg,1584000
Sindhudurg,2021,Devgad,5092000
Sindhudurg,2021,Vaibhavwadi,1800000
Sindhudurg,2021,Kankawali,2964000
Sindhudurg,2021,Malwan,6218000
Sindhudurg,2021,Vengurla,3158000
Sindhudurg,2021,Kudal,8994000
Sindhudurg,2021,Savantwadi,4017000
Sindhudurg,2021,Dodamarg,1030000
Thane,2014,Thane,1086481000
Thane,2014,Bhivandi,2331169000
Thane,2014,Shahapur,22430000
Thane,2014,Kalyan,54335000
Thane,2014,Ulhasnagar,122390000
Thane,2014,Ambarnath,53560000
Thane,2014,Murbad,7520000
Thane,2015,Thane,314405000
Thane,2015,Bhivandi,2244705000
Thane,2015,Shahapur,524960000
Thane,2015,Kalyan,281843000
Thane,2015,Ulhasnagar,130510000
Thane,2015,Ambarnath,341520000
Thane,2015,Murbad,139430000
Thane,2016,Thane,207316000
Thane,2016,Bhivandi,2171370000
Thane,2016,Shahapur,628240000
Thane,2016,Kalyan,285443000
Thane,2016,Ulhasnagar,128600000
Thane,2016,Ambarnath,359580000
Thane,2016,Murbad,162240000
Thane,2017,Thane,188219000
Thane,2017,Bhivandi,2361870000
Thane,2017,Shahapur,423350000
Thane,2017,Kalyan,291353000
Thane,2017,Ulhasnagar,129370000
Thane,2017,Ambarnath,410200000
Thane,2017,Murbad,152640000
Thane,2018,Thane,1789594000
Thane,2018,Bhivandi,2114890000
Thane,2018,Shahapur,25470000
Thane,2018,Kalyan,469630000
Thane,2018,Ulhasnagar,111270000
Thane,2018,Ambarnath,69210000
Thane,2018,Murbad,8620000
Thane,2019,Thane,1980372000
Thane,2019,Bhivandi,2114890000
Thane,2019,Shahapur,23660000
Thane,2019,Kalyan,471420000
Thane,2019,Ulhasnagar,110840000
Thane,2019,Ambarnath,70460000
Thane,2019,Murbad,8900000
Thane,2020,Thane,1980372000
Thane,2020,Bhivandi,2114890000
Thane,2020,Shahapur,23660000
Thane,2020,Kalyan,471420000
Thane,2020,Ulhasnagar,110840000
Thane,2020,Ambarnath,70460000
Thane,2020,Murbad,8900000
Thane,2021,Thane,352665241000
Thane,2021,Bhivandi,242098657000
Thane,2021,Shahapur,27057763000
Thane,2021,Kalyan,115735096000
Thane,2021,Ulhasnagar,119832826000
Thane,2021,Ambarnath,82002019000
Thane,2021,Murbad,10966030000
Wardha,2012,Ashti,7119000
Wardha,2012,Karanja,18730000
Wardha,2012,Aarvi,65345000
Wardha,2012,Selu,19620000
Wardha,2012,Wardha,88080000
Wardha,2012,Devali,115475000
Wardha,2012,Hinganghat,186610000
Wardha,2012,Samudrapur,120830000
Wardha,2013,Ashti,970000
Wardha,2013,Karanja,8140000
Wardha,2013,Aarvi,17483000
Wardha,2013,Selu,16718000
Wardha,2013,Wardha,10660000
Wardha,2013,Devali,15050000
Wardha,2013,Hinganghat,8760000
Wardha,2013,Samudrapur,2530000
Wardha,2014,Ashti,820000
Wardha,2014,Karanja,1280000
Wardha,2014,Aarvi,5600000
Wardha,2014,Selu,2230000
Wardha,2014,Wardha,11030000
Wardha,2014,Devali,3770000
Wardha,2014,Hinganghat,9080000
Wardha,2014,Samudrapur,2340000
Wardha,2015,Ashti,1060000
Wardha,2015,Karanja,1180000
Wardha,2015,Aarvi,4530000
Wardha,2015,Selu,4420000
Wardha,2015,Wardha,8870000
Wardha,2015,Devali,3420000
Wardha,2015,Hinganghat,8380000
Wardha,2015,Samudrapur,2360000
Wardha,2016,Ashti,2260000
Wardha,2016,Karanja,1400000
Wardha,2016,Aarvi,15790000
Wardha,2016,Selu,11020000
Wardha,2016,Wardha,54540000
Wardha,2016,Devali,143750000
Wardha,2016,Hinganghat,142040000
Wardha,2016,Samudrapur,92020000
Wardha,2017,Ashti,2420000
Wardha,2017,Karanja,4590000
Wardha,2017,Aarvi,24793000
Wardha,2017,Selu,11260000
Wardha,2017,Wardha,897000
Wardha,2017,Devali,296556000
Wardha,2017,Hinganghat,181170000
Wardha,2017,Samudrapur,141500000
Wardha,2018,Ashti,2690000
Wardha,2018,Karanja,4440000
Wardha,2018,Aarvi,27530000
Wardha,2018,Selu,10960000
Wardha,2018,Wardha,74900000
Wardha,2018,Devali,344150000
Wardha,2018,Hinganghat,188440000
Wardha,2018,Samudrapur,149570000
Wardha,2019,Ashti,3480000
Wardha,2019,Karanja,5000000
Wardha,2019,Aarvi,31050000
Wardha,2019,Selu,10440000
Wardha,2019,Wardha,56400000
Wardha,2019,Devali,316760000
Wardha,2019,Hinganghat,188560000
Wardha,2019,Samudrapur,147730000
Wardha,2020,Ashti,3060000
Wardha,2020,Karanja,5150000
Wardha,2020,Aarvi,32730000
Wardha,2020,Selu,13230000
Wardha,2020,Wardha,95740000
Wardha,2020,Devali,336540000
Wardha,2020,Hinganghat,170030000
Wardha,2020,Samudrapur,138250000
Wardha,2021,Ashti,2680000
Wardha,2021,Karanja,2250000
Wardha,2021,Aarvi,30000000
Wardha,2021,Selu,10670000
Wardha,2021,Wardha,204860000
Wardha,2021,Devali,245410000
Wardha,2021,Hinganghat,175290000
Wardha,2021,Samudrapur,129310000
Washim,2008,Malegaon,0
Washim,2008,Mangrulpir,0
Washim,2008,Karanja,0
Washim,2008,Manora,0
Washim,2008,Washim,0
Washim,2008,Resod,0
Washim,2009,Malegaon,5739266
Washim,2009,Mangrulpir,1671291
Washim,2009,Karanja,1814071
Washim,2009,Manora,1653714
Washim,2009,Washim,1087095
Washim,2009,Resod,8641420
Washim,2010,Malegaon,1173200
Washim,2010,Mangrulpir,1599270
Washim,2010,Karanja,1431820
Washim,2010,Manora,1756120
Washim,2010,Washim,999960
Washim,2010,Resod,9488400
Washim,2011,Malegaon,1994000
Washim,2011,Mangrulpir,2775000
Washim,2011,Karanja,11659000
Washim,2011,Manora,1958000
Washim,2011,Washim,11366000
Washim,2011,Resod,2883000
Washim,2012,Malegaon,1690000
Washim,2012,Mangrulpir,3034000
Washim,2012,Karanja,12038000
Washim,2012,Manora,1523000
Washim,2012,Washim,11184000
Washim,2012,Resod,3421000
Washim,2013,Malegaon,3088000
Washim,2013,Mangrulpir,2019000
Washim,2013,Karanja,1789000
Washim,2013,Manora,1961000
Washim,2013,Washim,5584000
Washim,2013,Resod,1382000
Washim,2014,Malegaon,2346710
Washim,2014,Mangrulpir,2520490
Washim,2014,Karanja,4650770
Washim,2014,Manora,1770980
Washim,2014,Washim,4836220
Washim,2014,Resod,2665460
Washim,2015,Malegaon,2253970
Washim,2015,Mangrulpir,2565370
Washim,2015,Karanja,4664650
Washim,2015,Manora,1945130
Washim,2015,Washim,4512310
Washim,2015,Resod,2687210
Washim,2016,Malegaon,2330770
Washim,2016,Mangrulpir,2575540
Washim,2016,Karanja,4846250
Washim,2016,Manora,1986520
Washim,2016,Washim,4638960
Washim,2016,Resod,2703310
Washim,2017,Malegaon,2149520
Washim,2017,Mangrulpir,2760740
Washim,2017,Karanja,4802390
Washim,2017,Manora,1894840
Washim,2017,Washim,5048140
Washim,2017,Resod,2820390
Washim,2018,Malegaon,
Washim,2018,Mangrulpir,
Washim,2018,Karanja,
Washim,2018,Manora,
Washim,2018,Washim,
Washim,2018,Resod,
Washim,2019,Malegaon,4997150
Washim,2019,Mangrulpir,1670680
Washim,2019,Karanja,2072510.0000000002
Washim,2019,Manora,1016570
Washim,2019,Washim,1076620
Washim,2019,Resod,5582450
Washim,2020,Malegaon,3908460
Washim,2020,Mangrulpir,2976440
Washim,2020,Karanja,5860870
Washim,2020,Manora,1756160
Washim,2020,Washim,2920700
Washim,2020,Resod,8135410
Washim,2021,Malegaon,4349680
Washim,2021,Mangrulpir,4657400
Washim,2021,Karanja,7244080
Washim,2021,Manora,2417910
Washim,2021,Washim,9845570
Washim,2021,Resod,5076600
Yavatmal,2012,Ner,3977000
Yavatmal,2012,Babhulgaon,1074000
Yavatmal,2012,Kalamb,976000
Yavatmal,2012,Yavatmal,99540000
Yavatmal,2012,Darvha,2768000
Yavatmal,2012,Digras,2492000
Yavatmal,2012,Pusad,7418000
Yavatmal,2012,Umarkhed,3859000
Yavatmal,2012,Mahagaon,11508000
Yavatmal,2012,Aarni,2862000
Yavatmal,2012,Ghantaji,3238000
Yavatmal,2012,Kelapur,5937000
Yavatmal,2012,Ralegaon,3487000
Yavatmal,2012,Maregaon,2095000
Yavatmal,2012,Zari Jamani,14712000
Yavatmal,2012,Vani,44353000
Yavatmal,2013,Ner,4090000
Yavatmal,2013,Babhulgaon,1242000
Yavatmal,2013,Kalamb,1196000
Yavatmal,2013,Yavatmal,129008000
Yavatmal,2013,Darvha,2628000
Yavatmal,2013,Digras,2766000
Yavatmal,2013,Pusad,7336000
Yavatmal,2013,Umarkhed,4187000
