Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non-Workers,Non-Workers Seeking Work,People Seeking Work
2011,Wardha,Urban,60-69,1549,563,11375,142,177
2011,Wardha,Urban,70-79,355,132,6216,40,48
2011,Wardha,Urban,80+,56,25,2310,10,9
2011,Nagpur,Total,05-09,1079,1010,172004,890,157
2011,Nagpur,Total,10-14,2202,1987,194630,1617,387
2011,Nagpur,Total,15-19,12705,6613,186797,14121,3011
2011,Nagpur,Total,20-24,35004,12561,182519,26807,5833
2011,Nagpur,Total,25-29,50652,13139,151927,20003,5710
2011,Nagpur,Total,30-34,58654,12859,118429,10830,5261
2011,Nagpur,Total,35-39,64966,12722,102986,7146,5009
2011,Nagpur,Total,40-49,107946,19828,161783,6302,6903
2011,Nagpur,Total,50-59,57232,11096,109983,2278,2989
2011,Nagpur,Total,60-69,30688,8654,99941,1434,1903
2011,Nagpur,Total,70-79,6975,2360,57010,487,379
2011,Nagpur,Total,80+,1485,537,22323,174,106
2011,Nagpur,Rural,05-09,435,275,56129,304,44
2011,Nagpur,Rural,10-14,1061,941,64726,563,176
2011,Nagpur,Rural,15-19,7997,4361,56417,5169,2030
2011,Nagpur,Rural,20-24,20278,8310,41746,7446,3739
2011,Nagpur,Rural,25-29,25874,8105,28629,4374,3429
2011,Nagpur,Rural,30-34,28907,7701,18209,2115,3166
2011,Nagpur,Rural,35-39,31477,7337,13357,1227,3008
2011,Nagpur,Rural,40-49,52923,11754,20057,1174,4364
2011,Nagpur,Rural,50-59,30933,7363,16171,619,2096
2011,Nagpur,Rural,60-69,21554,6369,25486,548,1376
2011,Nagpur,Rural,70-79,4729,1680,18904,233,265
2011,Nagpur,Rural,80+,819,336,6761,50,70
2011,Nagpur,Urban,05-09,644,735,115875,586,113
2011,Nagpur,Urban,10-14,1141,1046,129904,1054,211
2011,Nagpur,Urban,15-19,4708,2252,130380,8952,981
2011,Nagpur,Urban,20-24,14726,4251,140773,19361,2094
2011,Nagpur,Urban,25-29,24778,5034,123298,15629,2281
2011,Nagpur,Urban,30-34,29747,5158,100220,8715,2095
2011,Nagpur,Urban,35-39,33489,5385,89629,5919,2001
2011,Nagpur,Urban,40-49,55023,8074,141726,5128,2539
2011,Nagpur,Urban,50-59,26299,3733,93812,1659,893
2011,Nagpur,Urban,60-69,9134,2285,74455,886,527
2011,Nagpur,Urban,70-79,2246,680,38106,254,114
2011,Nagpur,Urban,80+,666,201,15562,124,36
2011,Bhandara,Total,05-09,379,354,45379,395,47
2011,Bhandara,Total,10-14,668,870,54177,696,214
2011,Bhandara,Total,15-19,3853,4308,47406,5303,2416
2011,Bhandara,Total,20-24,14342,12779,28576,7693,7754
2011,Bhandara,Total,25-29,17919,13084,17710,4354,7537
2011,Bhandara,Total,30-34,19028,12236,13115,2446,7000
2011,Bhandara,Total,35-39,20012,11850,11039,1574,6568
2011,Bhandara,Total,40-49,37827,20966,17670,1482,10842
2011,Bhandara,Total,50-59,22576,13965,16787,911,5994
2011,Bhandara,Total,60-69,10783,8542,24959,797,2861
2011,Bhandara,Total,70-79,1886,1736,15550,274,473
2011,Bhandara,Total,80+,432,316,4585,62,99
2011,Bhandara,Rural,05-09,335,318,37070,306,39
2011,Bhandara,Rural,10-14,581,803,44002,511,193
2011,Bhandara,Rural,15-19,3609,4094,37334,4152,2299
2011,Bhandara,Rural,20-24,13503,12105,18591,5334,7359
2011,Bhandara,Rural,25-29,16345,12187,9578,2533,7003
2011,Bhandara,Rural,30-34,16986,11232,6390,1350,6448
2011,Bhandara,Rural,35-39,17678,10800,5120,880,6001
2011,Bhandara,Rural,40-49,33234,19285,8664,966,10005
2011,Bhandara,Rural,50-59,20190,13063,10038,698,5606
2011,Bhandara,Rural,60-69,9961,8019,18761,656,2657
2011,Bhandara,Rural,70-79,1712,1621,12627,229,443
2011,Bhandara,Rural,80+,376,283,3526,50,88
2011,Bhandara,Urban,05-09,44,36,8309,89,8
2011,Bhandara,Urban,10-14,87,67,10175,185,21
2011,Bhandara,Urban,15-19,244,214,10072,1151,117
2011,Bhandara,Urban,20-24,839,674,9985,2359,395
2011,Bhandara,Urban,25-29,1574,897,8132,1821,534
2011,Bhandara,Urban,30-34,2042,1004,6725,1096,552
2011,Bhandara,Urban,35-39,2334,1050,5919,694,567
2011,Bhandara,Urban,40-49,4593,1681,9006,516,837
2011,Bhandara,Urban,50-59,2386,902,6749,213,388
2011,Bhandara,Urban,60-69,822,523,6198,141,204
2011,Bhandara,Urban,70-79,174,115,2923,45,30
2011,Bhandara,Urban,80+,56,33,1059,12,11
2011,Gondia,Total,05-09,669,348,52438,293,50
2011,Gondia,Total,10-14,1115,1115,62247,499,208
2011,Gondia,Total,15-19,4903,7125,53596,5228,3278
2011,Gondia,Total,20-24,14915,17415,29327,6638,8700
2011,Gondia,Total,25-29,17842,16238,18613,3629,7862
2011,Gondia,Total,30-34,19420,15930,14631,2175,7631
2011,Gondia,Total,35-39,20862,15548,12620,1443,7326
2011,Gondia,Total,40-49,37617,27265,21021,1705,11614
2011,Gondia,Total,50-59,22243,17345,19802,920,5646
2011,Gondia,Total,60-69,10136,9228,25993,639,2147
2011,Gondia,Total,70-79,1848,1931,15201,179,332
2011,Gondia,Total,80+,407,332,4504,46,84
2011,Gondia,Rural,05-09,524,306,44093,229,42
2011,Gondia,Rural,10-14,927,1028,52493,409,183
2011,Gondia,Rural,15-19,4432,6827,44054,4455,3139
2011,Gondia,Rural,20-24,13655,16729,20231,4945,8398
2011,Gondia,Rural,25-29,16140,15492,10772,2333,7548
2011,Gondia,Rural,30-34,17438,15111,7946,1431,7305
2011,Gondia,Rural,35-39,18556,14705,6627,976,7032
2011,Gondia,Rural,40-49,33617,25894,11555,1284,11154
2011,Gondia,Rural,50-59,20047,16565,12911,764,5438
2011,Gondia,Rural,60-69,9267,8832,20282,576,2073
2011,Gondia,Rural,70-79,1651,1836,12480,165,319
2011,Gondia,Rural,80+,359,313,3559,33,80
2011,Gondia,Urban,05-09,145,42,8345,64,8
2011,Gondia,Urban,10-14,188,87,9754,90,25
2011,Gondia,Urban,15-19,471,298,9542,773,139
2011,Gondia,Urban,20-24,1260,686,9096,1693,302
2011,Gondia,Urban,25-29,1702,746,7841,1296,314
2011,Gondia,Urban,30-34,1982,819,6685,744,326
2011,Gondia,Urban,35-39,2306,843,5993,467,294
2011,Gondia,Urban,40-49,4000,1371,9466,421,460
2011,Gondia,Urban,50-59,2196,780,6891,156,208
2011,Gondia,Urban,60-69,869,396,5711,63,74
2011,Gondia,Urban,70-79,197,95,2721,14,13
2011,Gondia,Urban,80+,48,19,945,13,4
2011,Gadchiroli,Total,05-09,1725,624,44257,250,114
2011,Gadchiroli,Total,10-14,3299,2105,51804,607,541
2011,Gadchiroli,Total,15-19,10359,9789,37535,6435,5240
2011,Gadchiroli,Total,20-24,17829,15342,17467,4629,8628
2011,Gadchiroli,Total,25-29,18362,13582,11820,2624,7682
2011,Gadchiroli,Total,30-34,17673,11947,9348,1690,6449
2011,Gadchiroli,Total,35-39,19135,12184,8336,1264,6451
2011,Gadchiroli,Total,40-49,32463,20086,12155,1323,9948
2011,Gadchiroli,Total,50-59,18426,11740,9248,778,5074
2011,Gadchiroli,Total,60-69,10427,8117,14564,815,2627
2011,Gadchiroli,Total,70-79,2288,1805,9306,266,535
2011,Gadchiroli,Total,80+,534,353,3267,28,90
2011,Gadchiroli,Rural,05-09,1619,606,39935,200,110
2011,Gadchiroli,Rural,10-14,3105,2074,46154,437,528
2011,Gadchiroli,Rural,15-19,10055,9605,31960,5624,5122
2011,Gadchiroli,Rural,20-24,17182,14942,12691,3411,8425
2011,Gadchiroli,Rural,25-29,17406,13058,7906,1802,7385
2011,Gadchiroli,Rural,30-34,16504,11389,5867,1102,6181
2011,Gadchiroli,Rural,35-39,17855,11546,5185,886,6159
2011,Gadchiroli,Rural,40-49,30312,19192,7715,1002,9537
2011,Gadchiroli,Rural,50-59,17479,11307,6785,685,4925
2011,Gadchiroli,Rural,60-69,10018,7811,12256,739,2515
2011,Gadchiroli,Rural,70-79,2169,1725,8149,253,501
2011,Gadchiroli,Rural,80+,513,341,2831,22,87
2011,Gadchiroli,Urban,05-09,106,18,4322,50,4
2011,Gadchiroli,Urban,10-14,194,31,5650,170,13
2011,Gadchiroli,Urban,15-19,304,184,5575,811,118
2011,Gadchiroli,Urban,20-24,647,400,4776,1218,203
2011,Gadchiroli,Urban,25-29,956,524,3914,822,297
2011,Gadchiroli,Urban,30-34,1169,558,3481,588,268
2011,Gadchiroli,Urban,35-39,1280,638,3151,378,292
2011,Gadchiroli,Urban,40-49,2151,894,4440,321,411
2011,Gadchiroli,Urban,50-59,947,433,2463,93,149
2011,Gadchiroli,Urban,60-69,409,306,2308,76,112
2011,Gadchiroli,Urban,70-79,119,80,1157,13,34
2011,Gadchiroli,Urban,80+,21,12,436,6,3
2011,Chandrapur,Total,05-09,595,536,82087,531,128
2011,Chandrapur,Total,10-14,1327,1380,95756,1050,441
2011,Chandrapur,Total,15-19,9635,8920,85397,9253,5221
2011,Chandrapur,Total,20-24,27173,18440,60913,11577,11087
2011,Chandrapur,Total,25-29,32919,18023,43888,6970,10391
2011,Chandrapur,Total,30-34,34134,16768,33752,3830,9637
2011,Chandrapur,Total,35-39,36450,16764,30802,2493,9315
2011,Chandrapur,Total,40-49,62196,27228,48963,2582,14037
2011,Chandrapur,Total,50-59,36728,17191,34517,1329,7348
2011,Chandrapur,Total,60-69,20265,12536,39065,1279,4320
2011,Chandrapur,Total,70-79,4434,3034,25237,497,841
2011,Chandrapur,Total,80+,885,544,8894,84,178
2011,Chandrapur,Rural,05-09,419,398,54544,357,99
2011,Chandrapur,Rural,10-14,1052,1176,63256,714,397
2011,Chandrapur,Rural,15-19,8736,8226,50642,6607,4859
2011,Chandrapur,Rural,20-24,24355,16905,24253,5956,10251
2011,Chandrapur,Rural,25-29,28382,16165,14043,2941,9484
2011,Chandrapur,Rural,30-34,28400,14767,9537,1525,8722
2011,Chandrapur,Rural,35-39,29806,14545,7820,952,8338
2011,Chandrapur,Rural,40-49,51001,23865,11967,1201,12702
2011,Chandrapur,Rural,50-59,31224,15632,11620,855,6835
2011,Chandrapur,Rural,60-69,18371,11614,22824,981,4019
2011,Chandrapur,Rural,70-79,3989,2780,17178,392,771
2011,Chandrapur,Rural,80+,760,488,5597,54,158
2011,Chandrapur,Urban,05-09,176,138,27543,174,29
2011,Chandrapur,Urban,10-14,275,204,32500,336,44
2011,Chandrapur,Urban,15-19,899,694,34755,2646,362
2011,Chandrapur,Urban,20-24,2818,1535,36660,5621,836
2011,Chandrapur,Urban,25-29,4537,1858,29845,4029,907
2011,Chandrapur,Urban,30-34,5734,2001,24215,2305,915
2011,Chandrapur,Urban,35-39,6644,2219,22982,1541,977
2011,Chandrapur,Urban,40-49,11195,3363,36996,1381,1335
2011,Chandrapur,Urban,50-59,5504,1559,22897,474,513
2011,Chandrapur,Urban,60-69,1894,922,16241,298,301
2011,Chandrapur,Urban,70-79,445,254,8059,105,70
2011,Chandrapur,Urban,80+,125,56,3297,30,20
2011,Yavatmal,Total,05-09,3210,529,112817,531,107
2011,Yavatmal,Total,10-14,6798,1992,130119,1197,501
2011,Yavatmal,Total,15-19,26532,7710,99405,8318,3166
2011,Yavatmal,Total,20-24,49388,11368,65010,9271,4833
2011,Yavatmal,Total,25-29,56246,11492,48224,5529,4810
2011,Yavatmal,Total,30-34,56293,10420,36398,2859,4115
2011,Yavatmal,Total,35-39,58456,9611,31604,2021,3747
2011,Yavatmal,Total,40-49,91762,15119,48473,2005,5294
2011,Yavatmal,Total,50-59,54821,9809,37037,1080,2858
2011,Yavatmal,Total,60-69,36302,8101,47491,993,1944
2011,Yavatmal,Total,70-79,8864,2279,30292,348,441
2011,Yavatmal,Total,80+,1776,441,11387,82,103
2011,Yavatmal,Rural,05-09,2667,449,90104,385,93
2011,Yavatmal,Rural,10-14,6081,1885,103288,946,474
2011,Yavatmal,Rural,15-19,25103,7411,72777,6826,3031
2011,Yavatmal,Rural,20-24,46665,10738,39333,6042,4533
2011,Yavatmal,Rural,25-29,52120,10715,25811,3178,4450
2011,Yavatmal,Rural,30-34,51337,9487,17573,1555,3753
2011,Yavatmal,Rural,35-39,52657,8639,14389,1083,3371
2011,Yavatmal,Rural,40-49,82945,13664,22775,1227,4743
2011,Yavatmal,Rural,50-59,50399,9119,19856,749,2627
2011,Yavatmal,Rural,60-69,34002,7582,32424,803,1777
2011,Yavatmal,Rural,70-79,8208,2131,23009,273,395
2011,Yavatmal,Rural,80+,1637,413,8566,58,96
2011,Yavatmal,Urban,05-09,543,80,22713,146,14
2011,Yavatmal,Urban,10-14,717,107,26831,251,27
2011,Yavatmal,Urban,15-19,1429,299,26628,1492,135
2011,Yavatmal,Urban,20-24,2723,630,25677,3229,300
2011,Yavatmal,Urban,25-29,4126,777,22413,2351,360
2011,Yavatmal,Urban,30-34,4956,933,18825,1304,362
2011,Yavatmal,Urban,35-39,5799,972,17215,938,376
2011,Yavatmal,Urban,40-49,8817,1455,25698,778,551
2011,Yavatmal,Urban,50-59,4422,690,17181,331,231
2011,Yavatmal,Urban,60-69,2300,519,15067,190,167
2011,Yavatmal,Urban,70-79,656,148,7283,75,46
2011,Yavatmal,Urban,80+,139,28,2821,24,7
2011,Nanded,Total,05-09,1799,958,162982,939,176
2011,Nanded,Total,10-14,6153,2911,169625,1924,758
2011,Nanded,Total,15-19,30038,8951,123395,9828,3229
2011,Nanded,Total,20-24,59699,13979,80617,9641,5174
2011,Nanded,Total,25-29,63979,13496,60994,5792,4860
2011,Nanded,Total,30-34,61523,12036,48120,3126,4166
2011,Nanded,Total,35-39,59427,11201,41327,2306,3860
2011,Nanded,Total,40-49,86010,15915,59410,2447,5292
2011,Nanded,Total,50-59,51808,10326,45234,1412,2907
2011,Nanded,Total,60-69,36396,8709,62887,1577,2171
2011,Nanded,Total,70-79,7406,2060,35647,474,403
2011,Nanded,Total,80+,1917,582,17561,91,120
2011,Nanded,Rural,05-09,1414,593,120183,602,80
2011,Nanded,Rural,10-14,5386,2291,123684,1286,562
2011,Nanded,Rural,15-19,27668,7760,79952,6710,2738
2011,Nanded,Rural,20-24,54855,12274,40855,5109,4462
2011,Nanded,Rural,25-29,57317,11707,28791,2778,4125
2011,Nanded,Rural,30-34,54324,10366,22457,1599,3537
2011,Nanded,Rural,35-39,52168,9547,18797,1197,3220
2011,Nanded,Rural,40-49,75547,13684,27521,1366,4510
2011,Nanded,Rural,50-59,46289,9048,24102,894,2484
2011,Nanded,Rural,60-69,33476,7836,42382,1226,1895
2011,Nanded,Rural,70-79,6744,1800,26463,379,329
2011,Nanded,Rural,80+,1719,507,13187,60,95
2011,Nanded,Urban,05-09,385,365,42799,337,96
2011,Nanded,Urban,10-14,767,620,45941,638,196
2011,Nanded,Urban,15-19,2370,1191,43443,3118,491
2011,Nanded,Urban,20-24,4844,1705,39762,4532,712
2011,Nanded,Urban,25-29,6662,1789,32203,3014,735
2011,Nanded,Urban,30-34,7199,1670,25663,1527,629
2011,Nanded,Urban,35-39,7259,1654,22530,1109,640
2011,Nanded,Urban,40-49,10463,2231,31889,1081,782
2011,Nanded,Urban,50-59,5519,1278,21132,518,423
2011,Nanded,Urban,60-69,2920,873,20505,351,276
2011,Nanded,Urban,70-79,662,260,9184,95,74
2011,Nanded,Urban,80+,198,75,4374,31,25
2011,Hingoli,Total,05-09,1732,285,56693,244,41
2011,Hingoli,Total,10-14,3589,961,58035,480,233
2011,Hingoli,Total,15-19,13391,2817,36451,2535,958
2011,Hingoli,Total,20-24,26205,4395,19984,2027,1517
2011,Hingoli,Total,25-29,27307,4112,15206,1101,1399
2011,Hingoli,Total,30-34,26130,3705,12816,609,1250
2011,Hingoli,Total,35-39,25338,3469,10870,451,1142
2011,Hingoli,Total,40-49,36095,4965,15361,522,1332
2011,Hingoli,Total,50-59,23338,3507,12866,315,893
2011,Hingoli,Total,60-69,17830,2960,20670,417,613
2011,Hingoli,Total,70-79,3923,799,13152,125,136
2011,Hingoli,Total,80+,979,203,6345,27,32
2011,Hingoli,Rural,05-09,1463,236,48044,215,35
2011,Hingoli,Rural,10-14,3249,892,48599,413,222
2011,Hingoli,Rural,15-19,12764,2685,27835,2113,903
2011,Hingoli,Rural,20-24,25312,4172,12613,1412,1428
2011,Hingoli,Rural,25-29,26198,3890,9217,692,1313
2011,Hingoli,Rural,30-34,24975,3486,7403,440,1168
2011,Hingoli,Rural,35-39,24080,3228,6257,325,1043
2011,Hingoli,Rural,40-49,34324,4637,9058,378,1225
2011,Hingoli,Rural,50-59,22379,3298,8719,247,822
2011,Hingoli,Rural,60-69,17137,2810,16252,357,557
2011,Hingoli,Rural,70-79,3729,764,11143,110,124
2011,Hingoli,Rural,80+,927,195,5458,24,30
2011,Hingoli,Urban,05-09,269,49,8649,29,6
2011,Hingoli,Urban,10-14,340,69,9436,67,11
2011,Hingoli,Urban,15-19,627,132,8616,422,55
2011,Hingoli,Urban,20-24,893,223,7371,615,89
2011,Hingoli,Urban,25-29,1109,222,5989,409,86
2011,Hingoli,Urban,30-34,1155,219,5413,169,82
2011,Hingoli,Urban,35-39,1258,241,4613,126,99
2011,Hingoli,Urban,40-49,1771,328,6303,144,107
2011,Hingoli,Urban,50-59,959,209,4147,68,71
2011,Hingoli,Urban,60-69,693,150,4418,60,56
2011,Hingoli,Urban,70-79,194,35,2009,15,12
2011,Hingoli,Urban,80+,52,8,887,3,2
2011,Parbhani,Total,05-09,909,502,88824,568,68
2011,Parbhani,Total,10-14,3153,1406,91289,1033,248
2011,Parbhani,Total,15-19,18102,3692,63014,4143,1030
2011,Parbhani,Total,20-24,35649,4851,41501,4256,1423
2011,Parbhani,Total,25-29,36835,4625,30669,2326,1300
2011,Parbhani,Total,30-34,36297,4297,24247,1320,1192
2011,Parbhani,Total,35-39,35558,3947,21367,925,1070
2011,Parbhani,Total,40-49,52057,5906,31980,984,1488
2011,Parbhani,Total,50-59,31197,3888,25156,642,820
2011,Parbhani,Total,60-69,25699,3723,36635,616,750
2011,Parbhani,Total,70-79,5300,930,20872,184,153
2011,Parbhani,Total,80+,1423,266,10039,50,37
2011,Parbhani,Rural,05-09,595,323,61230,333,27
2011,Parbhani,Rural,10-14,2600,1061,62034,616,143
2011,Parbhani,Rural,15-19,16558,3044,36700,2317,748
2011,Parbhani,Rural,20-24,32664,3919,17150,1828,1067
2011,Parbhani,Rural,25-29,32960,3644,11435,809,937
2011,Parbhani,Rural,30-34,32138,3324,8957,502,828
2011,Parbhani,Rural,35-39,31329,2981,7703,364,710
2011,Parbhani,Rural,40-49,45606,4538,11689,464,1026
2011,Parbhani,Rural,50-59,27668,3095,11148,319,593
2011,Parbhani,Rural,60-69,23385,3083,22677,400,569
2011,Parbhani,Rural,70-79,4841,790,14655,126,125
2011,Parbhani,Rural,80+,1260,223,7246,27,28
2011,Parbhani,Urban,05-09,314,179,27594,235,41
2011,Parbhani,Urban,10-14,553,345,29255,417,105
2011,Parbhani,Urban,15-19,1544,648,26314,1826,282
2011,Parbhani,Urban,20-24,2985,932,24351,2428,356
2011,Parbhani,Urban,25-29,3875,981,19234,1517,363
2011,Parbhani,Urban,30-34,4159,973,15290,818,364
2011,Parbhani,Urban,35-39,4229,966,13664,561,360
2011,Parbhani,Urban,40-49,6451,1368,20291,520,462
2011,Parbhani,Urban,50-59,3529,793,14008,323,227
2011,Parbhani,Urban,60-69,2314,640,13958,216,181
2011,Parbhani,Urban,70-79,459,140,6217,58,28
2011,Parbhani,Urban,80+,163,43,2793,23,9
2011,Jalna,Total,05-09,1215,760,94511,479,126
2011,Jalna,Total,10-14,3619,2161,91949,834,377
2011,Jalna,Total,15-19,21100,5152,58524,3479,1406
2011,Jalna,Total,20-24,45182,6538,35906,3142,1877
2011,Jalna,Total,25-29,45532,5951,26456,1855,1581
2011,Jalna,Total,30-34,41805,5121,20536,1024,1419
2011,Jalna,Total,35-39,39959,4742,17643,688,1245
2011,Jalna,Total,40-49,58987,7018,27255,787,1695
2011,Jalna,Total,50-59,36189,4942,22043,427,993
2011,Jalna,Total,60-69,31180,5000,35263,529,886
2011,Jalna,Total,70-79,7130,1508,22982,217,228
2011,Jalna,Total,80+,2319,448,11378,73,73
2011,Jalna,Rural,05-09,1052,529,76690,376,49
2011,Jalna,Rural,10-14,3312,1797,73817,608,276
2011,Jalna,Rural,15-19,20066,4595,41695,2353,1206
2011,Jalna,Rural,20-24,42966,5738,19776,1692,1570
2011,Jalna,Rural,25-29,42528,5128,13692,879,1315
2011,Jalna,Rural,30-34,38660,4376,10214,502,1183
2011,Jalna,Rural,35-39,36890,4022,8599,333,1031
2011,Jalna,Rural,40-49,54577,5994,13966,456,1403
2011,Jalna,Rural,50-59,33857,4356,13685,271,844
2011,Jalna,Rural,60-69,29917,4563,27082,373,768
2011,Jalna,Rural,70-79,6779,1387,19193,173,199
2011,Jalna,Rural,80+,2209,398,9573,57,65
2011,Jalna,Urban,05-09,163,231,17821,103,77
2011,Jalna,Urban,10-14,307,364,18132,226,101
2011,Jalna,Urban,15-19,1034,557,16829,1126,200
2011,Jalna,Urban,20-24,2216,800,16130,1450,307
2011,Jalna,Urban,25-29,3004,823,12764,976,266
2011,Jalna,Urban,30-34,3145,745,10322,522,236
2011,Jalna,Urban,35-39,3069,720,9044,355,214
2011,Jalna,Urban,40-49,4410,1024,13289,331,292
2011,Jalna,Urban,50-59,2332,586,8358,156,149
2011,Jalna,Urban,60-69,1263,437,8181,156,118
2011,Jalna,Urban,70-79,351,121,3789,44,29
2011,Jalna,Urban,80+,110,50,1805,16,8
2011,Chhatrapati Sambhaji Nagar,Total,05-09,1187,1341,173880,763,209
2011,Chhatrapati Sambhaji Nagar,Total,10-14,4688,3573,171957,1443,534
2011,Chhatrapati Sambhaji Nagar,Total,15-19,29399,7363,131469,7177,2017
2011,Chhatrapati Sambhaji Nagar,Total,20-24,64219,9730,106998,9598,2952
2011,Chhatrapati Sambhaji Nagar,Total,25-29,66907,8921,83463,6204,2549
2011,Chhatrapati Sambhaji Nagar,Total,30-34,64283,7709,63418,3336,2135
2011,Chhatrapati Sambhaji Nagar,Total,35-39,62797,7130,54655,2154,1816
2011,Chhatrapati Sambhaji Nagar,Total,40-49,89897,10281,77800,2025,2392
2011,Chhatrapati Sambhaji Nagar,Total,50-59,51803,6453,54686,873,1199
2011,Chhatrapati Sambhaji Nagar,Total,60-69,40103,5948,65987,716,864
2011,Chhatrapati Sambhaji Nagar,Total,70-79,9511,1934,38820,256,264
2011,Chhatrapati Sambhaji Nagar,Total,80+,2377,525,18646,103,62
2011,Chhatrapati Sambhaji Nagar,Rural,05-09,688,734,99745,332,74
2011,Chhatrapati Sambhaji Nagar,Rural,10-14,3807,2727,98010,675,321
2011,Chhatrapati Sambhaji Nagar,Rural,15-19,26118,5882,61417,3170,1443
2011,Chhatrapati Sambhaji Nagar,Rural,20-24,54981,6965,30807,2625,1808
2011,Chhatrapati Sambhaji Nagar,Rural,25-29,53560,6054,20551,1321,1506
2011,Chhatrapati Sambhaji Nagar,Rural,30-34,50171,5155,15489,771,1281
2011,Chhatrapati Sambhaji Nagar,Rural,35-39,48489,4753,12773,483,1099
2011,Chhatrapati Sambhaji Nagar,Rural,40-49,71124,7207,20009,531,1525
2011,Chhatrapati Sambhaji Nagar,Rural,50-59,42916,4939,18421,331,823
2011,Chhatrapati Sambhaji Nagar,Rural,60-69,36265,4921,34216,329,635
2011,Chhatrapati Sambhaji Nagar,Rural,70-79,8657,1636,24169,128,205
2011,Chhatrapati Sambhaji Nagar,Rural,80+,2002,394,11850,51,36
2011,Chhatrapati Sambhaji Nagar,Urban,05-09,499,607,74135,431,135
2011,Chhatrapati Sambhaji Nagar,Urban,10-14,881,846,73947,768,213
2011,Chhatrapati Sambhaji Nagar,Urban,15-19,3281,1481,70052,4007,574
2011,Chhatrapati Sambhaji Nagar,Urban,20-24,9238,2765,76191,6973,1144
2011,Chhatrapati Sambhaji Nagar,Urban,25-29,13347,2867,62912,4883,1043
2011,Chhatrapati Sambhaji Nagar,Urban,30-34,14112,2554,47929,2565,854
2011,Chhatrapati Sambhaji Nagar,Urban,35-39,14308,2377,41882,1671,717
2011,Chhatrapati Sambhaji Nagar,Urban,40-49,18773,3074,57791,1494,867
2011,Chhatrapati Sambhaji Nagar,Urban,50-59,8887,1514,36265,542,376
2011,Chhatrapati Sambhaji Nagar,Urban,60-69,3838,1027,31771,387,229
2011,Chhatrapati Sambhaji Nagar,Urban,70-79,854,298,14651,128,59
2011,Chhatrapati Sambhaji Nagar,Urban,80+,375,131,6796,52,26
2011,Nashik,Total,05-09,7138,1613,273050,993,169
2011,Nashik,Total,10-14,15501,5561,277984,2212,913
2011,Nashik,Total,15-19,58294,14578,207243,11584,4549
2011,Nashik,Total,20-24,117729,19166,160563,16275,5986
2011,Nashik,Total,25-29,124422,17410,128151,10492,4889
2011,Nashik,Total,30-34,114781,14763,99363,5899,3829
2011,Nashik,Total,35-39,108737,13429,84678,3707,3336
2011,Nashik,Total,40-49,165845,20202,134555,3326,4050
2011,Nashik,Total,50-59,96758,13646,99348,1163,2151
2011,Nashik,Total,60-69,56549,9956,105401,875,1113
2011,Nashik,Total,70-79,12832,2689,60888,296,205
2011,Nashik,Total,80+,2979,549,22664,92,76
2011,Nashik,Rural,05-09,5317,1140,163323,631,143
2011,Nashik,Rural,10-14,12859,4810,164009,1396,798
2011,Nashik,Rural,15-19,51454,12587,98353,6075,3901
2011,Nashik,Rural,20-24,102144,15842,45188,5463,4842
2011,Nashik,Rural,25-29,102026,13705,28784,2387,3749
2011,Nashik,Rural,30-34,91349,11243,20921,1308,2849
2011,Nashik,Rural,35-39,85041,10088,17812,835,2423
2011,Nashik,Rural,40-49,132263,15808,30651,967,3118
2011,Nashik,Rural,50-59,80352,11442,30761,451,1772
2011,Nashik,Rural,60-69,50078,8717,52678,525,915
2011,Nashik,Rural,70-79,11212,2353,36215,184,166
2011,Nashik,Rural,80+,2458,464,12989,45,64
2011,Nashik,Urban,05-09,1821,473,109727,362,26
2011,Nashik,Urban,10-14,2642,751,113975,816,115
2011,Nashik,Urban,15-19,6840,1991,108890,5509,648
2011,Nashik,Urban,20-24,15585,3324,115375,10812,1144
2011,Nashik,Urban,25-29,22396,3705,99367,8105,1140
