Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non-Workers,Non-Workers Seeking Work,People Seeking Work
2001,Amravati,Total,25-29,84006,9806,12593,6289,6042
2001,Amravati,Total,30-34,87347,6509,3338,1621,3956
2001,Amravati,Total,35-39,85286,5003,1708,581,2836
2001,Amravati,Total,40-49,134321,6776,2827,482,3189
2001,Amravati,Total,50-59,75030,4177,6405,309,1304
2001,Amravati,Total,60-69,49173,5501,21135,442,976
2001,Amravati,Total,70-79,17149,2894,20020,229,290
2001,Amravati,Total,80+,2788,491,7870,56,60
2001,Amravati,Rural,05-09,652,641,89737,507,43
2001,Amravati,Rural,10-14,3495,5111,97703,1235,693
2001,Amravati,Rural,15-19,25002,11524,51088,7962,4860
2001,Amravati,Rural,20-24,50123,11438,17932,7059,6990
2001,Amravati,Rural,25-29,55452,7229,5148,2699,4528
2001,Amravati,Rural,30-34,55739,4614,1466,647,2842
2001,Amravati,Rural,35-39,54575,3657,857,263,2090
2001,Amravati,Rural,40-49,85399,5008,1467,244,2407
2001,Amravati,Rural,50-59,48281,3185,2618,148,978
2001,Amravati,Rural,60-69,38606,4575,10265,303,794
2001,Amravati,Rural,70-79,13632,2501,12732,167,236
2001,Amravati,Rural,80+,2123,422,5239,40,47
2001,Amravati,Urban,05-09,173,53,44125,169,8
2001,Amravati,Urban,10-14,1080,425,53437,748,105
2001,Amravati,Urban,15-19,9551,2293,38309,4673,1023
2001,Amravati,Urban,20-24,21370,3106,22515,7238,1766
2001,Amravati,Urban,25-29,28554,2577,7445,3590,1514
2001,Amravati,Urban,30-34,31608,1895,1872,974,1114
2001,Amravati,Urban,35-39,30711,1346,851,318,746
2001,Amravati,Urban,40-49,48922,1768,1360,238,782
2001,Amravati,Urban,50-59,26749,992,3787,161,326
2001,Amravati,Urban,60-69,10567,926,10870,139,182
2001,Amravati,Urban,70-79,3517,393,7288,62,54
2001,Amravati,Urban,80+,665,69,2631,16,13
2001,Wardha,Total,05-09,185,110,58752,214,10
2001,Wardha,Total,10-14,1249,1312,66696,710,228
2001,Wardha,Total,15-19,12745,7536,45500,7790,3580
2001,Wardha,Total,20-24,29631,9488,21958,9212,6244
2001,Wardha,Total,25-29,39079,6780,7117,4095,4358
2001,Wardha,Total,30-34,42347,4537,1868,1048,2820
2001,Wardha,Total,35-39,40058,3600,835,350,2083
2001,Wardha,Total,40-49,65460,4741,1389,302,2292
2001,Wardha,Total,50-59,37502,2812,2920,190,929
2001,Wardha,Total,60-69,23697,3678,10897,191,596
2001,Wardha,Total,70-79,8445,2088,11013,117,223
2001,Wardha,Total,80+,1078,276,4283,21,30
2001,Wardha,Rural,05-09,160,96,44310,170,9
2001,Wardha,Rural,10-14,1089,1198,49107,500,191
2001,Wardha,Rural,15-19,10728,6573,30528,5595,3115
2001,Wardha,Rural,20-24,23837,7782,12445,5511,5115
2001,Wardha,Rural,25-29,29415,5129,3531,2104,3343
2001,Wardha,Rural,30-34,30934,3304,930,464,2018
2001,Wardha,Rural,35-39,29213,2662,467,170,1523
2001,Wardha,Rural,40-49,47312,3590,828,158,1663
2001,Wardha,Rural,50-59,27132,2167,1427,115,711
2001,Wardha,Rural,60-69,20537,3129,6246,138,487
2001,Wardha,Rural,70-79,7357,1856,7844,99,183
2001,Wardha,Rural,80+,915,245,3173,17,23
2001,Wardha,Urban,05-09,25,14,14442,44,1
2001,Wardha,Urban,10-14,160,114,17589,210,37
2001,Wardha,Urban,15-19,2017,963,14972,2195,465
2001,Wardha,Urban,20-24,5794,1706,9513,3701,1129
2001,Wardha,Urban,25-29,9664,1651,3586,1991,1015
2001,Wardha,Urban,30-34,11413,1233,938,584,802
2001,Wardha,Urban,35-39,10845,938,368,180,560
2001,Wardha,Urban,40-49,18148,1151,561,144,629
2001,Wardha,Urban,50-59,10370,645,1493,75,218
2001,Wardha,Urban,60-69,3160,549,4651,53,109
2001,Wardha,Urban,70-79,1088,232,3169,18,40
2001,Wardha,Urban,80+,163,31,1110,4,7
2001,Nagpur,Total,05-09,761,588,199520,1032,51
2001,Nagpur,Total,10-14,4327,4641,227633,3137,757
2001,Nagpur,Total,15-19,39477,17926,159614,25222,8963
2001,Nagpur,Total,20-24,98868,24339,88476,36290,16165
2001,Nagpur,Total,25-29,140474,19168,29833,16746,12515
2001,Nagpur,Total,30-34,149338,13784,7921,4524,8717
2001,Nagpur,Total,35-39,138666,10866,3513,1536,6649
2001,Nagpur,Total,40-49,213209,13427,6018,1436,6782
2001,Nagpur,Total,50-59,117871,6982,14631,884,2372
2001,Nagpur,Total,60-69,47272,6710,42663,702,1149
2001,Nagpur,Total,70-79,15165,3334,30959,322,403
2001,Nagpur,Total,80+,2640,540,11174,61,63
2001,Nagpur,Rural,05-09,316,474,74392,359,30
2001,Nagpur,Rural,10-14,2172,3914,80144,1018,548
2001,Nagpur,Rural,15-19,18559,11669,45827,8026,5774
2001,Nagpur,Rural,20-24,40824,13366,17392,8557,9415
2001,Nagpur,Rural,25-29,50250,9283,5061,3175,6460
2001,Nagpur,Rural,30-34,49692,6061,1292,696,3987
2001,Nagpur,Rural,35-39,46953,4890,615,235,3102
2001,Nagpur,Rural,40-49,71053,6304,1233,238,3287
2001,Nagpur,Rural,50-59,41022,3535,2306,192,1210
2001,Nagpur,Rural,60-69,27529,4493,8941,184,703
2001,Nagpur,Rural,70-79,9418,2530,10080,119,286
2001,Nagpur,Rural,80+,1277,394,4130,23,43
2001,Nagpur,Urban,05-09,445,114,125128,673,21
2001,Nagpur,Urban,10-14,2155,727,147489,2119,209
2001,Nagpur,Urban,15-19,20918,6257,113787,17196,3189
2001,Nagpur,Urban,20-24,58044,10973,71084,27733,6750
2001,Nagpur,Urban,25-29,90224,9885,24772,13571,6055
2001,Nagpur,Urban,30-34,99646,7723,6629,3828,4730
2001,Nagpur,Urban,35-39,91713,5976,2898,1301,3547
2001,Nagpur,Urban,40-49,142156,7123,4785,1198,3495
2001,Nagpur,Urban,50-59,76849,3447,12325,692,1162
2001,Nagpur,Urban,60-69,19743,2217,33722,518,446
2001,Nagpur,Urban,70-79,5747,804,20879,203,117
2001,Nagpur,Urban,80+,1363,146,7044,38,20
2001,Bhandara,Total,05-09,131,82,56186,164,12
2001,Bhandara,Total,10-14,643,907,64162,524,181
2001,Bhandara,Total,15-19,9157,8334,42592,5371,4094
2001,Bhandara,Total,20-24,22323,11781,19227,8245,7795
2001,Bhandara,Total,25-29,30525,9520,6807,4049,6484
2001,Bhandara,Total,30-34,33526,7339,1743,1038,4986
2001,Bhandara,Total,35-39,33283,6012,737,315,4005
2001,Bhandara,Total,40-49,55406,9326,1286,267,5045
2001,Bhandara,Total,50-59,33508,5855,3046,160,2111
2001,Bhandara,Total,60-69,14766,5060,10081,105,888
2001,Bhandara,Total,70-79,3421,1473,6949,48,174
2001,Bhandara,Total,80+,433,165,2134,9,27
2001,Bhandara,Rural,05-09,112,78,48029,133,12
2001,Bhandara,Rural,10-14,583,872,53666,392,173
2001,Bhandara,Rural,15-19,8345,7943,34053,4248,3922
2001,Bhandara,Rural,20-24,19767,10977,13443,5744,7351
2001,Bhandara,Rural,25-29,26086,8690,4285,2532,5971
2001,Bhandara,Rural,30-34,27772,6706,1087,605,4606
2001,Bhandara,Rural,35-39,27715,5552,503,209,3745
2001,Bhandara,Rural,40-49,45812,8693,952,172,4727
2001,Bhandara,Rural,50-59,27563,5532,2184,119,2020
2001,Bhandara,Rural,60-69,13379,4829,7822,87,852
2001,Bhandara,Rural,70-79,3045,1407,5805,42,167
2001,Bhandara,Rural,80+,381,155,1788,7,25
2001,Bhandara,Urban,05-09,19,4,8157,31,0
2001,Bhandara,Urban,10-14,60,35,10496,132,8
2001,Bhandara,Urban,15-19,812,391,8539,1123,172
2001,Bhandara,Urban,20-24,2556,804,5784,2501,444
2001,Bhandara,Urban,25-29,4439,830,2522,1517,513
2001,Bhandara,Urban,30-34,5754,633,656,433,380
2001,Bhandara,Urban,35-39,5568,460,234,106,260
2001,Bhandara,Urban,40-49,9594,633,334,95,318
2001,Bhandara,Urban,50-59,5945,323,862,41,91
2001,Bhandara,Urban,60-69,1387,231,2259,18,36
2001,Bhandara,Urban,70-79,376,66,1144,6,7
2001,Bhandara,Urban,80+,52,10,346,2,2
2001,Gondia,Total,05-09,100,104,62807,131,17
2001,Gondia,Total,10-14,601,1132,69225,558,185
2001,Gondia,Total,15-19,9322,9177,42092,5505,4276
2001,Gondia,Total,20-24,24082,11808,16490,6739,7765
2001,Gondia,Total,25-29,32741,9217,5050,2954,6097
2001,Gondia,Total,30-34,35928,7389,1361,794,4833
2001,Gondia,Total,35-39,36309,6452,706,298,4209
2001,Gondia,Total,40-49,57912,8991,1207,240,4871
2001,Gondia,Total,50-59,34754,6019,2710,150,2130
2001,Gondia,Total,60-69,16314,5181,9087,171,900
2001,Gondia,Total,70-79,3328,1419,6178,51,190
2001,Gondia,Total,80+,473,173,1987,12,18
2001,Gondia,Rural,05-09,89,102,56097,98,16
2001,Gondia,Rural,10-14,537,1105,61273,418,182
2001,Gondia,Rural,15-19,8475,8889,35431,4669,4164
2001,Gondia,Rural,20-24,21339,11322,12135,5076,7493
2001,Gondia,Rural,25-29,28505,8813,3252,1929,5864
2001,Gondia,Rural,30-34,30923,7030,848,460,4660
2001,Gondia,Rural,35-39,31577,6194,478,163,4083
2001,Gondia,Rural,40-49,50192,8614,910,165,4757
2001,Gondia,Rural,50-59,30056,5806,2091,108,2084
2001,Gondia,Rural,60-69,14841,5032,7355,147,880
2001,Gondia,Rural,70-79,2981,1381,5259,43,184
2001,Gondia,Rural,80+,398,168,1701,10,18
2001,Gondia,Urban,05-09,11,2,6710,33,1
2001,Gondia,Urban,10-14,64,27,7952,140,3
2001,Gondia,Urban,15-19,847,288,6661,836,112
2001,Gondia,Urban,20-24,2743,486,4355,1663,272
2001,Gondia,Urban,25-29,4236,404,1798,1025,233
2001,Gondia,Urban,30-34,5005,359,513,334,173
2001,Gondia,Urban,35-39,4732,258,228,135,126
2001,Gondia,Urban,40-49,7720,377,297,75,114
2001,Gondia,Urban,50-59,4698,213,619,42,46
2001,Gondia,Urban,60-69,1473,149,1732,24,20
2001,Gondia,Urban,70-79,347,38,919,8,6
2001,Gondia,Urban,80+,75,5,286,2,0
2001,Gadchiroli,Total,05-09,237,838,57247,201,75
2001,Gadchiroli,Total,10-14,2047,4374,53755,587,662
2001,Gadchiroli,Total,15-19,10736,9963,28205,5076,4789
2001,Gadchiroli,Total,20-24,21013,9145,9030,4101,6615
2001,Gadchiroli,Total,25-29,30540,7146,2278,1317,5175
2001,Gadchiroli,Total,30-34,31643,5408,533,290,3980
2001,Gadchiroli,Total,35-39,31182,4925,273,100,3584
2001,Gadchiroli,Total,40-49,45353,6652,589,125,4017
2001,Gadchiroli,Total,50-59,24500,3985,1453,107,1699
2001,Gadchiroli,Total,60-69,12236,3632,4839,106,787
2001,Gadchiroli,Total,70-79,2912,1302,3915,61,187
2001,Gadchiroli,Total,80+,496,188,1416,6,17
2001,Gadchiroli,Rural,05-09,224,830,53713,189,75
2001,Gadchiroli,Rural,10-14,2016,4316,49928,550,657
2001,Gadchiroli,Rural,15-19,10310,9575,25223,4627,4583
2001,Gadchiroli,Rural,20-24,19795,8633,7384,3382,6244
2001,Gadchiroli,Rural,25-29,28486,6726,1770,1011,4866
2001,Gadchiroli,Rural,30-34,29089,5086,426,228,3721
2001,Gadchiroli,Rural,35-39,28795,4657,242,89,3364
2001,Gadchiroli,Rural,40-49,41805,6239,530,107,3714
2001,Gadchiroli,Rural,50-59,22853,3764,1251,98,1575
2001,Gadchiroli,Rural,60-69,11768,3480,4323,92,735
2001,Gadchiroli,Rural,70-79,2766,1252,3615,53,175
2001,Gadchiroli,Rural,80+,474,182,1313,5,16
2001,Gadchiroli,Urban,05-09,13,8,3534,12,0
2001,Gadchiroli,Urban,10-14,31,58,3827,37,5
2001,Gadchiroli,Urban,15-19,426,388,2982,449,206
2001,Gadchiroli,Urban,20-24,1218,512,1646,719,371
2001,Gadchiroli,Urban,25-29,2054,420,508,306,309
2001,Gadchiroli,Urban,30-34,2554,322,107,62,259
2001,Gadchiroli,Urban,35-39,2387,268,31,11,220
2001,Gadchiroli,Urban,40-49,3548,413,59,18,303
2001,Gadchiroli,Urban,50-59,1647,221,202,9,124
2001,Gadchiroli,Urban,60-69,468,152,516,14,52
2001,Gadchiroli,Urban,70-79,146,50,300,8,12
2001,Gadchiroli,Urban,80+,22,6,103,1,1
2001,Chandrapur,Total,05-09,297,256,106668,434,12
2001,Chandrapur,Total,10-14,2130,2267,119446,1331,485
2001,Chandrapur,Total,15-19,18432,12798,77694,12357,6303
2001,Chandrapur,Total,20-24,45166,18152,36508,14978,12260
2001,Chandrapur,Total,25-29,65564,14742,11257,6237,10088
2001,Chandrapur,Total,30-34,69611,10547,2606,1438,7148
2001,Chandrapur,Total,35-39,67968,8712,1119,447,5733
2001,Chandrapur,Total,40-49,104861,11759,2013,378,6815
2001,Chandrapur,Total,50-59,59057,7134,4907,374,2900
2001,Chandrapur,Total,60-69,28688,6717,15699,363,1450
2001,Chandrapur,Total,70-79,8205,2543,12283,151,358
2001,Chandrapur,Total,80+,1234,409,4517,16,50
2001,Chandrapur,Rural,05-09,224,235,72810,307,9
2001,Chandrapur,Rural,10-14,1781,2090,79879,860,425
2001,Chandrapur,Rural,15-19,14603,11246,45513,7705,5564
2001,Chandrapur,Rural,20-24,32980,14761,16418,7287,10095
2001,Chandrapur,Rural,25-29,44516,11374,4620,2593,7882
2001,Chandrapur,Rural,30-34,45471,8144,1175,593,5576
2001,Chandrapur,Rural,35-39,43885,6934,552,185,4641
2001,Chandrapur,Rural,40-49,66885,9750,1102,194,5800
2001,Chandrapur,Rural,50-59,38846,6113,2370,212,2540
2001,Chandrapur,Rural,60-69,24593,6026,9009,217,1314
2001,Chandrapur,Rural,70-79,7114,2327,8599,114,328
2001,Chandrapur,Rural,80+,988,365,3296,10,46
2001,Chandrapur,Urban,05-09,73,21,33858,127,3
2001,Chandrapur,Urban,10-14,349,177,39567,471,60
2001,Chandrapur,Urban,15-19,3829,1552,32181,4652,739
2001,Chandrapur,Urban,20-24,12186,3391,20090,7691,2165
2001,Chandrapur,Urban,25-29,21048,3368,6637,3644,2206
2001,Chandrapur,Urban,30-34,24140,2403,1431,845,1572
2001,Chandrapur,Urban,35-39,24083,1778,567,262,1092
2001,Chandrapur,Urban,40-49,37976,2009,911,184,1015
2001,Chandrapur,Urban,50-59,20211,1021,2537,162,360
2001,Chandrapur,Urban,60-69,4095,691,6690,146,136
2001,Chandrapur,Urban,70-79,1091,216,3684,37,30
2001,Chandrapur,Urban,80+,246,44,1221,6,4
2001,Yavatmal,Total,05-09,484,272,140060,441,24
2001,Yavatmal,Total,10-14,6132,3335,148433,1608,779
2001,Yavatmal,Total,15-19,41325,12105,81598,10838,5834
2001,Yavatmal,Total,20-24,70969,12385,31415,11857,8004
2001,Yavatmal,Total,25-29,81840,7956,9078,4641,5181
2001,Yavatmal,Total,30-34,83119,5300,2238,1044,3323
2001,Yavatmal,Total,35-39,80244,4317,1175,345,2601
2001,Yavatmal,Total,40-49,120328,5579,2137,305,2789
2001,Yavatmal,Total,50-59,66705,3372,4507,229,1160
2001,Yavatmal,Total,60-69,45309,4752,16097,233,847
2001,Yavatmal,Total,70-79,13493,2199,14510,131,265
2001,Yavatmal,Total,80+,2288,339,5815,36,32
2001,Yavatmal,Rural,05-09,434,255,116699,364,23
2001,Yavatmal,Rural,10-14,5598,3204,120667,1288,735
2001,Yavatmal,Rural,15-19,36714,11320,61320,8552,5465
2001,Yavatmal,Rural,20-24,60122,11264,20268,8114,7375
2001,Yavatmal,Rural,25-29,66371,6949,5429,2767,4593
2001,Yavatmal,Rural,30-34,66160,4684,1355,560,2957
2001,Yavatmal,Rural,35-39,64153,3850,785,194,2320
2001,Yavatmal,Rural,40-49,95566,4947,1533,220,2467
2001,Yavatmal,Rural,50-59,53227,3014,2742,160,1021
2001,Yavatmal,Rural,60-69,40426,4479,11322,192,783
2001,Yavatmal,Rural,70-79,11923,2094,11585,109,252
2001,Yavatmal,Rural,80+,1953,317,4757,26,28
2001,Yavatmal,Urban,05-09,50,17,23361,77,1
2001,Yavatmal,Urban,10-14,534,131,27766,320,44
2001,Yavatmal,Urban,15-19,4611,785,20278,2286,369
2001,Yavatmal,Urban,20-24,10847,1121,11147,3743,629
2001,Yavatmal,Urban,25-29,15469,1007,3649,1874,588
2001,Yavatmal,Urban,30-34,16959,616,883,484,366
2001,Yavatmal,Urban,35-39,16091,467,390,151,281
2001,Yavatmal,Urban,40-49,24762,632,604,85,322
2001,Yavatmal,Urban,50-59,13478,358,1765,69,139
2001,Yavatmal,Urban,60-69,4883,273,4775,41,64
2001,Yavatmal,Urban,70-79,1570,105,2925,22,13
2001,Yavatmal,Urban,80+,335,22,1058,10,4
2001,Nanded,Total,05-09,1695,916,194196,1379,107
2001,Nanded,Total,10-14,11907,6049,188266,3246,1277
2001,Nanded,Total,15-19,43530,12917,102324,17917,5700
2001,Nanded,Total,20-24,69116,12179,39737,15429,7222
2001,Nanded,Total,25-29,83924,9473,11185,5652,5529
2001,Nanded,Total,30-34,89387,7812,3126,1525,4490
2001,Nanded,Total,35-39,85282,6372,1574,590,3473
2001,Nanded,Total,40-49,124027,8305,2401,468,3926
2001,Nanded,Total,50-59,65047,4580,4275,362,1683
2001,Nanded,Total,60-69,48906,6918,17982,618,1612
2001,Nanded,Total,70-79,14818,2838,17189,373,451
2001,Nanded,Total,80+,3224,636,8104,64,83
2001,Nanded,Rural,05-09,1468,830,149000,915,99
2001,Nanded,Rural,10-14,10319,5564,141566,1982,1148
2001,Nanded,Rural,15-19,36088,11346,69760,11861,4982
2001,Nanded,Rural,20-24,54718,10264,22922,8823,6162
2001,Nanded,Rural,25-29,63523,7777,5748,2826,4640
2001,Nanded,Rural,30-34,66721,6426,1659,770,3751
2001,Nanded,Rural,35-39,63938,5180,882,298,2881
2001,Nanded,Rural,40-49,92556,6809,1376,244,3320
2001,Nanded,Rural,50-59,49373,3866,2212,221,1497
2001,Nanded,Rural,60-69,42412,6185,11853,457,1461
2001,Nanded,Rural,70-79,12852,2605,13140,307,413
2001,Nanded,Rural,80+,2744,583,6403,48,76
2001,Nanded,Urban,05-09,227,86,45196,464,8
2001,Nanded,Urban,10-14,1588,485,46700,1264,129
2001,Nanded,Urban,15-19,7442,1571,32564,6056,718
2001,Nanded,Urban,20-24,14398,1915,16815,6606,1060
2001,Nanded,Urban,25-29,20401,1696,5437,2826,889
2001,Nanded,Urban,30-34,22666,1386,1467,755,739
2001,Nanded,Urban,35-39,21344,1192,692,292,592
2001,Nanded,Urban,40-49,31471,1496,1025,224,606
2001,Nanded,Urban,50-59,15674,714,2063,141,186
2001,Nanded,Urban,60-69,6494,733,6129,161,151
2001,Nanded,Urban,70-79,1966,233,4049,66,38
2001,Nanded,Urban,80+,480,53,1701,16,7
2001,Hingoli,Total,05-09,329,312,64355,278,23
2001,Hingoli,Total,10-14,4799,2217,64290,848,375
2001,Hingoli,Total,15-19,18966,3283,28934,3329,1324
2001,Hingoli,Total,20-24,27911,2450,8543,2666,1478
2001,Hingoli,Total,25-29,31005,1591,2326,1056,981
2001,Hingoli,Total,30-34,32643,1213,692,317,729
2001,Hingoli,Total,35-39,30675,970,419,122,541
2001,Hingoli,Total,40-49,44196,1357,639,119,669
2001,Hingoli,Total,50-59,23322,765,1101,78,295
2001,Hingoli,Total,60-69,20421,1364,5220,113,281
2001,Hingoli,Total,70-79,7281,799,6338,70,91
2001,Hingoli,Total,80+,1291,203,3324,7,23
2001,Hingoli,Rural,05-09,296,306,54099,210,23
2001,Hingoli,Rural,10-14,4375,2103,53402,616,334
2001,Hingoli,Rural,15-19,17113,2899,22170,2434,1144
2001,Hingoli,Rural,20-24,24559,2061,5723,1758,1259
2001,Hingoli,Rural,25-29,26595,1276,1382,625,814
2001,Hingoli,Rural,30-34,27533,944,447,191,578
2001,Hingoli,Rural,35-39,25842,731,292,73,404
2001,Hingoli,Rural,40-49,36974,1049,455,72,529
2001,Hingoli,Rural,50-59,19947,630,770,44,244
2001,Hingoli,Rural,60-69,18580,1213,4082,95,235
2001,Hingoli,Rural,70-79,6644,740,5373,56,79
2001,Hingoli,Rural,80+,1186,193,2925,5,22
2001,Hingoli,Urban,05-09,33,6,10256,68,0
2001,Hingoli,Urban,10-14,424,114,10888,232,41
2001,Hingoli,Urban,15-19,1853,384,6764,895,180
2001,Hingoli,Urban,20-24,3352,389,2820,908,219
2001,Hingoli,Urban,25-29,4410,315,944,431,167
2001,Hingoli,Urban,30-34,5110,269,245,126,151
2001,Hingoli,Urban,35-39,4833,239,127,49,137
2001,Hingoli,Urban,40-49,7222,308,184,47,140
2001,Hingoli,Urban,50-59,3375,135,331,34,51
2001,Hingoli,Urban,60-69,1841,151,1138,18,46
2001,Hingoli,Urban,70-79,637,59,965,14,12
2001,Hingoli,Urban,80+,105,10,399,2,1
2001,Parbhani,Total,05-09,483,202,102370,577,24
2001,Parbhani,Total,10-14,6769,2234,102019,1723,510
2001,Parbhani,Total,15-19,27373,4282,47604,5685,1817
2001,Parbhani,Total,20-24,38030,3398,17411,5412,1921
2001,Parbhani,Total,25-29,43616,2275,4864,2196,1315
2001,Parbhani,Total,30-34,47925,1842,1505,611,1037
2001,Parbhani,Total,35-39,48069,1566,771,228,846
2001,Parbhani,Total,40-49,70899,2029,1391,239,1027
2001,Parbhani,Total,50-59,36805,1219,2538,136,406
2001,Parbhani,Total,60-69,30631,2345,10911,162,440
2001,Parbhani,Total,70-79,9515,1180,10537,100,169
2001,Parbhani,Total,80+,1379,203,4431,32,22
2001,Parbhani,Rural,05-09,360,165,69730,311,17
2001,Parbhani,Rural,10-14,5671,1919,67550,861,407
2001,Parbhani,Rural,15-19,21797,3364,26130,2535,1388
2001,Parbhani,Rural,20-24,28340,2373,7081,1911,1335
2001,Parbhani,Rural,25-29,30338,1388,1553,596,807
2001,Parbhani,Rural,30-34,32796,1094,556,157,624
2001,Parbhani,Rural,35-39,32757,922,333,70,501
2001,Parbhani,Rural,40-49,47198,1286,719,80,653
2001,Parbhani,Rural,50-59,25324,857,1144,42,262
2001,Parbhani,Rural,60-69,25444,1926,6501,66,323
2001,Parbhani,Rural,70-79,7811,1036,7414,59,136
2001,Parbhani,Rural,80+,1090,175,3192,18,18
2001,Parbhani,Urban,05-09,123,37,32640,266,7
2001,Parbhani,Urban,10-14,1098,315,34469,862,103
2001,Parbhani,Urban,15-19,5576,918,21474,3150,429
2001,Parbhani,Urban,20-24,9690,1025,10330,3501,586
2001,Parbhani,Urban,25-29,13278,887,3311,1600,508
2001,Parbhani,Urban,30-34,15129,748,949,454,413
2001,Parbhani,Urban,35-39,15312,644,438,158,345
2001,Parbhani,Urban,40-49,23701,743,672,159,374
2001,Parbhani,Urban,50-59,11481,362,1394,94,144
2001,Parbhani,Urban,60-69,5187,419,4410,96,117
2001,Parbhani,Urban,70-79,1704,144,3123,41,33
2001,Parbhani,Urban,80+,289,28,1239,14,4
2001,Jalna,Total,05-09,581,186,105604,539,28
2001,Jalna,Total,10-14,6286,2388,109761,1462,530
2001,Jalna,Total,15-19,29194,6110,49788,6602,2615
2001,Jalna,Total,20-24,43653,5142,14869,4774,2849
2001,Jalna,Total,25-29,46700,3259,3295,1529,1856
2001,Jalna,Total,30-34,50108,2526,1163,383,1474
2001,Jalna,Total,35-39,50589,2249,829,218,1265
2001,Jalna,Total,40-49,72625,3066,1591,229,1348
2001,Jalna,Total,50-59,38746,1844,2619,141,543
2001,Jalna,Total,60-69,31382,2713,10327,218,455
2001,Jalna,Total,70-79,10714,1584,12019,123,189
2001,Jalna,Total,80+,2083,312,5113,26,32
2001,Jalna,Rural,05-09,482,158,85455,412,26
2001,Jalna,Rural,10-14,5550,2183,89021,1073,466
2001,Jalna,Rural,15-19,25429,5327,36831,4731,2290
2001,Jalna,Rural,20-24,36366,4105,9266,2977,2345
2001,Jalna,Rural,25-29,37118,2399,1698,750,1435
2001,Jalna,Rural,30-34,39620,1842,651,179,1095
2001,Jalna,Rural,35-39,40492,1596,523,117,913
2001,Jalna,Rural,40-49,57971,2174,1051,133,985
2001,Jalna,Rural,50-59,32206,1466,1656,77,412
2001,Jalna,Rural,60-69,28449,2412,8002,161,389
2001,Jalna,Rural,70-79,9720,1446,10218,100,147
2001,Jalna,Rural,80+,1787,273,4362,19,27
2001,Jalna,Urban,05-09,99,28,20149,127,2
2001,Jalna,Urban,10-14,736,205,20740,389,64
2001,Jalna,Urban,15-19,3765,783,12957,1871,325
2001,Jalna,Urban,20-24,7287,1037,5603,1797,504
2001,Jalna,Urban,25-29,9582,860,1597,779,421
2001,Jalna,Urban,30-34,10488,684,512,204,379
2001,Jalna,Urban,35-39,10097,653,306,101,352
2001,Jalna,Urban,40-49,14654,892,540,96,363
2001,Jalna,Urban,50-59,6540,378,963,64,131
2001,Jalna,Urban,60-69,2933,301,2325,57,66
2001,Jalna,Urban,70-79,994,138,1801,23,42
2001,Jalna,Urban,80+,296,39,751,7,5
2001,Chhatrapati Sambhaji Nagar,Total,05-09,1016,845,181463,883,45
2001,Chhatrapati Sambhaji Nagar,Total,10-14,7770,5684,190495,2469,739
2001,Chhatrapati Sambhaji Nagar,Total,15-19,46628,12047,103385,13738,4965
2001,Chhatrapati Sambhaji Nagar,Total,20-24,83419,10078,39175,12623,5896
2001,Chhatrapati Sambhaji Nagar,Total,25-29,97963,6399,9456,4074,3699
2001,Chhatrapati Sambhaji Nagar,Total,30-34,99242,4572,2600,1134,2587
2001,Chhatrapati Sambhaji Nagar,Total,35-39,92957,3891,1578,541,2112
2001,Chhatrapati Sambhaji Nagar,Total,40-49,130481,5037,3166,574,2367
2001,Chhatrapati Sambhaji Nagar,Total,50-59,65223,2612,6551,325,760
2001,Chhatrapati Sambhaji Nagar,Total,60-69,43558,3905,21836,384,636
2001,Chhatrapati Sambhaji Nagar,Total,70-79,14410,2027,19545,192,224
2001,Chhatrapati Sambhaji Nagar,Total,80+,2721,353,7931,48,39
2001,Chhatrapati Sambhaji Nagar,Rural,05-09,722,790,115692,459,37
2001,Chhatrapati Sambhaji Nagar,Rural,10-14,5951,5253,120546,1213,613
2001,Chhatrapati Sambhaji Nagar,Rural,15-19,34237,10144,54581,6950,4030
2001,Chhatrapati Sambhaji Nagar,Rural,20-24,55157,7546,13017,4511,4437
2001,Chhatrapati Sambhaji Nagar,Rural,25-29,58160,4454,2410,1005,2530
2001,Chhatrapati Sambhaji Nagar,Rural,30-34,57523,3133,871,303,1704
2001,Chhatrapati Sambhaji Nagar,Rural,35-39,55161,2786,655,173,1482
2001,Chhatrapati Sambhaji Nagar,Rural,40-49,77492,3661,1338,177,1699
2001,Chhatrapati Sambhaji Nagar,Rural,50-59,41438,2029,2447,144,584
2001,Chhatrapati Sambhaji Nagar,Rural,60-69,36115,3418,10935,191,525
2001,Chhatrapati Sambhaji Nagar,Rural,70-79,12332,1834,13168,132,196
2001,Chhatrapati Sambhaji Nagar,Rural,80+,2147,322,5729,31,32
2001,Chhatrapati Sambhaji Nagar,Urban,05-09,294,55,65771,424,8
2001,Chhatrapati Sambhaji Nagar,Urban,10-14,1819,431,69949,1256,126
2001,Chhatrapati Sambhaji Nagar,Urban,15-19,12391,1903,48804,6788,935
2001,Chhatrapati Sambhaji Nagar,Urban,20-24,28262,2532,26158,8112,1459
2001,Chhatrapati Sambhaji Nagar,Urban,25-29,39803,1945,7046,3069,1169
2001,Chhatrapati Sambhaji Nagar,Urban,30-34,41719,1439,1729,831,883
2001,Chhatrapati Sambhaji Nagar,Urban,35-39,37796,1105,923,368,630
