District,Year,Group,Approved Posts,Positions Filled,Number of women
Washim,2011,Class C,3478.0,2970.0,251.0
Washim,2011,Class D,941.0,771.0,72.0
Washim,2012,Class A,201.0,156.0,13.0
Washim,2012,Class B,369.0,263.0,18.0
Washim,2012,Class C,3478.0,2970.0,251.0
Washim,2012,Class D,941.0,771.0,72.0
Washim,2013,Class A,201.0,156.0,13.0
Washim,2013,Class B,369.0,263.0,18.0
Washim,2013,Class C,3478.0,2970.0,251.0
Washim,2013,Class D,941.0,771.0,72.0
Washim,2014,Class A,352.0,226.0,20.0
Washim,2014,Class B,484.0,342.0,21.0
Washim,2014,Class C,4018.0,3378.0,472.0
Washim,2014,Class D,1069.0,769.0,85.0
Washim,2015,Class A,352.0,187.0,16.0
Washim,2015,Class B,485.0,377.0,23.0
Washim,2015,Class C,4018.0,3361.0,469.0
Washim,2015,Class D,1069.0,773.0,86.0
Washim,2016,Class A,352.0,187.0,16.0
Washim,2016,Class B,485.0,377.0,23.0
Washim,2016,Class C,4018.0,3361.0,469.0
Washim,2016,Class D,1069.0,773.0,86.0
Washim,2017,Class A,317.0,223.0,26.0
Washim,2017,Class B,528.0,373.0,35.0
Washim,2017,Class C,3998.0,3415.0,501.0
Washim,2017,Class D,885.0,633.0,75.0
Washim,2018,Class A,,,
Washim,2018,Class B,,,
Washim,2018,Class C,,,
Washim,2018,Class D,,,
Washim,2019,Class A,296.0,196.0,25.0
Washim,2019,Class B,688.0,391.0,47.0
Washim,2019,Class C,4189.0,3331.0,539.0
Washim,2019,Class D,980.0,540.0,76.0
Washim,2020,Class A,296.0,185.0,24.0
Washim,2020,Class B,708.0,418.0,57.0
Washim,2020,Class C,4208.0,3249.0,549.0
Washim,2020,Class D,961.0,511.0,73.0
Washim,2021,Class A,293.0,198.0,25.0
Washim,2021,Class B,700.0,418.0,57.0
Washim,2021,Class C,4184.0,3251.0,570.0
Washim,2021,Class D,859.0,479.0,74.0
Yavatmal,2012,Class A,552.0,442.0,65.0
Yavatmal,2012,Class B,1254.0,1010.0,182.0
Yavatmal,2012,Class C,8728.0,7176.0,745.0
Yavatmal,2012,Class D,3773.0,3123.0,509.0
Yavatmal,2013,Class A,552.0,442.0,65.0
Yavatmal,2013,Class B,1254.0,1010.0,182.0
Yavatmal,2013,Class C,8728.0,7176.0,745.0
Yavatmal,2013,Class D,3773.0,3123.0,509.0
Yavatmal,2014,Class A,738.0,504.0,69.0
Yavatmal,2014,Class B,1431.0,1070.0,165.0
Yavatmal,2014,Class C,10977.0,9057.0,1727.0
Yavatmal,2014,Class D,4015.0,3107.0,499.0
Yavatmal,2015,Class A,738.0,448.0,67.0
Yavatmal,2015,Class B,1431.0,1136.0,170.0
Yavatmal,2015,Class C,10977.0,9036.0,1723.0
Yavatmal,2015,Class D,4015.0,3142.0,498.0
Yavatmal,2016,Class A,738.0,468.0,66.0
Yavatmal,2016,Class B,1431.0,1111.0,169.0
Yavatmal,2016,Class C,10977.0,9040.0,1724.0
Yavatmal,2016,Class D,4015.0,3142.0,498.0
Yavatmal,2017,Class A,869.0,647.0,103.0
Yavatmal,2017,Class B,1482.0,982.0,138.0
Yavatmal,2017,Class C,10717.0,8854.0,1829.0
Yavatmal,2017,Class D,3488.0,2567.0,447.0
Yavatmal,2018,Class A,832.0,570.0,101.0
Yavatmal,2018,Class B,1552.0,1005.0,161.0
Yavatmal,2018,Class C,10862.0,8672.0,1862.0
Yavatmal,2018,Class D,3426.0,2254.0,391.0
Yavatmal,2019,Class A,845.0,527.0,102.0
Yavatmal,2019,Class B,1600.0,1010.0,171.0
Yavatmal,2019,Class C,10873.0,8390.0,1857.0
Yavatmal,2019,Class D,3329.0,2174.0,383.0
Yavatmal,2020,Class A,922.0,529.0,103.0
Yavatmal,2020,Class B,1656.0,980.0,168.0
Yavatmal,2020,Class C,10961.0,8385.0,1903.0
Yavatmal,2020,Class D,3299.0,2028.0,355.0
Yavatmal,2021,Class A,1113.0,521.0,102.0
Yavatmal,2021,Class B,1527.0,965.0,175.0
Yavatmal,2021,Class C,11008.0,8295.0,1936.0
Yavatmal,2021,Class D,3135.0,1918.0,352.0
