Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2011,Sindhudurg,Total,80+,259,328,7998
2011,Sindhudurg,Rural,05-09,162,191,24400
2011,Sindhudurg,Rural,10-14,337,526,31142
2011,Sindhudurg,Rural,15-19,1772,2628,27966
2011,Sindhudurg,Rural,20-24,4403,5299,18436
2011,Sindhudurg,Rural,25-29,5582,5181,14915
2011,Sindhudurg,Rural,30-34,6556,5589,14079
2011,Sindhudurg,Rural,35-39,7637,6682,14299
2011,Sindhudurg,Rural,40-49,14118,12126,25660
2011,Sindhudurg,Rural,50-59,8116,7922,22373
2011,Sindhudurg,Rural,60-69,4572,5703,29439
2011,Sindhudurg,Rural,70-79,1193,1484,19578
2011,Sindhudurg,Rural,80+,248,320,7330
2011,Sindhudurg,Urban,05-09,29,14,3537
2011,Sindhudurg,Urban,10-14,38,16,4076
2011,Sindhudurg,Urban,15-19,182,85,4040
2011,Sindhudurg,Urban,20-24,551,247,3748
2011,Sindhudurg,Urban,25-29,814,261,3299
2011,Sindhudurg,Urban,30-34,990,235,3210
2011,Sindhudurg,Urban,35-39,1087,228,3259
2011,Sindhudurg,Urban,40-49,1915,443,5418
2011,Sindhudurg,Urban,50-59,1017,244,4087
2011,Sindhudurg,Urban,60-69,240,110,3579
2011,Sindhudurg,Urban,70-79,59,35,1946
2011,Sindhudurg,Urban,80+,11,8,668
2011,Kolhapur,Total,05-09,1122,703,139303
2011,Kolhapur,Total,10-14,2508,1859,150787
2011,Kolhapur,Total,15-19,12516,7322,142117
2011,Kolhapur,Total,20-24,39939,14089,122502
2011,Kolhapur,Total,25-29,52606,14186,94846
2011,Kolhapur,Total,30-34,58806,13314,76386
2011,Kolhapur,Total,35-39,64583,13941,71016
2011,Kolhapur,Total,40-49,106826,22578,117721
2011,Kolhapur,Total,50-59,67272,15597,90816
2011,Kolhapur,Total,60-69,39136,12004,94853
2011,Kolhapur,Total,70-79,8629,3310,55120
2011,Kolhapur,Total,80+,2215,776,23036
2011,Kolhapur,Rural,05-09,832,570,95612
2011,Kolhapur,Rural,10-14,1927,1659,104274
2011,Kolhapur,Rural,15-19,10731,6723,94353
2011,Kolhapur,Rural,20-24,33836,12771,69439
2011,Kolhapur,Rural,25-29,42987,12545,49745
2011,Kolhapur,Rural,30-34,47280,11589,38499
2011,Kolhapur,Rural,35-39,51891,12131,35710
2011,Kolhapur,Rural,40-49,87858,19926,58730
2011,Kolhapur,Rural,50-59,57012,14175,49355
2011,Kolhapur,Rural,60-69,34638,11069,62305
2011,Kolhapur,Rural,70-79,7513,3070,39991
2011,Kolhapur,Rural,80+,1883,709,16877
2011,Kolhapur,Urban,05-09,290,133,43691
2011,Kolhapur,Urban,10-14,581,200,46513
2011,Kolhapur,Urban,15-19,1785,599,47764
2011,Kolhapur,Urban,20-24,6103,1318,53063
2011,Kolhapur,Urban,25-29,9619,1641,45101
2011,Kolhapur,Urban,30-34,11526,1725,37887
2011,Kolhapur,Urban,35-39,12692,1810,35306
2011,Kolhapur,Urban,40-49,18968,2652,58991
2011,Kolhapur,Urban,50-59,10260,1422,41461
2011,Kolhapur,Urban,60-69,4498,935,32548
2011,Kolhapur,Urban,70-79,1116,240,15129
2011,Kolhapur,Urban,80+,332,67,6159
2011,Sangli,Total,05-09,1157,769,104051
2011,Sangli,Total,10-14,2186,1589,115921
2011,Sangli,Total,15-19,10746,5002,101259
2011,Sangli,Total,20-24,28524,10018,88973
2011,Sangli,Total,25-29,37210,10583,68551
2011,Sangli,Total,30-34,40615,9898,53398
2011,Sangli,Total,35-39,45427,10402,50363
2011,Sangli,Total,40-49,73223,16387,83351
2011,Sangli,Total,50-59,46910,11876,65593
2011,Sangli,Total,60-69,28457,8759,69559
2011,Sangli,Total,70-79,7637,2710,44345
2011,Sangli,Total,80+,1875,672,20642
2011,Sangli,Rural,05-09,864,577,77512
2011,Sangli,Rural,10-14,1786,1300,86994
2011,Sangli,Rural,15-19,9378,4497,72144
2011,Sangli,Rural,20-24,24358,9081,58218
2011,Sangli,Rural,25-29,30933,9466,43003
2011,Sangli,Rural,30-34,33472,8727,32897
2011,Sangli,Rural,35-39,37459,9171,30872
2011,Sangli,Rural,40-49,61256,14637,51479
2011,Sangli,Rural,50-59,40192,10807,43150
2011,Sangli,Rural,60-69,25465,8046,50850
2011,Sangli,Rural,70-79,6749,2485,34878
2011,Sangli,Rural,80+,1627,599,16406
2011,Sangli,Urban,05-09,293,192,26539
2011,Sangli,Urban,10-14,400,289,28927
2011,Sangli,Urban,15-19,1368,505,29115
2011,Sangli,Urban,20-24,4166,937,30755
2011,Sangli,Urban,25-29,6277,1117,25548
2011,Sangli,Urban,30-34,7143,1171,20501
2011,Sangli,Urban,35-39,7968,1231,19491
2011,Sangli,Urban,40-49,11967,1750,31872
2011,Sangli,Urban,50-59,6718,1069,22443
2011,Sangli,Urban,60-69,2992,713,18709
2011,Sangli,Urban,70-79,888,225,9467
2011,Sangli,Urban,80+,248,73,4236
2001,Nandurbar,Total,05-09,661,838,87319
2001,Nandurbar,Total,10-14,5252,5985,78996
2001,Nandurbar,Total,15-19,19165,9585,37787
2001,Nandurbar,Total,20-24,33004,7391,11933
2001,Nandurbar,Total,25-29,39550,5601,2627
2001,Nandurbar,Total,30-34,40067,4071,804
2001,Nandurbar,Total,35-39,41606,3645,515
2001,Nandurbar,Total,40-49,60113,4633,904
2001,Nandurbar,Total,50-59,32100,2868,1860
2001,Nandurbar,Total,60-69,18538,2938,7012
2001,Nandurbar,Total,70-79,4612,1035,5393
2001,Nandurbar,Total,80+,814,137,1903
2001,Nandurbar,Rural,05-09,592,821,75569
2001,Nandurbar,Rural,10-14,4899,5861,65463
2001,Nandurbar,Rural,15-19,16829,9187,28347
2001,Nandurbar,Rural,20-24,27502,6881,7581
2001,Nandurbar,Rural,25-29,33110,5273,1494
2001,Nandurbar,Rural,30-34,33098,3838,483
2001,Nandurbar,Rural,35-39,34759,3456,335
2001,Nandurbar,Rural,40-49,49326,4337,621
2001,Nandurbar,Rural,50-59,26852,2720,1246
2001,Nandurbar,Rural,60-69,16473,2809,5198
2001,Nandurbar,Rural,70-79,3995,996,4194
2001,Nandurbar,Rural,80+,691,135,1543
2001,Nandurbar,Urban,05-09,69,17,11750
2001,Nandurbar,Urban,10-14,353,124,13533
2001,Nandurbar,Urban,15-19,2336,398,9440
2001,Nandurbar,Urban,20-24,5502,510,4352
2001,Nandurbar,Urban,25-29,6440,328,1133
2001,Nandurbar,Urban,30-34,6969,233,321
2001,Nandurbar,Urban,35-39,6847,189,180
2001,Nandurbar,Urban,40-49,10787,296,283
2001,Nandurbar,Urban,50-59,5248,148,614
2001,Nandurbar,Urban,60-69,2065,129,1814
2001,Nandurbar,Urban,70-79,617,39,1199
2001,Nandurbar,Urban,80+,123,2,360
2001,Dhule,Total,05-09,636,536,100537
2001,Dhule,Total,10-14,4970,4381,102998
2001,Dhule,Total,15-19,25535,9993,61355
2001,Dhule,Total,20-24,48489,9984,23419
2001,Dhule,Total,25-29,51407,6050,4662
2001,Dhule,Total,30-34,52282,4369,1304
2001,Dhule,Total,35-39,53939,3849,835
2001,Dhule,Total,40-49,84284,5491,1550
2001,Dhule,Total,50-59,44595,3392,3778
2001,Dhule,Total,60-69,26012,4144,13683
2001,Dhule,Total,70-79,6923,1478,11898
2001,Dhule,Total,80+,940,231,3738
2001,Dhule,Rural,05-09,532,517,74976
2001,Dhule,Rural,10-14,4268,4177,74452
2001,Dhule,Rural,15-19,20165,8928,40455
2001,Dhule,Rural,20-24,36315,8540,12796
2001,Dhule,Rural,25-29,37432,5081,2314
2001,Dhule,Rural,30-34,37164,3691,686
2001,Dhule,Rural,35-39,39335,3274,488
2001,Dhule,Rural,40-49,61766,4706,837
2001,Dhule,Rural,50-59,33295,2992,1801
2001,Dhule,Rural,60-69,22332,3796,8558
2001,Dhule,Rural,70-79,5851,1354,8662
2001,Dhule,Rural,80+,756,205,2741
2001,Dhule,Urban,05-09,104,19,25561
2001,Dhule,Urban,10-14,702,204,28546
2001,Dhule,Urban,15-19,5370,1065,20900
2001,Dhule,Urban,20-24,12174,1444,10623
2001,Dhule,Urban,25-29,13975,969,2348
2001,Dhule,Urban,30-34,15118,678,618
2001,Dhule,Urban,35-39,14604,575,347
2001,Dhule,Urban,40-49,22518,785,713
2001,Dhule,Urban,50-59,11300,400,1977
2001,Dhule,Urban,60-69,3680,348,5125
2001,Dhule,Urban,70-79,1072,124,3236
2001,Dhule,Urban,80+,184,26,997
2001,Jalgaon,Total,05-09,1047,461,209732
2001,Jalgaon,Total,10-14,8818,4525,227216
2001,Jalgaon,Total,15-19,55844,16641,140982
2001,Jalgaon,Total,20-24,106469,18132,53661
2001,Jalgaon,Total,25-29,113865,11815,12485
2001,Jalgaon,Total,30-34,115345,8839,3465
2001,Jalgaon,Total,35-39,117496,8088,2082
2001,Jalgaon,Total,40-49,187913,11506,3907
2001,Jalgaon,Total,50-59,97211,6582,8974
2001,Jalgaon,Total,60-69,56751,7541,34869
2001,Jalgaon,Total,70-79,15728,2872,27543
2001,Jalgaon,Total,80+,2508,424,9370
2001,Jalgaon,Rural,05-09,860,410,152668
2001,Jalgaon,Rural,10-14,7593,4068,162189
2001,Jalgaon,Rural,15-19,44961,13981,92900
2001,Jalgaon,Rural,20-24,80476,14185,29520
2001,Jalgaon,Rural,25-29,80583,8746,5767
2001,Jalgaon,Rural,30-34,79419,6477,1613
2001,Jalgaon,Rural,35-39,82427,5980,1109
2001,Jalgaon,Rural,40-49,130834,8827,2286
2001,Jalgaon,Rural,50-59,68259,5181,4772
2001,Jalgaon,Rural,60-69,46854,6540,21378
2001,Jalgaon,Rural,70-79,12816,2498,19396
2001,Jalgaon,Rural,80+,1922,353,6609
2001,Jalgaon,Urban,05-09,187,51,57064
2001,Jalgaon,Urban,10-14,1225,457,65027
2001,Jalgaon,Urban,15-19,10883,2660,48082
2001,Jalgaon,Urban,20-24,25993,3947,24141
2001,Jalgaon,Urban,25-29,33282,3069,6718
2001,Jalgaon,Urban,30-34,35926,2362,1852
2001,Jalgaon,Urban,35-39,35069,2108,973
2001,Jalgaon,Urban,40-49,57079,2679,1621
2001,Jalgaon,Urban,50-59,28952,1401,4202
2001,Jalgaon,Urban,60-69,9897,1001,13491
2001,Jalgaon,Urban,70-79,2912,374,8147
2001,Jalgaon,Urban,80+,586,71,2761
2001,Buldhana,Total,05-09,467,338,129320
2001,Buldhana,Total,10-14,5595,3684,141854
2001,Buldhana,Total,15-19,41659,8531,76159
2001,Buldhana,Total,20-24,69290,7138,23792
2001,Buldhana,Total,25-29,70034,3981,5603
2001,Buldhana,Total,30-34,71006,2631,1666
2001,Buldhana,Total,35-39,70603,2244,1106
2001,Buldhana,Total,40-49,110922,3296,2257
2001,Buldhana,Total,50-59,61419,2271,4724
2001,Buldhana,Total,60-69,42032,3522,17507
2001,Buldhana,Total,70-79,12223,1657,16607
2001,Buldhana,Total,80+,1573,222,6018
2001,Buldhana,Rural,05-09,408,325,102180
2001,Buldhana,Rural,10-14,5006,3461,110828
2001,Buldhana,Rural,15-19,35993,7342,55189
2001,Buldhana,Rural,20-24,57397,5767,14605
2001,Buldhana,Rural,25-29,55179,3010,2950
2001,Buldhana,Rural,30-34,54967,1921,951
2001,Buldhana,Rural,35-39,55367,1700,734
2001,Buldhana,Rural,40-49,86439,2498,1529
2001,Buldhana,Rural,50-59,48714,1819,2864
2001,Buldhana,Rural,60-69,36915,3070,12238
2001,Buldhana,Rural,70-79,10659,1508,13234
2001,Buldhana,Rural,80+,1354,200,4841
2001,Buldhana,Urban,05-09,59,13,27140
2001,Buldhana,Urban,10-14,589,223,31026
2001,Buldhana,Urban,15-19,5666,1189,20970
2001,Buldhana,Urban,20-24,11893,1371,9187
2001,Buldhana,Urban,25-29,14855,971,2653
2001,Buldhana,Urban,30-34,16039,710,715
2001,Buldhana,Urban,35-39,15236,544,372
2001,Buldhana,Urban,40-49,24483,798,728
2001,Buldhana,Urban,50-59,12705,452,1860
2001,Buldhana,Urban,60-69,5117,452,5269
2001,Buldhana,Urban,70-79,1564,149,3373
2001,Buldhana,Urban,80+,219,22,1177
2001,Akola,Total,05-09,271,108,87895
2001,Akola,Total,10-14,2874,1577,101395
2001,Akola,Total,15-19,25301,5323,60442
2001,Akola,Total,20-24,47963,5734,24903
2001,Akola,Total,25-29,53472,3582,6831
2001,Akola,Total,30-34,54718,2281,1685
2001,Akola,Total,35-39,54196,1898,966
2001,Akola,Total,40-49,85041,2486,1942
2001,Akola,Total,50-59,44500,1531,4205
2001,Akola,Total,60-69,29120,1958,13620
2001,Akola,Total,70-79,9158,920,11330
2001,Akola,Total,80+,1321,143,4172
2001,Akola,Rural,05-09,174,89,54416
2001,Akola,Rural,10-14,1785,1279,62454
2001,Akola,Rural,15-19,17250,3973,34414
2001,Akola,Rural,20-24,31785,3914,11360
2001,Akola,Rural,25-29,33405,2266,2623
2001,Akola,Rural,30-34,32864,1339,638
2001,Akola,Rural,35-39,33094,1160,406
2001,Akola,Rural,40-49,51548,1495,826
2001,Akola,Rural,50-59,27506,980,1417
2001,Akola,Rural,60-69,22525,1531,6126
2001,Akola,Rural,70-79,7194,744,6694
2001,Akola,Rural,80+,984,114,2468
2001,Akola,Urban,05-09,97,19,33479
2001,Akola,Urban,10-14,1089,298,38941
2001,Akola,Urban,15-19,8051,1350,26028
2001,Akola,Urban,20-24,16178,1820,13543
2001,Akola,Urban,25-29,20067,1316,4208
2001,Akola,Urban,30-34,21854,942,1047
2001,Akola,Urban,35-39,21102,738,560
2001,Akola,Urban,40-49,33493,991,1116
2001,Akola,Urban,50-59,16994,551,2788
2001,Akola,Urban,60-69,6595,427,7494
2001,Akola,Urban,70-79,1964,176,4636
2001,Akola,Urban,80+,337,29,1704
2001,Washim,Total,05-09,232,132,60051
2001,Washim,Total,10-14,2266,1287,66850
2001,Washim,Total,15-19,16127,3702,35999
2001,Washim,Total,20-24,29122,3681,12465
2001,Washim,Total,25-29,32498,2370,3223
2001,Washim,Total,30-34,33286,1647,838
2001,Washim,Total,35-39,32552,1422,447
2001,Washim,Total,40-49,48501,1824,867
2001,Washim,Total,50-59,26552,1119,1748
2001,Washim,Total,60-69,19828,1675,7067
2001,Washim,Total,70-79,5994,782,7010
2001,Washim,Total,80+,919,137,2815
2001,Washim,Rural,05-09,187,128,49566
2001,Washim,Rural,10-14,1931,1220,54699
2001,Washim,Rural,15-19,13824,3433,28313
2001,Washim,Rural,20-24,24698,3375,8625
2001,Washim,Rural,25-29,27061,2101,2043
2001,Washim,Rural,30-34,27218,1471,522
2001,Washim,Rural,35-39,26596,1239,307
2001,Washim,Rural,40-49,39543,1602,648
2001,Washim,Rural,50-59,21982,994,1225
2001,Washim,Rural,60-69,17687,1558,5306
2001,Washim,Rural,70-79,5337,745,5745
2001,Washim,Rural,80+,821,127,2344
2001,Washim,Urban,05-09,45,4,10485
2001,Washim,Urban,10-14,335,67,12151
2001,Washim,Urban,15-19,2303,269,7686
2001,Washim,Urban,20-24,4424,306,3840
2001,Washim,Urban,25-29,5437,269,1180
2001,Washim,Urban,30-34,6068,176,316
2001,Washim,Urban,35-39,5956,183,140
2001,Washim,Urban,40-49,8958,222,219
2001,Washim,Urban,50-59,4570,125,523
2001,Washim,Urban,60-69,2141,117,1761
2001,Washim,Urban,70-79,657,37,1265
2001,Washim,Urban,80+,98,10,471
2001,Amravati,Total,05-09,825,694,133862
2001,Amravati,Total,10-14,4575,5536,151140
2001,Amravati,Total,15-19,34553,13817,89397
2001,Amravati,Total,20-24,71493,14544,40447
2001,Amravati,Total,25-29,84006,9806,12593
2001,Amravati,Total,30-34,87347,6509,3338
2001,Amravati,Total,35-39,85286,5003,1708
2001,Amravati,Total,40-49,134321,6776,2827
2001,Amravati,Total,50-59,75030,4177,6405
2001,Amravati,Total,60-69,49173,5501,21135
2001,Amravati,Total,70-79,17149,2894,20020
2001,Amravati,Total,80+,2788,491,7870
2001,Amravati,Rural,05-09,652,641,89737
2001,Amravati,Rural,10-14,3495,5111,97703
2001,Amravati,Rural,15-19,25002,11524,51088
2001,Amravati,Rural,20-24,50123,11438,17932
2001,Amravati,Rural,25-29,55452,7229,5148
2001,Amravati,Rural,30-34,55739,4614,1466
2001,Amravati,Rural,35-39,54575,3657,857
2001,Amravati,Rural,40-49,85399,5008,1467
2001,Amravati,Rural,50-59,48281,3185,2618
2001,Amravati,Rural,60-69,38606,4575,10265
2001,Amravati,Rural,70-79,13632,2501,12732
2001,Amravati,Rural,80+,2123,422,5239
2001,Amravati,Urban,05-09,173,53,44125
2001,Amravati,Urban,10-14,1080,425,53437
2001,Amravati,Urban,15-19,9551,2293,38309
2001,Amravati,Urban,20-24,21370,3106,22515
2001,Amravati,Urban,25-29,28554,2577,7445
2001,Amravati,Urban,30-34,31608,1895,1872
2001,Amravati,Urban,35-39,30711,1346,851
2001,Amravati,Urban,40-49,48922,1768,1360
2001,Amravati,Urban,50-59,26749,992,3787
2001,Amravati,Urban,60-69,10567,926,10870
2001,Amravati,Urban,70-79,3517,393,7288
2001,Amravati,Urban,80+,665,69,2631
2001,Wardha,Total,05-09,185,110,58752
2001,Wardha,Total,10-14,1249,1312,66696
2001,Wardha,Total,15-19,12745,7536,45500
2001,Wardha,Total,20-24,29631,9488,21958
2001,Wardha,Total,25-29,39079,6780,7117
2001,Wardha,Total,30-34,42347,4537,1868
2001,Wardha,Total,35-39,40058,3600,835
2001,Wardha,Total,40-49,65460,4741,1389
2001,Wardha,Total,50-59,37502,2812,2920
2001,Wardha,Total,60-69,23697,3678,10897
2001,Wardha,Total,70-79,8445,2088,11013
2001,Wardha,Total,80+,1078,276,4283
2001,Wardha,Rural,05-09,160,96,44310
2001,Wardha,Rural,10-14,1089,1198,49107
2001,Wardha,Rural,15-19,10728,6573,30528
2001,Wardha,Rural,20-24,23837,7782,12445
2001,Wardha,Rural,25-29,29415,5129,3531
2001,Wardha,Rural,30-34,30934,3304,930
2001,Wardha,Rural,35-39,29213,2662,467
2001,Wardha,Rural,40-49,47312,3590,828
2001,Wardha,Rural,50-59,27132,2167,1427
2001,Wardha,Rural,60-69,20537,3129,6246
2001,Wardha,Rural,70-79,7357,1856,7844
2001,Wardha,Rural,80+,915,245,3173
2001,Wardha,Urban,05-09,25,14,14442
2001,Wardha,Urban,10-14,160,114,17589
2001,Wardha,Urban,15-19,2017,963,14972
2001,Wardha,Urban,20-24,5794,1706,9513
2001,Wardha,Urban,25-29,9664,1651,3586
2001,Wardha,Urban,30-34,11413,1233,938
2001,Wardha,Urban,35-39,10845,938,368
2001,Wardha,Urban,40-49,18148,1151,561
2001,Wardha,Urban,50-59,10370,645,1493
2001,Wardha,Urban,60-69,3160,549,4651
2001,Wardha,Urban,70-79,1088,232,3169
2001,Wardha,Urban,80+,163,31,1110
2001,Nagpur,Total,05-09,761,588,199520
2001,Nagpur,Total,10-14,4327,4641,227633
2001,Nagpur,Total,15-19,39477,17926,159614
2001,Nagpur,Total,20-24,98868,24339,88476
2001,Nagpur,Total,25-29,140474,19168,29833
2001,Nagpur,Total,30-34,149338,13784,7921
2001,Nagpur,Total,35-39,138666,10866,3513
2001,Nagpur,Total,40-49,213209,13427,6018
2001,Nagpur,Total,50-59,117871,6982,14631
2001,Nagpur,Total,60-69,47272,6710,42663
2001,Nagpur,Total,70-79,15165,3334,30959
2001,Nagpur,Total,80+,2640,540,11174
2001,Nagpur,Rural,05-09,316,474,74392
2001,Nagpur,Rural,10-14,2172,3914,80144
2001,Nagpur,Rural,15-19,18559,11669,45827
2001,Nagpur,Rural,20-24,40824,13366,17392
2001,Nagpur,Rural,25-29,50250,9283,5061
2001,Nagpur,Rural,30-34,49692,6061,1292
2001,Nagpur,Rural,35-39,46953,4890,615
2001,Nagpur,Rural,40-49,71053,6304,1233
2001,Nagpur,Rural,50-59,41022,3535,2306
2001,Nagpur,Rural,60-69,27529,4493,8941
2001,Nagpur,Rural,70-79,9418,2530,10080
2001,Nagpur,Rural,80+,1277,394,4130
2001,Nagpur,Urban,05-09,445,114,125128
2001,Nagpur,Urban,10-14,2155,727,147489
2001,Nagpur,Urban,15-19,20918,6257,113787
2001,Nagpur,Urban,20-24,58044,10973,71084
2001,Nagpur,Urban,25-29,90224,9885,24772
2001,Nagpur,Urban,30-34,99646,7723,6629
2001,Nagpur,Urban,35-39,91713,5976,2898
2001,Nagpur,Urban,40-49,142156,7123,4785
2001,Nagpur,Urban,50-59,76849,3447,12325
2001,Nagpur,Urban,60-69,19743,2217,33722
2001,Nagpur,Urban,70-79,5747,804,20879
2001,Nagpur,Urban,80+,1363,146,7044
2001,Bhandara,Total,05-09,131,82,56186
2001,Bhandara,Total,10-14,643,907,64162
2001,Bhandara,Total,15-19,9157,8334,42592
2001,Bhandara,Total,20-24,22323,11781,19227
2001,Bhandara,Total,25-29,30525,9520,6807
2001,Bhandara,Total,30-34,33526,7339,1743
2001,Bhandara,Total,35-39,33283,6012,737
2001,Bhandara,Total,40-49,55406,9326,1286
2001,Bhandara,Total,50-59,33508,5855,3046
2001,Bhandara,Total,60-69,14766,5060,10081
2001,Bhandara,Total,70-79,3421,1473,6949
2001,Bhandara,Total,80+,433,165,2134
2001,Bhandara,Rural,05-09,112,78,48029
2001,Bhandara,Rural,10-14,583,872,53666
2001,Bhandara,Rural,15-19,8345,7943,34053
2001,Bhandara,Rural,20-24,19767,10977,13443
2001,Bhandara,Rural,25-29,26086,8690,4285
2001,Bhandara,Rural,30-34,27772,6706,1087
2001,Bhandara,Rural,35-39,27715,5552,503
2001,Bhandara,Rural,40-49,45812,8693,952
2001,Bhandara,Rural,50-59,27563,5532,2184
2001,Bhandara,Rural,60-69,13379,4829,7822
2001,Bhandara,Rural,70-79,3045,1407,5805
2001,Bhandara,Rural,80+,381,155,1788
2001,Bhandara,Urban,05-09,19,4,8157
2001,Bhandara,Urban,10-14,60,35,10496
2001,Bhandara,Urban,15-19,812,391,8539
2001,Bhandara,Urban,20-24,2556,804,5784
2001,Bhandara,Urban,25-29,4439,830,2522
2001,Bhandara,Urban,30-34,5754,633,656
2001,Bhandara,Urban,35-39,5568,460,234
2001,Bhandara,Urban,40-49,9594,633,334
2001,Bhandara,Urban,50-59,5945,323,862
2001,Bhandara,Urban,60-69,1387,231,2259
2001,Bhandara,Urban,70-79,376,66,1144
2001,Bhandara,Urban,80+,52,10,346
2001,Gondia,Total,05-09,100,104,62807
2001,Gondia,Total,10-14,601,1132,69225
2001,Gondia,Total,15-19,9322,9177,42092
2001,Gondia,Total,20-24,24082,11808,16490
2001,Gondia,Total,25-29,32741,9217,5050
2001,Gondia,Total,30-34,35928,7389,1361
2001,Gondia,Total,35-39,36309,6452,706
2001,Gondia,Total,40-49,57912,8991,1207
2001,Gondia,Total,50-59,34754,6019,2710
2001,Gondia,Total,60-69,16314,5181,9087
2001,Gondia,Total,70-79,3328,1419,6178
2001,Gondia,Total,80+,473,173,1987
2001,Gondia,Rural,05-09,89,102,56097
2001,Gondia,Rural,10-14,537,1105,61273
2001,Gondia,Rural,15-19,8475,8889,35431
2001,Gondia,Rural,20-24,21339,11322,12135
2001,Gondia,Rural,25-29,28505,8813,3252
2001,Gondia,Rural,30-34,30923,7030,848
2001,Gondia,Rural,35-39,31577,6194,478
2001,Gondia,Rural,40-49,50192,8614,910
2001,Gondia,Rural,50-59,30056,5806,2091
2001,Gondia,Rural,60-69,14841,5032,7355
2001,Gondia,Rural,70-79,2981,1381,5259
2001,Gondia,Rural,80+,398,168,1701
2001,Gondia,Urban,05-09,11,2,6710
2001,Gondia,Urban,10-14,64,27,7952
2001,Gondia,Urban,15-19,847,288,6661
2001,Gondia,Urban,20-24,2743,486,4355
2001,Gondia,Urban,25-29,4236,404,1798
2001,Gondia,Urban,30-34,5005,359,513
2001,Gondia,Urban,35-39,4732,258,228
2001,Gondia,Urban,40-49,7720,377,297
2001,Gondia,Urban,50-59,4698,213,619
2001,Gondia,Urban,60-69,1473,149,1732
2001,Gondia,Urban,70-79,347,38,919
2001,Gondia,Urban,80+,75,5,286
2001,Gadchiroli,Total,05-09,237,838,57247
2001,Gadchiroli,Total,10-14,2047,4374,53755
2001,Gadchiroli,Total,15-19,10736,9963,28205
2001,Gadchiroli,Total,20-24,21013,9145,9030
2001,Gadchiroli,Total,25-29,30540,7146,2278
2001,Gadchiroli,Total,30-34,31643,5408,533
2001,Gadchiroli,Total,35-39,31182,4925,273
2001,Gadchiroli,Total,40-49,45353,6652,589
2001,Gadchiroli,Total,50-59,24500,3985,1453
2001,Gadchiroli,Total,60-69,12236,3632,4839
2001,Gadchiroli,Total,70-79,2912,1302,3915
2001,Gadchiroli,Total,80+,496,188,1416
2001,Gadchiroli,Rural,05-09,224,830,53713
2001,Gadchiroli,Rural,10-14,2016,4316,49928
2001,Gadchiroli,Rural,15-19,10310,9575,25223
2001,Gadchiroli,Rural,20-24,19795,8633,7384
2001,Gadchiroli,Rural,25-29,28486,6726,1770
2001,Gadchiroli,Rural,30-34,29089,5086,426
2001,Gadchiroli,Rural,35-39,28795,4657,242
2001,Gadchiroli,Rural,40-49,41805,6239,530
2001,Gadchiroli,Rural,50-59,22853,3764,1251
2001,Gadchiroli,Rural,60-69,11768,3480,4323
2001,Gadchiroli,Rural,70-79,2766,1252,3615
2001,Gadchiroli,Rural,80+,474,182,1313
2001,Gadchiroli,Urban,05-09,13,8,3534
2001,Gadchiroli,Urban,10-14,31,58,3827
2001,Gadchiroli,Urban,15-19,426,388,2982
2001,Gadchiroli,Urban,20-24,1218,512,1646
2001,Gadchiroli,Urban,25-29,2054,420,508
2001,Gadchiroli,Urban,30-34,2554,322,107
2001,Gadchiroli,Urban,35-39,2387,268,31
2001,Gadchiroli,Urban,40-49,3548,413,59
2001,Gadchiroli,Urban,50-59,1647,221,202
2001,Gadchiroli,Urban,60-69,468,152,516
2001,Gadchiroli,Urban,70-79,146,50,300
2001,Gadchiroli,Urban,80+,22,6,103
2001,Chandrapur,Total,05-09,297,256,106668
2001,Chandrapur,Total,10-14,2130,2267,119446
2001,Chandrapur,Total,15-19,18432,12798,77694
2001,Chandrapur,Total,20-24,45166,18152,36508
2001,Chandrapur,Total,25-29,65564,14742,11257
2001,Chandrapur,Total,30-34,69611,10547,2606
2001,Chandrapur,Total,35-39,67968,8712,1119
2001,Chandrapur,Total,40-49,104861,11759,2013
2001,Chandrapur,Total,50-59,59057,7134,4907
2001,Chandrapur,Total,60-69,28688,6717,15699
2001,Chandrapur,Total,70-79,8205,2543,12283
2001,Chandrapur,Total,80+,1234,409,4517
2001,Chandrapur,Rural,05-09,224,235,72810
2001,Chandrapur,Rural,10-14,1781,2090,79879
2001,Chandrapur,Rural,15-19,14603,11246,45513
2001,Chandrapur,Rural,20-24,32980,14761,16418
2001,Chandrapur,Rural,25-29,44516,11374,4620
2001,Chandrapur,Rural,30-34,45471,8144,1175
2001,Chandrapur,Rural,35-39,43885,6934,552
2001,Chandrapur,Rural,40-49,66885,9750,1102
2001,Chandrapur,Rural,50-59,38846,6113,2370
2001,Chandrapur,Rural,60-69,24593,6026,9009
2001,Chandrapur,Rural,70-79,7114,2327,8599
2001,Chandrapur,Rural,80+,988,365,3296
2001,Chandrapur,Urban,05-09,73,21,33858
2001,Chandrapur,Urban,10-14,349,177,39567
2001,Chandrapur,Urban,15-19,3829,1552,32181
2001,Chandrapur,Urban,20-24,12186,3391,20090
2001,Chandrapur,Urban,25-29,21048,3368,6637
2001,Chandrapur,Urban,30-34,24140,2403,1431
2001,Chandrapur,Urban,35-39,24083,1778,567
2001,Chandrapur,Urban,40-49,37976,2009,911
2001,Chandrapur,Urban,50-59,20211,1021,2537
2001,Chandrapur,Urban,60-69,4095,691,6690
