Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2001,Jalna,Total,35-39,29758,7875,14220
2001,Jalna,Total,40-49,38868,10167,17939
2001,Jalna,Total,50-59,22053,6630,14525
2001,Jalna,Total,60-69,19395,7599,31871
2001,Jalna,Total,70-79,3221,1651,20028
2001,Jalna,Total,80+,788,387,9467
2001,Jalna,Rural,05-09,442,240,79702
2001,Jalna,Rural,10-14,5338,3949,74815
2001,Jalna,Rural,15-19,17775,8121,25922
2001,Jalna,Rural,20-24,25869,8030,10884
2001,Jalna,Rural,25-29,28287,8231,9199
2001,Jalna,Rural,30-34,30898,8153,7428
2001,Jalna,Rural,35-39,27935,7152,6106
2001,Jalna,Rural,40-49,36565,9378,8635
2001,Jalna,Rural,50-59,20982,6226,8976
2001,Jalna,Rural,60-69,18750,7300,25365
2001,Jalna,Rural,70-79,3059,1565,17020
2001,Jalna,Rural,80+,726,370,8146
2001,Jalna,Urban,05-09,66,25,18430
2001,Jalna,Urban,10-14,190,126,19316
2001,Jalna,Urban,15-19,531,317,13648
2001,Jalna,Urban,20-24,1013,508,11477
2001,Jalna,Urban,25-29,1523,659,10746
2001,Jalna,Urban,30-34,1813,706,8990
2001,Jalna,Urban,35-39,1823,723,8114
2001,Jalna,Urban,40-49,2303,789,9304
2001,Jalna,Urban,50-59,1071,404,5549
2001,Jalna,Urban,60-69,645,299,6506
2001,Jalna,Urban,70-79,162,86,3008
2001,Jalna,Urban,80+,62,17,1321
2001,Chhatrapati Sambhaji Nagar,Total,05-09,696,942,167230
2001,Chhatrapati Sambhaji Nagar,Total,10-14,6362,6494,169433
2001,Chhatrapati Sambhaji Nagar,Total,15-19,24091,10860,89777
2001,Chhatrapati Sambhaji Nagar,Total,20-24,41333,11281,66439
2001,Chhatrapati Sambhaji Nagar,Total,25-29,48054,11612,56826
2001,Chhatrapati Sambhaji Nagar,Total,30-34,49553,10914,43023
2001,Chhatrapati Sambhaji Nagar,Total,35-39,45526,9945,36205
2001,Chhatrapati Sambhaji Nagar,Total,40-49,58225,12070,45244
2001,Chhatrapati Sambhaji Nagar,Total,50-59,32013,7916,31946
2001,Chhatrapati Sambhaji Nagar,Total,60-69,27688,9414,54428
2001,Chhatrapati Sambhaji Nagar,Total,70-79,4207,1908,29723
2001,Chhatrapati Sambhaji Nagar,Total,80+,1108,364,13498
2001,Chhatrapati Sambhaji Nagar,Rural,05-09,613,888,106539
2001,Chhatrapati Sambhaji Nagar,Rural,10-14,5962,6335,105657
2001,Chhatrapati Sambhaji Nagar,Rural,15-19,22577,10377,40134
2001,Chhatrapati Sambhaji Nagar,Rural,20-24,36891,10421,19885
2001,Chhatrapati Sambhaji Nagar,Rural,25-29,40994,10519,16054
2001,Chhatrapati Sambhaji Nagar,Rural,30-34,41603,9711,11321
2001,Chhatrapati Sambhaji Nagar,Rural,35-39,37801,8720,8873
2001,Chhatrapati Sambhaji Nagar,Rural,40-49,48566,10801,11848
2001,Chhatrapati Sambhaji Nagar,Rural,50-59,27980,7327,12131
2001,Chhatrapati Sambhaji Nagar,Rural,60-69,25724,8889,33029
2001,Chhatrapati Sambhaji Nagar,Rural,70-79,3852,1825,20783
2001,Chhatrapati Sambhaji Nagar,Rural,80+,998,346,9923
2001,Chhatrapati Sambhaji Nagar,Urban,05-09,83,54,60691
2001,Chhatrapati Sambhaji Nagar,Urban,10-14,400,159,63776
2001,Chhatrapati Sambhaji Nagar,Urban,15-19,1514,483,49643
2001,Chhatrapati Sambhaji Nagar,Urban,20-24,4442,860,46554
2001,Chhatrapati Sambhaji Nagar,Urban,25-29,7060,1093,40772
2001,Chhatrapati Sambhaji Nagar,Urban,30-34,7950,1203,31702
2001,Chhatrapati Sambhaji Nagar,Urban,35-39,7725,1225,27332
2001,Chhatrapati Sambhaji Nagar,Urban,40-49,9659,1269,33396
2001,Chhatrapati Sambhaji Nagar,Urban,50-59,4033,589,19815
2001,Chhatrapati Sambhaji Nagar,Urban,60-69,1964,525,21399
2001,Chhatrapati Sambhaji Nagar,Urban,70-79,355,83,8940
2001,Chhatrapati Sambhaji Nagar,Urban,80+,110,18,3575
2001,Nashik,Total,05-09,1352,1177,272792
2001,Nashik,Total,10-14,13755,11004,266829
2001,Nashik,Total,15-19,54576,22150,156048
2001,Nashik,Total,20-24,84805,22050,106847
2001,Nashik,Total,25-29,89212,20799,88530
2001,Nashik,Total,30-34,89861,19283,69919
2001,Nashik,Total,35-39,87483,18174,62243
2001,Nashik,Total,40-49,119779,24800,83253
2001,Nashik,Total,50-59,62332,16143,61366
2001,Nashik,Total,60-69,34404,12966,87731
2001,Nashik,Total,70-79,5092,2525,45042
2001,Nashik,Total,80+,1320,478,15554
2001,Nashik,Rural,05-09,1229,1109,172400
2001,Nashik,Rural,10-14,12688,10473,157383
2001,Nashik,Rural,15-19,50153,20471,68950
2001,Nashik,Rural,20-24,75842,19534,26762
2001,Nashik,Rural,25-29,76104,17803,19571
2001,Nashik,Rural,30-34,75040,16130,14518
2001,Nashik,Rural,35-39,72498,15179,13118
2001,Nashik,Rural,40-49,100445,21409,19539
2001,Nashik,Rural,50-59,53559,14705,22467
2001,Nashik,Rural,60-69,30662,11984,50687
2001,Nashik,Rural,70-79,4372,2342,29010
2001,Nashik,Rural,80+,1116,434,9918
2001,Nashik,Urban,05-09,123,68,100392
2001,Nashik,Urban,10-14,1067,531,109446
2001,Nashik,Urban,15-19,4423,1679,87098
2001,Nashik,Urban,20-24,8963,2516,80085
2001,Nashik,Urban,25-29,13108,2996,68959
2001,Nashik,Urban,30-34,14821,3153,55401
2001,Nashik,Urban,35-39,14985,2995,49125
2001,Nashik,Urban,40-49,19334,3391,63714
2001,Nashik,Urban,50-59,8773,1438,38899
2001,Nashik,Urban,60-69,3742,982,37044
2001,Nashik,Urban,70-79,720,183,16032
2001,Nashik,Urban,80+,204,44,5636
2001,Thane,Total,05-09,832,992,399314
2001,Thane,Total,10-14,7778,8763,390758
2001,Thane,Total,15-19,35046,25360,287869
2001,Thane,Total,20-24,66726,29830,266727
2001,Thane,Total,25-29,83503,29824,272601
2001,Thane,Total,30-34,81423,26730,222009
2001,Thane,Total,35-39,81805,27064,196107
2001,Thane,Total,40-49,106526,33964,249122
2001,Thane,Total,50-59,43561,17568,150997
2001,Thane,Total,60-69,14480,9599,120961
2001,Thane,Total,70-79,2156,1602,50991
2001,Thane,Total,80+,726,323,18051
2001,Thane,Rural,05-09,406,796,122426
2001,Thane,Rural,10-14,5358,7796,109936
2001,Thane,Rural,15-19,23855,21409,56813
2001,Thane,Rural,20-24,34924,23133,37463
2001,Thane,Rural,25-29,38806,22732,33243
2001,Thane,Rural,30-34,37312,19982,24600
2001,Thane,Rural,35-39,37998,20176,21408
2001,Thane,Rural,40-49,50640,26287,30261
2001,Thane,Rural,50-59,23826,14571,26453
2001,Thane,Rural,60-69,9878,8231,34643
2001,Thane,Rural,70-79,1281,1324,15293
2001,Thane,Rural,80+,384,256,4986
2001,Thane,Urban,05-09,426,196,276888
2001,Thane,Urban,10-14,2420,967,280822
2001,Thane,Urban,15-19,11191,3951,231056
2001,Thane,Urban,20-24,31802,6697,229264
2001,Thane,Urban,25-29,44697,7092,239358
2001,Thane,Urban,30-34,44111,6748,197409
2001,Thane,Urban,35-39,43807,6888,174699
2001,Thane,Urban,40-49,55886,7677,218861
2001,Thane,Urban,50-59,19735,2997,124544
2001,Thane,Urban,60-69,4602,1368,86318
2001,Thane,Urban,70-79,875,278,35698
2001,Thane,Urban,80+,342,67,13065
2001,Mumbai Suburban,Total,05-09,981,274,372880
2001,Mumbai Suburban,Total,10-14,4263,1290,395606
2001,Mumbai Suburban,Total,15-19,24924,5806,343670
2001,Mumbai Suburban,Total,20-24,61355,8629,326732
2001,Mumbai Suburban,Total,25-29,74115,7688,315428
2001,Mumbai Suburban,Total,30-34,64493,7090,261393
2001,Mumbai Suburban,Total,35-39,65251,7504,243293
2001,Mumbai Suburban,Total,40-49,95040,8789,337387
2001,Mumbai Suburban,Total,50-59,42482,3558,213778
2001,Mumbai Suburban,Total,60-69,10480,1579,152481
2001,Mumbai Suburban,Total,70-79,2255,387,66271
2001,Mumbai Suburban,Total,80+,729,94,24661
2001,Mumbai Suburban,Rural,05-09,0,0,0
2001,Mumbai Suburban,Rural,10-14,0,0,0
2001,Mumbai Suburban,Rural,15-19,0,0,0
2001,Mumbai Suburban,Rural,20-24,0,0,0
2001,Mumbai Suburban,Rural,25-29,0,0,0
2001,Mumbai Suburban,Rural,30-34,0,0,0
2001,Mumbai Suburban,Rural,35-39,0,0,0
2001,Mumbai Suburban,Rural,40-49,0,0,0
2001,Mumbai Suburban,Rural,50-59,0,0,0
2001,Mumbai Suburban,Rural,60-69,0,0,0
2001,Mumbai Suburban,Rural,70-79,0,0,0
2001,Mumbai Suburban,Rural,80+,0,0,0
2001,Mumbai Suburban,Urban,05-09,981,274,372880
2001,Mumbai Suburban,Urban,10-14,4263,1290,395606
2001,Mumbai Suburban,Urban,15-19,24924,5806,343670
2001,Mumbai Suburban,Urban,20-24,61355,8629,326732
2001,Mumbai Suburban,Urban,25-29,74115,7688,315428
2001,Mumbai Suburban,Urban,30-34,64493,7090,261393
2001,Mumbai Suburban,Urban,35-39,65251,7504,243293
2001,Mumbai Suburban,Urban,40-49,95040,8789,337387
2001,Mumbai Suburban,Urban,50-59,42482,3558,213778
2001,Mumbai Suburban,Urban,60-69,10480,1579,152481
2001,Mumbai Suburban,Urban,70-79,2255,387,66271
2001,Mumbai Suburban,Urban,80+,729,94,24661
2001,Mumbai City,Total,05-09,479,124,123039
2001,Mumbai City,Total,10-14,1670,315,133622
2001,Mumbai City,Total,15-19,8778,1636,128496
2001,Mumbai City,Total,20-24,23050,2868,124035
2001,Mumbai City,Total,25-29,27811,2537,114433
2001,Mumbai City,Total,30-34,24716,2334,92779
2001,Mumbai City,Total,35-39,25507,2430,87334
2001,Mumbai City,Total,40-49,40377,3343,129466
2001,Mumbai City,Total,50-59,20816,1571,87024
2001,Mumbai City,Total,60-69,6366,795,71629
2001,Mumbai City,Total,70-79,1794,238,37634
2001,Mumbai City,Total,80+,442,64,15019
2001,Mumbai City,Rural,05-09,0,0,0
2001,Mumbai City,Rural,10-14,0,0,0
2001,Mumbai City,Rural,15-19,0,0,0
2001,Mumbai City,Rural,20-24,0,0,0
2001,Mumbai City,Rural,25-29,0,0,0
2001,Mumbai City,Rural,30-34,0,0,0
2001,Mumbai City,Rural,35-39,0,0,0
2001,Mumbai City,Rural,40-49,0,0,0
2001,Mumbai City,Rural,50-59,0,0,0
2001,Mumbai City,Rural,60-69,0,0,0
2001,Mumbai City,Rural,70-79,0,0,0
2001,Mumbai City,Rural,80+,0,0,0
2001,Mumbai City,Urban,05-09,479,124,123039
2001,Mumbai City,Urban,10-14,1670,315,133622
2001,Mumbai City,Urban,15-19,8778,1636,128496
2001,Mumbai City,Urban,20-24,23050,2868,124035
2001,Mumbai City,Urban,25-29,27811,2537,114433
2001,Mumbai City,Urban,30-34,24716,2334,92779
2001,Mumbai City,Urban,35-39,25507,2430,87334
2001,Mumbai City,Urban,40-49,40377,3343,129466
2001,Mumbai City,Urban,50-59,20816,1571,87024
2001,Mumbai City,Urban,60-69,6366,795,71629
2001,Mumbai City,Urban,70-79,1794,238,37634
2001,Mumbai City,Urban,80+,442,64,15019
2001,Raigad,Total,05-09,221,522,111120
2001,Raigad,Total,10-14,1578,4036,115550
2001,Raigad,Total,15-19,10516,15766,78891
2001,Raigad,Total,20-24,19590,19571,59602
2001,Raigad,Total,25-29,24054,19704,54995
2001,Raigad,Total,30-34,25859,17849,41459
2001,Raigad,Total,35-39,27134,17476,35428
2001,Raigad,Total,40-49,39238,23945,46339
2001,Raigad,Total,50-59,21089,15078,37556
2001,Raigad,Total,60-69,9309,8767,44975
2001,Raigad,Total,70-79,1412,1523,21562
2001,Raigad,Total,80+,311,328,7974
2001,Raigad,Rural,05-09,188,493,85622
2001,Raigad,Rural,10-14,1388,3861,88846
2001,Raigad,Rural,15-19,9519,15094,56864
2001,Raigad,Rural,20-24,17095,18473,38154
2001,Raigad,Rural,25-29,20502,18496,32710
2001,Raigad,Rural,30-34,22180,16699,23526
2001,Raigad,Rural,35-39,23366,16318,19975
2001,Raigad,Rural,40-49,34106,22448,27635
2001,Raigad,Rural,50-59,18964,14420,26388
2001,Raigad,Rural,60-69,8737,8459,35794
2001,Raigad,Rural,70-79,1273,1466,17367
2001,Raigad,Rural,80+,280,304,6463
2001,Raigad,Urban,05-09,33,29,25498
2001,Raigad,Urban,10-14,190,175,26704
2001,Raigad,Urban,15-19,997,672,22027
2001,Raigad,Urban,20-24,2495,1098,21448
2001,Raigad,Urban,25-29,3552,1208,22285
2001,Raigad,Urban,30-34,3679,1150,17933
2001,Raigad,Urban,35-39,3768,1158,15453
2001,Raigad,Urban,40-49,5132,1497,18704
2001,Raigad,Urban,50-59,2125,658,11168
2001,Raigad,Urban,60-69,572,308,9181
2001,Raigad,Urban,70-79,139,57,4195
2001,Raigad,Urban,80+,31,24,1511
2001,Pune,Total,05-09,1004,937,336581
2001,Pune,Total,10-14,7733,7043,363015
2001,Pune,Total,15-19,39270,18081,259095
2001,Pune,Total,20-24,85875,23005,228394
2001,Pune,Total,25-29,109663,23156,195844
2001,Pune,Total,30-34,112541,21552,145384
2001,Pune,Total,35-39,114264,20958,128218
2001,Pune,Total,40-49,158003,27674,179652
2001,Pune,Total,50-59,81720,16717,127916
2001,Pune,Total,60-69,42561,14147,137218
2001,Pune,Total,70-79,6840,3029,70330
2001,Pune,Total,80+,1595,560,27020
2001,Pune,Rural,05-09,750,821,151684
2001,Pune,Rural,10-14,5631,6443,157919
2001,Pune,Rural,15-19,30405,15793,81233
2001,Pune,Rural,20-24,59635,18422,45859
2001,Pune,Rural,25-29,70019,17575,34290
2001,Pune,Rural,30-34,71449,16097,23735
2001,Pune,Rural,35-39,72349,15291,20850
2001,Pune,Rural,40-49,101347,21219,29827
2001,Pune,Rural,50-59,56725,13995,29191
2001,Pune,Rural,60-69,34953,12662,55469
2001,Pune,Rural,70-79,5295,2717,32039
2001,Pune,Rural,80+,1144,488,13342
2001,Pune,Urban,05-09,254,116,184897
2001,Pune,Urban,10-14,2102,600,205096
2001,Pune,Urban,15-19,8865,2288,177862
2001,Pune,Urban,20-24,26240,4583,182535
2001,Pune,Urban,25-29,39644,5581,161554
2001,Pune,Urban,30-34,41092,5455,121649
2001,Pune,Urban,35-39,41915,5667,107368
2001,Pune,Urban,40-49,56656,6455,149825
2001,Pune,Urban,50-59,24995,2722,98725
2001,Pune,Urban,60-69,7608,1485,81749
2001,Pune,Urban,70-79,1545,312,38291
2001,Pune,Urban,80+,451,72,13678
2001,Ahilyanagar,Total,05-09,1415,1059,206011
2001,Ahilyanagar,Total,10-14,7856,7605,225006
2001,Ahilyanagar,Total,15-19,36968,17157,119551
2001,Ahilyanagar,Total,20-24,73539,20116,69378
2001,Ahilyanagar,Total,25-29,83265,20138,54181
2001,Ahilyanagar,Total,30-34,85201,18767,43097
2001,Ahilyanagar,Total,35-39,83187,17946,39459
2001,Ahilyanagar,Total,40-49,114927,24297,55066
2001,Ahilyanagar,Total,50-59,62993,15634,43546
2001,Ahilyanagar,Total,60-69,42554,15105,82534
2001,Ahilyanagar,Total,70-79,5788,2843,43973
2001,Ahilyanagar,Total,80+,1681,599,18091
2001,Ahilyanagar,Rural,05-09,1255,985,167206
2001,Ahilyanagar,Rural,10-14,7288,7328,180611
2001,Ahilyanagar,Rural,15-19,35065,16298,84386
2001,Ahilyanagar,Rural,20-24,69192,18638,38881
2001,Ahilyanagar,Rural,25-29,76938,18334,28368
2001,Ahilyanagar,Rural,30-34,78047,16768,21405
2001,Ahilyanagar,Rural,35-39,75344,15984,19454
2001,Ahilyanagar,Rural,40-49,104332,21993,29056
2001,Ahilyanagar,Rural,50-59,58230,14498,27587
2001,Ahilyanagar,Rural,60-69,40015,14194,63884
2001,Ahilyanagar,Rural,70-79,5346,2677,36008
2001,Ahilyanagar,Rural,80+,1545,550,15234
2001,Ahilyanagar,Urban,05-09,160,74,38805
2001,Ahilyanagar,Urban,10-14,568,277,44395
2001,Ahilyanagar,Urban,15-19,1903,859,35165
2001,Ahilyanagar,Urban,20-24,4347,1478,30497
2001,Ahilyanagar,Urban,25-29,6327,1804,25813
2001,Ahilyanagar,Urban,30-34,7154,1999,21692
2001,Ahilyanagar,Urban,35-39,7843,1962,20005
2001,Ahilyanagar,Urban,40-49,10595,2304,26010
2001,Ahilyanagar,Urban,50-59,4763,1136,15959
2001,Ahilyanagar,Urban,60-69,2539,911,18650
2001,Ahilyanagar,Urban,70-79,442,166,7965
2001,Ahilyanagar,Urban,80+,136,49,2857
2001,Beed,Total,05-09,442,713,126955
2001,Beed,Total,10-14,4998,5269,127758
2001,Beed,Total,15-19,19236,8057,57653
2001,Beed,Total,20-24,35384,9058,29463
2001,Beed,Total,25-29,41475,9302,24974
2001,Beed,Total,30-34,45257,9119,20604
2001,Beed,Total,35-39,43029,8439,19250
2001,Beed,Total,40-49,58667,11296,23543
2001,Beed,Total,50-59,35851,8177,17236
2001,Beed,Total,60-69,34964,11062,39520
2001,Beed,Total,70-79,5535,2604,26163
2001,Beed,Total,80+,1021,488,12886
2001,Beed,Rural,05-09,405,692,104547
2001,Beed,Rural,10-14,4865,5181,103573
2001,Beed,Rural,15-19,18822,7856,39220
2001,Beed,Rural,20-24,34282,8691,15138
2001,Beed,Rural,25-29,39582,8802,11915
2001,Beed,Rural,30-34,43077,8502,9469
2001,Beed,Rural,35-39,40737,7789,8604
2001,Beed,Rural,40-49,55640,10511,10992
2001,Beed,Rural,50-59,34371,7787,9959
2001,Beed,Rural,60-69,33930,10688,30113
2001,Beed,Rural,70-79,5326,2510,22102
2001,Beed,Rural,80+,975,478,11142
2001,Beed,Urban,05-09,37,21,22408
2001,Beed,Urban,10-14,133,88,24185
2001,Beed,Urban,15-19,414,201,18433
2001,Beed,Urban,20-24,1102,367,14325
2001,Beed,Urban,25-29,1893,500,13059
2001,Beed,Urban,30-34,2180,617,11135
2001,Beed,Urban,35-39,2292,650,10646
2001,Beed,Urban,40-49,3027,785,12551
2001,Beed,Urban,50-59,1480,390,7277
2001,Beed,Urban,60-69,1034,374,9407
2001,Beed,Urban,70-79,209,94,4061
2001,Beed,Urban,80+,46,10,1744
2001,Latur,Total,05-09,429,249,121496
2001,Latur,Total,10-14,2545,2125,125172
2001,Latur,Total,15-19,12515,7796,74177
2001,Latur,Total,20-24,25220,11822,40934
2001,Latur,Total,25-29,30140,12817,33719
2001,Latur,Total,30-34,31514,12012,26809
2001,Latur,Total,35-39,29837,10847,24008
2001,Latur,Total,40-49,38682,14022,30478
2001,Latur,Total,50-59,22957,9357,21596
2001,Latur,Total,60-69,22494,11009,44436
2001,Latur,Total,70-79,3135,1904,24969
2001,Latur,Total,80+,802,469,13125
2001,Latur,Rural,05-09,310,225,91888
2001,Latur,Rural,10-14,2307,2031,94541
2001,Latur,Rural,15-19,11931,7554,49922
2001,Latur,Rural,20-24,23789,11400,21953
2001,Latur,Rural,25-29,27824,12182,16831
2001,Latur,Rural,30-34,28954,11326,12726
2001,Latur,Rural,35-39,27268,10160,10959
2001,Latur,Rural,40-49,35418,13253,15205
2001,Latur,Rural,50-59,21391,8999,12920
2001,Latur,Rural,60-69,21371,10634,33564
2001,Latur,Rural,70-79,2919,1832,20200
2001,Latur,Rural,80+,729,438,10840
2001,Latur,Urban,05-09,119,24,29608
2001,Latur,Urban,10-14,238,94,30631
2001,Latur,Urban,15-19,584,242,24255
2001,Latur,Urban,20-24,1431,422,18981
2001,Latur,Urban,25-29,2316,635,16888
2001,Latur,Urban,30-34,2560,686,14083
2001,Latur,Urban,35-39,2569,687,13049
2001,Latur,Urban,40-49,3264,769,15273
2001,Latur,Urban,50-59,1566,358,8676
2001,Latur,Urban,60-69,1123,375,10872
2001,Latur,Urban,70-79,216,72,4769
2001,Latur,Urban,80+,73,31,2285
2001,Dharashiv,Total,05-09,600,261,80630
2001,Dharashiv,Total,10-14,2714,2069,87173
2001,Dharashiv,Total,15-19,10846,5897,46273
2001,Dharashiv,Total,20-24,19632,7449,24623
2001,Dharashiv,Total,25-29,26279,8617,20369
2001,Dharashiv,Total,30-34,26781,7835,15261
2001,Dharashiv,Total,35-39,26681,7456,13531
2001,Dharashiv,Total,40-49,34240,9658,18128
2001,Dharashiv,Total,50-59,20833,6455,13905
2001,Dharashiv,Total,60-69,23096,8506,31104
2001,Dharashiv,Total,70-79,3687,1773,18792
2001,Dharashiv,Total,80+,1065,538,10100
2001,Dharashiv,Rural,05-09,523,248,67311
2001,Dharashiv,Rural,10-14,2557,2008,72796
2001,Dharashiv,Rural,15-19,10438,5693,35403
2001,Dharashiv,Rural,20-24,18879,7129,15897
2001,Dharashiv,Rural,25-29,24984,8132,12722
2001,Dharashiv,Rural,30-34,25253,7322,8985
2001,Dharashiv,Rural,35-39,25082,6905,7897
2001,Dharashiv,Rural,40-49,32262,9029,11197
2001,Dharashiv,Rural,50-59,19731,6101,9776
2001,Dharashiv,Rural,60-69,22284,8161,25454
2001,Dharashiv,Rural,70-79,3529,1702,16272
2001,Dharashiv,Rural,80+,1013,508,8843
2001,Dharashiv,Urban,05-09,77,13,13319
2001,Dharashiv,Urban,10-14,157,61,14377
2001,Dharashiv,Urban,15-19,408,204,10870
2001,Dharashiv,Urban,20-24,753,320,8726
2001,Dharashiv,Urban,25-29,1295,485,7647
2001,Dharashiv,Urban,30-34,1528,513,6276
2001,Dharashiv,Urban,35-39,1599,551,5634
2001,Dharashiv,Urban,40-49,1978,629,6931
2001,Dharashiv,Urban,50-59,1102,354,4129
2001,Dharashiv,Urban,60-69,812,345,5650
2001,Dharashiv,Urban,70-79,158,71,2520
2001,Dharashiv,Urban,80+,52,30,1257
2001,Solapur,Total,05-09,1200,1777,204088
2001,Solapur,Total,10-14,8930,11655,205323
2001,Solapur,Total,15-19,32241,17347,107868
2001,Solapur,Total,20-24,57545,19707,74337
2001,Solapur,Total,25-29,69412,20406,61127
2001,Solapur,Total,30-34,73376,18948,47901
2001,Solapur,Total,35-39,74781,18395,44570
2001,Solapur,Total,40-49,100511,25518,62010
2001,Solapur,Total,50-59,55322,16566,48589
2001,Solapur,Total,60-69,35006,15269,72254
2001,Solapur,Total,70-79,6049,3616,40180
2001,Solapur,Total,80+,1803,876,17643
2001,Solapur,Rural,05-09,934,1692,139936
2001,Solapur,Rural,10-14,6771,11112,136062
2001,Solapur,Rural,15-19,24947,16122,56057
2001,Solapur,Rural,20-24,47181,18087,31840
2001,Solapur,Rural,25-29,56279,18305,24569
2001,Solapur,Rural,30-34,59762,16736,18402
2001,Solapur,Rural,35-39,59899,15983,16391
2001,Solapur,Rural,40-49,80616,22578,24061
2001,Solapur,Rural,50-59,45548,15057,23042
2001,Solapur,Rural,60-69,30341,14218,45235
2001,Solapur,Rural,70-79,5089,3356,27579
2001,Solapur,Rural,80+,1504,806,12501
2001,Solapur,Urban,05-09,266,85,64152
2001,Solapur,Urban,10-14,2159,543,69261
2001,Solapur,Urban,15-19,7294,1225,51811
2001,Solapur,Urban,20-24,10364,1620,42497
2001,Solapur,Urban,25-29,13133,2101,36558
2001,Solapur,Urban,30-34,13614,2212,29499
2001,Solapur,Urban,35-39,14882,2412,28179
2001,Solapur,Urban,40-49,19895,2940,37949
2001,Solapur,Urban,50-59,9774,1509,25547
2001,Solapur,Urban,60-69,4665,1051,27019
2001,Solapur,Urban,70-79,960,260,12601
2001,Solapur,Urban,80+,299,70,5142
2001,Satara,Total,05-09,310,1491,129391
2001,Satara,Total,10-14,2918,7482,143294
2001,Satara,Total,15-19,15582,16716,89347
2001,Satara,Total,20-24,35143,22211,59818
2001,Satara,Total,25-29,46125,22746,45504
2001,Satara,Total,30-34,49450,19791,33474
2001,Satara,Total,35-39,54941,20246,30470
2001,Satara,Total,40-49,81595,29175,44997
2001,Satara,Total,50-59,46893,19850,38281
2001,Satara,Total,60-69,28979,16829,63352
2001,Satara,Total,70-79,4348,3366,36563
2001,Satara,Total,80+,868,579,15427
2001,Satara,Rural,05-09,292,1484,111925
2001,Satara,Rural,10-14,2810,7360,122282
2001,Satara,Rural,15-19,15051,16427,71899
2001,Satara,Rural,20-24,33445,21590,43683
2001,Satara,Rural,25-29,43330,21913,31271
2001,Satara,Rural,30-34,46174,18919,22064
2001,Satara,Rural,35-39,51216,19364,19810
2001,Satara,Rural,40-49,76070,28007,30198
2001,Satara,Rural,50-59,44196,19271,28320
2001,Satara,Rural,60-69,27822,16451,53965
2001,Satara,Rural,70-79,4126,3260,32092
2001,Satara,Rural,80+,819,556,13748
2001,Satara,Urban,05-09,18,7,17466
2001,Satara,Urban,10-14,108,122,21012
2001,Satara,Urban,15-19,531,289,17448
2001,Satara,Urban,20-24,1698,621,16135
2001,Satara,Urban,25-29,2795,833,14233
2001,Satara,Urban,30-34,3276,872,11410
2001,Satara,Urban,35-39,3725,882,10660
2001,Satara,Urban,40-49,5525,1168,14799
2001,Satara,Urban,50-59,2697,579,9961
2001,Satara,Urban,60-69,1157,378,9387
2001,Satara,Urban,70-79,222,106,4471
2001,Satara,Urban,80+,49,23,1679
2001,Ratnagiri,Total,05-09,264,630,82628
2001,Ratnagiri,Total,10-14,2173,5678,85082
2001,Ratnagiri,Total,15-19,19128,18511,48789
2001,Ratnagiri,Total,20-24,24716,16040,32185
2001,Ratnagiri,Total,25-29,27300,15063,29242
2001,Ratnagiri,Total,30-34,28092,13413,21732
2001,Ratnagiri,Total,35-39,31214,14125,19335
2001,Ratnagiri,Total,40-49,45741,21230,29731
2001,Ratnagiri,Total,50-59,26671,16534,31625
2001,Ratnagiri,Total,60-69,12285,12560,47365
2001,Ratnagiri,Total,70-79,1833,2574,26816
2001,Ratnagiri,Total,80+,345,392,10151
2001,Ratnagiri,Rural,05-09,253,621,74247
2001,Ratnagiri,Rural,10-14,2032,5602,75814
2001,Ratnagiri,Rural,15-19,18578,18184,40568
2001,Ratnagiri,Rural,20-24,23654,15658,24712
2001,Ratnagiri,Rural,25-29,25884,14624,21801
2001,Ratnagiri,Rural,30-34,26481,12961,15790
2001,Ratnagiri,Rural,35-39,29561,13670,14028
2001,Ratnagiri,Rural,40-49,43288,20645,22533
2001,Ratnagiri,Rural,50-59,25576,16259,26465
2001,Ratnagiri,Rural,60-69,12045,12419,42926
2001,Ratnagiri,Rural,70-79,1789,2535,24624
2001,Ratnagiri,Rural,80+,337,383,9357
