District,Year,Select Industry,Govt. Employees,Semi-Govt. Employees,Private Employees
Nashik,2014,Mining,14101.0,2097,64835
Nashik,2014,Commodity Manufacturing,63.0,12,6256
Nashik,2014,"Electricity Generation, Gas, Water And Sewage Services",537.0,63,40
Nashik,2014,Construction,1873.0,310,1610
Nashik,2014,Wholesale And Retail Trade And Hotel Business,8732.0,380,4148
Nashik,2014,"Transportation, Warehousing And Transportation",29.0,472,1887
Nashik,2014,"Finance, Insurance, Real Estate And Trade Services",2227.0,3639,11651
Nashik,2014,"Collective, Social And Individual Service",16112.0,26171,3753
Nashik,2015,Agriculture,19.0,0,0
Nashik,2015,Mining,5105.0,2407,13817
Nashik,2015,Commodity Manufacturing,0.0,0,22
Nashik,2015,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Nashik,2015,Construction,0.0,0,209
Nashik,2015,Wholesale And Retail Trade And Hotel Business,61.0,6129,339
Nashik,2015,"Transportation, Warehousing And Transportation",0.0,0,220
Nashik,2015,"Finance, Insurance, Real Estate And Trade Services",0.0,39,2796
Nashik,2015,"Collective, Social And Individual Service",849.0,241,0
Nashik,2016,Agriculture,1510.0,85,210
Nashik,2016,Mining,15242.0,2118,65910
Nashik,2016,Commodity Manufacturing,75.0,17,7312
Nashik,2016,"Electricity Generation, Gas, Water And Sewage Services",714.0,85,58
Nashik,2016,Construction,2212.0,507,1810
Nashik,2016,Wholesale And Retail Trade And Hotel Business,9453.0,570,5137
Nashik,2016,"Transportation, Warehousing And Transportation",65.0,517,1952
Nashik,2016,"Finance, Insurance, Real Estate And Trade Services",2333.0,3740,12452
Nashik,2016,"Collective, Social And Individual Service",1901.0,28212,4015
Nashik,2017,Agriculture,2254.0,437,438
Nashik,2017,Mining,12883.0,216,71912
Nashik,2017,Commodity Manufacturing,27.0,1438,3701
Nashik,2017,"Electricity Generation, Gas, Water And Sewage Services",658.0,143,0
Nashik,2017,Construction,3.0,430,1034
Nashik,2017,Wholesale And Retail Trade And Hotel Business,2244.0,8212,4636
Nashik,2017,"Transportation, Warehousing And Transportation",627.0,2,2541
Nashik,2017,"Finance, Insurance, Real Estate And Trade Services",740.0,7230,19203
Nashik,2017,"Collective, Social And Individual Service",9741.0,30430,2871
Nashik,2018,Agriculture,1983.0,632,2641
Nashik,2018,Mining,12872.0,508,13069
Nashik,2018,Commodity Manufacturing,38.0,1509,1408
Nashik,2018,"Electricity Generation, Gas, Water And Sewage Services",821.0,0,859
Nashik,2018,Construction,2572.0,423,3013
Nashik,2018,Wholesale And Retail Trade And Hotel Business,2000.0,7604,9742
Nashik,2018,"Transportation, Warehousing And Transportation",416.0,2,414
Nashik,2018,"Finance, Insurance, Real Estate And Trade Services",583.0,6188,6704
Nashik,2018,"Collective, Social And Individual Service",21454.0,356,45604
Nashik,2019,Agriculture,1787.0,888,885
Nashik,2019,Mining,12047.0,535,73530
Nashik,2019,Commodity Manufacturing,0.0,1453,3638
Nashik,2019,"Electricity Generation, Gas, Water And Sewage Services",0.0,961,0
Nashik,2019,Construction,2929.0,27,1739
Nashik,2019,Wholesale And Retail Trade And Hotel Business,2763.0,6872,6637
Nashik,2019,"Transportation, Warehousing And Transportation",420.0,0,2391
Nashik,2019,"Finance, Insurance, Real Estate And Trade Services",395.0,5560,20574
Nashik,2019,"Collective, Social And Individual Service",44759.0,820,3628
Nashik,2020,Agriculture,1760.0,937,1035
Nashik,2020,Mining,11327.0,535,72150
Nashik,2020,Commodity Manufacturing,0.0,1446,3639
Nashik,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,958,0
Nashik,2020,Construction,2950.0,26,1346
Nashik,2020,Wholesale And Retail Trade And Hotel Business,3058.0,6642,6320
Nashik,2020,"Transportation, Warehousing And Transportation",409.0,0,2339
Nashik,2020,"Finance, Insurance, Real Estate And Trade Services",393.0,5378,20987
Nashik,2020,"Collective, Social And Individual Service",44353.0,912,4055
Nashik,2021,Agriculture,1653.0,824,871
Nashik,2021,Mining,211.0,119,316
Nashik,2021,Commodity Manufacturing,10931.0,535,72118
Nashik,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,1446,3641
Nashik,2021,Construction,2950.0,27,1331
Nashik,2021,Wholesale And Retail Trade And Hotel Business,59.0,196,6905
Nashik,2021,"Transportation, Warehousing And Transportation",2881.0,5585,335
Nashik,2021,"Finance, Insurance, Real Estate And Trade Services",108.0,5119,10890
Nashik,2021,"Collective, Social And Individual Service",5586.0,0,4975
Dharashiv,2012,Agriculture,879.0,37,203
Dharashiv,2012,Mining,3.0,0,4790
Dharashiv,2012,Commodity Manufacturing,90.0,0,593
Dharashiv,2012,"Electricity Generation, Gas, Water And Sewage Services",1570.0,1240,41
Dharashiv,2012,Construction,23.0,0,45
Dharashiv,2012,Wholesale And Retail Trade And Hotel Business,1032.0,3197,1102
Dharashiv,2012,"Transportation, Warehousing And Transportation",8003.0,72,865
Dharashiv,2012,"Finance, Insurance, Real Estate And Trade Services",7382.0,26,7052
Dharashiv,2012,"Collective, Social And Individual Service",2.0,0,199
Dharashiv,2013,Agriculture,782.0,25,189
Dharashiv,2013,Mining,2.0,0,4580
Dharashiv,2013,Commodity Manufacturing,79.0,0,564
Dharashiv,2013,"Electricity Generation, Gas, Water And Sewage Services",1393.0,905,39
Dharashiv,2013,Construction,19.0,0,42
Dharashiv,2013,Wholesale And Retail Trade And Hotel Business,944.0,2948,1074
Dharashiv,2013,"Transportation, Warehousing And Transportation",6996.0,68,852
Dharashiv,2013,"Finance, Insurance, Real Estate And Trade Services",7246.0,21,6993
Dharashiv,2013,"Collective, Social And Individual Service",2.0,0,188
Dharashiv,2014,Agriculture,1096.0,835,227
Dharashiv,2014,Mining,2.0,1,6390
Dharashiv,2014,Commodity Manufacturing,154.0,79,782
Dharashiv,2014,"Electricity Generation, Gas, Water And Sewage Services",1794.0,1368,122
Dharashiv,2014,Construction,1443.0,870,0
Dharashiv,2014,Wholesale And Retail Trade And Hotel Business,1249.0,3047,1067
Dharashiv,2014,"Transportation, Warehousing And Transportation",7151.0,568,1253
Dharashiv,2014,"Finance, Insurance, Real Estate And Trade Services",8123.0,7509,5261
Dharashiv,2014,"Collective, Social And Individual Service",2446.0,6463,1109
Dharashiv,2015,Agriculture,1121.0,845,252
Dharashiv,2015,Mining,20.0,7,6420
Dharashiv,2015,Commodity Manufacturing,184.0,85,802
Dharashiv,2015,"Electricity Generation, Gas, Water And Sewage Services",1830.0,1372,135
Dharashiv,2015,Construction,1463.0,873,15
Dharashiv,2015,Wholesale And Retail Trade And Hotel Business,1284.0,3052,1091
Dharashiv,2015,"Transportation, Warehousing And Transportation",7191.0,570,1281
Dharashiv,2015,"Finance, Insurance, Real Estate And Trade Services",8150.0,7515,5280
Dharashiv,2015,"Collective, Social And Individual Service",2465.0,6467,1133
Dharashiv,2016,Agriculture,1141.0,855,263
Dharashiv,2016,Mining,25.0,11,6437
Dharashiv,2016,Commodity Manufacturing,190.0,91,812
Dharashiv,2016,"Electricity Generation, Gas, Water And Sewage Services",1833.0,1387,141
Dharashiv,2016,Construction,1467.0,884,19
Dharashiv,2016,Wholesale And Retail Trade And Hotel Business,1293.0,3071,1110
Dharashiv,2016,"Transportation, Warehousing And Transportation",7202.0,582,1295
Dharashiv,2016,"Finance, Insurance, Real Estate And Trade Services",8165.0,7530,5301
Dharashiv,2016,"Collective, Social And Individual Service",2512.0,6480,1214
Dharashiv,2017,Agriculture,1146.0,858,306
Dharashiv,2017,Mining,27.0,12,6492
Dharashiv,2017,Commodity Manufacturing,193.0,93,851
Dharashiv,2017,"Electricity Generation, Gas, Water And Sewage Services",1840.0,1394,168
Dharashiv,2017,Construction,1470.0,887,40
Dharashiv,2017,Wholesale And Retail Trade And Hotel Business,1306.0,3077,1161
Dharashiv,2017,"Transportation, Warehousing And Transportation",7219.0,587,1357
Dharashiv,2017,"Finance, Insurance, Real Estate And Trade Services",8175.0,7537,5452
Dharashiv,2017,"Collective, Social And Individual Service",2521.0,6486,1281
Dharashiv,2018,Agriculture,1186.0,860,323
Dharashiv,2018,Mining,30.0,12,6535
Dharashiv,2018,Commodity Manufacturing,205.0,93,983
Dharashiv,2018,"Electricity Generation, Gas, Water And Sewage Services",1860.0,1396,203
Dharashiv,2018,Construction,1501.0,890,55
Dharashiv,2018,Wholesale And Retail Trade And Hotel Business,1380.0,3080,1225
Dharashiv,2018,"Transportation, Warehousing And Transportation",7300.0,591,1397
Dharashiv,2018,"Finance, Insurance, Real Estate And Trade Services",8200.0,7545,5662
Dharashiv,2018,"Collective, Social And Individual Service",2535.0,6488,1301
Dharashiv,2019,Agriculture,1190.0,865,329
Dharashiv,2019,Mining,30.0,12,6540
Dharashiv,2019,Commodity Manufacturing,208.0,95,983
Dharashiv,2019,"Electricity Generation, Gas, Water And Sewage Services",1865.0,1397,205
Dharashiv,2019,Construction,1501.0,891,57
Dharashiv,2019,Wholesale And Retail Trade And Hotel Business,1390.0,3081,1235
Dharashiv,2019,"Transportation, Warehousing And Transportation",7315.0,591,1415
Dharashiv,2019,"Finance, Insurance, Real Estate And Trade Services",8732.0,7546,5833
Dharashiv,2019,"Collective, Social And Individual Service",4388.0,6497,1400
Dharashiv,2020,Agriculture,763.0,40,125
Dharashiv,2020,Mining,0.0,0,0
Dharashiv,2020,Commodity Manufacturing,124.0,15,4808
Dharashiv,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,1178,60
Dharashiv,2020,Construction,1043.0,0,1055
Dharashiv,2020,Wholesale And Retail Trade And Hotel Business,44.0,21,736
Dharashiv,2020,"Transportation, Warehousing And Transportation",981.0,2715,163
Dharashiv,2020,"Finance, Insurance, Real Estate And Trade Services",120.0,697,1375
Dharashiv,2020,"Collective, Social And Individual Service",22778.0,3272,9702
Dharashiv,2021,Agriculture,721.0,41,125
Dharashiv,2021,Mining,0.0,0,0
Dharashiv,2021,Commodity Manufacturing,124.0,15,4777
Dharashiv,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,1175,60
Dharashiv,2021,Construction,1038.0,0,1105
Dharashiv,2021,Wholesale And Retail Trade And Hotel Business,46.0,21,714
Dharashiv,2021,"Transportation, Warehousing And Transportation",980.0,2715,163
Dharashiv,2021,"Finance, Insurance, Real Estate And Trade Services",113.0,652,1410
Dharashiv,2021,"Collective, Social And Individual Service",22613.0,3271,9692
Palghar,2014,Agriculture,3527.0,268,184
Palghar,2014,Mining,0.0,0,179
Palghar,2014,Commodity Manufacturing,176.0,519,80167
Palghar,2014,"Electricity Generation, Gas, Water And Sewage Services",367.0,5551,3151
Palghar,2014,Construction,2664.0,3287,1427
Palghar,2014,Wholesale And Retail Trade And Hotel Business,84.0,0,7059
Palghar,2014,"Transportation, Warehousing And Transportation",317.0,13892,778
Palghar,2014,"Finance, Insurance, Real Estate And Trade Services",3276.0,9097,47879
Palghar,2014,"Collective, Social And Individual Service",40385.0,38291,41777
Palghar,2015,Agriculture,3547.0,264,187
Palghar,2015,Mining,0.0,0,184
Palghar,2015,Commodity Manufacturing,179.0,531,80238
Palghar,2015,"Electricity Generation, Gas, Water And Sewage Services",396.0,5564,3188
Palghar,2015,Construction,2679.0,3308,2008
Palghar,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,7069
Palghar,2015,"Transportation, Warehousing And Transportation",352.0,14021,804
Palghar,2015,"Finance, Insurance, Real Estate And Trade Services",3362.0,9463,48209
Palghar,2015,"Collective, Social And Individual Service",40392.0,37992,42174
Palghar,2016,Agriculture,0.0,0,0
Palghar,2016,Mining,0.0,0,0
Palghar,2016,Commodity Manufacturing,0.0,0,0
Palghar,2016,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Palghar,2016,Construction,0.0,0,0
Palghar,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,0
Palghar,2016,"Transportation, Warehousing And Transportation",0.0,0,0
Palghar,2016,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2016,"Collective, Social And Individual Service",0.0,0,0
Palghar,2017,Agriculture,0.0,0,0
Palghar,2017,Mining,0.0,0,0
Palghar,2017,Commodity Manufacturing,0.0,0,0
Palghar,2017,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Palghar,2017,Construction,0.0,0,0
Palghar,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,0
Palghar,2017,"Transportation, Warehousing And Transportation",0.0,0,0
Palghar,2017,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2017,"Collective, Social And Individual Service",0.0,0,0
Palghar,2018,Agriculture,0.0,0,0
Palghar,2018,Mining,0.0,0,0
Palghar,2018,Commodity Manufacturing,0.0,0,0
Palghar,2018,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Palghar,2018,Construction,0.0,0,0
Palghar,2018,Wholesale And Retail Trade And Hotel Business,0.0,0,0
Palghar,2018,"Transportation, Warehousing And Transportation",0.0,0,0
Palghar,2018,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2018,"Collective, Social And Individual Service",0.0,0,0
Palghar,2019,Agriculture,0.0,0,0
Palghar,2019,Mining,0.0,0,0
Palghar,2019,Commodity Manufacturing,0.0,0,3700
Palghar,2019,"Electricity Generation, Gas, Water And Sewage Services",1427.0,0,459
Palghar,2019,Construction,0.0,0,151
Palghar,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,304
Palghar,2019,"Transportation, Warehousing And Transportation",0.0,493,677
Palghar,2019,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2019,"Collective, Social And Individual Service",0.0,0,0
Palghar,2020,Agriculture,0.0,0,0
Palghar,2020,Mining,0.0,0,0
Palghar,2020,Commodity Manufacturing,0.0,0,3200
Palghar,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Palghar,2020,Construction,0.0,0,0
Palghar,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,0
Palghar,2020,"Transportation, Warehousing And Transportation",0.0,0,0
Palghar,2020,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2020,"Collective, Social And Individual Service",0.0,0,0
Palghar,2021,Agriculture,0.0,0,0
Palghar,2021,Mining,0.0,0,0
Palghar,2021,Commodity Manufacturing,0.0,0,3800
Palghar,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,0
Palghar,2021,Construction,0.0,0,0
Palghar,2021,Wholesale And Retail Trade And Hotel Business,0.0,0,0
Palghar,2021,"Transportation, Warehousing And Transportation",0.0,0,0
Palghar,2021,"Finance, Insurance, Real Estate And Trade Services",0.0,0,0
Palghar,2021,"Collective, Social And Individual Service",0.0,0,0
Parbhani,2013,Agriculture,769.0,78,17
Parbhani,2013,Mining,0.0,0,0
Parbhani,2013,Commodity Manufacturing,0.0,0,16
Parbhani,2013,"Electricity Generation, Gas, Water And Sewage Services",1509.0,1457,19
Parbhani,2013,Construction,62.0,0,56
Parbhani,2013,Wholesale And Retail Trade And Hotel Business,234.0,3201,155
Parbhani,2013,"Transportation, Warehousing And Transportation",7889.0,2933,1532
Parbhani,2013,"Finance, Insurance, Real Estate And Trade Services",3431.0,6233,5120
Parbhani,2013,"Collective, Social And Individual Service",89.0,8,137
Parbhani,2014,Agriculture,769.0,78,17
Parbhani,2014,Mining,0.0,0,0
Parbhani,2014,Commodity Manufacturing,0.0,0,16
Parbhani,2014,"Electricity Generation, Gas, Water And Sewage Services",1533.0,1460,21
Parbhani,2014,Construction,56.0,0,52
Parbhani,2014,Wholesale And Retail Trade And Hotel Business,234.0,3201,155
Parbhani,2014,"Transportation, Warehousing And Transportation",7889.0,2933,1532
Parbhani,2014,"Finance, Insurance, Real Estate And Trade Services",3453.0,7231,6133
Parbhani,2014,"Collective, Social And Individual Service",91.0,8,137
Parbhani,2015,Agriculture,769.0,78,17
Parbhani,2015,Mining,0.0,0,0
Parbhani,2015,Commodity Manufacturing,0.0,0,16
Parbhani,2015,"Electricity Generation, Gas, Water And Sewage Services",1533.0,1460,21
Parbhani,2015,Construction,56.0,0,52
Parbhani,2015,Wholesale And Retail Trade And Hotel Business,234.0,3201,155
Parbhani,2015,"Transportation, Warehousing And Transportation",7889.0,2933,1532
Parbhani,2015,"Finance, Insurance, Real Estate And Trade Services",3723.0,7371,7093
Parbhani,2015,"Collective, Social And Individual Service",91.0,8,137
Parbhani,2016,Agriculture,769.0,78,17
Parbhani,2016,Mining,0.0,0,0
Parbhani,2016,Commodity Manufacturing,0.0,0,16
Parbhani,2016,"Electricity Generation, Gas, Water And Sewage Services",1533.0,1460,21
Parbhani,2016,Construction,56.0,0,52
Parbhani,2016,Wholesale And Retail Trade And Hotel Business,234.0,3201,155
Parbhani,2016,"Transportation, Warehousing And Transportation",7889.0,2933,1532
Parbhani,2016,"Finance, Insurance, Real Estate And Trade Services",3723.0,7371,7203
Parbhani,2016,"Collective, Social And Individual Service",91.0,8,137
Parbhani,2017,Agriculture,772.0,78,17
Parbhani,2017,Mining,0.0,0,0
Parbhani,2017,Commodity Manufacturing,0.0,0,22
Parbhani,2017,"Electricity Generation, Gas, Water And Sewage Services",1605.0,1485,30
Parbhani,2017,Construction,56.0,0,60
Parbhani,2017,Wholesale And Retail Trade And Hotel Business,309.0,3230,170
Parbhani,2017,"Transportation, Warehousing And Transportation",7910.0,2942,1513
