Year,District,Taluka,Road Type,Length
2015,Dharashiv,Washi,Rural roads,441.94
2015,Dharashiv,Kalamb,National Highways,21.0
2015,Dharashiv,Kalamb,Expressway,0.0
2015,Dharashiv,Kalamb,Major State Highways,0.0
2015,Dharashiv,Kalamb,State highways,137.0
2015,Dharashiv,Kalamb,Major district roads,185.75
2015,Dharashiv,Kalamb,Other district roads,157.8
2015,Dharashiv,Kalamb,District Roads,343.55
2015,Dharashiv,Kalamb,Rural roads,469.5
2015,Dharashiv,Dharashiv,National Highways,37.0
2015,Dharashiv,Dharashiv,Expressway,0.0
2015,Dharashiv,Dharashiv,Major State Highways,24.0
2015,Dharashiv,Dharashiv,State highways,352.8
2015,Dharashiv,Dharashiv,Major district roads,340.4
2015,Dharashiv,Dharashiv,Other district roads,358.1
2015,Dharashiv,Dharashiv,District Roads,698.5
2015,Dharashiv,Dharashiv,Rural roads,597.22
2015,Dharashiv,Tuljapur,National Highways,66.0
2015,Dharashiv,Tuljapur,Expressway,0.0
2015,Dharashiv,Tuljapur,Major State Highways,14.6
2015,Dharashiv,Tuljapur,State highways,112.3
2015,Dharashiv,Tuljapur,Major district roads,235.0
2015,Dharashiv,Tuljapur,Other district roads,280.0
2015,Dharashiv,Tuljapur,District Roads,515.0
2015,Dharashiv,Tuljapur,Rural roads,449.17
2015,Dharashiv,Lohara,National Highways,5.0
2015,Dharashiv,Lohara,Expressway,0.0
2015,Dharashiv,Lohara,Major State Highways,0.0
2015,Dharashiv,Lohara,State highways,88.7
2015,Dharashiv,Lohara,Major district roads,71.8
2015,Dharashiv,Lohara,Other district roads,193.85
2015,Dharashiv,Lohara,District Roads,265.65
2015,Dharashiv,Lohara,Rural roads,391.77
2015,Dharashiv,Umaraga,National Highways,49.0
2015,Dharashiv,Umaraga,Expressway,0.0
2015,Dharashiv,Umaraga,Major State Highways,0.0
2015,Dharashiv,Umaraga,State highways,136.7
2015,Dharashiv,Umaraga,Major district roads,136.8
2015,Dharashiv,Umaraga,Other district roads,191.7
2015,Dharashiv,Umaraga,District Roads,328.5
2015,Dharashiv,Umaraga,Rural roads,474.91
2016,Dharashiv,Paranda,National Highways,0.0
2016,Dharashiv,Paranda,Expressway,0.0
2016,Dharashiv,Paranda,Major State Highways,0.0
2016,Dharashiv,Paranda,State highways,79.0
2016,Dharashiv,Paranda,Major district roads,226.3
2016,Dharashiv,Paranda,Other district roads,102.95
2016,Dharashiv,Paranda,District Roads,329.25
2016,Dharashiv,Paranda,Rural roads,445.61
2016,Dharashiv,Bhum,National Highways,0.0
2016,Dharashiv,Bhum,Expressway,0.0
2016,Dharashiv,Bhum,Major State Highways,0.0
2016,Dharashiv,Bhum,State highways,91.4
2016,Dharashiv,Bhum,Major district roads,128.1
2016,Dharashiv,Bhum,Other district roads,218.7
2016,Dharashiv,Bhum,District Roads,346.8
2016,Dharashiv,Bhum,Rural roads,342.07
2016,Dharashiv,Washi,National Highways,0.0
2016,Dharashiv,Washi,Expressway,0.0
2016,Dharashiv,Washi,Major State Highways,0.0
2016,Dharashiv,Washi,State highways,59.8
2016,Dharashiv,Washi,Major district roads,92.8
2016,Dharashiv,Washi,Other district roads,96.6
2016,Dharashiv,Washi,District Roads,189.4
2016,Dharashiv,Washi,Rural roads,287.22
2016,Dharashiv,Kalamb,National Highways,0.0
2016,Dharashiv,Kalamb,Expressway,0.0
2016,Dharashiv,Kalamb,Major State Highways,0.0
2016,Dharashiv,Kalamb,State highways,148.0
2016,Dharashiv,Kalamb,Major district roads,116.7
2016,Dharashiv,Kalamb,Other district roads,176.3
2016,Dharashiv,Kalamb,District Roads,293.0
2016,Dharashiv,Kalamb,Rural roads,491.1
2016,Dharashiv,Dharashiv,National Highways,34.3
2016,Dharashiv,Dharashiv,Expressway,0.0
2016,Dharashiv,Dharashiv,Major State Highways,0.0
2016,Dharashiv,Dharashiv,State highways,254.37
2016,Dharashiv,Dharashiv,Major district roads,314.55
2016,Dharashiv,Dharashiv,Other district roads,417.6
2016,Dharashiv,Dharashiv,District Roads,732.15
2016,Dharashiv,Dharashiv,Rural roads,564.37
2016,Dharashiv,Tuljapur,National Highways,0.0
2016,Dharashiv,Tuljapur,Expressway,0.0
2016,Dharashiv,Tuljapur,Major State Highways,0.0
2016,Dharashiv,Tuljapur,State highways,90.3
2016,Dharashiv,Tuljapur,Major district roads,241.6
2016,Dharashiv,Tuljapur,Other district roads,325.0
2016,Dharashiv,Tuljapur,District Roads,566.6
2016,Dharashiv,Tuljapur,Rural roads,757.22
2016,Dharashiv,Lohara,National Highways,0.0
2016,Dharashiv,Lohara,Expressway,0.0
2016,Dharashiv,Lohara,Major State Highways,0.0
2016,Dharashiv,Lohara,State highways,87.1
2016,Dharashiv,Lohara,Major district roads,91.7
2016,Dharashiv,Lohara,Other district roads,84.6
2016,Dharashiv,Lohara,District Roads,176.3
2016,Dharashiv,Lohara,Rural roads,311.53
2016,Dharashiv,Umaraga,National Highways,50.8
2016,Dharashiv,Umaraga,Expressway,0.0
2016,Dharashiv,Umaraga,Major State Highways,0.0
2016,Dharashiv,Umaraga,State highways,83.65
2016,Dharashiv,Umaraga,Major district roads,132.1
2016,Dharashiv,Umaraga,Other district roads,218.0
2016,Dharashiv,Umaraga,District Roads,350.1
2016,Dharashiv,Umaraga,Rural roads,699.59
2017,Dharashiv,Paranda,National Highways,0.0
2017,Dharashiv,Paranda,Expressway,0.0
2017,Dharashiv,Paranda,Major State Highways,0.0
2017,Dharashiv,Paranda,State highways,79.0
2017,Dharashiv,Paranda,Major district roads,225.5
2017,Dharashiv,Paranda,Other district roads,102.95
2017,Dharashiv,Paranda,District Roads,328.45
2017,Dharashiv,Paranda,Rural roads,487.61
2017,Dharashiv,Bhum,National Highways,0.0
2017,Dharashiv,Bhum,Expressway,0.0
2017,Dharashiv,Bhum,Major State Highways,0.0
2017,Dharashiv,Bhum,State highways,91.4
2017,Dharashiv,Bhum,Major district roads,128.1
2017,Dharashiv,Bhum,Other district roads,218.7
2017,Dharashiv,Bhum,District Roads,346.8
2017,Dharashiv,Bhum,Rural roads,344.23
2017,Dharashiv,Washi,National Highways,0.0
2017,Dharashiv,Washi,Expressway,0.0
2017,Dharashiv,Washi,Major State Highways,0.0
2017,Dharashiv,Washi,State highways,59.8
2017,Dharashiv,Washi,Major district roads,92.8
2017,Dharashiv,Washi,Other district roads,96.6
2017,Dharashiv,Washi,District Roads,189.4
2017,Dharashiv,Washi,Rural roads,298.72
2017,Dharashiv,Kalamb,National Highways,0.0
2017,Dharashiv,Kalamb,Expressway,0.0
2017,Dharashiv,Kalamb,Major State Highways,0.0
2017,Dharashiv,Kalamb,State highways,148.0
2017,Dharashiv,Kalamb,Major district roads,116.7
2017,Dharashiv,Kalamb,Other district roads,176.3
2017,Dharashiv,Kalamb,District Roads,293.0
2017,Dharashiv,Kalamb,Rural roads,489.18
2017,Dharashiv,Dharashiv,National Highways,34.3
2017,Dharashiv,Dharashiv,Expressway,0.0
2017,Dharashiv,Dharashiv,Major State Highways,0.0
2017,Dharashiv,Dharashiv,State highways,254.37
2017,Dharashiv,Dharashiv,Major district roads,314.55
2017,Dharashiv,Dharashiv,Other district roads,417.6
2017,Dharashiv,Dharashiv,District Roads,732.15
2017,Dharashiv,Dharashiv,Rural roads,564.37
2017,Dharashiv,Tuljapur,National Highways,8.5
2017,Dharashiv,Tuljapur,Expressway,0.0
2017,Dharashiv,Tuljapur,Major State Highways,7.5
2017,Dharashiv,Tuljapur,State highways,93.3
2017,Dharashiv,Tuljapur,Major district roads,241.6
2017,Dharashiv,Tuljapur,Other district roads,325.0
2017,Dharashiv,Tuljapur,District Roads,566.6
2017,Dharashiv,Tuljapur,Rural roads,751.12
2017,Dharashiv,Lohara,National Highways,0.0
2017,Dharashiv,Lohara,Expressway,0.0
2017,Dharashiv,Lohara,Major State Highways,0.0
2017,Dharashiv,Lohara,State highways,87.1
2017,Dharashiv,Lohara,Major district roads,91.7
2017,Dharashiv,Lohara,Other district roads,84.6
2017,Dharashiv,Lohara,District Roads,176.3
2017,Dharashiv,Lohara,Rural roads,335.63
2017,Dharashiv,Umaraga,National Highways,50.8
2017,Dharashiv,Umaraga,Expressway,0.0
2017,Dharashiv,Umaraga,Major State Highways,0.0
2017,Dharashiv,Umaraga,State highways,83.65
2017,Dharashiv,Umaraga,Major district roads,132.1
2017,Dharashiv,Umaraga,Other district roads,218.0
2017,Dharashiv,Umaraga,District Roads,350.1
2017,Dharashiv,Umaraga,Rural roads,670.27
2018,Dharashiv,Paranda,National Highways,0.0
2018,Dharashiv,Paranda,Expressway,0.0
2018,Dharashiv,Paranda,Major State Highways,0.0
2018,Dharashiv,Paranda,State highways,79.0
2018,Dharashiv,Paranda,Major district roads,226.3
2018,Dharashiv,Paranda,Other district roads,102.95
2018,Dharashiv,Paranda,District Roads,329.25
2018,Dharashiv,Paranda,Rural roads,480.41
2018,Dharashiv,Bhum,National Highways,0.0
2018,Dharashiv,Bhum,Expressway,0.0
2018,Dharashiv,Bhum,Major State Highways,0.0
2018,Dharashiv,Bhum,State highways,91.4
2018,Dharashiv,Bhum,Major district roads,128.1
2018,Dharashiv,Bhum,Other district roads,218.7
2018,Dharashiv,Bhum,District Roads,346.8
2018,Dharashiv,Bhum,Rural roads,351.02
2018,Dharashiv,Washi,National Highways,0.0
2018,Dharashiv,Washi,Expressway,0.0
2018,Dharashiv,Washi,Major State Highways,0.0
2018,Dharashiv,Washi,State highways,59.8
2018,Dharashiv,Washi,Major district roads,92.8
2018,Dharashiv,Washi,Other district roads,96.6
2018,Dharashiv,Washi,District Roads,189.4
2018,Dharashiv,Washi,Rural roads,298.72
2018,Dharashiv,Kalamb,National Highways,0.0
2018,Dharashiv,Kalamb,Expressway,0.0
2018,Dharashiv,Kalamb,Major State Highways,0.0
2018,Dharashiv,Kalamb,State highways,148.0
2018,Dharashiv,Kalamb,Major district roads,116.7
2018,Dharashiv,Kalamb,Other district roads,176.3
2018,Dharashiv,Kalamb,District Roads,293.0
2018,Dharashiv,Kalamb,Rural roads,489.18
2018,Dharashiv,Dharashiv,National Highways,34.2
2018,Dharashiv,Dharashiv,Expressway,0.0
2018,Dharashiv,Dharashiv,Major State Highways,0.0
2018,Dharashiv,Dharashiv,State highways,254.37
2018,Dharashiv,Dharashiv,Major district roads,314.55
2018,Dharashiv,Dharashiv,Other district roads,417.6
2018,Dharashiv,Dharashiv,District Roads,732.15
2018,Dharashiv,Dharashiv,Rural roads,604.0
2018,Dharashiv,Tuljapur,National Highways,43.85
2018,Dharashiv,Tuljapur,Expressway,0.0
2018,Dharashiv,Tuljapur,Major State Highways,9.65
2018,Dharashiv,Tuljapur,State highways,62.1
2018,Dharashiv,Tuljapur,Major district roads,241.6
2018,Dharashiv,Tuljapur,Other district roads,325.0
2018,Dharashiv,Tuljapur,District Roads,566.6
2018,Dharashiv,Tuljapur,Rural roads,808.72
2018,Dharashiv,Lohara,National Highways,0.0
2018,Dharashiv,Lohara,Expressway,0.0
2018,Dharashiv,Lohara,Major State Highways,0.0
2018,Dharashiv,Lohara,State highways,87.1
2018,Dharashiv,Lohara,Major district roads,91.7
2018,Dharashiv,Lohara,Other district roads,84.6
2018,Dharashiv,Lohara,District Roads,176.3
2018,Dharashiv,Lohara,Rural roads,317.33
2018,Dharashiv,Umaraga,National Highways,50.9
2018,Dharashiv,Umaraga,Expressway,0.0
2018,Dharashiv,Umaraga,Major State Highways,0.0
2018,Dharashiv,Umaraga,State highways,83.65
2018,Dharashiv,Umaraga,Major district roads,132.1
2018,Dharashiv,Umaraga,Other district roads,218.0
2018,Dharashiv,Umaraga,District Roads,350.1
2018,Dharashiv,Umaraga,Rural roads,585.14
2019,Dharashiv,Paranda,National Highways,0.0
2019,Dharashiv,Paranda,Expressway,0.0
2019,Dharashiv,Paranda,Major State Highways,0.0
2019,Dharashiv,Paranda,State highways,78.8
2019,Dharashiv,Paranda,Major district roads,215.5
2019,Dharashiv,Paranda,Other district roads,149.75
2019,Dharashiv,Paranda,District Roads,365.25
2019,Dharashiv,Paranda,Rural roads,433.61
2019,Dharashiv,Bhum,National Highways,0.0
2019,Dharashiv,Bhum,Expressway,0.0
2019,Dharashiv,Bhum,Major State Highways,0.0
2019,Dharashiv,Bhum,State highways,89.6
2019,Dharashiv,Bhum,Major district roads,131.3
2019,Dharashiv,Bhum,Other district roads,222.7
2019,Dharashiv,Bhum,District Roads,354.0
2019,Dharashiv,Bhum,Rural roads,349.57
2019,Dharashiv,Washi,National Highways,0.0
2019,Dharashiv,Washi,Expressway,0.0
2019,Dharashiv,Washi,Major State Highways,0.0
2019,Dharashiv,Washi,State highways,59.8
2019,Dharashiv,Washi,Major district roads,89.8
2019,Dharashiv,Washi,Other district roads,101.7
2019,Dharashiv,Washi,District Roads,191.5
2019,Dharashiv,Washi,Rural roads,325.52
2019,Dharashiv,Kalamb,National Highways,0.0
2019,Dharashiv,Kalamb,Expressway,0.0
2019,Dharashiv,Kalamb,Major State Highways,0.0
2019,Dharashiv,Kalamb,State highways,138.7
2019,Dharashiv,Kalamb,Major district roads,116.7
2019,Dharashiv,Kalamb,Other district roads,176.3
2019,Dharashiv,Kalamb,District Roads,293.0
2019,Dharashiv,Kalamb,Rural roads,491.88
2019,Dharashiv,Dharashiv,National Highways,34.3
2019,Dharashiv,Dharashiv,Expressway,0.0
2019,Dharashiv,Dharashiv,Major State Highways,0.0
2019,Dharashiv,Dharashiv,State highways,254.37
2019,Dharashiv,Dharashiv,Major district roads,314.55
2019,Dharashiv,Dharashiv,Other district roads,417.6
2019,Dharashiv,Dharashiv,District Roads,732.15
2019,Dharashiv,Dharashiv,Rural roads,621.37
2019,Dharashiv,Tuljapur,National Highways,43.42
2019,Dharashiv,Tuljapur,Expressway,0.0
2019,Dharashiv,Tuljapur,Major State Highways,9.95
2019,Dharashiv,Tuljapur,State highways,62.3
2019,Dharashiv,Tuljapur,Major district roads,241.6
2019,Dharashiv,Tuljapur,Other district roads,326.5
2019,Dharashiv,Tuljapur,District Roads,568.1
2019,Dharashiv,Tuljapur,Rural roads,814.65
2019,Dharashiv,Lohara,National Highways,0.0
2019,Dharashiv,Lohara,Expressway,0.0
2019,Dharashiv,Lohara,Major State Highways,0.0
2019,Dharashiv,Lohara,State highways,87.1
2019,Dharashiv,Lohara,Major district roads,91.7
2019,Dharashiv,Lohara,Other district roads,112.6
2019,Dharashiv,Lohara,District Roads,204.3
2019,Dharashiv,Lohara,Rural roads,289.53
2019,Dharashiv,Umaraga,National Highways,50.8
2019,Dharashiv,Umaraga,Expressway,0.0
2019,Dharashiv,Umaraga,Major State Highways,0.0
2019,Dharashiv,Umaraga,State highways,86.64
2019,Dharashiv,Umaraga,Major district roads,132.1
2019,Dharashiv,Umaraga,Other district roads,266.0
2019,Dharashiv,Umaraga,District Roads,398.1
2019,Dharashiv,Umaraga,Rural roads,563.27
2020,Dharashiv,Paranda,National Highways,0.0
2020,Dharashiv,Paranda,Expressway,0.0
2020,Dharashiv,Paranda,Major State Highways,0.0
2020,Dharashiv,Paranda,State highways,78.8
2020,Dharashiv,Paranda,Major district roads,215.5
2020,Dharashiv,Paranda,Other district roads,102.95
2020,Dharashiv,Paranda,District Roads,318.45
2020,Dharashiv,Paranda,Rural roads,458.61
2020,Dharashiv,Bhum,National Highways,0.0
2020,Dharashiv,Bhum,Expressway,0.0
2020,Dharashiv,Bhum,Major State Highways,0.0
2020,Dharashiv,Bhum,State highways,89.6
2020,Dharashiv,Bhum,Major district roads,131.3
2020,Dharashiv,Bhum,Other district roads,218.7
2020,Dharashiv,Bhum,District Roads,350.0
2020,Dharashiv,Bhum,Rural roads,359.01
2020,Dharashiv,Washi,National Highways,0.0
2020,Dharashiv,Washi,Expressway,0.0
2020,Dharashiv,Washi,Major State Highways,0.0
2020,Dharashiv,Washi,State highways,59.8
2020,Dharashiv,Washi,Major district roads,89.8
2020,Dharashiv,Washi,Other district roads,96.6
2020,Dharashiv,Washi,District Roads,186.4
2020,Dharashiv,Washi,Rural roads,319.22
2020,Dharashiv,Kalamb,National Highways,0.0
2020,Dharashiv,Kalamb,Expressway,0.0
2020,Dharashiv,Kalamb,Major State Highways,0.0
2020,Dharashiv,Kalamb,State highways,138.7
2020,Dharashiv,Kalamb,Major district roads,116.7
2020,Dharashiv,Kalamb,Other district roads,176.3
2020,Dharashiv,Kalamb,District Roads,293.0
2020,Dharashiv,Kalamb,Rural roads,491.88
2020,Dharashiv,Dharashiv,National Highways,34.3
2020,Dharashiv,Dharashiv,Expressway,0.0
2020,Dharashiv,Dharashiv,Major State Highways,0.0
2020,Dharashiv,Dharashiv,State highways,254.37
2020,Dharashiv,Dharashiv,Major district roads,314.55
2020,Dharashiv,Dharashiv,Other district roads,417.6
2020,Dharashiv,Dharashiv,District Roads,732.15
2020,Dharashiv,Dharashiv,Rural roads,689.97
2020,Dharashiv,Tuljapur,National Highways,44.32
2020,Dharashiv,Tuljapur,Expressway,0.0
2020,Dharashiv,Tuljapur,Major State Highways,15.3
2020,Dharashiv,Tuljapur,State highways,62.3
2020,Dharashiv,Tuljapur,Major district roads,245.85
2020,Dharashiv,Tuljapur,Other district roads,319.1
2020,Dharashiv,Tuljapur,District Roads,564.95
2020,Dharashiv,Tuljapur,Rural roads,824.31
2020,Dharashiv,Lohara,National Highways,0.0
2020,Dharashiv,Lohara,Expressway,0.0
2020,Dharashiv,Lohara,Major State Highways,0.0
2020,Dharashiv,Lohara,State highways,87.1
2020,Dharashiv,Lohara,Major district roads,91.7
2020,Dharashiv,Lohara,Other district roads,84.6
2020,Dharashiv,Lohara,District Roads,176.3
2020,Dharashiv,Lohara,Rural roads,310.53
2020,Dharashiv,Umaraga,National Highways,50.8
2020,Dharashiv,Umaraga,Expressway,0.0
2020,Dharashiv,Umaraga,Major State Highways,0.0
2020,Dharashiv,Umaraga,State highways,86.64
2020,Dharashiv,Umaraga,Major district roads,240.76
2020,Dharashiv,Umaraga,Other district roads,218.0
2020,Dharashiv,Umaraga,District Roads,458.76
2020,Dharashiv,Umaraga,Rural roads,639.57
2021,Dharashiv,Paranda,National Highways,0.0
2021,Dharashiv,Paranda,Expressway,0.0
2021,Dharashiv,Paranda,Major State Highways,0.0
2021,Dharashiv,Paranda,State highways,78.8
2021,Dharashiv,Paranda,Major district roads,215.5
2021,Dharashiv,Paranda,Other district roads,102.95
2021,Dharashiv,Paranda,District Roads,318.45
2021,Dharashiv,Paranda,Rural roads,495.11
2021,Dharashiv,Bhum,National Highways,0.0
2021,Dharashiv,Bhum,Expressway,0.0
2021,Dharashiv,Bhum,Major State Highways,0.0
2021,Dharashiv,Bhum,State highways,89.6
2021,Dharashiv,Bhum,Major district roads,131.3
2021,Dharashiv,Bhum,Other district roads,218.7
2021,Dharashiv,Bhum,District Roads,350.0
2021,Dharashiv,Bhum,Rural roads,360.92
2021,Dharashiv,Washi,National Highways,0.0
2021,Dharashiv,Washi,Expressway,0.0
2021,Dharashiv,Washi,Major State Highways,0.0
2021,Dharashiv,Washi,State highways,59.8
2021,Dharashiv,Washi,Major district roads,89.8
2021,Dharashiv,Washi,Other district roads,96.6
2021,Dharashiv,Washi,District Roads,186.4
2021,Dharashiv,Washi,Rural roads,319.52
2021,Dharashiv,Kalamb,National Highways,0.0
2021,Dharashiv,Kalamb,Expressway,0.0
2021,Dharashiv,Kalamb,Major State Highways,0.0
2021,Dharashiv,Kalamb,State highways,138.7
2021,Dharashiv,Kalamb,Major district roads,116.7
2021,Dharashiv,Kalamb,Other district roads,176.3
2021,Dharashiv,Kalamb,District Roads,293.0
2021,Dharashiv,Kalamb,Rural roads,493.58
2021,Dharashiv,Dharashiv,National Highways,34.3
2021,Dharashiv,Dharashiv,Expressway,0.0
2021,Dharashiv,Dharashiv,Major State Highways,0.0
2021,Dharashiv,Dharashiv,State highways,254.32
2021,Dharashiv,Dharashiv,Major district roads,314.6
2021,Dharashiv,Dharashiv,Other district roads,417.6
2021,Dharashiv,Dharashiv,District Roads,732.2
2021,Dharashiv,Dharashiv,Rural roads,647.97
2021,Dharashiv,Tuljapur,National Highways,50.02
2021,Dharashiv,Tuljapur,Expressway,0.0
2021,Dharashiv,Tuljapur,Major State Highways,15.3
2021,Dharashiv,Tuljapur,State highways,62.3
2021,Dharashiv,Tuljapur,Major district roads,240.15
2021,Dharashiv,Tuljapur,Other district roads,319.1
2021,Dharashiv,Tuljapur,District Roads,559.25
2021,Dharashiv,Tuljapur,Rural roads,836.83
2021,Dharashiv,Lohara,National Highways,0.0
2021,Dharashiv,Lohara,Expressway,0.0
2021,Dharashiv,Lohara,Major State Highways,0.0
2021,Dharashiv,Lohara,State highways,87.1
2021,Dharashiv,Lohara,Major district roads,91.7
2021,Dharashiv,Lohara,Other district roads,84.6
2021,Dharashiv,Lohara,District Roads,176.3
2021,Dharashiv,Lohara,Rural roads,320.53
2021,Dharashiv,Umaraga,National Highways,50.8
2021,Dharashiv,Umaraga,Expressway,0.0
2021,Dharashiv,Umaraga,Major State Highways,0.0
2021,Dharashiv,Umaraga,State highways,83.65
2021,Dharashiv,Umaraga,Major district roads,132.1
2021,Dharashiv,Umaraga,Other district roads,218.0
2021,Dharashiv,Umaraga,District Roads,350.1
2021,Dharashiv,Umaraga,Rural roads,630.77
2014,Palghar,Talasari,National Highways,67.0
2014,Palghar,Talasari,Expressway,0.0
2014,Palghar,Talasari,Major State Highways,0.0
2014,Palghar,Talasari,State highways,275.0
2014,Palghar,Talasari,Major district roads,267.0
2014,Palghar,Talasari,Other district roads,201.0
2014,Palghar,Talasari,District Roads,468.0
2014,Palghar,Talasari,Rural roads,344.0
2014,Palghar,Dahanu,National Highways,83.0
2014,Palghar,Dahanu,Expressway,0.0
2014,Palghar,Dahanu,Major State Highways,0.0
2014,Palghar,Dahanu,State highways,160.0
2014,Palghar,Dahanu,Major district roads,138.0
2014,Palghar,Dahanu,Other district roads,95.0
2014,Palghar,Dahanu,District Roads,233.0
2014,Palghar,Dahanu,Rural roads,334.0
2014,Palghar,Vikramgad,National Highways,82.0
2014,Palghar,Vikramgad,Expressway,0.0
2014,Palghar,Vikramgad,Major State Highways,0.0
2014,Palghar,Vikramgad,State highways,280.0
2014,Palghar,Vikramgad,Major district roads,177.0
2014,Palghar,Vikramgad,Other district roads,217.0
2014,Palghar,Vikramgad,District Roads,394.0
2014,Palghar,Vikramgad,Rural roads,850.0
2014,Palghar,Javhar,National Highways,0.0
2014,Palghar,Javhar,Expressway,0.0
2014,Palghar,Javhar,Major State Highways,0.0
2014,Palghar,Javhar,State highways,292.0
2014,Palghar,Javhar,Major district roads,138.0
2014,Palghar,Javhar,Other district roads,136.0
2014,Palghar,Javhar,District Roads,274.0
2014,Palghar,Javhar,Rural roads,378.0
2014,Palghar,Mokhada,National Highways,94.0
2014,Palghar,Mokhada,Expressway,0.0
2014,Palghar,Mokhada,Major State Highways,0.0
2014,Palghar,Mokhada,State highways,173.0
2014,Palghar,Mokhada,Major district roads,117.0
2014,Palghar,Mokhada,Other district roads,65.0
2014,Palghar,Mokhada,District Roads,182.0
2014,Palghar,Mokhada,Rural roads,302.0
2014,Palghar,Wada,National Highways,0.0
2014,Palghar,Wada,Expressway,0.0
2014,Palghar,Wada,Major State Highways,0.0
2014,Palghar,Wada,State highways,205.0
2014,Palghar,Wada,Major district roads,218.0
2014,Palghar,Wada,Other district roads,89.0
2014,Palghar,Wada,District Roads,307.0
2014,Palghar,Wada,Rural roads,189.0
2014,Palghar,Palghar,National Highways,0.0
2014,Palghar,Palghar,Expressway,0.0
2014,Palghar,Palghar,Major State Highways,0.0
2014,Palghar,Palghar,State highways,293.0
2014,Palghar,Palghar,Major district roads,200.0
2014,Palghar,Palghar,Other district roads,128.0
2014,Palghar,Palghar,District Roads,328.0
2014,Palghar,Palghar,Rural roads,365.0
2014,Palghar,Vasai,National Highways,0.0
2014,Palghar,Vasai,Expressway,0.0
2014,Palghar,Vasai,Major State Highways,0.0
2014,Palghar,Vasai,State highways,255.0
2014,Palghar,Vasai,Major district roads,292.0
2014,Palghar,Vasai,Other district roads,145.0
2014,Palghar,Vasai,District Roads,437.0
2014,Palghar,Vasai,Rural roads,663.0
2015,Palghar,Talasari,National Highways,67.0
2015,Palghar,Talasari,Expressway,0.0
2015,Palghar,Talasari,Major State Highways,55.73
2015,Palghar,Talasari,State highways,29.86
2015,Palghar,Talasari,Major district roads,149.29
2015,Palghar,Talasari,Other district roads,201.97
2015,Palghar,Talasari,District Roads,351.26
2015,Palghar,Talasari,Rural roads,344.17
2015,Palghar,Dahanu,National Highways,83.0
2015,Palghar,Dahanu,Expressway,0.0
2015,Palghar,Dahanu,Major State Highways,0.0
2015,Palghar,Dahanu,State highways,51.15
2015,Palghar,Dahanu,Major district roads,23.88
2015,Palghar,Dahanu,Other district roads,95.15
2015,Palghar,Dahanu,District Roads,119.03
2015,Palghar,Dahanu,Rural roads,334.74
2015,Palghar,Vikramgad,National Highways,82.0
2015,Palghar,Vikramgad,Expressway,0.0
2015,Palghar,Vikramgad,Major State Highways,34.92
2015,Palghar,Vikramgad,State highways,122.6
2015,Palghar,Vikramgad,Major district roads,123.02
2015,Palghar,Vikramgad,Other district roads,217.3
2015,Palghar,Vikramgad,District Roads,340.32
2015,Palghar,Vikramgad,Rural roads,850.0
2015,Palghar,Javhar,National Highways,0.0
2015,Palghar,Javhar,Expressway,0.0
2015,Palghar,Javhar,Major State Highways,0.0
2015,Palghar,Javhar,State highways,146.3
2015,Palghar,Javhar,Major district roads,88.05
2015,Palghar,Javhar,Other district roads,136.9
2015,Palghar,Javhar,District Roads,224.95
2015,Palghar,Javhar,Rural roads,378.24
2015,Palghar,Mokhada,National Highways,94.0
2015,Palghar,Mokhada,Expressway,0.0
2015,Palghar,Mokhada,Major State Highways,1.5
2015,Palghar,Mokhada,State highways,34.0
2015,Palghar,Mokhada,Major district roads,38.16
2015,Palghar,Mokhada,Other district roads,65.31
2015,Palghar,Mokhada,District Roads,103.47
2015,Palghar,Mokhada,Rural roads,302.69
2015,Palghar,Wada,National Highways,0.0
2015,Palghar,Wada,Expressway,0.0
2015,Palghar,Wada,Major State Highways,0.0
2015,Palghar,Wada,State highways,91.6
2015,Palghar,Wada,Major district roads,68.0
2015,Palghar,Wada,Other district roads,89.55
2015,Palghar,Wada,District Roads,157.55
2015,Palghar,Wada,Rural roads,189.78
2015,Palghar,Palghar,National Highways,0.0
2015,Palghar,Palghar,Expressway,0.0
2015,Palghar,Palghar,Major State Highways,0.0
2015,Palghar,Palghar,State highways,103.3
2015,Palghar,Palghar,Major district roads,59.3
2015,Palghar,Palghar,Other district roads,128.43
2015,Palghar,Palghar,District Roads,187.73
2015,Palghar,Palghar,Rural roads,365.14
2015,Palghar,Vasai,National Highways,0.0
2015,Palghar,Vasai,Expressway,0.0
2015,Palghar,Vasai,Major State Highways,0.0
2015,Palghar,Vasai,State highways,136.01
2015,Palghar,Vasai,Major district roads,95.91
2015,Palghar,Vasai,Other district roads,145.38
2015,Palghar,Vasai,District Roads,241.29
2015,Palghar,Vasai,Rural roads,663.09
2016,Palghar,Talasari,National Highways,94.0
2016,Palghar,Talasari,Expressway,0.0
2016,Palghar,Talasari,Major State Highways,1.5
2016,Palghar,Talasari,State highways,34.0
2016,Palghar,Talasari,Major district roads,38.16
2016,Palghar,Talasari,Other district roads,65.31
2016,Palghar,Talasari,District Roads,103.47
2016,Palghar,Talasari,Rural roads,302.69
2016,Palghar,Dahanu,National Highways,82.0
2016,Palghar,Dahanu,Expressway,0.0
2016,Palghar,Dahanu,Major State Highways,34.92
2016,Palghar,Dahanu,State highways,122.6
2016,Palghar,Dahanu,Major district roads,123.02
2016,Palghar,Dahanu,Other district roads,217.3
2016,Palghar,Dahanu,District Roads,340.32
