Year,District,Taluka,Road Type,Length
2016,Ahilyanagar,Nagar,Expressway,0.0
2016,Ahilyanagar,Nagar,Major State Highways,116.48
2016,Ahilyanagar,Nagar,State highways,146.16
2016,Ahilyanagar,Nagar,Major district roads,253.4
2016,Ahilyanagar,Nagar,Other district roads,364.65
2016,Ahilyanagar,Nagar,District Roads,618.05
2016,Ahilyanagar,Nagar,Rural roads,988.85
2016,Ahilyanagar,Rahuri,National Highways,0.0
2016,Ahilyanagar,Rahuri,Expressway,0.0
2016,Ahilyanagar,Rahuri,Major State Highways,41.57
2016,Ahilyanagar,Rahuri,State highways,94.6
2016,Ahilyanagar,Rahuri,Major district roads,103.25
2016,Ahilyanagar,Rahuri,Other district roads,322.8
2016,Ahilyanagar,Rahuri,District Roads,426.05
2016,Ahilyanagar,Rahuri,Rural roads,955.7
2016,Ahilyanagar,Parner,National Highways,38.43
2016,Ahilyanagar,Parner,Expressway,0.0
2016,Ahilyanagar,Parner,Major State Highways,26.0
2016,Ahilyanagar,Parner,State highways,141.5
2016,Ahilyanagar,Parner,Major district roads,220.95
2016,Ahilyanagar,Parner,Other district roads,494.1
2016,Ahilyanagar,Parner,District Roads,715.05
2016,Ahilyanagar,Parner,Rural roads,1119.59
2016,Ahilyanagar,Srigonda,National Highways,0.0
2016,Ahilyanagar,Srigonda,Expressway,0.0
2016,Ahilyanagar,Srigonda,Major State Highways,10.47
2016,Ahilyanagar,Srigonda,State highways,149.1
2016,Ahilyanagar,Srigonda,Major district roads,321.9
2016,Ahilyanagar,Srigonda,Other district roads,347.2
2016,Ahilyanagar,Srigonda,District Roads,669.1
2016,Ahilyanagar,Srigonda,Rural roads,1040.6
2016,Ahilyanagar,Karjat,National Highways,0.0
2016,Ahilyanagar,Karjat,Expressway,0.0
2016,Ahilyanagar,Karjat,Major State Highways,42.15
2016,Ahilyanagar,Karjat,State highways,157.75
2016,Ahilyanagar,Karjat,Major district roads,142.25
2016,Ahilyanagar,Karjat,Other district roads,442.93
2016,Ahilyanagar,Karjat,District Roads,585.18
2016,Ahilyanagar,Karjat,Rural roads,803.07
2016,Ahilyanagar,Jamkhed,National Highways,0.0
2016,Ahilyanagar,Jamkhed,Expressway,0.0
2016,Ahilyanagar,Jamkhed,Major State Highways,0.0
2016,Ahilyanagar,Jamkhed,State highways,114.3
2016,Ahilyanagar,Jamkhed,Major district roads,138.2
2016,Ahilyanagar,Jamkhed,Other district roads,271.1
2016,Ahilyanagar,Jamkhed,District Roads,409.3
2016,Ahilyanagar,Jamkhed,Rural roads,419.32
2017,Ahilyanagar,Akole,National Highways,0.0
2017,Ahilyanagar,Akole,Expressway,0.0
2017,Ahilyanagar,Akole,Major State Highways,0.0
2017,Ahilyanagar,Akole,State highways,200.0
2017,Ahilyanagar,Akole,Major district roads,247.59
2017,Ahilyanagar,Akole,Other district roads,497.87
2017,Ahilyanagar,Akole,District Roads,745.46
2017,Ahilyanagar,Akole,Rural roads,816.75
2017,Ahilyanagar,Sangamner,National Highways,9.5
2017,Ahilyanagar,Sangamner,Expressway,0.0
2017,Ahilyanagar,Sangamner,Major State Highways,0.0
2017,Ahilyanagar,Sangamner,State highways,340.1
2017,Ahilyanagar,Sangamner,Major district roads,274.94
2017,Ahilyanagar,Sangamner,Other district roads,396.5
2017,Ahilyanagar,Sangamner,District Roads,671.44
2017,Ahilyanagar,Sangamner,Rural roads,1020.25
2017,Ahilyanagar,Kopargaon,National Highways,12.6
2017,Ahilyanagar,Kopargaon,Expressway,0.0
2017,Ahilyanagar,Kopargaon,Major State Highways,37.8
2017,Ahilyanagar,Kopargaon,State highways,109.6
2017,Ahilyanagar,Kopargaon,Major district roads,177.62
2017,Ahilyanagar,Kopargaon,Other district roads,216.45
2017,Ahilyanagar,Kopargaon,District Roads,394.07
2017,Ahilyanagar,Kopargaon,Rural roads,483.17
2017,Ahilyanagar,Rahata,National Highways,1.0
2017,Ahilyanagar,Rahata,Expressway,0.0
2017,Ahilyanagar,Rahata,Major State Highways,31.63
2017,Ahilyanagar,Rahata,State highways,78.1
2017,Ahilyanagar,Rahata,Major district roads,308.18
2017,Ahilyanagar,Rahata,Other district roads,247.25
2017,Ahilyanagar,Rahata,District Roads,555.43
2017,Ahilyanagar,Rahata,Rural roads,572.35
2017,Ahilyanagar,Srirampur,National Highways,0.0
2017,Ahilyanagar,Srirampur,Expressway,0.0
2017,Ahilyanagar,Srirampur,Major State Highways,0.0
2017,Ahilyanagar,Srirampur,State highways,89.3
2017,Ahilyanagar,Srirampur,Major district roads,150.85
2017,Ahilyanagar,Srirampur,Other district roads,283.5
2017,Ahilyanagar,Srirampur,District Roads,434.35
2017,Ahilyanagar,Srirampur,Rural roads,712.6
2017,Ahilyanagar,Nevasa,National Highways,11.9
2017,Ahilyanagar,Nevasa,Expressway,0.0
2017,Ahilyanagar,Nevasa,Major State Highways,43.0
2017,Ahilyanagar,Nevasa,State highways,70.2
2017,Ahilyanagar,Nevasa,Major district roads,393.46
2017,Ahilyanagar,Nevasa,Other district roads,363.45
2017,Ahilyanagar,Nevasa,District Roads,756.91
2017,Ahilyanagar,Nevasa,Rural roads,788.91
2017,Ahilyanagar,Shevgaon,National Highways,0.0
2017,Ahilyanagar,Shevgaon,Expressway,0.0
2017,Ahilyanagar,Shevgaon,Major State Highways,0.0
2017,Ahilyanagar,Shevgaon,State highways,120.8
2017,Ahilyanagar,Shevgaon,Major district roads,160.6
2017,Ahilyanagar,Shevgaon,Other district roads,348.0
2017,Ahilyanagar,Shevgaon,District Roads,508.6
2017,Ahilyanagar,Shevgaon,Rural roads,616.7
2017,Ahilyanagar,Pathardi,National Highways,65.3
2017,Ahilyanagar,Pathardi,Expressway,0.0
2017,Ahilyanagar,Pathardi,Major State Highways,0.0
2017,Ahilyanagar,Pathardi,State highways,78.72
2017,Ahilyanagar,Pathardi,Major district roads,174.5
2017,Ahilyanagar,Pathardi,Other district roads,411.7
2017,Ahilyanagar,Pathardi,District Roads,586.2
2017,Ahilyanagar,Pathardi,Rural roads,693.87
2017,Ahilyanagar,Nagar,National Highways,64.2
2017,Ahilyanagar,Nagar,Expressway,0.0
2017,Ahilyanagar,Nagar,Major State Highways,128.5
2017,Ahilyanagar,Nagar,State highways,116.2
2017,Ahilyanagar,Nagar,Major district roads,282.7
2017,Ahilyanagar,Nagar,Other district roads,378.45
2017,Ahilyanagar,Nagar,District Roads,661.15
2017,Ahilyanagar,Nagar,Rural roads,998.65
2017,Ahilyanagar,Rahuri,National Highways,14.26
2017,Ahilyanagar,Rahuri,Expressway,0.0
2017,Ahilyanagar,Rahuri,Major State Highways,31.57
2017,Ahilyanagar,Rahuri,State highways,101.6
2017,Ahilyanagar,Rahuri,Major district roads,103.25
2017,Ahilyanagar,Rahuri,Other district roads,322.8
2017,Ahilyanagar,Rahuri,District Roads,426.05
2017,Ahilyanagar,Rahuri,Rural roads,890.38
2017,Ahilyanagar,Parner,National Highways,38.43
2017,Ahilyanagar,Parner,Expressway,0.0
2017,Ahilyanagar,Parner,Major State Highways,26.0
2017,Ahilyanagar,Parner,State highways,141.5
2017,Ahilyanagar,Parner,Major district roads,221.35
2017,Ahilyanagar,Parner,Other district roads,494.1
2017,Ahilyanagar,Parner,District Roads,715.45
2017,Ahilyanagar,Parner,Rural roads,1139.09
2017,Ahilyanagar,Srigonda,National Highways,0.0
2017,Ahilyanagar,Srigonda,Expressway,0.0
2017,Ahilyanagar,Srigonda,Major State Highways,10.0
2017,Ahilyanagar,Srigonda,State highways,97.9
2017,Ahilyanagar,Srigonda,Major district roads,352.7
2017,Ahilyanagar,Srigonda,Other district roads,347.2
2017,Ahilyanagar,Srigonda,District Roads,699.9
2017,Ahilyanagar,Srigonda,Rural roads,1040.6
2017,Ahilyanagar,Karjat,National Highways,0.0
2017,Ahilyanagar,Karjat,Expressway,0.0
2017,Ahilyanagar,Karjat,Major State Highways,42.6
2017,Ahilyanagar,Karjat,State highways,157.7
2017,Ahilyanagar,Karjat,Major district roads,461.24
2017,Ahilyanagar,Karjat,Other district roads,260.23
2017,Ahilyanagar,Karjat,District Roads,721.47
2017,Ahilyanagar,Karjat,Rural roads,705.29
2017,Ahilyanagar,Jamkhed,National Highways,0.0
2017,Ahilyanagar,Jamkhed,Expressway,0.0
2017,Ahilyanagar,Jamkhed,Major State Highways,0.0
2017,Ahilyanagar,Jamkhed,State highways,98.44
2017,Ahilyanagar,Jamkhed,Major district roads,295.2
2017,Ahilyanagar,Jamkhed,Other district roads,145.1
2017,Ahilyanagar,Jamkhed,District Roads,440.3
2017,Ahilyanagar,Jamkhed,Rural roads,386.12
2018,Ahilyanagar,Akole,National Highways,0.0
2018,Ahilyanagar,Akole,Expressway,0.0
2018,Ahilyanagar,Akole,Major State Highways,0.0
2018,Ahilyanagar,Akole,State highways,200.0
2018,Ahilyanagar,Akole,Major district roads,247.59
2018,Ahilyanagar,Akole,Other district roads,497.87
2018,Ahilyanagar,Akole,District Roads,745.46
2018,Ahilyanagar,Akole,Rural roads,839.86
2018,Ahilyanagar,Sangamner,National Highways,22.0
2018,Ahilyanagar,Sangamner,Expressway,0.0
2018,Ahilyanagar,Sangamner,Major State Highways,0.0
2018,Ahilyanagar,Sangamner,State highways,218.1
2018,Ahilyanagar,Sangamner,Major district roads,274.94
2018,Ahilyanagar,Sangamner,Other district roads,396.5
2018,Ahilyanagar,Sangamner,District Roads,671.44
2018,Ahilyanagar,Sangamner,Rural roads,1140.98
2018,Ahilyanagar,Kopargaon,National Highways,9.8
2018,Ahilyanagar,Kopargaon,Expressway,0.0
2018,Ahilyanagar,Kopargaon,Major State Highways,29.0
2018,Ahilyanagar,Kopargaon,State highways,109.6
2018,Ahilyanagar,Kopargaon,Major district roads,177.62
2018,Ahilyanagar,Kopargaon,Other district roads,216.45
2018,Ahilyanagar,Kopargaon,District Roads,394.07
2018,Ahilyanagar,Kopargaon,Rural roads,414.54
2018,Ahilyanagar,Rahata,National Highways,33.63
2018,Ahilyanagar,Rahata,Expressway,0.0
2018,Ahilyanagar,Rahata,Major State Highways,0.0
2018,Ahilyanagar,Rahata,State highways,99.28
2018,Ahilyanagar,Rahata,Major district roads,308.18
2018,Ahilyanagar,Rahata,Other district roads,285.25
2018,Ahilyanagar,Rahata,District Roads,593.43
2018,Ahilyanagar,Rahata,Rural roads,591.41
2018,Ahilyanagar,Srirampur,National Highways,0.0
2018,Ahilyanagar,Srirampur,Expressway,0.0
2018,Ahilyanagar,Srirampur,Major State Highways,0.0
2018,Ahilyanagar,Srirampur,State highways,89.3
2018,Ahilyanagar,Srirampur,Major district roads,150.85
2018,Ahilyanagar,Srirampur,Other district roads,283.5
2018,Ahilyanagar,Srirampur,District Roads,434.35
2018,Ahilyanagar,Srirampur,Rural roads,712.6
2018,Ahilyanagar,Nevasa,National Highways,55.16
2018,Ahilyanagar,Nevasa,Expressway,0.0
2018,Ahilyanagar,Nevasa,Major State Highways,0.0
2018,Ahilyanagar,Nevasa,State highways,65.6
2018,Ahilyanagar,Nevasa,Major district roads,418.66
2018,Ahilyanagar,Nevasa,Other district roads,363.45
2018,Ahilyanagar,Nevasa,District Roads,782.11
2018,Ahilyanagar,Nevasa,Rural roads,931.61
2018,Ahilyanagar,Shevgaon,National Highways,0.0
2018,Ahilyanagar,Shevgaon,Expressway,0.0
2018,Ahilyanagar,Shevgaon,Major State Highways,0.0
2018,Ahilyanagar,Shevgaon,State highways,120.8
2018,Ahilyanagar,Shevgaon,Major district roads,276.9
2018,Ahilyanagar,Shevgaon,Other district roads,237.5
2018,Ahilyanagar,Shevgaon,District Roads,514.4
2018,Ahilyanagar,Shevgaon,Rural roads,610.5
2018,Ahilyanagar,Pathardi,National Highways,61.0
2018,Ahilyanagar,Pathardi,Expressway,0.0
2018,Ahilyanagar,Pathardi,Major State Highways,0.0
2018,Ahilyanagar,Pathardi,State highways,65.2
2018,Ahilyanagar,Pathardi,Major district roads,288.3
2018,Ahilyanagar,Pathardi,Other district roads,298.3
2018,Ahilyanagar,Pathardi,District Roads,586.6
2018,Ahilyanagar,Pathardi,Rural roads,705.9
2018,Ahilyanagar,Nagar,National Highways,90.13
2018,Ahilyanagar,Nagar,Expressway,0.0
2018,Ahilyanagar,Nagar,Major State Highways,70.37
2018,Ahilyanagar,Nagar,State highways,116.2
2018,Ahilyanagar,Nagar,Major district roads,487.6
2018,Ahilyanagar,Nagar,Other district roads,173.95
2018,Ahilyanagar,Nagar,District Roads,661.55
2018,Ahilyanagar,Nagar,Rural roads,965.65
2018,Ahilyanagar,Rahuri,National Highways,45.57
2018,Ahilyanagar,Rahuri,Expressway,0.0
2018,Ahilyanagar,Rahuri,Major State Highways,0.0
2018,Ahilyanagar,Rahuri,State highways,80.2
2018,Ahilyanagar,Rahuri,Major district roads,169.65
2018,Ahilyanagar,Rahuri,Other district roads,273.9
2018,Ahilyanagar,Rahuri,District Roads,443.55
2018,Ahilyanagar,Rahuri,Rural roads,956.0
2018,Ahilyanagar,Parner,National Highways,38.43
2018,Ahilyanagar,Parner,Expressway,0.0
2018,Ahilyanagar,Parner,Major State Highways,30.8
2018,Ahilyanagar,Parner,State highways,141.5
2018,Ahilyanagar,Parner,Major district roads,221.35
2018,Ahilyanagar,Parner,Other district roads,494.1
2018,Ahilyanagar,Parner,District Roads,715.45
2018,Ahilyanagar,Parner,Rural roads,1119.59
2018,Ahilyanagar,Srigonda,National Highways,0.0
2018,Ahilyanagar,Srigonda,Expressway,0.0
2018,Ahilyanagar,Srigonda,Major State Highways,10.0
2018,Ahilyanagar,Srigonda,State highways,97.9
2018,Ahilyanagar,Srigonda,Major district roads,352.7
2018,Ahilyanagar,Srigonda,Other district roads,347.2
2018,Ahilyanagar,Srigonda,District Roads,699.9
2018,Ahilyanagar,Srigonda,Rural roads,1122.6
2018,Ahilyanagar,Karjat,National Highways,0.0
2018,Ahilyanagar,Karjat,Expressway,0.0
2018,Ahilyanagar,Karjat,Major State Highways,42.6
2018,Ahilyanagar,Karjat,State highways,157.7
2018,Ahilyanagar,Karjat,Major district roads,449.24
2018,Ahilyanagar,Karjat,Other district roads,260.23
2018,Ahilyanagar,Karjat,District Roads,709.47
2018,Ahilyanagar,Karjat,Rural roads,811.29
2018,Ahilyanagar,Jamkhed,National Highways,0.0
2018,Ahilyanagar,Jamkhed,Expressway,0.0
2018,Ahilyanagar,Jamkhed,Major State Highways,0.0
2018,Ahilyanagar,Jamkhed,State highways,98.43
2018,Ahilyanagar,Jamkhed,Major district roads,295.2
2018,Ahilyanagar,Jamkhed,Other district roads,145.1
2018,Ahilyanagar,Jamkhed,District Roads,440.3
2018,Ahilyanagar,Jamkhed,Rural roads,386.12
2019,Ahilyanagar,Akole,National Highways,0.0
2019,Ahilyanagar,Akole,Expressway,0.0
2019,Ahilyanagar,Akole,Major State Highways,0.0
2019,Ahilyanagar,Akole,State highways,200.0
2019,Ahilyanagar,Akole,Major district roads,247.59
2019,Ahilyanagar,Akole,Other district roads,497.87
2019,Ahilyanagar,Akole,District Roads,745.46
2019,Ahilyanagar,Akole,Rural roads,839.86
2019,Ahilyanagar,Sangamner,National Highways,35.56
2019,Ahilyanagar,Sangamner,Expressway,0.0
2019,Ahilyanagar,Sangamner,Major State Highways,0.0
2019,Ahilyanagar,Sangamner,State highways,221.0
2019,Ahilyanagar,Sangamner,Major district roads,274.94
2019,Ahilyanagar,Sangamner,Other district roads,522.83
2019,Ahilyanagar,Sangamner,District Roads,797.77
2019,Ahilyanagar,Sangamner,Rural roads,1020.25
2019,Ahilyanagar,Kopargaon,National Highways,35.8
2019,Ahilyanagar,Kopargaon,Expressway,0.0
2019,Ahilyanagar,Kopargaon,Major State Highways,29.0
2019,Ahilyanagar,Kopargaon,State highways,109.6
2019,Ahilyanagar,Kopargaon,Major district roads,177.62
2019,Ahilyanagar,Kopargaon,Other district roads,327.41
2019,Ahilyanagar,Kopargaon,District Roads,505.03
2019,Ahilyanagar,Kopargaon,Rural roads,414.54
2019,Ahilyanagar,Rahata,National Highways,39.03
2019,Ahilyanagar,Rahata,Expressway,0.0
2019,Ahilyanagar,Rahata,Major State Highways,0.0
2019,Ahilyanagar,Rahata,State highways,94.4
2019,Ahilyanagar,Rahata,Major district roads,308.18
2019,Ahilyanagar,Rahata,Other district roads,296.75
2019,Ahilyanagar,Rahata,District Roads,604.93
2019,Ahilyanagar,Rahata,Rural roads,592.61
2019,Ahilyanagar,Srirampur,National Highways,0.0
2019,Ahilyanagar,Srirampur,Expressway,0.0
2019,Ahilyanagar,Srirampur,Major State Highways,0.0
2019,Ahilyanagar,Srirampur,State highways,89.3
2019,Ahilyanagar,Srirampur,Major district roads,150.85
2019,Ahilyanagar,Srirampur,Other district roads,283.5
2019,Ahilyanagar,Srirampur,District Roads,434.35
2019,Ahilyanagar,Srirampur,Rural roads,629.6
2019,Ahilyanagar,Nevasa,National Highways,55.16
2019,Ahilyanagar,Nevasa,Expressway,0.0
2019,Ahilyanagar,Nevasa,Major State Highways,0.0
2019,Ahilyanagar,Nevasa,State highways,65.6
2019,Ahilyanagar,Nevasa,Major district roads,605.56
2019,Ahilyanagar,Nevasa,Other district roads,244.45
2019,Ahilyanagar,Nevasa,District Roads,850.01
2019,Ahilyanagar,Nevasa,Rural roads,791.46
2019,Ahilyanagar,Shevgaon,National Highways,0.0
2019,Ahilyanagar,Shevgaon,Expressway,0.0
2019,Ahilyanagar,Shevgaon,Major State Highways,0.0
2019,Ahilyanagar,Shevgaon,State highways,120.8
2019,Ahilyanagar,Shevgaon,Major district roads,276.9
2019,Ahilyanagar,Shevgaon,Other district roads,245.5
2019,Ahilyanagar,Shevgaon,District Roads,522.4
2019,Ahilyanagar,Shevgaon,Rural roads,610.7
2019,Ahilyanagar,Pathardi,National Highways,42.0
2019,Ahilyanagar,Pathardi,Expressway,0.0
2019,Ahilyanagar,Pathardi,Major State Highways,0.0
2019,Ahilyanagar,Pathardi,State highways,65.2
2019,Ahilyanagar,Pathardi,Major district roads,288.3
2019,Ahilyanagar,Pathardi,Other district roads,429.22
2019,Ahilyanagar,Pathardi,District Roads,717.52
2019,Ahilyanagar,Pathardi,Rural roads,563.86
2019,Ahilyanagar,Nagar,National Highways,103.13
2019,Ahilyanagar,Nagar,Expressway,0.0
2019,Ahilyanagar,Nagar,Major State Highways,90.37
2019,Ahilyanagar,Nagar,State highways,116.2
2019,Ahilyanagar,Nagar,Major district roads,529.2
2019,Ahilyanagar,Nagar,Other district roads,152.55
2019,Ahilyanagar,Nagar,District Roads,681.75
2019,Ahilyanagar,Nagar,Rural roads,951.56
2019,Ahilyanagar,Rahuri,National Highways,45.57
2019,Ahilyanagar,Rahuri,Expressway,0.0
2019,Ahilyanagar,Rahuri,Major State Highways,0.0
2019,Ahilyanagar,Rahuri,State highways,80.2
2019,Ahilyanagar,Rahuri,Major district roads,174.85
2019,Ahilyanagar,Rahuri,Other district roads,356.9
2019,Ahilyanagar,Rahuri,District Roads,531.75
2019,Ahilyanagar,Rahuri,Rural roads,956.0
2019,Ahilyanagar,Parner,National Highways,0.0
2019,Ahilyanagar,Parner,Expressway,0.0
2019,Ahilyanagar,Parner,Major State Highways,30.8
2019,Ahilyanagar,Parner,State highways,141.5
2019,Ahilyanagar,Parner,Major district roads,221.35
2019,Ahilyanagar,Parner,Other district roads,571.4
2019,Ahilyanagar,Parner,District Roads,792.75
2019,Ahilyanagar,Parner,Rural roads,1119.59
2019,Ahilyanagar,Srigonda,National Highways,22.6
2019,Ahilyanagar,Srigonda,Expressway,0.0
2019,Ahilyanagar,Srigonda,Major State Highways,10.0
2019,Ahilyanagar,Srigonda,State highways,88.3
2019,Ahilyanagar,Srigonda,Major district roads,330.1
2019,Ahilyanagar,Srigonda,Other district roads,376.2
2019,Ahilyanagar,Srigonda,District Roads,706.3
2019,Ahilyanagar,Srigonda,Rural roads,1040.6
2019,Ahilyanagar,Karjat,National Highways,0.0
2019,Ahilyanagar,Karjat,Expressway,0.0
2019,Ahilyanagar,Karjat,Major State Highways,42.6
2019,Ahilyanagar,Karjat,State highways,157.7
2019,Ahilyanagar,Karjat,Major district roads,449.24
2019,Ahilyanagar,Karjat,Other district roads,260.23
2019,Ahilyanagar,Karjat,District Roads,709.47
2019,Ahilyanagar,Karjat,Rural roads,813.19
2019,Ahilyanagar,Jamkhed,National Highways,0.0
2019,Ahilyanagar,Jamkhed,Expressway,0.0
2019,Ahilyanagar,Jamkhed,Major State Highways,0.0
2019,Ahilyanagar,Jamkhed,State highways,88.74
2019,Ahilyanagar,Jamkhed,Major district roads,299.0
2019,Ahilyanagar,Jamkhed,Other district roads,244.5
2019,Ahilyanagar,Jamkhed,District Roads,543.5
2019,Ahilyanagar,Jamkhed,Rural roads,386.12
2020,Ahilyanagar,Akole,National Highways,0.0
2020,Ahilyanagar,Akole,Expressway,0.0
2020,Ahilyanagar,Akole,Major State Highways,0.0
2020,Ahilyanagar,Akole,State highways,194.0
2020,Ahilyanagar,Akole,Major district roads,247.59
2020,Ahilyanagar,Akole,Other district roads,492.1
2020,Ahilyanagar,Akole,District Roads,739.69
2020,Ahilyanagar,Akole,Rural roads,851.63
2020,Ahilyanagar,Sangamner,National Highways,33.56
2020,Ahilyanagar,Sangamner,Expressway,0.0
2020,Ahilyanagar,Sangamner,Major State Highways,0.0
2020,Ahilyanagar,Sangamner,State highways,221.0
2020,Ahilyanagar,Sangamner,Major district roads,274.94
2020,Ahilyanagar,Sangamner,Other district roads,542.59
2020,Ahilyanagar,Sangamner,District Roads,817.53
2020,Ahilyanagar,Sangamner,Rural roads,1020.25
2020,Ahilyanagar,Kopargaon,National Highways,35.8
2020,Ahilyanagar,Kopargaon,Expressway,0.0
2020,Ahilyanagar,Kopargaon,Major State Highways,29.0
2020,Ahilyanagar,Kopargaon,State highways,109.6
2020,Ahilyanagar,Kopargaon,Major district roads,177.62
2020,Ahilyanagar,Kopargaon,Other district roads,327.41
2020,Ahilyanagar,Kopargaon,District Roads,505.03
2020,Ahilyanagar,Kopargaon,Rural roads,414.54
2020,Ahilyanagar,Rahata,National Highways,40.93
2020,Ahilyanagar,Rahata,Expressway,0.0
2020,Ahilyanagar,Rahata,Major State Highways,0.0
2020,Ahilyanagar,Rahata,State highways,99.28
2020,Ahilyanagar,Rahata,Major district roads,308.18
2020,Ahilyanagar,Rahata,Other district roads,140.25
2020,Ahilyanagar,Rahata,District Roads,448.43
2020,Ahilyanagar,Rahata,Rural roads,761.91
2020,Ahilyanagar,Srirampur,National Highways,0.0
2020,Ahilyanagar,Srirampur,Expressway,0.0
2020,Ahilyanagar,Srirampur,Major State Highways,0.0
2020,Ahilyanagar,Srirampur,State highways,99.3
2020,Ahilyanagar,Srirampur,Major district roads,160.85
2020,Ahilyanagar,Srirampur,Other district roads,287.0
2020,Ahilyanagar,Srirampur,District Roads,447.85
2020,Ahilyanagar,Srirampur,Rural roads,726.1
2020,Ahilyanagar,Nevasa,National Highways,55.16
2020,Ahilyanagar,Nevasa,Expressway,0.0
2020,Ahilyanagar,Nevasa,Major State Highways,0.0
2020,Ahilyanagar,Nevasa,State highways,65.6
2020,Ahilyanagar,Nevasa,Major district roads,605.56
2020,Ahilyanagar,Nevasa,Other district roads,244.45
2020,Ahilyanagar,Nevasa,District Roads,850.01
2020,Ahilyanagar,Nevasa,Rural roads,871.01
2020,Ahilyanagar,Shevgaon,National Highways,0.0
2020,Ahilyanagar,Shevgaon,Expressway,0.0
2020,Ahilyanagar,Shevgaon,Major State Highways,0.0
2020,Ahilyanagar,Shevgaon,State highways,120.8
2020,Ahilyanagar,Shevgaon,Major district roads,276.9
2020,Ahilyanagar,Shevgaon,Other district roads,245.5
