Year,District,Select Violation,Number of Cases,Fine Collected
2020,Chandrapur,Excess Passengers,150.0,30000.0
2020,Chandrapur,Carrying Goods in Closed Body Vehicles,,
2020,Chandrapur,Dangerous Goods,79.0,34700.0
2020,Chandrapur,Violation of Permit,189.0,945000.0
2020,Chandrapur,Trespassing,,
2020,Chandrapur,Clandestine Operations,,
2020,Chandrapur,Without Insurance,705.0,663700.0
2020,Dhule,Dangerous Driving,215.0,161400.0
2020,Dhule,Overtaking,47.0,9400.0
2020,Dhule,Overspeeding,183.0,183000.0
2020,Dhule,Drunken Driving,33.0,66000.0
2020,Dhule,Parking Offence,15499.0,3099800.0
2020,Dhule,Overload,,
2020,Dhule,Without Brake Lights,33.0,33000.0
2020,Dhule,Without Seatbelt,12424.0,2484800.0
2020,Dhule,Without Helmet,7427.0,1543600.0
2020,Dhule,Improper Number Plate,2250.0,498800.0
2020,Dhule,Tinted Glass,207.0,41400.0
2020,Dhule,Wrong Side Driving,12.0,11200.0
2020,Dhule,Use of Mobile while Driving,629.0,125800.0
2020,Dhule,Signal Jumping,,
2020,Dhule,Honking,59.0,13600.0
2020,Dhule,Jaywalking,,
2020,Dhule,Other Cases,17402.0,3578900.0
2020,Dhule,Illicit Cases,,
2020,Dhule,Carrying Passengers in Goods Vehicles,174.0,34800.0
2020,Dhule,Without License,519.0,259500.0
2020,Dhule,Excess Passengers,116.0,23200.0
2020,Dhule,Carrying Goods in Closed Body Vehicles,,
2020,Dhule,Dangerous Goods,5.0,1600.0
2020,Dhule,Violation of Permit,174.0,867000.0
2020,Dhule,Trespassing,,
2020,Dhule,Clandestine Operations,,
2020,Dhule,Without Insurance,54.0,28100.0
2020,Gadchiroli,Dangerous Driving,11.0,11000.0
2020,Gadchiroli,Overtaking,1.0,200.0
2020,Gadchiroli,Overspeeding,122.0,122000.0
2020,Gadchiroli,Drunken Driving,0.0,0.0
2020,Gadchiroli,Parking Offence,1030.0,206000.0
2020,Gadchiroli,Overload,,
2020,Gadchiroli,Without Brake Lights,0.0,0.0
2020,Gadchiroli,Without Seatbelt,1081.0,216200.0
2020,Gadchiroli,Without Helmet,749.0,161200.0
2020,Gadchiroli,Improper Number Plate,86.0,26800.0
2020,Gadchiroli,Tinted Glass,23.0,4600.0
2020,Gadchiroli,Wrong Side Driving,8.0,8000.0
2020,Gadchiroli,Use of Mobile while Driving,607.0,121400.0
2020,Gadchiroli,Signal Jumping,,
2020,Gadchiroli,Honking,4.0,1700.0
2020,Gadchiroli,Jaywalking,,
2020,Gadchiroli,Other Cases,19353.0,3968900.0
2020,Gadchiroli,Illicit Cases,,
2020,Gadchiroli,Carrying Passengers in Goods Vehicles,20.0,4000.0
2020,Gadchiroli,Without License,424.0,212000.0
2020,Gadchiroli,Excess Passengers,0.0,0.0
2020,Gadchiroli,Carrying Goods in Closed Body Vehicles,,
2020,Gadchiroli,Dangerous Goods,19.0,9500.0
2020,Gadchiroli,Violation of Permit,29.0,145000.0
2020,Gadchiroli,Trespassing,,
2020,Gadchiroli,Clandestine Operations,,
2020,Gadchiroli,Without Insurance,55.0,64100.0
2020,Gondia,Dangerous Driving,40.0,40000.0
2020,Gondia,Overtaking,1.0,200.0
2020,Gondia,Overspeeding,45.0,45000.0
2020,Gondia,Drunken Driving,0.0,0.0
2020,Gondia,Parking Offence,1456.0,291200.0
2020,Gondia,Overload,,
2020,Gondia,Without Brake Lights,25.0,25000.0
2020,Gondia,Without Seatbelt,4241.0,848200.0
2020,Gondia,Without Helmet,1508.0,316300.0
2020,Gondia,Improper Number Plate,184.0,44000.0
2020,Gondia,Tinted Glass,33.0,6600.0
2020,Gondia,Wrong Side Driving,5.0,5000.0
2020,Gondia,Use of Mobile while Driving,351.0,70200.0
2020,Gondia,Signal Jumping,,
2020,Gondia,Honking,7.0,3200.0
2020,Gondia,Jaywalking,,
2020,Gondia,Other Cases,31785.0,6380300.0
2020,Gondia,Illicit Cases,,
2020,Gondia,Carrying Passengers in Goods Vehicles,3.0,600.0
2020,Gondia,Without License,264.0,132000.0
2020,Gondia,Excess Passengers,79.0,15800.0
2020,Gondia,Carrying Goods in Closed Body Vehicles,,
2020,Gondia,Dangerous Goods,0.0,0.0
2020,Gondia,Violation of Permit,21.0,105000.0
2020,Gondia,Trespassing,,
2020,Gondia,Clandestine Operations,,
2020,Gondia,Without Insurance,19.0,21000.0
2020,Hingoli,Dangerous Driving,3325.0,1505800.0
2020,Hingoli,Overtaking,0.0,0.0
2020,Hingoli,Overspeeding,5856.0,5856000.0
2020,Hingoli,Drunken Driving,0.0,0.0
2020,Hingoli,Parking Offence,25993.0,5198600.0
2020,Hingoli,Overload,,
2020,Hingoli,Without Brake Lights,51.0,51000.0
2020,Hingoli,Without Seatbelt,1870.0,374000.0
2020,Hingoli,Without Helmet,8414.0,2744500.0
2020,Hingoli,Improper Number Plate,993.0,325000.0
2020,Hingoli,Tinted Glass,41.0,8200.0
2020,Hingoli,Wrong Side Driving,3349.0,3349000.0
2020,Hingoli,Use of Mobile while Driving,1136.0,227200.0
2020,Hingoli,Signal Jumping,,
2020,Hingoli,Honking,29.0,13300.0
2020,Hingoli,Jaywalking,,
2020,Hingoli,Other Cases,32208.0,7703800.0
2020,Hingoli,Illicit Cases,,
2020,Hingoli,Carrying Passengers in Goods Vehicles,22.0,4400.0
2020,Hingoli,Without License,3505.0,1752500.0
2020,Hingoli,Excess Passengers,0.0,0.0
2020,Hingoli,Carrying Goods in Closed Body Vehicles,,
2020,Hingoli,Dangerous Goods,3.0,900.0
2020,Hingoli,Violation of Permit,4.0,20000.0
2020,Hingoli,Trespassing,,
2020,Hingoli,Clandestine Operations,,
2020,Hingoli,Without Insurance,121.0,90700.0
2020,Jalgaon,Dangerous Driving,648.0,583200.0
2020,Jalgaon,Overtaking,2.0,400.0
2020,Jalgaon,Overspeeding,4226.0,4226000.0
2020,Jalgaon,Drunken Driving,2.0,4000.0
2020,Jalgaon,Parking Offence,25656.0,5131200.0
2020,Jalgaon,Overload,,
2020,Jalgaon,Without Brake Lights,132.0,132000.0
2020,Jalgaon,Without Seatbelt,7603.0,1520600.0
2020,Jalgaon,Without Helmet,6914.0,1760800.0
2020,Jalgaon,Improper Number Plate,1299.0,462200.0
2020,Jalgaon,Tinted Glass,242.0,48400.0
2020,Jalgaon,Wrong Side Driving,244.0,244000.0
2020,Jalgaon,Use of Mobile while Driving,2990.0,598000.0
2020,Jalgaon,Signal Jumping,,
2020,Jalgaon,Honking,96.0,46200.0
2020,Jalgaon,Jaywalking,,
2020,Jalgaon,Other Cases,51284.0,10609150.0
2020,Jalgaon,Illicit Cases,,
2020,Jalgaon,Carrying Passengers in Goods Vehicles,12.0,2400.0
2020,Jalgaon,Without License,1191.0,595500.0
2020,Jalgaon,Excess Passengers,11.0,2200.0
2020,Jalgaon,Carrying Goods in Closed Body Vehicles,,
2020,Jalgaon,Dangerous Goods,104.0,49300.0
2020,Jalgaon,Violation of Permit,2.0,10000.0
2020,Jalgaon,Trespassing,,
2020,Jalgaon,Clandestine Operations,,
2020,Jalgaon,Without Insurance,493.0,181900.0
2020,Jalna,Dangerous Driving,150.0,112400.0
2020,Jalna,Overtaking,0.0,0.0
2020,Jalna,Overspeeding,1561.0,1561000.0
2020,Jalna,Drunken Driving,4.0,8000.0
2020,Jalna,Parking Offence,17137.0,3427400.0
2020,Jalna,Overload,,
2020,Jalna,Without Brake Lights,81.0,81000.0
2020,Jalna,Without Seatbelt,4573.0,914600.0
2020,Jalna,Without Helmet,2056.0,436400.0
2020,Jalna,Improper Number Plate,450.0,113200.0
2020,Jalna,Tinted Glass,453.0,90600.0
2020,Jalna,Wrong Side Driving,51.0,51000.0
2020,Jalna,Use of Mobile while Driving,837.0,167400.0
2020,Jalna,Signal Jumping,,
2020,Jalna,Honking,71.0,31900.0
2020,Jalna,Jaywalking,,
2020,Jalna,Other Cases,28078.0,5799400.0
2020,Jalna,Illicit Cases,,
2020,Jalna,Carrying Passengers in Goods Vehicles,0.0,0.0
2020,Jalna,Without License,2062.0,1031000.0
2020,Jalna,Excess Passengers,5.0,1000.0
2020,Jalna,Carrying Goods in Closed Body Vehicles,,
2020,Jalna,Dangerous Goods,3.0,3400.0
2020,Jalna,Violation of Permit,170.0,850000.0
2020,Jalna,Trespassing,,
2020,Jalna,Clandestine Operations,,
2020,Jalna,Without Insurance,112.0,84600.0
2020,Kolhapur,Dangerous Driving,805.0,644200.0
2020,Kolhapur,Overtaking,3.0,600.0
2020,Kolhapur,Overspeeding,4378.0,4378000.0
2020,Kolhapur,Drunken Driving,340.0,680000.0
2020,Kolhapur,Parking Offence,62441.0,12488200.0
2020,Kolhapur,Overload,,
2020,Kolhapur,Without Brake Lights,122.0,122000.0
2020,Kolhapur,Without Seatbelt,8116.0,1623200.0
2020,Kolhapur,Without Helmet,18160.0,4696100.0
2020,Kolhapur,Improper Number Plate,12107.0,2517400.0
2020,Kolhapur,Tinted Glass,337.0,67400.0
2020,Kolhapur,Wrong Side Driving,243.0,243000.0
2020,Kolhapur,Use of Mobile while Driving,12536.0,2507200.0
2020,Kolhapur,Signal Jumping,,
2020,Kolhapur,Honking,857.0,232900.0
2020,Kolhapur,Jaywalking,,
2020,Kolhapur,Other Cases,129517.0,26183300.0
2020,Kolhapur,Illicit Cases,,
2020,Kolhapur,Carrying Passengers in Goods Vehicles,2.0,400.0
2020,Kolhapur,Without License,3669.0,1834500.0
2020,Kolhapur,Excess Passengers,100.0,20000.0
2020,Kolhapur,Carrying Goods in Closed Body Vehicles,,
2020,Kolhapur,Dangerous Goods,49.0,24900.0
2020,Kolhapur,Violation of Permit,103.0,515000.0
2020,Kolhapur,Trespassing,,
2020,Kolhapur,Clandestine Operations,,
2020,Kolhapur,Without Insurance,664.0,488200.0
2020,Latur,Dangerous Driving,501.0,332200.0
2020,Latur,Overtaking,1.0,200.0
2020,Latur,Overspeeding,3829.0,3829000.0
2020,Latur,Drunken Driving,1.0,2000.0
2020,Latur,Parking Offence,52556.0,10511200.0
2020,Latur,Overload,,
2020,Latur,Without Brake Lights,11.0,11000.0
2020,Latur,Without Seatbelt,9531.0,1906200.0
2020,Latur,Without Helmet,5684.0,1440100.0
2020,Latur,Improper Number Plate,2302.0,1253200.0
2020,Latur,Tinted Glass,461.0,92200.0
2020,Latur,Wrong Side Driving,2389.0,2389000.0
2020,Latur,Use of Mobile while Driving,3128.0,625600.0
2020,Latur,Signal Jumping,,
2020,Latur,Honking,148.0,70100.0
2020,Latur,Jaywalking,,
2020,Latur,Other Cases,91794.0,25377100.0
2020,Latur,Illicit Cases,,
2020,Latur,Carrying Passengers in Goods Vehicles,1.0,200.0
2020,Latur,Without License,13639.0,6819500.0
2020,Latur,Excess Passengers,37.0,7400.0
2020,Latur,Carrying Goods in Closed Body Vehicles,,
2020,Latur,Dangerous Goods,9.0,6100.0
2020,Latur,Violation of Permit,27.0,135000.0
2020,Latur,Trespassing,,
2020,Latur,Clandestine Operations,,
2020,Latur,Without Insurance,1398.0,2270700.0
2020,Mumbai,Dangerous Driving,83923.0,43627800.0
2020,Mumbai,Overtaking,416.0,83200.0
2020,Mumbai,Overspeeding,185654.0,185654000.0
2020,Mumbai,Drunken Driving,3521.0,7042000.0
2020,Mumbai,Parking Offence,2289105.0,457821000.0
2020,Mumbai,Overload,,
2020,Mumbai,Without Brake Lights,5989.0,5989000.0
2020,Mumbai,Without Seatbelt,114572.0,22914400.0
2020,Mumbai,Without Helmet,1073181.0,525800400.0
2020,Mumbai,Improper Number Plate,79462.0,18156400.0
2020,Mumbai,Tinted Glass,26348.0,5269600.0
2020,Mumbai,Wrong Side Driving,45307.0,41084600.0
2020,Mumbai,Use of Mobile while Driving,39977.0,7995400.0
2020,Mumbai,Signal Jumping,,
2020,Mumbai,Honking,1116.0,486600.0
2020,Mumbai,Jaywalking,,
2020,Mumbai,Other Cases,2272510.0,534808325.0
2020,Mumbai,Illicit Cases,,
2020,Mumbai,Carrying Passengers in Goods Vehicles,1812.0,362400.0
2020,Mumbai,Without License,105539.0,52769500.0
2020,Mumbai,Excess Passengers,38562.0,7712400.0
2020,Mumbai,Carrying Goods in Closed Body Vehicles,,
2020,Mumbai,Dangerous Goods,4376.0,2723700.0
2020,Mumbai,Violation of Permit,489.0,2445000.0
2020,Mumbai,Trespassing,,
2020,Mumbai,Clandestine Operations,,
2020,Mumbai,Without Insurance,4733.0,4213000.0
2020,Nagpur,Dangerous Driving,13306.0,13082800.0
2020,Nagpur,Overtaking,3.0,600.0
2020,Nagpur,Overspeeding,7045.0,7045000.0
2020,Nagpur,Drunken Driving,8.0,16000.0
2020,Nagpur,Parking Offence,55019.0,11003800.0
2020,Nagpur,Overload,,
2020,Nagpur,Without Brake Lights,152.0,152000.0
2020,Nagpur,Without Seatbelt,52043.0,10408600.0
2020,Nagpur,Without Helmet,208894.0,97688000.0
2020,Nagpur,Improper Number Plate,33050.0,7346000.0
2020,Nagpur,Tinted Glass,26427.0,5285400.0
2020,Nagpur,Wrong Side Driving,3114.0,3101200.0
2020,Nagpur,Use of Mobile while Driving,39202.0,7840400.0
2020,Nagpur,Signal Jumping,,
2020,Nagpur,Honking,286.0,134900.0
2020,Nagpur,Jaywalking,,
2020,Nagpur,Other Cases,261774.0,63920200.0
2020,Nagpur,Illicit Cases,,
2020,Nagpur,Carrying Passengers in Goods Vehicles,4039.0,807800.0
2020,Nagpur,Without License,61179.0,30589500.0
2020,Nagpur,Excess Passengers,5552.0,1110400.0
2020,Nagpur,Carrying Goods in Closed Body Vehicles,,
2020,Nagpur,Dangerous Goods,732.0,364500.0
2020,Nagpur,Violation of Permit,8.0,40000.0
2020,Nagpur,Trespassing,,
2020,Nagpur,Clandestine Operations,,
2020,Nagpur,Without Insurance,1326.0,1504500.0
2020,Nanded,Dangerous Driving,4765.0,4725800.0
2020,Nanded,Overtaking,1.0,200.0
2020,Nanded,Overspeeding,8581.0,8581000.0
2020,Nanded,Drunken Driving,7.0,14000.0
2020,Nanded,Parking Offence,58658.0,11731600.0
2020,Nanded,Overload,,
2020,Nanded,Without Brake Lights,19.0,19000.0
2020,Nanded,Without Seatbelt,5080.0,1016000.0
2020,Nanded,Without Helmet,18536.0,3947200.0
2020,Nanded,Improper Number Plate,3824.0,1396000.0
2020,Nanded,Tinted Glass,2257.0,451400.0
2020,Nanded,Wrong Side Driving,1516.0,1516000.0
2020,Nanded,Use of Mobile while Driving,10627.0,2125400.0
2020,Nanded,Signal Jumping,,
2020,Nanded,Honking,233.0,98500.0
2020,Nanded,Jaywalking,,
2020,Nanded,Other Cases,159490.0,50899800.0
2020,Nanded,Illicit Cases,,
2020,Nanded,Carrying Passengers in Goods Vehicles,0.0,0.0
2020,Nanded,Without License,23976.0,11988000.0
2020,Nanded,Excess Passengers,147.0,29400.0
2020,Nanded,Carrying Goods in Closed Body Vehicles,,
2020,Nanded,Dangerous Goods,61.0,23500.0
2020,Nanded,Violation of Permit,68.0,340000.0
2020,Nanded,Trespassing,,
2020,Nanded,Clandestine Operations,,
2020,Nanded,Without Insurance,5251.0,8309000.0
2020,Nandurbar,Dangerous Driving,1040.0,1016800.0
2020,Nandurbar,Overtaking,1.0,200.0
2020,Nandurbar,Overspeeding,8125.0,8125000.0
2020,Nandurbar,Drunken Driving,0.0,0.0
2020,Nandurbar,Parking Offence,8425.0,1685000.0
2020,Nandurbar,Overload,,
2020,Nandurbar,Without Brake Lights,519.0,519000.0
2020,Nandurbar,Without Seatbelt,10955.0,2191000.0
2020,Nandurbar,Without Helmet,6458.0,1507600.0
2020,Nandurbar,Improper Number Plate,2026.0,454800.0
2020,Nandurbar,Tinted Glass,308.0,61600.0
2020,Nandurbar,Wrong Side Driving,171.0,171000.0
2020,Nandurbar,Use of Mobile while Driving,1025.0,205000.0
2020,Nandurbar,Signal Jumping,,
2020,Nandurbar,Honking,167.0,43000.0
2020,Nandurbar,Jaywalking,,
2020,Nandurbar,Other Cases,66185.0,13444800.0
2020,Nandurbar,Illicit Cases,,
2020,Nandurbar,Carrying Passengers in Goods Vehicles,552.0,110400.0
2020,Nandurbar,Without License,986.0,493000.0
2020,Nandurbar,Excess Passengers,97.0,19400.0
2020,Nandurbar,Carrying Goods in Closed Body Vehicles,,
2020,Nandurbar,Dangerous Goods,5.0,4700.0
2020,Nandurbar,Violation of Permit,0.0,0.0
2020,Nandurbar,Trespassing,,
2020,Nandurbar,Clandestine Operations,,
2020,Nandurbar,Without Insurance,438.0,148400.0
2020,Nashik,Dangerous Driving,2440.0,2277600.0
2020,Nashik,Overtaking,4.0,800.0
2020,Nashik,Overspeeding,26367.0,26367000.0
2020,Nashik,Drunken Driving,3.0,6000.0
2020,Nashik,Parking Offence,64058.0,12811600.0
2020,Nashik,Overload,,
2020,Nashik,Without Brake Lights,29.0,29000.0
2020,Nashik,Without Seatbelt,32219.0,6443800.0
2020,Nashik,Without Helmet,58234.0,27495200.0
2020,Nashik,Improper Number Plate,772.0,196800.0
2020,Nashik,Tinted Glass,4446.0,889200.0
2020,Nashik,Wrong Side Driving,729.0,727400.0
2020,Nashik,Use of Mobile while Driving,5854.0,1170800.0
2020,Nashik,Signal Jumping,,
2020,Nashik,Honking,298.0,107000.0
2020,Nashik,Jaywalking,,
2020,Nashik,Other Cases,142130.0,30320350.0
2020,Nashik,Illicit Cases,,
2020,Nashik,Carrying Passengers in Goods Vehicles,389.0,77800.0
2020,Nashik,Without License,5420.0,2710000.0
2020,Nashik,Excess Passengers,265.0,53000.0
2020,Nashik,Carrying Goods in Closed Body Vehicles,,
2020,Nashik,Dangerous Goods,256.0,62400.0
2020,Nashik,Violation of Permit,4.0,20000.0
2020,Nashik,Trespassing,,
2020,Nashik,Clandestine Operations,,
2020,Nashik,Without Insurance,516.0,397900.0
2020,Osmanabad,Dangerous Driving,172.0,146400.0
2020,Osmanabad,Overtaking,2.0,400.0
2020,Osmanabad,Overspeeding,16.0,16000.0
2020,Osmanabad,Drunken Driving,2.0,4000.0
2020,Osmanabad,Parking Offence,20205.0,4041000.0
2020,Osmanabad,Overload,,
2020,Osmanabad,Without Brake Lights,30.0,30000.0
2020,Osmanabad,Without Seatbelt,4342.0,868400.0
2020,Osmanabad,Without Helmet,3017.0,757600.0
2020,Osmanabad,Improper Number Plate,1782.0,378800.0
2020,Osmanabad,Tinted Glass,130.0,26000.0
2020,Osmanabad,Wrong Side Driving,31.0,31000.0
2020,Osmanabad,Use of Mobile while Driving,1036.0,207200.0
2020,Osmanabad,Signal Jumping,,
2020,Osmanabad,Honking,44.0,11500.0
2020,Osmanabad,Jaywalking,,
2020,Osmanabad,Other Cases,58527.0,11805500.0
2020,Osmanabad,Illicit Cases,,
2020,Osmanabad,Carrying Passengers in Goods Vehicles,93.0,18600.0
2020,Osmanabad,Without License,2052.0,1026000.0
2020,Osmanabad,Excess Passengers,123.0,24600.0
2020,Osmanabad,Carrying Goods in Closed Body Vehicles,,
2020,Osmanabad,Dangerous Goods,2.0,400.0
2020,Osmanabad,Violation of Permit,15.0,75000.0
2020,Osmanabad,Trespassing,,
2020,Osmanabad,Clandestine Operations,,
2020,Osmanabad,Without Insurance,386.0,137900.0
2020,Palghar,Dangerous Driving,2263.0,2159800.0
2020,Palghar,Overtaking,0.0,0.0
2020,Palghar,Overspeeding,5.0,5000.0
2020,Palghar,Drunken Driving,41.0,82000.0
2020,Palghar,Parking Offence,56174.0,11234800.0
2020,Palghar,Overload,,
2020,Palghar,Without Brake Lights,432.0,432000.0
2020,Palghar,Without Seatbelt,15289.0,3057800.0
2020,Palghar,Without Helmet,18083.0,6690700.0
2020,Palghar,Improper Number Plate,6965.0,1613000.0
2020,Palghar,Tinted Glass,302.0,60400.0
2020,Palghar,Wrong Side Driving,7271.0,7271000.0
2020,Palghar,Use of Mobile while Driving,5114.0,1022800.0
2020,Palghar,Signal Jumping,,
2020,Palghar,Honking,6.0,3000.0
2020,Palghar,Jaywalking,,
2020,Palghar,Other Cases,118938.0,28646650.0
2020,Palghar,Illicit Cases,,
2020,Palghar,Carrying Passengers in Goods Vehicles,272.0,54400.0
2020,Palghar,Without License,11484.0,5742000.0
2020,Palghar,Excess Passengers,4191.0,838200.0
2020,Palghar,Carrying Goods in Closed Body Vehicles,,
2020,Palghar,Dangerous Goods,877.0,177800.0
2020,Palghar,Violation of Permit,93.0,465000.0
2020,Palghar,Trespassing,,
2020,Palghar,Clandestine Operations,,
2020,Palghar,Without Insurance,2635.0,3332000.0
2020,Parbhani,Dangerous Driving,565.0,562600.0
2020,Parbhani,Overtaking,0.0,0.0
2020,Parbhani,Overspeeding,93.0,93000.0
2020,Parbhani,Drunken Driving,0.0,0.0
2020,Parbhani,Parking Offence,14595.0,2919000.0
2020,Parbhani,Overload,,
2020,Parbhani,Without Brake Lights,36.0,36000.0
2020,Parbhani,Without Seatbelt,2425.0,485000.0
2020,Parbhani,Without Helmet,4995.0,1044900.0
2020,Parbhani,Improper Number Plate,1289.0,842600.0
2020,Parbhani,Tinted Glass,85.0,17000.0
2020,Parbhani,Wrong Side Driving,159.0,159000.0
2020,Parbhani,Use of Mobile while Driving,2285.0,457000.0
2020,Parbhani,Signal Jumping,,
2020,Parbhani,Honking,212.0,105400.0
2020,Parbhani,Jaywalking,,
2020,Parbhani,Other Cases,44140.0,9932800.0
2020,Parbhani,Illicit Cases,,
2020,Parbhani,Carrying Passengers in Goods Vehicles,29.0,5800.0
2020,Parbhani,Without License,6430.0,3215000.0
2020,Parbhani,Excess Passengers,111.0,22200.0
2020,Parbhani,Carrying Goods in Closed Body Vehicles,,
2020,Parbhani,Dangerous Goods,7.0,3500.0
2020,Parbhani,Violation of Permit,32.0,160000.0
2020,Parbhani,Trespassing,,
2020,Parbhani,Clandestine Operations,,
2020,Parbhani,Without Insurance,268.0,257200.0
2020,Pune,Dangerous Driving,28456.0,24834400.0
2020,Pune,Overtaking,7.0,1400.0
2020,Pune,Overspeeding,27659.0,27659000.0
2020,Pune,Drunken Driving,1461.0,2922000.0
2020,Pune,Parking Offence,576369.0,115273800.0
2020,Pune,Overload,,
2020,Pune,Without Brake Lights,3330.0,3330000.0
2020,Pune,Without Seatbelt,64281.0,12856200.0
2020,Pune,Without Helmet,1164463.0,569210900.0
2020,Pune,Improper Number Plate,44497.0,10458600.0
2020,Pune,Tinted Glass,73781.0,14756200.0
2020,Pune,Wrong Side Driving,58730.0,58720400.0
2020,Pune,Use of Mobile while Driving,45500.0,9100000.0
2020,Pune,Signal Jumping,,
2020,Pune,Honking,1068.0,495300.0
2020,Pune,Jaywalking,,
2020,Pune,Other Cases,840467.0,176530600.0
2020,Pune,Illicit Cases,,
2020,Pune,Carrying Passengers in Goods Vehicles,444.0,88800.0
2020,Pune,Without License,61255.0,30627500.0
2020,Pune,Excess Passengers,631.0,126200.0
2020,Pune,Carrying Goods in Closed Body Vehicles,,
2020,Pune,Dangerous Goods,1875.0,619500.0
2020,Pune,Violation of Permit,22.0,110000.0
2020,Pune,Trespassing,,
2020,Pune,Clandestine Operations,,
2020,Pune,Without Insurance,8120.0,8552600.0
2020,Raigad,Dangerous Driving,989.0,514600.0
2020,Raigad,Overtaking,3.0,600.0
2020,Raigad,Overspeeding,5.0,5000.0
2020,Raigad,Drunken Driving,166.0,332000.0
2020,Raigad,Parking Offence,45279.0,9055800.0
2020,Raigad,Overload,,
2020,Raigad,Without Brake Lights,143.0,143000.0
2020,Raigad,Without Seatbelt,10232.0,2046400.0
2020,Raigad,Without Helmet,12427.0,4107800.0
2020,Raigad,Improper Number Plate,4460.0,1096000.0
2020,Raigad,Tinted Glass,701.0,140200.0
2020,Raigad,Wrong Side Driving,73.0,69800.0
2020,Raigad,Use of Mobile while Driving,1036.0,207200.0
2020,Raigad,Signal Jumping,,
2020,Raigad,Honking,213.0,105900.0
2020,Raigad,Jaywalking,,
2020,Raigad,Other Cases,113971.0,23149100.0
2020,Raigad,Illicit Cases,,
2020,Raigad,Carrying Passengers in Goods Vehicles,99.0,19800.0
2020,Raigad,Without License,10766.0,5383000.0
2020,Raigad,Excess Passengers,303.0,60600.0
2020,Raigad,Carrying Goods in Closed Body Vehicles,,
2020,Raigad,Dangerous Goods,66.0,17100.0
2020,Raigad,Violation of Permit,59.0,295000.0
2020,Raigad,Trespassing,,
2020,Raigad,Clandestine Operations,,
2020,Raigad,Without Insurance,1324.0,1488600.0
2020,Ratnagiri,Dangerous Driving,261.0,257000.0
2020,Ratnagiri,Overtaking,16.0,3200.0
2020,Ratnagiri,Overspeeding,20.0,20000.0
2020,Ratnagiri,Drunken Driving,38.0,76000.0
2020,Ratnagiri,Parking Offence,24392.0,4878400.0
2020,Ratnagiri,Overload,,
2020,Ratnagiri,Without Brake Lights,1.0,1000.0
2020,Ratnagiri,Without Seatbelt,6031.0,1206200.0
2020,Ratnagiri,Without Helmet,26758.0,12628400.0
2020,Ratnagiri,Improper Number Plate,2388.0,519200.0
2020,Ratnagiri,Tinted Glass,303.0,60600.0
2020,Ratnagiri,Wrong Side Driving,30.0,30000.0
2020,Ratnagiri,Use of Mobile while Driving,682.0,136400.0
2020,Ratnagiri,Signal Jumping,,
2020,Ratnagiri,Honking,13.0,5000.0
2020,Ratnagiri,Jaywalking,,
2020,Ratnagiri,Other Cases,48707.0,10307100.0
2020,Ratnagiri,Illicit Cases,,
2020,Ratnagiri,Carrying Passengers in Goods Vehicles,37.0,7400.0
2020,Ratnagiri,Without License,2537.0,1268500.0
2020,Ratnagiri,Excess Passengers,10.0,2000.0
2020,Ratnagiri,Carrying Goods in Closed Body Vehicles,,
2020,Ratnagiri,Dangerous Goods,11.0,7800.0
2020,Ratnagiri,Violation of Permit,29.0,145000.0
2020,Ratnagiri,Trespassing,,
2020,Ratnagiri,Clandestine Operations,,
2020,Ratnagiri,Without Insurance,174.0,196700.0
2020,Sangli,Dangerous Driving,2752.0,2746400.0
2020,Sangli,Overtaking,0.0,0.0
2020,Sangli,Overspeeding,3609.0,3609000.0
2020,Sangli,Drunken Driving,271.0,542000.0
2020,Sangli,Parking Offence,46992.0,9398400.0
2020,Sangli,Overload,,
2020,Sangli,Without Brake Lights,10.0,10000.0
2020,Sangli,Without Seatbelt,3925.0,785000.0
2020,Sangli,Without Helmet,10698.0,2248200.0
2020,Sangli,Improper Number Plate,6390.0,1611600.0
2020,Sangli,Tinted Glass,599.0,119800.0
2020,Sangli,Wrong Side Driving,356.0,355200.0
2020,Sangli,Use of Mobile while Driving,11195.0,2239000.0
2020,Sangli,Signal Jumping,,
2020,Sangli,Honking,717.0,333300.0
2020,Sangli,Jaywalking,,
2020,Sangli,Other Cases,115243.0,24112200.0
2020,Sangli,Illicit Cases,,
2020,Sangli,Carrying Passengers in Goods Vehicles,23.0,4600.0
2020,Sangli,Without License,8811.0,4405500.0
2020,Sangli,Excess Passengers,10.0,2000.0
2020,Sangli,Carrying Goods in Closed Body Vehicles,,
2020,Sangli,Dangerous Goods,60.0,18700.0
2020,Sangli,Violation of Permit,112.0,560000.0
2020,Sangli,Trespassing,,
2020,Sangli,Clandestine Operations,,
2020,Sangli,Without Insurance,525.0,626700.0
2020,Satara,Dangerous Driving,4789.0,1992200.0
2020,Satara,Overtaking,1.0,200.0
2020,Satara,Overspeeding,69.0,69000.0
2020,Satara,Drunken Driving,18.0,36000.0
2020,Satara,Parking Offence,61524.0,12304800.0
2020,Satara,Overload,,
2020,Satara,Without Brake Lights,419.0,419000.0
2020,Satara,Without Seatbelt,10247.0,2049400.0
2020,Satara,Without Helmet,15138.0,3857400.0
2020,Satara,Improper Number Plate,14036.0,3091200.0
2020,Satara,Tinted Glass,1904.0,380800.0
2020,Satara,Wrong Side Driving,392.0,392000.0
2020,Satara,Use of Mobile while Driving,5983.0,1196600.0
2020,Satara,Signal Jumping,,
