Year,District,Taluka,Road Material,Length
2012,Nagpur,Kamathi,Rock,93
2012,Nagpur,Kamathi,Asphalt/Cement/Concrete,450
2012,Nagpur,Nagpur (Gra),Unpaved,36
2012,Nagpur,Nagpur (Gra),Rock,98
2012,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,659
2012,Nagpur,Nagpur (Sh),Unpaved,0
2012,Nagpur,Nagpur (Sh),Rock,88
2012,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2196
2012,Nagpur,Hingana,Unpaved,16
2012,Nagpur,Hingana,Rock,112
2012,Nagpur,Hingana,Asphalt/Cement/Concrete,577
2012,Nagpur,Umred,Unpaved,71
2012,Nagpur,Umred,Rock,171
2012,Nagpur,Umred,Asphalt/Cement/Concrete,596
2012,Nagpur,Kuhi,Unpaved,99
2012,Nagpur,Kuhi,Rock,335
2012,Nagpur,Kuhi,Asphalt/Cement/Concrete,981
2012,Nagpur,Bhiwapur,Unpaved,43
2012,Nagpur,Bhiwapur,Rock,149
2012,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,423
2013,Nagpur,Narkhed,Unpaved,474
2013,Nagpur,Narkhed,Rock,81
2013,Nagpur,Narkhed,Asphalt/Cement/Concrete,536
2013,Nagpur,Katol,Unpaved,298
2013,Nagpur,Katol,Rock,180
2013,Nagpur,Katol,Asphalt/Cement/Concrete,806
2013,Nagpur,Kalameshwar,Unpaved,388
2013,Nagpur,Kalameshwar,Rock,127
2013,Nagpur,Kalameshwar,Asphalt/Cement/Concrete,405
2013,Nagpur,Sawner,Unpaved,405
2013,Nagpur,Sawner,Rock,121
2013,Nagpur,Sawner,Asphalt/Cement/Concrete,495
2013,Nagpur,Parashivani,Unpaved,450
2013,Nagpur,Parashivani,Rock,163
2013,Nagpur,Parashivani,Asphalt/Cement/Concrete,340
2013,Nagpur,Ramtech,Unpaved,435
2013,Nagpur,Ramtech,Rock,165
2013,Nagpur,Ramtech,Asphalt/Cement/Concrete,539
2013,Nagpur,Mauda,Unpaved,624
2013,Nagpur,Mauda,Rock,157
2013,Nagpur,Mauda,Asphalt/Cement/Concrete,412
2013,Nagpur,Kamathi,Unpaved,388
2013,Nagpur,Kamathi,Rock,93
2013,Nagpur,Kamathi,Asphalt/Cement/Concrete,641
2013,Nagpur,Nagpur (Gra),Unpaved,274
2013,Nagpur,Nagpur (Gra),Rock,98
2013,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,929
2013,Nagpur,Nagpur (Sh),Unpaved,42
2013,Nagpur,Nagpur (Sh),Rock,88
2013,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2168
2013,Nagpur,Hingana,Unpaved,296
2013,Nagpur,Hingana,Rock,112
2013,Nagpur,Hingana,Asphalt/Cement/Concrete,526
2013,Nagpur,Umred,Unpaved,426
2013,Nagpur,Umred,Rock,171
2013,Nagpur,Umred,Asphalt/Cement/Concrete,784
2013,Nagpur,Kuhi,Unpaved,564
2013,Nagpur,Kuhi,Rock,302
2013,Nagpur,Kuhi,Asphalt/Cement/Concrete,577
2013,Nagpur,Bhiwapur,Unpaved,406
2013,Nagpur,Bhiwapur,Rock,149
2013,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,334
2014,Nagpur,Narkhed,Unpaved,442
2014,Nagpur,Narkhed,Rock,99
2014,Nagpur,Narkhed,Asphalt/Cement/Concrete,438
2014,Nagpur,Katol,Unpaved,391
2014,Nagpur,Katol,Rock,245
2014,Nagpur,Katol,Asphalt/Cement/Concrete,580
2014,Nagpur,Kalameshwar,Unpaved,390
2014,Nagpur,Kalameshwar,Rock,162
2014,Nagpur,Kalameshwar,Asphalt/Cement/Concrete,433
2014,Nagpur,Sawner,Unpaved,396
2014,Nagpur,Sawner,Rock,74
2014,Nagpur,Sawner,Asphalt/Cement/Concrete,441
2014,Nagpur,Parashivani,Unpaved,343
2014,Nagpur,Parashivani,Rock,138
2014,Nagpur,Parashivani,Asphalt/Cement/Concrete,504
2014,Nagpur,Ramtech,Unpaved,442
2014,Nagpur,Ramtech,Rock,128
2014,Nagpur,Ramtech,Asphalt/Cement/Concrete,646
2014,Nagpur,Mauda,Unpaved,524
2014,Nagpur,Mauda,Rock,208
2014,Nagpur,Mauda,Asphalt/Cement/Concrete,609
2014,Nagpur,Kamathi,Unpaved,386
2014,Nagpur,Kamathi,Rock,134
2014,Nagpur,Kamathi,Asphalt/Cement/Concrete,526
2014,Nagpur,Nagpur (Gra),Unpaved,257
2014,Nagpur,Nagpur (Gra),Rock,126
2014,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,737
2014,Nagpur,Nagpur (Sh),Unpaved,42
2014,Nagpur,Nagpur (Sh),Rock,88
2014,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2297
2014,Nagpur,Hingana,Unpaved,327
2014,Nagpur,Hingana,Rock,97
2014,Nagpur,Hingana,Asphalt/Cement/Concrete,632
2014,Nagpur,Umred,Unpaved,443
2014,Nagpur,Umred,Rock,285
2014,Nagpur,Umred,Asphalt/Cement/Concrete,589
2014,Nagpur,Kuhi,Unpaved,642
2014,Nagpur,Kuhi,Rock,203
2014,Nagpur,Kuhi,Asphalt/Cement/Concrete,650
2014,Nagpur,Bhiwapur,Unpaved,420
2014,Nagpur,Bhiwapur,Rock,120
2014,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,421
2015,Nagpur,Narkhed,Unpaved,442
2015,Nagpur,Narkhed,Rock,99
2015,Nagpur,Narkhed,Asphalt/Cement/Concrete,438
2015,Nagpur,Katol,Unpaved,391
2015,Nagpur,Katol,Rock,245
2015,Nagpur,Katol,Asphalt/Cement/Concrete,580
2015,Nagpur,Kalameshwar,Unpaved,390
2015,Nagpur,Kalameshwar,Rock,162
2015,Nagpur,Kalameshwar,Asphalt/Cement/Concrete,433
2015,Nagpur,Sawner,Unpaved,405
2015,Nagpur,Sawner,Rock,74
2015,Nagpur,Sawner,Asphalt/Cement/Concrete,441
2015,Nagpur,Parashivani,Unpaved,459
2015,Nagpur,Parashivani,Rock,138
2015,Nagpur,Parashivani,Asphalt/Cement/Concrete,504
2015,Nagpur,Ramtech,Unpaved,442
2015,Nagpur,Ramtech,Rock,128
2015,Nagpur,Ramtech,Asphalt/Cement/Concrete,646
2015,Nagpur,Mauda,Unpaved,524
2015,Nagpur,Mauda,Rock,208
2015,Nagpur,Mauda,Asphalt/Cement/Concrete,609
2015,Nagpur,Kamathi,Unpaved,386
2015,Nagpur,Kamathi,Rock,134
2015,Nagpur,Kamathi,Asphalt/Cement/Concrete,526
2015,Nagpur,Nagpur (Gra),Unpaved,265
2015,Nagpur,Nagpur (Gra),Rock,126
2015,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,737
2015,Nagpur,Nagpur (Sh),Unpaved,42
2015,Nagpur,Nagpur (Sh),Rock,88
2015,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2297
2015,Nagpur,Hingana,Unpaved,327
2015,Nagpur,Hingana,Rock,97
2015,Nagpur,Hingana,Asphalt/Cement/Concrete,632
2015,Nagpur,Umred,Unpaved,443
2015,Nagpur,Umred,Rock,285
2015,Nagpur,Umred,Asphalt/Cement/Concrete,589
2015,Nagpur,Kuhi,Unpaved,642
2015,Nagpur,Kuhi,Rock,203
2015,Nagpur,Kuhi,Asphalt/Cement/Concrete,650
2015,Nagpur,Bhiwapur,Unpaved,420
2015,Nagpur,Bhiwapur,Rock,120
2015,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,421
2016,Nagpur,Narkhed,Unpaved,450
2016,Nagpur,Narkhed,Rock,63
2016,Nagpur,Narkhed,Asphalt/Cement/Concrete,593
2016,Nagpur,Katol,Unpaved,308
2016,Nagpur,Katol,Rock,135
2016,Nagpur,Katol,Asphalt/Cement/Concrete,826
2016,Nagpur,Kalameshwar,Unpaved,402
2016,Nagpur,Kalameshwar,Rock,93
2016,Nagpur,Kalameshwar,Asphalt/Cement/Concrete,463
2016,Nagpur,Sawner,Unpaved,346
2016,Nagpur,Sawner,Rock,105
2016,Nagpur,Sawner,Asphalt/Cement/Concrete,506
2016,Nagpur,Parashivani,Unpaved,445
2016,Nagpur,Parashivani,Rock,113
2016,Nagpur,Parashivani,Asphalt/Cement/Concrete,408
2016,Nagpur,Ramtech,Unpaved,388
2016,Nagpur,Ramtech,Rock,82
2016,Nagpur,Ramtech,Asphalt/Cement/Concrete,713
2016,Nagpur,Mauda,Unpaved,546
2016,Nagpur,Mauda,Rock,218
2016,Nagpur,Mauda,Asphalt/Cement/Concrete,618
2016,Nagpur,Kamathi,Unpaved,327
2016,Nagpur,Kamathi,Rock,107
2016,Nagpur,Kamathi,Asphalt/Cement/Concrete,610
2016,Nagpur,Nagpur (Gra),Unpaved,338
2016,Nagpur,Nagpur (Gra),Rock,87
2016,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,654
2016,Nagpur,Nagpur (Sh),Unpaved,40
2016,Nagpur,Nagpur (Sh),Rock,85
2016,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2379
2016,Nagpur,Hingana,Unpaved,294
2016,Nagpur,Hingana,Rock,66
2016,Nagpur,Hingana,Asphalt/Cement/Concrete,697
2016,Nagpur,Umred,Unpaved,558
2016,Nagpur,Umred,Rock,175
2016,Nagpur,Umred,Asphalt/Cement/Concrete,718
2016,Nagpur,Kuhi,Unpaved,530
2016,Nagpur,Kuhi,Rock,338
2016,Nagpur,Kuhi,Asphalt/Cement/Concrete,547
2016,Nagpur,Bhiwapur,Unpaved,397
2016,Nagpur,Bhiwapur,Rock,111
2016,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,370
2017,Nagpur,Narkhed,Unpaved,450
2017,Nagpur,Narkhed,Rock,95
2017,Nagpur,Narkhed,Asphalt/Cement/Concrete,643
2017,Nagpur,Katol,Unpaved,318
2017,Nagpur,Katol,Rock,145
2017,Nagpur,Katol,Asphalt/Cement/Concrete,876
2017,Nagpur,Kalameshwar,Unpaved,412
2017,Nagpur,Kalameshwar,Rock,115
2017,Nagpur,Kalameshwar,Asphalt/Cement/Concrete,495
2017,Nagpur,Sawner,Unpaved,346
2017,Nagpur,Sawner,Rock,125
2017,Nagpur,Sawner,Asphalt/Cement/Concrete,535
2017,Nagpur,Parashivani,Unpaved,445
2017,Nagpur,Parashivani,Rock,123
2017,Nagpur,Parashivani,Asphalt/Cement/Concrete,448
2017,Nagpur,Ramtech,Unpaved,402
2017,Nagpur,Ramtech,Rock,102
2017,Nagpur,Ramtech,Asphalt/Cement/Concrete,755
2017,Nagpur,Mauda,Unpaved,546
2017,Nagpur,Mauda,Rock,225
2017,Nagpur,Mauda,Asphalt/Cement/Concrete,668
2017,Nagpur,Kamathi,Unpaved,327
2017,Nagpur,Kamathi,Rock,127
2017,Nagpur,Kamathi,Asphalt/Cement/Concrete,652
2017,Nagpur,Nagpur (Gra),Unpaved,338
2017,Nagpur,Nagpur (Gra),Rock,107
2017,Nagpur,Nagpur (Gra),Asphalt/Cement/Concrete,756
2017,Nagpur,Nagpur (Sh),Unpaved,50
2017,Nagpur,Nagpur (Sh),Rock,105
2017,Nagpur,Nagpur (Sh),Asphalt/Cement/Concrete,2550
2017,Nagpur,Hingana,Unpaved,315
2017,Nagpur,Hingana,Rock,106
2017,Nagpur,Hingana,Asphalt/Cement/Concrete,750
2017,Nagpur,Umred,Unpaved,570
2017,Nagpur,Umred,Rock,195
2017,Nagpur,Umred,Asphalt/Cement/Concrete,795
2017,Nagpur,Kuhi,Unpaved,545
2017,Nagpur,Kuhi,Rock,358
2017,Nagpur,Kuhi,Asphalt/Cement/Concrete,607
2017,Nagpur,Bhiwapur,Unpaved,407
2017,Nagpur,Bhiwapur,Rock,131
2017,Nagpur,Bhiwapur,Asphalt/Cement/Concrete,420
2018,Nagpur,Narkhed,Unpaved,566
2018,Nagpur,Narkhed,Rock,59
2018,Nagpur,Katol,Unpaved,476
2018,Nagpur,Katol,Rock,137
2018,Nagpur,Kalameshwar,Unpaved,390
2018,Nagpur,Kalameshwar,Rock,54
2018,Nagpur,Sawner,Unpaved,255
2018,Nagpur,Sawner,Rock,106
2018,Nagpur,Parashivani,Unpaved,398
2018,Nagpur,Parashivani,Rock,86
2018,Nagpur,Ramtech,Unpaved,382
2018,Nagpur,Ramtech,Rock,74
2018,Nagpur,Mauda,Unpaved,470
2018,Nagpur,Mauda,Rock,202
2018,Nagpur,Kamathi,Unpaved,322
2018,Nagpur,Kamathi,Rock,101
2018,Nagpur,Nagpur (Gra),Unpaved,362
2018,Nagpur,Nagpur (Gra),Rock,130
2018,Nagpur,Nagpur (Sh),Unpaved,12
2018,Nagpur,Nagpur (Sh),Rock,85
2018,Nagpur,Hingana,Unpaved,273
2018,Nagpur,Hingana,Rock,75
2018,Nagpur,Umred,Unpaved,487
2018,Nagpur,Umred,Rock,215
2018,Nagpur,Kuhi,Unpaved,487
2018,Nagpur,Kuhi,Rock,268
2018,Nagpur,Bhiwapur,Unpaved,381
2018,Nagpur,Bhiwapur,Rock,115
2019,Nagpur,Narkhed,Unpaved,566
2019,Nagpur,Narkhed,Rock,59
2019,Nagpur,Katol,Unpaved,476
2019,Nagpur,Katol,Rock,132
2019,Nagpur,Kalameshwar,Unpaved,386
2019,Nagpur,Kalameshwar,Rock,54
2019,Nagpur,Sawner,Unpaved,254
2019,Nagpur,Sawner,Rock,106
2019,Nagpur,Parashivani,Unpaved,368
2019,Nagpur,Parashivani,Rock,107
2019,Nagpur,Ramtech,Unpaved,381
2019,Nagpur,Ramtech,Rock,74
2019,Nagpur,Mauda,Unpaved,470
2019,Nagpur,Mauda,Rock,190
2019,Nagpur,Kamathi,Unpaved,322
2019,Nagpur,Kamathi,Rock,108
2019,Nagpur,Nagpur (Gra),Unpaved,362
2019,Nagpur,Nagpur (Gra),Rock,135
2019,Nagpur,Nagpur (Sh),Unpaved,12
2019,Nagpur,Nagpur (Sh),Rock,85
2019,Nagpur,Hingana,Unpaved,258
2019,Nagpur,Hingana,Rock,75
2019,Nagpur,Umred,Unpaved,483
2019,Nagpur,Umred,Rock,207
2019,Nagpur,Kuhi,Unpaved,489
2019,Nagpur,Kuhi,Rock,268
2019,Nagpur,Bhiwapur,Unpaved,382
2019,Nagpur,Bhiwapur,Rock,115
2020,Nagpur,Narkhed,Unpaved,526.96
2020,Nagpur,Narkhed,Rock,51.91
2020,Nagpur,Katol,Unpaved,509.42
2020,Nagpur,Katol,Rock,127.46
2020,Nagpur,Kalameshwar,Unpaved,411.17
2020,Nagpur,Kalameshwar,Rock,72.46
2020,Nagpur,Sawner,Unpaved,254.95
2020,Nagpur,Sawner,Rock,81.7
2020,Nagpur,Parashivani,Unpaved,397.2
2020,Nagpur,Parashivani,Rock,81.35
2020,Nagpur,Ramtech,Unpaved,381.09
2020,Nagpur,Ramtech,Rock,66.52
2020,Nagpur,Mauda,Unpaved,411.65
2020,Nagpur,Mauda,Rock,178.83
2020,Nagpur,Kamathi,Unpaved,365.5
2020,Nagpur,Kamathi,Rock,117.56
2020,Nagpur,Nagpur (Gra),Unpaved,302.3
2020,Nagpur,Nagpur (Gra),Rock,96.8
2020,Nagpur,Nagpur (Sh),Unpaved,10.58
2020,Nagpur,Nagpur (Sh),Rock,148.11
2020,Nagpur,Hingana,Unpaved,346.78
2020,Nagpur,Hingana,Rock,103.13
2020,Nagpur,Umred,Unpaved,527.37
2020,Nagpur,Umred,Rock,227.51
2020,Nagpur,Kuhi,Unpaved,499.53
2020,Nagpur,Kuhi,Rock,229.7
2020,Nagpur,Bhiwapur,Unpaved,386.36
2020,Nagpur,Bhiwapur,Rock,108.15
2021,Nagpur,Narkhed,Unpaved,526.96
2021,Nagpur,Narkhed,Rock,51.91
2021,Nagpur,Katol,Unpaved,509.42
2021,Nagpur,Katol,Rock,127.46
2021,Nagpur,Kalameshwar,Unpaved,411.17
2021,Nagpur,Kalameshwar,Rock,72.46
2021,Nagpur,Sawner,Unpaved,254.95
2021,Nagpur,Sawner,Rock,81.7
2021,Nagpur,Parashivani,Unpaved,395.4
2021,Nagpur,Parashivani,Rock,86.15
2021,Nagpur,Ramtech,Unpaved,383.44
2021,Nagpur,Ramtech,Rock,64.17
2021,Nagpur,Mauda,Unpaved,410.71
2021,Nagpur,Mauda,Rock,179.77
2021,Nagpur,Kamathi,Unpaved,365.5
2021,Nagpur,Kamathi,Rock,117.56
2021,Nagpur,Nagpur (Gra),Unpaved,287.5
2021,Nagpur,Nagpur (Gra),Rock,98.6
2021,Nagpur,Nagpur (Sh),Unpaved,25.51
2021,Nagpur,Nagpur (Sh),Rock,110.31
2021,Nagpur,Hingana,Unpaved,346.78
2021,Nagpur,Hingana,Rock,103.13
2021,Nagpur,Umred,Unpaved,527.37
2021,Nagpur,Umred,Rock,227.51
2021,Nagpur,Kuhi,Unpaved,499.53
2021,Nagpur,Kuhi,Rock,229.7
2021,Nagpur,Bhiwapur,Unpaved,386.36
2021,Nagpur,Bhiwapur,Rock,108.15
2014,Nanded,Mahur,Unpaved,33.16
2014,Nanded,Mahur,Rock,133.78
2014,Nanded,Mahur,Asphalt/Cement/Concrete,239.35
2014,Nanded,Kinvat,Unpaved,41.67
2014,Nanded,Kinvat,Rock,185.6
2014,Nanded,Kinvat,Asphalt/Cement/Concrete,501.84
2014,Nanded,Himalay nagar,Unpaved,10.82
2014,Nanded,Himalay nagar,Rock,195.65
2014,Nanded,Himalay nagar,Asphalt/Cement/Concrete,189.55
2014,Nanded,hadgaon,Unpaved,29.25
2014,Nanded,hadgaon,Rock,265.25
2014,Nanded,hadgaon,Asphalt/Cement/Concrete,449.02
2014,Nanded,andhrapur,Unpaved,29.25
2014,Nanded,andhrapur,Rock,22.43
2014,Nanded,andhrapur,Asphalt/Cement/Concrete,206.64
2014,Nanded,Nanded,Unpaved,11.52
2014,Nanded,Nanded,Rock,110.58
2014,Nanded,Nanded,Asphalt/Cement/Concrete,257.91
2014,Nanded,Mudkhed,Unpaved,6.74
2014,Nanded,Mudkhed,Rock,122.96
2014,Nanded,Mudkhed,Asphalt/Cement/Concrete,264.13
2014,Nanded,bhokar,Unpaved,15.43
2014,Nanded,bhokar,Rock,136.1
2014,Nanded,bhokar,Asphalt/Cement/Concrete,261.02
2014,Nanded,umari,Unpaved,1.77
2014,Nanded,umari,Rock,193.33
2014,Nanded,umari,Asphalt/Cement/Concrete,315.4
2014,Nanded,dharmabad,Unpaved,7.45
2014,Nanded,dharmabad,Rock,130.69
2014,Nanded,dharmabad,Asphalt/Cement/Concrete,288.99
2014,Nanded,biloli,Unpaved,11.35
2014,Nanded,biloli,Rock,123.73
2014,Nanded,biloli,Asphalt/Cement/Concrete,344.92
2014,Nanded,naygaon,Unpaved,16.67
2014,Nanded,naygaon,Rock,156.98
2014,Nanded,naygaon,Asphalt/Cement/Concrete,318.51
2014,Nanded,loha,Unpaved,13.12
2014,Nanded,loha,Rock,278.39
2014,Nanded,loha,Asphalt/Cement/Concrete,590.4
2014,Nanded,kandhar,Unpaved,15.07
2014,Nanded,kandhar,Rock,225.81
2014,Nanded,kandhar,Asphalt/Cement/Concrete,503.4
2014,Nanded,Mukhed,Unpaved,24.82
2014,Nanded,Mukhed,Rock,458.58
2014,Nanded,Mukhed,Asphalt/Cement/Concrete,762.86
2014,Nanded,deglur,Unpaved,36.17
2014,Nanded,deglur,Rock,120.64
2014,Nanded,deglur,Asphalt/Cement/Concrete,820.35
2015,Nanded,Mahur,Unpaved,187
2015,Nanded,Mahur,Rock,173
2015,Nanded,Mahur,Asphalt/Cement/Concrete,154
2015,Nanded,Kinvat,Unpaved,348
2015,Nanded,Kinvat,Rock,345
2015,Nanded,Kinvat,Asphalt/Cement/Concrete,423
2015,Nanded,Himalay nagar,Unpaved,61
2015,Nanded,Himalay nagar,Rock,253
2015,Nanded,Himalay nagar,Asphalt/Cement/Concrete,122
2015,Nanded,hadgaon,Unpaved,165
2015,Nanded,hadgaon,Rock,443
2015,Nanded,hadgaon,Asphalt/Cement/Concrete,389
2015,Nanded,andhrapur,Unpaved,165
2015,Nanded,andhrapur,Rock,31.6
2015,Nanded,andhrapur,Asphalt/Cement/Concrete,133
2015,Nanded,Nanded,Unpaved,65
2015,Nanded,Nanded,Rock,243
2015,Nanded,Nanded,Asphalt/Cement/Concrete,266
2015,Nanded,Mudkhed,Unpaved,38
2015,Nanded,Mudkhed,Rock,159
2015,Nanded,Mudkhed,Asphalt/Cement/Concrete,170
2015,Nanded,bhokar,Unpaved,87
2015,Nanded,bhokar,Rock,276
2015,Nanded,bhokar,Asphalt/Cement/Concrete,268
2015,Nanded,umari,Unpaved,10
2015,Nanded,umari,Rock,280
2015,Nanded,umari,Asphalt/Cement/Concrete,203
2015,Nanded,dharmabad,Unpaved,42
2015,Nanded,dharmabad,Rock,169
2015,Nanded,dharmabad,Asphalt/Cement/Concrete,186
2015,Nanded,biloli,Unpaved,64
2015,Nanded,biloli,Rock,160.1
2015,Nanded,biloli,Asphalt/Cement/Concrete,127
2015,Nanded,naygaon,Unpaved,94
2015,Nanded,naygaon,Rock,156.98
2015,Nanded,naygaon,Asphalt/Cement/Concrete,270
2015,Nanded,loha,Unpaved,74
2015,Nanded,loha,Rock,278.69
2015,Nanded,loha,Asphalt/Cement/Concrete,450
2015,Nanded,kandhar,Unpaved,85
2015,Nanded,kandhar,Rock,225.81
2015,Nanded,kandhar,Asphalt/Cement/Concrete,478
2015,Nanded,Mukhed,Unpaved,140
2015,Nanded,Mukhed,Rock,457.28
2015,Nanded,Mukhed,Asphalt/Cement/Concrete,491
2015,Nanded,deglur,Unpaved,597
2015,Nanded,deglur,Rock,120.64
2015,Nanded,deglur,Asphalt/Cement/Concrete,528
2016,Nanded,Mahur,Unpaved,187
2016,Nanded,Mahur,Rock,98
2016,Nanded,Mahur,Asphalt/Cement/Concrete,464
2016,Nanded,Kinvat,Unpaved,322.3
2016,Nanded,Kinvat,Rock,88
2016,Nanded,Kinvat,Asphalt/Cement/Concrete,808
2016,Nanded,Himalay nagar,Unpaved,10
2016,Nanded,Himalay nagar,Rock,87
2016,Nanded,Himalay nagar,Asphalt/Cement/Concrete,339
2016,Nanded,hadgaon,Unpaved,65
2016,Nanded,hadgaon,Rock,95
2016,Nanded,hadgaon,Asphalt/Cement/Concrete,732
2016,Nanded,andhrapur,Unpaved,165
2016,Nanded,andhrapur,Rock,63
2016,Nanded,andhrapur,Asphalt/Cement/Concrete,252
2016,Nanded,Nanded,Unpaved,65
2016,Nanded,Nanded,Rock,105
2016,Nanded,Nanded,Asphalt/Cement/Concrete,428
2016,Nanded,Mudkhed,Unpaved,22
2016,Nanded,Mudkhed,Rock,75
2016,Nanded,Mudkhed,Asphalt/Cement/Concrete,274
2016,Nanded,bhokar,Unpaved,27
2016,Nanded,bhokar,Rock,73
2016,Nanded,bhokar,Asphalt/Cement/Concrete,474
2016,Nanded,umari,Unpaved,18
2016,Nanded,umari,Rock,68.22
2016,Nanded,umari,Asphalt/Cement/Concrete,383
2016,Nanded,dharmabad,Unpaved,45
2016,Nanded,dharmabad,Rock,95
2016,Nanded,dharmabad,Asphalt/Cement/Concrete,257
2016,Nanded,biloli,Unpaved,90
2016,Nanded,biloli,Rock,79
2016,Nanded,biloli,Asphalt/Cement/Concrete,427
2016,Nanded,naygaon,Unpaved,120
2016,Nanded,naygaon,Rock,65
2016,Nanded,naygaon,Asphalt/Cement/Concrete,414
2016,Nanded,loha,Unpaved,101
2016,Nanded,loha,Rock,95
2016,Nanded,loha,Asphalt/Cement/Concrete,685
2016,Nanded,kandhar,Unpaved,110
2016,Nanded,kandhar,Rock,98.78
2016,Nanded,kandhar,Asphalt/Cement/Concrete,735
2016,Nanded,Mukhed,Unpaved,80
2016,Nanded,Mukhed,Rock,85
2016,Nanded,Mukhed,Asphalt/Cement/Concrete,898
2016,Nanded,deglur,Unpaved,297
2016,Nanded,deglur,Rock,95
2016,Nanded,deglur,Asphalt/Cement/Concrete,663.33
2017,Nanded,Mahur,Unpaved,166.7
2017,Nanded,Mahur,Rock,162
2017,Nanded,Mahur,Asphalt/Cement/Concrete,187.2
2017,Nanded,Kinvat,Unpaved,332.55
2017,Nanded,Kinvat,Rock,130
2017,Nanded,Kinvat,Asphalt/Cement/Concrete,654.12
2017,Nanded,Himalay nagar,Unpaved,57.5
2017,Nanded,Himalay nagar,Rock,133
2017,Nanded,Himalay nagar,Asphalt/Cement/Concrete,247.5
2017,Nanded,hadgaon,Unpaved,165
2017,Nanded,hadgaon,Rock,128
2017,Nanded,hadgaon,Asphalt/Cement/Concrete,705.64
2017,Nanded,andhrapur,Unpaved,26.5
2017,Nanded,andhrapur,Rock,108
2017,Nanded,andhrapur,Asphalt/Cement/Concrete,200.05
2017,Nanded,Nanded,Unpaved,24
2017,Nanded,Nanded,Rock,114.05
2017,Nanded,Nanded,Asphalt/Cement/Concrete,438.16
2017,Nanded,Mudkhed,Unpaved,18.8
2017,Nanded,Mudkhed,Rock,128
2017,Nanded,Mudkhed,Asphalt/Cement/Concrete,221.92
2017,Nanded,bhokar,Unpaved,53.2
2017,Nanded,bhokar,Rock,118
2017,Nanded,bhokar,Asphalt/Cement/Concrete,462.01
2017,Nanded,umari,Unpaved,52
2017,Nanded,umari,Rock,143
2017,Nanded,umari,Asphalt/Cement/Concrete,306.04
2017,Nanded,dharmabad,Unpaved,22
2017,Nanded,dharmabad,Rock,116
2017,Nanded,dharmabad,Asphalt/Cement/Concrete,261.1
2017,Nanded,biloli,Unpaved,90
2017,Nanded,biloli,Rock,146
2017,Nanded,biloli,Asphalt/Cement/Concrete,409.3
2017,Nanded,naygaon,Unpaved,73.5
2017,Nanded,naygaon,Rock,136
2017,Nanded,naygaon,Asphalt/Cement/Concrete,463.6
2017,Nanded,loha,Unpaved,74
2017,Nanded,loha,Rock,133
2017,Nanded,loha,Asphalt/Cement/Concrete,741.94
2017,Nanded,kandhar,Unpaved,84.7
2017,Nanded,kandhar,Rock,137
2017,Nanded,kandhar,Asphalt/Cement/Concrete,829.22
2017,Nanded,Mukhed,Unpaved,140
2017,Nanded,Mukhed,Rock,140
2017,Nanded,Mukhed,Asphalt/Cement/Concrete,953.3
2017,Nanded,deglur,Unpaved,156.5
2017,Nanded,deglur,Rock,137
2017,Nanded,deglur,Asphalt/Cement/Concrete,596.7
2018,Nanded,Mahur,Unpaved,166.7
2018,Nanded,Mahur,Rock,162
2018,Nanded,Kinvat,Unpaved,332.55
2018,Nanded,Kinvat,Rock,130
2018,Nanded,Himalay nagar,Unpaved,57.5
2018,Nanded,Himalay nagar,Rock,133
2018,Nanded,hadgaon,Unpaved,165
2018,Nanded,hadgaon,Rock,128
2018,Nanded,andhrapur,Unpaved,26.5
2018,Nanded,andhrapur,Rock,108
2018,Nanded,Nanded,Unpaved,24
2018,Nanded,Nanded,Rock,114.05
2018,Nanded,Mudkhed,Unpaved,18.8
2018,Nanded,Mudkhed,Rock,128
2018,Nanded,bhokar,Unpaved,53.2
2018,Nanded,bhokar,Rock,118
2018,Nanded,umari,Unpaved,52
2018,Nanded,umari,Rock,143
2018,Nanded,dharmabad,Unpaved,22
2018,Nanded,dharmabad,Rock,116
2018,Nanded,biloli,Unpaved,90
2018,Nanded,biloli,Rock,146
2018,Nanded,naygaon,Unpaved,73.5
2018,Nanded,naygaon,Rock,136
2018,Nanded,loha,Unpaved,74
2018,Nanded,loha,Rock,133
2018,Nanded,kandhar,Unpaved,84.7
2018,Nanded,kandhar,Rock,137
2018,Nanded,Mukhed,Unpaved,140
2018,Nanded,Mukhed,Rock,140
2018,Nanded,deglur,Unpaved,156.5
2018,Nanded,deglur,Rock,140
2019,Nanded,Mahur,Unpaved,166.7
2019,Nanded,Mahur,Rock,162
2019,Nanded,Kinvat,Unpaved,332.55
