Year,District,Taluka,Road Material,Length
2015,Gondia,Devari,Asphalt/Cement/Concrete,401.96
2016,Gondia,Tiroda,Unpaved,325.44
2016,Gondia,Tiroda,Rock,332.43
2016,Gondia,Tiroda,Asphalt/Cement/Concrete,567.63
2016,Gondia,Goregaon,Unpaved,170.79
2016,Gondia,Goregaon,Rock,182.44
2016,Gondia,Goregaon,Asphalt/Cement/Concrete,385.68
2016,Gondia,Gondia,Unpaved,204.09
2016,Gondia,Gondia,Rock,236.45
2016,Gondia,Gondia,Asphalt/Cement/Concrete,971.81
2016,Gondia,Aamgaon,Unpaved,30.4
2016,Gondia,Aamgaon,Rock,241.75
2016,Gondia,Aamgaon,Asphalt/Cement/Concrete,535.89
2016,Gondia,Salekasa,Unpaved,219.01
2016,Gondia,Salekasa,Rock,67.8
2016,Gondia,Salekasa,Asphalt/Cement/Concrete,400.59
2016,Gondia,Sadak Arjuni,Unpaved,213.28
2016,Gondia,Sadak Arjuni,Rock,124.56
2016,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,578.88
2016,Gondia,Arjuni Morgaon,Unpaved,324.33
2016,Gondia,Arjuni Morgaon,Rock,100.05
2016,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,605.2
2016,Gondia,Devari,Unpaved,438.22
2016,Gondia,Devari,Rock,130.4
2016,Gondia,Devari,Asphalt/Cement/Concrete,524.29
2017,Gondia,Tiroda,Unpaved,309.99
2017,Gondia,Tiroda,Rock,326.03
2017,Gondia,Tiroda,Asphalt/Cement/Concrete,563.42
2017,Gondia,Goregaon,Unpaved,175.94
2017,Gondia,Goregaon,Rock,181.7
2017,Gondia,Goregaon,Asphalt/Cement/Concrete,377.6
2017,Gondia,Gondia,Unpaved,207.84
2017,Gondia,Gondia,Rock,242.45
2017,Gondia,Gondia,Asphalt/Cement/Concrete,971.54
2017,Gondia,Aamgaon,Unpaved,23.5
2017,Gondia,Aamgaon,Rock,257.15
2017,Gondia,Aamgaon,Asphalt/Cement/Concrete,464.42
2017,Gondia,Salekasa,Unpaved,222.01
2017,Gondia,Salekasa,Rock,70.8
2017,Gondia,Salekasa,Asphalt/Cement/Concrete,421.59
2017,Gondia,Sadak Arjuni,Unpaved,226.48
2017,Gondia,Sadak Arjuni,Rock,127.56
2017,Gondia,Sadak Arjuni,Asphalt/Cement/Concrete,586.38
2017,Gondia,Arjuni Morgaon,Unpaved,324.33
2017,Gondia,Arjuni Morgaon,Rock,100.05
2017,Gondia,Arjuni Morgaon,Asphalt/Cement/Concrete,610.2
2017,Gondia,Devari,Unpaved,452.07
2017,Gondia,Devari,Rock,144.15
2017,Gondia,Devari,Asphalt/Cement/Concrete,540.57
2018,Gondia,Tiroda,Unpaved,309.99
2018,Gondia,Tiroda,Rock,326.03
2018,Gondia,Goregaon,Unpaved,178.34
2018,Gondia,Goregaon,Rock,185.44
2018,Gondia,Gondia,Unpaved,208.94
2018,Gondia,Gondia,Rock,227.05
2018,Gondia,Aamgaon,Unpaved,32.38
2018,Gondia,Aamgaon,Rock,267.15
2018,Gondia,Salekasa,Unpaved,220.01
2018,Gondia,Salekasa,Rock,75.8
2018,Gondia,Sadak Arjuni,Unpaved,226.48
2018,Gondia,Sadak Arjuni,Rock,133.96
2018,Gondia,Arjuni Morgaon,Unpaved,319.03
2018,Gondia,Arjuni Morgaon,Rock,91
2018,Gondia,Devari,Unpaved,438.22
2018,Gondia,Devari,Rock,129.74
2019,Gondia,Tiroda,Unpaved,309.99
2019,Gondia,Tiroda,Rock,326.03
2019,Gondia,Goregaon,Unpaved,175.34
2019,Gondia,Goregaon,Rock,180.44
2019,Gondia,Gondia,Unpaved,208.94
2019,Gondia,Gondia,Rock,225.25
2019,Gondia,Aamgaon,Unpaved,30.5
2019,Gondia,Aamgaon,Rock,267.15
2019,Gondia,Salekasa,Unpaved,219.01
2019,Gondia,Salekasa,Rock,63.9
2019,Gondia,Sadak Arjuni,Unpaved,226.48
2019,Gondia,Sadak Arjuni,Rock,113.26
2019,Gondia,Arjuni Morgaon,Unpaved,319.03
2019,Gondia,Arjuni Morgaon,Rock,89.1
2019,Gondia,Devari,Unpaved,437.22
2019,Gondia,Devari,Rock,126.74
2020,Gondia,Tiroda,Unpaved,307.49
2020,Gondia,Tiroda,Rock,331.28
2020,Gondia,Goregaon,Unpaved,175.14
2020,Gondia,Goregaon,Rock,181.24
2020,Gondia,Gondia,Unpaved,218.14
2020,Gondia,Gondia,Rock,218.99
2020,Gondia,Aamgaon,Unpaved,26.5
2020,Gondia,Aamgaon,Rock,267.15
2020,Gondia,Salekasa,Unpaved,204.11
2020,Gondia,Salekasa,Rock,66.9
2020,Gondia,Sadak Arjuni,Unpaved,223.48
2020,Gondia,Sadak Arjuni,Rock,120.81
2020,Gondia,Arjuni Morgaon,Unpaved,324.33
2020,Gondia,Arjuni Morgaon,Rock,90.3
2020,Gondia,Devari,Unpaved,438.22
2020,Gondia,Devari,Rock,127.9
2021,Gondia,Tiroda,Unpaved,300.9
2021,Gondia,Tiroda,Rock,330.34
2021,Gondia,Goregaon,Unpaved,160.39
2021,Gondia,Goregaon,Rock,179.99
2021,Gondia,Gondia,Unpaved,199.1
2021,Gondia,Gondia,Rock,217.58
2021,Gondia,Aamgaon,Unpaved,27.62
2021,Gondia,Aamgaon,Rock,204.09
2021,Gondia,Salekasa,Unpaved,119.46
2021,Gondia,Salekasa,Rock,79.4
2021,Gondia,Sadak Arjuni,Unpaved,214.48
2021,Gondia,Sadak Arjuni,Rock,103.76
2021,Gondia,Arjuni Morgaon,Unpaved,324.33
2021,Gondia,Arjuni Morgaon,Rock,89.8
2021,Gondia,Devari,Unpaved,438.22
2021,Gondia,Devari,Rock,128.9
2012,Hingoli,Sengaon,Unpaved,15.42
2012,Hingoli,Sengaon,Rock,7
2012,Hingoli,Sengaon,Asphalt/Cement/Concrete,147.25
2012,Hingoli,Hingoli,Unpaved,22.45
2012,Hingoli,Hingoli,Rock,0
2012,Hingoli,Hingoli,Asphalt/Cement/Concrete,136.2
2012,Hingoli,Aundha na,Unpaved,0
2012,Hingoli,Aundha na,Rock,0
2012,Hingoli,Aundha na,Asphalt/Cement/Concrete,77
2012,Hingoli,Kalamanuri,Unpaved,9.6
2012,Hingoli,Kalamanuri,Rock,3
2012,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,164.4
2012,Hingoli,vasamat,Unpaved,7.6
2012,Hingoli,vasamat,Rock,0
2012,Hingoli,vasamat,Asphalt/Cement/Concrete,141.7
2013,Hingoli,Sengaon,Unpaved,40
2013,Hingoli,Sengaon,Rock,193
2013,Hingoli,Sengaon,Asphalt/Cement/Concrete,558.56
2013,Hingoli,Hingoli,Unpaved,91.4
2013,Hingoli,Hingoli,Rock,189.15
2013,Hingoli,Hingoli,Asphalt/Cement/Concrete,709.75
2013,Hingoli,Aundha na,Unpaved,43.25
2013,Hingoli,Aundha na,Rock,98.8
2013,Hingoli,Aundha na,Asphalt/Cement/Concrete,579
2013,Hingoli,Kalamanuri,Unpaved,51
2013,Hingoli,Kalamanuri,Rock,89.4
2013,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,588.75
2013,Hingoli,vasamat,Unpaved,75.4
2013,Hingoli,vasamat,Rock,103
2013,Hingoli,vasamat,Asphalt/Cement/Concrete,691.7
2014,Hingoli,Sengaon,Unpaved,40
2014,Hingoli,Sengaon,Rock,193
2014,Hingoli,Sengaon,Asphalt/Cement/Concrete,647.2
2014,Hingoli,Hingoli,Unpaved,71.4
2014,Hingoli,Hingoli,Rock,179.15
2014,Hingoli,Hingoli,Asphalt/Cement/Concrete,597.55
2014,Hingoli,Aundha na,Unpaved,43.25
2014,Hingoli,Aundha na,Rock,79.2
2014,Hingoli,Aundha na,Asphalt/Cement/Concrete,561.45
2014,Hingoli,Kalamanuri,Unpaved,49.5
2014,Hingoli,Kalamanuri,Rock,89
2014,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,693.6
2014,Hingoli,vasamat,Unpaved,55.3
2014,Hingoli,vasamat,Rock,103.1
2014,Hingoli,vasamat,Asphalt/Cement/Concrete,708
2015,Hingoli,Sengaon,Unpaved,105.05
2015,Hingoli,Sengaon,Rock,178.46
2015,Hingoli,Sengaon,Asphalt/Cement/Concrete,596.69
2015,Hingoli,Hingoli,Unpaved,143.45
2015,Hingoli,Hingoli,Rock,93.15
2015,Hingoli,Hingoli,Asphalt/Cement/Concrete,611.5
2015,Hingoli,Aundha na,Unpaved,92.25
2015,Hingoli,Aundha na,Rock,126.75
2015,Hingoli,Aundha na,Asphalt/Cement/Concrete,464.9
2015,Hingoli,Kalamanuri,Unpaved,128.35
2015,Hingoli,Kalamanuri,Rock,149.56
2015,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,554.29
2015,Hingoli,vasamat,Unpaved,71.6
2015,Hingoli,vasamat,Rock,168
2015,Hingoli,vasamat,Asphalt/Cement/Concrete,621.3
2016,Hingoli,Sengaon,Unpaved,105.05
2016,Hingoli,Sengaon,Rock,167.35
2016,Hingoli,Sengaon,Asphalt/Cement/Concrete,627.8
2016,Hingoli,Hingoli,Unpaved,143.45
2016,Hingoli,Hingoli,Rock,73.03
2016,Hingoli,Hingoli,Asphalt/Cement/Concrete,636.57
2016,Hingoli,Aundha na,Unpaved,92.25
2016,Hingoli,Aundha na,Rock,128.64
2016,Hingoli,Aundha na,Asphalt/Cement/Concrete,483.01
2016,Hingoli,Kalamanuri,Unpaved,128.35
2016,Hingoli,Kalamanuri,Rock,137.38
2016,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,578.47
2016,Hingoli,vasamat,Unpaved,55
2016,Hingoli,vasamat,Rock,160.89
2016,Hingoli,vasamat,Asphalt/Cement/Concrete,637.61
2017,Hingoli,Sengaon,Unpaved,105.05
2017,Hingoli,Sengaon,Rock,167.35
2017,Hingoli,Sengaon,Asphalt/Cement/Concrete,627.8
2017,Hingoli,Hingoli,Unpaved,143.45
2017,Hingoli,Hingoli,Rock,73.03
2017,Hingoli,Hingoli,Asphalt/Cement/Concrete,636.57
2017,Hingoli,Aundha na,Unpaved,92.25
2017,Hingoli,Aundha na,Rock,128.64
2017,Hingoli,Aundha na,Asphalt/Cement/Concrete,483.01
2017,Hingoli,Kalamanuri,Unpaved,133.35
2017,Hingoli,Kalamanuri,Rock,137.38
2017,Hingoli,Kalamanuri,Asphalt/Cement/Concrete,578.47
2017,Hingoli,vasamat,Unpaved,55
2017,Hingoli,vasamat,Rock,160.89
2017,Hingoli,vasamat,Asphalt/Cement/Concrete,735.81
2018,Hingoli,Sengaon,Unpaved,106.72
2018,Hingoli,Sengaon,Rock,175.86
2018,Hingoli,Hingoli,Unpaved,152.07
2018,Hingoli,Hingoli,Rock,114.89
2018,Hingoli,Aundha na,Unpaved,108.92
2018,Hingoli,Aundha na,Rock,121.64
2018,Hingoli,Kalamanuri,Unpaved,129.27
2018,Hingoli,Kalamanuri,Rock,134.38
2018,Hingoli,vasamat,Unpaved,173.53
2018,Hingoli,vasamat,Rock,183.69
2019,Hingoli,Sengaon,Unpaved,121.16
2019,Hingoli,Sengaon,Rock,175.86
2019,Hingoli,Hingoli,Unpaved,218.6
2019,Hingoli,Hingoli,Rock,115.46
2019,Hingoli,Aundha na,Unpaved,116.42
2019,Hingoli,Aundha na,Rock,121.64
2019,Hingoli,Kalamanuri,Unpaved,135.65
2019,Hingoli,Kalamanuri,Rock,134.38
2019,Hingoli,vasamat,Unpaved,175.89
2019,Hingoli,vasamat,Rock,183.61
2020,Hingoli,Sengaon,Unpaved,122.66
2020,Hingoli,Sengaon,Rock,175.86
2020,Hingoli,Hingoli,Unpaved,243.1
2020,Hingoli,Hingoli,Rock,115.46
2020,Hingoli,Aundha na,Unpaved,116.42
2020,Hingoli,Aundha na,Rock,121.64
2020,Hingoli,Kalamanuri,Unpaved,135.65
2020,Hingoli,Kalamanuri,Rock,134.38
2020,Hingoli,vasamat,Unpaved,175.89
2020,Hingoli,vasamat,Rock,186.38
2021,Hingoli,Sengaon,Unpaved,148.62
2021,Hingoli,Sengaon,Rock,144.13
2021,Hingoli,Hingoli,Unpaved,130.56
2021,Hingoli,Hingoli,Rock,84.23
2021,Hingoli,Aundha na,Unpaved,95.88
2021,Hingoli,Aundha na,Rock,90.41
2021,Hingoli,Kalamanuri,Unpaved,217.91
2021,Hingoli,Kalamanuri,Rock,103.15
2021,Hingoli,vasamat,Unpaved,180.75
2021,Hingoli,vasamat,Rock,155.15
2012,Jalgaon,Chopda ,Unpaved,119.14
2012,Jalgaon,Chopda ,Rock,178.91
2012,Jalgaon,Chopda ,Asphalt/Cement/Concrete,626.47
2012,Jalgaon,Yawal,Unpaved,203.88
2012,Jalgaon,Yawal,Rock,286.18
2012,Jalgaon,Yawal,Asphalt/Cement/Concrete,459.61
2012,Jalgaon,Raver,Unpaved,67.72
2012,Jalgaon,Raver,Rock,170.99
2012,Jalgaon,Raver,Asphalt/Cement/Concrete,614.7
2012,Jalgaon,Muktainagar ,Unpaved,188.2
2012,Jalgaon,Muktainagar ,Rock,114
2012,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,344.75
2012,Jalgaon,Bodvad,Unpaved,29.75
2012,Jalgaon,Bodvad,Rock,167.1
2012,Jalgaon,Bodvad,Asphalt/Cement/Concrete,166.3
2012,Jalgaon,Bhusawal,Unpaved,15.09
2012,Jalgaon,Bhusawal,Rock,134.7
2012,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,408.35
2012,Jalgaon,Jalgaon ,Unpaved,179.55
2012,Jalgaon,Jalgaon ,Rock,143.15
2012,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,505.45
2012,Jalgaon,Erandol ,Unpaved,121.55
2012,Jalgaon,Erandol ,Rock,175.12
2012,Jalgaon,Erandol ,Asphalt/Cement/Concrete,312.03
2012,Jalgaon,Dharangoan ,Unpaved,55.17
2012,Jalgaon,Dharangoan ,Rock,141.63
2012,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,309.48
2012,Jalgaon,Amalner ,Unpaved,168.2
2012,Jalgaon,Amalner ,Rock,281.41
2012,Jalgaon,Amalner ,Asphalt/Cement/Concrete,486.59
2012,Jalgaon,Parola,Unpaved,41.25
2012,Jalgaon,Parola,Rock,165.73
2012,Jalgaon,Parola,Asphalt/Cement/Concrete,399.22
2012,Jalgaon,Bhadgoan,Unpaved,50.5
2012,Jalgaon,Bhadgoan,Rock,200.54
2012,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,245
2012,Jalgaon,Chalisgoan ,Unpaved,142
2012,Jalgaon,Chalisgoan ,Rock,343
2012,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,605.52
2012,Jalgaon,Pachora ,Unpaved,132.2
2012,Jalgaon,Pachora ,Rock,212.45
2012,Jalgaon,Pachora ,Asphalt/Cement/Concrete,392
2012,Jalgaon,Jamner ,Unpaved,193.8
2012,Jalgaon,Jamner ,Rock,267.3
2012,Jalgaon,Jamner ,Asphalt/Cement/Concrete,546.28
2013,Jalgaon,Chopda ,Unpaved,426.78
2013,Jalgaon,Chopda ,Rock,155.98
2013,Jalgaon,Chopda ,Asphalt/Cement/Concrete,599.38
2013,Jalgaon,Yawal,Unpaved,412.14
2013,Jalgaon,Yawal,Rock,266.99
2013,Jalgaon,Yawal,Asphalt/Cement/Concrete,475.55
2013,Jalgaon,Raver,Unpaved,132.53
2013,Jalgaon,Raver,Rock,183.78
2013,Jalgaon,Raver,Asphalt/Cement/Concrete,652.68
2013,Jalgaon,Muktainagar ,Unpaved,149.38
2013,Jalgaon,Muktainagar ,Rock,208.32
2013,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,332.25
2013,Jalgaon,Bodvad,Unpaved,104.48
2013,Jalgaon,Bodvad,Rock,137.92
2013,Jalgaon,Bodvad,Asphalt/Cement/Concrete,248.2
2013,Jalgaon,Bhusawal,Unpaved,102.28
2013,Jalgaon,Bhusawal,Rock,97.52
2013,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,402.99
2013,Jalgaon,Jalgaon ,Unpaved,461.38
2013,Jalgaon,Jalgaon ,Rock,185.81
2013,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,886.25
2013,Jalgaon,Erandol ,Unpaved,43.18
2013,Jalgaon,Erandol ,Rock,259.3
2013,Jalgaon,Erandol ,Asphalt/Cement/Concrete,311.34
2013,Jalgaon,Dharangoan ,Unpaved,37.58
2013,Jalgaon,Dharangoan ,Rock,359.36
2013,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,276.05
2013,Jalgaon,Amalner ,Unpaved,260.68
2013,Jalgaon,Amalner ,Rock,265.72
2013,Jalgaon,Amalner ,Asphalt/Cement/Concrete,502.4
2013,Jalgaon,Parola,Unpaved,2.93
2013,Jalgaon,Parola,Rock,498.62
2013,Jalgaon,Parola,Asphalt/Cement/Concrete,364.86
2013,Jalgaon,Bhadgoan,Unpaved,208.98
2013,Jalgaon,Bhadgoan,Rock,193.02
2013,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,298.4
2013,Jalgaon,Chalisgoan ,Unpaved,453.18
2013,Jalgaon,Chalisgoan ,Rock,380.62
2013,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,670.7
2013,Jalgaon,Pachora ,Unpaved,268.26
2013,Jalgaon,Pachora ,Rock,253.42
2013,Jalgaon,Pachora ,Asphalt/Cement/Concrete,462.02
2013,Jalgaon,Jamner ,Unpaved,349.39
2013,Jalgaon,Jamner ,Rock,236.57
2013,Jalgaon,Jamner ,Asphalt/Cement/Concrete,632.07
2014,Jalgaon,Chopda ,Unpaved,476.08
2014,Jalgaon,Chopda ,Rock,108.07
2014,Jalgaon,Chopda ,Asphalt/Cement/Concrete,537.34
2014,Jalgaon,Yawal,Unpaved,492.31
2014,Jalgaon,Yawal,Rock,244.38
2014,Jalgaon,Yawal,Asphalt/Cement/Concrete,411.57
2014,Jalgaon,Raver,Unpaved,157.95
2014,Jalgaon,Raver,Rock,147.72
2014,Jalgaon,Raver,Asphalt/Cement/Concrete,637.36
2014,Jalgaon,Muktainagar ,Unpaved,158.86
2014,Jalgaon,Muktainagar ,Rock,199.02
2014,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,332.92
2014,Jalgaon,Bodvad,Unpaved,97.31
2014,Jalgaon,Bodvad,Rock,128.82
2014,Jalgaon,Bodvad,Asphalt/Cement/Concrete,259.87
2014,Jalgaon,Bhusawal,Unpaved,139.76
2014,Jalgaon,Bhusawal,Rock,69.62
2014,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,280.37
2014,Jalgaon,Jalgaon ,Unpaved,484.96
2014,Jalgaon,Jalgaon ,Rock,87
2014,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,441.59
2014,Jalgaon,Erandol ,Unpaved,127.89
2014,Jalgaon,Erandol ,Rock,230.22
2014,Jalgaon,Erandol ,Asphalt/Cement/Concrete,236.72
2014,Jalgaon,Dharangoan ,Unpaved,68.06
2014,Jalgaon,Dharangoan ,Rock,335.27
2014,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,270.42
2014,Jalgaon,Amalner ,Unpaved,306.51
2014,Jalgaon,Amalner ,Rock,209.42
2014,Jalgaon,Amalner ,Asphalt/Cement/Concrete,448.62
2014,Jalgaon,Parola,Unpaved,68.96
2014,Jalgaon,Parola,Rock,495.92
2014,Jalgaon,Parola,Asphalt/Cement/Concrete,315.53
2014,Jalgaon,Bhadgoan,Unpaved,258.31
2014,Jalgaon,Bhadgoan,Rock,130.42
2014,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,272.12
2014,Jalgaon,Chalisgoan ,Unpaved,554.22
2014,Jalgaon,Chalisgoan ,Rock,274.32
2014,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,517.13
2014,Jalgaon,Pachora ,Unpaved,322.41
2014,Jalgaon,Pachora ,Rock,200.97
2014,Jalgaon,Pachora ,Asphalt/Cement/Concrete,431.07
2014,Jalgaon,Jamner ,Unpaved,359.1
2014,Jalgaon,Jamner ,Rock,172.05
2014,Jalgaon,Jamner ,Asphalt/Cement/Concrete,624.03
2015,Jalgaon,Chopda ,Unpaved,368.46
2015,Jalgaon,Chopda ,Rock,205.47
2015,Jalgaon,Chopda ,Asphalt/Cement/Concrete,602.71
2015,Jalgaon,Yawal,Unpaved,419.78
2015,Jalgaon,Yawal,Rock,301.45
2015,Jalgaon,Yawal,Asphalt/Cement/Concrete,534.64
2015,Jalgaon,Raver,Unpaved,138.99
2015,Jalgaon,Raver,Rock,174.17
2015,Jalgaon,Raver,Asphalt/Cement/Concrete,651.27
2015,Jalgaon,Muktainagar ,Unpaved,118.17
2015,Jalgaon,Muktainagar ,Rock,215.8
2015,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,359.24
2015,Jalgaon,Bodvad,Unpaved,89.67
2015,Jalgaon,Bodvad,Rock,140.53
2015,Jalgaon,Bodvad,Asphalt/Cement/Concrete,233.56
2015,Jalgaon,Bhusawal,Unpaved,93.31
2015,Jalgaon,Bhusawal,Rock,76.4
2015,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,478.03
2015,Jalgaon,Jalgaon ,Unpaved,317.17
2015,Jalgaon,Jalgaon ,Rock,285.27
2015,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,897.4
2015,Jalgaon,Erandol ,Unpaved,162.72
2015,Jalgaon,Erandol ,Rock,152.09
2015,Jalgaon,Erandol ,Asphalt/Cement/Concrete,313.31
2015,Jalgaon,Dharangoan ,Unpaved,94.92
2015,Jalgaon,Dharangoan ,Rock,343.69
2015,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,234.78
2015,Jalgaon,Amalner ,Unpaved,179.47
2015,Jalgaon,Amalner ,Rock,245.7
2015,Jalgaon,Amalner ,Asphalt/Cement/Concrete,636.73
2015,Jalgaon,Parola,Unpaved,302.07
2015,Jalgaon,Parola,Rock,219.89
2015,Jalgaon,Parola,Asphalt/Cement/Concrete,396.54
2015,Jalgaon,Bhadgoan,Unpaved,198.47
2015,Jalgaon,Bhadgoan,Rock,170.6
2015,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,343.43
2015,Jalgaon,Chalisgoan ,Unpaved,397.75
2015,Jalgaon,Chalisgoan ,Rock,390.2
2015,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,697.35
2015,Jalgaon,Pachora ,Unpaved,224.47
2015,Jalgaon,Pachora ,Rock,275.14
2015,Jalgaon,Pachora ,Asphalt/Cement/Concrete,485.31
2015,Jalgaon,Jamner ,Unpaved,326.02
2015,Jalgaon,Jamner ,Rock,181.98
2015,Jalgaon,Jamner ,Asphalt/Cement/Concrete,743.63
2016,Jalgaon,Chopda ,Unpaved,365.59
2016,Jalgaon,Chopda ,Rock,169.87
2016,Jalgaon,Chopda ,Asphalt/Cement/Concrete,658.49
2016,Jalgaon,Yawal,Unpaved,493.96
2016,Jalgaon,Yawal,Rock,271.4
2016,Jalgaon,Yawal,Asphalt/Cement/Concrete,551.25
2016,Jalgaon,Raver,Unpaved,129.72
2016,Jalgaon,Raver,Rock,172.48
2016,Jalgaon,Raver,Asphalt/Cement/Concrete,682.58
2016,Jalgaon,Muktainagar ,Unpaved,112.3
2016,Jalgaon,Muktainagar ,Rock,209.3
2016,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,387.55
2016,Jalgaon,Bodvad,Unpaved,103.3
2016,Jalgaon,Bodvad,Rock,136.2
2016,Jalgaon,Bodvad,Asphalt/Cement/Concrete,228.4
2016,Jalgaon,Bhusawal,Unpaved,108.23
2016,Jalgaon,Bhusawal,Rock,63.29
2016,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,480.96
2016,Jalgaon,Jalgaon ,Unpaved,316.2
2016,Jalgaon,Jalgaon ,Rock,279.37
2016,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,892.87
2016,Jalgaon,Erandol ,Unpaved,163.75
2016,Jalgaon,Erandol ,Rock,128.79
2016,Jalgaon,Erandol ,Asphalt/Cement/Concrete,345.58
2016,Jalgaon,Dharangoan ,Unpaved,80.15
2016,Jalgaon,Dharangoan ,Rock,340.44
2016,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,313.45
2016,Jalgaon,Amalner ,Unpaved,156.16
2016,Jalgaon,Amalner ,Rock,284.95
2016,Jalgaon,Amalner ,Asphalt/Cement/Concrete,641.39
2016,Jalgaon,Parola,Unpaved,295.6
2016,Jalgaon,Parola,Rock,48.3
2016,Jalgaon,Parola,Asphalt/Cement/Concrete,576.41
2016,Jalgaon,Bhadgoan,Unpaved,158.3
2016,Jalgaon,Bhadgoan,Rock,202
2016,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,344.2
2016,Jalgaon,Chalisgoan ,Unpaved,391.85
2016,Jalgaon,Chalisgoan ,Rock,407.95
2016,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,677.75
2016,Jalgaon,Pachora ,Unpaved,209.1
2016,Jalgaon,Pachora ,Rock,267.77
2016,Jalgaon,Pachora ,Asphalt/Cement/Concrete,536.32
2016,Jalgaon,Jamner ,Unpaved,354.99
2016,Jalgaon,Jamner ,Rock,193.74
2016,Jalgaon,Jamner ,Asphalt/Cement/Concrete,737.05
2017,Jalgaon,Chopda ,Unpaved,517.74
2017,Jalgaon,Chopda ,Rock,153.35
2017,Jalgaon,Chopda ,Asphalt/Cement/Concrete,534.04
2017,Jalgaon,Yawal,Unpaved,252.89
2017,Jalgaon,Yawal,Rock,284.96
2017,Jalgaon,Yawal,Asphalt/Cement/Concrete,787.2
2017,Jalgaon,Raver,Unpaved,131.16
2017,Jalgaon,Raver,Rock,176.32
2017,Jalgaon,Raver,Asphalt/Cement/Concrete,677.6
2017,Jalgaon,Muktainagar ,Unpaved,133.24
2017,Jalgaon,Muktainagar ,Rock,198.3
2017,Jalgaon,Muktainagar ,Asphalt/Cement/Concrete,368.89
2017,Jalgaon,Bodvad,Unpaved,102.3
2017,Jalgaon,Bodvad,Rock,133.2
2017,Jalgaon,Bodvad,Asphalt/Cement/Concrete,245.13
2017,Jalgaon,Bhusawal,Unpaved,117.24
2017,Jalgaon,Bhusawal,Rock,77.86
2017,Jalgaon,Bhusawal,Asphalt/Cement/Concrete,491.93
2017,Jalgaon,Jalgaon ,Unpaved,320.2
2017,Jalgaon,Jalgaon ,Rock,335.55
2017,Jalgaon,Jalgaon ,Asphalt/Cement/Concrete,920.46
2017,Jalgaon,Erandol ,Unpaved,255.1
2017,Jalgaon,Erandol ,Rock,129.65
2017,Jalgaon,Erandol ,Asphalt/Cement/Concrete,385.25
2017,Jalgaon,Dharangoan ,Unpaved,88.85
2017,Jalgaon,Dharangoan ,Rock,317.69
2017,Jalgaon,Dharangoan ,Asphalt/Cement/Concrete,318.95
2017,Jalgaon,Amalner ,Unpaved,216.6
2017,Jalgaon,Amalner ,Rock,281.46
2017,Jalgaon,Amalner ,Asphalt/Cement/Concrete,648.44
2017,Jalgaon,Parola,Unpaved,293.55
2017,Jalgaon,Parola,Rock,175.25
2017,Jalgaon,Parola,Asphalt/Cement/Concrete,464.31
2017,Jalgaon,Bhadgoan,Unpaved,149.8
2017,Jalgaon,Bhadgoan,Rock,150
2017,Jalgaon,Bhadgoan,Asphalt/Cement/Concrete,426.2
2017,Jalgaon,Chalisgoan ,Unpaved,440.5
2017,Jalgaon,Chalisgoan ,Rock,370.45
2017,Jalgaon,Chalisgoan ,Asphalt/Cement/Concrete,692.35
2017,Jalgaon,Pachora ,Unpaved,200.1
2017,Jalgaon,Pachora ,Rock,269.77
2017,Jalgaon,Pachora ,Asphalt/Cement/Concrete,532.52
2017,Jalgaon,Jamner ,Unpaved,416.72
