Year,District,Taluka,Length of roads per 100 sq.km
2018,Jalna,Mantha,104.41
2019,Jalna,Bhokardan,108.53
2019,Jalna,Jaffrabad,93.5
2019,Jalna,Jalna,133.82
2019,Jalna,Badnapur,103.58
2019,Jalna,Ambad,79.91
2019,Jalna,Ghansawangi,91.66
2019,Jalna,Partur,89.07
2019,Jalna,Mantha,102.31
2020,Jalna,Bhokardan,108.87
2020,Jalna,Jaffrabad,93.5
2020,Jalna,Jalna,134.78
2020,Jalna,Badnapur,103.58
2020,Jalna,Ambad,88.62
2020,Jalna,Ghansawangi,99.72
2020,Jalna,Partur,89.41
2020,Jalna,Mantha,102.61
2021,Jalna,Bhokardan,98.66
2021,Jalna,Jaffrabad,100.45
2021,Jalna,Jalna,123.59
2021,Jalna,Badnapur,101.98
2021,Jalna,Ambad,90.85
2021,Jalna,Ghansawangi,110.19
2021,Jalna,Partur,81.75
2021,Jalna,Mantha,89.58
2017,Kolhapur,Shahuwadi,78.0
2017,Kolhapur,Panhala,116.67
2017,Kolhapur,Hatkanangale,152.42
2017,Kolhapur,Shirol,137.87
2017,Kolhapur,Karveer,141.04
2017,Kolhapur,Gaganbawda,72.43
2017,Kolhapur,Radhanagari,98.21
2017,Kolhapur,Kagal,130.77
2017,Kolhapur,Bhudargad,107.38
2017,Kolhapur,Ajra,108.51
2017,Kolhapur,Gadhinglaj,156.33
2017,Kolhapur,Chandgad,86.83
2018,Kolhapur,Shahuwadi,78.24
2018,Kolhapur,Panhala,118.06
2018,Kolhapur,Hatkanangale,152.42
2018,Kolhapur,Shirol,137.87
2018,Kolhapur,Karveer,141.26
2018,Kolhapur,Gaganbawda,72.42
2018,Kolhapur,Radhanagari,98.21
2018,Kolhapur,Kagal,131.09
2018,Kolhapur,Bhudargad,107.38
2018,Kolhapur,Ajra,108.51
2018,Kolhapur,Gadhinglaj,156.33
2018,Kolhapur,Chandgad,86.83
2019,Kolhapur,Shahuwadi,74.18
2019,Kolhapur,Panhala,116.31
2019,Kolhapur,Hatkanangale,152.61
2019,Kolhapur,Shirol,137.87
2019,Kolhapur,Karveer,140.0
2019,Kolhapur,Gaganbawda,73.68
2019,Kolhapur,Radhanagari,98.21
2019,Kolhapur,Kagal,131.09
2019,Kolhapur,Bhudargad,107.38
2019,Kolhapur,Ajra,108.51
2019,Kolhapur,Gadhinglaj,156.33
2019,Kolhapur,Chandgad,86.83
2020,Kolhapur,Shahuwadi,77.79
2020,Kolhapur,Panhala,118.6
2020,Kolhapur,Hatkanangale,152.44
2020,Kolhapur,Shirol,137.87
2020,Kolhapur,Karveer,141.85
2020,Kolhapur,Gaganbawda,73.9
2020,Kolhapur,Radhanagari,98.38
2020,Kolhapur,Kagal,131.24
2020,Kolhapur,Bhudargad,107.38
2020,Kolhapur,Ajra,108.51
2020,Kolhapur,Gadhinglaj,156.33
2020,Kolhapur,Chandgad,86.83
2021,Kolhapur,Shahuwadi,77.79
2021,Kolhapur,Panhala,118.6
2021,Kolhapur,Hatkanangale,153.04
2021,Kolhapur,Shirol,137.1
2021,Kolhapur,Karveer,142.3
2021,Kolhapur,Gaganbawda,74.11
2021,Kolhapur,Radhanagari,98.38
2021,Kolhapur,Kagal,130.8
2021,Kolhapur,Bhudargad,107.76
2021,Kolhapur,Ajra,107.5
2021,Kolhapur,Gadhinglaj,156.33
2021,Kolhapur,Chandgad,87.22
2012,Latur,Latur,88.61
2012,Latur,Renapur,76.3
2012,Latur,Ahamadpur,80.79
2012,Latur,Jalkot,73.85
2012,Latur,Chakur,72.18
2012,Latur,Shirur Anantpal,88.73
2012,Latur,Aosa,73.13
2012,Latur,Nilanga,74.65
2012,Latur,Devani,90.62
2012,Latur,Udgir,87.31
2013,Latur,Latur,88.9
2013,Latur,Renapur,73.06
2013,Latur,Ahamadpur,80.81
2013,Latur,Jalkot,70.47
2013,Latur,Chakur,69.73
2013,Latur,Shirur Anantpal,93.1
2013,Latur,Aosa,74.49
2013,Latur,Nilanga,68.65
2013,Latur,Devani,102.38
2013,Latur,Udgir,81.58
2014,Latur,Latur,94.96
2014,Latur,Renapur,76.3
2014,Latur,Ahamadpur,88.67
2014,Latur,Jalkot,73.85
2014,Latur,Chakur,72.18
2014,Latur,Shirur Anantpal,88.73
2014,Latur,Aosa,78.45
2014,Latur,Nilanga,80.51
2014,Latur,Devani,90.62
2014,Latur,Udgir,96.57
2015,Latur,Latur,171.68
2015,Latur,Renapur,111.47
2015,Latur,Ahamadpur,113.58
2015,Latur,Jalkot,121.26
2015,Latur,Chakur,111.51
2015,Latur,Shirur Anantpal,133.74
2015,Latur,Aosa,86.08
2015,Latur,Nilanga,96.55
2015,Latur,Devani,134.65
2015,Latur,Udgir,133.52
2016,Latur,Latur,161.89
2016,Latur,Renapur,108.7
2016,Latur,Ahamadpur,106.99
2016,Latur,Jalkot,100.17
2016,Latur,Chakur,94.69
2016,Latur,Shirur Anantpal,108.05
2016,Latur,Aosa,94.79
2016,Latur,Nilanga,99.63
2016,Latur,Devani,135.15
2016,Latur,Udgir,137.36
2017,Latur,Latur,892.18
2017,Latur,Renapur,586.98
2017,Latur,Ahamadpur,773.81
2017,Latur,Jalkot,291.65
2017,Latur,Chakur,580.0
2017,Latur,Shirur Anantpal,312.0
2017,Latur,Aosa,934.59
2017,Latur,Nilanga,856.97
2017,Latur,Devani,415.47
2017,Latur,Udgir,880.96
2018,Latur,Latur,176.18
2018,Latur,Renapur,117.61
2018,Latur,Ahamadpur,102.37
2018,Latur,Jalkot,97.26
2018,Latur,Chakur,105.96
2018,Latur,Shirur Anantpal,107.41
2018,Latur,Aosa,97.22
2018,Latur,Nilanga,111.42
2018,Latur,Devani,127.25
2018,Latur,Udgir,131.74
2019,Latur,Latur,181.24
2019,Latur,Renapur,123.74
2019,Latur,Ahamadpur,108.66
2019,Latur,Jalkot,100.81
2019,Latur,Chakur,103.33
2019,Latur,Shirur Anantpal,108.25
2019,Latur,Aosa,98.95
2019,Latur,Nilanga,115.75
2019,Latur,Devani,125.26
2019,Latur,Udgir,136.15
2020,Latur,Latur,192.94
2020,Latur,Renapur,124.3
2020,Latur,Ahamadpur,117.73
2020,Latur,Jalkot,102.37
2020,Latur,Chakur,103.67
2020,Latur,Shirur Anantpal,118.25
2020,Latur,Aosa,100.01
2020,Latur,Nilanga,114.5
2020,Latur,Devani,135.05
2020,Latur,Udgir,137.5
2021,Latur,Latur,201.13
2021,Latur,Renapur,133.81
2021,Latur,Ahamadpur,118.84
2021,Latur,Jalkot,103.41
2021,Latur,Chakur,104.4
2021,Latur,Shirur Anantpal,111.7
2021,Latur,Aosa,97.37
2021,Latur,Nilanga,116.77
2021,Latur,Devani,138.08
2021,Latur,Udgir,138.39
2013,Mumbai City,Mumbai City,312.63
2014,Mumbai City,Mumbai City,322.59
2015,Mumbai City,Mumbai City,322.59
2016,Mumbai City,Mumbai City,322.59
2017,Mumbai City,Mumbai City,322.59
2018,Mumbai City,Mumbai City,322.6
2019,Mumbai City,Mumbai City,322.6
2020,Mumbai City,Mumbai City,368.18
2021,Mumbai City,Mumbai City,368.19
2016,Mumbai Suburban,Adheri,0.0
2016,Mumbai Suburban,Borivali,0.0
2016,Mumbai Suburban,Kurla,0.0
2017,Mumbai Suburban,Adheri,264.11
2017,Mumbai Suburban,Borivali,173.47
2017,Mumbai Suburban,Kurla,86.85
2018,Mumbai Suburban,Adheri,
2018,Mumbai Suburban,Borivali,
2018,Mumbai Suburban,Kurla,
2019,Mumbai Suburban,Adheri,0.0
2019,Mumbai Suburban,Borivali,0.0
2019,Mumbai Suburban,Kurla,0.0
2020,Mumbai Suburban,Adheri,
2020,Mumbai Suburban,Borivali,
2020,Mumbai Suburban,Kurla,
2021,Mumbai Suburban,Adheri,
2021,Mumbai Suburban,Borivali,
2021,Mumbai Suburban,Kurla,
2012,Nagpur,Narkhed,129.0
2012,Nagpur,Katol,132.0
2012,Nagpur,Kalameshwar,121.0
2012,Nagpur,Sawner,113.0
2012,Nagpur,Parashivani,93.0
2012,Nagpur,Ramtech,73.0
2012,Nagpur,Mauda,130.0
2012,Nagpur,Kamathi,139.0
2012,Nagpur,Nagpur (Gra),129.0
2012,Nagpur,Nagpur (Sh),968.0
2012,Nagpur,Hingana,88.0
2012,Nagpur,Umred,86.0
2012,Nagpur,Kuhi,171.0
2012,Nagpur,Bhiwapur,88.0
2013,Nagpur,Narkhed,142.0
2013,Nagpur,Katol,152.0
2013,Nagpur,Kalameshwar,168.0
2013,Nagpur,Sawner,168.0
2013,Nagpur,Parashivani,121.0
2013,Nagpur,Ramtech,100.0
2013,Nagpur,Mauda,196.0
2013,Nagpur,Kamathi,265.0
2013,Nagpur,Nagpur (Gra),212.0
2013,Nagpur,Nagpur (Sh),974.0
2013,Nagpur,Hingana,116.0
2013,Nagpur,Umred,141.0
2013,Nagpur,Kuhi,174.0
2013,Nagpur,Bhiwapur,127.0
2014,Nagpur,Narkhed,139.0
2014,Nagpur,Katol,135.0
2014,Nagpur,Kalameshwar,194.0
2014,Nagpur,Sawner,141.0
2014,Nagpur,Parashivani,122.0
2014,Nagpur,Ramtech,104.0
2014,Nagpur,Mauda,216.0
2014,Nagpur,Kamathi,260.0
2014,Nagpur,Nagpur (Gra),170.0
2014,Nagpur,Nagpur (Sh),1116.0
2014,Nagpur,Hingana,136.0
2014,Nagpur,Umred,133.0
2014,Nagpur,Kuhi,183.0
2014,Nagpur,Bhiwapur,143.0
2015,Nagpur,Narkhed,139.3
2015,Nagpur,Katol,139.5
2015,Nagpur,Kalameshwar,193.8
2015,Nagpur,Sawner,141.1
2015,Nagpur,Parashivani,122.4
2015,Nagpur,Ramtech,104.1
2015,Nagpur,Mauda,216.8
2015,Nagpur,Kamathi,259.6
2015,Nagpur,Nagpur (Gra),171.0
2015,Nagpur,Nagpur (Sh),1150.9
2015,Nagpur,Hingana,135.5
2015,Nagpur,Umred,133.1
2015,Nagpur,Kuhi,183.4
2015,Nagpur,Bhiwapur,142.5
2016,Nagpur,Narkhed,157.33
2016,Nagpur,Katol,140.38
2016,Nagpur,Kalameshwar,188.58
2016,Nagpur,Sawner,148.14
2016,Nagpur,Parashivani,120.0
2016,Nagpur,Ramtech,101.28
2016,Nagpur,Mauda,223.26
2016,Nagpur,Kamathi,259.06
2016,Nagpur,Nagpur (Gra),163.48
2016,Nagpur,Nagpur (Sh),1148.6
2016,Nagpur,Hingana,135.51
2016,Nagpur,Umred,146.71
2016,Nagpur,Kuhi,173.41
2016,Nagpur,Bhiwapur,130.27
2017,Nagpur,Narkhed,159.59
2017,Nagpur,Katol,152.76
2017,Nagpur,Kalameshwar,196.76
2017,Nagpur,Sawner,152.94
2017,Nagpur,Parashivani,121.74
2017,Nagpur,Ramtech,109.08
2017,Nagpur,Mauda,230.28
2017,Nagpur,Kamathi,265.24
2017,Nagpur,Nagpur (Gra),175.04
2017,Nagpur,Nagpur (Sh),1310.69
2017,Nagpur,Hingana,140.26
2017,Nagpur,Umred,148.53
2017,Nagpur,Kuhi,180.59
2017,Nagpur,Bhiwapur,137.97
2018,Nagpur,Narkhed,174.41
2018,Nagpur,Katol,153.99
2018,Nagpur,Kalameshwar,188.33
2018,Nagpur,Sawner,144.51
2018,Nagpur,Parashivani,125.37
2018,Nagpur,Ramtech,100.58
2018,Nagpur,Mauda,218.11
2018,Nagpur,Kamathi,267.33
2018,Nagpur,Nagpur (Gra),201.64
2018,Nagpur,Nagpur (Sh),1091.65
2018,Nagpur,Hingana,127.91
2018,Nagpur,Umred,136.57
2018,Nagpur,Kuhi,171.63
2018,Nagpur,Bhiwapur,129.9
2019,Nagpur,Narkhed,177.0
2019,Nagpur,Katol,156.0
2019,Nagpur,Kalameshwar,188.0
2019,Nagpur,Sawner,148.0
2019,Nagpur,Parashivani,126.0
2019,Nagpur,Ramtech,103.0
2019,Nagpur,Mauda,223.0
2019,Nagpur,Kamathi,283.0
2019,Nagpur,Nagpur (Gra),206.0
2019,Nagpur,Nagpur (Sh),1127.0
2019,Nagpur,Hingana,131.0
2019,Nagpur,Umred,136.0
2019,Nagpur,Kuhi,173.0
2019,Nagpur,Bhiwapur,134.0
2020,Nagpur,Narkhed,177.0
2020,Nagpur,Katol,159.0
2020,Nagpur,Kalameshwar,208.0
2020,Nagpur,Sawner,150.0
2020,Nagpur,Parashivani,128.0
2020,Nagpur,Ramtech,101.0
2020,Nagpur,Mauda,220.0
2020,Nagpur,Kamathi,303.0
2020,Nagpur,Nagpur (Gra),194.0
2020,Nagpur,Nagpur (Sh),1167.0
2020,Nagpur,Hingana,157.0
2020,Nagpur,Umred,142.0
2020,Nagpur,Kuhi,169.0
2020,Nagpur,Bhiwapur,139.0
2021,Nagpur,Narkhed,177.0
2021,Nagpur,Katol,159.0
2021,Nagpur,Kalameshwar,209.0
2021,Nagpur,Sawner,150.0
2021,Nagpur,Parashivani,133.0
2021,Nagpur,Ramtech,104.0
2021,Nagpur,Mauda,220.0
2021,Nagpur,Kamathi,303.0
2021,Nagpur,Nagpur (Gra),194.0
2021,Nagpur,Nagpur (Sh),1176.0
2021,Nagpur,Hingana,157.0
2021,Nagpur,Umred,142.0
2021,Nagpur,Kuhi,169.0
2021,Nagpur,Bhiwapur,139.0
2014,Nanded,Mahur,58.29
2014,Nanded,Kinvat,48.86
2014,Nanded,Himalay nagar,97.38
2014,Nanded,hadgaon,74.42
2014,Nanded,andhrapur,97.38
2014,Nanded,Nanded,122.73
2014,Nanded,Mudkhed,98.97
2014,Nanded,bhokar,89.25
2014,Nanded,umari,112.77
2014,Nanded,dharmabad,115.59
2014,Nanded,biloli,64.46
2014,Nanded,naygaon,101.51
2014,Nanded,loha,105.48
2014,Nanded,kandhar,113.55
2014,Nanded,Mukhed,100.32
2014,Nanded,deglur,98.65
2015,Nanded,Mahur,58.29
2015,Nanded,Kinvat,48.86
2015,Nanded,Himalay nagar,73.61
2015,Nanded,hadgaon,74.42
2015,Nanded,andhrapur,97.38
2015,Nanded,Nanded,122.73
2015,Nanded,Mudkhed,98.97
2015,Nanded,bhokar,89.25
2015,Nanded,umari,112.77
2015,Nanded,dharmabad,115.59
2015,Nanded,biloli,64.46
2015,Nanded,naygaon,101.51
2015,Nanded,loha,105.48
2015,Nanded,kandhar,113.55
2015,Nanded,Mukhed,100.32
2015,Nanded,deglur,98.65
2016,Nanded,Mahur,296.04
2016,Nanded,Kinvat,504.0
2016,Nanded,Himalay nagar,96.65
2016,Nanded,hadgaon,143.04
2016,Nanded,andhrapur,272.62
2016,Nanded,Nanded,184.17
2016,Nanded,Mudkhed,125.38
2016,Nanded,bhokar,109.57
2016,Nanded,umari,124.51
2016,Nanded,dharmabad,150.77
2016,Nanded,biloli,177.12
2016,Nanded,naygaon,204.92
2016,Nanded,loha,192.78
2016,Nanded,kandhar,212.65
2016,Nanded,Mukhed,183.37
2016,Nanded,deglur,406.91
2017,Nanded,Mahur,100.09
2017,Nanded,Kinvat,74.59
2017,Nanded,Himalay nagar,41.18
2017,Nanded,hadgaon,203.14
2017,Nanded,andhrapur,50.5
2017,Nanded,Nanded,173.15
2017,Nanded,Mudkhed,87.04
2017,Nanded,bhokar,216.33
2017,Nanded,umari,61.37
2017,Nanded,dharmabad,46.74
2017,Nanded,biloli,191.15
2017,Nanded,naygaon,70.48
2017,Nanded,loha,163.37
2017,Nanded,kandhar,151.55
2017,Nanded,Mukhed,218.64
2017,Nanded,deglur,199.03
2018,Nanded,Mahur,91.75
2018,Nanded,Kinvat,71.05
2018,Nanded,Himalay nagar,85.55
2018,Nanded,hadgaon,89.53
2018,Nanded,andhrapur,112.34
2018,Nanded,Nanded,138.94
2018,Nanded,Mudkhed,111.26
2018,Nanded,bhokar,90.69
2018,Nanded,umari,115.08
2018,Nanded,dharmabad,130.37
2018,Nanded,biloli,114.59
2018,Nanded,naygaon,119.45
2018,Nanded,loha,110.0
2018,Nanded,kandhar,123.02
2018,Nanded,Mukhed,114.13
2018,Nanded,deglur,129.2
2019,Nanded,Mahur,91.75
2019,Nanded,Kinvat,71.05
2019,Nanded,Himalay nagar,85.55
2019,Nanded,hadgaon,89.53
2019,Nanded,andhrapur,112.34
2019,Nanded,Nanded,138.94
2019,Nanded,Mudkhed,111.26
2019,Nanded,bhokar,90.69
2019,Nanded,umari,115.08
2019,Nanded,dharmabad,130.37
2019,Nanded,biloli,114.59
2019,Nanded,naygaon,119.45
2019,Nanded,loha,110.0
2019,Nanded,kandhar,123.02
2019,Nanded,Mukhed,114.13
2019,Nanded,deglur,129.2
2020,Nanded,Mahur,95.84
2020,Nanded,Kinvat,75.63
2020,Nanded,Himalay nagar,89.32
2020,Nanded,hadgaon,87.85
2020,Nanded,andhrapur,146.32
2020,Nanded,Nanded,153.66
2020,Nanded,Mudkhed,127.06
2020,Nanded,bhokar,91.78
2020,Nanded,umari,119.83
2020,Nanded,dharmabad,134.71
2020,Nanded,biloli,112.9
2020,Nanded,naygaon,117.48
2020,Nanded,loha,108.96
2020,Nanded,kandhar,135.73
2020,Nanded,Mukhed,125.84
2020,Nanded,deglur,136.56
2021,Nanded,Mahur,111.58
2021,Nanded,Kinvat,88.2
2021,Nanded,Himalay nagar,98.62
2021,Nanded,hadgaon,109.86
2021,Nanded,andhrapur,196.64
2021,Nanded,Nanded,180.3
2021,Nanded,Mudkhed,153.9
2021,Nanded,bhokar,106.48
2021,Nanded,umari,149.33
2021,Nanded,dharmabad,168.33
2021,Nanded,biloli,130.48
2021,Nanded,naygaon,128.86
2021,Nanded,loha,115.1
2021,Nanded,kandhar,156.08
2021,Nanded,Mukhed,159.29
2021,Nanded,deglur,162.9
2009,Nandurbar,Akkalkuva,269.16
2009,Nandurbar,Akrani,334.4
2009,Nandurbar,Taloda,319.89
2009,Nandurbar,Shahada,715.25
2009,Nandurbar,Nandurbar,733.18
2009,Nandurbar,Navapur,723.44
2010,Nandurbar,Akkalkuva,362.19
2010,Nandurbar,Akrani,387.8
2010,Nandurbar,Taloda,351.78
2010,Nandurbar,Shahada,887.72
2010,Nandurbar,Nandurbar,884.68
2010,Nandurbar,Navapur,891.37
2011,Nandurbar,Akkalkuva,372.03
2011,Nandurbar,Akrani,422.76
2011,Nandurbar,Taloda,368.23
2011,Nandurbar,Shahada,976.56
2011,Nandurbar,Nandurbar,884.68
2011,Nandurbar,Navapur,826.03
2012,Nandurbar,Akkalkuva,175.71
2012,Nandurbar,Akrani,200.92
2012,Nandurbar,Taloda,125.76
2012,Nandurbar,Shahada,125.03
2012,Nandurbar,Nandurbar,109.09
2012,Nandurbar,Navapur,107.69
2013,Nandurbar,Akkalkuva,125.54
2013,Nandurbar,Akrani,347.1
2013,Nandurbar,Taloda,142.44
2013,Nandurbar,Shahada,124.72
2013,Nandurbar,Nandurbar,126.53
2013,Nandurbar,Navapur,123.75
2014,Nandurbar,Akkalkuva,125.5
2014,Nandurbar,Akrani,347.1
2014,Nandurbar,Taloda,146.6
2014,Nandurbar,Shahada,124.7
2014,Nandurbar,Nandurbar,130.5
2014,Nandurbar,Navapur,128.9
2015,Nandurbar,Akkalkuva,124.0
2015,Nandurbar,Akrani,347.1
2015,Nandurbar,Taloda,149.0
2015,Nandurbar,Shahada,125.3
2015,Nandurbar,Nandurbar,130.7
2015,Nandurbar,Navapur,129.2
2016,Nandurbar,Akkalkuva,122.8
2016,Nandurbar,Akrani,344.1
2016,Nandurbar,Taloda,146.9
2016,Nandurbar,Shahada,128.6
2016,Nandurbar,Nandurbar,129.6
2016,Nandurbar,Navapur,128.8
2017,Nandurbar,Akkalkuva,122.8
2017,Nandurbar,Akrani,351.9
2017,Nandurbar,Taloda,147.3
2017,Nandurbar,Shahada,120.0
2017,Nandurbar,Nandurbar,128.4
2017,Nandurbar,Navapur,127.7
2018,Nandurbar,Akkalkuva,123.35
2018,Nandurbar,Akrani,358.43
2018,Nandurbar,Taloda,148.38
2018,Nandurbar,Shahada,126.01
2018,Nandurbar,Nandurbar,127.53
2018,Nandurbar,Navapur,128.75
2019,Nandurbar,Akkalkuva,123.35
2019,Nandurbar,Akrani,358.43
2019,Nandurbar,Taloda,148.38
2019,Nandurbar,Shahada,126.51
2019,Nandurbar,Nandurbar,129.55
2019,Nandurbar,Navapur,128.75
2020,Nandurbar,Akkalkuva,122.37
2020,Nandurbar,Akrani,347.15
2020,Nandurbar,Taloda,148.38
2020,Nandurbar,Shahada,122.28
2020,Nandurbar,Nandurbar,127.24
2020,Nandurbar,Navapur,121.46
2021,Nandurbar,Akkalkuva,122.37
2021,Nandurbar,Akrani,347.15
2021,Nandurbar,Taloda,148.38
2021,Nandurbar,Shahada,122.28
2021,Nandurbar,Nandurbar,127.24
2021,Nandurbar,Navapur,121.46
2012,Nashik,Surgana,111.98
2012,Nashik,Kalwan,103.35
2012,Nashik,Devala,114.79
2012,Nashik,Baglan,91.04
2012,Nashik,Malegaon,92.31
2012,Nashik,Nandgaon,95.3
2012,Nashik,Chandwad,106.01
2012,Nashik,Dindori,91.32
2012,Nashik,Peth,97.82
2012,Nashik,Trimbak,62.1
2012,Nashik,Nashik,71.95
2012,Nashik,Igatpuri,98.92
2012,Nashik,Sinner,112.25
2012,Nashik,Nifad,97.31
2012,Nashik,Yewala,125.26
2013,Nashik,Surgana,126.39
2013,Nashik,Kalwan,107.88
2013,Nashik,Devala,99.7
2013,Nashik,Baglan,86.17
2013,Nashik,Malegaon,93.7
2013,Nashik,Nandgaon,115.46
2013,Nashik,Chandwad,138.36
2013,Nashik,Dindori,137.76
2013,Nashik,Peth,155.47
2013,Nashik,Trimbak,109.54
2013,Nashik,Nashik,68.08
2013,Nashik,Igatpuri,110.32
2013,Nashik,Sinner,123.46
2013,Nashik,Nifad,169.71
2013,Nashik,Yewala,166.95
2014,Nashik,Surgana,130.49
2014,Nashik,Kalwan,109.23
2014,Nashik,Devala,103.69
2014,Nashik,Baglan,89.46
2014,Nashik,Malegaon,95.01
2014,Nashik,Nandgaon,118.36
2014,Nashik,Chandwad,139.69
2014,Nashik,Dindori,146.28
2014,Nashik,Peth,160.03
2014,Nashik,Trimbak,108.11
2014,Nashik,Nashik,68.86
2014,Nashik,Igatpuri,108.7
2014,Nashik,Sinner,129.64
2014,Nashik,Nifad,176.92
2014,Nashik,Yewala,167.81
2015,Nashik,Surgana,128.92
2015,Nashik,Kalwan,109.23
2015,Nashik,Devala,103.69
2015,Nashik,Baglan,86.64
2015,Nashik,Malegaon,95.01
2015,Nashik,Nandgaon,111.36
2015,Nashik,Chandwad,138.45
2015,Nashik,Dindori,146.28
2015,Nashik,Peth,160.03
2015,Nashik,Trimbak,108.11
2015,Nashik,Nashik,68.86
2015,Nashik,Igatpuri,108.67
2015,Nashik,Sinner,129.64
2015,Nashik,Nifad,176.94
2015,Nashik,Yewala,166.11
2016,Nashik,Surgana,131.05
2016,Nashik,Kalwan,109.23
2016,Nashik,Devala,101.5
2016,Nashik,Baglan,84.1
2016,Nashik,Malegaon,95.01
2016,Nashik,Nandgaon,103.48
2016,Nashik,Chandwad,129.89
2016,Nashik,Dindori,145.74
2016,Nashik,Peth,164.52
2016,Nashik,Trimbak,108.11
2016,Nashik,Nashik,70.64
2016,Nashik,Igatpuri,108.67
2016,Nashik,Sinner,133.69
2016,Nashik,Nifad,177.37
2016,Nashik,Yewala,165.78
2017,Nashik,Surgana,126.66
2017,Nashik,Kalwan,121.59
2017,Nashik,Devala,141.8
2017,Nashik,Baglan,128.27
2017,Nashik,Malegaon,98.43
2017,Nashik,Nandgaon,111.02
2017,Nashik,Chandwad,135.42
2017,Nashik,Dindori,145.74
2017,Nashik,Peth,164.43
2017,Nashik,Trimbak,116.59
2017,Nashik,Nashik,74.72
2017,Nashik,Igatpuri,108.67
2017,Nashik,Sinner,133.69
2017,Nashik,Nifad,177.37
2017,Nashik,Yewala,166.58
2018,Nashik,Surgana,125.28
2018,Nashik,Kalwan,127.0
2018,Nashik,Devala,156.87
2018,Nashik,Baglan,125.91
2018,Nashik,Malegaon,113.28
2018,Nashik,Nandgaon,113.78
2018,Nashik,Chandwad,161.93
2018,Nashik,Dindori,150.05
2018,Nashik,Peth,165.91
2018,Nashik,Trimbak,121.4
2018,Nashik,Nashik,71.83
2018,Nashik,Igatpuri,91.69
2018,Nashik,Sinner,136.81
2018,Nashik,Nifad,195.38
2018,Nashik,Yewala,163.57
2019,Nashik,Surgana,124.93
2019,Nashik,Kalwan,104.15
2019,Nashik,Devala,142.3
2019,Nashik,Baglan,109.94
2019,Nashik,Malegaon,142.09
2019,Nashik,Nandgaon,118.99
2019,Nashik,Chandwad,156.85
2019,Nashik,Dindori,133.88
2019,Nashik,Peth,145.14
2019,Nashik,Trimbak,110.08
2019,Nashik,Nashik,292.74
2019,Nashik,Igatpuri,95.99
2019,Nashik,Sinner,141.52
2019,Nashik,Nifad,192.24
2019,Nashik,Yewala,168.75
2020,Nashik,Surgana,124.93
2020,Nashik,Kalwan,113.73
2020,Nashik,Devala,141.92
2020,Nashik,Baglan,110.42
2020,Nashik,Malegaon,142.47
2020,Nashik,Nandgaon,119.18
2020,Nashik,Chandwad,156.78
2020,Nashik,Dindori,132.67
2020,Nashik,Peth,145.14
2020,Nashik,Trimbak,110.08
2020,Nashik,Nashik,314.68
2020,Nashik,Igatpuri,97.61
2020,Nashik,Sinner,141.52
2020,Nashik,Nifad,173.5
2020,Nashik,Yewala,160.94
2021,Nashik,Surgana,124.93
2021,Nashik,Kalwan,105.82
2021,Nashik,Devala,143.4
2021,Nashik,Baglan,109.43
2021,Nashik,Malegaon,142.6
2021,Nashik,Nandgaon,116.43
2021,Nashik,Chandwad,135.99
2021,Nashik,Dindori,131.85
2021,Nashik,Peth,145.12
2021,Nashik,Trimbak,110.29
2021,Nashik,Nashik,325.88
2021,Nashik,Igatpuri,98.78
2021,Nashik,Sinner,126.38
2021,Nashik,Nifad,174.02
2021,Nashik,Yewala,153.65
2012,Dharashiv,Paranda,76.37
2012,Dharashiv,Bhum,80.64
2012,Dharashiv,Washi,80.75
2012,Dharashiv,Kalamb,86.81
2012,Dharashiv,Dharashiv,96.73
2012,Dharashiv,Tuljapur,79.06
2012,Dharashiv,Lohara,104.11
2012,Dharashiv,Umaraga,92.97
2013,Dharashiv,Paranda,89.33
2013,Dharashiv,Bhum,95.54
2013,Dharashiv,Washi,94.2
2013,Dharashiv,Kalamb,108.2
2013,Dharashiv,Dharashiv,115.78
2013,Dharashiv,Tuljapur,95.2
2013,Dharashiv,Lohara,121.14
2013,Dharashiv,Umaraga,110.66
2014,Dharashiv,Paranda,88.47
2014,Dharashiv,Bhum,103.35
2014,Dharashiv,Washi,134.97
2014,Dharashiv,Kalamb,116.01
2014,Dharashiv,Dharashiv,123.83
2014,Dharashiv,Tuljapur,72.68
2014,Dharashiv,Lohara,139.43
2014,Dharashiv,Umaraga,98.36
2015,Dharashiv,Paranda,89.6
2015,Dharashiv,Bhum,104.0
2015,Dharashiv,Washi,135.9
2015,Dharashiv,Kalamb,116.6
2015,Dharashiv,Dharashiv,119.9
2015,Dharashiv,Tuljapur,73.02
2015,Dharashiv,Lohara,140.4
2015,Dharashiv,Umaraga,96.38
2016,Dharashiv,Paranda,90.82
2016,Dharashiv,Bhum,88.94
2016,Dharashiv,Washi,94.41
2016,Dharashiv,Kalamb,101.47
2016,Dharashiv,Dharashiv,111.19
2016,Dharashiv,Tuljapur,89.24
2016,Dharashiv,Lohara,101.78
2016,Dharashiv,Umaraga,117.77
2017,Dharashiv,Paranda,96.39
2017,Dharashiv,Bhum,89.07
2017,Dharashiv,Washi,96.21
2017,Dharashiv,Kalamb,100.32
2017,Dharashiv,Dharashiv,111.19
2017,Dharashiv,Tuljapur,90.05
2017,Dharashiv,Lohara,111.99
2017,Dharashiv,Umaraga,114.86
2018,Dharashiv,Paranda,113.37
