District,Year,Taluka,Dairy Development Cooperative Societies,Memberships in Dairy Co-op Societies,Milk collected across the year,Average milk collected per day,Number of cold storage units,Cold Storage Capacity,Unnamed: 9,Unnamed: 10,Unnamed: 11
Palghar,2018,Mokhada,1.0,26.0,0.0,0.0,0.0,0.0,,,
Palghar,2018,Wada,4.0,102.0,9000.0,20.0,0.0,0.0,,,
Palghar,2018,Palghar,2.0,54.0,10000.0,20.0,0.0,0.0,,,
Palghar,2018,Vasai,2.0,82.0,7000.0,10.0,0.0,0.0,,,
Palghar,2019,Talasari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Palghar,2019,Dahanu,1.0,98.0,50000.0,130.0,1.0,10000.0,,,
Palghar,2019,Vikramgad,2.0,61.0,5000.0,10.0,0.0,0.0,,,
Palghar,2019,Javhar,11.0,308.0,8000.0,20.0,0.0,0.0,,,
Palghar,2019,Mokhada,1.0,26.0,0.0,0.0,0.0,0.0,,,
Palghar,2019,Wada,4.0,102.0,10000.0,20.0,0.0,0.0,,,
Palghar,2019,Palghar,2.0,54.0,10000.0,20.0,0.0,0.0,,,
Palghar,2019,Vasai,2.0,82.0,9000.0,20.0,0.0,0.0,,,
Palghar,2020,Talasari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Palghar,2020,Dahanu,1.0,104.0,50000.0,150.0,1.0,10000.0,,,
Palghar,2020,Vikramgad,2.0,1482.0,5000.0,10.0,0.0,0.0,,,
Palghar,2020,Javhar,11.0,286.0,8000.0,20.0,0.0,0.0,,,
Palghar,2020,Mokhada,1.0,26.0,0.0,0.0,0.0,0.0,,,
Palghar,2020,Wada,4.0,104.0,10000.0,20.0,0.0,0.0,,,
Palghar,2020,Palghar,2.0,628.0,10000.0,20.0,0.0,0.0,,,
Palghar,2020,Vasai,2.0,90.0,10000.0,20.0,0.0,0.0,,,
Palghar,2021,Talasari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Palghar,2021,Dahanu,1.0,104.0,1100.0,30.0,0.0,0.0,,,
Palghar,2021,Vikramgad,2.0,1482.0,1150.0,40.0,0.0,0.0,,,
Palghar,2021,Javhar,11.0,286.0,1100.0,30.0,0.0,0.0,,,
Palghar,2021,Mokhada,1.0,26.0,1100.0,30.0,0.0,0.0,,,
Palghar,2021,Wada,4.0,104.0,1100.0,30.0,0.0,0.0,,,
Palghar,2021,Palghar,2.0,628.0,1100.0,30.0,0.0,0.0,,,
Palghar,2021,Vasai,2.0,90.0,1100.0,30.0,0.0,0.0,,,
Parbhani,2013,Selu,5.0,255.0,219000000.0,600000.0,,,,,
Parbhani,2013,Jintur,1.0,51.0,255500000.0,700000.0,,,,,
Parbhani,2013,Parbhani,17.0,867.0,762120000.0,2089000.0,,,,,
Parbhani,2013,Manvat,6.0,306.0,146000000.0,400000.0,,,,,
Parbhani,2013,Pathari,6.0,306.0,331785000.0,909000.0,,,,,
Parbhani,2013,Sonpeth,2.0,102.0,36500000.0,100000.0,,,,,
Parbhani,2013,Gangakhed,22.0,1122.0,537645000.0,1473000.0,,,,,
Parbhani,2013,Palam,3.0,153.0,237250000.0,650000.0,,,,,
Parbhani,2013,Purna,1.0,51.0,182500000.0,500000.0,,,,,
Parbhani,2014,Selu,4.0,204.0,547500000.0,1500000.0,0.0,0.0,,,
Parbhani,2014,Jintur,2.0,102.0,255500000.0,700000.0,0.0,0.0,,,
Parbhani,2014,Parbhani,24.0,1224.0,1137340000.0,3116000.0,1.0,50000000.0,,,
Parbhani,2014,Manvat,5.0,255.0,237250000.0,650000.0,0.0,0.0,,,
Parbhani,2014,Pathari,3.0,153.0,539470000.0,1478000.0,1.0,2000000.0,,,
Parbhani,2014,Sonpeth,4.0,204.0,91250000.0,250000.0,0.0,0.0,,,
Parbhani,2014,Gangakhed,19.0,969.0,666490000.0,1826000.0,1.0,10000000.0,,,
Parbhani,2014,Palam,4.0,204.0,200750000.0,550000.0,0.0,0.0,,,
Parbhani,2014,Purna,2.0,102.0,273750000.0,750000.0,0.0,0.0,,,
Parbhani,2015,Selu,7.0,357.0,1039155000.0,2847000.0,0.0,0.0,,,
Parbhani,2015,Jintur,1.0,51.0,328500000.0,900000.0,0.0,0.0,,,
Parbhani,2015,Parbhani,25.0,1275.0,1277500000.0,3500000.0,1.0,50000000.0,,,
Parbhani,2015,Manvat,6.0,306.0,365000000.0,1000000.0,0.0,0.0,,,
Parbhani,2015,Pathari,7.0,357.0,912500000.0,2500000.0,1.0,2000000.0,,,
Parbhani,2015,Sonpeth,3.0,153.0,219000000.0,600000.0,0.0,0.0,,,
Parbhani,2015,Gangakhed,25.0,1275.0,956665000.0,2621000.0,1.0,10000000.0,,,
Parbhani,2015,Palam,5.0,255.0,346750000.0,950000.0,0.0,0.0,,,
Parbhani,2015,Purna,3.0,153.0,894980000.0,2452000.0,0.0,0.0,,,
Parbhani,2016,Selu,6.0,306.0,547500.0,1500.0,0.0,0.0,,,
Parbhani,2016,Jintur,1.0,51.0,127750.0,350.0,0.0,0.0,,,
Parbhani,2016,Parbhani,24.0,1224.0,1253775.0,3435.0,1.0,50000.0,,,
Parbhani,2016,Manvat,4.0,204.0,91250.0,250.0,0.0,0.0,,,
Parbhani,2016,Pathari,9.0,459.0,928560.0,2544.0,1.0,2000.0,,,
Parbhani,2016,Sonpeth,4.0,204.0,109500.0,300.0,0.0,0.0,,,
Parbhani,2016,Gangakhed,21.0,1071.0,1053025.0,2885.0,1.0,10000.0,,,
Parbhani,2016,Palam,4.0,204.0,219000.0,600.0,0.0,0.0,,,
Parbhani,2016,Purna,2.0,102.0,255500.0,700.0,0.0,0.0,,,
Parbhani,2017,Selu,6.0,306.0,471500.0,1290.0,0.0,0.0,,,
Parbhani,2017,Jintur,2.0,102.0,129470.0,350.0,0.0,0.0,,,
Parbhani,2017,Parbhani,28.0,1428.0,1849270.0,5070.0,1.0,50000.0,,,
Parbhani,2017,Manvat,4.0,204.0,198060.0,540.0,0.0,0.0,,,
Parbhani,2017,Pathari,18.0,918.0,2356520.0,6460.0,1.0,4000.0,,,
Parbhani,2017,Sonpeth,3.0,153.0,72460.0,200.0,0.0,0.0,,,
Parbhani,2017,Gangakhed,35.0,1785.0,1090820.0,2990.0,1.0,10000.0,,,
Parbhani,2017,Palam,7.0,357.0,199030.0,550.0,0.0,0.0,,,
Parbhani,2017,Purna,2.0,102.0,90820.0,250.0,0.0,0.0,,,
Parbhani,2018,Selu,6.0,306.0,912500.0,2500.0,0.0,0.0,,,
Parbhani,2018,Jintur,2.0,102.0,216080.0,590.0,0.0,0.0,,,
Parbhani,2018,Parbhani,41.0,2091.0,3787970.0,10380.0,1.0,40000.0,,,
Parbhani,2018,Manvat,5.0,255.0,538740.0,1480.0,0.0,0.0,,,
Parbhani,2018,Pathari,32.0,1632.0,5103430.0,13980.0,1.0,10000.0,,,
Parbhani,2018,Sonpeth,4.0,204.0,58400.0,160.0,0.0,0.0,,,
Parbhani,2018,Gangakhed,42.0,2142.0,2318480.0,6350.0,1.0,10000.0,,,
Parbhani,2018,Palam,7.0,357.0,262800.0,720.0,0.0,0.0,,,
Parbhani,2018,Purna,3.0,153.0,221920.0,610.0,0.0,0.0,,,
Parbhani,2019,Selu,9.0,204.0,327690.0,900.0,0.0,0.0,,,
Parbhani,2019,Jintur,3.0,51.0,33480.0,90.0,0.0,0.0,,,
Parbhani,2019,Parbhani,45.0,1275.0,2929830.0,8029.999999999999,1.0,40000.0,,,
Parbhani,2019,Manvat,14.0,153.0,261029.99999999997,720.0,0.0,0.0,,,
Parbhani,2019,Pathari,20.0,1020.0,2421300.0,6630.0,1.0,10000.0,,,
Parbhani,2019,Sonpeth,4.0,102.0,52700.0,140.0,0.0,0.0,,,
Parbhani,2019,Gangakhed,38.0,1275.0,1704100.0,4670.0,1.0,10000.0,,,
Parbhani,2019,Palam,8.0,204.0,81620.0,220.0,0.0,0.0,,,
Parbhani,2019,Purna,10.0,102.0,154820.0,420.0,0.0,0.0,,,
Parbhani,2020,Selu,9.0,459.0,45630.0,130.0,0.0,0.0,,,
Parbhani,2020,Jintur,3.0,153.0,0.0,0.0,0.0,0.0,,,
Parbhani,2020,Parbhani,47.0,2397.0,1430070.0,3920.0,1.0,40000.0,,,
Parbhani,2020,Manvat,14.0,714.0,54750.0,150.0,0.0,0.0,,,
Parbhani,2020,Pathari,20.0,1020.0,200750.0,550.0,2.0,15000.0,,,
Parbhani,2020,Sonpeth,4.0,204.0,40150.0,110.0,0.0,0.0,,,
Parbhani,2020,Gangakhed,38.0,1938.0,718690.0,1970.0,1.0,10000.0,,,
Parbhani,2020,Palam,8.0,408.0,63880.0,180.0,0.0,0.0,,,
Parbhani,2020,Purna,11.0,561.0,127750.0,350.0,0.0,0.0,,,
Parbhani,2021,Selu,9.0,153.0,68990.0,190.0,0.0,0.0,,,
Parbhani,2021,Jintur,6.0,510.0,75090.0,210.0,0.0,0.0,,,
Parbhani,2021,Parbhani,50.0,18999.0,949000.0,2600.0,1.0,40000.0,,,
Parbhani,2021,Manvat,14.0,510.0,255500.0,700.0,0.0,0.0,,,
Parbhani,2021,Pathari,22.0,1403.0,693500.0,1900.0,2.0,15000.0,,,
Parbhani,2021,Sonpeth,4.0,102.0,0.0,0.0,0.0,0.0,,,
Parbhani,2021,Gangakhed,38.0,1530.0,207320.0,570.0,1.0,10000.0,,,
Parbhani,2021,Palam,8.0,255.0,0.0,0.0,0.0,0.0,,,
Parbhani,2021,Purna,12.0,278.0,91250.0,250.0,0.0,0.0,,,
Raigad,2012,Uran,4.0,241.0,,,,,,,
Raigad,2012,Panwel,18.0,763.0,,,,,,,
Raigad,2012,karjat,14.0,823.0,22990.0,63.0,,,,,
Raigad,2012,khalapur,6.0,689.0,164980.0,452.0,1.0,20000.0,,,
Raigad,2012,pen,8.0,638.0,110960.0,304.0,,,,,
Raigad,2012,alibag,6.0,1321.0,58770.0,161.0,,,,,
Raigad,2012,murud,,,,,,,,,
Raigad,2012,roha,7.0,385.0,14970.0,41.0,,,,,
Raigad,2012,sudhagad,26.0,1342.0,188340.0,516.0,,,,,
Raigad,2012,mangaon,8.0,602.0,20070.0,55.0,,,,,
Raigad,2012,tala,,,,,,,,,
Raigad,2012,shreevardhan,,,,,,,,,
Raigad,2012,mhasala,1.0,31.0,2920.0,8.0,,,,,
Raigad,2012,mahad,21.0,3163.0,39420.0,108.0,1.0,20000.0,,,
Raigad,2012,poladpur,7.0,423.0,,,,,,,
Raigad,2013,Uran,4.0,241.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,Panwel,18.0,763.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,karjat,14.0,848.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,khalapur,6.0,689.0,242000.0,660.0,1.0,20000.0,,,
Raigad,2013,pen,8.0,638.0,50000.0,140.0,0.0,0.0,,,
Raigad,2013,alibag,6.0,1321.0,54750.0,150.0,0.0,0.0,,,
Raigad,2013,murud,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,roha,7.0,385.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,sudhagad,26.0,1342.0,300210.0,820.0,0.0,0.0,,,
Raigad,2013,mangaon,8.0,602.0,16059.999999999998,40.0,0.0,0.0,,,
Raigad,2013,tala,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,shreevardhan,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,mhasala,1.0,31.0,0.0,0.0,0.0,0.0,,,
Raigad,2013,mahad,21.0,3163.0,4380.0,10.0,1.0,20000.0,,,
Raigad,2013,poladpur,7.0,423.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,Uran,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,Panwel,2.0,86.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,karjat,6.0,175.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,khalapur,1.0,294.0,173370.0,470.0,1.0,20000.0,,,
Raigad,2014,pen,6.0,297.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,alibag,2.0,312.0,85770.0,230.0,0.0,0.0,,,
Raigad,2014,murud,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,roha,3.0,228.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,sudhagad,8.0,240.0,229950.0,630.0,0.0,0.0,,,
Raigad,2014,mangaon,1.0,32.0,18250.0,50.0,0.0,0.0,,,
Raigad,2014,tala,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,shreevardhan,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2014,mhasala,1.0,31.0,10220.0,30.0,0.0,0.0,,,
Raigad,2014,mahad,3.0,266.0,0.0,0.0,1.0,20000.0,,,
Raigad,2014,poladpur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,Uran,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,Panwel,1.0,25.0,9125.0,25.0,0.0,0.0,,,
Raigad,2015,karjat,4.0,125.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,khalapur,1.0,294.0,200365.0,549.0,1.0,20000.0,,,
Raigad,2015,pen,4.0,237.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,alibag,2.0,312.0,54750.0,150.0,0.0,0.0,,,
Raigad,2015,murud,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,roha,2.0,203.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,sudhagad,6.0,190.0,299300.0,820.0,0.0,0.0,,,
Raigad,2015,mangaon,1.0,32.0,9125.0,25.0,0.0,0.0,,,
Raigad,2015,tala,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,shreevardhan,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,mhasala,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2015,mahad,2.0,216.0,0.0,0.0,1.0,20000.0,,,
Raigad,2015,poladpur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Raigad,2016,Uran,0.0,0.0,,,,,,,
Raigad,2016,Panwel,1.0,25.0,,,,,,,
Raigad,2016,karjat,4.0,125.0,,,,,,,
Raigad,2016,khalapur,1.0,294.0,1000.0,3.0,1.0,20000.0,,,
Raigad,2016,pen,4.0,237.0,,,,,,,
Raigad,2016,alibag,2.0,312.0,1000.0,3.0,,,,,
Raigad,2016,murud,,,,,,,,,
Raigad,2016,roha,2.0,203.0,,,,,,,
Raigad,2016,sudhagad,6.0,190.0,6000.0,16.0,,,,,
Raigad,2016,mangaon,1.0,32.0,,,,,,,
Raigad,2016,tala,,,,,,,,,
Raigad,2016,shreevardhan,,,,,,,,,
Raigad,2016,mhasala,,,,,,,,,
Raigad,2016,mahad,2.0,216.0,,,1.0,20000.0,,,
Raigad,2016,poladpur,,,,,,,,,
Raigad,2017,Uran,0.0,0.0,,,,,,,
Raigad,2017,Panwel,1.0,30.0,,,,,,,
Raigad,2017,karjat,3.0,88.0,,,,,,,
Raigad,2017,khalapur,1.0,276.0,227030.0,622.0,1.0,20000.0,,,
Raigad,2017,pen,1.0,25.0,,,,,,,
Raigad,2017,alibag,2.0,223.0,76060.0,208.0,,,,,
Raigad,2017,murud,,,,,,,,,
Raigad,2017,roha,3.0,285.0,,,,,,,
Raigad,2017,sudhagad,7.0,305.0,241450.0,662.0,,,,,
Raigad,2017,mangaon,1.0,165.0,36500.0,100.0,,,,,
Raigad,2017,tala,,,,,,,,,
Raigad,2017,shreevardhan,,,,,,,,,
Raigad,2017,mhasala,,,,,,,,,
Raigad,2017,mahad,2.0,295.0,,,1.0,20000.0,,,
Raigad,2017,poladpur,,,,,,,,,
Raigad,2018,Uran,0.0,0.0,,,,,,,
Raigad,2018,Panwel,2.0,55.0,23730.0,65.0,,,,,
Raigad,2018,karjat,1.0,35.0,24090.0,66.0,,,,,
Raigad,2018,khalapur,1.0,276.0,227460.0,623.0,1.0,5000.0,,,
Raigad,2018,pen,2.0,131.0,49280.0,135.0,,,,,
Raigad,2018,alibag,2.0,223.0,63145.0,173.0,,,,,
Raigad,2018,murud,,,,,,,,,
Raigad,2018,roha,1.0,25.0,14600.0,40.0,,,,,
Raigad,2018,sudhagad,6.0,270.0,285065.0,781.0,,,,,
Raigad,2018,mangaon,1.0,165.0,18250.0,50.0,,,,,
Raigad,2018,tala,,,,,,,,,
Raigad,2018,shreevardhan,,,,,,,,,
Raigad,2018,mhasala,,,,,,,,,
Raigad,2018,mahad,1.0,221.0,23730.0,65.0,,,,,
Raigad,2018,poladpur,,,,,,,,,
Raigad,2019,Uran,,,,,,,,,
Raigad,2019,Panwel,2.0,55.0,25550.0,70.0,,,,,
Raigad,2019,karjat,1.0,35.0,18250.0,50.0,,,,,
Raigad,2019,khalapur,1.0,276.0,164250.0,450.0,1.0,5000.0,,,
Raigad,2019,pen,2.0,131.0,51100.0,140.0,,,,,
Raigad,2019,alibag,2.0,223.0,49640.0,140.0,,,,,
Raigad,2019,murud,,,,,,,,,
Raigad,2019,roha,1.0,25.0,10220.0,30.0,,,,,
Raigad,2019,sudhagad,6.0,270.0,226300.0,620.0,,,,,
Raigad,2019,mangaon,1.0,165.0,127750.0,350.0,,,,,
Raigad,2019,tala,,,,,,,,,
Raigad,2019,shreevardhan,,,,,,,,,
Raigad,2019,mhasala,,,,,,,,,
Raigad,2019,mahad,1.0,221.0,14600.0,40.0,,,,,
Raigad,2019,poladpur,,,,,,,,,
Raigad,2020,Uran,,,,,,,,,
Raigad,2020,Panwel,2.0,55.0,25550.0,70.0,,,,,
Raigad,2020,karjat,1.0,35.0,18250.0,50.0,,,,,
Raigad,2020,khalapur,2.0,443.0,174030.0,480.0,1.0,5000.0,,,
Raigad,2020,pen,2.0,131.0,36500.0,100.0,,,,,
Raigad,2020,alibag,2.0,223.0,13140.0,40.0,,,,,
Raigad,2020,murud,,,,,,,,,
Raigad,2020,roha,1.0,25.0,10950.0,30.0,,,,,
Raigad,2020,sudhagad,6.0,270.0,197100.0,540.0,,,,,
Raigad,2020,mangaon,1.0,165.0,23730.0,70.0,,,,,
Raigad,2020,tala,,,,,,,,,
Raigad,2020,shreevardhan,,,,,,,,,
Raigad,2020,mhasala,,,,,,,,,
Raigad,2020,mahad,1.0,221.0,14600.0,40.0,,,,,
Raigad,2020,poladpur,,,,,,,,,
Raigad,2021,Uran,,,,,,,,,
Raigad,2021,Panwel,2.0,55.0,25550.0,70.0,,,,,
Raigad,2021,karjat,1.0,35.0,14600.0,40.0,,,,,
Raigad,2021,khalapur,2.0,443.0,157300.0,430.0,1.0,5000.0,,,
Raigad,2021,pen,2.0,131.0,37600.0,100.0,,,,,
Raigad,2021,alibag,2.0,223.0,87970.0,240.0,,,,,
Raigad,2021,murud,,,,,,,,,
Raigad,2021,roha,1.0,25.0,10950.0,30.0,,,,,
Raigad,2021,sudhagad,6.0,270.0,233970.0,640.0,,,,,
Raigad,2021,mangaon,1.0,165.0,21900.0,60.0,,,,,
Raigad,2021,tala,,,,,,,,,
Raigad,2021,shreevardhan,,,,,,,,,
Raigad,2021,mhasala,,,,,,,,,
Raigad,2021,mahad,1.0,221.0,32850.0,90.0,,,,,
Raigad,2021,poladpur,,,,,,,,,
Ratnagiri,2006,Mandangad,4.0,152.0,,,,,,,
Ratnagiri,2006,Dapoli,11.0,771.0,84000.0,229.0,,,,,
Ratnagiri,2006,Khed,55.0,6869.0,834000.0,2286.0,,,,,
Ratnagiri,2006,Chiplun,48.0,4527.0,653000.0,1790.0,1.0,40000.0,,,
Ratnagiri,2006,Guhagar,5.0,217.0,20000.0,55.0,,,,,
Ratnagiri,2006,Ratnagiri,1.0,32.0,,,1.0,20000.0,,,
Ratnagiri,2006,Sangameshwar,44.0,6420.0,896000.0,2456.0,1.0,5000.0,,,
Ratnagiri,2006,Lanja,23.0,3349.0,334000.0,916.0,1.0,5000.0,,,
Ratnagiri,2006,Rajapur,17.0,2329.0,16000.0,45.0,,,,,
Ratnagiri,2008,Mandangad,4.0,152.0,,0.0,,,,,
Ratnagiri,2008,Dapoli,11.0,771.0,136000.0,373.0,,,,,
Ratnagiri,2008,Khed,61.0,7267.0,699000.0,1915.0,,,,,
Ratnagiri,2008,Chiplun,49.0,4562.0,584000.0,1600.0,1.0,40000.0,,,
Ratnagiri,2008,Guhagar,6.0,242.0,15000.0,41.0,,,,,
Ratnagiri,2008,Ratnagiri,1.0,32.0,,0.0,1.0,20000.0,,,
Ratnagiri,2008,Sangameshwar,44.0,6420.0,943000.0,2584.0,1.0,5000.0,,,
Ratnagiri,2008,Lanja,22.0,3324.0,392000.0,1074.0,1.0,5000.0,,,
Ratnagiri,2008,Rajapur,17.0,2329.0,27000.0,74.0,,,,,
Ratnagiri,2009,Mandangad,4.0,152.0,,,,,,,
Ratnagiri,2009,Dapoli,11.0,781.0,121000.0,330.0,,,,,
Ratnagiri,2009,Khed,65.0,7340.0,556000.0,1520.0,,,,,
Ratnagiri,2009,Chiplun,50.0,4620.0,496000.0,1360.0,1.0,40000.0,,,
Ratnagiri,2009,Guhagar,7.0,242.0,,,,,,,
Ratnagiri,2009,Ratnagiri,1.0,32.0,,,1.0,20000.0,,,
Ratnagiri,2009,Sangameshwar,44.0,6450.0,1572000.0,4310.0,1.0,5000.0,,,
Ratnagiri,2009,Lanja,22.0,3300.0,606000.0,1660.0,1.0,5000.0,,,
Ratnagiri,2009,Rajapur,17.0,2320.0,32000.0,90.0,,,,,
Ratnagiri,2010,Mandangad,4.0,152.0,,,,,,,
Ratnagiri,2010,Dapoli,11.0,781.0,134000.0,370.0,,,,,
Ratnagiri,2010,Khed,65.0,6573.0,517000.0,1420.0,,,,,
Ratnagiri,2010,Chiplun,50.0,4654.0,509000.0,1390.0,1.0,40000.0,,,
Ratnagiri,2010,Guhagar,7.0,180.0,,,,,,,
Ratnagiri,2010,Ratnagiri,1.0,32.0,,,1.0,20000.0,,,
Ratnagiri,2010,Sangameshwar,44.0,6490.0,830000.0,2270.0,1.0,5000.0,,,
Ratnagiri,2010,Lanja,23.0,3353.0,303000.0,830.0,1.0,5000.0,,,
Ratnagiri,2010,Rajapur,17.0,1520.0,21000.0,60.0,,,,,
Ratnagiri,2011,Mandangad,4.0,152.0,,,,,,,
Ratnagiri,2011,Dapoli,11.0,781.0,124000.0,340.0,,,,,
Ratnagiri,2011,Khed,65.0,7273.0,572000.0,1570.0,,,,,
Ratnagiri,2011,Chiplun,50.0,5254.0,541000.0,1480.0,1.0,40000.0,,,
Ratnagiri,2011,Guhagar,7.0,180.0,,,,,,,
Ratnagiri,2011,Ratnagiri,1.0,32.0,,,1.0,20000.0,,,
Ratnagiri,2011,Sangameshwar,44.0,7190.0,852000.0,2330.0,1.0,5000.0,,,
Ratnagiri,2011,Lanja,23.0,3853.0,487000.0,1330.0,1.0,5000.0,,,
Ratnagiri,2011,Rajapur,17.0,1740.0,27000.0,80.0,,,,,
Ratnagiri,2012,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2012,Dapoli,11.0,1448.0,109000.0,300.0,,,,,
Ratnagiri,2012,Khed,63.0,9742.0,636000.0,1740.0,,,,,
Ratnagiri,2012,Chiplun,50.0,5130.0,575000.0,1570.0,1.0,40000.0,,,
Ratnagiri,2012,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2012,Ratnagiri,1.0,130.0,,,1.0,20000.0,,,
Ratnagiri,2012,Sangameshwar,44.0,3520.0,781000.0,2140.0,1.0,5000.0,,,
Ratnagiri,2012,Lanja,23.0,3860.0,372000.0,1020.0,1.0,5000.0,,,
Ratnagiri,2012,Rajapur,17.0,2114.0,,,,,,,
Ratnagiri,2013,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2013,Dapoli,11.0,1448.0,142000.0,390.0,,,,,
Ratnagiri,2013,Khed,65.0,9765.0,576000.0,1580.0,,,,,
Ratnagiri,2013,Chiplun,50.0,5130.0,545000.0,1490.0,1.0,40000.0,,,
Ratnagiri,2013,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2013,Ratnagiri,1.0,130.0,,,1.0,20000.0,,,
Ratnagiri,2013,Sangameshwar,44.0,3520.0,793000.0,2170.0,1.0,5000.0,,,
Ratnagiri,2013,Lanja,23.0,3860.0,545000.0,1490.0,1.0,5000.0,,,
Ratnagiri,2013,Rajapur,17.0,2114.0,,,,,,,
Ratnagiri,2014,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2014,Dapoli,11.0,1448.0,127000.0,350.0,,,,,
Ratnagiri,2014,Khed,65.0,9625.0,301000.0,820.0,,,,,
Ratnagiri,2014,Chiplun,50.0,5130.0,463000.0,1270.0,1.0,40000.0,,,
Ratnagiri,2014,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2014,Ratnagiri,1.0,130.0,,,1.0,20000.0,,,
Ratnagiri,2014,Sangameshwar,44.0,3520.0,758000.0,2080.0,1.0,5000.0,,,
Ratnagiri,2014,Lanja,23.0,3860.0,521000.0,1430.0,1.0,5000.0,,,
Ratnagiri,2014,Rajapur,17.0,2114.0,,,,,,,
Ratnagiri,2015,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2015,Dapoli,11.0,1448.0,177000.0,480.0,,,,,
Ratnagiri,2015,Khed,65.0,9625.0,290000.0,790.0,,,,,
Ratnagiri,2015,Chiplun,50.0,5130.0,293000.0,800.0,1.0,40000.0,,,
Ratnagiri,2015,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2015,Ratnagiri,1.0,130.0,,,1.0,20000.0,,,
Ratnagiri,2015,Sangameshwar,44.0,3520.0,825000.0,2260.0,1.0,5000.0,,,
Ratnagiri,2015,Lanja,23.0,3860.0,579000.0,1590.0,1.0,5000.0,,,
Ratnagiri,2015,Rajapur,17.0,2114.0,,,,,,,
Ratnagiri,2016,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2016,Dapoli,11.0,1448.0,169000.0,460.0,,,,,
Ratnagiri,2016,Khed,65.0,9325.0,134000.0,370.0,,,,,
Ratnagiri,2016,Chiplun,50.0,5130.0,258000.0,710.0,1.0,40000.0,,,
Ratnagiri,2016,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2016,Ratnagiri,1.0,130.0,,,1.0,20000.0,,,
Ratnagiri,2016,Sangameshwar,44.0,3420.0,1153000.0,3160.0,1.0,5000.0,,,
Ratnagiri,2016,Lanja,23.0,3860.0,756000.0,2070.0,1.0,5000.0,,,
Ratnagiri,2016,Rajapur,19.0,218.0,,,,,,,
Ratnagiri,2017,Mandangad,4.0,640.0,,,,,,,
Ratnagiri,2017,Dapoli,11.0,1448.0,272000.0,750.0,,,,,
Ratnagiri,2017,Khed,65.0,9325.0,229000.0,630.0,,,,,
Ratnagiri,2017,Chiplun,50.0,5130.0,364000.0,1000.0,1.0,40000.0,,,
Ratnagiri,2017,Guhagar,7.0,744.0,,,,,,,
Ratnagiri,2017,Ratnagiri,1.0,130.0,30000.0,80.0,1.0,20000.0,,,
Ratnagiri,2017,Sangameshwar,44.0,3420.0,968000.0,2650.0,1.0,5000.0,,,
Ratnagiri,2017,Lanja,23.0,3860.0,791000.0,2170.0,1.0,5000.0,,,
Ratnagiri,2017,Rajapur,19.0,218.0,,,,,,,
Ratnagiri,2018,Mandangad,4.0,640.0,6200.0,0.0,0.0,0.0,,,
Ratnagiri,2018,Dapoli,12.0,1448.0,11200.0,1040.0,0.0,0.0,,,
Ratnagiri,2018,Khed,65.0,9325.0,10900.0,1400.0,0.0,0.0,,,
Ratnagiri,2018,Chiplun,51.0,5150.0,12800.0,1460.0,1.0,40000.0,,,
Ratnagiri,2018,Guhagar,9.0,744.0,3900.0,0.0,0.0,0.0,,,
Ratnagiri,2018,Ratnagiri,1.0,130.0,13500.0,80.0,1.0,20000.0,,,
