District,Year,Taluka,Dairy Development Cooperative Societies,Memberships in Dairy Co-op Societies,Milk collected across the year,Average milk collected per day,Number of cold storage units,Cold Storage Capacity,Unnamed: 9,Unnamed: 10,Unnamed: 11
Jalna,2019,Bhokardan,34.0,918.0,1909810.0,5230.0,,,,,
Jalna,2019,Jaffrabad,17.0,459.0,1205070.0,3300.0,1.0,10000.0,,,
Jalna,2019,Jalna,11.0,297.0,1452530.0,3980.0,1.0,10000.0,,,
Jalna,2019,Badnapur,15.0,409.0,1043069.9999999999,2860.0,,,,,
Jalna,2019,Ambad,24.0,650.0,1062360.0,2910.0,2.0,20000.0,,,
Jalna,2019,Ghansawangi,4.0,108.0,56360.0,150.0,,,,,
Jalna,2019,Partur,1.0,27.0,77050.0,210.0,,,,,
Jalna,2019,Mantha,1.0,27.0,0.0,0.0,,,,,
Jalna,2020,Bhokardan,33.0,1033.0,649510.0,1780.0,,,,,
Jalna,2020,Jaffrabad,14.0,402.0,421760.0,1160.0,1.0,10000.0,,,
Jalna,2020,Jalna,11.0,327.0,1342640.0,3680.0,1.0,10000.0,,,
Jalna,2020,Badnapur,15.0,402.0,939400.0,2570.0,,,,,
Jalna,2020,Ambad,22.0,602.0,344000.0,940.0,2.0,20000.0,,,
Jalna,2020,Ghansawangi,4.0,126.0,183500.0,500.0,,,,,
Jalna,2020,Partur,1.0,25.0,0.0,0.0,,,,,
Jalna,2020,Mantha,1.0,25.0,0.0,0.0,,,,,
Jalna,2021,Bhokardan,33.0,1216.0,713940.0,1960.0,,,,,
Jalna,2021,Jaffrabad,15.0,559.0,148560.0,410.0,1.0,10000.0,,,
Jalna,2021,Jalna,11.0,775.0,836210.0,2290.0,1.0,10000.0,,,
Jalna,2021,Badnapur,15.0,656.0,446390.0,1220.0,,,,,
Jalna,2021,Ambad,22.0,854.0,0.0,0.0,2.0,20000.0,,,
Jalna,2021,Ghansawangi,4.0,190.0,304050.0,830.0,,,,,
Jalna,2021,Partur,1.0,50.0,0.0,0.0,,,,,
Jalna,2021,Mantha,1.0,50.0,0.0,0.0,,,,,
Latur,2012,Latur,102.0,5202.0,1266100.0,3470.0,1.0,50000.0,,,
Latur,2012,Renapur,55.0,2805.0,241600.0,660.0,,,,,
Latur,2012,Ahamadpur,65.0,3315.0,754000.0,2070.0,2.0,4000.0,,,
Latur,2012,Jalkot,20.0,1020.0,334300.0,920.0,,,,,
Latur,2012,Chakur,34.0,1734.0,275500.0,750.0,,,,,
Latur,2012,Shirur-Anantpal,30.0,1530.0,97000.0,270.0,,,,,
Latur,2012,Aosa,113.0,5763.0,492300.0,1350.0,1.0,2000.0,,,
Latur,2012,Nilanga,158.0,8058.0,2941500.0,8050.000000000001,1.0,10000.0,,,
Latur,2012,Devani,55.0,2805.0,361700.0,990.0,,,,,
Latur,2012,Udgir,60.0,3060.0,565000.0,1550.0,2.0,150000.0,,,
Latur,2013,Latur,102.0,5202.0,4682200.0,12830.0,1.0,50000.0,,,
Latur,2013,Renapur,56.0,2856.0,802500.0,2200.0,,,,,
Latur,2013,Ahamadpur,70.0,3570.0,2578400.0,7060.0,2.0,4000.0,,,
Latur,2013,Jalkot,20.0,1020.0,640200.0,1750.0,,,,,
Latur,2013,Chakur,34.0,1734.0,630700.0,1730.0,,,,,
Latur,2013,Shirur-Anantpal,30.0,1530.0,343400.0,940.0,,,,,
Latur,2013,Aosa,113.0,5763.0,1357400.0,3720.0,1.0,2000.0,,,
Latur,2013,Nilanga,162.0,8262.0,9618200.0,26350.0,1.0,10000.0,,,
Latur,2013,Devani,56.0,2856.0,799800.0,2190.0,,,,,
Latur,2013,Udgir,60.0,3060.0,1301200.0,3560.0,2.0,150000.0,,,
Latur,2014,Latur,102.0,5202.0,3718300.0,10190.0,1.0,50000.0,,,
Latur,2014,Renapur,57.0,2907.0,591600.0,1620.0,0.0,0.0,,,
Latur,2014,Ahamadpur,71.0,3621.0,2200200.0,6030.0,2.0,4000.0,,,
Latur,2014,Jalkot,20.0,1020.0,458100.0,1260.0,0.0,0.0,,,
Latur,2014,Chakur,34.0,1734.0,421700.0,1160.0,0.0,0.0,,,
Latur,2014,Shirur-Anantpal,30.0,1530.0,256000.0,700.0,0.0,0.0,,,
Latur,2014,Aosa,113.0,5763.0,689200.0,1890.0,1.0,2000.0,,,
Latur,2014,Nilanga,163.0,8313.0,7396400.0,20260.0,1.0,10000.0,,,
Latur,2014,Devani,57.0,2907.0,512600.0,1400.0,0.0,0.0,,,
Latur,2014,Udgir,61.0,3111.0,1032200.0,2830.0,2.0,150000.0,,,
Latur,2015,Latur,102.0,5202.0,797920.0,2190.0,1.0,50000.0,,,
Latur,2015,Renapur,57.0,2907.0,248400.0,680.0,0.0,0.0,,,
Latur,2015,Ahamadpur,71.0,3621.0,365580.0,1000.0,2.0,4000.0,,,
Latur,2015,Jalkot,20.0,1020.0,249250.0,680.0,0.0,0.0,,,
Latur,2015,Chakur,34.0,1734.0,175320.0,480.0,0.0,0.0,,,
Latur,2015,Shirur-Anantpal,30.0,1530.0,154870.0,420.0,0.0,0.0,,,
Latur,2015,Aosa,113.0,5763.0,344170.0,940.0,1.0,2000.0,,,
Latur,2015,Nilanga,163.0,8313.0,2038110.0,5580.0,1.0,10000.0,,,
Latur,2015,Devani,57.0,2907.0,224870.0,620.0,0.0,0.0,,,
Latur,2015,Udgir,61.0,3111.0,368190.0,1010.0,2.0,150000.0,,,
Latur,2016,Latur,14.0,714.0,490880.0,1340.0,1.0,50000.0,,,
Latur,2016,Renapur,13.0,663.0,137610.0,380.0,0.0,0.0,,,
Latur,2016,Ahamadpur,27.0,1377.0,186260.0,510.0,2.0,4000.0,,,
Latur,2016,Jalkot,5.0,255.0,116060.0,320.0,0.0,0.0,,,
Latur,2016,Chakur,8.0,408.0,127940.0,350.0,0.0,0.0,,,
Latur,2016,Shirur-Anantpal,9.0,459.0,186470.0,510.0,0.0,0.0,,,
Latur,2016,Aosa,46.0,2346.0,371040.0,1020.0,1.0,2000.0,,,
Latur,2016,Nilanga,71.0,3621.0,1900160.0,5210.0,1.0,10000.0,,,
Latur,2016,Devani,19.0,969.0,121150.0,330.0,0.0,0.0,,,
Latur,2016,Udgir,20.0,1020.0,490740.0,1340.0,2.0,150000.0,,,
Latur,2017,Latur,14.0,714.0,330770.0,910.0,1.0,50000.0,,,
Latur,2017,Renapur,13.0,663.0,87350.0,240.0,0.0,0.0,,,
Latur,2017,Ahamadpur,27.0,1377.0,475300.0,1300.0,2.0,4000.0,,,
Latur,2017,Jalkot,5.0,255.0,115820.0,320.0,0.0,0.0,,,
Latur,2017,Chakur,8.0,408.0,174910.0,480.0,0.0,0.0,,,
Latur,2017,Shirur-Anantpal,9.0,459.0,194460.0,530.0,0.0,0.0,,,
Latur,2017,Aosa,46.0,2346.0,636700.0,1740.0,1.0,2000.0,,,
Latur,2017,Nilanga,71.0,3621.0,288500.0,790.0,1.0,10000.0,,,
Latur,2017,Devani,19.0,969.0,126920.0,350.0,0.0,0.0,,,
Latur,2017,Udgir,20.0,1020.0,802670.0,2200.0,2.0,150000.0,,,
Latur,2018,Latur,14.0,714.0,163160.0,450.0,1.0,50000.0,,,
Latur,2018,Renapur,9.0,459.0,160090.0,440.0,0.0,0.0,,,
Latur,2018,Ahamadpur,22.0,1122.0,1028940.0,2820.0,2.0,4000.0,,,
Latur,2018,Jalkot,5.0,255.0,78110.0,210.0,0.0,0.0,,,
Latur,2018,Chakur,5.0,255.0,85410.0,230.0,0.0,0.0,,,
Latur,2018,Shirur-Anantpal,7.0,357.0,115710.0,320.0,0.0,0.0,,,
Latur,2018,Aosa,30.0,1530.0,1650170.0,4520.0,1.0,2000.0,,,
Latur,2018,Nilanga,17.0,867.0,2661200.0,7290.0,1.0,10000.0,,,
Latur,2018,Devani,14.0,714.0,76290.0,210.0,0.0,0.0,,,
Latur,2018,Udgir,16.0,816.0,1281880.0,3510.0,2.0,150000.0,,,
Latur,2019,Latur,15.0,714.0,119450.0,330.0,1.0,50000.0,,,
Latur,2019,Renapur,9.0,459.0,78850.0,220.0,0.0,0.0,,,
Latur,2019,Ahamadpur,22.0,1122.0,338890.0,930.0,2.0,4000.0,,,
Latur,2019,Jalkot,5.0,255.0,118130.0,320.0,0.0,0.0,,,
Latur,2019,Chakur,6.0,408.0,69190.0,190.0,0.0,0.0,,,
Latur,2019,Shirur-Anantpal,8.0,357.0,83050.0,230.0,0.0,0.0,,,
Latur,2019,Aosa,31.0,1530.0,1160080.0,3180.0,1.0,2000.0,,,
Latur,2019,Nilanga,46.0,2244.0,3000750.0,8220.0,1.0,10000.0,,,
Latur,2019,Devani,15.0,714.0,96850.0,270.0,0.0,0.0,,,
Latur,2019,Udgir,20.0,1020.0,1016320.0,2780.0,2.0,150000.0,,,
Latur,2020,Latur,15.0,714.0,77180.0,210.0,1.0,50000.0,,,
Latur,2020,Renapur,9.0,459.0,82150.0,230.0,0.0,0.0,,,
Latur,2020,Ahamadpur,23.0,1173.0,39300.0,110.0,2.0,4000.0,,,
Latur,2020,Jalkot,5.0,255.0,55410.0,150.0,0.0,0.0,,,
Latur,2020,Chakur,6.0,306.0,21890.0,60.0,0.0,0.0,,,
Latur,2020,Shirur-Anantpal,8.0,408.0,44580.0,120.0,0.0,0.0,,,
Latur,2020,Aosa,31.0,1581.0,297700.0,820.0,1.0,2000.0,,,
Latur,2020,Nilanga,46.0,2346.0,2665220.0,7300.0,1.0,10000.0,,,
Latur,2020,Devani,15.0,765.0,45440.0,120.0,0.0,0.0,,,
Latur,2020,Udgir,19.0,969.0,513909.99999999994,1410.0,2.0,150000.0,,,
Latur,2021,Latur,15.0,714.0,0.0,0.0,1.0,50000.0,,,
Latur,2021,Renapur,9.0,459.0,144180.0,400.0,0.0,0.0,,,
Latur,2021,Ahamadpur,23.0,1173.0,86510.0,240.0,0.0,0.0,,,
Latur,2021,Jalkot,5.0,255.0,37960.0,100.0,0.0,0.0,,,
Latur,2021,Chakur,6.0,306.0,39790.0,110.0,0.0,0.0,,,
Latur,2021,Shirur-Anantpal,8.0,408.0,46720.0,130.0,0.0,0.0,,,
Latur,2021,Aosa,31.0,1581.0,269740.0,740.0,1.0,2000.0,,,
Latur,2021,Nilanga,46.0,2346.0,1655640.0,4540.0,1.0,10000.0,,,
Latur,2021,Devani,15.0,765.0,77750.0,210.0,0.0,0.0,,,
Latur,2021,Udgir,19.0,969.0,144910.0,400.0,1.0,50000.0,,,
Mumbai Suburban,2016,Adheri,,,,,,,,,
Mumbai Suburban,2016,Borivali,,,,,,,,,
Mumbai Suburban,2016,Kurla,,,,,,,,,
Mumbai Suburban,2017,Adheri,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2017,Borivali,6.0,330.0,74800.0,200.0,0.0,0.0,,,
Mumbai Suburban,2017,Kurla,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2018,Adheri,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2018,Borivali,6.0,330.0,73000.0,200.0,0.0,0.0,,,
Mumbai Suburban,2018,Kurla,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2019,Adheri,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2019,Borivali,6.0,190.0,30000.0,100.0,0.0,0.0,,,
Mumbai Suburban,2019,Kurla,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2020,Adheri,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2020,Borivali,6.0,162.0,10000.0,1000.0,0.0,0.0,,,
Mumbai Suburban,2020,Kurla,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2021,Adheri,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mumbai Suburban,2021,Borivali,6.0,162.0,10000.0,1000.0,0.0,0.0,,,
Mumbai Suburban,2021,Kurla,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nagpur,2012,Narkhed,33.0,1424.0,384000.0,1050.0,0.0,0.0,,,
Nagpur,2012,Katol,39.0,1866.0,872000.0,2390.0,1.0,10000.0,,,
Nagpur,2012,Kalameshwar,18.0,876.0,380000.0,1040.0,0.0,0.0,,,
Nagpur,2012,Sawner,24.0,2641.0,1556000.0,4260.0,1.0,20000.0,,,
Nagpur,2012,Parashivani,9.0,680.0,130000.0,360.0,0.0,0.0,,,
Nagpur,2012,Ramtech,17.0,997.0,1287000.0,3530.0,1.0,10000.0,,,
Nagpur,2012,Mauda,21.0,806.0,182000.0,500.0,0.0,0.0,,,
Nagpur,2012,Kamathi,5.0,246.0,214000.0,590.0,3.0,170000.0,,,
Nagpur,2012,Nagpur (Gra),17.0,645.0,0.0,0.0,2.0,160000.0,,,
Nagpur,2012,Nagpur (Sh),0.0,0.0,0.0,0.0,3.0,350000.0,,,
Nagpur,2012,Hingana,11.0,578.0,271000.0,740.0,2.0,20000.0,,,
Nagpur,2012,Umred,7.0,392.0,198000.0,540.0,1.0,10000.0,,,
Nagpur,2012,Kuhi,9.0,430.0,139000.0,380.0,0.0,0.0,,,
Nagpur,2012,Bhiwapur,10.0,476.0,164000.0,440.0,0.0,0.0,,,
Nagpur,2013,Narkhed,33.0,1424.0,366000.0,1000.0,0.0,0.0,,,
Nagpur,2013,Katol,39.0,1866.0,780000.0,2140.0,1.0,10000.0,,,
Nagpur,2013,Kalameshwar,18.0,876.0,442000.0,1210.0,0.0,0.0,,,
Nagpur,2013,Sawner,24.0,2641.0,1619000.0,4440.0,1.0,20000.0,,,
Nagpur,2013,Parashivani,9.0,680.0,108000.0,300.0,0.0,0.0,,,
Nagpur,2013,Ramtech,17.0,997.0,892000.0,2440.0,1.0,10000.0,,,
Nagpur,2013,Mauda,21.0,806.0,249000.0,680.0,0.0,0.0,,,
Nagpur,2013,Kamathi,5.0,246.0,175000.0,480.0,3.0,170000.0,,,
Nagpur,2013,Nagpur (Gra),17.0,645.0,5000.0,10.0,2.0,160000.0,,,
Nagpur,2013,Nagpur (Sh),0.0,0.0,0.0,0.0,3.0,350000.0,,,
Nagpur,2013,Hingana,11.0,578.0,247000.0,680.0,2.0,20000.0,,,
Nagpur,2013,Umred,7.0,392.0,149000.0,410.0,1.0,10000.0,,,
Nagpur,2013,Kuhi,9.0,430.0,146000.0,400.0,0.0,0.0,,,
Nagpur,2013,Bhiwapur,10.0,476.0,168000.0,460.0,0.0,0.0,,,
Nagpur,2014,Narkhed,33.0,1424.0,276000.0,800.0,0.0,0.0,,,
Nagpur,2014,Katol,39.0,1866.0,681000.0,1900.0,1.0,10000.0,,,
Nagpur,2014,Kalameshwar,18.0,876.0,531000.0,1500.0,0.0,0.0,,,
Nagpur,2014,Sawner,24.0,2641.0,779000.0,2100.0,1.0,20000.0,,,
Nagpur,2014,Parashivani,9.0,680.0,47000.0,100.0,0.0,0.0,,,
Nagpur,2014,Ramtech,17.0,997.0,390000.0,1100.0,1.0,10000.0,,,
Nagpur,2014,Mauda,21.0,806.0,63000.0,200.0,0.0,0.0,,,
Nagpur,2014,Kamathi,5.0,246.0,8000.0,20.0,3.0,170000.0,,,
Nagpur,2014,Nagpur (Gra),17.0,645.0,0.0,0.0,2.0,160000.0,,,
Nagpur,2014,Nagpur (Sh),0.0,0.0,3000.0,0.0,3.0,350000.0,,,
Nagpur,2014,Hingana,11.0,578.0,205000.0,600.0,2.0,20000.0,,,
Nagpur,2014,Umred,7.0,392.0,64000.0,200.0,1.0,10000.0,,,
Nagpur,2014,Kuhi,9.0,430.0,251000.0,700.0,0.0,0.0,,,
Nagpur,2014,Bhiwapur,10.0,476.0,198000.0,500.0,0.0,0.0,,,
Nagpur,2015,Narkhed,33.0,1424.0,359700.0,990.0,,,,,
Nagpur,2015,Katol,39.0,1866.0,874320.0,2400.0,,,,,
Nagpur,2015,Kalameshwar,18.0,876.0,574350.0,1570.0,,,,,
Nagpur,2015,Sawner,24.0,2641.0,887630.0,2430.0,1.0,20000.0,,,
Nagpur,2015,Parashivani,9.0,680.0,166240.0,460.0,,,,,
Nagpur,2015,Ramtech,17.0,997.0,392490.0,1080.0,1.0,10000.0,,,
Nagpur,2015,Mauda,21.0,806.0,28650.0,80.0,,,,,
Nagpur,2015,Kamathi,5.0,246.0,,,,,,,
Nagpur,2015,Nagpur (Gra),17.0,645.0,,,1.0,50000.0,,,
Nagpur,2015,Nagpur (Sh),0.0,0.0,0.0,0.0,,,,,
Nagpur,2015,Hingana,11.0,578.0,147030.0,400.0,,,,,
Nagpur,2015,Umred,7.0,392.0,238620.0,650.0,1.0,10000.0,,,
Nagpur,2015,Kuhi,9.0,430.0,290990.0,800.0,,,,,
Nagpur,2015,Bhiwapur,10.0,476.0,227770.0,620.0,,,,,
Nagpur,2016,Narkhed,33.0,1424.0,353460.0,970.0,,,,,
Nagpur,2016,Katol,39.0,1866.0,815730.0,2230.0,,,,,
Nagpur,2016,Kalameshwar,18.0,876.0,525620.0,1440.0,,,,,
Nagpur,2016,Sawner,24.0,2641.0,786560.0,2150.0,1.0,20000.0,,,
Nagpur,2016,Parashivani,9.0,680.0,115110.0,320.0,,,,,
Nagpur,2016,Ramtech,17.0,997.0,345590.0,950.0,1.0,10000.0,,,
Nagpur,2016,Mauda,21.0,806.0,,,,,,,
Nagpur,2016,Kamathi,5.0,246.0,,,,,,,
Nagpur,2016,Nagpur (Gra),17.0,645.0,,,1.0,50000.0,,,
Nagpur,2016,Nagpur (Sh),0.0,0.0,,,,,,,
Nagpur,2016,Hingana,11.0,578.0,123310.0,340.0,,,,,
Nagpur,2016,Umred,7.0,392.0,130169.99999999999,360.0,1.0,10000.0,,,
Nagpur,2016,Kuhi,9.0,430.0,179020.0,490.0,,,,,
Nagpur,2016,Bhiwapur,10.0,476.0,350190.0,960.0,,,,,
Nagpur,2017,Narkhed,33.0,1424.0,315103.0,863.0,,,,,
Nagpur,2017,Katol,39.0,1866.0,470360.0,1289.0,5.0,,,,
Nagpur,2017,Kalameshwar,18.0,476.0,600814.0,1646.0,,,,,
Nagpur,2017,Sawner,24.0,2641.0,930133.0,2548.0,1.0,20000.0,,,
Nagpur,2017,Parashivani,9.0,680.0,84900.0,233.0,,,,,
Nagpur,2017,Ramtech,18.0,997.0,227712.0,624.0,1.0,5000.0,,,
Nagpur,2017,Mauda,21.0,806.0,,,,,,,
Nagpur,2017,Kamathi,5.0,246.0,,,,,,,
Nagpur,2017,Nagpur (Gra),17.0,645.0,,,1.0,50000.0,,,
Nagpur,2017,Nagpur (Sh),,,,,,,,,
Nagpur,2017,Hingana,11.0,578.0,117731.0,323.0,,,,,
Nagpur,2017,Umred,7.0,392.0,84680.0,232.0,1.0,5000.0,,,
Nagpur,2017,Kuhi,9.0,430.0,234026.0,641.0,,,,,
Nagpur,2017,Bhiwapur,11.0,476.0,295047.0,808.0,,,,,
Nagpur,2018,Narkhed,10.0,343.0,367390.0,1006.9999999999999,,,,,
Nagpur,2018,Katol,16.0,615.0,1030960.0,2824.0,1.0,5000.0,,,
Nagpur,2018,Kalameshwar,7.0,286.0,768520.0,2106.0,,,,,
Nagpur,2018,Sawner,9.0,583.0,1162440.0,3185.0,1.0,20000.0,,,
Nagpur,2018,Parashivani,2.0,49.0,139100.0,381.0,,,,,
Nagpur,2018,Ramtech,7.0,198.0,474660.0,1300.0,1.0,5000.0,,,
Nagpur,2018,Mauda,,,,,,,,,
Nagpur,2018,Kamathi,,,,,,,,,
Nagpur,2018,Nagpur (Gra),,,,,,,,,
Nagpur,2018,Nagpur (Sh),1.0,,,,1.0,50000.0,,,
Nagpur,2018,Hingana,2.0,62.0,156270.0,428.0,,,,,
Nagpur,2018,Umred,3.0,59.0,130860.00000000001,359.0,1.0,5000.0,,,
Nagpur,2018,Kuhi,3.0,29.0,86440.0,237.0,,,,,
Nagpur,2018,Bhiwapur,4.0,165.0,472380.0,1294.0,,,,,
Nagpur,2019,Narkhed,10.0,343.0,299480.0,820.0,,,,,
Nagpur,2019,Katol,15.0,590.0,878150.0,2405.0,1.0,5000.0,,,
Nagpur,2019,Kalameshwar,6.0,261.0,586180.0,1606.0,,,,,
Nagpur,2019,Sawner,9.0,583.0,958250.0,2625.0,1.0,20000.0,,,
Nagpur,2019,Parashivani,2.0,49.0,95920.0,262.0,,,,,
Nagpur,2019,Ramtech,6.0,173.0,351660.0,963.0,1.0,5000.0,,,
Nagpur,2019,Mauda,0.0,0.0,0.0,0.0,,,,,
Nagpur,2019,Kamathi,0.0,0.0,0.0,0.0,,,,,
Nagpur,2019,Nagpur (Gra),0.0,0.0,0.0,0.0,,,,,
Nagpur,2019,Nagpur (Sh),0.0,0.0,0.0,0.0,1.0,50000.0,,,
Nagpur,2019,Hingana,2.0,62.0,83800.0,229.0,,,,,
Nagpur,2019,Umred,3.0,59.0,86120.0,235.0,1.0,5000.0,,,
Nagpur,2019,Kuhi,2.0,25.0,34050.0,93.0,,,,,
Nagpur,2019,Bhiwapur,4.0,165.0,250570.0,686.0,,,,,
Nagpur,2020,Narkhed,10.0,343.0,287630.0,788.0,,,,,
Nagpur,2020,Katol,10.0,470.0,821270.0,2250.0,1.0,5000.0,,,
Nagpur,2020,Kalameshwar,5.0,240.0,439470.0,1204.0,,,,,
Nagpur,2020,Sawner,9.0,583.0,703840.0,1928.0,1.0,20000.0,,,
Nagpur,2020,Parashivani,1.0,29.0,71540.0,196.0,,,,,
Nagpur,2020,Ramtech,5.0,149.0,385430.0,1056.0,1.0,5000.0,,,
Nagpur,2020,Mauda,0.0,0.0,0.0,0.0,,,,,
Nagpur,2020,Kamathi,0.0,0.0,0.0,0.0,,,,,
Nagpur,2020,Nagpur (Gra),0.0,0.0,0.0,0.0,,,,,
Nagpur,2020,Nagpur (Sh),1.0,47.0,0.0,0.0,1.0,50000.0,,,
Nagpur,2020,Hingana,1.0,41.0,29210.0,80.0,,,,,
Nagpur,2020,Umred,2.0,32.0,69250.0,190.0,1.0,5000.0,,,
Nagpur,2020,Kuhi,1.0,20.0,42520.0,116.0,,,,,
Nagpur,2020,Bhiwapur,4.0,165.0,211220.0,579.0,,,,,
Nagpur,2021,Narkhed,10.0,343.0,182500.0,500.0,,,,,
Nagpur,2021,Katol,10.0,470.0,529250.0,1450.0,1.0,10000.0,,,
Nagpur,2021,Kalameshwar,5.0,240.0,292000.0,800.0,,,,,
Nagpur,2021,Sawner,9.0,583.0,401500.0,1100.0,1.0,20000.0,,,
Nagpur,2021,Parashivani,1.0,29.0,40150.0,110.0,,,,,
Nagpur,2021,Ramtech,5.0,149.0,255000.0,700.0,1.0,10000.0,,,
Nagpur,2021,Mauda,0.0,0.0,0.0,0.0,,,,,
Nagpur,2021,Kamathi,0.0,0.0,0.0,0.0,,,,,
Nagpur,2021,Nagpur (Gra),0.0,0.0,0.0,0.0,,,,,
Nagpur,2021,Nagpur (Sh),1.0,47.0,0.0,0.0,1.0,50000.0,,,
Nagpur,2021,Hingana,1.0,41.0,40150.0,110.0,,,,,
Nagpur,2021,Umred,2.0,52.0,43800.0,120.0,1.0,10000.0,,,
Nagpur,2021,Kuhi,1.0,20.0,32850.0,90.0,,,,,
Nagpur,2021,Bhiwapur,4.0,165.0,171550.0,470.0,,,,,
Nanded,2014,Mahur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,Kinvat,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,Himalay nagar,1.0,51.0,413000.0,34000.0,1.0,500.0,,,
Nanded,2014,hadgaon,13.0,663.0,5557000.0,463000.0,0.0,0.0,,,
Nanded,2014,andhrapur,7.0,357.0,2989000.0,249000.0,1.0,100000.0,,,
Nanded,2014,Nanded,3.0,153.0,2620000.0,218000.0,0.0,0.0,,,
Nanded,2014,Mudkhed,3.0,153.0,3180000.0,265000.0,0.0,0.0,,,
Nanded,2014,bhokar,1.0,51.0,894000.0,75000.0,0.0,0.0,,,
Nanded,2014,umari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,dharmabad,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,biloli,1.0,51.0,65000.0,16000.0,0.0,0.0,,,
Nanded,2014,naygaon,3.0,153.0,1721000.0,143000.0,1.0,500.0,,,
Nanded,2014,loha,17.0,867.0,14097000.0,1175000.0,1.0,4000.0,,,
Nanded,2014,kandhar,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,Mukhed,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2014,deglur,21.0,1071.0,5278000.0,440000.0,1.0,1000.0,,,
Nanded,2015,Mahur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2015,Kinvat,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2015,Himalay nagar,1.0,51.0,0.0,0.0,0.0,140.0,,,
Nanded,2015,hadgaon,14.0,610.0,5182000.0,14200.0,1.0,500.0,,,
Nanded,2015,andhrapur,7.0,357.0,3475000.0,9500.0,0.0,0.0,,,
Nanded,2015,Nanded,4.0,173.0,1164000.0,3200.0,1.0,100000.0,,,
Nanded,2015,Mudkhed,3.0,153.0,5604000.0,15400.0,0.0,0.0,,,
Nanded,2015,bhokar,1.0,51.0,824000.0,2300.0,0.0,0.0,,,
Nanded,2015,umari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2015,dharmabad,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2015,biloli,1.0,51.0,286000.0,800.0,0.0,0.0,,,
Nanded,2015,naygaon,4.0,172.0,3988000.0,10900.0,1.0,500.0,,,
Nanded,2015,loha,17.0,865.0,13613000.0,37300.0,1.0,4000.0,,,
Nanded,2015,kandhar,0.0,102.0,15000.0,0.0,0.0,0.0,,,
Nanded,2015,Mukhed,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2015,deglur,21.0,1011.0,4102000.0,11200.0,1.0,1000.0,,,
Nanded,2016,Mahur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,Kinvat,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,Himalay nagar,1.0,51.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,hadgaon,13.0,663.0,244000.0,670.0,0.0,0.0,,,
Nanded,2016,andhrapur,10.0,510.0,123000.0,340.0,2.0,1000.0,,,
Nanded,2016,Nanded,3.0,153.0,33000.0,90.0,0.0,0.0,,,
Nanded,2016,Mudkhed,3.0,153.0,43000.0,120.0,0.0,0.0,,,
Nanded,2016,bhokar,1.0,51.0,29000.0,80.0,0.0,0.0,,,
Nanded,2016,umari,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,dharmabad,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,biloli,3.0,153.0,1028000.0,2820.0,0.0,0.0,,,
Nanded,2016,naygaon,7.0,357.0,84000.0,230.0,0.0,0.0,,,
Nanded,2016,loha,18.0,918.0,276000.0,760.0,3.0,500.0,,,
Nanded,2016,kandhar,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,Mukhed,1.0,51.0,0.0,0.0,0.0,0.0,,,
Nanded,2016,deglur,14.0,714.0,108000.0,300.0,0.0,0.0,,,
Nanded,2017,Mahur,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2017,Kinvat,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nanded,2017,Himalay nagar,1.0,51.0,0.0,0.0,0.0,0.0,,,
Nanded,2017,hadgaon,1.0,51.0,0.0,0.0,1.0,500.0,,,
Nanded,2017,andhrapur,10.0,510.0,46169.0,130.0,1.0,1000.0,,,
Nanded,2017,Nanded,2.0,102.0,0.0,0.0,1.0,3000.0,,,
Nanded,2017,Mudkhed,2.0,102.0,1513.0,0.0,2.0,1500.0,,,
