District,Year,Taluka,Annual Target for Artificial Insemination,Actual Artificial Insemination Numbers,Percentage of Artificial Insemination Target Achieved
Pune,2018,Khed,83132.0,,46.0
Pune,2018,Maval,18506.0,,37.0
Pune,2018,Mulashi,7215.0,,49.0
Pune,2018,Haveli,25558.0,,37.0
Pune,2018,Pune City,30150.0,,52.0
Pune,2018,Daund,59707.0,,46.0
Pune,2018,Purandar,32812.0,,44.0
Pune,2018,Welhe,11545.0,,28.000000000000004
Pune,2018,Bhor,42131.0,,36.0
Pune,2018,Baramati,68798.0,,33.0
Pune,2018,Indapur,120892.0,,20.0
Pune,2019,Junnar,32200.0,,56.99999999999999
Pune,2019,Aambegaon,29976.0,,53.0
Pune,2019,Shirur,44733.0,,50.0
Pune,2019,Khed,58350.0,,65.0
Pune,2019,Maval,10650.0,,56.00000000000001
Pune,2019,Mulashi,5900.0,,59.0
Pune,2019,Haveli,15200.0,,52.0
Pune,2019,Pune City,19927.0,,61.0
Pune,2019,Daund,44680.0,,66.0
Pune,2019,Purandar,23460.0,,56.99999999999999
Pune,2019,Welhe,5400.0,,60.0
Pune,2019,Bhor,32115.0,,41.0
Pune,2019,Baramati,38126.0,,70.0
Pune,2019,Indapur,41303.0,,71.0
Pune,2020,Junnar,37372.0,,40.0
Pune,2020,Aambegaon,30838.0,,46.0
Pune,2020,Shirur,44733.0,,50.0
Pune,2020,Khed,48083.0,,39.0
Pune,2020,Maval,14923.0,,33.0
Pune,2020,Mulashi,7216.0,,48.0
Pune,2020,Haveli,25558.0,,37.0
Pune,2020,Pune City,6000.0,,15.0
Pune,2020,Daund,44675.0,,55.00000000000001
Pune,2020,Purandar,23803.0,,45.0
Pune,2020,Welhe,5382.0,,56.99999999999999
Pune,2020,Bhor,29112.0,,35.0
Pune,2020,Baramati,36863.0,,50.0
Pune,2020,Indapur,40059.0,,52.0
Pune,2021,Junnar,27212.0,,66.0
Pune,2021,Aambegaon,21980.0,,98.0
Pune,2021,Shirur,37630.0,,33.0
Pune,2021,Khed,26430.0,,61.0
Pune,2021,Maval,15698.0,,50.0
Pune,2021,Mulashi,9464.0,,56.99999999999999
Pune,2021,Haveli,14493.0,,67.0
Pune,2021,Pune City,9541.0,,3.0
Pune,2021,Daund,30885.0,,73.0
Pune,2021,Purandar,15355.0,,63.0
Pune,2021,Welhe,5968.0,,45.0
Pune,2021,Bhor,12008.0,,33.0
Pune,2021,Baramati,37360.0,,52.0
Pune,2021,Indapur,48100.0,,49.0
Satara,2012,Mahableshwar,7224.0,,20.0
Satara,2012,Vai,23881.0,,45.91
Satara,2012,Khandala,14377.0,,61.03000000000001
Satara,2012,Faltan,18674.0,,68.0
Satara,2012,Man,30912.0,,54.83
Satara,2012,Khatav,31534.0,,85.85
Satara,2012,Koregaon,29743.0,,54.7
Satara,2012,Satara,31271.0,,72.0
Satara,2012,Javali,15596.0,,58.22999999999999
Satara,2012,Patan,23058.0,,59.53000000000001
Satara,2012,Karad,29728.0,,73.39
Satara,2013,Mahableshwar,7224.0,,28.999999999999996
Satara,2013,Vai,23881.0,,50.19
Satara,2013,Khandala,14476.0,,69.82
Satara,2013,Faltan,18674.0,,77.0
Satara,2013,Man,30912.0,,58.099999999999994
Satara,2013,Khatav,31534.0,,81.0
Satara,2013,Koregaon,31620.0,,54.0
Satara,2013,Satara,29788.0,,80.0
Satara,2013,Javali,15678.0,,53.0
Satara,2013,Patan,22358.0,,65.0
Satara,2013,Karad,29853.0,,64.55
Satara,2014,Mahableshwar,7226.0,,28.48
Satara,2014,Vai,19452.0,,61.61
Satara,2014,Khandala,14377.0,,70.28
Satara,2014,Faltan,57297.0,,25.17
Satara,2014,Man,30912.0,,59.099999999999994
Satara,2014,Khatav,31534.0,,85.89
Satara,2014,Koregaon,29744.0,,57.71000000000001
Satara,2014,Satara,31269.0,,82.26
Satara,2014,Javali,15587.0,,57.86
Satara,2014,Patan,23058.0,,63.35000000000001
Satara,2014,Karad,24728.0,,77.96
Satara,2015,Mahableshwar,4522.0,,53.14
Satara,2015,Vai,14936.0,,81.67
Satara,2015,Khandala,12933.0,,76.4
Satara,2015,Faltan,37501.0,,39.51
Satara,2015,Man,40952.0,,48.54
Satara,2015,Khatav,24027.0,,107.0
Satara,2015,Koregaon,26335.0,,56.00000000000001
Satara,2015,Satara,24678.0,,92.03
Satara,2015,Javali,9330.0,,83.0
Satara,2015,Patan,29357.0,,54.43
Satara,2015,Karad,24235.0,,72.33
Satara,2016,Mahableshwar,2500.0,,116.56
Satara,2016,Vai,11500.0,,118.58999999999999
Satara,2016,Khandala,10000.0,,100.07999999999998
Satara,2016,Faltan,16000.0,,103.64999999999999
Satara,2016,Man,20000.0,,100.64999999999999
Satara,2016,Khatav,25000.0,,100.44
Satara,2016,Koregaon,15000.0,,98.46
Satara,2016,Satara,22000.0,,101.91
Satara,2016,Javali,8000.0,,101.18
Satara,2016,Patan,17000.0,,100.29
Satara,2016,Karad,22000.0,,83.53
Satara,2017,Mahableshwar,2735.0,,107.35
Satara,2017,Vai,12590.0,,113.42000000000002
Satara,2017,Khandala,10945.0,,101.73999999999998
Satara,2017,Faltan,17521.0,,105.06
Satara,2017,Man,21890.0,,94.73
Satara,2017,Khatav,27355.0,,102.18
Satara,2017,Koregaon,16420.0,,101.63
Satara,2017,Satara,24078.0,,102.85
Satara,2017,Javali,8755.0,,92.26
Satara,2017,Patan,18610.0,,104.08999999999999
Satara,2017,Karad,24085.0,,80.04
Satara,2018,Mahableshwar,5990.0,,47.0
Satara,2018,Vai,22779.0,,66.0
Satara,2018,Khandala,18355.0,,59.0
Satara,2018,Faltan,53376.0,,34.0
Satara,2018,Man,59639.0,,39.0
Satara,2018,Khatav,43730.0,,65.0
Satara,2018,Koregaon,41766.0,,41.0
Satara,2018,Satara,40391.0,,59.0
Satara,2018,Javali,15214.0,,50.0
Satara,2018,Patan,54352.0,,30.0
Satara,2018,Karad,46186.0,,42.0
Satara,2019,Mahableshwar,2735.0,,92.0
Satara,2019,Vai,12590.0,,112.00000000000001
Satara,2019,Khandala,10945.0,,92.0
Satara,2019,Faltan,17521.0,,102.0
Satara,2019,Man,21890.0,,98.0
Satara,2019,Khatav,27355.0,,104.0
Satara,2019,Koregaon,16420.0,,104.0
Satara,2019,Satara,24078.0,,98.0
Satara,2019,Javali,8755.0,,84.0
Satara,2019,Patan,18610.0,,82.0
Satara,2019,Karad,24085.0,,73.0
Satara,2020,Mahableshwar,3865.0,,70.0
Satara,2020,Vai,24620.0,,51.0
Satara,2020,Khandala,16340.0,,59.0
Satara,2020,Faltan,29230.0,,56.00000000000001
Satara,2020,Man,34745.0,,41.0
Satara,2020,Khatav,47116.0,,49.0
Satara,2020,Koregaon,28606.0,,59.0
Satara,2020,Satara,39599.0,,54.0
Satara,2020,Javali,12247.0,,54.0
Satara,2020,Patan,25708.0,,60.0
Satara,2020,Karad,29248.0,,51.0
Satara,2021,Mahableshwar,4500.0,,62.0
Satara,2021,Vai,16650.0,,76.0
Satara,2021,Khandala,13550.0,,47.0
Satara,2021,Faltan,23000.0,,71.0
Satara,2021,Man,19000.0,,71.0
Satara,2021,Khatav,26000.0,,88.0
Satara,2021,Koregaon,23000.0,,76.0
Satara,2021,Satara,26000.0,,84.0
Satara,2021,Javali,11000.0,,56.99999999999999
Satara,2021,Patan,20000.0,,70.0
Satara,2021,Karad,36000.0,,90.0
Solapur,2017,Karmala,52281.0,,35.2
Solapur,2017,Madha,61684.0,,24.36
Solapur,2017,Barsi,36989.0,,42.71
Solapur,2017,North Solapur,30956.0,,28.23
Solapur,2017,Mohol,51989.0,,27.699999999999996
Solapur,2017,Pandharpur,89366.0,,29.4
Solapur,2017,Malsiras,105909.0,,32.79
Solapur,2017,Sangola,112084.0,,19.46
Solapur,2017,Mangal Vedha,43616.0,,29.29
Solapur,2017,South Solapur,31698.0,,25.0
Solapur,2017,Akalkot,34439.0,,27.35
Solapur,2018,Karmala,48922.0,,33.6
Solapur,2018,Madha,20687.0,,44.92
Solapur,2018,Barsi,83752.0,,19.59
Solapur,2018,North Solapur,34517.0,,28.910000000000004
Solapur,2018,Mohol,120769.0,,28.57
Solapur,2018,Pandharpur,120329.0,,17.12
Solapur,2018,Malsiras,63131.0,,20.65
Solapur,2018,Sangola,58511.0,,18.25
Solapur,2018,Mangal Vedha,107017.0,,23.88
Solapur,2018,South Solapur,32797.0,,16.73
Solapur,2018,Akalkot,56008.0,,31.19
Solapur,2019,Karmala,25715.0,,79.0
Solapur,2019,Madha,25500.0,,71.0
Solapur,2019,Barsi,25176.0,,67.0
Solapur,2019,North Solapur,14267.0,,59.0
Solapur,2019,Mohol,21069.0,,66.0
Solapur,2019,Pandharpur,39598.0,,63.0
Solapur,2019,Malsiras,53045.0,,68.0
Solapur,2019,Sangola,33410.0,,67.0
Solapur,2019,Mangal Vedha,16334.0,,103.0
Solapur,2019,South Solapur,15072.0,,64.0
Solapur,2019,Akalkot,7598.0,,69.0
Solapur,2020,Karmala,25715.0,,78.33
Solapur,2020,Madha,25500.0,,57.13
Solapur,2020,Barsi,25176.0,,64.02
Solapur,2020,North Solapur,14267.0,,61.0
Solapur,2020,Mohol,21069.0,,60.31999999999999
Solapur,2020,Pandharpur,39598.0,,56.279999999999994
Solapur,2020,Malsiras,53045.0,,55.85
Solapur,2020,Sangola,33410.0,,51.34000000000001
Solapur,2020,Mangal Vedha,16334.0,,85.11
Solapur,2020,South Solapur,15072.0,,58.040000000000006
Solapur,2020,Akalkot,7598.0,,55.720000000000006
Solapur,2021,Karmala,28288.0,,111.05000000000001
Solapur,2021,Madha,22743.0,,97.28
Solapur,2021,Barsi,22050.0,,107.34000000000002
Solapur,2021,North Solapur,12728.0,,116.92
Solapur,2021,Mohol,18465.0,,99.08
Solapur,2021,Pandharpur,32012.0,,97.13
Solapur,2021,Malsiras,42677.0,,88.6
Solapur,2021,Sangola,27876.0,,97.68
Solapur,2021,Mangal Vedha,22643.0,,103.77000000000001
Solapur,2021,South Solapur,12986.0,,97.16
Solapur,2021,Akalkot,5290.0,,77.69
Chh. Sambhaji Nagar,2017,Kannad,31410.0,,22.19
Chh. Sambhaji Nagar,2017,Soyegaon,23034.0,,28.16
Chh. Sambhaji Nagar,2017,Sillod,12564.0,,49.07
Chh. Sambhaji Nagar,2017,Phulambri,16752.0,,7.15
Chh. Sambhaji Nagar,2017,Chh. Sambhaji Nagar,23034.0,,23.34
Chh. Sambhaji Nagar,2017,Khultabad,37938.0,,34.18
Chh. Sambhaji Nagar,2017,Vaijapur,16752.0,,22.17
Chh. Sambhaji Nagar,2017,Gangapur,10470.0,,35.77
Chh. Sambhaji Nagar,2017,Paithan,4188.0,,78.13
Chh. Sambhaji Nagar,2018,Kannad,14075.0,,29.38
Chh. Sambhaji Nagar,2018,Soyegaon,9545.0,,7.77
Chh. Sambhaji Nagar,2018,Sillod,14411.0,,24.82
Chh. Sambhaji Nagar,2018,Phulambri,8069.0,,28.300000000000004
Chh. Sambhaji Nagar,2018,Chh. Sambhaji Nagar,31072.0,,24.07
Chh. Sambhaji Nagar,2018,Khultabad,23746.0,,40.44
Chh. Sambhaji Nagar,2018,Vaijapur,44763.0,,20.12
Chh. Sambhaji Nagar,2018,Gangapur,29206.0,,16.87
Chh. Sambhaji Nagar,2018,Paithan,18870.0,,50.45
Chh. Sambhaji Nagar,2019,Kannad,15697.0,,82.68
Chh. Sambhaji Nagar,2019,Soyegaon,6778.0,,13.94
Chh. Sambhaji Nagar,2019,Sillod,10703.0,,46.19
Chh. Sambhaji Nagar,2019,Phulambri,1784.0,,145.12
Chh. Sambhaji Nagar,2019,Chh. Sambhaji Nagar,9632.0,,81.65
Chh. Sambhaji Nagar,2019,Khultabad,5351.0,,109.87
Chh. Sambhaji Nagar,2019,Vaijapur,12486.0,,38.82
Chh. Sambhaji Nagar,2019,Gangapur,6422.0,,46.26
Chh. Sambhaji Nagar,2019,Paithan,4638.0,,75.57
Chh. Sambhaji Nagar,2020,Kannad,15697.0,,69.75
Chh. Sambhaji Nagar,2020,Soyegaon,6778.0,,11.49
Chh. Sambhaji Nagar,2020,Sillod,10703.0,,45.67
Chh. Sambhaji Nagar,2020,Phulambri,1784.0,,78.03
Chh. Sambhaji Nagar,2020,Chh. Sambhaji Nagar,9632.0,,75.78
Chh. Sambhaji Nagar,2020,Khultabad,5351.0,,104.63
Chh. Sambhaji Nagar,2020,Vaijapur,12486.0,,41.89
Chh. Sambhaji Nagar,2020,Gangapur,6422.0,,42.07
Chh. Sambhaji Nagar,2020,Paithan,4638.0,,66.71
Chh. Sambhaji Nagar,2021,Kannad,15697.0,,51.629999999999995
Chh. Sambhaji Nagar,2021,Soyegaon,6778.0,,6.4
Chh. Sambhaji Nagar,2021,Sillod,10703.0,,34.87
Chh. Sambhaji Nagar,2021,Phulambri,1784.0,,31.33
Chh. Sambhaji Nagar,2021,Chh. Sambhaji Nagar,9632.0,,65.33
Chh. Sambhaji Nagar,2021,Khultabad,5351.0,,103.23
Chh. Sambhaji Nagar,2021,Vaijapur,12486.0,,33.81
Chh. Sambhaji Nagar,2021,Gangapur,6422.0,,36.28
Chh. Sambhaji Nagar,2021,Paithan,4638.0,,55.63
