District,Year,Opening Balance,Self-Generated,Purposive Grants,Establishment Grants,Grants for Plan Schemes,Other Statutory Grants,Statutory Grants,For Agency Schemes,Government Subsidies,Other Income,Revenue Income,Capital Income,All Receipts,Revenue,General Administration,Education,Public Works,Irrigation,Agriculture,Animal Husbandary,Forests,Public Health,Social Welfare,Other Expenses,Revenue Expenditure,Capital Expenditure,Expenditure,Economic Services,Social Services,Non-Developmental
Ahilyanagar,2012,22558.0,215.0,79949.0,11644.0,25133.0,,116726.0,82.0,116808.0,1045.0,118068.0,3221.0,121289.0,143847.0,6686.0,49386.0,6692.0,1945.0,775.0,1635.0,,7011.0,3854.0,36485.0,114469.0,3416.0,117885.0,11047.0,60251.0,43171.0
Ahilyanagar,2013,27560.35,5068.93,75856.75,13756.78,22791.75,104672.37,217077.65,8225.49,225303.14,,230372.07,12216.54,242588.61,270148.96,755.02,54878.85,6710.03,2131.6,745.4,2684.63,,7223.8,2942.4,144355.48,222427.21,17440.06,239867.27,12271.66,65045.05,145110.5
Ahilyanagar,2014,30281.69,12774.88,88310.66,13970.25,27567.26,98665.11,228513.28,8806.14,237319.42,,250094.3,59225.8,309320.1,339601.79,7915.09,60334.78,6860.52,1798.22,1268.34,2995.49,,7254.61,5901.17,52403.48,146731.7,159409.34,306141.04,12922.57,73490.56,60318.57000000001
Ahilyanagar,2015,32660.66,6377.76,97716.92,21646.34,30176.29,30625.15,180164.7,13357.05,193521.75,,199899.51,52095.23,251994.74,284655.4,13803.81,81040.09,6213.06,602.65,1508.93,2972.09,4984.66,7354.95,5187.17,11927.05,135594.46,110316.28,245910.74,16281.39,93582.20999999999,25730.86
Ahilyanagar,2016,38744.65,5418.74,107362.73,17544.54,29622.68,,154529.95,10068.51,164598.46,92200.58,262217.78,11512.02,273729.8,312474.45,15516.1,85281.57,5531.07,812.41,1440.4,3447.23,1017.16,7334.21,11588.44,128071.65,260040.24,11727.42,271767.66,12248.27,104204.22,143587.75
Ahilyanagar,2017,40706.79,2767.26,39733.21,17346.82,110295.73,,167375.76,5567.03,172942.79,70329.6,246039.65,16050.65,262090.3,302797.09,15278.95,89993.68,1908.22,911.33,1634.16,2615.57,1680.12,7819.92,9110.1,115891.9,246843.95,9092.03,255935.98,8749.400000000001,106923.7,131170.85
Ahilyanagar,2018,46861.11,2993.59,30527.58,18327.66,120616.88,,169472.12,7570.07,177042.19,53018.2,233053.98,71772.2,304826.18,351687.29,18498.86,95606.74,6472.43,3670.21,897.41,3227.86,5493.03,8867.42,9993.06,65900.81,218627.83,66868.86,285496.69,19760.94,114467.22,84399.67
Ahilyanagar,2019,46861.11,2165.28,28756.86,24891.73,166369.8,,220018.39,8956.09,228974.48,58247.69,289387.45,50566.22,339953.6699999999,386814.7799999999,24180.49,122784.95,9489.65,4062.07,994.71,4230.04,13447.73,11446.33,18399.81,55249.53,264285.31,96148.0,360433.31,32224.2,152631.09,79430.02
Ahilyanagar,2020,45710.96,3247.04,34450.49,122385.27,57698.41,,214534.17,9071.49,223605.66,49699.55,276552.25,49880.5,326432.75,372143.71,20813.44,117956.45,5810.9,1908.84,779.88,3002.7,4009.24,10252.64,18149.42,27710.25,210393.76,104507.92,314901.6799999999,15511.56,146358.51,48523.69
Ahilyanagar,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akola,2012,10988.41,,27017.6,4726.93,12999.99,179.36,44923.88,2613.12,47537.0,,47537.0,50063.4,97600.4,108588.81,1976.1,24250.41,2540.9,601.23,850.8,650.0,3.0,2850.0,1917.95,10788.97,46429.36,51852.16,98281.52,4645.93,29018.36,12765.07
Akola,2013,13073.92,3920.53,28212.05,5062.06,11451.46,11.36,44736.93,2680.86,47417.79,131.13,51469.45,49579.17,101048.62,114122.54,2230.21,25881.29,2155.08,416.0,659.81,751.25,,2616.49,1964.01,8915.24,45589.38,49493.2,95082.58,3982.14,30461.79,11145.45
Akola,2014,19039.92,3948.69,27867.28,9175.73,13058.25,45.5,50146.75999999999,3738.17,53884.92999999999,,57833.62,51549.49,109383.11,128423.03,5564.49,26948.05,3428.23,935.49,818.69,788.33,,3157.12,2332.2,7980.52,51953.12000000001,52309.55,104262.67,5970.74,32437.37,13545.01
Akola,2015,18194.36,4412.0,27458.39,10720.54,15054.25,50.5,53283.68,4071.94,57355.62,,61767.62,46606.75,108374.37,126568.73,8966.17,27614.55,4736.4,790.72,943.28,1040.7,,4014.0,1707.81,3479.74,53293.37,50358.13,103651.5,7511.099999999999,33336.36,12445.91
Akola,2016,22917.46,2452.0,26572.45,4579.99,19309.56,294.62,50756.62,1610.24,52366.86,,54818.86,15882.96,70701.82,93619.28,4254.0,1630.34,1420.6,473.87,202.48,262.7,,3691.7,662.53,10167.19,22765.41,50334.4,73099.81,2359.65,5984.57,14421.19
Akola,2017,20519.47,5222.74,34302.45,4755.34,11877.23,7338.99,58274.00999999999,1139.95,59413.95999999998,597.53,65234.22999999998,1643.59,66877.81999999998,87397.28999999998,1595.0,1587.06,2092.09,3155.54,94.58,439.04,,1191.0,996.83,6418.82,17569.96,53192.91,70762.87,5781.25,3774.89,8013.82
Akola,2018,16634.42,6038.97,36753.74,4338.49,3929.05,7447.9,52469.18,,52469.18,187.1,58695.25,7140.25,65835.5,82469.92,94.61,1206.22,1290.59,2576.15,41.55,784.67,,483.69,897.86,6975.03,14350.37,,14350.37,4692.96,2587.77,7069.639999999999
Akola,2019,68119.55,4113.42,53260.0,6321.0,12040.0,163.0,71784.0,2304.51,74088.51,,78201.93,72184.0,150385.93,218505.48,6243.51,41938.67,1249.44,728.49,412.63,1129.38,,613.31,3916.71,11549.12,67781.26,72096.7,139877.96,3519.94,46468.69,17792.63
Akola,2020,78627.52,3277.4,45590.28,3699.05,7027.1,9054.11,65370.54,1325.53,66696.07,132.45,70105.92,28151.92,98257.84,176885.36,148.92,953.95,1192.36,325.32,178.19,121.56,,1322.02,710.2,10740.78,15693.3,86344.74,102038.04,1817.43,2986.17,10889.7
Akola,2021,74847.32,3488.31,1320.98,48011.3,10859.33,1165.73,61357.34000000001,1854.93,63212.27000000001,132.6,66833.18000000002,15038.52,81871.70000000003,156719.02,122.22,1414.96,1355.6,427.2,76.62,1547.72,,887.41,998.55,4535.99,11366.27,68077.3,79443.57,3407.14,3300.92,4658.21
Amravati,2012,62261.76,1903.47,,47133.85,21147.5,,68281.35,4143.9,72425.25,,74328.72,147.37,74476.09,136737.85,9998.06,41242.83,3677.07,1393.67,916.86,848.41,65.65,5215.51,2776.3,7934.48,74068.84,1040.06,75108.9,6901.659999999999,49234.64000000001,17932.54
Amravati,2013,63628.83,2093.82,,51847.24,23262.25,,75109.48999999999,4558.17,79667.65999999999,,81761.48,162.11,81923.59,145552.42,11497.76,47429.25,4228.64,1602.72,1054.39,975.68,75.5,5997.84,3192.74,9124.65,85179.17,1196.07,86375.24,7936.930000000001,56619.82999999999,20622.41
Amravati,2014,59177.19,1440.69,,62361.9,28309.07,,90670.97,5150.72,95821.69,,97262.38,877.38,98139.76000000001,157316.95,12647.53,39580.98,4651.5,1762.99,1159.82,1073.24,83.05,5655.92,3512.01,26471.98,96599.01999999999,774.3,97373.31999999999,8730.599999999999,48748.91,39119.51
Amravati,2015,59943.63,738.27,,67532.95,37034.5,,104567.45,1625.5,106192.95,,106931.22,805.06,107736.28,167679.91,13912.28,43687.04,5116.65,1939.28,1275.8,1180.56,91.35,6226.23,3863.21,28180.23,105472.63,772.29,106244.92,9603.64,53776.48,42092.51
Amravati,2016,61434.99,2684.61,,71855.13,33452.9,,105308.03,90.51,105398.54,,108083.15,1004.81,109087.96,170522.95,10565.51,48259.04,7544.71,1611.97,2011.12,1340.02,85.01,6360.67,4429.27,24676.64,106883.96,981.45,107865.41,12592.83,59048.98,35242.15
Amravati,2017,62657.54,2405.18,,75224.41,30737.12,,105961.53,95.0,106056.53,,108461.71,1137.28,109598.99,172256.53,128.25,56786.22,8046.98,1773.16,2212.23,1474.02,93.51,6706.85,4872.19,25910.47,108003.88,712.77,108716.65,13599.9,68365.26,26038.72
Amravati,2018,63539.88,1806.29,,81099.84,31171.19,,112271.03,8612.51,120883.54,,122689.83,1520.79,124210.62,187750.5,53779.4,7726.39,1826.09,1695.93,1450.11,480.17,8862.3,5327.93,28113.43,109391.82,218653.57,134873.51,353527.08,14314.6,41167.75,163171.22
Amravati,2019,52876.99,1927.53,,85154.83,32729.74,,117884.57,9043.13,126927.7,,128855.23,1639.58,130494.81,183371.8,268.32,56468.37,7573.04,1917.39,1780.72,1522.61,504.17,9305.36,5594.32,29519.1,114453.4,24207.6,138661.0,13297.93,71368.05000000002,29787.42
Amravati,2020,44710.8,736.04,,107371.4,32385.0,,139756.4,8909.57,148665.97,,149402.01,1959.89,151361.9,196072.7,256.16,62115.21,8330.35,2109.13,1958.8,1674.88,149.54,10235.9,6153.76,32471.01,125454.74,21959.89,147414.63,14222.7,78504.87,32727.17
Amravati,2021,48658.07,1843.65,,111488.48,29389.98,,140878.46,7981.36,148859.82,,150703.47,1862.14,152565.61,201223.68,309.1,75026.73,13355.06,1250.16,654.68,1642.36,150.83,11259.49,1969.14,36867.53,142485.08,9780.53,152265.61,17053.09,88255.36,37176.63
Beed,2013,22.64,2234.14,,,,169.97,169.97,,169.97,181.72,2585.829999999999,680.72,3266.549999999999,3289.189999999999,321.33,216.79,923.37,55.0,5.7,26.0,0.4,188.54,439.75,408.93,2585.81,680.72,3266.53,1010.47,845.0799999999999,730.26
Beed,2014,47031.56,,,38925.22,43734.32,2124.9,84784.44,7206.58,91991.02,69896.49,161887.51,2046.92,163934.43,210965.99,8526.27,48716.63,7382.33,2299.13,837.57,1223.45,,3498.21,3497.18,87627.16,163607.93,1534.41,165142.34,11742.48,55712.02,96153.43000000001
Beed,2015,45824.0,925.0,11412.0,57060.0,14265.0,39302.0,122039.0,20727.0,142766.0,1075.0,144766.0,1923.0,146689.0,192513.0,8761.0,54361.0,2664.0,1814.0,235.0,1190.0,,10877.0,,102013.0,181915.0,1135.0,183050.0,5903.0,65238.0,110774.0
Beed,2016,55286.0,83.0,4569.0,60006.0,13200.0,2273.0,80048.0,21763.0,101811.0,1090.0,102984.0,84104.0,187088.0,242374.0,8090.0,55672.0,2081.0,4053.0,152.0,1232.0,,8993.0,,11488.0,91761.0,84073.0,175834.0,7518.0,64665.0,19578.0
Beed,2017,-2665.0,1152.0,113.0,68.0,127.0,215.0,523.0,108.0,631.0,368.0,2151.0,2263.0,4414.0,1749.0,680.0,48.0,195.0,17.0,2.0,39.0,1.0,31.0,328.0,84.0,1425.0,2263.0,3688.0,254.0,407.0,764.0
Beed,2018,76645.0,1476.0,788.0,91884.0,34764.0,,127436.0,19238.0,146674.0,550.0,148700.0,94358.0,243058.0,319703.0,10393.0,79367.0,4713.0,2266.0,15.0,509.0,,1414.0,5421.0,48596.0,152694.0,97870.0,250564.0,7503.0,86202.0,58989.0
Beed,2019,-1338.0,1400.0,5.0,,358.0,36.0,399.0,,399.0,30.0,1829.0,1855.0,3684.0,2346.0,743.0,93.0,196.0,2.0,51.0,25.0,,27.0,242.0,,1379.0,1855.0,3234.0,274.0,362.0,743.0
Beed,2020,61633.0,880.0,9397.0,211394.0,,,220791.0,13884.0,234675.0,,235555.0,484.0,236039.0,297672.0,10620.0,79456.0,17592.0,1022.0,0.2,862.0,,973.0,1536.0,24227.0,136288.2,95336.0,231624.2,19476.2,81965.0,34847.0
Beed,2021,-888.0,340.0,,,952.0,29.0,981.0,,981.0,,1321.0,1194.0,2515.0,1627.0,427.0,165.0,131.0,,55.0,53.0,,37.0,352.0,101.0,1321.0,1193.0,2514.0,239.0,554.0,528.0
Bhandara,2012,13642.0,,,,,,0.0,,0.0,3213.0,3213.0,1899.0,5112.0,18754.0,1805.0,19482.0,1954.0,1377.0,431.0,343.0,22.0,2437.0,1454.0,6064.0,35369.0,1977.0,37346.0,4127.0,23373.0,7869.0
Bhandara,2013,17434.0,,,,,,0.0,,0.0,495.0,495.0,1908.0,2403.0,19837.0,4873.0,23505.0,3023.0,1140.0,554.0,583.0,13.0,3373.0,2587.0,8629.0,48280.0,1809.0,50089.0,5313.0,29465.0,13502.0
Bhandara,2014,14812.0,,,,,,0.0,,0.0,799.0,799.0,2420.0,3219.0,18031.0,5467.0,24748.0,5038.0,814.0,612.0,579.0,5.0,4499.0,2386.0,6051.0,50199.0,2531.0,52730.0,7048.0,31633.0,11518.0
Bhandara,2015,13177.0,,,,,,0.0,1941.0,1941.0,1043.0,2984.0,2499.0,5483.0,18660.0,6264.0,24995.0,3659.0,1805.0,601.0,647.0,8.0,3339.0,3049.0,7012.0,51379.0,2174.0,53553.0,6720.0,31383.0,13276.0
Bhandara,2016,13599.0,697.0,,,,,0.0,1642.0,1642.0,295.0,2634.0,3975.0,6609.0,20208.0,6938.0,27887.0,3192.0,1249.0,781.0,647.0,6.0,3693.0,3066.0,9361.0,56820.0,4040.0,60860.0,5875.0,34646.0,16299.0
Bhandara,2017,17292.0,697.0,,38420.0,15789.0,973.0,55182.0,2683.0,57865.0,44.0,58606.0,3984.0,62590.0,79882.0,6607.0,29249.0,601.0,725.0,554.0,606.0,30.0,4223.0,2718.0,16974.0,62287.0,4470.0,66757.0,2516.0,36190.0,23581.0
Bhandara,2018,12641.0,931.0,,39239.0,18507.0,56.0,57802.0,3270.0,61072.0,73.0,62076.0,3984.0,66060.0,78701.0,6911.0,31283.0,662.0,785.0,543.0,683.0,6.0,4767.0,2907.0,14390.0,62937.0,2817.0,65754.0,2679.0,38957.0,21301.0
Bhandara,2019,12947.0,1127.0,,46637.0,17983.0,17.0,64637.0,3270.0,67907.0,,69034.0,2733.0,71767.0,84714.0,7322.0,33061.0,785.0,848.0,754.0,646.0,6.0,4798.0,3002.0,16884.0,68106.0,3193.0,71299.0,3039.0,40861.0,24206.0
Bhandara,2020,13180.0,878.0,,56941.0,17014.0,122.0,74077.0,3714.0,77791.0,,78669.0,2190.0,80859.0,94039.0,11363.0,41805.0,3384.0,509.0,342.0,741.0,6.0,5092.0,2340.0,14570.0,80152.0,2194.0,82346.0,4982.0,49237.0,25933.0
Bhandara,2021,13415.0,1015.0,,48969.0,18702.0,18.0,67689.0,3434.0,71123.0,,72138.0,2815.0,74953.0,88368.0,7688.0,39439.0,1034.0,890.0,792.0,678.0,6.0,5062.0,3152.0,13528.0,72269.0,2919.0,75188.0,3400.0,47653.0,21216.0
Buldhana,2013,24456.0,3497.0,47467.0,8670.0,9248.0,5771.0,71156.0,4298.0,75454.0,,78951.0,2132.0,81083.0,105539.0,7125.0,44722.0,3174.0,999.0,1042.0,1248.0,,4490.0,2092.0,1002.0,65894.0,2640.0,68534.0,6463.0,51304.0,8127.0
Buldhana,2014,25586.0,2033.0,49584.0,13048.0,12192.0,4697.0,79521.0,5743.0,85264.0,,87297.0,3233.0,90530.0,116116.0,8629.0,46053.0,4191.0,1762.0,1076.0,1046.0,,4464.0,3334.0,14234.0,84789.0,1104.0,85893.0,8075.0,53851.0,22863.0
Buldhana,2015,29083.0,1172.0,,60231.0,30890.0,,91121.0,3679.0,94800.0,,95972.0,4618.0,100590.0,129673.0,10395.0,48082.0,2778.0,1195.0,1272.0,1223.0,,4814.0,2141.0,17887.0,89787.0,2429.0,92216.0,6468.0,55037.0,28282.0
Buldhana,2016,36121.0,2494.0,16145.0,62062.0,1614.0,11172.0,90993.0,6054.0,97047.0,,99541.0,6039.0,105580.0,141701.0,10290.0,53305.0,4292.0,1662.0,1437.0,1538.0,,5124.0,4447.0,16273.0,98368.0,6460.0,104828.0,8929.0,62876.0,26563.0
Buldhana,2017,17814.0,,8180.0,65553.0,18608.0,11332.0,103673.0,3452.0,107125.0,,107125.0,107126.0,214251.0,232065.0,,9075.0,55338.0,19867.0,8783.0,2088.0,1248.0,,3440.0,397.0,100236.0,100236.0,200472.0,87324.0,12515.0,397.0
Buldhana,2018,47711.0,3074.0,8478.0,74015.0,19505.0,11596.0,113594.0,3225.0,116819.0,,119893.0,2595.0,122488.0,170199.0,16648.0,57512.0,2130.0,5960.0,2804.0,1059.0,,6753.0,3612.0,753.0,97231.0,4325.0,101556.0,11953.0,67877.0,17401.0
Buldhana,2019,68643.0,1223.0,6638.0,97093.0,16643.0,11875.0,132249.0,7179.0,139428.0,,140651.0,2267.0,142918.0,211561.0,12044.0,66151.0,10035.0,1576.0,3227.0,993.0,,2983.0,50096.0,10602.0,157707.0,1926.0,159633.0,15831.0,119230.0,22646.0
Buldhana,2020,51926.0,351.0,8367.0,102918.0,11270.0,15063.0,137618.0,,137618.0,,137969.0,6546.0,144515.0,196441.0,16665.0,74712.0,5582.0,1506.0,1074.0,1080.0,,7605.0,202.0,1434.0,109860.0,1034.0,110894.0,9242.0,82519.0,18099.0
Buldhana,2021,85547.0,18.0,567.0,112822.0,12692.0,15.0,126096.0,3960.0,130056.0,,130074.0,32746.0,162820.0,248367.0,20278.0,82458.0,5020.0,1722.0,786.0,1140.0,,8281.0,4369.0,4426.0,128480.0,1137.0,129617.0,8668.0,95108.0,24704.0
Chandrapur,2012,22321.7,269.2,10343.1,38055.8,9534.4,,57933.3,4852.6,62785.9,5026.2,68081.3,80179.3,148260.6,170582.3,2990.8,28815.1,3037.9,2049.8,1556.0,1531.5,3.3,4523.1,1569.5,16573.9,62650.9,80996.6,143647.5,8178.500000000001,34907.7,19564.7
Chandrapur,2013,26934.5,443.1,6238.0,323433.1,7825.4,,337496.5,2059.7,339556.2,2657.6,342656.9,23287.7,365944.6,392879.1,3835.1,33822.6,4027.8,1801.3,1294.7,1359.7,4.4,4983.2,1362.5,2000.1,54491.39999999999,74301.1,128792.5,8487.9,40168.3,5835.2
Chandrapur,2014,264086.6,410.5,1690.9,37382.7,17000.8,,56074.39999999999,2956.5,59030.89999999999,,59441.39999999999,18616.6,78058.0,342144.6,7905.8,37288.1,5914.5,1565.6,1428.0,1599.0,48.4,5600.0,2334.3,244126.4,307810.1,17189.5,324999.6,10555.5,45222.4,252032.2
Chandrapur,2015,17144.88,712.36,1291.76,62023.75,22439.0,,85754.51000000001,3101.26,88855.77,,89568.13,6062.58,95630.71,112775.59,9221.31,44024.88,7577.03,1461.01,1279.73,1600.76,74.38,5813.2,2277.67,9121.29,82451.26000000001,6728.73,89179.99,11992.91,52115.74999999999,18342.6
Chandrapur,2016,23595.72,2578.77,59056.0,13470.05,18244.22,1365.72,92135.99,3766.7,95902.69,,98481.46,4467.99,102949.45,126545.17,9643.42,43975.85,6228.57,1138.4,979.52,1441.74,87.0,6072.22,3216.41,15598.11,88381.23999999999,6258.13,94639.37,9875.23,53264.48,25241.53
Chandrapur,2017,39571.7,4022.32,,51021.57,39873.59,,90895.16,4902.82,95797.98000000001,,99820.30000000002,25308.3,125128.6,164700.3,10624.48,48062.92,2095.66,1069.54,1526.32,1500.16,39.54,6666.93,554.23,26694.12,98833.9,25930.04,124763.94,6231.219999999999,55284.08,37318.6
Chandrapur,2018,39936.36,4933.53,,78296.79,17459.81,1543.13,97299.73,9017.01,106316.74,,111250.27,32860.44,144110.71,184047.07,14837.37,51471.38,4774.77,1043.81,2065.48,1796.99,34.78,8882.35,966.51,10864.19,96737.63,56023.44,152761.07,9715.83,61320.24,25701.56
Chandrapur,2019,51312.08,3841.55,,40781.35,19608.79,11760.0,72150.14,7444.93,79595.07,,83436.62000000001,38461.2,121897.82,173209.9,19415.22,61669.84,10949.59,1819.2,4089.44,2079.03,101.43,8563.1,1026.87,21036.54,130750.26,19398.22,150148.48,19038.69,71259.81,40451.76
Chandrapur,2020,54219.09,3069.13,,88454.76,10251.43,151.03,98857.22,,98857.22,7851.17,109777.52,389217.85,498995.37,553214.46,15626.58,59566.97,4607.42,1447.8,4585.43,1968.79,20.0,8071.06,2871.4,6395.47,105160.92,62390.35,167551.27,12629.44,70509.43,22022.05
Chandrapur,2021,54219.09,3069.13,,88454.76,10251.43,151.03,98857.22,,98857.22,7851.17,109777.52,389217.85,498995.37,553214.46,15626.58,59566.97,4607.42,1447.8,4585.43,1968.79,20.0,8071.06,2871.4,6395.47,105160.92,62390.35,167551.27,12629.44,70509.43,22022.05
Dhule,2012,11507.25,812.51,26423.71,5963.87,11274.1,235.23,43896.91,8909.91,52806.82000000001,,53619.33000000001,2827.18,56446.51000000001,67953.76000000001,3226.31,16396.37,3265.7,1155.71,374.28,751.84,3.0,2978.74,1460.15,11043.36,40655.46,2557.23,43212.69,5550.53,20835.26,14269.67
Dhule,2013,16741.08,1716.03,27788.21,6100.87,9953.02,165.16,44007.26000000001,5412.82,49420.08000000001,,51136.11000000001,3142.78,54278.89000000001,71019.97,3669.16,17752.12,4679.91,2236.5,542.75,737.19,2.9,3144.23,1493.04,18213.47,52471.27,2996.81,55468.07999999999,8199.25,22389.39,21882.63
Dhule,2014,1508.36,6.49,,,,253.77,253.77,27.46,281.23,,287.72,2030.14,2317.86,3826.22,131.97,28.71,81.57,21.91,40.98,33.79,2.99,37.59,189.63,776.85,1345.99,1916.77,3262.76,181.24,255.93,908.82
Dhule,2015,275.05,19.93,,,,300.48,300.48,30.0,330.48,,350.41,2475.2,2825.61,3100.66,161.82,23.75,118.0,63.0,15.07,7.75,3.0,29.0,68.5,351.0,840.89,2445.3,3286.19,206.82,121.25,512.8199999999999
Dhule,2016,1458.42,198.75,,110.0,,1080.79,1190.79,,1190.79,3.84,1393.38,2884.66,4278.04,5736.46,135.54,10.2,98.4,19.1,11.05,13.19,,19.76,68.52,589.19,964.95,2873.22,3838.17,141.74,98.47999999999999,724.73
Dhule,2017,1898.29,148.53,,110.0,,760.14,870.14,,870.14,100.12,1118.79,3134.75,4253.54,6151.83,189.49,18.95,171.0,34.0,16.58,7.0,0.3,20.54,140.0,625.1,1222.96,3138.0,4360.96,228.88,179.49,814.59
Dhule,2018,1182.84,128.36,379.42,110.0,,,489.42,69.43,558.85,102.28,789.49,3251.87,4041.36,5224.2,151.99,16.4,159.91,28.74,0.05,7.85,,15.51,99.26,325.92,805.6300000000001,3071.0,3876.63,196.55,131.17,477.91
Dhule,2019,1347.57,369.74,415.66,150.0,,,565.6600000000001,2.29,567.95,60.78,998.47,3243.18,4241.65,5589.219999999999,187.45,23.35,182.0,35.0,21.08,27.27,0.27,,102.0,956.71,1535.13,3245.0,4780.13,265.6199999999999,125.35,1144.16
Dhule,2020,17312.32,203.05,48402.1,12669.12,21407.94,5218.1,87697.26000000001,4398.61,92095.87000000001,735.45,93034.37000000001,814.99,93849.36000000002,111161.68,4544.34,964.37,7997.11,1073.9,87.61,819.98,,6517.84,500.9,61336.13,83842.18,516.07,84358.25,9978.6,7983.11,65880.47
Dhule,2021,26803.43,587.48,49145.29,15056.86,21141.92,10424.1,95768.17000000001,6789.43,102557.6,714.21,103859.29,1147.39,105006.68,131810.11,4733.62,2319.43,15569.96,1746.7,1038.81,1071.86,,8557.84,1146.02,71526.28,107710.52,657.24,108367.76,19427.33,12023.29,76259.9
Gadchiroli,2012,111553.0,1957.0,9904.0,10609.0,12781.0,12205.0,45499.0,2969.0,48468.0,,50425.0,38129.0,88554.0,200107.0,5091.0,19121.0,1039.0,719.0,456.0,923.0,995.0,5727.0,1832.0,8231.0,44134.0,36703.0,80837.0,4132.0,26680.0,13322.0
Gadchiroli,2013,164769.0,2482.0,10903.0,12009.0,19905.0,10075.0,52892.0,3445.0,56337.0,,58819.0,40603.0,99422.0,264191.0,5548.0,24350.0,1353.0,1616.0,335.0,1269.0,,5666.0,1173.0,6162.0,47472.0,45245.0,92717.0,4573.0,31189.0,11710.0
Gadchiroli,2014,22235.02,2765.97,34985.17,7063.26,13212.18,,55260.61,3718.34,58978.95,,61744.92,45158.48,106903.4,129138.42,5616.06,27108.69,3214.57,1182.94,1228.54,1640.15,624.34,7280.19,1338.73,11498.06,60732.27,49703.71,110435.98,7890.540000000001,35727.61,17114.12
Gadchiroli,2015,24356.46,1579.87,51435.42,7179.08,1691.58,2137.98,62444.06,4372.85,66816.91,,68396.78,51396.62,119793.4,144149.86,4729.27,30549.91,4470.78,1163.38,1337.3,1635.1,568.59,6593.71,558.17,13100.97,64707.17999999999,53216.64,117923.82,9175.15,37701.79,17830.24
Gadchiroli,2016,23841.24,1375.25,67787.45,,,,67787.45,4556.63,72344.08,,73719.33,47263.63,120982.96,144824.2,4794.7,28494.37,1816.44,2398.48,1619.24,1175.1,1040.69,6579.87,1743.25,19152.81,68814.95000000001,47776.56,116591.51,8049.950000000001,36817.49,23947.51
Gadchiroli,2017,28232.69,1401.02,68309.21,,,,68309.21,4607.2,72916.41,,74317.43000000001,48103.82,122421.25,150653.94,4807.0,30399.1,1906.02,2399.58,1671.23,1204.0,1021.44,6683.22,1788.02,19161.93,71041.54000000001,47981.23,119022.77,8202.27,38870.34,23968.93
Gadchiroli,2018,25349.92,1388.83,32496.82,34496.81,,,66993.63,4500.16,71493.79000000001,,72882.62000000001,50518.04,123400.66,148750.58,4544.1,34436.16,4918.55,281.01,1361.72,1483.51,,6587.39,571.46,10822.62,65006.52000000001,52627.97,117634.49,8044.790000000001,41595.01,15366.72
Gadchiroli,2019,34931.45,1507.04,30044.6,50789.69,,,80834.29000000001,1457.3,82291.59000000001,,83798.63,49260.06,133058.69,167990.14,8407.01,33698.98,1425.6,2201.99,1912.84,1405.61,328.48,6668.24,802.07,17174.99,74025.81,49090.72,123116.53,7274.519999999999,41169.29,25582.0
Gadchiroli,2020,44873.58,301.37,527.77,40687.47,,,41215.24,723.87,41939.11,,42240.48,55780.78,98021.26000000001,142894.84,6676.16,35473.23,1213.65,460.7,1051.82,213.81,5.58,1602.53,374.68,11157.67,58229.82999999999,47348.55,105578.38,2945.56,37450.44,17833.83
Gadchiroli,2021,37296.46,1173.76,22950.2,69209.52,,,92159.72,3387.09,95546.81,,96720.56999999999,42118.57,138839.14,176135.6,15025.78,48417.22,2521.71,1460.74,1513.54,1797.05,96.61,7097.96,355.3,11739.96,90025.87000000002,53004.79,143030.66,7389.65,55870.48,26765.74
Gondia,2012,14479.83,703.87,22436.13,7220.47,8455.8,12.5,38124.9,8877.78,47002.68,28089.62,75796.17,2206.09,78002.26,92482.09,3870.6,26314.22,2716.66,1817.62,517.3,842.99,25.68,3443.25,1256.66,40970.29,81775.27,3779.44,85554.71,5920.25,31014.13,44840.89
Gondia,2013,8239.59,833.39,,34960.32,11137.3,370.5,46468.12,4146.48,50614.59999999999,,51447.98999999999,4193.21,55641.19999999999,63880.78999999999,6916.34,25662.99,455.33,827.64,770.29,1370.15,31.25,5678.57,1642.98,5319.39,48674.93000000001,6423.97,55098.90000000001,3454.66,32984.54,12235.73
Gondia,2014,8781.89,1187.27,,38456.35,12251.03,2413.1,53120.48,4183.04,57303.52,,58490.78999999999,4740.08,63230.87,72012.76,7542.42,24671.29,3234.35,621.7,614.16,974.28,13.34,3176.13,1508.91,12251.99,54608.56999999999,6729.12,61337.69,5457.83,29356.33,19794.41
Gondia,2015,10675.08,1079.51,,25452.47,7624.25,,33076.72,3438.63,36515.35,,37594.86,2513.81,40108.67,50783.75,4500.49,7567.39,1268.19,220.56,627.71,953.29,11.69,811.18,1236.63,6745.37,23942.5,17848.89,41791.39,3081.44,9615.2,11245.86
Gondia,2016,8992.36,942.63,,27435.73,6705.41,,34141.14,2538.9,36680.04,,37622.67,19146.15,56768.82,65761.18,4132.06,7571.83,2572.05,82.68,899.73,751.1,24.26,705.48,1462.59,5352.36,23554.14,20128.82,43682.96,4329.820000000001,9739.9,9484.42
Gondia,2017,22078.22,421.45,,25662.44,2441.1,,28103.54,2230.51,30334.05,,30755.5,2615.32,33370.82,55449.04,3545.15,9310.32,5314.63,3407.89,627.37,644.93,30.01,2327.23,1390.47,9645.81,36243.81,3426.87,39670.68,10024.83,13028.02,13190.96
