Year,District,Taluka Old,Taluka,Deposits
2012,Ahilyanagar,Akole,Akole,5878100000.0
2012,Ahilyanagar,Sangamner,Sangamner,9407600000.0
2012,Ahilyanagar,Kopargaon,Kopargaon,7754400000.0
2012,Ahilyanagar,Rahata,Rahata,11441300000.0
2012,Ahilyanagar,Srirampur,Srirampur,6468500000.0
2012,Ahilyanagar,Nevasa,Nevasa,4382300000.0
2012,Ahilyanagar,Shevgaon,Shevgaon,3923100000.0
2012,Ahilyanagar,Pathardi,Pathardi,5930600000.0
2012,Ahilyanagar,Nagar,Nagar,52509500000.0
2012,Ahilyanagar,Rahuri,Rahuri,5930600000.0
2012,Ahilyanagar,Parner,Parner,4106800000.0
2012,Ahilyanagar,Srigonda,Srigonda,5917500000.0
2012,Ahilyanagar,Karjat,Karjat,4133000000.0
2012,Ahilyanagar,Jamkhed,Jamkhed,3424500000.0
2013,Ahilyanagar,Akole,Akole,5995700000.0
2013,Ahilyanagar,Sangamner,Sangamner,9595800000.0
2013,Ahilyanagar,Kopargaon,Kopargaon,7909500000.0
2013,Ahilyanagar,Rahata,Rahata,11670100000.0
2013,Ahilyanagar,Srirampur,Srirampur,6597900000.0
2013,Ahilyanagar,Nevasa,Nevasa,4469900000.0
2013,Ahilyanagar,Shevgaon,Shevgaon,4001600000.0
2013,Ahilyanagar,Pathardi,Pathardi,6049200000.0
2013,Ahilyanagar,Nagar,Nagar,53559700000.0
2013,Ahilyanagar,Rahuri,Rahuri,6049200000.0
2013,Ahilyanagar,Parner,Parner,4188900000.0
2013,Ahilyanagar,Srigonda,Srigonda,6035900000.0
2013,Ahilyanagar,Karjat,Karjat,4215700000.0
2013,Ahilyanagar,Jamkhed,Jamkhed,3493000000.0
2014,Ahilyanagar,Akole,Akole,8003600000.0
2014,Ahilyanagar,Sangamner,Sangamner,12809400000.0
2014,Ahilyanagar,Kopargaon,Kopargaon,10558400000.0
2014,Ahilyanagar,Rahata,Rahata,15578400000.0
2014,Ahilyanagar,Srirampur,Srirampur,8807500000.0
2014,Ahilyanagar,Nevasa,Nevasa,5966900000.0
2014,Ahilyanagar,Shevgaon,Shevgaon,5341700000.0
2014,Ahilyanagar,Pathardi,Pathardi,8075100000.0
2014,Ahilyanagar,Nagar,Nagar,71496800000.0
2014,Ahilyanagar,Rahuri,Rahuri,8072000000.0
2014,Ahilyanagar,Parner,Parner,5591800000.0
2014,Ahilyanagar,Srigonda,Srigonda,8057300000.0
2014,Ahilyanagar,Karjat,Karjat,5627500000.0
2014,Ahilyanagar,Jamkhed,Jamkhed,4662800000.0
2015,Ahilyanagar,Akole,Akole,8003100000.0
2015,Ahilyanagar,Sangamner,Sangamner,12808500000.0
2015,Ahilyanagar,Kopargaon,Kopargaon,10557600000.0
2015,Ahilyanagar,Rahata,Rahata,15577200000.0
2015,Ahilyanagar,Srirampur,Srirampur,8806900000.0
2015,Ahilyanagar,Nevasa,Nevasa,5966400000.0
2015,Ahilyanagar,Shevgaon,Shevgaon,5341300000.0
2015,Ahilyanagar,Pathardi,Pathardi,8074500000.0
2015,Ahilyanagar,Nagar,Nagar,71501600000.0
2015,Ahilyanagar,Rahuri,Rahuri,8074500000.0
2015,Ahilyanagar,Parner,Parner,5591300000.0
2015,Ahilyanagar,Srigonda,Srigonda,8056700000.0
2015,Ahilyanagar,Karjat,Karjat,5627100000.0
2015,Ahilyanagar,Jamkhed,Jamkhed,4662500000.0
2016,Ahilyanagar,Akole,Akole,9002200000.0
2016,Ahilyanagar,Sangamner,Sangamner,14404200000.0
2016,Ahilyanagar,Kopargaon,Kopargaon,11873000000.0
2016,Ahilyanagar,Rahata,Rahata,17518000000.0
2016,Ahilyanagar,Srirampur,Srirampur,9904100000.0
2016,Ahilyanagar,Nevasa,Nevasa,6709800000.0
2016,Ahilyanagar,Shevgaon,Shevgaon,6006800000.0
2016,Ahilyanagar,Pathardi,Pathardi,9080500000.0
2016,Ahilyanagar,Nagar,Nagar,80405900000.0
2016,Ahilyanagar,Rahuri,Rahuri,9080500000.0
2016,Ahilyanagar,Parner,Parner,6288000000.0
2016,Ahilyanagar,Srigonda,Srigonda,9060500000.0
2016,Ahilyanagar,Karjat,Karjat,6328200000.0
2016,Ahilyanagar,Jamkhed,Jamkhed,5243300000.0
2017,Ahilyanagar,Akole,Akole,10029000000.0
2017,Ahilyanagar,Sangamner,Sangamner,16047200000.0
2017,Ahilyanagar,Kopargaon,Kopargaon,13227300000.0
2017,Ahilyanagar,Rahata,Rahata,19516200000.0
2017,Ahilyanagar,Srirampur,Srirampur,11033800000.0
2017,Ahilyanagar,Nevasa,Nevasa,7475100000.0
2017,Ahilyanagar,Shevgaon,Shevgaon,6691900000.0
2017,Ahilyanagar,Pathardi,Pathardi,10116200000.0
2017,Ahilyanagar,Nagar,Nagar,89577600000.0
2017,Ahilyanagar,Rahuri,Rahuri,10116300000.0
2017,Ahilyanagar,Parner,Parner,7005300000.0
2017,Ahilyanagar,Srigonda,Srigonda,10094000000.0
2017,Ahilyanagar,Karjat,Karjat,7050000000.0
2017,Ahilyanagar,Jamkhed,Jamkhed,5841900000.0
2018,Ahilyanagar,Akole,Akole,10802600000.0
2018,Ahilyanagar,Sangamner,Sangamner,17285000000.0
2018,Ahilyanagar,Kopargaon,Kopargaon,14247600000.0
2018,Ahilyanagar,Rahata,Rahata,21021600000.0
2018,Ahilyanagar,Srirampur,Srirampur,11884900000.0
2018,Ahilyanagar,Nevasa,Nevasa,8051800000.0
2018,Ahilyanagar,Shevgaon,Shevgaon,7208200000.0
2018,Ahilyanagar,Pathardi,Pathardi,10896600000.0
2018,Ahilyanagar,Nagar,Nagar,96487100000.0
2018,Ahilyanagar,Rahuri,Rahuri,10896600000.0
2018,Ahilyanagar,Parner,Parner,7545600000.0
2018,Ahilyanagar,Srigonda,Srigonda,10872600000.0
2018,Ahilyanagar,Karjat,Karjat,7593800000.0
2018,Ahilyanagar,Jamkhed,Jamkhed,6292000000.0
2019,Ahilyanagar,Akole,Akole,10910600000.0
2019,Ahilyanagar,Sangamner,Sangamner,19013500000.0
2019,Ahilyanagar,Kopargaon,Kopargaon,15672400000.0
2019,Ahilyanagar,Rahata,Rahata,23123800000.0
2019,Ahilyanagar,Srirampur,Srirampur,12003800000.0
2019,Ahilyanagar,Nevasa,Nevasa,8857000000.0
2019,Ahilyanagar,Shevgaon,Shevgaon,7929000000.0
2019,Ahilyanagar,Pathardi,Pathardi,11986300000.0
2019,Ahilyanagar,Nagar,Nagar,106135800000.0
2019,Ahilyanagar,Rahuri,Rahuri,11986300000.0
2019,Ahilyanagar,Parner,Parner,8300200000.0
2019,Ahilyanagar,Srigonda,Srigonda,11959900000.0
2019,Ahilyanagar,Karjat,Karjat,8353200000.0
2019,Ahilyanagar,Jamkhed,Jamkhed,6921200000.0
2020,Ahilyanagar,Akole,Akole,12001700000.0
2020,Ahilyanagar,Sangamner,Sangamner,20914900000.0
2020,Ahilyanagar,Kopargaon,Kopargaon,17239600000.0
2020,Ahilyanagar,Rahata,Rahata,23236200000.0
2020,Ahilyanagar,Srirampur,Srirampur,13204200000.0
2020,Ahilyanagar,Nevasa,Nevasa,9742700000.0
2020,Ahilyanagar,Shevgaon,Shevgaon,8721900000.0
2020,Ahilyanagar,Pathardi,Pathardi,13184900000.0
2020,Ahilyanagar,Nagar,Nagar,116749400000.0
2020,Ahilyanagar,Rahuri,Rahuri,13184900000.0
2020,Ahilyanagar,Parner,Parner,9130200000.0
2020,Ahilyanagar,Srigonda,Srigonda,13155800000.0
2020,Ahilyanagar,Karjat,Karjat,9188300000.0
2020,Ahilyanagar,Jamkhed,Jamkhed,7613300000.0
2021,Ahilyanagar,Akole,Akole,13122900000.0
2021,Ahilyanagar,Sangamner,Sangamner,23006400000.0
2021,Ahilyanagar,Kopargaon,Kopargaon,19963600000.0
2021,Ahilyanagar,Rahata,Rahata,25559700000.0
2021,Ahilyanagar,Srirampur,Srirampur,14524500000.0
2021,Ahilyanagar,Nevasa,Nevasa,10717000000.0
2021,Ahilyanagar,Shevgaon,Shevgaon,9594200000.0
2021,Ahilyanagar,Pathardi,Pathardi,14502900000.0
2021,Ahilyanagar,Nagar,Nagar,138424400000.0
2021,Ahilyanagar,Rahuri,Rahuri,14503400000.0
2021,Ahilyanagar,Parner,Parner,20043100000.0
2021,Ahilyanagar,Srigonda,Srigonda,22471400000.0
2021,Ahilyanagar,Karjat,Karjat,10106700000.0
2021,Ahilyanagar,Jamkhed,Jamkhed,14352700000.0
2018,Akola,Telhara,Telhara,2521700000.0
2018,Akola,Akot,Akot,14483800000.0
2018,Akola,Balapur,Balapur,2895200000.0
2018,Akola,Akola,Akola,64938900000.0
2018,Akola,Murtijapur,Murtijapur,3359100000.0
2018,Akola,Patur,Patur,1602400000.0
2018,Akola,Barshitakali,Barshitakali,10782600000.0
2019,Akola,Telhara,Telhara,3146100000.0
2019,Akola,Akot,Akot,18070600000.0
2019,Akola,Balapur,Balapur,3612100000.0
2019,Akola,Akola,Akola,81019300000.0
2019,Akola,Murtijapur,Murtijapur,4190800000.0
2019,Akola,Patur,Patur,1999100000.0
2019,Akola,Barshitakali,Barshitakali,13452600000.0
2020,Akola,Telhara,Telhara,3578700000.0
2020,Akola,Akot,Akot,8739600000.0
2020,Akola,Balapur,Balapur,3646300000.0
2020,Akola,Akola,Akola,56843500000.0
2020,Akola,Murtijapur,Murtijapur,5787800000.0
2020,Akola,Patur,Patur,2235500000.0
2020,Akola,Barshitakali,Barshitakali,1841200000.0
2021,Akola,Telhara,Telhara,3845300000.0
2021,Akola,Akot,Akot,9390700000.0
2021,Akola,Balapur,Balapur,3852300000.0
2021,Akola,Akola,Akola,61078300000.0
2021,Akola,Murtijapur,Murtijapur,6219000000.0
2021,Akola,Patur,Patur,2356200000.0
2021,Akola,Barshitakali,Barshitakali,1940600000.0
2012,Bhandara,Tumsar,Tumsar,3261900000.0
2012,Bhandara,Mohadi,Mohadi,2810600000.0
2012,Bhandara,Bhandara,Bhandara,3565500000.0
2012,Bhandara,Sakoli,Sakoli,3028400000.0
2012,Bhandara,Lakhani,Lakhani,2790600000.0
2012,Bhandara,Pavani,Pavani,2901000000.0
2012,Bhandara,Lakhandur,Lakhandur,2790600000.0
2013,Bhandara,Tumsar,Tumsar,8154000000.0
2013,Bhandara,Mohadi,Mohadi,2718000000.0
2013,Bhandara,Bhandara,Bhandara,11415600000.0
2013,Bhandara,Sakoli,Sakoli,4348800000.0
2013,Bhandara,Lakhani,Lakhani,2722300000.0
2013,Bhandara,Pavani,Pavani,3805200000.0
2013,Bhandara,Lakhandur,Lakhandur,2174400000.0
2014,Bhandara,Tumsar,Tumsar,7946900000.0
2014,Bhandara,Mohadi,Mohadi,2510900000.0
2014,Bhandara,Bhandara,Bhandara,11208500000.0
2014,Bhandara,Sakoli,Sakoli,4141700000.0
2014,Bhandara,Lakhani,Lakhani,2515200000.0
2014,Bhandara,Pavani,Pavani,3598100000.0
2014,Bhandara,Lakhandur,Lakhandur,1967300000.0
2015,Bhandara,Tumsar,Tumsar,7846900000.0
2015,Bhandara,Mohadi,Mohadi,2750400000.0
2015,Bhandara,Bhandara,Bhandara,10193000000.0
2015,Bhandara,Sakoli,Sakoli,5096500000.0
2015,Bhandara,Lakhani,Lakhani,4598100000.0
2015,Bhandara,Pavani,Pavani,4925800000.0
2015,Bhandara,Lakhandur,Lakhandur,264800000.0
2016,Bhandara,Tumsar,Tumsar,6007200000.0
2016,Bhandara,Mohadi,Mohadi,4297800000.0
2016,Bhandara,Bhandara,Bhandara,9084000000.0
2016,Bhandara,Sakoli,Sakoli,4639700000.0
2016,Bhandara,Lakhani,Lakhani,3272200000.0
2016,Bhandara,Pavani,Pavani,3955900000.0
2016,Bhandara,Lakhandur,Lakhandur,2930300000.0
2017,Bhandara,Tumsar,Tumsar,7148900000.0
2017,Bhandara,Mohadi,Mohadi,3396600000.0
2017,Bhandara,Bhandara,Bhandara,12349000000.0
2017,Bhandara,Sakoli,Sakoli,3585100000.0
2017,Bhandara,Lakhani,Lakhani,3531800000.0
2017,Bhandara,Pavani,Pavani,3957000000.0
2017,Bhandara,Lakhandur,Lakhandur,1622100000.0
2018,Bhandara,Tumsar,Tumsar,8808000000.0
2018,Bhandara,Mohadi,Mohadi,4184900000.0
2018,Bhandara,Bhandara,Bhandara,15215000000.0
2018,Bhandara,Sakoli,Sakoli,4417100000.0
2018,Bhandara,Lakhani,Lakhani,4351500000.0
2018,Bhandara,Pavani,Pavani,4875300000.0
2018,Bhandara,Lakhandur,Lakhandur,1998600000.0
2019,Bhandara,Tumsar,Tumsar,12630000000.0
2019,Bhandara,Mohadi,Mohadi,7578000000.0
2019,Bhandara,Bhandara,Bhandara,25260000000.0
2019,Bhandara,Sakoli,Sakoli,8209500000.0
2019,Bhandara,Lakhani,Lakhani,5051000000.0
2019,Bhandara,Pavani,Pavani,3805300000.0
2019,Bhandara,Lakhandur,Lakhandur,1884500000.0
2020,Bhandara,Tumsar,Tumsar,14612400000.0
2020,Bhandara,Mohadi,Mohadi,8324700000.0
2020,Bhandara,Bhandara,Bhandara,27716300000.0
2020,Bhandara,Sakoli,Sakoli,8989900000.0
2020,Bhandara,Lakhani,Lakhani,6446400000.0
2020,Bhandara,Pavani,Pavani,4650100000.0
2020,Bhandara,Lakhandur,Lakhandur,2327300000.0
2021,Bhandara,Tumsar,Tumsar,10963400000.0
2021,Bhandara,Mohadi,Mohadi,3178400000.0
2021,Bhandara,Bhandara,Bhandara,32717900000.0
2021,Bhandara,Sakoli,Sakoli,5027200000.0
2021,Bhandara,Lakhani,Lakhani,4464000000.0
2021,Bhandara,Pavani,Pavani,5495900000.0
2021,Bhandara,Lakhandur,Lakhandur,2652100000.0
2017,Buldhana,Jalgaon Jamod,Jalgaon Jamod,722800000.0
2017,Buldhana,Sangrampur,Sangrampur,684100000.0
2017,Buldhana,Shegaon,Shegaon,1991700000.0
2017,Buldhana,Nandura,Nandura,1210100000.0
2017,Buldhana,Malkapur,Malkapur,3315600000.0
2017,Buldhana,Motala,Motala,643000000.0
2017,Buldhana,Khamgaon,Khamgaon,4460800000.0
2017,Buldhana,Mehkar,Mehkar,1469000000.0
2017,Buldhana,Chikhali,Chikhali,2363600000.0
2017,Buldhana,Buldana,Buldana,23219600000.0
2017,Buldhana,Deulgaon Raja,Deulgaon Raja,907100000.0
2017,Buldhana,Sindkhed Raja,Sindkhed Raja,645100000.0
2017,Buldhana,Lonar,Lonar,615400000.0
2018,Buldhana,Jalgaon Jamod,Jalgaon Jamod,867400000.0
2018,Buldhana,Sangrampur,Sangrampur,820900000.0
2018,Buldhana,Shegaon,Shegaon,2390800000.0
2018,Buldhana,Nandura,Nandura,1452900000.0
2018,Buldhana,Malkapur,Malkapur,3978700000.0
2018,Buldhana,Motala,Motala,771400000.0
2018,Buldhana,Khamgaon,Khamgaon,5352900000.0
2018,Buldhana,Mehkar,Mehkar,1732800000.0
2018,Buldhana,Chikhali,Chikhali,2836300000.0
2018,Buldhana,Buldana,Buldana,27892400000.0
2018,Buldhana,Deulgaon Raja,Deulgaon Raja,1088500000.0
2018,Buldhana,Sindkhed Raja,Sindkhed Raja,774000000.0
2018,Buldhana,Lonar,Lonar,738400000.0
2019,Buldhana,Jalgaon Jamod,Jalgaon Jamod,8405100000.0
2019,Buldhana,Sangrampur,Sangrampur,7610500000.0
2019,Buldhana,Shegaon,Shegaon,19414400000.0
2019,Buldhana,Nandura,Nandura,7020000000.0
2019,Buldhana,Malkapur,Malkapur,6830000000.0
2019,Buldhana,Motala,Motala,5950000000.0
2019,Buldhana,Khamgaon,Khamgaon,17101000000.0
2019,Buldhana,Mehkar,Mehkar,7080000000.0
2019,Buldhana,Chikhali,Chikhali,8590000000.0
2019,Buldhana,Buldana,Buldana,18256000000.0
2019,Buldhana,Deulgaon Raja,Deulgaon Raja,5570000000.0
2019,Buldhana,Sindkhed Raja,Sindkhed Raja,5630000000.0
2019,Buldhana,Lonar,Lonar,4810000000.0
2020,Buldhana,Jalgaon Jamod,Jalgaon Jamod,2501000000.0
2020,Buldhana,Sangrampur,Sangrampur,3400100000.0
2020,Buldhana,Shegaon,Shegaon,34143400000.0
2020,Buldhana,Nandura,Nandura,2900600000.0
2020,Buldhana,Malkapur,Malkapur,2120300000.0
2020,Buldhana,Motala,Motala,2780500000.0
2020,Buldhana,Khamgaon,Khamgaon,23500300000.0
2020,Buldhana,Mehkar,Mehkar,3200100000.0
2020,Buldhana,Chikhali,Chikhali,3580700000.0
2020,Buldhana,Buldana,Buldana,32903600000.0
2020,Buldhana,Deulgaon Raja,Deulgaon Raja,3010100000.0
2020,Buldhana,Sindkhed Raja,Sindkhed Raja,3100200000.0
2020,Buldhana,Lonar,Lonar,2289200000.0
2021,Buldhana,Jalgaon Jamod,Jalgaon Jamod,2601700000.0
2021,Buldhana,Sangrampur,Sangrampur,3601000000.0
2021,Buldhana,Shegaon,Shegaon,35843400000.0
2021,Buldhana,Nandura,Nandura,3201600000.0
2021,Buldhana,Malkapur,Malkapur,2201000000.0
2021,Buldhana,Motala,Motala,2911500000.0
2021,Buldhana,Khamgaon,Khamgaon,23651500000.0
2021,Buldhana,Mehkar,Mehkar,3301200000.0
2021,Buldhana,Chikhali,Chikhali,3782600000.0
2021,Buldhana,Buldana,Buldana,35918500000.0
2021,Buldhana,Deulgaon Raja,Deulgaon Raja,3110100000.0
2021,Buldhana,Sindkhed Raja,Sindkhed Raja,3200100000.0
2021,Buldhana,Lonar,Lonar,2450000000.0
2012,Chandrapur,Varora,Varora,8279900000.0
2012,Chandrapur,Chimur,Chimur,5979600000.0
2012,Chandrapur,Nagbhid,Nagbhid,5652500000.0
2012,Chandrapur,Bramhapuri,Bramhapuri,7086900000.0
2012,Chandrapur,Savali,Savali,5253500000.0
2012,Chandrapur,Sindevahi,Sindevahi,5288200000.0
2012,Chandrapur,Bhadravati,Bhadravati,6471500000.0
2012,Chandrapur,Chandrapur,Chandrapur,12249900000.0
2012,Chandrapur,Mul,Mul,6009000000.0
2012,Chandrapur,Ponbhurna,Ponbhurna,4847200000.0
2012,Chandrapur,Ballarpur,Ballarpur,5683800000.0
2012,Chandrapur,Korpana,Korpana,5704500000.0
2012,Chandrapur,Rajura,Rajura,5316000000.0
2012,Chandrapur,Gondpipari,Gondpipari,5021500000.0
2012,Chandrapur,Jivati,Jivati,4674500000.0
2013,Chandrapur,Varora,Varora,8082300000.0
2013,Chandrapur,Chimur,Chimur,5837100000.0
2013,Chandrapur,Nagbhid,Nagbhid,5517600000.0
2013,Chandrapur,Bramhapuri,Bramhapuri,6923200000.0
2013,Chandrapur,Savali,Savali,5125100000.0
2013,Chandrapur,Sindevahi,Sindevahi,5161600000.0
2013,Chandrapur,Bhadravati,Bhadravati,6320800000.0
2013,Chandrapur,Chandrapur,Chandrapur,11953400000.0
2013,Chandrapur,Mul,Mul,5864400000.0
2013,Chandrapur,Ponbhurna,Ponbhurna,4732700000.0
2013,Chandrapur,Ballarpur,Ballarpur,5545000000.0
2013,Chandrapur,Korpana,Korpana,5563200000.0
2013,Chandrapur,Rajura,Rajura,5189000000.0
2013,Chandrapur,Gondpipari,Gondpipari,4897000000.0
2013,Chandrapur,Jivati,Jivati,4559300000.0
2014,Chandrapur,Varora,Varora,7322300000.0
2014,Chandrapur,Chimur,Chimur,5035000000.0
2014,Chandrapur,Nagbhid,Nagbhid,4907900000.0
2014,Chandrapur,Bramhapuri,Bramhapuri,6455000000.0
2014,Chandrapur,Savali,Savali,4827000000.0
2014,Chandrapur,Sindevahi,Sindevahi,4223000000.0
2014,Chandrapur,Bhadravati,Bhadravati,6567900000.0
2014,Chandrapur,Chandrapur,Chandrapur,12542400000.0
2014,Chandrapur,Mul,Mul,5002400000.0
2014,Chandrapur,Ponbhurna,Ponbhurna,4292600000.0
2014,Chandrapur,Ballarpur,Ballarpur,4533000000.0
2014,Chandrapur,Korpana,Korpana,4934000000.0
2014,Chandrapur,Rajura,Rajura,4630000000.0
2014,Chandrapur,Gondpipari,Gondpipari,4299700000.0
2014,Chandrapur,Jivati,Jivati,3594900000.0
2015,Chandrapur,Varora,Varora,8520800000.0
2015,Chandrapur,Chimur,Chimur,5935000000.0
2015,Chandrapur,Nagbhid,Nagbhid,5607900000.0
2015,Chandrapur,Bramhapuri,Bramhapuri,6855000000.0
2015,Chandrapur,Savali,Savali,5117000000.0
2015,Chandrapur,Sindevahi,Sindevahi,4378000000.0
2015,Chandrapur,Bhadravati,Bhadravati,6867900000.0
2015,Chandrapur,Chandrapur,Chandrapur,14342400000.0
2015,Chandrapur,Mul,Mul,5245500000.0
2015,Chandrapur,Ponbhurna,Ponbhurna,4417600000.0
2015,Chandrapur,Ballarpur,Ballarpur,5233000000.0
2015,Chandrapur,Korpana,Korpana,6434000000.0
2015,Chandrapur,Rajura,Rajura,6030000000.0
2015,Chandrapur,Gondpipari,Gondpipari,5191700000.0
2015,Chandrapur,Jivati,Jivati,3746900000.0
2016,Chandrapur,Varora,Varora,10427100000.0
2016,Chandrapur,Chimur,Chimur,7841300000.0
2016,Chandrapur,Nagbhid,Nagbhid,7514200000.0
2016,Chandrapur,Bramhapuri,Bramhapuri,8761300000.0
2016,Chandrapur,Savali,Savali,7023300000.0
2016,Chandrapur,Sindevahi,Sindevahi,6293000000.0
2016,Chandrapur,Bhadravati,Bhadravati,8774200000.0
2016,Chandrapur,Chandrapur,Chandrapur,16248700000.0
2016,Chandrapur,Mul,Mul,7151800000.0
2016,Chandrapur,Ponbhurna,Ponbhurna,6323900000.0
2016,Chandrapur,Ballarpur,Ballarpur,7131300000.0
2016,Chandrapur,Korpana,Korpana,8340300000.0
2016,Chandrapur,Rajura,Rajura,7936300000.0
2016,Chandrapur,Gondpipari,Gondpipari,7098000000.0
2016,Chandrapur,Jivati,Jivati,5653200000.0
2017,Chandrapur,Varora,Varora,10182300000.0
2017,Chandrapur,Chimur,Chimur,6813200000.0
2017,Chandrapur,Nagbhid,Nagbhid,7014500000.0
2017,Chandrapur,Bramhapuri,Bramhapuri,7892500000.0
2017,Chandrapur,Savali,Savali,6435700000.0
2017,Chandrapur,Sindevahi,Sindevahi,6249700000.0
2017,Chandrapur,Bhadravati,Bhadravati,8796500000.0
2017,Chandrapur,Chandrapur,Chandrapur,18884000000.0
2017,Chandrapur,Mul,Mul,6318500000.0
2017,Chandrapur,Ponbhurna,Ponbhurna,5516900000.0
2017,Chandrapur,Ballarpur,Ballarpur,7516900000.0
2017,Chandrapur,Korpana,Korpana,7458900000.0
2017,Chandrapur,Rajura,Rajura,7274500000.0
2017,Chandrapur,Gondpipari,Gondpipari,6019300000.0
2017,Chandrapur,Jivati,Jivati,4596800000.0
2019,Chandrapur,Varora,Varora,156615800000.0
2020,Chandrapur,Varora,Varora,180232100000.0
2021,Chandrapur,Varora,Varora,202364100000.0
2012,Dhule,Shirpur,Shirpur,42401300000.0
2013,Dhule,Shirpur,Shirpur,10414100000.0
2013,Dhule,Shindkheda,Shindkheda,9724200000.0
2013,Dhule,Sakri,Sakri,8562100000.0
2013,Dhule,Dhule,Dhule,25889400000.0
2014,Dhule,Shirpur,Shirpur,8236500000.0
2014,Dhule,Shindkheda,Shindkheda,8236500000.0
2014,Dhule,Sakri,Sakri,5491000000.0
2014,Dhule,Dhule,Dhule,32945900000.0
2015,Dhule,Shirpur,Shirpur,47599800000.0
2016,Dhule,Shirpur,Shirpur,74343300000.0
2017,Dhule,Shirpur,Shirpur,73817400000.0
2018,Dhule,Shirpur,Shirpur,17983800000.0
2018,Dhule,Shindkheda,Shindkheda,19618700000.0
2018,Dhule,Sakri,Sakri,18657000000.0
2018,Dhule,Dhule,Dhule,25485400000.0
2019,Dhule,Shirpur,Shirpur,17551600000.0
2019,Dhule,Shindkheda,Shindkheda,15856200000.0
2019,Dhule,Sakri,Sakri,27756900000.0
2019,Dhule,Dhule,Dhule,31206400000.0
2020,Dhule,Shirpur,Shirpur,22179800000.0
2020,Dhule,Shindkheda,Shindkheda,23188000000.0
2020,Dhule,Sakri,Sakri,24700200000.0
2020,Dhule,Dhule,Dhule,30749300000.0
2021,Dhule,Shirpur,Shirpur,24435600000.0
2021,Dhule,Shindkheda,Shindkheda,21039000000.0
2021,Dhule,Sakri,Sakri,22463200000.0
2021,Dhule,Dhule,Dhule,41639200000.0
2012,Gadchiroli,Desaiganj,Desaiganj,2793400000.0
2012,Gadchiroli,rmori,Rmori,1321000000.0
2012,Gadchiroli,Kurkheda,Kurkheda,933300000.0
2012,Gadchiroli,Korachi,Korachi,328000000.0
2012,Gadchiroli,Dhanora,Dhanora,717000000.0
2012,Gadchiroli,Gadchiroli,Gadchiroli,10228500000.0
2012,Gadchiroli,Chomoshi,Chomoshi,1623500000.0
2012,Gadchiroli,Mulchera,Mulchera,298600000.0
2012,Gadchiroli,Etapalli,Etapalli,627600000.0
2012,Gadchiroli,Bhamragad,Bhamragad,498600000.0
2012,Gadchiroli,Aheri,Aheri,2100200000.0
2012,Gadchiroli,Sironcha,Sironcha,849300000.0
2013,Gadchiroli,Desaiganj,Desaiganj,3278200000.0
2013,Gadchiroli,rmori,Rmori,1545600000.0
2013,Gadchiroli,Kurkheda,Kurkheda,1092000000.0
2013,Gadchiroli,Korachi,Korachi,383800000.0
2013,Gadchiroli,Dhanora,Dhanora,838900000.0
2013,Gadchiroli,Gadchiroli,Gadchiroli,11977200000.0
2013,Gadchiroli,Chomoshi,Chomoshi,1999500000.0
2013,Gadchiroli,Mulchera,Mulchera,349300000.0
2013,Gadchiroli,Etapalli,Etapalli,734300000.0
2013,Gadchiroli,Bhamragad,Bhamragad,583300000.0
2013,Gadchiroli,Aheri,Aheri,2457200000.0
2013,Gadchiroli,Sironcha,Sironcha,993700000.0
2014,Gadchiroli,Desaiganj,Desaiganj,2475300000.0
2014,Gadchiroli,rmori,Rmori,1783400000.0
2014,Gadchiroli,Kurkheda,Kurkheda,1443300000.0
2014,Gadchiroli,Korachi,Korachi,489400000.0
2014,Gadchiroli,Dhanora,Dhanora,889500000.0
2014,Gadchiroli,Gadchiroli,Gadchiroli,13278600000.0
2014,Gadchiroli,Chomoshi,Chomoshi,2229700000.0
2014,Gadchiroli,Mulchera,Mulchera,440100000.0
2014,Gadchiroli,Etapalli,Etapalli,903000000.0
2014,Gadchiroli,Bhamragad,Bhamragad,1146800000.0
2014,Gadchiroli,Aheri,Aheri,2701700000.0
2014,Gadchiroli,Sironcha,Sironcha,1100100000.0
2015,Gadchiroli,Desaiganj,Desaiganj,2936500000.0
2015,Gadchiroli,rmori,Rmori,3187600000.0
2015,Gadchiroli,Kurkheda,Kurkheda,1967900000.0
2015,Gadchiroli,Korachi,Korachi,479100000.0
2015,Gadchiroli,Dhanora,Dhanora,1506200000.0
2015,Gadchiroli,Gadchiroli,Gadchiroli,11246800000.0
2015,Gadchiroli,Chomoshi,Chomoshi,3137500000.0
2015,Gadchiroli,Mulchera,Mulchera,949600000.0
2015,Gadchiroli,Etapalli,Etapalli,1143000000.0
2015,Gadchiroli,Bhamragad,Bhamragad,569900000.0
2015,Gadchiroli,Aheri,Aheri,2962200000.0
2015,Gadchiroli,Sironcha,Sironcha,2263100000.0
2016,Gadchiroli,Desaiganj,Desaiganj,3056500000.0
2016,Gadchiroli,rmori,Rmori,3348500000.0
2016,Gadchiroli,Kurkheda,Kurkheda,1989600000.0
2016,Gadchiroli,Korachi,Korachi,496800000.0
2016,Gadchiroli,Dhanora,Dhanora,1668900000.0
2016,Gadchiroli,Gadchiroli,Gadchiroli,13578000000.0
2016,Gadchiroli,Chomoshi,Chomoshi,3451800000.0
2016,Gadchiroli,Mulchera,Mulchera,1057000000.0
2016,Gadchiroli,Etapalli,Etapalli,1351000000.0
