Year,District,Taluka Old,Taluka,Deposits
2014,Dharashiv,Bhum,Bhum,7377800000.0
2014,Dharashiv,Washi,Washi,3535500000.0
2014,Dharashiv,Kalamb,Kalamb,3466900000.0
2014,Dharashiv,Dharashiv,Dharashiv,5451900000.0
2014,Dharashiv,Tuljapur,Tuljapur,4795000000.0
2014,Dharashiv,Lohara,Lohara,3826900000.0
2014,Dharashiv,Umaraga,Umaraga,4562500000.0
2015,Dharashiv,Paranda,Paranda,4121400000.0
2015,Dharashiv,Bhum,Bhum,7884700000.0
2015,Dharashiv,Washi,Washi,3795400000.0
2015,Dharashiv,Kalamb,Kalamb,3721800000.0
2015,Dharashiv,Dharashiv,Dharashiv,5852700000.0
2015,Dharashiv,Tuljapur,Tuljapur,5147500000.0
2015,Dharashiv,Lohara,Lohara,4108200000.0
2015,Dharashiv,Umaraga,Umaraga,4897900000.0
2016,Dharashiv,Paranda,Paranda,3461000000.0
2016,Dharashiv,Bhum,Bhum,5731200000.0
2016,Dharashiv,Washi,Washi,1468600000.0
2016,Dharashiv,Kalamb,Kalamb,5876900000.0
2016,Dharashiv,Dharashiv,Dharashiv,14591800000.0
2016,Dharashiv,Tuljapur,Tuljapur,4433200000.0
2016,Dharashiv,Lohara,Lohara,6570800000.0
2016,Dharashiv,Umaraga,Umaraga,7380800000.0
2017,Dharashiv,Paranda,Paranda,7280600000.0
2017,Dharashiv,Bhum,Bhum,7611500000.0
2017,Dharashiv,Washi,Washi,5956800000.0
2017,Dharashiv,Kalamb,Kalamb,8604300000.0
2017,Dharashiv,Dharashiv,Dharashiv,11913600000.0
2017,Dharashiv,Tuljapur,Tuljapur,9928000000.0
2017,Dharashiv,Lohara,Lohara,6618700000.0
2017,Dharashiv,Umaraga,Umaraga,8273300000.0
2018,Dharashiv,Paranda,Paranda,7919500000.0
2018,Dharashiv,Bhum,Bhum,8279400000.0
2018,Dharashiv,Washi,Washi,6479500000.0
2018,Dharashiv,Kalamb,Kalamb,9359300000.0
2018,Dharashiv,Dharashiv,Dharashiv,12959000000.0
2018,Dharashiv,Tuljapur,Tuljapur,10799200000.0
2018,Dharashiv,Lohara,Lohara,7199500000.0
2018,Dharashiv,Umaraga,Umaraga,8999400000.0
2019,Dharashiv,Paranda,Paranda,3271200000.0
2019,Dharashiv,Bhum,Bhum,5830800000.0
2019,Dharashiv,Washi,Washi,2960600000.0
2019,Dharashiv,Kalamb,Kalamb,6103100000.0
2019,Dharashiv,Dharashiv,Dharashiv,24790700000.0
2019,Dharashiv,Tuljapur,Tuljapur,12306200000.0
2019,Dharashiv,Lohara,Lohara,2926200000.0
2019,Dharashiv,Umaraga,Umaraga,9358900000.0
2020,Dharashiv,Paranda,Paranda,3749800000.0
2020,Dharashiv,Bhum,Bhum,6683900000.0
2020,Dharashiv,Washi,Washi,3393700000.0
2020,Dharashiv,Kalamb,Kalamb,6996000000.0
2020,Dharashiv,Dharashiv,Dharashiv,28417600000.0
2020,Dharashiv,Tuljapur,Tuljapur,14106600000.0
2020,Dharashiv,Lohara,Lohara,3354300000.0
2020,Dharashiv,Umaraga,Umaraga,10728100000.0
2021,Dharashiv,Paranda,Paranda,6044100000.0
2021,Dharashiv,Bhum,Bhum,6883000000.0
2021,Dharashiv,Washi,Washi,5638100000.0
2021,Dharashiv,Kalamb,Kalamb,10847800000.0
2021,Dharashiv,Dharashiv,Dharashiv,25308500000.0
2021,Dharashiv,Tuljapur,Tuljapur,13400700000.0
2021,Dharashiv,Lohara,Lohara,5281800000.0
2021,Dharashiv,Umaraga,Umaraga,10947000000.0
2014,Palghar,Talasari,Talasari,25363300000.0
2014,Palghar,Dahanu,Dahanu,55318300000.0
2014,Palghar,Vikramgad,Vikramgad,14416700000.0
2014,Palghar,Javhar,Javhar,3676100000.0
2014,Palghar,Mokhada,Mokhada,2481000000.0
2014,Palghar,Wada,Wada,2613400000.0
2014,Palghar,Palghar,Palghar,8998100000.0
2014,Palghar,Vasai,Vasai,9672800000.0
2015,Palghar,Talasari,Talasari,30435900000.0
2015,Palghar,Dahanu,Dahanu,66381900000.0
2015,Palghar,Vikramgad,Vikramgad,17858300000.0
2015,Palghar,Javhar,Javhar,4411300000.0
2015,Palghar,Mokhada,Mokhada,2977200000.0
2015,Palghar,Wada,Wada,2836000000.0
2015,Palghar,Palghar,Palghar,1079700000.0
2015,Palghar,Vasai,Vasai,11607300000.0
2016,Palghar,Talasari,Talasari,30435900000.0
2016,Palghar,Dahanu,Dahanu,66381900000.0
2016,Palghar,Vikramgad,Vikramgad,17858300000.0
2016,Palghar,Javhar,Javhar,4411300000.0
2016,Palghar,Mokhada,Mokhada,2977200000.0
2016,Palghar,Wada,Wada,2836000000.0
2016,Palghar,Palghar,Palghar,1079700000.0
2016,Palghar,Vasai,Vasai,11607300000.0
2017,Palghar,Talasari,Talasari,9785600000.0
2017,Palghar,Dahanu,Dahanu,11638200000.0
2017,Palghar,Vikramgad,Vikramgad,9870900000.0
2017,Palghar,Javhar,Javhar,12814200000.0
2017,Palghar,Mokhada,Mokhada,9011200000.0
2017,Palghar,Wada,Wada,15820400000.0
2017,Palghar,Palghar,Palghar,35332600000.0
2017,Palghar,Vasai,Vasai,38345500000.0
2018,Palghar,Talasari,Talasari,10123600000.0
2018,Palghar,Dahanu,Dahanu,12153400000.0
2018,Palghar,Vikramgad,Vikramgad,10169800000.0
2018,Palghar,Javhar,Javhar,13689200000.0
2018,Palghar,Mokhada,Mokhada,9456300000.0
2018,Palghar,Wada,Wada,16154300000.0
2018,Palghar,Palghar,Palghar,35646400000.0
2018,Palghar,Vasai,Vasai,38756200000.0
2019,Palghar,Talasari,Talasari,9689700000.0
2019,Palghar,Dahanu,Dahanu,13301500000.0
2019,Palghar,Vikramgad,Vikramgad,9815600000.0
2019,Palghar,Javhar,Javhar,13810400000.0
2019,Palghar,Mokhada,Mokhada,9163100000.0
2019,Palghar,Wada,Wada,16441200000.0
2019,Palghar,Palghar,Palghar,36922200000.0
2019,Palghar,Vasai,Vasai,41234400000.0
2020,Palghar,Talasari,Talasari,2645700000.0
2020,Palghar,Dahanu,Dahanu,24175300000.0
2020,Palghar,Vikramgad,Vikramgad,3878200000.0
2020,Palghar,Javhar,Javhar,4213800000.0
2020,Palghar,Mokhada,Mokhada,2019300000.0
2020,Palghar,Wada,Wada,5674000000.0
2020,Palghar,Palghar,Palghar,70935800000.0
2020,Palghar,Vasai,Vasai,144545100000.0
2021,Palghar,Talasari,Talasari,2615400000.0
2021,Palghar,Dahanu,Dahanu,30934500000.0
2021,Palghar,Vikramgad,Vikramgad,1959300000.0
2021,Palghar,Javhar,Javhar,4021500000.0
2021,Palghar,Mokhada,Mokhada,1003400000.0
2021,Palghar,Wada,Wada,5562600000.0
2021,Palghar,Palghar,Palghar,75268700000.0
2021,Palghar,Vasai,Vasai,185610600000.0
2013,Parbhani,Selu,Selu,4411100000.0
2013,Parbhani,Jintur,Jintur,2023600000.0
2013,Parbhani,Parbhani,Parbhani,12590600000.0
2013,Parbhani,Manvat,Manvat,1074900000.0
2013,Parbhani,Pathari,Pathari,1076300000.0
2013,Parbhani,Sonpeth,Sonpeth,804800000.0
2013,Parbhani,Gangakhed,Gangakhed,2015400000.0
2013,Parbhani,Palam,Palam,726100000.0
2013,Parbhani,Purna,Purna,1481900000.0
2014,Parbhani,Selu,Selu,5277400000.0
2014,Parbhani,Jintur,Jintur,2421000000.0
2014,Parbhani,Parbhani,Parbhani,15063400000.0
2014,Parbhani,Manvat,Manvat,1286000000.0
2014,Parbhani,Pathari,Pathari,1287700000.0
2014,Parbhani,Sonpeth,Sonpeth,962900000.0
2014,Parbhani,Gangakhed,Gangakhed,2411200000.0
2014,Parbhani,Palam,Palam,868700000.0
2014,Parbhani,Purna,Purna,1772900000.0
2015,Parbhani,Selu,Selu,5367500000.0
2015,Parbhani,Jintur,Jintur,2764900000.0
2015,Parbhani,Parbhani,Parbhani,16188200000.0
2015,Parbhani,Manvat,Manvat,1317300000.0
2015,Parbhani,Pathari,Pathari,1319800000.0
2015,Parbhani,Sonpeth,Sonpeth,1010200000.0
2015,Parbhani,Gangakhed,Gangakhed,2722100000.0
2015,Parbhani,Palam,Palam,894500000.0
2015,Parbhani,Purna,Purna,1834900000.0
2016,Parbhani,Selu,Selu,5698500000.0
2016,Parbhani,Jintur,Jintur,2981700000.0
2016,Parbhani,Parbhani,Parbhani,18935000000.0
2016,Parbhani,Manvat,Manvat,1574100000.0
2016,Parbhani,Pathari,Pathari,1585400000.0
2016,Parbhani,Sonpeth,Sonpeth,1295800000.0
2016,Parbhani,Gangakhed,Gangakhed,2894600000.0
2016,Parbhani,Palam,Palam,1074800000.0
2016,Parbhani,Purna,Purna,2034900000.0
2017,Parbhani,Selu,Selu,5798500000.0
2017,Parbhani,Jintur,Jintur,3182000000.0
2017,Parbhani,Parbhani,Parbhani,29013200000.0
2017,Parbhani,Manvat,Manvat,1752200000.0
2017,Parbhani,Pathari,Pathari,1635700000.0
2017,Parbhani,Sonpeth,Sonpeth,1452000000.0
2017,Parbhani,Gangakhed,Gangakhed,2987700000.0
2017,Parbhani,Palam,Palam,1254800000.0
2017,Parbhani,Purna,Purna,2144900000.0
2018,Parbhani,Selu,Selu,4922100000.0
2018,Parbhani,Jintur,Jintur,5414300000.0
2018,Parbhani,Parbhani,Parbhani,14766300000.0
2018,Parbhani,Manvat,Manvat,4429800000.0
2018,Parbhani,Pathari,Pathari,3637600000.0
2018,Parbhani,Sonpeth,Sonpeth,5906500000.0
2018,Parbhani,Gangakhed,Gangakhed,5414300000.0
2018,Parbhani,Palam,Palam,1968800000.0
2018,Parbhani,Purna,Purna,2461000000.0
2019,Parbhani,Selu,Selu,4832100000.0
2019,Parbhani,Jintur,Jintur,5551700000.0
2019,Parbhani,Parbhani,Parbhani,15392000000.0
2019,Parbhani,Manvat,Manvat,4731200000.0
2019,Parbhani,Pathari,Pathari,3758300000.0
2019,Parbhani,Sonpeth,Sonpeth,6398200000.0
2019,Parbhani,Gangakhed,Gangakhed,6228800000.0
2019,Parbhani,Palam,Palam,2082100000.0
2019,Parbhani,Purna,Purna,2591300000.0
2020,Parbhani,Selu,Selu,7033800000.0
2020,Parbhani,Jintur,Jintur,7774200000.0
2020,Parbhani,Parbhani,Parbhani,8514800000.0
2020,Parbhani,Manvat,Manvat,14067600000.0
2020,Parbhani,Pathari,Pathari,7404000000.0
2020,Parbhani,Sonpeth,Sonpeth,8144400000.0
2020,Parbhani,Gangakhed,Gangakhed,7404000000.0
2020,Parbhani,Palam,Palam,6663600000.0
2020,Parbhani,Purna,Purna,7033800000.0
2021,Parbhani,Selu,Selu,9021000000.0
2021,Parbhani,Jintur,Jintur,8376600000.0
2021,Parbhani,Parbhani,Parbhani,14820200000.0
2021,Parbhani,Manvat,Manvat,5799200000.0
2021,Parbhani,Pathari,Pathari,4510500000.0
2021,Parbhani,Sonpeth,Sonpeth,3221800000.0
2021,Parbhani,Gangakhed,Gangakhed,7732200000.0
2021,Parbhani,Palam,Palam,3866200000.0
2021,Parbhani,Purna,Purna,7087800000.0
2012,Raigad,Uran,Uran,8081300000.0
2012,Raigad,Panwel,Panwel,42426700000.0
2012,Raigad,karjat,Karjat,18182900000.0
2012,Raigad,khalapur,Khalapur,17677800000.0
2012,Raigad,pen,Pen,24243800000.0
2012,Raigad,alibag,Alibag,46467300000.0
2012,Raigad,murud,Murud,3535600000.0
2012,Raigad,roha,Roha,7071100000.0
2012,Raigad,sudhagad,Sudhagad,1515200000.0
2012,Raigad,mangaon,Mangaon,8586400000.0
2012,Raigad,tala,Tala,2525400000.0
2012,Raigad,shreevardhan,Shreevardhan,6061000000.0
2012,Raigad,mhasala,Mhasala,1515100000.0
2012,Raigad,mahad,Mahad,12121900000.0
2012,Raigad,poladpur,Poladpur,2020300000.0
2013,Raigad,Uran,Uran,264500000.0
2013,Raigad,Panwel,Panwel,67711600000.0
2013,Raigad,karjat,Karjat,14811900000.0
2013,Raigad,khalapur,Khalapur,15023500000.0
2013,Raigad,pen,Pen,14811900000.0
2013,Raigad,alibag,Alibag,253918100000.0
2013,Raigad,murud,Murud,8463900000.0
2013,Raigad,roha,Roha,10659800000.0
2013,Raigad,sudhagad,Sudhagad,4232000000.0
2013,Raigad,mangaon,Mangaon,14811900000.0
2013,Raigad,tala,Tala,2116000000.0
2013,Raigad,shreevardhan,Shreevardhan,10500000000.0
2013,Raigad,mhasala,Mhasala,6348000000.0
2013,Raigad,mahad,Mahad,12780600000.0
2013,Raigad,poladpur,Poladpur,3671200000.0
2014,Raigad,Uran,Uran,23141500000.0
2014,Raigad,Panwel,Panwel,152990700000.0
2014,Raigad,karjat,Karjat,9198700000.0
2014,Raigad,khalapur,Khalapur,13425100000.0
2014,Raigad,pen,Pen,10892900000.0
2014,Raigad,alibag,Alibag,27167500000.0
2014,Raigad,murud,Murud,3048900000.0
2014,Raigad,roha,Roha,7607300000.0
2014,Raigad,sudhagad,Sudhagad,2248000000.0
2014,Raigad,mangaon,Mangaon,7773800000.0
2014,Raigad,tala,Tala,118800000.0
2014,Raigad,shreevardhan,Shreevardhan,4852900000.0
2014,Raigad,mhasala,Mhasala,1209500000.0
2014,Raigad,mahad,Mahad,6976600000.0
2014,Raigad,poladpur,Poladpur,810600000.0
2015,Raigad,Uran,Uran,23239200000.0
2015,Raigad,Panwel,Panwel,25844700000.0
2015,Raigad,karjat,Karjat,23633500000.0
2015,Raigad,khalapur,Khalapur,15330700000.0
2015,Raigad,pen,Pen,18725200000.0
2015,Raigad,alibag,Alibag,23760300000.0
2015,Raigad,murud,Murud,10682900000.0
2015,Raigad,roha,Roha,16240700000.0
2015,Raigad,sudhagad,Sudhagad,9640700000.0
2015,Raigad,mangaon,Mangaon,17457500000.0
2015,Raigad,tala,Tala,10341700000.0
2015,Raigad,shreevardhan,Shreevardhan,13549200000.0
2015,Raigad,mhasala,Mhasala,13809600000.0
2015,Raigad,mahad,Mahad,19541900000.0
2015,Raigad,poladpur,Poladpur,18762100000.0
2016,Raigad,Uran,Uran,23239200000.0
2016,Raigad,Panwel,Panwel,25844700000.0
2016,Raigad,karjat,Karjat,23633500000.0
2016,Raigad,khalapur,Khalapur,15330700000.0
2016,Raigad,pen,Pen,18725200000.0
2016,Raigad,alibag,Alibag,23760300000.0
2016,Raigad,murud,Murud,10682900000.0
2016,Raigad,roha,Roha,16240700000.0
2016,Raigad,sudhagad,Sudhagad,9640700000.0
2016,Raigad,mangaon,Mangaon,17457500000.0
2016,Raigad,tala,Tala,10341700000.0
2016,Raigad,shreevardhan,Shreevardhan,13549200000.0
2016,Raigad,mhasala,Mhasala,13809600000.0
2016,Raigad,mahad,Mahad,19541900000.0
2016,Raigad,poladpur,Poladpur,18762100000.0
2013,Sindhudurg,Devgad,Devgad,4515200000.0
2013,Sindhudurg,Vaibhavwadi,Vaibhavwadi,1327500000.0
2013,Sindhudurg,Kankavali,Kankavali,6112300000.0
2013,Sindhudurg,Malvan,Malvan,4524300000.0
2013,Sindhudurg,Vengurla,Vengurla,4026300000.0
2013,Sindhudurg,Kudal,Kudal,8221600000.0
2013,Sindhudurg,Sawantwadi,Sawantwadi,6107800000.0
2013,Sindhudurg,Dodamarg,Dodamarg,1824600000.0
2014,Sindhudurg,Devgad,Devgad,4515200000.0
2014,Sindhudurg,Vaibhavwadi,Vaibhavwadi,1327500000.0
2014,Sindhudurg,Kankavali,Kankavali,6112300000.0
2014,Sindhudurg,Malvan,Malvan,4524300000.0
2014,Sindhudurg,Vengurla,Vengurla,4026300000.0
2014,Sindhudurg,Kudal,Kudal,8221600000.0
2014,Sindhudurg,Sawantwadi,Sawantwadi,6107800000.0
2014,Sindhudurg,Dodamarg,Dodamarg,1824600000.0
2015,Sindhudurg,Devgad,Devgad,4985200000.0
2015,Sindhudurg,Vaibhavwadi,Vaibhavwadi,1687500000.0
2015,Sindhudurg,Kankavali,Kankavali,6812300000.0
2015,Sindhudurg,Malvan,Malvan,5091300000.0
2015,Sindhudurg,Vengurla,Vengurla,4363300000.0
2015,Sindhudurg,Kudal,Kudal,8720600000.0
2015,Sindhudurg,Sawantwadi,Sawantwadi,6521800000.0
2015,Sindhudurg,Dodamarg,Dodamarg,2122800000.0
2016,Sindhudurg,Devgad,Devgad,8325000000.0
2016,Sindhudurg,Vaibhavwadi,Vaibhavwadi,2288900000.0
2016,Sindhudurg,Kankavali,Kankavali,9124300000.0
2016,Sindhudurg,Malvan,Malvan,5891600000.0
2016,Sindhudurg,Vengurla,Vengurla,6974300000.0
2016,Sindhudurg,Kudal,Kudal,14209800000.0
2016,Sindhudurg,Sawantwadi,Sawantwadi,11421900000.0
2016,Sindhudurg,Dodamarg,Dodamarg,4222900000.0
2017,Sindhudurg,Devgad,Devgad,9205300000.0
2017,Sindhudurg,Vaibhavwadi,Vaibhavwadi,2832400000.0
2017,Sindhudurg,Kankavali,Kankavali,10621500000.0
2017,Sindhudurg,Malvan,Malvan,6372900000.0
2017,Sindhudurg,Vengurla,Vengurla,7081000000.0
2017,Sindhudurg,Kudal,Kudal,16286300000.0
2017,Sindhudurg,Sawantwadi,Sawantwadi,13454000000.0
2017,Sindhudurg,Dodamarg,Dodamarg,4956700000.0
2019,Sindhudurg,Devgad,Devgad,13254600000.0
2019,Sindhudurg,Vaibhavwadi,Vaibhavwadi,4518300000.0
2019,Sindhudurg,Kankawali,Kankawali,14451700000.0
2019,Sindhudurg,Malwan,Malwan,11744100000.0
2019,Sindhudurg,Vengurla,Vengurla,17411700000.0
2019,Sindhudurg,Kudal,Kudal,8131200000.0
2019,Sindhudurg,Savantwadi,Savantwadi,13851000000.0
2019,Sindhudurg,Dodamarg,Dodamarg,3695900000.0
2020,Sindhudurg,Devgad,Devgad,12913600000.0
2020,Sindhudurg,Vaibhavwadi,Vaibhavwadi,4612000000.0
2020,Sindhudurg,Kankawali,Kankawali,14758400000.0
2020,Sindhudurg,Malwan,Malwan,11991200000.0
2020,Sindhudurg,Vengurla,Vengurla,8301600000.0
2020,Sindhudurg,Kudal,Kudal,17833200000.0
2020,Sindhudurg,Savantwadi,Savantwadi,14143500000.0
2020,Sindhudurg,Dodamarg,Dodamarg,3689600000.0
2021,Sindhudurg,Devgad,Devgad,8466600000.0
2021,Sindhudurg,Vaibhavwadi,Vaibhavwadi,2579000000.0
2021,Sindhudurg,Kankawali,Kankawali,16043900000.0
2021,Sindhudurg,Malwan,Malwan,10026800000.0
2021,Sindhudurg,Vengurla,Vengurla,8663700000.0
2021,Sindhudurg,Kudal,Kudal,27577400000.0
2021,Sindhudurg,Savantwadi,Savantwadi,21153200000.0
2021,Sindhudurg,Dodamarg,Dodamarg,4012100000.0
2013,Thane,Thane,Thane,347957600000.0
2013,Thane,Bhivandi,Bhivandi,125252700000.0
2013,Thane,Shahapur,Shahapur,38623700000.0
2013,Thane,Kalyan,Kalyan,135183000000.0
2013,Thane,Ulhasnagar,Ulhasnagar,82247400000.0
2013,Thane,Ambarnath,Ambarnath,79257500000.0
2013,Thane,Murbad,Murbad,47897500000.0
2014,Thane,Thane,Thane,399215400000.0
2014,Thane,Bhivandi,Bhivandi,135252700000.0
2014,Thane,Shahapur,Shahapur,38826300000.0
2014,Thane,Kalyan,Kalyan,145183000000.0
2014,Thane,Ulhasnagar,Ulhasnagar,83247400000.0
2014,Thane,Ambarnath,Ambarnath,79514900000.0
2014,Thane,Murbad,Murbad,48900100000.0
2015,Thane,Thane,Thane,473930400000.0
2015,Thane,Bhivandi,Bhivandi,138519800000.0
2015,Thane,Shahapur,Shahapur,40263800000.0
2015,Thane,Kalyan,Kalyan,172364900000.0
2015,Thane,Ulhasnagar,Ulhasnagar,95620100000.0
2015,Thane,Ambarnath,Ambarnath,84073100000.0
2015,Thane,Murbad,Murbad,49901700000.0
2016,Thane,Thane,Thane,572930600000.0
2016,Thane,Bhivandi,Bhivandi,129529500000.0
2016,Thane,Shahapur,Shahapur,49273800000.0
2016,Thane,Kalyan,Kalyan,232354900000.0
2016,Thane,Ulhasnagar,Ulhasnagar,99630100000.0
2016,Thane,Ambarnath,Ambarnath,94063100000.0
2016,Thane,Murbad,Murbad,57701700000.0
2017,Thane,Thane,Thane,807998200000.0
2017,Thane,Bhivandi,Bhivandi,182654700000.0
2017,Thane,Shahapur,Shahapur,69483000000.0
2017,Thane,Kalyan,Kalyan,327652900000.0
2017,Thane,Ulhasnagar,Ulhasnagar,140492400000.0
2017,Thane,Ambarnath,Ambarnath,132642100000.0
2017,Thane,Murbad,Murbad,81367500000.0
2018,Thane,Thane,Thane,450630600000.0
2018,Thane,Bhivandi,Bhivandi,91529500000.0
2018,Thane,Shahapur,Shahapur,42223800000.0
2018,Thane,Kalyan,Kalyan,120154900000.0
2018,Thane,Ulhasnagar,Ulhasnagar,61634100000.0
2018,Thane,Ambarnath,Ambarnath,44063100000.0
2018,Thane,Murbad,Murbad,42751700000.0
2019,Thane,Thane,Thane,985284400000.0
2019,Thane,Bhivandi,Bhivandi,185069800000.0
2019,Thane,Shahapur,Shahapur,72641900000.0
2019,Thane,Kalyan,Kalyan,190925200000.0
2019,Thane,Ulhasnagar,Ulhasnagar,95932700000.0
2019,Thane,Ambarnath,Ambarnath,91435100000.0
2019,Thane,Murbad,Murbad,86285900000.0
2020,Thane,Thane,Thane,1236389200000.0
2020,Thane,Bhivandi,Bhivandi,198069800000.0
2020,Thane,Shahapur,Shahapur,83759900000.0
2020,Thane,Kalyan,Kalyan,228628700000.0
2020,Thane,Ulhasnagar,Ulhasnagar,99882700000.0
2020,Thane,Ambarnath,Ambarnath,102535400000.0
2020,Thane,Murbad,Murbad,98285900000.0
2021,Thane,Thane,Thane,1255284400000.0
2021,Thane,Bhivandi,Bhivandi,215069800000.0
2021,Thane,Shahapur,Shahapur,75861900000.0
2021,Thane,Kalyan,Kalyan,199425200000.0
2021,Thane,Ulhasnagar,Ulhasnagar,151932700000.0
2021,Thane,Ambarnath,Ambarnath,116582100000.0
2021,Thane,Murbad,Murbad,142285900000.0
2009,Washim,Malegaon,Malegaon,1009300000.0
2009,Washim,Mangrulpir,Mangrulpir,1030200000.0
2009,Washim,Karanja,Karanja,1563200000.0
2009,Washim,Manora,Manora,580400000.0
2009,Washim,Washim,Washim,2664900000.0
2009,Washim,Resod,Resod,1099600000.0
2010,Washim,Malegaon,Malegaon,1029800000.0
2010,Washim,Mangrulpir,Mangrulpir,1490600000.0
2010,Washim,Karanja,Karanja,1843500000.0
2010,Washim,Manora,Manora,621700000.0
2010,Washim,Washim,Washim,4271800000.0
2010,Washim,Resod,Resod,1520200000.0
2011,Washim,Malegaon,Malegaon,1245800000.0
2011,Washim,Mangrulpir,Mangrulpir,1472700000.0
2011,Washim,Karanja,Karanja,2337000000.0
2011,Washim,Manora,Manora,845500000.0
2011,Washim,Washim,Washim,5378800000.0
2011,Washim,Resod,Resod,1761600000.0
2012,Washim,Malegaon,Malegaon,1422200000.0
2012,Washim,Mangrulpir,Mangrulpir,1681300000.0
2012,Washim,Karanja,Karanja,2668700000.0
2012,Washim,Manora,Manora,1031300000.0
2012,Washim,Washim,Washim,6076800000.0
2012,Washim,Resod,Resod,2011900000.0
2013,Washim,Malegaon,Malegaon,1481100000.0
2013,Washim,Mangrulpir,Mangrulpir,1721700000.0
2013,Washim,Karanja,Karanja,2721100000.0
2013,Washim,Manora,Manora,6104200000.0
2013,Washim,Washim,Washim,1071400000.0
2013,Washim,Resod,Resod,2043000000.0
2014,Washim,Malegaon,Malegaon,2179500000.0
2014,Washim,Mangrulpir,Mangrulpir,2377700000.0
2014,Washim,Karanja,Karanja,3962800000.0
2014,Washim,Manora,Manora,2575800000.0
2014,Washim,Washim,Washim,6934900000.0
2014,Washim,Resod,Resod,1783200000.0
2015,Washim,Malegaon,Malegaon,2619800000.0
2015,Washim,Mangrulpir,Mangrulpir,2977000000.0
2015,Washim,Karanja,Karanja,4564700000.0
2015,Washim,Manora,Manora,1984600000.0
2015,Washim,Washim,Washim,6350900000.0
2015,Washim,Resod,Resod,3929700000.0
2016,Washim,Malegaon,Malegaon,3134000000.0
2016,Washim,Mangrulpir,Mangrulpir,3560700000.0
2016,Washim,Karanja,Karanja,5460500000.0
2016,Washim,Manora,Manora,4701100000.0
2016,Washim,Washim,Washim,7599000000.0
2016,Washim,Resod,Resod,2377500000.0
2017,Washim,Malegaon,Malegaon,3286300000.0
2017,Washim,Mangrulpir,Mangrulpir,3568900000.0
2017,Washim,Karanja,Karanja,5519800000.0
2017,Washim,Manora,Manora,1714700000.0
2017,Washim,Washim,Washim,11834300000.0
2017,Washim,Resod,Resod,3897400000.0
2018,Washim,Malegaon,Malegaon,2525400000.0
2018,Washim,Mangrulpir,Mangrulpir,2445600000.0
2018,Washim,Karanja,Karanja,2348000000.0
2018,Washim,Manora,Manora,1091800000.0
2018,Washim,Washim,Washim,7795800000.0
