Year,District,Taluka,Towns and cities where banks have offices,Classified Banks,Branch Offices of Classified Banks
2014,Amravati,Dhamangaon Re,16.0,6,16.0
2015,Amravati,Dharani,9.0,4,9.0
2015,Amravati,Chikhraldara,7.0,5,7.0
2015,Amravati,Anjangaon Su,17.0,7,17.0
2015,Amravati,Achalpur,30.0,14,30.0
2015,Amravati,Chandurbazar,20.0,8,20.0
2015,Amravati,Morshi,23.0,7,23.0
2015,Amravati,Warud,29.0,12,29.0
2015,Amravati,Tivas,17.0,8,17.0
2015,Amravati,Amravati,109.0,32,109.0
2015,Amravati,Bhatkuli,13.0,5,13.0
2015,Amravati,Daryapur,19.0,5,19.0
2015,Amravati,Nandgaon Kh,15.0,7,15.0
2015,Amravati,Chandur Railway,12.0,5,12.0
2015,Amravati,Dhamangaon Re,17.0,7,17.0
2016,Amravati,Dharani,9.0,4,9.0
2016,Amravati,Chikhraldara,7.0,5,7.0
2016,Amravati,Anjangaon Su,17.0,7,17.0
2016,Amravati,Achalpur,30.0,14,30.0
2016,Amravati,Chandurbazar,20.0,8,20.0
2016,Amravati,Morshi,23.0,7,23.0
2016,Amravati,Warud,29.0,12,29.0
2016,Amravati,Tivas,17.0,8,17.0
2016,Amravati,Amravati,109.0,32,109.0
2016,Amravati,Bhatkuli,13.0,5,13.0
2016,Amravati,Daryapur,19.0,5,19.0
2016,Amravati,Nandgaon Kh,15.0,7,15.0
2016,Amravati,Chandur Railway,12.0,5,12.0
2016,Amravati,Dhamangaon Re,17.0,7,17.0
2017,Amravati,Dharani,9.0,4,9.0
2017,Amravati,Chikhraldara,7.0,5,7.0
2017,Amravati,Anjangaon Su,18.0,9,18.0
2017,Amravati,Achalpur,30.0,14,30.0
2017,Amravati,Chandurbazar,22.0,9,22.0
2017,Amravati,Morshi,24.0,7,24.0
2017,Amravati,Warud,29.0,12,29.0
2017,Amravati,Tivas,17.0,8,17.0
2017,Amravati,Amravati,110.0,27,110.0
2017,Amravati,Bhatkuli,13.0,5,13.0
2017,Amravati,Daryapur,20.0,6,20.0
2017,Amravati,Nandgaon Kh,15.0,7,15.0
2017,Amravati,Chandur Railway,12.0,5,12.0
2017,Amravati,Dhamangaon Re,17.0,7,17.0
2018,Amravati,Dharani,9.0,4,9.0
2018,Amravati,Chikhraldara,7.0,5,7.0
2018,Amravati,Anjangaon Su,19.0,9,19.0
2018,Amravati,Achalpur,31.0,14,31.0
2018,Amravati,Chandurbazar,23.0,9,23.0
2018,Amravati,Morshi,25.0,7,25.0
2018,Amravati,Warud,30.0,12,30.0
2018,Amravati,Tivas,18.0,8,18.0
2018,Amravati,Amravati,118.0,27,118.0
2018,Amravati,Bhatkuli,14.0,5,14.0
2018,Amravati,Daryapur,20.0,6,20.0
2018,Amravati,Nandgaon Kh,15.0,7,15.0
2018,Amravati,Chandur Railway,12.0,5,12.0
2018,Amravati,Dhamangaon Re,17.0,7,17.0
2019,Amravati,Dharani,8.0,4,8.0
2019,Amravati,Chikhraldara,7.0,5,7.0
2019,Amravati,Anjangaon Su,19.0,9,19.0
2019,Amravati,Achalpur,31.0,14,31.0
2019,Amravati,Chandurbazar,25.0,9,25.0
2019,Amravati,Morshi,25.0,7,25.0
2019,Amravati,Warud,32.0,12,32.0
2019,Amravati,Tivas,18.0,8,18.0
2019,Amravati,Amravati,115.0,27,115.0
2019,Amravati,Bhatkuli,14.0,5,14.0
2019,Amravati,Daryapur,24.0,6,24.0
2019,Amravati,Nandgaon Kh,15.0,7,15.0
2019,Amravati,Chandur Railway,13.0,5,13.0
2019,Amravati,Dhamangaon Re,19.0,7,19.0
2020,Amravati,Dharani,8.0,4,8.0
2020,Amravati,Chikhraldara,7.0,5,7.0
2020,Amravati,Anjangaon Su,19.0,9,19.0
2020,Amravati,Achalpur,31.0,14,31.0
2020,Amravati,Chandurbazar,25.0,9,25.0
2020,Amravati,Morshi,25.0,7,25.0
2020,Amravati,Warud,32.0,12,32.0
2020,Amravati,Tivas,18.0,8,18.0
2020,Amravati,Amravati,118.0,27,118.0
2020,Amravati,Bhatkuli,14.0,5,14.0
2020,Amravati,Daryapur,24.0,6,24.0
2020,Amravati,Nandgaon Kh,15.0,7,15.0
2020,Amravati,Chandur Railway,13.0,5,13.0
2020,Amravati,Dhamangaon Re,19.0,7,19.0
2021,Amravati,Dharani,8.0,4,8.0
2021,Amravati,Chikhraldara,8.0,5,8.0
2021,Amravati,Anjangaon Su,19.0,9,19.0
2021,Amravati,Achalpur,32.0,14,32.0
2021,Amravati,Chandurbazar,25.0,9,25.0
2021,Amravati,Morshi,26.0,7,26.0
2021,Amravati,Warud,33.0,12,33.0
2021,Amravati,Tivas,18.0,8,18.0
2021,Amravati,Amravati,112.0,27,112.0
2021,Amravati,Bhatkuli,14.0,5,14.0
2021,Amravati,Daryapur,23.0,6,23.0
2021,Amravati,Nandgaon Kh,15.0,7,15.0
2021,Amravati,Chandur Railway,13.0,5,13.0
2021,Amravati,Dhamangaon Re,18.0,7,18.0
2012,Bhandara,Tumsar,23.0,10,18.0
2012,Bhandara,Mohadi,14.0,4,7.0
2012,Bhandara,Bhandara,41.0,18,32.0
2012,Bhandara,Sakoli,17.0,7,13.0
2012,Bhandara,Lakhani,11.0,3,6.0
2012,Bhandara,Pavani,14.0,5,10.0
2012,Bhandara,Lakhandur,12.0,3,7.0
2013,Bhandara,Tumsar,27.0,15,23.0
2013,Bhandara,Mohadi,14.0,5,8.0
2013,Bhandara,Bhandara,46.0,21,35.0
2013,Bhandara,Sakoli,17.0,8,14.0
2013,Bhandara,Lakhani,13.0,5,8.0
2013,Bhandara,Pavani,15.0,7,12.0
2013,Bhandara,Lakhandur,12.0,4,8.0
2014,Bhandara,Tumsar,28.0,15,24.0
2014,Bhandara,Mohadi,15.0,6,9.0
2014,Bhandara,Bhandara,50.0,22,39.0
2014,Bhandara,Sakoli,18.0,9,15.0
2014,Bhandara,Lakhani,14.0,5,9.0
2014,Bhandara,Pavani,16.0,7,13.0
2014,Bhandara,Lakhandur,12.0,4,8.0
2015,Bhandara,Tumsar,27.0,15,24.0
2015,Bhandara,Mohadi,19.0,8,11.0
2015,Bhandara,Bhandara,50.0,22,39.0
2015,Bhandara,Sakoli,17.0,9,15.0
2015,Bhandara,Lakhani,15.0,5,9.0
2015,Bhandara,Pavani,16.0,7,13.0
2015,Bhandara,Lakhandur,13.0,4,8.0
2016,Bhandara,Tumsar,27.0,15,24.0
2016,Bhandara,Mohadi,19.0,8,11.0
2016,Bhandara,Bhandara,50.0,22,39.0
2016,Bhandara,Sakoli,17.0,9,15.0
2016,Bhandara,Lakhani,15.0,5,9.0
2016,Bhandara,Pavani,16.0,7,13.0
2016,Bhandara,Lakhandur,13.0,4,8.0
2017,Bhandara,Tumsar,9.0,12,20.0
2017,Bhandara,Mohadi,9.0,7,12.0
2017,Bhandara,Bhandara,14.0,21,40.0
2017,Bhandara,Sakoli,6.0,8,13.0
2017,Bhandara,Lakhani,6.0,4,10.0
2017,Bhandara,Pavani,6.0,6,11.0
2017,Bhandara,Lakhandur,5.0,3,7.0
2018,Bhandara,Tumsar,9.0,12,20.0
2018,Bhandara,Mohadi,9.0,7,12.0
2018,Bhandara,Bhandara,14.0,21,40.0
2018,Bhandara,Sakoli,6.0,8,13.0
2018,Bhandara,Lakhani,6.0,4,10.0
2018,Bhandara,Pavani,6.0,6,11.0
2018,Bhandara,Lakhandur,5.0,3,7.0
2019,Bhandara,Tumsar,9.0,12,20.0
2019,Bhandara,Mohadi,9.0,7,12.0
2019,Bhandara,Bhandara,14.0,21,40.0
2019,Bhandara,Sakoli,6.0,8,13.0
2019,Bhandara,Lakhani,6.0,4,10.0
2019,Bhandara,Pavani,6.0,6,11.0
2019,Bhandara,Lakhandur,5.0,3,7.0
2020,Bhandara,Tumsar,9.0,12,20.0
2020,Bhandara,Mohadi,9.0,7,12.0
2020,Bhandara,Bhandara,14.0,21,40.0
2020,Bhandara,Sakoli,6.0,8,13.0
2020,Bhandara,Lakhani,6.0,4,10.0
2020,Bhandara,Pavani,6.0,6,11.0
2020,Bhandara,Lakhandur,5.0,3,7.0
2021,Bhandara,Tumsar,9.0,13,21.0
2021,Bhandara,Mohadi,9.0,7,12.0
2021,Bhandara,Bhandara,14.0,16,33.0
2021,Bhandara,Sakoli,6.0,8,13.0
2021,Bhandara,Lakhani,6.0,4,10.0
2021,Bhandara,Pavani,7.0,7,12.0
2021,Bhandara,Lakhandur,5.0,5,9.0
2013,Buldhana,Jalgaon Jamod,14.0,,7.0
2013,Buldhana,Sangrampur,13.0,,6.0
2013,Buldhana,Shegaon,16.0,,12.0
2013,Buldhana,Nandura,14.0,,9.0
2013,Buldhana,Malkapur,16.0,,12.0
2013,Buldhana,Motala,18.0,,11.0
2013,Buldhana,Khamgaon,32.0,,24.0
2013,Buldhana,Mehkar,20.0,,11.0
2013,Buldhana,Chikhali,27.0,,18.0
2013,Buldhana,Buldana,31.0,,23.0
2013,Buldhana,Deulgaon Raja,11.0,,8.0
2013,Buldhana,Sindkhed Raja,13.0,,7.0
2013,Buldhana,Lonar,12.0,,7.0
2014,Buldhana,Jalgaon Jamod,14.0,4,7.0
2014,Buldhana,Sangrampur,15.0,4,6.0
2014,Buldhana,Shegaon,16.0,9,12.0
2014,Buldhana,Nandura,14.0,6,9.0
2014,Buldhana,Malkapur,16.0,10,12.0
2014,Buldhana,Motala,19.0,6,11.0
2014,Buldhana,Khamgaon,34.0,18,26.0
2014,Buldhana,Mehkar,20.0,5,11.0
2014,Buldhana,Chikhali,28.0,9,18.0
2014,Buldhana,Buldana,37.0,18,25.0
2014,Buldhana,Deulgaon Raja,13.0,8,8.0
2014,Buldhana,Sindkhed Raja,13.0,4,7.0
2014,Buldhana,Lonar,12.0,4,7.0
2015,Buldhana,Jalgaon Jamod,14.0,4,7.0
2015,Buldhana,Sangrampur,15.0,4,6.0
2015,Buldhana,Shegaon,16.0,9,12.0
2015,Buldhana,Nandura,14.0,6,9.0
2015,Buldhana,Malkapur,16.0,10,12.0
2015,Buldhana,Motala,19.0,6,11.0
2015,Buldhana,Khamgaon,34.0,18,26.0
2015,Buldhana,Mehkar,20.0,5,11.0
2015,Buldhana,Chikhali,28.0,9,18.0
2015,Buldhana,Buldana,37.0,18,25.0
2015,Buldhana,Deulgaon Raja,13.0,8,8.0
2015,Buldhana,Sindkhed Raja,13.0,4,7.0
2015,Buldhana,Lonar,12.0,4,7.0
2016,Buldhana,Jalgaon Jamod,13.0,5,13.0
2016,Buldhana,Sangrampur,11.0,4,11.0
2016,Buldhana,Shegaon,18.0,8,18.0
2016,Buldhana,Nandura,14.0,5,14.0
2016,Buldhana,Malkapur,16.0,9,16.0
2016,Buldhana,Motala,16.0,4,16.0
2016,Buldhana,Khamgaon,33.0,17,33.0
2016,Buldhana,Mehkar,19.0,5,19.0
2016,Buldhana,Chikhali,27.0,8,27.0
2016,Buldhana,Buldana,40.0,17,40.0
2016,Buldhana,Deulgaon Raja,12.0,6,12.0
2016,Buldhana,Sindkhed Raja,13.0,3,13.0
2016,Buldhana,Lonar,10.0,3,10.0
2017,Buldhana,Jalgaon Jamod,13.0,5,13.0
2017,Buldhana,Sangrampur,12.0,6,12.0
2017,Buldhana,Shegaon,16.0,9,16.0
2017,Buldhana,Nandura,15.0,7,15.0
2017,Buldhana,Malkapur,15.0,10,15.0
2017,Buldhana,Motala,15.0,5,15.0
2017,Buldhana,Khamgaon,32.0,18,32.0
2017,Buldhana,Mehkar,20.0,7,20.0
2017,Buldhana,Chikhali,26.0,9,26.0
2017,Buldhana,Buldana,32.0,15,32.0
2017,Buldhana,Deulgaon Raja,11.0,6,11.0
2017,Buldhana,Sindkhed Raja,13.0,4,13.0
2017,Buldhana,Lonar,10.0,4,10.0
2018,Buldhana,Jalgaon Jamod,13.0,5,13.0
2018,Buldhana,Sangrampur,12.0,6,12.0
2018,Buldhana,Shegaon,16.0,9,16.0
2018,Buldhana,Nandura,15.0,7,15.0
2018,Buldhana,Malkapur,15.0,10,15.0
2018,Buldhana,Motala,15.0,5,15.0
2018,Buldhana,Khamgaon,32.0,18,32.0
2018,Buldhana,Mehkar,20.0,7,20.0
2018,Buldhana,Chikhali,26.0,9,26.0
2018,Buldhana,Buldana,32.0,15,32.0
2018,Buldhana,Deulgaon Raja,11.0,6,11.0
2018,Buldhana,Sindkhed Raja,13.0,4,13.0
2018,Buldhana,Lonar,10.0,4,10.0
2019,Buldhana,Jalgaon Jamod,13.0,5,13.0
2019,Buldhana,Sangrampur,12.0,6,12.0
2019,Buldhana,Shegaon,16.0,9,16.0
2019,Buldhana,Nandura,15.0,7,15.0
2019,Buldhana,Malkapur,15.0,10,15.0
2019,Buldhana,Motala,15.0,5,15.0
2019,Buldhana,Khamgaon,32.0,18,32.0
2019,Buldhana,Mehkar,20.0,7,20.0
2019,Buldhana,Chikhali,26.0,9,26.0
2019,Buldhana,Buldana,32.0,15,32.0
2019,Buldhana,Deulgaon Raja,11.0,6,11.0
2019,Buldhana,Sindkhed Raja,13.0,4,13.0
2019,Buldhana,Lonar,10.0,4,10.0
2020,Buldhana,Jalgaon Jamod,13.0,5,13.0
2020,Buldhana,Sangrampur,12.0,6,12.0
2020,Buldhana,Shegaon,16.0,9,16.0
2020,Buldhana,Nandura,15.0,7,15.0
2020,Buldhana,Malkapur,15.0,10,15.0
2020,Buldhana,Motala,15.0,5,15.0
2020,Buldhana,Khamgaon,32.0,15,32.0
2020,Buldhana,Mehkar,20.0,7,20.0
2020,Buldhana,Chikhali,26.0,9,26.0
2020,Buldhana,Buldana,32.0,15,32.0
2020,Buldhana,Deulgaon Raja,11.0,6,11.0
2020,Buldhana,Sindkhed Raja,13.0,4,13.0
2020,Buldhana,Lonar,10.0,4,10.0
2021,Buldhana,Jalgaon Jamod,13.0,5,13.0
2021,Buldhana,Sangrampur,12.0,6,12.0
2021,Buldhana,Shegaon,16.0,9,16.0
2021,Buldhana,Nandura,15.0,7,15.0
2021,Buldhana,Malkapur,15.0,10,15.0
2021,Buldhana,Motala,15.0,5,15.0
2021,Buldhana,Khamgaon,32.0,15,32.0
2021,Buldhana,Mehkar,20.0,7,20.0
2021,Buldhana,Chikhali,26.0,9,26.0
2021,Buldhana,Buldana,32.0,15,32.0
2021,Buldhana,Deulgaon Raja,11.0,6,11.0
2021,Buldhana,Sindkhed Raja,13.0,4,13.0
2021,Buldhana,Lonar,10.0,4,10.0
2012,Chandrapur,Varora,27.0,8,27.0
2012,Chandrapur,Chimur,16.0,5,16.0
2012,Chandrapur,Nagbhid,15.0,5,15.0
2012,Chandrapur,Bramhapuri,20.0,5,20.0
2012,Chandrapur,Savali,10.0,4,10.0
2012,Chandrapur,Sindevahi,11.0,5,11.0
2012,Chandrapur,Bhadravati,21.0,6,21.0
2012,Chandrapur,Chandrapur,66.0,23,66.0
2012,Chandrapur,Mul,14.0,6,14.0
2012,Chandrapur,Ponbhurna,6.0,4,6.0
2012,Chandrapur,Ballarpur,12.0,8,12.0
2012,Chandrapur,Korpana,11.0,4,11.0
2012,Chandrapur,Rajura,13.0,4,13.0
2012,Chandrapur,Gondpipari,11.0,3,11.0
2012,Chandrapur,Jivati,4.0,3,4.0
2013,Chandrapur,Varora,27.0,8,27.0
2013,Chandrapur,Chimur,16.0,5,16.0
2013,Chandrapur,Nagbhid,15.0,5,15.0
2013,Chandrapur,Bramhapuri,20.0,5,20.0
2013,Chandrapur,Savali,10.0,4,10.0
2013,Chandrapur,Sindevahi,11.0,5,11.0
2013,Chandrapur,Bhadravati,21.0,6,21.0
2013,Chandrapur,Chandrapur,66.0,23,66.0
2013,Chandrapur,Mul,14.0,6,14.0
2013,Chandrapur,Ponbhurna,6.0,4,6.0
2013,Chandrapur,Ballarpur,12.0,8,12.0
2013,Chandrapur,Korpana,11.0,4,11.0
2013,Chandrapur,Rajura,13.0,4,13.0
2013,Chandrapur,Gondpipari,11.0,3,11.0
2013,Chandrapur,Jivati,4.0,3,4.0
2014,Chandrapur,Varora,25.0,10,25.0
2014,Chandrapur,Chimur,16.0,5,16.0
2014,Chandrapur,Nagbhid,15.0,5,15.0
2014,Chandrapur,Bramhapuri,24.0,11,24.0
2014,Chandrapur,Savali,10.0,4,10.0
2014,Chandrapur,Sindevahi,12.0,5,12.0
2014,Chandrapur,Bhadravati,27.0,10,27.0
2014,Chandrapur,Chandrapur,66.0,24,66.0
2014,Chandrapur,Mul,15.0,7,15.0
2014,Chandrapur,Ponbhurna,5.0,4,5.0
2014,Chandrapur,Ballarpur,16.0,11,16.0
2014,Chandrapur,Korpana,12.0,4,12.0
2014,Chandrapur,Rajura,14.0,7,14.0
2014,Chandrapur,Gondpipari,11.0,3,11.0
2014,Chandrapur,Jivati,3.0,3,3.0
2015,Chandrapur,Varora,25.0,10,25.0
2015,Chandrapur,Chimur,16.0,5,16.0
2015,Chandrapur,Nagbhid,15.0,5,15.0
2015,Chandrapur,Bramhapuri,24.0,11,24.0
2015,Chandrapur,Savali,10.0,4,10.0
2015,Chandrapur,Sindevahi,12.0,5,12.0
2015,Chandrapur,Bhadravati,27.0,10,27.0
2015,Chandrapur,Chandrapur,66.0,24,66.0
2015,Chandrapur,Mul,15.0,7,15.0
2015,Chandrapur,Ponbhurna,5.0,4,5.0
2015,Chandrapur,Ballarpur,16.0,11,16.0
2015,Chandrapur,Korpana,12.0,4,12.0
2015,Chandrapur,Rajura,14.0,7,14.0
2015,Chandrapur,Gondpipari,11.0,3,11.0
2015,Chandrapur,Jivati,3.0,3,3.0
2016,Chandrapur,Varora,25.0,10,25.0
2016,Chandrapur,Chimur,16.0,5,16.0
2016,Chandrapur,Nagbhid,15.0,5,15.0
2016,Chandrapur,Bramhapuri,24.0,11,24.0
2016,Chandrapur,Savali,10.0,4,10.0
2016,Chandrapur,Sindevahi,12.0,5,12.0
2016,Chandrapur,Bhadravati,27.0,10,27.0
2016,Chandrapur,Chandrapur,66.0,24,66.0
2016,Chandrapur,Mul,15.0,7,15.0
2016,Chandrapur,Ponbhurna,5.0,4,5.0
2016,Chandrapur,Ballarpur,16.0,11,16.0
2016,Chandrapur,Korpana,12.0,4,12.0
2016,Chandrapur,Rajura,14.0,7,14.0
2016,Chandrapur,Gondpipari,11.0,3,11.0
2016,Chandrapur,Jivati,3.0,3,3.0
2017,Chandrapur,Varora,28.0,13,28.0
2017,Chandrapur,Chimur,16.0,5,16.0
2017,Chandrapur,Nagbhid,16.0,6,16.0
2017,Chandrapur,Bramhapuri,25.0,12,25.0
2017,Chandrapur,Savali,10.0,4,10.0
2017,Chandrapur,Sindevahi,12.0,5,12.0
2017,Chandrapur,Bhadravati,28.0,12,28.0
2017,Chandrapur,Chandrapur,72.0,25,72.0
2017,Chandrapur,Mul,16.0,8,16.0
2017,Chandrapur,Ponbhurna,3.0,2,3.0
2017,Chandrapur,Ballarpur,16.0,11,16.0
2017,Chandrapur,Korpana,15.0,5,15.0
2017,Chandrapur,Rajura,13.0,8,13.0
2017,Chandrapur,Gondpipari,12.0,3,12.0
2017,Chandrapur,Jivati,4.0,3,4.0
2018,Chandrapur,Varora,28.0,15,31.0
2018,Chandrapur,Chimur,16.0,5,17.0
2018,Chandrapur,Nagbhid,16.0,7,18.0
2018,Chandrapur,Bramhapuri,25.0,13,26.0
2018,Chandrapur,Savali,10.0,4,11.0
2018,Chandrapur,Sindevahi,12.0,5,13.0
2018,Chandrapur,Bhadravati,28.0,10,28.0
2018,Chandrapur,Chandrapur,72.0,24,74.0
2018,Chandrapur,Mul,16.0,9,18.0
2018,Chandrapur,Ponbhurna,3.0,3,4.0
2018,Chandrapur,Ballarpur,16.0,11,17.0
2018,Chandrapur,Korpana,15.0,4,15.0
2018,Chandrapur,Rajura,13.0,8,13.0
2018,Chandrapur,Gondpipari,12.0,3,12.0
2018,Chandrapur,Jivati,4.0,3,4.0
2019,Chandrapur,Varora,28.0,15,31.0
2019,Chandrapur,Chimur,16.0,5,17.0
2019,Chandrapur,Nagbhid,16.0,7,18.0
2019,Chandrapur,Bramhapuri,25.0,13,26.0
2019,Chandrapur,Savali,10.0,4,11.0
2019,Chandrapur,Sindevahi,12.0,5,13.0
2019,Chandrapur,Bhadravati,28.0,10,28.0
2019,Chandrapur,Chandrapur,72.0,24,74.0
2019,Chandrapur,Mul,16.0,9,18.0
2019,Chandrapur,Ponbhurna,3.0,3,4.0
2019,Chandrapur,Ballarpur,16.0,11,17.0
2019,Chandrapur,Korpana,15.0,4,15.0
2019,Chandrapur,Rajura,13.0,8,13.0
2019,Chandrapur,Gondpipari,12.0,3,12.0
2019,Chandrapur,Jivati,4.0,3,4.0
2020,Chandrapur,Varora,28.0,15,31.0
2020,Chandrapur,Chimur,16.0,6,18.0
2020,Chandrapur,Nagbhid,16.0,7,20.0
2020,Chandrapur,Bramhapuri,25.0,14,27.0
2020,Chandrapur,Savali,10.0,4,13.0
2020,Chandrapur,Sindevahi,12.0,6,15.0
2020,Chandrapur,Bhadravati,28.0,10,27.0
2020,Chandrapur,Chandrapur,72.0,21,71.0
2020,Chandrapur,Mul,16.0,9,15.0
2020,Chandrapur,Ponbhurna,3.0,4,4.0
2020,Chandrapur,Ballarpur,16.0,13,18.0
2020,Chandrapur,Korpana,15.0,5,13.0
2020,Chandrapur,Rajura,13.0,8,16.0
2020,Chandrapur,Gondpipari,12.0,3,12.0
2020,Chandrapur,Jivati,4.0,3,5.0
2021,Chandrapur,Varora,28.0,15,31.0
2021,Chandrapur,Chimur,16.0,6,18.0
2021,Chandrapur,Nagbhid,16.0,7,20.0
2021,Chandrapur,Bramhapuri,25.0,14,27.0
2021,Chandrapur,Savali,10.0,4,13.0
2021,Chandrapur,Sindevahi,12.0,6,15.0
2021,Chandrapur,Bhadravati,28.0,10,27.0
2021,Chandrapur,Chandrapur,72.0,21,71.0
2021,Chandrapur,Mul,16.0,9,15.0
2021,Chandrapur,Ponbhurna,3.0,4,4.0
2021,Chandrapur,Ballarpur,16.0,13,18.0
2021,Chandrapur,Korpana,15.0,5,13.0
2021,Chandrapur,Rajura,13.0,8,16.0
2021,Chandrapur,Gondpipari,12.0,3,12.0
2021,Chandrapur,Jivati,4.0,3,5.0
2012,Dhule,Shirpur,18.0,11,31.0
2012,Dhule,Shindkheda,14.0,9,30.0
2012,Dhule,Sakri,27.0,6,32.0
2012,Dhule,Dhule,51.0,20,81.0
2013,Dhule,Shirpur,20.0,11,31.0
2013,Dhule,Shindkheda,19.0,9,25.0
2013,Dhule,Sakri,27.0,6,29.0
2013,Dhule,Dhule,64.0,20,81.0
2014,Dhule,Shirpur,32.0,32,32.0
2014,Dhule,Shindkheda,25.0,25,25.0
2014,Dhule,Sakri,29.0,29,29.0
2014,Dhule,Dhule,41.0,81,81.0
2015,Dhule,Shirpur,32.0,14,32.0
2015,Dhule,Shindkheda,25.0,8,26.0
2015,Dhule,Sakri,29.0,9,30.0
2015,Dhule,Dhule,41.0,20,81.0
2016,Dhule,Shirpur,9.0,13,23.0
2016,Dhule,Shindkheda,10.0,9,18.0
2016,Dhule,Sakri,15.0,8,18.0
2016,Dhule,Dhule,19.0,20,54.0
2017,Dhule,Shirpur,9.0,13,23.0
2017,Dhule,Shindkheda,10.0,9,18.0
2017,Dhule,Sakri,15.0,8,18.0
2017,Dhule,Dhule,19.0,20,54.0
2018,Dhule,Shirpur,9.0,10,22.0
2018,Dhule,Shindkheda,10.0,8,18.0
2018,Dhule,Sakri,15.0,6,17.0
2018,Dhule,Dhule,19.0,24,62.0
2019,Dhule,Shirpur,138.0,13,22.0
2019,Dhule,Shindkheda,141.0,9,15.0
2019,Dhule,Sakri,227.0,8,19.0
2019,Dhule,Dhule,158.0,25,59.0
2020,Dhule,Shirpur,9.0,11,22.0
2020,Dhule,Shindkheda,10.0,8,19.0
2020,Dhule,Sakri,15.0,7,18.0
2020,Dhule,Dhule,19.0,22,62.0
2021,Dhule,Shirpur,11.0,10,22.0
2021,Dhule,Shindkheda,14.0,8,19.0
2021,Dhule,Sakri,18.0,7,18.0
2021,Dhule,Dhule,17.0,19,59.0
2012,Gadchiroli,Desaiganj,4.0,6,9.0
2012,Gadchiroli,Rmori,7.0,4,11.0
2012,Gadchiroli,Kurkheda,5.0,5,10.0
2012,Gadchiroli,Korachi,3.0,3,5.0
2012,Gadchiroli,Dhanora,6.0,3,8.0
2012,Gadchiroli,Gadchiroli,10.0,7,18.0
2012,Gadchiroli,Chomoshi,8.0,5,16.0
2012,Gadchiroli,Mulchera,2.0,3,4.0
2012,Gadchiroli,Etapalli,2.0,3,4.0
2012,Gadchiroli,Bhamragad,1.0,2,2.0
2012,Gadchiroli,Aheri,5.0,5,12.0
2012,Gadchiroli,Sironcha,4.0,3,6.0
2013,Gadchiroli,Desaiganj,7.0,6,12.0
2013,Gadchiroli,Rmori,7.0,5,13.0
2013,Gadchiroli,Kurkheda,5.0,5,10.0
2013,Gadchiroli,Korachi,3.0,3,5.0
2013,Gadchiroli,Dhanora,6.0,3,8.0
2013,Gadchiroli,Gadchiroli,8.0,8,19.0
2013,Gadchiroli,Chomoshi,8.0,5,16.0
2013,Gadchiroli,Mulchera,2.0,3,4.0
2013,Gadchiroli,Etapalli,2.0,3,4.0
2013,Gadchiroli,Bhamragad,1.0,2,2.0
2013,Gadchiroli,Aheri,5.0,5,12.0
2013,Gadchiroli,Sironcha,4.0,3,6.0
2014,Gadchiroli,Desaiganj,7.0,6,12.0
2014,Gadchiroli,Rmori,7.0,5,13.0
2014,Gadchiroli,Kurkheda,5.0,5,10.0
2014,Gadchiroli,Korachi,3.0,3,5.0
2014,Gadchiroli,Dhanora,6.0,3,8.0
2014,Gadchiroli,Gadchiroli,8.0,8,19.0
2014,Gadchiroli,Chomoshi,8.0,5,16.0
2014,Gadchiroli,Mulchera,2.0,3,4.0
2014,Gadchiroli,Etapalli,2.0,3,4.0
2014,Gadchiroli,Bhamragad,1.0,2,2.0
2014,Gadchiroli,Aheri,5.0,5,12.0
2014,Gadchiroli,Sironcha,4.0,5,8.0
2015,Gadchiroli,Desaiganj,7.0,6,13.0
2015,Gadchiroli,Rmori,7.0,5,13.0
2015,Gadchiroli,Kurkheda,5.0,5,10.0
2015,Gadchiroli,Korachi,3.0,3,5.0
2015,Gadchiroli,Dhanora,6.0,3,8.0
2015,Gadchiroli,Gadchiroli,8.0,8,22.0
2015,Gadchiroli,Chomoshi,8.0,5,17.0
2015,Gadchiroli,Mulchera,2.0,3,4.0
2015,Gadchiroli,Etapalli,2.0,3,4.0
2015,Gadchiroli,Bhamragad,1.0,2,2.0
2015,Gadchiroli,Aheri,5.0,5,12.0
2015,Gadchiroli,Sironcha,4.0,3,7.0
2016,Gadchiroli,Desaiganj,7.0,6,14.0
2016,Gadchiroli,Rmori,7.0,5,13.0
2016,Gadchiroli,Kurkheda,5.0,5,10.0
2016,Gadchiroli,Korachi,3.0,3,4.0
2016,Gadchiroli,Dhanora,6.0,3,8.0
2016,Gadchiroli,Gadchiroli,8.0,10,24.0
2016,Gadchiroli,Chomoshi,8.0,5,17.0
2016,Gadchiroli,Mulchera,2.0,3,4.0
2016,Gadchiroli,Etapalli,2.0,3,4.0
2016,Gadchiroli,Bhamragad,1.0,2,2.0
2016,Gadchiroli,Aheri,5.0,5,12.0
2016,Gadchiroli,Sironcha,4.0,3,7.0
2017,Gadchiroli,Desaiganj,8.0,6,13.0
2017,Gadchiroli,Rmori,8.0,5,13.0
2017,Gadchiroli,Kurkheda,6.0,5,10.0
2017,Gadchiroli,Korachi,3.0,3,5.0
2017,Gadchiroli,Dhanora,6.0,3,8.0
2017,Gadchiroli,Gadchiroli,8.0,11,25.0
2017,Gadchiroli,Chomoshi,8.0,5,17.0
2017,Gadchiroli,Mulchera,2.0,3,4.0
2017,Gadchiroli,Etapalli,2.0,3,4.0
