District,Year,Receipts and Loans,"From Commercial Activities
",Government Subsidies,Other Sources,Rents and Taxes,Revenue,Administration (Establishment),Administration (Others),Construction,Drainage and Sewage,Education,Expenditure on Weak Components,Others,Public Health,Public Lighting,Public Security,Special Expenses and Loans,Tax Recovery,Transportation,Water Supply,Expenditure,Social Services,Economic Services,Non-Developmental
Nagpur,2019,13000000.0,300000.0,521000000.0,184900000.0,48600000.0,767800000.0,58000000.0,7300000.0,152600000.0,22400000.0,,23800000.0,163400000.0,20000000.0,27900000.0,500000.0,2500000.0,8900000.0,,80000000.0,567300000.0,123800000.0,202900000.0,240600000.0
Nagpur,2020,18900000.0,100000.0,302500000.0,21100000.0,29700000.0,372300000.0,,,,,,,,,,,,,,,,,,
Nagpur,2021,12700000.0,2900000.0,458400000.0,69900000.0,40200000.0,584100000.0,,,,,,,,,,,,,,,,,,
Nanded,2014,,,,,,,8128000.0,,,41760000.0,,,481209000.0,,41050000.0,,109092000.0,,,18438000.0,699676000.0,18438000.0,82810000.0,598429000.0
Nanded,2015,,,,,,,14991000.0,14715000.0,907000.0,,,,15475000.0,,3099000.0,,,,,220504000.0,269691000.0,220504000.0,4006000.0,45181000.0
Nanded,2016,315000.0,,1591000.0,184356000.0,11185000.0,197447000.0,15775000.0,14222000.0,1149000.0,542000.0,,,1034000.0,,3822000.0,,,1456000.0,,104452000.0,142452000.0,104452000.0,5513000.0,32487000.0
Nanded,2017,1015000.0,,230438000.0,8243000.000000001,12275000.0,251971000.0,180000.0,,104470000.0,10671000.0,,4800000.0,13810000.0,,,,50500000.0,27872000.0,,17089000.0,229392000.0,21889000.0,115141000.0,92362000.0
Nanded,2018,1422000.0,844000.0,219800000.0,19331000.0,14252000.0,255649000.0,1533000.0,483000.0,465779000.0,321650000.0,256099000.0,109370000.0,281748000.0,5663000.0,44770000.0,65249000.0,71992000.0,334507000.0,,100633000.0,2059476000.0,471764999.9999999,832199000.0,755512000.0000001
Nanded,2019,1305000.0,160000.0,384336000.0,7300000.0,8862000.0,401963000.0,141000.0,317000.0,124755000.0,42999000.0,18338000.0,4812000.0,124828000.0,33651000.0,,2230000.0,4500000.0,98329000.0,,172036000.0,626936000.0,228837000.0,167754000.0,230345000.0
Nanded,2020,36757000.0,11552000.0,682616000.0,229309000.0,23830000.0,984064000.0,,,,,,,,,,,,,,,,,,
Nanded,2021,300000.0,1882000.0,501255000.0,280251000.0,25246000.0,808934000.0,,,,,,,,,,,,,,,,,,
Nandurbar,2016,,,,,,,2389000.0,513999.9999999999,59204000.0,,,,189000.0,91000.0,362000.0,,,,,676000.0,63425000.0,767000.0,59566000.0,3092000.0
Nandurbar,2017,,,,,,,6442000.0,3427000.0,64297000.0,,,17000.0,,5357000.0,1188000.0,,,,,1124000.0,81852000.0,6498000.0,65485000.0,9869000.0
Nandurbar,2018,,1134000.0,115400000.0,900000.0,1300000.0,118734000.0,9215000.0,2863000.0,87950000.0,,,29000.0,,6217000.0,208000.0,,,,,1424000.0,107906000.0,7670000.0,88158000.0,12078000.0
Nandurbar,2019,,310000.0,89002000.0,1619000.0,1587000.0,92518000.0,358954000.0,22095000.0,94318000.0,,4286000.0,1346000.0,64624000.0,15118000.0,12921000.0,2396000.0,31570000.0,3860000.0,,34968000.0,646456000.0,55718000.00000001,107239000.0,483499000.0
Nandurbar,2020,,220000.0,99790000.0,1295000.0,1274000.0,102579000.0,,,,,,,,,,,,,,,,,,
Nandurbar,2021,,220000.0,99790000.0,1295000.0,1274000.0,102579000.0,,,,,,,,,,,,,,,,,,
Nashik,2015,,,,,,,31499000.0,629000.0,82274000.0,9733000.0,686000.0,10197000.0,,9774000.0,1723000.0,3741000.0,15613000.0,,,7126000.000000001,172995000.0,27783000.0,93730000.0,51482000.00000001
Nashik,2016,,,,,,,31614000.0,4536000.0,44613000.0,17544000.0,,530000.0,259353000.0,18005000.0,10176000.0,1094000.0,4671000.0,8000.0,,11466000.0,403611000.0,30001000.0,72333000.0,301276000.0
Nashik,2017,5132000.0,10811000.0,159484000.0,809000.0,50469000.0,226705000.0,53650000.0,4581000.0,210392000.0,33572000.0,5000.0,755000.0,28260000.0,19817000.0,5581000.0,,5408000.0,229000.0,,16553000.0,378804000.0,37129999.99999999,249545000.0,92128000.0
Nashik,2018,4157000.0,1393000.0,182985000.0,50957000.0,68460000.0,307951000.0,52204999.99999999,8567000.0,160680000.0,9885000.0,,759000.0,100487000.0,18878000.0,3266000.0,450000.0,5682000.0,577000.0,,12475000.0,373912000.0,32112000.0,173831000.0,167968000.0
Nashik,2019,12851000.0,,313413000.0,15002000.0,36173000.0,377440000.0,55713000.0,5204000.0,182457000.0,9009000.0,305000.0,1131000.0,196412000.0,34609000.0,19290000.0,80000.0,1487000.0,233000.0,,55292999.99999999,561223000.0,91337999.99999999,210756000.0,259129000.0
Nashik,2020,21881000.0,3083000.0,317173000.0,21921000.0,43078000.0,407135000.0,,,,,,,,,,,,,,,,,,
