District,Year,Value Added Tax (VAT),Stamp and Registration fee,State Excise Duty,Electricity Charges,Entertainment Tax,Vehicles Tax,Tax on goods and cargo,Land Tax,Other Revenue,Total Tax Revenue
Pune,2017,666020000.0,182506000.0,39000.0,16433000.0,421879000.0,4544878000.0,,814816000.0,302000.0,6646872000.0
Pune,2018,320788000.0,173920000.0,51000.0,1958000.0,210808000.0,1444079000.0,,106376000.0,,2257980000.0
Pune,2019,132241000.0,172241000.0,47000.0,1047000.0,172966000.0,722787000.0,,497908000.0,,1699237000.0
Pune,2020,24298000.0,126404000.0,800000.0,,125609000.0,19737000.0,,254248000.0,,551096000.0
Pune,2021,14417000.0,177586000.0,,15000.0,187315000.0,480999.9999999999,,12051000.0,,391865000.0
Raigad,2012,1121500000.0,2226600000.0,1951500000.0,692100000.0,123700000.0,1888100000.0,4000000.0,492000000.0,29500000.0,8529000000.0
Raigad,2013,941100000.0,1582000000.0,209500000.0,729400000.0,140200000.0,1845500000.0,16700000.0,313800000.0,199600000.0,5977800000.0
Raigad,2014,610500000.0,214600000.0,260500000.0,278300000.0,212800000.0,2028900000.0,14800000.0,501600000.0,159900000.0,4281900000.0
Raigad,2015,493400000.0,213100000.0,174400000.0,266100000.0,144300000.0,1927700000.0,13000000.0,465800000.0,150000000.0,3847800000.0
Raigad,2016,338300000.0,79900000.0,46400000.0,1100000.0,111300000.0,2133100000.0,5300000.0,217800000.0,300000.0,2933500000.0
Raigad,2017,31800000.0,18600000.0,100000.0,4700000.0,56600000.0,2717600000.0,10600000.0,1011400000.0,,3851400000.0
Raigad,2018,156700000.0,12700000.0,100000.0,13000.0,51000000.0,1978900000.0,1800000.0,700000.0,,2201800000.0
Raigad,2019,62100000.0,9900000.0,,12000.0,52000000.0,294900000.0,300000.0,35500000.0,,454900000.0
Raigad,2020,,8700000.0,,,43200000.0,228200000.0,300000.0,75500000.0,,356000000.0
Raigad,2021,,9900000.0,,,24100000.0,,,15800000.0,,49800000.0
Ratnagiri,2006,,,,,,,,,,
Ratnagiri,2008,652500000.0,311700000.0,87700000.0,4900000.0,42400000.0,158300000.0,,74200000.0,,1331700000.0
Ratnagiri,2009,605500000.0,365600000.0,119200000.0,7500000.0,48100000.0,199700000.0,,133800000.0,,1479400000.0
Ratnagiri,2010,351100000.0,451100000.0,115800000.0,25100000.0,44100000.0,266600000.0,,262800000.0,,1516700000.0
Ratnagiri,2011,115400000.0,551400000.0,126200000.0,52100000.0,50700000.0,308600000.0,,151300000.0,,1355700000.0
Ratnagiri,2012,279700000.0,959600000.0,31100000.0,67300000.0,52700000.0,282700000.0,,176500000.0,,1849600000.0
Ratnagiri,2013,317400000.0,635800000.0,69500000.0,59600000.0,58400000.0,262800000.0,,188500000.0,,1592000000.0
Ratnagiri,2014,296000000.0,167400000.0,75900000.0,41900000.0,74100000.0,272100000.0,,188000000.0,,1115400000.0
Ratnagiri,2015,106500000.0,27300000.0,54100000.0,200000.0,69800000.0,243800000.0,1800000.0,70400000.0,,573900000.0
Ratnagiri,2016,240500000.0,15900000.0,12600000.0,100000.0,45000000.0,278200000.0,3000000.0,1000000.0,,596300000.0
Ratnagiri,2017,191200000.0,20800000.0,,100000.0,40700000.0,445900000.0,700000.0,700000.0,,700100000.0
Ratnagiri,2018,4129.0,7800000.0,1000000.0,100000.0,3500000.0,291000000.0,700000.0,600000.0,,304700000.0
Ratnagiri,2019,31170.0,4200000.0,,,44900000.0,56800000.0,,1200000.0,,107100000.0
Ratnagiri,2020,11620.0,3700000.0,25.0,,59100000.0,14810.0,,107800.0,,62934000.0
Ratnagiri,2021,12183000.0,4399000.0,10.0,,41421000.0,15000.0,,103000.0,8000.0,58128000.0
Sangli,2012,81294000.0,812254000.0,105266000.0,36893000.0,122616000.0,640532000.0,608000.0,113936000.0,1383685000.0,3297084000.0
Sangli,2013,481351000.0,80300000.0,250947000.0,2642000.0,95616000.0,430451000.0,180000.0,131726000.0,1043699000.0,2516912000.0
Sangli,2014,160795000.0,1311871000.0,42224000.0,306000.0,146340000.0,401823000.0,910000.0,127952000.0,942812999.9999999,3135034000.0
Sangli,2015,168008000.0,9794000.0,94841000.0,911000.0,57054999.99999999,358878000.0,1154000.0,91707000.0,1678028000.0,2460377000.0
Sangli,2016,146508000.0,7563000.0,10224000.0,705000.0,37000.0,430583000.0,2107000.0,37317000.0,1367593000.0,2002637000.0
Sangli,2017,183839000.0,8873000.0,72000.0,585000.0,,596424000.0,327000.0,6342000.0,810966000.0,1607428000.0
Sangli,2018,30334000.0,11495000.0,,,75523000.0,530880000.0,,7743000.000000001,1923216000.0,2579191000.0
Sangli,2019,888000.0000000001,65737000.0,,,97278000.0,183359000.0,,24545000.0,2319216000.0,2691023000.0
Sangli,2020,800000.0,12167000.0,,390.0,2375000.0,,,10385000.0,2419300000.0,2445027000.0
Sangli,2021,61000.0,11446000.0,1000.0,,157765000.0,,,5070000.0,536874000.0,711217000.0
Satara,2012,349993000.0,1010807000.0,60028000.0,3451000.0,206601000.0,957187000.0000001,1676000.0,230903000.0,60449000.0,2963633000.0
Satara,2013,449983000.0,599273000.0,22110000.0,2337000.0,166407000.0,389035000.0,1427000.0,238358000.0,13262000.0,1920796000.0
Satara,2014,986990000.0,158191000.0,16000.0,2225000.0,181419000.0,962243000.0,9865000.0,289588000.0,16455000.0,2638325000.0
Satara,2015,258218000.0,139351000.0,6000.0,3663000.0,5830000.0,682809000.0,6121000.0,119170000.0,13583000.0,1351359000.0
Satara,2016,214153000.0,10936000.0,,526000.0,,132061000.0,1056000.0,85383000.0,3246000.0,447757000.0
Satara,2017,,11204000.0,,913000.0000000001,7322000.0,983653000.0000001,212000.0,18448000.0,409708000.0,1625874000.0
Satara,2018,62311000.0,12845000.0,,,,74626000.0,,10950000.0,232990000.0,393722000.0
Satara,2019,30860000.0,10430000.0,,,,54365000.0,,23836000.0,24961000.0,144452000.0
Satara,2020,6551000.000000001,8814000.0,,,,295000.0,,7214000.0,212486000.0,235360000.0
Satara,2021,652000.0,21431000.0,,,,181000.0,,1916000.0,374808000.0,398988000.0
Sindhudurg,2012,26400000.0,433000000.0,24300000.0,4100000.0,17400000.0,271900000.0,8000000.0,77000000.0,591000000.0,1453100000.0
Sindhudurg,2013,2100000.0,434600000.0,35200000.0,1300000.0,19900000.0,224500000.0,4700000.0,86000000.0,836500000.0,1644800000.0
Sindhudurg,2014,8300000.0,128200000.0,25200000.0,100000.0,20800000.0,217500000.0,6000000.0,97800000.0,746000000.0,1249900000.0
Sindhudurg,2015,1400000.0,25900000.0,28200000.0,100000.0,18600000.0,190300000.0,5700000.0,27800000.0,559900000.0,857900000.0
Sindhudurg,2016,2800000.0,15000000.0,3100000.0,200000.0,13600000.0,206400000.0,9200000.0,1500000.0,271700000.0,523500000.0
Sindhudurg,2017,1000000.0,16200000.0,100000.0,100000.0,5800000.0,346500000.0,7400000.0,4000000.0,304600000.0,685700000.0
Sindhudurg,2018,146000.0,7659999.999999999,,95000.0,4280000.0,328107000.0,4676000.0,509000.0,416714000.0000001,762187000.0
Sindhudurg,2019,4000.0,2256000.0,,55000.00000000001,,170000000.0,2180000.0,150980000.0,271449000.0,596924000.0
Sindhudurg,2020,18000.0,2113000.0,,,,22241000.0,,403000.0,1623825000.0,1648600000.0
Sindhudurg,2021,31874000.0,2102000.0,2000.0,,,16854000.0,,369000.0,353650000.0,404851000.0
Thane,2012,1143200000.0,5631000000.0,894000000.0,261900000.0,2135700000.0,8760900000.0,13300000.0,1062800000.0,1021800000.0,20924600000.0
Thane,2013,1383400000.0,7073000000.0,9232000000.0,272000000.0,3045800000.0,9071000000.0,,1531200000.0,1331800000.0,32940200000.0
Thane,2014,554800000.0,111500000.0,273000000.0,103400000.0,2370000000.0,8228800000.0,6900000.0,1426500000.0,556500000.0,13631300000.0
Thane,2015,3030200000.0,50400000.0,23800000.0,22000000.0,1880700000.0,3820200000.0,31000000.0,1207100000.0,475800000.0,10541200000.0
Thane,2016,143100000.0,43800000.0,500000.0,7600000.0,1808800000.0,4780900000.0,100000.0,46900000.0,105700000.0,6937300000.0
Thane,2017,36400000.0,34200000.0,5600000.0,607500000.0,1457400000.0,5326100000.0,100000.0,49900000.0,3192500000.0,10709700000.0
Thane,2018,22633000.0,37581000.0,73000.0,1338000.0,1930490000.0,2248483000.0,,125712000.0,6365000.0,4372677000.0
Thane,2019,36600000.0,37000000.0,200000.0,1900000.0,1844600000.0,823100000.0,3000.0,49000000.0,8100000.0,2800600000.0
Thane,2020,969999.9999999999,29760000.0,1260000.0,,1724250000.0,178910000.0,,8059999.999999999,261660000.0,2204870000.0
Thane,2021,85000.0,43000000.0,527000.0,,1542453000.0,74427000.0,,123825000.0,233208000.0,2017525000.0
Wardha,2012,114200000.0,246800000.0,200000.0,12700000.0,34600000.0,199300000.0,900000.0,95200000.0,2138200000.0,2842100000.0
Wardha,2013,69800000.0,277300000.0,100000.0,100000.0,39300000.0,160100000.0,100000.0,61600000.0,2076500000.0,2684900000.0
Wardha,2014,93000000.0,225000000.0,100000.0,100000.0,41900000.0,134900000.0,100000.0,78700000.0,1771000000.0,2344800000.0
Wardha,2015,74300000.0,50000000.0,100000.0,100000.0,27600000.0,125100000.0,200000.0,32200000.0,786800000.0,1096400000.0
Wardha,2016,87100000.0,35400000.0,,100000.0,23100000.0,138400000.0,1100000.0,54000000.0,2090500000.0,2429700000.0
Wardha,2017,77600000.0,19600000.0,,100000.0,13300000.0,441400000.0,400000.0,97600000.0,1652100000.0,2302100000.0
Wardha,2018,199200000.0,29800000.0,,100000.0,27500000.0,368500000.0,400000.0,178700000.0,2286500000.0,3090700000.0
Wardha,2019,2900000.0,10100000.0,,,300000.0,88400000.0,,5100000.0,497800000.0,604600000.0
Wardha,2020,1500000.0,8200000.0,,,800000.0,400000.0,,44600000.0,989500000.0,1045000000.0
Wardha,2021,500000.0,4700000.0,,,1300000.0,200000.0,,38400000.0,892500000.0,937600000.0
Washim,2008,111445000.0,106215000.0,10331000.0,,4644000.0,,,16691000.0,,
Washim,2009,135286000.0,126580000.0,10331000.0,,6277000.0,,,64989000.0,93660000.0,
Washim,2010,157432000.0,126580000.0,10331000.0,,6285000.0,,,68906000.0,50094000.0,419628000.0
Washim,2011,304847000.0,200293000.0,10871000.0,,11451000.0,,,75790000.0,34865000.0,638117000.0
Washim,2012,377104000.0,227462000.0,13324000.0,7516000.0,11330000.0,147388000.0,,77085000.0,5794000.0,527613000.0
Washim,2013,28426000.0,267422000.0,19824000.0,745000.0,11404000.0,163694000.0,,96281000.0,3479000.0,591275000.0
Washim,2014,59857000.00000001,112398000.0,20247000.0,1347000.0,13650000.0,132002000.0,40000.0,106187000.0,30681000.0,476409000.0
Washim,2015,79947000.0,40100000.0,1137000.0,23000.0,1172000.0,65850000.0,,20701000.0,92909000.0,301839000.0
Washim,2016,64514000.0,35641000.0,,66000.0,29000.0,78785000.0,,12390000.0,1022006000.0,1213431000.0
Washim,2017,53517999.99999999,16781000.0,,55000.00000000001,16000.0,171599000.0,,6465000.000000001,,248434000.0
Washim,2018,,,,,,,,,,
Washim,2019,4712000.0,2952000.0,,,7000.000000000001,61360000.0,,24398000.0,101591000.0,195020000.0
Washim,2020,3831000.0,4380000.0,3626000.0,,373000.0,4483000.0,,,,16693000.0
Washim,2021,2343000.0,4380000.0,,,8950000.0,,,3379000.0,,19346000.0
Yavatmal,2012,84396000.0,545802000.0,55116000.0,19026000.0,32393000.0,437410999.9999999,3994000.0,19508000.0,3713286000.0,4910932000.0
Yavatmal,2013,86335000.0,505635999.9999999,81543000.0,2604000.0,31036000.0,399343000.0,556000.0,103786000.0,3815276000.0,5026115000.0
Yavatmal,2014,79847000.0,307516000.0,14452000.0,84000.0,42455000.0,380700000.0,,114374000.0,4638997000.0,5578425000.0
Yavatmal,2015,97693000.0,57507000.00000001,2438000.0,129000.0,33294000.0,284661000.0,,78305000.0,2168675000.0,2722702000.0
Yavatmal,2016,117446000.0,13608000.0,72000.0,248000.0,19823000.0,302524000.0,,37745000.0,379702000.0,871168000.0
Yavatmal,2017,87646000.0,8604000.0,,184000.0,6645000.0,396345000.0,,56538000.0,884627000.0,1440589000.0
Yavatmal,2018,7036000.0,11279000.0,,3000.0,11853000.0,382451000.0,,74622000.0,623152000.0,1110396000.0
Yavatmal,2019,6411000.0,9159000.0,,,27678000.0,168761000.0,,81082000.0,942631000.0,1235722000.0
Yavatmal,2020,1590000.0,8154000.000000001,,11000.0,,110823000.0,,44837000.0,1307361000.0,1472776000.0
Yavatmal,2021,195000.0,7111000.0,2000.0,,23275000.0,125598000.0,,16811000.0,615806000.0,788798000.0
