Year,District,Rural/Urban,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X)
2019,Raigad,Rural,Others,9,4,7,4,3
2019,Raigad,Rural,Private Unaided (Recognized),76,95,22,66,59
2019,Raigad,Urban,Government Aided,18,9,26,13,8
2019,Raigad,Urban,Local Body,28,78,0,2,5
2019,Raigad,Urban,Others,1,2,0,0,0
2019,Raigad,Urban,Private Unaided (Recognized),35,47,17,27,16
2020,Raigad,Rural,Government Aided,31,24,66,135,94
2020,Raigad,Rural,Local Body,1926,659,0,0,0
2020,Raigad,Rural,Others,6,4,7,4,3
2020,Raigad,Rural,Private Unaided (Recognized),67,103,27,63,53
2020,Raigad,Urban,Government Aided,18,8,26,13,9
2020,Raigad,Urban,Local Body,28,78,0,2,5
2020,Raigad,Urban,Others,1,2,0,0,0
2020,Raigad,Urban,Private Unaided (Recognized),31,48,17,31,15
2021,Raigad,Rural,Government Aided,27,16,62,131,90
2021,Raigad,Rural,Local Body,1862,649,0,0,0
2021,Raigad,Rural,Others,2,5,6,4,3
2021,Raigad,Rural,Private Unaided (Recognized),49,77,23,56,41
2021,Raigad,Urban,Government Aided,22,16,30,17,13
2021,Raigad,Urban,Local Body,72,90,0,2,5
2021,Raigad,Urban,Others,4,1,1,0,0
2021,Raigad,Urban,Private Unaided (Recognized),43,73,26,42,25
2012,Ratnagiri,Rural,Government Aided,10,0,63,86,135
2012,Ratnagiri,Rural,Local Body,1733,966,0,1,0
2012,Ratnagiri,Rural,Others,21,7,3,5,11
2012,Ratnagiri,Rural,Private Unaided (Recognized),33,27,3,7,33
2012,Ratnagiri,Urban,Government Aided,10,1,10,10,2
2012,Ratnagiri,Urban,Local Body,21,42,0,0,0
2012,Ratnagiri,Urban,Others,4,2,0,0,0
2012,Ratnagiri,Urban,Private Unaided (Recognized),9,11,0,1,7
2013,Ratnagiri,Rural,Government Aided,13,1,65,88,0
2013,Ratnagiri,Rural,Central Govt,0,2,0,0,0
2013,Ratnagiri,Rural,Local Body,1741,967,0,0,0
2013,Ratnagiri,Rural,Others,17,4,1,3,180
2013,Ratnagiri,Rural,Private Unaided (Recognized),40,26,3,8,0
2013,Ratnagiri,Urban,Government Aided,13,3,10,10,0
2013,Ratnagiri,Urban,Local Body,21,42,0,0,0
2013,Ratnagiri,Urban,Others,4,1,0,0,8
2013,Ratnagiri,Urban,Private Unaided (Recognized),8,11,0,1,0
2014,Ratnagiri,Rural,Government Aided,13,1,65,88,134
2014,Ratnagiri,Rural,Central Govt,0,1,0,0,0
2014,Ratnagiri,Rural,Local Body,1723,966,0,1,0
2014,Ratnagiri,Rural,Others,11,2,1,3,4
2014,Ratnagiri,Rural,Private Unaided (Recognized),53,28,3,7,43
2014,Ratnagiri,Urban,Government Aided,13,3,10,10,2
2014,Ratnagiri,Urban,Local Body,22,43,0,0,0
2014,Ratnagiri,Urban,Others,4,0,0,0,0
2014,Ratnagiri,Urban,Private Unaided (Recognized),8,13,0,1,6
2015,Ratnagiri,Rural,Government Aided,13,1,65,87,137
2015,Ratnagiri,Rural,Central Govt,6,3,1,1,0
2015,Ratnagiri,Rural,Local Body,1722,966,0,1,0
2015,Ratnagiri,Rural,Others,7,0,0,2,4
2015,Ratnagiri,Rural,Private Unaided (Recognized),54,28,3,7,39
2015,Ratnagiri,Urban,Government Aided,13,3,10,10,2
2015,Ratnagiri,Urban,Local Body,23,43,0,0,0
2015,Ratnagiri,Urban,Others,2,0,0,0,0
2015,Ratnagiri,Urban,Private Unaided (Recognized),11,14,0,1,7
2016,Ratnagiri,Rural,Government Aided,12,1,65,87,137
2016,Ratnagiri,Rural,Central Govt,0,1,0,0,0
2016,Ratnagiri,Rural,Local Body,1711,965,0,1,0
2016,Ratnagiri,Rural,Others,14,2,1,3,4
2016,Ratnagiri,Rural,Private Unaided (Recognized),59,30,3,6,37
2016,Ratnagiri,Urban,Government Aided,13,3,10,10,2
2016,Ratnagiri,Urban,Local Body,22,42,0,0,0
2016,Ratnagiri,Urban,Others,1,0,0,0,0
2016,Ratnagiri,Urban,Private Unaided (Recognized),14,15,0,2,7
2017,Ratnagiri,Rural,Government Aided,12,2,76,74,138
2017,Ratnagiri,Rural,Local Body,1672,971,1,0,0
2017,Ratnagiri,Rural,Others,5,2,1,7,3
2017,Ratnagiri,Rural,Private Unaided (Recognized),35,44,5,21,33
2017,Ratnagiri,Urban,Government Aided,13,3,11,9,3
2017,Ratnagiri,Urban,Local Body,25,40,0,0,0
2017,Ratnagiri,Urban,Others,1,1,0,0,0
2017,Ratnagiri,Urban,Private Unaided (Recognized),12,17,0,3,6
2018,Ratnagiri,Rural,Government Aided,13,2,74,76,138
2018,Ratnagiri,Rural,Local Body,1572,966,1,0,0
2018,Ratnagiri,Rural,Others,4,2,0,5,1
2018,Ratnagiri,Rural,Private Unaided (Recognized),35,43,6,23,34
2018,Ratnagiri,Urban,Government Aided,13,3,11,9,3
2018,Ratnagiri,Urban,Local Body,23,40,0,0,0
2018,Ratnagiri,Urban,Others,1,0,0,0,0
2018,Ratnagiri,Urban,Private Unaided (Recognized),13,15,0,5,5
2019,Ratnagiri,Rural,Government Aided,12,2,72,77,140
2019,Ratnagiri,Rural,Local Body,1560,965,1,0,0
2019,Ratnagiri,Rural,Others,3,3,0,3,1
2019,Ratnagiri,Rural,Private Unaided (Recognized),38,46,7,26,33
2019,Ratnagiri,Urban,Government Aided,14,3,12,9,3
2019,Ratnagiri,Urban,Local Body,25,43,0,0,0
2019,Ratnagiri,Urban,Others,1,0,0,0,0
2019,Ratnagiri,Urban,Private Unaided (Recognized),12,16,0,5,5
2020,Ratnagiri,Rural,Government Aided,12,2,70,78,139
2020,Ratnagiri,Rural,Local Body,1512,964,1,0,0
2020,Ratnagiri,Rural,Others,3,2,0,3,1
2020,Ratnagiri,Rural,Private Unaided (Recognized),37,46,8,28,33
2020,Ratnagiri,Urban,Government Aided,14,3,12,9,3
2020,Ratnagiri,Urban,Local Body,23,40,0,0,0
2020,Ratnagiri,Urban,Others,1,0,0,0,0
2020,Ratnagiri,Urban,Private Unaided (Recognized),12,14,0,7,5
2021,Ratnagiri,Rural,Government Aided,12,2,66,77,138
2021,Ratnagiri,Rural,Local Body,1474,948,1,0,0
2021,Ratnagiri,Rural,Others,1,1,0,2,0
2021,Ratnagiri,Rural,Private Unaided (Recognized),33,37,11,29,30
2021,Ratnagiri,Urban,Government Aided,15,3,15,9,5
2021,Ratnagiri,Urban,Local Body,36,53,0,0,0
2021,Ratnagiri,Urban,Others,1,0,0,0,0
2021,Ratnagiri,Urban,Private Unaided (Recognized),11,18,1,8,6
2012,Sangli,Rural,Government Aided,28,39,109,222,72
2012,Sangli,Rural,Local Body,1206,473,0,0,0
2012,Sangli,Rural,Others,25,4,0,0,1
2012,Sangli,Rural,Private Unaided (Recognized),54,30,3,13,56
2012,Sangli,Urban,Government Aided,43,46,28,36,14
2012,Sangli,Urban,Local Body,35,32,0,0,0
2012,Sangli,Urban,Others,25,60,0,3,1
2012,Sangli,Urban,Private Unaided (Recognized),33,38,2,6,29
2013,Sangli,Rural,Government Aided,40,45,109,225,0
2013,Sangli,Rural,Central Govt,0,0,0,0,0
2013,Sangli,Rural,Local Body,1204,473,0,0,0
2013,Sangli,Rural,Others,6,3,0,0,127
2013,Sangli,Rural,Private Unaided (Recognized),74,28,3,10,1
2013,Sangli,Urban,Government Aided,55,55,29,37,0
2013,Sangli,Urban,Local Body,40,78,0,1,0
2013,Sangli,Urban,Others,8,9,0,0,45
2013,Sangli,Urban,Private Unaided (Recognized),32,34,1,7,1
2014,Sangli,Rural,Government Aided,40,46,109,226,72
2014,Sangli,Rural,Central Govt,0,0,0,0,0
2014,Sangli,Rural,Local Body,1206,473,0,0,0
2014,Sangli,Rural,Others,2,2,0,0,2
2014,Sangli,Rural,Private Unaided (Recognized),102,28,4,9,58
2014,Sangli,Urban,Government Aided,55,55,29,38,14
2014,Sangli,Urban,Local Body,38,78,0,1,0
2014,Sangli,Urban,Others,3,2,0,0,0
2014,Sangli,Urban,Private Unaided (Recognized),44,34,1,7,32
2015,Sangli,Rural,Government Aided,39,46,112,226,76
2015,Sangli,Rural,Central Govt,0,0,0,0,0
2015,Sangli,Rural,Local Body,1199,473,0,0,0
2015,Sangli,Rural,Others,1,1,0,0,4
2015,Sangli,Rural,Private Unaided (Recognized),113,35,2,7,55
2015,Sangli,Urban,Government Aided,53,57,29,39,15
2015,Sangli,Urban,Local Body,39,78,0,1,0
2015,Sangli,Urban,Others,3,2,0,0,1
2015,Sangli,Urban,Private Unaided (Recognized),41,37,2,7,32
2016,Sangli,Rural,Government Aided,42,47,112,228,81
2016,Sangli,Rural,Central Govt,0,0,0,0,0
2016,Sangli,Rural,Local Body,1198,473,0,0,0
2016,Sangli,Rural,Others,2,1,0,0,5
2016,Sangli,Rural,Private Unaided (Recognized),131,41,3,6,49
2016,Sangli,Urban,Government Aided,55,57,29,38,18
2016,Sangli,Urban,Local Body,38,78,0,1,0
2016,Sangli,Urban,Others,0,0,0,0,1
2016,Sangli,Urban,Private Unaided (Recognized),46,40,2,7,29
2017,Sangli,Rural,Government Aided,30,34,105,215,94
2017,Sangli,Rural,Local Body,1165,462,0,0,0
2017,Sangli,Rural,Others,1,0,0,0,3
2017,Sangli,Rural,Private Unaided (Recognized),98,53,4,12,34
2017,Sangli,Urban,Government Aided,75,66,43,43,21
2017,Sangli,Urban,Local Body,69,87,0,1,0
2017,Sangli,Urban,Others,4,0,0,0,3
2017,Sangli,Urban,Private Unaided (Recognized),46,49,4,13,32
2018,Sangli,Rural,Government Aided,31,34,105,215,95
2018,Sangli,Rural,Local Body,1160,461,0,0,0
2018,Sangli,Rural,Others,0,0,0,0,3
2018,Sangli,Rural,Private Unaided (Recognized),101,50,5,16,32
2018,Sangli,Urban,Government Aided,73,65,44,42,24
2018,Sangli,Urban,Local Body,66,89,0,1,0
2018,Sangli,Urban,Others,3,0,0,0,3
2018,Sangli,Urban,Private Unaided (Recognized),45,47,6,16,27
2019,Sangli,Rural,Government Aided,34,36,104,215,98
2019,Sangli,Rural,Local Body,1158,461,0,0,0
2019,Sangli,Rural,Others,0,0,0,0,3
2019,Sangli,Rural,Private Unaided (Recognized),100,50,8,23,28
2019,Sangli,Urban,Government Aided,77,67,44,43,25
2019,Sangli,Urban,Local Body,65,89,0,1,0
2019,Sangli,Urban,Others,0,0,0,0,3
2019,Sangli,Urban,Private Unaided (Recognized),40,43,9,18,28
2020,Sangli,Rural,Government Aided,34,36,104,215,98
2020,Sangli,Rural,Local Body,1156,463,0,0,0
2020,Sangli,Rural,Others,0,0,0,0,3
2020,Sangli,Rural,Private Unaided (Recognized),95,50,9,26,28
2020,Sangli,Urban,Government Aided,78,67,44,43,25
2020,Sangli,Urban,Local Body,65,89,0,1,0
2020,Sangli,Urban,Others,0,0,0,0,3
2020,Sangli,Urban,Private Unaided (Recognized),37,42,9,20,28
2021,Sangli,Rural,Government Aided,33,36,100,218,99
2021,Sangli,Rural,Local Body,1149,463,0,0,0
2021,Sangli,Rural,Others,0,0,0,0,3
2021,Sangli,Rural,Private Unaided (Recognized),87,49,13,25,29
2021,Sangli,Urban,Government Aided,80,66,46,42,25
2021,Sangli,Urban,Local Body,69,89,0,1,0
2021,Sangli,Urban,Others,0,0,0,0,3
2021,Sangli,Urban,Private Unaided (Recognized),39,42,10,20,26
2012,Satara,Rural,Government Aided,18,13,94,236,136
2012,Satara,Rural,Local Body,1945,766,0,0,0
2012,Satara,Rural,Others,49,18,2,13,10
2012,Satara,Rural,Private Unaided (Recognized),58,53,6,17,68
2012,Satara,Urban,Government Aided,28,13,24,22,6
2012,Satara,Urban,Local Body,55,32,1,1,0
2012,Satara,Urban,Others,12,5,0,1,0
2012,Satara,Urban,Private Unaided (Recognized),21,23,11,20,15
2013,Satara,Rural,Government Aided,26,24,97,240,4
2013,Satara,Rural,Central Govt,0,0,0,0,0
2013,Satara,Rural,Local Body,1939,764,0,0,0
2013,Satara,Rural,Others,29,5,0,6,210
2013,Satara,Rural,Private Unaided (Recognized),80,59,6,21,1
2013,Satara,Urban,Government Aided,35,14,23,23,1
2013,Satara,Urban,Central Govt,0,0,0,0,0
2013,Satara,Urban,Local Body,56,33,1,1,0
2013,Satara,Urban,Others,5,4,0,0,22
2013,Satara,Urban,Private Unaided (Recognized),22,23,11,20,0
2014,Satara,Rural,Government Aided,30,30,97,241,150
2014,Satara,Rural,Central Govt,0,0,0,0,0
2014,Satara,Rural,Local Body,1930,764,0,0,0
2014,Satara,Rural,Others,25,4,0,7,1
2014,Satara,Rural,Private Unaided (Recognized),93,58,6,21,62
2014,Satara,Urban,Government Aided,36,15,23,22,7
2014,Satara,Urban,Central Govt,0,0,0,0,0
2014,Satara,Urban,Local Body,56,33,1,1,0
2014,Satara,Urban,Others,1,4,0,0,0
2014,Satara,Urban,Private Unaided (Recognized),21,20,11,16,9
2015,Satara,Rural,Government Aided,32,31,97,243,159
2015,Satara,Rural,Central Govt,5,2,0,1,0
2015,Satara,Rural,Local Body,1922,764,0,0,0
2015,Satara,Rural,Others,12,1,0,4,0
2015,Satara,Rural,Private Unaided (Recognized),99,61,7,20,52
2015,Satara,Urban,Government Aided,35,15,23,22,8
2015,Satara,Urban,Central Govt,1,4,0,0,0
2015,Satara,Urban,Local Body,56,33,1,1,0
2015,Satara,Urban,Others,0,0,0,0,0
2015,Satara,Urban,Private Unaided (Recognized),20,20,11,16,8
2016,Satara,Rural,Government Aided,30,31,96,240,161
2016,Satara,Rural,Central Govt,0,0,0,0,0
2016,Satara,Rural,Local Body,1902,759,0,0,0
2016,Satara,Rural,Others,12,5,0,4,0
2016,Satara,Rural,Private Unaided (Recognized),107,63,6,22,50
2016,Satara,Urban,Government Aided,37,16,25,24,7
2016,Satara,Urban,Central Govt,0,0,0,0,0
2016,Satara,Urban,Local Body,70,35,1,1,0
2016,Satara,Urban,Others,1,4,0,0,0
2016,Satara,Urban,Private Unaided (Recognized),31,19,12,17,12
2017,Satara,Rural,Government Aided,31,32,106,228,167
2017,Satara,Rural,Local Body,1851,804,0,0,0
2017,Satara,Rural,Others,9,7,0,3,1
2017,Satara,Rural,Private Unaided (Recognized),71,71,25,53,37
2017,Satara,Urban,Government Aided,38,15,27,23,8
2017,Satara,Urban,Local Body,65,40,1,1,0
2017,Satara,Urban,Others,3,4,0,0,0
2017,Satara,Urban,Private Unaided (Recognized),16,18,14,34,7
2018,Satara,Rural,Government Aided,31,32,106,229,168
2018,Satara,Rural,Local Body,1836,803,0,0,0
2018,Satara,Rural,Others,7,6,0,3,1
2018,Satara,Rural,Private Unaided (Recognized),68,69,22,54,35
2018,Satara,Urban,Government Aided,39,16,27,23,8
2018,Satara,Urban,Local Body,65,40,1,1,0
2018,Satara,Urban,Others,2,3,0,1,1
2018,Satara,Urban,Private Unaided (Recognized),18,18,15,36,5
2019,Satara,Rural,Government Aided,26,31,99,228,169
2019,Satara,Rural,Local Body,1819,797,0,0,0
2019,Satara,Rural,Others,7,6,0,3,1
2019,Satara,Rural,Private Unaided (Recognized),63,67,24,56,31
2019,Satara,Urban,Government Aided,46,18,33,26,9
2019,Satara,Urban,Local Body,82,45,1,1,0
2019,Satara,Urban,Others,2,3,0,0,0
2019,Satara,Urban,Private Unaided (Recognized),15,25,18,39,6
2020,Satara,Rural,Government Aided,26,31,99,229,169
2020,Satara,Rural,Local Body,1815,800,0,0,0
2020,Satara,Rural,Others,4,3,0,3,1
2020,Satara,Rural,Private Unaided (Recognized),57,65,27,57,31
2020,Satara,Urban,Government Aided,46,18,33,26,8
2020,Satara,Urban,Local Body,81,45,1,1,0
2020,Satara,Urban,Others,2,3,0,0,1
2020,Satara,Urban,Private Unaided (Recognized),14,25,18,40,6
2021,Satara,Rural,Government Aided,25,31,99,230,169
2021,Satara,Rural,Local Body,1812,800,0,0,0
2021,Satara,Rural,Others,4,3,0,3,1
2021,Satara,Rural,Private Unaided (Recognized),49,58,28,53,31
2021,Satara,Urban,Government Aided,47,18,33,26,9
2021,Satara,Urban,Local Body,84,45,1,1,0
2021,Satara,Urban,Others,2,3,0,0,1
2021,Satara,Urban,Private Unaided (Recognized),16,27,20,39,6
2012,Sindhudurg,Rural,Government Aided,12,2,39,75,64
2012,Sindhudurg,Rural,Local Body,948,493,0,0,0
2012,Sindhudurg,Rural,Others,14,3,0,0,4
2012,Sindhudurg,Rural,Private Unaided (Recognized),12,4,1,11,8
2012,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2012,Sindhudurg,Urban,Local Body,18,14,0,0,0
2012,Sindhudurg,Urban,Others,2,0,0,1,0
2012,Sindhudurg,Urban,Private Unaided (Recognized),3,3,0,3,0
2013,Sindhudurg,Rural,Government Aided,15,3,39,75,0
2013,Sindhudurg,Rural,Central Govt,0,0,0,0,0
2013,Sindhudurg,Rural,Local Body,945,493,0,0,0
2013,Sindhudurg,Rural,Others,8,2,0,0,77
2013,Sindhudurg,Rural,Private Unaided (Recognized),17,5,1,11,0
2013,Sindhudurg,Urban,Government Aided,7,2,5,6,0
2013,Sindhudurg,Urban,Local Body,18,14,0,0,0
2013,Sindhudurg,Urban,Others,1,0,0,0,1
2013,Sindhudurg,Urban,Private Unaided (Recognized),3,4,0,4,0
2014,Sindhudurg,Rural,Government Aided,14,2,39,75,64
2014,Sindhudurg,Rural,Central Govt,0,0,0,0,0
2014,Sindhudurg,Rural,Local Body,945,493,0,0,0
2014,Sindhudurg,Rural,Others,2,1,0,0,4
2014,Sindhudurg,Rural,Private Unaided (Recognized),19,7,1,11,8
2014,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2014,Sindhudurg,Urban,Local Body,16,14,0,0,0
2014,Sindhudurg,Urban,Others,1,0,0,0,0
2014,Sindhudurg,Urban,Private Unaided (Recognized),3,3,0,4,0
2015,Sindhudurg,Rural,Government Aided,14,2,39,75,65
2015,Sindhudurg,Rural,Central Govt,1,1,0,0,0
2015,Sindhudurg,Rural,Local Body,940,493,0,0,0
2015,Sindhudurg,Rural,Others,1,0,0,0,4
2015,Sindhudurg,Rural,Private Unaided (Recognized),19,7,1,11,7
2015,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2015,Sindhudurg,Urban,Central Govt,1,0,0,0,0
2015,Sindhudurg,Urban,Local Body,15,14,0,0,0
2015,Sindhudurg,Urban,Others,0,0,0,0,0
2015,Sindhudurg,Urban,Private Unaided (Recognized),3,3,0,4,0
2016,Sindhudurg,Rural,Government Aided,13,2,39,75,66
2016,Sindhudurg,Rural,Central Govt,0,0,0,0,0
2016,Sindhudurg,Rural,Local Body,934,492,0,0,0
2016,Sindhudurg,Rural,Others,1,0,0,0,3
2016,Sindhudurg,Rural,Private Unaided (Recognized),26,7,1,11,8
2016,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2016,Sindhudurg,Urban,Local Body,15,14,0,0,0
2016,Sindhudurg,Urban,Others,1,0,0,0,0
2016,Sindhudurg,Urban,Private Unaided (Recognized),4,3,0,4,0
2017,Sindhudurg,Rural,Government Aided,12,2,50,63,66
2017,Sindhudurg,Rural,Local Body,924,483,0,0,0
2017,Sindhudurg,Rural,Others,1,2,0,0,2
2017,Sindhudurg,Rural,Private Unaided (Recognized),20,15,2,16,8
2017,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2017,Sindhudurg,Urban,Local Body,18,17,0,0,0
2017,Sindhudurg,Urban,Others,1,0,0,0,0
2017,Sindhudurg,Urban,Private Unaided (Recognized),3,0,0,7,0
2018,Sindhudurg,Rural,Government Aided,12,2,50,63,65
2018,Sindhudurg,Rural,Local Body,892,485,0,0,0
2018,Sindhudurg,Rural,Others,2,2,0,0,1
2018,Sindhudurg,Rural,Private Unaided (Recognized),22,11,2,19,9
2018,Sindhudurg,Urban,Government Aided,7,2,5,6,1
2018,Sindhudurg,Urban,Local Body,17,20,0,0,0
2018,Sindhudurg,Urban,Private Unaided (Recognized),3,1,0,7,0
2019,Sindhudurg,Rural,Government Aided,11,2,45,61,66
2019,Sindhudurg,Rural,Local Body,855,477,0,0,0
2019,Sindhudurg,Rural,Others,2,3,0,0,1
2019,Sindhudurg,Rural,Private Unaided (Recognized),18,11,2,18,7
2019,Sindhudurg,Urban,Government Aided,7,2,9,9,1
2019,Sindhudurg,Urban,Local Body,28,29,0,0,0
2019,Sindhudurg,Urban,Private Unaided (Recognized),5,3,0,9,1
2020,Sindhudurg,Rural,Government Aided,12,2,44,61,66
2020,Sindhudurg,Rural,Local Body,856,477,0,0,0
2020,Sindhudurg,Rural,Others,2,2,0,0,1
2020,Sindhudurg,Rural,Private Unaided (Recognized),17,11,2,18,7
2020,Sindhudurg,Urban,Government Aided,7,2,9,9,1
2020,Sindhudurg,Urban,Local Body,28,29,0,0,0
2020,Sindhudurg,Urban,Others,1,0,0,0,0
2020,Sindhudurg,Urban,Private Unaided (Recognized),5,4,0,8,1
2021,Sindhudurg,Rural,Government Aided,12,2,43,62,66
2021,Sindhudurg,Rural,Local Body,853,478,0,0,0
2021,Sindhudurg,Rural,Others,2,3,0,0,0
2021,Sindhudurg,Rural,Private Unaided (Recognized),16,9,2,21,7
2021,Sindhudurg,Urban,Government Aided,8,2,9,9,1
2021,Sindhudurg,Urban,Local Body,28,28,0,0,0
2021,Sindhudurg,Urban,Private Unaided (Recognized),4,4,0,7,1
2012,Solapur,Rural,Government Aided,34,13,151,253,77
2012,Solapur,Rural,Local Body,2086,721,0,1,0
2012,Solapur,Rural,Others,59,48,8,12,12
2012,Solapur,Rural,Private Unaided (Recognized),57,15,17,36,73
2012,Solapur,Urban,Government Aided,123,141,51,69,27
2012,Solapur,Urban,Local Body,86,55,1,1,0
2012,Solapur,Urban,Others,33,68,1,5,5
2012,Solapur,Urban,Private Unaided (Recognized),42,31,7,25,30
2013,Solapur,Rural,Government Aided,56,49,159,256,24
2013,Solapur,Rural,Central Govt,0,0,0,0,0
2013,Solapur,Rural,Local Body,2090,718,0,1,0
2013,Solapur,Rural,Others,8,2,1,2,126
2013,Solapur,Rural,Private Unaided (Recognized),113,27,17,41,15
2013,Solapur,Urban,Government Aided,135,158,50,71,18
2013,Solapur,Urban,Central Govt,1,0,1,1,1
2013,Solapur,Urban,Local Body,95,111,1,2,4
2013,Solapur,Urban,Others,3,1,0,1,34
2013,Solapur,Urban,Private Unaided (Recognized),60,33,8,25,5
2014,Solapur,Rural,Government Aided,59,52,165,258,85
2014,Solapur,Rural,Central Govt,0,0,0,0,0
2014,Solapur,Rural,Local Body,2083,712,0,1,0
2014,Solapur,Rural,Others,7,0,0,2,1
2014,Solapur,Rural,Private Unaided (Recognized),152,30,14,41,87
2014,Solapur,Urban,Government Aided,136,161,49,73,26
2014,Solapur,Urban,Central Govt,1,0,1,1,1
2014,Solapur,Urban,Local Body,96,110,1,2,5
2014,Solapur,Urban,Others,0,1,0,0,0
2014,Solapur,Urban,Private Unaided (Recognized),56,33,8,28,30
2015,Solapur,Rural,Government Aided,58,54,169,259,89
2015,Solapur,Rural,Central Govt,0,1,1,0,0
2015,Solapur,Rural,Local Body,2056,713,0,1,0
2015,Solapur,Rural,Others,8,2,0,2,1
2015,Solapur,Rural,Private Unaided (Recognized),180,41,10,42,81
2015,Solapur,Urban,Government Aided,137,166,49,73,27
2015,Solapur,Urban,Central Govt,1,0,1,1,0
2015,Solapur,Urban,Local Body,95,107,1,2,5
2015,Solapur,Urban,Others,3,2,0,0,0
2015,Solapur,Urban,Private Unaided (Recognized),53,35,9,29,31
2016,Solapur,Rural,Government Aided,59,56,169,263,89
2016,Solapur,Rural,Central Govt,0,0,0,0,0
2016,Solapur,Rural,Local Body,2043,713,0,1,0
2016,Solapur,Rural,Others,5,4,0,2,0
2016,Solapur,Rural,Private Unaided (Recognized),218,50,15,39,80
2016,Solapur,Urban,Government Aided,142,169,49,73,32
2016,Solapur,Urban,Central Govt,1,0,1,1,0
2016,Solapur,Urban,Local Body,95,107,1,2,5
2016,Solapur,Urban,Others,2,1,0,0,0
2016,Solapur,Urban,Private Unaided (Recognized),59,36,9,31,28
2017,Solapur,Rural,Government Aided,56,55,187,261,81
2017,Solapur,Rural,Local Body,2038,700,0,1,0
2017,Solapur,Rural,Others,3,3,1,3,0
2017,Solapur,Rural,Private Unaided (Recognized),189,69,37,60,62
2017,Solapur,Urban,Government Aided,132,171,52,74,31
2017,Solapur,Urban,Local Body,102,97,1,2,5
2017,Solapur,Urban,Others,3,1,1,1,1
2017,Solapur,Urban,Private Unaided (Recognized),44,50,12,39,22
2018,Solapur,Rural,Government Aided,56,57,187,265,107
2018,Solapur,Rural,Local Body,2028,704,0,1,0
2018,Solapur,Rural,Others,0,1,1,2,0
2018,Solapur,Rural,Private Unaided (Recognized),184,68,29,48,49
2018,Solapur,Urban,Government Aided,128,170,53,76,33
2018,Solapur,Urban,Local Body,103,95,1,2,5
2018,Solapur,Urban,Others,2,1,1,1,1
2018,Solapur,Urban,Private Unaided (Recognized),43,48,9,36,25
2019,Solapur,Rural,Government Aided,57,59,189,264,110
2019,Solapur,Rural,Local Body,2023,708,0,1,0
2019,Solapur,Rural,Others,0,1,1,2,1
2019,Solapur,Rural,Private Unaided (Recognized),183,72,30,55,46
2019,Solapur,Urban,Government Aided,125,169,53,77,33
2019,Solapur,Urban,Local Body,102,95,1,2,5
2019,Solapur,Urban,Others,2,1,1,0,1
2019,Solapur,Urban,Private Unaided (Recognized),39,47,11,37,27
2020,Solapur,Rural,Government Aided,57,61,190,265,110
2020,Solapur,Rural,Local Body,2021,709,0,1,0
2020,Solapur,Rural,Others,0,1,1,2,1
2020,Solapur,Rural,Private Unaided (Recognized),175,72,28,57,44
2020,Solapur,Urban,Government Aided,125,169,53,77,35
2020,Solapur,Urban,Local Body,102,95,1,2,5
2020,Solapur,Urban,Others,0,0,1,0,1
2020,Solapur,Urban,Private Unaided (Recognized),38,46,12,37,23
2021,Solapur,Rural,Government Aided,52,62,180,266,107
2021,Solapur,Rural,Local Body,1993,702,0,0,0
2021,Solapur,Rural,Others,0,1,1,2,1
2021,Solapur,Rural,Private Unaided (Recognized),145,63,28,54,41
2021,Solapur,Urban,Government Aided,130,167,62,77,37
2021,Solapur,Urban,Local Body,126,104,1,3,5
2021,Solapur,Urban,Others,0,0,1,0,1
2021,Solapur,Urban,Private Unaided (Recognized),46,46,13,44,25
2014,Thane,Rural,Government Aided,13,35,33,45,43
2014,Thane,Rural,Local Body,1032,336,0,0,0
2014,Thane,Rural,Others,9,12,8,8,1
2014,Thane,Rural,Private Unaided (Recognized),36,67,4,21,69
2014,Thane,Urban,Government Aided,133,302,65,95,130
2014,Thane,Urban,Central Govt,0,0,3,1,0
2014,Thane,Urban,Local Body,83,387,0,2,38
2014,Thane,Urban,Others,14,18,0,1,6
2014,Thane,Urban,Private Unaided (Recognized),149,576,31,71,422
2015,Thane,Rural,Government Aided,11,39,32,46,56
2015,Thane,Rural,Local Body,1031,328,0,0,0
2015,Thane,Rural,Others,12,17,8,11,1
2015,Thane,Rural,Private Unaided (Recognized),45,74,3,19,57
2015,Thane,Urban,Government Aided,135,304,66,94,156
2015,Thane,Urban,Central Govt,0,0,3,1,0
2015,Thane,Urban,Local Body,83,392,0,2,39
2015,Thane,Urban,Others,35,44,0,1,8
2015,Thane,Urban,Private Unaided (Recognized),153,614,32,71,422
2016,Thane,Rural,Government Aided,8,29,30,45,51
2016,Thane,Rural,Local Body,1013,315,0,0,0
2016,Thane,Rural,Others,11,15,8,8,2
2016,Thane,Rural,Private Unaided (Recognized),52,41,3,19,28
2016,Thane,Urban,Government Aided,139,322,68,96,167
2016,Thane,Urban,Central Govt,0,0,3,1,0
2016,Thane,Urban,Local Body,90,386,0,2,39
