Year,District,Select Schooling Level,Social Category,Overall,Boys,Girls
2017,Kolhapur,Primary (I-V),OBC,2.22,2.1,2.36
2017,Kolhapur,Primary (I-V),SC,1.69,1.66,1.73
2017,Kolhapur,Primary (I-V),ST,1.78,2.47,0.92
2017,Kolhapur,Upper Primary (VI-VIII),Overall,0.0,0.0,0.27
2017,Kolhapur,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2017,Kolhapur,Upper Primary (VI-VIII),OBC,1.72,1.8,1.62
2017,Kolhapur,Upper Primary (VI-VIII),SC,1.93,1.74,2.13
2017,Kolhapur,Upper Primary (VI-VIII),ST,11.44,4.18,18.55
2017,Kolhapur,Secondary (IX-X),Overall,7.41,6.97,7.99
2017,Kolhapur,Secondary (IX-X),General,4.07,3.63,4.65
2017,Kolhapur,Secondary (IX-X),OBC,12.17,12.08,12.27
2017,Kolhapur,Secondary (IX-X),SC,13.96,13.08,15.02
2017,Kolhapur,Secondary (IX-X),ST,14.1,13.75,14.73
2017,Latur,Primary (I-V),Overall,1.39,0.92,1.95
2017,Latur,Primary (I-V),General,0.98,0.59,1.44
2017,Latur,Primary (I-V),OBC,0.95,0.32,1.72
2017,Latur,Primary (I-V),SC,3.14,2.85,3.45
2017,Latur,Primary (I-V),ST,0.77,0.0,1.8
2017,Latur,Upper Primary (VI-VIII),Overall,2.16,1.42,3.04
2017,Latur,Upper Primary (VI-VIII),General,2.07,1.65,2.56
2017,Latur,Upper Primary (VI-VIII),OBC,2.19,1.4,3.2
2017,Latur,Upper Primary (VI-VIII),SC,2.42,1.17,3.82
2017,Latur,Upper Primary (VI-VIII),ST,1.4,0.08,3.07
2017,Latur,Secondary (IX-X),Overall,12.13,12.35,11.86
2017,Latur,Secondary (IX-X),General,9.9,11.07,8.41
2017,Latur,Secondary (IX-X),OBC,12.15,11.86,12.53
2017,Latur,Secondary (IX-X),SC,15.8,14.99,16.78
2017,Latur,Secondary (IX-X),ST,20.28,18.22,23.68
2017,Mumbai,Primary (I-V),Overall,0.0,0.0,0.0
2017,Mumbai,Primary (I-V),General,0.0,0.0,0.0
2017,Mumbai,Primary (I-V),OBC,0.0,0.0,0.0
2017,Mumbai,Primary (I-V),SC,0.0,0.0,0.0
2017,Mumbai,Primary (I-V),ST,0.0,0.0,0.0
2017,Mumbai,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
2017,Mumbai,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2017,Mumbai,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2017,Mumbai,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2017,Mumbai,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2017,Mumbai,Secondary (IX-X),Overall,3.26,5.54,0.61
2017,Mumbai,Secondary (IX-X),General,4.13,6.54,1.32
2017,Mumbai,Secondary (IX-X),OBC,0.0,0.0,0.0
2017,Mumbai,Secondary (IX-X),SC,8.34,10.28,6.1
2017,Mumbai,Secondary (IX-X),ST,0.0,0.0,0.0
2017,Mumbai Suburban,Primary (I-V),Overall,17.8,17.74,17.87
2017,Mumbai Suburban,Primary (I-V),General,17.69,17.58,17.82
2017,Mumbai Suburban,Primary (I-V),OBC,19.31,19.31,19.3
2017,Mumbai Suburban,Primary (I-V),SC,17.46,17.67,17.25
2017,Mumbai Suburban,Primary (I-V),ST,19.22,22.32,15.99
2017,Mumbai Suburban,Upper Primary (VI-VIII),Overall,20.91,19.4,22.46
2017,Mumbai Suburban,Upper Primary (VI-VIII),General,17.99,16.01,20.06
2017,Mumbai Suburban,Upper Primary (VI-VIII),OBC,30.36,29.9,30.81
2017,Mumbai Suburban,Upper Primary (VI-VIII),SC,28.17,28.75,27.61
2017,Mumbai Suburban,Upper Primary (VI-VIII),ST,41.72,43.49,39.87
2017,Mumbai Suburban,Secondary (IX-X),Overall,53.02,53.6,52.41
2017,Mumbai Suburban,Secondary (IX-X),General,52.33,52.83,51.77
2017,Mumbai Suburban,Secondary (IX-X),OBC,54.38,53.8,54.96
2017,Mumbai Suburban,Secondary (IX-X),SC,55.68,57.78,53.48
2017,Mumbai Suburban,Secondary (IX-X),ST,56.31,55.03,57.69
2017,Nagpur,Primary (I-V),Overall,0.6,0.48,0.72
2017,Nagpur,Primary (I-V),General,0.0,0.0,0.7
2017,Nagpur,Primary (I-V),OBC,0.39,0.46,0.3
2017,Nagpur,Primary (I-V),SC,0.74,0.93,0.52
2017,Nagpur,Primary (I-V),ST,3.58,3.89,3.25
2017,Nagpur,Upper Primary (VI-VIII),Overall,0.83,0.65,1.03
2017,Nagpur,Upper Primary (VI-VIII),General,2.63,1.84,3.53
2017,Nagpur,Upper Primary (VI-VIII),OBC,0.07,0.0,0.48
2017,Nagpur,Upper Primary (VI-VIII),SC,0.16,0.59,0.0
2017,Nagpur,Upper Primary (VI-VIII),ST,2.67,3.42,1.8
2017,Nagpur,Secondary (IX-X),Overall,8.3,10.27,6.07
2017,Nagpur,Secondary (IX-X),General,5.3,7.25,3.05
2017,Nagpur,Secondary (IX-X),OBC,7.71,9.38,5.83
2017,Nagpur,Secondary (IX-X),SC,8.88,11.42,5.98
2017,Nagpur,Secondary (IX-X),ST,16.65,19.19,13.77
2017,Nanded,Primary (I-V),Overall,2.82,3.25,2.36
2017,Nanded,Primary (I-V),General,2.32,3.03,1.55
2017,Nanded,Primary (I-V),OBC,2.22,2.53,1.88
2017,Nanded,Primary (I-V),SC,3.06,3.14,2.96
2017,Nanded,Primary (I-V),ST,6.65,7.28,5.98
2017,Nanded,Upper Primary (VI-VIII),Overall,3.38,3.16,3.61
2017,Nanded,Upper Primary (VI-VIII),General,2.49,3.13,1.81
2017,Nanded,Upper Primary (VI-VIII),OBC,4.1,3.6,4.63
2017,Nanded,Upper Primary (VI-VIII),SC,3.44,2.78,4.13
2017,Nanded,Upper Primary (VI-VIII),ST,3.44,2.26,4.66
2017,Nanded,Secondary (IX-X),Overall,14.97,12.9,17.27
2017,Nanded,Secondary (IX-X),General,12.24,10.93,13.68
2017,Nanded,Secondary (IX-X),OBC,16.75,14.39,19.49
2017,Nanded,Secondary (IX-X),SC,15.64,12.49,18.99
2017,Nanded,Secondary (IX-X),ST,16.32,15.15,17.66
2017,Nandurbar,Primary (I-V),Overall,2.26,2.61,1.89
2017,Nandurbar,Primary (I-V),General,0.0,0.0,0.0
2017,Nandurbar,Primary (I-V),OBC,1.7,0.82,2.67
2017,Nandurbar,Primary (I-V),SC,3.96,3.65,4.3
2017,Nandurbar,Primary (I-V),ST,2.82,3.48,2.12
2017,Nandurbar,Upper Primary (VI-VIII),Overall,4.53,4.31,4.76
2017,Nandurbar,Upper Primary (VI-VIII),General,0.22,0.0,0.88
2017,Nandurbar,Upper Primary (VI-VIII),OBC,2.13,1.56,2.82
2017,Nandurbar,Upper Primary (VI-VIII),SC,5.59,7.26,3.71
2017,Nandurbar,Upper Primary (VI-VIII),ST,5.48,5.37,5.6
2017,Nandurbar,Secondary (IX-X),Overall,18.48,17.62,19.49
2017,Nandurbar,Secondary (IX-X),General,11.85,8.21,16.24
2017,Nandurbar,Secondary (IX-X),OBC,10.01,10.48,9.41
2017,Nandurbar,Secondary (IX-X),SC,8.03,9.69,6.04
2017,Nandurbar,Secondary (IX-X),ST,22.42,21.54,23.41
2017,Nashik,Primary (I-V),Overall,0.14,0.01,0.29
2017,Nashik,Primary (I-V),General,0.07,0.0,0.16
2017,Nashik,Primary (I-V),OBC,0.0,0.0,0.0
2017,Nashik,Primary (I-V),SC,0.0,0.0,0.0
2017,Nashik,Primary (I-V),ST,1.63,1.67,1.59
2017,Nashik,Upper Primary (VI-VIII),Overall,3.21,3.05,3.38
2017,Nashik,Upper Primary (VI-VIII),General,2.78,2.44,3.17
2017,Nashik,Upper Primary (VI-VIII),OBC,1.33,1.64,0.96
2017,Nashik,Upper Primary (VI-VIII),SC,0.6,0.39,0.84
2017,Nashik,Upper Primary (VI-VIII),ST,6.28,5.93,6.65
2017,Nashik,Secondary (IX-X),Overall,16.1,16.12,16.07
2017,Nashik,Secondary (IX-X),General,15.89,16.15,15.58
2017,Nashik,Secondary (IX-X),OBC,10.15,10.82,9.28
2017,Nashik,Secondary (IX-X),SC,17.6,17.34,17.9
2017,Nashik,Secondary (IX-X),ST,22.8,22.02,23.75
2017,Palghar,Primary (I-V),Overall,0.0,0.0,0.0
2017,Palghar,Primary (I-V),General,0.0,0.0,0.0
2017,Palghar,Primary (I-V),OBC,0.0,0.0,0.0
2017,Palghar,Primary (I-V),SC,2.05,4.06,0.0
2017,Palghar,Primary (I-V),ST,2.12,1.93,2.31
2017,Palghar,Upper Primary (VI-VIII),Overall,1.48,0.78,2.29
2017,Palghar,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2017,Palghar,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2017,Palghar,Upper Primary (VI-VIII),SC,7.42,7.66,7.16
2017,Palghar,Upper Primary (VI-VIII),ST,9.95,8.91,11.09
2017,Palghar,Secondary (IX-X),Overall,15.04,15.85,14.08
2017,Palghar,Secondary (IX-X),General,8.96,9.08,8.81
2017,Palghar,Secondary (IX-X),OBC,16.39,18.0,14.61
2017,Palghar,Secondary (IX-X),SC,0.89,4.6,0.0
2017,Palghar,Secondary (IX-X),ST,23.02,24.01,21.82
2017,Parbhani,Primary (I-V),Overall,2.97,3.15,2.77
2017,Parbhani,Primary (I-V),General,3.07,2.94,3.22
2017,Parbhani,Primary (I-V),OBC,2.76,3.44,1.97
2017,Parbhani,Primary (I-V),SC,2.85,2.94,2.76
2017,Parbhani,Primary (I-V),ST,4.45,3.87,5.07
2017,Parbhani,Upper Primary (VI-VIII),Overall,3.33,2.63,4.1
2017,Parbhani,Upper Primary (VI-VIII),General,3.23,2.73,3.78
2017,Parbhani,Upper Primary (VI-VIII),OBC,2.91,2.05,3.86
2017,Parbhani,Upper Primary (VI-VIII),SC,4.42,3.73,5.17
2017,Parbhani,Upper Primary (VI-VIII),ST,3.82,2.13,5.71
2017,Parbhani,Secondary (IX-X),Overall,14.62,13.7,15.79
2017,Parbhani,Secondary (IX-X),General,14.73,14.47,15.06
2017,Parbhani,Secondary (IX-X),OBC,14.6,12.48,17.31
2017,Parbhani,Secondary (IX-X),SC,15.74,15.62,15.88
2017,Parbhani,Secondary (IX-X),ST,6.4,7.01,5.45
2017,Pune,Primary (I-V),Overall,0.0,0.0,0.0
2017,Pune,Primary (I-V),General,0.0,0.0,0.0
2017,Pune,Primary (I-V),OBC,0.0,0.0,0.0
2017,Pune,Primary (I-V),SC,0.0,0.0,0.0
2017,Pune,Primary (I-V),ST,0.92,0.0,2.12
2017,Pune,Upper Primary (VI-VIII),Overall,0.11,0.0,0.63
2017,Pune,Upper Primary (VI-VIII),General,0.46,0.16,0.83
2017,Pune,Upper Primary (VI-VIII),OBC,0.0,0.0,0.59
2017,Pune,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2017,Pune,Upper Primary (VI-VIII),ST,3.76,2.61,5.08
2017,Pune,Secondary (IX-X),Overall,11.08,12.49,9.34
2017,Pune,Secondary (IX-X),General,8.9,10.32,7.16
2017,Pune,Secondary (IX-X),OBC,10.32,10.8,9.71
2017,Pune,Secondary (IX-X),SC,18.0,21.08,14.31
2017,Pune,Secondary (IX-X),ST,16.25,17.14,15.12
2017,Raigad,Primary (I-V),Overall,0.0,0.0,0.0
2017,Raigad,Primary (I-V),General,0.0,0.49,0.0
2017,Raigad,Primary (I-V),OBC,0.0,0.0,0.0
2017,Raigad,Primary (I-V),SC,0.0,0.0,0.0
2017,Raigad,Primary (I-V),ST,1.21,1.2,1.21
2017,Raigad,Upper Primary (VI-VIII),Overall,1.42,0.88,2.02
2017,Raigad,Upper Primary (VI-VIII),General,0.77,0.42,1.17
2017,Raigad,Upper Primary (VI-VIII),OBC,0.0,0.0,0.75
2017,Raigad,Upper Primary (VI-VIII),SC,0.0,1.44,0.0
2017,Raigad,Upper Primary (VI-VIII),ST,8.0,6.9,9.21
2017,Raigad,Secondary (IX-X),Overall,15.67,16.57,14.64
2017,Raigad,Secondary (IX-X),General,13.3,14.67,11.65
2017,Raigad,Secondary (IX-X),OBC,12.66,13.0,12.3
2017,Raigad,Secondary (IX-X),SC,15.28,17.68,12.57
2017,Raigad,Secondary (IX-X),ST,37.02,36.28,37.97
2017,Ratnagiri,Primary (I-V),Overall,1.09,1.22,0.94
2017,Ratnagiri,Primary (I-V),General,0.0,0.0,0.0
2017,Ratnagiri,Primary (I-V),OBC,3.98,4.11,3.84
2017,Ratnagiri,Primary (I-V),SC,1.64,2.11,1.14
2017,Ratnagiri,Primary (I-V),ST,15.77,15.5,16.05
2017,Ratnagiri,Upper Primary (VI-VIII),Overall,1.64,1.34,1.96
2017,Ratnagiri,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2017,Ratnagiri,Upper Primary (VI-VIII),OBC,2.64,2.33,2.95
2017,Ratnagiri,Upper Primary (VI-VIII),SC,2.98,2.56,3.41
2017,Ratnagiri,Upper Primary (VI-VIII),ST,20.83,19.62,22.16
2017,Ratnagiri,Secondary (IX-X),Overall,13.42,13.17,13.68
2017,Ratnagiri,Secondary (IX-X),General,10.97,11.29,10.61
2017,Ratnagiri,Secondary (IX-X),OBC,14.03,13.29,14.84
2017,Ratnagiri,Secondary (IX-X),SC,14.49,15.81,13.0
2017,Ratnagiri,Secondary (IX-X),ST,36.75,35.61,38.18
2017,Sangli,Primary (I-V),Overall,0.32,0.19,0.48
2017,Sangli,Primary (I-V),General,0.0,0.0,0.0
2017,Sangli,Primary (I-V),OBC,2.56,2.49,2.63
2017,Sangli,Primary (I-V),SC,0.1,0.0,0.68
2017,Sangli,Primary (I-V),ST,0.0,0.0,0.0
2017,Sangli,Upper Primary (VI-VIII),Overall,0.75,0.44,1.12
2017,Sangli,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2017,Sangli,Upper Primary (VI-VIII),OBC,2.48,1.84,3.23
2017,Sangli,Upper Primary (VI-VIII),SC,0.0,0.0,0.23
2017,Sangli,Upper Primary (VI-VIII),ST,0.0,0.0,7.95
2017,Sangli,Secondary (IX-X),Overall,10.82,11.27,10.26
2017,Sangli,Secondary (IX-X),General,8.66,9.84,7.15
2017,Sangli,Secondary (IX-X),OBC,12.83,12.38,13.41
2017,Sangli,Secondary (IX-X),SC,13.46,13.41,13.5
2017,Sangli,Secondary (IX-X),ST,1.53,12.56,0.0
2017,Satara,Primary (I-V),Overall,0.63,0.61,0.65
2017,Satara,Primary (I-V),General,1.12,1.03,1.22
2017,Satara,Primary (I-V),OBC,0.0,0.07,0.0
2017,Satara,Primary (I-V),SC,1.24,1.09,1.39
2017,Satara,Primary (I-V),ST,0.0,0.0,0.0
2017,Satara,Upper Primary (VI-VIII),Overall,0.83,0.71,0.97
2017,Satara,Upper Primary (VI-VIII),General,0.72,0.48,0.99
2017,Satara,Upper Primary (VI-VIII),OBC,0.6,0.6,0.59
2017,Satara,Upper Primary (VI-VIII),SC,1.3,1.73,0.81
2017,Satara,Upper Primary (VI-VIII),ST,5.39,2.21,9.73
2017,Satara,Secondary (IX-X),Overall,11.76,11.87,11.63
2017,Satara,Secondary (IX-X),General,11.18,11.31,11.02
2017,Satara,Secondary (IX-X),OBC,11.68,11.82,11.52
2017,Satara,Secondary (IX-X),SC,13.35,13.43,13.28
2017,Satara,Secondary (IX-X),ST,25.27,23.03,28.46
2017,Sindhudurg,Primary (I-V),Overall,0.29,0.08,0.51
2017,Sindhudurg,Primary (I-V),General,0.14,0.0,0.31
2017,Sindhudurg,Primary (I-V),OBC,0.42,0.07,0.79
2017,Sindhudurg,Primary (I-V),SC,1.85,1.19,2.59
2017,Sindhudurg,Primary (I-V),ST,0.0,0.0,0.0
2017,Sindhudurg,Upper Primary (VI-VIII),Overall,0.56,0.53,0.59
2017,Sindhudurg,Upper Primary (VI-VIII),General,0.79,1.04,0.52
2017,Sindhudurg,Upper Primary (VI-VIII),OBC,0.0,0.0,0.05
2017,Sindhudurg,Upper Primary (VI-VIII),SC,2.12,1.45,2.83
2017,Sindhudurg,Upper Primary (VI-VIII),ST,11.61,14.37,8.64
2017,Sindhudurg,Secondary (IX-X),Overall,8.06,9.2,6.8
2017,Sindhudurg,Secondary (IX-X),General,9.94,11.29,8.45
2017,Sindhudurg,Secondary (IX-X),OBC,4.3,5.04,3.51
2017,Sindhudurg,Secondary (IX-X),SC,13.13,14.32,11.77
2017,Sindhudurg,Secondary (IX-X),ST,4.35,7.69,1.08
2017,Solapur,Primary (I-V),Overall,1.61,1.77,1.43
2017,Solapur,Primary (I-V),General,0.85,0.78,0.93
2017,Solapur,Primary (I-V),OBC,1.84,2.12,1.54
2017,Solapur,Primary (I-V),SC,1.64,2.01,1.24
2017,Solapur,Primary (I-V),ST,10.59,11.52,9.5
2017,Solapur,Upper Primary (VI-VIII),Overall,1.81,1.1,2.62
2017,Solapur,Upper Primary (VI-VIII),General,1.19,0.28,2.24
2017,Solapur,Upper Primary (VI-VIII),OBC,2.43,2.05,2.87
2017,Solapur,Upper Primary (VI-VIII),SC,1.02,0.0,2.15
2017,Solapur,Upper Primary (VI-VIII),ST,8.82,8.06,9.77
2017,Solapur,Secondary (IX-X),Overall,15.59,14.25,17.3
2017,Solapur,Secondary (IX-X),General,13.6,12.58,14.89
2017,Solapur,Secondary (IX-X),OBC,15.55,13.67,17.93
2017,Solapur,Secondary (IX-X),SC,19.1,17.77,20.76
2017,Solapur,Secondary (IX-X),ST,34.12,34.99,32.75
2017,Thane,Primary (I-V),Overall,0.01,0.05,0.0
2017,Thane,Primary (I-V),General,0.0,0.0,0.0
2017,Thane,Primary (I-V),OBC,0.94,1.24,0.63
2017,Thane,Primary (I-V),SC,0.53,0.84,0.21
2017,Thane,Primary (I-V),ST,2.38,1.9,2.89
2017,Thane,Upper Primary (VI-VIII),Overall,2.27,2.27,2.27
2017,Thane,Upper Primary (VI-VIII),General,0.88,1.07,0.66
2017,Thane,Upper Primary (VI-VIII),OBC,4.12,3.95,4.31
2017,Thane,Upper Primary (VI-VIII),SC,2.66,3.24,2.04
2017,Thane,Upper Primary (VI-VIII),ST,7.48,5.96,9.16
2017,Thane,Secondary (IX-X),Overall,15.94,17.19,14.51
2017,Thane,Secondary (IX-X),General,13.28,14.96,11.3
2017,Thane,Secondary (IX-X),OBC,17.95,18.02,17.85
2017,Thane,Secondary (IX-X),SC,19.73,21.96,17.22
2017,Thane,Secondary (IX-X),ST,27.48,27.98,26.88
2017,Wardha,Primary (I-V),Overall,0.44,0.62,0.24
2017,Wardha,Primary (I-V),General,1.15,0.19,2.21
2017,Wardha,Primary (I-V),OBC,0.09,0.44,0.0
2017,Wardha,Primary (I-V),SC,1.07,1.17,0.96
2017,Wardha,Primary (I-V),ST,0.82,1.17,0.43
2017,Wardha,Upper Primary (VI-VIII),Overall,0.0,0.0,0.6
2017,Wardha,Upper Primary (VI-VIII),General,0.04,0.0,0.87
2017,Wardha,Upper Primary (VI-VIII),OBC,0.05,0.0,0.68
2017,Wardha,Upper Primary (VI-VIII),SC,0.0,0.0,0.66
2017,Wardha,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2017,Wardha,Secondary (IX-X),Overall,11.49,14.71,7.79
2017,Wardha,Secondary (IX-X),General,14.34,17.98,10.22
2017,Wardha,Secondary (IX-X),OBC,10.44,14.03,6.27
2017,Wardha,Secondary (IX-X),SC,9.04,10.52,7.32
2017,Wardha,Secondary (IX-X),ST,17.56,20.9,13.81
2017,Washim,Primary (I-V),Overall,0.8,1.03,0.55
2017,Washim,Primary (I-V),General,1.18,0.0,2.71
2017,Washim,Primary (I-V),OBC,0.45,1.21,0.0
2017,Washim,Primary (I-V),SC,0.2,0.44,0.0
2017,Washim,Primary (I-V),ST,3.99,3.13,4.92
2017,Washim,Upper Primary (VI-VIII),Overall,0.71,0.4,1.05
2017,Washim,Upper Primary (VI-VIII),General,0.98,0.0,2.52
2017,Washim,Upper Primary (VI-VIII),OBC,0.95,1.35,0.51
2017,Washim,Upper Primary (VI-VIII),SC,0.0,0.0,0.42
2017,Washim,Upper Primary (VI-VIII),ST,3.48,2.98,4.04
2017,Washim,Secondary (IX-X),Overall,11.17,8.97,13.87
2017,Washim,Secondary (IX-X),General,10.78,7.1,15.18
2017,Washim,Secondary (IX-X),OBC,10.14,7.98,12.8
2017,Washim,Secondary (IX-X),SC,10.86,8.88,13.28
2017,Washim,Secondary (IX-X),ST,21.72,20.8,22.98
2017,Yavatmal,Primary (I-V),Overall,1.47,1.41,1.51
2017,Yavatmal,Primary (I-V),General,0.0,0.0,0.22
2017,Yavatmal,Primary (I-V),OBC,1.41,1.54,1.26
2017,Yavatmal,Primary (I-V),SC,1.43,1.14,1.76
2017,Yavatmal,Primary (I-V),ST,2.77,2.6,2.96
2017,Yavatmal,Upper Primary (VI-VIII),Overall,2.71,2.23,3.22
2017,Yavatmal,Upper Primary (VI-VIII),General,3.01,2.65,3.41
2017,Yavatmal,Upper Primary (VI-VIII),OBC,2.64,2.18,3.15
2017,Yavatmal,Upper Primary (VI-VIII),SC,1.91,1.28,2.6
2017,Yavatmal,Upper Primary (VI-VIII),ST,3.17,2.69,3.67
2017,Yavatmal,Secondary (IX-X),Overall,16.78,17.57,15.85
2017,Yavatmal,Secondary (IX-X),General,15.82,17.12,14.38
2017,Yavatmal,Secondary (IX-X),OBC,16.2,16.91,15.37
2017,Yavatmal,Secondary (IX-X),SC,15.55,15.56,15.54
2017,Yavatmal,Secondary (IX-X),ST,19.87,21.06,18.46
2018,Ahilyanagar,Primary (I-V),Overall,0.0,0.0,0.0
2018,Ahilyanagar,Primary (I-V),General,0.0,0.0,0.0
2018,Ahilyanagar,Primary (I-V),OBC,1.88,1.69,2.1
2018,Ahilyanagar,Primary (I-V),SC,0.0,0.0,0.0
2018,Ahilyanagar,Primary (I-V),ST,0.0,0.0,0.0
2018,Ahilyanagar,Upper Primary (VI-VIII),Overall,0.69,0.0,1.84
2018,Ahilyanagar,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2018,Ahilyanagar,Upper Primary (VI-VIII),OBC,2.9,2.04,3.98
2018,Ahilyanagar,Upper Primary (VI-VIII),SC,0.14,0.0,1.71
2018,Ahilyanagar,Upper Primary (VI-VIII),ST,3.89,2.96,4.91
2018,Ahilyanagar,Secondary (IX-X),Overall,11.49,11.3,11.73
2018,Ahilyanagar,Secondary (IX-X),General,9.44,10.18,8.48
2018,Ahilyanagar,Secondary (IX-X),OBC,8.73,7.73,10.05
2018,Ahilyanagar,Secondary (IX-X),SC,15.62,15.4,15.88
2018,Ahilyanagar,Secondary (IX-X),ST,24.59,23.02,26.54
2018,Akola,Primary (I-V),Overall,1.31,1.48,1.12
2018,Akola,Primary (I-V),General,2.93,3.01,2.84
2018,Akola,Primary (I-V),OBC,0.01,0.05,0.0
2018,Akola,Primary (I-V),SC,1.7,2.16,1.2
2018,Akola,Primary (I-V),ST,1.96,2.63,1.25
2018,Akola,Upper Primary (VI-VIII),Overall,1.32,1.28,1.37
2018,Akola,Upper Primary (VI-VIII),General,0.68,1.01,0.32
2018,Akola,Upper Primary (VI-VIII),OBC,2.0,2.03,1.97
2018,Akola,Upper Primary (VI-VIII),SC,0.52,0.15,0.92
2018,Akola,Upper Primary (VI-VIII),ST,2.19,0.9,3.69
2018,Akola,Secondary (IX-X),Overall,10.87,11.39,10.28
2018,Akola,Secondary (IX-X),General,10.39,10.85,9.9
2018,Akola,Secondary (IX-X),OBC,8.88,8.82,8.95
2018,Akola,Secondary (IX-X),SC,13.9,15.16,12.45
2018,Akola,Secondary (IX-X),ST,16.17,18.37,13.5
2018,Amravati,Primary (I-V),Overall,1.12,1.17,1.05
2018,Amravati,Primary (I-V),General,1.57,1.43,1.73
2018,Amravati,Primary (I-V),OBC,1.22,1.23,1.22
2018,Amravati,Primary (I-V),SC,0.45,0.51,0.4
2018,Amravati,Primary (I-V),ST,0.94,1.33,0.53
2018,Amravati,Upper Primary (VI-VIII),Overall,1.28,0.97,1.6
2018,Amravati,Upper Primary (VI-VIII),General,3.37,3.68,3.02
2018,Amravati,Upper Primary (VI-VIII),OBC,0.11,0.0,0.58
2018,Amravati,Upper Primary (VI-VIII),SC,0.32,0.0,0.78
2018,Amravati,Upper Primary (VI-VIII),ST,2.73,2.25,3.25
2018,Amravati,Secondary (IX-X),Overall,15.26,16.95,13.37
2018,Amravati,Secondary (IX-X),General,18.77,20.5,16.9
2018,Amravati,Secondary (IX-X),OBC,12.75,14.84,10.41
2018,Amravati,Secondary (IX-X),SC,12.13,13.65,10.38
2018,Amravati,Secondary (IX-X),ST,21.57,22.31,20.73
2018,Beed,Primary (I-V),Overall,1.94,2.18,1.65
2018,Beed,Primary (I-V),General,2.05,2.6,1.34
2018,Beed,Primary (I-V),OBC,2.35,2.39,2.31
2018,Beed,Primary (I-V),SC,1.47,1.16,1.8
2018,Beed,Primary (I-V),ST,0.0,0.0,0.0
2018,Beed,Upper Primary (VI-VIII),Overall,3.55,3.65,3.43
2018,Beed,Upper Primary (VI-VIII),General,3.72,3.86,3.56
2018,Beed,Upper Primary (VI-VIII),OBC,3.69,3.95,3.39
2018,Beed,Upper Primary (VI-VIII),SC,2.52,1.84,3.26
2018,Beed,Upper Primary (VI-VIII),ST,4.48,5.77,2.73
2018,Beed,Secondary (IX-X),Overall,12.61,10.11,15.75
2018,Beed,Secondary (IX-X),General,10.21,8.14,12.76
2018,Beed,Secondary (IX-X),OBC,14.33,11.38,17.99
2018,Beed,Secondary (IX-X),SC,14.36,11.71,17.79
2018,Beed,Secondary (IX-X),ST,18.07,15.13,22.91
2018,Bhandara,Primary (I-V),Overall,0.0,0.1,0.0
2018,Bhandara,Primary (I-V),General,0.0,0.0,0.0
2018,Bhandara,Primary (I-V),OBC,0.5,0.76,0.23
2018,Bhandara,Primary (I-V),SC,0.0,0.09,0.0
2018,Bhandara,Primary (I-V),ST,0.0,0.0,0.99
2018,Bhandara,Upper Primary (VI-VIII),Overall,0.29,0.31,0.26
2018,Bhandara,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2018,Bhandara,Upper Primary (VI-VIII),OBC,1.11,1.22,0.99
2018,Bhandara,Upper Primary (VI-VIII),SC,0.27,0.0,0.54
2018,Bhandara,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2018,Bhandara,Secondary (IX-X),Overall,5.6,7.0,4.05
2018,Bhandara,Secondary (IX-X),General,0.0,0.0,0.0
2018,Bhandara,Secondary (IX-X),OBC,6.4,7.92,4.71
2018,Bhandara,Secondary (IX-X),SC,4.28,5.22,3.23
2018,Bhandara,Secondary (IX-X),ST,7.49,10.48,4.06
2018,Buldhana,Primary (I-V),Overall,0.8,0.69,0.93
2018,Buldhana,Primary (I-V),General,0.0,0.0,0.0
2018,Buldhana,Primary (I-V),OBC,2.15,1.99,2.34
2018,Buldhana,Primary (I-V),SC,0.0,0.0,0.0
2018,Buldhana,Primary (I-V),ST,0.28,0.0,0.75
2018,Buldhana,Upper Primary (VI-VIII),Overall,1.62,1.19,2.12
2018,Buldhana,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2018,Buldhana,Upper Primary (VI-VIII),OBC,3.45,2.78,4.26
2018,Buldhana,Upper Primary (VI-VIII),SC,1.24,0.69,1.84
2018,Buldhana,Upper Primary (VI-VIII),ST,4.96,4.87,5.05
2018,Buldhana,Secondary (IX-X),Overall,16.79,16.46,17.17
2018,Buldhana,Secondary (IX-X),General,13.24,13.44,13.0
2018,Buldhana,Secondary (IX-X),OBC,17.28,17.22,17.36
2018,Buldhana,Secondary (IX-X),SC,17.64,16.64,18.75
2018,Buldhana,Secondary (IX-X),ST,20.82,17.93,24.56
2018,Chandrapur,Primary (I-V),Overall,0.83,0.92,0.73
