Year,District,Type of School,Central Govt,Government Aided,Local body,Others,Private Unaided
2012,Ahilyanagar,Primary School (I-V),,566.0,8128.0,,490.0
2012,Ahilyanagar,Upper Primary School (I-VIII),,619.0,3945.0,,644.0
2012,Ahilyanagar,Secondary School (VI-X),,582.0,6.0,,555.0
2012,Ahilyanagar,Secondary School (I-X),,4868.0,12.0,,540.0
2012,Ahilyanagar,Higher Secondary School (I-XII),,5406.0,,,220.0
2012,Ahilyanagar,Higher Secondary School (XI-XII),,819.0,,,296.0
2012,Akola,Primary School (I-V),,104.0,1527.0,219.0,486.0
2012,Akola,Upper Primary School (I-VIII),,346.0,2709.0,281.0,693.0
2012,Akola,Secondary School (VI-X),,327.0,,22.0,252.0
2012,Akola,Secondary School (I-X),,1226.0,115.0,33.0,416.0
2012,Akola,Higher Secondary School (I-XII),,2369.0,120.0,32.0,693.0
2012,Akola,Higher Secondary School (XI-XII),,203.0,,,103.0
2012,Amravati,Primary School (I-V),,457.0,2507.0,316.0,516.0
2012,Amravati,Upper Primary School (I-VIII),,479.0,4422.0,604.0,291.0
2012,Amravati,Secondary School (VI-X),,475.0,19.0,39.0,228.0
2012,Amravati,Secondary School (I-X),,2179.0,175.0,273.0,638.0
2012,Amravati,Higher Secondary School (I-XII),,3481.0,317.0,174.0,122.0
2012,Amravati,Higher Secondary School (XI-XII),,436.0,,33.0,
2012,Beed,Primary School (I-V),,456.0,4290.0,264.0,456.0
2012,Beed,Upper Primary School (I-VIII),,1083.0,4242.0,372.0,305.0
2012,Beed,Secondary School (VI-X),,263.0,32.0,38.0,232.0
2012,Beed,Secondary School (I-X),,2597.0,946.0,166.0,729.0
2012,Beed,Higher Secondary School (I-XII),,3067.0,28.0,142.0,161.0
2012,Beed,Higher Secondary School (XI-XII),,504.0,,105.0,82.0
2012,Bhandara,Primary School (I-V),,256.0,1250.0,138.0,152.0
2012,Bhandara,Upper Primary School (I-VIII),,290.0,1799.0,125.0,181.0
2012,Bhandara,Secondary School (VI-X),,173.0,4.0,18.0,53.0
2012,Bhandara,Secondary School (I-X),,1112.0,106.0,96.0,217.0
2012,Bhandara,Higher Secondary School (I-XII),,1644.0,454.0,94.0,183.0
2012,Bhandara,Higher Secondary School (XI-XII),,109.0,,,96.0
2012,Buldhana,Primary School (I-V),,197.0,2648.0,195.0,307.0
2012,Buldhana,Upper Primary School (I-VIII),,251.0,4679.0,204.0,554.0
2012,Buldhana,Secondary School (VI-X),,174.0,25.0,43.0,212.0
2012,Buldhana,Secondary School (I-X),,1534.0,348.0,88.0,436.0
2012,Buldhana,Higher Secondary School (I-XII),,3188.0,320.0,32.0,212.0
2012,Buldhana,Higher Secondary School (XI-XII),,107.0,,,182.0
2012,Chandrapur,Primary School (I-V),,232.0,2337.0,310.0,348.0
2012,Chandrapur,Upper Primary School (I-VIII),,233.0,3877.0,408.0,524.0
2012,Chandrapur,Secondary School (VI-X),,387.0,42.0,64.0,205.0
2012,Chandrapur,Secondary School (I-X),,1347.0,119.0,237.0,665.0
2012,Chandrapur,Higher Secondary School (I-XII),,2504.0,77.0,176.0,472.0
2012,Chandrapur,Higher Secondary School (XI-XII),,262.0,,11.0,174.0
2012,Chh. Sambhaji Nagar,Primary School (I-V),,541.0,3327.0,239.0,1231.0
2012,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,1924.0,5425.0,701.0,1755.0
2012,Chh. Sambhaji Nagar,Secondary School (VI-X),,540.0,10.0,63.0,693.0
2012,Chh. Sambhaji Nagar,Secondary School (I-X),,2013.0,658.0,102.0,1002.0
2012,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),,2818.0,247.0,111.0,287.0
2012,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,524.0,,10.0,228.0
2012,Dharashiv,Primary School (I-V),,334.0,1718.0,59.0,174.0
2012,Dharashiv,Upper Primary School (I-VIII),,500.0,3450.0,252.0,133.0
2012,Dharashiv,Secondary School (VI-X),,434.0,6.0,27.0,229.0
2012,Dharashiv,Secondary School (I-X),,1276.0,555.0,120.0,73.0
2012,Dharashiv,Higher Secondary School (I-XII),,1521.0,85.0,,9.0
2012,Dharashiv,Higher Secondary School (XI-XII),,305.0,,,70.0
2012,Dhule,Primary School (I-V),,624.0,3466.0,157.0,214.0
2012,Dhule,Upper Primary School (I-VIII),,613.0,377.0,473.0,191.0
2012,Dhule,Secondary School (VI-X),,59.0,,69.0,119.0
2012,Dhule,Secondary School (I-X),,2245.0,,211.0,302.0
2012,Dhule,Higher Secondary School (I-XII),,3033.0,81.0,139.0,50.0
2012,Dhule,Higher Secondary School (XI-XII),,69.0,,,
2012,Gadchiroli,Primary School (I-V),,53.0,2329.0,50.0,158.0
2012,Gadchiroli,Upper Primary School (I-VIII),,117.0,2348.0,296.0,191.0
2012,Gadchiroli,Secondary School (VI-X),,115.0,6.0,48.0,203.0
2012,Gadchiroli,Secondary School (I-X),,409.0,73.0,544.0,258.0
2012,Gadchiroli,Higher Secondary School (I-XII),,1582.0,108.0,323.0,39.0
2012,Gadchiroli,Higher Secondary School (XI-XII),,40.0,,25.0,104.0
2012,Gondia,Primary School (I-V),,129.0,1387.0,70.0,199.0
2012,Gondia,Upper Primary School (I-VIII),,241.0,3209.0,286.0,437.0
2012,Gondia,Secondary School (VI-X),,245.0,,76.0,96.0
2012,Gondia,Secondary School (I-X),,518.0,177.0,101.0,171.0
2012,Gondia,Higher Secondary School (I-XII),,1795.0,307.0,123.0,160.0
2012,Gondia,Higher Secondary School (XI-XII),,126.0,,7.0,138.0
2012,Hingoli,Primary School (I-V),,123.0,1469.0,76.0,111.0
2012,Hingoli,Upper Primary School (I-VIII),,264.0,2557.0,115.0,127.0
2012,Hingoli,Secondary School (VI-X),,86.0,7.0,7.0,96.0
2012,Hingoli,Secondary School (I-X),,372.0,348.0,67.0,45.0
2012,Hingoli,Higher Secondary School (I-XII),,722.0,24.0,68.0,35.0
2012,Hingoli,Higher Secondary School (XI-XII),,51.0,,6.0,106.0
2012,Jalgaon,Primary School (I-V),,855.0,4689.0,299.0,595.0
2012,Jalgaon,Upper Primary School (I-VIII),,786.0,3765.0,748.0,597.0
2012,Jalgaon,Secondary School (VI-X),,207.0,4.0,102.0,254.0
2012,Jalgaon,Secondary School (I-X),,4426.0,99.0,359.0,441.0
2012,Jalgaon,Higher Secondary School (I-XII),,3555.0,162.0,254.0,124.0
2012,Jalgaon,Higher Secondary School (XI-XII),,366.0,,,33.0
2012,Jalna,Primary School (I-V),,222.0,2554.0,66.0,358.0
2012,Jalna,Upper Primary School (I-VIII),,472.0,3527.0,150.0,272.0
2012,Jalna,Secondary School (VI-X),,77.0,,12.0,179.0
2012,Jalna,Secondary School (I-X),,972.0,474.0,79.0,322.0
2012,Jalna,Higher Secondary School (I-XII),,1427.0,20.0,11.0,120.0
2012,Jalna,Higher Secondary School (XI-XII),,182.0,,,151.0
2012,Kolhapur,Primary School (I-V),,609.0,2982.0,290.0,601.0
2012,Kolhapur,Upper Primary School (I-VIII),,595.0,7205.0,562.0,766.0
2012,Kolhapur,Secondary School (VI-X),,1361.0,,73.0,499.0
2012,Kolhapur,Secondary School (I-X),,3518.0,40.0,115.0,495.0
2012,Kolhapur,Higher Secondary School (I-XII),,3414.0,51.0,18.0,59.0
2012,Kolhapur,Higher Secondary School (XI-XII),,471.0,,23.0,29.0
2012,Latur,Primary School (I-V),,847.0,1842.0,281.0,331.0
2012,Latur,Upper Primary School (I-VIII),,2206.0,4004.0,516.0,659.0
2012,Latur,Secondary School (VI-X),,506.0,4.0,72.0,194.0
2012,Latur,Secondary School (I-X),,2294.0,707.0,163.0,207.0
2012,Latur,Higher Secondary School (I-XII),,2948.0,,202.0,24.0
2012,Latur,Higher Secondary School (XI-XII),,457.0,,,75.0
2012,Mumbai,Upper Primary School (I-VIII),,28.0,,17.0,224.0
2012,Mumbai,Secondary School (VI-X),,807.0,,8.0,428.0
2012,Mumbai,Secondary School (I-X),,10881.0,,228.0,6952.0
2012,Mumbai,Higher Secondary School (I-XII),,6503.0,,444.0,3361.0
2012,Mumbai,Higher Secondary School (XI-XII),,2445.0,,31.0,1002.0
2012,Mumbai Suburban,Primary School (I-V),,3833.0,,,7186.0
2012,Mumbai Suburban,Upper Primary School (I-VIII),,,,,37.0
2012,Mumbai Suburban,Secondary School (I-X),,,,,12.0
2012,Mumbai Suburban,Primary School (I-V),,,,1262.0,
2012,Mumbai Suburban,Upper Primary School (I-VIII),,,,10791.0,
2012,Mumbai Suburban,Secondary School (VI-X),,,,638.0,
2012,Mumbai Suburban,Secondary School (I-X),,,,767.0,
2012,Nagpur,Primary School (I-V),,1353.0,2597.0,834.0,1361.0
2012,Nagpur,Upper Primary School (I-VIII),,1932.0,3295.0,1059.0,2030.0
2012,Nagpur,Secondary School (VI-X),,530.0,43.0,81.0,643.0
2012,Nagpur,Secondary School (I-X),,4175.0,192.0,466.0,1297.0
2012,Nagpur,Higher Secondary School (I-XII),,6139.0,160.0,440.0,1571.0
2012,Nagpur,Higher Secondary School (XI-XII),,698.0,,12.0,127.0
2012,Nanded,Primary School (I-V),,757.0,3724.0,264.0,410.0
2012,Nanded,Upper Primary School (I-VIII),,1941.0,5109.0,670.0,387.0
2012,Nanded,Secondary School (VI-X),,328.0,44.0,83.0,323.0
2012,Nanded,Secondary School (I-X),,2357.0,1136.0,311.0,494.0
2012,Nanded,Higher Secondary School (I-XII),,2652.0,,376.0,146.0
2012,Nanded,Higher Secondary School (XI-XII),,481.0,,68.0,161.0
2012,Nandurbar,Primary School (I-V),,255.0,3450.0,49.0,166.0
2012,Nandurbar,Upper Primary School (I-VIII),,220.0,900.0,228.0,114.0
2012,Nandurbar,Secondary School (VI-X),,51.0,5.0,40.0,38.0
2012,Nandurbar,Secondary School (I-X),,1299.0,65.0,635.0,590.0
2012,Nandurbar,Higher Secondary School (I-XII),,1438.0,25.0,201.0,44.0
2012,Nandurbar,Higher Secondary School (XI-XII),,63.0,4.0,,
2012,Nashik,Primary School (I-V),,1081.0,6753.0,219.0,766.0
2012,Nashik,Upper Primary School (I-VIII),,1075.0,4757.0,2087.0,1279.0
2012,Nashik,Secondary School (VI-X),,734.0,,248.0,747.0
2012,Nashik,Secondary School (I-X),,4507.0,80.0,682.0,736.0
2012,Nashik,Higher Secondary School (I-XII),,4828.0,,302.0,373.0
2012,Nashik,Higher Secondary School (XI-XII),,639.0,,,62.0
2012,Parbhani,Primary School (I-V),,420.0,1589.0,120.0,487.0
2012,Parbhani,Upper Primary School (I-VIII),,879.0,3541.0,298.0,463.0
2012,Parbhani,Secondary School (VI-X),,206.0,4.0,75.0,337.0
2012,Parbhani,Secondary School (I-X),,1187.0,481.0,143.0,159.0
2012,Parbhani,Higher Secondary School (I-XII),,1158.0,28.0,,118.0
2012,Parbhani,Higher Secondary School (XI-XII),,187.0,,112.0,398.0
2012,Pune,Primary School (I-V),,1347.0,6918.0,838.0,1993.0
2012,Pune,Upper Primary School (I-VIII),,1736.0,5632.0,4211.0,5266.0
2012,Pune,Secondary School (VI-X),,1106.0,18.0,373.0,1588.0
2012,Pune,Secondary School (I-X),,5503.0,121.0,448.0,3244.0
2012,Pune,Higher Secondary School (I-XII),,8739.0,37.0,798.0,1589.0
2012,Pune,Higher Secondary School (XI-XII),,784.0,,9.0,413.0
2012,Raigad,Primary School (I-V),,,,205.0,
2012,Raigad,Upper Primary School (I-VIII),,,,207.0,
2012,Raigad,Secondary School (VI-X),,,,102.0,
2012,Raigad,Secondary School (I-X),,,,55.0,
2012,Raigad,Higher Secondary School (I-XII),,,,164.0,
2012,Raigad,Primary School (I-V),,304.0,4636.0,,546.0
2012,Raigad,Upper Primary School (I-VIII),,102.0,3959.0,,916.0
2012,Raigad,Secondary School (VI-X),,324.0,30.0,,512.0
2012,Raigad,Secondary School (I-X),,1798.0,37.0,,908.0
2012,Raigad,Higher Secondary School (I-XII),,2711.0,,,979.0
2012,Raigad,Higher Secondary School (XI-XII),,115.0,,,27.0
2012,Ratnagiri,Primary School (I-V),,104.0,3603.0,77.0,167.0
2012,Ratnagiri,Upper Primary School (I-VIII),,6.0,5154.0,48.0,372.0
2012,Ratnagiri,Secondary School (VI-X),,697.0,,47.0,180.0
2012,Ratnagiri,Secondary School (I-X),,1132.0,14.0,53.0,83.0
2012,Ratnagiri,Higher Secondary School (I-XII),,1746.0,,39.0,55.0
2012,Ratnagiri,Higher Secondary School (XI-XII),,119.0,,6.0,55.0
2012,Sangli,Primary School (I-V),,412.0,2994.0,182.0,355.0
2012,Sangli,Upper Primary School (I-VIII),,775.0,3974.0,357.0,576.0
2012,Sangli,Secondary School (VI-X),,465.0,,7.0,413.0
2012,Sangli,Secondary School (I-X),,3215.0,,67.0,197.0
2012,Sangli,Higher Secondary School (I-XII),,3805.0,,,87.0
2012,Sangli,Higher Secondary School (XI-XII),,500.0,,,97.0
2012,Satara,Primary School (I-V),,320.0,4638.0,228.0,372.0
2012,Satara,Upper Primary School (I-VIII),,247.0,4789.0,164.0,650.0
2012,Satara,Secondary School (VI-X),,710.0,,51.0,410.0
2012,Satara,Secondary School (I-X),,3502.0,10.0,124.0,433.0
2012,Satara,Higher Secondary School (I-XII),,3254.0,32.0,36.0,303.0
2012,Satara,Higher Secondary School (XI-XII),,562.0,,,59.0
2012,Sindhudurg,Primary School (I-V),,61.0,1976.0,62.0,67.0
2012,Sindhudurg,Upper Primary School (I-VIII),,18.0,2429.0,34.0,60.0
2012,Sindhudurg,Secondary School (VI-X),,330.0,,14.0,36.0
2012,Sindhudurg,Secondary School (I-X),,902.0,,10.0,202.0
2012,Sindhudurg,Higher Secondary School (I-XII),,1129.0,,,27.0
2012,Sindhudurg,Higher Secondary School (XI-XII),,93.0,,13.0,22.0
2012,Solapur,Primary School (I-V),,1187.0,5427.0,415.0,412.0
2012,Solapur,Upper Primary School (I-VIII),,1628.0,5762.0,824.0,374.0
2012,Solapur,Secondary School (VI-X),,559.0,,99.0,487.0
2012,Solapur,Secondary School (I-X),,4332.0,53.0,196.0,798.0
2012,Solapur,Higher Secondary School (I-XII),,5316.0,33.0,181.0,361.0
2012,Solapur,Higher Secondary School (XI-XII),,544.0,,15.0,92.0
2012,Wardha,Primary School (I-V),,181.0,1571.0,153.0,194.0
2012,Wardha,Upper Primary School (I-VIII),,182.0,1693.0,88.0,419.0
2012,Wardha,Secondary School (VI-X),,201.0,,15.0,83.0
2012,Wardha,Secondary School (I-X),,1364.0,9.0,88.0,383.0
2012,Wardha,Higher Secondary School (I-XII),,1828.0,206.0,56.0,125.0
2012,Wardha,Higher Secondary School (XI-XII),,156.0,,,86.0
2012,Washim,Primary School (I-V),,55.0,1372.0,99.0,233.0
2012,Washim,Upper Primary School (I-VIII),,174.0,2159.0,172.0,275.0
2012,Washim,Secondary School (VI-X),,119.0,4.0,23.0,116.0
2012,Washim,Secondary School (I-X),,649.0,12.0,94.0,214.0
2012,Washim,Higher Secondary School (I-XII),,1658.0,175.0,105.0,126.0
2012,Washim,Higher Secondary School (XI-XII),,113.0,,8.0,5.0
2012,Yavatmal,Primary School (I-V),,199.0,3138.0,162.0,500.0
2012,Yavatmal,Upper Primary School (I-VIII),,343.0,5979.0,612.0,399.0
2012,Yavatmal,Secondary School (VI-X),,424.0,31.0,114.0,178.0
2012,Yavatmal,Secondary School (I-X),,1299.0,257.0,271.0,401.0
2012,Yavatmal,Higher Secondary School (I-XII),,2452.0,188.0,219.0,319.0
2012,Yavatmal,Higher Secondary School (XI-XII),,233.0,,11.0,242.0
2013,Ahilyanagar,Primary School (I-V),,615.0,8113.0,34.0,837.0
2013,Ahilyanagar,Upper Primary School (I-VIII),,896.0,3844.0,97.0,778.0
2013,Ahilyanagar,Secondary School (VI-X),,58.0,,1191.0,90.0
2013,Ahilyanagar,Secondary School (I-X),,5197.0,15.0,182.0,634.0
2013,Ahilyanagar,Higher Secondary School (I-XII),81.0,5804.0,,63.0,312.0
2013,Ahilyanagar,Higher Secondary School (XI-XII),,,,920.0,
2013,Akola,Primary School (I-V),,126.0,1703.0,5.0,535.0
2013,Akola,Upper Primary School (I-VIII),,518.0,2666.0,16.0,750.0
2013,Akola,Secondary School (VI-X),,55.0,,548.0,24.0
2013,Akola,Secondary School (I-X),,1309.0,121.0,34.0,455.0
2013,Akola,Higher Secondary School (I-XII),,2449.0,106.0,,160.0
2013,Akola,Higher Secondary School (XI-XII),,,,335.0,
2013,Amravati,Primary School (I-V),,549.0,2538.0,54.0,689.0
2013,Amravati,Upper Primary School (I-VIII),,689.0,4503.0,78.0,320.0
2013,Amravati,Secondary School (VI-X),,3.0,,768.0,
2013,Amravati,Secondary School (I-X),,2343.0,215.0,99.0,781.0
2013,Amravati,Higher Secondary School (I-XII),,3717.0,325.0,147.0,149.0
2013,Amravati,Higher Secondary School (XI-XII),,,,483.0,
2013,Beed,Primary School (I-V),1.0,579.0,4035.0,34.0,574.0
2013,Beed,Upper Primary School (I-VIII),,1392.0,3746.0,17.0,344.0
2013,Beed,Secondary School (VI-X),,5.0,,556.0,
2013,Beed,Secondary School (I-X),,2719.0,873.0,38.0,798.0
2013,Beed,Higher Secondary School (I-XII),,3289.0,27.0,,104.0
2013,Beed,Higher Secondary School (XI-XII),,,,680.0,
2013,Bhandara,Primary School (I-V),,255.0,1226.0,86.0,192.0
2013,Bhandara,Upper Primary School (I-VIII),,357.0,1691.0,18.0,252.0
2013,Bhandara,Secondary School (VI-X),,9.0,,252.0,
2013,Bhandara,Secondary School (I-X),9.0,1129.0,106.0,17.0,294.0
2013,Bhandara,Higher Secondary School (I-XII),28.0,1681.0,471.0,,206.0
2013,Bhandara,Higher Secondary School (XI-XII),,,,185.0,
2013,Buldhana,Primary School (I-V),,244.0,2586.0,44.0,517.0
2013,Buldhana,Upper Primary School (I-VIII),,431.0,4595.0,54.0,606.0
2013,Buldhana,Secondary School (VI-X),,5.0,,446.0,17.0
2013,Buldhana,Secondary School (I-X),,1573.0,353.0,34.0,523.0
2013,Buldhana,Higher Secondary School (I-XII),,3417.0,334.0,4.0,231.0
2013,Buldhana,Higher Secondary School (XI-XII),,,,354.0,
2013,Chandrapur,Primary School (I-V),,259.0,2405.0,166.0,428.0
2013,Chandrapur,Upper Primary School (I-VIII),,550.0,3756.0,29.0,575.0
2013,Chandrapur,Secondary School (VI-X),,14.0,,693.0,
2013,Chandrapur,Secondary School (I-X),,1558.0,117.0,94.0,827.0
2013,Chandrapur,Higher Secondary School (I-XII),76.0,2770.0,78.0,83.0,491.0
2013,Chandrapur,Higher Secondary School (XI-XII),,,,474.0,
2013,Chh. Sambhaji Nagar,Primary School (I-V),,584.0,3350.0,51.0,1594.0
2013,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,2237.0,5901.0,31.0,1916.0
2013,Chh. Sambhaji Nagar,Secondary School (VI-X),,5.0,,1452.0,57.0
2013,Chh. Sambhaji Nagar,Secondary School (I-X),,2187.0,730.0,81.0,1066.0
2013,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),68.0,3039.0,242.0,21.0,280.0
2013,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,,,1176.0,
2013,Dharashiv,Primary School (I-V),,377.0,1698.0,9.0,196.0
2013,Dharashiv,Upper Primary School (I-VIII),,730.0,3250.0,19.0,138.0
2013,Dharashiv,Secondary School (VI-X),,,,706.0,5.0
2013,Dharashiv,Secondary School (I-X),,1313.0,518.0,12.0,156.0
2013,Dharashiv,Higher Secondary School (I-XII),,1567.0,75.0,,22.0
2013,Dharashiv,Higher Secondary School (XI-XII),,,,396.0,
2013,Dhule,Primary School (I-V),,657.0,3408.0,16.0,378.0
2013,Dhule,Upper Primary School (I-VIII),,936.0,393.0,65.0,253.0
2013,Dhule,Secondary School (VI-X),11.0,201.0,,9.0,127.0
2013,Dhule,Secondary School (I-X),6.0,2536.0,9.0,118.0,280.0
2013,Dhule,Higher Secondary School (I-XII),,3390.0,79.0,103.0,78.0
2013,Dhule,Higher Secondary School (XI-XII),,,,186.0,
2013,Gadchiroli,Primary School (I-V),,62.0,2306.0,32.0,180.0
2013,Gadchiroli,Upper Primary School (I-VIII),,276.0,2287.0,69.0,251.0
2013,Gadchiroli,Secondary School (VI-X),,,,373.0,
2013,Gadchiroli,Secondary School (I-X),,683.0,75.0,225.0,330.0
2013,Gadchiroli,Higher Secondary School (I-XII),,1655.0,94.0,269.0,52.0
2013,Gadchiroli,Higher Secondary School (XI-XII),,,,168.0,
2013,Gondia,Primary School (I-V),,133.0,1362.0,43.0,252.0
2013,Gondia,Upper Primary School (I-VIII),5.0,429.0,2880.0,23.0,537.0
2013,Gondia,Secondary School (VI-X),,,,438.0,
2013,Gondia,Secondary School (I-X),,605.0,156.0,43.0,184.0
2013,Gondia,Higher Secondary School (I-XII),,1832.0,273.0,123.0,187.0
2013,Gondia,Higher Secondary School (XI-XII),,,,320.0,
2013,Hingoli,Primary School (I-V),,185.0,1486.0,9.0,203.0
2013,Hingoli,Upper Primary School (I-VIII),,367.0,2628.0,19.0,178.0
2013,Hingoli,Secondary School (VI-X),,,,235.0,
2013,Hingoli,Secondary School (I-X),,515.0,388.0,34.0,84.0
2013,Hingoli,Higher Secondary School (I-XII),,909.0,24.0,30.0,36.0
2013,Hingoli,Higher Secondary School (XI-XII),,,,274.0,
2013,Jalgaon,Primary School (I-V),27.0,1002.0,4614.0,57.0,758.0
2013,Jalgaon,Upper Primary School (I-VIII),12.0,1292.0,3700.0,74.0,650.0
2013,Jalgaon,Secondary School (VI-X),,44.0,,611.0,54.0
2013,Jalgaon,Secondary School (I-X),,5216.0,107.0,191.0,575.0
2013,Jalgaon,Higher Secondary School (I-XII),60.0,4245.0,160.0,39.0,132.0
2013,Jalgaon,Higher Secondary School (XI-XII),,,,584.0,
2013,Jalna,Primary School (I-V),,239.0,2532.0,21.0,451.0
2013,Jalna,Upper Primary School (I-VIII),,606.0,3479.0,15.0,307.0
2013,Jalna,Secondary School (VI-X),,10.0,,263.0,22.0
2013,Jalna,Secondary School (I-X),,1061.0,477.0,5.0,378.0
2013,Jalna,Higher Secondary School (I-XII),,1620.0,22.0,5.0,161.0
2013,Jalna,Higher Secondary School (XI-XII),,,,406.0,
2013,Kolhapur,Primary School (I-V),,1206.0,2968.0,96.0,329.0
2013,Kolhapur,Upper Primary School (I-VIII),,1349.0,7081.0,48.0,317.0
2013,Kolhapur,Secondary School (VI-X),,73.0,,1930.0,22.0
2013,Kolhapur,Secondary School (I-X),,3823.0,50.0,32.0,619.0
2013,Kolhapur,Higher Secondary School (I-XII),20.0,3777.0,56.0,,65.0
2013,Kolhapur,Higher Secondary School (XI-XII),,,,560.0,
2013,Latur,Primary School (I-V),,1062.0,1836.0,38.0,389.0
2013,Latur,Upper Primary School (I-VIII),6.0,2560.0,3765.0,52.0,846.0
2013,Latur,Secondary School (VI-X),,,,818.0,17.0
2013,Latur,Secondary School (I-X),,2554.0,687.0,32.0,233.0
2013,Latur,Higher Secondary School (I-XII),26.0,3350.0,,17.0,
2013,Latur,Higher Secondary School (XI-XII),,,,680.0,
2013,Mumbai,Primary School (I-V),,,,,71.0
2013,Mumbai,Upper Primary School (I-VIII),,43.0,,,369.0
2013,Mumbai,Secondary School (VI-X),,94.0,,1014.0,88.0
2013,Mumbai,Secondary School (I-X),187.0,10843.0,,11.0,7450.0
2013,Mumbai,Higher Secondary School (I-XII),469.0,6620.0,,,3548.0
2013,Mumbai,Higher Secondary School (XI-XII),,,,3684.0,
2013,Mumbai Suburban,Primary School (I-V),9.0,3748.0,1119.0,,6825.0
2013,Mumbai Suburban,Upper Primary School (I-VIII),,,10065.0,,26.0
2013,Mumbai Suburban,Secondary School (VI-X),,,22.0,,
2013,Mumbai Suburban,Secondary School (I-X),,,775.0,,12.0
2013,Mumbai Suburban,Primary School (I-V),,,,566.0,
2013,Mumbai Suburban,Upper Primary School (I-VIII),,,,46.0,
2013,Mumbai Suburban,Secondary School (VI-X),,,,708.0,
2013,Nagpur,Primary School (I-V),,1466.0,2955.0,203.0,1824.0
2013,Nagpur,Upper Primary School (I-VIII),,2179.0,3803.0,48.0,2370.0
2013,Nagpur,Secondary School (VI-X),,18.0,28.0,1241.0,38.0
2013,Nagpur,Secondary School (I-X),,4157.0,520.0,91.0,1439.0
2013,Nagpur,Higher Secondary School (I-XII),241.0,6119.0,269.0,34.0,1772.0
2013,Nagpur,Higher Secondary School (XI-XII),,,,884.0,
2013,Nanded,Primary School (I-V),,909.0,3700.0,59.0,536.0
2013,Nanded,Upper Primary School (I-VIII),8.0,2454.0,4927.0,81.0,461.0
2013,Nanded,Secondary School (VI-X),,35.0,,730.0,29.0
2013,Nanded,Secondary School (I-X),38.0,2634.0,1125.0,100.0,557.0
2013,Nanded,Higher Secondary School (I-XII),,3222.0,,145.0,198.0
2013,Nanded,Higher Secondary School (XI-XII),,20.0,,716.0,
2013,Nandurbar,Primary School (I-V),,272.0,3281.0,19.0,224.0
2013,Nandurbar,Upper Primary School (I-VIII),,343.0,911.0,122.0,138.0
2013,Nandurbar,Secondary School (VI-X),,158.0,,5.0,51.0
2013,Nandurbar,Secondary School (I-X),,1630.0,54.0,516.0,828.0
2013,Nandurbar,Higher Secondary School (I-XII),,1911.0,44.0,134.0,48.0
2013,Nandurbar,Higher Secondary School (XI-XII),,,,101.0,5.0
2013,Nashik,Primary School (I-V),,1112.0,6934.0,55.0,1056.0
2013,Nashik,Upper Primary School (I-VIII),,1764.0,6235.0,109.0,1387.0
2013,Nashik,Secondary School (VI-X),,21.0,,1820.0,10.0
2013,Nashik,Secondary School (I-X),6.0,4865.0,115.0,590.0,871.0
2013,Nashik,Higher Secondary School (I-XII),107.0,5231.0,,221.0,469.0
2013,Nashik,Higher Secondary School (XI-XII),,,,786.0,
2013,Parbhani,Primary School (I-V),,489.0,1565.0,,625.0
2013,Parbhani,Upper Primary School (I-VIII),,1142.0,3327.0,22.0,469.0
2013,Parbhani,Secondary School (VI-X),,25.0,,599.0,42.0
2013,Parbhani,Secondary School (I-X),11.0,1290.0,496.0,5.0,315.0
2013,Parbhani,Higher Secondary School (I-XII),,1205.0,31.0,,130.0
2013,Parbhani,Higher Secondary School (XI-XII),,,,792.0,
2013,Pune,Primary School (I-V),,1464.0,7142.0,371.0,2547.0
2013,Pune,Upper Primary School (I-VIII),,2033.0,8864.0,246.0,5966.0
2013,Pune,Secondary School (VI-X),,6.0,,3257.0,27.0
2013,Pune,Secondary School (I-X),,5733.0,347.0,184.0,3709.0
2013,Pune,Higher Secondary School (I-XII),485.0,9100.0,167.0,59.0,2311.0
2013,Pune,Higher Secondary School (XI-XII),,,,1464.0,
2013,Raigad,Primary School (I-V),,,,160.0,
2013,Raigad,Upper Primary School (I-VIII),,,,121.0,
2013,Raigad,Secondary School (VI-X),,,,969.0,
2013,Raigad,Secondary School (I-X),,,,55.0,
2013,Raigad,Higher Secondary School (I-XII),,,,52.0,
2013,Raigad,Higher Secondary School (XI-XII),,,,167.0,
2013,Raigad,Primary School (I-V),,334.0,4522.0,,656.0
2013,Raigad,Upper Primary School (I-VIII),,202.0,3796.0,,1010.0
2013,Raigad,Secondary School (VI-X),,,,,10.0
2013,Raigad,Secondary School (I-X),,1883.0,34.0,,976.0
2013,Raigad,Higher Secondary School (I-XII),100.0,2825.0,,,1040.0
2013,Ratnagiri,Primary School (I-V),,130.0,3552.0,77.0,208.0
2013,Ratnagiri,Upper Primary School (I-VIII),28.0,20.0,4905.0,22.0,391.0
2013,Ratnagiri,Secondary School (VI-X),,,,956.0,
2013,Ratnagiri,Secondary School (I-X),,1166.0,,32.0,138.0
2013,Ratnagiri,Higher Secondary School (I-XII),,1749.0,,4.0,56.0
2013,Ratnagiri,Higher Secondary School (XI-XII),,,,202.0,
