Year,District,Type of School,Central Govt,Government Aided,Local body,Others,Private Unaided
2017,Chandrapur,Primary School (I-V),,239.0,2341.0,48.0,418.0
2017,Chandrapur,Upper Primary School (I-VIII),,528.0,3491.0,24.0,605.0
2017,Chandrapur,Secondary School (VI-X),,439.0,42.0,31.0,184.0
2017,Chandrapur,Secondary School (I-X),,1406.0,96.0,73.0,1205.0
2017,Chandrapur,Higher Secondary School (I-XII),,2641.0,72.0,115.0,631.0
2017,Chandrapur,Higher Secondary School (XI-XII),,239.0,,10.0,280.0
2017,Chh. Sambhaji Nagar,Primary School (I-V),,623.0,3136.0,32.0,1149.0
2017,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3819.0,5796.0,26.0,3879.0
2017,Chh. Sambhaji Nagar,Secondary School (VI-X),,798.0,19.0,16.0,623.0
2017,Chh. Sambhaji Nagar,Secondary School (I-X),,2229.0,655.0,42.0,1316.0
2017,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),,3565.0,183.0,42.0,724.0
2017,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,579.0,,13.0,710.0
2017,Dharashiv,Primary School (I-V),,340.0,1655.0,13.0,423.0
2017,Dharashiv,Upper Primary School (I-VIII),,730.0,3190.0,22.0,273.0
2017,Dharashiv,Secondary School (VI-X),,566.0,17.0,14.0,160.0
2017,Dharashiv,Secondary School (I-X),,1287.0,521.0,12.0,139.0
2017,Dharashiv,Higher Secondary School (I-XII),,1584.0,54.0,,5.0
2017,Dharashiv,Higher Secondary School (XI-XII),,268.0,,,135.0
2017,Dhule,Primary School (I-V),,618.0,3544.0,5.0,388.0
2017,Dhule,Upper Primary School (I-VIII),,1111.0,460.0,44.0,477.0
2017,Dhule,Secondary School (VI-X),,157.0,,26.0,62.0
2017,Dhule,Secondary School (I-X),,2353.0,6.0,89.0,576.0
2017,Dhule,Higher Secondary School (I-XII),,3377.0,68.0,118.0,131.0
2017,Dhule,Higher Secondary School (XI-XII),,98.0,,4.0,131.0
2017,Gadchiroli,Primary School (I-V),,61.0,2270.0,2.0,171.0
2017,Gadchiroli,Upper Primary School (I-VIII),,247.0,1987.0,29.0,330.0
2017,Gadchiroli,Secondary School (VI-X),,302.0,44.0,20.0,54.0
2017,Gadchiroli,Secondary School (I-X),,773.0,37.0,200.0,351.0
2017,Gadchiroli,Higher Secondary School (I-XII),,1569.0,75.0,246.0,33.0
2017,Gadchiroli,Higher Secondary School (XI-XII),,54.0,,4.0,157.0
2017,Gondia,Primary School (I-V),,119.0,1364.0,12.0,219.0
2017,Gondia,Upper Primary School (I-VIII),,468.0,2680.0,6.0,518.0
2017,Gondia,Secondary School (VI-X),,325.0,,25.0,67.0
2017,Gondia,Secondary School (I-X),,585.0,117.0,44.0,337.0
2017,Gondia,Higher Secondary School (I-XII),,1764.0,269.0,112.0,201.0
2017,Gondia,Higher Secondary School (XI-XII),,120.0,,3.0,248.0
2017,Hingoli,Primary School (I-V),,207.0,1354.0,24.0,224.0
2017,Hingoli,Upper Primary School (I-VIII),,531.0,2380.0,20.0,318.0
2017,Hingoli,Secondary School (VI-X),,125.0,16.0,4.0,86.0
2017,Hingoli,Secondary School (I-X),,712.0,346.0,34.0,147.0
2017,Hingoli,Higher Secondary School (I-XII),,1067.0,,29.0,79.0
2017,Hingoli,Higher Secondary School (XI-XII),,102.0,,3.0,250.0
2017,Jalgaon,Primary School (I-V),,905.0,4534.0,43.0,839.0
2017,Jalgaon,Upper Primary School (I-VIII),,1425.0,3272.0,53.0,1030.0
2017,Jalgaon,Secondary School (VI-X),,346.0,35.0,,165.0
2017,Jalgaon,Secondary School (I-X),,5203.0,79.0,112.0,847.0
2017,Jalgaon,Higher Secondary School (I-XII),,4720.0,160.0,106.0,519.0
2017,Jalgaon,Higher Secondary School (XI-XII),,482.0,,17.0,146.0
2017,Jalna,Primary School (I-V),,251.0,2346.0,26.0,655.0
2017,Jalna,Upper Primary School (I-VIII),,691.0,3602.0,24.0,561.0
2017,Jalna,Secondary School (VI-X),,213.0,35.0,24.0,159.0
2017,Jalna,Secondary School (I-X),,1358.0,429.0,,533.0
2017,Jalna,Higher Secondary School (I-XII),,1797.0,16.0,,148.0
2017,Jalna,Higher Secondary School (XI-XII),,222.0,,,294.0
2017,Kolhapur,Primary School (I-V),,735.0,2799.0,11.0,772.0
2017,Kolhapur,Upper Primary School (I-VIII),,716.0,6432.0,16.0,1424.0
2017,Kolhapur,Secondary School (VI-X),,1568.0,11.0,5.0,348.0
2017,Kolhapur,Secondary School (I-X),,3404.0,42.0,18.0,1061.0
2017,Kolhapur,Higher Secondary School (I-XII),,3797.0,46.0,,308.0
2017,Kolhapur,Higher Secondary School (XI-XII),,611.0,7.0,16.0,282.0
2017,Latur,Primary School (I-V),,952.0,1825.0,12.0,633.0
2017,Latur,Upper Primary School (I-VIII),,2785.0,3507.0,9.0,970.0
2017,Latur,Secondary School (VI-X),,681.0,9.0,30.0,254.0
2017,Latur,Secondary School (I-X),,2536.0,621.0,10.0,367.0
2017,Latur,Higher Secondary School (I-XII),,3542.0,,28.0,228.0
2017,Latur,Higher Secondary School (XI-XII),,,,,804.0
2017,Mumbai,Primary School (I-V),,,,13.0,37.0
2017,Mumbai,Upper Primary School (I-VIII),,18.0,,118.0,279.0
2017,Mumbai,Secondary School (VI-X),,449.0,,22.0,373.0
2017,Mumbai,Secondary School (I-X),,9425.0,,176.0,8908.0
2017,Mumbai,Higher Secondary School (I-XII),,6548.0,,447.0,5192.0
2017,Mumbai,Higher Secondary School (XI-XII),,2274.0,,62.0,1173.0
2017,Mumbai Suburban,Primary School (I-V),,3549.0,717.0,,6851.0
2017,Mumbai Suburban,Upper Primary School (I-VIII),,179.0,8419.0,,618.0
2017,Mumbai Suburban,Secondary School (VI-X),,,116.0,,
2017,Mumbai Suburban,Secondary School (I-X),,,692.0,,73.0
2017,Mumbai Suburban,Higher Secondary School (I-XII),,,411.0,,10.0
2017,Mumbai Suburban,Primary School (I-V),,,,860.0,
2017,Mumbai Suburban,Upper Primary School (I-VIII),,,,375.0,
2017,Mumbai Suburban,Secondary School (I-X),,,,31.0,
2017,Nagpur,Primary School (I-V),,1478.0,2704.0,115.0,1695.0
2017,Nagpur,Upper Primary School (I-VIII),,2485.0,3278.0,137.0,2851.0
2017,Nagpur,Secondary School (VI-X),,641.0,103.0,8.0,533.0
2017,Nagpur,Secondary School (I-X),,3553.0,394.0,38.0,2895.0
2017,Nagpur,Higher Secondary School (I-XII),,6031.0,278.0,254.0,2593.0
2017,Nagpur,Higher Secondary School (XI-XII),,701.0,,15.0,397.0
2017,Nanded,Primary School (I-V),,844.0,3629.0,39.0,693.0
2017,Nanded,Upper Primary School (I-VIII),,2590.0,4918.0,55.0,768.0
2017,Nanded,Secondary School (VI-X),,503.0,64.0,19.0,275.0
2017,Nanded,Secondary School (I-X),,2696.0,1018.0,116.0,756.0
2017,Nanded,Higher Secondary School (I-XII),,3378.0,,162.0,444.0
2017,Nanded,Higher Secondary School (XI-XII),,276.0,,,508.0
2017,Nandurbar,Primary School (I-V),,243.0,3076.0,,240.0
2017,Nandurbar,Upper Primary School (I-VIII),,617.0,859.0,101.0,217.0
2017,Nandurbar,Secondary School (VI-X),,156.0,51.0,16.0,34.0
2017,Nandurbar,Secondary School (I-X),,1653.0,9.0,373.0,536.0
2017,Nandurbar,Higher Secondary School (I-XII),,2017.0,27.0,157.0,80.0
2017,Nandurbar,Higher Secondary School (XI-XII),,88.0,,,48.0
2017,Nashik,Primary School (I-V),,1122.0,7094.0,46.0,1527.0
2017,Nashik,Upper Primary School (I-VIII),,2055.0,6235.0,103.0,2285.0
2017,Nashik,Secondary School (VI-X),,1199.0,103.0,18.0,587.0
2017,Nashik,Secondary School (I-X),,4671.0,57.0,515.0,1684.0
2017,Nashik,Higher Secondary School (I-XII),,5779.0,,476.0,912.0
2017,Nashik,Higher Secondary School (XI-XII),,664.0,,11.0,504.0
2017,Palghar,Primary School (I-V),,262.0,3316.0,186.0,759.0
2017,Palghar,Upper Primary School (I-VIII),,745.0,3217.0,804.0,3434.0
2017,Palghar,Secondary School (VI-X),,339.0,67.0,46.0,1057.0
2017,Palghar,Secondary School (I-X),,1290.0,252.0,760.0,1270.0
2017,Palghar,Higher Secondary School (I-XII),,1255.0,,446.0,765.0
2017,Palghar,Higher Secondary School (XI-XII),,78.0,,4.0,440.0
2017,Parbhani,Primary School (I-V),,480.0,1682.0,2.0,451.0
2017,Parbhani,Upper Primary School (I-VIII),,1561.0,3278.0,,800.0
2017,Parbhani,Secondary School (VI-X),,300.0,92.0,26.0,291.0
2017,Parbhani,Secondary School (I-X),,1456.0,383.0,8.0,313.0
2017,Parbhani,Higher Secondary School (I-XII),,1648.0,31.0,,128.0
2017,Parbhani,Higher Secondary School (XI-XII),,243.0,,,589.0
2017,Pune,Primary School (I-V),,1507.0,6824.0,165.0,2517.0
2017,Pune,Upper Primary School (I-VIII),,2227.0,8623.0,227.0,8101.0
2017,Pune,Secondary School (VI-X),,1195.0,340.0,24.0,1639.0
2017,Pune,Secondary School (I-X),,5052.0,229.0,190.0,6862.0
2017,Pune,Higher Secondary School (I-XII),,9216.0,122.0,815.0,5629.0
2017,Pune,Higher Secondary School (XI-XII),,1087.0,,,1302.0
2017,Raigad,Primary School (I-V),,,,113.0,
2017,Raigad,Upper Primary School (I-VIII),,,,121.0,
2017,Raigad,Secondary School (VI-X),,,,14.0,
2017,Raigad,Secondary School (I-X),,,,59.0,
2017,Raigad,Higher Secondary School (I-XII),,,,137.0,
2017,Raigad,Higher Secondary School (XI-XII),,,,3.0,
2017,Raigad,Primary School (I-V),,354.0,4064.0,,797.0
2017,Raigad,Upper Primary School (I-VIII),,296.0,3252.0,,1472.0
2017,Raigad,Secondary School (VI-X),,475.0,30.0,,462.0
2017,Raigad,Secondary School (I-X),,1642.0,33.0,,1345.0
2017,Raigad,Higher Secondary School (I-XII),,3040.0,,,1612.0
2017,Raigad,Higher Secondary School (XI-XII),,89.0,,,190.0
2017,Ratnagiri,Primary School (I-V),,118.0,3210.0,21.0,224.0
2017,Ratnagiri,Upper Primary School (I-VIII),,27.0,4400.0,21.0,620.0
2017,Ratnagiri,Secondary School (VI-X),,686.0,,13.0,181.0
2017,Ratnagiri,Secondary School (I-X),,872.0,,60.0,339.0
2017,Ratnagiri,Higher Secondary School (I-XII),,1889.0,10.0,8.0,110.0
2017,Ratnagiri,Higher Secondary School (XI-XII),,111.0,,5.0,172.0
2017,Sangli,Primary School (I-V),,512.0,2791.0,11.0,519.0
2017,Sangli,Upper Primary School (I-VIII),,919.0,3412.0,,902.0
2017,Sangli,Secondary School (VI-X),,569.0,,19.0,330.0
2017,Sangli,Secondary School (I-X),,2822.0,34.0,,349.0
2017,Sangli,Higher Secondary School (I-XII),,3638.0,,,223.0
2017,Sangli,Higher Secondary School (XI-XII),,463.0,,,285.0
2017,Satara,Primary School (I-V),,370.0,4254.0,41.0,366.0
2017,Satara,Upper Primary School (I-VIII),,391.0,4192.0,41.0,711.0
2017,Satara,Secondary School (VI-X),,776.0,,3.0,207.0
2017,Satara,Secondary School (I-X),,2911.0,7.0,21.0,1051.0
2017,Satara,Higher Secondary School (I-XII),,3339.0,13.0,,616.0
2017,Satara,Higher Secondary School (XI-XII),,527.0,,28.0,207.0
2017,Sindhudurg,Primary School (I-V),,55.0,1802.0,8.0,101.0
2017,Sindhudurg,Upper Primary School (I-VIII),,27.0,2064.0,6.0,136.0
2017,Sindhudurg,Secondary School (VI-X),,305.0,,10.0,42.0
2017,Sindhudurg,Secondary School (I-X),,694.0,,,317.0
2017,Sindhudurg,Higher Secondary School (I-XII),,1179.0,,,47.0
2017,Sindhudurg,Higher Secondary School (XI-XII),,97.0,,3.0,88.0
2017,Solapur,Primary School (I-V),,1256.0,5301.0,21.0,921.0
2017,Solapur,Upper Primary School (I-VIII),,2233.0,5128.0,24.0,930.0
2017,Solapur,Secondary School (VI-X),,604.0,20.0,3.0,408.0
2017,Solapur,Secondary School (I-X),,4015.0,58.0,42.0,1211.0
2017,Solapur,Higher Secondary School (I-XII),,6225.0,36.0,24.0,718.0
2017,Solapur,Higher Secondary School (XI-XII),,499.0,,,346.0
2017,Thane,Primary School (I-V),,1199.0,2081.0,245.0,1996.0
2017,Thane,Upper Primary School (I-VIII),,3783.0,4978.0,915.0,8969.0
2017,Thane,Secondary School (VI-X),,1394.0,75.0,40.0,2669.0
2017,Thane,Secondary School (I-X),,2603.0,33.0,209.0,2948.0
2017,Thane,Higher Secondary School (I-XII),,3596.0,,303.0,3582.0
2017,Thane,Higher Secondary School (XI-XII),,470.0,,14.0,1117.0
2017,Wardha,Primary School (I-V),,212.0,1513.0,17.0,324.0
2017,Wardha,Upper Primary School (I-VIII),,221.0,1442.0,23.0,434.0
2017,Wardha,Secondary School (VI-X),,281.0,,6.0,85.0
2017,Wardha,Secondary School (I-X),,1090.0,18.0,25.0,738.0
2017,Wardha,Higher Secondary School (I-XII),,1734.0,152.0,19.0,320.0
2017,Wardha,Higher Secondary School (XI-XII),,128.0,,,167.0
2017,Washim,Primary School (I-V),,103.0,1381.0,39.0,406.0
2017,Washim,Upper Primary School (I-VIII),,499.0,1944.0,18.0,267.0
2017,Washim,Secondary School (VI-X),,171.0,,12.0,97.0
2017,Washim,Secondary School (I-X),,751.0,12.0,17.0,333.0
2017,Washim,Higher Secondary School (I-XII),,2011.0,126.0,18.0,153.0
2017,Washim,Higher Secondary School (XI-XII),,113.0,,,105.0
2017,Yavatmal,Primary School (I-V),,303.0,3010.0,23.0,556.0
2017,Yavatmal,Upper Primary School (I-VIII),,957.0,5132.0,23.0,704.0
2017,Yavatmal,Secondary School (VI-X),,630.0,97.0,98.0,134.0
2017,Yavatmal,Secondary School (I-X),,1454.0,104.0,78.0,794.0
2017,Yavatmal,Higher Secondary School (I-XII),,2787.0,121.0,92.0,306.0
2017,Yavatmal,Higher Secondary School (XI-XII),,247.0,,6.0,265.0
2018,Ahilyanagar,Primary School (I-V),,555.0,8169.0,5.0,1039.0
2018,Ahilyanagar,Upper Primary School (I-VIII),,885.0,3790.0,31.0,1680.0
2018,Ahilyanagar,Secondary School (VI-X),,715.0,12.0,18.0,407.0
2018,Ahilyanagar,Secondary School (I-X),,4170.0,9.0,157.0,1404.0
2018,Ahilyanagar,Higher Secondary School (I-XII),,6520.0,,162.0,893.0
2018,Ahilyanagar,Higher Secondary School (XI-XII),,702.0,,14.0,659.0
2018,Akola,Primary School (I-V),,156.0,1455.0,24.0,715.0
2018,Akola,Upper Primary School (I-VIII),,770.0,2575.0,15.0,934.0
2018,Akola,Secondary School (VI-X),,464.0,13.0,24.0,171.0
2018,Akola,Secondary School (I-X),,1124.0,94.0,21.0,541.0
2018,Akola,Higher Secondary School (I-XII),,2461.0,80.0,,509.0
2018,Akola,Higher Secondary School (XI-XII),,112.0,,5.0,257.0
2018,Amravati,Primary School (I-V),,486.0,2516.0,6.0,775.0
2018,Amravati,Upper Primary School (I-VIII),,665.0,4144.0,44.0,752.0
2018,Amravati,Secondary School (VI-X),,598.0,39.0,39.0,101.0
2018,Amravati,Secondary School (I-X),,2108.0,197.0,81.0,1179.0
2018,Amravati,Higher Secondary School (I-XII),,3550.0,208.0,137.0,510.0
2018,Amravati,Higher Secondary School (XI-XII),,333.0,,29.0,78.0
2018,Beed,Primary School (I-V),,548.0,4548.0,43.0,619.0
2018,Beed,Upper Primary School (I-VIII),,1896.0,4533.0,30.0,826.0
2018,Beed,Secondary School (VI-X),,353.0,37.0,18.0,99.0
2018,Beed,Secondary School (I-X),,3020.0,753.0,30.0,899.0
2018,Beed,Higher Secondary School (I-XII),,3634.0,23.0,39.0,329.0
2018,Beed,Higher Secondary School (XI-XII),,446.0,,,327.0
2018,Bhandara,Primary School (I-V),,218.0,1241.0,14.0,164.0
2018,Bhandara,Upper Primary School (I-VIII),,313.0,1474.0,28.0,372.0
2018,Bhandara,Secondary School (VI-X),,168.0,10.0,7.0,41.0
2018,Bhandara,Secondary School (I-X),,894.0,105.0,19.0,411.0
2018,Bhandara,Higher Secondary School (I-XII),,1545.0,436.0,31.0,364.0
2018,Bhandara,Higher Secondary School (XI-XII),,80.0,,4.0,100.0
2018,Buldhana,Primary School (I-V),,246.0,2631.0,3.0,718.0
2018,Buldhana,Upper Primary School (I-VIII),,576.0,4442.0,,588.0
2018,Buldhana,Secondary School (VI-X),,343.0,75.0,28.0,88.0
2018,Buldhana,Secondary School (I-X),,1507.0,293.0,33.0,1106.0
2018,Buldhana,Higher Secondary School (I-XII),,3548.0,268.0,,500.0
2018,Buldhana,Higher Secondary School (XI-XII),,92.0,,6.0,353.0
2018,Chandrapur,Primary School (I-V),,229.0,2267.0,28.0,470.0
2018,Chandrapur,Upper Primary School (I-VIII),,510.0,3380.0,29.0,684.0
2018,Chandrapur,Secondary School (VI-X),,455.0,48.0,28.0,170.0
2018,Chandrapur,Secondary School (I-X),,1349.0,95.0,60.0,1409.0
2018,Chandrapur,Higher Secondary School (I-XII),,2538.0,67.0,128.0,668.0
2018,Chandrapur,Higher Secondary School (XI-XII),,228.0,,,312.0
2018,Chh. Sambhaji Nagar,Primary School (I-V),,625.0,3042.0,38.0,1327.0
2018,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3874.0,5826.0,46.0,3963.0
2018,Chh. Sambhaji Nagar,Secondary School (VI-X),,843.0,17.0,15.0,563.0
2018,Chh. Sambhaji Nagar,Secondary School (I-X),,2186.0,633.0,50.0,1501.0
2018,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),,3588.0,172.0,56.0,1200.0
2018,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,569.0,,16.0,826.0
2018,Dharashiv,Primary School (I-V),,335.0,1626.0,11.0,436.0
2018,Dharashiv,Upper Primary School (I-VIII),,710.0,3135.0,22.0,341.0
2018,Dharashiv,Secondary School (VI-X),,598.0,15.0,16.0,130.0
2018,Dharashiv,Secondary School (I-X),,1288.0,563.0,14.0,161.0
2018,Dharashiv,Higher Secondary School (I-XII),,1590.0,59.0,,56.0
2018,Dharashiv,Higher Secondary School (XI-XII),,259.0,,,165.0
2018,Dhule,Primary School (I-V),,614.0,3585.0,6.0,429.0
2018,Dhule,Upper Primary School (I-VIII),,1084.0,438.0,47.0,574.0
2018,Dhule,Secondary School (VI-X),,203.0,,37.0,61.0
2018,Dhule,Secondary School (I-X),,2300.0,8.0,87.0,604.0
2018,Dhule,Higher Secondary School (I-XII),,3332.0,66.0,116.0,123.0
2018,Dhule,Higher Secondary School (XI-XII),,143.0,,4.0,106.0
2018,Gadchiroli,Primary School (I-V),,61.0,2176.0,,169.0
2018,Gadchiroli,Upper Primary School (I-VIII),,239.0,1921.0,18.0,306.0
2018,Gadchiroli,Secondary School (VI-X),,293.0,39.0,22.0,56.0
2018,Gadchiroli,Secondary School (I-X),,774.0,39.0,226.0,414.0
2018,Gadchiroli,Higher Secondary School (I-XII),,1525.0,79.0,260.0,54.0
2018,Gadchiroli,Higher Secondary School (XI-XII),,56.0,,2.0,149.0
2018,Gondia,Primary School (I-V),,113.0,1287.0,28.0,279.0
2018,Gondia,Upper Primary School (I-VIII),,464.0,2549.0,7.0,586.0
2018,Gondia,Secondary School (VI-X),,336.0,,18.0,45.0
2018,Gondia,Secondary School (I-X),,548.0,105.0,49.0,395.0
2018,Gondia,Higher Secondary School (I-XII),,1670.0,249.0,112.0,288.0
2018,Gondia,Higher Secondary School (XI-XII),,105.0,,4.0,245.0
2018,Hingoli,Primary School (I-V),,192.0,1381.0,7.0,213.0
2018,Hingoli,Upper Primary School (I-VIII),,559.0,2376.0,12.0,390.0
2018,Hingoli,Secondary School (VI-X),,132.0,20.0,3.0,83.0
2018,Hingoli,Secondary School (I-X),,721.0,349.0,35.0,178.0
2018,Hingoli,Higher Secondary School (I-XII),,1075.0,,19.0,188.0
2018,Hingoli,Higher Secondary School (XI-XII),,105.0,,1.0,253.0
2018,Jalgaon,Primary School (I-V),,984.0,4538.0,43.0,877.0
2018,Jalgaon,Upper Primary School (I-VIII),,1525.0,3208.0,45.0,1222.0
2018,Jalgaon,Secondary School (VI-X),,341.0,30.0,,173.0
2018,Jalgaon,Secondary School (I-X),,5255.0,75.0,121.0,1160.0
2018,Jalgaon,Higher Secondary School (I-XII),,4908.0,153.0,114.0,472.0
2018,Jalgaon,Higher Secondary School (XI-XII),,534.0,,18.0,169.0
2018,Jalna,Primary School (I-V),,243.0,2235.0,21.0,813.0
2018,Jalna,Upper Primary School (I-VIII),,724.0,3532.0,28.0,642.0
2018,Jalna,Secondary School (VI-X),,230.0,36.0,20.0,150.0
2018,Jalna,Secondary School (I-X),,1349.0,411.0,,673.0
2018,Jalna,Higher Secondary School (I-XII),,1843.0,14.0,4.0,244.0
2018,Jalna,Higher Secondary School (XI-XII),,217.0,,,331.0
2018,Kolhapur,Primary School (I-V),,695.0,2719.0,4.0,838.0
2018,Kolhapur,Upper Primary School (I-VIII),,737.0,6213.0,3.0,1531.0
2018,Kolhapur,Secondary School (VI-X),,1598.0,,15.0,321.0
2018,Kolhapur,Secondary School (I-X),,3402.0,36.0,16.0,1142.0
2018,Kolhapur,Higher Secondary School (I-XII),,3793.0,46.0,,480.0
2018,Kolhapur,Higher Secondary School (XI-XII),,673.0,8.0,16.0,285.0
2018,Latur,Primary School (I-V),,926.0,1789.0,9.0,672.0
2018,Latur,Upper Primary School (I-VIII),,2747.0,3576.0,,1083.0
2018,Latur,Secondary School (VI-X),,699.0,4.0,29.0,215.0
2018,Latur,Secondary School (I-X),,2541.0,649.0,10.0,469.0
2018,Latur,Higher Secondary School (I-XII),,3568.0,,19.0,447.0
2018,Latur,Higher Secondary School (XI-XII),,163.0,,,673.0
2018,Mumbai,Primary School (I-V),,,,3.0,110.0
2018,Mumbai,Upper Primary School (I-VIII),,19.0,,10.0,564.0
2018,Mumbai,Secondary School (VI-X),,391.0,,15.0,399.0
2018,Mumbai,Secondary School (I-X),,9232.0,,199.0,10788.0
2018,Mumbai,Higher Secondary School (I-XII),,6308.0,,450.0,6117.0
2018,Mumbai,Higher Secondary School (XI-XII),,2293.0,,76.0,1251.0
2018,Mumbai Suburban,Primary School (I-V),,3423.0,654.0,,6618.0
2018,Mumbai Suburban,Upper Primary School (I-VIII),,176.0,7809.0,,748.0
2018,Mumbai Suburban,Secondary School (VI-X),,,171.0,,
2018,Mumbai Suburban,Secondary School (I-X),,,1130.0,,81.0
2018,Mumbai Suburban,Primary School (I-V),,,,906.0,
2018,Mumbai Suburban,Upper Primary School (I-VIII),,,,441.0,
2018,Mumbai Suburban,Secondary School (I-X),,,,8.0,
2018,Nagpur,Primary School (I-V),,1412.0,2618.0,140.0,1808.0
2018,Nagpur,Upper Primary School (I-VIII),,2478.0,3152.0,227.0,3198.0
2018,Nagpur,Secondary School (VI-X),,626.0,108.0,8.0,490.0
2018,Nagpur,Secondary School (I-X),,3335.0,385.0,30.0,3654.0
2018,Nagpur,Higher Secondary School (I-XII),,5789.0,263.0,269.0,2987.0
2018,Nagpur,Higher Secondary School (XI-XII),,649.0,,11.0,409.0
2018,Nanded,Primary School (I-V),,832.0,3527.0,40.0,799.0
2018,Nanded,Upper Primary School (I-VIII),,2563.0,4868.0,44.0,850.0
2018,Nanded,Secondary School (VI-X),,516.0,75.0,19.0,254.0
2018,Nanded,Secondary School (I-X),,2657.0,979.0,129.0,873.0
2018,Nanded,Higher Secondary School (I-XII),,3307.0,,137.0,622.0
2018,Nanded,Higher Secondary School (XI-XII),,327.0,,3.0,454.0
2018,Nandurbar,Primary School (I-V),,246.0,3328.0,3.0,278.0
2018,Nandurbar,Upper Primary School (I-VIII),,630.0,855.0,116.0,198.0
2018,Nandurbar,Secondary School (VI-X),,196.0,53.0,21.0,35.0
2018,Nandurbar,Secondary School (I-X),,1731.0,17.0,462.0,550.0
2018,Nandurbar,Higher Secondary School (I-XII),,1955.0,30.0,194.0,68.0
2018,Nandurbar,Higher Secondary School (XI-XII),,97.0,,5.0,58.0
2018,Nashik,Primary School (I-V),,1168.0,6936.0,51.0,1645.0
2018,Nashik,Upper Primary School (I-VIII),,2302.0,6173.0,75.0,2440.0
2018,Nashik,Secondary School (VI-X),,1313.0,94.0,12.0,497.0
2018,Nashik,Secondary School (I-X),,4655.0,22.0,518.0,2074.0
2018,Nashik,Higher Secondary School (I-XII),,6020.0,26.0,435.0,1097.0
2018,Nashik,Higher Secondary School (XI-XII),,791.0,,10.0,564.0
2018,Palghar,Primary School (I-V),,257.0,3212.0,224.0,760.0
2018,Palghar,Upper Primary School (I-VIII),,736.0,2949.0,804.0,3629.0
2018,Palghar,Secondary School (VI-X),,375.0,62.0,29.0,1009.0
2018,Palghar,Secondary School (I-X),,1261.0,360.0,863.0,1422.0
2018,Palghar,Higher Secondary School (I-XII),,1297.0,,444.0,879.0
2018,Palghar,Higher Secondary School (XI-XII),,85.0,,5.0,557.0
2018,Parbhani,Primary School (I-V),,452.0,1599.0,2.0,432.0
2018,Parbhani,Upper Primary School (I-VIII),,1578.0,3141.0,12.0,790.0
2018,Parbhani,Secondary School (VI-X),,352.0,82.0,25.0,247.0
2018,Parbhani,Secondary School (I-X),,1387.0,344.0,9.0,259.0
2018,Parbhani,Higher Secondary School (I-XII),,1578.0,27.0,,201.0
2018,Parbhani,Higher Secondary School (XI-XII),,242.0,,,579.0
2018,Pune,Primary School (I-V),,1465.0,6749.0,158.0,2577.0
2018,Pune,Upper Primary School (I-VIII),,2225.0,8560.0,188.0,8303.0
2018,Pune,Secondary School (VI-X),,1210.0,316.0,29.0,1455.0
2018,Pune,Secondary School (I-X),,4841.0,246.0,156.0,8364.0
2018,Pune,Higher Secondary School (I-XII),,9061.0,163.0,690.0,6653.0
2018,Pune,Higher Secondary School (XI-XII),,1029.0,,,1395.0
2018,Raigad,Primary School (I-V),,,,54.0,
2018,Raigad,Upper Primary School (I-VIII),,,,74.0,
2018,Raigad,Secondary School (VI-X),,,,12.0,
2018,Raigad,Secondary School (I-X),,,,49.0,
2018,Raigad,Higher Secondary School (I-XII),,,,137.0,
2018,Raigad,Higher Secondary School (XI-XII),,,,5.0,
2018,Raigad,Primary School (I-V),,347.0,3960.0,,823.0
2018,Raigad,Upper Primary School (I-VIII),,286.0,3211.0,,1570.0
2018,Raigad,Secondary School (VI-X),,467.0,30.0,,428.0
2018,Raigad,Secondary School (I-X),,1551.0,33.0,,1612.0
2018,Raigad,Higher Secondary School (I-XII),,2980.0,,,1874.0
2018,Raigad,Higher Secondary School (XI-XII),,110.0,,,187.0
2018,Ratnagiri,Primary School (I-V),,117.0,2834.0,19.0,240.0
2018,Ratnagiri,Upper Primary School (I-VIII),,23.0,4044.0,13.0,611.0
2018,Ratnagiri,Secondary School (VI-X),,659.0,,2.0,181.0
2018,Ratnagiri,Secondary School (I-X),,829.0,,56.0,390.0
2018,Ratnagiri,Higher Secondary School (I-XII),,1803.0,10.0,,150.0
2018,Ratnagiri,Higher Secondary School (XI-XII),,137.0,,4.0,163.0
2018,Sangli,Primary School (I-V),,502.0,2669.0,7.0,599.0
2018,Sangli,Upper Primary School (I-VIII),,895.0,3286.0,,903.0
2018,Sangli,Secondary School (VI-X),,578.0,,30.0,288.0
2018,Sangli,Secondary School (I-X),,2704.0,29.0,,471.0
2018,Sangli,Higher Secondary School (I-XII),,3650.0,,,226.0
2018,Sangli,Higher Secondary School (XI-XII),,443.0,,,321.0
2018,Satara,Primary School (I-V),,365.0,4079.0,28.0,410.0
2018,Satara,Upper Primary School (I-VIII),,402.0,4028.0,27.0,735.0
2018,Satara,Secondary School (VI-X),,760.0,,4.0,190.0
2018,Satara,Secondary School (I-X),,2821.0,7.0,29.0,1136.0
