Year,District,Select Class,Social Category,Boys,Girls
2020,Chhatrapati Sambhaji Nagar,Class 5,OBC,12784,10229
2020,Chhatrapati Sambhaji Nagar,Class 5,SC,7471,6468
2020,Chhatrapati Sambhaji Nagar,Class 5,ST,2648,2329
2020,Chhatrapati Sambhaji Nagar,Class 6,Overall,47810,39815
2020,Chhatrapati Sambhaji Nagar,Class 6,General,25345,21209
2020,Chhatrapati Sambhaji Nagar,Class 6,OBC,12583,10048
2020,Chhatrapati Sambhaji Nagar,Class 6,SC,7387,6349
2020,Chhatrapati Sambhaji Nagar,Class 6,ST,2495,2209
2020,Chhatrapati Sambhaji Nagar,Class 7,Overall,47052,39624
2020,Chhatrapati Sambhaji Nagar,Class 7,General,24831,21124
2020,Chhatrapati Sambhaji Nagar,Class 7,OBC,12440,10002
2020,Chhatrapati Sambhaji Nagar,Class 7,SC,7407,6446
2020,Chhatrapati Sambhaji Nagar,Class 7,ST,2374,2052
2020,Chhatrapati Sambhaji Nagar,Class 8,Overall,43217,37201
2020,Chhatrapati Sambhaji Nagar,Class 8,General,22609,19681
2020,Chhatrapati Sambhaji Nagar,Class 8,OBC,11885,9662
2020,Chhatrapati Sambhaji Nagar,Class 8,SC,6492,5924
2020,Chhatrapati Sambhaji Nagar,Class 8,ST,2231,1934
2020,Chhatrapati Sambhaji Nagar,Class 9,Overall,41274,34998
2020,Chhatrapati Sambhaji Nagar,Class 9,General,21091,17763
2020,Chhatrapati Sambhaji Nagar,Class 9,OBC,11440,9520
2020,Chhatrapati Sambhaji Nagar,Class 9,SC,6571,5890
2020,Chhatrapati Sambhaji Nagar,Class 9,ST,2172,1825
2020,Chhatrapati Sambhaji Nagar,Class 10,Overall,41203,33111
2020,Chhatrapati Sambhaji Nagar,Class 10,General,20754,17037
2020,Chhatrapati Sambhaji Nagar,Class 10,OBC,11762,8992
2020,Chhatrapati Sambhaji Nagar,Class 10,SC,6652,5623
2020,Chhatrapati Sambhaji Nagar,Class 10,ST,2035,1459
2020,Chhatrapati Sambhaji Nagar,Class 11,Overall,31805,25350
2020,Chhatrapati Sambhaji Nagar,Class 11,General,15778,12840
2020,Chhatrapati Sambhaji Nagar,Class 11,OBC,9923,7532
2020,Chhatrapati Sambhaji Nagar,Class 11,SC,4792,4114
2020,Chhatrapati Sambhaji Nagar,Class 11,ST,1312,864
2020,Chhatrapati Sambhaji Nagar,Class 12,Overall,31504,25266
2020,Chhatrapati Sambhaji Nagar,Class 12,General,15312,12896
2020,Chhatrapati Sambhaji Nagar,Class 12,OBC,10151,7343
2020,Chhatrapati Sambhaji Nagar,Class 12,SC,4792,4134
2020,Chhatrapati Sambhaji Nagar,Class 12,ST,1249,893
2020,Dharashiv,Pre-Primary,Overall,7389,6402
2020,Dharashiv,Pre-Primary,General,4224,3557
2020,Dharashiv,Pre-Primary,OBC,1956,1705
2020,Dharashiv,Pre-Primary,SC,1074,1037
2020,Dharashiv,Pre-Primary,ST,135,103
2020,Dharashiv,Class 1,Overall,12532,11893
2020,Dharashiv,Class 1,General,6496,6131
2020,Dharashiv,Class 1,OBC,3726,3536
2020,Dharashiv,Class 1,SC,1934,1855
2020,Dharashiv,Class 1,ST,376,371
2020,Dharashiv,Class 2,Overall,13336,12222
2020,Dharashiv,Class 2,General,6793,6170
2020,Dharashiv,Class 2,OBC,4059,3753
2020,Dharashiv,Class 2,SC,2052,1871
2020,Dharashiv,Class 2,ST,432,428
2020,Dharashiv,Class 3,Overall,14036,12601
2020,Dharashiv,Class 3,General,7213,6471
2020,Dharashiv,Class 3,OBC,4261,3853
2020,Dharashiv,Class 3,SC,2123,1875
2020,Dharashiv,Class 3,ST,439,402
2020,Dharashiv,Class 4,Overall,13944,12076
2020,Dharashiv,Class 4,General,7154,6048
2020,Dharashiv,Class 4,OBC,4255,3709
2020,Dharashiv,Class 4,SC,2110,1909
2020,Dharashiv,Class 4,ST,425,410
2020,Dharashiv,Class 5,Overall,14479,12087
2020,Dharashiv,Class 5,General,7500,6065
2020,Dharashiv,Class 5,OBC,4349,3680
2020,Dharashiv,Class 5,SC,2172,1929
2020,Dharashiv,Class 5,ST,458,413
2020,Dharashiv,Class 6,Overall,13616,11871
2020,Dharashiv,Class 6,General,7065,5936
2020,Dharashiv,Class 6,OBC,3998,3661
2020,Dharashiv,Class 6,SC,2110,1899
2020,Dharashiv,Class 6,ST,443,375
2020,Dharashiv,Class 7,Overall,13962,12175
2020,Dharashiv,Class 7,General,7230,6111
2020,Dharashiv,Class 7,OBC,4128,3716
2020,Dharashiv,Class 7,SC,2170,1984
2020,Dharashiv,Class 7,ST,434,364
2020,Dharashiv,Class 8,Overall,13373,12192
2020,Dharashiv,Class 8,General,7053,6307
2020,Dharashiv,Class 8,OBC,3832,3531
2020,Dharashiv,Class 8,SC,2091,1979
2020,Dharashiv,Class 8,ST,397,375
2020,Dharashiv,Class 9,Overall,13460,11914
2020,Dharashiv,Class 9,General,7119,6153
2020,Dharashiv,Class 9,OBC,3824,3511
2020,Dharashiv,Class 9,SC,2122,1935
2020,Dharashiv,Class 9,ST,395,315
2020,Dharashiv,Class 10,Overall,13591,11802
2020,Dharashiv,Class 10,General,6944,6092
2020,Dharashiv,Class 10,OBC,3894,3449
2020,Dharashiv,Class 10,SC,2326,1955
2020,Dharashiv,Class 10,ST,427,306
2020,Dharashiv,Class 11,Overall,8850,8006
2020,Dharashiv,Class 11,General,4914,4557
2020,Dharashiv,Class 11,OBC,2246,1973
2020,Dharashiv,Class 11,SC,1431,1295
2020,Dharashiv,Class 11,ST,259,181
2020,Dharashiv,Class 12,Overall,7549,7234
2020,Dharashiv,Class 12,General,4144,4174
2020,Dharashiv,Class 12,OBC,1954,1775
2020,Dharashiv,Class 12,SC,1243,1124
2020,Dharashiv,Class 12,ST,208,161
2020,Dhule,Pre-Primary,Overall,6134,5135
2020,Dhule,Pre-Primary,General,1967,1640
2020,Dhule,Pre-Primary,OBC,3231,2770
2020,Dhule,Pre-Primary,SC,472,327
2020,Dhule,Pre-Primary,ST,464,398
2020,Dhule,Class 1,Overall,20439,18894
2020,Dhule,Class 1,General,2549,2314
2020,Dhule,Class 1,OBC,7387,6517
2020,Dhule,Class 1,SC,1189,1128
2020,Dhule,Class 1,ST,9314,8935
2020,Dhule,Class 2,Overall,22193,19786
2020,Dhule,Class 2,General,2641,2334
2020,Dhule,Class 2,OBC,8108,6732
2020,Dhule,Class 2,SC,1276,1073
2020,Dhule,Class 2,ST,10168,9647
2020,Dhule,Class 3,Overall,22331,19782
2020,Dhule,Class 3,General,2621,2302
2020,Dhule,Class 3,OBC,8479,7050
2020,Dhule,Class 3,SC,1299,1198
2020,Dhule,Class 3,ST,9932,9232
2020,Dhule,Class 4,Overall,22399,19466
2020,Dhule,Class 4,General,2746,2356
2020,Dhule,Class 4,OBC,8815,6874
2020,Dhule,Class 4,SC,1256,1196
2020,Dhule,Class 4,ST,9582,9040
2020,Dhule,Class 5,Overall,22314,19678
2020,Dhule,Class 5,General,2688,2365
2020,Dhule,Class 5,OBC,8960,7449
2020,Dhule,Class 5,SC,1311,1159
2020,Dhule,Class 5,ST,9355,8705
2020,Dhule,Class 6,Overall,22026,19389
2020,Dhule,Class 6,General,2631,2397
2020,Dhule,Class 6,OBC,8715,7246
2020,Dhule,Class 6,SC,1264,1125
2020,Dhule,Class 6,ST,9416,8621
2020,Dhule,Class 7,Overall,21414,18866
2020,Dhule,Class 7,General,2708,2354
2020,Dhule,Class 7,OBC,8549,7382
2020,Dhule,Class 7,SC,1268,1142
2020,Dhule,Class 7,ST,8889,7988
2020,Dhule,Class 8,Overall,21026,18317
2020,Dhule,Class 8,General,2552,2250
2020,Dhule,Class 8,OBC,8798,7281
2020,Dhule,Class 8,SC,1286,1127
2020,Dhule,Class 8,ST,8390,7659
2020,Dhule,Class 9,Overall,21005,17831
2020,Dhule,Class 9,General,2506,2199
2020,Dhule,Class 9,OBC,8573,7101
2020,Dhule,Class 9,SC,1293,1135
2020,Dhule,Class 9,ST,8633,7396
2020,Dhule,Class 10,Overall,20187,16183
2020,Dhule,Class 10,General,2420,2110
2020,Dhule,Class 10,OBC,8921,7237
2020,Dhule,Class 10,SC,1354,1102
2020,Dhule,Class 10,ST,7492,5734
2020,Dhule,Class 11,Overall,14118,11001
2020,Dhule,Class 11,General,2162,1844
2020,Dhule,Class 11,OBC,7491,5860
2020,Dhule,Class 11,SC,1119,895
2020,Dhule,Class 11,ST,3346,2402
2020,Dhule,Class 12,Overall,12837,9833
2020,Dhule,Class 12,General,1994,1538
2020,Dhule,Class 12,OBC,6894,5459
2020,Dhule,Class 12,SC,984,772
2020,Dhule,Class 12,ST,2965,2064
2020,Gadchiroli,Pre-Primary,Overall,2406,2200
2020,Gadchiroli,Pre-Primary,General,542,478
2020,Gadchiroli,Pre-Primary,OBC,995,874
2020,Gadchiroli,Pre-Primary,SC,449,448
2020,Gadchiroli,Pre-Primary,ST,420,400
2020,Gadchiroli,Class 1,Overall,8754,8569
2020,Gadchiroli,Class 1,General,797,770
2020,Gadchiroli,Class 1,OBC,3022,3028
2020,Gadchiroli,Class 1,SC,860,846
2020,Gadchiroli,Class 1,ST,4075,3925
2020,Gadchiroli,Class 2,Overall,7878,7585
2020,Gadchiroli,Class 2,General,707,666
2020,Gadchiroli,Class 2,OBC,2804,2709
2020,Gadchiroli,Class 2,SC,809,754
2020,Gadchiroli,Class 2,ST,3558,3456
2020,Gadchiroli,Class 3,Overall,8815,8372
2020,Gadchiroli,Class 3,General,766,718
2020,Gadchiroli,Class 3,OBC,3355,3037
2020,Gadchiroli,Class 3,SC,892,904
2020,Gadchiroli,Class 3,ST,3802,3713
2020,Gadchiroli,Class 4,Overall,8400,8193
2020,Gadchiroli,Class 4,General,786,757
2020,Gadchiroli,Class 4,OBC,3270,3162
2020,Gadchiroli,Class 4,SC,853,827
2020,Gadchiroli,Class 4,ST,3491,3447
2020,Gadchiroli,Class 5,Overall,8285,8214
2020,Gadchiroli,Class 5,General,777,736
2020,Gadchiroli,Class 5,OBC,3219,3196
2020,Gadchiroli,Class 5,SC,855,848
2020,Gadchiroli,Class 5,ST,3434,3434
2020,Gadchiroli,Class 6,Overall,8251,7849
2020,Gadchiroli,Class 6,General,769,704
2020,Gadchiroli,Class 6,OBC,3243,2997
2020,Gadchiroli,Class 6,SC,873,793
2020,Gadchiroli,Class 6,ST,3366,3355
2020,Gadchiroli,Class 7,Overall,8311,7977
2020,Gadchiroli,Class 7,General,803,747
2020,Gadchiroli,Class 7,OBC,3273,2995
2020,Gadchiroli,Class 7,SC,876,886
2020,Gadchiroli,Class 7,ST,3359,3349
2020,Gadchiroli,Class 8,Overall,8596,8263
2020,Gadchiroli,Class 8,General,834,749
2020,Gadchiroli,Class 8,OBC,3270,3175
2020,Gadchiroli,Class 8,SC,864,841
2020,Gadchiroli,Class 8,ST,3628,3498
2020,Gadchiroli,Class 9,Overall,8167,7714
2020,Gadchiroli,Class 9,General,819,751
2020,Gadchiroli,Class 9,OBC,3080,2913
2020,Gadchiroli,Class 9,SC,878,810
2020,Gadchiroli,Class 9,ST,3390,3240
2020,Gadchiroli,Class 10,Overall,8653,7842
2020,Gadchiroli,Class 10,General,914,781
2020,Gadchiroli,Class 10,OBC,3350,3007
2020,Gadchiroli,Class 10,SC,907,852
2020,Gadchiroli,Class 10,ST,3482,3202
2020,Gadchiroli,Class 11,Overall,7003,6736
2020,Gadchiroli,Class 11,General,779,695
2020,Gadchiroli,Class 11,OBC,2696,2708
2020,Gadchiroli,Class 11,SC,868,755
2020,Gadchiroli,Class 11,ST,2660,2578
2020,Gadchiroli,Class 12,Overall,5546,5501
2020,Gadchiroli,Class 12,General,596,669
2020,Gadchiroli,Class 12,OBC,2238,2282
2020,Gadchiroli,Class 12,SC,789,727
2020,Gadchiroli,Class 12,ST,1923,1823
2020,Gondia,Pre-Primary,Overall,1765,1479
2020,Gondia,Pre-Primary,General,347,292
2020,Gondia,Pre-Primary,OBC,1037,865
2020,Gondia,Pre-Primary,SC,250,228
2020,Gondia,Pre-Primary,ST,131,94
2020,Gondia,Class 1,Overall,9864,9283
2020,Gondia,Class 1,General,581,516
2020,Gondia,Class 1,OBC,6296,5898
2020,Gondia,Class 1,SC,1179,1123
2020,Gondia,Class 1,ST,1808,1746
2020,Gondia,Class 2,Overall,7449,7088
2020,Gondia,Class 2,General,535,487
2020,Gondia,Class 2,OBC,4573,4373
2020,Gondia,Class 2,SC,963,864
2020,Gondia,Class 2,ST,1378,1364
2020,Gondia,Class 3,Overall,9631,8937
2020,Gondia,Class 3,General,655,591
2020,Gondia,Class 3,OBC,6056,5612
2020,Gondia,Class 3,SC,1174,1127
2020,Gondia,Class 3,ST,1746,1607
2020,Gondia,Class 4,Overall,10414,9679
2020,Gondia,Class 4,General,711,629
2020,Gondia,Class 4,OBC,6453,5931
2020,Gondia,Class 4,SC,1211,1213
2020,Gondia,Class 4,ST,2039,1906
2020,Gondia,Class 5,Overall,10592,9969
2020,Gondia,Class 5,General,725,588
2020,Gondia,Class 5,OBC,6527,6218
2020,Gondia,Class 5,SC,1384,1219
2020,Gondia,Class 5,ST,1956,1944
2020,Gondia,Class 6,Overall,10098,9546
2020,Gondia,Class 6,General,717,632
2020,Gondia,Class 6,OBC,6289,5825
2020,Gondia,Class 6,SC,1181,1237
2020,Gondia,Class 6,ST,1911,1852
2020,Gondia,Class 7,Overall,10085,9440
2020,Gondia,Class 7,General,706,694
2020,Gondia,Class 7,OBC,6219,5775
2020,Gondia,Class 7,SC,1327,1223
2020,Gondia,Class 7,ST,1833,1748
2020,Gondia,Class 8,Overall,10044,9573
2020,Gondia,Class 8,General,735,672
2020,Gondia,Class 8,OBC,6135,5804
2020,Gondia,Class 8,SC,1278,1250
2020,Gondia,Class 8,ST,1896,1847
2020,Gondia,Class 9,Overall,10437,10098
2020,Gondia,Class 9,General,768,710
2020,Gondia,Class 9,OBC,6428,6226
2020,Gondia,Class 9,SC,1357,1283
2020,Gondia,Class 9,ST,1884,1879
2020,Gondia,Class 10,Overall,11126,10197
2020,Gondia,Class 10,General,776,704
2020,Gondia,Class 10,OBC,6799,6239
2020,Gondia,Class 10,SC,1438,1348
2020,Gondia,Class 10,ST,2113,1906
2020,Gondia,Class 11,Overall,10332,10169
2020,Gondia,Class 11,General,772,689
2020,Gondia,Class 11,OBC,6391,6295
2020,Gondia,Class 11,SC,1345,1288
2020,Gondia,Class 11,ST,1824,1897
2020,Gondia,Class 12,Overall,9128,9478
2020,Gondia,Class 12,General,717,631
2020,Gondia,Class 12,OBC,5680,5966
2020,Gondia,Class 12,SC,1260,1184
2020,Gondia,Class 12,ST,1471,1697
2020,Hingoli,Pre-Primary,Overall,919,582
2020,Hingoli,Pre-Primary,General,540,331
2020,Hingoli,Pre-Primary,OBC,222,129
2020,Hingoli,Pre-Primary,SC,128,94
2020,Hingoli,Pre-Primary,ST,29,28
2020,Hingoli,Class 1,Overall,10490,9684
2020,Hingoli,Class 1,General,4433,3946
2020,Hingoli,Class 1,OBC,3122,2959
2020,Hingoli,Class 1,SC,1760,1710
2020,Hingoli,Class 1,ST,1175,1069
2020,Hingoli,Class 2,Overall,11726,10968
2020,Hingoli,Class 2,General,4844,4408
2020,Hingoli,Class 2,OBC,3545,3364
2020,Hingoli,Class 2,SC,1973,1938
2020,Hingoli,Class 2,ST,1364,1258
2020,Hingoli,Class 3,Overall,12041,11156
2020,Hingoli,Class 3,General,5161,4590
2020,Hingoli,Class 3,OBC,3715,3454
2020,Hingoli,Class 3,SC,1967,1950
2020,Hingoli,Class 3,ST,1198,1162
2020,Hingoli,Class 4,Overall,11794,10369
2020,Hingoli,Class 4,General,4863,4044
2020,Hingoli,Class 4,OBC,3731,3274
2020,Hingoli,Class 4,SC,2048,1895
2020,Hingoli,Class 4,ST,1152,1156
2020,Hingoli,Class 5,Overall,11791,9855
2020,Hingoli,Class 5,General,4940,3871
2020,Hingoli,Class 5,OBC,3665,3126
2020,Hingoli,Class 5,SC,2087,1891
2020,Hingoli,Class 5,ST,1099,967
2020,Hingoli,Class 6,Overall,10938,9839
2020,Hingoli,Class 6,General,4474,3902
2020,Hingoli,Class 6,OBC,3403,3122
2020,Hingoli,Class 6,SC,2037,1921
2020,Hingoli,Class 6,ST,1024,894
2020,Hingoli,Class 7,Overall,10958,10025
2020,Hingoli,Class 7,General,4369,3949
2020,Hingoli,Class 7,OBC,3564,3193
2020,Hingoli,Class 7,SC,2087,1887
2020,Hingoli,Class 7,ST,938,996
2020,Hingoli,Class 8,Overall,10391,9726
2020,Hingoli,Class 8,General,4164,3945
2020,Hingoli,Class 8,OBC,3373,3054
2020,Hingoli,Class 8,SC,1923,1807
2020,Hingoli,Class 8,ST,931,920
2020,Hingoli,Class 9,Overall,9914,9194
2020,Hingoli,Class 9,General,3963,3526
2020,Hingoli,Class 9,OBC,3160,2914
2020,Hingoli,Class 9,SC,1927,1886
2020,Hingoli,Class 9,ST,864,868
2020,Hingoli,Class 10,Overall,9989,8891
2020,Hingoli,Class 10,General,3962,3481
2020,Hingoli,Class 10,OBC,2999,2730
2020,Hingoli,Class 10,SC,2110,1906
2020,Hingoli,Class 10,ST,918,774
2020,Hingoli,Class 11,Overall,8071,6543
2020,Hingoli,Class 11,General,3291,2666
2020,Hingoli,Class 11,OBC,2448,1986
2020,Hingoli,Class 11,SC,1614,1363
2020,Hingoli,Class 11,ST,718,528
2020,Hingoli,Class 12,Overall,6580,5987
2020,Hingoli,Class 12,General,2702,2499
2020,Hingoli,Class 12,OBC,2002,1762
2020,Hingoli,Class 12,SC,1352,1269
2020,Hingoli,Class 12,ST,524,457
2020,Jalgaon,Pre-Primary,Overall,9328,7546
2020,Jalgaon,Pre-Primary,General,3209,2817
2020,Jalgaon,Pre-Primary,OBC,4833,3707
2020,Jalgaon,Pre-Primary,SC,739,626
2020,Jalgaon,Pre-Primary,ST,547,396
2020,Jalgaon,Class 1,Overall,36343,32628
2020,Jalgaon,Class 1,General,6953,6121
2020,Jalgaon,Class 1,OBC,17467,15446
2020,Jalgaon,Class 1,SC,3179,2846
2020,Jalgaon,Class 1,ST,8744,8215
2020,Jalgaon,Class 2,Overall,40356,35513
2020,Jalgaon,Class 2,General,7589,6288
2020,Jalgaon,Class 2,OBC,19229,16924
2020,Jalgaon,Class 2,SC,3469,3282
2020,Jalgaon,Class 2,ST,10069,9019
2020,Jalgaon,Class 3,Overall,42338,36799
2020,Jalgaon,Class 3,General,7751,6474
2020,Jalgaon,Class 3,OBC,20862,17740
2020,Jalgaon,Class 3,SC,3667,3354
2020,Jalgaon,Class 3,ST,10058,9231
2020,Jalgaon,Class 4,Overall,42648,35040
2020,Jalgaon,Class 4,General,7509,6395
2020,Jalgaon,Class 4,OBC,21444,16572
2020,Jalgaon,Class 4,SC,3696,3305
2020,Jalgaon,Class 4,ST,9999,8768
2020,Jalgaon,Class 5,Overall,43653,36016
2020,Jalgaon,Class 5,General,7960,6581
2020,Jalgaon,Class 5,OBC,21762,17034
2020,Jalgaon,Class 5,SC,3871,3480
2020,Jalgaon,Class 5,ST,10060,8921
2020,Jalgaon,Class 6,Overall,43218,35257
2020,Jalgaon,Class 6,General,7715,6336
2020,Jalgaon,Class 6,OBC,21736,16853
2020,Jalgaon,Class 6,SC,3745,3499
2020,Jalgaon,Class 6,ST,10022,8569
2020,Jalgaon,Class 7,Overall,42246,34994
2020,Jalgaon,Class 7,General,7597,6480
2020,Jalgaon,Class 7,OBC,21335,16911
2020,Jalgaon,Class 7,SC,3806,3493
2020,Jalgaon,Class 7,ST,9508,8110
2020,Jalgaon,Class 8,Overall,41025,34291
2020,Jalgaon,Class 8,General,7311,6224
2020,Jalgaon,Class 8,OBC,21056,17000
2020,Jalgaon,Class 8,SC,3884,3455
2020,Jalgaon,Class 8,ST,8774,7612
2020,Jalgaon,Class 9,Overall,41905,34111
2020,Jalgaon,Class 9,General,7535,6555
2020,Jalgaon,Class 9,OBC,21449,16523
2020,Jalgaon,Class 9,SC,3943,3718
2020,Jalgaon,Class 9,ST,8978,7315
2020,Jalgaon,Class 10,Overall,40633,31674
2020,Jalgaon,Class 10,General,7342,6152
2020,Jalgaon,Class 10,OBC,21519,16021
2020,Jalgaon,Class 10,SC,4200,3496
2020,Jalgaon,Class 10,ST,7572,6005
2020,Jalgaon,Class 11,Overall,27172,21476
2020,Jalgaon,Class 11,General,5347,4304
2020,Jalgaon,Class 11,OBC,16008,12803
2020,Jalgaon,Class 11,SC,2623,2347
2020,Jalgaon,Class 11,ST,3194,2022
2020,Jalgaon,Class 12,Overall,25005,20437
2020,Jalgaon,Class 12,General,4972,3965
2020,Jalgaon,Class 12,OBC,14703,12375
2020,Jalgaon,Class 12,SC,2514,2215
2020,Jalgaon,Class 12,ST,2816,1882
2020,Jalna,Pre-Primary,Overall,1789,1331
2020,Jalna,Pre-Primary,General,1058,755
2020,Jalna,Pre-Primary,OBC,520,399
2020,Jalna,Pre-Primary,SC,178,147
2020,Jalna,Pre-Primary,ST,33,30
2020,Jalna,Class 1,Overall,20021,18256
2020,Jalna,Class 1,General,9728,8959
2020,Jalna,Class 1,OBC,6558,5789
2020,Jalna,Class 1,SC,3078,2872
2020,Jalna,Class 1,ST,657,636
2020,Jalna,Class 2,Overall,22228,20279
2020,Jalna,Class 2,General,11021,9956
2020,Jalna,Class 2,OBC,6962,6539
2020,Jalna,Class 2,SC,3424,3025
2020,Jalna,Class 2,ST,821,759
2020,Jalna,Class 3,Overall,21367,18896
2020,Jalna,Class 3,General,10577,9111
2020,Jalna,Class 3,OBC,7002,6347
2020,Jalna,Class 3,SC,3141,2844
2020,Jalna,Class 3,ST,647,594
2020,Jalna,Class 4,Overall,21423,17883
2020,Jalna,Class 4,General,10400,8417
2020,Jalna,Class 4,OBC,7265,6078
2020,Jalna,Class 4,SC,3072,2817
2020,Jalna,Class 4,ST,686,571
2020,Jalna,Class 5,Overall,21597,18233
2020,Jalna,Class 5,General,10409,8605
2020,Jalna,Class 5,OBC,7493,6212
2020,Jalna,Class 5,SC,3110,2875
2020,Jalna,Class 5,ST,585,541
2020,Jalna,Class 6,Overall,20406,17369
2020,Jalna,Class 6,General,9658,8184
2020,Jalna,Class 6,OBC,7047,5861
2020,Jalna,Class 6,SC,3047,2789
2020,Jalna,Class 6,ST,654,535
2020,Jalna,Class 7,Overall,20049,18271
2020,Jalna,Class 7,General,9487,8374
2020,Jalna,Class 7,OBC,6894,6355
2020,Jalna,Class 7,SC,3058,3012
2020,Jalna,Class 7,ST,610,530
2020,Jalna,Class 8,Overall,19054,17429
2020,Jalna,Class 8,General,8743,7874
2020,Jalna,Class 8,OBC,6808,6247
2020,Jalna,Class 8,SC,2962,2819
2020,Jalna,Class 8,ST,541,489
2020,Jalna,Class 9,Overall,18681,16586
2020,Jalna,Class 9,General,8424,7486
2020,Jalna,Class 9,OBC,6803,6038
2020,Jalna,Class 9,SC,2948,2609
2020,Jalna,Class 9,ST,506,453
2020,Jalna,Class 10,Overall,19247,16085
2020,Jalna,Class 10,General,8674,7143
2020,Jalna,Class 10,OBC,6844,5899
2020,Jalna,Class 10,SC,3196,2629
2020,Jalna,Class 10,ST,533,414
2020,Jalna,Class 11,Overall,17640,13257
2020,Jalna,Class 11,General,8051,6147
2020,Jalna,Class 11,OBC,6444,4706
2020,Jalna,Class 11,SC,2672,2065
2020,Jalna,Class 11,ST,473,339
2020,Jalna,Class 12,Overall,17527,12732
2020,Jalna,Class 12,General,7718,5999
2020,Jalna,Class 12,OBC,6690,4487
2020,Jalna,Class 12,SC,2614,1953
2020,Jalna,Class 12,ST,505,293
2020,Kolhapur,Pre-Primary,Overall,7040,5836
2020,Kolhapur,Pre-Primary,General,4787,3861
2020,Kolhapur,Pre-Primary,OBC,1605,1365
2020,Kolhapur,Pre-Primary,SC,582,549
2020,Kolhapur,Pre-Primary,ST,66,61
2020,Kolhapur,Class 1,Overall,28166,25146
2020,Kolhapur,Class 1,General,17344,15330
2020,Kolhapur,Class 1,OBC,6670,6025
2020,Kolhapur,Class 1,SC,3950,3602
2020,Kolhapur,Class 1,ST,202,189
2020,Kolhapur,Class 2,Overall,28814,25959
2020,Kolhapur,Class 2,General,17688,15881
2020,Kolhapur,Class 2,OBC,6857,6079
2020,Kolhapur,Class 2,SC,3998,3771
2020,Kolhapur,Class 2,ST,271,228
2020,Kolhapur,Class 3,Overall,30106,27021
2020,Kolhapur,Class 3,General,18621,16373
2020,Kolhapur,Class 3,OBC,7042,6480
2020,Kolhapur,Class 3,SC,4174,3931
2020,Kolhapur,Class 3,ST,269,237
2020,Kolhapur,Class 4,Overall,30526,26956
2020,Kolhapur,Class 4,General,18904,16240
2020,Kolhapur,Class 4,OBC,7174,6532
2020,Kolhapur,Class 4,SC,4195,4002
2020,Kolhapur,Class 4,ST,253,182
2020,Kolhapur,Class 5,Overall,31308,26871
2020,Kolhapur,Class 5,General,19211,16421
2020,Kolhapur,Class 5,OBC,7374,6340
2020,Kolhapur,Class 5,SC,4533,3958
2020,Kolhapur,Class 5,ST,190,152
2020,Kolhapur,Class 6,Overall,31491,26414
2020,Kolhapur,Class 6,General,19513,16199
2020,Kolhapur,Class 6,OBC,7398,5984
2020,Kolhapur,Class 6,SC,4396,4112
2020,Kolhapur,Class 6,ST,184,119
2020,Kolhapur,Class 7,Overall,31312,26068
2020,Kolhapur,Class 7,General,19692,16193
2020,Kolhapur,Class 7,OBC,7049,5888
2020,Kolhapur,Class 7,SC,4391,3870
2020,Kolhapur,Class 7,ST,180,117
2020,Kolhapur,Class 8,Overall,32205,26025
2020,Kolhapur,Class 8,General,20565,16188
2020,Kolhapur,Class 8,OBC,7168,5833
2020,Kolhapur,Class 8,SC,4315,3888
2020,Kolhapur,Class 8,ST,157,116
2020,Kolhapur,Class 9,Overall,32529,26687
2020,Kolhapur,Class 9,General,20220,16399
2020,Kolhapur,Class 9,OBC,7581,6147
2020,Kolhapur,Class 9,SC,4585,4030
2020,Kolhapur,Class 9,ST,143,111
2020,Kolhapur,Class 10,Overall,32788,26869
2020,Kolhapur,Class 10,General,20583,16743
2020,Kolhapur,Class 10,OBC,7616,6003
2020,Kolhapur,Class 10,SC,4467,4024
2020,Kolhapur,Class 10,ST,122,99
2020,Kolhapur,Class 11,Overall,27791,24538
2020,Kolhapur,Class 11,General,18372,15821
2020,Kolhapur,Class 11,OBC,5825,5103
2020,Kolhapur,Class 11,SC,3347,3342
2020,Kolhapur,Class 11,ST,247,272
2020,Kolhapur,Class 12,Overall,27584,23087
2020,Kolhapur,Class 12,General,18438,14845
2020,Kolhapur,Class 12,OBC,5685,4832
2020,Kolhapur,Class 12,SC,3254,3191
2020,Kolhapur,Class 12,ST,207,219
2020,Latur,Pre-Primary,Overall,2213,1638
2020,Latur,Pre-Primary,General,1375,984
2020,Latur,Pre-Primary,OBC,470,365
2020,Latur,Pre-Primary,SC,289,230
2020,Latur,Pre-Primary,ST,79,59
2020,Latur,Class 1,Overall,21815,20337
2020,Latur,Class 1,General,10578,9968
2020,Latur,Class 1,OBC,6379,5899
2020,Latur,Class 1,SC,4151,3878
2020,Latur,Class 1,ST,707,592
2020,Latur,Class 2,Overall,23923,22105
2020,Latur,Class 2,General,11340,10599
2020,Latur,Class 2,OBC,6920,6493
2020,Latur,Class 2,SC,4827,4313
2020,Latur,Class 2,ST,836,700
2020,Latur,Class 3,Overall,24731,22116
2020,Latur,Class 3,General,11594,10339
2020,Latur,Class 3,OBC,7437,6664
2020,Latur,Class 3,SC,4815,4363
2020,Latur,Class 3,ST,885,750
2020,Latur,Class 4,Overall,25428,21572
2020,Latur,Class 4,General,12040,10054
2020,Latur,Class 4,OBC,7623,6438
2020,Latur,Class 4,SC,4824,4309
2020,Latur,Class 4,ST,941,771
