Year,District,Social Category,Gender,Pre-Primary,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12
2017,Ahilyanagar,ST,Total,829,10629,10281,10532,8716,8642,9546,10165,9491,8679,6572,4513,4186
2017,Ahilyanagar,ST,Boys,456,5527,5359,5624,4554,4462,4933,5334,5061,4735,3676,2659,2439
2017,Ahilyanagar,ST,Girls,373,5102,4922,4908,4162,4180,4613,4831,4430,3944,2896,1854,1747
2017,Akola,Overall,Total,17217,30347,30417,29802,29652,28765,28932,29752,31817,32182,32041,25669,25670
2017,Akola,Overall,Boys,9383,16014,16025,15622,15494,15078,15145,15474,16717,16970,17035,13419,13274
2017,Akola,Overall,Girls,7834,14333,14392,14180,14158,13687,13787,14278,15100,15212,15006,12250,12396
2017,Akola,General,Total,5839,8580,8421,8092,8209,7551,7689,8080,8354,8084,7584,6382,6169
2017,Akola,General,Boys,3179,4508,4345,4213,4314,3943,3977,4202,4349,4139,3934,3157,3031
2017,Akola,General,Girls,2660,4072,4076,3879,3895,3608,3712,3878,4005,3945,3650,3225,3138
2017,Akola,OBC,Total,7599,13132,13149,13062,12943,13055,13127,13334,14342,14496,14758,12193,12518
2017,Akola,OBC,Boys,4154,7006,7058,6952,6828,6952,6977,7010,7589,7724,7877,6490,6448
2017,Akola,OBC,Girls,3445,6126,6091,6110,6115,6103,6150,6324,6753,6772,6881,5703,6070
2017,Akola,SC,Total,3168,6706,6841,6749,6642,6479,6464,6772,7370,7991,8155,6174,6080
2017,Akola,SC,Boys,1713,3500,3608,3502,3371,3312,3304,3442,3823,4241,4365,3208,3275
2017,Akola,SC,Girls,1455,3206,3233,3247,3271,3167,3160,3330,3547,3750,3790,2966,2805
2017,Akola,ST,Total,611,1929,2006,1899,1858,1680,1652,1566,1751,1611,1544,920,903
2017,Akola,ST,Boys,337,1000,1014,955,981,871,887,820,956,866,859,564,520
2017,Akola,ST,Girls,274,929,992,944,877,809,765,746,795,745,685,356,383
2017,Amravati,Overall,Total,14082,44651,45500,44286,44982,44613,44609,44597,47151,46771,47135,34269,33767
2017,Amravati,Overall,Boys,7311,23250,23472,23077,23315,23039,23073,23245,24350,24567,25084,17218,16716
2017,Amravati,Overall,Girls,6771,21401,22028,21209,21667,21574,21536,21352,22801,22204,22051,17051,17051
2017,Amravati,General,Total,3772,9232,9281,9060,9172,8941,8913,8931,9233,9051,8431,5853,5479
2017,Amravati,General,Boys,1849,4853,4911,4719,4705,4642,4546,4624,4771,4733,4331,2888,2602
2017,Amravati,General,Girls,1923,4379,4370,4341,4467,4299,4367,4307,4462,4318,4100,2965,2877
2017,Amravati,OBC,Total,7520,19739,19960,19576,20198,20240,20020,19935,21312,21524,22020,16556,16777
2017,Amravati,OBC,Boys,3993,10337,10307,10226,10552,10518,10492,10412,11096,11252,11733,8229,8166
2017,Amravati,OBC,Girls,3527,9402,9653,9350,9646,9722,9528,9523,10216,10272,10287,8327,8611
2017,Amravati,SC,Total,2208,7169,7339,7021,7440,7319,7310,7491,7892,8040,8818,6793,6998
2017,Amravati,SC,Boys,1156,3712,3717,3711,3863,3786,3722,3811,4063,4288,4693,3393,3505
2017,Amravati,SC,Girls,1052,3457,3622,3310,3577,3533,3588,3680,3829,3752,4125,3400,3493
2017,Amravati,ST,Total,582,8511,8920,8629,8172,8113,8366,8240,8714,8156,7866,5067,4513
2017,Amravati,ST,Boys,313,4348,4537,4421,4195,4093,4313,4398,4420,4294,4327,2708,2443
2017,Amravati,ST,Girls,269,4163,4383,4208,3977,4020,4053,3842,4294,3862,3539,2359,2070
2017,Beed,Overall,Total,5868,51783,53355,54248,53553,52444,51204,51539,51394,51808,50904,38492,40575
2017,Beed,Overall,Boys,3358,28711,29989,30481,29396,28536,27954,27791,27602,28106,29044,22771,24521
2017,Beed,Overall,Girls,2510,23072,23366,23767,24157,23908,23250,23748,23792,23702,21860,15721,16054
2017,Beed,General,Total,3280,23570,24460,24289,24068,23585,22720,22845,22440,22500,22432,17545,18586
2017,Beed,General,Boys,1871,13179,13966,13842,13279,13053,12486,12370,12100,12157,12706,10236,11214
2017,Beed,General,Girls,1409,10391,10494,10447,10789,10532,10234,10475,10340,10343,9726,7309,7372
2017,Beed,OBC,Total,1841,19591,19970,20457,20368,19953,19541,19661,19880,20098,19621,14633,15635
2017,Beed,OBC,Boys,1066,11015,11313,11634,11318,10859,10718,10644,10712,10806,11167,8749,9416
2017,Beed,OBC,Girls,775,8576,8657,8823,9050,9094,8823,9017,9168,9292,8454,5884,6219
2017,Beed,SC,Total,652,7408,7719,8168,7857,7636,7651,7826,7799,8020,7844,5697,5733
2017,Beed,SC,Boys,372,3875,4045,4287,4139,3926,4029,4071,4052,4414,4532,3377,3488
2017,Beed,SC,Girls,280,3533,3674,3881,3718,3710,3622,3755,3747,3606,3312,2320,2245
2017,Beed,ST,Total,95,1214,1206,1334,1260,1270,1292,1207,1275,1190,1007,617,621
2017,Beed,ST,Boys,49,642,665,718,660,698,721,706,738,729,639,409,403
2017,Beed,ST,Girls,46,572,541,616,600,572,571,501,537,461,368,208,218
2017,Bhandara,Overall,Total,7871,17663,17239,16841,17798,17994,18452,17996,18632,19407,20933,18261,18709
2017,Bhandara,Overall,Boys,4187,9236,8865,8677,9144,9426,9408,9347,9555,10083,11171,9099,9311
2017,Bhandara,Overall,Girls,3684,8427,8374,8164,8654,8568,9044,8649,9077,9324,9762,9162,9398
2017,Bhandara,General,Total,763,600,581,564,580,663,637,601,669,714,699,606,542
2017,Bhandara,General,Boys,392,327,311,286,311,336,335,323,321,391,368,315,278
2017,Bhandara,General,Girls,371,273,270,278,269,327,302,278,348,323,331,291,264
2017,Bhandara,OBC,Total,5479,13258,12995,12636,13223,13356,13675,13238,13687,14234,15340,13457,13562
2017,Bhandara,OBC,Boys,2930,6944,6658,6511,6827,6979,6985,6794,7017,7371,8171,6640,6688
2017,Bhandara,OBC,Girls,2549,6314,6337,6125,6396,6377,6690,6444,6670,6863,7169,6817,6874
2017,Bhandara,SC,Total,1316,2451,2434,2409,2700,2657,2798,2842,2897,3073,3425,3058,3400
2017,Bhandara,SC,Boys,698,1250,1257,1218,1354,1374,1378,1475,1453,1586,1840,1576,1735
2017,Bhandara,SC,Girls,618,1201,1177,1191,1346,1283,1420,1367,1444,1487,1585,1482,1665
2017,Bhandara,ST,Total,313,1354,1229,1232,1295,1318,1342,1315,1379,1386,1469,1140,1205
2017,Bhandara,ST,Boys,167,715,639,662,652,737,710,755,764,735,792,568,610
2017,Bhandara,ST,Girls,146,639,590,570,643,581,632,560,615,651,677,572,595
2017,Buldhana,Overall,Total,16852,46867,47575,47094,46984,47183,45433,46724,48148,47620,44352,32491,32624
2017,Buldhana,Overall,Boys,9909,25556,25997,25609,25397,25562,24570,25228,25837,25909,24497,17870,17866
2017,Buldhana,Overall,Girls,6943,21311,21578,21485,21587,21621,20863,21496,22311,21711,19855,14621,14758
2017,Buldhana,General,Total,4625,8559,8530,8430,8411,8007,8034,8373,8761,8547,7751,5301,5276
2017,Buldhana,General,Boys,2809,4578,4552,4535,4652,4316,4263,4516,4678,4645,4263,2884,2854
2017,Buldhana,General,Girls,1816,3981,3978,3895,3759,3691,3771,3857,4083,3902,3488,2417,2422
2017,Buldhana,OBC,Total,10247,26622,26855,26444,26429,27180,25847,26254,27265,27138,25302,18945,19435
2017,Buldhana,OBC,Boys,5995,14833,14958,14641,14447,14956,14231,14402,14720,14911,14115,10481,10623
2017,Buldhana,OBC,Girls,4252,11789,11897,11803,11982,12224,11616,11852,12545,12227,11187,8464,8812
2017,Buldhana,SC,Total,1601,8909,9245,9151,9271,9050,8942,9358,9584,9903,9565,6981,6825
2017,Buldhana,SC,Boys,905,4676,4906,4877,4859,4787,4691,4821,5066,5208,5139,3792,3772
2017,Buldhana,SC,Girls,696,4233,4339,4274,4412,4263,4251,4537,4518,4695,4426,3189,3053
2017,Buldhana,ST,Total,379,2777,2945,3069,2873,2946,2610,2739,2538,2032,1734,1264,1088
2017,Buldhana,ST,Boys,200,1469,1581,1556,1439,1503,1385,1489,1373,1145,980,713,617
2017,Buldhana,ST,Girls,179,1308,1364,1513,1434,1443,1225,1250,1165,887,754,551,471
2017,Chandrapur,Overall,Total,18722,31843,33687,32907,32410,33220,33702,33430,34244,35503,36627,29211,29289
2017,Chandrapur,Overall,Boys,9891,16492,17375,17235,16504,17148,17383,17298,17840,18600,19666,14773,14844
2017,Chandrapur,Overall,Girls,8831,15351,16312,15672,15906,16072,16319,16132,16404,16903,16961,14438,14445
2017,Chandrapur,General,Total,3101,2815,2763,2735,2805,2643,2775,2899,2885,3138,2969,2352,2305
2017,Chandrapur,General,Boys,1636,1453,1388,1401,1436,1412,1444,1526,1535,1711,1623,1242,1194
2017,Chandrapur,General,Girls,1465,1362,1375,1334,1369,1231,1331,1373,1350,1427,1346,1110,1111
2017,Chandrapur,OBC,Total,10091,17856,19047,18405,18180,18681,18881,18547,19181,19862,20602,16683,16725
2017,Chandrapur,OBC,Boys,5375,9260,9964,9665,9311,9673,9736,9618,9931,10409,11096,8399,8462
2017,Chandrapur,OBC,Girls,4716,8596,9083,8740,8869,9008,9145,8929,9250,9453,9506,8284,8263
2017,Chandrapur,SC,Total,4059,5103,5293,5111,5188,5392,5476,5498,5814,5900,6261,5138,5262
2017,Chandrapur,SC,Boys,2114,2689,2737,2623,2594,2789,2837,2808,3059,3071,3339,2623,2706
2017,Chandrapur,SC,Girls,1945,2414,2556,2488,2594,2603,2639,2690,2755,2829,2922,2515,2556
2017,Chandrapur,ST,Total,1471,6069,6584,6656,6237,6504,6570,6486,6364,6603,6795,5038,4997
2017,Chandrapur,ST,Boys,766,3090,3286,3546,3163,3274,3366,3346,3315,3409,3608,2509,2482
2017,Chandrapur,ST,Girls,705,2979,3298,3110,3074,3230,3204,3140,3049,3194,3187,2529,2515
2017,Chh. Sambhaji Nagar,Overall,Total,27755,89124,90463,88797,86809,85630,84103,83014,81162,76702,72533,59103,61896
2017,Chh. Sambhaji Nagar,Overall,Boys,15288,48266,49545,48829,47296,45951,45303,44835,43715,41587,40696,34006,36998
2017,Chh. Sambhaji Nagar,Overall,Girls,12467,40858,40918,39968,39513,39679,38800,38179,37447,35115,31837,25097,24898
2017,Chh. Sambhaji Nagar,General,Total,16143,47508,48038,46408,45429,44513,42970,42623,41053,37664,35417,28830,29767
2017,Chh. Sambhaji Nagar,General,Boys,9039,25775,26390,25493,24743,23807,23180,22879,22041,20261,19532,16258,17535
2017,Chh. Sambhaji Nagar,General,Girls,7104,21733,21648,20915,20686,20706,19790,19744,19012,17403,15885,12572,12232
2017,Chh. Sambhaji Nagar,OBC,Total,6078,23188,23783,23472,23005,23047,22902,22397,22748,22411,21681,18501,20028
2017,Chh. Sambhaji Nagar,OBC,Boys,3302,12782,13267,13203,12733,12668,12486,12387,12374,12390,12358,10914,12307
2017,Chh. Sambhaji Nagar,OBC,Girls,2776,10406,10516,10269,10272,10379,10416,10010,10374,10021,9323,7587,7721
2017,Chh. Sambhaji Nagar,SC,Total,5043,13890,13826,14018,13919,13621,13531,13491,13129,12976,12321,9647,9987
2017,Chh. Sambhaji Nagar,SC,Boys,2686,7299,7367,7528,7465,7128,7152,7142,7005,6882,6967,5523,5795
2017,Chh. Sambhaji Nagar,SC,Girls,2357,6591,6459,6490,6454,6493,6379,6349,6124,6094,5354,4124,4192
2017,Chh. Sambhaji Nagar,ST,Total,491,4538,4816,4899,4456,4449,4700,4503,4232,3651,3114,2125,2114
2017,Chh. Sambhaji Nagar,ST,Boys,261,2410,2521,2605,2355,2348,2485,2427,2295,2054,1839,1311,1361
2017,Chh. Sambhaji Nagar,ST,Girls,230,2128,2295,2294,2101,2101,2215,2076,1937,1597,1275,814,753
2017,Dharashiv,Overall,Total,40091,26781,27012,25906,26760,26152,25960,26465,26815,27154,25758,17449,17115
2017,Dharashiv,Overall,Boys,21262,14385,14658,13873,14280,13669,13736,14117,13936,14373,13945,9398,9466
2017,Dharashiv,Overall,Girls,18829,12396,12354,12033,12480,12483,12224,12348,12879,12781,11813,8051,7649
2017,Dharashiv,General,Total,21346,13541,13546,13042,13584,13285,13036,13186,13586,13701,13330,8946,8981
2017,Dharashiv,General,Boys,11424,7409,7440,7052,7399,7001,6944,7040,7141,7280,7165,4753,4906
2017,Dharashiv,General,Girls,9922,6132,6106,5990,6185,6284,6092,6146,6445,6421,6165,4193,4075
2017,Dharashiv,OBC,Total,12339,8236,8385,8063,8285,7955,7982,8043,7970,8057,7531,5049,4872
2017,Dharashiv,OBC,Boys,6502,4373,4524,4300,4351,4174,4244,4294,4061,4270,4108,2750,2702
2017,Dharashiv,OBC,Girls,5837,3863,3861,3763,3934,3781,3738,3749,3909,3787,3423,2299,2170
2017,Dharashiv,SC,Total,5650,4114,4182,3992,4118,4122,4172,4397,4520,4598,4279,3066,2894
2017,Dharashiv,SC,Boys,2908,2145,2228,2097,2129,2091,2119,2313,2333,2378,2290,1686,1638
2017,Dharashiv,SC,Girls,2742,1969,1954,1895,1989,2031,2053,2084,2187,2220,1989,1380,1256
2017,Dharashiv,ST,Total,756,890,899,809,773,790,770,839,739,798,618,388,368
2017,Dharashiv,ST,Boys,428,458,466,424,401,403,429,470,401,445,382,209,220
2017,Dharashiv,ST,Girls,328,432,433,385,372,387,341,369,338,353,236,179,148
2017,Dhule,Overall,Total,17769,42218,43206,42407,40751,41018,40852,40881,40503,37921,34546,25066,24791
2017,Dhule,Overall,Boys,9730,22674,22945,22565,21599,21824,21968,22028,22160,21002,19579,14485,14065
2017,Dhule,Overall,Girls,8039,19544,20261,19842,19152,19194,18884,18853,18343,16919,14967,10581,10726
2017,Dhule,General,Total,4992,4531,4683,4433,4432,4230,4418,4383,4417,4404,4056,3261,3437
2017,Dhule,General,Boys,2675,2482,2552,2335,2342,2199,2375,2327,2375,2321,2202,1850,1914
2017,Dhule,General,Girls,2317,2049,2131,2098,2090,2031,2043,2056,2042,2083,1854,1411,1523
2017,Dhule,OBC,Total,10122,16486,17102,16807,16614,17043,16620,17450,17628,17205,17172,14554,14773
2017,Dhule,OBC,Boys,5590,9213,9246,9222,9011,9317,9131,9489,9728,9498,9740,8430,8278
2017,Dhule,OBC,Girls,4532,7273,7856,7585,7603,7726,7489,7961,7900,7707,7432,6124,6495
2017,Dhule,SC,Total,1217,2295,2333,2315,2297,2432,2436,2527,2496,2661,2574,1990,1873
2017,Dhule,SC,Boys,682,1184,1273,1221,1210,1319,1283,1325,1339,1379,1407,1134,1043
2017,Dhule,SC,Girls,535,1111,1060,1094,1087,1113,1153,1202,1157,1282,1167,856,830
2017,Dhule,ST,Total,1438,18906,19088,18852,17408,17313,17378,16521,15962,13651,10744,5261,4708
2017,Dhule,ST,Boys,783,9795,9874,9787,9036,8989,9179,8887,8718,7804,6230,3071,2830
2017,Dhule,ST,Girls,655,9111,9214,9065,8372,8324,8199,7634,7244,5847,4514,2190,1878
2017,Gadchiroli,Overall,Total,7939,17402,17415,16860,16943,17354,16576,16504,17435,17464,18011,13716,14112
2017,Gadchiroli,Overall,Boys,4324,8829,8722,8635,8685,8884,8489,8470,9034,9105,9486,7066,7202
2017,Gadchiroli,Overall,Girls,3615,8573,8693,8225,8258,8470,8087,8034,8401,8359,8525,6650,6910
2017,Gadchiroli,General,Total,1441,1485,1463,1381,1484,1424,1457,1464,1598,1667,1735,1296,1347
2017,Gadchiroli,General,Boys,770,732,726,708,773,752,753,760,818,835,930,673,691
2017,Gadchiroli,General,Girls,671,753,737,673,711,672,704,704,780,832,805,623,656
2017,Gadchiroli,OBC,Total,3993,6765,6707,6645,6527,6826,6428,6440,6671,6696,7162,5937,6082
2017,Gadchiroli,OBC,Boys,2201,3451,3389,3432,3430,3464,3299,3316,3406,3464,3778,3009,3014
2017,Gadchiroli,OBC,Girls,1792,3314,3318,3213,3097,3362,3129,3124,3265,3232,3384,2928,3068
2017,Gadchiroli,SC,Total,1276,1672,1697,1692,1807,1750,1692,1738,1867,2015,2107,1818,1967
2017,Gadchiroli,SC,Boys,674,861,865,897,888,910,885,900,987,1047,1114,976,1020
2017,Gadchiroli,SC,Girls,602,811,832,795,919,840,807,838,880,968,993,842,947
2017,Gadchiroli,ST,Total,1229,7480,7548,7142,7125,7354,6999,6862,7299,7086,7007,4665,4716
2017,Gadchiroli,ST,Boys,679,3785,3742,3598,3594,3758,3552,3494,3823,3759,3664,2408,2477
2017,Gadchiroli,ST,Girls,550,3695,3806,3544,3531,3596,3447,3368,3476,3327,3343,2257,2239
2017,Gondia,Overall,Total,5127,20424,20570,19573,19374,19654,20727,20821,21592,22721,24552,20130,21846
2017,Gondia,Overall,Boys,2749,10601,10603,10058,10016,10094,10540,10672,10976,11590,12922,9977,11052
2017,Gondia,Overall,Girls,2378,9823,9967,9515,9358,9560,10187,10149,10616,11131,11630,10153,10794
2017,Gondia,General,Total,720,1144,1147,1205,1195,1270,1319,1260,1386,1430,1444,1214,1341
2017,Gondia,General,Boys,398,619,632,639,594,672,680,636,720,750,766,579,677
2017,Gondia,General,Girls,322,525,515,566,601,598,639,624,666,680,678,635,664
2017,Gondia,OBC,Total,3361,12952,13137,12405,12365,12399,13182,13176,13641,14508,15804,12895,13874
2017,Gondia,OBC,Boys,1797,6696,6737,6412,6406,6359,6710,6782,6958,7408,8362,6429,6978
2017,Gondia,OBC,Girls,1564,6256,6400,5993,5959,6040,6472,6394,6683,7100,7442,6466,6896
2017,Gondia,SC,Total,748,2444,2521,2381,2466,2479,2668,2698,2736,2799,3003,2731,2984
2017,Gondia,SC,Boys,403,1265,1348,1187,1269,1242,1378,1356,1385,1421,1612,1400,1632
2017,Gondia,SC,Girls,345,1179,1173,1194,1197,1237,1290,1342,1351,1378,1391,1331,1352
2017,Gondia,ST,Total,298,3884,3765,3582,3348,3506,3558,3687,3829,3984,4301,3290,3647
2017,Gondia,ST,Boys,151,2021,1886,1820,1747,1821,1772,1898,1913,2011,2182,1569,1765
2017,Gondia,ST,Girls,147,1863,1879,1762,1601,1685,1786,1789,1916,1973,2119,1721,1882
2017,Hingoli,Overall,Total,2534,23260,22781,22508,22667,21838,21605,21552,22305,21785,19995,14584,13720
2017,Hingoli,Overall,Boys,1524,12493,12363,12032,11889,11335,11122,11126,11325,11392,10984,8073,7846
2017,Hingoli,Overall,Girls,1010,10767,10418,10476,10778,10503,10483,10426,10980,10393,9011,6511,5874
2017,Hingoli,General,Total,1589,9494,9409,9036,8968,8663,8397,8257,8595,8195,7638,5781,5388
2017,Hingoli,General,Boys,1007,5195,5241,4984,4733,4537,4393,4340,4360,4294,4216,3152,2959
2017,Hingoli,General,Girls,582,4299,4168,4052,4235,4126,4004,3917,4235,3901,3422,2629,2429
2017,Hingoli,OBC,Total,520,7319,7163,7145,7310,7126,7155,6906,7110,6911,6046,4373,4270
2017,Hingoli,OBC,Boys,273,4003,3865,3744,3843,3733,3706,3486,3616,3623,3368,2498,2491
2017,Hingoli,OBC,Girls,247,3316,3298,3401,3467,3393,3449,3420,3494,3288,2678,1875,1779
2017,Hingoli,SC,Total,364,4028,4013,4063,4152,3982,4124,4311,4341,4476,4365,3163,2926
2017,Hingoli,SC,Boys,211,2096,2091,2087,2180,2030,2085,2237,2168,2341,2341,1676,1660
2017,Hingoli,SC,Girls,153,1932,1922,1976,1972,1952,2039,2074,2173,2135,2024,1487,1266
2017,Hingoli,ST,Total,61,2419,2196,2264,2237,2067,1929,2078,2259,2203,1946,1267,1136
2017,Hingoli,ST,Boys,33,1199,1166,1217,1133,1035,938,1063,1181,1134,1059,747,736
2017,Hingoli,ST,Girls,28,1220,1030,1047,1104,1032,991,1015,1078,1069,887,520,400
2017,Jalgaon,Overall,Total,20893,78017,80808,78828,77100,78266,78665,79984,77482,77633,70671,48119,47281
2017,Jalgaon,Overall,Boys,11723,42857,44384,43345,42175,42612,42962,43907,42362,43346,40591,27436,26791
2017,Jalgaon,Overall,Girls,9170,35160,36424,35483,34925,35654,35703,36077,35120,34287,30080,20683,20490
2017,Jalgaon,General,Total,7341,13991,13634,13381,13142,13474,14091,14710,14902,14317,12936,9328,9311
2017,Jalgaon,General,Boys,3990,7589,7391,7408,7188,7266,7558,8006,8062,7867,7052,5207,5183
2017,Jalgaon,General,Girls,3351,6402,6243,5973,5954,6208,6533,6704,6840,6450,5884,4121,4128
2017,Jalgaon,OBC,Total,10739,38611,40390,39044,38897,39658,39050,39940,40014,41497,38602,28272,28085
2017,Jalgaon,OBC,Boys,6138,21814,22766,21890,21590,21914,21818,22365,22237,23369,22402,15997,15644
2017,Jalgaon,OBC,Girls,4601,16797,17624,17154,17307,17744,17232,17575,17777,18128,16200,12275,12441
2017,Jalgaon,SC,Total,1694,7128,7428,7243,7256,7490,7548,7967,7409,8207,7872,5108,4831
2017,Jalgaon,SC,Boys,929,3757,3869,3785,3822,3979,3875,4168,3807,4378,4415,2846,2741
2017,Jalgaon,SC,Girls,765,3371,3559,3458,3434,3511,3673,3799,3602,3829,3457,2262,2090
2017,Jalgaon,ST,Total,1119,18287,19356,19160,17805,17644,17976,17367,15157,13612,11261,5411,5054
2017,Jalgaon,ST,Boys,666,9697,10358,10262,9575,9453,9711,9368,8256,7732,6722,3386,3223
2017,Jalgaon,ST,Girls,453,8590,8998,8898,8230,8191,8265,7999,6901,5880,4539,2025,1831
2017,Jalna,Overall,Total,3571,40261,41138,40187,40206,38636,37246,37921,39273,36870,35042,27842,28504
2017,Jalna,Overall,Boys,1988,22138,22490,21879,21250,20376,19512,19761,20150,19786,19838,16234,17430
2017,Jalna,Overall,Girls,1583,18123,18648,18308,18956,18260,17734,18160,19123,17084,15204,11608,11074
2017,Jalna,General,Total,2077,18717,18912,18222,18194,17291,16324,16549,17176,16115,15304,12112,12398
2017,Jalna,General,Boys,1198,10437,10465,9979,9815,9211,8604,8751,8804,8569,8592,7021,7432
2017,Jalna,General,Girls,879,8280,8447,8243,8379,8080,7720,7798,8372,7546,6712,5091,4966
2017,Jalna,OBC,Total,1045,14332,14754,14460,14438,14228,13946,14185,14643,13703,12910,10443,10747
2017,Jalna,OBC,Boys,559,7878,8108,7968,7541,7492,7327,7321,7541,7380,7341,6142,6631
2017,Jalna,OBC,Girls,486,6454,6646,6492,6897,6736,6619,6864,7102,6323,5569,4301,4116
2017,Jalna,SC,Total,379,6014,6315,6185,6355,6037,5964,6119,6450,6130,5982,4597,4538
2017,Jalna,SC,Boys,199,3134,3313,3228,3244,3118,3059,3161,3275,3317,3371,2672,2837
2017,Jalna,SC,Girls,180,2880,3002,2957,3111,2919,2905,2958,3175,2813,2611,1925,1701
2017,Jalna,ST,Total,70,1198,1157,1320,1219,1080,1012,1068,1004,922,846,690,821
2017,Jalna,ST,Boys,32,689,604,704,650,555,522,528,530,520,534,399,530
2017,Jalna,ST,Girls,38,509,553,616,569,525,490,540,474,402,312,291,291
2017,Kolhapur,Overall,Total,18644,58878,58133,58110,57457,58306,59004,60196,61682,62324,62319,53848,52250
2017,Kolhapur,Overall,Boys,10220,31403,31319,31623,31239,32070,32246,32941,33602,34399,34904,30936,29518
2017,Kolhapur,Overall,Girls,8424,27475,26814,26487,26218,26236,26758,27255,28080,27925,27415,22912,22732
2017,Kolhapur,General,Total,12126,35584,35432,35209,35318,36327,36359,37515,38706,38643,39219,35449,35360
2017,Kolhapur,General,Boys,6621,19135,19145,19283,19230,20261,20110,20762,21278,21586,22068,20430,20237
2017,Kolhapur,General,Girls,5505,16449,16287,15926,16088,16066,16249,16753,17428,17057,17151,15019,15123
2017,Kolhapur,OBC,Total,4301,14517,14061,13986,13503,13509,14071,14007,14162,14725,14355,11264,10424
2017,Kolhapur,OBC,Boys,2381,7702,7579,7676,7384,7336,7627,7664,7699,8082,8072,6460,5783
2017,Kolhapur,OBC,Girls,1920,6815,6482,6310,6119,6173,6444,6343,6463,6643,6283,4804,4641
2017,Kolhapur,SC,Total,2112,8386,8225,8489,8165,8105,8324,8407,8573,8726,8548,6952,6301
2017,Kolhapur,SC,Boys,1155,4333,4368,4428,4359,4269,4377,4375,4498,4605,4646,3916,3388
2017,Kolhapur,SC,Girls,957,4053,3857,4061,3806,3836,3947,4032,4075,4121,3902,3036,2913
2017,Kolhapur,ST,Total,105,391,415,426,471,365,250,267,241,230,197,183,165
2017,Kolhapur,ST,Boys,63,233,227,236,266,204,132,140,127,126,118,130,110
2017,Kolhapur,ST,Girls,42,158,188,190,205,161,118,127,114,104,79,53,55
2017,Latur,Overall,Total,7811,47404,47840,48737,48171,49332,50446,50288,50295,49493,48299,37272,34704
2017,Latur,Overall,Boys,4307,25420,25777,26425,26146,26863,27406,27515,27473,27604,27464,20749,19361
2017,Latur,Overall,Girls,3504,21984,22063,22312,22025,22469,23040,22773,22822,21889,20835,16523,15343
2017,Latur,General,Total,4596,22065,22113,22053,21886,22597,22886,22546,22957,22056,21670,17656,16850
2017,Latur,General,Boys,2534,11962,11955,11876,11769,12376,12286,12291,12319,12269,12158,9492,9000
2017,Latur,General,Girls,2062,10103,10158,10177,10117,10221,10600,10255,10638,9787,9512,8164,7850
2017,Latur,OBC,Total,1897,14413,14835,14912,15258,15731,15697,15775,15720,15789,15346,11646,10656
2017,Latur,OBC,Boys,1063,7750,8063,8244,8518,8692,8809,8847,8923,8958,8966,6739,6269
2017,Latur,OBC,Girls,834,6663,6772,6668,6740,7039,6888,6928,6797,6831,6380,4907,4387
2017,Latur,SC,Total,1162,9323,9140,9690,9501,9506,9992,10155,10197,10229,9963,7009,6265
2017,Latur,SC,Boys,627,4853,4790,5149,5031,4993,5202,5367,5426,5559,5504,3898,3519
2017,Latur,SC,Girls,535,4470,4350,4541,4470,4513,4790,4788,4771,4670,4459,3111,2746
2017,Latur,ST,Total,156,1603,1752,2082,1526,1498,1871,1812,1421,1419,1320,961,933
2017,Latur,ST,Boys,83,855,969,1156,828,802,1109,1010,805,818,836,620,573
2017,Latur,ST,Girls,73,748,783,926,698,696,762,802,616,601,484,341,360
2017,Mumbai,Overall,Total,13069,24739,24360,23618,23065,137437,138619,139071,150727,163793,147460,160757,146437
2017,Mumbai,Overall,Boys,7295,13247,13228,12812,12419,72876,73969,74494,80360,88418,77548,84287,74860
2017,Mumbai,Overall,Girls,5774,11492,11132,10806,10646,64561,64650,64577,70367,75375,69912,76470,71577
2017,Mumbai,General,Total,12602,23456,23031,22487,21936,119150,119439,118838,127036,134753,118122,128115,116199
2017,Mumbai,General,Boys,7032,12538,12479,12187,11791,63524,64139,64074,68123,73200,62283,67206,59710
2017,Mumbai,General,Girls,5570,10918,10552,10300,10145,55626,55300,54764,58913,61553,55839,60909,56489
2017,Mumbai,OBC,Total,195,478,480,456,466,9328,9822,10102,11899,13950,14787,18194,17626
2017,Mumbai,OBC,Boys,114,256,258,249,242,4767,5056,5285,6163,7269,7641,9548,9009
2017,Mumbai,OBC,Girls,81,222,222,207,224,4561,4766,4817,5736,6681,7146,8646,8617
2017,Mumbai,SC,Total,227,711,741,591,577,8238,8695,9391,10827,13958,13491,13100,11611
2017,Mumbai,SC,Boys,122,403,418,326,337,4216,4439,4756,5584,7348,7076,6840,5631
2017,Mumbai,SC,Girls,105,308,323,265,240,4022,4256,4635,5243,6610,6415,6260,5980
2017,Mumbai,ST,Total,45,94,108,84,86,721,663,740,965,1132,1060,1348,1001
2017,Mumbai,ST,Boys,27,50,73,50,49,369,335,379,490,601,548,693,510
2017,Mumbai,ST,Girls,18,44,35,34,37,352,328,361,475,531,512,655,491
2017,Mumbai Suburban,Overall,Total,87057,145234,151445,155698,161812,41211,39677,39992,30183,18505,13057,0,0
2017,Mumbai Suburban,Overall,Boys,44746,76072,79422,81666,84884,21016,20335,20500,15438,9729,6679,0,0
