Year,District,Social Category,Gender,Pre-Primary,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12
2015,Chh. Sambhaji Nagar,Overall,Boys,13570,48646,46832,44779,44482,44420,44783,44730,42102,40825,37733,34492,32700
2015,Chh. Sambhaji Nagar,Overall,Girls,10354,39920,39195,39211,38459,37925,39019,39344,35840,31633,28489,23246,20955
2015,Chh. Sambhaji Nagar,General,Total,12741,45585,44298,43361,42050,41846,42397,41942,38787,35704,32417,28179,26294
2015,Chh. Sambhaji Nagar,General,Boys,7618,25207,24249,23234,22622,22376,22504,22218,20703,19941,18200,16488,15506
2015,Chh. Sambhaji Nagar,General,Girls,5123,20378,20049,20127,19428,19470,19893,19724,18084,15763,14217,11691,10788
2015,Chh. Sambhaji Nagar,OBC,Total,6536,23928,23433,23066,23137,22573,23432,23983,22525,21314,20192,17909,17235
2015,Chh. Sambhaji Nagar,OBC,Boys,3429,13305,12847,12455,12541,12506,12756,12959,12393,12203,11765,11071,10992
2015,Chh. Sambhaji Nagar,OBC,Girls,3107,10623,10586,10611,10596,10067,10676,11024,10132,9111,8427,6838,6243
2015,Chh. Sambhaji Nagar,SC,Total,3740,13960,13715,13086,13127,13160,13326,13526,12638,12271,11142,9640,8251
2015,Chh. Sambhaji Nagar,SC,Boys,2044,7445,7314,6774,6925,6997,7040,7049,6820,6825,6298,5625,4982
2015,Chh. Sambhaji Nagar,SC,Girls,1696,6515,6401,6312,6202,6163,6286,6477,5818,5446,4844,4015,3269
2015,Chh. Sambhaji Nagar,ST,Total,907,5093,4581,4477,4627,4766,4647,4623,3992,3169,2471,2010,1875
2015,Chh. Sambhaji Nagar,ST,Boys,479,2689,2422,2316,2394,2541,2483,2504,2186,1856,1470,1308,1220
2015,Chh. Sambhaji Nagar,ST,Girls,428,2404,2159,2161,2233,2225,2164,2119,1806,1313,1001,702,655
2015,Dharashiv,Overall,Total,47979,27640,27667,27117,27257,27373,28065,28965,28223,27610,25051,18514,16178
2015,Dharashiv,Overall,Boys,25508,14883,14841,14324,14459,14691,14713,15202,14988,15126,13523,10397,9214
2015,Dharashiv,Overall,Girls,22471,12757,12826,12793,12798,12682,13352,13763,13235,12484,11528,8117,6964
2015,Dharashiv,General,Total,25524,13868,13835,13532,13542,13513,14094,14340,14268,14175,13310,9822,8907
2015,Dharashiv,General,Boys,13844,7558,7572,7237,7301,7275,7472,7639,7525,7686,7124,5386,5008
2015,Dharashiv,General,Girls,11680,6310,6263,6295,6241,6238,6622,6701,6743,6489,6186,4436,3899
2015,Dharashiv,OBC,Total,14196,8543,8615,8372,8536,8384,8335,8623,8295,7933,7102,5183,4400
2015,Dharashiv,OBC,Boys,7384,4563,4546,4406,4504,4513,4301,4455,4430,4356,3872,3020,2587
2015,Dharashiv,OBC,Girls,6812,3980,4069,3966,4032,3871,4034,4168,3865,3577,3230,2163,1813
2015,Dharashiv,SC,Total,7007,4325,4351,4279,4336,4550,4752,5037,4879,4855,4100,3131,2554
2015,Dharashiv,SC,Boys,3634,2282,2255,2184,2204,2384,2438,2585,2561,2695,2199,1762,1437
2015,Dharashiv,SC,Girls,3373,2043,2096,2095,2132,2166,2314,2452,2318,2160,1901,1369,1117
2015,Dharashiv,ST,Total,1252,904,866,934,843,926,884,965,781,647,539,378,317
2015,Dharashiv,ST,Boys,646,480,468,497,450,519,502,523,472,389,328,229,182
2015,Dharashiv,ST,Girls,606,424,398,437,393,407,382,442,309,258,211,149,135
2015,Dhule,Overall,Total,13360,44272,41749,41481,41497,41562,42123,40428,38029,35893,32263,24832,22660
2015,Dhule,Overall,Boys,7471,23732,22139,22014,22110,22281,22827,21968,20936,20149,18304,14210,12898
2015,Dhule,Overall,Girls,5889,20540,19610,19467,19387,19281,19296,18460,17093,15744,13959,10622,9762
2015,Dhule,General,Total,3198,4747,4637,4549,4680,4725,4728,4830,4757,4976,4704,3716,3392
2015,Dhule,General,Boys,1773,2525,2470,2411,2507,2462,2505,2484,2523,2643,2612,1956,1753
2015,Dhule,General,Girls,1425,2222,2167,2138,2173,2263,2223,2346,2234,2333,2092,1760,1639
2015,Dhule,OBC,Total,7883,16916,16544,16503,16176,17267,17701,17313,16995,16942,17076,14295,13237
2015,Dhule,OBC,Boys,4429,9407,8994,9042,8911,9440,9721,9457,9433,9566,9597,8278,7488
2015,Dhule,OBC,Girls,3454,7509,7550,7461,7265,7827,7980,7856,7562,7376,7479,6017,5749
2015,Dhule,SC,Total,1111,2400,2341,2520,2409,2528,2519,2737,2763,2753,2446,2004,1717
2015,Dhule,SC,Boys,639,1279,1246,1382,1254,1330,1356,1389,1502,1512,1327,1117,1004
2015,Dhule,SC,Girls,472,1121,1095,1138,1155,1198,1163,1348,1261,1241,1119,887,713
2015,Dhule,ST,Total,1168,20209,18227,17909,18232,17042,17175,15548,13514,11222,8037,4817,4314
2015,Dhule,ST,Boys,630,10521,9429,9179,9438,9049,9245,8638,7478,6428,4768,2859,2653
2015,Dhule,ST,Girls,538,9688,8798,8730,8794,7993,7930,6910,6036,4794,3269,1958,1661
2015,Gadchiroli,Overall,Total,4784,17862,17743,18280,17638,17021,17954,18154,18257,17813,17881,14543,12650
2015,Gadchiroli,Overall,Boys,2654,9184,9072,9348,9017,8720,9291,9406,9415,9444,9352,7444,6525
2015,Gadchiroli,Overall,Girls,2130,8678,8671,8932,8621,8301,8663,8748,8842,8369,8529,7099,6125
2015,Gadchiroli,General,Total,925,1348,1448,1458,1473,1447,1612,1669,1721,1679,1708,1397,1205
2015,Gadchiroli,General,Boys,513,682,748,769,768,745,831,834,907,871,864,715,632
2015,Gadchiroli,General,Girls,412,666,700,689,705,702,781,835,814,808,844,682,573
2015,Gadchiroli,OBC,Total,2187,6706,6597,6884,6474,6567,6683,6804,7118,7273,7189,6462,5480
2015,Gadchiroli,OBC,Boys,1248,3497,3465,3524,3305,3414,3411,3513,3639,3822,3657,3294,2745
2015,Gadchiroli,OBC,Girls,939,3209,3132,3360,3169,3153,3272,3291,3479,3451,3532,3168,2735
2015,Gadchiroli,SC,Total,849,1808,1870,1818,1767,1823,1938,2075,2053,2106,2268,1963,1848
2015,Gadchiroli,SC,Boys,438,940,937,919,939,928,1017,1062,1052,1106,1199,1008,959
2015,Gadchiroli,SC,Girls,411,868,933,899,828,895,921,1013,1001,1000,1069,955,889
2015,Gadchiroli,ST,Total,823,8000,7828,8120,7924,7184,7721,7606,7365,6755,6716,4721,4117
2015,Gadchiroli,ST,Boys,455,4065,3922,4136,4005,3633,4032,3997,3817,3645,3632,2427,2189
2015,Gadchiroli,ST,Girls,368,3935,3906,3984,3919,3551,3689,3609,3548,3110,3084,2294,1928
2015,Gondia,Overall,Total,3876,19892,19534,19769,20704,20887,21706,22799,23627,23323,24818,22259,20801
2015,Gondia,Overall,Boys,2191,10242,10087,10107,10562,10709,11021,11565,12201,11905,12893,10919,10145
2015,Gondia,Overall,Girls,1685,9650,9447,9662,10142,10178,10685,11234,11426,11418,11925,11340,10656
2015,Gondia,General,Total,678,1242,1213,1260,1253,1259,1427,1408,1385,1303,1376,1331,1222
2015,Gondia,General,Boys,396,655,605,671,658,624,729,738,708,663,695,711,609
2015,Gondia,General,Girls,282,587,608,589,595,635,698,670,677,640,681,620,613
2015,Gondia,OBC,Total,2392,12537,12466,12539,13280,13300,13645,14493,15156,14776,15776,14007,13162
2015,Gondia,OBC,Boys,1329,6484,6451,6385,6766,6864,6952,7355,7858,7584,8187,6847,6406
2015,Gondia,OBC,Girls,1063,6053,6015,6154,6514,6436,6693,7138,7298,7192,7589,7160,6756
2015,Gondia,SC,Total,619,2440,2507,2518,2688,2738,2817,2861,2855,3089,3171,3197,3005
2015,Gondia,SC,Boys,356,1226,1283,1269,1387,1393,1428,1450,1509,1602,1756,1637,1557
2015,Gondia,SC,Girls,263,1214,1224,1249,1301,1345,1389,1411,1346,1487,1415,1560,1448
2015,Gondia,ST,Total,187,3673,3348,3452,3483,3590,3817,4037,4231,4155,4495,3724,3412
2015,Gondia,ST,Boys,110,1877,1748,1782,1751,1828,1912,2022,2126,2056,2255,1724,1573
2015,Gondia,ST,Girls,77,1796,1600,1670,1732,1762,1905,2015,2105,2099,2240,2000,1839
2015,Hingoli,Overall,Total,2140,23780,23657,23207,23426,22813,23663,24581,22533,20564,16995,13533,11815
2015,Hingoli,Overall,Boys,1347,12685,12453,12119,12286,11877,12077,12591,11558,10964,9590,7844,6919
2015,Hingoli,Overall,Girls,793,11095,11204,11088,11140,10936,11586,11990,10975,9600,7405,5689,4896
2015,Hingoli,General,Total,1177,9620,9365,9002,8844,8634,8837,8948,8397,7827,6444,5508,4833
2015,Hingoli,General,Boys,748,5244,5016,4738,4730,4563,4561,4608,4282,4086,3532,3132,2752
2015,Hingoli,General,Girls,429,4376,4349,4264,4114,4071,4276,4340,4115,3741,2912,2376,2081
2015,Hingoli,OBC,Total,638,7335,7435,7502,7599,7250,7566,7988,7106,6410,5421,4027,3509
2015,Hingoli,OBC,Boys,413,3864,3885,3909,3980,3708,3827,4095,3701,3538,3086,2344,2054
2015,Hingoli,OBC,Girls,225,3471,3550,3593,3619,3542,3739,3893,3405,2872,2335,1683,1455
2015,Hingoli,SC,Total,226,4226,4291,4133,4325,4511,4660,4935,4709,4456,3613,2904,2560
2015,Hingoli,SC,Boys,123,2199,2256,2123,2221,2349,2358,2515,2357,2330,2042,1671,1512
2015,Hingoli,SC,Girls,103,2027,2035,2010,2104,2162,2302,2420,2352,2126,1571,1233,1048
2015,Hingoli,ST,Total,99,2599,2566,2570,2658,2418,2600,2710,2321,1871,1517,1094,913
2015,Hingoli,ST,Boys,63,1378,1296,1349,1355,1257,1331,1373,1218,1010,930,697,601
2015,Hingoli,ST,Girls,36,1221,1270,1221,1303,1161,1269,1337,1103,861,587,397,312
2015,Jalgaon,Overall,Total,16448,80867,78751,79315,79310,81206,80579,83479,77374,75991,66551,48879,43306
2015,Jalgaon,Overall,Boys,9797,44775,43396,43248,43336,44364,43909,45883,42935,43325,38134,27523,24515
2015,Jalgaon,Overall,Girls,6651,36092,35355,36067,35974,36842,36670,37596,34439,32666,28417,21356,18791
2015,Jalgaon,General,Total,5065,13846,13396,13090,13364,14809,15349,15729,15729,15021,13316,13665,11598
2015,Jalgaon,General,Boys,2945,7721,7391,7120,7214,7951,8328,8568,8552,8347,7420,7697,6612
2015,Jalgaon,General,Girls,2120,6125,6005,5970,6150,6858,7021,7161,7177,6674,5896,5968,4986
2015,Jalgaon,OBC,Total,8844,39556,39434,40142,39660,39990,40656,42858,39234,40462,37664,25973,23864
2015,Jalgaon,OBC,Boys,5424,22382,22067,22139,22112,22435,22523,23877,22078,23383,21565,14274,13173
2015,Jalgaon,OBC,Girls,3420,17174,17367,18003,17548,17555,18133,18981,17156,17079,16099,11699,10691
2015,Jalgaon,SC,Total,1370,7405,7409,7560,7678,8006,7802,8544,8191,8445,7240,4736,4075
2015,Jalgaon,SC,Boys,797,3854,3913,4046,3946,4144,4014,4446,4311,4571,4045,2644,2298
2015,Jalgaon,SC,Girls,573,3551,3496,3514,3732,3862,3788,4098,3880,3874,3195,2092,1777
2015,Jalgaon,ST,Total,1169,20060,18512,18523,18608,18401,16772,16348,14220,12063,8331,4505,3769
2015,Jalgaon,ST,Boys,631,10818,10025,9943,10064,9834,9044,8992,7994,7024,5104,2908,2432
2015,Jalgaon,ST,Girls,538,9242,8487,8580,8544,8567,7728,7356,6226,5039,3227,1597,1337
2015,Jalna,Overall,Total,3839,41791,41643,40002,38646,39136,40578,40417,38284,34706,29945,25131,23001
2015,Jalna,Overall,Boys,2368,22946,22204,21172,20380,20375,20783,20938,20075,19428,17024,15154,14371
2015,Jalna,Overall,Girls,1471,18845,19439,18830,18266,18761,19795,19479,18209,15278,12921,9977,8630
2015,Jalna,General,Total,2105,19184,19068,18016,17167,17152,17289,17211,16292,15219,13169,11079,10143
2015,Jalna,General,Boys,1353,10663,10337,9568,9080,8931,8810,8892,8514,8372,7294,6500,6239
2015,Jalna,General,Girls,752,8521,8731,8448,8087,8221,8479,8319,7778,6847,5875,4579,3904
2015,Jalna,OBC,Total,1233,14766,14773,14576,14250,14617,15541,15284,14502,12797,11358,9362,8659
2015,Jalna,OBC,Boys,726,8156,7835,7781,7579,7639,8044,7931,7675,7198,6506,5789,5476
2015,Jalna,OBC,Girls,507,6610,6938,6795,6671,6978,7497,7353,6827,5599,4852,3573,3183
2015,Jalna,SC,Total,439,6449,6599,6266,6121,6257,6666,6853,6588,5884,4728,4033,3637
2015,Jalna,SC,Boys,253,3385,3408,3251,3133,3219,3366,3549,3379,3383,2792,2435,2292
2015,Jalna,SC,Girls,186,3064,3191,3015,2988,3038,3300,3304,3209,2501,1936,1598,1345
2015,Jalna,ST,Total,62,1392,1203,1144,1108,1110,1082,1069,902,806,690,657,562
2015,Jalna,ST,Boys,36,742,624,572,588,586,563,566,507,475,432,430,364
2015,Jalna,ST,Girls,26,650,579,572,520,524,519,503,395,331,258,227,198
2015,Kolhapur,Overall,Total,19533,59173,57737,58275,58792,59673,61524,62339,64349,64148,60848,53862,49090
2015,Kolhapur,Overall,Boys,10842,32247,31432,31794,31823,32428,33291,34157,35738,36625,33940,30118,27135
2015,Kolhapur,Overall,Girls,8691,26926,26305,26481,26969,27245,28233,28182,28611,27523,26908,23744,21955
2015,Kolhapur,General,Total,13075,36000,35627,36262,36202,37315,38561,39098,40684,40530,39732,35817,33367
2015,Kolhapur,General,Boys,7274,19818,19414,20106,19797,20412,21074,21765,22746,23384,22466,20241,18692
2015,Kolhapur,General,Girls,5801,16182,16213,16156,16405,16903,17487,17333,17938,17146,17266,15576,14675
2015,Kolhapur,OBC,Total,4365,14116,13520,13314,13816,13658,14005,14262,14512,14380,13120,11320,9831
2015,Kolhapur,OBC,Boys,2435,7698,7390,7158,7432,7467,7551,7723,8085,8151,7262,6267,5342
2015,Kolhapur,OBC,Girls,1930,6418,6130,6156,6384,6191,6454,6539,6427,6229,5858,5053,4489
2015,Kolhapur,SC,Total,1940,8642,8125,8263,8363,8383,8607,8669,8897,9009,7774,6488,5688
2015,Kolhapur,SC,Boys,1048,4496,4355,4298,4379,4385,4498,4508,4752,4950,4085,3488,3015
2015,Kolhapur,SC,Girls,892,4146,3770,3965,3984,3998,4109,4161,4145,4059,3689,3000,2673
2015,Kolhapur,ST,Total,153,415,465,436,411,317,351,310,256,229,222,237,204
2015,Kolhapur,ST,Boys,85,235,273,232,215,164,168,161,155,140,127,122,86
2015,Kolhapur,ST,Girls,68,180,192,204,196,153,183,149,101,89,95,115,118
2015,Latur,Overall,Total,11567,51922,49637,49881,50166,50822,51971,52763,50902,49300,44599,35533,32233
2015,Latur,Overall,Boys,6453,28124,26760,26848,26710,27586,28301,28961,28202,27778,25736,19994,18267
2015,Latur,Overall,Girls,5114,23798,22877,23033,23456,23236,23670,23802,22700,21522,18863,15539,13966
2015,Latur,General,Total,6864,23357,22416,22752,22707,22623,23519,23479,22500,21939,20191,17450,15581
2015,Latur,General,Boys,3781,12619,12092,12357,11983,12378,12743,12877,12500,12128,11442,9572,8465
2015,Latur,General,Girls,3083,10738,10324,10395,10724,10245,10776,10602,10000,9811,8749,7878,7116
2015,Latur,OBC,Total,2658,15783,15493,15600,15613,15894,16242,16742,16266,15672,14399,11002,10339
2015,Latur,OBC,Boys,1491,8667,8457,8497,8579,8711,9082,9413,9255,9174,8584,6387,6192
2015,Latur,OBC,Girls,1167,7116,7036,7103,7034,7183,7160,7329,7011,6498,5815,4615,4147
2015,Latur,SC,Total,1785,10639,10170,10073,10371,10457,10747,11041,10730,10322,8748,6184,5485
2015,Latur,SC,Boys,1025,5652,5401,5237,5320,5451,5672,5843,5601,5634,4929,3503,3120
2015,Latur,SC,Girls,760,4987,4769,4836,5051,5006,5075,5198,5129,4688,3819,2681,2365
2015,Latur,ST,Total,260,2143,1558,1456,1475,1848,1463,1501,1406,1367,1261,897,828
2015,Latur,ST,Boys,156,1186,810,757,828,1046,804,828,846,842,781,532,490
2015,Latur,ST,Girls,104,957,748,699,647,802,659,673,560,525,480,365,338
2015,Mumbai,Overall,Total,8332,20936,20510,19456,18768,135024,136357,137827,156840,171836,145091,163191,144593
2015,Mumbai,Overall,Boys,4800,11390,10996,10482,10154,72163,72804,74212,84339,94075,75906,85603,74678
2015,Mumbai,Overall,Girls,3532,9546,9514,8974,8614,62861,63553,63615,72501,77761,69185,77588,69915
2015,Mumbai,General,Total,8097,20194,19827,18810,18169,116306,116564,116431,129585,138654,114757,129710,114792
2015,Mumbai,General,Boys,4675,10953,10581,10103,9809,62508,62620,62902,70079,75874,60019,68484,59964
2015,Mumbai,General,Girls,3422,9241,9246,8707,8360,53798,53944,53529,59506,62780,54738,61226,54828
2015,Mumbai,OBC,Total,122,299,286,278,248,9367,10226,10883,13667,15988,15645,18448,16502
2015,Mumbai,OBC,Boys,65,180,169,179,148,4888,5280,5813,7157,8741,8290,9570,8071
2015,Mumbai,OBC,Girls,57,119,117,99,100,4479,4946,5070,6510,7247,7355,8878,8431
2015,Mumbai,SC,Total,98,373,341,291,299,8593,8785,9674,12571,15937,13622,13438,11890
2015,Mumbai,SC,Boys,55,220,215,154,170,4379,4491,5024,6573,8750,7062,6836,5994
2015,Mumbai,SC,Girls,43,153,126,137,129,4214,4294,4650,5998,7187,6560,6602,5896
2015,Mumbai,ST,Total,15,70,56,77,52,758,782,839,1017,1257,1067,1595,1409
2015,Mumbai,ST,Boys,5,37,31,46,27,388,413,473,530,710,535,713,649
2015,Mumbai,ST,Girls,10,33,25,31,25,370,369,366,487,547,532,882,760
2015,Mumbai Suburban,Overall,Total,59992,152759,166608,168425,172454,52162,50902,48842,25311,15823,10727,0,0
2015,Mumbai Suburban,Overall,Boys,31158,79700,87027,87829,90622,26507,25836,24684,12979,8467,5112,0,0
2015,Mumbai Suburban,Overall,Girls,28834,73059,79581,80596,81832,25655,25066,24158,12332,7356,5615,0,0
2015,Mumbai Suburban,General,Total,52248,129557,139951,141239,143439,40096,38263,35683,18131,11757,7663,0,0
2015,Mumbai Suburban,General,Boys,27280,67878,73494,73997,76004,20582,19584,18220,9366,6392,3653,0,0
2015,Mumbai Suburban,General,Girls,24968,61679,66457,67242,67435,19514,18679,17463,8765,5365,4010,0,0
2015,Mumbai Suburban,OBC,Total,3579,10513,12095,12515,13638,4843,5006,5190,2628,1592,1330,0,0
2015,Mumbai Suburban,OBC,Boys,1730,5362,6138,6354,6802,2348,2476,2495,1312,787,640,0,0
2015,Mumbai Suburban,OBC,Girls,1849,5151,5957,6161,6836,2495,2530,2695,1316,805,690,0,0
2015,Mumbai Suburban,SC,Total,3744,11512,13231,13214,13888,6399,6859,7083,4157,2292,1570,0,0
2015,Mumbai Suburban,SC,Boys,1923,5861,6695,6737,7010,3165,3397,3518,2090,1190,745,0,0
2015,Mumbai Suburban,SC,Girls,1821,5651,6536,6477,6878,3234,3462,3565,2067,1102,825,0,0
2015,Mumbai Suburban,ST,Total,421,1177,1331,1457,1489,824,774,886,395,182,164,0,0
2015,Mumbai Suburban,ST,Boys,225,599,700,741,806,412,379,451,211,98,74,0,0
2015,Mumbai Suburban,ST,Girls,196,578,631,716,683,412,395,435,184,84,90,0,0
2015,Nagpur,Overall,Total,42093,77121,79235,77269,76630,76727,78683,77872,76468,81242,74984,70927,63270
2015,Nagpur,Overall,Boys,22099,40533,41233,40348,39824,39946,41392,41048,40085,44036,38585,35006,31220
2015,Nagpur,Overall,Girls,19994,36588,38002,36921,36806,36781,37291,36824,36383,37206,36399,35921,32050
2015,Nagpur,General,Total,12388,14732,15220,14570,14547,14690,15140,14855,13957,14206,13144,13561,12064
2015,Nagpur,General,Boys,6528,7749,8015,7672,7626,7738,8051,7759,7351,7702,6670,6969,6123
2015,Nagpur,General,Girls,5860,6983,7205,6898,6921,6952,7089,7096,6606,6504,6474,6592,5941
2015,Nagpur,OBC,Total,20448,39947,41186,40295,39880,40142,41439,41338,41077,43993,40879,37932,34307
2015,Nagpur,OBC,Boys,10868,21009,21445,21065,20718,20863,21675,21831,21551,23759,21094,18631,16820
2015,Nagpur,OBC,Girls,9580,18938,19741,19230,19162,19279,19764,19507,19526,20234,19785,19301,17487
2015,Nagpur,SC,Total,6696,14383,14862,14399,14285,14500,14775,14808,14588,15865,14630,14483,12774
2015,Nagpur,SC,Boys,3337,7489,7681,7494,7362,7390,7711,7741,7629,8755,7495,7155,6288
2015,Nagpur,SC,Girls,3359,6894,7181,6905,6923,7110,7064,7067,6959,7110,7135,7328,6486
2015,Nagpur,ST,Total,2561,8059,7967,8005,7918,7395,7329,6871,6846,7178,6331,4951,4125
2015,Nagpur,ST,Boys,1366,4286,4092,4117,4118,3955,3955,3717,3554,3820,3326,2251,1989
2015,Nagpur,ST,Girls,1195,3773,3875,3888,3800,3440,3374,3154,3292,3358,3005,2700,2136
2015,Nanded,Overall,Total,8959,69637,66517,65360,64739,64596,63764,64919,59446,56416,48854,35957,30526
2015,Nanded,Overall,Boys,5080,36686,35023,33959,33281,33365,32641,33209,30372,29725,26653,20145,17276
2015,Nanded,Overall,Girls,3879,32951,31494,31401,31458,31231,31123,31710,29074,26691,22201,15812,13250
2015,Nanded,General,Total,5242,24285,23234,22348,21974,21366,20954,20961,19472,18834,16451,13034,11247
2015,Nanded,General,Boys,2935,12857,12365,11635,11378,11089,10839,10828,9941,9825,8724,7117,6144
2015,Nanded,General,Girls,2307,11428,10869,10713,10596,10277,10115,10133,9531,9009,7727,5917,5103
2015,Nanded,OBC,Total,2046,24939,24262,23943,23593,23889,23592,24065,21670,20093,17372,11989,10452
2015,Nanded,OBC,Boys,1199,13101,12754,12568,12052,12298,12169,12344,11231,10754,9781,6960,6206
2015,Nanded,OBC,Girls,847,11838,11508,11375,11541,11591,11423,11721,10439,9339,7591,5029,4246
2015,Nanded,SC,Total,1320,13859,13120,12995,13040,13469,13481,14202,13133,12508,10577,7787,6345
2015,Nanded,SC,Boys,731,7218,6877,6634,6725,7002,6761,7136,6530,6509,5737,4289,3471
2015,Nanded,SC,Girls,589,6641,6243,6361,6315,6467,6720,7066,6603,5999,4840,3498,2874
2015,Nanded,ST,Total,351,6554,5901,6074,6132,5872,5737,5691,5171,4981,4454,3147,2482
2015,Nanded,ST,Boys,215,3510,3027,3122,3126,2976,2872,2901,2670,2637,2411,1779,1455
2015,Nanded,ST,Girls,136,3044,2874,2952,3006,2896,2865,2790,2501,2344,2043,1368,1027
2015,Nandurbar,Overall,Total,4323,37760,34968,33580,33913,33430,32282,31042,28586,26256,22645,16441,15327
2015,Nandurbar,Overall,Boys,2257,19784,18121,17351,17614,17526,16958,16358,15167,14205,12576,9030,8554
2015,Nandurbar,Overall,Girls,2066,17976,16847,16229,16299,15904,15324,14684,13419,12051,10069,7411,6773
2015,Nandurbar,General,Total,1147,2365,2357,2453,2559,2684,2685,2636,2606,2557,2436,1862,1666
2015,Nandurbar,General,Boys,609,1277,1286,1301,1330,1542,1520,1505,1485,1476,1423,1013,953
2015,Nandurbar,General,Girls,538,1088,1071,1152,1229,1142,1165,1131,1121,1081,1013,849,713
2015,Nandurbar,OBC,Total,1850,4949,4678,4769,4866,4896,5038,5054,4874,5109,4969,4092,4054
2015,Nandurbar,OBC,Boys,1022,2706,2464,2547,2609,2633,2712,2722,2610,2767,2779,2228,2264
2015,Nandurbar,OBC,Girls,828,2243,2214,2222,2257,2263,2326,2332,2264,2342,2190,1864,1790
2015,Nandurbar,SC,Total,375,888,921,851,842,896,915,915,973,1009,967,782,723
2015,Nandurbar,SC,Boys,206,466,487,447,428,477,480,494,524,530,557,413,405
2015,Nandurbar,SC,Girls,169,422,434,404,414,419,435,421,449,479,410,369,318
2015,Nandurbar,ST,Total,951,29558,27012,25507,25646,24954,23644,22437,20133,17581,14273,9705,8884
2015,Nandurbar,ST,Boys,420,15335,13884,13056,13247,12874,12246,11637,10548,9432,7817,5376,4932
2015,Nandurbar,ST,Girls,531,14223,13128,12451,12399,12080,11398,10800,9585,8149,6456,4329,3952
2015,Nashik,Overall,Total,31753,124397,121843,120168,120169,118412,117163,117065,110087,107782,92159,70600,61353
2015,Nashik,Overall,Boys,17642,66262,64306,63422,63738,62708,61976,61941,59026,59799,49630,38006,33311
