Year,District,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X),Higher Secondary School (XI-XII),Total
2018,Raigad,Local body,3960.0,3211.0,,33.0,30.0,,7238
2018,Raigad,Private Unaided,823.0,1570.0,1874.0,1612.0,428.0,187.0,6843
2018,Ratnagiri,Government Aided,117.0,23.0,1803.0,829.0,659.0,137.0,3738
2018,Ratnagiri,Others,19.0,13.0,,56.0,2.0,4.0,94
2018,Ratnagiri,Local body,2834.0,4044.0,10.0,,,,6890
2018,Ratnagiri,Private Unaided,240.0,611.0,150.0,390.0,181.0,163.0,1919
2018,Sangli,Government Aided,502.0,895.0,3650.0,2704.0,578.0,443.0,8826
2018,Sangli,Others,7.0,,,,30.0,,37
2018,Sangli,Local body,2669.0,3286.0,,29.0,,,5984
2018,Sangli,Private Unaided,599.0,903.0,226.0,471.0,288.0,321.0,2939
2018,Satara,Government Aided,365.0,402.0,3220.0,2821.0,760.0,548.0,8188
2018,Satara,Others,28.0,27.0,,29.0,4.0,30.0,118
2018,Satara,Local body,4079.0,4028.0,14.0,7.0,,,8128
2018,Satara,Private Unaided,410.0,735.0,668.0,1136.0,190.0,184.0,3470
2018,Sindhudurg,Government Aided,53.0,27.0,1098.0,657.0,295.0,100.0,2275
2018,Sindhudurg,Others,10.0,6.0,,,2.0,,18
2018,Sindhudurg,Local body,1741.0,1999.0,,,,,3740
2018,Sindhudurg,Private Unaided,115.0,130.0,50.0,342.0,47.0,90.0,785
2018,Solapur,Government Aided,1236.0,2191.0,6062.0,4016.0,748.0,462.0,15090
2018,Solapur,Others,9.0,17.0,37.0,29.0,2.0,,94
2018,Solapur,Local body,5381.0,5068.0,38.0,54.0,21.0,,10562
2018,Solapur,Private Unaided,988.0,1005.0,609.0,1330.0,360.0,396.0,4871
2018,Thane,Government Aided,1147.0,3681.0,3468.0,2504.0,1354.0,522.0,13546
2018,Thane,Others,257.0,760.0,272.0,168.0,46.0,24.0,1527
2018,Thane,Local body,2148.0,4989.0,,32.0,70.0,,7424
2018,Thane,Private Unaided,2271.0,9798.0,3921.0,3269.0,2875.0,1235.0,25174
2018,Wardha,Government Aided,213.0,214.0,1689.0,1023.0,270.0,140.0,3594
2018,Wardha,Others,17.0,29.0,25.0,20.0,11.0,,102
2018,Wardha,Local body,1480.0,1513.0,147.0,17.0,,,3170
2018,Wardha,Private Unaided,324.0,444.0,381.0,849.0,87.0,180.0,2303
2018,Washim,Government Aided,98.0,487.0,2030.0,742.0,195.0,104.0,3732
2018,Washim,Others,29.0,21.0,19.0,19.0,11.0,,99
2018,Washim,Local body,1336.0,1966.0,120.0,12.0,,,3443
2018,Washim,Private Unaided,398.0,369.0,166.0,336.0,66.0,131.0,1528
2018,Yavatmal,Government Aided,305.0,956.0,2810.0,1407.0,642.0,220.0,6907
2018,Yavatmal,Others,28.0,18.0,97.0,75.0,78.0,6.0,302
2018,Yavatmal,Local body,2914.0,4975.0,101.0,130.0,107.0,,8291
2018,Yavatmal,Private Unaided,595.0,717.0,310.0,1086.0,110.0,294.0,3199
2019,Ahilyanagar,Government Aided,578.0,882.0,6558.0,4183.0,749.0,731.0,13926
2019,Ahilyanagar,Others,3.0,12.0,188.0,166.0,17.0,12.0,398
2019,Ahilyanagar,Local body,8071.0,3721.0,,11.0,,,11803
2019,Ahilyanagar,Private Unaided,1042.0,1583.0,1216.0,1514.0,371.0,669.0,6716
2019,Akola,Government Aided,163.0,787.0,2411.0,1102.0,464.0,128.0,5298
2019,Akola,Others,24.0,13.0,,21.0,24.0,4.0,86
2019,Akola,Local body,1445.0,2497.0,66.0,85.0,13.0,,4108
2019,Akola,Private Unaided,692.0,973.0,580.0,623.0,161.0,267.0,3448
2019,Amravati,Government Aided,477.0,668.0,3483.0,2056.0,579.0,337.0,7901
2019,Amravati,Others,5.0,40.0,167.0,65.0,37.0,26.0,340
2019,Amravati,Local body,2471.0,3999.0,177.0,188.0,33.0,,6948
2019,Amravati,Private Unaided,791.0,765.0,630.0,1303.0,90.0,86.0,3730
2019,Beed,Government Aided,551.0,1936.0,3647.0,3006.0,359.0,473.0,10154
2019,Beed,Others,21.0,23.0,11.0,35.0,18.0,,108
2019,Beed,Local body,4462.0,4239.0,20.0,691.0,35.0,,9467
2019,Beed,Private Unaided,651.0,923.0,449.0,919.0,88.0,346.0,3466
2019,Bhandara,Government Aided,214.0,325.0,1500.0,860.0,160.0,83.0,3322
2019,Bhandara,Others,7.0,18.0,37.0,24.0,7.0,3.0,96
2019,Bhandara,Local body,1212.0,1448.0,385.0,80.0,7.0,,3143
2019,Bhandara,Private Unaided,128.0,396.0,404.0,457.0,39.0,125.0,1556
2019,Buldhana,Government Aided,252.0,559.0,3543.0,1451.0,323.0,96.0,6473
2019,Buldhana,Others,3.0,,,34.0,30.0,8.0,75
2019,Buldhana,Local body,2635.0,4349.0,245.0,242.0,67.0,,7585
2019,Buldhana,Private Unaided,729.0,607.0,725.0,1115.0,89.0,346.0,3773
2019,Chandrapur,Government Aided,223.0,503.0,2503.0,1295.0,460.0,265.0,5559
2019,Chandrapur,Others,4.0,37.0,158.0,72.0,32.0,,303
2019,Chandrapur,Local body,2304.0,3316.0,53.0,103.0,43.0,,5819
2019,Chandrapur,Private Unaided,464.0,697.0,802.0,1624.0,160.0,305.0,4211
2019,Chhatrapati Sambhaji Nagar,Government Aided,644.0,3959.0,3512.0,2208.0,858.0,564.0,12131
2019,Chhatrapati Sambhaji Nagar,Others,39.0,50.0,86.0,51.0,17.0,9.0,252
2019,Chhatrapati Sambhaji Nagar,Local body,3087.0,5680.0,164.0,599.0,18.0,,9597
2019,Chhatrapati Sambhaji Nagar,Private Unaided,1333.0,4063.0,1772.0,1685.0,560.0,883.0,10905
2019,Dharashiv,Government Aided,331.0,693.0,1563.0,1266.0,635.0,255.0,4846
2019,Dharashiv,Others,13.0,16.0,,14.0,16.0,,59
2019,Dharashiv,Local body,1627.0,3116.0,59.0,531.0,11.0,,5350
2019,Dharashiv,Private Unaided,426.0,353.0,113.0,189.0,92.0,170.0,1425
2019,Dhule,Government Aided,618.0,1088.0,3362.0,2273.0,203.0,147.0,7853
2019,Dhule,Others,6.0,58.0,131.0,102.0,14.0,4.0,315
2019,Dhule,Local body,3610.0,435.0,65.0,8.0,,,4118
2019,Dhule,Private Unaided,495.0,518.0,173.0,693.0,66.0,114.0,2103
2019,Gadchiroli,Government Aided,63.0,257.0,1500.0,759.0,287.0,58.0,3147
2019,Gadchiroli,Others,,17.0,287.0,279.0,24.0,2.0,609
2019,Gadchiroli,Local body,2180.0,1912.0,70.0,32.0,38.0,,4239
2019,Gadchiroli,Private Unaided,160.0,324.0,80.0,447.0,56.0,142.0,1220
2019,Gondia,Government Aided,109.0,475.0,1616.0,543.0,330.0,101.0,3607
2019,Gondia,Others,24.0,,122.0,49.0,18.0,5.0,218
2019,Gondia,Local body,1300.0,2468.0,219.0,75.0,,,4062
2019,Gondia,Private Unaided,279.0,600.0,295.0,499.0,35.0,240.0,2019
2019,Hingoli,Government Aided,195.0,607.0,1097.0,748.0,145.0,104.0,2972
2019,Hingoli,Others,,7.0,18.0,41.0,3.0,,69
2019,Hingoli,Local body,1372.0,2293.0,,296.0,20.0,,3981
2019,Hingoli,Private Unaided,228.0,417.0,245.0,158.0,73.0,259.0,1505
2019,Jalgaon,Government Aided,1039.0,1566.0,4925.0,5314.0,355.0,523.0,13905
2019,Jalgaon,Others,49.0,53.0,107.0,131.0,,19.0,359
2019,Jalgaon,Local body,4537.0,3149.0,128.0,43.0,19.0,,7876
2019,Jalgaon,Private Unaided,874.0,1312.0,646.0,1222.0,171.0,179.0,4501
2019,Jalna,Government Aided,253.0,767.0,1894.0,1380.0,248.0,223.0,4962
2019,Jalna,Others,19.0,22.0,4.0,,20.0,,65
2019,Jalna,Local body,2268.0,3446.0,13.0,408.0,35.0,,6170
2019,Jalna,Private Unaided,820.0,616.0,371.0,789.0,118.0,368.0,3276
2019,Kolhapur,Government Aided,693.0,748.0,3842.0,3326.0,1608.0,688.0,11120
2019,Kolhapur,Others,17.0,3.0,,17.0,17.0,14.0,68
2019,Kolhapur,Local body,2719.0,6162.0,40.0,36.0,,8.0,8968
2019,Kolhapur,Private Unaided,824.0,1562.0,553.0,1276.0,323.0,306.0,5231
2019,Latur,Government Aided,925.0,2842.0,3509.0,2553.0,692.0,195.0,10953
2019,Latur,Others,12.0,6.0,18.0,,29.0,,65
2019,Latur,Local body,1767.0,3560.0,,602.0,4.0,,5933
2019,Latur,Private Unaided,669.0,1038.0,620.0,477.0,243.0,655.0,3800
2019,Mumbai City,Government Aided,,19.0,6230.0,8971.0,390.0,2460.0,18456
2019,Mumbai City,Others,13.0,22.0,486.0,263.0,11.0,47.0,842
2019,Mumbai City,Private Unaided,78.0,472.0,6769.0,11473.0,414.0,1272.0,20793
2019,Mumbai Suburban,Government Aided,3182.0,186.0,,,,,3368
2019,Mumbai Suburban,Local body,596.0,7594.0,,1489.0,153.0,,10420
2019,Mumbai Suburban,Private Unaided,6620.0,770.0,,124.0,,,7514
2019,Mumbai Suburban,Others,892.0,536.0,,22.0,,,1450
2019,Nagpur,Government Aided,1378.0,2467.0,5701.0,3281.0,606.0,650.0,14404
2019,Nagpur,Others,169.0,249.0,302.0,39.0,11.0,14.0,784
2019,Nagpur,Local body,2533.0,3019.0,264.0,347.0,104.0,,6324
2019,Nagpur,Private Unaided,1790.0,3364.0,3403.0,4098.0,498.0,430.0,14182
2019,Nanded,Government Aided,829.0,2573.0,3241.0,2676.0,596.0,340.0,10442
2019,Nanded,Others,27.0,42.0,151.0,154.0,29.0,3.0,406
2019,Nanded,Local body,3401.0,4903.0,,928.0,75.0,,9307
2019,Nanded,Private Unaided,783.0,800.0,925.0,1066.0,174.0,466.0,4278
2019,Nandurbar,Government Aided,263.0,632.0,1991.0,1740.0,191.0,98.0,5076
2019,Nandurbar,Others,3.0,120.0,237.0,510.0,19.0,9.0,898
2019,Nandurbar,Local body,3392.0,927.0,30.0,16.0,50.0,,4415
2019,Nandurbar,Private Unaided,302.0,199.0,65.0,603.0,33.0,58.0,1277
2019,Nashik,Government Aided,1190.0,2376.0,6027.0,4673.0,1366.0,819.0,16835
2019,Nashik,Others,64.0,65.0,618.0,646.0,12.0,5.0,1410
2019,Nashik,Local body,7087.0,6068.0,25.0,23.0,90.0,,13305
2019,Nashik,Private Unaided,1707.0,2488.0,1279.0,2626.0,465.0,621.0,9606
2019,Palghar,Government Aided,253.0,716.0,1315.0,1229.0,393.0,124.0,4260
2019,Palghar,Others,158.0,640.0,518.0,836.0,29.0,5.0,2186
2019,Palghar,Local body,3139.0,2489.0,,363.0,55.0,,6046
2019,Palghar,Private Unaided,734.0,3723.0,1207.0,1733.0,998.0,557.0,9748
2019,Parbhani,Government Aided,460.0,1655.0,1572.0,1419.0,383.0,248.0,5920
2019,Parbhani,Others,2.0,19.0,,7.0,27.0,,55
2019,Parbhani,Local body,1602.0,3293.0,26.0,314.0,77.0,,5312
2019,Parbhani,Private Unaided,451.0,779.0,251.0,322.0,238.0,584.0,2864
2019,Pune,Government Aided,1465.0,2230.0,8997.0,4803.0,1200.0,1155.0,20398
2019,Pune,Others,130.0,193.0,880.0,167.0,28.0,,1398
2019,Pune,Local body,6868.0,8521.0,138.0,271.0,299.0,,16244
2019,Pune,Private Unaided,2642.0,8651.0,7332.0,9655.0,1388.0,1544.0,32543
2019,Raigad,Others,46.0,47.0,183.0,48.0,13.0,5.0,342
2019,Raigad,Government Aided,347.0,306.0,2953.0,1497.0,478.0,100.0,5829
2019,Raigad,Local body,3901.0,3192.0,,28.0,29.0,,7154
2019,Raigad,Private Unaided,885.0,1803.0,2020.0,1928.0,417.0,207.0,7648
2019,Ratnagiri,Government Aided,142.0,21.0,1765.0,815.0,650.0,166.0,3727
2019,Ratnagiri,Others,15.0,16.0,,20.0,2.0,4.0,57
2019,Ratnagiri,Local body,2836.0,4115.0,9.0,,,,6962
2019,Ratnagiri,Private Unaided,231.0,664.0,159.0,488.0,173.0,163.0,2081
2019,Sangli,Government Aided,539.0,928.0,3566.0,2670.0,591.0,424.0,8775
2019,Sangli,Others,,,,,30.0,,30
2019,Sangli,Local body,2860.0,3367.0,,29.0,,,6256
2019,Sangli,Private Unaided,615.0,866.0,283.0,598.0,277.0,342.0,3111
2019,Satara,Government Aided,380.0,407.0,3125.0,2758.0,756.0,543.0,8038
2019,Satara,Others,29.0,30.0,,21.0,3.0,23.0,106
2019,Satara,Local body,4087.0,4074.0,14.0,6.0,,,8181
2019,Satara,Private Unaided,399.0,789.0,728.0,1267.0,176.0,204.0,3732
2019,Sindhudurg,Government Aided,50.0,24.0,1096.0,655.0,288.0,98.0,2247
2019,Sindhudurg,Others,10.0,11.0,,,4.0,,25
2019,Sindhudurg,Local body,1604.0,2021.0,,,,,3625
2019,Sindhudurg,Private Unaided,119.0,144.0,49.0,358.0,42.0,83.0,806
2019,Solapur,Government Aided,1225.0,2162.0,6137.0,3970.0,757.0,508.0,15127
2019,Solapur,Others,9.0,17.0,37.0,23.0,3.0,,89
2019,Solapur,Local body,5379.0,4983.0,36.0,52.0,20.0,,10470
2019,Solapur,Private Unaided,1032.0,1074.0,673.0,1509.0,359.0,435.0,5286
2019,Thane,Government Aided,1123.0,3648.0,3476.0,2464.0,1336.0,553.0,13460
2019,Thane,Others,353.0,646.0,286.0,212.0,39.0,16.0,1552
2019,Thane,Local body,2195.0,4837.0,,32.0,77.0,,7380
2019,Thane,Private Unaided,2356.0,10487.0,4711.0,3825.0,2949.0,1255.0,27442
2019,Wardha,Government Aided,202.0,213.0,1654.0,958.0,281.0,146.0,3499
2019,Wardha,Others,13.0,15.0,25.0,32.0,15.0,,100
2019,Wardha,Local body,1454.0,1483.0,131.0,12.0,,,3092
2019,Wardha,Private Unaided,340.0,429.0,413.0,935.0,75.0,179.0,2415
2019,Washim,Government Aided,106.0,484.0,2011.0,734.0,211.0,103.0,3735
2019,Washim,Others,26.0,29.0,20.0,20.0,13.0,,108
2019,Washim,Local body,1317.0,1954.0,135.0,15.0,,,3432
2019,Washim,Private Unaided,399.0,336.0,193.0,403.0,47.0,115.0,1537
2019,Yavatmal,Government Aided,315.0,970.0,2721.0,1426.0,646.0,204.0,6856
2019,Yavatmal,Others,24.0,21.0,112.0,98.0,69.0,6.0,330
2019,Yavatmal,Local body,2889.0,4838.0,91.0,155.0,98.0,,8123
2019,Yavatmal,Private Unaided,583.0,788.0,378.0,1257.0,103.0,293.0,3490
2020,Ahilyanagar,Government Aided,574.0,852.0,6515.0,4086.0,739.0,734.0,13764
2020,Ahilyanagar,Others,3.0,12.0,166.0,153.0,15.0,10.0,359
2020,Ahilyanagar,Local body,7953.0,3705.0,,10.0,,,11668
2020,Ahilyanagar,Private Unaided,920.0,1417.0,1531.0,1480.0,349.0,694.0,6702
2020,Akola,Government Aided,156.0,806.0,2310.0,1082.0,461.0,156.0,5247
2020,Akola,Others,24.0,14.0,,20.0,23.0,4.0,85
2020,Akola,Local body,1399.0,2441.0,62.0,80.0,11.0,,3995
2020,Akola,Private Unaided,690.0,872.0,622.0,577.0,139.0,253.0,3317
2020,Amravati,Government Aided,461.0,635.0,3330.0,1967.0,570.0,330.0,7577
2020,Amravati,Others,3.0,31.0,155.0,80.0,34.0,26.0,329
2020,Amravati,Local body,2401.0,3837.0,171.0,182.0,33.0,,6705
2020,Amravati,Private Unaided,755.0,711.0,644.0,1404.0,78.0,79.0,3735
2020,Beed,Government Aided,545.0,2013.0,3614.0,2946.0,355.0,466.0,10119
2020,Beed,Others,6.0,22.0,,33.0,18.0,,79
2020,Beed,Local body,4414.0,4074.0,18.0,649.0,36.0,,9211
2020,Beed,Private Unaided,640.0,827.0,532.0,931.0,88.0,342.0,3452
2020,Bhandara,Government Aided,205.0,317.0,1431.0,804.0,152.0,80.0,3162
2020,Bhandara,Others,11.0,12.0,37.0,17.0,7.0,2.0,86
2020,Bhandara,Local body,1213.0,1381.0,375.0,65.0,7.0,,3056
2020,Bhandara,Private Unaided,125.0,346.0,430.0,473.0,38.0,131.0,1550
2020,Buldhana,Government Aided,249.0,526.0,3525.0,1429.0,321.0,101.0,6403
2020,Buldhana,Others,3.0,,11.0,28.0,24.0,8.0,74
2020,Buldhana,Local body,2600.0,4249.0,234.0,232.0,64.0,,7425
2020,Buldhana,Private Unaided,673.0,533.0,768.0,1214.0,86.0,372.0,3798
2020,Chandrapur,Government Aided,226.0,490.0,2399.0,1224.0,472.0,254.0,5368
2020,Chandrapur,Others,,6.0,146.0,57.0,28.0,,237
2020,Chandrapur,Local body,2238.0,3230.0,51.0,97.0,41.0,,5657
2020,Chandrapur,Private Unaided,411.0,665.0,814.0,1668.0,126.0,312.0,4149
2020,Chhatrapati Sambhaji Nagar,Government Aided,632.0,3997.0,3468.0,2158.0,894.0,563.0,12107
2020,Chhatrapati Sambhaji Nagar,Others,41.0,36.0,85.0,50.0,18.0,8.0,238
2020,Chhatrapati Sambhaji Nagar,Local body,3050.0,5526.0,157.0,576.0,17.0,,9377
2020,Chhatrapati Sambhaji Nagar,Private Unaided,1282.0,3991.0,2223.0,1590.0,515.0,841.0,11053
2020,Dharashiv,Government Aided,318.0,668.0,1506.0,1221.0,622.0,251.0,4702
2020,Dharashiv,Others,14.0,16.0,,14.0,17.0,,61
2020,Dharashiv,Local body,1607.0,3062.0,55.0,505.0,11.0,,5245
2020,Dharashiv,Private Unaided,400.0,304.0,147.0,218.0,100.0,168.0,1413
2020,Dhule,Government Aided,604.0,1091.0,3274.0,2178.0,206.0,151.0,7670
2020,Dhule,Others,6.0,58.0,152.0,100.0,12.0,4.0,332
2020,Dhule,Local body,3526.0,427.0,61.0,8.0,,,4022
2020,Dhule,Private Unaided,505.0,498.0,218.0,757.0,65.0,114.0,2190
2020,Gadchiroli,Government Aided,61.0,254.0,1381.0,742.0,278.0,60.0,3034
2020,Gadchiroli,Others,,13.0,245.0,212.0,19.0,2.0,491
2020,Gadchiroli,Local body,2072.0,1837.0,82.0,13.0,36.0,,4057
2020,Gadchiroli,Private Unaided,149.0,306.0,142.0,385.0,54.0,141.0,1185
2020,Gondia,Government Aided,109.0,460.0,1536.0,522.0,329.0,106.0,3510
2020,Gondia,Others,19.0,,130.0,43.0,16.0,2.0,210
2020,Gondia,Local body,1262.0,2360.0,206.0,69.0,,,3897
2020,Gondia,Private Unaided,227.0,503.0,409.0,527.0,32.0,223.0,1990
2020,Hingoli,Government Aided,176.0,633.0,1070.0,721.0,143.0,237.0,3067
2020,Hingoli,Others,,8.0,18.0,40.0,3.0,,69
2020,Hingoli,Local body,1376.0,2283.0,,294.0,30.0,,3983
2020,Hingoli,Private Unaided,216.0,415.0,245.0,193.0,61.0,134.0,1381
2020,Jalgaon,Government Aided,1037.0,1636.0,4839.0,5238.0,352.0,532.0,13818
2020,Jalgaon,Others,49.0,28.0,106.0,112.0,,18.0,313
2020,Jalgaon,Local body,4401.0,3099.0,124.0,41.0,19.0,,7684
2020,Jalgaon,Private Unaided,837.0,1260.0,672.0,1214.0,176.0,199.0,4457
2020,Jalna,Government Aided,249.0,805.0,1835.0,1367.0,232.0,231.0,4926
2020,Jalna,Others,19.0,22.0,4.0,,20.0,,65
2020,Jalna,Local body,2236.0,3333.0,11.0,394.0,63.0,,6037
2020,Jalna,Private Unaided,753.0,593.0,516.0,841.0,106.0,391.0,3399
2020,Kolhapur,Government Aided,684.0,747.0,3782.0,3262.0,1574.0,678.0,10943
2020,Kolhapur,Others,,3.0,,16.0,23.0,14.0,56
2020,Kolhapur,Local body,2683.0,5928.0,39.0,27.0,,8.0,8688
2020,Kolhapur,Private Unaided,796.0,1474.0,614.0,1271.0,312.0,330.0,5222
2020,Latur,Government Aided,905.0,2819.0,3386.0,2494.0,689.0,189.0,10752
2020,Latur,Others,2.0,6.0,21.0,,29.0,,58
2020,Latur,Local body,1752.0,3511.0,,589.0,3.0,,5855
2020,Latur,Private Unaided,651.0,933.0,703.0,515.0,238.0,634.0,3773
2020,Mumbai City,Government Aided,,17.0,5986.0,8687.0,383.0,2324.0,17752
2020,Mumbai City,Others,19.0,22.0,463.0,252.0,11.0,40.0,807
2020,Mumbai City,Private Unaided,92.0,361.0,6738.0,11196.0,394.0,1165.0,20222
2020,Mumbai Suburban,Government Aided,3036.0,175.0,,,,,3211
2020,Mumbai Suburban,Local body,547.0,7351.0,,1622.0,136.0,,10252
2020,Mumbai Suburban,Private Unaided,6207.0,699.0,,113.0,,,7019
2020,Mumbai Suburban,Others,858.0,496.0,,18.0,,,1372
2020,Nagpur,Government Aided,1335.0,2420.0,5479.0,3125.0,582.0,649.0,13908
2020,Nagpur,Others,153.0,235.0,287.0,50.0,10.0,14.0,749
2020,Nagpur,Local body,2425.0,2908.0,249.0,271.0,88.0,,5993
2020,Nagpur,Private Unaided,1593.0,3029.0,3783.0,3859.0,467.0,447.0,13829
2020,Nanded,Government Aided,836.0,2518.0,3239.0,2634.0,598.0,431.0,10454
2020,Nanded,Others,22.0,41.0,147.0,141.0,27.0,,378
2020,Nanded,Local body,3373.0,4809.0,,919.0,87.0,,9188
2020,Nanded,Private Unaided,751.0,723.0,975.0,1053.0,164.0,389.0,4116
2020,Nandurbar,Government Aided,262.0,640.0,1969.0,1720.0,187.0,95.0,5036
2020,Nandurbar,Others,3.0,114.0,223.0,466.0,19.0,5.0,830
2020,Nandurbar,Local body,3318.0,915.0,24.0,15.0,49.0,,4321
2020,Nandurbar,Private Unaided,278.0,226.0,60.0,598.0,34.0,79.0,1304
2020,Nashik,Government Aided,1186.0,2429.0,5928.0,4527.0,1345.0,793.0,16611
2020,Nashik,Others,68.0,65.0,607.0,602.0,16.0,12.0,1370
2020,Nashik,Local body,6965.0,5873.0,25.0,23.0,84.0,,12980
2020,Nashik,Private Unaided,1576.0,2485.0,1419.0,2612.0,480.0,625.0,9625
2020,Palghar,Government Aided,245.0,712.0,1304.0,1211.0,390.0,119.0,4214
2020,Palghar,Others,132.0,541.0,538.0,761.0,19.0,5.0,1996
2020,Palghar,Local body,3082.0,2399.0,,365.0,55.0,,5901
2020,Palghar,Private Unaided,693.0,3445.0,1214.0,1767.0,983.0,571.0,9458
2020,Parbhani,Government Aided,466.0,1730.0,1580.0,1417.0,422.0,263.0,6062
2020,Parbhani,Others,2.0,22.0,,7.0,20.0,,51
2020,Parbhani,Local body,1598.0,3281.0,26.0,295.0,74.0,,5274
2020,Parbhani,Private Unaided,413.0,751.0,270.0,312.0,197.0,584.0,2780
2020,Pune,Government Aided,1455.0,2152.0,8713.0,4634.0,1195.0,1178.0,19863
2020,Pune,Others,108.0,144.0,842.0,161.0,32.0,,1287
2020,Pune,Local body,6735.0,8357.0,94.0,250.0,270.0,,15850
2020,Pune,Private Unaided,2268.0,7750.0,8049.0,9631.0,1329.0,1553.0,31866
2020,Raigad,Others,32.0,40.0,164.0,47.0,11.0,5.0,299
2020,Raigad,Government Aided,341.0,289.0,2824.0,1462.0,492.0,93.0,5670
2020,Raigad,Local body,3705.0,3086.0,,30.0,29.0,,6854
2020,Raigad,Private Unaided,761.0,1705.0,2038.0,1907.0,365.0,198.0,7330
2020,Ratnagiri,Government Aided,142.0,22.0,1682.0,783.0,628.0,157.0,3600
2020,Ratnagiri,Others,14.0,1.0,,19.0,3.0,2.0,39
2020,Ratnagiri,Local body,2741.0,3992.0,9.0,,,,6744
2020,Ratnagiri,Private Unaided,217.0,626.0,152.0,523.0,169.0,180.0,2076
2020,Sangli,Government Aided,528.0,916.0,3514.0,2586.0,573.0,470.0,8654
2020,Sangli,Others,,,,,16.0,,16
2020,Sangli,Local body,2762.0,3228.0,,27.0,,,6017
2020,Sangli,Private Unaided,599.0,816.0,324.0,664.0,279.0,368.0,3180
2020,Satara,Government Aided,376.0,399.0,3031.0,2691.0,740.0,536.0,7838
2020,Satara,Others,18.0,17.0,,24.0,7.0,14.0,80
2020,Satara,Local body,3975.0,4010.0,14.0,6.0,,,8005
2020,Satara,Private Unaided,359.0,748.0,827.0,1211.0,172.0,209.0,3697
2020,Sindhudurg,Government Aided,52.0,24.0,1023.0,625.0,282.0,98.0,2161
2020,Sindhudurg,Others,16.0,5.0,,,3.0,,24
2020,Sindhudurg,Local body,1578.0,1989.0,,,,,3567
2020,Sindhudurg,Private Unaided,108.0,140.0,49.0,319.0,40.0,70.0,749
2020,Solapur,Government Aided,1201.0,2137.0,6078.0,3910.0,761.0,509.0,14968
2020,Solapur,Others,,7.0,35.0,23.0,3.0,,68
2020,Solapur,Local body,5361.0,4864.0,37.0,51.0,25.0,,10338
2020,Solapur,Private Unaided,985.0,1060.0,684.0,1437.0,332.0,446.0,5150
2020,Thane,Government Aided,1120.0,3589.0,3321.0,2404.0,1322.0,512.0,13145
2020,Thane,Others,341.0,575.0,274.0,219.0,33.0,15.0,1457
2020,Thane,Local body,2126.0,4610.0,,49.0,79.0,,7085
2020,Thane,Private Unaided,2183.0,9871.0,5073.0,3603.0,2865.0,1228.0,26676
2020,Wardha,Government Aided,192.0,208.0,1567.0,904.0,265.0,143.0,3348
2020,Wardha,Others,12.0,8.0,31.0,29.0,14.0,,94
2020,Wardha,Local body,1436.0,1443.0,124.0,11.0,,,3026
2020,Wardha,Private Unaided,358.0,428.0,427.0,906.0,72.0,182.0,2421
2020,Washim,Government Aided,105.0,481.0,1996.0,699.0,204.0,112.0,3687
2020,Washim,Others,26.0,25.0,20.0,21.0,12.0,,104
2020,Washim,Local body,1290.0,1911.0,125.0,12.0,,,3347
2020,Washim,Private Unaided,400.0,293.0,203.0,441.0,47.0,115.0,1542
2020,Yavatmal,Government Aided,293.0,963.0,2590.0,1373.0,631.0,205.0,6663
2020,Yavatmal,Others,20.0,,116.0,101.0,51.0,6.0,294
2020,Yavatmal,Local body,2816.0,4707.0,90.0,159.0,81.0,,7894
2020,Yavatmal,Private Unaided,536.0,734.0,509.0,1091.0,103.0,296.0,3362
2021,Ahilyanagar,Government Aided,561.0,865.0,6338.0,3976.0,739.0,742.0,13485
2021,Ahilyanagar,Others,3.0,12.0,147.0,147.0,18.0,,327
2021,Ahilyanagar,Local body,7856.0,3575.0,,8.0,,,11439
2021,Ahilyanagar,Private Unaided,788.0,1339.0,1675.0,1398.0,335.0,680.0,6524
2021,Akola,Government Aided,162.0,791.0,2242.0,1036.0,448.0,169.0,5121
2021,Akola,Others,21.0,8.0,14.0,9.0,24.0,4.0,80
2021,Akola,Local body,1340.0,2372.0,65.0,70.0,11.0,,3860
2021,Akola,Private Unaided,659.0,859.0,634.0,541.0,137.0,250.0,3250
2021,Amravati,Government Aided,436.0,619.0,3200.0,1887.0,558.0,358.0,7343
2021,Amravati,Others,3.0,19.0,135.0,91.0,36.0,22.0,306
2021,Amravati,Local body,2288.0,3722.0,161.0,175.0,30.0,,6454
2021,Amravati,Private Unaided,693.0,617.0,561.0,1495.0,80.0,79.0,3592
2021,Beed,Government Aided,543.0,1994.0,3556.0,2963.0,334.0,460.0,10029
2021,Beed,Others,5.0,24.0,,33.0,18.0,,80
2021,Beed,Local body,4422.0,3903.0,17.0,622.0,36.0,,9019
2021,Beed,Private Unaided,635.0,855.0,563.0,901.0,90.0,344.0,3471
2021,Bhandara,Government Aided,195.0,292.0,1338.0,720.0,146.0,78.0,2941
2021,Bhandara,Others,3.0,12.0,31.0,15.0,5.0,,66
2021,Bhandara,Local body,1149.0,1308.0,357.0,68.0,6.0,,2893
2021,Bhandara,Private Unaided,104.0,343.0,449.0,434.0,37.0,126.0,1500
2021,Buldhana,Government Aided,284.0,510.0,3423.0,1404.0,326.0,107.0,6308
2021,Buldhana,Others,,,,25.0,27.0,,52
2021,Buldhana,Local body,2518.0,4156.0,230.0,226.0,64.0,,7240
