Year,District,Rural/Urban,Type of School,Central Govt,Government Aided,Local Body,Others,Private Unaided (Recognized)
2014,Beed,Rural,Secondary School (VI-X),0.0,44.0,6.0,0.0,35.0
2014,Beed,Rural,Secondary School (I-X),0.0,159.0,42.0,2.0,57.0
2014,Beed,Rural,Higher Secondary School (I-XII),0.0,127.0,0.0,0.0,9.0
2014,Beed,Urban,Primary School (I-V),1.0,49.0,50.0,1.0,62.0
2014,Beed,Urban,Upper Primary School (I-VIII),0.0,93.0,38.0,0.0,18.0
2014,Beed,Urban,Secondary School (VI-X),0.0,13.0,2.0,1.0,19.0
2014,Beed,Urban,Secondary School (I-X),0.0,50.0,15.0,0.0,14.0
2014,Beed,Urban,Higher Secondary School (I-XII),0.0,24.0,1.0,0.0,2.0
2015,Beed,Rural,Primary School (I-V),4.0,25.0,1907.0,0.0,102.0
2015,Beed,Rural,Upper Primary School (I-VIII),0.0,45.0,515.0,4.0,27.0
2015,Beed,Rural,Secondary School (VI-X),0.0,48.0,6.0,0.0,31.0
2015,Beed,Rural,Secondary School (I-X),0.0,170.0,42.0,2.0,46.0
2015,Beed,Rural,Higher Secondary School (I-XII),0.0,128.0,0.0,0.0,9.0
2015,Beed,Urban,Primary School (I-V),0.0,52.0,49.0,0.0,62.0
2015,Beed,Urban,Upper Primary School (I-VIII),1.0,95.0,38.0,0.0,21.0
2015,Beed,Urban,Secondary School (VI-X),0.0,10.0,0.0,1.0,22.0
2015,Beed,Urban,Secondary School (I-X),0.0,52.0,15.0,0.0,14.0
2015,Beed,Urban,Higher Secondary School (I-XII),0.0,24.0,1.0,0.0,3.0
2016,Beed,Rural,Primary School (I-V),0.0,26.0,1899.0,2.0,104.0
2016,Beed,Rural,Upper Primary School (I-VIII),0.0,46.0,513.0,4.0,32.0
2016,Beed,Rural,Secondary School (VI-X),0.0,50.0,6.0,0.0,28.0
2016,Beed,Rural,Secondary School (I-X),0.0,171.0,42.0,2.0,46.0
2016,Beed,Rural,Higher Secondary School (I-XII),0.0,130.0,0.0,0.0,9.0
2016,Beed,Urban,Primary School (I-V),,52.0,48.0,1.0,67.0
2016,Beed,Urban,Upper Primary School (I-VIII),,95.0,38.0,1.0,25.0
2016,Beed,Urban,Secondary School (VI-X),,19.0,3.0,1.0,12.0
2016,Beed,Urban,Secondary School (I-X),,52.0,15.0,0.0,13.0
2016,Beed,Urban,Higher Secondary School (I-XII),,25.0,1.0,0.0,2.0
2017,Beed,Rural,Primary School (I-V),,19.0,1851.0,2.0,101.0
2017,Beed,Rural,Upper Primary School (I-VIII),,54.0,534.0,2.0,52.0
2017,Beed,Rural,Secondary School (VI-X),,46.0,6.0,2.0,10.0
2017,Beed,Rural,Secondary School (I-X),,197.0,41.0,2.0,43.0
2017,Beed,Rural,Higher Secondary School (I-XII),,136.0,0.0,0.0,21.0
2017,Beed,Urban,Primary School (I-V),,42.0,46.0,1.0,38.0
2017,Beed,Urban,Upper Primary School (I-VIII),,108.0,37.0,2.0,48.0
2017,Beed,Urban,Secondary School (VI-X),,17.0,3.0,1.0,10.0
2017,Beed,Urban,Secondary School (I-X),,53.0,15.0,1.0,16.0
2017,Beed,Urban,Higher Secondary School (I-XII),,27.0,1.0,0.0,0.0
2018,Beed,Rural,Primary School (I-V),,20.0,1841.0,4.0,92.0
2018,Beed,Rural,Upper Primary School (I-VIII),,53.0,532.0,2.0,54.0
2018,Beed,Rural,Secondary School (VI-X),,47.0,5.0,2.0,9.0
2018,Beed,Rural,Secondary School (I-X),,197.0,41.0,3.0,46.0
2018,Beed,Rural,Higher Secondary School (I-XII),,136.0,0.0,1.0,26.0
2018,Beed,Urban,Primary School (I-V),,43.0,46.0,8.0,35.0
2018,Beed,Urban,Upper Primary School (I-VIII),,107.0,37.0,3.0,50.0
2018,Beed,Urban,Secondary School (VI-X),,17.0,3.0,1.0,10.0
2018,Beed,Urban,Secondary School (I-X),,54.0,15.0,1.0,19.0
2018,Beed,Urban,Higher Secondary School (I-XII),,27.0,1.0,2.0,2.0
2019,Beed,Rural,Primary School (I-V),,21.0,1808.0,2.0,90.0
2019,Beed,Rural,Upper Primary School (I-VIII),,53.0,531.0,1.0,56.0
2019,Beed,Rural,Secondary School (VI-X),,47.0,5.0,2.0,8.0
2019,Beed,Rural,Secondary School (I-X),,196.0,41.0,3.0,50.0
2019,Beed,Rural,Higher Secondary School (I-XII),,138.0,0.0,0.0,37.0
2019,Beed,Urban,Primary School (I-V),,43.0,46.0,3.0,36.0
2019,Beed,Urban,Upper Primary School (I-VIII),,108.0,37.0,3.0,49.0
2019,Beed,Urban,Secondary School (VI-X),,18.0,3.0,1.0,9.0
2019,Beed,Urban,Secondary School (I-X),,56.0,15.0,0.0,16.0
2019,Beed,Urban,Higher Secondary School (I-XII),,27.0,1.0,1.0,7.0
2020,Beed,Rural,Primary School (I-V),,21.0,1799.0,1.0,84.0
2020,Beed,Rural,Upper Primary School (I-VIII),,58.0,532.0,1.0,55.0
2020,Beed,Rural,Secondary School (VI-X),,47.0,5.0,2.0,10.0
2020,Beed,Rural,Secondary School (I-X),,195.0,39.0,3.0,50.0
2020,Beed,Rural,Higher Secondary School (I-XII),,137.0,0.0,0.0,43.0
2020,Beed,Urban,Primary School (I-V),,43.0,49.0,1.0,38.0
2020,Beed,Urban,Upper Primary School (I-VIII),,108.0,37.0,3.0,46.0
2020,Beed,Urban,Secondary School (VI-X),,18.0,3.0,1.0,8.0
2020,Beed,Urban,Secondary School (I-X),,57.0,17.0,0.0,18.0
2020,Beed,Urban,Higher Secondary School (I-XII),,28.0,1.0,0.0,9.0
2021,Beed,Rural,Primary School (I-V),,19.0,1777.0,1.0,83.0
2021,Beed,Rural,Upper Primary School (I-VIII),,58.0,524.0,1.0,52.0
2021,Beed,Rural,Secondary School (VI-X),,45.0,5.0,0.0,11.0
2021,Beed,Rural,Secondary School (I-X),,195.0,39.0,3.0,46.0
2021,Beed,Rural,Higher Secondary School (I-XII),,134.0,0.0,0.0,36.0
2021,Beed,Urban,Primary School (I-V),,44.0,71.0,1.0,38.0
2021,Beed,Urban,Upper Primary School (I-VIII),,109.0,45.0,3.0,55.0
2021,Beed,Urban,Secondary School (VI-X),,18.0,3.0,3.0,7.0
2021,Beed,Urban,Secondary School (I-X),,63.0,17.0,0.0,20.0
2021,Beed,Urban,Higher Secondary School (I-XII),,31.0,1.0,0.0,18.0
2012,Bhandara,Rural,Primary School (I-V),,50.0,515.0,21.0,23.0
2012,Bhandara,Rural,Upper Primary School (I-VIII),,15.0,252.0,17.0,17.0
2012,Bhandara,Rural,Secondary School (VI-X),,32.0,1.0,4.0,11.0
2012,Bhandara,Rural,Secondary School (I-X),,82.0,10.0,9.0,7.0
2012,Bhandara,Rural,Higher Secondary School (I-XII),,53.0,18.0,4.0,4.0
2012,Bhandara,Urban,Primary School (I-V),,19.0,22.0,8.0,13.0
2012,Bhandara,Urban,Upper Primary School (I-VIII),,14.0,6.0,3.0,9.0
2012,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2012,Bhandara,Urban,Secondary School (I-X),,11.0,1.0,1.0,7.0
2012,Bhandara,Urban,Higher Secondary School (I-XII),,8.0,7.0,0.0,4.0
2013,Bhandara,Rural,Primary School (I-V),0.0,50.0,515.0,11.0,31.0
2013,Bhandara,Rural,Upper Primary School (I-VIII),0.0,25.0,252.0,2.0,24.0
2013,Bhandara,Rural,Secondary School (VI-X),0.0,1.0,0.0,48.0,0.0
2013,Bhandara,Rural,Secondary School (I-X),1.0,85.0,10.0,1.0,11.0
2013,Bhandara,Rural,Higher Secondary School (I-XII),1.0,55.0,18.0,0.0,5.0
2013,Bhandara,Urban,Primary School (I-V),,21.0,21.0,6.0,12.0
2013,Bhandara,Urban,Upper Primary School (I-VIII),,16.0,6.0,1.0,8.0
2013,Bhandara,Urban,Secondary School (VI-X),,0.0,0.0,4.0,0.0
2013,Bhandara,Urban,Secondary School (I-X),,11.0,1.0,1.0,6.0
2013,Bhandara,Urban,Higher Secondary School (I-XII),,8.0,7.0,0.0,4.0
2014,Bhandara,Rural,Primary School (I-V),0.0,49.0,513.0,7.0,44.0
2014,Bhandara,Rural,Upper Primary School (I-VIII),0.0,26.0,252.0,1.0,22.0
2014,Bhandara,Rural,Secondary School (VI-X),0.0,35.0,1.0,0.0,13.0
2014,Bhandara,Rural,Secondary School (I-X),1.0,86.0,10.0,1.0,12.0
2014,Bhandara,Rural,Higher Secondary School (I-XII),1.0,56.0,18.0,0.0,4.0
2014,Bhandara,Urban,Primary School (I-V),,21.0,21.0,6.0,11.0
2014,Bhandara,Urban,Upper Primary School (I-VIII),,16.0,5.0,1.0,8.0
2014,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2014,Bhandara,Urban,Secondary School (I-X),,10.0,1.0,1.0,6.0
2014,Bhandara,Urban,Higher Secondary School (I-XII),,8.0,7.0,0.0,4.0
2015,Bhandara,Rural,Primary School (I-V),2.0,51.0,512.0,4.0,39.0
2015,Bhandara,Rural,Upper Primary School (I-VIII),1.0,26.0,252.0,2.0,26.0
2015,Bhandara,Rural,Secondary School (VI-X),0.0,37.0,1.0,0.0,10.0
2015,Bhandara,Rural,Secondary School (I-X),1.0,86.0,10.0,1.0,12.0
2015,Bhandara,Rural,Higher Secondary School (I-XII),1.0,56.0,18.0,0.0,4.0
2015,Bhandara,Urban,Primary School (I-V),1.0,20.0,17.0,4.0,11.0
2015,Bhandara,Urban,Upper Primary School (I-VIII),0.0,16.0,5.0,0.0,9.0
2015,Bhandara,Urban,Secondary School (VI-X),0.0,3.0,0.0,0.0,1.0
2015,Bhandara,Urban,Secondary School (I-X),0.0,10.0,1.0,1.0,6.0
2015,Bhandara,Urban,Higher Secondary School (I-XII),0.0,8.0,7.0,0.0,4.0
2016,Bhandara,Rural,Primary School (I-V),0.0,50.0,513.0,5.0,38.0
2016,Bhandara,Rural,Upper Primary School (I-VIII),0.0,26.0,252.0,3.0,23.0
2016,Bhandara,Rural,Secondary School (VI-X),0.0,37.0,1.0,0.0,10.0
2016,Bhandara,Rural,Secondary School (I-X),1.0,87.0,9.0,1.0,12.0
2016,Bhandara,Rural,Higher Secondary School (I-XII),1.0,56.0,18.0,0.0,4.0
2016,Bhandara,Urban,Primary School (I-V),,20.0,15.0,2.0,13.0
2016,Bhandara,Urban,Upper Primary School (I-VIII),,17.0,5.0,0.0,9.0
2016,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2016,Bhandara,Urban,Secondary School (I-X),,10.0,2.0,0.0,7.0
2016,Bhandara,Urban,Higher Secondary School (I-XII),,8.0,7.0,0.0,4.0
2017,Bhandara,Rural,Primary School (I-V),,45.0,512.0,1.0,30.0
2017,Bhandara,Rural,Upper Primary School (I-VIII),,22.0,245.0,1.0,24.0
2017,Bhandara,Rural,Secondary School (VI-X),,35.0,1.0,1.0,9.0
2017,Bhandara,Rural,Secondary School (I-X),,80.0,8.0,2.0,15.0
2017,Bhandara,Rural,Higher Secondary School (I-XII),,56.0,17.0,1.0,5.0
2017,Bhandara,Urban,Primary School (I-V),,24.0,16.0,5.0,8.0
2017,Bhandara,Urban,Upper Primary School (I-VIII),,19.0,8.0,2.0,16.0
2017,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2017,Bhandara,Urban,Secondary School (I-X),,12.0,2.0,1.0,8.0
2017,Bhandara,Urban,Higher Secondary School (I-XII),,11.0,8.0,0.0,7.0
2018,Bhandara,Rural,Primary School (I-V),,44.0,512.0,0.0,29.0
2018,Bhandara,Rural,Upper Primary School (I-VIII),,23.0,244.0,2.0,27.0
2018,Bhandara,Rural,Secondary School (VI-X),,34.0,1.0,1.0,8.0
2018,Bhandara,Rural,Secondary School (I-X),,82.0,8.0,2.0,18.0
2018,Bhandara,Rural,Higher Secondary School (I-XII),,57.0,17.0,1.0,9.0
2018,Bhandara,Urban,Primary School (I-V),,24.0,16.0,4.0,7.0
2018,Bhandara,Urban,Upper Primary School (I-VIII),,19.0,8.0,1.0,17.0
2018,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2018,Bhandara,Urban,Secondary School (I-X),,11.0,2.0,0.0,8.0
2018,Bhandara,Urban,Higher Secondary School (I-XII),,10.0,8.0,0.0,8.0
2019,Bhandara,Rural,Primary School (I-V),,44.0,511.0,0.0,22.0
2019,Bhandara,Rural,Upper Primary School (I-VIII),,27.0,244.0,1.0,30.0
2019,Bhandara,Rural,Secondary School (VI-X),,34.0,1.0,1.0,8.0
2019,Bhandara,Rural,Secondary School (I-X),,82.0,8.0,2.0,19.0
2019,Bhandara,Rural,Higher Secondary School (I-XII),,55.0,17.0,1.0,10.0
2019,Bhandara,Urban,Primary School (I-V),,24.0,16.0,2.0,6.0
2019,Bhandara,Urban,Upper Primary School (I-VIII),,19.0,8.0,1.0,19.0
2019,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2019,Bhandara,Urban,Secondary School (I-X),,12.0,2.0,0.0,9.0
2019,Bhandara,Urban,Higher Secondary School (I-XII),,12.0,8.0,0.0,9.0
2020,Bhandara,Rural,Primary School (I-V),,44.0,509.0,1.0,20.0
2020,Bhandara,Rural,Upper Primary School (I-VIII),,27.0,245.0,1.0,27.0
2020,Bhandara,Rural,Secondary School (VI-X),,34.0,1.0,1.0,8.0
2020,Bhandara,Rural,Secondary School (I-X),,82.0,8.0,2.0,20.0
2020,Bhandara,Rural,Higher Secondary School (I-XII),,55.0,17.0,1.0,16.0
2020,Bhandara,Urban,Primary School (I-V),,24.0,16.0,2.0,6.0
2020,Bhandara,Urban,Upper Primary School (I-VIII),,19.0,8.0,0.0,16.0
2020,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2020,Bhandara,Urban,Secondary School (I-X),,12.0,2.0,0.0,11.0
2020,Bhandara,Urban,Higher Secondary School (I-XII),,12.0,8.0,0.0,9.0
2021,Bhandara,Rural,Primary School (I-V),,41.0,506.0,0.0,15.0
2021,Bhandara,Rural,Upper Primary School (I-VIII),,27.0,245.0,1.0,26.0
2021,Bhandara,Rural,Secondary School (VI-X),,34.0,1.0,1.0,8.0
2021,Bhandara,Rural,Secondary School (I-X),,82.0,8.0,2.0,22.0
2021,Bhandara,Rural,Higher Secondary School (I-XII),,53.0,16.0,1.0,16.0
2021,Bhandara,Urban,Primary School (I-V),,26.0,20.0,1.0,7.0
2021,Bhandara,Urban,Upper Primary School (I-VIII),,18.0,7.0,0.0,19.0
2021,Bhandara,Urban,Secondary School (VI-X),,3.0,0.0,0.0,1.0
2021,Bhandara,Urban,Secondary School (I-X),,12.0,2.0,0.0,7.0
2021,Bhandara,Urban,Higher Secondary School (I-XII),,14.0,9.0,0.0,9.0
2012,Buldhana,Rural,Primary School (I-V),,6.0,836.0,27.0,45.0
2012,Buldhana,Rural,Upper Primary School (I-VIII),,8.0,571.0,26.0,21.0
2012,Buldhana,Rural,Secondary School (VI-X),,35.0,5.0,8.0,37.0
2012,Buldhana,Rural,Secondary School (I-X),,115.0,16.0,8.0,30.0
2012,Buldhana,Rural,Higher Secondary School (I-XII),,95.0,6.0,2.0,9.0
2012,Buldhana,Urban,Primary School (I-V),,22.0,87.0,20.0,25.0
2012,Buldhana,Urban,Upper Primary School (I-VIII),,24.0,20.0,8.0,26.0
2012,Buldhana,Urban,Secondary School (VI-X),,1.0,1.0,1.0,10.0
2012,Buldhana,Urban,Secondary School (I-X),,19.0,9.0,1.0,8.0
2012,Buldhana,Urban,Higher Secondary School (I-XII),,39.0,7.0,0.0,4.0
2013,Buldhana,Rural,Primary School (I-V),0.0,13.0,840.0,7.0,87.0
2013,Buldhana,Rural,Upper Primary School (I-VIII),0.0,29.0,571.0,6.0,21.0
2013,Buldhana,Rural,Secondary School (VI-X),0.0,1.0,0.0,81.0,3.0
2013,Buldhana,Rural,Secondary School (I-X),0.0,113.0,16.0,4.0,34.0
2013,Buldhana,Rural,Higher Secondary School (I-XII),0.0,94.0,6.0,1.0,12.0
2013,Buldhana,Urban,Primary School (I-V),,28.0,87.0,6.0,42.0
2013,Buldhana,Urban,Upper Primary School (I-VIII),,28.0,19.0,3.0,25.0
2013,Buldhana,Urban,Secondary School (VI-X),,0.0,0.0,13.0,0.0
2013,Buldhana,Urban,Secondary School (I-X),,20.0,9.0,0.0,7.0
2013,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,7.0,0.0,4.0
2014,Buldhana,Rural,Primary School (I-V),0.0,15.0,841.0,3.0,98.0
2014,Buldhana,Rural,Upper Primary School (I-VIII),0.0,31.0,571.0,4.0,21.0
2014,Buldhana,Rural,Secondary School (VI-X),0.0,45.0,5.0,0.0,33.0
2014,Buldhana,Rural,Secondary School (I-X),0.0,120.0,16.0,3.0,26.0
2014,Buldhana,Rural,Higher Secondary School (I-XII),0.0,100.0,6.0,0.0,6.0
2014,Buldhana,Urban,Primary School (I-V),,31.0,88.0,3.0,46.0
2014,Buldhana,Urban,Upper Primary School (I-VIII),,33.0,19.0,2.0,22.0
2014,Buldhana,Urban,Secondary School (VI-X),,2.0,1.0,0.0,10.0
2014,Buldhana,Urban,Secondary School (I-X),,20.0,9.0,0.0,8.0
2014,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,7.0,0.0,4.0
2015,Buldhana,Rural,Primary School (I-V),0.0,16.0,840.0,1.0,103.0
2015,Buldhana,Rural,Upper Primary School (I-VIII),0.0,31.0,571.0,5.0,28.0
2015,Buldhana,Rural,Secondary School (VI-X),0.0,45.0,5.0,0.0,34.0
2015,Buldhana,Rural,Secondary School (I-X),0.0,126.0,16.0,3.0,20.0
2015,Buldhana,Rural,Higher Secondary School (I-XII),0.0,100.0,6.0,0.0,6.0
2015,Buldhana,Urban,Primary School (I-V),,31.0,84.0,1.0,48.0
2015,Buldhana,Urban,Upper Primary School (I-VIII),,33.0,19.0,2.0,22.0
2015,Buldhana,Urban,Secondary School (VI-X),,3.0,1.0,0.0,9.0
2015,Buldhana,Urban,Secondary School (I-X),,20.0,9.0,0.0,8.0
2015,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,7.0,0.0,4.0
2016,Buldhana,Rural,Primary School (I-V),0.0,15.0,837.0,1.0,117.0
2016,Buldhana,Rural,Upper Primary School (I-VIII),0.0,32.0,571.0,4.0,28.0
2016,Buldhana,Rural,Secondary School (VI-X),0.0,46.0,5.0,0.0,29.0
2016,Buldhana,Rural,Secondary School (I-X),0.0,128.0,16.0,3.0,19.0
2016,Buldhana,Rural,Higher Secondary School (I-XII),0.0,100.0,6.0,0.0,9.0
2016,Buldhana,Urban,Primary School (I-V),,31.0,85.0,2.0,52.0
2016,Buldhana,Urban,Upper Primary School (I-VIII),,34.0,19.0,2.0,22.0
2016,Buldhana,Urban,Secondary School (VI-X),,3.0,1.0,0.0,10.0
2016,Buldhana,Urban,Secondary School (I-X),,20.0,9.0,0.0,8.0
2016,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,7.0,0.0,5.0
2017,Buldhana,Rural,Primary School (I-V),,16.0,838.0,1.0,111.0
2017,Buldhana,Rural,Upper Primary School (I-VIII),,33.0,567.0,0.0,30.0
2017,Buldhana,Rural,Secondary School (VI-X),,65.0,9.0,3.0,14.0
2017,Buldhana,Rural,Secondary School (I-X),,119.0,13.0,3.0,28.0
2017,Buldhana,Rural,Higher Secondary School (I-XII),,102.0,6.0,0.0,18.0
2017,Buldhana,Urban,Primary School (I-V),,27.0,79.0,1.0,40.0
2017,Buldhana,Urban,Upper Primary School (I-VIII),,37.0,21.0,0.0,29.0
2017,Buldhana,Urban,Secondary School (VI-X),,3.0,3.0,2.0,6.0
2017,Buldhana,Urban,Secondary School (I-X),,22.0,7.0,0.0,13.0
2017,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,6.0,0.0,8.0
2018,Buldhana,Rural,Primary School (I-V),,19.0,834.0,0.0,105.0
2018,Buldhana,Rural,Upper Primary School (I-VIII),,38.0,567.0,0.0,25.0
2018,Buldhana,Rural,Secondary School (VI-X),,69.0,9.0,3.0,12.0
2018,Buldhana,Rural,Secondary School (I-X),,119.0,13.0,3.0,34.0
2018,Buldhana,Rural,Higher Secondary School (I-XII),,104.0,6.0,0.0,23.0
2018,Buldhana,Urban,Primary School (I-V),,25.0,77.0,1.0,43.0
2018,Buldhana,Urban,Upper Primary School (I-VIII),,38.0,21.0,0.0,25.0
2018,Buldhana,Urban,Secondary School (VI-X),,3.0,3.0,2.0,5.0
2018,Buldhana,Urban,Secondary School (I-X),,22.0,7.0,0.0,18.0
2018,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,5.0,0.0,9.0
2019,Buldhana,Rural,Primary School (I-V),,21.0,834.0,0.0,98.0
2019,Buldhana,Rural,Upper Primary School (I-VIII),,36.0,567.0,0.0,27.0
2019,Buldhana,Rural,Secondary School (VI-X),,67.0,9.0,3.0,12.0
2019,Buldhana,Rural,Secondary School (I-X),,116.0,13.0,3.0,35.0
2019,Buldhana,Rural,Higher Secondary School (I-XII),,107.0,6.0,0.0,32.0
2019,Buldhana,Urban,Primary School (I-V),,23.0,77.0,1.0,45.0
2019,Buldhana,Urban,Upper Primary School (I-VIII),,38.0,21.0,0.0,23.0
2019,Buldhana,Urban,Secondary School (VI-X),,3.0,3.0,2.0,5.0
2019,Buldhana,Urban,Secondary School (I-X),,21.0,6.0,0.0,19.0
2019,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,5.0,0.0,11.0
2020,Buldhana,Rural,Primary School (I-V),,21.0,834.0,0.0,96.0
2020,Buldhana,Rural,Upper Primary School (I-VIII),,36.0,567.0,0.0,25.0
2020,Buldhana,Rural,Secondary School (VI-X),,67.0,9.0,3.0,10.0
2020,Buldhana,Rural,Secondary School (I-X),,114.0,13.0,3.0,39.0
2020,Buldhana,Rural,Higher Secondary School (I-XII),,109.0,6.0,1.0,35.0
2020,Buldhana,Urban,Primary School (I-V),,23.0,76.0,1.0,43.0
2020,Buldhana,Urban,Upper Primary School (I-VIII),,37.0,21.0,0.0,23.0
2020,Buldhana,Urban,Secondary School (VI-X),,3.0,3.0,2.0,6.0
2020,Buldhana,Urban,Secondary School (I-X),,22.0,6.0,0.0,20.0
2020,Buldhana,Urban,Higher Secondary School (I-XII),,38.0,5.0,0.0,15.0
2021,Buldhana,Rural,Primary School (I-V),,28.0,830.0,0.0,85.0
2021,Buldhana,Rural,Upper Primary School (I-VIII),,35.0,565.0,0.0,24.0
2021,Buldhana,Rural,Secondary School (VI-X),,68.0,9.0,3.0,9.0
2021,Buldhana,Rural,Secondary School (I-X),,115.0,12.0,3.0,38.0
2021,Buldhana,Rural,Higher Secondary School (I-XII),,106.0,6.0,0.0,36.0
2021,Buldhana,Urban,Primary School (I-V),,27.0,79.0,0.0,39.0
2021,Buldhana,Urban,Upper Primary School (I-VIII),,38.0,23.0,0.0,22.0
2021,Buldhana,Urban,Secondary School (VI-X),,3.0,3.0,2.0,6.0
2021,Buldhana,Urban,Secondary School (I-X),,23.0,7.0,0.0,20.0
2021,Buldhana,Urban,Higher Secondary School (I-XII),,41.0,5.0,0.0,18.0
2012,Chandrapur,Rural,Primary School (I-V),,13.0,971.0,31.0,39.0
2012,Chandrapur,Rural,Upper Primary School (I-VIII),,10.0,566.0,55.0,22.0
2012,Chandrapur,Rural,Secondary School (VI-X),,71.0,6.0,13.0,35.0
2012,Chandrapur,Rural,Secondary School (I-X),,68.0,9.0,27.0,18.0
2012,Chandrapur,Rural,Higher Secondary School (I-XII),,81.0,0.0,9.0,10.0
2012,Chandrapur,Urban,Primary School (I-V),,27.0,58.0,53.0,43.0
2012,Chandrapur,Urban,Upper Primary School (I-VIII),,21.0,9.0,11.0,38.0
2012,Chandrapur,Urban,Secondary School (VI-X),,3.0,2.0,1.0,9.0
2012,Chandrapur,Urban,Secondary School (I-X),,25.0,4.0,1.0,21.0
2012,Chandrapur,Urban,Higher Secondary School (I-XII),,21.0,3.0,2.0,5.0
2013,Chandrapur,Rural,Primary School (I-V),0.0,22.0,971.0,24.0,45.0
2013,Chandrapur,Rural,Upper Primary School (I-VIII),0.0,49.0,567.0,9.0,23.0
2013,Chandrapur,Rural,Secondary School (VI-X),0.0,3.0,0.0,116.0,0.0
2013,Chandrapur,Rural,Secondary School (I-X),0.0,78.0,9.0,10.0,24.0
2013,Chandrapur,Rural,Higher Secondary School (I-XII),2.0,85.0,0.0,3.0,10.0
2013,Chandrapur,Urban,Primary School (I-V),0.0,27.0,90.0,14.0,50.0
2013,Chandrapur,Urban,Upper Primary School (I-VIII),0.0,25.0,14.0,0.0,38.0
2013,Chandrapur,Urban,Secondary School (VI-X),0.0,0.0,0.0,16.0,0.0
2013,Chandrapur,Urban,Secondary School (I-X),0.0,25.0,4.0,1.0,24.0
2013,Chandrapur,Urban,Higher Secondary School (I-XII),1.0,22.0,3.0,1.0,4.0
2014,Chandrapur,Rural,Primary School (I-V),0.0,21.0,971.0,19.0,53.0
2014,Chandrapur,Rural,Upper Primary School (I-VIII),0.0,45.0,566.0,1.0,21.0
2014,Chandrapur,Rural,Secondary School (VI-X),0.0,83.0,6.0,1.0,28.0
2014,Chandrapur,Rural,Secondary School (I-X),0.0,80.0,9.0,11.0,22.0
2014,Chandrapur,Rural,Higher Secondary School (I-XII),2.0,83.0,0.0,3.0,10.0
2014,Chandrapur,Urban,Primary School (I-V),0.0,28.0,90.0,14.0,52.0
2014,Chandrapur,Urban,Upper Primary School (I-VIII),0.0,29.0,14.0,0.0,43.0
2014,Chandrapur,Urban,Secondary School (VI-X),0.0,3.0,2.0,0.0,12.0
2014,Chandrapur,Urban,Secondary School (I-X),0.0,25.0,5.0,0.0,25.0
2014,Chandrapur,Urban,Higher Secondary School (I-XII),1.0,24.0,3.0,0.0,6.0
2015,Chandrapur,Rural,Primary School (I-V),6.0,21.0,967.0,11.0,58.0
2015,Chandrapur,Rural,Upper Primary School (I-VIII),0.0,43.0,566.0,1.0,23.0
2015,Chandrapur,Rural,Secondary School (VI-X),0.0,86.0,6.0,0.0,26.0
2015,Chandrapur,Rural,Secondary School (I-X),0.0,80.0,9.0,11.0,21.0
2015,Chandrapur,Rural,Higher Secondary School (I-XII),2.0,83.0,0.0,3.0,10.0
2015,Chandrapur,Urban,Primary School (I-V),7.0,29.0,87.0,6.0,50.0
2015,Chandrapur,Urban,Upper Primary School (I-VIII),0.0,29.0,14.0,0.0,44.0
2015,Chandrapur,Urban,Secondary School (VI-X),0.0,3.0,2.0,0.0,13.0
2015,Chandrapur,Urban,Secondary School (I-X),0.0,25.0,5.0,0.0,26.0
2015,Chandrapur,Urban,Higher Secondary School (I-XII),1.0,24.0,3.0,0.0,6.0
2016,Chandrapur,Rural,Primary School (I-V),0.0,21.0,963.0,13.0,62.0
2016,Chandrapur,Rural,Upper Primary School (I-VIII),0.0,41.0,566.0,2.0,29.0
2016,Chandrapur,Rural,Secondary School (VI-X),0.0,86.0,6.0,0.0,27.0
2016,Chandrapur,Rural,Secondary School (I-X),0.0,78.0,9.0,11.0,20.0
2016,Chandrapur,Rural,Higher Secondary School (I-XII),2.0,83.0,0.0,3.0,10.0
2016,Chandrapur,Urban,Primary School (I-V),0.0,29.0,87.0,12.0,53.0
2016,Chandrapur,Urban,Upper Primary School (I-VIII),0.0,29.0,14.0,0.0,44.0
2016,Chandrapur,Urban,Secondary School (VI-X),0.0,4.0,2.0,0.0,12.0
2016,Chandrapur,Urban,Secondary School (I-X),0.0,25.0,5.0,0.0,26.0
2016,Chandrapur,Urban,Higher Secondary School (I-XII),1.0,24.0,3.0,0.0,6.0
2017,Chandrapur,Rural,Primary School (I-V),,17.0,955.0,5.0,58.0
