Year,District,Social Category,Primary School (I-V),Upper Primary School (VI-VIII),Secondary School (IX-X),Higher Secondary School (XI-XII)
2018,Kolhapur,ST,2246,1008,588,716
2018,Latur,Overall,238167,148971,95837,75175
2018,Latur,General,109466,67100,43108,35862
2018,Latur,OBC,73206,46985,30255,22966
2018,Latur,SC,46898,29833,19638,14316
2018,Latur,ST,8597,5053,2836,2031
2018,Mumbai,Overall,233654,423233,305121,301386
2018,Mumbai,General,209556,360954,249747,241021
2018,Mumbai,OBC,11931,31310,27650,33866
2018,Mumbai,SC,10950,28224,25412,23716
2018,Mumbai,ST,1217,2745,2312,2783
2018,Mumbai Suburban,Overall,609978,101327,32438,0
2018,Mumbai Suburban,General,522594,81392,26511,0
2018,Mumbai Suburban,OBC,39907,7992,2299,0
2018,Mumbai Suburban,SC,43426,10785,3315,0
2018,Mumbai Suburban,ST,4051,1158,313,0
2018,Nagpur,Overall,379303,229956,150831,127421
2018,Nagpur,General,78659,47347,28783,25903
2018,Nagpur,OBC,193881,118140,79599,67793
2018,Nagpur,SC,69742,42851,28616,24642
2018,Nagpur,ST,37021,21618,13833,9083
2018,Nanded,Overall,325910,180705,112326,79667
2018,Nanded,General,120089,64643,38780,30692
2018,Nanded,OBC,113224,63848,39869,25783
2018,Nanded,SC,63131,36131,23900,16637
2018,Nanded,ST,29466,16083,9777,6555
2018,Nandurbar,Overall,165440,92464,54106,33374
2018,Nandurbar,General,11633,7499,5035,3736
2018,Nandurbar,OBC,22437,13705,9462,7972
2018,Nandurbar,SC,4794,2868,1963,1513
2018,Nandurbar,ST,126576,68392,37646,20153
2018,Nashik,Overall,605767,350384,207806,139668
2018,Nashik,General,170691,102342,64855,45888
2018,Nashik,OBC,184364,103620,63064,48376
2018,Nashik,SC,56426,33765,21948,14594
2018,Nashik,ST,194286,110657,57939,30810
2018,Palghar,Overall,381369,212841,119075,82944
2018,Palghar,General,188648,98006,54674,42333
2018,Palghar,OBC,46723,28124,18474,13612
2018,Palghar,SC,10647,6374,4348,3046
2018,Palghar,ST,135351,80337,41579,23953
2018,Parbhani,Overall,188524,108410,69982,51397
2018,Parbhani,General,87463,48736,30391,22414
2018,Parbhani,OBC,67278,39325,25657,18826
2018,Parbhani,SC,27619,16813,11660,8542
2018,Parbhani,ST,6164,3536,2274,1615
2018,Pune,Overall,932299,514742,309734,244548
2018,Pune,General,500149,276231,168209,142501
2018,Pune,OBC,237273,129442,77005,58371
2018,Pune,SC,152186,86198,51625,34432
2018,Pune,ST,42691,22871,12895,9244
2018,Raigad,Overall,240262,135604,85716,60806
2018,Raigad,General,100994,54550,33500,24793
2018,Raigad,OBC,85612,50783,35397,27637
2018,Raigad,SC,17835,10294,6634,4904
2018,Raigad,ST,35821,19977,10185,3472
2018,Ratnagiri,Overall,99402,66064,48156,40503
2018,Ratnagiri,General,30855,20131,14238,12195
2018,Ratnagiri,OBC,58706,39661,29452,24689
2018,Ratnagiri,SC,7560,5225,3949,3404
2018,Ratnagiri,ST,2281,1047,517,215
2018,Sangli,Overall,217062,132319,88236,71869
2018,Sangli,General,102958,64094,43343,37597
2018,Sangli,OBC,81748,48680,31752,24086
2018,Sangli,SC,30789,18819,12762,9831
2018,Sangli,ST,1567,726,379,355
2018,Satara,Overall,210639,129196,89975,76868
2018,Satara,General,109253,68515,48923,43319
2018,Satara,OBC,70323,41701,28382,23560
2018,Satara,SC,26735,16254,11432,9447
2018,Satara,ST,4328,2726,1238,542
2018,Sindhudurg,Overall,45133,30674,23262,21853
2018,Sindhudurg,General,23890,16803,12674,11951
2018,Sindhudurg,OBC,17225,11303,8666,8137
2018,Sindhudurg,SC,3287,2148,1679,1560
2018,Sindhudurg,ST,731,420,243,205
2018,Solapur,Overall,384196,227693,145978,107431
2018,Solapur,General,163313,95910,62997,48810
2018,Solapur,OBC,151438,90603,57064,41910
2018,Solapur,SC,60763,36640,23575,15834
2018,Solapur,ST,8682,4540,2342,877
2018,Thane,Overall,775176,440772,261257,181404
2018,Thane,General,488066,274409,160775,114185
2018,Thane,OBC,166965,95233,59078,41153
2018,Thane,SC,72169,43219,26525,18207
2018,Thane,ST,47976,27911,14879,7859
2018,Wardha,Overall,91916,55729,39389,33235
2018,Wardha,General,9473,5678,3764,3339
2018,Wardha,OBC,56285,34114,24272,20626
2018,Wardha,SC,13723,8497,6324,5655
2018,Wardha,ST,12435,7440,5029,3615
2018,Washim,Overall,105000,64574,46214,37150
2018,Washim,General,16745,9948,6922,5318
2018,Washim,OBC,59919,37001,26134,21696
2018,Washim,SC,19665,12637,9905,8212
2018,Washim,ST,8671,4988,3253,1924
2018,Yavatmal,Overall,234125,135239,90850,63794
2018,Yavatmal,General,34927,19643,12554,8489
2018,Yavatmal,OBC,127145,74032,49538,35782
2018,Yavatmal,SC,26554,16202,11326,8278
2018,Yavatmal,ST,45499,25362,17432,11245
2019,Ahilyanagar,Overall,382117,239562,156412,127942
2019,Ahilyanagar,General,169383,109532,71503,59341
2019,Ahilyanagar,OBC,111307,71190,46729,44344
2019,Ahilyanagar,SC,51407,32346,21572,15935
2019,Ahilyanagar,ST,50020,26494,16608,8322
2019,Akola,Overall,148280,86933,60786,47866
2019,Akola,General,42475,23960,16038,11898
2019,Akola,OBC,64090,38872,27358,23138
2019,Akola,SC,32296,19279,14323,11139
2019,Akola,ST,9419,4822,3067,1691
2019,Amravati,Overall,212022,133788,90250,65268
2019,Amravati,General,45339,27339,17298,11784
2019,Amravati,OBC,92283,59469,41104,32124
2019,Amravati,SC,33582,22194,15887,12569
2019,Amravati,ST,40818,24786,15961,8791
2019,Beed,Overall,261942,152511,99127,78028
2019,Beed,General,120382,68441,43455,35349
2019,Beed,OBC,97773,57912,38224,29889
2019,Beed,SC,37542,22278,15132,11558
2019,Beed,ST,6245,3880,2316,1232
2019,Bhandara,Overall,82206,54200,37618,33278
2019,Bhandara,General,2877,1947,1356,1266
2019,Bhandara,OBC,60315,39311,27081,24069
2019,Bhandara,SC,11549,8177,5937,5575
2019,Bhandara,ST,7465,4765,3244,2368
2019,Buldhana,Overall,227680,138307,90226,62640
2019,Buldhana,General,42313,25562,17170,11541
2019,Buldhana,OBC,127395,77881,50763,35955
2019,Buldhana,SC,43390,26729,18137,12970
2019,Buldhana,ST,14582,8135,4156,2174
2019,Chandrapur,Overall,158887,99138,68522,53766
2019,Chandrapur,General,14240,8592,6240,4908
2019,Chandrapur,OBC,87959,54838,37534,30137
2019,Chandrapur,SC,24838,15899,11434,9441
2019,Chandrapur,ST,31850,19809,13314,9280
2019,Chh. Sambhaji Nagar,Overall,441800,250884,149333,118386
2019,Chh. Sambhaji Nagar,General,236191,131456,75978,58498
2019,Chh. Sambhaji Nagar,OBC,113441,66244,41835,36545
2019,Chh. Sambhaji Nagar,SC,68010,39890,24403,18498
2019,Chh. Sambhaji Nagar,ST,24158,13294,7117,4845
2019,Dharashiv,Overall,130433,76902,51029,30899
2019,Dharashiv,General,65377,38861,25920,16599
2019,Dharashiv,OBC,40661,23384,14926,8636
2019,Dharashiv,SC,19966,12288,8642,4977
2019,Dharashiv,ST,4429,2369,1541,687
2019,Dhule,Overall,210809,120168,74038,46985
2019,Dhule,General,24125,14943,9426,7445
2019,Dhule,OBC,80068,47909,32707,25620
2019,Dhule,SC,11595,7037,4933,3513
2019,Dhule,ST,95021,50279,26972,10407
2019,Gadchiroli,Overall,82564,49293,33644,24370
2019,Gadchiroli,General,7284,4597,3331,2805
2019,Gadchiroli,OBC,31538,19051,12933,9896
2019,Gadchiroli,SC,8422,5104,3677,3089
2019,Gadchiroli,ST,35320,20541,13703,8580
2019,Gondia,Overall,93353,59691,43294,39365
2019,Gondia,General,6245,4360,3193,2765
2019,Gondia,OBC,57142,36219,26241,24542
2019,Gondia,SC,11508,7784,5653,5187
2019,Gondia,ST,18458,11328,8207,6871
2019,Hingoli,Overall,111365,62291,38959,27044
2019,Hingoli,General,45165,24751,15256,11091
2019,Hingoli,OBC,34853,19723,11793,7978
2019,Hingoli,SC,19819,11985,8310,5614
2019,Hingoli,ST,11528,5832,3600,2361
2019,Jalgaon,Overall,392623,231373,147111,92098
2019,Jalgaon,General,70488,42851,28158,18681
2019,Jalgaon,OBC,190719,113697,75903,53690
2019,Jalgaon,SC,35313,22523,15458,9732
2019,Jalgaon,ST,96103,52302,27592,9995
2019,Jalna,Overall,201055,111591,71999,58522
2019,Jalna,General,95603,50349,31437,26351
2019,Jalna,OBC,69110,40228,26844,21429
2019,Jalna,SC,30301,17728,11731,9296
2019,Jalna,ST,6041,3286,1987,1446
2019,Kolhapur,Overall,286037,174515,119627,104816
2019,Kolhapur,General,175111,108403,74595,68063
2019,Kolhapur,OBC,67722,39921,27199,22721
2019,Kolhapur,SC,40781,24971,17286,13412
2019,Kolhapur,ST,2423,1220,547,620
2019,Latur,Overall,237046,147418,95759,70011
2019,Latur,General,110931,67607,43366,32577
2019,Latur,OBC,71233,45843,29771,22139
2019,Latur,SC,46208,29097,19508,13507
2019,Latur,ST,8674,4871,3114,1788
2019,Mumbai,Overall,232366,422005,299988,287373
2019,Mumbai,General,207874,364233,249968,233274
2019,Mumbai,OBC,11017,27442,23788,30597
2019,Mumbai,SC,11987,27660,24072,21271
2019,Mumbai,ST,1488,2670,2160,2231
2019,Mumbai Suburban,Overall,590988,102554,33783,0
2019,Mumbai Suburban,General,511262,83525,27947,0
2019,Mumbai Suburban,OBC,35529,7379,2117,0
2019,Mumbai Suburban,SC,40596,10706,3406,0
2019,Mumbai Suburban,ST,3601,944,313,0
2019,Nagpur,Overall,369305,230824,150128,122461
2019,Nagpur,General,80412,50694,31206,28074
2019,Nagpur,OBC,184577,114904,75505,61502
2019,Nagpur,SC,66989,42552,28394,23310
2019,Nagpur,ST,37327,22674,15023,9575
2019,Nanded,Overall,326113,179476,113027,76505
2019,Nanded,General,119861,63479,38423,29274
2019,Nanded,OBC,114387,64776,41126,25491
2019,Nanded,SC,62414,35064,23556,15789
2019,Nanded,ST,29451,16157,9922,5951
2019,Nandurbar,Overall,165859,92540,55002,32247
2019,Nandurbar,General,11818,7766,5104,4072
2019,Nandurbar,OBC,23021,13666,9497,7664
2019,Nandurbar,SC,4903,2821,1887,1413
2019,Nandurbar,ST,126117,68287,38514,19098
2019,Nashik,Overall,605687,354887,210370,136078
2019,Nashik,General,173155,105091,64528,45733
2019,Nashik,OBC,182045,102970,64512,47310
2019,Nashik,SC,56340,34729,21872,13892
2019,Nashik,ST,194147,112097,59458,29143
2019,Palghar,Overall,383740,217324,121011,80883
2019,Palghar,General,192928,104244,57851,43540
2019,Palghar,OBC,44374,28038,18259,12815
2019,Palghar,SC,10799,6357,3840,3194
2019,Palghar,ST,135639,78685,41061,21334
2019,Parbhani,Overall,186121,107475,69385,47416
2019,Parbhani,General,88116,49297,30666,21098
2019,Parbhani,OBC,64446,38215,25213,17278
2019,Parbhani,SC,26878,16320,11251,7528
2019,Parbhani,ST,6681,3643,2255,1512
2019,Pune,Overall,950361,531909,312246,241291
2019,Pune,General,511765,286593,169834,141873
2019,Pune,OBC,239700,133058,76748,57680
2019,Pune,SC,154424,88865,52542,33188
2019,Pune,ST,44472,23393,13122,8550
2019,Raigad,Overall,238711,138222,84620,59945
2019,Raigad,General,97931,54450,32488,24117
2019,Raigad,OBC,87164,52992,35220,27881
2019,Raigad,SC,18740,10446,6392,4575
2019,Raigad,ST,34876,20334,10520,3372
2019,Ratnagiri,Overall,95923,63242,45907,37229
2019,Ratnagiri,General,29723,19588,13590,11616
2019,Ratnagiri,OBC,56428,37669,27990,22303
2019,Ratnagiri,SC,7529,4925,3777,3065
2019,Ratnagiri,ST,2243,1060,550,245
2019,Sangli,Overall,213909,131233,87448,67973
2019,Sangli,General,104017,65004,43670,36788
2019,Sangli,OBC,77573,46966,30499,21977
2019,Sangli,SC,30334,18457,12796,8892
2019,Sangli,ST,1985,806,483,316
2019,Satara,Overall,206333,127084,87766,73406
2019,Satara,General,105073,66352,46619,41693
2019,Satara,OBC,70816,42003,28621,22538
2019,Satara,SC,26314,15786,11195,8705
2019,Satara,ST,4130,2943,1331,470
2019,Sindhudurg,Overall,43209,29499,22106,20318
2019,Sindhudurg,General,23015,16410,12374,11242
2019,Sindhudurg,OBC,16294,10671,7975,7458
2019,Sindhudurg,SC,3092,2011,1529,1444
2019,Sindhudurg,ST,808,407,228,174
2019,Solapur,Overall,377379,227330,147626,104816
2019,Solapur,General,160093,96067,62388,47346
2019,Solapur,OBC,149203,90440,58696,41194
2019,Solapur,SC,59409,36076,24003,15327
2019,Solapur,ST,8674,4747,2539,949
2019,Thane,Overall,778115,449719,262746,179761
2019,Thane,General,490057,279322,161913,115476
2019,Thane,OBC,166704,98093,58965,40331
2019,Thane,SC,72612,43971,26917,16928
2019,Thane,ST,48742,28333,14951,7026
2019,Wardha,Overall,88840,55516,38610,30658
2019,Wardha,General,9631,6021,4050,3064
2019,Wardha,OBC,52513,33180,23341,18890
2019,Wardha,SC,13155,8302,6023,5231
2019,Wardha,ST,13541,8013,5196,3473
2019,Washim,Overall,102715,64166,45515,36636
2019,Washim,General,16762,9799,6602,5807
2019,Washim,OBC,58138,37037,26219,21330
2019,Washim,SC,19136,12251,9551,7657
2019,Washim,ST,8679,5079,3143,1842
2019,Yavatmal,Overall,229615,134464,89988,59797
2019,Yavatmal,General,33930,19435,12850,8631
2019,Yavatmal,OBC,122805,73277,48846,33047
2019,Yavatmal,SC,25590,15714,11015,7632
2019,Yavatmal,ST,47290,26038,17277,10487
2020,Ahilyanagar,Overall,368633,237535,157380,127957
2020,Ahilyanagar,General,163364,107558,71860,60013
2020,Ahilyanagar,OBC,108575,70733,46751,43407
2020,Ahilyanagar,SC,50218,32040,21601,15799
2020,Ahilyanagar,ST,46476,27204,17168,8738
2020,Akola,Overall,147862,87373,58928,48722
2020,Akola,General,43495,24445,16611,12702
2020,Akola,OBC,62964,38710,26052,23058
2020,Akola,SC,31816,19173,13245,11130
2020,Akola,ST,9587,5045,3020,1832
2020,Amravati,Overall,206702,131425,87828,66635
2020,Amravati,General,44300,27219,17382,12559
2020,Amravati,OBC,89810,58211,39280,32050
2020,Amravati,SC,33008,21734,15346,12647
2020,Amravati,ST,39584,24261,15820,9379
2020,Beed,Overall,255396,155761,97955,75514
2020,Beed,General,118280,69700,42883,34088
2020,Beed,OBC,95172,59345,37830,29672
2020,Beed,SC,36082,22617,14808,10601
2020,Beed,ST,5862,4099,2434,1153
2020,Bhandara,Overall,81966,52622,37204,33720
2020,Bhandara,General,3049,2260,1609,1431
2020,Bhandara,OBC,60893,38223,26624,24216
2020,Bhandara,SC,11384,7757,5846,5603
2020,Bhandara,ST,6640,4382,3125,2470
2020,Buldhana,Overall,220724,139361,88781,65476
2020,Buldhana,General,42856,27109,17752,12595
2020,Buldhana,OBC,122027,76988,49209,37638
2020,Buldhana,SC,41853,26879,17534,12943
2020,Buldhana,ST,13988,8385,4286,2300
2020,Chandrapur,Overall,154698,98252,67449,54124
2020,Chandrapur,General,14648,9086,6261,5193
2020,Chandrapur,OBC,85257,53585,36542,30247
2020,Chandrapur,SC,23920,15524,11014,9421
2020,Chandrapur,ST,30873,20057,13632,9263
2020,Chh. Sambhaji Nagar,Overall,432234,254719,150586,113925
2020,Chh. Sambhaji Nagar,General,234900,134799,76645,56826
2020,Chh. Sambhaji Nagar,OBC,108516,66620,41714,34949
2020,Chh. Sambhaji Nagar,SC,65511,40005,24736,17832
2020,Chh. Sambhaji Nagar,ST,23307,13295,7491,4318
2020,Dharashiv,Overall,129206,77189,50767,31639
2020,Dharashiv,General,66041,39702,26308,17789
2020,Dharashiv,OBC,39181,22866,14678,7948
2020,Dharashiv,SC,19830,12233,8338,5093
2020,Dharashiv,ST,4154,2388,1443,809
2020,Dhule,Overall,207282,121038,75206,47789
2020,Dhule,General,24916,14892,9235,7538
2020,Dhule,OBC,76371,47971,31832,25704
2020,Dhule,SC,12085,7212,4884,3770
2020,Dhule,ST,93910,50963,29255,10777
2020,Gadchiroli,Overall,83065,49247,32376,24786
2020,Gadchiroli,General,7480,4606,3265,2739
2020,Gadchiroli,OBC,30802,18953,12350,9924
2020,Gadchiroli,SC,8448,5133,3447,3139
2020,Gadchiroli,ST,36335,20555,13314,8984
2020,Gondia,Overall,92906,58786,41858,39107
2020,Gondia,General,6018,4156,2958,2809
2020,Gondia,OBC,57937,36047,25692,24332
2020,Gondia,SC,11457,7496,5426,5077
2020,Gondia,ST,17494,11087,7782,6889
2020,Hingoli,Overall,109874,61877,37988,27181
2020,Hingoli,General,45100,24803,14932,11158
2020,Hingoli,OBC,33955,19709,11803,8198
2020,Hingoli,SC,19219,11662,7829,5598
2020,Hingoli,ST,11600,5703,3424,2227
2020,Jalgaon,Overall,381334,231031,148323,94090
2020,Jalgaon,General,69621,41663,27584,18588
2020,Jalgaon,OBC,184480,114891,75512,55889
2020,Jalgaon,SC,34149,21882,15357,9699
2020,Jalgaon,ST,93084,52595,29870,9914
2020,Jalna,Overall,200183,112578,70599,61156
2020,Jalna,General,97183,52320,31727,27915
2020,Jalna,OBC,66245,39212,25584,22327
2020,Jalna,SC,30258,17687,11382,9304
2020,Jalna,ST,6497,3359,1906,1610
2020,Kolhapur,Overall,280873,173515,118873,103000
2020,Kolhapur,General,172013,108350,73945,67476
2020,Kolhapur,OBC,66573,39320,27347,21445
2020,Kolhapur,SC,40114,24972,17106,13134
2020,Kolhapur,ST,2173,873,475,945
2020,Latur,Overall,229887,144782,95786,69488
2020,Latur,General,109099,66571,42921,33088
2020,Latur,OBC,68334,44675,30009,21317
2020,Latur,SC,44656,28482,19545,13286
2020,Latur,ST,7798,5054,3311,1797
2020,Mumbai,Overall,227980,412346,301318,287072
2020,Mumbai,General,205173,357123,253530,233699
2020,Mumbai,OBC,10433,26723,23064,29248
2020,Mumbai,SC,10947,25981,22691,21568
2020,Mumbai,ST,1427,2519,2033,2557
2020,Mumbai Suburban,Overall,553867,103215,36662,0
2020,Mumbai Suburban,General,481400,85439,30961,0
2020,Mumbai Suburban,OBC,32447,6821,2112,0
2020,Mumbai Suburban,SC,36652,10030,3258,0
2020,Mumbai Suburban,ST,3368,925,331,0
2020,Nagpur,Overall,358787,228555,149302,124385
2020,Nagpur,General,77358,51503,31813,27997
2020,Nagpur,OBC,181655,113865,74821,63784
2020,Nagpur,SC,63943,41160,27694,23012
2020,Nagpur,ST,35831,22027,14974,9592
2020,Nanded,Overall,316464,179864,114602,76791
2020,Nanded,General,116438,63212,38781,27759
2020,Nanded,OBC,111188,65532,42496,27204
2020,Nanded,SC,61063,35319,23310,15850
2020,Nanded,ST,27775,15801,10015,5978
2020,Nandurbar,Overall,162335,94368,56574,33483
2020,Nandurbar,General,11718,7540,4980,4180
2020,Nandurbar,OBC,21848,13580,9100,7755
2020,Nandurbar,SC,4602,2876,1770,1387
2020,Nandurbar,ST,124167,70372,40724,20161
2020,Nashik,Overall,589307,357066,218180,139627
2020,Nashik,General,173907,106847,66209,46337
2020,Nashik,OBC,171920,103531,65275,48840
2020,Nashik,SC,53576,34032,21889,14468
2020,Nashik,ST,189904,112656,64807,29982
2020,Palghar,Overall,365957,220180,125969,83927
2020,Palghar,General,183578,106301,61845,43826
2020,Palghar,OBC,42124,27720,18366,14201
2020,Palghar,SC,11447,6804,4225,3201
2020,Palghar,ST,128808,79355,41533,22699
2020,Parbhani,Overall,184650,108825,69840,48776
2020,Parbhani,General,89159,50847,31594,21657
2020,Parbhani,OBC,62734,37850,24820,17741
2020,Parbhani,SC,26384,16476,11094,7716
2020,Parbhani,ST,6373,3652,2332,1662
2020,Pune,Overall,908494,534049,321586,241814
2020,Pune,General,496280,287491,174564,138702
2020,Pune,OBC,225285,134571,79378,61100
2020,Pune,SC,144087,88054,54030,33541
2020,Pune,ST,42842,23933,13614,8471
2020,Raigad,Overall,230307,140500,84779,62081
2020,Raigad,General,97263,56383,33307,25875
2020,Raigad,OBC,82084,53484,34274,27920
2020,Raigad,SC,17281,10141,6440,4695
2020,Raigad,ST,33679,20492,10758,3591
2020,Ratnagiri,Overall,93321,61340,44134,37213
2020,Ratnagiri,General,29805,19100,13123,11446
2020,Ratnagiri,OBC,54160,36410,26808,22380
2020,Ratnagiri,SC,7343,4680,3622,3156
2020,Ratnagiri,ST,2013,1150,581,231
2020,Sangli,Overall,208627,131658,88009,67936
2020,Sangli,General,101507,65143,43777,36698
2020,Sangli,OBC,76211,47494,31072,21608
2020,Sangli,SC,29228,18203,12692,9302
2020,Sangli,ST,1681,818,468,328
2020,Satara,Overall,200480,127425,86212,73581
2020,Satara,General,103149,66631,45550,40772
2020,Satara,OBC,68042,41717,27977,23480
2020,Satara,SC,25424,16214,10856,8762
2020,Satara,ST,3865,2863,1829,567
2020,Sindhudurg,Overall,41937,28623,20900,19975
2020,Sindhudurg,General,22362,15784,11722,11011
2020,Sindhudurg,OBC,15752,10488,7376,7346
2020,Sindhudurg,SC,3068,1935,1460,1425
2020,Sindhudurg,ST,755,416,342,193
2020,Solapur,Overall,367387,227949,148712,103842
2020,Solapur,General,157398,97131,62989,46409
2020,Solapur,OBC,144254,89856,59106,41016
2020,Solapur,SC,57581,36188,24050,15273
2020,Solapur,ST,8154,4774,2567,1144
2020,Thane,Overall,742344,449582,272116,181526
2020,Thane,General,472124,282615,169911,118154
2020,Thane,OBC,156641,96690,58636,40037
2020,Thane,SC,67609,42533,27162,16474
2020,Thane,ST,45970,27744,16407,6861
2020,Wardha,Overall,86785,55396,37390,31518
2020,Wardha,General,8856,5752,3869,3053
2020,Wardha,OBC,51921,33238,22427,19415
2020,Wardha,SC,12873,8280,5865,5336
2020,Wardha,ST,13135,8126,5229,3714
2020,Washim,Overall,99643,63263,44449,38802
2020,Washim,General,16707,9804,6931,7103
2020,Washim,OBC,55646,36288,25151,21848
2020,Washim,SC,18775,12268,9033,7908
2020,Washim,ST,8515,4903,3334,1943
2020,Yavatmal,Overall,222913,135291,86593,62039
2020,Yavatmal,General,34099,20109,12737,9825
2020,Yavatmal,OBC,118263,73053,46822,33802
2020,Yavatmal,SC,24862,15680,10561,7698
2020,Yavatmal,ST,45689,26449,16473,10714
2021,Ahilyanagar,Overall,367054,237272,157892,128024
2021,Ahilyanagar,General,163073,106502,72282,59829
2021,Ahilyanagar,OBC,107435,69862,47208,41934
2021,Ahilyanagar,SC,50475,31835,21350,16336
2021,Ahilyanagar,ST,46071,29073,17052,9925
2021,Akola,Overall,148874,87932,58077,49881
2021,Akola,General,45066,25377,16299,13435
2021,Akola,OBC,61458,37459,25399,22863
2021,Akola,SC,32271,19735,13179,11599
2021,Akola,ST,10079,5361,3200,1984
2021,Amravati,Overall,211644,131873,87562,67682
2021,Amravati,General,48070,27875,17471,13329
2021,Amravati,OBC,90086,57025,38884,31408
2021,Amravati,SC,33268,21679,15171,13010
2021,Amravati,ST,40220,25294,16036,9935
2021,Beed,Overall,258173,156343,99174,78167
2021,Beed,General,120720,70720,43710,36724
2021,Beed,OBC,94620,58527,38166,28841
2021,Beed,SC,36827,22979,14857,11343
2021,Beed,ST,6006,4117,2441,1259
2021,Bhandara,Overall,84624,51849,36843,35227
2021,Bhandara,General,3265,2416,1745,1424
2021,Bhandara,OBC,63442,38139,26739,25794
2021,Bhandara,SC,11643,7509,5629,5505
2021,Bhandara,ST,6274,3785,2730,2504
2021,Buldhana,Overall,222933,139749,90060,67916
2021,Buldhana,General,44046,26624,17605,13232
2021,Buldhana,OBC,122916,77326,50378,38630
2021,Buldhana,SC,41925,27287,17542,13642
2021,Buldhana,ST,14046,8512,4535,2412
2021,Chandrapur,Overall,155605,98722,67298,57595
2021,Chandrapur,General,15620,9695,6513,5677
2021,Chandrapur,OBC,85299,53652,36363,31860
2021,Chandrapur,SC,24071,15427,11012,9715
2021,Chandrapur,ST,30615,19948,13410,10343
2021,Chh. Sambhaji Nagar,Overall,433331,257438,152436,117795
2021,Chh. Sambhaji Nagar,General,239897,137571,78750,60200
2021,Chh. Sambhaji Nagar,OBC,106488,65929,41289,34510
2021,Chh. Sambhaji Nagar,SC,63691,39957,24767,18591
2021,Chh. Sambhaji Nagar,ST,23255,13981,7630,4494
2021,Dharashiv,Overall,131651,78582,51559,33916
2021,Dharashiv,General,68588,40606,26692,17806
2021,Dharashiv,OBC,38697,23103,14993,9686
2021,Dharashiv,SC,20053,12333,8342,5489
2021,Dharashiv,ST,4313,2540,1532,935
2021,Dhule,Overall,208276,123090,75261,49393
2021,Dhule,General,25195,16454,10297,8187
2021,Dhule,OBC,75483,47392,30611,25857
2021,Dhule,SC,11956,7099,4687,3816
2021,Dhule,ST,95642,52145,29666,11533
2021,Gadchiroli,Overall,85502,48820,33023,26724
2021,Gadchiroli,General,7767,4587,3326,2951
2021,Gadchiroli,OBC,32530,19156,12753,10936
2021,Gadchiroli,SC,8648,5062,3482,3121
2021,Gadchiroli,ST,36557,20015,13462,9716
2021,Gondia,Overall,95381,59741,40851,40310
2021,Gondia,General,6548,4335,3209,2882
2021,Gondia,OBC,60194,37221,25150,25124
2021,Gondia,SC,11608,7564,5257,5129
2021,Gondia,ST,17031,10621,7235,7175
2021,Hingoli,Overall,111502,63013,38655,29750
2021,Hingoli,General,46020,26103,15628,11843
2021,Hingoli,OBC,34455,19419,11935,9131
2021,Hingoli,SC,19036,11700,7458,6177
2021,Hingoli,ST,11991,5791,3634,2599
2021,Jalgaon,Overall,380897,232036,147766,96038
2021,Jalgaon,General,73227,44098,28054,21017
2021,Jalgaon,OBC,181194,112781,74286,53913
2021,Jalgaon,SC,34388,21897,15122,10299
2021,Jalgaon,ST,92088,53260,30304,10809
2021,Jalna,Overall,204695,115716,72074,61723
2021,Jalna,General,103721,54149,32589,27902
2021,Jalna,OBC,64748,40106,26125,22791
2021,Jalna,SC,29971,18152,11467,9406
2021,Jalna,ST,6255,3309,1893,1624
2021,Kolhapur,Overall,283327,172921,116920,103379
2021,Kolhapur,General,173928,107510,73026,66920
2021,Kolhapur,OBC,66212,39265,26250,22043
2021,Kolhapur,SC,40724,25052,16907,13908
2021,Kolhapur,ST,2463,1094,737,508
2021,Latur,Overall,229766,142129,94589,73214
2021,Latur,General,110205,65561,42896,33832
2021,Latur,OBC,67499,43274,29559,22780
2021,Latur,SC,44516,28052,19009,14519
2021,Latur,ST,7546,5242,3125,2083
2021,Mumbai,Overall,222015,397648,295975,303370
2021,Mumbai,General,199822,345710,250849,249954
2021,Mumbai,OBC,10212,24064,20981,27857
2021,Mumbai,SC,10442,25296,21942,22487
2021,Mumbai,ST,1539,2578,2203,3072
2021,Mumbai Suburban,Overall,553296,108839,41154,0
2021,Mumbai Suburban,General,483404,91711,35171,0
2021,Mumbai Suburban,OBC,30025,6291,2015,0
2021,Mumbai Suburban,SC,36119,9936,3646,0
2021,Mumbai Suburban,ST,3748,901,322,0
2021,Nagpur,Overall,361371,227252,149645,130419
2021,Nagpur,General,77084,51168,32358,29282
2021,Nagpur,OBC,184049,112905,75033,66479
2021,Nagpur,SC,65562,41906,28118,24486
2021,Nagpur,ST,34676,21273,14136,10172
2021,Nanded,Overall,317121,182691,114442,82584
2021,Nanded,General,119076,65330,39614,29017
2021,Nanded,OBC,109909,65550,41664,29687
2021,Nanded,SC,60359,35415,22709,17081
2021,Nanded,ST,27777,16396,10455,6799
2021,Nandurbar,Overall,163388,95940,57058,35027
2021,Nandurbar,General,12462,8462,5722,4299
2021,Nandurbar,OBC,22060,13127,8581,7676
2021,Nandurbar,SC,4915,3552,2196,1394
2021,Nandurbar,ST,123951,70799,40559,21658
2021,Nashik,Overall,591800,362260,220982,144950
2021,Nashik,General,172386,109637,66716,49193
2021,Nashik,OBC,173425,104571,64225,48663
2021,Nashik,SC,53879,34343,21642,15034
2021,Nashik,ST,192110,113709,68399,32060
