Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
2001,Raigad,30-34,Male,13925,15411,15496,7427,30,1680,11545
2001,Ratnagiri,30-34,Male,11255,10164,8918,3232,11,606,5251
2001,Sangli,30-34,Male,15108,11743,19102,9165,40,1407,13219
2001,Satara,30-34,Male,14875,14794,20959,9388,34,1215,13735
2001,Sindhudurg,30-34,Male,5475,6891,6046,2463,5,229,3242
2001,Solapur,30-34,Male,24017,17279,20511,10265,39,1129,14380
2001,Thane,30-34,Male,56393,48935,83834,44097,198,7194,65728
2001,Wardha,30-34,Male,6137,6865,7664,7578,10,420,6549
2001,Washim,30-34,Male,5723,3960,5589,4274,1,127,3951
2001,Yavatmal,30-34,Male,13765,11906,12766,8805,12,507,9043
2011,Ahilyanagar,30-34,Male,21042,24227,32356,24300,150,3449,23422
2011,Akola,30-34,Male,7466,11391,12112,12572,29,605,8951
2011,Amravati,30-34,Male,13254,21262,18947,18781,48,1145,15689
2011,Beed,30-34,Male,11052,10593,14078,12135,22,746,17571
2011,Bhandara,30-34,Male,4313,11220,8208,8100,18,495,6164
2011,Buldhana,30-34,Male,12035,15737,16054,12295,22,820,10085
2011,Chandrapur,30-34,Male,9308,18989,15805,15390,40,1151,11620
2011,Chhatrapati Sambhaji Nagar,30-34,Male,16772,18268,28452,22177,116,2402,26732
2011,Dharashiv,30-34,Male,6772,8685,11136,8233,17,604,9748
2011,Dhule,30-34,Male,7000,7080,10908,11977,70,1445,8454
2011,Gadchiroli,30-34,Male,3898,6699,5486,6367,4,224,3430
2011,Gondia,30-34,Male,5236,10645,9070,8078,15,385,5412
2011,Hingoli,30-34,Male,6826,5917,5753,5076,2,173,3790
2011,Jalgaon,30-34,Male,19057,20327,26139,22998,256,4056,18134
2011,Jalna,30-34,Male,11089,9353,10216,7452,20,333,8056
2011,Kolhapur,30-34,Male,14721,18714,32934,25457,230,3575,27632
2011,Latur,30-34,Male,9498,11391,15606,14611,32,1084,13668
2011,Mumbai City,30-34,Male,19828,22908,29728,22441,263,1753,31920
2011,Mumbai Suburban,30-34,Male,55885,66589,92752,65719,1025,7299,108681
2011,Nagpur,30-34,Male,18716,37669,35175,34958,136,4200,38821
2011,Nanded,30-34,Male,16006,14776,17028,21738,33,947,16434
2011,Nandurbar,30-34,Male,4333,3659,5139,7367,47,778,4751
2011,Nashik,30-34,Male,28016,33157,42289,33886,371,6502,35332
2011,Parbhani,30-34,Male,10155,9255,9258,7714,17,321,8568
2011,Pune,30-34,Male,39168,52498,79713,60408,2416,17052,113055
2011,Raigad,30-34,Male,12438,20179,19653,13659,333,2359,18913
2011,Ratnagiri,30-34,Male,9268,11134,9932,4957,40,925,5375
2011,Sangli,30-34,Male,11927,14713,21803,14453,211,2222,17179
2011,Satara,30-34,Male,10619,17711,23313,16296,175,2110,17691
2011,Sindhudurg,30-34,Male,3668,6712,6292,3927,14,375,3339
2011,Solapur,30-34,Male,22888,25341,26172,18263,193,2269,23343
2011,Thane,30-34,Male,59430,73124,99629,72796,1225,10379,102151
2011,Wardha,30-34,Male,5060,11402,9922,9532,20,790,7570
2011,Washim,30-34,Male,5556,6257,7768,8213,10,331,4695
2011,Yavatmal,30-34,Male,14313,18084,16951,13887,22,786,10120
1991,Ahilyanagar,30-34,Female,15640,12980,7430,1070,140,150,2470
1991,Amravati,30-34,Female,14697,13910,7380,1200,10,370,1810
1991,Beed,30-34,Female,5280,4597,1730,240,10,190,520
1991,Buldhana,30-34,Female,10780,7980,3036,540,0,180,640
1991,Chandrapur,30-34,Female,8980,7365,2940,610,0,210,1420
1991,Chhatrapati Sambhaji Nagar,30-34,Female,7350,6690,4050,650,10,130,2380
1991,Dharashiv,30-34,Female,4858,4574,1630,170,0,10,350
1991,Gadchiroli,30-34,Female,2398,1330,590,210,0,60,100
1991,Jalgaon,30-34,Female,16568,15650,9780,1410,10,510,1970
1991,Jalna,30-34,Female,4100,2590,1080,140,10,110,320
1991,Kolhapur,30-34,Female,15650,16900,8880,1290,0,600,2710
1991,Latur,30-34,Female,5570,6140,2050,320,0,230,500
1991,Nagpur,30-34,Female,21510,18065,13340,3290,30,1140,8210
1991,Nashik,30-34,Female,16200,17000,10690,1420,10,660,3820
1991,Parbhani,30-34,Female,6600,4380,2000,240,30,110,550
1991,Pune,30-34,Female,25837,30920,23447,3560,40,1100,15880
1991,Raigad,30-34,Female,10080,9340,5370,600,40,190,2070
1991,Ratnagiri,30-34,Female,11410,7770,3100,330,10,130,1230
1991,Sangli,30-34,Female,11570,11826,5800,670,10,70,2460
1991,Satara,30-34,Female,14280,15530,6930,680,50,400,1960
1991,Sindhudurg,30-34,Female,7530,6080,2120,330,0,40,540
1991,Solapur,30-34,Female,13334,11220,6650,810,20,410,2190
1991,Thane,30-34,Female,23500,29010,33600,5180,470,1260,17080
1991,Wardha,30-34,Female,7430,6718,3310,490,20,220,840
1991,Yavatmal,30-34,Female,9930,8080,3270,410,0,280,750
2001,Ahilyanagar,30-34,Female,29345,10886,13019,3769,7,156,5890
2001,Akola,30-34,Female,11811,5778,7037,3166,0,26,3314
2001,Amravati,30-34,Female,17522,11869,12135,5795,2,69,6463
2001,Beed,30-34,Female,10056,3224,4552,1563,3,37,1924
2001,Bhandara,30-34,Female,5309,5264,4515,2299,0,24,2081
2001,Buldhana,30-34,Female,13707,4995,5519,1933,2,24,1965
2001,Chandrapur,30-34,Female,10590,7811,7076,4023,4,40,3985
2001,Chhatrapati Sambhaji Nagar,30-34,Female,15048,5563,8149,3292,6,145,6574
2001,Dharashiv,30-34,Female,9274,3135,3531,1092,4,26,1162
2001,Dhule,30-34,Female,10659,4506,5637,2421,3,48,2695
2001,Gadchiroli,30-34,Female,2620,1713,1614,994,1,16,889
2001,Gondia,30-34,Female,6997,3819,3910,1752,0,20,1728
2001,Hingoli,30-34,Female,4109,1190,1149,530,1,7,467
2001,Jalgaon,30-34,Female,24528,10638,12638,5209,4,86,5620
2001,Jalna,30-34,Female,6579,2055,2199,773,3,16,865
2001,Kolhapur,30-34,Female,35265,12105,16376,4256,14,150,7396
2001,Latur,30-34,Female,11691,4287,5227,2012,4,52,2029
2001,Mumbai City,30-34,Female,22820,13873,19472,9926,53,321,20200
2001,Mumbai Suburban,30-34,Female,64636,32564,48200,23957,151,1133,61911
2001,Nagpur,30-34,Female,22119,22880,21252,12813,21,291,20062
2001,Nanded,30-34,Female,11720,3733,4878,2510,1,43,2724
2001,Nandurbar,30-34,Female,4080,2061,2932,1372,3,19,1143
2001,Nashik,30-34,Female,32494,15885,18567,6818,24,337,12300
2001,Parbhani,30-34,Female,6707,2068,2600,1069,0,13,1222
2001,Pune,30-34,Female,55907,24634,33500,13784,98,1067,35527
2001,Raigad,30-34,Female,17861,8290,7939,3380,10,115,6452
2001,Ratnagiri,30-34,Female,18600,4731,4746,1548,4,67,2908
2001,Sangli,30-34,Female,24410,9350,12001,3221,3,130,5240
2001,Satara,30-34,Female,27408,10558,12608,3173,3,77,5348
2001,Sindhudurg,30-34,Female,10713,3601,3806,1291,1,39,1849
2001,Solapur,30-34,Female,27619,9231,9631,3488,3,69,4302
2001,Thane,30-34,Female,51514,29445,47838,24163,104,892,47903
2001,Wardha,30-34,Female,7537,5888,5912,3704,2,35,2968
2001,Washim,30-34,Female,5794,2045,2442,1117,0,9,874
2001,Yavatmal,30-34,Female,13282,6616,6437,3355,1,41,3242
2011,Ahilyanagar,30-34,Female,31555,21036,22656,12615,49,732,12598
2011,Akola,30-34,Female,10352,9316,10990,8391,4,140,6585
2011,Amravati,30-34,Female,14499,19036,18821,14762,23,274,13306
2011,Beed,30-34,Female,15207,7856,8823,5770,12,178,5926
2011,Bhandara,30-34,Female,4464,12235,8176,5271,1,121,4308
2011,Buldhana,30-34,Female,16707,9935,9925,6254,13,131,4713
2011,Chandrapur,30-34,Female,10879,18846,13856,9251,26,184,7896
2011,Chhatrapati Sambhaji Nagar,30-34,Female,23694,13150,18434,11373,63,516,14992
2011,Dharashiv,30-34,Female,11602,6848,7943,4056,4,116,3440
2011,Dhule,30-34,Female,9419,6552,8873,6691,13,221,4767
2011,Gadchiroli,30-34,Female,4219,5652,4189,3110,3,61,1775
2011,Gondia,30-34,Female,6523,10300,7944,5012,4,78,3528
2011,Hingoli,30-34,Female,8134,3348,3021,1962,1,30,1266
2011,Jalgaon,30-34,Female,24698,16063,19317,13391,63,531,10829
2011,Jalna,30-34,Female,11840,4786,5003,2874,14,80,2813
2011,Kolhapur,30-34,Female,30905,19880,28184,13424,77,814,17351
2011,Latur,30-34,Female,16000,10043,12462,7723,18,222,5893
2011,Mumbai City,30-34,Female,16753,14374,19063,16263,248,779,29904
2011,Mumbai Suburban,30-34,Female,60259,43771,55668,43332,741,2853,101000
2011,Nagpur,30-34,Female,18805,35928,32815,26340,67,981,38252
2011,Nanded,30-34,Female,20762,10275,11114,9789,20,254,6338
2011,Nandurbar,30-34,Female,4524,2924,4419,4078,5,131,2290
2011,Nashik,30-34,Female,34888,27258,30760,19791,147,1302,23900
2011,Parbhani,30-34,Female,12245,5182,5256,3599,5,83,3275
2011,Pune,30-34,Female,56171,41983,56321,37447,915,3795,90702
2011,Raigad,30-34,Female,18597,15786,14068,9158,97,658,15617
2011,Ratnagiri,30-34,Female,20370,8085,7448,3732,13,271,4658
2011,Sangli,30-34,Female,22110,15385,18511,8294,53,530,11331
2011,Satara,30-34,Female,20770,17251,20195,9580,39,500,12668
2011,Sindhudurg,30-34,Female,7811,5241,5519,2800,6,120,2876
2011,Solapur,30-34,Female,33941,18455,17949,9085,57,496,11731
2011,Thane,30-34,Female,60935,51016,63954,49749,526,2979,88320
2011,Wardha,30-34,Female,5705,11690,9890,7232,5,188,5978
2011,Washim,30-34,Female,7948,4624,5485,3960,6,63,2048
2011,Yavatmal,30-34,Female,15727,13582,13024,8217,11,155,6490
1991,Ahilyanagar,35-39,Male,20270,19835,19162,3260,350,810,8920
1991,Amravati,35-39,Male,13452,14670,10520,2850,20,710,5100
1991,Beed,35-39,Male,8650,10230,7520,1450,60,580,4200
1991,Buldhana,35-39,Male,12290,12590,9400,1780,40,830,2845
1991,Chandrapur,35-39,Male,11990,11285,7680,2760,50,640,3620
1991,Chhatrapati Sambhaji Nagar,35-39,Male,12380,15223,11444,2380,50,960,6530
1991,Dharashiv,35-39,Male,5720,8312,5870,1540,40,150,2960
1991,Gadchiroli,35-39,Male,5320,3310,1930,580,0,170,850
1991,Jalgaon,35-39,Male,19890,18680,19699,2480,190,1780,6790
1991,Jalna,35-39,Male,8255,8320,4530,920,0,290,1780
1991,Kolhapur,35-39,Male,18771,20051,20100,3270,30,1400,10220
1991,Latur,35-39,Male,6150,9570,8190,2024,10,750,3660
1991,Nagpur,35-39,Male,21050,22000,20420,6380,60,1340,14740
1991,Nashik,35-39,Male,20370,20971,22860,3160,80,2640,9868
1991,Parbhani,35-39,Male,11770,11845,6950,1420,180,470,4040
1991,Pune,35-39,Male,28190,40010,42840,6480,130,4950,24800
1991,Raigad,35-39,Male,11360,10600,9270,950,30,570,3250
1991,Ratnagiri,35-39,Male,8900,7660,5490,760,10,230,2210
1991,Sangli,35-39,Male,12720,14740,13033,2550,120,420,7460
1991,Satara,35-39,Male,12610,15450,14120,2060,80,920,6490
1991,Sindhudurg,35-39,Male,5270,5460,4320,412,10,140,1770
1991,Solapur,35-39,Male,17970,18870,15219,2520,10,1020,8240
1991,Thane,35-39,Male,30230,35240,54960,9410,440,2800,25830
1991,Wardha,35-39,Male,7750,7860,6057,1265,20,350,2960
1991,Yavatmal,35-39,Male,13065,12690,8170,1800,30,590,3360
2001,Ahilyanagar,35-39,Male,25089,15345,22540,8203,34,1497,14843
2001,Akola,35-39,Male,9815,7458,8809,5195,9,206,5325
2001,Amravati,35-39,Male,15893,12444,12429,7394,15,542,9100
2001,Beed,35-39,Male,11851,5808,9654,3942,14,417,5801
2001,Bhandara,35-39,Male,5745,5016,4888,3612,1,196,3739
2001,Buldhana,35-39,Male,12890,9453,10736,4189,6,363,4977
2001,Chandrapur,35-39,Male,10679,9052,9208,6802,16,582,6881
2001,Chhatrapati Sambhaji Nagar,35-39,Male,16278,9712,16773,7439,27,1587,10575
2001,Dharashiv,35-39,Male,8097,5420,7022,2989,9,299,4053
2001,Dhule,35-39,Male,9156,5255,8351,4106,15,661,6237
2001,Gadchiroli,35-39,Male,4269,2503,2198,1665,1,105,1920
2001,Gondia,35-39,Male,7549,4894,4665,2955,5,142,3255
2001,Hingoli,35-39,Male,5899,3133,2840,1319,4,110,1818
2001,Jalgaon,35-39,Male,22573,13991,19948,8583,24,1529,11769
2001,Jalna,35-39,Male,10082,5155,5870,2258,8,148,2534
2001,Kolhapur,35-39,Male,24345,15137,25729,9623,30,1324,14517
2001,Latur,35-39,Male,10474,7061,10197,4633,21,542,5875
2001,Mumbai City,35-39,Male,25640,21963,32435,15491,44,946,19394
2001,Mumbai Suburban,35-39,Male,63733,52447,83908,40022,220,3939,59031
2001,Nagpur,35-39,Male,21523,22639,22806,15995,42,1667,22809
2001,Nanded,35-39,Male,14655,7369,10454,6021,12,478,8248
2001,Nandurbar,35-39,Male,4675,2531,3994,2394,11,287,3244
2001,Nashik,35-39,Male,27794,19998,29162,11272,67,2955,19421
2001,Parbhani,35-39,Male,8517,4729,5575,2570,4,188,3501
2001,Pune,35-39,Male,44905,33063,51436,20878,145,6505,39412
2001,Raigad,35-39,Male,14584,11607,12842,5321,38,1123,7907
2001,Ratnagiri,35-39,Male,12564,7852,7525,2529,11,372,3537
2001,Sangli,35-39,Male,17358,9888,16607,7121,30,966,9601
2001,Satara,35-39,Male,17620,12543,18043,6839,16,817,9591
2001,Sindhudurg,35-39,Male,6556,5565,5370,1942,4,175,2202
2001,Solapur,35-39,Male,25276,14772,17853,7457,18,761,10218
2001,Thane,35-39,Male,52443,39321,73174,35549,166,5371,50952
2001,Wardha,35-39,Male,6889,5818,5918,4299,7,267,4658
2001,Washim,35-39,Male,6483,3460,4442,2374,4,105,2360
2001,Yavatmal,35-39,Male,14470,9589,9197,5557,10,402,6238
2011,Ahilyanagar,35-39,Male,21138,21430,28522,18049,106,2457,22336
2011,Akola,35-39,Male,7688,8969,10942,11396,20,610,8360
2011,Amravati,35-39,Male,13246,17268,17308,16789,29,1037,14657
2011,Beed,35-39,Male,10107,9010,13263,9510,31,633,13574
2011,Bhandara,35-39,Male,4105,9356,7849,6529,19,446,5648
2011,Buldhana,35-39,Male,10809,12512,14235,10636,23,623,9358
2011,Chandrapur,35-39,Male,8941,14898,13910,13260,37,1003,9960
2011,Chhatrapati Sambhaji Nagar,35-39,Male,15892,14138,25073,18011,105,2194,23091
2011,Dharashiv,35-39,Male,6898,7140,9669,6702,21,471,8587
2011,Dhule,35-39,Male,6773,5676,9194,10300,47,1026,7996
2011,Gadchiroli,35-39,Male,3873,4842,4635,5101,7,152,3340
2011,Gondia,35-39,Male,5483,9289,8371,6735,10,276,4762
2011,Hingoli,35-39,Male,6123,4615,4674,3891,3,150,4077
2011,Jalgaon,35-39,Male,18327,16821,22869,19754,225,3001,16397
2011,Jalna,35-39,Male,9787,6977,8512,5393,20,310,6320
2011,Kolhapur,35-39,Male,18020,17807,31172,20346,180,2853,24343
2011,Latur,35-39,Male,9154,9525,15020,11482,28,889,12957
2011,Mumbai City,35-39,Male,18382,20231,27978,20265,209,1528,25511
2011,Mumbai Suburban,35-39,Male,53101,57635,86080,57430,874,6843,87807
2011,Nagpur,35-39,Male,17972,31894,32106,30687,112,3533,33943
2011,Nanded,35-39,Male,14218,10925,13728,14954,29,667,18458
2011,Nandurbar,35-39,Male,4056,2946,4509,5856,26,552,4553
2011,Nashik,35-39,Male,25845,28065,35944,24971,286,4984,31349
2011,Parbhani,35-39,Male,9105,7370,8066,6015,12,327,7528
2011,Pune,35-39,Male,39140,45691,69734,44847,1769,13339,83805
2011,Raigad,35-39,Male,12813,18255,18179,11701,210,2129,16544
2011,Ratnagiri,35-39,Male,10860,11337,10662,4197,35,898,5232
2011,Sangli,35-39,Male,13403,13827,20745,12435,174,1744,15059
2011,Satara,35-39,Male,12382,17421,22798,13410,120,1697,16517
2011,Sindhudurg,35-39,Male,4561,6773,6587,3485,15,308,3204
2011,Solapur,35-39,Male,22031,21692,23126,14534,217,1797,20114
2011,Thane,35-39,Male,54786,60720,91122,63629,974,8932,82551
2011,Wardha,35-39,Male,5195,9460,9320,9449,18,632,6833
2011,Washim,35-39,Male,5714,4866,6997,7149,9,262,4597
2011,Yavatmal,35-39,Male,13232,14533,14920,12101,25,691,10076
1991,Ahilyanagar,35-39,Female,12160,9950,5160,580,50,130,1950
1991,Amravati,35-39,Female,13530,11510,5220,640,10,340,1320
1991,Beed,35-39,Female,3910,3090,1145,60,10,190,450
1991,Buldhana,35-39,Female,9656,5670,2250,190,10,100,330
1991,Chandrapur,35-39,Female,7110,5570,2388,390,10,280,770
1991,Chhatrapati Sambhaji Nagar,35-39,Female,6100,4860,2800,380,20,130,1530
1991,Dharashiv,35-39,Female,4020,3214,1380,60,0,30,240
1991,Gadchiroli,35-39,Female,1847,1100,300,70,0,60,50
1991,Jalgaon,35-39,Female,14246,12650,7708,710,90,640,1210
1991,Jalna,35-39,Female,2648,1820,760,80,10,90,180
1991,Kolhapur,35-39,Female,13207,12970,6510,770,10,440,1800
1991,Latur,35-39,Female,4666,3650,1500,150,0,250,400
1991,Nagpur,35-39,Female,18880,14130,10041,2070,30,910,5970
1991,Nashik,35-39,Female,13710,13120,8890,790,10,670,2810
1991,Parbhani,35-39,Female,5248,3380,1280,150,30,70,340
1991,Pune,35-39,Female,23520,24530,20077,2190,30,800,12360
1991,Raigad,35-39,Female,8410,6580,3550,270,10,260,1169
1991,Ratnagiri,35-39,Female,10310,6570,2400,160,40,200,800
1991,Sangli,35-39,Female,9560,9000,4220,260,0,140,1740
1991,Satara,35-39,Female,13470,12454,5110,340,20,330,1400
1991,Sindhudurg,35-39,Female,8380,5202,1980,100,0,70,560
1991,Solapur,35-39,Female,11060,8570,4880,370,10,520,1300
1991,Thane,35-39,Female,19990,23040,26869,2890,450,1020,10420
1991,Wardha,35-39,Female,6390,5106,2349,290,0,160,580
1991,Yavatmal,35-39,Female,9089,6659,2710,380,0,280,490
2001,Ahilyanagar,35-39,Female,25583,7757,10016,2437,3,105,3810
2001,Akola,35-39,Female,12070,5187,5771,1739,0,18,2107
2001,Amravati,35-39,Female,18192,10336,10290,3295,2,66,3970
2001,Beed,35-39,Female,8667,2430,3280,929,0,27,1069
2001,Bhandara,35-39,Female,5485,3624,2835,1098,0,30,1234
2001,Buldhana,35-39,Female,12498,4063,4510,1054,3,9,1172
2001,Chandrapur,35-39,Female,10148,5607,4679,2028,4,30,2382
2001,Chhatrapati Sambhaji Nagar,35-39,Female,12029,4213,6216,2021,7,72,4017
2001,Dharashiv,35-39,Female,7956,2383,2664,619,4,18,585
2001,Dhule,35-39,Female,11238,3974,4541,1345,3,31,1723
2001,Gadchiroli,35-39,Female,2391,1115,912,398,0,5,381
2001,Gondia,35-39,Female,6015,2297,2196,715,2,16,959
2001,Hingoli,35-39,Female,3149,751,778,257,0,3,211
2001,Jalgaon,35-39,Female,25318,9250,11651,3488,4,65,3655
2001,Jalna,35-39,Female,5177,1575,1637,421,0,3,460
2001,Kolhapur,35-39,Female,30839,8410,13179,2991,4,103,4810
2001,Latur,35-39,Female,9633,3130,3758,1323,4,28,1118
2001,Mumbai City,35-39,Female,23503,12001,18024,7786,40,254,15512
2001,Mumbai Suburban,35-39,Female,63837,26768,44135,19907,109,772,47557
2001,Nagpur,35-39,Female,21930,18492,16781,7660,17,201,14353
2001,Nanded,35-39,Female,9611,2826,3730,1403,1,21,1609
2001,Nandurbar,35-39,Female,4244,1837,2317,726,1,15,611
2001,Nashik,35-39,Female,29809,12509,15299,4339,26,181,7866
2001,Parbhani,35-39,Female,5336,1594,2001,607,0,6,774
2001,Pune,35-39,Female,52177,19140,28710,10031,66,573,24690
2001,Raigad,35-39,Female,16081,5686,6117,2287,6,55,3687
2001,Ratnagiri,35-39,Female,16202,3236,3784,1144,0,34,1718
2001,Sangli,35-39,Female,23933,6731,9373,2291,1,65,3546
2001,Satara,35-39,Female,27716,7722,9720,2129,2,47,3421
2001,Sindhudurg,35-39,Female,10456,2498,3009,964,4,29,1060
2001,Solapur,35-39,Female,23962,7064,8355,2513,3,46,3040
2001,Thane,35-39,Female,50053,24392,44136,18659,62,575,32396
2001,Wardha,35-39,Female,7968,4968,4392,1722,2,31,1772
2001,Washim,35-39,Female,5094,1560,1786,543,1,11,442
2001,Yavatmal,35-39,Female,12122,4864,4642,1896,2,23,1977
2011,Ahilyanagar,35-39,Female,30626,15690,17275,7181,25,367,9080
2011,Akola,35-39,Female,10886,7326,8906,6434,8,69,5235
2011,Amravati,35-39,Female,16203,16388,16167,11763,12,156,10750
2011,Beed,35-39,Female,12931,5303,6283,3277,4,110,3556
2011,Bhandara,35-39,Female,4629,9270,6893,3956,3,65,2947
2011,Buldhana,35-39,Female,14662,7138,7341,4153,8,75,3305
2011,Chandrapur,35-39,Female,10692,13288,10963,7419,9,135,5470
2011,Chhatrapati Sambhaji Nagar,35-39,Female,20004,8948,13048,7371,27,322,11162
2011,Dharashiv,35-39,Female,11150,4960,5681,2505,4,75,2120
2011,Dhule,35-39,Female,9540,5299,6940,4834,15,134,3882
2011,Gadchiroli,35-39,Female,3346,3293,2913,2107,1,35,1202
2011,Gondia,35-39,Female,6524,7161,6154,3571,4,54,2414
2011,Hingoli,35-39,Female,5943,1979,1817,1014,0,11,904
2011,Jalgaon,35-39,Female,24399,12749,15261,9344,32,335,8245
2011,Jalna,35-39,Female,8804,3006,3237,1643,5,56,1822
2011,Kolhapur,35-39,Female,36354,15896,22365,8267,36,438,12059
2011,Latur,35-39,Female,14297,7002,9606,4686,7,161,4171
2011,Mumbai City,35-39,Female,18573,13304,18201,13520,204,604,23269
2011,Mumbai Suburban,35-39,Female,63042,37536,49417,35490,666,2063,79962
2011,Nagpur,35-39,Female,20644,31141,29291,21767,64,583,29233
2011,Nanded,35-39,Female,15878,6624,7421,5454,16,131,5155
2011,Nandurbar,35-39,Female,4055,2446,3654,2793,4,97,1721
2011,Nashik,35-39,Female,33853,21159,23321,12130,74,687,17872
2011,Parbhani,35-39,Female,9249,3419,3607,2096,5,54,2222
2011,Pune,35-39,Female,59548,33849,45640,24514,541,2137,60685
2011,Raigad,35-39,Female,19529,12955,11523,6640,57,411,12090
2011,Ratnagiri,35-39,Female,22183,6800,6544,2586,11,169,3896
2011,Sangli,35-39,Female,25354,12932,15749,5469,41,277,8003
2011,Satara,35-39,Female,25544,15161,16783,5712,24,278,8740
2011,Sindhudurg,35-39,Female,10098,4783,4814,2057,7,73,2340
2011,Solapur,35-39,Female,31332,13277,13521,5774,47,325,7965
2011,Thane,35-39,Female,60420,41991,55623,39509,419,2074,66334
2011,Wardha,35-39,Female,6811,9780,8626,6023,7,131,4719
2011,Washim,35-39,Female,6965,3261,4087,2578,3,38,1513
2011,Yavatmal,35-39,Female,14483,10183,9786,5877,5,93,4965
1991,Ahilyanagar,40-44,Male,17220,13960,13481,1820,360,630,6780
1991,Amravati,40-44,Male,11760,11660,9340,2125,0,930,4253
1991,Beed,40-44,Male,7288,6490,4640,940,20,420,2770
1991,Buldhana,40-44,Male,9670,9120,7150,1260,10,810,2370
1991,Chandrapur,40-44,Male,9207,7570,6940,1610,30,500,2410
1991,Chhatrapati Sambhaji Nagar,40-44,Male,9756,7890,7420,1200,20,670,4483
1991,Dharashiv,40-44,Male,5320,5460,4480,830,40,50,2030
1991,Gadchiroli,40-44,Male,3410,2070,1260,370,0,120,590
1991,Jalgaon,40-44,Male,15860,14890,16280,1660,130,2288,4930
1991,Jalna,40-44,Male,7500,5380,2850,500,10,320,1080
1991,Kolhapur,40-44,Male,15192,15780,15620,2230,30,1520,6680
1991,Latur,40-44,Male,6070,6166,6070,1140,10,840,2540
1991,Nagpur,40-44,Male,17398,15480,16570,4680,50,1590,11221
1991,Nashik,40-44,Male,16420,14970,17480,1830,40,3120,7390
1991,Parbhani,40-44,Male,9940,7760,5120,860,100,420,2950
1991,Pune,40-44,Male,24480,27593,34580,4470,80,4130,18210
1991,Raigad,40-44,Male,9400,7620,6558,700,40,320,2220
1991,Ratnagiri,40-44,Male,7696,5680,3990,270,40,280,1820
1991,Sangli,40-44,Male,10980,11350,11233,1720,30,450,5420
1991,Satara,40-44,Male,11930,12840,11740,1420,60,1020,5270
1991,Sindhudurg,40-44,Male,5335,4460,3410,230,20,140,1180
1991,Solapur,40-44,Male,15150,14253,11500,1370,30,1260,5250
1991,Thane,40-44,Male,21390,24880,39390,6420,310,2640,16000
1991,Wardha,40-44,Male,5980,5097,4740,940,0,380,2140
1991,Yavatmal,40-44,Male,9899,8570,6950,1550,20,850,2528
2001,Ahilyanagar,40-44,Male,22046,11336,21819,5706,31,1030,11211
2001,Akola,40-44,Male,9000,6442,8638,3507,6,248,4348
2001,Amravati,40-44,Male,14094,10922,12045,5239,6,501,7208
2001,Beed,40-44,Male,10349,4992,9024,3137,12,374,4565
2001,Bhandara,40-44,Male,5780,4665,4820,2255,4,182,2558
2001,Buldhana,40-44,Male,11694,7861,10906,3295,6,277,3852
2001,Chandrapur,40-44,Male,10316,7765,8128,4048,15,429,4902
2001,Chhatrapati Sambhaji Nagar,40-44,Male,13056,7739,13805,4801,21,943,8302
2001,Dharashiv,40-44,Male,6776,4474,6843,2174,4,156,3027
2001,Dhule,40-44,Male,8322,4533,8840,2529,10,537,4272
2001,Gadchiroli,40-44,Male,3688,2018,1899,853,4,44,1247
2001,Gondia,40-44,Male,7602,4269,4138,1615,1,91,2017
2001,Hingoli,40-44,Male,4697,2424,2520,844,0,62,1282
2001,Jalgaon,40-44,Male,21640,12070,20966,6038,20,1193,8747
2001,Jalna,40-44,Male,8154,4319,5059,1383,3,60,1851
2001,Kolhapur,40-44,Male,22691,10682,23564,6327,35,920,12494
2001,Latur,40-44,Male,8827,5922,9546,3680,11,409,5040
2001,Mumbai City,40-44,Male,21316,17273,29888,11566,57,708,16666
2001,Mumbai Suburban,40-44,Male,51031,39136,75587,29340,168,3286,52969
2001,Nagpur,40-44,Male,18626,18696,20913,11181,37,1452,19141
2001,Nanded,40-44,Male,12384,6019,9738,3995,6,386,6019
2001,Nandurbar,40-44,Male,4080,1947,3872,1399,4,179,2077
2001,Nashik,40-44,Male,24264,14360,27594,7279,41,2385,14049
2001,Parbhani,40-44,Male,7248,3946,4801,1770,1,179,2967
2001,Pune,40-44,Male,39765,25414,47692,14537,110,5170,32004
2001,Raigad,40-44,Male,13240,8090,11481,3440,17,677,5516
2001,Ratnagiri,40-44,Male,11047,5343,6624,1553,5,256,2549
2001,Sangli,40-44,Male,16205,7429,15155,4844,20,595,8509
2001,Satara,40-44,Male,17372,9639,17558,4569,17,530,8150
2001,Sindhudurg,40-44,Male,6158,3721,5011,1363,5,126,1687
2001,Solapur,40-44,Male,22947,11002,17588,5409,17,523,8676
2001,Thane,40-44,Male,41688,28410,67030,25082,154,4281,41560
2001,Wardha,40-44,Male,6782,5466,6044,2676,5,197,3336
2001,Washim,40-44,Male,5783,2819,4099,1565,1,68,1543
2001,Yavatmal,40-44,Male,12917,7503,8340,3874,10,313,4530
2011,Ahilyanagar,40-44,Male,20411,17095,23563,11485,92,2055,19099
2011,Akola,40-44,Male,7639,7528,9363,8658,23,509,7074
2011,Amravati,40-44,Male,13445,14153,14445,13104,34,841,13548
2011,Beed,40-44,Male,9685,6594,10424,6263,23,580,9297
