Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
2011,Bhandara,40-44,Male,4067,6600,6159,5374,9,361,5197
2011,Buldhana,40-44,Male,10034,9962,11832,6938,17,539,7928
2011,Chandrapur,40-44,Male,8541,10612,10407,9857,29,869,9117
2011,Chhatrapati Sambhaji Nagar,40-44,Male,14490,10577,19473,12420,109,2352,17321
2011,Dharashiv,40-44,Male,7020,5479,7885,4638,19,478,6466
2011,Dhule,40-44,Male,6624,4585,7725,6200,47,823,8294
2011,Gadchiroli,40-44,Male,3301,3344,3089,2974,4,112,2957
2011,Gondia,40-44,Male,5475,5939,6155,5084,14,242,4470
2011,Hingoli,40-44,Male,5186,3383,3508,2124,4,162,2999
2011,Jalgaon,40-44,Male,17739,13356,18656,12065,179,2319,16593
2011,Jalna,40-44,Male,8810,5100,6279,3412,14,275,4107
2011,Kolhapur,40-44,Male,19224,16358,28105,13075,142,2460,20141
2011,Latur,40-44,Male,8859,7016,11895,7550,24,914,9704
2011,Mumbai City,40-44,Male,15866,16504,24724,16452,164,1388,21724
2011,Mumbai Suburban,40-44,Male,48245,46076,73455,46124,632,5978,70643
2011,Nagpur,40-44,Male,17275,25358,26851,24412,121,2751,30473
2011,Nanded,40-44,Male,13151,8064,10519,8725,24,768,12719
2011,Nandurbar,40-44,Male,3572,2401,3713,3524,22,427,4522
2011,Nashik,40-44,Male,23643,22281,28637,15524,217,4184,26381
2011,Parbhani,40-44,Male,7939,5315,6379,4039,16,279,5219
2011,Pune,40-44,Male,38450,36709,57804,29951,1268,9653,62555
2011,Raigad,40-44,Male,12380,14691,15388,8804,180,1799,13806
2011,Ratnagiri,40-44,Male,11593,9843,9266,3109,31,746,4739
2011,Sangli,40-44,Male,14093,11623,17871,9139,147,1606,12872
2011,Satara,40-44,Male,14016,15575,20416,9679,122,1487,13963
2011,Sindhudurg,40-44,Male,5323,6353,6424,2518,9,261,3095
2011,Solapur,40-44,Male,21185,16724,19041,9823,170,1711,16080
2011,Thane,40-44,Male,47371,46275,74840,49058,743,7474,65984
2011,Wardha,40-44,Male,5393,7281,7051,7096,13,531,6593
2011,Washim,40-44,Male,5558,3820,5451,4846,17,221,3959
2011,Yavatmal,40-44,Male,11851,10884,11464,8386,16,601,8687
1991,Ahilyanagar,40-44,Female,8420,5289,2470,230,60,170,1090
1991,Amravati,40-44,Female,9470,6357,3250,340,10,200,810
1991,Beed,40-44,Female,2610,1613,650,40,0,38,140
1991,Buldhana,40-44,Female,6460,3150,1250,120,10,120,240
1991,Chandrapur,40-44,Female,4310,2690,1090,120,0,170,550
1991,Chhatrapati Sambhaji Nagar,40-44,Female,3977,2670,1810,270,0,80,1010
1991,Dharashiv,40-44,Female,2630,1670,350,80,10,0,170
1991,Gadchiroli,40-44,Female,890,400,220,20,0,40,40
1991,Jalgaon,40-44,Female,10330,7555,3570,330,80,490,680
1991,Jalna,40-44,Female,2220,900,370,40,0,30,90
1991,Kolhapur,40-44,Female,8880,7439,3646,160,10,330,1210
1991,Latur,40-44,Female,3110,1960,710,50,0,150,120
1991,Nagpur,40-44,Female,12250,7510,6333,1060,70,700,3538
1991,Nashik,40-44,Female,9360,7890,4360,490,0,650,1740
1991,Parbhani,40-44,Female,3130,1920,730,70,10,40,110
1991,Pune,40-44,Female,15647,14983,13590,1400,20,740,8000
1991,Raigad,40-44,Female,5490,3630,1820,180,20,180,580
1991,Ratnagiri,40-44,Female,6670,3690,1630,50,0,30,480
1991,Sangli,40-44,Female,6280,5360,2520,210,10,100,1060
1991,Satara,40-44,Female,9060,6930,2760,150,20,310,890
1991,Sindhudurg,40-44,Female,6280,2880,970,30,0,90,230
1991,Solapur,40-44,Female,6810,5587,2880,170,20,350,830
1991,Thane,40-44,Female,12903,12890,15030,1410,300,750,5270
1991,Wardha,40-44,Female,4050,2760,1390,140,0,109,220
1991,Yavatmal,40-44,Female,5830,3476,1360,130,0,140,330
2001,Ahilyanagar,40-44,Female,17000,4190,7290,1310,6,58,2605
2001,Akola,40-44,Female,8340,3395,4452,906,1,11,1498
2001,Amravati,40-44,Female,12717,6590,7769,1721,1,26,2442
2001,Beed,40-44,Female,5448,1458,2246,493,1,16,683
2001,Bhandara,40-44,Female,4173,2404,1898,481,2,14,639
2001,Buldhana,40-44,Female,8728,2688,3371,551,0,9,719
2001,Chandrapur,40-44,Female,6674,3506,3367,921,1,16,1398
2001,Chhatrapati Sambhaji Nagar,40-44,Female,7553,2399,4327,1157,5,45,2877
2001,Dharashiv,40-44,Female,5129,1488,1739,349,1,4,427
2001,Dhule,40-44,Female,8060,2263,3424,697,1,21,1132
2001,Gadchiroli,40-44,Female,1491,606,542,165,0,5,181
2001,Gondia,40-44,Female,4412,1547,1427,323,1,9,515
2001,Hingoli,40-44,Female,1958,485,498,138,0,4,141
2001,Jalgaon,40-44,Female,18288,5906,9473,1945,2,43,2432
2001,Jalna,40-44,Female,3265,868,998,250,0,5,312
2001,Kolhapur,40-44,Female,20465,4442,9284,1753,3,59,3442
2001,Latur,40-44,Female,6396,1847,2448,736,2,9,820
2001,Mumbai City,40-44,Female,17879,7677,15805,5396,24,209,12850
2001,Mumbai Suburban,40-44,Female,44369,16703,38872,13502,98,546,38117
2001,Nagpur,40-44,Female,14987,11936,13559,4412,12,121,10370
2001,Nanded,40-44,Female,6241,1754,2476,723,0,13,1025
2001,Nandurbar,40-44,Female,3057,1173,1616,352,0,7,400
2001,Nashik,40-44,Female,19795,6929,11484,2248,13,118,5177
2001,Parbhani,40-44,Female,3546,1007,1392,379,0,3,496
2001,Pune,40-44,Female,35383,10811,22993,6168,53,387,19328
2001,Raigad,40-44,Female,10389,2744,4171,1167,4,36,2067
2001,Ratnagiri,40-44,Female,10449,1744,2766,571,2,19,1101
2001,Sangli,40-44,Female,16226,3524,6425,1302,2,62,2661
2001,Satara,40-44,Female,19713,4120,6953,1240,0,30,2387
2001,Sindhudurg,40-44,Female,7643,1259,2112,594,0,19,695
2001,Solapur,40-44,Female,16008,4001,6211,1482,2,41,2302
2001,Thane,40-44,Female,34097,14463,35912,10753,48,387,21332
2001,Wardha,40-44,Female,5549,3220,3410,890,3,22,1052
2001,Washim,40-44,Female,3465,1009,1186,276,0,3,229
2001,Yavatmal,40-44,Female,8566,3189,3471,1011,2,15,1238
2011,Ahilyanagar,40-44,Female,24125,9862,11361,3896,19,242,5919
2011,Akola,40-44,Female,10291,5574,6378,3648,1,54,3420
2011,Amravati,40-44,Female,16168,12393,11583,7199,13,116,7535
2011,Beed,40-44,Female,8511,2801,3650,1590,7,61,1859
2011,Bhandara,40-44,Female,4742,5224,4130,2573,0,46,2251
2011,Buldhana,40-44,Female,11797,4681,4827,2133,2,50,1936
2011,Chandrapur,40-44,Female,9485,7565,6587,4626,12,93,4002
2011,Chhatrapati Sambhaji Nagar,40-44,Female,14065,5235,7802,4017,14,237,7243
2011,Dharashiv,40-44,Female,8263,2757,3369,1163,1,60,1198
2011,Dhule,40-44,Female,8664,3843,5132,2423,4,101,2851
2011,Gadchiroli,40-44,Female,2374,1651,1458,1060,1,12,807
2011,Gondia,40-44,Female,5949,3483,3411,1857,2,34,1743
2011,Hingoli,40-44,Female,3543,1015,1098,487,0,9,477
2011,Jalgaon,40-44,Female,21068,9492,11511,5383,17,201,5963
2011,Jalna,40-44,Female,5796,1777,2024,895,4,39,1028
2011,Kolhapur,40-44,Female,29976,10644,15973,4805,16,325,8045
2011,Latur,40-44,Female,10050,3957,5337,2165,7,109,2514
2011,Mumbai City,40-44,Female,17455,10854,15523,10520,140,451,19067
2011,Mumbai Suburban,40-44,Female,54590,28383,40565,27634,390,1318,62476
2011,Nagpur,40-44,Female,19480,21883,21549,14762,49,482,22965
2011,Nanded,40-44,Female,10605,3578,4088,2478,11,72,2935
2011,Nandurbar,40-44,Female,3458,1799,2481,1361,1,49,1124
2011,Nashik,40-44,Female,28194,14649,16900,7086,46,413,12427
2011,Parbhani,40-44,Female,6058,1922,2312,1146,4,36,1253
2011,Pune,40-44,Female,50425,23314,33321,16003,262,1381,40387
2011,Raigad,40-44,Female,16210,8411,7935,4620,32,218,7812
2011,Ratnagiri,40-44,Female,17128,4451,4649,1639,4,109,2937
2011,Sangli,40-44,Female,21475,8393,11184,3331,18,220,5485
2011,Satara,40-44,Female,24096,9993,11917,3501,18,167,6021
2011,Sindhudurg,40-44,Female,9992,3580,3645,1387,3,59,1702
2011,Solapur,40-44,Female,24181,8319,9504,3375,13,179,5441
2011,Thane,40-44,Female,50491,30511,44498,29209,274,1339,46565
2011,Wardha,40-44,Female,6994,6487,5376,3657,3,74,3234
2011,Washim,40-44,Female,5319,1946,2292,1324,1,15,907
2011,Yavatmal,40-44,Female,11698,6210,6065,3284,2,73,3243
1991,Ahilyanagar,45-49,Male,16630,10350,8660,1050,240,430,3630
1991,Amravati,45-49,Male,10916,9000,6770,1420,0,720,2758
1991,Beed,45-49,Male,6810,4720,3260,400,30,480,1340
1991,Buldhana,45-49,Male,9910,8030,4400,690,10,590,1230
1991,Chandrapur,45-49,Male,8710,5160,4500,840,10,700,1630
1991,Chhatrapati Sambhaji Nagar,45-49,Male,10440,5750,4720,880,20,560,3200
1991,Dharashiv,45-49,Male,5800,3790,2550,540,60,90,1340
1991,Gadchiroli,45-49,Male,3170,1460,930,120,10,200,270
1991,Jalgaon,45-49,Male,15670,12440,11739,870,230,1700,3470
1991,Jalna,45-49,Male,6523,3300,2400,280,10,250,870
1991,Kolhapur,45-49,Male,14050,12611,10640,1542,60,1190,4150
1991,Latur,45-49,Male,5960,4400,2720,550,0,960,1700
1991,Nagpur,45-49,Male,15610,10570,12320,2840,60,1100,8080
1991,Nashik,45-49,Male,16250,11730,11090,1248,40,2440,3940
1991,Parbhani,45-49,Male,8948,4890,3340,550,150,240,1580
1991,Pune,45-49,Male,23060,21610,23560,2900,80,3210,11370
1991,Raigad,45-49,Male,9100,5290,4030,390,80,460,1200
1991,Ratnagiri,45-49,Male,8040,4850,2910,230,10,210,770
1991,Sangli,45-49,Male,9769,9800,7150,1060,80,470,3260
1991,Satara,45-49,Male,11960,11490,8210,600,20,830,2700
1991,Sindhudurg,45-49,Male,5960,4177,2570,140,20,80,660
1991,Solapur,45-49,Male,13742,10680,7920,1040,10,930,3420
1991,Thane,45-49,Male,19440,17400,26490,3970,230,2140,8790
1991,Wardha,45-49,Male,5480,3760,3585,700,40,330,1490
1991,Yavatmal,45-49,Male,8850,5640,4780,1160,0,640,1830
2001,Ahilyanagar,45-49,Male,17626,7563,18193,3643,17,574,9332
2001,Akola,45-49,Male,6885,4461,7665,2412,5,142,4146
2001,Amravati,45-49,Male,10852,7773,10663,3695,3,343,6684
2001,Beed,45-49,Male,7164,3352,6964,2162,3,192,4506
2001,Bhandara,45-49,Male,4644,3870,4886,1639,1,86,2406
2001,Buldhana,45-49,Male,9465,5690,9816,2364,4,211,3702
2001,Chandrapur,45-49,Male,8467,5745,7592,2678,7,251,4273
2001,Chhatrapati Sambhaji Nagar,45-49,Male,9136,5229,10779,3074,12,628,7698
2001,Dharashiv,45-49,Male,4855,3271,5798,1542,0,91,2929
2001,Dhule,45-49,Male,7040,2891,7671,1658,6,457,3607
2001,Gadchiroli,45-49,Male,3136,1417,1707,547,1,24,978
2001,Gondia,45-49,Male,5931,3715,4318,1177,1,59,1563
2001,Hingoli,45-49,Male,3342,1684,2155,635,0,31,1232
2001,Jalgaon,45-49,Male,18197,8446,19433,3889,15,1050,7546
2001,Jalna,45-49,Male,5615,3231,4339,960,1,43,1731
2001,Kolhapur,45-49,Male,19086,7009,19895,3839,19,601,11120
2001,Latur,45-49,Male,5654,3938,7310,2585,7,227,4964
2001,Mumbai City,45-49,Male,18041,12638,27213,8809,41,710,14597
2001,Mumbai Suburban,45-49,Male,40830,26935,64761,21634,178,2882,46541
2001,Nagpur,45-49,Male,14250,13170,18201,7553,22,1049,16493
2001,Nanded,45-49,Male,8396,4339,8012,2767,4,245,5396
2001,Nandurbar,45-49,Male,3539,1373,3702,936,9,122,1662
2001,Nashik,45-49,Male,19261,8982,22443,4587,26,1781,11038
2001,Parbhani,45-49,Male,4985,2784,3908,1163,2,113,2898
2001,Pune,45-49,Male,31460,16137,40372,9490,92,4093,27050
2001,Raigad,45-49,Male,11204,5155,9312,1998,8,424,3861
2001,Ratnagiri,45-49,Male,9828,3481,6059,966,4,141,2184
2001,Sangli,45-49,Male,13950,5241,13253,2946,13,410,7802
2001,Satara,45-49,Male,15422,6666,15794,2712,13,365,7485
2001,Sindhudurg,45-49,Male,5798,2492,4755,929,4,78,1612
2001,Solapur,45-49,Male,18011,7166,14778,3443,13,381,7806
2001,Thane,45-49,Male,31693,18641,54938,17050,115,3166,32798
2001,Wardha,45-49,Male,5355,4012,5348,1899,4,113,2943
2001,Washim,45-49,Male,4292,2048,3612,1167,0,38,1328
2001,Yavatmal,45-49,Male,10411,5675,7709,2709,2,183,4241
2011,Ahilyanagar,45-49,Male,18770,12638,17959,7668,67,1525,13670
2011,Akola,45-49,Male,7442,6098,7362,5339,13,418,5393
2011,Amravati,45-49,Male,12981,11804,11084,8044,25,702,9927
2011,Beed,45-49,Male,8841,4695,7615,3834,8,481,4924
2011,Bhandara,45-49,Male,4398,4481,4087,3227,12,269,3697
2011,Buldhana,45-49,Male,9967,7987,9238,4172,19,457,4905
2011,Chandrapur,45-49,Male,8363,7764,7417,6102,36,866,6495
2011,Chhatrapati Sambhaji Nagar,45-49,Male,12787,7866,14140,8003,61,2052,11155
2011,Dharashiv,45-49,Male,6052,4353,6038,2887,13,335,3520
2011,Dhule,45-49,Male,6644,4148,6808,3544,35,681,5962
2011,Gadchiroli,45-49,Male,3244,2164,1770,1554,4,89,1804
2011,Gondia,45-49,Male,5836,3761,3833,2858,10,160,3281
2011,Hingoli,45-49,Male,4017,2139,2419,1169,2,92,1543
2011,Jalgaon,45-49,Male,17263,11700,16481,7968,145,1930,11915
2011,Jalna,45-49,Male,7015,3782,4690,2052,12,200,2287
2011,Kolhapur,45-49,Male,18588,12369,21727,9461,99,1677,13922
2011,Latur,45-49,Male,7305,4981,8534,4399,35,677,5668
2011,Mumbai City,45-49,Male,14530,13529,21727,14216,123,1166,18369
2011,Mumbai Suburban,45-49,Male,43864,36361,61206,38966,492,4560,57569
2011,Nagpur,45-49,Male,16457,18863,20233,16406,67,2120,25314
2011,Nanded,45-49,Male,10697,5639,7687,5007,31,585,7047
2011,Nandurbar,45-49,Male,3248,1995,3243,2051,20,283,2956
2011,Nashik,45-49,Male,21496,16760,23509,10312,160,3297,19404
2011,Parbhani,45-49,Male,6303,3607,4367,2493,12,247,3245
2011,Pune,45-49,Male,36076,27620,44818,20757,852,6510,42606
2011,Raigad,45-49,Male,11780,10185,11818,6409,144,1363,9042
2011,Ratnagiri,45-49,Male,11278,7027,7262,2395,19,503,3514
2011,Sangli,45-49,Male,13704,8659,14119,6575,89,1071,9132
2011,Satara,45-49,Male,14722,11388,15290,6647,81,954,9556
2011,Sindhudurg,45-49,Male,5716,4927,5248,2165,7,180,2032
2011,Solapur,45-49,Male,18956,12619,14963,6563,137,1238,11174
2011,Thane,45-49,Male,40177,35034,60847,39048,561,5698,48145
2011,Wardha,45-49,Male,5488,5904,5109,4197,19,391,4931
2011,Washim,45-49,Male,5030,2850,3832,2511,7,154,2424
2011,Yavatmal,45-49,Male,10762,7887,7790,5311,19,474,5919
1991,Ahilyanagar,45-49,Female,6050,3302,1290,120,40,50,530
1991,Amravati,45-49,Female,8833,4480,1400,200,0,210,460
1991,Beed,45-49,Female,1950,940,380,40,0,20,60
1991,Buldhana,45-49,Female,4830,2070,420,70,10,90,40
1991,Chandrapur,45-49,Female,2460,1130,510,80,10,70,160
1991,Chhatrapati Sambhaji Nagar,45-49,Female,2980,1970,1040,130,0,30,510
1991,Dharashiv,45-49,Female,1660,1000,210,20,0,10,90
1991,Gadchiroli,45-49,Female,590,180,30,10,0,20,10
1991,Jalgaon,45-49,Female,9150,5730,1860,120,50,390,270
1991,Jalna,45-49,Female,1310,590,180,20,10,30,90
1991,Kolhapur,45-49,Female,6510,4310,1880,180,10,240,610
1991,Latur,45-49,Female,2100,1010,300,60,0,100,130
1991,Nagpur,45-49,Female,9240,4600,3680,700,70,440,2460
1991,Nashik,45-49,Female,6864,4940,2330,250,30,460,880
1991,Parbhani,45-49,Female,2230,980,350,40,30,22,110
1991,Pune,45-49,Female,11830,10720,8320,960,0,710,4720
1991,Raigad,45-49,Female,4590,2380,1130,60,0,140,400
1991,Ratnagiri,45-49,Female,5560,2350,620,40,0,70,150
1991,Sangli,45-49,Female,4730,3050,1420,170,10,50,670
1991,Satara,45-49,Female,6970,3881,1510,90,40,290,410
1991,Sindhudurg,45-49,Female,5090,2140,560,30,0,10,120
1991,Solapur,45-49,Female,5530,3513,1370,160,10,260,300
1991,Thane,45-49,Female,10260,9670,8980,800,220,530,2240
1991,Wardha,45-49,Female,3460,1510,650,120,0,150,170
1991,Yavatmal,45-49,Female,3880,1812,920,30,0,120,90
2001,Ahilyanagar,45-49,Female,12502,2670,4995,807,2,36,1977
2001,Akola,45-49,Female,6257,2456,3391,608,0,16,1055
2001,Amravati,45-49,Female,9704,4787,6071,1114,0,29,1802
2001,Beed,45-49,Female,3697,902,1434,320,0,13,464
2001,Bhandara,45-49,Female,2795,1834,1492,274,1,13,444
2001,Buldhana,45-49,Female,6694,1841,2436,375,0,14,540
2001,Chandrapur,45-49,Female,5121,2516,2458,493,2,17,908
2001,Chhatrapati Sambhaji Nagar,45-49,Female,5584,1591,3201,742,0,32,2015
2001,Dharashiv,45-49,Female,3735,951,1251,209,1,4,288
2001,Dhule,45-49,Female,6697,1521,2519,395,0,11,833
2001,Gadchiroli,45-49,Female,1004,404,378,95,0,3,97
2001,Gondia,45-49,Female,2968,1141,1032,201,0,4,332
2001,Hingoli,45-49,Female,1532,330,393,90,0,2,86
2001,Jalgaon,45-49,Female,14896,3962,6941,1166,2,36,1678
2001,Jalna,45-49,Female,2311,614,770,155,0,3,179
2001,Kolhapur,45-49,Female,15805,2953,6837,1178,6,46,2613
2001,Latur,45-49,Female,4430,1259,1667,457,1,3,606
2001,Mumbai City,45-49,Female,16653,5914,13852,4413,26,196,10719
2001,Mumbai Suburban,45-49,Female,38442,12766,35071,11615,90,537,30071
2001,Nagpur,45-49,Female,11238,8385,10298,2703,14,88,7579
2001,Nanded,45-49,Female,4617,1204,1765,479,1,6,705
2001,Nandurbar,45-49,Female,2544,739,1177,202,0,5,304
2001,Nashik,45-49,Female,15589,4457,8521,1537,12,83,3715
2001,Parbhani,45-49,Female,2562,744,1047,257,1,7,332
2001,Pune,45-49,Female,28387,7368,19162,4493,53,340,15237
2001,Raigad,45-49,Female,8191,1665,3187,664,2,27,1447
2001,Ratnagiri,45-49,Female,8695,1141,2251,326,0,17,818
2001,Sangli,45-49,Female,13148,2281,4647,868,0,40,1995
2001,Satara,45-49,Female,16518,2697,5251,729,2,22,1862
2001,Sindhudurg,45-49,Female,6584,822,1656,372,1,11,670
2001,Solapur,45-49,Female,12034,2559,4565,1033,0,38,1702
2001,Thane,45-49,Female,28712,10200,27898,6909,40,326,13957
2001,Wardha,45-49,Female,4304,2267,2557,517,1,15,814
2001,Washim,45-49,Female,2652,753,889,166,0,6,192
2001,Yavatmal,45-49,Female,6711,2494,2665,702,1,19,861
2011,Ahilyanagar,45-49,Female,17828,6287,7950,2493,10,176,3723
2011,Akola,45-49,Female,8834,4263,4844,2013,2,50,2252
2011,Amravati,45-49,Female,14176,9451,8839,3997,11,66,4497
2011,Beed,45-49,Female,5972,1777,2377,912,4,46,971
2011,Bhandara,45-49,Female,4234,3102,2346,1105,2,44,1324
2011,Buldhana,45-49,Female,9187,3419,3517,1194,5,31,1129
2011,Chandrapur,45-49,Female,7922,4699,4008,2106,4,59,2331
2011,Chhatrapati Sambhaji Nagar,45-49,Female,9595,3486,5478,2624,19,142,4286
2011,Dharashiv,45-49,Female,6149,1816,2221,677,2,33,599
2011,Dhule,45-49,Female,7765,2988,3765,1339,5,54,1714
2011,Gadchiroli,45-49,Female,1692,883,734,430,1,22,389
2011,Gondia,45-49,Female,4547,1879,1829,825,2,27,980
2011,Hingoli,45-49,Female,2265,609,688,238,0,8,202
2011,Jalgaon,45-49,Female,18368,7003,9502,3666,9,142,3877
2011,Jalna,45-49,Female,3792,1244,1430,495,1,29,594
2011,Kolhapur,45-49,Female,22838,6597,11375,3265,17,215,5062
2011,Latur,45-49,Female,7083,2462,3277,1087,5,64,1234
2011,Mumbai City,45-49,Female,16455,8797,13260,8930,99,334,15640
2011,Mumbai Suburban,45-49,Female,47933,21041,34375,24904,249,910,48797
2011,Nagpur,45-49,Female,17195,15646,15872,8852,28,288,16352
2011,Nanded,45-49,Female,7154,2239,2661,1407,6,48,1585
2011,Nandurbar,45-49,Female,2991,1390,1775,704,1,30,591
2011,Nashik,45-49,Female,22078,10164,12879,4391,29,292,7967
2011,Parbhani,45-49,Female,4087,1205,1592,676,3,28,772
2011,Pune,45-49,Female,41174,16100,25872,12266,168,758,28125
2011,Raigad,45-49,Female,13119,5376,5716,3231,22,119,4535
2011,Ratnagiri,45-49,Female,12652,2811,3382,1113,7,75,1782
2011,Sangli,45-49,Female,17786,5358,7892,2233,20,142,3687
2011,Satara,45-49,Female,21155,6240,8024,2195,11,106,3572
2011,Sindhudurg,45-49,Female,8612,2220,2677,1024,2,35,1031
2011,Solapur,45-49,Female,17937,5391,7014,2266,16,106,3581
2011,Thane,45-49,Female,44221,22911,38194,23434,154,871,31953
2011,Wardha,45-49,Female,6456,4642,3694,1729,2,31,1891
2011,Washim,45-49,Female,3986,1210,1486,659,1,22,437
2011,Yavatmal,45-49,Female,9301,4119,3940,1798,1,44,1828
1991,Ahilyanagar,50-54,Male,13650,9040,4570,520,70,200,1630
1991,Amravati,50-54,Male,10200,6050,4190,810,0,550,1700
1991,Beed,50-54,Male,5850,3100,1945,290,30,260,650
1991,Buldhana,50-54,Male,8360,5900,1970,290,10,500,860
1991,Chandrapur,50-54,Male,6880,2980,2150,400,10,260,1000
1991,Chhatrapati Sambhaji Nagar,50-54,Male,8030,3820,2730,230,10,290,1800
1991,Dharashiv,50-54,Male,4760,2530,1840,370,10,70,690
1991,Gadchiroli,50-54,Male,2390,1050,530,60,0,120,110
1991,Jalgaon,50-54,Male,13580,10330,6450,780,110,1090,1970
1991,Jalna,50-54,Male,5150,2260,1123,220,0,150,360
1991,Kolhapur,50-54,Male,12020,10413,6300,530,10,830,1950
1991,Latur,50-54,Male,6000,4117,1470,440,0,530,810
1991,Nagpur,50-54,Male,13640,7170,7660,1914,100,820,5270
1991,Nashik,50-54,Male,12630,9090,6030,730,20,1240,2180
1991,Parbhani,50-54,Male,7520,3320,2000,280,110,130,740
1991,Pune,50-54,Male,18940,16480,14450,1900,70,2030,8370
1991,Raigad,50-54,Male,6820,3480,2410,180,40,270,770
1991,Ratnagiri,50-54,Male,6990,3350,1670,170,0,140,650
1991,Sangli,50-54,Male,8660,8660,3970,480,30,240,1850
1991,Satara,50-54,Male,10757,9420,4300,400,50,540,1710
1991,Sindhudurg,50-54,Male,5450,3150,1750,150,20,130,450
1991,Solapur,50-54,Male,11620,8560,4730,460,20,560,1850
1991,Thane,50-54,Male,14500,11930,17210,2230,190,1530,5850
1991,Wardha,50-54,Male,5110,2820,1750,370,10,440,850
1991,Yavatmal,50-54,Male,7410,4060,2580,360,40,300,1040
2001,Ahilyanagar,50-54,Male,12866,4399,12186,2143,11,508,6812
2001,Akola,50-54,Male,4885,3146,5870,1586,4,177,3393
2001,Amravati,50-54,Male,7673,5762,8595,2557,8,364,5784
2001,Beed,50-54,Male,4673,1978,4426,1225,3,132,2833
2001,Bhandara,50-54,Male,2817,2498,4041,1091,3,84,1932
2001,Buldhana,50-54,Male,6818,3572,7046,1539,3,168,3123
2001,Chandrapur,50-54,Male,4855,3841,6377,1701,5,189,3018
2001,Chhatrapati Sambhaji Nagar,50-54,Male,6033,2938,6838,1880,7,501,5300
2001,Dharashiv,50-54,Male,3319,1727,3863,1012,1,62,2254
2001,Dhule,50-54,Male,5373,1855,5341,953,3,399,2886
2001,Gadchiroli,50-54,Male,1745,844,1240,394,0,33,603
2001,Gondia,50-54,Male,3942,2245,3372,825,2,90,1341
2001,Hingoli,50-54,Male,2157,1082,1597,424,3,28,891
2001,Jalgaon,50-54,Male,12452,5807,14114,2390,13,898,5790
2001,Jalna,50-54,Male,3718,1849,2769,653,1,30,1208
2001,Kolhapur,50-54,Male,15144,4829,15580,2653,11,672,7976
2001,Latur,50-54,Male,4048,2356,5055,1744,3,181,3938
2001,Mumbai City,50-54,Male,13997,9071,22484,7068,33,901,12202
2001,Mumbai Suburban,50-54,Male,29627,17360,50606,17035,144,3565,36501
2001,Nagpur,50-54,Male,9608,9465,14874,5458,25,982,13369
2001,Nanded,50-54,Male,5654,2749,5736,1906,1,173,3879
2001,Nandurbar,50-54,Male,2559,841,2426,536,5,141,1176
2001,Nashik,50-54,Male,14478,5848,16015,2902,27,1847,8685
2001,Parbhani,50-54,Male,3343,1714,2770,820,4,74,1992
2001,Pune,50-54,Male,24350,10442,31371,6963,62,3957,21143
2001,Raigad,50-54,Male,8261,3289,6493,1357,9,322,2368
2001,Ratnagiri,50-54,Male,7334,2300,4699,692,1,122,1560
2001,Sangli,50-54,Male,11568,3631,10544,1961,17,539,5828
2001,Satara,50-54,Male,13121,4792,12518,1790,10,402,5415
2001,Sindhudurg,50-54,Male,4666,1806,3576,708,2,74,1122
2001,Solapur,50-54,Male,14070,4525,11173,2445,6,400,5707
2001,Thane,50-54,Male,22917,11967,40991,11359,85,2910,20760
2001,Wardha,50-54,Male,3356,2738,4615,1382,2,151,2547
2001,Washim,50-54,Male,2790,1219,2757,731,0,41,1115
2001,Yavatmal,50-54,Male,6245,3764,6461,1929,2,181,3345
2011,Ahilyanagar,50-54,Male,15870,9166,16864,5223,47,994,9536
