Year,District,Select School Management Type,Social Category,Female,Male
2017,Yavatmal,Local body,ST,342.0,773.0
2017,Yavatmal,Local body,ORC,,
2017,Yavatmal,Local body,Others,393.0,1204.0
2017,Yavatmal,Others,General,15.0,88.0
2017,Yavatmal,Others,OBC,35.0,66.0
2017,Yavatmal,Others,SC,19.0,48.0
2017,Yavatmal,Others,ST,9.0,25.0
2017,Yavatmal,Others,ORC,,
2017,Yavatmal,Others,Others,13.0,53.0
2018,Ahilyanagar,Government Aided,General,2052.0,5078.0
2018,Ahilyanagar,Government Aided,OBC,884.0,2039.0
2018,Ahilyanagar,Government Aided,SC,467.0,1079.0
2018,Ahilyanagar,Government Aided,ST,213.0,610.0
2018,Ahilyanagar,Government Aided,ORC,242.0,1065.0
2018,Ahilyanagar,Government Aided,Others,26.0,39.0
2018,Ahilyanagar,Private Unaided,General,2609.0,1503.0
2018,Ahilyanagar,Private Unaided,OBC,611.0,429.0
2018,Ahilyanagar,Private Unaided,SC,342.0,267.0
2018,Ahilyanagar,Private Unaided,ST,64.0,66.0
2018,Ahilyanagar,Private Unaided,ORC,180.0,241.0
2018,Ahilyanagar,Private Unaided,Others,39.0,7.0
2018,Ahilyanagar,Local body,General,2304.0,2964.0
2018,Ahilyanagar,Local body,OBC,1312.0,1583.0
2018,Ahilyanagar,Local body,SC,580.0,910.0
2018,Ahilyanagar,Local body,ST,187.0,820.0
2018,Ahilyanagar,Local body,ORC,448.0,833.0
2018,Ahilyanagar,Local body,Others,25.0,14.0
2018,Ahilyanagar,Others,General,89.0,123.0
2018,Ahilyanagar,Others,OBC,30.0,61.0
2018,Ahilyanagar,Others,SC,23.0,32.0
2018,Ahilyanagar,Others,ST,5.0,11.0
2018,Ahilyanagar,Others,ORC,9.0,27.0
2018,Ahilyanagar,Others,Others,1.0,1.0
2018,Akola,Government Aided,General,619.0,1681.0
2018,Akola,Government Aided,OBC,492.0,1348.0
2018,Akola,Government Aided,SC,175.0,412.0
2018,Akola,Government Aided,ST,75.0,210.0
2018,Akola,Government Aided,ORC,62.0,197.0
2018,Akola,Government Aided,Others,15.0,40.0
2018,Akola,Private Unaided,General,918.0,427.0
2018,Akola,Private Unaided,OBC,1009.0,351.0
2018,Akola,Private Unaided,SC,235.0,143.0
2018,Akola,Private Unaided,ST,28.0,18.0
2018,Akola,Private Unaided,ORC,72.0,31.0
2018,Akola,Private Unaided,Others,29.0,11.0
2018,Akola,Local body,General,491.0,773.0
2018,Akola,Local body,OBC,782.0,1111.0
2018,Akola,Local body,SC,180.0,284.0
2018,Akola,Local body,ST,83.0,157.0
2018,Akola,Local body,ORC,115.0,204.0
2018,Akola,Local body,Others,20.0,19.0
2018,Akola,Others,General,18.0,25.0
2018,Akola,Others,OBC,13.0,29.0
2018,Akola,Others,SC,12.0,13.0
2018,Akola,Others,ST,,3.0
2018,Akola,Others,ORC,2.0,1.0
2018,Akola,Others,Others,,
2018,Amravati,Government Aided,General,856.0,1322.0
2018,Amravati,Government Aided,OBC,1313.0,2469.0
2018,Amravati,Government Aided,SC,356.0,696.0
2018,Amravati,Government Aided,ST,156.0,301.0
2018,Amravati,Government Aided,ORC,174.0,386.0
2018,Amravati,Government Aided,Others,9.0,7.0
2018,Amravati,Private Unaided,General,713.0,325.0
2018,Amravati,Private Unaided,OBC,1446.0,402.0
2018,Amravati,Private Unaided,SC,266.0,115.0
2018,Amravati,Private Unaided,ST,29.0,21.0
2018,Amravati,Private Unaided,ORC,74.0,44.0
2018,Amravati,Private Unaided,Others,16.0,5.0
2018,Amravati,Local body,General,576.0,856.0
2018,Amravati,Local body,OBC,1686.0,1994.0
2018,Amravati,Local body,SC,411.0,536.0
2018,Amravati,Local body,ST,156.0,341.0
2018,Amravati,Local body,ORC,232.0,378.0
2018,Amravati,Local body,Others,19.0,7.0
2018,Amravati,Others,General,21.0,45.0
2018,Amravati,Others,OBC,77.0,104.0
2018,Amravati,Others,SC,27.0,52.0
2018,Amravati,Others,ST,10.0,25.0
2018,Amravati,Others,ORC,9.0,18.0
2018,Amravati,Others,Others,,
2018,Beed,Government Aided,General,1272.0,4353.0
2018,Beed,Government Aided,OBC,341.0,1336.0
2018,Beed,Government Aided,SC,199.0,739.0
2018,Beed,Government Aided,ST,67.0,188.0
2018,Beed,Government Aided,ORC,234.0,1350.0
2018,Beed,Government Aided,Others,2.0,1.0
2018,Beed,Private Unaided,General,951.0,1019.0
2018,Beed,Private Unaided,OBC,199.0,255.0
2018,Beed,Private Unaided,SC,123.0,169.0
2018,Beed,Private Unaided,ST,17.0,23.0
2018,Beed,Private Unaided,ORC,153.0,271.0
2018,Beed,Private Unaided,Others,2.0,
2018,Beed,Local body,General,1423.0,2783.0
2018,Beed,Local body,OBC,596.0,1277.0
2018,Beed,Local body,SC,361.0,796.0
2018,Beed,Local body,ST,84.0,349.0
2018,Beed,Local body,ORC,595.0,1639.0
2018,Beed,Local body,Others,6.0,5.0
2018,Beed,Others,General,35.0,49.0
2018,Beed,Others,OBC,21.0,26.0
2018,Beed,Others,SC,7.0,24.0
2018,Beed,Others,ST,,3.0
2018,Beed,Others,ORC,8.0,16.0
2018,Beed,Others,Others,1.0,
2018,Bhandara,Government Aided,General,92.0,121.0
2018,Bhandara,Government Aided,OBC,607.0,1552.0
2018,Bhandara,Government Aided,SC,192.0,446.0
2018,Bhandara,Government Aided,ST,40.0,133.0
2018,Bhandara,Government Aided,ORC,38.0,168.0
2018,Bhandara,Government Aided,Others,3.0,1.0
2018,Bhandara,Private Unaided,General,223.0,71.0
2018,Bhandara,Private Unaided,OBC,640.0,194.0
2018,Bhandara,Private Unaided,SC,174.0,97.0
2018,Bhandara,Private Unaided,ST,21.0,10.0
2018,Bhandara,Private Unaided,ORC,24.0,13.0
2018,Bhandara,Private Unaided,Others,6.0,1.0
2018,Bhandara,Local body,General,47.0,51.0
2018,Bhandara,Local body,OBC,751.0,1434.0
2018,Bhandara,Local body,SC,211.0,372.0
2018,Bhandara,Local body,ST,56.0,122.0
2018,Bhandara,Local body,ORC,55.0,169.0
2018,Bhandara,Local body,Others,1.0,4.0
2018,Bhandara,Others,General,6.0,10.0
2018,Bhandara,Others,OBC,21.0,21.0
2018,Bhandara,Others,SC,15.0,15.0
2018,Bhandara,Others,ST,4.0,7.0
2018,Bhandara,Others,ORC,2.0,2.0
2018,Bhandara,Others,Others,,
2018,Buldhana,Government Aided,General,471.0,2190.0
2018,Buldhana,Government Aided,OBC,377.0,1850.0
2018,Buldhana,Government Aided,SC,130.0,616.0
2018,Buldhana,Government Aided,ST,55.0,302.0
2018,Buldhana,Government Aided,ORC,46.0,489.0
2018,Buldhana,Government Aided,Others,,
2018,Buldhana,Private Unaided,General,766.0,576.0
2018,Buldhana,Private Unaided,OBC,836.0,744.0
2018,Buldhana,Private Unaided,SC,164.0,227.0
2018,Buldhana,Private Unaided,ST,10.0,30.0
2018,Buldhana,Private Unaided,ORC,55.0,94.0
2018,Buldhana,Private Unaided,Others,,
2018,Buldhana,Local body,General,531.0,1573.0
2018,Buldhana,Local body,OBC,789.0,2586.0
2018,Buldhana,Local body,SC,268.0,726.0
2018,Buldhana,Local body,ST,67.0,280.0
2018,Buldhana,Local body,ORC,195.0,742.0
2018,Buldhana,Local body,Others,,
2018,Buldhana,Others,General,2.0,16.0
2018,Buldhana,Others,OBC,13.0,41.0
2018,Buldhana,Others,SC,4.0,14.0
2018,Buldhana,Others,ST,,1.0
2018,Buldhana,Others,ORC,2.0,5.0
2018,Buldhana,Others,Others,,
2018,Chandrapur,Government Aided,General,312.0,518.0
2018,Chandrapur,Government Aided,OBC,590.0,2216.0
2018,Chandrapur,Government Aided,SC,222.0,678.0
2018,Chandrapur,Government Aided,ST,162.0,446.0
2018,Chandrapur,Government Aided,ORC,128.0,332.0
2018,Chandrapur,Government Aided,Others,9.0,15.0
2018,Chandrapur,Private Unaided,General,877.0,284.0
2018,Chandrapur,Private Unaided,OBC,1023.0,468.0
2018,Chandrapur,Private Unaided,SC,564.0,283.0
2018,Chandrapur,Private Unaided,ST,83.0,65.0
2018,Chandrapur,Private Unaided,ORC,98.0,61.0
2018,Chandrapur,Private Unaided,Others,46.0,12.0
2018,Chandrapur,Local body,General,209.0,201.0
2018,Chandrapur,Local body,OBC,931.0,1859.0
2018,Chandrapur,Local body,SC,403.0,807.0
2018,Chandrapur,Local body,ST,194.0,756.0
2018,Chandrapur,Local body,ORC,110.0,346.0
2018,Chandrapur,Local body,Others,26.0,15.0
2018,Chandrapur,Others,General,27.0,67.0
2018,Chandrapur,Others,OBC,39.0,65.0
2018,Chandrapur,Others,SC,25.0,37.0
2018,Chandrapur,Others,ST,5.0,16.0
2018,Chandrapur,Others,ORC,12.0,5.0
2018,Chandrapur,Others,Others,,3.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,General,2953.0,4462.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,OBC,732.0,1598.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,SC,406.0,776.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,ST,134.0,316.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,ORC,169.0,512.0
2018,Chhatrapati Sambhaji Nagar,Government Aided,Others,2.0,8.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,General,4592.0,2510.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,OBC,902.0,522.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,SC,522.0,400.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,ST,60.0,77.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,ORC,185.0,186.0
2018,Chhatrapati Sambhaji Nagar,Private Unaided,Others,29.0,8.0
2018,Chhatrapati Sambhaji Nagar,Local body,General,1866.0,2631.0
2018,Chhatrapati Sambhaji Nagar,Local body,OBC,895.0,1538.0
2018,Chhatrapati Sambhaji Nagar,Local body,SC,442.0,691.0
2018,Chhatrapati Sambhaji Nagar,Local body,ST,140.0,418.0
2018,Chhatrapati Sambhaji Nagar,Local body,ORC,362.0,731.0
2018,Chhatrapati Sambhaji Nagar,Local body,Others,17.0,8.0
2018,Chhatrapati Sambhaji Nagar,Others,General,40.0,67.0
2018,Chhatrapati Sambhaji Nagar,Others,OBC,8.0,29.0
2018,Chhatrapati Sambhaji Nagar,Others,SC,33.0,37.0
2018,Chhatrapati Sambhaji Nagar,Others,ST,3.0,4.0
2018,Chhatrapati Sambhaji Nagar,Others,ORC,5.0,17.0
2018,Chhatrapati Sambhaji Nagar,Others,Others,,2.0
2018,Dharashiv,Government Aided,General,585.0,2199.0
2018,Dharashiv,Government Aided,OBC,147.0,723.0
2018,Dharashiv,Government Aided,SC,94.0,508.0
2018,Dharashiv,Government Aided,ST,40.0,159.0
2018,Dharashiv,Government Aided,ORC,66.0,362.0
2018,Dharashiv,Government Aided,Others,,
2018,Dharashiv,Private Unaided,General,540.0,354.0
2018,Dharashiv,Private Unaided,OBC,119.0,79.0
2018,Dharashiv,Private Unaided,SC,60.0,91.0
2018,Dharashiv,Private Unaided,ST,13.0,12.0
2018,Dharashiv,Private Unaided,ORC,45.0,66.0
2018,Dharashiv,Private Unaided,Others,,
2018,Dharashiv,Local body,General,836.0,1810.0
2018,Dharashiv,Local body,OBC,378.0,840.0
2018,Dharashiv,Local body,SC,194.0,516.0
2018,Dharashiv,Local body,ST,66.0,212.0
2018,Dharashiv,Local body,ORC,160.0,388.0
2018,Dharashiv,Local body,Others,1.0,2.0
2018,Dharashiv,Others,General,13.0,27.0
2018,Dharashiv,Others,OBC,9.0,10.0
2018,Dharashiv,Others,SC,2.0,13.0
2018,Dharashiv,Others,ST,1.0,1.0
2018,Dharashiv,Others,ORC,2.0,4.0
2018,Dharashiv,Others,Others,,
2018,Dhule,Government Aided,General,761.0,2554.0
2018,Dhule,Government Aided,OBC,825.0,2272.0
2018,Dhule,Government Aided,SC,162.0,337.0
2018,Dhule,Government Aided,ST,155.0,429.0
2018,Dhule,Government Aided,ORC,51.0,259.0
2018,Dhule,Government Aided,Others,8.0,22.0
2018,Dhule,Private Unaided,General,476.0,338.0
2018,Dhule,Private Unaided,OBC,469.0,336.0
2018,Dhule,Private Unaided,SC,70.0,60.0
2018,Dhule,Private Unaided,ST,44.0,62.0
2018,Dhule,Private Unaided,ORC,24.0,40.0
2018,Dhule,Private Unaided,Others,12.0,5.0
2018,Dhule,Local body,General,560.0,706.0
2018,Dhule,Local body,OBC,495.0,733.0
2018,Dhule,Local body,SC,127.0,204.0
2018,Dhule,Local body,ST,228.0,727.0
2018,Dhule,Local body,ORC,79.0,191.0
2018,Dhule,Local body,Others,19.0,28.0
2018,Dhule,Others,General,18.0,68.0
2018,Dhule,Others,OBC,28.0,93.0
2018,Dhule,Others,SC,9.0,21.0
2018,Dhule,Others,ST,14.0,46.0
2018,Dhule,Others,ORC,3.0,9.0
2018,Dhule,Others,Others,1.0,2.0
2018,Gadchiroli,Government Aided,General,85.0,342.0
2018,Gadchiroli,Government Aided,OBC,220.0,1289.0
2018,Gadchiroli,Government Aided,SC,105.0,480.0
2018,Gadchiroli,Government Aided,ST,77.0,299.0
2018,Gadchiroli,Government Aided,ORC,50.0,204.0
2018,Gadchiroli,Government Aided,Others,8.0,20.0
2018,Gadchiroli,Private Unaided,General,184.0,94.0
2018,Gadchiroli,Private Unaided,OBC,264.0,207.0
2018,Gadchiroli,Private Unaided,SC,127.0,128.0
2018,Gadchiroli,Private Unaided,ST,50.0,38.0
2018,Gadchiroli,Private Unaided,ORC,28.0,34.0
2018,Gadchiroli,Private Unaided,Others,6.0,3.0
2018,Gadchiroli,Local body,General,105.0,267.0
2018,Gadchiroli,Local body,OBC,398.0,985.0
2018,Gadchiroli,Local body,SC,212.0,527.0
2018,Gadchiroli,Local body,ST,298.0,1074.0
2018,Gadchiroli,Local body,ORC,100.0,253.0
2018,Gadchiroli,Local body,Others,20.0,21.0
2018,Gadchiroli,Others,General,9.0,27.0
2018,Gadchiroli,Others,OBC,44.0,167.0
2018,Gadchiroli,Others,SC,25.0,109.0
2018,Gadchiroli,Others,ST,23.0,85.0
2018,Gadchiroli,Others,ORC,10.0,51.0
2018,Gadchiroli,Others,Others,1.0,5.0
2018,Gondia,Government Aided,General,139.0,332.0
2018,Gondia,Government Aided,OBC,428.0,1650.0
2018,Gondia,Government Aided,SC,185.0,470.0
2018,Gondia,Government Aided,ST,57.0,169.0
2018,Gondia,Government Aided,ORC,51.0,181.0
2018,Gondia,Government Aided,Others,4.0,9.0
2018,Gondia,Private Unaided,General,291.0,163.0
2018,Gondia,Private Unaided,OBC,669.0,389.0
2018,Gondia,Private Unaided,SC,153.0,128.0
2018,Gondia,Private Unaided,ST,39.0,26.0
2018,Gondia,Private Unaided,ORC,26.0,17.0
2018,Gondia,Private Unaided,Others,14.0,
2018,Gondia,Local body,General,81.0,131.0
2018,Gondia,Local body,OBC,652.0,1974.0
2018,Gondia,Local body,SC,188.0,521.0
2018,Gondia,Local body,ST,92.0,252.0
2018,Gondia,Local body,ORC,79.0,207.0
2018,Gondia,Local body,Others,8.0,5.0
2018,Gondia,Others,General,5.0,23.0
2018,Gondia,Others,OBC,41.0,82.0
2018,Gondia,Others,SC,21.0,44.0
2018,Gondia,Others,ST,8.0,13.0
2018,Gondia,Others,ORC,5.0,12.0
2018,Gondia,Others,Others,,2.0
2018,Hingoli,Government Aided,General,269.0,1306.0
2018,Hingoli,Government Aided,OBC,89.0,437.0
2018,Hingoli,Government Aided,SC,44.0,271.0
2018,Hingoli,Government Aided,ST,29.0,107.0
2018,Hingoli,Government Aided,ORC,32.0,273.0
2018,Hingoli,Government Aided,Others,2.0,1.0
2018,Hingoli,Private Unaided,General,288.0,506.0
2018,Hingoli,Private Unaided,OBC,125.0,170.0
2018,Hingoli,Private Unaided,SC,47.0,151.0
2018,Hingoli,Private Unaided,ST,14.0,17.0
2018,Hingoli,Private Unaided,ORC,28.0,73.0
2018,Hingoli,Private Unaided,Others,5.0,5.0
2018,Hingoli,Local body,General,465.0,1299.0
2018,Hingoli,Local body,OBC,256.0,756.0
2018,Hingoli,Local body,SC,100.0,471.0
2018,Hingoli,Local body,ST,42.0,285.0
2018,Hingoli,Local body,ORC,91.0,352.0
2018,Hingoli,Local body,Others,2.0,7.0
2018,Hingoli,Others,General,9.0,37.0
2018,Hingoli,Others,OBC,3.0,18.0
2018,Hingoli,Others,SC,6.0,10.0
2018,Hingoli,Others,ST,,3.0
2018,Hingoli,Others,ORC,,5.0
2018,Hingoli,Others,Others,,2.0
2018,Jalgaon,Government Aided,General,1429.0,4305.0
2018,Jalgaon,Government Aided,OBC,1341.0,3759.0
2018,Jalgaon,Government Aided,SC,374.0,984.0
2018,Jalgaon,Government Aided,ST,200.0,549.0
2018,Jalgaon,Government Aided,ORC,161.0,625.0
2018,Jalgaon,Government Aided,Others,,
2018,Jalgaon,Private Unaided,General,888.0,659.0
2018,Jalgaon,Private Unaided,OBC,1283.0,730.0
2018,Jalgaon,Private Unaided,SC,197.0,146.0
2018,Jalgaon,Private Unaided,ST,58.0,62.0
2018,Jalgaon,Private Unaided,ORC,72.0,74.0
2018,Jalgaon,Private Unaided,Others,,
2018,Jalgaon,Local body,General,1049.0,2027.0
2018,Jalgaon,Local body,OBC,1027.0,2126.0
2018,Jalgaon,Local body,SC,295.0,535.0
2018,Jalgaon,Local body,ST,144.0,382.0
2018,Jalgaon,Local body,ORC,100.0,319.0
2018,Jalgaon,Local body,Others,,
2018,Jalgaon,Others,General,43.0,92.0
2018,Jalgaon,Others,OBC,53.0,93.0
2018,Jalgaon,Others,SC,19.0,36.0
2018,Jalgaon,Others,ST,14.0,25.0
2018,Jalgaon,Others,ORC,5.0,12.0
2018,Jalgaon,Others,Others,,
2018,Jalna,Government Aided,General,565.0,2143.0
2018,Jalna,Government Aided,OBC,151.0,856.0
2018,Jalna,Government Aided,SC,83.0,409.0
2018,Jalna,Government Aided,ST,24.0,165.0
2018,Jalna,Government Aided,ORC,45.0,357.0
2018,Jalna,Government Aided,Others,,
2018,Jalna,Private Unaided,General,890.0,1141.0
2018,Jalna,Private Unaided,OBC,232.0,266.0
2018,Jalna,Private Unaided,SC,116.0,161.0
2018,Jalna,Private Unaided,ST,14.0,22.0
2018,Jalna,Private Unaided,ORC,70.0,118.0
2018,Jalna,Private Unaided,Others,1.0,
2018,Jalna,Local body,General,748.0,2010.0
2018,Jalna,Local body,OBC,377.0,1126.0
2018,Jalna,Local body,SC,192.0,541.0
2018,Jalna,Local body,ST,46.0,255.0
2018,Jalna,Local body,ORC,180.0,750.0
2018,Jalna,Local body,Others,1.0,2.0
2018,Jalna,Others,General,23.0,32.0
2018,Jalna,Others,OBC,2.0,16.0
2018,Jalna,Others,SC,5.0,5.0
2018,Jalna,Others,ST,,
2018,Jalna,Others,ORC,4.0,3.0
2018,Jalna,Others,Others,,
2018,Kolhapur,Government Aided,General,2056.0,4549.0
2018,Kolhapur,Government Aided,OBC,668.0,1346.0
2018,Kolhapur,Government Aided,SC,432.0,1050.0
2018,Kolhapur,Government Aided,ST,56.0,213.0
2018,Kolhapur,Government Aided,ORC,213.0,527.0
2018,Kolhapur,Government Aided,Others,,8.0
2018,Kolhapur,Private Unaided,General,2627.0,1054.0
2018,Kolhapur,Private Unaided,OBC,413.0,191.0
2018,Kolhapur,Private Unaided,SC,265.0,210.0
2018,Kolhapur,Private Unaided,ST,19.0,20.0
2018,Kolhapur,Private Unaided,ORC,84.0,50.0
2018,Kolhapur,Private Unaided,Others,20.0,8.0
2018,Kolhapur,Local body,General,1580.0,3235.0
2018,Kolhapur,Local body,OBC,833.0,1133.0
2018,Kolhapur,Local body,SC,468.0,781.0
2018,Kolhapur,Local body,ST,81.0,183.0
2018,Kolhapur,Local body,ORC,250.0,462.0
2018,Kolhapur,Local body,Others,10.0,9.0
2018,Kolhapur,Others,General,13.0,30.0
2018,Kolhapur,Others,OBC,1.0,10.0
2018,Kolhapur,Others,SC,7.0,10.0
2018,Kolhapur,Others,ST,,1.0
2018,Kolhapur,Others,ORC,1.0,4.0
2018,Kolhapur,Others,Others,,
2018,Latur,Government Aided,General,1607.0,4662.0
2018,Latur,Government Aided,OBC,489.0,1688.0
2018,Latur,Government Aided,SC,247.0,914.0
2018,Latur,Government Aided,ST,86.0,277.0
2018,Latur,Government Aided,ORC,148.0,749.0
2018,Latur,Government Aided,Others,1.0,1.0
2018,Latur,Private Unaided,General,1337.0,1143.0
2018,Latur,Private Unaided,OBC,272.0,273.0
2018,Latur,Private Unaided,SC,187.0,199.0
2018,Latur,Private Unaided,ST,17.0,40.0
2018,Latur,Private Unaided,ORC,91.0,104.0
2018,Latur,Private Unaided,Others,1.0,
2018,Latur,Local body,General,782.0,1878.0
2018,Latur,Local body,OBC,565.0,941.0
2018,Latur,Local body,SC,266.0,532.0
2018,Latur,Local body,ST,121.0,297.0
2018,Latur,Local body,ORC,182.0,453.0
2018,Latur,Local body,Others,,1.0
2018,Latur,Others,General,14.0,35.0
2018,Latur,Others,OBC,4.0,17.0
2018,Latur,Others,SC,1.0,9.0
2018,Latur,Others,ST,2.0,
2018,Latur,Others,ORC,3.0,5.0
2018,Latur,Others,Others,,
2018,Mumbai City,Government Aided,General,9277.0,4889.0
2018,Mumbai City,Government Aided,OBC,1032.0,1086.0
2018,Mumbai City,Government Aided,SC,733.0,574.0
2018,Mumbai City,Government Aided,ST,169.0,207.0
2018,Mumbai City,Government Aided,ORC,265.0,428.0
2018,Mumbai City,Government Aided,Others,3.0,
2018,Mumbai City,Private Unaided,General,15423.0,3269.0
2018,Mumbai City,Private Unaided,OBC,240.0,93.0
2018,Mumbai City,Private Unaided,SC,256.0,130.0
2018,Mumbai City,Private Unaided,ST,19.0,11.0
2018,Mumbai City,Private Unaided,ORC,36.0,20.0
2018,Mumbai City,Private Unaided,Others,1.0,
2018,Mumbai City,Others,General,461.0,160.0
2018,Mumbai City,Others,OBC,32.0,39.0
2018,Mumbai City,Others,SC,34.0,21.0
2018,Mumbai City,Others,ST,13.0,12.0
2018,Mumbai City,Others,ORC,2.0,
2018,Mumbai City,Others,Others,,
2018,Mumbai Suburban,Government Aided,General,2077.0,315.0
2018,Mumbai Suburban,Government Aided,OBC,470.0,100.0
2018,Mumbai Suburban,Government Aided,SC,343.0,65.0
2018,Mumbai Suburban,Government Aided,ST,55.0,26.0
2018,Mumbai Suburban,Government Aided,ORC,85.0,27.0
2018,Mumbai Suburban,Government Aided,Others,30.0,6.0
2018,Mumbai Suburban,Private Unaided,General,6272.0,389.0
2018,Mumbai Suburban,Private Unaided,OBC,266.0,50.0
2018,Mumbai Suburban,Private Unaided,SC,256.0,33.0
2018,Mumbai Suburban,Private Unaided,ST,22.0,8.0
2018,Mumbai Suburban,Private Unaided,ORC,50.0,9.0
2018,Mumbai Suburban,Private Unaided,Others,71.0,21.0
2018,Mumbai Suburban,Local body,General,3790.0,2104.0
2018,Mumbai Suburban,Local body,OBC,1089.0,989.0
2018,Mumbai Suburban,Local body,SC,789.0,419.0
2018,Mumbai Suburban,Local body,ST,156.0,275.0
2018,Mumbai Suburban,Local body,ORC,308.0,316.0
2018,Mumbai Suburban,Local body,Others,44.0,26.0
2018,Mumbai Suburban,Others,General,1062.0,111.0
2018,Mumbai Suburban,Others,OBC,58.0,5.0
2018,Mumbai Suburban,Others,SC,69.0,13.0
2018,Mumbai Suburban,Others,ST,3.0,2.0
2018,Mumbai Suburban,Others,ORC,6.0,
2018,Mumbai Suburban,Others,Others,26.0,
2018,Nagpur,Government Aided,General,3298.0,1785.0
2018,Nagpur,Government Aided,OBC,2721.0,3377.0
2018,Nagpur,Government Aided,SC,926.0,972.0
2018,Nagpur,Government Aided,ST,313.0,357.0
2018,Nagpur,Government Aided,ORC,355.0,497.0
2018,Nagpur,Government Aided,Others,21.0,14.0
2018,Nagpur,Private Unaided,General,5665.0,881.0
2018,Nagpur,Private Unaided,OBC,3727.0,672.0
2018,Nagpur,Private Unaided,SC,1292.0,282.0
2018,Nagpur,Private Unaided,ST,216.0,53.0
2018,Nagpur,Private Unaided,ORC,213.0,56.0
2018,Nagpur,Private Unaided,Others,59.0,4.0
2018,Nagpur,Local body,General,481.0,153.0
2018,Nagpur,Local body,OBC,1927.0,1929.0
2018,Nagpur,Local body,SC,601.0,486.0
2018,Nagpur,Local body,ST,190.0,201.0
2018,Nagpur,Local body,ORC,281.0,279.0
2018,Nagpur,Local body,Others,47.0,8.0
2018,Nagpur,Others,General,158.0,170.0
2018,Nagpur,Others,OBC,116.0,68.0
2018,Nagpur,Others,SC,116.0,65.0
2018,Nagpur,Others,ST,18.0,9.0
2018,Nagpur,Others,ORC,8.0,6.0
2018,Nagpur,Others,Others,1.0,
2018,Nanded,Government Aided,General,1374.0,4481.0
2018,Nanded,Government Aided,OBC,377.0,1645.0
2018,Nanded,Government Aided,SC,252.0,1010.0
2018,Nanded,Government Aided,ST,119.0,339.0
2018,Nanded,Government Aided,ORC,90.0,603.0
2018,Nanded,Government Aided,Others,31.0,63.0
2018,Nanded,Private Unaided,General,1189.0,1248.0
2018,Nanded,Private Unaided,OBC,304.0,334.0
2018,Nanded,Private Unaided,SC,225.0,282.0
2018,Nanded,Private Unaided,ST,51.0,45.0
2018,Nanded,Private Unaided,ORC,71.0,110.0
2018,Nanded,Private Unaided,Others,34.0,26.0
2018,Nanded,Local body,General,1295.0,2945.0
2018,Nanded,Local body,OBC,675.0,1801.0
2018,Nanded,Local body,SC,336.0,907.0
2018,Nanded,Local body,ST,132.0,533.0
2018,Nanded,Local body,ORC,148.0,530.0
2018,Nanded,Local body,Others,52.0,95.0
2018,Nanded,Others,General,49.0,122.0
2018,Nanded,Others,OBC,28.0,65.0
2018,Nanded,Others,SC,14.0,56.0
2018,Nanded,Others,ST,9.0,26.0
2018,Nanded,Others,ORC,2.0,30.0
2018,Nanded,Others,Others,1.0,
2018,Nandurbar,Government Aided,General,315.0,1293.0
2018,Nandurbar,Government Aided,OBC,474.0,1443.0
2018,Nandurbar,Government Aided,SC,74.0,292.0
2018,Nandurbar,Government Aided,ST,255.0,573.0
2018,Nandurbar,Government Aided,ORC,44.0,223.0
2018,Nandurbar,Government Aided,Others,3.0,15.0
2018,Nandurbar,Private Unaided,General,193.0,187.0
2018,Nandurbar,Private Unaided,OBC,222.0,204.0
2018,Nandurbar,Private Unaided,SC,40.0,64.0
2018,Nandurbar,Private Unaided,ST,78.0,170.0
2018,Nandurbar,Private Unaided,ORC,12.0,28.0
2018,Nandurbar,Private Unaided,Others,5.0,1.0
2018,Nandurbar,Local body,General,300.0,582.0
2018,Nandurbar,Local body,OBC,369.0,607.0
2018,Nandurbar,Local body,SC,68.0,209.0
2018,Nandurbar,Local body,ST,304.0,1561.0
2018,Nandurbar,Local body,ORC,81.0,189.0
2018,Nandurbar,Local body,Others,2.0,11.0
2018,Nandurbar,Others,General,20.0,132.0
2018,Nandurbar,Others,OBC,24.0,145.0
2018,Nandurbar,Others,SC,15.0,61.0
2018,Nandurbar,Others,ST,103.0,297.0
2018,Nandurbar,Others,ORC,5.0,19.0
2018,Nandurbar,Others,Others,1.0,6.0
2018,Nashik,Government Aided,General,3520.0,5149.0
2018,Nashik,Government Aided,OBC,1300.0,2400.0
2018,Nashik,Government Aided,SC,456.0,851.0
2018,Nashik,Government Aided,ST,517.0,1223.0
2018,Nashik,Government Aided,ORC,316.0,844.0
2018,Nashik,Government Aided,Others,16.0,18.0
2018,Nashik,Private Unaided,General,4050.0,1335.0
2018,Nashik,Private Unaided,OBC,1416.0,674.0
2018,Nashik,Private Unaided,SC,401.0,197.0
2018,Nashik,Private Unaided,ST,172.0,161.0
2018,Nashik,Private Unaided,ORC,181.0,101.0
2018,Nashik,Private Unaided,Others,20.0,6.0
