Year,District,Taluka,Size Class,Total Holdings Number,Total Holdings Area,Area Classified as Cultivated,Area Classified as Uncultivated,Area Not Available For Agriculture,Net Sown Area,Current Fallow,Actually Uncultivated Area,Other Fallow Land,Cultivable Waste Land
2015,Amravati,Chikhaldara,Small (1 to 2 ha),4467,6033,5829,205,0,5616,212,205,0,0
2015,Amravati,Daryapur,Small (1 to 2 ha),16742,20698,20472,226,0,19090,1382,226,0,0
2015,Amravati,Dhamangaon Railway,Small (1 to 2 ha),15023,21002,20358,644,0,19790,567,644,0,0
2015,Amravati,Dharni,Small (1 to 2 ha),6678,7370,6894,477,0,6688,205,477,0,0
2015,Amravati,Morshi,Small (1 to 2 ha),17572,22207,21452,755,0,20606,847,755,0,0
2015,Amravati,Nandgaon-Khandeshwar,Small (1 to 2 ha),17022,21756,21632,124,0,21012,621,124,0,0
2015,Amravati,Tivasa,Small (1 to 2 ha),13225,16208,15785,423,0,14444,1341,423,0,0
2015,Amravati,Warud,Small (1 to 2 ha),15609,19855,19167,687,0,18195,972,687,0,0
2000,Amravati,Aanjangoan,Semimedium (2 to 4 ha),4296,11713,11594,21,97,11549,45,6,1,14
2000,Amravati,Achalpur,Semimedium (2 to 4 ha),5587,14997,14924,58,15,14720,204,17,32,9
2000,Amravati,Amravati,Semimedium (2 to 4 ha),5808,15767,15176,417,174,14827,350,95,155,167
2000,Amravati,Bhatkulee,Semimedium (2 to 4 ha),4907,13293,13186,24,83,12819,367,3,13,8
2000,Amravati,Chandur Railway,Semimedium (2 to 4 ha),4179,11859,11621,173,65,11237,383,26,92,55
2000,Amravati,Chandurbajar,Semimedium (2 to 4 ha),5536,16173,16133,12,29,15883,250,6,6,0
2000,Amravati,Chikhaldara,Semimedium (2 to 4 ha),2801,7828,7776,32,20,7234,542,1,17,14
2000,Amravati,Daryapur,Semimedium (2 to 4 ha),6394,19381,19285,46,50,19221,64,8,11,27
2000,Amravati,Dhamangoan,Semimedium (2 to 4 ha),5815,15101,14583,324,193,13734,849,33,91,200
2000,Amravati,Dharnee,Semimedium (2 to 4 ha),4861,13191,12989,130,72,12783,206,14,37,79
2000,Amravati,Mosshi,Semimedium (2 to 4 ha),6729,17755,17586,133,36,17094,492,11,76,45
2000,Amravati,Nandgoan Khand,Semimedium (2 to 4 ha),6895,18575,18282,177,116,17709,573,49,79,49
2000,Amravati,Tiwasa,Semimedium (2 to 4 ha),4080,10910,10367,431,111,10252,116,28,18,385
2000,Amravati,Varud,Semimedium (2 to 4 ha),5414,15190,14863,157,170,14301,562,38,56,64
2010,Amravati,Achalpur,Semimedium (2 to 4 ha),5615,14799,14493,141,166,13918,574,67,72,1
2010,Amravati,Amravati,Semimedium (2 to 4 ha),6122,16142,16062,77,3,15860,202,65,0,11
2010,Amravati,Anjangaon,Semimedium (2 to 4 ha),4258,11319,11301,0,18,11081,220,0,0,0
2010,Amravati,Bhatkuli,Semimedium (2 to 4 ha),4999,13403,12997,0,406,12964,33,0,0,0
2010,Amravati,Chandpurbajar,Semimedium (2 to 4 ha),5792,15388,15317,18,53,15116,201,9,0,9
2010,Amravati,Chandur Railway,Semimedium (2 to 4 ha),4559,12174,12044,2,127,11768,276,0,2,1
2010,Amravati,Chikaldhara,Semimedium (2 to 4 ha),3328,9051,8520,0,532,8486,34,0,0,0
2010,Amravati,Daryapur,Semimedium (2 to 4 ha),7074,18982,18951,0,32,18031,920,0,0,0
2010,Amravati,Dhamangaon Railway,Semimedium (2 to 4 ha),6793,18164,17843,29,292,17228,615,16,13,0
2010,Amravati,Dharani,Semimedium (2 to 4 ha),5030,13343,12987,3,353,12890,96,3,0,0
2010,Amravati,Morshi,Semimedium (2 to 4 ha),6139,16260,15782,62,415,15408,375,32,16,14
2010,Amravati,Nandgaon Khandeshwari,Semimedium (2 to 4 ha),6335,16682,16546,54,82,16231,315,3,51,1
2010,Amravati,Tiwasa,Semimedium (2 to 4 ha),4558,12197,12185,12,0,12165,21,0,0,12
2010,Amravati,Varur,Semimedium (2 to 4 ha),4784,12567,12471,27,70,11971,500,0,5,21
2015,Amravati,Achalpur,Semimedium (2 to 4 ha),5774,15008,14200,809,0,13790,410,809,0,0
2015,Amravati,Amravati,Semimedium (2 to 4 ha),7601,18665,17537,1127,0,15639,1899,1127,0,0
2015,Amravati,Anjangaon,Semimedium (2 to 4 ha),5211,12542,11876,667,0,11252,623,667,0,0
2015,Amravati,Bhatkuli,Semimedium (2 to 4 ha),5554,13717,12812,905,0,12200,612,905,0,0
2015,Amravati,Chandur Railway,Semimedium (2 to 4 ha),5370,13541,12208,1333,0,11716,492,1333,0,0
2015,Amravati,Chandurbazar,Semimedium (2 to 4 ha),6651,16937,15762,1175,0,15527,235,1175,0,0
2015,Amravati,Chikhaldara,Semimedium (2 to 4 ha),3843,10006,9329,677,0,9160,169,677,0,0
2015,Amravati,Daryapur,Semimedium (2 to 4 ha),8633,21109,20355,753,0,19570,786,753,0,0
2015,Amravati,Dhamangaon Railway,Semimedium (2 to 4 ha),7013,19872,18443,1429,0,17705,738,1429,0,0
2015,Amravati,Dharni,Semimedium (2 to 4 ha),5918,14878,13586,1293,0,13219,366,1293,0,0
2015,Amravati,Morshi,Semimedium (2 to 4 ha),6573,16293,15119,1174,0,14218,901,1174,0,0
2015,Amravati,Nandgaon-Khandeshwar,Semimedium (2 to 4 ha),8877,21107,19947,1160,0,18515,1432,1160,0,0
2015,Amravati,Tivasa,Semimedium (2 to 4 ha),5841,14353,13312,1042,0,11740,1572,1042,0,0
2015,Amravati,Warud,Semimedium (2 to 4 ha),5748,14565,13766,799,0,13086,680,799,0,0
2000,Amravati,Aanjangoan,Medium (4 to 10 ha),2292,13620,13389,23,209,13332,56,1,15,6
2000,Amravati,Achalpur,Medium (4 to 10 ha),2019,11409,11358,26,25,11183,175,11,8,8
2000,Amravati,Amravati,Medium (4 to 10 ha),2674,15426,14843,413,170,14460,383,61,176,176
2000,Amravati,Bhatkulee,Medium (4 to 10 ha),2375,13791,13614,85,93,13205,409,10,67,8
2000,Amravati,Chandur Railway,Medium (4 to 10 ha),2010,12658,12385,219,54,11965,419,36,149,34
2000,Amravati,Chandurbajar,Medium (4 to 10 ha),2159,13209,13162,5,42,13000,162,3,2,0
2000,Amravati,Chikhaldara,Medium (4 to 10 ha),2138,12764,12695,58,10,11853,842,0,28,30
2000,Amravati,Daryapur,Medium (4 to 10 ha),3191,21178,21054,58,66,20949,105,9,23,26
2000,Amravati,Dhamangoan,Medium (4 to 10 ha),2339,13519,12962,399,159,11765,1196,29,145,225
2000,Amravati,Dharnee,Medium (4 to 10 ha),3142,17756,17530,143,84,17100,429,12,85,46
2000,Amravati,Mosshi,Medium (4 to 10 ha),2328,13085,12938,84,63,12534,404,4,53,27
2000,Amravati,Nandgoan Khand,Medium (4 to 10 ha),3229,18580,18138,275,168,17587,552,62,104,109
2000,Amravati,Tiwasa,Medium (4 to 10 ha),1494,8484,7929,430,125,7844,84,35,12,384
2000,Amravati,Varud,Medium (4 to 10 ha),1796,10840,10506,149,186,9788,718,17,10,122
2010,Amravati,Achalpur,Medium (4 to 10 ha),1384,7504,7327,50,127,6974,353,16,34,0
2010,Amravati,Amravati,Medium (4 to 10 ha),1845,10306,10213,66,28,10100,113,50,0,15
2010,Amravati,Anjangaon,Medium (4 to 10 ha),1403,7912,7860,0,51,7684,176,0,0,0
2010,Amravati,Bhatkuli,Medium (4 to 10 ha),1771,9996,9847,0,149,9840,7,0,0,0
2010,Amravati,Chandpurbajar,Medium (4 to 10 ha),1722,9627,9572,5,50,9393,179,0,5,0
2010,Amravati,Chandur Railway,Medium (4 to 10 ha),1752,9894,9751,29,114,9394,357,0,6,22
2010,Amravati,Chikaldhara,Medium (4 to 10 ha),1809,10449,10162,0,287,10093,70,0,0,0
2010,Amravati,Daryapur,Medium (4 to 10 ha),2836,16134,16087,0,47,15922,166,0,0,0
2010,Amravati,Dhamangaon Railway,Medium (4 to 10 ha),2511,14291,13807,82,403,13199,607,6,37,38
2010,Amravati,Dharani,Medium (4 to 10 ha),2472,14150,13901,11,238,13812,89,11,0,0
2010,Amravati,Morshi,Medium (4 to 10 ha),1875,10399,9910,61,428,9597,313,8,46,7
2010,Amravati,Nandgaon Khandeshwari,Medium (4 to 10 ha),2116,11989,11782,124,83,11580,202,0,124,0
2010,Amravati,Tiwasa,Medium (4 to 10 ha),1396,7821,7821,0,0,7820,1,0,0,0
2010,Amravati,Varur,Medium (4 to 10 ha),1037,5759,5615,24,120,5377,237,15,0,8
2015,Amravati,Achalpur,Medium (4 to 10 ha),1216,6503,6038,465,0,5398,641,465,0,0
2015,Amravati,Amravati,Medium (4 to 10 ha),2411,13739,12804,935,0,10812,1992,935,0,0
2015,Amravati,Anjangaon,Medium (4 to 10 ha),1384,7545,6926,618,0,6389,537,618,0,0
2015,Amravati,Bhatkuli,Medium (4 to 10 ha),1563,8568,7677,891,0,6824,854,891,0,0
2015,Amravati,Chandur Railway,Medium (4 to 10 ha),2102,11487,9993,1494,0,9084,909,1494,0,0
2015,Amravati,Chandurbazar,Medium (4 to 10 ha),1930,10640,9781,858,0,9066,715,858,0,0
2015,Amravati,Chikhaldara,Medium (4 to 10 ha),2162,12029,11413,616,0,11115,298,616,0,0
2015,Amravati,Daryapur,Medium (4 to 10 ha),3391,18890,18277,613,0,17605,672,613,0,0
2015,Amravati,Dhamangaon Railway,Medium (4 to 10 ha),2497,14038,12916,1122,0,12004,911,1122,0,0
2015,Amravati,Dharni,Medium (4 to 10 ha),3309,18213,16767,1446,0,15932,835,1446,0,0
2015,Amravati,Morshi,Medium (4 to 10 ha),1901,10297,9571,726,0,8315,1256,726,0,0
2015,Amravati,Nandgaon-Khandeshwar,Medium (4 to 10 ha),2491,14252,13452,800,0,10836,2617,800,0,0
2015,Amravati,Tivasa,Medium (4 to 10 ha),1761,9715,9181,535,0,7876,1305,535,0,0
2015,Amravati,Warud,Medium (4 to 10 ha),1486,8411,7988,423,0,7537,451,423,0,0
2010,Amravati,Achalpur,Large (>10 ha),68,1046,986,60,0,841,146,12,48,0
2010,Amravati,Amravati,Large (>10 ha),172,2469,2436,32,0,2384,52,2,12,18
2010,Amravati,Anjangaon,Large (>10 ha),93,1232,1232,0,0,1230,2,0,0,0
2010,Amravati,Bhatkuli,Large (>10 ha),161,2293,2290,0,3,2287,4,0,0,0
2010,Amravati,Chandpurbajar,Large (>10 ha),122,1737,1733,0,4,1726,7,0,0,0
2010,Amravati,Chandur Railway,Large (>10 ha),173,2595,2585,0,10,2381,204,0,0,0
2010,Amravati,Chikaldhara,Large (>10 ha),166,2148,2083,0,66,1854,228,0,0,0
2010,Amravati,Daryapur,Large (>10 ha),232,2949,2949,0,0,2874,75,0,0,0
2010,Amravati,Dhamangaon Railway,Large (>10 ha),257,3619,3417,103,100,3089,328,3,14,86
2010,Amravati,Dharani,Large (>10 ha),282,4096,4036,4,56,4029,7,4,0,0
2010,Amravati,Morshi,Large (>10 ha),135,1784,1674,4,106,1642,32,0,0,4
2010,Amravati,Nandgaon Khandeshwari,Large (>10 ha),224,3203,3118,71,14,3051,67,2,10,59
2010,Amravati,Tiwasa,Large (>10 ha),119,1678,1678,0,0,1672,6,0,0,0
2010,Amravati,Varur,Large (>10 ha),84,1174,1159,0,15,1055,104,0,0,0
2015,Amravati,Achalpur,Large (>10 ha),66,1881,1818,63,0,412,1406,63,0,0
2015,Amravati,Amravati,Large (>10 ha),249,3536,3471,66,0,2686,785,66,0,0
2015,Amravati,Anjangaon,Large (>10 ha),79,1058,1023,35,0,819,204,35,0,0
2015,Amravati,Bhatkuli,Large (>10 ha),98,1934,1881,53,0,1754,127,53,0,0
2015,Amravati,Chandur Railway,Large (>10 ha),152,2959,2878,81,0,2101,777,81,0,0
2015,Amravati,Chandurbazar,Large (>10 ha),107,1499,1441,58,0,1159,282,58,0,0
2015,Amravati,Chikhaldara,Large (>10 ha),127,1640,1581,60,0,1573,7,60,0,0
2015,Amravati,Daryapur,Large (>10 ha),214,2752,2633,119,0,2625,8,119,0,0
2015,Amravati,Dhamangaon Railway,Large (>10 ha),186,2566,2558,8,0,2144,413,8,0,0
2015,Amravati,Dharni,Large (>10 ha),194,3188,3159,29,0,2798,361,29,0,0
2015,Amravati,Morshi,Large (>10 ha),117,4428,4363,64,0,992,3371,64,0,0
2015,Amravati,Nandgaon-Khandeshwar,Large (>10 ha),272,3395,3217,178,0,2409,808,178,0,0
2015,Amravati,Tivasa,Large (>10 ha),130,2223,2016,206,0,1998,19,206,0,0
2015,Amravati,Warud,Large (>10 ha),139,2667,2644,22,0,1902,742,22,0,0
2000,Amravati,Aanjangoan,Large (>10 ha),132,1696,1692,0,4,1691,1,0,0,0
2000,Amravati,Achalpur,Large (>10 ha),125,1692,1692,0,0,1678,14,0,0,0
2000,Amravati,Amravati,Large (>10 ha),330,4988,4792,163,33,4611,180,68,28,67
2000,Amravati,Bhatkulee,Large (>10 ha),382,5136,5090,6,40,4987,102,1,3,3
2000,Amravati,Chandur Railway,Large (>10 ha),259,3929,3735,106,88,3527,209,2,98,6
2000,Amravati,Chandurbajar,Large (>10 ha),193,2748,2743,2,2,2706,37,2,1,0
2000,Amravati,Chikhaldara,Large (>10 ha),278,3773,3700,41,32,3332,368,0,3,39
2000,Amravati,Daryapur,Large (>10 ha),381,7014,7003,6,5,6932,71,0,2,4
2000,Amravati,Dhamangoan,Large (>10 ha),258,3624,3505,97,22,3275,230,45,6,45
2000,Amravati,Dharnee,Large (>10 ha),238,3093,3065,14,15,2748,316,1,6,7
2000,Amravati,Mosshi,Large (>10 ha),216,2785,2682,63,40,2620,62,0,41,22
2000,Amravati,Nandgoan Khand,Large (>10 ha),378,4973,4824,94,55,4628,196,13,73,8
2000,Amravati,Tiwasa,Large (>10 ha),140,1867,1743,120,4,1692,51,10,1,109
2000,Amravati,Varud,Large (>10 ha),134,2039,1914,72,52,1799,115,21,0,52
1995,Beed,Ambejogai,Marginal (Below 1 ha),14296,8330,8299,19,12,8154,145,4,14,1
1995,Beed,Ashti,Marginal (Below 1 ha),22100,11490,11468,6,15,11224,244,0,4,2
1995,Beed,Beed,Marginal (Below 1 ha),27816,13199,13099,78,23,12689,410,30,21,27
1995,Beed,Dharur,Marginal (Below 1 ha),21368,12237,12139,32,67,11681,458,8,20,4
1995,Beed,Georai,Marginal (Below 1 ha),22552,13255,13134,29,92,13119,15,0,2,27
1995,Beed,Kaij,Marginal (Below 1 ha),21368,12237,12139,32,67,11681,458,8,20,4
1995,Beed,Manjlegaon,Marginal (Below 1 ha),13968,8246,8215,7,24,8136,79,0,3,4
1995,Beed,Parali,Marginal (Below 1 ha),14296,8330,8299,19,12,8154,145,4,14,1
1995,Beed,Patoda,Marginal (Below 1 ha),22842,11356,11134,199,23,10557,577,12,49,138
2000,Beed,Aambejogai,Marginal (Below 1 ha),18294,10284,9998,157,128,9539,459,2,41,114
2000,Beed,Aashti,Marginal (Below 1 ha),27573,13957,13756,87,115,13357,399,3,35,49
2000,Beed,Adwani,Marginal (Below 1 ha),8368,4377,4312,8,57,4190,121,1,6,0
2000,Beed,Beed,Marginal (Below 1 ha),41473,19431,19237,79,115,19054,183,7,17,55
2000,Beed,Dharur,Marginal (Below 1 ha),10566,5460,5384,35,41,5341,44,5,21,10
