Year,District,Taluka,Size Class,Total Holdings Number,Total Holdings Area,Area Classified as Cultivated,Area Classified as Uncultivated,Area Not Available For Agriculture,Net Sown Area,Current Fallow,Actually Uncultivated Area,Other Fallow Land,Cultivable Waste Land
2015,Nagpur,Kalameshwar,Marginal (Below 1 ha),6759,3539,3442,97,0,3225,217,97,0,0
2015,Nagpur,Kamptee,Marginal (Below 1 ha),3926,2440,2401,39,0,2372,30,39,0,0
2015,Nagpur,Katol,Marginal (Below 1 ha),8457,5276,5151,126,0,4862,288,126,0,0
2015,Nagpur,Kuhi,Marginal (Below 1 ha),12813,7469,7448,21,0,7193,255,21,0,0
2015,Nagpur,Mauda,Marginal (Below 1 ha),12591,7371,7188,184,0,6889,299,184,0,0
2015,Nagpur,Nagpur (Rural),Marginal (Below 1 ha),2771,1886,1836,50,0,1718,118,50,0,0
2015,Nagpur,Nagpur (Urban),Marginal (Below 1 ha),0,0,0,0,0,0,0,0,0,0
2015,Nagpur,Narkhed,Marginal (Below 1 ha),11824,6342,6198,145,0,5979,219,145,0,0
2015,Nagpur,Parseoni,Marginal (Below 1 ha),6450,3149,3072,77,0,2966,106,77,0,0
2015,Nagpur,Ramtek,Marginal (Below 1 ha),7515,3605,3517,87,0,3291,226,87,0,0
2015,Nagpur,Savner,Marginal (Below 1 ha),7081,4053,3979,74,0,3971,8,74,0,0
2015,Nagpur,Umred,Marginal (Below 1 ha),5903,3513,3462,51,0,3262,200,51,0,0
2000,Nagpur,Bhiwapur,Small (1 to 2 ha),6320,9792,9783,4,5,9408,375,1,0,3
2000,Nagpur,Hingna,Small (1 to 2 ha),5808,8179,8059,79,41,7699,360,19,41,19
2000,Nagpur,Kalmeshwar,Small (1 to 2 ha),6363,9295,8632,566,96,8454,179,200,105,261
2000,Nagpur,Kamthi,Small (1 to 2 ha),5126,7219,7050,168,0,6899,151,125,16,27
2000,Nagpur,Katol,Small (1 to 2 ha),11283,16233,15962,171,99,15430,532,6,18,147
2000,Nagpur,Kuhi,Small (1 to 2 ha),9858,14951,14814,133,4,14111,703,87,35,12
2000,Nagpur,Mauda,Small (1 to 2 ha),7985,11427,11336,86,5,10870,466,3,28,55
2000,Nagpur,Nagpur City,Small (1 to 2 ha),270,387,349,0,37,338,11,0,0,0
2000,Nagpur,Nagpur Rural,Small (1 to 2 ha),5012,7240,7099,127,14,6684,415,10,66,51
2000,Nagpur,Narkhed,Small (1 to 2 ha),11145,15904,15723,90,92,15198,525,34,49,7
2000,Nagpur,Parshiwani,Small (1 to 2 ha),6753,9268,9147,87,35,8608,539,31,25,30
2000,Nagpur,Ramtek,Small (1 to 2 ha),5515,7948,7478,389,81,7059,419,283,67,38
2000,Nagpur,Sawner,Small (1 to 2 ha),8415,12266,12064,173,29,11739,325,97,29,47
2000,Nagpur,Umrer,Small (1 to 2 ha),6892,10074,10052,18,4,9657,395,0,11,7
2010,Nagpur,Bhivapur,Small (1 to 2 ha),7787,11239,11180,59,0,10758,422,54,4,0
2010,Nagpur,Hingna,Small (1 to 2 ha),6930,9967,9951,16,0,9339,613,0,15,1
2010,Nagpur,Kalameshwar,Small (1 to 2 ha),5361,7564,7479,20,66,7135,344,11,7,1
2010,Nagpur,Kamathi,Small (1 to 2 ha),4757,6697,6658,18,21,6635,23,18,0,0
2010,Nagpur,Katol,Small (1 to 2 ha),12645,18181,18145,36,0,17202,943,18,8,11
2010,Nagpur,Kuhi,Small (1 to 2 ha),11620,16642,16599,3,40,16301,298,3,0,0
2010,Nagpur,Manoda,Small (1 to 2 ha),9339,13337,13126,188,23,12990,135,4,13,171
2010,Nagpur,Nagpur City,Small (1 to 2 ha),46,65,65,0,0,52,13,0,0,0
2010,Nagpur,Nagpur Rural,Small (1 to 2 ha),5391,7722,7638,74,10,7203,436,21,28,24
2010,Nagpur,Narkhed,Small (1 to 2 ha),12705,17919,17769,54,96,17300,469,2,25,27
2010,Nagpur,Parshivani,Small (1 to 2 ha),6452,9115,9031,14,70,8877,154,0,13,0
2010,Nagpur,Ramtek,Small (1 to 2 ha),6154,8831,8771,41,19,8282,490,8,24,9
2010,Nagpur,Savner,Small (1 to 2 ha),8000,11422,11404,0,18,11392,12,0,0,0
2010,Nagpur,Umrer,Small (1 to 2 ha),7322,10592,10561,7,24,10092,469,4,3,0
2015,Nagpur,Bhiwapur,Small (1 to 2 ha),9233,12856,12430,426,0,12003,427,426,0,0
2015,Nagpur,Hingna,Small (1 to 2 ha),9043,10681,10427,254,0,9915,512,254,0,0
2015,Nagpur,Kalameshwar,Small (1 to 2 ha),6993,7953,7683,270,0,7359,324,270,0,0
2015,Nagpur,Kamptee,Small (1 to 2 ha),5772,7754,7604,150,0,7559,45,150,0,0
2015,Nagpur,Katol,Small (1 to 2 ha),14014,18007,17399,608,0,16640,759,608,0,0
2015,Nagpur,Kuhi,Small (1 to 2 ha),12215,18004,17783,221,0,17471,312,221,0,0
2015,Nagpur,Mauda,Small (1 to 2 ha),10311,15009,14571,438,0,14377,194,438,0,0
2015,Nagpur,Nagpur (Rural),Small (1 to 2 ha),5997,7884,7586,298,0,7229,356,298,0,0
2015,Nagpur,Nagpur (Urban),Small (1 to 2 ha),0,0,0,0,0,0,0,0,0,0
2015,Nagpur,Narkhed,Small (1 to 2 ha),14096,17544,16970,573,0,16713,258,573,0,0
2015,Nagpur,Parseoni,Small (1 to 2 ha),7766,10916,10622,295,0,10328,294,295,0,0
2015,Nagpur,Ramtek,Small (1 to 2 ha),7018,8413,8092,322,0,7703,389,322,0,0
2015,Nagpur,Savner,Small (1 to 2 ha),8931,11830,11602,228,0,11589,13,228,0,0
2015,Nagpur,Umred,Small (1 to 2 ha),8933,10731,10363,368,0,10069,295,368,0,0
2000,Nagpur,Bhiwapur,Semimedium (2 to 4 ha),4851,13374,13313,10,51,12833,480,4,7,0
2000,Nagpur,Hingna,Semimedium (2 to 4 ha),4450,11954,11626,239,89,11078,549,44,85,110
2000,Nagpur,Kalmeshwar,Semimedium (2 to 4 ha),4166,11408,10306,937,165,10001,305,240,318,379
2000,Nagpur,Kamthi,Semimedium (2 to 4 ha),3794,10437,10104,333,1,9929,174,241,32,60
2000,Nagpur,Katol,Semimedium (2 to 4 ha),5963,16038,15720,216,102,15044,676,10,56,150
2000,Nagpur,Kuhi,Semimedium (2 to 4 ha),7091,19522,19247,269,6,18290,957,146,97,26
2000,Nagpur,Mauda,Semimedium (2 to 4 ha),5711,15747,15581,141,25,14907,674,2,81,58
2000,Nagpur,Nagpur City,Semimedium (2 to 4 ha),223,640,568,30,42,568,0,0,0,30
2000,Nagpur,Nagpur Rural,Semimedium (2 to 4 ha),3807,10405,10139,261,5,9545,594,13,117,132
2000,Nagpur,Narkhed,Semimedium (2 to 4 ha),5311,14317,14165,85,67,13513,652,31,30,24
2000,Nagpur,Parshiwani,Semimedium (2 to 4 ha),4302,11720,11473,198,49,10880,593,42,102,53
2000,Nagpur,Ramtek,Semimedium (2 to 4 ha),3906,10767,10059,582,126,9395,663,428,85,69
2000,Nagpur,Sawner,Semimedium (2 to 4 ha),5158,14252,13835,384,33,13374,461,176,89,119
2000,Nagpur,Umrer,Semimedium (2 to 4 ha),5693,15401,15348,50,3,14702,646,1,4,45
2010,Nagpur,Bhivapur,Semimedium (2 to 4 ha),5207,14106,14034,72,0,13484,550,62,2,8
2010,Nagpur,Hingna,Semimedium (2 to 4 ha),5029,13516,13446,69,1,12387,1059,4,34,30
2010,Nagpur,Kalameshwar,Semimedium (2 to 4 ha),3028,8199,8032,56,110,7785,248,18,32,6
2010,Nagpur,Kamathi,Semimedium (2 to 4 ha),2837,7620,7562,33,24,7498,64,33,0,0
2010,Nagpur,Katol,Semimedium (2 to 4 ha),6263,16865,16802,63,0,15887,915,37,6,21
2010,Nagpur,Kuhi,Semimedium (2 to 4 ha),6713,18078,17996,10,71,17601,396,10,0,0
2010,Nagpur,Manoda,Semimedium (2 to 4 ha),5573,15110,14851,239,20,14698,153,0,22,216
2010,Nagpur,Nagpur City,Semimedium (2 to 4 ha),40,107,107,0,0,72,35,0,0,0
2010,Nagpur,Nagpur Rural,Semimedium (2 to 4 ha),3669,9906,9784,103,19,9027,757,21,59,22
2010,Nagpur,Narkhed,Semimedium (2 to 4 ha),5160,13797,13479,43,276,13104,376,3,19,21
2010,Nagpur,Parshivani,Semimedium (2 to 4 ha),3802,10283,10159,18,106,10031,128,0,18,0
2010,Nagpur,Ramtek,Semimedium (2 to 4 ha),3979,10859,10780,59,20,10154,626,8,31,20
2010,Nagpur,Savner,Semimedium (2 to 4 ha),4405,11960,11923,6,32,11912,10,0,0,6
2010,Nagpur,Umrer,Semimedium (2 to 4 ha),5412,14661,14584,37,40,13950,634,9,28,0
2015,Nagpur,Bhiwapur,Semimedium (2 to 4 ha),5657,15628,15069,559,0,14552,517,559,0,0
2015,Nagpur,Hingna,Semimedium (2 to 4 ha),6350,15992,15537,455,0,14446,1091,455,0,0
2015,Nagpur,Kalameshwar,Semimedium (2 to 4 ha),4020,9744,9054,690,0,8811,243,690,0,0
2015,Nagpur,Kamptee,Semimedium (2 to 4 ha),3190,8327,7863,464,0,7832,31,464,0,0
2015,Nagpur,Katol,Semimedium (2 to 4 ha),6884,17868,16480,1388,0,15997,483,1388,0,0
2015,Nagpur,Kuhi,Semimedium (2 to 4 ha),6691,17057,16656,401,0,16341,316,401,0,0
2015,Nagpur,Mauda,Semimedium (2 to 4 ha),6468,16035,15181,854,0,15013,168,854,0,0
2015,Nagpur,Nagpur (Rural),Semimedium (2 to 4 ha),4140,10237,9197,1041,0,8816,381,1041,0,0
2015,Nagpur,Nagpur (Urban),Semimedium (2 to 4 ha),0,0,0,0,0,0,0,0,0,0
2015,Nagpur,Narkhed,Semimedium (2 to 4 ha),5968,15695,14527,1168,0,14306,220,1168,0,0
2015,Nagpur,Parseoni,Semimedium (2 to 4 ha),4265,10552,9687,864,0,9525,162,864,0,0
2015,Nagpur,Ramtek,Semimedium (2 to 4 ha),4745,12404,11528,876,0,11133,395,876,0,0
2015,Nagpur,Savner,Semimedium (2 to 4 ha),5119,12770,12003,767,0,11996,7,767,0,0
2015,Nagpur,Umred,Semimedium (2 to 4 ha),6896,17360,16859,500,0,16373,486,500,0,0
2000,Nagpur,Bhiwapur,Medium (4 to 10 ha),2326,13003,12953,12,38,12437,515,0,12,0
2000,Nagpur,Hingna,Medium (4 to 10 ha),2043,11411,10954,320,137,10296,658,29,127,164
2000,Nagpur,Kalmeshwar,Medium (4 to 10 ha),1677,9329,8051,1164,114,7639,412,191,325,648
2000,Nagpur,Kamthi,Medium (4 to 10 ha),1622,9001,8588,413,1,8418,170,218,140,55
2000,Nagpur,Katol,Medium (4 to 10 ha),2401,13460,13173,196,91,12386,787,13,72,111
2000,Nagpur,Kuhi,Medium (4 to 10 ha),2943,16341,15999,337,5,15043,956,181,95,62
2000,Nagpur,Mauda,Medium (4 to 10 ha),2456,13593,13341,222,30,12643,698,35,145,41
2000,Nagpur,Nagpur City,Medium (4 to 10 ha),134,783,660,77,46,660,0,0,0,77
2000,Nagpur,Nagpur Rural,Medium (4 to 10 ha),1744,9881,9466,387,28,8379,1087,16,252,120
2000,Nagpur,Narkhed,Medium (4 to 10 ha),1802,9892,9671,106,114,9208,463,42,53,11
2000,Nagpur,Parshiwani,Medium (4 to 10 ha),1899,10469,10070,257,142,9403,667,77,101,79
2000,Nagpur,Ramtek,Medium (4 to 10 ha),1864,10403,9558,757,88,8871,687,400,205,152
2000,Nagpur,Sawner,Medium (4 to 10 ha),2106,11771,11157,596,18,10759,398,167,193,236
2000,Nagpur,Umrer,Medium (4 to 10 ha),3109,17452,17352,87,13,16485,867,0,29,58
2010,Nagpur,Bhivapur,Medium (4 to 10 ha),1848,10276,10201,74,1,9594,607,54,4,16
2010,Nagpur,Hingna,Medium (4 to 10 ha),2176,12264,12086,177,0,10737,1350,15,152,10
2010,Nagpur,Kalameshwar,Medium (4 to 10 ha),1053,5883,5583,136,164,5329,254,48,85,3
2010,Nagpur,Kamathi,Medium (4 to 10 ha),954,5270,5179,29,62,5127,52,24,2,2
2010,Nagpur,Katol,Medium (4 to 10 ha),2224,12400,12339,61,0,11132,1207,3,28,30
2010,Nagpur,Kuhi,Medium (4 to 10 ha),1849,10095,10037,4,54,9700,336,4,0,0
2010,Nagpur,Manoda,Medium (4 to 10 ha),1781,9641,9430,205,6,9339,92,7,11,188
2010,Nagpur,Nagpur City,Medium (4 to 10 ha),13,72,72,0,0,32,40,0,0,0
2010,Nagpur,Nagpur Rural,Medium (4 to 10 ha),1532,8535,8414,102,19,7712,702,8,59,35
2010,Nagpur,Narkhed,Medium (4 to 10 ha),1399,7646,7389,51,206,7037,353,1,23,27
2010,Nagpur,Parshivani,Medium (4 to 10 ha),1418,7709,7535,9,164,7354,181,0,9,0
2010,Nagpur,Ramtek,Medium (4 to 10 ha),1682,9394,9201,165,29,8636,565,2,84,78
2010,Nagpur,Savner,Medium (4 to 10 ha),1584,8755,8671,1,83,8652,19,0,0,1
2010,Nagpur,Umrer,Medium (4 to 10 ha),2467,13895,13710,133,52,12889,821,7,98,28
2015,Nagpur,Bhiwapur,Medium (4 to 10 ha),1979,10227,9808,419,0,9264,545,419,0,0
2015,Nagpur,Hingna,Medium (4 to 10 ha),2347,13022,12440,582,0,11262,1179,582,0,0
2015,Nagpur,Kalameshwar,Medium (4 to 10 ha),1444,7966,7155,811,0,6819,336,811,0,0
2015,Nagpur,Kamptee,Medium (4 to 10 ha),993,5325,4896,429,0,4844,51,429,0,0
2015,Nagpur,Katol,Medium (4 to 10 ha),2488,14194,13178,1016,0,11877,1300,1016,0,0
2015,Nagpur,Kuhi,Medium (4 to 10 ha),1420,7789,7563,226,0,7409,154,226,0,0
2015,Nagpur,Mauda,Medium (4 to 10 ha),1752,9318,8581,737,0,8461,120,737,0,0
2015,Nagpur,Nagpur (Rural),Medium (4 to 10 ha),1424,7968,7152,816,0,6548,604,816,0,0
2015,Nagpur,Nagpur (Urban),Medium (4 to 10 ha),0,0,0,0,0,0,0,0,0,0
2015,Nagpur,Narkhed,Medium (4 to 10 ha),1720,9565,8661,904,0,8171,490,904,0,0
2015,Nagpur,Parseoni,Medium (4 to 10 ha),1719,9856,8889,967,0,8610,279,967,0,0
2015,Nagpur,Ramtek,Medium (4 to 10 ha),2240,12434,11524,910,0,10703,821,910,0,0
2015,Nagpur,Savner,Medium (4 to 10 ha),1860,10489,9510,979,0,9486,25,979,0,0
2015,Nagpur,Umred,Medium (4 to 10 ha),2995,16578,15976,602,0,15336,640,602,0,0
2000,Nagpur,Bhiwapur,Large (>10 ha),251,3418,3362,29,27,3215,147,2,13,14
2000,Nagpur,Hingna,Large (>10 ha),169,2263,2121,121,21,1937,184,0,55,65
2000,Nagpur,Kalmeshwar,Large (>10 ha),150,1962,1575,374,13,1446,130,48,69,257
2000,Nagpur,Kamthi,Large (>10 ha),136,1850,1715,135,0,1698,17,68,36,31
2000,Nagpur,Katol,Large (>10 ha),191,2489,2402,30,56,2098,304,0,2,28
2000,Nagpur,Kuhi,Large (>10 ha),219,2997,2868,129,0,2713,156,58,41,29
2000,Nagpur,Mauda,Large (>10 ha),136,1748,1654,45,49,1566,89,0,45,0
2000,Nagpur,Nagpur City,Large (>10 ha),8,187,174,1,11,174,0,0,0,1
2000,Nagpur,Nagpur Rural,Large (>10 ha),128,1838,1735,101,2,1578,157,6,86,9
2000,Nagpur,Narkhed,Large (>10 ha),97,1151,1134,13,4,1105,29,1,12,0
2000,Nagpur,Parshiwani,Large (>10 ha),128,1809,1744,54,11,1499,245,17,5,31
2000,Nagpur,Ramtek,Large (>10 ha),158,2110,1855,225,30,1772,83,58,129,38
2000,Nagpur,Sawner,Large (>10 ha),141,1853,1708,114,31,1619,89,52,10,52
2000,Nagpur,Umrer,Large (>10 ha),262,3822,3660,159,3,3149,511,0,81,78
2010,Nagpur,Bhivapur,Large (>10 ha),145,2098,2054,44,0,1952,102,7,0,38
2010,Nagpur,Hingna,Large (>10 ha),204,2748,2662,86,0,1994,668,0,86,0
2010,Nagpur,Kalameshwar,Large (>10 ha),95,1432,1320,49,63,1185,135,0,0,49
2010,Nagpur,Kamathi,Large (>10 ha),63,841,815,8,18,811,4,8,0,0
2010,Nagpur,Katol,Large (>10 ha),170,2215,2184,31,0,1887,297,27,2,2
2010,Nagpur,Kuhi,Large (>10 ha),122,1707,1688,0,19,1665,23,0,0,0
2010,Nagpur,Manoda,Large (>10 ha),82,1246,1235,11,0,1235,0,0,1,10
2010,Nagpur,Nagpur City,Large (>10 ha),2,29,29,0,0,12,17,0,0,0
2010,Nagpur,Nagpur Rural,Large (>10 ha),107,1477,1455,21,0,1386,70,1,12,8
2010,Nagpur,Narkhed,Large (>10 ha),51,720,701,0,19,596,105,0,0,0
2010,Nagpur,Parshivani,Large (>10 ha),107,1618,1617,0,0,1553,64,0,0,0
2010,Nagpur,Ramtek,Large (>10 ha),150,2164,2141,16,6,2105,36,1,11,4
2010,Nagpur,Savner,Large (>10 ha),97,1260,1245,0,16,1237,8,0,0,0
2010,Nagpur,Umrer,Large (>10 ha),234,3663,3636,23,3,3264,372,0,23,0
2015,Nagpur,Bhiwapur,Large (>10 ha),129,1986,1946,40,0,1826,120,40,0,0
2015,Nagpur,Hingna,Large (>10 ha),226,3185,3095,89,0,2315,781,89,0,0
2015,Nagpur,Kalameshwar,Large (>10 ha),95,1372,1255,117,0,1109,145,117,0,0
2015,Nagpur,Kamptee,Large (>10 ha),69,938,867,71,0,862,6,71,0,0
2015,Nagpur,Katol,Large (>10 ha),224,3508,3427,80,0,2977,451,80,0,0
2015,Nagpur,Kuhi,Large (>10 ha),108,1896,1878,18,0,1827,51,18,0,0
2015,Nagpur,Mauda,Large (>10 ha),59,802,775,26,0,694,82,26,0,0
2015,Nagpur,Nagpur (Rural),Large (>10 ha),105,1326,1297,29,0,1190,107,29,0,0
2015,Nagpur,Nagpur (Urban),Large (>10 ha),0,0,0,0,0,0,0,0,0,0
2015,Nagpur,Narkhed,Large (>10 ha),100,1286,1255,32,0,1036,218,32,0,0
2015,Nagpur,Parseoni,Large (>10 ha),129,2216,2211,5,0,2016,195,5,0,0
2015,Nagpur,Ramtek,Large (>10 ha),198,2785,2714,72,0,2659,55,72,0,0
2015,Nagpur,Savner,Large (>10 ha),154,2338,2241,97,0,2225,16,97,0,0
2015,Nagpur,Umred,Large (>10 ha),244,3875,3844,30,0,3526,318,30,0,0
1995,Nanded,Bhokar,Marginal (Below 1 ha),10701,6687,6627,17,42,6367,260,2,3,12
1995,Nanded,Biloli,Marginal (Below 1 ha),29078,16403,16257,24,122,15916,341,6,2,16
1995,Nanded,Deglur,Marginal (Below 1 ha),12180,7376,7374,0,0,6936,438,0,0,0
1995,Nanded,Hadgaon,Marginal (Below 1 ha),12433,8292,8268,4,21,7827,441,0,3,1
1995,Nanded,Kandhar,Marginal (Below 1 ha),13691,6786,6740,0,45,6445,295,0,0,0
1995,Nanded,Kinwat,Marginal (Below 1 ha),4581,3185,3182,2,1,3083,99,0,1,1
1995,Nanded,Loha,Marginal (Below 1 ha),4581,3185,3182,2,1,3083,99,0,1,1
1995,Nanded,Mukhed,Marginal (Below 1 ha),13763,8363,8234,0,128,8082,152,0,0,0
1995,Nanded,Nanded,Marginal (Below 1 ha),17008,9720,9596,70,53,8845,751,4,50,16
2000,Nanded,Ardhapur,Marginal (Below 1 ha),7593,3944,3916,0,28,3736,180,0,0,0
2000,Nanded,Bhokar,Marginal (Below 1 ha),8204,5061,5054,1,6,4893,161,0,0,1
2000,Nanded,Bidoli,Marginal (Below 1 ha),16134,9522,9492,4,26,8990,503,0,3,1
2000,Nanded,Deglur,Marginal (Below 1 ha),16460,10383,10372,0,11,9873,499,0,0,0
2000,Nanded,Dharmabad,Marginal (Below 1 ha),7864,4204,4200,2,2,4158,43,1,1,0
2000,Nanded,Hadgoan,Marginal (Below 1 ha),14632,9345,9330,7,8,8881,449,3,4,0
2000,Nanded,Himayatnagar,Marginal (Below 1 ha),4795,3535,3525,1,10,3417,108,0,1,0
2000,Nanded,Kandhar,Marginal (Below 1 ha),21250,11318,11279,6,33,10699,580,4,2,0
2000,Nanded,Kinwat,Marginal (Below 1 ha),6259,4303,4154,1,148,4096,58,0,0,0
2000,Nanded,Loha,Marginal (Below 1 ha),21847,11903,11855,0,47,11608,248,0,0,0
2000,Nanded,Mahur,Marginal (Below 1 ha),3534,2633,2618,0,15,2536,82,0,0,0
2000,Nanded,Mudkhed,Marginal (Below 1 ha),8502,4872,4869,3,0,4616,253,0,3,0
2000,Nanded,Mukhed,Marginal (Below 1 ha),23242,13824,13728,95,0,13546,183,19,76,0
2000,Nanded,Naaygaon,Marginal (Below 1 ha),15604,8580,8530,0,49,8523,8,0,0,0
2000,Nanded,Nanded,Marginal (Below 1 ha),10060,5679,5655,14,10,5226,429,0,11,3
2000,Nanded,Umari,Marginal (Below 1 ha),8695,5228,5202,0,25,5111,91,0,0,0
2010,Nanded,Ardhapur,Marginal (Below 1 ha),8607,4738,4735,0,3,4623,112,0,0,0
2010,Nanded,Bhokar,Marginal (Below 1 ha),10623,6647,6647,0,0,4316,2330,0,0,0
2010,Nanded,Bolloli,Marginal (Below 1 ha),19888,11198,11198,0,0,11071,127,0,0,0
2010,Nanded,Deglur,Marginal (Below 1 ha),20561,12297,12297,0,0,12188,109,0,0,0
2010,Nanded,Dharmabad,Marginal (Below 1 ha),9767,5587,5551,0,37,5308,243,0,0,0
2010,Nanded,Hatgaon,Marginal (Below 1 ha),19410,11990,11990,0,0,11661,329,0,0,0
2010,Nanded,Himayatnagar,Marginal (Below 1 ha),7108,4683,4683,0,0,4578,105,0,0,0
2010,Nanded,Kandhar,Marginal (Below 1 ha),26322,13796,13796,0,0,13224,573,0,0,0
2010,Nanded,Kinvat,Marginal (Below 1 ha),9894,6680,6680,0,0,6485,195,0,0,0
2010,Nanded,Loha,Marginal (Below 1 ha),25297,13928,13911,6,10,13422,490,0,6,1
2010,Nanded,Mahur,Marginal (Below 1 ha),3810,2664,2653,0,11,2451,202,0,0,0
2010,Nanded,Mudkhed,Marginal (Below 1 ha),10566,6007,6004,0,3,5517,487,0,0,0
2010,Nanded,Mukhed,Marginal (Below 1 ha),29323,16871,16859,0,12,14177,2682,0,0,0
2010,Nanded,Naaygaon,Marginal (Below 1 ha),20548,11196,11061,0,134,10766,295,0,0,0
2010,Nanded,Nanded,Marginal (Below 1 ha),16664,8293,8291,0,2,7530,761,0,0,0
2010,Nanded,Umari,Marginal (Below 1 ha),10724,6249,6249,0,0,6107,142,0,0,0
2015,Nanded,Ardhapur,Marginal (Below 1 ha),11777,5469,5452,17,0,5219,233,17,0,0
2015,Nanded,Bhokar,Marginal (Below 1 ha),12777,7107,7052,54,0,4755,2297,54,0,0
2015,Nanded,Biloli,Marginal (Below 1 ha),22129,11619,11522,98,0,11384,138,98,0,0
2015,Nanded,Deglur,Marginal (Below 1 ha),26321,13771,13738,33,0,13629,109,33,0,0
2015,Nanded,Dharmabad,Marginal (Below 1 ha),11957,5959,5854,104,0,5648,206,104,0,0
2015,Nanded,Hadgaon,Marginal (Below 1 ha),23693,15026,14966,60,0,14612,354,60,0,0
2015,Nanded,Himayatnagar,Marginal (Below 1 ha),10024,6371,6325,46,0,6260,65,46,0,0
2015,Nanded,Kandhar,Marginal (Below 1 ha),30742,15147,15143,4,0,14692,451,4,0,0
2015,Nanded,Kinwat,Marginal (Below 1 ha),12086,7829,7665,163,0,7469,196,163,0,0
2015,Nanded,Loha,Marginal (Below 1 ha),29299,15972,15854,118,0,15408,446,118,0,0
2015,Nanded,Mahur,Marginal (Below 1 ha),5826,3486,3454,32,0,3208,246,32,0,0
2015,Nanded,Mudkhed,Marginal (Below 1 ha),11815,5870,5835,35,0,5311,524,35,0,0
2015,Nanded,Mukhed,Marginal (Below 1 ha),34161,18932,18878,54,0,15869,3009,54,0,0
2015,Nanded,Naigaon (Khairgaon),Marginal (Below 1 ha),24609,12350,12334,17,0,12027,307,17,0,0
2015,Nanded,Nanded,Marginal (Below 1 ha),19174,8629,8594,35,0,7681,913,35,0,0
2015,Nanded,Umri,Marginal (Below 1 ha),12771,7017,6971,46,0,6815,156,46,0,0
1995,Nanded,Bhokar,Small (1 to 2 ha),14506,20661,20434,55,172,19512,922,6,8,41
1995,Nanded,Biloli,Small (1 to 2 ha),24076,34421,34024,50,346,33395,629,6,9,35
1995,Nanded,Deglur,Small (1 to 2 ha),12232,17326,17324,0,2,16377,947,0,0,0
1995,Nanded,Hadgaon,Small (1 to 2 ha),25823,36713,36563,29,120,34952,1611,3,20,6
1995,Nanded,Kandhar,Small (1 to 2 ha),10471,15131,14952,1,177,14277,675,1,0,0
1995,Nanded,Kinwat,Small (1 to 2 ha),14385,20912,20851,24,37,20199,652,1,13,10
1995,Nanded,Loha,Small (1 to 2 ha),14385,20912,20851,24,37,20199,652,1,13,10
1995,Nanded,Mukhed,Small (1 to 2 ha),15463,21651,21367,1,282,20916,451,0,1,0
1995,Nanded,Nanded,Small (1 to 2 ha),15327,21737,21445,177,116,19639,1806,28,132,17
2000,Nanded,Ardhapur,Small (1 to 2 ha),6137,7695,7642,3,50,7414,227,0,3,0
2000,Nanded,Bhokar,Small (1 to 2 ha),10475,14924,14905,0,18,14455,450,0,0,0
2000,Nanded,Bidoli,Small (1 to 2 ha),10553,14501,14476,10,15,13986,490,0,5,5
2000,Nanded,Deglur,Small (1 to 2 ha),13845,19185,19178,0,7,18428,750,0,0,0
2000,Nanded,Dharmabad,Small (1 to 2 ha),6266,8713,8706,4,3,8567,139,0,3,1
2000,Nanded,Hadgoan,Small (1 to 2 ha),21419,29725,29533,163,29,28206,1326,50,111,3
2000,Nanded,Himayatnagar,Small (1 to 2 ha),9760,14113,14074,10,30,13704,370,1,8,1
2000,Nanded,Kandhar,Small (1 to 2 ha),14707,20489,20325,21,144,19060,1265,10,7,4
2000,Nanded,Kinwat,Small (1 to 2 ha),17323,24233,23671,8,553,23138,534,0,2,6
2000,Nanded,Loha,Small (1 to 2 ha),16167,22942,22813,1,128,22256,557,0,0,1
2000,Nanded,Mahur,Small (1 to 2 ha),8407,12172,12135,3,33,11803,333,0,3,1
2000,Nanded,Mudkhed,Small (1 to 2 ha),6926,10098,10094,3,0,9628,466,0,3,0
2000,Nanded,Mukhed,Small (1 to 2 ha),10769,15465,15334,131,0,15161,172,46,85,0
2000,Nanded,Naaygaon,Small (1 to 2 ha),10501,14761,14656,0,105,14627,30,0,0,0
2000,Nanded,Nanded,Small (1 to 2 ha),5646,7562,7523,14,25,6910,614,0,10,3
2000,Nanded,Umari,Small (1 to 2 ha),7638,10778,10728,2,49,10481,246,0,2,0
2010,Nanded,Ardhapur,Small (1 to 2 ha),6700,9439,9303,0,137,8935,367,0,0,0
2010,Nanded,Bhokar,Small (1 to 2 ha),12088,17154,17154,0,0,16997,156,0,0,0
2010,Nanded,Bolloli,Small (1 to 2 ha),11885,16671,16671,0,0,15796,874,0,0,0
2010,Nanded,Deglur,Small (1 to 2 ha),14819,20737,20737,0,0,20570,168,0,0,0
2010,Nanded,Dharmabad,Small (1 to 2 ha),7431,10627,10442,0,184,9880,562,0,0,0
2010,Nanded,Hatgaon,Small (1 to 2 ha),24301,34067,34065,0,3,33428,637,0,0,0
2010,Nanded,Himayatnagar,Small (1 to 2 ha),12107,17129,17126,0,3,16803,323,0,0,0
2010,Nanded,Kandhar,Small (1 to 2 ha),16597,23478,23478,0,0,22707,772,0,0,0
2010,Nanded,Kinvat,Small (1 to 2 ha),21239,30341,30335,4,2,29757,578,0,4,0
2010,Nanded,Loha,Small (1 to 2 ha),17610,24777,24620,25,132,23788,832,4,18,3
