Year,District,Taluka,Project Size,Irrigation Beneficiary Area,Irrigated Area,Share of Beneficiary Area Irrigated
2017,Ratnagiri,Khed,Big,0.0,0.0,
2017,Ratnagiri,Khed,Medium,2050.0,205.0,
2017,Ratnagiri,Khed,Small,5792.0,2443.0,
2017,Ratnagiri,Lanja,Big,0.0,0.0,
2017,Ratnagiri,Lanja,Medium,0.0,0.0,
2017,Ratnagiri,Lanja,Small,723.0,620.0,
2017,Ratnagiri,Mandangad,Big,0.0,0.0,
2017,Ratnagiri,Mandangad,Medium,0.0,0.0,
2017,Ratnagiri,Mandangad,Small,1582.0,840.0,
2017,Ratnagiri,Rajapur,Big,0.0,0.0,
2017,Ratnagiri,Rajapur,Medium,12107.0,247.0,
2017,Ratnagiri,Rajapur,Small,1270.0,823.0,
2017,Ratnagiri,Ratnagiri,Big,0.0,0.0,
2017,Ratnagiri,Ratnagiri,Medium,0.0,0.0,
2017,Ratnagiri,Ratnagiri,Small,0.0,0.0,
2017,Ratnagiri,Sangameshwar,Big,0.0,0.0,
2017,Ratnagiri,Sangameshwar,Medium,4296.0,2.0,
2017,Ratnagiri,Sangameshwar,Small,4451.0,1558.0,
2017,Washim,Karanja,Small,5410.0,408.6,
2017,Washim,Malegaon,Medium,3156.0,131.0,
2017,Washim,Malegaon,Small,5742.0,964.0,
2017,Washim,Mangrulpir,Small,6557.0,477.5,
2017,Washim,Manora,Small,6986.0,806.0,
2017,Washim,Resod,Small,5416.0,1122.0,
2017,Washim,Washim,Medium,2429.0,,
2017,Washim,Washim,Small,14582.0,3266.0,
2017,Pune,Khed,Big,67280.0,64920.0,
2017,Pune,Khed,Medium,2923.0,66.0,
2017,Pune,Khed,Small,16963.0,11563.0,
2017,Pune,Aambegaon,Big,15418.0,7064.0,
2017,Pune,Aambegaon,Medium,0.0,0.0,
2017,Pune,Aambegaon,Small,11899.0,19744.0,
2017,Pune,Baramati,Big,44748.0,65712.0,
2017,Pune,Baramati,Medium,3834.0,602.0,
2017,Pune,Baramati,Small,14837.0,8271.0,
2017,Pune,Bhor,Big,3295.0,4611.0,
2017,Pune,Bhor,Medium,0.0,0.0,
2017,Pune,Bhor,Small,7791.0,6141.0,
2017,Pune,Daund,Big,37839.0,61300.0,
2017,Pune,Daund,Medium,0.0,0.0,
2017,Pune,Daund,Small,6807.0,18831.0,
2017,Pune,Haveli,Big,7583.0,10997.0,
2017,Pune,Haveli,Medium,1360.0,0.0,
2017,Pune,Haveli,Small,7742.0,1976.0,
2017,Pune,Indapur,Big,50196.0,49991.0,
2017,Pune,Indapur,Medium,1920.0,7471.0,
2017,Pune,Indapur,Small,8409.0,4961.0,
2017,Pune,Junnar,Big,27115.0,20641.0,
2017,Pune,Junnar,Medium,8318.0,6372.0,
2017,Pune,Junnar,Small,12661.0,14104.0,
2017,Pune,Maval,Big,5304.0,5238.0,
2017,Pune,Maval,Medium,9813.0,15838.0,
2017,Pune,Maval,Small,6079.0,3090.0,
2017,Pune,Mulashi,Big,0.0,0.0,
2017,Pune,Mulashi,Medium,8520.0,4590.0,
2017,Pune,Mulashi,Small,12159.0,7808.0,
2017,Pune,Pune City,Big,0.0,0.0,
2017,Pune,Pune City,Medium,0.0,0.0,
2017,Pune,Pune City,Small,0.0,0.0,
2017,Pune,Purandar,Big,35608.0,31419.0,
2017,Pune,Purandar,Medium,2556.0,320.0,
2017,Pune,Purandar,Small,8769.0,8920.0,
2017,Pune,Shirur,Big,20027.0,11448.0,
2017,Pune,Shirur,Medium,0.0,0.0,
2017,Pune,Shirur,Small,18297.0,23007.0,
2017,Pune,Welhe,Big,0.0,0.0,
2017,Pune,Welhe,Medium,0.0,0.0,
2017,Pune,Welhe,Small,2275.0,2211.0,
2017,Ahilyanagar,Akole,Big,0.0,7123.0,
2017,Ahilyanagar,Akole,Medium,2178.0,2778.0,
2017,Ahilyanagar,Akole,Small,17461.0,5028.0,
2017,Ahilyanagar,Jamkhed,Big,0.0,0.0,
2017,Ahilyanagar,Jamkhed,Medium,2844.0,1242.0,
2017,Ahilyanagar,Jamkhed,Small,0.0,0.0,
2017,Ahilyanagar,Karjat,Big,0.0,0.0,
2017,Ahilyanagar,Karjat,Medium,14040.0,3573.0,
2017,Ahilyanagar,Karjat,Small,0.0,0.0,
2017,Ahilyanagar,Kopargaon,Medium,0.0,0.0,
2017,Ahilyanagar,Kopargaon,Small,0.0,0.0,
2017,Ahilyanagar,Nagar,Big,3089.0,0.0,
2017,Ahilyanagar,Nagar,Medium,0.0,0.0,
2017,Ahilyanagar,Nagar,Small,331.0,0.0,
2017,Ahilyanagar,Nevasa,Big,84304.0,67930.0,
2017,Ahilyanagar,Nevasa,Medium,0.0,0.0,
2017,Ahilyanagar,Nevasa,Small,3481.0,3513.0,
2017,Ahilyanagar,Parner,Big,13849.0,16624.0,
2017,Ahilyanagar,Parner,Medium,2266.0,1474.0,
2017,Ahilyanagar,Parner,Small,7153.0,5914.0,
2017,Ahilyanagar,Pathardi,Big,22315.0,7439.0,
2017,Ahilyanagar,Pathardi,Medium,1548.0,1140.0,
2017,Ahilyanagar,Pathardi,Small,1292.0,685.0,
2017,Ahilyanagar,Rahata,Big,1785.0,5022.0,
2017,Ahilyanagar,Rahata,Medium,0.0,0.0,
2017,Ahilyanagar,Rahata,Small,0.0,0.0,
2017,Ahilyanagar,Rahuri,Big,37940.0,41053.0,
2017,Ahilyanagar,Rahuri,Medium,0.0,0.0,
2017,Ahilyanagar,Rahuri,Small,3730.0,1054.0,
2017,Ahilyanagar,Sangamner,Big,4564.0,10388.0,
2017,Ahilyanagar,Sangamner,Medium,1491.0,1062.0,
2017,Ahilyanagar,Sangamner,Small,5406.0,2010.0,
2017,Ahilyanagar,Shevgaon,Big,22372.0,27109.0,
2017,Ahilyanagar,Shevgaon,Medium,0.0,0.0,
2017,Ahilyanagar,Shevgaon,Small,809.0,247.0,
2017,Ahilyanagar,Srigonda,Big,44538.0,29936.0,
2017,Ahilyanagar,Srigonda,Medium,8260.0,6072.0,
2017,Ahilyanagar,Srigonda,Small,0.0,0.0,
2017,Ahilyanagar,Srirampur,Big,8094.0,5938.0,
2017,Ahilyanagar,Srirampur,Medium,0.0,0.0,
2017,Ahilyanagar,Srirampur,Small,6343.0,2463.0,
2017,Akola,Akola,Big,0.0,0.0,
2017,Akola,Akola,Medium,0.0,0.0,
2017,Akola,Akola,Small,451.0,0.0,
2017,Akola,Akot,Big,0.0,0.0,
2017,Akola,Akot,Medium,0.0,0.0,
2017,Akola,Akot,Small,1861.0,1704.0,
2017,Akola,Balapur,Big,0.0,0.0,
2017,Akola,Balapur,Medium,0.0,0.0,
2017,Akola,Balapur,Small,303.0,21.0,
2017,Akola,Barshitakali,Big,13996.0,5058.0,
2017,Akola,Barshitakali,Medium,0.0,0.0,
2017,Akola,Barshitakali,Small,2570.0,29.0,
2017,Akola,Murtijapur,Big,0.0,0.0,
2017,Akola,Murtijapur,Medium,3168.0,173.0,
2017,Akola,Murtijapur,Small,1872.0,716.0,
2017,Akola,Patur,Big,0.0,0.0,
2017,Akola,Patur,Medium,16316.0,2201.0,
2017,Akola,Patur,Small,2186.0,95.0,
2017,Akola,Telhara,Big,22525.0,5811.0,
2017,Akola,Telhara,Medium,0.0,0.0,
2017,Akola,Telhara,Small,112.0,0.0,
2017,Amravati,Achalpur,Big,0.0,0.0,
2017,Amravati,Achalpur,Medium,28560.0,19199.0,
2017,Amravati,Achalpur,Small,3072.0,1661.0,
2017,Amravati,Amravati,Big,0.0,0.0,
2017,Amravati,Amravati,Medium,0.0,0.0,
2017,Amravati,Amravati,Small,2729.0,2188.0,
2017,Amravati,Anjangaon Su,Big,0.0,0.0,
2017,Amravati,Anjangaon Su,Medium,0.0,0.0,
2017,Amravati,Anjangaon Su,Small,645.0,465.0,
2017,Amravati,Bhatkuli,Big,0.0,0.0,
2017,Amravati,Bhatkuli,Medium,0.0,0.0,
2017,Amravati,Bhatkuli,Small,65.0,65.0,
2017,Amravati,Chandur Railway,Big,3288.0,2964.0,
2017,Amravati,Chandur Railway,Medium,0.0,0.0,
2017,Amravati,Chandur Railway,Small,7329.0,4139.0,
2017,Amravati,Chandurbazar,Big,0.0,0.0,
2017,Amravati,Chandurbazar,Medium,963.0,6275.0,
2017,Amravati,Chandurbazar,Small,2737.0,1900.0,
2017,Amravati,Chikhraldara,Big,0.0,0.0,
2017,Amravati,Chikhraldara,Medium,0.0,0.0,
2017,Amravati,Chikhraldara,Small,1026.0,1026.0,
2017,Amravati,Daryapur,Big,0.0,0.0,
2017,Amravati,Daryapur,Medium,0.0,0.0,
2017,Amravati,Daryapur,Small,438.0,438.0,
2017,Amravati,Dhamangaon Re,Big,43365.0,39086.0,
2017,Amravati,Dhamangaon Re,Medium,0.0,0.0,
2017,Amravati,Dhamangaon Re,Small,48.0,48.0,
2017,Amravati,Dharani,Big,0.0,0.0,
2017,Amravati,Dharani,Medium,0.0,0.0,
2017,Amravati,Dharani,Small,9218.0,6051.0,
2017,Amravati,Morshi,Big,2872.0,2589.0,
2017,Amravati,Morshi,Medium,0.0,0.0,
2017,Amravati,Morshi,Small,2811.0,1907.0,
2017,Amravati,Nandgaon Kh,Big,0.0,0.0,
2017,Amravati,Nandgaon Kh,Medium,0.0,0.0,
2017,Amravati,Nandgaon Kh,Small,3024.0,1991.0,
2017,Amravati,Tivas,Big,14671.0,13223.0,
2017,Amravati,Tivas,Medium,0.0,0.0,
2017,Amravati,Tivas,Small,2709.0,2034.0,
2017,Amravati,Warud,Big,0.0,0.0,
2017,Amravati,Warud,Medium,0.0,0.0,
2017,Amravati,Warud,Small,7766.0,5070.0,
2017,Bhandara,Bhandara,Big,1693.0,560.0,
2017,Bhandara,Bhandara,Small,3658.0,1999.0,
2017,Bhandara,Lakhandur,Big,23227.0,,
2017,Bhandara,Lakhandur,Small,1916.0,1467.0,
2017,Bhandara,Lakhani,Big,16440.0,,
2017,Bhandara,Lakhani,Small,3242.0,2097.0,
2017,Bhandara,Mohadi,Big,12548.0,5920.0,
2017,Bhandara,Mohadi,Medium,3555.0,1694.0,
2017,Bhandara,Mohadi,Small,2146.0,1711.0,
2017,Bhandara,Pavani,Big,31631.0,47557.0,
2017,Bhandara,Pavani,Small,1276.0,1074.0,
2017,Bhandara,Sakoli,Small,8377.0,4811.0,
2017,Bhandara,Tumsar,Big,13944.0,8902.0,
2017,Bhandara,Tumsar,Medium,17634.0,10763.0,
2017,Bhandara,Tumsar,Small,13716.0,1497.0,
2017,Chandrapur,Ballarpur,Big,0.0,0.0,
2017,Chandrapur,Ballarpur,Medium,0.0,0.0,
2017,Chandrapur,Ballarpur,Small,2315.0,590.0,
2017,Chandrapur,Bhadravati,Big,0.0,0.0,
2017,Chandrapur,Bhadravati,Medium,0.0,0.0,
2017,Chandrapur,Bhadravati,Small,618.0,118.0,
2017,Chandrapur,Bramhapuri,Big,0.0,0.0,
2017,Chandrapur,Bramhapuri,Medium,0.0,0.0,
2017,Chandrapur,Bramhapuri,Small,1662.0,1129.0,
2017,Chandrapur,Chandrapur,Big,0.0,0.0,
2017,Chandrapur,Chandrapur,Medium,0.0,0.0,
2017,Chandrapur,Chandrapur,Small,948.0,122.0,
2017,Chandrapur,Chimur,Big,0.0,0.0,
2017,Chandrapur,Chimur,Medium,0.0,0.0,
2017,Chandrapur,Chimur,Small,3282.0,2639.0,
2017,Chandrapur,Gondpipari,Big,0.0,0.0,
2017,Chandrapur,Gondpipari,Medium,0.0,0.0,
2017,Chandrapur,Gondpipari,Small,1395.0,351.0,
2017,Chandrapur,Jivati,Big,0.0,0.0,
2017,Chandrapur,Jivati,Medium,0.0,0.0,
2017,Chandrapur,Jivati,Small,0.0,0.0,
2017,Chandrapur,Korpana,Big,0.0,0.0,
2017,Chandrapur,Korpana,Medium,10865.0,50.0,
2017,Chandrapur,Korpana,Small,0.0,0.0,
2017,Chandrapur,Mul,Big,0.0,0.0,
2017,Chandrapur,Mul,Medium,0.0,0.0,
2017,Chandrapur,Mul,Small,5862.0,1990.0,
2017,Chandrapur,Nagbhid,Big,0.0,0.0,
2017,Chandrapur,Nagbhid,Medium,19607.0,5532.0,
2017,Chandrapur,Nagbhid,Small,5700.0,2729.0,
2017,Chandrapur,Ponbhurna,Big,0.0,0.0,
2017,Chandrapur,Ponbhurna,Medium,0.0,0.0,
2017,Chandrapur,Ponbhurna,Small,1065.0,1084.0,
2017,Chandrapur,Rajura,Big,0.0,0.0,
2017,Chandrapur,Rajura,Medium,0.0,0.0,
2017,Chandrapur,Rajura,Small,972.0,132.0,
2017,Chandrapur,Savali,Big,50858.0,10499.0,
2017,Chandrapur,Savali,Medium,0.0,0.0,
2017,Chandrapur,Savali,Small,2479.0,2309.0,
2017,Chandrapur,Sindevahi,Big,0.0,0.0,
2017,Chandrapur,Sindevahi,Medium,7064.0,3039.0,
2017,Chandrapur,Sindevahi,Small,5253.0,3851.0,
2017,Chandrapur,Varora,Big,0.0,0.0,
2017,Chandrapur,Varora,Medium,8146.0,3815.0,
2017,Chandrapur,Varora,Small,1424.0,248.0,
2017,Dharashiv,Bhum,Big,0.0,0.0,
2017,Dharashiv,Bhum,Medium,4932.0,2731.0,
2017,Dharashiv,Bhum,Small,4696.0,2751.0,
2017,Dharashiv,Dharashiv,Big,0.0,0.0,
2017,Dharashiv,Dharashiv,Medium,5646.0,2038.0,
2017,Dharashiv,Dharashiv,Small,14689.0,6105.0,
2017,Dharashiv,Kalamb,Big,0.0,0.0,
2017,Dharashiv,Kalamb,Medium,2040.0,0.778,
2017,Dharashiv,Kalamb,Small,3533.0,1279.0,
2017,Dharashiv,Lohara,Big,830.0,830.0,
2017,Dharashiv,Lohara,Medium,0.0,0.0,
2017,Dharashiv,Lohara,Small,3536.0,3536.0,
2017,Dharashiv,Paranda,Big,12100.0,5631.0,
2017,Dharashiv,Paranda,Medium,9595.0,4055.0,
2017,Dharashiv,Paranda,Small,3066.0,2765.0,
2017,Dharashiv,Tuljapur,Big,0.0,0.0,
2017,Dharashiv,Tuljapur,Medium,7973.0,2903.0,
2017,Dharashiv,Tuljapur,Small,21981.0,21981.0,
2017,Dharashiv,Umaraga,Big,0.0,0.0,
2017,Dharashiv,Umaraga,Medium,5296.0,1668.0,
2017,Dharashiv,Umaraga,Small,12225.0,12225.0,
2017,Dharashiv,Washi,Big,0.0,0.0,
2017,Dharashiv,Washi,Medium,0.0,0.0,
2017,Dharashiv,Washi,Small,3168.0,1046.0,
2017,Dhule,Dhule,Big,0.0,0.0,
2017,Dhule,Dhule,Medium,2105.0,770.0,
2017,Dhule,Dhule,Small,14001.0,3748.0,
2017,Dhule,Sakri,Big,0.0,0.0,
2017,Dhule,Sakri,Medium,35991.0,19205.0,
2017,Dhule,Sakri,Small,3813.0,2116.0,
2017,Dhule,Shindkheda,Big,0.0,0.0,
2017,Dhule,Shindkheda,Medium,26415.0,2780.0,
2017,Dhule,Shindkheda,Small,955.0,241.0,
2017,Dhule,Shirpur,Big,0.0,0.0,
2017,Dhule,Shirpur,Medium,20672.0,11176.0,
2017,Dhule,Shirpur,Small,4294.0,3365.0,
2017,Gadchiroli,Aarmori,Big,30590.0,0.0,
2017,Gadchiroli,Aarmori,Medium,3950.0,0.0,
2017,Gadchiroli,Aarmori,Small,218.0,218.0,
2017,Gadchiroli,Aheri,Big,0.0,0.0,
2017,Gadchiroli,Aheri,Medium,0.0,0.0,
2017,Gadchiroli,Aheri,Small,571.27,571.27,
2017,Gadchiroli,Bhamragad,Big,0.0,0.0,
2017,Gadchiroli,Bhamragad,Medium,0.0,0.0,
2017,Gadchiroli,Bhamragad,Small,0.0,0.0,
2017,Gadchiroli,Chomoshi,Big,20938.0,11023.0,
2017,Gadchiroli,Chomoshi,Medium,12563.0,0.0,
2017,Gadchiroli,Chomoshi,Small,1214.0,1214.0,
2017,Gadchiroli,Desaiganj,Big,9378.0,6532.0,
2017,Gadchiroli,Desaiganj,Medium,0.0,0.0,
2017,Gadchiroli,Desaiganj,Small,1281.36,1143.75,
2017,Gadchiroli,Dhanora,Big,0.0,0.0,
2017,Gadchiroli,Dhanora,Medium,5250.0,0.0,
2017,Gadchiroli,Dhanora,Small,197.0,197.0,
2017,Gadchiroli,Etapalli,Big,0.0,0.0,
2017,Gadchiroli,Etapalli,Medium,0.0,0.0,
2017,Gadchiroli,Etapalli,Small,0.0,0.0,
2017,Gadchiroli,Gadchiroli,Big,10199.0,0.0,
2017,Gadchiroli,Gadchiroli,Medium,4740.0,0.0,
2017,Gadchiroli,Gadchiroli,Small,805.0,762.0,
2017,Gadchiroli,Korachi,Big,0.0,0.0,
2017,Gadchiroli,Korachi,Medium,0.0,0.0,
2017,Gadchiroli,Korachi,Small,0.0,0.0,
2017,Gadchiroli,Kurkheda,Big,0.0,0.0,
2017,Gadchiroli,Kurkheda,Medium,0.0,0.0,
2017,Gadchiroli,Kurkheda,Small,0.0,0.0,
2017,Gadchiroli,Mulchera,Big,0.0,0.0,
2017,Gadchiroli,Mulchera,Medium,2342.0,0.0,
2017,Gadchiroli,Mulchera,Small,320.0,317.0,
2017,Gadchiroli,Sironcha,Big,0.0,0.0,
2017,Gadchiroli,Sironcha,Medium,3283.0,0.0,
2017,Gadchiroli,Sironcha,Small,560.0,560.0,
2017,Gondia,Aamgaon,Big,13725.0,3465.0,
2017,Gondia,Aamgaon,Medium,0.0,0.0,
2017,Gondia,Aamgaon,Small,0.0,0.0,
2017,Gondia,Arjuni Morgaon,Big,20508.0,17674.0,
2017,Gondia,Arjuni Morgaon,Medium,0.0,0.0,
2017,Gondia,Arjuni Morgaon,Small,6434.0,3237.0,
2017,Gondia,Devari,Big,457.0,282.0,
2017,Gondia,Devari,Medium,0.0,0.0,
2017,Gondia,Devari,Small,3190.0,1979.0,
2017,Gondia,Gondia,Big,22874.0,14109.0,
2017,Gondia,Gondia,Medium,15425.0,3144.0,
2017,Gondia,Gondia,Small,1277.0,0.0,
2017,Gondia,Goregaon,Big,0.0,0.0,
2017,Gondia,Goregaon,Medium,18718.0,1294.0,
2017,Gondia,Goregaon,Small,1734.0,925.0,
2017,Gondia,Sadak Arjuni,Big,0.0,0.0,
2017,Gondia,Sadak Arjuni,Medium,3500.0,200.0,
2017,Gondia,Sadak Arjuni,Small,2509.0,269.0,
2017,Gondia,Salekasa,Big,8693.0,5299.0,
2017,Gondia,Salekasa,Medium,5008.0,983.0,
2017,Gondia,Salekasa,Small,460.0,428.0,
2017,Gondia,Tiroda,Big,0.0,0.0,
2017,Gondia,Tiroda,Medium,43694.0,825.0,
2017,Gondia,Tiroda,Small,2181.0,22.0,
2017,Hingoli,Aundha Na,Big,2630.0,0.0,
2017,Hingoli,Aundha Na,Small,210.0,0.0,
2017,Hingoli,Hingoli,Big,,556.0,
2017,Hingoli,Hingoli,Small,1336.5,0.0,
2017,Hingoli,Kalamanuri,Big,10673.0,703.0,
2017,Hingoli,Kalamanuri,Small,369.0,85.0,
2017,Hingoli,Sengaon,Big,,716.0,
2017,Hingoli,Sengaon,Small,1053.0,178.75,
2017,Hingoli,Vasamat,Big,26257.0,0.0,
2017,Hingoli,Vasamat,Small,464.5,263.75,
2017,Kolhapur,Ajara,Big,0.0,0.0,
2017,Kolhapur,Ajara,Medium,6940.0,5537.0,
2017,Kolhapur,Ajara,Small,1080.0,948.0,
2017,Kolhapur,Bhudargad,Big,2751.0,2024.0,
2017,Kolhapur,Bhudargad,Medium,10512.0,8523.0,
2017,Kolhapur,Bhudargad,Small,2637.0,2315.0,
2017,Kolhapur,Chandgad,Big,0.0,0.0,
2017,Kolhapur,Chandgad,Medium,14377.0,11034.0,
2017,Kolhapur,Chandgad,Small,8935.0,7755.0,
2017,Kolhapur,Gadhinglaj,Big,0.0,0.0,
2017,Kolhapur,Gadhinglaj,Medium,6577.0,4513.0,
2017,Kolhapur,Gadhinglaj,Small,3398.0,2973.0,
2017,Kolhapur,Gaganbavada,Big,0.0,0.0,
2017,Kolhapur,Gaganbavada,Medium,5586.0,5249.0,
2017,Kolhapur,Gaganbavada,Small,1463.0,1315.0,
2017,Kolhapur,Hatkanangale,Big,25116.0,17202.0,
2017,Kolhapur,Hatkanangale,Medium,0.0,0.0,
2017,Kolhapur,Hatkanangale,Small,632.0,531.0,
2017,Kolhapur,Kagal,Big,19393.0,14270.0,
2017,Kolhapur,Kagal,Medium,5943.0,4874.0,
2017,Kolhapur,Kagal,Small,2296.0,2041.0,
2017,Kolhapur,Karveer,Big,28587.0,18374.0,
2017,Kolhapur,Karveer,Medium,1774.0,1685.0,
2017,Kolhapur,Karveer,Small,1863.0,1577.0,
2017,Kolhapur,Panhala,Big,9291.0,6690.0,
2017,Kolhapur,Panhala,Medium,9898.0,9255.0,
2017,Kolhapur,Panhala,Small,2221.0,1913.0,
2017,Kolhapur,Radhanagari,Big,15487.0,10660.0,
2017,Kolhapur,Radhanagari,Medium,397.0,318.0,
2017,Kolhapur,Radhanagari,Small,1006.0,871.0,
2017,Kolhapur,Shahuwadi,Big,6820.0,4830.0,
2017,Kolhapur,Shahuwadi,Medium,13129.0,12281.0,
2017,Kolhapur,Shahuwadi,Small,6394.0,5174.0,
2017,Kolhapur,Shirol,Big,25869.0,20470.0,
2017,Kolhapur,Shirol,Medium,0.0,0.0,
2017,Kolhapur,Shirol,Small,0.0,0.0,
2017,Latur,Ahamadpur,Big,0.0,0.0,
2017,Latur,Ahamadpur,Medium,1834.0,552.0,
2017,Latur,Ahamadpur,Small,16404.0,7037.0,
2017,Latur,Aosa,Big,15600.0,4483.0,
2017,Latur,Aosa,Medium,0.0,0.0,
2017,Latur,Aosa,Small,7378.0,1785.0,
2017,Latur,Chakur,Big,0.0,0.0,
2017,Latur,Chakur,Medium,0.0,0.0,
2017,Latur,Chakur,Small,9881.0,3779.0,
2017,Latur,Devani,Big,0.0,0.0,
2017,Latur,Devani,Medium,0.0,0.0,
2017,Latur,Devani,Small,5654.0,2251.0,
2017,Latur,Jalkot,Big,0.0,0.0,
2017,Latur,Jalkot,Medium,0.0,0.0,
2017,Latur,Jalkot,Small,6584.0,630.0,
2017,Latur,Latur,Big,26526.0,5975.0,
2017,Latur,Latur,Medium,4103.0,930.0,
2017,Latur,Latur,Small,4111.0,1904.0,
2017,Latur,Nilanga,Big,0.0,0.0,
2017,Latur,Nilanga,Medium,5735.0,1921.0,
2017,Latur,Nilanga,Small,10024.0,3560.0,
2017,Latur,Renapur,Big,0.0,0.0,
2017,Latur,Renapur,Medium,5653.0,1842.0,
2017,Latur,Renapur,Small,4475.0,1192.0,
2017,Latur,Shirur-Anantpal,Big,0.0,0.0,
2017,Latur,Shirur-Anantpal,Medium,7923.0,2479.0,
2017,Latur,Shirur-Anantpal,Small,661.0,266.0,
2017,Latur,Udgir,Big,0.0,0.0,
2017,Latur,Udgir,Medium,5825.0,2840.0,
2017,Latur,Udgir,Small,6817.0,3137.0,
2017,Nagpur,Bhiwapur,Big,0.0,0.0,
2017,Nagpur,Bhiwapur,Medium,0.0,0.0,
2017,Nagpur,Bhiwapur,Small,5015.0,2886.0,
2017,Nagpur,Hingana,Big,0.0,0.0,
2017,Nagpur,Hingana,Medium,8424.0,1489.0,
2017,Nagpur,Hingana,Small,5171.0,2707.0,
2017,Nagpur,Kalameshwar,Big,0.0,0.0,
2017,Nagpur,Kalameshwar,Medium,5687.0,2698.0,
2017,Nagpur,Kalameshwar,Small,3494.0,2403.0,
2017,Nagpur,Kamathi,Big,0.0,0.0,
2017,Nagpur,Kamathi,Medium,0.0,0.0,
2017,Nagpur,Kamathi,Small,0.0,0.0,
2017,Nagpur,Katol,Big,0.0,0.0,
2017,Nagpur,Katol,Medium,9180.0,6148.0,
2017,Nagpur,Katol,Small,5398.0,3285.0,
2017,Nagpur,Kuhi,Big,11195.0,5363.0,
2017,Nagpur,Kuhi,Medium,4731.0,0.0,
2017,Nagpur,Kuhi,Small,936.0,71.0,
2017,Nagpur,Mauda,Big,0.0,0.0,
2017,Nagpur,Mauda,Medium,0.0,0.0,
2017,Nagpur,Mauda,Small,323.0,197.0,
2017,Nagpur,Nagpur (gra),Big,0.0,0.0,
2017,Nagpur,Nagpur (gra),Medium,2500.0,214.0,
2017,Nagpur,Nagpur (gra),Small,509.0,200.0,
2017,Nagpur,Nagpur (sh),Big,0.0,0.0,
2017,Nagpur,Nagpur (sh),Medium,0.0,0.0,
2017,Nagpur,Nagpur (sh),Small,0.0,0.0,
2017,Nagpur,Narkhed,Big,0.0,0.0,
2017,Nagpur,Narkhed,Medium,0.0,0.0,
2017,Nagpur,Narkhed,Small,1500.0,643.0,
2017,Nagpur,Parashivani,Big,188150.0,90707.0,
2017,Nagpur,Parashivani,Medium,0.0,0.0,
2017,Nagpur,Parashivani,Small,4832.0,871.0,
2017,Nagpur,Ramtech,Big,0.0,0.0,
2017,Nagpur,Ramtech,Medium,5000.0,1437.0,
2017,Nagpur,Ramtech,Small,5253.0,1691.0,
2017,Nagpur,Sawner,Big,0.0,0.0,
2017,Nagpur,Sawner,Medium,22401.0,10069.0,
2017,Nagpur,Sawner,Small,3478.0,813.0,
2017,Nagpur,Umred,Big,18860.0,10053.0,
2017,Nagpur,Umred,Medium,6739.0,5488.0,
2017,Nagpur,Umred,Small,6634.0,3388.0,
2017,Nashik,Malegaon,Big,0.0,0.0,
2017,Nashik,Malegaon,Medium,0.0,0.0,
2017,Nashik,Malegaon,Small,3400.0,2719.0,
2017,Nashik,Baglan,Big,0.0,0.0,
2017,Nashik,Baglan,Medium,23534.0,18326.0,
2017,Nashik,Baglan,Small,2588.0,2018.0,
2017,Nashik,Chandwad,Big,715.0,505.0,
2017,Nashik,Chandwad,Medium,0.0,0.0,
2017,Nashik,Chandwad,Small,2655.0,5334.0,
2017,Nashik,Devala,Big,0.0,0.0,
2017,Nashik,Devala,Medium,0.0,0.0,
2017,Nashik,Devala,Small,1641.0,1313.0,
2017,Nashik,Dindori,Big,101983.0,75361.0,
2017,Nashik,Dindori,Medium,9034.0,2361.0,
2017,Nashik,Dindori,Small,4804.0,0.0,
2017,Nashik,Igatpuri,Big,113450.0,29820.0,
2017,Nashik,Igatpuri,Medium,0.0,0.0,
2017,Nashik,Igatpuri,Small,2044.0,0.0,
2017,Nashik,Kalwan,Big,53539.0,14792.0,
2017,Nashik,Kalwan,Medium,0.0,0.0,
2017,Nashik,Kalwan,Small,3346.0,2735.0,
2017,Nashik,Nandgaon,Big,106588.0,41225.0,
2017,Nashik,Nandgaon,Medium,7673.0,2473.0,
2017,Nashik,Nandgaon,Small,2497.0,1997.0,
2017,Nashik,Nashik,Big,30400.0,4095.0,
2017,Nashik,Nashik,Medium,12725.0,659.0,
2017,Nashik,Nashik,Small,2618.0,0.0,
2017,Nashik,Nifad,Big,0.0,0.0,
2017,Nashik,Nifad,Medium,0.0,0.0,
2017,Nashik,Nifad,Small,1422.0,1876.0,
2017,Nashik,Peth,Big,0.0,0.0,
2017,Nashik,Peth,Medium,0.0,0.0,
2017,Nashik,Peth,Small,3149.0,2587.0,
2017,Nashik,Sinner,Big,0.0,0.0,
2017,Nashik,Sinner,Medium,5260.0,1778.0,
2017,Nashik,Sinner,Small,3050.0,7371.0,
2017,Nashik,Surgana,Big,0.0,0.0,
2017,Nashik,Surgana,Medium,0.0,0.0,
2017,Nashik,Surgana,Small,649.0,415.0,
2017,Nashik,Trimbak,Big,0.0,0.0,
2017,Nashik,Trimbak,Medium,0.0,0.0,
2017,Nashik,Trimbak,Small,2605.0,465.0,
2017,Nashik,Yewala,Big,0.0,0.0,
2017,Nashik,Yewala,Medium,0.0,0.0,
2017,Nashik,Yewala,Small,953.0,4244.0,
2017,Raigad,Karjat,Big,0.0,0.0,
2017,Raigad,Karjat,Medium,3190.0,620.0,
2017,Raigad,Karjat,Small,255.0,25.0,
