Year,District,Taluka,Total Irrigation Wells,Wells In Use With Diesel Pump,Wells In Use With Electric Pump,Irrigation Wells Not in Use
2021,Gadchiroli,Sironcha,1241,280.0,2433.0,115
2012,Gondia,Tiroda,1080,0.0,336.0,262
2012,Gondia,Goregaon,2255,0.0,0.0,0
2012,Gondia,Gondia,2671,824.0,677.0,234
2012,Gondia,Aamgaon,1436,0.0,71.0,60
2012,Gondia,Salekasa,576,216.0,194.0,166
2012,Gondia,Sadak Arjuni,1869,134.0,556.0,112
2012,Gondia,Arjuni Morgaon,869,147.0,183.0,151
2012,Gondia,Devari,1025,140.0,367.0,321
2013,Gondia,Tiroda,1080,0.0,336.0,262
2013,Gondia,Goregaon,2255,0.0,0.0,0
2013,Gondia,Gondia,2671,824.0,677.0,234
2013,Gondia,Aamgaon,1436,0.0,71.0,60
2013,Gondia,Salekasa,576,216.0,194.0,166
2013,Gondia,Sadak Arjuni,1869,134.0,556.0,112
2013,Gondia,Arjuni Morgaon,869,147.0,183.0,151
2013,Gondia,Devari,1025,140.0,367.0,321
2014,Gondia,Tiroda,1080,0.0,336.0,262
2014,Gondia,Goregaon,2255,0.0,0.0,0
2014,Gondia,Gondia,2671,824.0,677.0,234
2014,Gondia,Aamgaon,1436,0.0,71.0,60
2014,Gondia,Salekasa,576,216.0,194.0,166
2014,Gondia,Sadak Arjuni,1869,134.0,556.0,112
2014,Gondia,Arjuni Morgaon,869,147.0,183.0,151
2014,Gondia,Devari,1025,140.0,367.0,321
2015,Gondia,Tiroda,1080,0.0,336.0,262
2015,Gondia,Goregaon,2255,0.0,0.0,0
2015,Gondia,Gondia,2671,824.0,677.0,234
2015,Gondia,Aamgaon,1436,0.0,71.0,60
2015,Gondia,Salekasa,576,216.0,194.0,166
2015,Gondia,Sadak Arjuni,1869,134.0,556.0,112
2015,Gondia,Arjuni Morgaon,869,147.0,183.0,151
2015,Gondia,Devari,1025,140.0,367.0,321
2016,Gondia,Tiroda,1080,0.0,336.0,262
2016,Gondia,Goregaon,2255,0.0,0.0,0
2016,Gondia,Gondia,2671,824.0,677.0,234
2016,Gondia,Aamgaon,1436,0.0,71.0,60
2016,Gondia,Salekasa,576,216.0,194.0,166
2016,Gondia,Sadak Arjuni,1869,134.0,556.0,112
2016,Gondia,Arjuni Morgaon,869,147.0,183.0,151
2016,Gondia,Devari,1025,140.0,367.0,321
2017,Gondia,Tiroda,1810,0.0,490.0,254
2017,Gondia,Goregaon,2255,375.0,510.0,0
2017,Gondia,Gondia,2671,824.0,677.0,234
2017,Gondia,Aamgaon,1669,0.0,152.0,0
2017,Gondia,Salekasa,576,295.0,218.0,350
2017,Gondia,Sadak Arjuni,3092,172.0,1325.0,61
2017,Gondia,Arjuni Morgaon,933,278.0,255.0,138
2017,Gondia,Devari,1025,733.0,508.0,27
2018,Gondia,Tiroda,1572,195.0,1068.0,16
2018,Gondia,Goregaon,3204,752.0,1324.0,61
2018,Gondia,Gondia,3847,1262.0,3364.0,1359
2018,Gondia,Aamgaon,1804,486.0,1206.0,4
2018,Gondia,Salekasa,1208,405.0,806.0,148
2018,Gondia,Sadak Arjuni,2632,326.0,2130.0,78
2018,Gondia,Arjuni Morgaon,1456,705.0,1105.0,110
2018,Gondia,Devari,1315,1172.0,890.0,136
2019,Gondia,Tiroda,1578,204.0,1372.0,25
2019,Gondia,Goregaon,2797,787.0,1557.0,124
2019,Gondia,Gondia,3875,1262.0,3575.0,1359
2019,Gondia,Aamgaon,1649,336.0,1287.0,33
2019,Gondia,Salekasa,1208,405.0,906.0,148
2019,Gondia,Sadak Arjuni,2655,330.0,2330.0,85
2019,Gondia,Arjuni Morgaon,1456,705.0,1459.0,110
2019,Gondia,Devari,1315,1172.0,1014.0,136
2020,Gondia,Tiroda,1587,204.0,1086.0,30
2020,Gondia,Goregaon,2881,787.0,2080.0,29
2020,Gondia,Gondia,4233,1203.0,3907.0,1217
2020,Gondia,Aamgaon,1912,247.0,1997.0,33
2020,Gondia,Salekasa,790,524.0,654.0,173
2020,Gondia,Sadak Arjuni,2641,328.0,2122.0,75
2020,Gondia,Arjuni Morgaon,2300,2770.0,1607.0,110
2020,Gondia,Devari,1272,1109.0,897.0,75
2021,Gondia,Tiroda,2234,313.0,1531.0,390
2021,Gondia,Goregaon,2708,465.0,2051.0,29
2021,Gondia,Gondia,3308,1376.0,2915.0,1604
2021,Gondia,Aamgaon,2047,350.0,1666.0,33
2021,Gondia,Salekasa,1000,555.0,654.0,244
2021,Gondia,Sadak Arjuni,3314,616.0,2722.0,203
2021,Gondia,Arjuni Morgaon,2244,831.0,1413.0,28
2021,Gondia,Devari,1337,1017.0,1069.0,63
2012,Hingoli,Sengaon,7351,75.0,,227
2012,Hingoli,Hingoli,3039,294.0,,130
2012,Hingoli,Aundha Na,3224,156.0,,125
2012,Hingoli,Kalamanuri,1990,314.0,,56
2012,Hingoli,Vasamat,5441,79.0,,120
2013,Hingoli,Sengaon,,,,
2013,Hingoli,Hingoli,,,,
2013,Hingoli,Aundha Na,,,,
2013,Hingoli,Kalamanuri,,,,
2013,Hingoli,Vasamat,,,,
2014,Hingoli,Sengaon,7454,80.0,12079.0,
2014,Hingoli,Hingoli,4138,305.0,11142.0,
2014,Hingoli,Aundha Na,4306,164.0,10883.0,
2014,Hingoli,Kalamanuri,4106,322.0,12404.0,
2014,Hingoli,Vasamat,5581,85.0,20133.0,
2015,Hingoli,Sengaon,4030,205.0,3585.0,240
2015,Hingoli,Hingoli,6330,540.0,5655.0,135
2015,Hingoli,Aundha Na,3374,315.0,2909.0,150
2015,Hingoli,Kalamanuri,4650,905.0,3270.0,475
2015,Hingoli,Vasamat,7535,150.0,6690.0,695
2016,Hingoli,Sengaon,,,,
2016,Hingoli,Hingoli,,,,
2016,Hingoli,Aundha Na,,,,
2016,Hingoli,Kalamanuri,,,,
2016,Hingoli,Vasamat,,,,
2017,Hingoli,Sengaon,10660,270.0,10200.0,190
2017,Hingoli,Hingoli,2150,25.0,950.0,1175
2017,Hingoli,Aundha Na,27300,825.0,26475.0,0
2017,Hingoli,Kalamanuri,1250,215.0,600.0,435
2017,Hingoli,Vasamat,5581,85.0,4912.0,584
2018,Hingoli,Sengaon,10660,270.0,10200.0,190
2018,Hingoli,Hingoli,2150,25.0,950.0,1175
2018,Hingoli,Aundha Na,27300,825.0,26475.0,0
2018,Hingoli,Kalamanuri,1250,215.0,600.0,435
2018,Hingoli,Vasamat,5581,85.0,4912.0,584
2019,Hingoli,Sengaon,11548,358.0,10987.0,203
2019,Hingoli,Hingoli,2547,133.0,1587.0,827
2019,Hingoli,Aundha Na,28654,995.0,26125.0,1534
2019,Hingoli,Kalamanuri,1786,532.0,1254.0,0
2019,Hingoli,Vasamat,6547,158.0,5216.0,1173
2020,Hingoli,Sengaon,12708,358.0,10987.0,203
2020,Hingoli,Hingoli,4035,133.0,1587.0,827
2020,Hingoli,Aundha Na,29488,995.0,26125.0,1534
2020,Hingoli,Kalamanuri,2549,532.0,1254.0,0
2020,Hingoli,Vasamat,7132,158.0,5216.0,1173
2021,Hingoli,Sengaon,12708,358.0,10987.0,203
2021,Hingoli,Hingoli,4035,133.0,1587.0,827
2021,Hingoli,Aundha Na,29488,995.0,26125.0,1534
2021,Hingoli,Kalamanuri,2549,532.0,1254.0,0
2021,Hingoli,Vasamat,7132,158.0,5216.0,1173
2013,Jalna,Bhokardan,3570,3.0,3015.0,0
2013,Jalna,Jaffrabad,2418,75.0,2430.0,0
2013,Jalna,Jalna,,,,
2013,Jalna,Badnapur,2420,120.0,1827.0,4
2013,Jalna,Ambad,5431,40.0,3585.0,740
2013,Jalna,Ghansawangi,,,,
2013,Jalna,Partur,2239,0.0,1034.0,480
2013,Jalna,Mantha,,,,
2014,Jalna,Bhokardan,3570,3.0,3015.0,0
2014,Jalna,Jaffrabad,2418,75.0,2430.0,0
2014,Jalna,Jalna,,,,
2014,Jalna,Badnapur,2420,120.0,1827.0,4
2014,Jalna,Ambad,5431,40.0,3585.0,740
2014,Jalna,Ghansawangi,,,,
2014,Jalna,Partur,2239,0.0,1034.0,480
2014,Jalna,Mantha,,,,
2015,Jalna,Bhokardan,3570,3.0,3015.0,0
2015,Jalna,Jaffrabad,2418,75.0,2430.0,0
2015,Jalna,Jalna,,,,
2015,Jalna,Badnapur,2420,120.0,1827.0,4
2015,Jalna,Ambad,5431,40.0,3585.0,740
2015,Jalna,Ghansawangi,,,,
2015,Jalna,Partur,2239,0.0,1034.0,480
2015,Jalna,Mantha,,,,
2016,Jalna,Bhokardan,,,,
2016,Jalna,Jaffrabad,,,,
2016,Jalna,Jalna,,,,
2016,Jalna,Badnapur,,,,
2016,Jalna,Ambad,,,,
2016,Jalna,Ghansawangi,,,,
2016,Jalna,Partur,,,,
2016,Jalna,Mantha,,,,
2017,Jalna,Bhokardan,,,,
2017,Jalna,Jaffrabad,,,,
2017,Jalna,Jalna,,,,
2017,Jalna,Badnapur,,,,
2017,Jalna,Ambad,,,,
2017,Jalna,Ghansawangi,,,,
2017,Jalna,Partur,,,,
2017,Jalna,Mantha,,,,
2018,Jalna,Bhokardan,,,,
2018,Jalna,Jaffrabad,,,,
2018,Jalna,Jalna,,,,
2018,Jalna,Badnapur,,,,
2018,Jalna,Ambad,,,,
2018,Jalna,Ghansawangi,,,,
2018,Jalna,Partur,,,,
2018,Jalna,Mantha,,,,
2019,Jalna,Bhokardan,3570,3.0,3015.0,0
2019,Jalna,Jaffrabad,2418,75.0,2430.0,0
2019,Jalna,Jalna,,,,
2019,Jalna,Badnapur,2420,120.0,1827.0,4
2019,Jalna,Ambad,5431,40.0,3585.0,740
2019,Jalna,Ghansawangi,,,,
2019,Jalna,Partur,2239,0.0,1034.0,480
2019,Jalna,Mantha,,,,
2020,Jalna,Bhokardan,3570,3.0,3015.0,0
2020,Jalna,Jaffrabad,2418,75.0,2430.0,0
2020,Jalna,Jalna,,,,
2020,Jalna,Badnapur,2420,120.0,1827.0,4
2020,Jalna,Ambad,5431,40.0,3585.0,740
2020,Jalna,Ghansawangi,,,,
2020,Jalna,Partur,2239,0.0,1034.0,480
2020,Jalna,Mantha,,,,
2021,Jalna,Bhokardan,3570,3.0,3015.0,0
2021,Jalna,Jaffrabad,2418,75.0,2430.0,0
2021,Jalna,Jalna,,,,
2021,Jalna,Badnapur,2420,120.0,1827.0,4
2021,Jalna,Ambad,5431,40.0,3585.0,740
2021,Jalna,Ghansawangi,,,,
2021,Jalna,Partur,2239,0.0,1034.0,480
2021,Jalna,Mantha,,,,
2012,Kolhapur,Shahuwadi,638,842.0,,20
2012,Kolhapur,Panhala,1524,972.0,,105
2012,Kolhapur,Hatkanangale,7283,490.0,,108
2012,Kolhapur,Shirol,3429,165.0,,210
2012,Kolhapur,Karveer,3494,790.0,,95
2012,Kolhapur,Gaganbavada,306,114.0,,24
2012,Kolhapur,Radhanagari,1259,506.0,,106
2012,Kolhapur,Kagal,4008,485.0,,127
2012,Kolhapur,Bhudargad,1540,787.0,,123
2012,Kolhapur,Ajara,529,517.0,,69
2012,Kolhapur,Gadhinglaj,3946,688.0,,2
2012,Kolhapur,Chandgad,922,519.0,,127
2013,Kolhapur,Shahuwadi,638,842.0,,20
2013,Kolhapur,Panhala,1524,972.0,,105
2013,Kolhapur,Hatkanangale,7283,490.0,,108
2013,Kolhapur,Shirol,3429,165.0,,210
2013,Kolhapur,Karveer,3494,790.0,,95
2013,Kolhapur,Gaganbavada,306,114.0,,24
2013,Kolhapur,Radhanagari,1259,506.0,,106
2013,Kolhapur,Kagal,4008,485.0,,127
2013,Kolhapur,Bhudargad,1540,787.0,,123
2013,Kolhapur,Ajara,529,517.0,,69
2013,Kolhapur,Gadhinglaj,3946,688.0,,2
2013,Kolhapur,Chandgad,922,519.0,,127
2014,Kolhapur,Shahuwadi,638,842.0,,20
2014,Kolhapur,Panhala,1524,972.0,,105
2014,Kolhapur,Hatkanangale,7283,490.0,,108
2014,Kolhapur,Shirol,3429,165.0,,210
2014,Kolhapur,Karveer,3494,790.0,,95
2014,Kolhapur,Gaganbavada,306,114.0,,24
2014,Kolhapur,Radhanagari,1259,506.0,,106
2014,Kolhapur,Kagal,4008,485.0,,127
2014,Kolhapur,Bhudargad,1540,787.0,,123
2014,Kolhapur,Ajara,529,517.0,,69
2014,Kolhapur,Gadhinglaj,3946,688.0,,2
2014,Kolhapur,Chandgad,922,519.0,,127
2015,Kolhapur,Shahuwadi,4775,340.0,4176.0,259
2015,Kolhapur,Panhala,10469,322.0,9775.0,372
2015,Kolhapur,Hatkanangale,23196,323.0,22873.0,0
2015,Kolhapur,Shirol,17076,278.0,16650.0,148
2015,Kolhapur,Karveer,15463,395.0,14718.0,350
2015,Kolhapur,Gaganbavada,4961,10.0,4941.0,10
2015,Kolhapur,Radhanagari,7863,545.0,7218.0,100
2015,Kolhapur,Kagal,16027,470.0,15456.0,101
2015,Kolhapur,Bhudargad,7194,1395.0,5799.0,0
2015,Kolhapur,Ajara,4983,398.0,4370.0,215
2015,Kolhapur,Gadhinglaj,12737,985.0,11536.0,216
2015,Kolhapur,Chandgad,9576,452.0,8974.0,150
2016,Kolhapur,Shahuwadi,1312,275.0,890.0,147
2016,Kolhapur,Panhala,2075,20.0,1600.0,373
2016,Kolhapur,Hatkanangale,1874,150.0,1714.0,10
2016,Kolhapur,Shirol,1754,278.0,1328.0,148
2016,Kolhapur,Karveer,6780,95.0,6005.0,350
2016,Kolhapur,Gaganbavada,210,5.0,174.0,25
2016,Kolhapur,Radhanagari,877,569.0,2863.0,105
2016,Kolhapur,Kagal,3959,475.0,3319.0,105
2016,Kolhapur,Bhudargad,1798,320.0,1363.0,115
2016,Kolhapur,Ajara,1492,414.0,1078.0,220
2016,Kolhapur,Gadhinglaj,3148,985.0,4245.0,216
2016,Kolhapur,Chandgad,599,135.0,287.0,39
2017,Kolhapur,Shahuwadi,1615,275.0,890.0,450
2017,Kolhapur,Panhala,4037,80.0,3585.0,372
2017,Kolhapur,Hatkanangale,1874,150.0,1714.0,10
2017,Kolhapur,Shirol,1498,22.0,1328.0,148
2017,Kolhapur,Karveer,6450,95.0,6005.0,350
2017,Kolhapur,Gaganbavada,204,5.0,174.0,25
2017,Kolhapur,Radhanagari,3543,569.0,2867.0,107
2017,Kolhapur,Kagal,3954,475.0,3374.0,105
2017,Kolhapur,Bhudargad,2025,360.0,1550.0,115
2017,Kolhapur,Ajara,1712,414.0,1078.0,220
2017,Kolhapur,Gadhinglaj,5446,985.0,4245.0,216
2017,Kolhapur,Chandgad,461,135.0,287.0,39
2018,Kolhapur,Shahuwadi,1615,275.0,890.0,450
2018,Kolhapur,Panhala,4037,80.0,3585.0,372
2018,Kolhapur,Hatkanangale,1874,150.0,1714.0,10
2018,Kolhapur,Shirol,1498,22.0,1328.0,148
2018,Kolhapur,Karveer,6450,95.0,6005.0,350
2018,Kolhapur,Gaganbavada,204,5.0,174.0,25
2018,Kolhapur,Radhanagari,3543,569.0,2867.0,107
2018,Kolhapur,Kagal,3954,475.0,3374.0,105
2018,Kolhapur,Bhudargad,2025,360.0,1550.0,115
2018,Kolhapur,Ajara,1712,414.0,1078.0,220
2018,Kolhapur,Gadhinglaj,5446,985.0,4245.0,216
2018,Kolhapur,Chandgad,461,135.0,287.0,39
2019,Kolhapur,Shahuwadi,1610,275.0,890.0,445
2019,Kolhapur,Panhala,4042,80.0,3590.0,372
2019,Kolhapur,Hatkanangale,1875,150.0,1715.0,10
2019,Kolhapur,Shirol,1496,22.0,1329.0,145
2019,Kolhapur,Karveer,6452,95.0,6010.0,347
2019,Kolhapur,Gaganbavada,204,5.0,175.0,24
2019,Kolhapur,Radhanagari,3545,569.0,2870.0,106
2019,Kolhapur,Kagal,3954,475.0,3374.0,105
2019,Kolhapur,Bhudargad,2033,360.0,1558.0,115
2019,Kolhapur,Ajara,1717,414.0,1083.0,220
2019,Kolhapur,Gadhinglaj,5452,985.0,4251.0,216
2019,Kolhapur,Chandgad,463,135.0,289.0,39
2020,Kolhapur,Shahuwadi,1610,275.0,890.0,445
2020,Kolhapur,Panhala,4042,80.0,3590.0,372
2020,Kolhapur,Hatkanangale,1875,150.0,1715.0,10
2020,Kolhapur,Shirol,1496,22.0,1329.0,145
2020,Kolhapur,Karveer,6452,95.0,6010.0,347
2020,Kolhapur,Gaganbavada,204,5.0,175.0,24
2020,Kolhapur,Radhanagari,3545,569.0,2870.0,106
2020,Kolhapur,Kagal,3954,475.0,3374.0,105
2020,Kolhapur,Bhudargad,2033,360.0,1558.0,115
2020,Kolhapur,Ajara,1717,414.0,1083.0,220
2020,Kolhapur,Gadhinglaj,5452,985.0,4251.0,216
2020,Kolhapur,Chandgad,463,135.0,289.0,39
2021,Kolhapur,Shahuwadi,1515,275.0,5910.0,445
2021,Kolhapur,Panhala,4045,80.0,14233.0,372
2021,Kolhapur,Hatkanangale,1902,150.0,25378.0,10
2021,Kolhapur,Shirol,1508,22.0,21252.0,145
2021,Kolhapur,Karveer,6500,145.0,21028.0,347
2021,Kolhapur,Gaganbavada,210,5.0,2788.0,10
2021,Kolhapur,Radhanagari,3545,569.0,6947.0,165
2021,Kolhapur,Kagal,4260,275.0,18203.0,260
2021,Kolhapur,Bhudargad,2035,360.0,6772.0,115
2021,Kolhapur,Ajara,1806,414.0,6369.0,220
2021,Kolhapur,Gadhinglaj,5460,985.0,13147.0,216
2021,Kolhapur,Chandgad,475,135.0,11838.0,39
2012,Latur,Latur,10079,15.0,9947.0,117
2012,Latur,Renapur,3758,257.0,3319.0,182
2012,Latur,Ahamadpur,7431,36.0,779.0,288
2012,Latur,Jalkot,1728,78.0,1218.0,432
2012,Latur,Chakur,5631,241.0,4462.0,928
2012,Latur,Shirur-Anantpal,917,44.0,718.0,155
2012,Latur,Aosa,10696,310.0,9181.0,123
2012,Latur,Nilanga,14255,70.0,13213.0,972
2012,Latur,Devani,1690,92.0,1094.0,504
2012,Latur,Udgir,3437,38.0,552.0,229
2013,Latur,Latur,3160,38.0,5875.0,1447
2013,Latur,Renapur,3550,0.0,1390.0,1270
2013,Latur,Ahamadpur,4463,0.0,4421.0,739
2013,Latur,Jalkot,1255,12.0,770.0,288
2013,Latur,Chakur,2108,0.0,5300.0,740
2013,Latur,Shirur-Anantpal,262,7.0,27.0,30
2013,Latur,Aosa,5525,0.0,2230.0,205
2013,Latur,Nilanga,6309,48.0,4510.0,1917
2013,Latur,Devani,1875,51.0,853.0,52
2013,Latur,Udgir,3378,0.0,1774.0,501
2014,Latur,Latur,3160,38.0,5875.0,1447
2014,Latur,Renapur,3550,0.0,1390.0,1270
2014,Latur,Ahamadpur,4463,0.0,4421.0,739
2014,Latur,Jalkot,1255,12.0,770.0,288
2014,Latur,Chakur,2108,0.0,5300.0,740
2014,Latur,Shirur-Anantpal,262,7.0,27.0,30
2014,Latur,Aosa,5525,0.0,2230.0,205
2014,Latur,Nilanga,6309,48.0,4510.0,1917
2014,Latur,Devani,1875,51.0,853.0,52
2014,Latur,Udgir,3378,0.0,1774.0,501
2015,Latur,Latur,11688,30.0,10200.0,1458
2015,Latur,Renapur,2781,0.0,1386.0,1395
2015,Latur,Ahamadpur,3760,160.0,2300.0,1300
2015,Latur,Jalkot,1072,10.0,790.0,272
2015,Latur,Chakur,4662,0.0,4383.0,279
2015,Latur,Shirur-Anantpal,364,0.0,232.0,132
2015,Latur,Aosa,6975,55.0,4510.0,2410
2015,Latur,Nilanga,3696,92.0,1844.0,1760
2015,Latur,Devani,1001,60.0,889.0,52
2015,Latur,Udgir,2303,0.0,1800.0,503
2016,Latur,Latur,11688,30.0,10200.0,1458
2016,Latur,Renapur,2781,0.0,1386.0,1395
2016,Latur,Ahamadpur,3760,160.0,2300.0,1300
2016,Latur,Jalkot,1072,10.0,790.0,272
2016,Latur,Chakur,4662,0.0,4383.0,279
2016,Latur,Shirur-Anantpal,364,0.0,232.0,132
2016,Latur,Aosa,6975,55.0,4510.0,2410
2016,Latur,Nilanga,3696,92.0,1844.0,1760
2016,Latur,Devani,1001,60.0,889.0,52
2016,Latur,Udgir,2303,0.0,1800.0,503
2017,Latur,Latur,3922,38.0,7611.0,1458
2017,Latur,Renapur,3140,,1450.0,1430
2017,Latur,Ahamadpur,4463,,4421.0,739
2017,Latur,Jalkot,,,,
2017,Latur,Chakur,4834,,3532.0,438
2017,Latur,Shirur-Anantpal,,,,
2017,Latur,Aosa,6664,77.0,6200.0,2130
2017,Latur,Nilanga,1110,630.0,110.0,590
2017,Latur,Devani,1054,60.0,2572.0,52
2017,Latur,Udgir,3385,,2625.0,503
2018,Latur,Latur,3922,38.0,23322.0,3320
2018,Latur,Renapur,3140,,12029.0,1448
2018,Latur,Ahamadpur,4463,,9934.0,537
2018,Latur,Jalkot,,,9498.0,723
2018,Latur,Chakur,4834,,11901.0,938
2018,Latur,Shirur-Anantpal,,,5270.0,738
2018,Latur,Aosa,6664,77.0,24644.0,1902
2018,Latur,Nilanga,1110,630.0,18552.0,2461
2018,Latur,Devani,1054,60.0,5352.0,574
2018,Latur,Udgir,3385,,8743.0,937
2019,Latur,Latur,3922,38.0,25660.0,1458
2019,Latur,Renapur,3140,,11271.0,1430
2019,Latur,Ahamadpur,4463,,7848.0,739
2019,Latur,Jalkot,1385,12.0,8788.0,315
2019,Latur,Chakur,4834,,10665.0,438
2019,Latur,Shirur-Anantpal,580,,4968.0,315
2019,Latur,Aosa,6664,55.0,17811.0,2130
2019,Latur,Nilanga,1110,630.0,25800.0,590
2019,Latur,Devani,1054,60.0,5076.0,52
2019,Latur,Udgir,3385,,8165.0,503
2020,Latur,Latur,9018,30.0,10200.0,1458
2020,Latur,Renapur,3160,,1405.0,1440
2020,Latur,Ahamadpur,4463,,4421.0,739
2020,Latur,Jalkot,1385,12.0,915.0,315
2020,Latur,Chakur,4866,,3864.0,452
2020,Latur,Shirur-Anantpal,518,,167.0,203
2020,Latur,Aosa,1664,55.0,6135.0,2130
2020,Latur,Nilanga,2326,18.0,1626.0,1768
2020,Latur,Devani,1094,0.0,985.0,63
2020,Latur,Udgir,3385,,1800.0,503
2021,Latur,Latur,3922,38.0,7042.0,1458
2021,Latur,Renapur,3140,,1405.0,1430
2021,Latur,Ahamadpur,4463,,4421.0,739
2021,Latur,Jalkot,1385,12.0,915.0,315
2021,Latur,Chakur,4419,,3946.0,967
2021,Latur,Shirur-Anantpal,580,,623.0,315
2021,Latur,Aosa,6664,55.0,6135.0,2130
2021,Latur,Nilanga,1110,630.0,110.0,590
2021,Latur,Devani,1054,60.0,925.0,52
2021,Latur,Udgir,3385,,1800.0,503
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2012,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2013,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2014,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2015,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2016,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2017,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2018,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2019,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2020,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2021,Mumbai,,,,,
2016,Mumbai Suburban,Adheri,,,,
2016,Mumbai Suburban,Borivali,,,,
2016,Mumbai Suburban,Kurla,,,,
2017,Mumbai Suburban,Adheri,,,,
2017,Mumbai Suburban,Borivali,,,,
2017,Mumbai Suburban,Kurla,,,,
2018,Mumbai Suburban,Adheri,,,,
2018,Mumbai Suburban,Borivali,,,,
2018,Mumbai Suburban,Kurla,,,,
2019,Mumbai Suburban,Adheri,,,,
2019,Mumbai Suburban,Borivali,,,,
2019,Mumbai Suburban,Kurla,,,,
2020,Mumbai Suburban,Adheri,,,,
2020,Mumbai Suburban,Borivali,,,,
2020,Mumbai Suburban,Kurla,,,,
2021,Mumbai Suburban,Adheri,,,,
2021,Mumbai Suburban,Borivali,,,,
2021,Mumbai Suburban,Kurla,,,,
2012,Nagpur,Narkhed,14175,101.0,15401.0,333
2012,Nagpur,Katol,11800,80.0,10561.0,1710
2012,Nagpur,Kalameshwar,6511,50.0,9008.0,2172
2012,Nagpur,Sawner,5454,40.0,6365.0,1486
2012,Nagpur,Parashivani,1319,138.0,2481.0,83
2012,Nagpur,Ramtech,1235,151.0,4043.0,215
2012,Nagpur,Mauda,1266,69.0,5692.0,131
2012,Nagpur,Kamathi,2141,51.0,528.0,448
2012,Nagpur,Nagpur (gra),2035,40.0,2900.0,466
2012,Nagpur,Nagpur (sh),64,26.0,268.0,0
2012,Nagpur,Hingana,3953,88.0,6924.0,387
2012,Nagpur,Umred,3591,31.0,3843.0,187
2012,Nagpur,Kuhi,7302,126.0,7489.0,70
2012,Nagpur,Bhiwapur,4040,19.0,4176.0,55
2013,Nagpur,Narkhed,14175,100.0,15114.0,339
2013,Nagpur,Katol,14157,106.0,10080.0,1710
2013,Nagpur,Kalameshwar,6517,50.0,8682.0,1522
2013,Nagpur,Sawner,5454,40.0,4735.0,1486
2013,Nagpur,Parashivani,1322,88.0,1946.0,79
2013,Nagpur,Ramtech,1239,50.0,3936.0,215
2013,Nagpur,Mauda,1266,16.0,5394.0,131
2013,Nagpur,Kamathi,2265,39.0,1641.0,432
2013,Nagpur,Nagpur (gra),2044,40.0,3194.0,466
2013,Nagpur,Nagpur (sh),64,26.0,218.0,0
2013,Nagpur,Hingana,4187,88.0,6320.0,472
2013,Nagpur,Umred,3591,31.0,3644.0,245
2013,Nagpur,Kuhi,7302,27.0,7395.0,170
2013,Nagpur,Bhiwapur,4040,17.0,4134.0,94
2014,Nagpur,Narkhed,14175,100.0,15114.0,339
2014,Nagpur,Katol,14157,106.0,10080.0,1710
2014,Nagpur,Kalameshwar,6517,50.0,8682.0,1522
2014,Nagpur,Sawner,5454,40.0,4735.0,1486
2014,Nagpur,Parashivani,1322,88.0,1946.0,79
2014,Nagpur,Ramtech,1239,50.0,3936.0,215
2014,Nagpur,Mauda,1266,16.0,5394.0,131
2014,Nagpur,Kamathi,2265,39.0,1641.0,432
2014,Nagpur,Nagpur (gra),2044,40.0,3194.0,466
2014,Nagpur,Nagpur (sh),64,26.0,218.0,0
2014,Nagpur,Hingana,4187,88.0,6320.0,472
2014,Nagpur,Umred,3591,31.0,3644.0,245
2014,Nagpur,Kuhi,7302,27.0,7395.0,170
