Year,District,Taluka,Total Irrigation Wells,Wells In Use With Diesel Pump,Wells In Use With Electric Pump,Irrigation Wells Not in Use
2015,Dharashiv,Tuljapur,5674,127.0,7152.0,1849
2015,Dharashiv,Lohara,843,40.0,1312.0,220
2015,Dharashiv,Umaraga,10586,310.0,7189.0,2556
2016,Dharashiv,Paranda,3344,13.0,4133.0,89
2016,Dharashiv,Bhum,4325,492.0,3857.0,1600
2016,Dharashiv,Washi,4846,45.0,5585.0,606
2016,Dharashiv,Kalamb,2300,625.0,3000.0,301
2016,Dharashiv,Dharashiv,9774,277.0,3215.0,120
2016,Dharashiv,Tuljapur,5674,127.0,7152.0,1849
2016,Dharashiv,Lohara,843,40.0,1312.0,220
2016,Dharashiv,Umaraga,10586,310.0,7189.0,2556
2017,Dharashiv,Paranda,4235,13.0,4133.0,89
2017,Dharashiv,Bhum,5949,492.0,3857.0,1600
2017,Dharashiv,Washi,6236,45.0,5585.0,606
2017,Dharashiv,Kalamb,3926,625.0,3000.0,301
2017,Dharashiv,Dharashiv,3612,277.0,3215.0,120
2017,Dharashiv,Tuljapur,9128,127.0,7152.0,1849
2017,Dharashiv,Lohara,1572,40.0,1312.0,220
2017,Dharashiv,Umaraga,10055,310.0,7189.0,2556
2018,Dharashiv,Paranda,17670,66.0,13444.0,4160
2018,Dharashiv,Bhum,2911,28.0,2651.0,232
2018,Dharashiv,Washi,2411,60.0,2260.0,91
2018,Dharashiv,Kalamb,7588,80.0,6778.0,730
2018,Dharashiv,Dharashiv,3175,1580.0,1350.0,245
2018,Dharashiv,Tuljapur,,,,
2018,Dharashiv,Lohara,1955,,840.0,1115
2018,Dharashiv,Umaraga,,,,
2019,Dharashiv,Paranda,17670,66.0,18291.0,4160
2019,Dharashiv,Bhum,2911,28.0,13222.0,232
2019,Dharashiv,Washi,2411,60.0,9971.0,91
2019,Dharashiv,Kalamb,7588,80.0,23759.0,730
2019,Dharashiv,Dharashiv,3175,1580.0,35034.0,245
2019,Dharashiv,Tuljapur,,,21134.0,
2019,Dharashiv,Lohara,1955,,11316.0,1115
2019,Dharashiv,Umaraga,,,14237.0,
2020,Dharashiv,Paranda,16880,68.0,50720.0,3640
2020,Dharashiv,Bhum,2911,28.0,2226.0,232
2020,Dharashiv,Washi,5506,55.0,2213.0,1650
2020,Dharashiv,Kalamb,7690,95.0,11070.0,650
2020,Dharashiv,Dharashiv,3175,1580.0,2744.0,245
2020,Dharashiv,Tuljapur,,,,
2020,Dharashiv,Lohara,783,,573.0,210
2020,Dharashiv,Umaraga,,,,
2021,Dharashiv,Paranda,16880,68.0,18735.0,3640
2021,Dharashiv,Bhum,2911,28.0,13630.0,232
2021,Dharashiv,Washi,5506,55.0,10366.0,1650
2021,Dharashiv,Kalamb,7690,95.0,24361.0,650
2021,Dharashiv,Dharashiv,3175,1580.0,35815.0,245
2021,Dharashiv,Tuljapur,,,21796.0,
2021,Dharashiv,Lohara,783,,11735.0,210
2021,Dharashiv,Umaraga,,,14476.0,
2014,Palghar,Talasari,360,0.0,360.0,0
2014,Palghar,Dahanu,132,0.0,0.0,132
2014,Palghar,Vikramgad,1432,400.0,1032.0,0
2014,Palghar,Javhar,222,0.0,67.0,155
2014,Palghar,Mokhada,192,30.0,85.0,77
2014,Palghar,Wada,0,0.0,0.0,0
2014,Palghar,Palghar,0,0.0,0.0,0
2014,Palghar,Vasai,74,43.0,31.0,0
2015,Palghar,Talasari,360,0.0,360.0,0
2015,Palghar,Dahanu,132,0.0,0.0,132
2015,Palghar,Vikramgad,1432,400.0,1032.0,0
2015,Palghar,Javhar,222,0.0,67.0,155
2015,Palghar,Mokhada,192,30.0,85.0,77
2015,Palghar,Wada,0,0.0,0.0,0
2015,Palghar,Palghar,0,0.0,0.0,0
2015,Palghar,Vasai,74,43.0,31.0,0
2016,Palghar,Talasari,192,30.0,85.0,77
2016,Palghar,Dahanu,1432,400.0,1032.0,0
2016,Palghar,Vikramgad,0,0.0,0.0,0
2016,Palghar,Javhar,222,0.0,67.0,155
2016,Palghar,Mokhada,0,0.0,0.0,0
2016,Palghar,Wada,74,43.0,31.0,0
2016,Palghar,Palghar,360,0.0,360.0,0
2016,Palghar,Vasai,132,0.0,0.0,132
2017,Palghar,Talasari,192,30.0,85.0,77
2017,Palghar,Dahanu,1432,400.0,1032.0,0
2017,Palghar,Vikramgad,0,0.0,0.0,0
2017,Palghar,Javhar,222,0.0,67.0,155
2017,Palghar,Mokhada,0,0.0,0.0,0
2017,Palghar,Wada,74,43.0,31.0,0
2017,Palghar,Palghar,360,0.0,360.0,0
2017,Palghar,Vasai,132,0.0,0.0,132
2018,Palghar,Talasari,250,0.0,563.0,7
2018,Palghar,Dahanu,26,0.0,6985.0,5
2018,Palghar,Vikramgad,718,0.0,508.0,0
2018,Palghar,Javhar,714,95.0,389.0,155
2018,Palghar,Mokhada,0,0.0,74.0,0
2018,Palghar,Wada,0,0.0,67.0,0
2018,Palghar,Palghar,947,0.0,8658.0,0
2018,Palghar,Vasai,9000,0.0,54.0,132
2019,Palghar,Talasari,250,0.0,563.0,7
2019,Palghar,Dahanu,26,0.0,6985.0,5
2019,Palghar,Vikramgad,718,0.0,508.0,0
2019,Palghar,Javhar,714,95.0,389.0,155
2019,Palghar,Mokhada,0,0.0,74.0,0
2019,Palghar,Wada,0,0.0,15.0,0
2019,Palghar,Palghar,947,0.0,8658.0,0
2019,Palghar,Vasai,9000,0.0,10.0,132
2020,Palghar,Talasari,250,0.0,573.0,7
2020,Palghar,Dahanu,26,0.0,3463.0,5
2020,Palghar,Vikramgad,718,0.0,507.0,0
2020,Palghar,Javhar,714,95.0,377.0,155
2020,Palghar,Mokhada,0,0.0,77.0,0
2020,Palghar,Wada,0,0.0,22.0,0
2020,Palghar,Palghar,947,0.0,8556.0,0
2020,Palghar,Vasai,9000,0.0,24.0,132
2021,Palghar,Talasari,250,0.0,649.0,7
2021,Palghar,Dahanu,26,0.0,3677.0,5
2021,Palghar,Vikramgad,718,0.0,620.0,0
2021,Palghar,Javhar,714,95.0,467.0,155
2021,Palghar,Mokhada,0,0.0,73.0,0
2021,Palghar,Wada,0,0.0,1133.0,0
2021,Palghar,Palghar,947,0.0,9136.0,0
2021,Palghar,Vasai,9000,0.0,2766.0,132
2013,Parbhani,Selu,3698,18.0,3338.0,342
2013,Parbhani,Jintur,6512,33.0,5860.0,619
2013,Parbhani,Parbhani,6198,31.0,5581.0,586
2013,Parbhani,Manvat,2798,14.0,2518.0,266
2013,Parbhani,Pathari,3673,18.0,3304.0,351
2013,Parbhani,Sonpeth,1749,9.0,1576.0,164
2013,Parbhani,Gangakhed,3072,15.0,2768.0,289
2013,Parbhani,Palam,1951,10.0,1755.0,186
2013,Parbhani,Purna,3850,19.0,3469.0,362
2014,Parbhani,Selu,3698,18.0,3338.0,342
2014,Parbhani,Jintur,6512,33.0,5860.0,619
2014,Parbhani,Parbhani,6198,31.0,5581.0,586
2014,Parbhani,Manvat,2798,14.0,2518.0,266
2014,Parbhani,Pathari,3673,18.0,3304.0,351
2014,Parbhani,Sonpeth,1749,9.0,1576.0,164
2014,Parbhani,Gangakhed,3072,15.0,2768.0,289
2014,Parbhani,Palam,1951,10.0,1755.0,186
2014,Parbhani,Purna,3850,19.0,3469.0,362
2015,Parbhani,Selu,5160,18.0,3338.0,1804
2015,Parbhani,Jintur,9030,33.0,5860.0,3137
2015,Parbhani,Parbhani,8730,31.0,5581.0,3118
2015,Parbhani,Manvat,4160,14.0,2518.0,1628
2015,Parbhani,Pathari,4910,18.0,3304.0,1588
2015,Parbhani,Sonpeth,2640,9.0,1576.0,1055
2015,Parbhani,Gangakhed,4110,15.0,2768.0,1327
2015,Parbhani,Palam,2780,10.0,1755.0,1015
2015,Parbhani,Purna,5520,19.0,3469.0,2032
2016,Parbhani,Selu,5155,10.0,4769.0,376
2016,Parbhani,Jintur,9022,22.0,8323.0,677
2016,Parbhani,Parbhani,8721,28.0,8049.0,644
2016,Parbhani,Manvat,4151,10.0,3859.0,282
2016,Parbhani,Pathari,4901,14.0,4513.0,374
2016,Parbhani,Sonpeth,2638,8.0,2446.0,184
2016,Parbhani,Gangakhed,4109,10.0,3753.0,346
2016,Parbhani,Palam,2779,8.0,2548.0,223
2016,Parbhani,Purna,5510,16.0,5083.0,411
2017,Parbhani,Selu,5155,10.0,4769.0,376
2017,Parbhani,Jintur,9022,22.0,8323.0,677
2017,Parbhani,Parbhani,8721,28.0,8049.0,644
2017,Parbhani,Manvat,4151,10.0,3859.0,282
2017,Parbhani,Pathari,4901,14.0,4513.0,374
2017,Parbhani,Sonpeth,2638,8.0,2446.0,184
2017,Parbhani,Gangakhed,4109,10.0,3753.0,346
2017,Parbhani,Palam,2779,8.0,2548.0,223
2017,Parbhani,Purna,5510,16.0,5083.0,411
2018,Parbhani,Selu,5155,10.0,4769.0,376
2018,Parbhani,Jintur,9022,22.0,8323.0,677
2018,Parbhani,Parbhani,8721,28.0,8049.0,644
2018,Parbhani,Manvat,4151,10.0,3859.0,282
2018,Parbhani,Pathari,4901,14.0,4513.0,374
2018,Parbhani,Sonpeth,2638,8.0,2446.0,184
2018,Parbhani,Gangakhed,4109,10.0,3753.0,346
2018,Parbhani,Palam,2779,8.0,2548.0,223
2018,Parbhani,Purna,5510,16.0,5083.0,411
2019,Parbhani,Selu,5155,10.0,8864.0,376
2019,Parbhani,Jintur,9022,22.0,16566.0,677
2019,Parbhani,Parbhani,8721,28.0,17011.0,644
2019,Parbhani,Manvat,4151,10.0,7941.0,282
2019,Parbhani,Pathari,4901,14.0,10332.0,374
2019,Parbhani,Sonpeth,2638,8.0,4805.0,184
2019,Parbhani,Gangakhed,4109,10.0,9046.0,346
2019,Parbhani,Palam,2779,8.0,6229.0,223
2019,Parbhani,Purna,5510,16.0,10900.0,411
2020,Parbhani,Selu,5155,10.0,10648.0,376
2020,Parbhani,Jintur,9022,22.0,17861.0,677
2020,Parbhani,Parbhani,8721,28.0,18193.0,644
2020,Parbhani,Manvat,4151,10.0,7999.0,282
2020,Parbhani,Pathari,4901,14.0,10502.0,374
2020,Parbhani,Sonpeth,2638,8.0,4859.0,184
2020,Parbhani,Gangakhed,4109,10.0,9116.0,346
2020,Parbhani,Palam,2779,8.0,6266.0,223
2020,Parbhani,Purna,5510,16.0,11037.0,411
2021,Parbhani,Selu,5155,8.0,10650.0,376
2021,Parbhani,Jintur,9022,16.0,17867.0,677
2021,Parbhani,Parbhani,8721,18.0,18203.0,644
2021,Parbhani,Manvat,4151,7.0,8002.0,282
2021,Parbhani,Pathari,4901,9.0,10507.0,374
2021,Parbhani,Sonpeth,2638,8.0,4859.0,184
2021,Parbhani,Gangakhed,4109,9.0,9117.0,346
2021,Parbhani,Palam,2779,8.0,6266.0,223
2021,Parbhani,Purna,5510,11.0,11042.0,411
2011,Pune,Junnar,13108,1708.0,,133
2011,Pune,Aambegaon,8077,859.0,,29
2011,Pune,Shirur,8650,1575.0,,176
2011,Pune,Khed,9201,4112.0,,21
2011,Pune,Maval,2423,192.0,,25
2011,Pune,Mulashi,3489,218.0,,120
2011,Pune,Haveli,5024,405.0,,252
2011,Pune,Pune City,219,40.0,,39
2011,Pune,Daund,6470,490.0,,363
2011,Pune,Purandar,4960,827.0,,460
2011,Pune,Welhe,161,95.0,,14
2011,Pune,Bhor,2984,342.0,,130
2011,Pune,Baramati,15826,823.0,,309
2011,Pune,Indapur,11077,1539.0,,575
2012,Pune,Junnar,13108,1708.0,,133
2012,Pune,Aambegaon,8077,859.0,,29
2012,Pune,Shirur,8650,1575.0,,176
2012,Pune,Khed,9201,4112.0,,21
2012,Pune,Maval,2423,192.0,,25
2012,Pune,Mulashi,3489,218.0,,120
2012,Pune,Haveli,5024,405.0,,252
2012,Pune,Pune City,219,40.0,,39
2012,Pune,Daund,6470,490.0,,363
2012,Pune,Purandar,4960,827.0,,460
2012,Pune,Welhe,161,95.0,,14
2012,Pune,Bhor,2984,342.0,,130
2012,Pune,Baramati,15826,823.0,,309
2012,Pune,Indapur,11077,1539.0,,575
2013,Pune,Junnar,13108,1708.0,,133
2013,Pune,Aambegaon,8077,859.0,,29
2013,Pune,Shirur,8650,1575.0,,176
2013,Pune,Khed,9201,4112.0,,21
2013,Pune,Maval,2423,192.0,,25
2013,Pune,Mulashi,3489,218.0,,120
2013,Pune,Haveli,5024,405.0,,252
2013,Pune,Pune City,219,40.0,,39
2013,Pune,Daund,6470,490.0,,363
2013,Pune,Purandar,4960,827.0,,460
2013,Pune,Welhe,161,95.0,,14
2013,Pune,Bhor,2984,342.0,,130
2013,Pune,Baramati,15826,823.0,,309
2013,Pune,Indapur,11077,1539.0,,575
2014,Pune,Junnar,13108,1708.0,,133
2014,Pune,Aambegaon,8077,859.0,,29
2014,Pune,Shirur,8650,1575.0,,176
2014,Pune,Khed,9201,4112.0,,21
2014,Pune,Maval,2423,192.0,,25
2014,Pune,Mulashi,3489,218.0,,120
2014,Pune,Haveli,5024,405.0,,252
2014,Pune,Pune City,219,40.0,,39
2014,Pune,Daund,6470,490.0,,363
2014,Pune,Purandar,4960,827.0,,460
2014,Pune,Welhe,161,95.0,,14
2014,Pune,Bhor,2984,342.0,,130
2014,Pune,Baramati,15826,823.0,,309
2014,Pune,Indapur,11077,1539.0,,575
2015,Pune,Junnar,13108,1708.0,,133
2015,Pune,Aambegaon,8077,859.0,,29
2015,Pune,Shirur,8650,1575.0,,176
2015,Pune,Khed,9201,4112.0,,21
2015,Pune,Maval,2423,192.0,,25
2015,Pune,Mulashi,3489,218.0,,120
2015,Pune,Haveli,5024,405.0,,252
2015,Pune,Pune City,219,40.0,,39
2015,Pune,Daund,6470,490.0,,363
2015,Pune,Purandar,4960,827.0,,460
2015,Pune,Welhe,161,95.0,,14
2015,Pune,Bhor,2984,342.0,,130
2015,Pune,Baramati,15826,823.0,,309
2015,Pune,Indapur,11077,1539.0,,575
2016,Pune,Junnar,13108,1708.0,,133
2016,Pune,Aambegaon,8077,859.0,,29
2016,Pune,Shirur,8650,1575.0,,176
2016,Pune,Khed,9201,4112.0,,21
2016,Pune,Maval,2423,192.0,,25
2016,Pune,Mulashi,3489,218.0,,120
2016,Pune,Haveli,5024,405.0,,252
2016,Pune,Pune City,219,40.0,,39
2016,Pune,Daund,6470,490.0,,363
2016,Pune,Purandar,4960,827.0,,460
2016,Pune,Welhe,161,95.0,,14
2016,Pune,Bhor,2984,342.0,,130
2016,Pune,Baramati,15826,823.0,,309
2016,Pune,Indapur,11077,1539.0,,575
2017,Pune,Junnar,13108,1708.0,,133
2017,Pune,Aambegaon,8077,859.0,,29
2017,Pune,Shirur,8650,1575.0,,176
2017,Pune,Khed,9201,4112.0,,21
2017,Pune,Maval,2423,192.0,,25
2017,Pune,Mulashi,3489,218.0,,120
2017,Pune,Haveli,5024,405.0,,252
2017,Pune,Pune City,219,40.0,,39
2017,Pune,Daund,6470,490.0,,363
2017,Pune,Purandar,4960,827.0,,460
2017,Pune,Welhe,161,95.0,,14
2017,Pune,Bhor,2984,342.0,,130
2017,Pune,Baramati,15826,823.0,,309
2017,Pune,Indapur,11077,1539.0,,575
2018,Pune,Junnar,13108,1708.0,,133
2018,Pune,Aambegaon,8077,859.0,,29
2018,Pune,Shirur,8650,1575.0,,176
2018,Pune,Khed,9201,4112.0,,21
2018,Pune,Maval,2423,192.0,,25
2018,Pune,Mulashi,3489,218.0,,120
2018,Pune,Haveli,5024,405.0,,252
2018,Pune,Pune City,219,40.0,,39
2018,Pune,Daund,6470,490.0,,363
2018,Pune,Purandar,4960,827.0,,460
2018,Pune,Welhe,161,95.0,,14
2018,Pune,Bhor,2984,342.0,,130
2018,Pune,Baramati,15826,823.0,,309
2018,Pune,Indapur,11077,1539.0,,575
2019,Pune,Junnar,2375,,39790.0,
2019,Pune,Aambegaon,1684,,21277.0,
2019,Pune,Shirur,6482,,36982.0,
2019,Pune,Khed,3107,,18505.0,
2019,Pune,Maval,45,,5875.0,
2019,Pune,Mulashi,17,,5013.0,
2019,Pune,Haveli,539,,15287.0,
2019,Pune,Pune City,0,,0.0,
2019,Pune,Daund,205,,35013.0,
2019,Pune,Purandar,914,,21195.0,
2019,Pune,Welhe,106,,5339.0,
2019,Pune,Bhor,136,,3499.0,
2019,Pune,Baramati,1160,,33969.0,
2019,Pune,Indapur,203,,46808.0,
2020,Pune,Junnar,2375,,40358.0,
2020,Pune,Aambegaon,1684,,21722.0,
2020,Pune,Shirur,6482,,37055.0,
2020,Pune,Khed,3107,,18740.0,
2020,Pune,Maval,45,,5802.0,
2020,Pune,Mulashi,17,,5032.0,
2020,Pune,Haveli,539,,15291.0,
2020,Pune,Pune City,0,,1510.0,
2020,Pune,Daund,205,,35078.0,
2020,Pune,Purandar,914,,21227.0,
2020,Pune,Welhe,106,,1170.0,
2020,Pune,Bhor,136,,3504.0,
2020,Pune,Baramati,1160,,33996.0,
2020,Pune,Indapur,203,,46870.0,
2021,Pune,Junnar,2375,,39796.0,
2021,Pune,Aambegaon,1684,,21366.0,
2021,Pune,Shirur,6482,,38083.0,
2021,Pune,Khed,3107,,18605.0,
2021,Pune,Maval,45,,5895.0,
2021,Pune,Mulashi,17,,5032.0,
2021,Pune,Haveli,539,,31630.0,
2021,Pune,Pune City,0,,38052.0,
2021,Pune,Daund,205,,21754.0,
2021,Pune,Purandar,914,,534.0,
2021,Pune,Welhe,106,,3873.0,
2021,Pune,Bhor,136,,4138.0,
2021,Pune,Baramati,1160,,35987.0,
2021,Pune,Indapur,203,,48658.0,
2012,Raigad,Uran,18,26.0,11.0,12
2012,Raigad,Panwel,784,91.0,25.0,53
2012,Raigad,Karjat,129,0.0,0.0,49
2012,Raigad,Khalapur,60,6.0,5.0,35
2012,Raigad,Pen,31,0.0,8.0,0
2012,Raigad,Alibag,2612,22.0,1655.0,0
2012,Raigad,Murud,547,60.0,510.0,40
2012,Raigad,Roha,10,0.0,0.0,20
2012,Raigad,Sudhagad,25,0.0,3.0,38
2012,Raigad,Mangaon,0,17.0,24.0,0
2012,Raigad,Tala,32,0.0,0.0,0
2012,Raigad,Shreevardhan,1152,107.0,632.0,77
2012,Raigad,Mhasala,7,3.0,2.0,12
2012,Raigad,Mahad,15,0.0,20.0,45
2012,Raigad,Poladpur,4,0.0,0.0,7
2013,Raigad,Uran,18,26.0,11.0,12
2013,Raigad,Panwel,784,91.0,25.0,53
2013,Raigad,Karjat,129,0.0,0.0,49
2013,Raigad,Khalapur,60,6.0,5.0,35
2013,Raigad,Pen,31,0.0,8.0,0
2013,Raigad,Alibag,2612,22.0,1655.0,0
2013,Raigad,Murud,547,60.0,510.0,40
2013,Raigad,Roha,10,0.0,0.0,20
2013,Raigad,Sudhagad,25,0.0,3.0,38
2013,Raigad,Mangaon,0,17.0,24.0,0
2013,Raigad,Tala,32,0.0,0.0,0
2013,Raigad,Shreevardhan,1152,107.0,632.0,77
2013,Raigad,Mhasala,7,3.0,2.0,12
2013,Raigad,Mahad,15,0.0,20.0,45
2013,Raigad,Poladpur,4,0.0,0.0,7
2014,Raigad,Uran,18,26.0,11.0,12
2014,Raigad,Panwel,784,91.0,25.0,53
2014,Raigad,Karjat,129,0.0,0.0,49
2014,Raigad,Khalapur,60,6.0,5.0,35
2014,Raigad,Pen,31,0.0,8.0,0
2014,Raigad,Alibag,2612,22.0,1655.0,0
2014,Raigad,Murud,547,60.0,510.0,40
2014,Raigad,Roha,10,0.0,0.0,20
2014,Raigad,Sudhagad,25,0.0,3.0,38
2014,Raigad,Mangaon,0,17.0,24.0,0
2014,Raigad,Tala,32,0.0,0.0,0
2014,Raigad,Shreevardhan,1152,107.0,632.0,77
2014,Raigad,Mhasala,7,3.0,2.0,12
2014,Raigad,Mahad,15,0.0,20.0,45
2014,Raigad,Poladpur,4,0.0,0.0,7
2015,Raigad,Uran,18,26.0,11.0,12
2015,Raigad,Panwel,784,91.0,25.0,53
2015,Raigad,Karjat,129,0.0,0.0,49
2015,Raigad,Khalapur,60,6.0,5.0,35
2015,Raigad,Pen,31,0.0,8.0,0
2015,Raigad,Alibag,2612,22.0,1655.0,0
2015,Raigad,Murud,547,60.0,510.0,40
2015,Raigad,Roha,10,0.0,0.0,20
2015,Raigad,Sudhagad,25,0.0,3.0,38
2015,Raigad,Mangaon,0,17.0,24.0,0
2015,Raigad,Tala,32,0.0,0.0,0
2015,Raigad,Shreevardhan,1152,107.0,632.0,77
2015,Raigad,Mhasala,7,3.0,2.0,12
2015,Raigad,Mahad,15,0.0,20.0,45
2015,Raigad,Poladpur,4,0.0,0.0,7
2016,Raigad,Uran,18,26.0,11.0,12
2016,Raigad,Panwel,784,91.0,25.0,53
2016,Raigad,Karjat,129,0.0,0.0,49
2016,Raigad,Khalapur,60,6.0,5.0,35
2016,Raigad,Pen,31,0.0,8.0,0
2016,Raigad,Alibag,2612,22.0,1655.0,0
2016,Raigad,Murud,547,60.0,510.0,40
2016,Raigad,Roha,10,0.0,0.0,20
2016,Raigad,Sudhagad,25,0.0,3.0,38
2016,Raigad,Mangaon,0,17.0,24.0,0
2016,Raigad,Tala,32,0.0,0.0,0
2016,Raigad,Shreevardhan,1152,107.0,632.0,77
2016,Raigad,Mhasala,7,3.0,2.0,12
2016,Raigad,Mahad,15,0.0,20.0,45
2016,Raigad,Poladpur,4,0.0,0.0,7
2017,Raigad,Uran,18,26.0,11.0,12
2017,Raigad,Panwel,784,91.0,25.0,53
2017,Raigad,Karjat,129,0.0,0.0,49
2017,Raigad,Khalapur,60,6.0,5.0,35
2017,Raigad,Pen,31,0.0,8.0,0
2017,Raigad,Alibag,2612,22.0,1655.0,0
2017,Raigad,Murud,547,60.0,510.0,40
2017,Raigad,Roha,10,0.0,0.0,20
2017,Raigad,Sudhagad,25,0.0,3.0,38
2017,Raigad,Mangaon,0,17.0,24.0,0
2017,Raigad,Tala,32,0.0,0.0,0
2017,Raigad,Shreevardhan,1152,107.0,632.0,77
2017,Raigad,Mhasala,7,3.0,2.0,12
2017,Raigad,Mahad,15,0.0,20.0,45
2017,Raigad,Poladpur,4,0.0,0.0,7
2018,Raigad,Uran,18,26.0,11.0,12
2018,Raigad,Panwel,784,91.0,25.0,53
2018,Raigad,Karjat,129,0.0,0.0,49
2018,Raigad,Khalapur,60,6.0,5.0,35
2018,Raigad,Pen,31,0.0,8.0,0
2018,Raigad,Alibag,2612,22.0,1655.0,0
2018,Raigad,Murud,547,60.0,510.0,40
2018,Raigad,Roha,10,0.0,0.0,20
2018,Raigad,Sudhagad,25,0.0,3.0,38
2018,Raigad,Mangaon,0,17.0,24.0,0
2018,Raigad,Tala,32,0.0,0.0,0
2018,Raigad,Shreevardhan,1152,107.0,632.0,77
2018,Raigad,Mhasala,7,3.0,2.0,12
2018,Raigad,Mahad,15,0.0,20.0,45
2018,Raigad,Poladpur,4,0.0,0.0,7
2019,Raigad,Uran,V,26.0,11.0,12
2019,Raigad,Panwel,784,91.0,25.0,53
2019,Raigad,Karjat,129,0.0,0.0,49
2019,Raigad,Khalapur,60,6.0,5.0,35
2019,Raigad,Pen,31,0.0,8.0,0
2019,Raigad,Alibag,2612,22.0,1655.0,0
2019,Raigad,Murud,547,60.0,510.0,40
2019,Raigad,Roha,10,0.0,0.0,20
2019,Raigad,Sudhagad,25,0.0,3.0,38
2019,Raigad,Mangaon,0,17.0,24.0,0
2019,Raigad,Tala,32,0.0,0.0,0
2019,Raigad,Shreevardhan,1152,107.0,632.0,77
2019,Raigad,Mhasala,7,3.0,2.0,12
2019,Raigad,Mahad,15,0.0,20.0,45
2019,Raigad,Poladpur,4,0.0,0.0,7
2020,Raigad,Uran,6,0.0,6.0,0
2020,Raigad,Panwel,14,0.0,14.0,0
2020,Raigad,Karjat,17,1.0,16.0,0
2020,Raigad,Khalapur,22,0.0,22.0,0
2020,Raigad,Pen,5,0.0,5.0,0
2020,Raigad,Alibag,138,0.0,138.0,0
2020,Raigad,Murud,21,0.0,21.0,0
2020,Raigad,Roha,43,0.0,43.0,0
2020,Raigad,Sudhagad,21,0.0,21.0,0
2020,Raigad,Mangaon,33,3.0,30.0,0
2020,Raigad,Tala,5,0.0,5.0,0
2020,Raigad,Shreevardhan,36,1.0,35.0,0
2020,Raigad,Mhasala,6,0.0,6.0,0
2020,Raigad,Mahad,54,3.0,51.0,0
2020,Raigad,Poladpur,24,0.0,24.0,0
2021,Raigad,Uran,86,0.0,86.0,0
2021,Raigad,Panwel,14,0.0,14.0,0
2021,Raigad,Karjat,46,1.0,45.0,0
2021,Raigad,Khalapur,41,0.0,41.0,0
2021,Raigad,Pen,16,0.0,16.0,0
2021,Raigad,Alibag,371,0.0,371.0,0
2021,Raigad,Murud,58,0.0,58.0,0
2021,Raigad,Roha,71,0.0,71.0,0
2021,Raigad,Sudhagad,109,0.0,109.0,0
2021,Raigad,Mangaon,102,3.0,99.0,0
2021,Raigad,Tala,39,0.0,39.0,0
2021,Raigad,Shreevardhan,66,1.0,65.0,0
2021,Raigad,Mhasala,42,0.0,42.0,0
2021,Raigad,Mahad,75,0.0,75.0,0
2021,Raigad,Poladpur,31,0.0,31.0,0
2006,Ratnagiri,Mandangad,229,20.0,92.0,15
2006,Ratnagiri,Dapoli,1217,61.0,317.0,44
2006,Ratnagiri,Khed,22,,26.0,
2006,Ratnagiri,Chiplun,41,,41.0,57
2006,Ratnagiri,Guhagar,2020,,1653.0,
2006,Ratnagiri,Ratnagiri,1990,95.0,1596.0,390
2006,Ratnagiri,Sangameshwar,71,,71.0,41
2006,Ratnagiri,Lanja,1045,47.0,138.0,
2006,Ratnagiri,Rajapur,775,10.0,105.0,104
2008,Ratnagiri,Mandangad,232,50.0,,15
2008,Ratnagiri,Dapoli,1218,75.0,,44
2008,Ratnagiri,Khed,49,47.0,,2
2008,Ratnagiri,Chiplun,73,30.0,,57
2008,Ratnagiri,Guhagar,2021,31.0,,1
2008,Ratnagiri,Ratnagiri,1981,220.0,,389
2008,Ratnagiri,Sangameshwar,103,46.0,,41
2008,Ratnagiri,Lanja,1070,103.0,,1
2008,Ratnagiri,Rajapur,787,34.0,,104
2009,Ratnagiri,Mandangad,232,50.0,,15
2009,Ratnagiri,Dapoli,1218,75.0,,44
2009,Ratnagiri,Khed,49,47.0,,2
2009,Ratnagiri,Chiplun,73,30.0,,57
2009,Ratnagiri,Guhagar,2021,31.0,,1
2009,Ratnagiri,Ratnagiri,1981,220.0,,389
2009,Ratnagiri,Sangameshwar,103,46.0,,41
2009,Ratnagiri,Lanja,1070,103.0,,1
2009,Ratnagiri,Rajapur,787,34.0,,104
2010,Ratnagiri,Mandangad,232,50.0,,15
2010,Ratnagiri,Dapoli,1218,75.0,,44
2010,Ratnagiri,Khed,49,47.0,,2
2010,Ratnagiri,Chiplun,73,30.0,,57
2010,Ratnagiri,Guhagar,2021,31.0,,1
2010,Ratnagiri,Ratnagiri,1981,220.0,,389
2010,Ratnagiri,Sangameshwar,103,46.0,,41
2010,Ratnagiri,Lanja,1070,103.0,,1
2010,Ratnagiri,Rajapur,787,34.0,,104
2011,Ratnagiri,Mandangad,232,50.0,,15
2011,Ratnagiri,Dapoli,1218,75.0,,44
2011,Ratnagiri,Khed,49,47.0,,2
2011,Ratnagiri,Chiplun,73,30.0,,57
2011,Ratnagiri,Guhagar,2021,31.0,,1
2011,Ratnagiri,Ratnagiri,1981,220.0,,389
2011,Ratnagiri,Sangameshwar,103,46.0,,41
2011,Ratnagiri,Lanja,1070,103.0,,1
2011,Ratnagiri,Rajapur,787,34.0,,104
2012,Ratnagiri,Mandangad,232,50.0,,15
2012,Ratnagiri,Dapoli,1218,75.0,,44
2012,Ratnagiri,Khed,49,47.0,,2
2012,Ratnagiri,Chiplun,73,30.0,,57
2012,Ratnagiri,Guhagar,2021,31.0,,1
