Year,District,Taluka,Ponds or Village Lakes,Storage Dams,Irrigation Wells,Diesel Pumps,Electric Pumps
2015,Gadchiroli,Desaiganj,0.0,0,546.0,201,2068.0
2015,Gadchiroli,Aarmori,0.0,0,1793.0,610,1906.0
2015,Gadchiroli,Kurkheda,0.0,0,2387.0,920,2305.0
2015,Gadchiroli,Korachi,0.0,0,523.0,0,199.0
2015,Gadchiroli,Dhanora,0.0,0,2554.0,718,483.0
2015,Gadchiroli,Gadchiroli,0.0,1,1745.0,325,1198.0
2015,Gadchiroli,Chomoshi,0.0,1,1972.0,527,2883.0
2015,Gadchiroli,Mulchera,0.0,0,265.0,396,457.0
2015,Gadchiroli,Etapalli,0.0,0,545.0,118,71.0
2015,Gadchiroli,Bhamragad,0.0,0,284.0,300,24.0
2015,Gadchiroli,Aheri,0.0,0,396.0,255,351.0
2015,Gadchiroli,Sironcha,0.0,0,1195.0,265,1966.0
2016,Gadchiroli,Desaiganj,0.0,0,316.0,201,2262.0
2016,Gadchiroli,Aarmori,0.0,0,298.0,610,2157.0
2016,Gadchiroli,Kurkheda,0.0,0,291.0,920,2748.0
2016,Gadchiroli,Korachi,0.0,0,184.0,0,300.0
2016,Gadchiroli,Dhanora,0.0,0,129.0,718,788.0
2016,Gadchiroli,Gadchiroli,0.0,0,231.0,325,1535.0
2016,Gadchiroli,Chomoshi,0.0,0,380.0,527,3736.0
2016,Gadchiroli,Mulchera,0.0,0,324.0,396,608.0
2016,Gadchiroli,Etapalli,0.0,0,228.0,118,184.0
2016,Gadchiroli,Bhamragad,0.0,0,161.0,300,85.0
2016,Gadchiroli,Aheri,0.0,0,258.0,255,497.0
2016,Gadchiroli,Sironcha,0.0,0,363.0,265,2063.0
2017,Gadchiroli,Desaiganj,0.0,0,1195.0,150,2418.0
2017,Gadchiroli,Aarmori,0.0,0,1412.0,295,2360.0
2017,Gadchiroli,Kurkheda,0.0,0,1541.0,102,3198.0
2017,Gadchiroli,Korachi,0.0,0,951.0,0,316.0
2017,Gadchiroli,Dhanora,0.0,0,906.0,560,851.0
2017,Gadchiroli,Gadchiroli,0.0,0,1235.0,420,1706.0
2017,Gadchiroli,Chomoshi,0.0,0,1603.0,603,4130.0
2017,Gadchiroli,Mulchera,0.0,0,1155.0,396,657.0
2017,Gadchiroli,Etapalli,0.0,0,1114.0,198,261.0
2017,Gadchiroli,Bhamragad,0.0,0,576.0,0,94.0
2017,Gadchiroli,Aheri,0.0,0,1248.0,826,536.0
2017,Gadchiroli,Sironcha,0.0,0,1156.0,265,2175.0
2018,Gadchiroli,Desaiganj,0.0,0,1205.0,150,2446.0
2018,Gadchiroli,Aarmori,0.0,2,1530.0,295,2518.0
2018,Gadchiroli,Kurkheda,0.0,8,1620.0,102,3276.0
2018,Gadchiroli,Korachi,0.0,18,1048.0,0,311.0
2018,Gadchiroli,Dhanora,0.0,8,1003.0,560,970.0
2018,Gadchiroli,Gadchiroli,0.0,0,1304.0,420,1849.0
2018,Gadchiroli,Chomoshi,0.0,14,1607.0,603,4304.0
2018,Gadchiroli,Mulchera,0.0,29,1154.0,396,704.0
2018,Gadchiroli,Etapalli,0.0,0,992.0,198,269.0
2018,Gadchiroli,Bhamragad,0.0,4,738.0,0,94.0
2018,Gadchiroli,Aheri,0.0,21,1295.0,826,548.0
2018,Gadchiroli,Sironcha,0.0,14,1241.0,265,2315.0
2019,Gadchiroli,Desaiganj,0.0,4,1205.0,150,2559.0
2019,Gadchiroli,Aarmori,0.0,2,1530.0,895,2587.0
2019,Gadchiroli,Kurkheda,0.0,10,1620.0,79,3429.0
2019,Gadchiroli,Korachi,0.0,21,1048.0,19,345.0
2019,Gadchiroli,Dhanora,0.0,26,1003.0,560,974.0
2019,Gadchiroli,Gadchiroli,0.0,9,1304.0,430,1866.0
2019,Gadchiroli,Chomoshi,0.0,20,1607.0,630,4540.0
2019,Gadchiroli,Mulchera,0.0,33,1154.0,412,725.0
2019,Gadchiroli,Etapalli,0.0,0,992.0,198,271.0
2019,Gadchiroli,Bhamragad,0.0,12,738.0,0,94.0
2019,Gadchiroli,Aheri,0.0,29,1295.0,905,614.0
2019,Gadchiroli,Sironcha,0.0,18,1241.0,265,2359.0
2020,Gadchiroli,Desaiganj,0.0,4,1205.0,210,2623.0
2020,Gadchiroli,Aarmori,1.0,2,1530.0,895,2637.0
2020,Gadchiroli,Kurkheda,0.0,10,1620.0,79,3439.0
2020,Gadchiroli,Korachi,2.0,24,1048.0,19,345.0
2020,Gadchiroli,Dhanora,4.0,28,1003.0,450,981.0
2020,Gadchiroli,Gadchiroli,2.0,9,1304.0,430,1908.0
2020,Gadchiroli,Chomoshi,2.0,20,1607.0,630,4564.0
2020,Gadchiroli,Mulchera,1.0,33,1154.0,498,745.0
2020,Gadchiroli,Etapalli,0.0,0,992.0,198,272.0
2020,Gadchiroli,Bhamragad,1.0,12,738.0,0,98.0
2020,Gadchiroli,Aheri,0.0,29,1295.0,905,619.0
2020,Gadchiroli,Sironcha,1.0,18,1241.0,265,2387.0
2021,Gadchiroli,Desaiganj,0.0,4,1205.0,210,2808.0
2021,Gadchiroli,Aarmori,1.0,2,1530.0,895,2725.0
2021,Gadchiroli,Kurkheda,0.0,10,1620.0,90,3844.0
2021,Gadchiroli,Korachi,2.0,24,1048.0,389,350.0
2021,Gadchiroli,Dhanora,4.0,28,1003.0,450,981.0
2021,Gadchiroli,Gadchiroli,2.0,9,1304.0,430,1919.0
2021,Gadchiroli,Chomoshi,2.0,20,1607.0,630,4596.0
2021,Gadchiroli,Mulchera,1.0,33,1154.0,504,761.0
2021,Gadchiroli,Etapalli,0.0,0,992.0,198,271.0
2021,Gadchiroli,Bhamragad,1.0,12,738.0,0,94.0
2021,Gadchiroli,Aheri,0.0,29,1295.0,905,629.0
2021,Gadchiroli,Sironcha,1.0,18,1241.0,280,2433.0
2012,Gondia,Tiroda,2.0,191,766.0,174,2879.0
2012,Gondia,Goregaon,4.0,134,734.0,431,1423.0
2012,Gondia,Gondia,6.0,130,1051.0,721,3405.0
2012,Gondia,Aamgaon,6.0,47,655.0,444,2050.0
2012,Gondia,Salekasa,6.0,127,805.0,190,1387.0
2012,Gondia,Sadak Arjuni,,102,779.0,409,2843.0
2012,Gondia,Arjuni Morgaon,,112,1028.0,299,3103.0
2012,Gondia,Devari,2.0,118,563.0,271,1715.0
2013,Gondia,Tiroda,2.0,208,955.0,174,3003.0
2013,Gondia,Goregaon,4.0,167,770.0,431,1632.0
2013,Gondia,Gondia,6.0,152,1086.0,721,3590.0
2013,Gondia,Aamgaon,6.0,50,756.0,444,2323.0
2013,Gondia,Salekasa,6.0,143,895.0,190,1561.0
2013,Gondia,Sadak Arjuni,,110,875.0,409,3245.0
2013,Gondia,Arjuni Morgaon,,126,1056.0,299,3327.0
2013,Gondia,Devari,2.0,164,652.0,271,1804.0
2014,Gondia,Tiroda,125.0,245,955.0,174,3338.0
2014,Gondia,Goregaon,248.0,200,770.0,431,2007.0
2014,Gondia,Gondia,241.0,232,1086.0,721,3863.0
2014,Gondia,Aamgaon,102.0,53,756.0,444,2543.0
2014,Gondia,Salekasa,169.0,161,895.0,190,1838.0
2014,Gondia,Sadak Arjuni,88.0,137,875.0,409,3959.0
2014,Gondia,Arjuni Morgaon,257.0,142,1056.0,299,3750.0
2014,Gondia,Devari,220.0,181,652.0,271,2061.0
2015,Gondia,Tiroda,127.0,251,1080.0,0,3659.0
2015,Gondia,Goregaon,251.0,205,2255.0,0,2285.0
2015,Gondia,Gondia,245.0,243,2671.0,824,4217.0
2015,Gondia,Aamgaon,105.0,57,1436.0,0,2932.0
2015,Gondia,Salekasa,173.0,166,576.0,216,2090.0
2015,Gondia,Sadak Arjuni,91.0,141,1869.0,134,4570.0
2015,Gondia,Arjuni Morgaon,261.0,145,869.0,147,4331.0
2015,Gondia,Devari,226.0,183,1025.0,140,2252.0
2016,Gondia,Tiroda,130.0,276,1080.0,0,4023.0
2016,Gondia,Goregaon,250.0,210,2255.0,0,2651.0
2016,Gondia,Gondia,246.0,276,2671.0,824,4852.0
2016,Gondia,Aamgaon,104.0,80,1436.0,0,3210.0
2016,Gondia,Salekasa,168.0,164,576.0,216,2304.0
2016,Gondia,Sadak Arjuni,103.0,167,1869.0,134,5228.0
2016,Gondia,Arjuni Morgaon,269.0,147,869.0,147,4702.0
2016,Gondia,Devari,223.0,203,1025.0,140,2548.0
2017,Gondia,Tiroda,130.0,282,1810.0,0,4422.0
2017,Gondia,Goregaon,250.0,211,2255.0,375,3236.0
2017,Gondia,Gondia,246.0,282,2671.0,824,5903.0
2017,Gondia,Aamgaon,104.0,93,1669.0,0,3305.0
2017,Gondia,Salekasa,168.0,168,576.0,295,2627.0
2017,Gondia,Sadak Arjuni,103.0,174,3092.0,172,5986.0
2017,Gondia,Arjuni Morgaon,269.0,149,933.0,278,5168.0
2017,Gondia,Devari,223.0,233,1025.0,733,2887.0
2018,Gondia,Tiroda,135.0,296,1572.0,195,4558.0
2018,Gondia,Goregaon,252.0,213,3204.0,752,3395.0
2018,Gondia,Gondia,251.0,288,3847.0,1262,5993.0
2018,Gondia,Aamgaon,106.0,108,1804.0,486,3333.0
2018,Gondia,Salekasa,169.0,173,1208.0,405,2759.0
2018,Gondia,Sadak Arjuni,118.0,176,2632.0,326,6017.0
2018,Gondia,Arjuni Morgaon,281.0,157,1456.0,705,5270.0
2018,Gondia,Devari,224.0,241,1315.0,1172,2929.0
2019,Gondia,Tiroda,130.0,297,1578.0,204,4862.0
2019,Gondia,Goregaon,250.0,213,2797.0,787,3628.0
2019,Gondia,Gondia,248.0,293,3875.0,1262,6204.0
2019,Gondia,Aamgaon,104.0,111,1649.0,336,3414.0
2019,Gondia,Salekasa,168.0,172,1208.0,405,2859.0
2019,Gondia,Sadak Arjuni,103.0,178,2655.0,330,6217.0
2019,Gondia,Arjuni Morgaon,269.0,160,1456.0,705,5624.0
2019,Gondia,Devari,223.0,244,1315.0,1172,3053.0
2020,Gondia,Tiroda,130.0,297,1587.0,204,5043.0
2020,Gondia,Goregaon,250.0,214,2881.0,787,3729.0
2020,Gondia,Gondia,248.0,296,4233.0,1203,6346.0
2020,Gondia,Aamgaon,104.0,112,1912.0,247,3463.0
2020,Gondia,Salekasa,168.0,173,790.0,524,2941.0
2020,Gondia,Sadak Arjuni,103.0,179,2641.0,328,6307.0
2020,Gondia,Arjuni Morgaon,269.0,164,2300.0,2770,5774.0
2020,Gondia,Devari,223.0,245,1272.0,1109,3141.0
2021,Gondia,Tiroda,130.0,297,2234.0,313,5328.0
2021,Gondia,Goregaon,250.0,215,2708.0,465,3994.0
2021,Gondia,Gondia,248.0,299,3308.0,1376,6707.0
2021,Gondia,Aamgaon,104.0,114,2047.0,350,3619.0
2021,Gondia,Salekasa,168.0,176,1000.0,555,3139.0
2021,Gondia,Sadak Arjuni,103.0,179,3314.0,616,6506.0
2021,Gondia,Arjuni Morgaon,269.0,164,2244.0,831,6004.0
2021,Gondia,Devari,223.0,250,1337.0,1017,3286.0
2012,Hingoli,Sengaon,51.0,43,7351.0,75,
2012,Hingoli,Hingoli,17.0,,3039.0,294,
2012,Hingoli,Aundha Na,11.0,,3224.0,156,
2012,Hingoli,Kalamanuri,19.0,,1990.0,314,
2012,Hingoli,Vasamat,13.0,,5441.0,79,
2013,Hingoli,Sengaon,,,,,
2013,Hingoli,Hingoli,,,,,
2013,Hingoli,Aundha Na,,,,,
2013,Hingoli,Kalamanuri,,,,,
2013,Hingoli,Vasamat,,,,,
2014,Hingoli,Sengaon,20.0,,7454.0,80,12079.0
2014,Hingoli,Hingoli,11.0,,4138.0,305,11142.0
2014,Hingoli,Aundha Na,15.0,,4306.0,164,10883.0
2014,Hingoli,Kalamanuri,15.0,,4106.0,322,12404.0
2014,Hingoli,Vasamat,9.0,,5581.0,85,20133.0
2015,Hingoli,Sengaon,23.0,,4030.0,205,3585.0
2015,Hingoli,Hingoli,13.0,,6330.0,540,5655.0
2015,Hingoli,Aundha Na,15.0,,3374.0,315,2909.0
2015,Hingoli,Kalamanuri,16.0,,4650.0,905,3270.0
2015,Hingoli,Vasamat,10.0,,7535.0,150,6690.0
2016,Hingoli,Sengaon,,,,,
2016,Hingoli,Hingoli,,,,,
2016,Hingoli,Aundha Na,,,,,
2016,Hingoli,Kalamanuri,,,,,
2016,Hingoli,Vasamat,,,,,
2017,Hingoli,Sengaon,25.0,6,10660.0,270,10200.0
2017,Hingoli,Hingoli,14.0,5,2150.0,25,950.0
2017,Hingoli,Aundha Na,17.0,5,27300.0,825,26475.0
2017,Hingoli,Kalamanuri,17.0,9,1250.0,215,600.0
2017,Hingoli,Vasamat,10.0,2,5581.0,85,4912.0
2018,Hingoli,Sengaon,46.0,16,10660.0,270,10200.0
2018,Hingoli,Hingoli,31.0,11,2150.0,25,950.0
2018,Hingoli,Aundha Na,37.0,10,27300.0,825,26475.0
2018,Hingoli,Kalamanuri,42.0,11,1250.0,215,600.0
2018,Hingoli,Vasamat,26.0,9,5581.0,85,4912.0
2019,Hingoli,Sengaon,46.0,16,11548.0,358,10987.0
2019,Hingoli,Hingoli,31.0,11,2547.0,133,1587.0
2019,Hingoli,Aundha Na,37.0,10,28654.0,995,26125.0
2019,Hingoli,Kalamanuri,42.0,11,1786.0,532,1254.0
2019,Hingoli,Vasamat,26.0,9,6547.0,158,5216.0
2020,Hingoli,Sengaon,46.0,21,12708.0,358,10987.0
2020,Hingoli,Hingoli,31.0,15,4035.0,133,1587.0
2020,Hingoli,Aundha Na,37.0,29,29488.0,995,26125.0
2020,Hingoli,Kalamanuri,42.0,13,2549.0,532,1254.0
2020,Hingoli,Vasamat,26.0,22,7132.0,158,5216.0
2021,Hingoli,Sengaon,46.0,21,12708.0,358,10987.0
2021,Hingoli,Hingoli,31.0,15,4035.0,133,1587.0
2021,Hingoli,Aundha Na,37.0,29,29488.0,995,26125.0
2021,Hingoli,Kalamanuri,42.0,13,2549.0,532,1254.0
2021,Hingoli,Vasamat,26.0,22,7132.0,158,5216.0
2013,Jalna,Bhokardan,140.0,84,212.0,5,217.0
2013,Jalna,Jaffrabad,165.0,45,86.0,0,86.0
2013,Jalna,Jalna,212.0,44,194.0,18,212.0
2013,Jalna,Badnapur,160.0,46,120.0,0,120.0
2013,Jalna,Ambad,207.0,23,281.0,83,364.0
2013,Jalna,Ghansawangi,82.0,18,187.0,16,203.0
2013,Jalna,Partur,104.0,9,251.0,31,282.0
2013,Jalna,Mantha,302.0,9,69.0,17,86.0
2014,Jalna,Bhokardan,140.0,84,212.0,5,217.0
2014,Jalna,Jaffrabad,165.0,45,86.0,0,86.0
2014,Jalna,Jalna,212.0,44,194.0,18,212.0
2014,Jalna,Badnapur,160.0,46,120.0,0,120.0
2014,Jalna,Ambad,207.0,23,281.0,83,364.0
2014,Jalna,Ghansawangi,82.0,18,187.0,16,203.0
2014,Jalna,Partur,104.0,9,251.0,31,282.0
2014,Jalna,Mantha,302.0,9,69.0,17,86.0
2015,Jalna,Bhokardan,140.0,130,212.0,5,280.0
2015,Jalna,Jaffrabad,165.0,60,86.0,0,233.0
2015,Jalna,Jalna,212.0,78,194.0,18,293.0
2015,Jalna,Badnapur,160.0,72,120.0,0,233.0
2015,Jalna,Ambad,210.0,45,281.0,83,264.0
2015,Jalna,Ghansawangi,85.0,74,187.0,16,180.0
2015,Jalna,Partur,104.0,31,251.0,31,136.0
2015,Jalna,Mantha,302.0,36,69.0,17,341.0
2016,Jalna,Bhokardan,,,,,
2016,Jalna,Jaffrabad,,,,,
2016,Jalna,Jalna,,,,,
2016,Jalna,Badnapur,,,,,
2016,Jalna,Ambad,,,,,
2016,Jalna,Ghansawangi,,,,,
2016,Jalna,Partur,,,,,
2016,Jalna,Mantha,,,,,
2017,Jalna,Bhokardan,241.0,277,212.0,5,280.0
2017,Jalna,Jaffrabad,212.0,151,86.0,-,233.0
2017,Jalna,Jalna,289.0,288,194.0,18,253.0
2017,Jalna,Badnapur,238.0,244,120.0,-,120.0
2017,Jalna,Ambad,261.0,202,281.0,83,364.0
2017,Jalna,Ghansawangi,113.0,228,187.0,16,203.0
2017,Jalna,Partur,129.0,194,251.0,31,282.0
2017,Jalna,Mantha,407.0,424,69.0,17,86.0
2018,Jalna,Bhokardan,,,,,
2018,Jalna,Jaffrabad,,,,,
2018,Jalna,Jalna,,,,,
2018,Jalna,Badnapur,,,,,
2018,Jalna,Ambad,,,,,
2018,Jalna,Ghansawangi,,,,,
2018,Jalna,Partur,,,,,
2018,Jalna,Mantha,,,,,
2019,Jalna,Bhokardan,251.0,319,1108.0,5,30918.0
2019,Jalna,Jaffrabad,246.0,193,801.0,0,19037.0
2019,Jalna,Jalna,298.0,296,543.0,18,22134.0
2019,Jalna,Badnapur,257.0,248,641.0,0,12571.0
2019,Jalna,Ambad,264.0,211,624.0,83,20689.0
2019,Jalna,Ghansawangi,128.0,275,217.0,16,18500.0
2019,Jalna,Partur,132.0,191,251.0,31,12660.0
2019,Jalna,Mantha,426.0,436,354.0,17,12271.0
2020,Jalna,Bhokardan,343.0,290,1108.0,5,30918.0
2020,Jalna,Jaffrabad,289.0,172,801.0,0,19037.0
2020,Jalna,Jalna,411.0,222,543.0,18,22134.0
2020,Jalna,Badnapur,356.0,163,641.0,0,12571.0
2020,Jalna,Ambad,380.0,119,624.0,83,20689.0
2020,Jalna,Ghansawangi,249.0,191,217.0,16,18500.0
2020,Jalna,Partur,207.0,130,251.0,31,12660.0
2020,Jalna,Mantha,765.0,114,354.0,17,12271.0
2021,Jalna,Bhokardan,343.0,299,1108.0,5,26448.0
2021,Jalna,Jaffrabad,289.0,178,801.0,0,15669.0
2021,Jalna,Jalna,411.0,235,543.0,18,19808.0
2021,Jalna,Badnapur,356.0,173,641.0,0,11794.0
2021,Jalna,Ambad,378.0,136,624.0,83,18880.0
2021,Jalna,Ghansawangi,252.0,209,217.0,16,17864.0
2021,Jalna,Partur,207.0,132,251.0,31,11553.0
2021,Jalna,Mantha,765.0,117,354.0,17,11233.0
2012,Kolhapur,Shahuwadi,32.0,,638.0,,3506.0
2012,Kolhapur,Panhala,11.0,,1524.0,,11157.0
2012,Kolhapur,Hatkanangale,17.0,,7283.0,,20914.0
2012,Kolhapur,Shirol,4.0,,3429.0,,15138.0
2012,Kolhapur,Karveer,10.0,,3494.0,,12707.0
2012,Kolhapur,Gaganbavada,0.0,,306.0,,1816.0
2012,Kolhapur,Radhanagari,9.0,,1259.0,,4582.0
2012,Kolhapur,Kagal,22.0,,4008.0,,11937.0
2012,Kolhapur,Bhudargad,4.0,,1540.0,,4227.0
2012,Kolhapur,Ajara,7.0,,529.0,,3519.0
2012,Kolhapur,Gadhinglaj,20.0,,3946.0,,10177.0
2012,Kolhapur,Chandgad,11.0,,922.0,,7083.0
2013,Kolhapur,Shahuwadi,32.0,,638.0,,4606.0
2013,Kolhapur,Panhala,11.0,,1524.0,,11897.0
2013,Kolhapur,Hatkanangale,17.0,,7283.0,,21558.0
2013,Kolhapur,Shirol,4.0,,3429.0,,16409.0
2013,Kolhapur,Karveer,10.0,,3494.0,,13197.0
2013,Kolhapur,Gaganbavada,0.0,,306.0,,2700.0
2013,Kolhapur,Radhanagari,9.0,,1259.0,,5523.0
2013,Kolhapur,Kagal,22.0,,4008.0,,12445.0
2013,Kolhapur,Bhudargad,4.0,,1540.0,,4735.0
2013,Kolhapur,Ajara,7.0,,529.0,,4047.0
2013,Kolhapur,Gadhinglaj,20.0,,3946.0,,10515.0
2013,Kolhapur,Chandgad,11.0,,922.0,,7521.0
2014,Kolhapur,Shahuwadi,32.0,0,1226.0,632,4162.0
2014,Kolhapur,Panhala,14.0,0,1695.0,322,13380.0
2014,Kolhapur,Hatkanangale,16.0,0,7691.0,510,28459.0
2014,Kolhapur,Shirol,4.0,11,430.0,428,11726.0
2014,Kolhapur,Karveer,11.0,0,5067.0,630,14219.0
2014,Kolhapur,Gaganbavada,0.0,0,190.0,84,2277.0
2014,Kolhapur,Radhanagari,9.0,0,375.0,470,5618.0
2014,Kolhapur,Kagal,32.0,7,3494.0,1142,15548.0
2014,Kolhapur,Bhudargad,7.0,0,1788.0,139,5793.0
2014,Kolhapur,Ajara,10.0,0,2027.0,0,4362.0
2014,Kolhapur,Gadhinglaj,22.0,7,5288.0,986,6592.0
2014,Kolhapur,Chandgad,18.0,0,4410.0,2223,8835.0
2015,Kolhapur,Shahuwadi,29.0,0,1226.0,632,4176.0
2015,Kolhapur,Panhala,13.0,0,1695.0,322,9775.0
2015,Kolhapur,Hatkanangale,16.0,0,7691.0,510,22873.0
2015,Kolhapur,Shirol,4.0,0,430.0,428,16650.0
2015,Kolhapur,Karveer,10.0,0,5067.0,630,14718.0
2015,Kolhapur,Gaganbavada,0.0,0,190.0,84,4941.0
2015,Kolhapur,Radhanagari,8.0,0,375.0,470,7218.0
2015,Kolhapur,Kagal,27.0,0,3494.0,1142,15456.0
2015,Kolhapur,Bhudargad,6.0,0,1788.0,139,5799.0
2015,Kolhapur,Ajara,8.0,0,2027.0,0,4370.0
2015,Kolhapur,Gadhinglaj,21.0,0,5288.0,986,11536.0
2015,Kolhapur,Chandgad,12.0,0,4410.0,2223,8974.0
2016,Kolhapur,Shahuwadi,29.0,0,1226.0,632,5154.0
2016,Kolhapur,Panhala,13.0,0,1695.0,322,12424.0
2016,Kolhapur,Hatkanangale,16.0,0,7691.0,510,22177.0
2016,Kolhapur,Shirol,4.0,0,430.0,428,19281.0
2016,Kolhapur,Karveer,10.0,0,5067.0,630,18750.0
2016,Kolhapur,Gaganbavada,0.0,0,190.0,84,2416.0
2016,Kolhapur,Radhanagari,8.0,0,375.0,470,6092.0
2016,Kolhapur,Kagal,27.0,0,3494.0,1142,15994.0
2016,Kolhapur,Bhudargad,6.0,0,1788.0,139,5730.0
2016,Kolhapur,Ajara,8.0,0,2027.0,0,4916.0
2016,Kolhapur,Gadhinglaj,21.0,0,5288.0,986,12175.0
2016,Kolhapur,Chandgad,12.0,0,4410.0,2223,9725.0
2017,Kolhapur,Shahuwadi,1.0,0,1615.0,,5297.0
2017,Kolhapur,Panhala,5.0,5,4037.0,,12872.0
2017,Kolhapur,Hatkanangale,5.0,0,1874.0,,22804.0
2017,Kolhapur,Shirol,0.0,0,1498.0,,19749.0
2017,Kolhapur,Karveer,2.0,3,6450.0,,19307.0
2017,Kolhapur,Gaganbavada,1.0,0,204.0,,2489.0
2017,Kolhapur,Radhanagari,3.0,2,3543.0,,6265.0
2017,Kolhapur,Kagal,9.0,3,3954.0,,16706.0
2017,Kolhapur,Bhudargad,2.0,0,2025.0,,5904.0
2017,Kolhapur,Ajara,6.0,0,1712.0,,5087.0
2017,Kolhapur,Gadhinglaj,3.0,12,5446.0,,12367.0
2017,Kolhapur,Chandgad,8.0,2,461.0,,10142.0
2018,Kolhapur,Shahuwadi,29.0,0,1615.0,,5436.0
2018,Kolhapur,Panhala,13.0,0,4037.0,,13181.0
2018,Kolhapur,Hatkanangale,16.0,0,1874.0,,23757.0
2018,Kolhapur,Shirol,4.0,0,1498.0,,19845.0
2018,Kolhapur,Karveer,10.0,0,6450.0,,19824.0
2018,Kolhapur,Gaganbavada,0.0,0,204.0,,2635.0
2018,Kolhapur,Radhanagari,8.0,0,3543.0,,6569.0
2018,Kolhapur,Kagal,27.0,0,3954.0,,17597.0
2018,Kolhapur,Bhudargad,6.0,0,2025.0,,6234.0
2018,Kolhapur,Ajara,8.0,0,1712.0,,5252.0
2018,Kolhapur,Gadhinglaj,21.0,0,5446.0,,12594.0
2018,Kolhapur,Chandgad,12.0,0,461.0,,10738.0
2019,Kolhapur,Shahuwadi,29.0,0,1610.0,,5569.0
2019,Kolhapur,Panhala,13.0,0,4042.0,,13643.0
2019,Kolhapur,Hatkanangale,16.0,0,1875.0,,24456.0
2019,Kolhapur,Shirol,4.0,0,1496.0,,20919.0
2019,Kolhapur,Karveer,10.0,0,6452.0,,20363.0
2019,Kolhapur,Gaganbavada,0.0,0,204.0,,2704.0
2019,Kolhapur,Radhanagari,8.0,0,3545.0,,6583.0
2019,Kolhapur,Kagal,27.0,0,3954.0,,17635.0
2019,Kolhapur,Bhudargad,6.0,0,2033.0,,6393.0
2019,Kolhapur,Ajara,8.0,0,1717.0,,6050.0
2019,Kolhapur,Gadhinglaj,21.0,0,5452.0,,12782.0
2019,Kolhapur,Chandgad,12.0,0,463.0,,11496.0
2020,Kolhapur,Shahuwadi,29.0,,1610.0,,5732.0
2020,Kolhapur,Panhala,13.0,,4042.0,,13940.0
2020,Kolhapur,Hatkanangale,16.0,,1875.0,,24932.0
2020,Kolhapur,Shirol,4.0,,1496.0,,21199.0
2020,Kolhapur,Karveer,11.0,,6452.0,,20678.0
2020,Kolhapur,Gaganbavada,0.0,,204.0,,2768.0
2020,Kolhapur,Radhanagari,10.0,,3545.0,,6826.0
2020,Kolhapur,Kagal,28.0,,3954.0,,17998.0
2020,Kolhapur,Bhudargad,6.0,,2033.0,,6595.0
2020,Kolhapur,Ajara,9.0,,1717.0,,6238.0
2020,Kolhapur,Gadhinglaj,22.0,,5452.0,,12962.0
2020,Kolhapur,Chandgad,13.0,,463.0,,11731.0
2021,Kolhapur,Shahuwadi,31.0,,1515.0,275,5910.0
2021,Kolhapur,Panhala,13.0,,4045.0,80,14233.0
2021,Kolhapur,Hatkanangale,18.0,,1902.0,150,25378.0
2021,Kolhapur,Shirol,4.0,,1508.0,22,21252.0
2021,Kolhapur,Karveer,11.0,,6500.0,145,21028.0
2021,Kolhapur,Gaganbavada,0.0,,210.0,5,2788.0
2021,Kolhapur,Radhanagari,10.0,,3545.0,569,6947.0
2021,Kolhapur,Kagal,28.0,,4260.0,275,18203.0
2021,Kolhapur,Bhudargad,6.0,,2035.0,360,6772.0
2021,Kolhapur,Ajara,9.0,,1806.0,414,6369.0
2021,Kolhapur,Gadhinglaj,22.0,,5460.0,985,13147.0
2021,Kolhapur,Chandgad,13.0,,475.0,135,11838.0
2012,Latur,Latur,33.0,,,126,191.0
2012,Latur,Renapur,13.0,,,66,95.0
2012,Latur,Ahamadpur,29.0,,,110,111.0
2012,Latur,Jalkot,49.0,,,176,105.0
2012,Latur,Chakur,8.0,,,156,133.0
2012,Latur,Shirur-Anantpal,1.0,,,75,92.0
2012,Latur,Aosa,54.0,,,182,324.0
2012,Latur,Nilanga,18.0,,,125,248.0
2012,Latur,Devani,9.0,,,153,44.0
2012,Latur,Udgir,46.0,,,304,242.0
2013,Latur,Latur,33.0,,,38,5875.0
2013,Latur,Renapur,13.0,,,,1390.0
2013,Latur,Ahamadpur,29.0,,,,4421.0
2013,Latur,Jalkot,50.0,,,12,770.0
2013,Latur,Chakur,9.0,,,,5300.0
2013,Latur,Shirur-Anantpal,1.0,,,7,27.0
2013,Latur,Aosa,54.0,,,,2230.0
2013,Latur,Nilanga,18.0,,,48,4510.0
2013,Latur,Devani,9.0,,,51,853.0
2013,Latur,Udgir,46.0,,,,1774.0
2014,Latur,Latur,33.0,,3160.0,38,5875.0
2014,Latur,Renapur,13.0,,3550.0,0,1390.0
2014,Latur,Ahamadpur,29.0,,4463.0,0,4421.0
2014,Latur,Jalkot,51.0,,1255.0,12,770.0
2014,Latur,Chakur,9.0,,2108.0,0,5300.0
2014,Latur,Shirur-Anantpal,1.0,,262.0,7,27.0
2014,Latur,Aosa,54.0,,5525.0,0,2230.0
2014,Latur,Nilanga,18.0,,6309.0,48,4510.0
2014,Latur,Devani,9.0,,1875.0,51,853.0
2014,Latur,Udgir,46.0,,3378.0,0,1774.0
2015,Latur,Latur,33.0,,11688.0,30,10200.0
2015,Latur,Renapur,13.0,,2781.0,0,1386.0
2015,Latur,Ahamadpur,31.0,,3760.0,160,2300.0
2015,Latur,Jalkot,51.0,,1072.0,10,790.0
