Year,District,Taluka,Size Class,Irrigated Area,Unirrigated Area,Gross Cropped Area,Share of Cropped Area Irrigated,Share of Total Land Holdings Cropped,Unnamed: 9,Total Holding Number,Total Holding Area
2015,Nashik,Nandgaon,Small (1 to 2 ha),1242,15402,16643,7.462596887580364,0.9797,,12765,16987
2015,Nashik,Nashik,Small (1 to 2 ha),6063,3159,9222,65.74495770982433,0.8194,,9545,11255
2015,Nashik,Niphad,Small (1 to 2 ha),27101,8528,35629,76.06444188722669,1.2379,,21764,28781
2015,Nashik,Peth,Small (1 to 2 ha),211,5074,5285,3.992431409649952,0.8607,,3912,6140
2015,Nashik,Sinnar,Small (1 to 2 ha),5539,19469,25008,22.14891234804863,0.9732,,20630,25697
2015,Nashik,Surgana,Small (1 to 2 ha),29,7135,7164,0.4048017867113345,0.8257,,7070,8676
2015,Nashik,Trimbakeshwar,Small (1 to 2 ha),79,5433,5512,1.433236574746009,0.818,,5809,6738
2015,Nashik,Yevla,Small (1 to 2 ha),1879,21943,23822,7.887666862564016,0.9561,,17134,24917
1995,Nashik,Baglan,Semimedium (2 to 4 ha),4799,24845,29644,16.18877344487924,0.9434,,11592,31423
1995,Nashik,Chandor,Semimedium (2 to 4 ha),2816,14669,17485,16.10523305690592,1.109,,5821,15767
1995,Nashik,Dindori,Semimedium (2 to 4 ha),7097,15948,23045,30.79626817096984,0.9217,,9075,25002
1995,Nashik,Igatpuri,Semimedium (2 to 4 ha),318,13817,14135,2.249734701096569,0.8862,,5677,15951
1995,Nashik,Kalwan,Semimedium (2 to 4 ha),3286,19858,23144,14.19806429312133,1.0513,,7962,22015
1995,Nashik,Malegaon,Semimedium (2 to 4 ha),3325,47173,50498,6.584419184918215,1.3231,,14485,38165
1995,Nashik,Nandgaon,Semimedium (2 to 4 ha),1199,17559,18758,6.39193943917262,1.0228,,6808,18339
1995,Nashik,Nasik,Semimedium (2 to 4 ha),5149,10151,15300,33.65359477124183,0.8103,,6841,18881
1995,Nashik,Niphad,Semimedium (2 to 4 ha),12666,11212,23878,53.04464360499205,0.882,,9888,27074
1995,Nashik,Peint (M),Semimedium (2 to 4 ha),57,11812,11869,0.4802426489173477,0.9013,,4717,13169
1995,Nashik,Sinnar,Semimedium (2 to 4 ha),5418,31224,36642,14.78631079089569,1.1475,,11393,31931
1995,Nashik,Surgana (M),Semimedium (2 to 4 ha),3,10862,10865,0.02761159687068569,0.9558,,4179,11368
1995,Nashik,Yeola,Semimedium (2 to 4 ha),3224,23719,26943,11.96600230115429,1.0225,,9782,26349
2000,Nashik,Baglan,Semimedium (2 to 4 ha),95,24221,24316,0.3906892581016614,0.9128,,10367,26639
2000,Nashik,Chandwad,Semimedium (2 to 4 ha),8,19815,19824,0.04035512510088781,0.8569,,8506,23135
2000,Nashik,Deval,Semimedium (2 to 4 ha),3599,7872,11472,31.37203626220363,0.926,,5204,12389
2000,Nashik,Dindori,Semimedium (2 to 4 ha),5597,15195,20791,26.92030205377327,0.7545,,10226,27555
2000,Nashik,Igatpuri,Semimedium (2 to 4 ha),231,11173,11404,2.025605050859348,0.8126,,5104,14034
2000,Nashik,Kalwan,Semimedium (2 to 4 ha),2109,11933,14042,15.01922803019513,0.9369,,5498,14988
2000,Nashik,Malegoan,Semimedium (2 to 4 ha),1888,28589,30478,6.194632193713498,0.9194,,13013,33150
2000,Nashik,Nandgaon,Semimedium (2 to 4 ha),448,15470,15918,2.814423922603342,0.7032,,8630,22637
2000,Nashik,Nashik,Semimedium (2 to 4 ha),4559,6128,10687,42.65930569851221,0.7788,,5039,13723
2000,Nashik,Niphad,Semimedium (2 to 4 ha),7035,17199,24233,29.03066066933521,0.8864,,9866,27339
2000,Nashik,Peth,Semimedium (2 to 4 ha),0,7029,7029,0.0,0.7957,,3201,8834
2000,Nashik,Sinnar,Semimedium (2 to 4 ha),7470,16439,23910,31.24215809284818,0.7749,,11604,30856
2000,Nashik,Surguna,Semimedium (2 to 4 ha),0,10262,10262,0.0,0.9497,,3971,10806
2000,Nashik,Trambkeshwar,Semimedium (2 to 4 ha),0,10896,10896,0.0,0.877,,4427,12424
2000,Nashik,Yeola,Semimedium (2 to 4 ha),3236,23807,27043,11.96612801834116,1.0018,,9612,26994
2010,Nashik,Baglan,Semimedium (2 to 4 ha),8024,15126,23150,34.66090712742981,0.8947,,9904,25874
2010,Nashik,Chandwad,Semimedium (2 to 4 ha),10915,9035,19950,54.71177944862156,0.9241,,8022,21588
2010,Nashik,Deola,Semimedium (2 to 4 ha),6589,6754,13343,49.38169826875515,1.0703,,4706,12467
2010,Nashik,Dindori,Semimedium (2 to 4 ha),12600,7405,20005,62.98425393651586,0.7186,,10250,27839
2010,Nashik,Igatpuri,Semimedium (2 to 4 ha),149,11797,11946,1.247279424075004,0.8787,,4932,13595
2010,Nashik,Kalwan,Semimedium (2 to 4 ha),34,7065,7099,0.4789406958726581,0.4652,,5639,15260
2010,Nashik,Malegoan,Semimedium (2 to 4 ha),13277,26386,39663,33.47452285505383,1.0485,,14517,37830
2010,Nashik,Nandgaon,Semimedium (2 to 4 ha),2893,16249,19142,15.11336328492321,0.8943,,8090,21404
2010,Nashik,Nashik,Semimedium (2 to 4 ha),3310,6222,9532,34.72513638271087,0.7681,,4598,12410
2010,Nashik,Niphad,Semimedium (2 to 4 ha),46758,4739,51496,90.79928538138886,2.1299,,9069,24178
2010,Nashik,Peth,Semimedium (2 to 4 ha),232,6500,6733,3.445715134412595,0.9041,,2685,7447
2010,Nashik,Sinnar,Semimedium (2 to 4 ha),5259,20134,25393,20.71043200882133,0.8628,,10926,29432
2010,Nashik,Surguna,Semimedium (2 to 4 ha),7,10543,10550,0.06635071090047392,0.9592,,4060,10999
2010,Nashik,Trimbakeshwar,Semimedium (2 to 4 ha),0,10630,10630,0.0,0.9659,,3967,11005
2010,Nashik,Yeola,Semimedium (2 to 4 ha),12211,14199,26410,46.23627413858387,1.0252,,9762,25762
2015,Nashik,Baglan,Semimedium (2 to 4 ha),7227,19381,26608,27.16100420926038,0.8836,,12080,30113
2015,Nashik,Chandvad,Semimedium (2 to 4 ha),14465,12009,26474,54.63851325829116,1.1783,,9249,22468
2015,Nashik,Deola,Semimedium (2 to 4 ha),10255,5448,15703,65.30599248551232,1.2573,,5139,12489
2015,Nashik,Dindori,Semimedium (2 to 4 ha),16327,7680,24007,68.00933061190486,0.8677,,9873,27666
2015,Nashik,Igatpuri,Semimedium (2 to 4 ha),37,13672,13709,0.2698956889634547,0.9569,,5520,14327
2015,Nashik,Kalwan,Semimedium (2 to 4 ha),89,8345,8434,1.055252549205596,0.5523,,5663,15271
2015,Nashik,Malegaon,Semimedium (2 to 4 ha),13036,30069,43104,30.24313288789903,1.1397,,14890,37822
2015,Nashik,Nandgaon,Semimedium (2 to 4 ha),1745,19459,21204,8.229579324655726,0.9463,,9013,22407
2015,Nashik,Nashik,Semimedium (2 to 4 ha),7095,4121,11216,63.25784593437945,0.7864,,5507,14262
2015,Nashik,Niphad,Semimedium (2 to 4 ha),20009,7813,27822,71.91790669254546,1.1439,,10094,24321
2015,Nashik,Peth,Semimedium (2 to 4 ha),225,7108,7332,3.068739770867431,0.834,,2914,8791
2015,Nashik,Sinnar,Semimedium (2 to 4 ha),6361,24053,30414,20.91471033076872,0.9394,,12375,32376
2015,Nashik,Surgana,Semimedium (2 to 4 ha),34,11421,11455,0.2968136185072021,0.9101,,4664,12586
2015,Nashik,Trimbakeshwar,Semimedium (2 to 4 ha),57,9899,9956,0.5725190839694656,0.7536,,5145,13212
2015,Nashik,Yevla,Semimedium (2 to 4 ha),1424,21454,22877,6.224592385365214,0.8933,,10144,25609
1995,Nashik,Baglan,Medium (4 to 10 ha),2713,15347,18060,15.02214839424142,0.8749,,3675,20642
1995,Nashik,Chandor,Medium (4 to 10 ha),1919,10825,12744,15.05806654111739,0.8855,,2461,14392
1995,Nashik,Dindori,Medium (4 to 10 ha),9443,24966,34409,27.4434014356709,1.124,,5240,30614
1995,Nashik,Igatpuri,Medium (4 to 10 ha),508,18257,18765,2.70716759925393,0.8702,,3629,21563
1995,Nashik,Kalwan,Medium (4 to 10 ha),2063,14028,16091,12.82083152072587,0.9019,,3154,17842
1995,Nashik,Malegaon,Medium (4 to 10 ha),2619,29506,32125,8.152529182879377,1.1554,,4865,27805
1995,Nashik,Nandgaon,Medium (4 to 10 ha),987,18655,19642,5.024946543121882,0.998,,3325,19682
1995,Nashik,Nasik,Medium (4 to 10 ha),3870,14084,17954,21.55508521777877,0.8085,,3826,22206
1995,Nashik,Niphad,Medium (4 to 10 ha),8126,7271,15397,52.77651490550107,0.8432,,3338,18260
1995,Nashik,Peint (M),Medium (4 to 10 ha),80,11969,12049,0.6639555149804963,0.7884,,2608,15282
1995,Nashik,Sinnar,Medium (4 to 10 ha),4082,21952,26034,15.67949604363525,0.9101,,4816,28607
1995,Nashik,Surgana (M),Medium (4 to 10 ha),0,9513,9513,0.0,0.9444,,1799,10073
1995,Nashik,Yeola,Medium (4 to 10 ha),2644,18555,21199,12.47228642860512,0.976,,3807,21720
2000,Nashik,Baglan,Medium (4 to 10 ha),53,11589,11642,0.4552482391341693,0.8995,,2385,12943
2000,Nashik,Chandwad,Medium (4 to 10 ha),9,14838,14847,0.06061830672863205,0.7838,,3326,18942
2000,Nashik,Deval,Medium (4 to 10 ha),1740,3862,5602,31.06033559443056,0.8334,,1194,6722
2000,Nashik,Dindori,Medium (4 to 10 ha),2541,17533,20074,12.65816479027598,0.7179,,4812,27962
2000,Nashik,Igatpuri,Medium (4 to 10 ha),161,11182,11343,1.419377589702901,0.7743,,2537,14649
2000,Nashik,Kalwan,Medium (4 to 10 ha),776,6608,7384,10.5092091007584,0.8723,,1547,8465
2000,Nashik,Malegoan,Medium (4 to 10 ha),508,14326,14835,3.424334344455679,0.8247,,3312,17988
2000,Nashik,Nandgaon,Medium (4 to 10 ha),115,10956,11071,1.038749887092404,0.5589,,3471,19809
2000,Nashik,Nashik,Medium (4 to 10 ha),2268,5488,7756,29.24187725631769,0.7301,,1871,10623
2000,Nashik,Niphad,Medium (4 to 10 ha),2146,8481,10627,20.19384586430789,0.8452,,2362,12574
2000,Nashik,Peth,Medium (4 to 10 ha),0,6737,6737,0.0,0.7321,,1606,9202
2000,Nashik,Sinnar,Medium (4 to 10 ha),3092,10254,13346,23.16799040911134,0.6057,,3912,22034
2000,Nashik,Surguna,Medium (4 to 10 ha),0,7529,7529,0.0,0.9462,,1456,7957
2000,Nashik,Trambkeshwar,Medium (4 to 10 ha),0,12338,12338,0.0,0.8044,,2593,15338
2000,Nashik,Yeola,Medium (4 to 10 ha),1757,13857,15614,11.25272191622902,0.9684,,2935,16123
2010,Nashik,Baglan,Medium (4 to 10 ha),2593,6595,9188,28.22159338267305,0.8261,,2045,11122
2010,Nashik,Chandwad,Medium (4 to 10 ha),7829,5574,13403,58.41229575468179,0.8161,,2851,16424
2010,Nashik,Deola,Medium (4 to 10 ha),3049,3183,6232,48.92490372272144,1.0032,,1123,6212
2010,Nashik,Dindori,Medium (4 to 10 ha),6873,5376,12249,56.11070291452364,0.5157,,4153,23750
2010,Nashik,Igatpuri,Medium (4 to 10 ha),7,11735,11742,0.05961505706012604,0.8651,,2335,13573
2010,Nashik,Kalwan,Medium (4 to 10 ha),0,2777,2777,0.0,0.3007,,1670,9235
2010,Nashik,Malegoan,Medium (4 to 10 ha),6031,12397,18429,32.72559552878615,0.9599,,3497,19199
2010,Nashik,Nandgaon,Medium (4 to 10 ha),1231,13034,14265,8.62951279355065,0.8225,,3060,17343
2010,Nashik,Nashik,Medium (4 to 10 ha),1271,4263,5534,22.96711239609686,0.7083,,1395,7813
2010,Nashik,Niphad,Medium (4 to 10 ha),19851,2361,22212,89.37061048082117,1.9834,,2068,11199
2010,Nashik,Peth,Medium (4 to 10 ha),186,6521,6707,2.773222006858506,0.8151,,1437,8228
2010,Nashik,Sinnar,Medium (4 to 10 ha),3862,11383,15245,25.33289603148573,0.7396,,3649,20613
2010,Nashik,Surguna,Medium (4 to 10 ha),0,7625,7625,0.0,0.9793,,1400,7786
2010,Nashik,Trimbakeshwar,Medium (4 to 10 ha),0,13436,13436,0.0,0.988,,2307,13599
2010,Nashik,Yeola,Medium (4 to 10 ha),7082,7843,14925,47.45058626465662,0.9209,,2907,16207
2015,Nashik,Baglan,Medium (4 to 10 ha),4054,9270,13324,30.42629840888622,0.9702,,2560,13733
2015,Nashik,Chandvad,Medium (4 to 10 ha),15220,9306,24526,62.05659300334339,1.402,,3049,17494
2015,Nashik,Deola,Medium (4 to 10 ha),6528,2599,9126,71.5318869165023,1.4717,,1119,6201
2015,Nashik,Dindori,Medium (4 to 10 ha),9876,4876,14752,66.9468546637744,0.7733,,3399,19077
2015,Nashik,Igatpuri,Medium (4 to 10 ha),10,13957,13968,0.0715922107674685,1.081,,2249,12921
2015,Nashik,Kalwan,Medium (4 to 10 ha),0,4724,4724,0.0,0.481,,1778,9821
2015,Nashik,Malegaon,Medium (4 to 10 ha),8525,16089,24614,34.63476070528967,1.2276,,3685,20051
2015,Nashik,Nandgaon,Medium (4 to 10 ha),2801,19616,22417,12.49498148726413,0.9846,,4150,22767
2015,Nashik,Nashik,Medium (4 to 10 ha),4035,2915,6950,58.05755395683453,0.6508,,1869,10679
2015,Nashik,Niphad,Medium (4 to 10 ha),8081,4387,12467,64.81912248335607,1.0608,,2183,11753
2015,Nashik,Peth,Medium (4 to 10 ha),161,6847,7008,2.297374429223744,0.8482,,1482,8262
2015,Nashik,Sinnar,Medium (4 to 10 ha),5252,13378,18630,28.191089640365,0.8683,,3789,21456
2015,Nashik,Surgana,Medium (4 to 10 ha),0,10376,10376,0.0,1.0107,,1812,10266
2015,Nashik,Trimbakeshwar,Medium (4 to 10 ha),10,11780,11790,0.08481764206955046,0.7022,,2784,16791
2015,Nashik,Yevla,Medium (4 to 10 ha),473,12688,13161,3.593951827368741,0.8069,,2953,16311
1995,Nashik,Baglan,Large (>10 ha),887,5571,6458,13.73490244657789,0.6189,,513,10435
1995,Nashik,Chandor,Large (>10 ha),473,10139,10612,4.457218243497927,0.8271,,541,12831
1995,Nashik,Dindori,Large (>10 ha),1056,9081,10137,10.41728321988754,0.8857,,767,11445
1995,Nashik,Igatpuri,Large (>10 ha),58,5810,5868,0.9884117246080437,0.868,,509,6760
1995,Nashik,Kalwan,Large (>10 ha),95,2524,2619,3.62733867888507,0.4265,,357,6141
1995,Nashik,Malegaon,Large (>10 ha),726,10506,11232,6.463675213675215,1.5633,,470,7185
1995,Nashik,Nandgaon,Large (>10 ha),295,5793,6088,4.845597897503285,0.9763,,441,6236
1995,Nashik,Nasik,Large (>10 ha),1335,5903,7238,18.444321635811,0.757,,633,9562
1995,Nashik,Niphad,Large (>10 ha),1910,2375,4285,44.57409568261377,0.6877,,274,6231
1995,Nashik,Peint (M),Large (>10 ha),13,3088,3101,0.419219606578523,0.6718,,287,4616
1995,Nashik,Sinnar,Large (>10 ha),1415,7624,9039,15.65438654718442,0.7714,,668,11718
1995,Nashik,Surgana (M),Large (>10 ha),0,1348,1348,0.0,0.7072,,130,1906
1995,Nashik,Yeola,Large (>10 ha),673,6453,7126,9.444288520909346,0.9405,,500,7577
2000,Nashik,Baglan,Large (>10 ha),0,2100,2100,0.0,0.9235,,137,2274
2000,Nashik,Chandwad,Large (>10 ha),0,3987,3987,0.0,0.6486,,428,6147
2000,Nashik,Deval,Large (>10 ha),560,670,1230,45.52845528455284,0.7854,,108,1566
2000,Nashik,Dindori,Large (>10 ha),265,3872,4137,6.405607928450569,0.495,,553,8357
2000,Nashik,Igatpuri,Large (>10 ha),25,3435,3460,0.7225433526011561,0.7651,,335,4522
2000,Nashik,Kalwan,Large (>10 ha),63,1124,1186,5.311973018549747,0.733,,121,1618
2000,Nashik,Malegoan,Large (>10 ha),17,3750,3767,0.4512874966817096,0.7735,,224,4870
2000,Nashik,Nandgaon,Large (>10 ha),15,3500,3515,0.42674253200569,0.6058,,370,5802
2000,Nashik,Nashik,Large (>10 ha),332,2322,2654,12.50941974378297,0.6899,,222,3847
2000,Nashik,Niphad,Large (>10 ha),312,1374,1686,18.50533807829181,0.7979,,116,2113
2000,Nashik,Peth,Large (>10 ha),0,1159,1159,0.0,0.6181,,136,1875
2000,Nashik,Sinnar,Large (>10 ha),853,1584,2438,34.98769483182937,0.4207,,433,5795
2000,Nashik,Surguna,Large (>10 ha),0,1065,1065,0.0,0.9935,,85,1072
2000,Nashik,Trambkeshwar,Large (>10 ha),0,4284,4284,0.0,0.7336,,411,5840
2000,Nashik,Yeola,Large (>10 ha),234,3430,3663,6.388206388206388,0.9566,,271,3829
2010,Nashik,Baglan,Large (>10 ha),385,927,1311,29.36689549961861,0.9675,,95,1355
2010,Nashik,Chandwad,Large (>10 ha),2296,822,3119,73.61333760820776,0.7539,,278,4137
2010,Nashik,Deola,Large (>10 ha),775,172,947,81.83738120380147,0.8199,,81,1155
2010,Nashik,Dindori,Large (>10 ha),1492,1152,2645,56.40831758034026,0.4492,,409,5888
2010,Nashik,Igatpuri,Large (>10 ha),0,3082,3082,0.0,0.8294,,272,3716
2010,Nashik,Kalwan,Large (>10 ha),0,409,409,0.0,0.219,,126,1868
2010,Nashik,Malegoan,Large (>10 ha),1446,1131,2577,56.11175785797439,1.0702,,173,2408
2010,Nashik,Nandgaon,Large (>10 ha),469,2131,2600,18.03846153846154,0.6303,,271,4125
2010,Nashik,Nashik,Large (>10 ha),229,648,876,26.14155251141553,0.4558,,143,1922
2010,Nashik,Niphad,Large (>10 ha),1183,247,1430,82.72727272727273,1.5697,,67,911
2010,Nashik,Peth,Large (>10 ha),0,2248,2248,0.0,0.6366,,251,3531
2010,Nashik,Sinnar,Large (>10 ha),356,2361,2717,13.10268678689731,0.4675,,371,5812
2010,Nashik,Surguna,Large (>10 ha),0,1175,1175,0.0,0.9767,,86,1203
2010,Nashik,Trimbakeshwar,Large (>10 ha),0,4722,4722,0.0,0.991,,330,4765
2010,Nashik,Yeola,Large (>10 ha),1273,1257,2531,50.29632556301857,0.7009,,257,3611
2015,Nashik,Baglan,Large (>10 ha),416,1337,1753,23.73074729035938,0.6706,,170,2614
2015,Nashik,Chandvad,Large (>10 ha),4704,1921,6625,71.00377358490566,1.3863,,300,4779
2015,Nashik,Deola,Large (>10 ha),1347,769,2116,63.65784499054821,1.3538,,88,1563
2015,Nashik,Dindori,Large (>10 ha),2349,1080,3429,68.50393700787401,0.7877,,275,4353
2015,Nashik,Igatpuri,Large (>10 ha),0,7115,7115,0.0,1.4697,,311,4841
2015,Nashik,Kalwan,Large (>10 ha),2,3317,3319,0.06025911419102139,1.3899,,137,2388
2015,Nashik,Malegaon,Large (>10 ha),1994,2165,4159,47.94421735994229,0.6395,,287,6504
2015,Nashik,Nandgaon,Large (>10 ha),394,2774,3168,12.43686868686869,0.7994,,279,3963
2015,Nashik,Nashik,Large (>10 ha),715,180,895,79.88826815642457,0.1507,,386,5939
2015,Nashik,Niphad,Large (>10 ha),482,2188,2670,18.05243445692884,0.7848,,190,3402
2015,Nashik,Peth,Large (>10 ha),0,1575,1575,0.0,1.0514,,115,1498
2015,Nashik,Sinnar,Large (>10 ha),264,3524,3788,6.969376979936643,0.5689,,410,6659
2015,Nashik,Surgana,Large (>10 ha),0,2866,2866,0.0,1.6174,,105,1772
2015,Nashik,Trimbakeshwar,Large (>10 ha),17,3715,3732,0.4555198285101822,0.5765,,425,6474
2015,Nashik,Yevla,Large (>10 ha),188,2300,2488,7.556270096463022,0.5928,,240,4197
1995,Dharashiv,Bhoom,Marginal (Below 1 ha),153,3323,3476,4.401611047180667,0.985,,6904,3529
1995,Dharashiv,Kalam,Marginal (Below 1 ha),88,7070,7158,1.22939368538698,1.0764,,11476,6650
1995,Dharashiv,Omerga,Marginal (Below 1 ha),147,5819,5966,2.463962453905464,1.1351,,7824,5256
1995,Dharashiv,Dharashiv,Marginal (Below 1 ha),233,7216,7449,3.127936635790039,1.2854,,10201,5795
1995,Dharashiv,Parenda,Marginal (Below 1 ha),279,4277,4556,6.12379280070237,0.9844,,8105,4628
1995,Dharashiv,Tuljapur,Marginal (Below 1 ha),361,3796,4157,8.684147221554005,0.9636,,7611,4314
2000,Dharashiv,All Tehsils,Marginal (Below 1 ha),2970,38775,41745,7.114624505928854,0.9947,,74185,41966
2000,Dharashiv,Bhum,Marginal (Below 1 ha),368,4388,4756,7.737594617325485,0.988,,9185,4814
2000,Dharashiv,Kalamb,Marginal (Below 1 ha),364,7143,7507,4.848807779405888,1.0445,,11617,7187
2000,Dharashiv,Lohara,Marginal (Below 1 ha),146,2477,2623,5.566145634769349,1.0315,,3757,2543
2000,Dharashiv,Paranda,Marginal (Below 1 ha),261,5598,5858,4.455445544554455,0.9718,,10611,6028
2000,Dharashiv,Tuljapur,Marginal (Below 1 ha),962,4019,4980,19.31726907630522,0.9497,,10230,5244
2000,Dharashiv,Umarga,Marginal (Below 1 ha),131,6123,6254,2.094659417972498,0.9946,,9013,6288
2000,Dharashiv,Usmanabad,Marginal (Below 1 ha),661,5713,6374,10.37025415751491,0.9742,,13724,6543
2010,Dharashiv,Bhum,Marginal (Below 1 ha),1612,10870,12482,12.91459701970838,1.8478,,12087,6755
2010,Dharashiv,Kalamb,Marginal (Below 1 ha),1584,19130,20714,7.647002027614174,1.8403,,18960,11256
2010,Dharashiv,Lohara,Marginal (Below 1 ha),52,5398,5451,0.9539534030453128,1.5394,,5475,3541
2010,Dharashiv,Dharashiv,Marginal (Below 1 ha),630,366,996,63.25301204819277,0.0799,,20476,12469
2010,Dharashiv,Paranda,Marginal (Below 1 ha),2231,11443,13674,16.31563551265175,1.4368,,16445,9517
2010,Dharashiv,Tuljapur,Marginal (Below 1 ha),6074,163,6238,97.3709522282783,0.6772,,15298,9211
2010,Dharashiv,Umarga,Marginal (Below 1 ha),1005,13934,14939,6.727357922217016,1.7943,,12690,8326
2010,Dharashiv,Washi,Marginal (Below 1 ha),633,9260,9892,6.39911039223615,1.8795,,9763,5263
2015,Dharashiv,Bhum,Marginal (Below 1 ha),125,8993,9118,1.370914674270673,1.0542,,17932,8649
2015,Dharashiv,Kalamb,Marginal (Below 1 ha),153,19652,19806,0.7724931838836716,1.5481,,25713,12794
2015,Dharashiv,Lohara,Marginal (Below 1 ha),50,5367,5417,0.9230201218386561,1.2078,,8704,4485
2015,Dharashiv,Dharashiv,Marginal (Below 1 ha),313,13529,13842,2.261233925733276,1.1394,,22752,12149
2015,Dharashiv,Paranda,Marginal (Below 1 ha),924,12995,13919,6.638407931604282,1.0883,,23988,12790
2015,Dharashiv,Tuljapur,Marginal (Below 1 ha),2027,12023,14051,14.42601950039143,1.2525,,23193,11218
2015,Dharashiv,Umarga,Marginal (Below 1 ha),561,9826,10387,5.400981996726677,1.0349,,22042,10037
2015,Dharashiv,Washi,Marginal (Below 1 ha),57,5700,5757,0.9900990099009901,1.0467,,13937,5500
1995,Dharashiv,Bhoom,Small (1 to 2 ha),367,10283,10650,3.446009389671362,0.9552,,7630,11149
1995,Dharashiv,Kalam,Small (1 to 2 ha),495,24456,24951,1.983888421305759,1.0906,,15886,22879
1995,Dharashiv,Omerga,Small (1 to 2 ha),708,29937,30645,2.310327949094469,1.1286,,18633,27152
1995,Dharashiv,Dharashiv,Small (1 to 2 ha),1115,24674,25789,4.323548799875916,1.2252,,14737,21048
1995,Dharashiv,Parenda,Small (1 to 2 ha),1040,16013,17053,6.098633671494752,1.0119,,11492,16852
1995,Dharashiv,Tuljapur,Small (1 to 2 ha),1649,17543,19192,8.592121717382243,0.9992,,13253,19208
2000,Dharashiv,Bhum,Small (1 to 2 ha),901,11983,12884,6.993169823036324,0.9673,,9414,13320
2000,Dharashiv,Kalamb,Small (1 to 2 ha),1249,19455,20704,6.032650695517774,1.0303,,13015,20096
2000,Dharashiv,Lohara,Small (1 to 2 ha),632,9549,10181,6.207641685492584,1.0312,,6908,9873
2000,Dharashiv,Paranda,Small (1 to 2 ha),701,16470,17171,4.082464620581212,0.9823,,12740,17481
2000,Dharashiv,Tuljapur,Small (1 to 2 ha),1703,15468,17171,9.917884805777183,0.9629,,16234,17832
2000,Dharashiv,Umarga,Small (1 to 2 ha),450,20692,21142,2.12846466748652,1.0092,,16830,20950
2000,Dharashiv,Usmanabad,Small (1 to 2 ha),2378,21321,23699,10.03417865732731,0.9852,,18076,24054
2000,Dharashiv,Vashi,Small (1 to 2 ha),361,9253,9615,3.75455018200728,0.9865,,6749,9747
2010,Dharashiv,Bhum,Small (1 to 2 ha),4346,27975,32321,13.44636613966152,1.865,,11958,17330
2010,Dharashiv,Kalamb,Small (1 to 2 ha),3398,46564,49962,6.80116888835515,1.7699,,19727,28228
2010,Dharashiv,Lohara,Small (1 to 2 ha),224,17928,18152,1.23402379903041,1.48,,8498,12265
2010,Dharashiv,Dharashiv,Small (1 to 2 ha),2165,1779,3945,54.87959442332065,0.1163,,23809,33928
2010,Dharashiv,Paranda,Small (1 to 2 ha),4941,30793,35735,13.82678046732895,1.5554,,15971,22975
2010,Dharashiv,Tuljapur,Small (1 to 2 ha),18428,1825,20254,90.9844968895033,0.638,,22031,31744
2010,Dharashiv,Umarga,Small (1 to 2 ha),2184,45983,48167,4.534224676645836,1.7549,,19178,27447
2010,Dharashiv,Washi,Small (1 to 2 ha),1776,21598,23374,7.598186018653204,1.8292,,8850,12778
2015,Dharashiv,Bhum,Small (1 to 2 ha),348,19278,19626,1.773158055640477,1.0224,,13267,19196
2015,Dharashiv,Kalamb,Small (1 to 2 ha),864,34574,35438,2.438060838647779,1.3892,,20394,25510
2015,Dharashiv,Lohara,Small (1 to 2 ha),442,14186,14628,3.021602406343998,1.0412,,10263,14049
2015,Dharashiv,Dharashiv,Small (1 to 2 ha),1194,35938,37132,3.215555316169342,1.0727,,26580,34615
2015,Dharashiv,Paranda,Small (1 to 2 ha),2051,21003,23054,8.896503860501431,1.0266,,16115,22456
2015,Dharashiv,Tuljapur,Small (1 to 2 ha),4784,35309,40093,11.93225750130946,1.1295,,24490,35497
2015,Dharashiv,Umarga,Small (1 to 2 ha),1527,28449,29976,5.094075260208167,1.017,,21176,29476
2015,Dharashiv,Washi,Small (1 to 2 ha),146,11353,11498,1.269786049747782,1.0068,,9108,11420
1995,Dharashiv,Bhoom,Semimedium (2 to 4 ha),668,19922,20590,3.244293346284604,0.9595,,7759,21458
1995,Dharashiv,Kalam,Semimedium (2 to 4 ha),1592,34175,35767,4.451030279307742,1.0834,,12039,33013
1995,Dharashiv,Omerga,Semimedium (2 to 4 ha),1833,42016,43849,4.180254965905722,1.1547,,13925,37976
1995,Dharashiv,Dharashiv,Semimedium (2 to 4 ha),2118,37720,39838,5.316531954415382,1.2372,,11767,32201
1995,Dharashiv,Parenda,Semimedium (2 to 4 ha),1333,25377,26710,4.990640209659303,0.9841,,9849,27142
1995,Dharashiv,Tuljapur,Semimedium (2 to 4 ha),3204,27147,30351,10.55648907778986,0.9661,,11723,31415
2000,Dharashiv,Bhum,Semimedium (2 to 4 ha),1477,20366,21843,6.761891681545575,0.9696,,8362,22528
2000,Dharashiv,Kalamb,Semimedium (2 to 4 ha),2092,25233,27325,7.655992680695334,1.0314,,9663,26494
2000,Dharashiv,Lohara,Semimedium (2 to 4 ha),1117,14685,15802,7.068725477787622,1.0379,,5510,15225
2000,Dharashiv,Paranda,Semimedium (2 to 4 ha),1509,25215,26724,5.646609788953749,0.9902,,10275,26989
2000,Dharashiv,Tuljapur,Semimedium (2 to 4 ha),1276,30349,31625,4.034782608695652,0.9539,,13297,33153
2000,Dharashiv,Umarga,Semimedium (2 to 4 ha),474,26645,27119,1.74785205944172,1.0045,,10359,26998
