District,Year,Type of Court,Regular,Miscellaneous,All Original Cases
Nashik,2014,Public Court,5185.0,,5185.0
Nashik,2015,Civil Court,5354.0,2286.0,764.0
Nashik,2015,Consumer Forum,724.0,353.0,177.0
Nashik,2015,Criminal Court,1378.0,29173.0,42251.0
Nashik,2015,District Magistrate And Executive Magistrate,11483.0,311.0,14494.0
Nashik,2015,"Family Court
",243.0,55.0,2458.0
Nashik,2015,Industrial Court,492.0,,492.0
Nashik,2015,Labor Court,211.0,15.0,226.0
Nashik,2015,Public Court,5185.0,,5185.0
Nashik,2016,Civil Court,3754.0,2612.0,6366.0
Nashik,2016,Consumer Forum,724.0,37.0,194.0
Nashik,2016,Criminal Court,1166.0,43118.0,54184.0
Nashik,2016,District Magistrate And Executive Magistrate,,3162.0,3162.0
Nashik,2016,Family Court,2623.0,7.0,2693.0
Nashik,2016,Industrial Court,5.0,39.0,539.0
Nashik,2016,Labor Court,55.0,17.0,567.0
Nashik,2016,Public Court,34.0,,34.0
Nashik,2017,Civil Court,,2898.0,2898.0
Nashik,2017,Consumer Forum,,,
Nashik,2017,Criminal Court,,39724.0,39724.0
Nashik,2017,District Magistrate And Executive Magistrate,,3512.0,3512.0
Nashik,2017,"Family Court
",,48.0,48.0
Nashik,2017,Industrial Court,83.0,1.0,93.0
Nashik,2017,Labor Court,,92.0,92.0
Nashik,2017,Public Court,,,
Nashik,2018,Civil Court,4366.0,3865.0,8231.0
Nashik,2018,Consumer Forum,,,
Nashik,2018,Criminal Court,,41649.0,41649.0
Nashik,2018,District Magistrate And Executive Magistrate,12258.0,3836.0,1694.0
Nashik,2018,"Family Court
",39.0,,39.0
Nashik,2018,Industrial Court,655.0,25.0,68.0
Nashik,2018,Labor Court,456.0,145.0,61.0
Nashik,2018,Public Court,,,
Nashik,2019,Civil Court,3433.0,442.0,7853.0
Nashik,2019,Consumer Forum,65.0,234.0,839.0
Nashik,2019,Criminal Court,1571.0,33554.0,49264.0
Nashik,2019,District Magistrate And Executive Magistrate,,3941.0,3941.0
Nashik,2019,"Family Court
",585.0,983.0,1568.0
Nashik,2019,Industrial Court,719.0,13.0,732.0
Nashik,2019,Labor Court,46.0,69.0,529.0
Nashik,2019,Public Court,,,
Nashik,2020,Civil Court,1196.0,1145.0,2341.0
Nashik,2020,Consumer Forum,1513.0,894.0,247.0
Nashik,2020,Criminal Court,314.0,11362.0,1452.0
Nashik,2020,District Magistrate And Executive Magistrate,12754.0,1739.0,14493.0
Nashik,2020,"Family Court
",378.0,433.0,811.0
Nashik,2020,Industrial Court,692.0,51.0,743.0
Nashik,2020,Labor Court,,5.0,5.0
Nashik,2020,Public Court,173.0,2214.0,3944.0
Nashik,2021,Civil Court,4832.0,318.0,794.0
Nashik,2021,Consumer Forum,1951.0,,1951.0
Nashik,2021,Criminal Court,4437.0,79731.0,84168.0
Nashik,2021,District Magistrate And Executive Magistrate,11645.0,1623.0,13268.0
Nashik,2021,"Family Court
",631.0,921.0,1552.0
Nashik,2021,Industrial Court,62.0,27.0,89.0
Nashik,2021,Labor Court,,86.0,86.0
Nashik,2021,Public Court,17864.0,88859.0,16723.0
Palghar,2019,Civil Court,16468.0,599.0,21567.0
Palghar,2019,Consumer Forum,322.0,,322.0
Palghar,2019,Criminal Court,1181.0,846.0,126146.0
Palghar,2019,District Magistrate And Executive Magistrate,,,
Palghar,2019,"Family Court
",181.0,18.0,1819.0
Palghar,2019,Industrial Court,145.0,15.0,151.0
Palghar,2019,Labor Court,987.0,413.0,14.0
Palghar,2019,Public Court,91.0,6.0,97.0
Palghar,2020,Civil Court,21368.0,6199.0,27567.0
Palghar,2020,Consumer Forum,37.0,,37.0
Palghar,2020,Criminal Court,1211.0,8346.0,129446.0
Palghar,2020,District Magistrate And Executive Magistrate,,,
Palghar,2020,"Family Court
",2122.0,2.0,2142.0
Palghar,2020,Industrial Court,199.0,139.0,1238.0
Palghar,2020,Labor Court,242.0,22.0,444.0
Palghar,2020,Public Court,8.0,13.0,21.0
Palghar,2021,Civil Court,7356.0,463.0,11986.0
Palghar,2021,Consumer Forum,389.0,13.0,1689.0
Palghar,2021,Criminal Court,33232.0,4672.0,7934.0
Palghar,2021,District Magistrate And Executive Magistrate,,,
Palghar,2021,"Family Court
",9.0,,9.0
Palghar,2021,Industrial Court,18.0,,18.0
Palghar,2021,Labor Court,242.0,22.0,444.0
Palghar,2021,Public Court,8.0,13.0,21.0
Parbhani,2013,Civil Court,2943.0,5628.0,8571.0
Parbhani,2013,Consumer Forum,131.0,133.0,264.0
Parbhani,2013,Criminal Court,19581.0,3374.0,22955.0
Parbhani,2013,District Magistrate And Executive Magistrate,5219.0,,5219.0
Parbhani,2013,"Family Court
",,4.0,4.0
Parbhani,2013,Industrial Court,,1.0,1.0
Parbhani,2013,Labor Court,,,
Parbhani,2013,Public Court,615.0,59.0,674.0
Parbhani,2014,Civil Court,1743.0,288.0,3831.0
Parbhani,2014,Consumer Forum,98.0,13.0,21.0
Parbhani,2014,Criminal Court,2817.0,4223.0,74.0
Parbhani,2014,District Magistrate And Executive Magistrate,2534.0,186.0,272.0
Parbhani,2014,"Family Court
",,28.0,28.0
Parbhani,2014,Industrial Court,,2.0,2.0
Parbhani,2014,Labor Court,,,
Parbhani,2014,Public Court,753.0,54.0,87.0
Parbhani,2015,Civil Court,167.0,1576.0,3183.0
Parbhani,2015,Consumer Forum,129.0,18.0,237.0
Parbhani,2015,Criminal Court,2628.0,4282.0,691.0
Parbhani,2015,District Magistrate And Executive Magistrate,2549.0,192.0,2741.0
Parbhani,2015,"Family Court
",,31.0,31.0
Parbhani,2015,Industrial Court,,22.0,22.0
Parbhani,2015,Labor Court,,,
Parbhani,2015,Public Court,142.0,399.0,541.0
Parbhani,2016,Civil Court,1926.0,268.0,3994.0
Parbhani,2016,Consumer Forum,12.0,111.0,213.0
Parbhani,2016,Criminal Court,2324.0,5925.0,8249.0
Parbhani,2016,District Magistrate And Executive Magistrate,2694.0,155.0,2849.0
Parbhani,2016,Family Court,,,
Parbhani,2016,Industrial Court,,1.0,1.0
Parbhani,2016,Labor Court,,27.0,27.0
Parbhani,2016,Public Court,,536.0,536.0
Parbhani,2017,Civil Court,1891.0,1483.0,3374.0
Parbhani,2017,Consumer Forum,,31.0,31.0
Parbhani,2017,Criminal Court,2499.0,4853.0,7352.0
Parbhani,2017,District Magistrate And Executive Magistrate,2699.0,158.0,2857.0
Parbhani,2017,"Family Court
",,,
Parbhani,2017,Industrial Court,,23.0,23.0
Parbhani,2017,Labor Court,,98.0,98.0
Parbhani,2017,Public Court,598.0,499.0,197.0
Parbhani,2018,Civil Court,1597.0,2437.0,434.0
Parbhani,2018,Consumer Forum,166.0,211.0,377.0
Parbhani,2018,Criminal Court,2642.0,6917.0,9559.0
Parbhani,2018,District Magistrate And Executive Magistrate,416.0,1196.0,5212.0
Parbhani,2018,"Family Court
",,,
Parbhani,2018,Industrial Court,,9.0,9.0
Parbhani,2018,Labor Court,,5.0,5.0
Parbhani,2018,Public Court,,46.0,46.0
Parbhani,2019,Civil Court,111.0,7373.0,8384.0
Parbhani,2019,Consumer Forum,454.0,31.0,764.0
Parbhani,2019,Criminal Court,3828.0,9964.0,13792.0
Parbhani,2019,District Magistrate And Executive Magistrate,4777.0,,4777.0
Parbhani,2019,"Family Court
",,,
Parbhani,2019,Industrial Court,,2.0,2.0
Parbhani,2019,Labor Court,,153.0,153.0
Parbhani,2019,Public Court,,136.0,136.0
Parbhani,2020,Civil Court,954.0,1996.0,295.0
Parbhani,2020,Consumer Forum,,,
Parbhani,2020,Criminal Court,1145.0,42.0,5345.0
Parbhani,2020,District Magistrate And Executive Magistrate,211.0,,211.0
Parbhani,2020,"Family Court
",,66.0,66.0
Parbhani,2020,Industrial Court,,1.0,1.0
Parbhani,2020,Labor Court,,15.0,15.0
Parbhani,2020,Public Court,127.0,152.0,279.0
Parbhani,2021,Civil Court,1521.0,3946.0,5467.0
Parbhani,2021,Consumer Forum,1515.0,,1515.0
Parbhani,2021,Criminal Court,2881.0,6592.0,9473.0
Parbhani,2021,District Magistrate And Executive Magistrate,27.0,,27.0
Parbhani,2021,"Family Court
",895.0,416.0,1311.0
Parbhani,2021,Industrial Court,,,
Parbhani,2021,Labor Court,,,
Parbhani,2021,Public Court,715.0,1373.0,288.0
Raigad,2019,Civil Court,258.0,16557.0,36615.0
Raigad,2019,Consumer Forum,676.0,254.0,93.0
Raigad,2019,Criminal Court,3295.0,629.0,38979.0
Raigad,2019,District Magistrate And Executive Magistrate,5121.0,,5121.0
Raigad,2019,Family Court,,,
Raigad,2019,Industrial Court,145.0,15.0,151.0
Raigad,2019,Labor Court,122.0,95.0,217.0
Raigad,2019,Public Court,1244.0,,1244.0
Raigad,2020,Civil Court,1496.0,248.0,3544.0
Raigad,2020,Consumer Forum,275.0,822.0,197.0
Raigad,2020,Criminal Court,4861.0,3158.0,819.0
Raigad,2020,District Magistrate And Executive Magistrate,,,
Raigad,2020,Family Court,,,
Raigad,2020,Industrial Court,57.0,3.0,6.0
Raigad,2020,Labor Court,11.0,4.0,51.0
Raigad,2020,Public Court,,,
Raigad,2021,Civil Court,2714.0,3534.0,6248.0
Raigad,2021,Consumer Forum,275.0,822.0,197.0
Raigad,2021,Criminal Court,,5184.0,5184.0
Raigad,2021,District Magistrate And Executive Magistrate,,,
Raigad,2021,Family Court,382.0,,382.0
Raigad,2021,Industrial Court,,8.0,8.0
Raigad,2021,Labor Court,,73.0,73.0
Raigad,2021,Public Court,,,
Ratnagiri,2019,Civil Court,441.0,1796.0,2237.0
Ratnagiri,2019,Consumer Forum,13.0,33.0,136.0
Ratnagiri,2019,Criminal Court,288.0,5293.0,7381.0
Ratnagiri,2019,District Magistrate And Executive Magistrate,216.0,,216.0
Ratnagiri,2019,"Family Court
",225.0,991.0,316.0
Ratnagiri,2019,Industrial Court,15.0,7.0,112.0
Ratnagiri,2019,Labor Court,,,
Ratnagiri,2019,Public Court,496.0,3.0,499.0
Ratnagiri,2020,Civil Court,13.0,767.0,897.0
Ratnagiri,2020,Consumer Forum,,915.0,915.0
Ratnagiri,2020,Criminal Court,,1862.0,1862.0
Ratnagiri,2020,District Magistrate And Executive Magistrate,1981.0,,1981.0
Ratnagiri,2020,"Family Court
",87.0,14.0,11.0
Ratnagiri,2020,Industrial Court,22.0,,22.0
Ratnagiri,2020,Labor Court,15.0,,15.0
Ratnagiri,2020,Public Court,15.0,164.0,179.0
Ratnagiri,2021,Civil Court,,1311.0,1311.0
Ratnagiri,2021,Consumer Forum,8.0,23.0,13.0
Ratnagiri,2021,Criminal Court,83.0,4482.0,5312.0
Ratnagiri,2021,District Magistrate And Executive Magistrate,232.0,,232.0
Ratnagiri,2021,"Family Court
",2192.0,86.0,352.0
Ratnagiri,2021,Industrial Court,18.0,3.0,21.0
Ratnagiri,2021,Labor Court,48.0,21.0,249.0
Ratnagiri,2021,Public Court,133.0,,133.0
Satara,2014,Civil Court,4137.0,3562.0,7699.0
Satara,2014,Criminal Court,2443.0,1638.0,18751.0
Satara,2014,District Consumer Forum,23.0,52.0,282.0
Satara,2014,District Magistrate And Executive Magistrate,,,
Satara,2014,Family Court,,,
Satara,2014,Industrial Court,,27.0,27.0
Satara,2014,Labor Court,,13.0,13.0
Satara,2014,Public Court,,672.0,672.0
Satara,2015,Civil Court,2724.0,2635.0,5359.0
Satara,2015,Criminal Court,1624.0,1149.0,12673.0
Satara,2015,District Consumer Forum,346.0,,346.0
Satara,2015,District Magistrate And Executive Magistrate,,,
Satara,2015,Family Court,,,
Satara,2015,Industrial Court,,32.0,32.0
Satara,2015,Labor Court,,114.0,114.0
Satara,2015,Public Court,,1793.0,1793.0
Satara,2016,Civil Court,283.0,2343.0,5173.0
Satara,2016,Criminal Court,251.0,1366.0,15711.0
Satara,2016,District Consumer Forum,349.0,,349.0
Satara,2016,District Magistrate And Executive Magistrate,,,
Satara,2016,Family Court,,,
Satara,2016,Industrial Court,,12.0,12.0
Satara,2016,Labor Court,,178.0,178.0
Satara,2016,Public Court,,7281.0,7281.0
Satara,2017,Civil Court,,2126.0,2126.0
Satara,2017,Criminal Court,,8116.0,8116.0
Satara,2017,District Consumer Forum,553.0,,553.0
Satara,2017,District Magistrate And Executive Magistrate,9774.0,,9774.0
Satara,2017,Family Court,,,
Satara,2017,Industrial Court,,6.0,6.0
Satara,2017,Labor Court,,1.0,1.0
Satara,2017,Public Court,,9458.0,9458.0
Satara,2018,Civil Court,22.0,785.0,2985.0
Satara,2018,Criminal Court,,15638.0,15638.0
Satara,2018,District Consumer Forum,491.0,,491.0
Satara,2018,District Magistrate And Executive Magistrate,,,
Satara,2018,Family Court,,,
Satara,2018,Industrial Court,,17.0,17.0
Satara,2018,Labor Court,,2.0,2.0
Satara,2018,Public Court,,18528.0,18528.0
Satara,2019,Civil Court,263.0,2627.0,523.0
Satara,2019,Criminal Court,226.0,12641.0,14667.0
Satara,2019,District Consumer Forum,39.0,,39.0
Satara,2019,District Magistrate And Executive Magistrate,6599.0,,6599.0
Satara,2019,Family Court,,,
Satara,2019,Industrial Court,,13.0,13.0
Satara,2019,Labor Court,,112.0,112.0
Satara,2019,Public Court,,1254.0,1254.0
Satara,2020,Civil Court,815.0,1188.0,23.0
Satara,2020,Criminal Court,,3894.0,3894.0
Satara,2020,District Consumer Forum,117.0,,117.0
Satara,2020,District Magistrate And Executive Magistrate,4621.0,,4621.0
Satara,2020,Family Court,,,
Satara,2020,Industrial Court,,16.0,16.0
Satara,2020,Labor Court,,28.0,28.0
Satara,2020,Public Court,,,
Satara,2021,Civil Court,2716.0,3115.0,5831.0
Satara,2021,Criminal Court,827.0,12996.0,13823.0
Satara,2021,District Consumer Forum,122.0,,122.0
Satara,2021,District Magistrate And Executive Magistrate,3985.0,,3985.0
Satara,2021,Family Court,,,
Satara,2021,Industrial Court,68.0,24.0,92.0
Satara,2021,Labor Court,74.0,145.0,219.0
Satara,2021,Public Court,3337.0,234.0,5677.0
Sindhudurg,2019,Civil Court,574.0,753.0,1327.0
Sindhudurg,2019,Consumer Forum,23.0,8.0,31.0
Sindhudurg,2019,Criminal Court,1455.0,2114.0,3569.0
Sindhudurg,2019,District Magistrate And Executive Magistrate,,,
Sindhudurg,2019,"Family Court
",,,
Sindhudurg,2019,Industrial Court,16.0,2.0,18.0
Sindhudurg,2019,Labor Court,239.0,,239.0
Sindhudurg,2019,Public Court,,211.0,211.0
Sindhudurg,2020,Civil Court,291.0,92.0,383.0
Sindhudurg,2020,Consumer Forum,31.0,7.0,38.0
Sindhudurg,2020,Criminal Court,,121.0,121.0
Sindhudurg,2020,District Magistrate And Executive Magistrate,1312.0,,1312.0
Sindhudurg,2020,"Family Court
",,,
Sindhudurg,2020,Industrial Court,1.0,,1.0
Sindhudurg,2020,Labor Court,15.0,,15.0
Sindhudurg,2020,Public Court,,2.0,2.0
Sindhudurg,2021,Civil Court,439.0,167.0,66.0
Sindhudurg,2021,Consumer Forum,,4.0,4.0
Sindhudurg,2021,Criminal Court,923.0,1936.0,2859.0
Sindhudurg,2021,District Magistrate And Executive Magistrate,,,
Sindhudurg,2021,"Family Court
",,,
Sindhudurg,2021,Industrial Court,,2.0,2.0
Sindhudurg,2021,Labor Court,11.0,64.0,75.0
Sindhudurg,2021,Public Court,37.0,382.0,689.0
Solapur,2011,Civil Court,951.0,1138.0,1648.0
Solapur,2011,Consumer Forum,,1628.0,1628.0
Solapur,2011,Criminal Court,55836.0,9266.0,6512.0
Solapur,2011,District Magistrate,9423.0,,9423.0
Solapur,2011,Family Court,,,
Solapur,2011,Industrial Court,,19.0,19.0
Solapur,2011,Labor Court,,71.0,71.0
Solapur,2011,Public Court,,,
Solapur,2012,Civil Court,2812.0,3125.0,5937.0
Solapur,2012,Consumer Forum,,111.0,111.0
Solapur,2012,Criminal Court,,28711.0,28711.0
Solapur,2012,District Magistrate,,399.0,399.0
Solapur,2012,Family Court,,,
Solapur,2012,Industrial Court,,85.0,85.0
Solapur,2012,Labor Court,,32.0,32.0
Solapur,2012,Public Court,,,
Solapur,2013,Civil Court,366.0,7428.0,1188.0
Solapur,2013,Consumer Forum,588.0,462.0,15.0
Solapur,2013,Criminal Court,63.0,16378.0,2248.0
Solapur,2013,District Magistrate,887.0,648.0,9455.0
Solapur,2013,Family Court,,633.0,633.0
Solapur,2013,Industrial Court,49.0,35.0,84.0
Solapur,2013,Labor Court,19.0,14.0,294.0
Solapur,2013,Public Court,,,
Solapur,2014,Civil Court,366.0,7428.0,1188.0
Solapur,2014,Consumer Forum,341.0,12.0,443.0
Solapur,2014,Criminal Court,,16378.0,16378.0
Solapur,2014,District Magistrate,887.0,648.0,9455.0
Solapur,2014,Family Court,987.0,7.0,157.0
Solapur,2014,Industrial Court,83.0,84.0,167.0
Solapur,2014,Labor Court,792.0,972.0,1764.0
Solapur,2014,Public Court,,,
Solapur,2016,Civil Court,8445.0,1215.0,966.0
Solapur,2016,Consumer Forum,,639.0,639.0
Solapur,2016,Criminal Court,19977.0,9184.0,29161.0
Solapur,2016,District Magistrate,,648.0,648.0
Solapur,2016,Family Court,,6.0,6.0
Solapur,2016,Industrial Court,,38.0,38.0
Solapur,2016,Labor Court,,8.0,8.0
Solapur,2016,Public Court,,,
Solapur,2018,Civil Court,6187.0,815.0,14292.0
Solapur,2018,Consumer Forum,,756.0,756.0
Solapur,2018,Criminal Court,19673.0,8984.0,28657.0
Solapur,2018,District Magistrate,,9.0,9.0
Solapur,2018,Family Court,,41.0,41.0
Solapur,2018,Industrial Court,,119.0,119.0
Solapur,2018,Labor Court,,,
Solapur,2018,Public Court,,432.0,432.0
Solapur,2019,Civil Court,666.0,755.0,14156.0
Solapur,2019,Consumer Forum,,172.0,172.0
Solapur,2019,Criminal Court,886.0,4353.0,5239.0
Solapur,2019,District Magistrate,,9.0,9.0
Solapur,2019,Family Court,,14.0,14.0
Solapur,2019,Industrial Court,,131.0,131.0
Solapur,2019,Labor Court,,,
Solapur,2019,Public Court,,,
Solapur,2020,Civil Court,4623.0,3629.0,8252.0
Solapur,2020,Consumer Forum,,16.0,16.0
Solapur,2020,Criminal Court,59.0,42.0,4511.0
Solapur,2020,District Magistrate,,9.0,9.0
Solapur,2020,Family Court,,8.0,8.0
Solapur,2020,Industrial Court,,22.0,22.0
Solapur,2020,Labor Court,,,
Solapur,2020,Public Court,,,
Solapur,2021,Civil Court,437.0,6793.0,11163.0
Solapur,2021,Consumer Forum,422.0,6.0,428.0
Solapur,2021,Criminal Court,265.0,9375.0,2998.0
Solapur,2021,District Magistrate,4154.0,168.0,5222.0
Solapur,2021,Family Court,821.0,3.0,851.0
Solapur,2021,Industrial Court,,55.0,55.0
Solapur,2021,Labor Court,69.0,9.0,159.0
Solapur,2021,Public Court,,,
Thane,2019,Civil Court,15417.0,5228.0,2645.0
Thane,2019,Consumer Forum,322.0,,322.0
Thane,2019,Criminal Court,18843.0,19317.0,27747.0
Thane,2019,District Magistrate And Executive Magistrate,,,
Thane,2019,"Family Court
",,18.0,18.0
Thane,2019,Industrial Court,,15.0,15.0
Thane,2019,Labor Court,,413.0,413.0
Thane,2019,Public Court,,6.0,6.0
Thane,2020,Civil Court,4189.0,297.0,6286.0
Thane,2020,Consumer Forum,37.0,1323.0,1693.0
Thane,2020,Criminal Court,,14962.0,14962.0
Thane,2020,District Magistrate And Executive Magistrate,,,
Thane,2020,"Family Court
",,2.0,2.0
Thane,2020,Industrial Court,,139.0,139.0
Thane,2020,Labor Court,,22.0,22.0
Thane,2020,Public Court,,13.0,13.0
Thane,2021,Civil Court,7356.0,463.0,11986.0
Thane,2021,Consumer Forum,389.0,13.0,1689.0
Thane,2021,Criminal Court,33232.0,4672.0,7934.0
Thane,2021,District Magistrate And Executive Magistrate,,,
Thane,2021,"Family Court
",9.0,,9.0
Thane,2021,Industrial Court,18.0,,18.0
Thane,2021,Labor Court,242.0,22.0,444.0
Thane,2021,Public Court,,13.0,13.0
Wardha,2012,Civil Court,97.0,1953.0,2923.0
Wardha,2012,Consumer Forum,128.0,123.0,251.0
Wardha,2012,Criminal Court,12928.0,23269.0,36197.0
Wardha,2012,District Magistrate And Executive Magistrate,9449.0,,9449.0
Wardha,2012,Family Court,,,
Wardha,2012,Industrial Court,,,
Wardha,2012,Labor Court,,65.0,65.0
Wardha,2012,Public Court,,4255.0,4255.0
Wardha,2013,Civil Court,753.0,1135.0,1888.0
Wardha,2013,Consumer Forum,26.0,133.0,339.0
Wardha,2013,Criminal Court,13782.0,13423.0,2725.0
Wardha,2013,District Magistrate And Executive Magistrate,7883.0,,7883.0
Wardha,2013,"Family Court
",,,
Wardha,2013,Industrial Court,,,
Wardha,2013,Labor Court,,7.0,7.0
Wardha,2013,Public Court,,77.0,77.0
Wardha,2014,Civil Court,91.0,124.0,215.0
Wardha,2014,Consumer Forum,171.0,92.0,263.0
Wardha,2014,Criminal Court,1229.0,11373.0,23663.0
Wardha,2014,District Magistrate And Executive Magistrate,5383.0,,5383.0
Wardha,2014,"Family Court
",,,
Wardha,2014,Industrial Court,,,
Wardha,2014,Labor Court,,41.0,41.0
Wardha,2014,Public Court,,5816.0,5816.0
Wardha,2015,Civil Court,497.0,289.0,786.0
Wardha,2015,Consumer Forum,157.0,15.0,262.0
Wardha,2015,Criminal Court,7946.0,888.0,16826.0
Wardha,2015,District Magistrate And Executive Magistrate,515.0,,515.0
Wardha,2015,"Family Court
",,,
Wardha,2015,Industrial Court,,,
Wardha,2015,Labor Court,,53.0,53.0
Wardha,2015,Public Court,,3684.0,3684.0
Wardha,2016,Civil Court,916.0,167.0,1983.0
Wardha,2016,Consumer Forum,169.0,122.0,291.0
Wardha,2016,Criminal Court,5529.0,5445.0,1974.0
Wardha,2016,District Magistrate And Executive Magistrate,,,
Wardha,2016,Family Court,,,
Wardha,2016,Industrial Court,,,
Wardha,2016,Labor Court,,65.0,65.0
Wardha,2016,Public Court,,4438.0,4438.0
Wardha,2017,Civil Court,,272.0,272.0
Wardha,2017,Consumer Forum,1.0,19.0,119.0
Wardha,2017,Criminal Court,,7861.0,7861.0
Wardha,2017,District Magistrate And Executive Magistrate,2929.0,,2929.0
Wardha,2017,"Family Court
",,,
Wardha,2017,Industrial Court,,,
Wardha,2017,Labor Court,,45.0,45.0
Wardha,2017,Public Court,,424.0,424.0
Wardha,2018,Civil Court,,1556.0,1556.0
Wardha,2018,Consumer Forum,89.0,18.0,17.0
Wardha,2018,Criminal Court,11237.0,621.0,17258.0
Wardha,2018,District Magistrate And Executive Magistrate,3842.0,,3842.0
Wardha,2018,"Family Court
",,,
Wardha,2018,Industrial Court,,2.0,2.0
Wardha,2018,Labor Court,,16.0,16.0
Wardha,2018,Public Court,,1141.0,1141.0
Wardha,2019,Civil Court,1136.0,155.0,2686.0
Wardha,2019,Consumer Forum,,125.0,125.0
Wardha,2019,Criminal Court,1647.0,641.0,1757.0
Wardha,2019,District Magistrate And Executive Magistrate,,,
Wardha,2019,"Family Court
",,,
Wardha,2019,Industrial Court,,2.0,2.0
Wardha,2019,Labor Court,,49.0,49.0
Wardha,2019,Public Court,,76.0,76.0
Wardha,2020,Civil Court,,899.0,899.0
Wardha,2020,Consumer Forum,25.0,122.0,327.0
Wardha,2020,Criminal Court,,489.0,489.0
Wardha,2020,District Magistrate And Executive Magistrate,,,
Wardha,2020,"Family Court
",,,
Wardha,2020,Industrial Court,,1.0,1.0
Wardha,2020,Labor Court,,2.0,2.0
Wardha,2020,Public Court,,186.0,186.0
Wardha,2021,Civil Court,975.0,216.0,2991.0
Wardha,2021,Consumer Forum,68.0,9.0,77.0
Wardha,2021,Criminal Court,,8296.0,8296.0
Wardha,2021,District Magistrate And Executive Magistrate,,5773.0,5773.0
Wardha,2021,"Family Court
",,,
Wardha,2021,Industrial Court,,1.0,1.0
Wardha,2021,Labor Court,,25.0,25.0
Wardha,2021,Public Court,,446.0,446.0
Washim,2008,Civil Court,1136.0,128.0,1264.0
Washim,2008,Consumer Forum,,,
Washim,2008,Criminal Court,613.0,392.0,6495.0
Washim,2008,District Magistrate And Executive Magistrate,278.0,16126.0,1896.0
Washim,2008,Family Court,,,
Washim,2008,Industrial Court,69.0,5.0,74.0
Washim,2008,Labor Court,11.0,138.0,239.0
Washim,2008,Public Court,,,
Washim,2009,Civil Court,1298.0,134.0,1432.0
Washim,2009,Consumer Forum,,17781.0,17781.0
Washim,2009,Criminal Court,617.0,519.0,6689.0
Washim,2009,District Magistrate And Executive Magistrate,397.0,1715.0,222.0
Washim,2009,Family Court,,,
Washim,2009,Industrial Court,,,
Washim,2009,Labor Court,,22.0,22.0
Washim,2009,Public Court,989.0,1.0,99.0
Washim,2010,Civil Court,544.0,686.0,123.0
Washim,2010,Consumer Forum,136.0,11.0,246.0
Washim,2010,Criminal Court,1549.0,878.0,1329.0
Washim,2010,District Magistrate And Executive Magistrate,2262.0,1613.0,18392.0
Washim,2010,Family Court,,,
Washim,2010,Industrial Court,,,
Washim,2010,Labor Court,,28.0,28.0
Washim,2010,Public Court,87.0,2927.0,314.0
Washim,2011,Civil Court,61.0,26.0,636.0
Washim,2011,Consumer Forum,54.0,11.0,65.0
Washim,2011,Criminal Court,1712.0,6967.0,8679.0
Washim,2011,District Magistrate And Executive Magistrate,111.0,187.0,2971.0
Washim,2011,Family Court,,,
Washim,2011,Industrial Court,,1.0,1.0
Washim,2011,Labor Court,,15.0,15.0
Washim,2011,Public Court,,3627.0,3627.0
Washim,2012,Civil Court,461.0,693.0,1154.0
Washim,2012,Consumer Forum,46.0,4.0,5.0
Washim,2012,Criminal Court,1995.0,6346.0,8341.0
Washim,2012,District Magistrate And Executive Magistrate,125.0,153.0,278.0
Washim,2012,Family Court,,,
Washim,2012,Industrial Court,18.0,12.0,3.0
Washim,2012,Labor Court,7.0,16.0,23.0
Washim,2012,Public Court,,2951.0,2951.0
Washim,2013,Civil Court,499.0,1531.0,6521.0
Washim,2013,Consumer Forum,44.0,9.0,53.0
Washim,2013,Criminal Court,12746.0,1848.0,14594.0
Washim,2013,District Magistrate And Executive Magistrate,125.0,153.0,278.0
Washim,2013,"Family Court
",,,
Washim,2013,Industrial Court,2.0,,2.0
Washim,2013,Labor Court,1.0,5.0,15.0
Washim,2013,Public Court,,2951.0,2951.0
Washim,2014,Civil Court,991.0,757.0,1748.0
Washim,2014,Consumer Forum,73.0,13.0,86.0
Washim,2014,Criminal Court,218.0,3651.0,5669.0
Washim,2014,District Magistrate And Executive Magistrate,,,
Washim,2014,"Family Court
",,,
Washim,2014,Industrial Court,4.0,,4.0
Washim,2014,Labor Court,47.0,6.0,53.0
Washim,2014,Public Court,,,
Washim,2015,Civil Court,41.0,1271.0,1681.0
Washim,2015,Criminal Court,148.0,5371.0,6779.0
Washim,2015,District Magistrate And Executive Magistrate,,,
Washim,2015,"Family Court
",,,
Washim,2015,Industrial Court,186.0,34.0,22.0
Washim,2015,Labor Court,9.0,1.0,19.0
Washim,2015,Public Court,841.0,154.0,1895.0
Washim,2016,Civil Court,756.0,1568.0,2324.0
Washim,2016,Consumer Forum,984.0,251.0,1235.0
Washim,2016,Consumer Forum,115.0,25.0,14.0
Washim,2016,Criminal Court,1669.0,5692.0,7361.0
Washim,2016,District Magistrate And Executive Magistrate,,,
Washim,2016,Family Court,686.0,4.0,69.0
Washim,2016,Industrial Court,12.0,3.0,15.0
Washim,2016,Labor Court,19.0,5.0,24.0
Washim,2016,Public Court,228.0,334.0,2362.0
Washim,2017,Civil Court,,645.0,645.0
Washim,2017,Consumer Forum,,114.0,114.0
Washim,2017,Consumer Forum,,,
Washim,2017,Criminal Court,,492.0,492.0
Washim,2017,District Magistrate And Executive Magistrate,,27.0,27.0
Washim,2017,"Family Court
",,,
Washim,2017,Industrial Court,576.0,8.0,584.0
