Year,District,Taluka,Select Type of Police Establishment,Number
2019,Mumbai Suburban,Adheri,Outposts,
2019,Mumbai Suburban,Borivali,Outposts,
2019,Mumbai Suburban,Kurla,Outposts,
2020,Mumbai Suburban,Adheri,Outposts,
2020,Mumbai Suburban,Borivali,Outposts,
2020,Mumbai Suburban,Kurla,Outposts,
2021,Mumbai Suburban,Adheri,Outposts,
2021,Mumbai Suburban,Borivali,Outposts,
2021,Mumbai Suburban,Kurla,Outposts,
2018,Nagpur,Narkhed,Outposts,3
2018,Nagpur,Katol,Outposts,
2018,Nagpur,Kalameshwar,Outposts,1
2018,Nagpur,Sawner,Outposts,3
2018,Nagpur,Parashivani,Outposts,1
2018,Nagpur,Ramtech,Outposts,2
2018,Nagpur,Mauda,Outposts,1
2018,Nagpur,Kamathi,Outposts,
2018,Nagpur,Nagpur (Gra),Outposts,
2018,Nagpur,Nagpur (Sh),Outposts,1
2018,Nagpur,Hingana,Outposts,1
2018,Nagpur,Umred,Outposts,2
2018,Nagpur,Kuhi,Outposts,1
2018,Nagpur,Bhiwapur,Outposts,1
2019,Nagpur,Narkhed,Outposts,3
2019,Nagpur,Katol,Outposts,
2019,Nagpur,Kalameshwar,Outposts,1
2019,Nagpur,Sawner,Outposts,3
2019,Nagpur,Parashivani,Outposts,1
2019,Nagpur,Ramtech,Outposts,2
2019,Nagpur,Mauda,Outposts,1
2019,Nagpur,Kamathi,Outposts,
2019,Nagpur,Nagpur (Gra),Outposts,
2019,Nagpur,Nagpur (Sh),Outposts,
2019,Nagpur,Hingana,Outposts,2
2019,Nagpur,Umred,Outposts,2
2019,Nagpur,Kuhi,Outposts,1
2019,Nagpur,Bhiwapur,Outposts,1
2020,Nagpur,Narkhed,Outposts,3
2020,Nagpur,Katol,Outposts,
2020,Nagpur,Kalameshwar,Outposts,1
2020,Nagpur,Sawner,Outposts,3
2020,Nagpur,Parashivani,Outposts,1
2020,Nagpur,Ramtech,Outposts,2
2020,Nagpur,Mauda,Outposts,1
2020,Nagpur,Kamathi,Outposts,
2020,Nagpur,Nagpur (Gra),Outposts,
2020,Nagpur,Nagpur (Sh),Outposts,
2020,Nagpur,Hingana,Outposts,2
2020,Nagpur,Umred,Outposts,2
2020,Nagpur,Kuhi,Outposts,1
2020,Nagpur,Bhiwapur,Outposts,1
2021,Nagpur,Narkhed,Outposts,3
2021,Nagpur,Katol,Outposts,
2021,Nagpur,Kalameshwar,Outposts,1
2021,Nagpur,Sawner,Outposts,3
2021,Nagpur,Parashivani,Outposts,1
2021,Nagpur,Ramtech,Outposts,2
2021,Nagpur,Mauda,Outposts,
2021,Nagpur,Kamathi,Outposts,
2021,Nagpur,Nagpur (Gra),Outposts,
2021,Nagpur,Nagpur (Sh),Outposts,
2021,Nagpur,Hingana,Outposts,1
2021,Nagpur,Umred,Outposts,2
2021,Nagpur,Kuhi,Outposts,1
2021,Nagpur,Bhiwapur,Outposts,1
2018,Nanded,Mahur,Outposts,
2018,Nanded,Kinvat,Outposts,1
2018,Nanded,Himalay Nagar,Outposts,
2018,Nanded,Hadgaon,Outposts,2
2018,Nanded,Andhrapur,Outposts,1
2018,Nanded,Nanded,Outposts,
2018,Nanded,Mudkhed,Outposts,4
2018,Nanded,Bhokar,Outposts,1
2018,Nanded,Umari,Outposts,1
2018,Nanded,Dharmabad,Outposts,1
2018,Nanded,Biloli,Outposts,1
2018,Nanded,Naygaon,Outposts,3
2018,Nanded,Loha,Outposts,
2018,Nanded,Kandhar,Outposts,4
2018,Nanded,Mukhed,Outposts,2
2018,Nanded,Deglur,Outposts,3
2019,Nanded,Mahur,Outposts,
2019,Nanded,Kinvat,Outposts,1
2019,Nanded,Himalay Nagar,Outposts,
2019,Nanded,Hadgaon,Outposts,2
2019,Nanded,Andhrapur,Outposts,1
2019,Nanded,Nanded,Outposts,
2019,Nanded,Mudkhed,Outposts,1
2019,Nanded,Bhokar,Outposts,1
2019,Nanded,Umari,Outposts,1
2019,Nanded,Dharmabad,Outposts,1
2019,Nanded,Biloli,Outposts,1
2019,Nanded,Naygaon,Outposts,3
2019,Nanded,Loha,Outposts,
2019,Nanded,Kandhar,Outposts,4
2019,Nanded,Mukhed,Outposts,2
2019,Nanded,Deglur,Outposts,3
2020,Nanded,Mahur,Outposts,1
2020,Nanded,Kinvat,Outposts,
2020,Nanded,Himalay Nagar,Outposts,2
2020,Nanded,Hadgaon,Outposts,1
2020,Nanded,Andhrapur,Outposts,
2020,Nanded,Nanded,Outposts,
2020,Nanded,Mudkhed,Outposts,1
2020,Nanded,Bhokar,Outposts,1
2020,Nanded,Umari,Outposts,1
2020,Nanded,Dharmabad,Outposts,1
2020,Nanded,Biloli,Outposts,1
2020,Nanded,Naygaon,Outposts,3
2020,Nanded,Loha,Outposts,
2020,Nanded,Kandhar,Outposts,4
2020,Nanded,Mukhed,Outposts,2
2020,Nanded,Deglur,Outposts,3
2021,Nanded,Mahur,Outposts,
2021,Nanded,Kinvat,Outposts,
2021,Nanded,Himalay Nagar,Outposts,
2021,Nanded,Hadgaon,Outposts,2
2021,Nanded,Andhrapur,Outposts,1
2021,Nanded,Nanded,Outposts,
2021,Nanded,Mudkhed,Outposts,1
2021,Nanded,Bhokar,Outposts,1
2021,Nanded,Umari,Outposts,1
2021,Nanded,Dharmabad,Outposts,1
2021,Nanded,Biloli,Outposts,2
2021,Nanded,Naygaon,Outposts,3
2021,Nanded,Loha,Outposts,
2021,Nanded,Kandhar,Outposts,4
2021,Nanded,Mukhed,Outposts,2
2021,Nanded,Deglur,Outposts,3
2018,Nandurbar,Akkalkuva,Outposts,1
2018,Nandurbar,Akrani,Outposts,3
2018,Nandurbar,Taloda,Outposts,3
2018,Nandurbar,Shahada,Outposts,8
2018,Nandurbar,Nandurbar,Outposts,4
2018,Nandurbar,Navapur,Outposts,4
2019,Nandurbar,Akkalkuva,Outposts,4
2019,Nandurbar,Akrani,Outposts,3
2019,Nandurbar,Taloda,Outposts,3
2019,Nandurbar,Shahada,Outposts,5
2019,Nandurbar,Nandurbar,Outposts,4
2019,Nandurbar,Navapur,Outposts,4
2020,Nandurbar,Akkalkuva,Outposts,4
2020,Nandurbar,Akrani,Outposts,3
2020,Nandurbar,Taloda,Outposts,3
2020,Nandurbar,Shahada,Outposts,5
2020,Nandurbar,Nandurbar,Outposts,4
2020,Nandurbar,Navapur,Outposts,4
2021,Nandurbar,Akkalkuva,Outposts,
2021,Nandurbar,Akrani,Outposts,
2021,Nandurbar,Taloda,Outposts,
2021,Nandurbar,Shahada,Outposts,
2021,Nandurbar,Nandurbar,Outposts,
2021,Nandurbar,Navapur,Outposts,
2018,Nashik,Surgana,Outposts,2
2018,Nashik,Kalwan,Outposts,1
2018,Nashik,Devala,Outposts,
2018,Nashik,Baglan,Outposts,5
2018,Nashik,Malegaon,Outposts,5
2018,Nashik,Nandgaon,Outposts,2
2018,Nashik,Chandwad,Outposts,2
2018,Nashik,Dindori,Outposts,4
2018,Nashik,Peth,Outposts,1
2018,Nashik,Trimbak,Outposts,
2018,Nashik,Nashik,Outposts,1
2018,Nashik,Igatpuri,Outposts,3
2018,Nashik,Sinner,Outposts,2
2018,Nashik,Nifad,Outposts,2
2018,Nashik,Yewala,Outposts,3
2019,Nashik,Surgana,Outposts,2
2019,Nashik,Kalwan,Outposts,1
2019,Nashik,Devala,Outposts,
2019,Nashik,Baglan,Outposts,5
2019,Nashik,Malegaon,Outposts,5
2019,Nashik,Nandgaon,Outposts,5
2019,Nashik,Chandwad,Outposts,2
2019,Nashik,Dindori,Outposts,4
2019,Nashik,Peth,Outposts,1
2019,Nashik,Trimbak,Outposts,
2019,Nashik,Nashik,Outposts,1
2019,Nashik,Igatpuri,Outposts,3
2019,Nashik,Sinner,Outposts,1
2019,Nashik,Nifad,Outposts,2
2019,Nashik,Yewala,Outposts,3
2020,Nashik,Surgana,Outposts,2
2020,Nashik,Kalwan,Outposts,1
2020,Nashik,Devala,Outposts,
2020,Nashik,Baglan,Outposts,5
2020,Nashik,Malegaon,Outposts,6
2020,Nashik,Nandgaon,Outposts,2
2020,Nashik,Chandwad,Outposts,2
2020,Nashik,Dindori,Outposts,4
2020,Nashik,Peth,Outposts,1
2020,Nashik,Trimbak,Outposts,
2020,Nashik,Nashik,Outposts,1
2020,Nashik,Igatpuri,Outposts,4
2020,Nashik,Sinner,Outposts,2
2020,Nashik,Nifad,Outposts,2
2020,Nashik,Yewala,Outposts,3
2021,Nashik,Surgana,Outposts,2
2021,Nashik,Kalwan,Outposts,1
2021,Nashik,Devala,Outposts,
2021,Nashik,Baglan,Outposts,5
2021,Nashik,Malegaon,Outposts,6
2021,Nashik,Nandgaon,Outposts,2
2021,Nashik,Chandwad,Outposts,2
2021,Nashik,Dindori,Outposts,4
2021,Nashik,Peth,Outposts,1
2021,Nashik,Trimbak,Outposts,
2021,Nashik,Nashik,Outposts,1
2021,Nashik,Igatpuri,Outposts,6
2021,Nashik,Sinner,Outposts,2
2021,Nashik,Nifad,Outposts,2
2021,Nashik,Yewala,Outposts,3
2018,Dharashiv,Paranda,Outposts,2
2018,Dharashiv,Bhum,Outposts,1
2018,Dharashiv,Washi,Outposts,2
2018,Dharashiv,Kalamb,Outposts,
2018,Dharashiv,Dharashiv,Outposts,3
2018,Dharashiv,Tuljapur,Outposts,2
2018,Dharashiv,Lohara,Outposts,1
2018,Dharashiv,Umaraga,Outposts,3
2019,Dharashiv,Paranda,Outposts,2
2019,Dharashiv,Bhum,Outposts,1
2019,Dharashiv,Washi,Outposts,2
2019,Dharashiv,Kalamb,Outposts,
2019,Dharashiv,Dharashiv,Outposts,3
2019,Dharashiv,Tuljapur,Outposts,2
2019,Dharashiv,Lohara,Outposts,1
2019,Dharashiv,Umaraga,Outposts,3
2020,Dharashiv,Paranda,Outposts,2
2020,Dharashiv,Bhum,Outposts,1
2020,Dharashiv,Washi,Outposts,2
2020,Dharashiv,Kalamb,Outposts,
2020,Dharashiv,Dharashiv,Outposts,3
2020,Dharashiv,Tuljapur,Outposts,2
2020,Dharashiv,Lohara,Outposts,1
2020,Dharashiv,Umaraga,Outposts,3
2021,Dharashiv,Paranda,Outposts,2
2021,Dharashiv,Bhum,Outposts,1
2021,Dharashiv,Washi,Outposts,2
2021,Dharashiv,Kalamb,Outposts,
2021,Dharashiv,Dharashiv,Outposts,3
2021,Dharashiv,Tuljapur,Outposts,2
2021,Dharashiv,Lohara,Outposts,1
2021,Dharashiv,Umaraga,Outposts,3
2018,Palghar,Talasari,Outposts,2
2018,Palghar,Dahanu,Outposts,4
2018,Palghar,Vikramgad,Outposts,1
2018,Palghar,Javhar,Outposts,1
2018,Palghar,Mokhada,Outposts,1
2018,Palghar,Wada,Outposts,4
2018,Palghar,Palghar,Outposts,
2018,Palghar,Vasai,Outposts,2
2019,Palghar,Talasari,Outposts,2
2019,Palghar,Dahanu,Outposts,4
2019,Palghar,Vikramgad,Outposts,1
2019,Palghar,Javhar,Outposts,1
2019,Palghar,Mokhada,Outposts,1
2019,Palghar,Wada,Outposts,4
2019,Palghar,Palghar,Outposts,
2019,Palghar,Vasai,Outposts,2
2020,Palghar,Talasari,Outposts,2
2020,Palghar,Dahanu,Outposts,4
2020,Palghar,Vikramgad,Outposts,1
2020,Palghar,Javhar,Outposts,2
2020,Palghar,Mokhada,Outposts,1
2020,Palghar,Wada,Outposts,4
2020,Palghar,Palghar,Outposts,1
2020,Palghar,Vasai,Outposts,2
2021,Palghar,Talasari,Outposts,2
2021,Palghar,Dahanu,Outposts,4
2021,Palghar,Vikramgad,Outposts,1
2021,Palghar,Javhar,Outposts,2
2021,Palghar,Mokhada,Outposts,1
2021,Palghar,Wada,Outposts,4
2021,Palghar,Palghar,Outposts,1
2021,Palghar,Vasai,Outposts,
2018,Parbhani,Selu,Outposts,1
2018,Parbhani,Jintur,Outposts,1
2018,Parbhani,Parbhani,Outposts,1
2018,Parbhani,Manvat,Outposts,  
2018,Parbhani,Pathari,Outposts,1
2018,Parbhani,Sonpeth,Outposts, 
2018,Parbhani,Gangakhed,Outposts,2
2018,Parbhani,Palam,Outposts,1
2018,Parbhani,Purna,Outposts,1
2019,Parbhani,Selu,Outposts,1
2019,Parbhani,Jintur,Outposts,1
2019,Parbhani,Parbhani,Outposts,1
2019,Parbhani,Manvat,Outposts,  
2019,Parbhani,Pathari,Outposts,1
2019,Parbhani,Sonpeth,Outposts, 
2019,Parbhani,Gangakhed,Outposts,2
2019,Parbhani,Palam,Outposts,1
2019,Parbhani,Purna,Outposts,  
2020,Parbhani,Selu,Outposts,1
2020,Parbhani,Jintur,Outposts,1
2020,Parbhani,Parbhani,Outposts,
2020,Parbhani,Manvat,Outposts,
2020,Parbhani,Pathari,Outposts,1
2020,Parbhani,Sonpeth,Outposts,
2020,Parbhani,Gangakhed,Outposts,2
2020,Parbhani,Palam,Outposts,1
2020,Parbhani,Purna,Outposts,1
2021,Parbhani,Selu,Outposts,1
2021,Parbhani,Jintur,Outposts,1
2021,Parbhani,Parbhani,Outposts,1
2021,Parbhani,Manvat,Outposts,
2021,Parbhani,Pathari,Outposts,1
2021,Parbhani,Sonpeth,Outposts,
2021,Parbhani,Gangakhed,Outposts,2
2021,Parbhani,Palam,Outposts,1
2021,Parbhani,Purna,Outposts,1
2018,Pune,Junnar,Outposts,6
2018,Pune,Aambegaon,Outposts,4
2018,Pune,Shirur,Outposts,
2018,Pune,Khed,Outposts,2
2018,Pune,Maval,Outposts,1
2018,Pune,Mulashi,Outposts,3
2018,Pune,Haveli,Outposts,2
2018,Pune,Pune City,Outposts,
2018,Pune,Daund,Outposts,
2018,Pune,Purandar,Outposts,3
2018,Pune,Welhe,Outposts,3
2018,Pune,Bhor,Outposts,5
2018,Pune,Baramati,Outposts,4
2018,Pune,Indapur,Outposts,2
2019,Pune,Junnar,Outposts,6
2019,Pune,Aambegaon,Outposts,3
2019,Pune,Shirur,Outposts,1
2019,Pune,Khed,Outposts,2
2019,Pune,Maval,Outposts,1
2019,Pune,Mulashi,Outposts,
2019,Pune,Haveli,Outposts,2
2019,Pune,Pune City,Outposts,
2019,Pune,Daund,Outposts,1
2019,Pune,Purandar,Outposts,3
2019,Pune,Welhe,Outposts,
2019,Pune,Bhor,Outposts,5
2019,Pune,Baramati,Outposts,4
2019,Pune,Indapur,Outposts,2
2020,Pune,Junnar,Outposts,2
2020,Pune,Aambegaon,Outposts,4
2020,Pune,Shirur,Outposts,3
2020,Pune,Khed,Outposts,2
2020,Pune,Maval,Outposts,1
2020,Pune,Mulashi,Outposts,1
2020,Pune,Haveli,Outposts,
2020,Pune,Pune City,Outposts,
2020,Pune,Daund,Outposts,2
2020,Pune,Purandar,Outposts,1
2020,Pune,Welhe,Outposts,
2020,Pune,Bhor,Outposts,2
2020,Pune,Baramati,Outposts,
2020,Pune,Indapur,Outposts,
2021,Pune,Junnar,Outposts,2
2021,Pune,Aambegaon,Outposts,4
2021,Pune,Shirur,Outposts,3
2021,Pune,Khed,Outposts,2
2021,Pune,Maval,Outposts,1
2021,Pune,Mulashi,Outposts,1
2021,Pune,Haveli,Outposts,
2021,Pune,Pune City,Outposts,
2021,Pune,Daund,Outposts,2
2021,Pune,Purandar,Outposts,1
2021,Pune,Welhe,Outposts,
2021,Pune,Bhor,Outposts,2
2021,Pune,Baramati,Outposts,
2021,Pune,Indapur,Outposts,
2018,Raigad,Uran,Outposts,3
2018,Raigad,Panwel,Outposts,
2018,Raigad,Karjat,Outposts,2
2018,Raigad,Khalapur,Outposts,3
2018,Raigad,Pen,Outposts,2
2018,Raigad,Alibag,Outposts,1
2018,Raigad,Murud,Outposts,
2018,Raigad,Roha,Outposts,2
2018,Raigad,Sudhagad,Outposts,1
2018,Raigad,Mangaon,Outposts,4
2018,Raigad,Tala,Outposts,
2018,Raigad,Shreevardhan,Outposts,
2018,Raigad,Mhasala,Outposts,1
2018,Raigad,Mahad,Outposts,3
2018,Raigad,Poladpur,Outposts,
2019,Raigad,Uran,Outposts,3
2019,Raigad,Panwel,Outposts,
2019,Raigad,Karjat,Outposts,2
2019,Raigad,Khalapur,Outposts,3
2019,Raigad,Pen,Outposts,2
2019,Raigad,Alibag,Outposts,1
2019,Raigad,Murud,Outposts,
2019,Raigad,Roha,Outposts,2
2019,Raigad,Sudhagad,Outposts,1
2019,Raigad,Mangaon,Outposts,4
2019,Raigad,Tala,Outposts,
2019,Raigad,Shreevardhan,Outposts,
2019,Raigad,Mhasala,Outposts,1
2019,Raigad,Mahad,Outposts,3
2019,Raigad,Poladpur,Outposts,
2020,Raigad,Uran,Outposts,3
2020,Raigad,Panwel,Outposts,
2020,Raigad,Karjat,Outposts,2
2020,Raigad,Khalapur,Outposts,3
2020,Raigad,Pen,Outposts,2
2020,Raigad,Alibag,Outposts,1
2020,Raigad,Murud,Outposts,
2020,Raigad,Roha,Outposts,2
2020,Raigad,Sudhagad,Outposts,1
2020,Raigad,Mangaon,Outposts,3
2020,Raigad,Tala,Outposts,
2020,Raigad,Shreevardhan,Outposts,
2020,Raigad,Mhasala,Outposts,1
2020,Raigad,Mahad,Outposts,3
2020,Raigad,Poladpur,Outposts,
2021,Raigad,Uran,Outposts,2
2021,Raigad,Panwel,Outposts,
2021,Raigad,Karjat,Outposts,2
2021,Raigad,Khalapur,Outposts,3
2021,Raigad,Pen,Outposts,2
2021,Raigad,Alibag,Outposts,1
2021,Raigad,Murud,Outposts,
2021,Raigad,Roha,Outposts,2
2021,Raigad,Sudhagad,Outposts,1
2021,Raigad,Mangaon,Outposts,3
2021,Raigad,Tala,Outposts,
2021,Raigad,Shreevardhan,Outposts,
2021,Raigad,Mhasala,Outposts,1
2021,Raigad,Mahad,Outposts,3
2021,Raigad,Poladpur,Outposts,
2018,Ratnagiri,Mandangad,Outposts,2
2018,Ratnagiri,Dapoli,Outposts,6
2018,Ratnagiri,Khed,Outposts,3
2018,Ratnagiri,Chiplun,Outposts,4
2018,Ratnagiri,Guhagar,Outposts,1
2018,Ratnagiri,Ratnagiri,Outposts,4
2018,Ratnagiri,Sangameshwar,Outposts,3
2018,Ratnagiri,Lanja,Outposts,1
2018,Ratnagiri,Rajapur,Outposts,3
2019,Ratnagiri,Mandangad,Outposts,2
2019,Ratnagiri,Dapoli,Outposts,6
2019,Ratnagiri,Khed,Outposts,3
2019,Ratnagiri,Chiplun,Outposts,4
2019,Ratnagiri,Guhagar,Outposts,
2019,Ratnagiri,Ratnagiri,Outposts,6
2019,Ratnagiri,Sangameshwar,Outposts,3
2019,Ratnagiri,Lanja,Outposts,1
2019,Ratnagiri,Rajapur,Outposts,3
2020,Ratnagiri,Mandangad,Outposts,
2020,Ratnagiri,Dapoli,Outposts,
2020,Ratnagiri,Khed,Outposts,
2020,Ratnagiri,Chiplun,Outposts,
2020,Ratnagiri,Guhagar,Outposts,
2020,Ratnagiri,Ratnagiri,Outposts,
2020,Ratnagiri,Sangameshwar,Outposts,
2020,Ratnagiri,Lanja,Outposts,
2020,Ratnagiri,Rajapur,Outposts,
2021,Ratnagiri,Mandangad,Outposts,1
2021,Ratnagiri,Dapoli,Outposts,6
2021,Ratnagiri,Khed,Outposts,3
2021,Ratnagiri,Chiplun,Outposts,4
2021,Ratnagiri,Guhagar,Outposts,
2021,Ratnagiri,Ratnagiri,Outposts,4
2021,Ratnagiri,Sangameshwar,Outposts,3
2021,Ratnagiri,Lanja,Outposts,2
2021,Ratnagiri,Rajapur,Outposts,3
2018,Sangli,Shirala,Outposts,2
2018,Sangli,Valava,Outposts,4
2018,Sangli,Palus,Outposts,1
2018,Sangli,Kadegaon,Outposts,3
2018,Sangli,Khanapur,Outposts,1
2018,Sangli,Aatpadi,Outposts,3
2018,Sangli,Tasgaon,Outposts,3
2018,Sangli,Miraj,Outposts,4
2018,Sangli,Ku. Mahakal,Outposts,2
2018,Sangli,Jat,Outposts,5
2019,Sangli,Shirala,Outposts,
2019,Sangli,Valava,Outposts,5
2019,Sangli,Palus,Outposts,
2019,Sangli,Kadegaon,Outposts,3
2019,Sangli,Khanapur,Outposts,1
2019,Sangli,Aatpadi,Outposts,3
2019,Sangli,Tasgaon,Outposts,3
2019,Sangli,Miraj,Outposts,4
2019,Sangli,Ku. Mahakal,Outposts,2
2019,Sangli,Jat,Outposts,5
2020,Sangli,Shirala,Outposts,
2020,Sangli,Valava,Outposts,5
2020,Sangli,Palus,Outposts,
2020,Sangli,Kadegaon,Outposts,3
2020,Sangli,Khanapur,Outposts,1
2020,Sangli,Aatpadi,Outposts,3
2020,Sangli,Tasgaon,Outposts,3
2020,Sangli,Miraj,Outposts,4
2020,Sangli,Ku. Mahakal,Outposts,2
2020,Sangli,Jat,Outposts,5
2021,Sangli,Shirala,Outposts,2
2021,Sangli,Valava,Outposts,4
2021,Sangli,Palus,Outposts,
2021,Sangli,Kadegaon,Outposts,3
2021,Sangli,Khanapur,Outposts,1
2021,Sangli,Aatpadi,Outposts,3
2021,Sangli,Tasgaon,Outposts,3
2021,Sangli,Miraj,Outposts,4
2021,Sangli,Ku. Mahakal,Outposts,2
2021,Sangli,Jat,Outposts,5
2018,Satara,Mahableshwar,Outposts,1
2018,Satara,Vai,Outposts,
2018,Satara,Khandala,Outposts,1
2018,Satara,Faltan,Outposts,4
2018,Satara,Man,Outposts,2
2018,Satara,Khatav,Outposts,2
2018,Satara,Koregaon,Outposts,1
2018,Satara,Satara,Outposts,5
2018,Satara,Javali,Outposts,3
2018,Satara,Patan,Outposts,2
2018,Satara,Karad,Outposts,10
2019,Satara,Mahableshwar,Outposts,1
2019,Satara,Vai,Outposts,
2019,Satara,Khandala,Outposts,1
2019,Satara,Faltan,Outposts,4
2019,Satara,Man,Outposts,2
2019,Satara,Khatav,Outposts,2
2019,Satara,Koregaon,Outposts,1
2019,Satara,Satara,Outposts,5
2019,Satara,Javali,Outposts,3
2019,Satara,Patan,Outposts,2
2019,Satara,Karad,Outposts,10
2020,Satara,Mahableshwar,Outposts,1
2020,Satara,Vai,Outposts,
2020,Satara,Khandala,Outposts,1
2020,Satara,Faltan,Outposts,4
2020,Satara,Man,Outposts,2
2020,Satara,Khatav,Outposts,2
2020,Satara,Koregaon,Outposts,1
2020,Satara,Satara,Outposts,5
2020,Satara,Javali,Outposts,3
2020,Satara,Patan,Outposts,3
2020,Satara,Karad,Outposts,10
2021,Satara,Mahableshwar,Outposts,2
2021,Satara,Vai,Outposts,
2021,Satara,Khandala,Outposts,1
2021,Satara,Faltan,Outposts,2
2021,Satara,Man,Outposts,1
2021,Satara,Khatav,Outposts,2
2021,Satara,Koregaon,Outposts,1
2021,Satara,Satara,Outposts,5
2021,Satara,Javali,Outposts,2
2021,Satara,Patan,Outposts,2
2021,Satara,Karad,Outposts,8
2018,Sindhudurg,Devgad,Outposts,3
2018,Sindhudurg,Vaibhavwadi,Outposts,1
2018,Sindhudurg,Kankavali,Outposts,4
2018,Sindhudurg,Malvan,Outposts,3
2018,Sindhudurg,Vengurla,Outposts,2
2018,Sindhudurg,Kudal,Outposts,2
2018,Sindhudurg,Sawantwadi,Outposts,3
2018,Sindhudurg,Dodamarg,Outposts,2
2019,Sindhudurg,Devgad,Outposts,3
2019,Sindhudurg,Vaibhavwadi,Outposts,1
2019,Sindhudurg,Kankawali,Outposts,4
2019,Sindhudurg,Malwan,Outposts,3
2019,Sindhudurg,Vengurli,Outposts,3
2019,Sindhudurg,Kulad,Outposts,3
2019,Sindhudurg,Savantwadi,Outposts,3
2019,Sindhudurg,Dodamarg,Outposts,3
2020,Sindhudurg,Devgad,Outposts,3
2020,Sindhudurg,Vaibhavwadi,Outposts,1
2020,Sindhudurg,Kankawali,Outposts,4
2020,Sindhudurg,Malwan,Outposts,3
2020,Sindhudurg,Vengurli,Outposts,3
2020,Sindhudurg,Kulad,Outposts,3
2020,Sindhudurg,Savantwadi,Outposts,3
2020,Sindhudurg,Dodamarg,Outposts,3
2021,Sindhudurg,Devgad,Outposts,3
2021,Sindhudurg,Vaibhavwadi,Outposts,1
2021,Sindhudurg,Kankawali,Outposts,4
2021,Sindhudurg,Malwan,Outposts,3
2021,Sindhudurg,Vengurli,Outposts,2
2021,Sindhudurg,Kulad,Outposts,4
2021,Sindhudurg,Savantwadi,Outposts,3
2021,Sindhudurg,Dodamarg,Outposts,3
2018,Thane,Thane,Outposts,5
2018,Thane,Bhivandi,Outposts,3
2018,Thane,Shahapur,Outposts,5
2018,Thane,Kalyan,Outposts,1
2018,Thane,Ulhasnagar,Outposts,2
2018,Thane,Ambarnath,Outposts,
2018,Thane,Murbad,Outposts,5
2019,Thane,Thane,Outposts,5
2019,Thane,Bhivandi,Outposts,3
2019,Thane,Shahapur,Outposts,5
2019,Thane,Kalyan,Outposts,1
2019,Thane,Ulhasnagar,Outposts,
2019,Thane,Ambarnath,Outposts,
2019,Thane,Murbad,Outposts,1
2020,Thane,Thane,Outposts,2
2020,Thane,Bhivandi,Outposts,2
2020,Thane,Shahapur,Outposts,2
2020,Thane,Kalyan,Outposts,1
2020,Thane,Ulhasnagar,Outposts,
2020,Thane,Ambarnath,Outposts,
2020,Thane,Murbad,Outposts,2
2021,Thane,Thane,Outposts,1
2021,Thane,Bhivandi,Outposts,2
2021,Thane,Shahapur,Outposts,2
2021,Thane,Kalyan,Outposts,
2021,Thane,Ulhasnagar,Outposts,1
2021,Thane,Ambarnath,Outposts,
2021,Thane,Murbad,Outposts,3
2018,Wardha,Ashti,Outposts,
2018,Wardha,Karanja,Outposts,
2018,Wardha,Aarvi,Outposts,
2018,Wardha,Selu,Outposts,
2018,Wardha,Wardha,Outposts,
2018,Wardha,Devali,Outposts,
2018,Wardha,Hinganghat,Outposts,
2018,Wardha,Samudrapur,Outposts,
2019,Wardha,Ashti,Outposts,
2019,Wardha,Karanja,Outposts,
2019,Wardha,Aarvi,Outposts,1
2019,Wardha,Selu,Outposts,
2019,Wardha,Wardha,Outposts,
2019,Wardha,Devali,Outposts,4
2019,Wardha,Hinganghat,Outposts,
2019,Wardha,Samudrapur,Outposts,
2020,Wardha,Ashti,Outposts,
2020,Wardha,Karanja,Outposts,
2020,Wardha,Aarvi,Outposts,1
2020,Wardha,Selu,Outposts,
2020,Wardha,Wardha,Outposts,
2020,Wardha,Devali,Outposts,4
2020,Wardha,Hinganghat,Outposts,
2020,Wardha,Samudrapur,Outposts,
2021,Wardha,Ashti,Outposts,
2021,Wardha,Karanja,Outposts,
2021,Wardha,Aarvi,Outposts,1
2021,Wardha,Selu,Outposts,
2021,Wardha,Wardha,Outposts,
2021,Wardha,Devali,Outposts,4
2021,Wardha,Hinganghat,Outposts,
2021,Wardha,Samudrapur,Outposts,
2018,Washim,Malegaon,Outposts,
2018,Washim,Mangrulpir,Outposts,
2018,Washim,Karanja,Outposts,
2018,Washim,Manora,Outposts,
2018,Washim,Washim,Outposts,
2018,Washim,Resod,Outposts,
2019,Washim,Malegaon,Outposts,
2019,Washim,Mangrulpir,Outposts,1
2019,Washim,Karanja,Outposts,2
2019,Washim,Manora,Outposts,
2019,Washim,Washim,Outposts,6
2019,Washim,Resod,Outposts,
2020,Washim,Malegaon,Outposts,
2020,Washim,Mangrulpir,Outposts,1
2020,Washim,Karanja,Outposts,4
2020,Washim,Manora,Outposts,
2020,Washim,Washim,Outposts,2
2020,Washim,Resod,Outposts,
2021,Washim,Malegaon,Outposts,
2021,Washim,Mangrulpir,Outposts,1
2021,Washim,Karanja,Outposts,4
2021,Washim,Manora,Outposts,
2021,Washim,Washim,Outposts,2
2021,Washim,Resod,Outposts,
2018,Yavatmal,Ner,Outposts,
2018,Yavatmal,Babhulgaon,Outposts,
2018,Yavatmal,Kalamb,Outposts,1
2018,Yavatmal,Yavatmal,Outposts,
2018,Yavatmal,Darvha,Outposts,3
2018,Yavatmal,Digras,Outposts,1
