District,Year,Type of Court,Regular,Miscellaneous,All Appeal Cases
Mumbai,2018,Public Court,,,
Mumbai,2019,Civil Court,,,
Mumbai,2019,Consumer Forum,,,
Mumbai,2019,Court Of Chief Judicial Magistrate,,,
Mumbai,2019,Criminal Court,793.0,,793.0
Mumbai,2019,"Family Court
",,,
Mumbai,2019,Industrial Court,313.0,,313.0
Mumbai,2019,Labor Court,,,
Mumbai,2019,Public Court,,,
Mumbai,2020,Civil Court,,,
Mumbai,2020,Consumer Forum,,,
Mumbai,2020,Court Of Chief Judicial Magistrate,,,
Mumbai,2020,Criminal Court,128.0,,128.0
Mumbai,2020,"Family Court
",,,
Mumbai,2020,Industrial Court,,,
Mumbai,2020,Labor Court,84.0,,84.0
Mumbai,2020,Public Court,,,
Mumbai,2021,Civil Court,,,
Mumbai,2021,Consumer Forum,,,
Mumbai,2021,Court Of Chief Judicial Magistrate,,,
Mumbai,2021,Criminal Court,386.0,,386.0
Mumbai,2021,"Family Court
",,,
Mumbai,2021,Industrial Court,234.0,,234.0
Mumbai,2021,Labor Court,,,
Mumbai,2021,Public Court,,,
Mumbai Suburban,2016,Civil Court,,,
Mumbai Suburban,2016,Consumer Forum,,,
Mumbai Suburban,2016,Cooperative Court,,,
Mumbai Suburban,2016,Criminal Court,112.0,,112.0
Mumbai Suburban,2016,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2016,Family Court,,,
Mumbai Suburban,2016,Industrial Court,14.0,,14.0
Mumbai Suburban,2016,Labor Court,,,
Mumbai Suburban,2016,Public Court,,,
Mumbai Suburban,2016,Small Causes Court,438.0,19.0,628.0
Mumbai Suburban,2017,Civil Court,,,
Mumbai Suburban,2017,Consumer Forum,,,
Mumbai Suburban,2017,Cooperative Court,26.0,149.0,49.0
Mumbai Suburban,2017,Criminal Court,134.0,,134.0
Mumbai Suburban,2017,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2017,"Family Court
",,,
Mumbai Suburban,2017,Industrial Court,99.0,,99.0
Mumbai Suburban,2017,Labor Court,,,
Mumbai Suburban,2017,Public Court,,,
Mumbai Suburban,2017,Small Causes Court,429.0,167.0,596.0
Mumbai Suburban,2018,Civil Court,,,
Mumbai Suburban,2018,Consumer Forum,,,
Mumbai Suburban,2018,Criminal Court,146.0,,146.0
Mumbai Suburban,2018,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2018,"Family Court
",,,
Mumbai Suburban,2018,Industrial Court,15.0,,15.0
Mumbai Suburban,2018,Labor Court,,,
Mumbai Suburban,2018,Public Court,,,
Mumbai Suburban,2019,Civil Court,,,
Mumbai Suburban,2019,Consumer Forum,,,
Mumbai Suburban,2019,Criminal Court,793.0,,793.0
Mumbai Suburban,2019,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2019,"Family Court
",,,
Mumbai Suburban,2019,Industrial Court,313.0,,313.0
Mumbai Suburban,2019,Labor Court,,,
Mumbai Suburban,2019,Public Court,,,
Mumbai Suburban,2020,Civil Court,,,
Mumbai Suburban,2020,Consumer Forum,,,
Mumbai Suburban,2020,Criminal Court,45.0,,45.0
Mumbai Suburban,2020,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2020,"Family Court
",,,
Mumbai Suburban,2020,Industrial Court,84.0,,84.0
Mumbai Suburban,2020,Labor Court,,,
Mumbai Suburban,2020,Public Court,,,
Mumbai Suburban,2021,Civil Court,,,
Mumbai Suburban,2021,Consumer Forum,,,
Mumbai Suburban,2021,Criminal Court,93.0,,93.0
Mumbai Suburban,2021,District Magistrate And Executive Magistrate,,,
Mumbai Suburban,2021,"Family Court
",,,
Mumbai Suburban,2021,Industrial Court,234.0,,234.0
Mumbai Suburban,2021,Labor Court,,,
Mumbai Suburban,2021,Public Court,,,
Nagpur,2012,Civil Court,841.0,337.0,1178.0
Nagpur,2012,Consumer Forum,,,
Nagpur,2012,Criminal Court,448.0,3137.0,3585.0
Nagpur,2012,District Magistrate And Executive Magistrate,,,
Nagpur,2012,Family Court,,,
Nagpur,2012,Industrial Court,,,
Nagpur,2012,Labor Court,,,
Nagpur,2012,Public Court,2.0,,2.0
Nagpur,2012,Small Cause Court,244.0,,244.0
Nagpur,2013,Civil Court,413.0,26.0,619.0
Nagpur,2013,Consumer Forum,421.0,,421.0
Nagpur,2013,Criminal Court,295.0,3219.0,3514.0
Nagpur,2013,District Magistrate And Executive Magistrate,,,
Nagpur,2013,"Family Court
",,,
Nagpur,2013,Industrial Court,431.0,,431.0
Nagpur,2013,Labor Court,118.0,,118.0
Nagpur,2013,Public Court,5.0,,5.0
Nagpur,2013,Small Cause Court,,,
Nagpur,2014,Civil Court,811.0,386.0,1197.0
Nagpur,2014,Consumer Forum,694.0,18.0,874.0
Nagpur,2014,Criminal Court,28.0,3356.0,3636.0
Nagpur,2014,District Magistrate And Executive Magistrate,,,
Nagpur,2014,"Family Court
",,,
Nagpur,2014,Industrial Court,247.0,,247.0
Nagpur,2014,Labor Court,,,
Nagpur,2014,Public Court,5.0,,5.0
Nagpur,2014,Small Cause Court,,,
Nagpur,2015,Civil Court,552.0,317.0,869.0
Nagpur,2015,Consumer Forum,,,
Nagpur,2015,Criminal Court,197.0,3373.0,357.0
Nagpur,2015,District Magistrate And Executive Magistrate,,,
Nagpur,2015,"Family Court
",,,
Nagpur,2015,Industrial Court,758.0,,758.0
Nagpur,2015,Labor Court,,,
Nagpur,2015,Public Court,,,
Nagpur,2015,Small Cause Court,,,
Nagpur,2016,Civil Court,729.0,42.0,1149.0
Nagpur,2016,Consumer Forum,2244.0,184.0,2428.0
Nagpur,2016,Criminal Court,298.0,3544.0,3842.0
Nagpur,2016,District Magistrate And Executive Magistrate,,,
Nagpur,2016,Family Court,,,
Nagpur,2016,Industrial Court,34.0,,34.0
Nagpur,2016,Labor Court,,,
Nagpur,2016,Public Court,,,
Nagpur,2016,Small Cause Court,,,
Nagpur,2017,Civil Court,82.0,342.0,1162.0
Nagpur,2017,Consumer Forum,2763.0,163.0,2926.0
Nagpur,2017,Criminal Court,36.0,3631.0,3937.0
Nagpur,2017,District Magistrate And Executive Magistrate,,,
Nagpur,2017,"Family Court
",,,
Nagpur,2017,Industrial Court,154.0,,154.0
Nagpur,2017,Labor Court,,,
Nagpur,2017,Public Court,,,
Nagpur,2017,Small Cause Court,,,
Nagpur,2018,Civil Court,,,
Nagpur,2018,Consumer Forum,76.0,59.0,765.0
Nagpur,2018,Criminal Court,739.0,527.0,1266.0
Nagpur,2018,District Magistrate And Executive Magistrate,4.0,,4.0
Nagpur,2018,"Family Court
",,,
Nagpur,2018,Industrial Court,47.0,6.0,413.0
Nagpur,2018,Labor Court,,,
Nagpur,2018,Public Court,,,
Nagpur,2018,Small Cause Court,,,
Nagpur,2019,Civil Court,,,
Nagpur,2019,Consumer Forum,1821.0,27.0,228.0
Nagpur,2019,Criminal Court,1571.0,364.0,5211.0
Nagpur,2019,District Magistrate And Executive Magistrate,,,
Nagpur,2019,"Family Court
",,,
Nagpur,2019,Industrial Court,259.0,17.0,276.0
Nagpur,2019,Labor Court,,,
Nagpur,2019,Public Court,,,
Nagpur,2019,Small Cause Court,,,
Nagpur,2020,Civil Court,,,
Nagpur,2020,Consumer Forum,29.0,16.0,45.0
Nagpur,2020,Criminal Court,725.0,425.0,475.0
Nagpur,2020,District Magistrate And Executive Magistrate,,,
Nagpur,2020,"Family Court
",,,
Nagpur,2020,Industrial Court,23.0,5.0,28.0
Nagpur,2020,Labor Court,,,
Nagpur,2020,Public Court,,,
Nagpur,2021,Civil Court,,,
Nagpur,2021,Consumer Forum,536.0,37.0,573.0
Nagpur,2021,Criminal Court,1363.0,5149.0,6512.0
Nagpur,2021,District Magistrate And Executive Magistrate,,,
Nagpur,2021,"Family Court
",,,
Nagpur,2021,Industrial Court,132.0,3.0,135.0
Nagpur,2021,Labor Court,,,
Nagpur,2021,Public Court,,,
Nanded,2014,Civil Court,253.0,2.0,453.0
Nanded,2014,Consumer Forum,,,
Nanded,2014,Criminal Court,14.0,241.0,345.0
Nanded,2014,District Magistrate And Executive Magistrate,,,
Nanded,2014,"Family Court
",,,
Nanded,2014,Industrial Court,,,
Nanded,2014,Labor Court,,,
Nanded,2014,Public Court,,,
Nanded,2015,Civil Court,241.0,189.0,43.0
Nanded,2015,Consumer Forum,,,
Nanded,2015,Criminal Court,15.0,184.0,289.0
Nanded,2015,District Magistrate And Executive Magistrate,,,
Nanded,2015,"Family Court
",,,
Nanded,2015,Industrial Court,,,
Nanded,2015,Labor Court,,,
Nanded,2015,Public Court,,,
Nanded,2016,Civil Court,225.0,155.0,38.0
Nanded,2016,Consumer Forum,,,
Nanded,2016,Criminal Court,17.0,135.0,242.0
Nanded,2016,District Magistrate And Executive Magistrate,,,
Nanded,2016,Family Court,,,
Nanded,2016,Industrial Court,,,
Nanded,2016,Labor Court,,,
Nanded,2016,Public Court,,,
Nanded,2017,Civil Court,451.0,239.0,69.0
Nanded,2017,Consumer Forum,,,
Nanded,2017,Criminal Court,189.0,145.0,334.0
Nanded,2017,District Magistrate And Executive Magistrate,,,
Nanded,2017,"Family Court
",,,
Nanded,2017,Industrial Court,,,
Nanded,2017,Labor Court,,,
Nanded,2017,Public Court,,,
Nanded,2018,Civil Court,396.0,1947.0,2343.0
Nanded,2018,Consumer Forum,,,
Nanded,2018,Criminal Court,191.0,2371.0,2562.0
Nanded,2018,District Magistrate And Executive Magistrate,,,
Nanded,2018,"Family Court
",,,
Nanded,2018,Industrial Court,,,
Nanded,2018,Labor Court,,,
Nanded,2018,Public Court,,,
Nanded,2019,Civil Court,366.0,3676.0,442.0
Nanded,2019,Consumer Forum,,,
Nanded,2019,Criminal Court,199.0,2673.0,2872.0
Nanded,2019,District Magistrate And Executive Magistrate,,,
Nanded,2019,"Family Court
",,,
Nanded,2019,Industrial Court,,,
Nanded,2019,Labor Court,,,
Nanded,2019,Public Court,,,
Nanded,2020,Civil Court,117.0,991.0,118.0
Nanded,2020,Consumer Forum,,,
Nanded,2020,Criminal Court,154.0,1749.0,193.0
Nanded,2020,District Magistrate And Executive Magistrate,,,
Nanded,2020,"Family Court
",,,
Nanded,2020,Industrial Court,18.0,1.0,19.0
Nanded,2020,Labor Court,,,
Nanded,2020,Public Court,,,
Nanded,2021,Civil Court,174.0,85.0,259.0
Nanded,2021,Consumer Forum,,,
Nanded,2021,Criminal Court,157.0,19.0,347.0
Nanded,2021,District Magistrate And Executive Magistrate,,,
Nanded,2021,"Family Court
",,,
Nanded,2021,Industrial Court,46.0,4.0,5.0
Nanded,2021,Labor Court,,,
Nanded,2021,Public Court,,,
Nandurbar,2006,Civil Court,8.0,121.0,129.0
Nandurbar,2006,Consumer Forum,,,
Nandurbar,2006,Criminal Court,36.0,68.0,14.0
Nandurbar,2006,District Magistrate And Executive Magistrate,,,
Nandurbar,2006,Family Court,,,
Nandurbar,2006,Industrial Court,,,
Nandurbar,2006,Labor Court,,,
Nandurbar,2006,Public Court,,,
Nandurbar,2008,Civil Court,396.0,1.0,496.0
Nandurbar,2008,Consumer Forum,,,
Nandurbar,2008,Criminal Court,228.0,261.0,489.0
Nandurbar,2008,District Magistrate And Executive Magistrate,53.0,,53.0
Nandurbar,2008,Family Court,,,
Nandurbar,2008,Industrial Court,2.0,,2.0
Nandurbar,2008,Labor Court,,,
Nandurbar,2008,Public Court,,,
Nandurbar,2009,Civil Court,385.0,93.0,478.0
Nandurbar,2009,Consumer Forum,1.0,3.0,4.0
Nandurbar,2009,Criminal Court,19.0,37.0,416.0
Nandurbar,2009,District Magistrate And Executive Magistrate,91.0,,91.0
Nandurbar,2009,Family Court,,,
Nandurbar,2009,Industrial Court,2.0,,2.0
Nandurbar,2009,Labor Court,,,
Nandurbar,2009,Public Court,,,
Nandurbar,2010,Civil Court,588.0,111.0,699.0
Nandurbar,2010,Consumer Forum,,,
Nandurbar,2010,Criminal Court,326.0,355.0,681.0
Nandurbar,2010,District Magistrate And Executive Magistrate,91.0,,91.0
Nandurbar,2010,Family Court,,,
Nandurbar,2010,Industrial Court,4.0,,4.0
Nandurbar,2010,Labor Court,,,
Nandurbar,2010,Public Court,,,
Nandurbar,2011,Civil Court,,8.0,8.0
Nandurbar,2011,Consumer Forum,,,
Nandurbar,2011,Criminal Court,429.0,52.0,931.0
Nandurbar,2011,District Magistrate And Executive Magistrate,41.0,,41.0
Nandurbar,2011,Family Court,,,
Nandurbar,2011,Industrial Court,4.0,,4.0
Nandurbar,2011,Labor Court,,,
Nandurbar,2011,Public Court,,,
Nandurbar,2012,Civil Court,,,
Nandurbar,2012,Consumer Forum,,5.0,5.0
Nandurbar,2012,Criminal Court,429.0,52.0,931.0
Nandurbar,2012,District Magistrate And Executive Magistrate,117.0,,117.0
Nandurbar,2012,Family Court,,,
Nandurbar,2012,Industrial Court,3.0,,3.0
Nandurbar,2012,Labor Court,,,
Nandurbar,2012,Public Court,,,
Nandurbar,2013,Civil Court,,,
Nandurbar,2013,Consumer Forum,,,
Nandurbar,2013,Criminal Court,449.0,512.0,961.0
Nandurbar,2013,District Magistrate And Executive Magistrate,119.0,,119.0
Nandurbar,2013,"Family Court
",,,
Nandurbar,2013,Industrial Court,21.0,,21.0
Nandurbar,2013,Labor Court,,,
Nandurbar,2013,Public Court,,,
Nandurbar,2014,Civil Court,15.0,43.0,58.0
Nandurbar,2014,Consumer Forum,3.0,,3.0
Nandurbar,2014,Criminal Court,19.0,325.0,434.0
Nandurbar,2014,District Magistrate And Executive Magistrate,82.0,,82.0
Nandurbar,2014,"Family Court
",,,
Nandurbar,2014,Industrial Court,5.0,,5.0
Nandurbar,2014,Labor Court,,,
Nandurbar,2014,Public Court,119.0,38.0,157.0
Nandurbar,2015,Civil Court,115.0,147.0,262.0
Nandurbar,2015,Consumer Forum,12.0,,12.0
Nandurbar,2015,Criminal Court,11.0,295.0,396.0
Nandurbar,2015,District Magistrate And Executive Magistrate,11.0,,11.0
Nandurbar,2015,"Family Court
",,,
Nandurbar,2015,Industrial Court,5.0,17.0,22.0
Nandurbar,2015,Labor Court,,,
Nandurbar,2015,Public Court,12.0,31.0,43.0
Nandurbar,2016,Civil Court,39.0,716.0,125.0
Nandurbar,2016,Consumer Forum,14.0,,14.0
Nandurbar,2016,Criminal Court,147.0,169.0,316.0
Nandurbar,2016,District Magistrate And Executive Magistrate,1.0,,1.0
Nandurbar,2016,Family Court,,,
Nandurbar,2016,Industrial Court,11.0,,11.0
Nandurbar,2016,Labor Court,,,
Nandurbar,2016,Public Court,146.0,,146.0
Nandurbar,2017,Civil Court,351.0,632.0,983.0
Nandurbar,2017,Consumer Forum,,,
Nandurbar,2017,Criminal Court,158.0,169.0,327.0
Nandurbar,2017,District Magistrate And Executive Magistrate,11.0,,11.0
Nandurbar,2017,"Family Court
",,,
Nandurbar,2017,Industrial Court,5.0,,5.0
Nandurbar,2017,Labor Court,,,
Nandurbar,2017,Public Court,,,
Nandurbar,2018,Civil Court,14.0,2351.0,2491.0
Nandurbar,2018,Consumer Forum,,,
Nandurbar,2018,Criminal Court,163.0,4158.0,4321.0
Nandurbar,2018,District Magistrate And Executive Magistrate,4.0,,4.0
Nandurbar,2018,"Family Court
",,,
Nandurbar,2018,Industrial Court,8.0,,8.0
Nandurbar,2018,Labor Court,,,
Nandurbar,2018,Public Court,,,
Nandurbar,2019,Civil Court,195.0,139.0,154.0
Nandurbar,2019,Consumer Forum,,,
Nandurbar,2019,Criminal Court,66.0,387.0,3153.0
Nandurbar,2019,District Magistrate And Executive Magistrate,5.0,16.0,21.0
Nandurbar,2019,"Family Court
",,,
Nandurbar,2019,Industrial Court,6.0,,6.0
Nandurbar,2019,Labor Court,,,
Nandurbar,2019,Public Court,,,
Nandurbar,2020,Civil Court,195.0,1.0,25.0
Nandurbar,2020,Consumer Forum,,,
Nandurbar,2020,Criminal Court,131.0,242.0,373.0
Nandurbar,2020,District Magistrate And Executive Magistrate,,,
Nandurbar,2020,"Family Court
",,,
Nandurbar,2020,Industrial Court,13.0,,13.0
Nandurbar,2020,Labor Court,,,
Nandurbar,2020,Public Court,,,
Nandurbar,2021,Civil Court,252.0,188.0,134.0
Nandurbar,2021,Consumer Forum,,,
Nandurbar,2021,Criminal Court,2.0,54.0,524.0
Nandurbar,2021,District Magistrate And Executive Magistrate,,,
Nandurbar,2021,"Family Court
",,,
Nandurbar,2021,Industrial Court,16.0,,16.0
Nandurbar,2021,Labor Court,,,
Nandurbar,2021,Public Court,,,
Nashik,2012,Civil Court,2864.0,1297.0,4161.0
Nashik,2012,Consumer Forum,,,
Nashik,2012,Criminal Court,748.0,367.0,4418.0
Nashik,2012,District Magistrate And Executive Magistrate,,,
Nashik,2012,Family Court,,,
Nashik,2012,Industrial Court,119.0,,119.0
Nashik,2012,Labor Court,,,
Nashik,2012,Public Court,,,
Nashik,2013,Civil Court,2955.0,939.0,3894.0
Nashik,2013,Consumer Forum,,,
Nashik,2013,Criminal Court,629.0,3711.0,434.0
Nashik,2013,District Magistrate And Executive Magistrate,,,
Nashik,2013,"Family Court
",,,
Nashik,2013,Industrial Court,21.0,,21.0
Nashik,2013,Labor Court,,,
Nashik,2013,Public Court,,,
Nashik,2014,Civil Court,2883.0,1294.0,4177.0
Nashik,2014,Consumer Forum,,,
Nashik,2014,Criminal Court,875.0,3246.0,4121.0
Nashik,2014,District Magistrate And Executive Magistrate,,,
Nashik,2014,"Family Court
",,,
Nashik,2014,Industrial Court,228.0,,228.0
Nashik,2014,Labor Court,,,
Nashik,2014,Public Court,,,
Nashik,2015,Civil Court,398.0,1288.0,4386.0
Nashik,2015,Consumer Forum,,,
Nashik,2015,Criminal Court,533.0,3682.0,4215.0
Nashik,2015,District Magistrate And Executive Magistrate,,,
Nashik,2015,"Family Court
",,,
Nashik,2015,Industrial Court,21.0,,21.0
Nashik,2015,Labor Court,,,
Nashik,2015,Public Court,,,
Nashik,2016,Civil Court,389.0,1621.0,471.0
Nashik,2016,Consumer Forum,,,
Nashik,2016,Criminal Court,525.0,419.0,4634.0
Nashik,2016,District Magistrate And Executive Magistrate,,,
Nashik,2016,Family Court,,,
Nashik,2016,Industrial Court,185.0,,185.0
Nashik,2016,Labor Court,,,
Nashik,2016,Public Court,,,
Nashik,2017,Civil Court,3183.0,1591.0,4774.0
Nashik,2017,Consumer Forum,,,
Nashik,2017,Criminal Court,569.0,415.0,4584.0
Nashik,2017,District Magistrate And Executive Magistrate,4.0,3.0,7.0
Nashik,2017,"Family Court
",,,
Nashik,2017,Industrial Court,129.0,,129.0
Nashik,2017,Labor Court,,,
Nashik,2017,Public Court,,,
Nashik,2018,Civil Court,2438.0,176.0,4144.0
Nashik,2018,Consumer Forum,177.0,,177.0
Nashik,2018,Criminal Court,663.0,4646.0,539.0
Nashik,2018,District Magistrate And Executive Magistrate,5.0,4.0,9.0
Nashik,2018,"Family Court
",,,
Nashik,2018,Industrial Court,122.0,,
Nashik,2018,Labor Court,,,
Nashik,2018,Public Court,,,
Nashik,2019,Civil Court,2477.0,1476.0,3953.0
Nashik,2019,Consumer Forum,,,
Nashik,2019,Criminal Court,645.0,4681.0,5326.0
Nashik,2019,District Magistrate And Executive Magistrate,7.0,5.0,12.0
Nashik,2019,"Family Court
",,,
Nashik,2019,Industrial Court,158.0,,158.0
Nashik,2019,Labor Court,,,
Nashik,2019,Public Court,,,
Nashik,2020,Civil Court,584.0,644.0,1228.0
Nashik,2020,Consumer Forum,,,
Nashik,2020,Criminal Court,172.0,315.0,3277.0
Nashik,2020,District Magistrate And Executive Magistrate,9.0,4.0,13.0
Nashik,2020,"Family Court
",,,
Nashik,2020,Industrial Court,156.0,,156.0
Nashik,2020,Labor Court,,,
Nashik,2020,Public Court,,,
Nashik,2021,Civil Court,2253.0,1271.0,3524.0
Nashik,2021,Consumer Forum,,,
Nashik,2021,Criminal Court,553.0,4265.0,4818.0
Nashik,2021,District Magistrate And Executive Magistrate,7.0,3.0,1.0
Nashik,2021,"Family Court
",,,
Nashik,2021,Industrial Court,51.0,,51.0
Nashik,2021,Labor Court,95.0,2.0,115.0
Nashik,2021,Public Court,18.0,,18.0
Palghar,2019,Civil Court,4121.0,5872.0,9993.0
Palghar,2019,Consumer Forum,,,
Palghar,2019,Criminal Court,423.0,342.0,765.0
Palghar,2019,District Magistrate And Executive Magistrate,,,
Palghar,2019,"Family Court
",,,
Palghar,2019,Industrial Court,163.0,,163.0
Palghar,2019,Labor Court,,,
Palghar,2019,Public Court,,,
Palghar,2020,Civil Court,5619.0,6374.0,11993.0
Palghar,2020,Consumer Forum,,,
Palghar,2020,Criminal Court,4523.0,3242.0,7765.0
Palghar,2020,District Magistrate And Executive Magistrate,,,
Palghar,2020,"Family Court
",,,
Palghar,2020,Industrial Court,17.0,,17.0
Palghar,2020,Labor Court,,,
Palghar,2020,Public Court,,,
Palghar,2021,Civil Court,259.0,678.0,937.0
Palghar,2021,Consumer Forum,,,
Palghar,2021,Criminal Court,223.0,315.0,538.0
Palghar,2021,District Magistrate And Executive Magistrate,,,
Palghar,2021,"Family Court
",,,
Palghar,2021,Industrial Court,,,
Palghar,2021,Labor Court,,,
Palghar,2021,Public Court,,,
Parbhani,2013,Civil Court,428.0,181.0,69.0
Parbhani,2013,Consumer Forum,,,
Parbhani,2013,Criminal Court,133.0,158.0,291.0
Parbhani,2013,District Magistrate And Executive Magistrate,,,
Parbhani,2013,"Family Court
",,,
Parbhani,2013,Industrial Court,5.0,,5.0
Parbhani,2013,Labor Court,,,
Parbhani,2013,Public Court,14.0,,14.0
Parbhani,2014,Civil Court,15.0,788.0,938.0
Parbhani,2014,Consumer Forum,,,
Parbhani,2014,Criminal Court,122.0,119.0,1312.0
Parbhani,2014,District Magistrate And Executive Magistrate,,,
Parbhani,2014,"Family Court
",,,
Parbhani,2014,Industrial Court,5.0,,5.0
Parbhani,2014,Labor Court,,,
Parbhani,2014,Public Court,16.0,74.0,9.0
Parbhani,2015,Civil Court,281.0,518.0,799.0
Parbhani,2015,Consumer Forum,,,
Parbhani,2015,Criminal Court,144.0,446.0,59.0
Parbhani,2015,District Magistrate And Executive Magistrate,,,
Parbhani,2015,"Family Court
",,,
Parbhani,2015,Industrial Court,6.0,,6.0
Parbhani,2015,Labor Court,,,
Parbhani,2015,Public Court,34.0,99.0,133.0
Parbhani,2016,Civil Court,384.0,217.0,61.0
Parbhani,2016,Consumer Forum,,,
Parbhani,2016,Criminal Court,292.0,217.0,59.0
Parbhani,2016,District Magistrate And Executive Magistrate,,,
Parbhani,2016,Family Court,,,
Parbhani,2016,Industrial Court,42.0,15.0,57.0
Parbhani,2016,Labor Court,,,
Parbhani,2016,Public Court,59.0,16.0,75.0
Parbhani,2017,Civil Court,246.0,427.0,673.0
Parbhani,2017,Consumer Forum,,,
Parbhani,2017,Criminal Court,29.0,459.0,749.0
Parbhani,2017,District Magistrate And Executive Magistrate,,,
Parbhani,2017,"Family Court
",,,
Parbhani,2017,Industrial Court,135.0,38.0,173.0
Parbhani,2017,Labor Court,,,
Parbhani,2017,Public Court,62.0,65.0,127.0
Parbhani,2018,Civil Court,28.0,245.0,525.0
Parbhani,2018,Consumer Forum,,,
Parbhani,2018,Criminal Court,145.0,764.0,99.0
Parbhani,2018,District Magistrate And Executive Magistrate,,,
Parbhani,2018,"Family Court
",,,
Parbhani,2018,Industrial Court,31.0,1.0,32.0
Parbhani,2018,Labor Court,,,
Parbhani,2018,Public Court,,,
Parbhani,2019,Civil Court,197.0,481.0,678.0
Parbhani,2019,Consumer Forum,,,
Parbhani,2019,Criminal Court,282.0,376.0,658.0
Parbhani,2019,District Magistrate And Executive Magistrate,,,
Parbhani,2019,"Family Court
",,,
Parbhani,2019,Industrial Court,9.0,3.0,12.0
Parbhani,2019,Labor Court,,,
Parbhani,2019,Public Court,,,
Parbhani,2020,Civil Court,58.0,4.0,98.0
Parbhani,2020,Consumer Forum,,,
Parbhani,2020,Criminal Court,45.0,17.0,62.0
Parbhani,2020,District Magistrate And Executive Magistrate,,,
Parbhani,2020,"Family Court
",,,
Parbhani,2020,Industrial Court,1.0,,1.0
Parbhani,2020,Labor Court,,,
Parbhani,2020,Public Court,,,
Parbhani,2021,Civil Court,169.0,115.0,284.0
Parbhani,2021,Consumer Forum,,,
Parbhani,2021,Criminal Court,166.0,422.0,588.0
Parbhani,2021,District Magistrate And Executive Magistrate,,,
Parbhani,2021,"Family Court
",,,
Parbhani,2021,Industrial Court,,,
Parbhani,2021,Labor Court,,,
Parbhani,2021,Public Court,,,
Raigad,2019,Civil Court,1868.0,692.0,256.0
Raigad,2019,Consumer Forum,,,
Raigad,2019,Criminal Court,1195.0,,1195.0
Raigad,2019,District Magistrate And Executive Magistrate,,,
Raigad,2019,Family Court,,,
Raigad,2019,Industrial Court,163.0,,163.0
Raigad,2019,Labor Court,,,
Raigad,2019,Public Court,,,
Raigad,2020,Civil Court,67.0,2.0,87.0
Raigad,2020,Consumer Forum,,,
Raigad,2020,Criminal Court,62.0,,62.0
Raigad,2020,District Magistrate And Executive Magistrate,,,
Raigad,2020,Family Court,,,
Raigad,2020,Industrial Court,1.0,,1.0
Raigad,2020,Labor Court,,,
Raigad,2020,Public Court,,,
Raigad,2021,Civil Court,94.0,39.0,133.0
Raigad,2021,Consumer Forum,,,
Raigad,2021,Criminal Court,84.0,84.0,168.0
Raigad,2021,District Magistrate And Executive Magistrate,,,
Raigad,2021,Family Court,,,
Raigad,2021,Industrial Court,4.0,,4.0
Raigad,2021,Labor Court,,,
Raigad,2021,Public Court,,,
Ratnagiri,2019,Civil Court,37.0,147.0,184.0
Ratnagiri,2019,Consumer Forum,,,
Ratnagiri,2019,Criminal Court,599.0,131.0,73.0
Ratnagiri,2019,District Magistrate And Executive Magistrate,,,
Ratnagiri,2019,"Family Court
",,,
Ratnagiri,2019,Industrial Court,46.0,,46.0
Ratnagiri,2019,Labor Court,,,
Ratnagiri,2019,Public Court,37.0,,37.0
Ratnagiri,2020,Civil Court,137.0,133.0,267.0
Ratnagiri,2020,Consumer Forum,,,3213.0
Ratnagiri,2020,Criminal Court,372.0,374.0,3131.0
Ratnagiri,2020,District Magistrate And Executive Magistrate,,,1981.0
Ratnagiri,2020,"Family Court
",,,11.0
Ratnagiri,2020,Industrial Court,,,22.0
Ratnagiri,2020,Labor Court,,,
Ratnagiri,2020,Public Court,2.0,,1711.0
Ratnagiri,2021,Civil Court,217.0,664.0,881.0
Ratnagiri,2021,Consumer Forum,,,
Ratnagiri,2021,Criminal Court,53.0,154.0,684.0
Ratnagiri,2021,District Magistrate And Executive Magistrate,,,
Ratnagiri,2021,"Family Court
",,,
Ratnagiri,2021,Industrial Court,3.0,,3.0
Ratnagiri,2021,Labor Court,,,
Ratnagiri,2021,Public Court,257.0,,257.0
Satara,2014,Civil Court,125.0,18.0,233.0
Satara,2014,Criminal Court,52.0,1232.0,1734.0
Satara,2014,District Consumer Forum,,,
Satara,2014,District Magistrate And Executive Magistrate,,,
Satara,2014,Family Court,,,
Satara,2014,Industrial Court,,,
Satara,2014,Labor Court,,,
Satara,2014,Public Court,26.0,64.0,9.0
Satara,2015,Civil Court,114.0,95.0,29.0
Satara,2015,Criminal Court,814.0,1662.0,2476.0
Satara,2015,District Consumer Forum,,,
Satara,2015,District Magistrate And Executive Magistrate,,,
Satara,2015,Family Court,,,
Satara,2015,Industrial Court,9.0,,9.0
Satara,2015,Labor Court,,,
Satara,2015,Public Court,114.0,137.0,251.0
Satara,2016,Civil Court,1321.0,1485.0,286.0
Satara,2016,Criminal Court,176.0,3428.0,5188.0
Satara,2016,District Consumer Forum,,,
Satara,2016,District Magistrate And Executive Magistrate,,,
Satara,2016,Family Court,,,
Satara,2016,Industrial Court,,,
Satara,2016,Labor Court,,,
Satara,2016,Public Court,221.0,1124.0,3334.0
