Year,District,Taluka,Establishment,Number of Officers/Employees
2019,Nanded,Mudkhed,Police Stations,94
2019,Nanded,Bhokar,Police Stations,71
2019,Nanded,Umari,Police Stations,41
2019,Nanded,Dharmabad,Police Stations,68
2019,Nanded,Biloli,Police Stations,104
2019,Nanded,Naygaon,Police Stations,73
2019,Nanded,Loha,Police Stations,129
2019,Nanded,Kandhar,Police Stations,108
2019,Nanded,Mukhed,Police Stations,87
2019,Nanded,Deglur,Police Stations,106
2020,Nanded,Mahur,Police Stations,70
2020,Nanded,Kinvat,Police Stations,171
2020,Nanded,Himalay Nagar,Police Stations,39
2020,Nanded,Hadgaon,Police Stations,111
2020,Nanded,Andhrapur,Police Stations,66
2020,Nanded,Nanded,Police Stations,2206
2020,Nanded,Mudkhed,Police Stations,83
2020,Nanded,Bhokar,Police Stations,71
2020,Nanded,Umari,Police Stations,50
2020,Nanded,Dharmabad,Police Stations,71
2020,Nanded,Biloli,Police Stations,105
2020,Nanded,Naygaon,Police Stations,69
2020,Nanded,Loha,Police Stations,119
2020,Nanded,Kandhar,Police Stations,119
2020,Nanded,Mukhed,Police Stations,98
2020,Nanded,Deglur,Police Stations,116
2021,Nanded,Mahur,Police Stations,66
2021,Nanded,Kinvat,Police Stations,134
2021,Nanded,Himalay Nagar,Police Stations,38
2021,Nanded,Hadgaon,Police Stations,108
2021,Nanded,Andhrapur,Police Stations,64
2021,Nanded,Nanded,Police Stations,2154
2021,Nanded,Mudkhed,Police Stations,80
2021,Nanded,Bhokar,Police Stations,71
2021,Nanded,Umari,Police Stations,50
2021,Nanded,Dharmabad,Police Stations,72
2021,Nanded,Biloli,Police Stations,102
2021,Nanded,Naygaon,Police Stations,68
2021,Nanded,Loha,Police Stations,116
2021,Nanded,Kandhar,Police Stations,115
2021,Nanded,Mukhed,Police Stations,100
2021,Nanded,Deglur,Police Stations,114
2018,Nandurbar,Akkalkuva,Police Stations,124
2018,Nandurbar,Akrani,Police Stations,43
2018,Nandurbar,Taloda,Police Stations,48
2018,Nandurbar,Shahada,Police Stations,161
2018,Nandurbar,Nandurbar,Police Stations,309
2018,Nandurbar,Navapur,Police Stations,100
2019,Nandurbar,Akkalkuva,Police Stations,122
2019,Nandurbar,Akrani,Police Stations,42
2019,Nandurbar,Taloda,Police Stations,61
2019,Nandurbar,Shahada,Police Stations,163
2019,Nandurbar,Nandurbar,Police Stations,281
2019,Nandurbar,Navapur,Police Stations,86
2020,Nandurbar,Akkalkuva,Police Stations,80
2020,Nandurbar,Akrani,Police Stations,50
2020,Nandurbar,Taloda,Police Stations,77
2020,Nandurbar,Shahada,Police Stations,156
2020,Nandurbar,Nandurbar,Police Stations,297
2020,Nandurbar,Navapur,Police Stations,111
2021,Nandurbar,Akkalkuva,Police Stations,
2021,Nandurbar,Akrani,Police Stations,
2021,Nandurbar,Taloda,Police Stations,
2021,Nandurbar,Shahada,Police Stations,
2021,Nandurbar,Nandurbar,Police Stations,
2021,Nandurbar,Navapur,Police Stations,
2018,Nashik,Surgana,Police Stations,56
2018,Nashik,Kalwan,Police Stations,68
2018,Nashik,Devala,Police Stations,45
2018,Nashik,Baglan,Police Stations,80
2018,Nashik,Malegaon,Police Stations,569
2018,Nashik,Nandgaon,Police Stations,175
2018,Nashik,Chandwad,Police Stations,67
2018,Nashik,Dindori,Police Stations,94
2018,Nashik,Peth,Police Stations,28
2018,Nashik,Trimbak,Police Stations,86
2018,Nashik,Nashik,Police Stations,1419
2018,Nashik,Igatpuri,Police Stations,118
2018,Nashik,Sinner,Police Stations,144
2018,Nashik,Nifad,Police Stations,294
2018,Nashik,Yewala,Police Stations,80
2019,Nashik,Surgana,Police Stations,56
2019,Nashik,Kalwan,Police Stations,68
2019,Nashik,Devala,Police Stations,45
2019,Nashik,Baglan,Police Stations,80
2019,Nashik,Malegaon,Police Stations,731
2019,Nashik,Nandgaon,Police Stations,114
2019,Nashik,Chandwad,Police Stations,67
2019,Nashik,Dindori,Police Stations,94
2019,Nashik,Peth,Police Stations,61
2019,Nashik,Trimbak,Police Stations,53
2019,Nashik,Nashik,Police Stations,4378
2019,Nashik,Igatpuri,Police Stations,118
2019,Nashik,Sinner,Police Stations,57
2019,Nashik,Nifad,Police Stations,223
2019,Nashik,Yewala,Police Stations,80
2020,Nashik,Surgana,Police Stations,57
2020,Nashik,Kalwan,Police Stations,70
2020,Nashik,Devala,Police Stations,37
2020,Nashik,Baglan,Police Stations,98
2020,Nashik,Malegaon,Police Stations,473
2020,Nashik,Nandgaon,Police Stations,115
2020,Nashik,Chandwad,Police Stations,70
2020,Nashik,Dindori,Police Stations,86
2020,Nashik,Peth,Police Stations,39
2020,Nashik,Trimbak,Police Stations,71
2020,Nashik,Nashik,Police Stations,4592
2020,Nashik,Igatpuri,Police Stations,112
2020,Nashik,Sinner,Police Stations,143
2020,Nashik,Nifad,Police Stations,216
2020,Nashik,Yewala,Police Stations,102
2021,Nashik,Surgana,Police Stations,48
2021,Nashik,Kalwan,Police Stations,76
2021,Nashik,Devala,Police Stations,33
2021,Nashik,Baglan,Police Stations,88
2021,Nashik,Malegaon,Police Stations,418
2021,Nashik,Nandgaon,Police Stations,113
2021,Nashik,Chandwad,Police Stations,77
2021,Nashik,Dindori,Police Stations,98
2021,Nashik,Peth,Police Stations,38
2021,Nashik,Trimbak,Police Stations,80
2021,Nashik,Nashik,Police Stations,4617
2021,Nashik,Igatpuri,Police Stations,123
2021,Nashik,Sinner,Police Stations,150
2021,Nashik,Nifad,Police Stations,220
2021,Nashik,Yewala,Police Stations,108
2018,Dharashiv,Paranda,Police Stations,68
2018,Dharashiv,Bhum,Police Stations,57
2018,Dharashiv,Washi,Police Stations,62
2018,Dharashiv,Kalamb,Police Stations,83
2018,Dharashiv,Dharashiv,Police Stations,1167
2018,Dharashiv,Tuljapur,Police Stations,117
2018,Dharashiv,Lohara,Police Stations,62
2018,Dharashiv,Umaraga,Police Stations,80
2019,Dharashiv,Paranda,Police Stations,72
2019,Dharashiv,Bhum,Police Stations,92
2019,Dharashiv,Washi,Police Stations,65
2019,Dharashiv,Kalamb,Police Stations,226
2019,Dharashiv,Dharashiv,Police Stations,863
2019,Dharashiv,Tuljapur,Police Stations,230
2019,Dharashiv,Lohara,Police Stations,65
2019,Dharashiv,Umaraga,Police Stations,144
2020,Dharashiv,Paranda,Police Stations,120
2020,Dharashiv,Bhum,Police Stations,220
2020,Dharashiv,Washi,Police Stations,60
2020,Dharashiv,Kalamb,Police Stations,158
2020,Dharashiv,Dharashiv,Police Stations,503
2020,Dharashiv,Tuljapur,Police Stations,380
2020,Dharashiv,Lohara,Police Stations,56
2020,Dharashiv,Umaraga,Police Stations,360
2021,Dharashiv,Paranda,Police Stations,94
2021,Dharashiv,Bhum,Police Stations,48
2021,Dharashiv,Washi,Police Stations,43
2021,Dharashiv,Kalamb,Police Stations,156
2021,Dharashiv,Dharashiv,Police Stations,1074
2021,Dharashiv,Tuljapur,Police Stations,198
2021,Dharashiv,Lohara,Police Stations,44
2021,Dharashiv,Umaraga,Police Stations,125
2018,Palghar,Talasari,Police Stations,77
2018,Palghar,Dahanu,Police Stations,225
2018,Palghar,Vikramgad,Police Stations,55
2018,Palghar,Javhar,Police Stations,56
2018,Palghar,Mokhada,Police Stations,36
2018,Palghar,Wada,Police Stations,68
2018,Palghar,Palghar,Police Stations,354
2018,Palghar,Vasai,Police Stations,979
2019,Palghar,Talasari,Police Stations,74
2019,Palghar,Dahanu,Police Stations,231
2019,Palghar,Vikramgad,Police Stations,54
2019,Palghar,Javhar,Police Stations,57
2019,Palghar,Mokhada,Police Stations,39
2019,Palghar,Wada,Police Stations,63
2019,Palghar,Palghar,Police Stations,348
2019,Palghar,Vasai,Police Stations,992
2020,Palghar,Talasari,Police Stations,78
2020,Palghar,Dahanu,Police Stations,251
2020,Palghar,Vikramgad,Police Stations,56
2020,Palghar,Javhar,Police Stations,56
2020,Palghar,Mokhada,Police Stations,38
2020,Palghar,Wada,Police Stations,70
2020,Palghar,Palghar,Police Stations,325
2020,Palghar,Vasai,Police Stations,681
2021,Palghar,Talasari,Police Stations,36
2021,Palghar,Dahanu,Police Stations,166
2021,Palghar,Vikramgad,Police Stations,37
2021,Palghar,Javhar,Police Stations,51
2021,Palghar,Mokhada,Police Stations,31
2021,Palghar,Wada,Police Stations,46
2021,Palghar,Palghar,Police Stations,266
2021,Palghar,Vasai,Police Stations,687
2018,Parbhani,Selu,Police Stations,63
2018,Parbhani,Jintur,Police Stations,203
2018,Parbhani,Parbhani,Police Stations,1079
2018,Parbhani,Manvat,Police Stations,60
2018,Parbhani,Pathari,Police Stations,64
2018,Parbhani,Sonpeth,Police Stations,43
2018,Parbhani,Gangakhed,Police Stations,230
2018,Parbhani,Palam,Police Stations,45
2018,Parbhani,Purna,Police Stations,138
2019,Parbhani,Selu,Police Stations,64
2019,Parbhani,Jintur,Police Stations,214
2019,Parbhani,Parbhani,Police Stations,960
2019,Parbhani,Manvat,Police Stations,59
2019,Parbhani,Pathari,Police Stations,58
2019,Parbhani,Sonpeth,Police Stations,41
2019,Parbhani,Gangakhed,Police Stations,133
2019,Parbhani,Palam,Police Stations,45
2019,Parbhani,Purna,Police Stations,115
2020,Parbhani,Selu,Police Stations,57
2020,Parbhani,Jintur,Police Stations,197
2020,Parbhani,Parbhani,Police Stations,1074
2020,Parbhani,Manvat,Police Stations,60
2020,Parbhani,Pathari,Police Stations,55
2020,Parbhani,Sonpeth,Police Stations,40
2020,Parbhani,Gangakhed,Police Stations,124
2020,Parbhani,Palam,Police Stations,40
2020,Parbhani,Purna,Police Stations,146
2021,Parbhani,Selu,Police Stations,55
2021,Parbhani,Jintur,Police Stations,160
2021,Parbhani,Parbhani,Police Stations,1094
2021,Parbhani,Manvat,Police Stations,52
2021,Parbhani,Pathari,Police Stations,63
2021,Parbhani,Sonpeth,Police Stations,30
2021,Parbhani,Gangakhed,Police Stations,91
2021,Parbhani,Palam,Police Stations,34
2021,Parbhani,Purna,Police Stations,105
2018,Pune,Junnar,Police Stations,7
2018,Pune,Aambegaon,Police Stations,3
2018,Pune,Shirur,Police Stations,11
2018,Pune,Khed,Police Stations,2
2018,Pune,Maval,Police Stations,10
2018,Pune,Mulashi,Police Stations,4
2018,Pune,Haveli,Police Stations,18
2018,Pune,Pune City,Police Stations,9291
2018,Pune,Daund,Police Stations,8
2018,Pune,Purandar,Police Stations,6
2018,Pune,Welhe,Police Stations,2
2018,Pune,Bhor,Police Stations,4
2018,Pune,Baramati,Police Stations,16
2018,Pune,Indapur,Police Stations,11
2019,Pune,Junnar,Police Stations,10
2019,Pune,Aambegaon,Police Stations,5
2019,Pune,Shirur,Police Stations,14
2019,Pune,Khed,Police Stations,4
2019,Pune,Maval,Police Stations,15
2019,Pune,Mulashi,Police Stations,5
2019,Pune,Haveli,Police Stations,289
2019,Pune,Pune City,Police Stations,337
2019,Pune,Daund,Police Stations,11
2019,Pune,Purandar,Police Stations,6
2019,Pune,Welhe,Police Stations,2
2019,Pune,Bhor,Police Stations,6
2019,Pune,Baramati,Police Stations,11
2019,Pune,Indapur,Police Stations,7
2020,Pune,Junnar,Police Stations,4
2020,Pune,Aambegaon,Police Stations,1
2020,Pune,Shirur,Police Stations,4
2020,Pune,Khed,Police Stations,1
2020,Pune,Maval,Police Stations,3
2020,Pune,Mulashi,Police Stations,3
2020,Pune,Haveli,Police Stations,6
2020,Pune,Pune City,Police Stations,337
2020,Pune,Daund,Police Stations,3
2020,Pune,Purandar,Police Stations,4
2020,Pune,Welhe,Police Stations,2
2020,Pune,Bhor,Police Stations,3
2020,Pune,Baramati,Police Stations,3
2020,Pune,Indapur,Police Stations,4
2021,Pune,Junnar,Police Stations,4
2021,Pune,Aambegaon,Police Stations,1
2021,Pune,Shirur,Police Stations,4
2021,Pune,Khed,Police Stations,1
2021,Pune,Maval,Police Stations,3
2021,Pune,Mulashi,Police Stations,3
2021,Pune,Haveli,Police Stations,280
2021,Pune,Pune City,Police Stations,380
2021,Pune,Daund,Police Stations,3
2021,Pune,Purandar,Police Stations,4
2021,Pune,Welhe,Police Stations,2
2021,Pune,Bhor,Police Stations,3
2021,Pune,Baramati,Police Stations,3
2021,Pune,Indapur,Police Stations,4
2018,Raigad,Uran,Police Stations,197
2018,Raigad,Panwel,Police Stations,807
2018,Raigad,Karjat,Police Stations,131
2018,Raigad,Khalapur,Police Stations,259
2018,Raigad,Pen,Police Stations,185
2018,Raigad,Alibag,Police Stations,1124
2018,Raigad,Murud,Police Stations,31
2018,Raigad,Roha,Police Stations,146
2018,Raigad,Sudhagad,Police Stations,53
2018,Raigad,Mangaon,Police Stations,101
2018,Raigad,Tala,Police Stations,37
2018,Raigad,Shreevardhan,Police Stations,61
2018,Raigad,Mhasala,Police Stations,35
2018,Raigad,Mahad,Police Stations,126
2018,Raigad,Poladpur,Police Stations,34
2019,Raigad,Uran,Police Stations,197
2019,Raigad,Panwel,Police Stations,807
2019,Raigad,Karjat,Police Stations,149
2019,Raigad,Khalapur,Police Stations,303
2019,Raigad,Pen,Police Stations,158
2019,Raigad,Alibag,Police Stations,1087
2019,Raigad,Murud,Police Stations,42
2019,Raigad,Roha,Police Stations,137
2019,Raigad,Sudhagad,Police Stations,48
2019,Raigad,Mangaon,Police Stations,106
2019,Raigad,Tala,Police Stations,37
2019,Raigad,Shreevardhan,Police Stations,53
2019,Raigad,Mhasala,Police Stations,42
2019,Raigad,Mahad,Police Stations,129
2019,Raigad,Poladpur,Police Stations,29
2020,Raigad,Uran,Police Stations,198
2020,Raigad,Panwel,Police Stations,776
2020,Raigad,Karjat,Police Stations,137
2020,Raigad,Khalapur,Police Stations,207
2020,Raigad,Pen,Police Stations,161
2020,Raigad,Alibag,Police Stations,946
2020,Raigad,Murud,Police Stations,29
2020,Raigad,Roha,Police Stations,131
2020,Raigad,Sudhagad,Police Stations,50
2020,Raigad,Mangaon,Police Stations,111
2020,Raigad,Tala,Police Stations,36
2020,Raigad,Shreevardhan,Police Stations,69
2020,Raigad,Mhasala,Police Stations,47
2020,Raigad,Mahad,Police Stations,128
2020,Raigad,Poladpur,Police Stations,36
2021,Raigad,Uran,Police Stations,192
2021,Raigad,Panwel,Police Stations,799
2021,Raigad,Karjat,Police Stations,122
2021,Raigad,Khalapur,Police Stations,175
2021,Raigad,Pen,Police Stations,108
2021,Raigad,Alibag,Police Stations,860
2021,Raigad,Murud,Police Stations,30
2021,Raigad,Roha,Police Stations,110
2021,Raigad,Sudhagad,Police Stations,41
2021,Raigad,Mangaon,Police Stations,71
2021,Raigad,Tala,Police Stations,27
2021,Raigad,Shreevardhan,Police Stations,69
2021,Raigad,Mhasala,Police Stations,36
2021,Raigad,Mahad,Police Stations,107
2021,Raigad,Poladpur,Police Stations,35
2018,Ratnagiri,Mandangad,Police Stations,70
2018,Ratnagiri,Dapoli,Police Stations,116
2018,Ratnagiri,Khed,Police Stations,41
2018,Ratnagiri,Chiplun,Police Stations,160
2018,Ratnagiri,Guhagar,Police Stations,34
2018,Ratnagiri,Ratnagiri,Police Stations,192
2018,Ratnagiri,Sangameshwar,Police Stations,102
2018,Ratnagiri,Lanja,Police Stations,29
2018,Ratnagiri,Rajapur,Police Stations,77
2019,Ratnagiri,Mandangad,Police Stations,56
2019,Ratnagiri,Dapoli,Police Stations,80
2019,Ratnagiri,Khed,Police Stations,77
2019,Ratnagiri,Chiplun,Police Stations,176
2019,Ratnagiri,Guhagar,Police Stations,42
2019,Ratnagiri,Ratnagiri,Police Stations,231
2019,Ratnagiri,Sangameshwar,Police Stations,88
2019,Ratnagiri,Lanja,Police Stations,38
2019,Ratnagiri,Rajapur,Police Stations,68
2020,Ratnagiri,Mandangad,Police Stations,
2020,Ratnagiri,Dapoli,Police Stations,
2020,Ratnagiri,Khed,Police Stations,
2020,Ratnagiri,Chiplun,Police Stations,
2020,Ratnagiri,Guhagar,Police Stations,
2020,Ratnagiri,Ratnagiri,Police Stations,
2020,Ratnagiri,Sangameshwar,Police Stations,
2020,Ratnagiri,Lanja,Police Stations,
2020,Ratnagiri,Rajapur,Police Stations,
2021,Ratnagiri,Mandangad,Police Stations,103
2021,Ratnagiri,Dapoli,Police Stations,160
2021,Ratnagiri,Khed,Police Stations,71
2021,Ratnagiri,Chiplun,Police Stations,149
2021,Ratnagiri,Guhagar,Police Stations,37
2021,Ratnagiri,Ratnagiri,Police Stations,197
2021,Ratnagiri,Sangameshwar,Police Stations,66
2021,Ratnagiri,Lanja,Police Stations,41
2021,Ratnagiri,Rajapur,Police Stations,63
2018,Sangli,Shirala,Police Stations,94
2018,Sangli,Valava,Police Stations,209
2018,Sangli,Palus,Police Stations,126
2018,Sangli,Kadegaon,Police Stations,74
2018,Sangli,Khanapur,Police Stations,86
2018,Sangli,Aatpadi,Police Stations,53
2018,Sangli,Tasgaon,Police Stations,96
2018,Sangli,Miraj,Police Stations,683
2018,Sangli,Ku. Mahakal,Police Stations,65
2018,Sangli,Jat,Police Stations,105
2019,Sangli,Shirala,Police Stations,88
2019,Sangli,Valava,Police Stations,185
2019,Sangli,Palus,Police Stations,131
2019,Sangli,Kadegaon,Police Stations,60
2019,Sangli,Khanapur,Police Stations,82
2019,Sangli,Aatpadi,Police Stations,41
2019,Sangli,Tasgaon,Police Stations,58
2019,Sangli,Miraj,Police Stations,511
2019,Sangli,Ku. Mahakal,Police Stations,57
2019,Sangli,Jat,Police Stations,106
2020,Sangli,Shirala,Police Stations,87
2020,Sangli,Valava,Police Stations,182
2020,Sangli,Palus,Police Stations,131
2020,Sangli,Kadegaon,Police Stations,59
2020,Sangli,Khanapur,Police Stations,85
2020,Sangli,Aatpadi,Police Stations,43
2020,Sangli,Tasgaon,Police Stations,59
2020,Sangli,Miraj,Police Stations,498
2020,Sangli,Ku. Mahakal,Police Stations,57
2020,Sangli,Jat,Police Stations,105
2021,Sangli,Shirala,Police Stations,67
2021,Sangli,Valava,Police Stations,177
2021,Sangli,Palus,Police Stations,125
2021,Sangli,Kadegaon,Police Stations,57
2021,Sangli,Khanapur,Police Stations,56
2021,Sangli,Aatpadi,Police Stations,42
2021,Sangli,Tasgaon,Police Stations,76
2021,Sangli,Miraj,Police Stations,509
2021,Sangli,Ku. Mahakal,Police Stations,58
2021,Sangli,Jat,Police Stations,82
2018,Satara,Mahableshwar,Police Stations,70
2018,Satara,Vai,Police Stations,109
2018,Satara,Khandala,Police Stations,118
2018,Satara,Faltan,Police Stations,103
2018,Satara,Man,Police Stations,90
2018,Satara,Khatav,Police Stations,126
2018,Satara,Koregaon,Police Stations,118
2018,Satara,Satara,Police Stations,1301
2018,Satara,Javali,Police Stations,26
2018,Satara,Patan,Police Stations,86
2018,Satara,Karad,Police Stations,311
2019,Satara,Mahableshwar,Police Stations,63
2019,Satara,Vai,Police Stations,103
2019,Satara,Khandala,Police Stations,115
2019,Satara,Faltan,Police Stations,99
2019,Satara,Man,Police Stations,81
2019,Satara,Khatav,Police Stations,121
2019,Satara,Koregaon,Police Stations,113
2019,Satara,Satara,Police Stations,1234
2019,Satara,Javali,Police Stations,22
2019,Satara,Patan,Police Stations,80
2019,Satara,Karad,Police Stations,296
2020,Satara,Mahableshwar,Police Stations,83
2020,Satara,Vai,Police Stations,112
2020,Satara,Khandala,Police Stations,137
2020,Satara,Faltan,Police Stations,131
2020,Satara,Man,Police Stations,100
2020,Satara,Khatav,Police Stations,142
2020,Satara,Koregaon,Police Stations,111
2020,Satara,Satara,Police Stations,1246
2020,Satara,Javali,Police Stations,37
2020,Satara,Patan,Police Stations,92
2020,Satara,Karad,Police Stations,350
2021,Satara,Mahableshwar,Police Stations,84
2021,Satara,Vai,Police Stations,111
2021,Satara,Khandala,Police Stations,134
2021,Satara,Faltan,Police Stations,135
2021,Satara,Man,Police Stations,102
2021,Satara,Khatav,Police Stations,140
2021,Satara,Koregaon,Police Stations,130
2021,Satara,Satara,Police Stations,4
2021,Satara,Javali,Police Stations,43
2021,Satara,Patan,Police Stations,115
2021,Satara,Karad,Police Stations,369
2018,Sindhudurg,Devgad,Police Stations,79
2018,Sindhudurg,Vaibhavwadi,Police Stations,39
2018,Sindhudurg,Kankavali,Police Stations,68
2018,Sindhudurg,Malvan,Police Stations,77
2018,Sindhudurg,Vengurla,Police Stations,107
2018,Sindhudurg,Kudal,Police Stations,75
2018,Sindhudurg,Sawantwadi,Police Stations,120
2018,Sindhudurg,Dodamarg,Police Stations,42
2019,Sindhudurg,Devgad,Police Stations,66
2019,Sindhudurg,Vaibhavwadi,Police Stations,33
2019,Sindhudurg,Kankawali,Police Stations,67
2019,Sindhudurg,Malwan,Police Stations,74
2019,Sindhudurg,Vengurli,Police Stations,105
2019,Sindhudurg,Kulad,Police Stations,79
2019,Sindhudurg,Savantwadi,Police Stations,106
2019,Sindhudurg,Dodamarg,Police Stations,34
2020,Sindhudurg,Devgad,Police Stations,70
2020,Sindhudurg,Vaibhavwadi,Police Stations,33
2020,Sindhudurg,Kankawali,Police Stations,72
2020,Sindhudurg,Malwan,Police Stations,76
2020,Sindhudurg,Vengurli,Police Stations,80
2020,Sindhudurg,Kulad,Police Stations,103
2020,Sindhudurg,Savantwadi,Police Stations,114
2020,Sindhudurg,Dodamarg,Police Stations,39
2021,Sindhudurg,Devgad,Police Stations,53
2021,Sindhudurg,Vaibhavwadi,Police Stations,45
2021,Sindhudurg,Kankawali,Police Stations,62
2021,Sindhudurg,Malwan,Police Stations,66
2021,Sindhudurg,Vengurli,Police Stations,85
2021,Sindhudurg,Kulad,Police Stations,97
2021,Sindhudurg,Savantwadi,Police Stations,112
2021,Sindhudurg,Dodamarg,Police Stations,33
2018,Thane,Thane,Police Stations,6386
2018,Thane,Bhivandi,Police Stations,184
2018,Thane,Shahapur,Police Stations,234
2018,Thane,Kalyan,Police Stations,37
2018,Thane,Ulhasnagar,Police Stations,30
2018,Thane,Ambarnath,Police Stations,
2018,Thane,Murbad,Police Stations,108
2019,Thane,Thane,Police Stations,2782
2019,Thane,Bhivandi,Police Stations,682
2019,Thane,Shahapur,Police Stations,79
2019,Thane,Kalyan,Police Stations,37
2019,Thane,Ulhasnagar,Police Stations,408
2019,Thane,Ambarnath,Police Stations,488
2019,Thane,Murbad,Police Stations,87
2020,Thane,Thane,Police Stations,2468
2020,Thane,Bhivandi,Police Stations,785
2020,Thane,Shahapur,Police Stations,200
2020,Thane,Kalyan,Police Stations,1043
2020,Thane,Ulhasnagar,Police Stations,408
2020,Thane,Ambarnath,Police Stations,488
2020,Thane,Murbad,Police Stations,160
2021,Thane,Thane,Police Stations,2489
2021,Thane,Bhivandi,Police Stations,733
2021,Thane,Shahapur,Police Stations,193
2021,Thane,Kalyan,Police Stations,1037
2021,Thane,Ulhasnagar,Police Stations,881
2021,Thane,Ambarnath,Police Stations,148
2021,Thane,Murbad,Police Stations,186
2018,Wardha,Ashti,Police Stations,47
2018,Wardha,Karanja,Police Stations,48
2018,Wardha,Aarvi,Police Stations,252
2018,Wardha,Selu,Police Stations,86
2018,Wardha,Wardha,Police Stations,435
2018,Wardha,Devali,Police Stations,165
2018,Wardha,Hinganghat,Police Stations,232
2018,Wardha,Samudrapur,Police Stations,70
2019,Wardha,Ashti,Police Stations,151
2019,Wardha,Karanja,Police Stations,48
2019,Wardha,Aarvi,Police Stations,172
2019,Wardha,Selu,Police Stations,71
2019,Wardha,Wardha,Police Stations,445
2019,Wardha,Devali,Police Stations,182
2019,Wardha,Hinganghat,Police Stations,201
2019,Wardha,Samudrapur,Police Stations,52
2020,Wardha,Ashti,Police Stations,151
2020,Wardha,Karanja,Police Stations,48
2020,Wardha,Aarvi,Police Stations,172
2020,Wardha,Selu,Police Stations,71
2020,Wardha,Wardha,Police Stations,445
2020,Wardha,Devali,Police Stations,182
2020,Wardha,Hinganghat,Police Stations,201
2020,Wardha,Samudrapur,Police Stations,52
2021,Wardha,Ashti,Police Stations,151
2021,Wardha,Karanja,Police Stations,48
2021,Wardha,Aarvi,Police Stations,172
2021,Wardha,Selu,Police Stations,71
2021,Wardha,Wardha,Police Stations,445
2021,Wardha,Devali,Police Stations,182
2021,Wardha,Hinganghat,Police Stations,201
2021,Wardha,Samudrapur,Police Stations,52
2018,Washim,Malegaon,Police Stations,
2018,Washim,Mangrulpir,Police Stations,
2018,Washim,Karanja,Police Stations,
2018,Washim,Manora,Police Stations,
2018,Washim,Washim,Police Stations,
2018,Washim,Resod,Police Stations,
2019,Washim,Malegaon,Police Stations,175
2019,Washim,Mangrulpir,Police Stations,123
2019,Washim,Karanja,Police Stations,216
2019,Washim,Manora,Police Stations,75
2019,Washim,Washim,Police Stations,794
2019,Washim,Resod,Police Stations,88
2020,Washim,Malegaon,Police Stations,162
2020,Washim,Mangrulpir,Police Stations,130
2020,Washim,Karanja,Police Stations,233
2020,Washim,Manora,Police Stations,72
2020,Washim,Washim,Police Stations,757
2020,Washim,Resod,Police Stations,80
2021,Washim,Malegaon,Police Stations,164
2021,Washim,Mangrulpir,Police Stations,121
2021,Washim,Karanja,Police Stations,220
2021,Washim,Manora,Police Stations,68
2021,Washim,Washim,Police Stations,811
2021,Washim,Resod,Police Stations,81
2018,Yavatmal,Ner,Police Stations,50
2018,Yavatmal,Babhulgaon,Police Stations,41
2018,Yavatmal,Kalamb,Police Stations,49
2018,Yavatmal,Yavatmal,Police Stations,367
2018,Yavatmal,Darvha,Police Stations,99
2018,Yavatmal,Digras,Police Stations,74
2018,Yavatmal,Pusad,Police Stations,144
2018,Yavatmal,Umarkhed,Police Stations,181
2018,Yavatmal,Mahagaon,Police Stations,51
2018,Yavatmal,Aarni,Police Stations,58
2018,Yavatmal,Ghantaji,Police Stations,71
2018,Yavatmal,Kelapur,Police Stations,78
2018,Yavatmal,Ralegaon,Police Stations,71
2018,Yavatmal,Maregaon,Police Stations,44
2018,Yavatmal,Zari Jamani,Police Stations,62
2018,Yavatmal,Vani,Police Stations,112
2019,Yavatmal,Ner,Police Stations,50
2019,Yavatmal,Babhulgaon,Police Stations,43
2019,Yavatmal,Kalamb,Police Stations,42
2019,Yavatmal,Yavatmal,Police Stations,360
2019,Yavatmal,Darvha,Police Stations,100
2019,Yavatmal,Digras,Police Stations,66
2019,Yavatmal,Pusad,Police Stations,269
2019,Yavatmal,Umarkhed,Police Stations,178
2019,Yavatmal,Mahagaon,Police Stations,55
2019,Yavatmal,Aarni,Police Stations,58
2019,Yavatmal,Ghantaji,Police Stations,70
2019,Yavatmal,Kelapur,Police Stations,68
2019,Yavatmal,Ralegaon,Police Stations,66
