Year,District,Crime,Cases
2020,Palghar,Violation of Privacy,
2020,Parbhani,Violation of Privacy,
2020,Pune,Violation of Privacy,6.0
2020,Raigad,Violation of Privacy,
2020,Ratnagiri,Violation of Privacy,
2020,Sangli,Violation of Privacy,
2020,Satara,Violation of Privacy,
2020,Sindhudurg,Violation of Privacy,
2020,Solapur,Violation of Privacy,
2020,Thane,Violation of Privacy,1.0
2020,Wardha,Violation of Privacy,
2020,Washim,Violation of Privacy,
2020,Yavatmal,Violation of Privacy,
2021,Ahilyanagar,Violation of Privacy,
2021,Akola,Violation of Privacy,
2021,Amravati,Violation of Privacy,
2021,Chh. Sambhaji Nagar,Violation of Privacy,
2021,Beed,Violation of Privacy,
2021,Bhandara,Violation of Privacy,
2021,Buldhana,Violation of Privacy,
2021,Chandrapur,Violation of Privacy,
2021,Dhule,Violation of Privacy,
2021,Gadchiroli,Violation of Privacy,
2021,Gondia,Violation of Privacy,
2021,Hingoli,Violation of Privacy,
2021,Jalgaon,Violation of Privacy,
2021,Jalna,Violation of Privacy,
2021,Kolhapur,Violation of Privacy,
2021,Latur,Violation of Privacy,
2021,Mumbai,Violation of Privacy,
2021,Nagpur,Violation of Privacy,
2021,Nanded,Violation of Privacy,
2021,Nandurbar,Violation of Privacy,
2021,Nashik,Violation of Privacy,3.0
2021,Dharashiv,Violation of Privacy,
2021,Palghar,Violation of Privacy,
2021,Parbhani,Violation of Privacy,
2021,Pune,Violation of Privacy,4.0
2021,Raigad,Violation of Privacy,
2021,Ratnagiri,Violation of Privacy,
2021,Sangli,Violation of Privacy,
2021,Satara,Violation of Privacy,
2021,Sindhudurg,Violation of Privacy,
2021,Solapur,Violation of Privacy,
2021,Thane,Violation of Privacy,4.0
2021,Wardha,Violation of Privacy,1.0
2021,Washim,Violation of Privacy,
2021,Yavatmal,Violation of Privacy,
2017,Ahilyanagar,Offences under IT Act,3.0
2017,Akola,Offences under IT Act,
2017,Amravati,Offences under IT Act,39.0
2017,Chh. Sambhaji Nagar,Offences under IT Act,30.0
2017,Beed,Offences under IT Act,3.0
2017,Bhandara,Offences under IT Act,1.0
2017,Buldhana,Offences under IT Act,4.0
2017,Chandrapur,Offences under IT Act,4.0
2017,Dhule,Offences under IT Act,5.0
2017,Gadchiroli,Offences under IT Act,
2017,Gondia,Offences under IT Act,1.0
2017,Hingoli,Offences under IT Act,
2017,Jalgaon,Offences under IT Act,3.0
2017,Jalna,Offences under IT Act,5.0
2017,Kolhapur,Offences under IT Act,1.0
2017,Latur,Offences under IT Act,2.0
2017,Mumbai,Offences under IT Act,40.0
2017,Nagpur,Offences under IT Act,22.0
2017,Nanded,Offences under IT Act,1.0
2017,Nandurbar,Offences under IT Act,1.0
2017,Nashik,Offences under IT Act,41.0
2017,Dharashiv,Offences under IT Act,1.0
2017,Palghar,Offences under IT Act,12.0
2017,Parbhani,Offences under IT Act,1.0
2017,Pune,Offences under IT Act,127.0
2017,Raigad,Offences under IT Act,3.0
2017,Ratnagiri,Offences under IT Act,2.0
2017,Sangli,Offences under IT Act,9.0
2017,Satara,Offences under IT Act,11.0
2017,Sindhudurg,Offences under IT Act,3.0
2017,Solapur,Offences under IT Act,15.0
2017,Thane,Offences under IT Act,178.0
2017,Wardha,Offences under IT Act,10.0
2017,Washim,Offences under IT Act,
2017,Yavatmal,Offences under IT Act,8.0
2018,Ahilyanagar,Offences under IT Act,6.0
2018,Akola,Offences under IT Act,
2018,Amravati,Offences under IT Act,34.0
2018,Chh. Sambhaji Nagar,Offences under IT Act,17.0
2018,Beed,Offences under IT Act,2.0
2018,Bhandara,Offences under IT Act,7.0
2018,Buldhana,Offences under IT Act,2.0
2018,Chandrapur,Offences under IT Act,24.0
2018,Dhule,Offences under IT Act,
2018,Gadchiroli,Offences under IT Act,
2018,Gondia,Offences under IT Act,
2018,Hingoli,Offences under IT Act,
2018,Jalgaon,Offences under IT Act,7.0
2018,Jalna,Offences under IT Act,1.0
2018,Kolhapur,Offences under IT Act,5.0
2018,Latur,Offences under IT Act,6.0
2018,Mumbai,Offences under IT Act,45.0
2018,Nagpur,Offences under IT Act,18.0
2018,Nanded,Offences under IT Act,4.0
2018,Nandurbar,Offences under IT Act,
2018,Nashik,Offences under IT Act,14.0
2018,Dharashiv,Offences under IT Act,4.0
2018,Palghar,Offences under IT Act,17.0
2018,Parbhani,Offences under IT Act,
2018,Pune,Offences under IT Act,56.0
2018,Raigad,Offences under IT Act,3.0
2018,Ratnagiri,Offences under IT Act,3.0
2018,Sangli,Offences under IT Act,8.0
2018,Satara,Offences under IT Act,1.0
2018,Sindhudurg,Offences under IT Act,4.0
2018,Solapur,Offences under IT Act,10.0
2018,Thane,Offences under IT Act,204.0
2018,Wardha,Offences under IT Act,8.0
2018,Washim,Offences under IT Act,
2018,Yavatmal,Offences under IT Act,8.0
2019,Ahilyanagar,Offences under IT Act,7.0
2019,Akola,Offences under IT Act,4.0
2019,Amravati,Offences under IT Act,20.0
2019,Chh. Sambhaji Nagar,Offences under IT Act,5.0
2019,Beed,Offences under IT Act,3.0
2019,Bhandara,Offences under IT Act,3.0
2019,Buldhana,Offences under IT Act,2.0
2019,Chandrapur,Offences under IT Act,19.0
2019,Dhule,Offences under IT Act,
2019,Gadchiroli,Offences under IT Act,3.0
2019,Gondia,Offences under IT Act,3.0
2019,Hingoli,Offences under IT Act,
2019,Jalgaon,Offences under IT Act,18.0
2019,Jalna,Offences under IT Act,4.0
2019,Kolhapur,Offences under IT Act,6.0
2019,Latur,Offences under IT Act,9.0
2019,Mumbai,Offences under IT Act,40.0
2019,Nagpur,Offences under IT Act,24.0
2019,Nanded,Offences under IT Act,4.0
2019,Nandurbar,Offences under IT Act,1.0
2019,Nashik,Offences under IT Act,16.0
2019,Dharashiv,Offences under IT Act,2.0
2019,Palghar,Offences under IT Act,48.0
2019,Parbhani,Offences under IT Act,
2019,Pune,Offences under IT Act,77.0
2019,Raigad,Offences under IT Act,2.0
2019,Ratnagiri,Offences under IT Act,4.0
2019,Sangli,Offences under IT Act,10.0
2019,Satara,Offences under IT Act,2.0
2019,Sindhudurg,Offences under IT Act,2.0
2019,Solapur,Offences under IT Act,11.0
2019,Thane,Offences under IT Act,180.0
2019,Wardha,Offences under IT Act,8.0
2019,Washim,Offences under IT Act,3.0
2019,Yavatmal,Offences under IT Act,11.0
2020,Ahilyanagar,Offences under IT Act,13.0
2020,Akola,Offences under IT Act,2.0
2020,Amravati,Offences under IT Act,16.0
2020,Chh. Sambhaji Nagar,Offences under IT Act,18.0
2020,Beed,Offences under IT Act,3.0
2020,Bhandara,Offences under IT Act,7.0
2020,Buldhana,Offences under IT Act,14.0
2020,Chandrapur,Offences under IT Act,21.0
2020,Dhule,Offences under IT Act,17.0
2020,Gadchiroli,Offences under IT Act,4.0
2020,Gondia,Offences under IT Act,5.0
2020,Hingoli,Offences under IT Act,3.0
2020,Jalgaon,Offences under IT Act,11.0
2020,Jalna,Offences under IT Act,3.0
2020,Kolhapur,Offences under IT Act,9.0
2020,Latur,Offences under IT Act,18.0
2020,Mumbai,Offences under IT Act,69.0
2020,Nagpur,Offences under IT Act,74.0
2020,Nanded,Offences under IT Act,8.0
2020,Nandurbar,Offences under IT Act,2.0
2020,Nashik,Offences under IT Act,24.0
2020,Dharashiv,Offences under IT Act,6.0
2020,Palghar,Offences under IT Act,9.0
2020,Parbhani,Offences under IT Act,5.0
2020,Pune,Offences under IT Act,111.0
2020,Raigad,Offences under IT Act,14.0
2020,Ratnagiri,Offences under IT Act,1.0
2020,Sangli,Offences under IT Act,8.0
2020,Satara,Offences under IT Act,11.0
2020,Sindhudurg,Offences under IT Act,5.0
2020,Solapur,Offences under IT Act,12.0
2020,Thane,Offences under IT Act,152.0
2020,Wardha,Offences under IT Act,14.0
2020,Washim,Offences under IT Act,1.0
2020,Yavatmal,Offences under IT Act,9.0
2021,Ahilyanagar,Offences under IT Act,11.0
2021,Akola,Offences under IT Act,5.0
2021,Amravati,Offences under IT Act,10.0
2021,Chh. Sambhaji Nagar,Offences under IT Act,21.0
2021,Beed,Offences under IT Act,6.0
2021,Bhandara,Offences under IT Act,5.0
2021,Buldhana,Offences under IT Act,24.0
2021,Chandrapur,Offences under IT Act,12.0
2021,Dhule,Offences under IT Act,7.0
2021,Gadchiroli,Offences under IT Act,2.0
2021,Gondia,Offences under IT Act,5.0
2021,Hingoli,Offences under IT Act,1.0
2021,Jalgaon,Offences under IT Act,12.0
2021,Jalna,Offences under IT Act,12.0
2021,Kolhapur,Offences under IT Act,4.0
2021,Latur,Offences under IT Act,12.0
2021,Mumbai,Offences under IT Act,19.0
2021,Nagpur,Offences under IT Act,30.0
2021,Nanded,Offences under IT Act,4.0
2021,Nandurbar,Offences under IT Act,3.0
2021,Nashik,Offences under IT Act,25.0
2021,Dharashiv,Offences under IT Act,4.0
2021,Palghar,Offences under IT Act,7.0
2021,Parbhani,Offences under IT Act,8.0
2021,Pune,Offences under IT Act,129.0
2021,Raigad,Offences under IT Act,1.0
2021,Ratnagiri,Offences under IT Act,7.0
2021,Sangli,Offences under IT Act,9.0
2021,Satara,Offences under IT Act,3.0
2021,Sindhudurg,Offences under IT Act,1.0
2021,Solapur,Offences under IT Act,4.0
2021,Thane,Offences under IT Act,111.0
2021,Wardha,Offences under IT Act,18.0
2021,Washim,Offences under IT Act,
2021,Yavatmal,Offences under IT Act,5.0
2017,Ahilyanagar,Cyber-Stalking/Bullying of Women/Children,
2017,Akola,Cyber-Stalking/Bullying of Women/Children,4.0
2017,Amravati,Cyber-Stalking/Bullying of Women/Children,8.0
2017,Chh. Sambhaji Nagar,Cyber-Stalking/Bullying of Women/Children,28.0
2017,Beed,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Bhandara,Cyber-Stalking/Bullying of Women/Children,2.0
2017,Buldhana,Cyber-Stalking/Bullying of Women/Children,
2017,Chandrapur,Cyber-Stalking/Bullying of Women/Children,
2017,Dhule,Cyber-Stalking/Bullying of Women/Children,2.0
2017,Gadchiroli,Cyber-Stalking/Bullying of Women/Children,
2017,Gondia,Cyber-Stalking/Bullying of Women/Children,5.0
2017,Hingoli,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Jalgaon,Cyber-Stalking/Bullying of Women/Children,
2017,Jalna,Cyber-Stalking/Bullying of Women/Children,
2017,Kolhapur,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Latur,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Mumbai,Cyber-Stalking/Bullying of Women/Children,133.0
2017,Nagpur,Cyber-Stalking/Bullying of Women/Children,20.0
2017,Nanded,Cyber-Stalking/Bullying of Women/Children,
2017,Nandurbar,Cyber-Stalking/Bullying of Women/Children,
2017,Nashik,Cyber-Stalking/Bullying of Women/Children,11.0
2017,Dharashiv,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Palghar,Cyber-Stalking/Bullying of Women/Children,6.0
2017,Parbhani,Cyber-Stalking/Bullying of Women/Children,4.0
2017,Pune,Cyber-Stalking/Bullying of Women/Children,27.0
2017,Raigad,Cyber-Stalking/Bullying of Women/Children,3.0
2017,Ratnagiri,Cyber-Stalking/Bullying of Women/Children,3.0
2017,Sangli,Cyber-Stalking/Bullying of Women/Children,6.0
2017,Satara,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Sindhudurg,Cyber-Stalking/Bullying of Women/Children,
2017,Solapur,Cyber-Stalking/Bullying of Women/Children,5.0
2017,Thane,Cyber-Stalking/Bullying of Women/Children,22.0
2017,Wardha,Cyber-Stalking/Bullying of Women/Children,5.0
2017,Washim,Cyber-Stalking/Bullying of Women/Children,1.0
2017,Yavatmal,Cyber-Stalking/Bullying of Women/Children,
2018,Ahilyanagar,Cyber-Stalking/Bullying of Women/Children,1.0
2018,Akola,Cyber-Stalking/Bullying of Women/Children,6.0
2018,Amravati,Cyber-Stalking/Bullying of Women/Children,16.0
2018,Chh. Sambhaji Nagar,Cyber-Stalking/Bullying of Women/Children,14.0
2018,Beed,Cyber-Stalking/Bullying of Women/Children,5.0
2018,Bhandara,Cyber-Stalking/Bullying of Women/Children,7.0
2018,Buldhana,Cyber-Stalking/Bullying of Women/Children,3.0
2018,Chandrapur,Cyber-Stalking/Bullying of Women/Children,1.0
2018,Dhule,Cyber-Stalking/Bullying of Women/Children,3.0
2018,Gadchiroli,Cyber-Stalking/Bullying of Women/Children,
2018,Gondia,Cyber-Stalking/Bullying of Women/Children,7.0
2018,Hingoli,Cyber-Stalking/Bullying of Women/Children,2.0
2018,Jalgaon,Cyber-Stalking/Bullying of Women/Children,1.0
2018,Jalna,Cyber-Stalking/Bullying of Women/Children,
2018,Kolhapur,Cyber-Stalking/Bullying of Women/Children,3.0
2018,Latur,Cyber-Stalking/Bullying of Women/Children,2.0
2018,Mumbai,Cyber-Stalking/Bullying of Women/Children,171.0
2018,Nagpur,Cyber-Stalking/Bullying of Women/Children,11.0
2018,Nanded,Cyber-Stalking/Bullying of Women/Children,
2018,Nandurbar,Cyber-Stalking/Bullying of Women/Children,2.0
2018,Nashik,Cyber-Stalking/Bullying of Women/Children,10.0
2018,Dharashiv,Cyber-Stalking/Bullying of Women/Children,3.0
2018,Palghar,Cyber-Stalking/Bullying of Women/Children,5.0
2018,Parbhani,Cyber-Stalking/Bullying of Women/Children,2.0
2018,Pune,Cyber-Stalking/Bullying of Women/Children,28.0
2018,Raigad,Cyber-Stalking/Bullying of Women/Children,4.0
2018,Ratnagiri,Cyber-Stalking/Bullying of Women/Children,8.0
2018,Sangli,Cyber-Stalking/Bullying of Women/Children,7.0
2018,Satara,Cyber-Stalking/Bullying of Women/Children,11.0
2018,Sindhudurg,Cyber-Stalking/Bullying of Women/Children,
2018,Solapur,Cyber-Stalking/Bullying of Women/Children,11.0
2018,Thane,Cyber-Stalking/Bullying of Women/Children,31.0
2018,Wardha,Cyber-Stalking/Bullying of Women/Children,11.0
2018,Washim,Cyber-Stalking/Bullying of Women/Children,5.0
2018,Yavatmal,Cyber-Stalking/Bullying of Women/Children,3.0
2019,Ahilyanagar,Cyber-Stalking/Bullying of Women/Children,1.0
2019,Akola,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Amravati,Cyber-Stalking/Bullying of Women/Children,9.0
2019,Chh. Sambhaji Nagar,Cyber-Stalking/Bullying of Women/Children,22.0
2019,Beed,Cyber-Stalking/Bullying of Women/Children,4.0
2019,Bhandara,Cyber-Stalking/Bullying of Women/Children,8.0
2019,Buldhana,Cyber-Stalking/Bullying of Women/Children,4.0
2019,Chandrapur,Cyber-Stalking/Bullying of Women/Children,3.0
2019,Dhule,Cyber-Stalking/Bullying of Women/Children,4.0
2019,Gadchiroli,Cyber-Stalking/Bullying of Women/Children,1.0
2019,Gondia,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Hingoli,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Jalgaon,Cyber-Stalking/Bullying of Women/Children,
2019,Jalna,Cyber-Stalking/Bullying of Women/Children,
2019,Kolhapur,Cyber-Stalking/Bullying of Women/Children,3.0
2019,Latur,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Mumbai,Cyber-Stalking/Bullying of Women/Children,147.0
2019,Nagpur,Cyber-Stalking/Bullying of Women/Children,31.0
2019,Nanded,Cyber-Stalking/Bullying of Women/Children,
2019,Nandurbar,Cyber-Stalking/Bullying of Women/Children,3.0
2019,Nashik,Cyber-Stalking/Bullying of Women/Children,15.0
2019,Dharashiv,Cyber-Stalking/Bullying of Women/Children,3.0
2019,Palghar,Cyber-Stalking/Bullying of Women/Children,12.0
2019,Parbhani,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Pune,Cyber-Stalking/Bullying of Women/Children,29.0
2019,Raigad,Cyber-Stalking/Bullying of Women/Children,
2019,Ratnagiri,Cyber-Stalking/Bullying of Women/Children,7.0
2019,Sangli,Cyber-Stalking/Bullying of Women/Children,9.0
2019,Satara,Cyber-Stalking/Bullying of Women/Children,5.0
2019,Sindhudurg,Cyber-Stalking/Bullying of Women/Children,5.0
2019,Solapur,Cyber-Stalking/Bullying of Women/Children,8.0
2019,Thane,Cyber-Stalking/Bullying of Women/Children,47.0
2019,Wardha,Cyber-Stalking/Bullying of Women/Children,15.0
2019,Washim,Cyber-Stalking/Bullying of Women/Children,2.0
2019,Yavatmal,Cyber-Stalking/Bullying of Women/Children,2.0
2020,Ahilyanagar,Cyber-Stalking/Bullying of Women/Children,3.0
2020,Akola,Cyber-Stalking/Bullying of Women/Children,4.0
2020,Amravati,Cyber-Stalking/Bullying of Women/Children,19.0
2020,Chh. Sambhaji Nagar,Cyber-Stalking/Bullying of Women/Children,16.0
2020,Beed,Cyber-Stalking/Bullying of Women/Children,7.0
2020,Bhandara,Cyber-Stalking/Bullying of Women/Children,6.0
2020,Buldhana,Cyber-Stalking/Bullying of Women/Children,
2020,Chandrapur,Cyber-Stalking/Bullying of Women/Children,
2020,Dhule,Cyber-Stalking/Bullying of Women/Children,1.0
2020,Gadchiroli,Cyber-Stalking/Bullying of Women/Children,2.0
2020,Gondia,Cyber-Stalking/Bullying of Women/Children,4.0
2020,Hingoli,Cyber-Stalking/Bullying of Women/Children,2.0
2020,Jalgaon,Cyber-Stalking/Bullying of Women/Children,5.0
2020,Jalna,Cyber-Stalking/Bullying of Women/Children,1.0
2020,Kolhapur,Cyber-Stalking/Bullying of Women/Children,8.0
2020,Latur,Cyber-Stalking/Bullying of Women/Children,6.0
2020,Mumbai,Cyber-Stalking/Bullying of Women/Children,105.0
2020,Nagpur,Cyber-Stalking/Bullying of Women/Children,31.0
2020,Nanded,Cyber-Stalking/Bullying of Women/Children,1.0
2020,Nandurbar,Cyber-Stalking/Bullying of Women/Children,3.0
2020,Nashik,Cyber-Stalking/Bullying of Women/Children,23.0
2020,Dharashiv,Cyber-Stalking/Bullying of Women/Children,3.0
2020,Palghar,Cyber-Stalking/Bullying of Women/Children,5.0
2020,Parbhani,Cyber-Stalking/Bullying of Women/Children,8.0
2020,Pune,Cyber-Stalking/Bullying of Women/Children,40.0
2020,Raigad,Cyber-Stalking/Bullying of Women/Children,4.0
2020,Ratnagiri,Cyber-Stalking/Bullying of Women/Children,8.0
2020,Sangli,Cyber-Stalking/Bullying of Women/Children,5.0
2020,Satara,Cyber-Stalking/Bullying of Women/Children,10.0
2020,Sindhudurg,Cyber-Stalking/Bullying of Women/Children,1.0
2020,Solapur,Cyber-Stalking/Bullying of Women/Children,6.0
2020,Thane,Cyber-Stalking/Bullying of Women/Children,44.0
2020,Wardha,Cyber-Stalking/Bullying of Women/Children,13.0
2020,Washim,Cyber-Stalking/Bullying of Women/Children,3.0
2020,Yavatmal,Cyber-Stalking/Bullying of Women/Children,1.0
2021,Ahilyanagar,Cyber-Stalking/Bullying of Women/Children,
2021,Akola,Cyber-Stalking/Bullying of Women/Children,4.0
2021,Amravati,Cyber-Stalking/Bullying of Women/Children,9.0
2021,Chh. Sambhaji Nagar,Cyber-Stalking/Bullying of Women/Children,26.0
2021,Beed,Cyber-Stalking/Bullying of Women/Children,8.0
2021,Bhandara,Cyber-Stalking/Bullying of Women/Children,3.0
2021,Buldhana,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Chandrapur,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Dhule,Cyber-Stalking/Bullying of Women/Children,
2021,Gadchiroli,Cyber-Stalking/Bullying of Women/Children,1.0
2021,Gondia,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Hingoli,Cyber-Stalking/Bullying of Women/Children,2.0
2021,Jalgaon,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Jalna,Cyber-Stalking/Bullying of Women/Children,8.0
2021,Kolhapur,Cyber-Stalking/Bullying of Women/Children,13.0
2021,Latur,Cyber-Stalking/Bullying of Women/Children,6.0
2021,Mumbai,Cyber-Stalking/Bullying of Women/Children,178.0
2021,Nagpur,Cyber-Stalking/Bullying of Women/Children,35.0
2021,Nanded,Cyber-Stalking/Bullying of Women/Children,
2021,Nandurbar,Cyber-Stalking/Bullying of Women/Children,1.0
2021,Nashik,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Dharashiv,Cyber-Stalking/Bullying of Women/Children,1.0
2021,Palghar,Cyber-Stalking/Bullying of Women/Children,2.0
2021,Parbhani,Cyber-Stalking/Bullying of Women/Children,6.0
2021,Pune,Cyber-Stalking/Bullying of Women/Children,29.0
2021,Raigad,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Ratnagiri,Cyber-Stalking/Bullying of Women/Children,4.0
2021,Sangli,Cyber-Stalking/Bullying of Women/Children,2.0
2021,Satara,Cyber-Stalking/Bullying of Women/Children,5.0
2021,Sindhudurg,Cyber-Stalking/Bullying of Women/Children,8.0
2021,Solapur,Cyber-Stalking/Bullying of Women/Children,16.0
2021,Thane,Cyber-Stalking/Bullying of Women/Children,76.0
2021,Wardha,Cyber-Stalking/Bullying of Women/Children,6.0
2021,Washim,Cyber-Stalking/Bullying of Women/Children,1.0
2021,Yavatmal,Cyber-Stalking/Bullying of Women/Children,7.0
2017,Ahilyanagar,Fraud,1.0
2017,Akola,Fraud,
2017,Amravati,Fraud,55.0
2017,Chh. Sambhaji Nagar,Fraud,128.0
2017,Beed,Fraud,4.0
2017,Bhandara,Fraud,25.0
2017,Buldhana,Fraud,10.0
2017,Chandrapur,Fraud,25.0
2017,Dhule,Fraud,13.0
2017,Gadchiroli,Fraud,4.0
2017,Gondia,Fraud,
2017,Hingoli,Fraud,2.0
2017,Jalgaon,Fraud,3.0
2017,Jalna,Fraud,5.0
2017,Kolhapur,Fraud,8.0
2017,Latur,Fraud,10.0
2017,Mumbai,Fraud,446.0
2017,Nagpur,Fraud,29.0
2017,Nanded,Fraud,1.0
2017,Nandurbar,Fraud,1.0
2017,Nashik,Fraud,46.0
2017,Dharashiv,Fraud,9.0
2017,Palghar,Fraud,32.0
2017,Parbhani,Fraud,
2017,Pune,Fraud,270.0
2017,Raigad,Fraud,41.0
2017,Ratnagiri,Fraud,41.0
2017,Sangli,Fraud,1.0
2017,Satara,Fraud,
2017,Sindhudurg,Fraud,9.0
2017,Solapur,Fraud,
2017,Thane,Fraud,147.0
2017,Wardha,Fraud,44.0
2017,Washim,Fraud,5.0
2017,Yavatmal,Fraud,11.0
2018,Ahilyanagar,Fraud,12.0
2018,Akola,Fraud,
2018,Amravati,Fraud,49.0
2018,Chh. Sambhaji Nagar,Fraud,50.0
2018,Beed,Fraud,7.0
2018,Bhandara,Fraud,17.0
2018,Buldhana,Fraud,11.0
2018,Chandrapur,Fraud,44.0
2018,Dhule,Fraud,8.0
2018,Gadchiroli,Fraud,10.0
2018,Gondia,Fraud,6.0
2018,Hingoli,Fraud,
2018,Jalgaon,Fraud,4.0
2018,Jalna,Fraud,21.0
