Year,District,Select Offense,Cases
2014,Ahilyanagar,Arson,46
2014,Ahilyanagar,Incidence of Rash Driving,747
2014,Akola,Arson,34
2014,Akola,Incidence of Rash Driving,503
2014,Amravati,Arson,86
2014,Amravati,Incidence of Rash Driving,1056
2014,Chh. Sambhaji Nagar,Arson,65
2014,Chh. Sambhaji Nagar,Incidence of Rash Driving,1173
2014,Beed,Arson,33
2014,Beed,Incidence of Rash Driving,856
2014,Bhandara,Arson,20
2014,Bhandara,Incidence of Rash Driving,309
2014,Buldhana,Arson,45
2014,Buldhana,Incidence of Rash Driving,396
2014,Chandrapur,Arson,28
2014,Chandrapur,Incidence of Rash Driving,512
2014,Dhule,Arson,3
2014,Dhule,Incidence of Rash Driving,378
2014,Gadchiroli,Arson,17
2014,Gadchiroli,Incidence of Rash Driving,90
2014,Gondia,Arson,10
2014,Gondia,Incidence of Rash Driving,209
2014,Hingoli,Arson,12
2014,Hingoli,Incidence of Rash Driving,186
2014,Jalgaon,Arson,23
2014,Jalgaon,Incidence of Rash Driving,597
2014,Jalna,Arson,23
2014,Jalna,Incidence of Rash Driving,16
2014,Kolhapur,Arson,22
2014,Kolhapur,Incidence of Rash Driving,776
2014,Latur,Arson,54
2014,Latur,Incidence of Rash Driving,393
2014,Mumbai,Arson,54
2014,Mumbai,Incidence of Rash Driving,4129
2014,Nagpur,Arson,74
2014,Nagpur,Incidence of Rash Driving,1826
2014,Nanded,Arson,41
2014,Nanded,Incidence of Rash Driving,574
2014,Nandurbar,Arson,6
2014,Nandurbar,Incidence of Rash Driving,233
2014,Nashik,Arson,31
2014,Nashik,Incidence of Rash Driving,2088
2014,Dharashiv,Arson,19
2014,Dharashiv,Incidence of Rash Driving,408
2014,Palghar,Arson,12
2014,Palghar,Incidence of Rash Driving,369
2014,Parbhani,Arson,28
2014,Parbhani,Incidence of Rash Driving,328
2014,Pune,Arson,75
2014,Pune,Incidence of Rash Driving,2543
2014,Raigad,Arson,22
2014,Raigad,Incidence of Rash Driving,386
2014,Ratnagiri,Arson,13
2014,Ratnagiri,Incidence of Rash Driving,342
2014,Sangli,Arson,22
2014,Sangli,Incidence of Rash Driving,430
2014,Satara,Arson,26
2014,Satara,Incidence of Rash Driving,605
2014,Sindhudurg,Arson,15
2014,Sindhudurg,Incidence of Rash Driving,102
2014,Solapur,Arson,37
2014,Solapur,Incidence of Rash Driving,1125
2014,Thane,Arson,74
2014,Thane,Incidence of Rash Driving,1474
2014,Wardha,Arson,19
2014,Wardha,Incidence of Rash Driving,51
2014,Washim,Arson,26
2014,Washim,Incidence of Rash Driving,182
2014,Yavatmal,Arson,65
2014,Yavatmal,Incidence of Rash Driving,668
2015,Ahilyanagar,Arson,58
2015,Ahilyanagar,Incidence of Rash Driving,1187
2015,Akola,Arson,31
2015,Akola,Incidence of Rash Driving,615
2015,Amravati,Arson,79
2015,Amravati,Incidence of Rash Driving,1512
2015,Chh. Sambhaji Nagar,Arson,101
2015,Chh. Sambhaji Nagar,Incidence of Rash Driving,2065
2015,Beed,Arson,29
2015,Beed,Incidence of Rash Driving,992
2015,Bhandara,Arson,31
2015,Bhandara,Incidence of Rash Driving,300
2015,Buldhana,Arson,45
2015,Buldhana,Incidence of Rash Driving,425
2015,Chandrapur,Arson,40
2015,Chandrapur,Incidence of Rash Driving,413
2015,Dhule,Arson,4
2015,Dhule,Incidence of Rash Driving,386
2015,Gadchiroli,Arson,17
2015,Gadchiroli,Incidence of Rash Driving,93
2015,Gondia,Arson,9
2015,Gondia,Incidence of Rash Driving,176
2015,Hingoli,Arson,29
2015,Hingoli,Incidence of Rash Driving,313
2015,Jalgaon,Arson,23
2015,Jalgaon,Incidence of Rash Driving,502
2015,Jalna,Arson,28
2015,Jalna,Incidence of Rash Driving,36
2015,Kolhapur,Arson,17
2015,Kolhapur,Incidence of Rash Driving,798
2015,Latur,Arson,54
2015,Latur,Incidence of Rash Driving,362
2015,Mumbai,Arson,20
2015,Mumbai,Incidence of Rash Driving,3963
2015,Nagpur,Arson,68
2015,Nagpur,Incidence of Rash Driving,2091
2015,Nanded,Arson,51
2015,Nanded,Incidence of Rash Driving,1605
2015,Nandurbar,Arson,6
2015,Nandurbar,Incidence of Rash Driving,201
2015,Nashik,Arson,40
2015,Nashik,Incidence of Rash Driving,2524
2015,Dharashiv,Arson,17
2015,Dharashiv,Incidence of Rash Driving,545
2015,Palghar,Arson,10
2015,Palghar,Incidence of Rash Driving,200
2015,Parbhani,Arson,30
2015,Parbhani,Incidence of Rash Driving,202
2015,Pune,Arson,111
2015,Pune,Incidence of Rash Driving,3222
2015,Raigad,Arson,15
2015,Raigad,Incidence of Rash Driving,461
2015,Ratnagiri,Arson,17
2015,Ratnagiri,Incidence of Rash Driving,716
2015,Sangli,Arson,18
2015,Sangli,Incidence of Rash Driving,424
2015,Satara,Arson,28
2015,Satara,Incidence of Rash Driving,570
2015,Sindhudurg,Arson,15
2015,Sindhudurg,Incidence of Rash Driving,97
2015,Solapur,Arson,77
2015,Solapur,Incidence of Rash Driving,899
2015,Thane,Arson,78
2015,Thane,Incidence of Rash Driving,1688
2015,Wardha,Arson,16
2015,Wardha,Incidence of Rash Driving,734
2015,Washim,Arson,29
2015,Washim,Incidence of Rash Driving,193
2015,Yavatmal,Arson,58
2015,Yavatmal,Incidence of Rash Driving,651
2016,Ahilyanagar,Arson,34
2016,Ahilyanagar,Incidence of Rash Driving,1164
2016,Akola,Arson,28
2016,Akola,Incidence of Rash Driving,842
2016,Amravati,Arson,103
2016,Amravati,Incidence of Rash Driving,1527
2016,Chh. Sambhaji Nagar,Arson,53
2016,Chh. Sambhaji Nagar,Incidence of Rash Driving,2489
2016,Beed,Arson,35
2016,Beed,Incidence of Rash Driving,713
2016,Bhandara,Arson,25
2016,Bhandara,Incidence of Rash Driving,420
2016,Buldhana,Arson,47
2016,Buldhana,Incidence of Rash Driving,444
2016,Chandrapur,Arson,38
2016,Chandrapur,Incidence of Rash Driving,317
2016,Dhule,Arson,17
2016,Dhule,Incidence of Rash Driving,376
2016,Gadchiroli,Arson,14
2016,Gadchiroli,Incidence of Rash Driving,94
2016,Gondia,Arson,13
2016,Gondia,Incidence of Rash Driving,154
2016,Hingoli,Arson,18
2016,Hingoli,Incidence of Rash Driving,597
2016,Jalgaon,Arson,29
2016,Jalgaon,Incidence of Rash Driving,431
2016,Jalna,Arson,20
2016,Jalna,Incidence of Rash Driving,5
2016,Kolhapur,Arson,26
2016,Kolhapur,Incidence of Rash Driving,1038
2016,Latur,Arson,53
2016,Latur,Incidence of Rash Driving,359
2016,Mumbai,Arson,31
2016,Mumbai,Incidence of Rash Driving,3900
2016,Nagpur,Arson,81
2016,Nagpur,Incidence of Rash Driving,1972
2016,Nanded,Arson,45
2016,Nanded,Incidence of Rash Driving,1610
2016,Nandurbar,Arson,13
2016,Nandurbar,Incidence of Rash Driving,142
2016,Nashik,Arson,55
2016,Nashik,Incidence of Rash Driving,454
2016,Dharashiv,Arson,15
2016,Dharashiv,Incidence of Rash Driving,445
2016,Palghar,Arson,10
2016,Palghar,Incidence of Rash Driving,349
2016,Parbhani,Arson,28
2016,Parbhani,Incidence of Rash Driving,226
2016,Pune,Arson,136
2016,Pune,Incidence of Rash Driving,2604
2016,Raigad,Arson,21
2016,Raigad,Incidence of Rash Driving,390
2016,Ratnagiri,Arson,17
2016,Ratnagiri,Incidence of Rash Driving,473
2016,Sangli,Arson,21
2016,Sangli,Incidence of Rash Driving,383
2016,Satara,Arson,29
2016,Satara,Incidence of Rash Driving,494
2016,Sindhudurg,Arson,7
2016,Sindhudurg,Incidence of Rash Driving,152
2016,Solapur,Arson,56
2016,Solapur,Incidence of Rash Driving,847
2016,Thane,Arson,78
2016,Thane,Incidence of Rash Driving,1637
2016,Wardha,Arson,54
2016,Wardha,Incidence of Rash Driving,361
2016,Washim,Arson,13
2016,Washim,Incidence of Rash Driving,162
2016,Yavatmal,Arson,75
2016,Yavatmal,Incidence of Rash Driving,826
2017,Ahilyanagar,Arson,56
2017,Ahilyanagar,Incidence of Rash Driving,819
2017,Ahilyanagar,Offences relating to Elections,0
2017,Ahilyanagar,Disobedience to order duly promulgated by Public Servant,0
2017,Ahilyanagar,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Ahilyanagar,Sale of obscene Books/Objects,0
2017,Ahilyanagar,Obscene Acts and Songs at Public Places,0
2017,Ahilyanagar,Offences relating to Religion,17
2017,Ahilyanagar,Circulate False/Fake News/Rumours,0
2017,Akola,Arson,42
2017,Akola,Incidence of Rash Driving,413
2017,Akola,Offences relating to Elections,0
2017,Akola,Disobedience to order duly promulgated by Public Servant,67
2017,Akola,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Akola,Sale of obscene Books/Objects,0
2017,Akola,Obscene Acts and Songs at Public Places,171
2017,Akola,Offences relating to Religion,8
2017,Akola,Circulate False/Fake News/Rumours,0
2017,Amravati,Arson,84
2017,Amravati,Incidence of Rash Driving,1997
2017,Amravati,Offences relating to Elections,1
2017,Amravati,Disobedience to order duly promulgated by Public Servant,55
2017,Amravati,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Amravati,Sale of obscene Books/Objects,0
2017,Amravati,Obscene Acts and Songs at Public Places,388
2017,Amravati,Offences relating to Religion,27
2017,Amravati,Circulate False/Fake News/Rumours,0
2017,Chh. Sambhaji Nagar,Arson,61
2017,Chh. Sambhaji Nagar,Incidence of Rash Driving,826
2017,Chh. Sambhaji Nagar,Offences relating to Elections,0
2017,Chh. Sambhaji Nagar,Disobedience to order duly promulgated by Public Servant,122
2017,Chh. Sambhaji Nagar,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Chh. Sambhaji Nagar,Sale of obscene Books/Objects,0
2017,Chh. Sambhaji Nagar,Obscene Acts and Songs at Public Places,18
2017,Chh. Sambhaji Nagar,Offences relating to Religion,24
2017,Chh. Sambhaji Nagar,Circulate False/Fake News/Rumours,0
2017,Beed,Arson,30
2017,Beed,Incidence of Rash Driving,320
2017,Beed,Offences relating to Elections,0
2017,Beed,Disobedience to order duly promulgated by Public Servant,39
2017,Beed,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Beed,Sale of obscene Books/Objects,1
2017,Beed,Obscene Acts and Songs at Public Places,3
2017,Beed,Offences relating to Religion,3
2017,Beed,Circulate False/Fake News/Rumours,0
2017,Bhandara,Arson,28
2017,Bhandara,Incidence of Rash Driving,326
2017,Bhandara,Offences relating to Elections,1
2017,Bhandara,Disobedience to order duly promulgated by Public Servant,4
2017,Bhandara,Offences relating to Adulteration or Sale of Food/Drugs,1
2017,Bhandara,Sale of obscene Books/Objects,0
2017,Bhandara,Obscene Acts and Songs at Public Places,83
2017,Bhandara,Offences relating to Religion,7
2017,Bhandara,Circulate False/Fake News/Rumours,0
2017,Buldhana,Arson,57
2017,Buldhana,Incidence of Rash Driving,526
2017,Buldhana,Offences relating to Elections,0
2017,Buldhana,Disobedience to order duly promulgated by Public Servant,30
2017,Buldhana,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Buldhana,Sale of obscene Books/Objects,0
2017,Buldhana,Obscene Acts and Songs at Public Places,250
2017,Buldhana,Offences relating to Religion,15
2017,Buldhana,Circulate False/Fake News/Rumours,0
2017,Chandrapur,Arson,20
2017,Chandrapur,Incidence of Rash Driving,403
2017,Chandrapur,Offences relating to Elections,0
2017,Chandrapur,Disobedience to order duly promulgated by Public Servant,50
2017,Chandrapur,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Chandrapur,Sale of obscene Books/Objects,0
2017,Chandrapur,Obscene Acts and Songs at Public Places,451
2017,Chandrapur,Offences relating to Religion,12
2017,Chandrapur,Circulate False/Fake News/Rumours,0
2017,Dhule,Arson,17
2017,Dhule,Incidence of Rash Driving,354
2017,Dhule,Offences relating to Elections,0
2017,Dhule,Disobedience to order duly promulgated by Public Servant,32
2017,Dhule,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Dhule,Sale of obscene Books/Objects,0
2017,Dhule,Obscene Acts and Songs at Public Places,0
2017,Dhule,Offences relating to Religion,8
2017,Dhule,Circulate False/Fake News/Rumours,0
2017,Gadchiroli,Arson,17
2017,Gadchiroli,Incidence of Rash Driving,106
2017,Gadchiroli,Offences relating to Elections,0
2017,Gadchiroli,Disobedience to order duly promulgated by Public Servant,8
2017,Gadchiroli,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Gadchiroli,Sale of obscene Books/Objects,0
2017,Gadchiroli,Obscene Acts and Songs at Public Places,21
2017,Gadchiroli,Offences relating to Religion,0
2017,Gadchiroli,Circulate False/Fake News/Rumours,0
2017,Gondia,Arson,11
2017,Gondia,Incidence of Rash Driving,153
2017,Gondia,Offences relating to Elections,0
2017,Gondia,Disobedience to order duly promulgated by Public Servant,13
2017,Gondia,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Gondia,Sale of obscene Books/Objects,0
2017,Gondia,Obscene Acts and Songs at Public Places,154
2017,Gondia,Offences relating to Religion,4
2017,Gondia,Circulate False/Fake News/Rumours,0
2017,Hingoli,Arson,24
2017,Hingoli,Incidence of Rash Driving,185
2017,Hingoli,Offences relating to Elections,0
2017,Hingoli,Disobedience to order duly promulgated by Public Servant,13
2017,Hingoli,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Hingoli,Sale of obscene Books/Objects,0
2017,Hingoli,Obscene Acts and Songs at Public Places,199
2017,Hingoli,Offences relating to Religion,7
2017,Hingoli,Circulate False/Fake News/Rumours,0
2017,Jalgaon,Arson,24
2017,Jalgaon,Incidence of Rash Driving,441
2017,Jalgaon,Offences relating to Elections,0
2017,Jalgaon,Disobedience to order duly promulgated by Public Servant,18
2017,Jalgaon,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Jalgaon,Sale of obscene Books/Objects,0
2017,Jalgaon,Obscene Acts and Songs at Public Places,0
2017,Jalgaon,Offences relating to Religion,6
2017,Jalgaon,Circulate False/Fake News/Rumours,0
2017,Jalna,Arson,2
2017,Jalna,Incidence of Rash Driving,403
2017,Jalna,Offences relating to Elections,0
2017,Jalna,Disobedience to order duly promulgated by Public Servant,0
2017,Jalna,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Jalna,Sale of obscene Books/Objects,0
2017,Jalna,Obscene Acts and Songs at Public Places,0
2017,Jalna,Offences relating to Religion,4
2017,Jalna,Circulate False/Fake News/Rumours,0
2017,Kolhapur,Arson,15
2017,Kolhapur,Incidence of Rash Driving,559
2017,Kolhapur,Offences relating to Elections,1
2017,Kolhapur,Disobedience to order duly promulgated by Public Servant,19
2017,Kolhapur,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Kolhapur,Sale of obscene Books/Objects,1
2017,Kolhapur,Obscene Acts and Songs at Public Places,42
2017,Kolhapur,Offences relating to Religion,7
2017,Kolhapur,Circulate False/Fake News/Rumours,1
2017,Latur,Arson,40
2017,Latur,Incidence of Rash Driving,412
2017,Latur,Offences relating to Elections,0
2017,Latur,Disobedience to order duly promulgated by Public Servant,40
2017,Latur,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Latur,Sale of obscene Books/Objects,0
2017,Latur,Obscene Acts and Songs at Public Places,118
2017,Latur,Offences relating to Religion,9
2017,Latur,Circulate False/Fake News/Rumours,0
2017,Mumbai,Arson,14
2017,Mumbai,Incidence of Rash Driving,3119
2017,Mumbai,Offences relating to Elections,2
2017,Mumbai,Disobedience to order duly promulgated by Public Servant,183
2017,Mumbai,Offences relating to Adulteration or Sale of Food/Drugs,10
2017,Mumbai,Sale of obscene Books/Objects,2
2017,Mumbai,Obscene Acts and Songs at Public Places,322
2017,Mumbai,Offences relating to Religion,35
2017,Mumbai,Circulate False/Fake News/Rumours,2
2017,Nagpur,Arson,71
2017,Nagpur,Incidence of Rash Driving,2280
2017,Nagpur,Offences relating to Elections,3
2017,Nagpur,Disobedience to order duly promulgated by Public Servant,95
2017,Nagpur,Offences relating to Adulteration or Sale of Food/Drugs,0
2017,Nagpur,Sale of obscene Books/Objects,4
2017,Nagpur,Obscene Acts and Songs at Public Places,415
2017,Nagpur,Offences relating to Religion,15
2017,Nagpur,Circulate False/Fake News/Rumours,0
2017,Nanded,Arson,34
2017,Nanded,Incidence of Rash Driving,526
2017,Nanded,Offences relating to Elections,3
2017,Nanded,Disobedience to order duly promulgated by Public Servant,17
2017,Nanded,Offences relating to Adulteration or Sale of Food/Drugs,0
