Year,District,Select Offense Under,Cases
2016,Sangli,Indian Railways Act,0
2016,Sangli,Essential Commodities Act,7
2016,Sangli,"The Antiques and Art Treasures Act, 1972",0
2016,Sangli,"The Copy Right Act, 1957",6
2016,Sangli,"The Information Technology Act, 2000",1
2016,Sangli,"The Electricity Act, 2003",1
2016,Sangli,Wildlife Protection Act,5
2016,Sangli,Environmental (Protection) Act,0
2016,Sangli,The Air & The Water Prevention & Control of Pollution Act,0
2016,Sangli,Railway Property (Unlawful Possession) Act,0
2016,Sangli,"The Prevention of Damage to Public Property Act, 1984",9
2016,Sangli,"The Transplantation of Human Organs Act, 1994",0
2016,Sangli,"The Trade Marks Act, 1999",0
2016,Sangli,"The Citizenship Act, 1955",0
2016,Sangli,"The Representation of the People Act, 1951",3
2016,Satara,"The Arms Act, 1959",12
2016,Satara,"The Narcotic Drugs & Psychotropic Substances Act, 1985",2
2016,Satara,The Gambling Act,653
2016,Satara,"The Excise Act, 1944",0
2016,Satara,Prohibition Act (State),877
2016,Satara,Indian Railways Act,0
2016,Satara,Essential Commodities Act,4
2016,Satara,"The Antiques and Art Treasures Act, 1972",0
2016,Satara,"The Copy Right Act, 1957",3
2016,Satara,"The Information Technology Act, 2000",6
2016,Satara,"The Electricity Act, 2003",63
2016,Satara,Wildlife Protection Act,0
2016,Satara,Environmental (Protection) Act,0
2016,Satara,The Air & The Water Prevention & Control of Pollution Act,0
2016,Satara,Railway Property (Unlawful Possession) Act,0
2016,Satara,"The Prevention of Damage to Public Property Act, 1984",1
2016,Satara,"The Transplantation of Human Organs Act, 1994",0
2016,Satara,"The Trade Marks Act, 1999",0
2016,Satara,"The Citizenship Act, 1955",0
2016,Satara,"The Representation of the People Act, 1951",0
2016,Sindhudurg,"The Arms Act, 1959",2
2016,Sindhudurg,"The Narcotic Drugs & Psychotropic Substances Act, 1985",0
2016,Sindhudurg,The Gambling Act,112
2016,Sindhudurg,"The Excise Act, 1944",0
2016,Sindhudurg,Prohibition Act (State),198
2016,Sindhudurg,Indian Railways Act,0
2016,Sindhudurg,Essential Commodities Act,0
2016,Sindhudurg,"The Antiques and Art Treasures Act, 1972",0
2016,Sindhudurg,"The Copy Right Act, 1957",0
2016,Sindhudurg,"The Information Technology Act, 2000",1
2016,Sindhudurg,"The Electricity Act, 2003",0
2016,Sindhudurg,Wildlife Protection Act,0
2016,Sindhudurg,Environmental (Protection) Act,0
2016,Sindhudurg,The Air & The Water Prevention & Control of Pollution Act,0
2016,Sindhudurg,Railway Property (Unlawful Possession) Act,0
2016,Sindhudurg,"The Prevention of Damage to Public Property Act, 1984",0
2016,Sindhudurg,"The Transplantation of Human Organs Act, 1994",0
2016,Sindhudurg,"The Trade Marks Act, 1999",0
2016,Sindhudurg,"The Citizenship Act, 1955",0
2016,Sindhudurg,"The Representation of the People Act, 1951",0
2016,Solapur,"The Arms Act, 1959",18
2016,Solapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",8
2016,Solapur,The Gambling Act,1270
2016,Solapur,"The Excise Act, 1944",0
2016,Solapur,Prohibition Act (State),4060
2016,Solapur,Indian Railways Act,1
2016,Solapur,Essential Commodities Act,100
2016,Solapur,"The Antiques and Art Treasures Act, 1972",0
2016,Solapur,"The Copy Right Act, 1957",6
2016,Solapur,"The Information Technology Act, 2000",6
2016,Solapur,"The Electricity Act, 2003",3
2016,Solapur,Wildlife Protection Act,0
2016,Solapur,Environmental (Protection) Act,0
2016,Solapur,The Air & The Water Prevention & Control of Pollution Act,0
2016,Solapur,Railway Property (Unlawful Possession) Act,0
2016,Solapur,"The Prevention of Damage to Public Property Act, 1984",0
2016,Solapur,"The Transplantation of Human Organs Act, 1994",0
2016,Solapur,"The Trade Marks Act, 1999",0
2016,Solapur,"The Citizenship Act, 1955",0
2016,Solapur,"The Representation of the People Act, 1951",0
2016,Thane,"The Arms Act, 1959",76
2016,Thane,"The Narcotic Drugs & Psychotropic Substances Act, 1985",178
2016,Thane,The Gambling Act,322
2016,Thane,"The Excise Act, 1944",0
2016,Thane,Prohibition Act (State),1728
2016,Thane,Indian Railways Act,0
2016,Thane,Essential Commodities Act,41
2016,Thane,"The Antiques and Art Treasures Act, 1972",0
2016,Thane,"The Copy Right Act, 1957",42
2016,Thane,"The Information Technology Act, 2000",72
2016,Thane,"The Electricity Act, 2003",9
2016,Thane,Wildlife Protection Act,4
2016,Thane,Environmental (Protection) Act,30
2016,Thane,The Air & The Water Prevention & Control of Pollution Act,0
2016,Thane,Railway Property (Unlawful Possession) Act,0
2016,Thane,"The Prevention of Damage to Public Property Act, 1984",1
2016,Thane,"The Transplantation of Human Organs Act, 1994",0
2016,Thane,"The Trade Marks Act, 1999",0
2016,Thane,"The Citizenship Act, 1955",0
2016,Thane,"The Representation of the People Act, 1951",0
2016,Wardha,"The Arms Act, 1959",87
2016,Wardha,"The Narcotic Drugs & Psychotropic Substances Act, 1985",4
2016,Wardha,The Gambling Act,430
2016,Wardha,"The Excise Act, 1944",0
2016,Wardha,Prohibition Act (State),11971
2016,Wardha,Indian Railways Act,0
2016,Wardha,Essential Commodities Act,8
2016,Wardha,"The Antiques and Art Treasures Act, 1972",0
2016,Wardha,"The Copy Right Act, 1957",1
2016,Wardha,"The Information Technology Act, 2000",7
2016,Wardha,"The Electricity Act, 2003",0
2016,Wardha,Wildlife Protection Act,0
2016,Wardha,Environmental (Protection) Act,0
2016,Wardha,The Air & The Water Prevention & Control of Pollution Act,0
2016,Wardha,Railway Property (Unlawful Possession) Act,0
2016,Wardha,"The Prevention of Damage to Public Property Act, 1984",0
2016,Wardha,"The Transplantation of Human Organs Act, 1994",0
2016,Wardha,"The Trade Marks Act, 1999",0
2016,Wardha,"The Citizenship Act, 1955",0
2016,Wardha,"The Representation of the People Act, 1951",0
2016,Washim,"The Arms Act, 1959",6
2016,Washim,"The Narcotic Drugs & Psychotropic Substances Act, 1985",1
2016,Washim,The Gambling Act,513
2016,Washim,"The Excise Act, 1944",0
2016,Washim,Prohibition Act (State),1543
2016,Washim,Indian Railways Act,0
2016,Washim,Essential Commodities Act,1
2016,Washim,"The Antiques and Art Treasures Act, 1972",0
2016,Washim,"The Copy Right Act, 1957",0
2016,Washim,"The Information Technology Act, 2000",0
2016,Washim,"The Electricity Act, 2003",17
2016,Washim,Wildlife Protection Act,0
2016,Washim,Environmental (Protection) Act,0
2016,Washim,The Air & The Water Prevention & Control of Pollution Act,0
2016,Washim,Railway Property (Unlawful Possession) Act,0
2016,Washim,"The Prevention of Damage to Public Property Act, 1984",0
2016,Washim,"The Transplantation of Human Organs Act, 1994",0
2016,Washim,"The Trade Marks Act, 1999",0
2016,Washim,"The Citizenship Act, 1955",0
2016,Washim,"The Representation of the People Act, 1951",0
2016,Yavatmal,"The Arms Act, 1959",38
2016,Yavatmal,"The Narcotic Drugs & Psychotropic Substances Act, 1985",1
2016,Yavatmal,The Gambling Act,1753
2016,Yavatmal,"The Excise Act, 1944",0
2016,Yavatmal,Prohibition Act (State),3368
2016,Yavatmal,Indian Railways Act,0
2016,Yavatmal,Essential Commodities Act,9
2016,Yavatmal,"The Antiques and Art Treasures Act, 1972",0
2016,Yavatmal,"The Copy Right Act, 1957",0
2016,Yavatmal,"The Information Technology Act, 2000",6
2016,Yavatmal,"The Electricity Act, 2003",65
2016,Yavatmal,Wildlife Protection Act,0
2016,Yavatmal,Environmental (Protection) Act,0
2016,Yavatmal,The Air & The Water Prevention & Control of Pollution Act,1
2016,Yavatmal,Railway Property (Unlawful Possession) Act,0
2016,Yavatmal,"The Prevention of Damage to Public Property Act, 1984",2
2016,Yavatmal,"The Transplantation of Human Organs Act, 1994",0
2016,Yavatmal,"The Trade Marks Act, 1999",0
2016,Yavatmal,"The Citizenship Act, 1955",0
2016,Yavatmal,"The Representation of the People Act, 1951",0
2016,Total,"The Arms Act, 1959",1387
2016,Total,"The Narcotic Drugs & Psychotropic Substances Act, 1985",14590
2016,Total,The Gambling Act,22991
2016,Total,"The Excise Act, 1944",0
2016,Total,Prohibition Act (State),71119
2016,Total,Indian Railways Act,19
2016,Total,Essential Commodities Act,515
2016,Total,"The Antiques and Art Treasures Act, 1972",4
2016,Total,"The Copy Right Act, 1957",346
2016,Total,"The Information Technology Act, 2000",359
2016,Total,"The Electricity Act, 2003",900
2016,Total,Wildlife Protection Act,33
2016,Total,Environmental (Protection) Act,97
2016,Total,The Air & The Water Prevention & Control of Pollution Act,21
2016,Total,Railway Property (Unlawful Possession) Act,0
2016,Total,"The Prevention of Damage to Public Property Act, 1984",172
2016,Total,"The Transplantation of Human Organs Act, 1994",0
2016,Total,"The Trade Marks Act, 1999",4
2016,Total,"The Citizenship Act, 1955",0
2016,Total,"The Representation of the People Act, 1951",6
2020,Ahilyanagar,"The Arms Act, 1959",63
2020,Ahilyanagar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",12
2020,Ahilyanagar,The Gambling Act,1278
2020,Ahilyanagar,"The Excise Act, 1944",0
2020,Ahilyanagar,Prohibition Act (State),2596
2020,Ahilyanagar,Indian Railways Act,0
2020,Ahilyanagar,Essential Commodities Act,22
2020,Ahilyanagar,"The Antiques and Art Treasures Act, 1972",0
2020,Ahilyanagar,"The Copy Right Act, 1957",0
2020,Ahilyanagar,"The Information Technology Act, 2000",13
2020,Ahilyanagar,"The Electricity Act, 2003",342
2020,Ahilyanagar,Wildlife Protection Act,0
2020,Ahilyanagar,Environmental (Protection) Act,0
2020,Ahilyanagar,The Air & The Water Prevention & Control of Pollution Act,0
2020,Ahilyanagar,Railway Property (Unlawful Possession) Act,0
2020,Ahilyanagar,"The Prevention of Damage to Public Property Act, 1984",0
2020,Ahilyanagar,"The Transplantation of Human Organs Act, 1994",0
2020,Ahilyanagar,"The Trade Marks Act, 1999",0
2020,Ahilyanagar,"The Citizenship Act, 1955",0
2020,Ahilyanagar,"The Representation of the People Act, 1951",0
2020,Ahilyanagar,Crime Against Women and Related Acts,2
2020,Ahilyanagar,Children Related Acts,127
2020,Ahilyanagar,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Ahilyanagar,Information Technology/ Intellectual Property Related Acts,13
2020,Ahilyanagar,"The Negotiable Instruments Act, 1881",0
2020,Ahilyanagar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Ahilyanagar,"Prevention of Corruption Act, 1988",37
2020,Ahilyanagar,Finance & Economic Acts,37
2020,Ahilyanagar,Environment & Pollution Related Acts,0
2020,Ahilyanagar,Railway Related Acts,0
2020,Ahilyanagar,Telegraph/ Cinematograph Acts,0
2020,Ahilyanagar,"Food, Drugs and Essential Commodities Acts",22
2020,Ahilyanagar,"The Mental Health Act, 1987",0
2020,Akola,"The Arms Act, 1959",114
2020,Akola,"The Narcotic Drugs & Psychotropic Substances Act, 1985",14
2020,Akola,The Gambling Act,1241
2020,Akola,"The Excise Act, 1944",0
2020,Akola,Prohibition Act (State),2352
2020,Akola,Indian Railways Act,0
2020,Akola,Essential Commodities Act,32
2020,Akola,"The Antiques and Art Treasures Act, 1972",0
2020,Akola,"The Copy Right Act, 1957",0
2020,Akola,"The Information Technology Act, 2000",2
2020,Akola,"The Electricity Act, 2003",54
2020,Akola,Wildlife Protection Act,0
2020,Akola,Environmental (Protection) Act,0
2020,Akola,The Air & The Water Prevention & Control of Pollution Act,0
2020,Akola,Railway Property (Unlawful Possession) Act,0
2020,Akola,"The Prevention of Damage to Public Property Act, 1984",4
2020,Akola,"The Transplantation of Human Organs Act, 1994",0
2020,Akola,"The Trade Marks Act, 1999",0
2020,Akola,"The Citizenship Act, 1955",0
2020,Akola,"The Representation of the People Act, 1951",0
2020,Akola,Crime Against Women and Related Acts,3
2020,Akola,Children Related Acts,105
2020,Akola,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Akola,Information Technology/ Intellectual Property Related Acts,2
2020,Akola,"The Negotiable Instruments Act, 1881",0
2020,Akola,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Akola,"Prevention of Corruption Act, 1988",16
2020,Akola,Finance & Economic Acts,16
2020,Akola,Environment & Pollution Related Acts,95
2020,Akola,Railway Related Acts,0
2020,Akola,Telegraph/ Cinematograph Acts,0
2020,Akola,"Food, Drugs and Essential Commodities Acts",32
2020,Akola,"The Mental Health Act, 1987",0
2020,Amravati,"The Arms Act, 1959",80
2020,Amravati,"The Narcotic Drugs & Psychotropic Substances Act, 1985",24
2020,Amravati,The Gambling Act,1174
2020,Amravati,"The Excise Act, 1944",0
2020,Amravati,Prohibition Act (State),4312
2020,Amravati,Indian Railways Act,0
2020,Amravati,Essential Commodities Act,15
2020,Amravati,"The Antiques and Art Treasures Act, 1972",0
2020,Amravati,"The Copy Right Act, 1957",1
2020,Amravati,"The Information Technology Act, 2000",16
2020,Amravati,"The Electricity Act, 2003",124
2020,Amravati,Wildlife Protection Act,0
2020,Amravati,Environmental (Protection) Act,0
2020,Amravati,The Air & The Water Prevention & Control of Pollution Act,0
2020,Amravati,Railway Property (Unlawful Possession) Act,0
2020,Amravati,"The Prevention of Damage to Public Property Act, 1984",13
2020,Amravati,"The Transplantation of Human Organs Act, 1994",0
2020,Amravati,"The Trade Marks Act, 1999",0
2020,Amravati,"The Citizenship Act, 1955",0
2020,Amravati,"The Representation of the People Act, 1951",1
2020,Amravati,Crime Against Women and Related Acts,5
2020,Amravati,Children Related Acts,236
2020,Amravati,Scheduled Castes and Scheduled Tribes Related Acts,5
2020,Amravati,Information Technology/ Intellectual Property Related Acts,17
2020,Amravati,"The Negotiable Instruments Act, 1881",0
2020,Amravati,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Amravati,"Prevention of Corruption Act, 1988",25
2020,Amravati,Finance & Economic Acts,25
2020,Amravati,Environment & Pollution Related Acts,0
2020,Amravati,Railway Related Acts,0
2020,Amravati,Telegraph/ Cinematograph Acts,0
2020,Amravati,"Food, Drugs and Essential Commodities Acts",17
2020,Amravati,"The Mental Health Act, 1987",0
2020,Chhatrapati Sambhaji Nagar,"The Arms Act, 1959",66
2020,Chhatrapati Sambhaji Nagar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",18
2020,Chhatrapati Sambhaji Nagar,The Gambling Act,636
2020,Chhatrapati Sambhaji Nagar,"The Excise Act, 1944",0
2020,Chhatrapati Sambhaji Nagar,Prohibition Act (State),2639
2020,Chhatrapati Sambhaji Nagar,Indian Railways Act,2
2020,Chhatrapati Sambhaji Nagar,Essential Commodities Act,15
2020,Chhatrapati Sambhaji Nagar,"The Antiques and Art Treasures Act, 1972",0
2020,Chhatrapati Sambhaji Nagar,"The Copy Right Act, 1957",1
2020,Chhatrapati Sambhaji Nagar,"The Information Technology Act, 2000",18
2020,Chhatrapati Sambhaji Nagar,"The Electricity Act, 2003",63
2020,Chhatrapati Sambhaji Nagar,Wildlife Protection Act,2
2020,Chhatrapati Sambhaji Nagar,Environmental (Protection) Act,3
2020,Chhatrapati Sambhaji Nagar,The Air & The Water Prevention & Control of Pollution Act,0
2020,Chhatrapati Sambhaji Nagar,Railway Property (Unlawful Possession) Act,0
2020,Chhatrapati Sambhaji Nagar,"The Prevention of Damage to Public Property Act, 1984",5
2020,Chhatrapati Sambhaji Nagar,"The Transplantation of Human Organs Act, 1994",0
2020,Chhatrapati Sambhaji Nagar,"The Trade Marks Act, 1999",0
2020,Chhatrapati Sambhaji Nagar,"The Citizenship Act, 1955",0
2020,Chhatrapati Sambhaji Nagar,"The Representation of the People Act, 1951",0
2020,Chhatrapati Sambhaji Nagar,Crime Against Women and Related Acts,8
2020,Chhatrapati Sambhaji Nagar,Children Related Acts,146
2020,Chhatrapati Sambhaji Nagar,Scheduled Castes and Scheduled Tribes Related Acts,6
2020,Chhatrapati Sambhaji Nagar,Information Technology/ Intellectual Property Related Acts,19
2020,Chhatrapati Sambhaji Nagar,"The Negotiable Instruments Act, 1881",0
2020,Chhatrapati Sambhaji Nagar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Chhatrapati Sambhaji Nagar,"Prevention of Corruption Act, 1988",34
2020,Chhatrapati Sambhaji Nagar,Finance & Economic Acts,37
2020,Chhatrapati Sambhaji Nagar,Environment & Pollution Related Acts,8
2020,Chhatrapati Sambhaji Nagar,Railway Related Acts,2
2020,Chhatrapati Sambhaji Nagar,Telegraph/ Cinematograph Acts,0
2020,Chhatrapati Sambhaji Nagar,"Food, Drugs and Essential Commodities Acts",29
2020,Chhatrapati Sambhaji Nagar,"The Mental Health Act, 1987",0
2020,Beed,"The Arms Act, 1959",42
2020,Beed,"The Narcotic Drugs & Psychotropic Substances Act, 1985",3
2020,Beed,The Gambling Act,994
2020,Beed,"The Excise Act, 1944",0
2020,Beed,Prohibition Act (State),2697
2020,Beed,Indian Railways Act,0
2020,Beed,Essential Commodities Act,3
2020,Beed,"The Antiques and Art Treasures Act, 1972",0
2020,Beed,"The Copy Right Act, 1957",0
2020,Beed,"The Information Technology Act, 2000",3
2020,Beed,"The Electricity Act, 2003",22
2020,Beed,Wildlife Protection Act,0
2020,Beed,Environmental (Protection) Act,0
2020,Beed,The Air & The Water Prevention & Control of Pollution Act,0
2020,Beed,Railway Property (Unlawful Possession) Act,0
2020,Beed,"The Prevention of Damage to Public Property Act, 1984",1
2020,Beed,"The Transplantation of Human Organs Act, 1994",0
2020,Beed,"The Trade Marks Act, 1999",0
2020,Beed,"The Citizenship Act, 1955",0
2020,Beed,"The Representation of the People Act, 1951",0
2020,Beed,Crime Against Women and Related Acts,1
2020,Beed,Children Related Acts,142
2020,Beed,Scheduled Castes and Scheduled Tribes Related Acts,16
2020,Beed,Information Technology/ Intellectual Property Related Acts,3
2020,Beed,"The Negotiable Instruments Act, 1881",0
2020,Beed,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Beed,"Prevention of Corruption Act, 1988",21
2020,Beed,Finance & Economic Acts,21
2020,Beed,Environment & Pollution Related Acts,0
2020,Beed,Railway Related Acts,0
2020,Beed,Telegraph/ Cinematograph Acts,2
2020,Beed,"Food, Drugs and Essential Commodities Acts",6
2020,Beed,"The Mental Health Act, 1987",0
2020,Bhandara,"The Arms Act, 1959",8
2020,Bhandara,"The Narcotic Drugs & Psychotropic Substances Act, 1985",8
2020,Bhandara,The Gambling Act,297
2020,Bhandara,"The Excise Act, 1944",0
2020,Bhandara,Prohibition Act (State),1546
2020,Bhandara,Indian Railways Act,0
2020,Bhandara,Essential Commodities Act,3
2020,Bhandara,"The Antiques and Art Treasures Act, 1972",0
2020,Bhandara,"The Copy Right Act, 1957",0
2020,Bhandara,"The Information Technology Act, 2000",7
2020,Bhandara,"The Electricity Act, 2003",6
2020,Bhandara,Wildlife Protection Act,0
2020,Bhandara,Environmental (Protection) Act,0
2020,Bhandara,The Air & The Water Prevention & Control of Pollution Act,0
2020,Bhandara,Railway Property (Unlawful Possession) Act,0
2020,Bhandara,"The Prevention of Damage to Public Property Act, 1984",4
2020,Bhandara,"The Transplantation of Human Organs Act, 1994",0
2020,Bhandara,"The Trade Marks Act, 1999",0
2020,Bhandara,"The Citizenship Act, 1955",0
2020,Bhandara,"The Representation of the People Act, 1951",0
2020,Bhandara,Crime Against Women and Related Acts,5
2020,Bhandara,Children Related Acts,66
2020,Bhandara,Scheduled Castes and Scheduled Tribes Related Acts,0
2020,Bhandara,Information Technology/ Intellectual Property Related Acts,7
2020,Bhandara,"The Negotiable Instruments Act, 1881",0
2020,Bhandara,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Bhandara,"Prevention of Corruption Act, 1988",6
2020,Bhandara,Finance & Economic Acts,6
2020,Bhandara,Environment & Pollution Related Acts,0
2020,Bhandara,Railway Related Acts,0
2020,Bhandara,Telegraph/ Cinematograph Acts,0
2020,Bhandara,"Food, Drugs and Essential Commodities Acts",3
2020,Bhandara,"The Mental Health Act, 1987",0
2020,Buldhana,"The Arms Act, 1959",17
2020,Buldhana,"The Narcotic Drugs & Psychotropic Substances Act, 1985",4
2020,Buldhana,The Gambling Act,1881
2020,Buldhana,"The Excise Act, 1944",0
2020,Buldhana,Prohibition Act (State),4187
2020,Buldhana,Indian Railways Act,0
2020,Buldhana,Essential Commodities Act,25
2020,Buldhana,"The Antiques and Art Treasures Act, 1972",0
2020,Buldhana,"The Copy Right Act, 1957",2
2020,Buldhana,"The Information Technology Act, 2000",14
2020,Buldhana,"The Electricity Act, 2003",41
2020,Buldhana,Wildlife Protection Act,1
2020,Buldhana,Environmental (Protection) Act,0
2020,Buldhana,The Air & The Water Prevention & Control of Pollution Act,0
2020,Buldhana,Railway Property (Unlawful Possession) Act,0
2020,Buldhana,"The Prevention of Damage to Public Property Act, 1984",5
2020,Buldhana,"The Transplantation of Human Organs Act, 1994",0
2020,Buldhana,"The Trade Marks Act, 1999",0
2020,Buldhana,"The Citizenship Act, 1955",0
2020,Buldhana,"The Representation of the People Act, 1951",1
2020,Buldhana,Crime Against Women and Related Acts,0
2020,Buldhana,Children Related Acts,135
2020,Buldhana,Scheduled Castes and Scheduled Tribes Related Acts,12
2020,Buldhana,Information Technology/ Intellectual Property Related Acts,16
2020,Buldhana,"The Negotiable Instruments Act, 1881",0
2020,Buldhana,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Buldhana,"Prevention of Corruption Act, 1988",14
2020,Buldhana,Finance & Economic Acts,14
2020,Buldhana,Environment & Pollution Related Acts,112
2020,Buldhana,Railway Related Acts,0
2020,Buldhana,Telegraph/ Cinematograph Acts,0
2020,Buldhana,"Food, Drugs and Essential Commodities Acts",94
2020,Buldhana,"The Mental Health Act, 1987",0
2020,Chandrapur,"The Arms Act, 1959",25
2020,Chandrapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",20
2020,Chandrapur,The Gambling Act,427
2020,Chandrapur,"The Excise Act, 1944",0
2020,Chandrapur,Prohibition Act (State),6689
2020,Chandrapur,Indian Railways Act,0
2020,Chandrapur,Essential Commodities Act,5
2020,Chandrapur,"The Antiques and Art Treasures Act, 1972",0
2020,Chandrapur,"The Copy Right Act, 1957",0
2020,Chandrapur,"The Information Technology Act, 2000",21
2020,Chandrapur,"The Electricity Act, 2003",23
2020,Chandrapur,Wildlife Protection Act,0
2020,Chandrapur,Environmental (Protection) Act,1
2020,Chandrapur,The Air & The Water Prevention & Control of Pollution Act,0
2020,Chandrapur,Railway Property (Unlawful Possession) Act,0
2020,Chandrapur,"The Prevention of Damage to Public Property Act, 1984",8
2020,Chandrapur,"The Transplantation of Human Organs Act, 1994",0
2020,Chandrapur,"The Trade Marks Act, 1999",0
2020,Chandrapur,"The Citizenship Act, 1955",0
2020,Chandrapur,"The Representation of the People Act, 1951",0
2020,Chandrapur,Crime Against Women and Related Acts,5
2020,Chandrapur,Children Related Acts,133
2020,Chandrapur,Scheduled Castes and Scheduled Tribes Related Acts,8
2020,Chandrapur,Information Technology/ Intellectual Property Related Acts,21
2020,Chandrapur,"The Negotiable Instruments Act, 1881",0
2020,Chandrapur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Chandrapur,"Prevention of Corruption Act, 1988",12
2020,Chandrapur,Finance & Economic Acts,12
2020,Chandrapur,Environment & Pollution Related Acts,1
2020,Chandrapur,Railway Related Acts,0
2020,Chandrapur,Telegraph/ Cinematograph Acts,0
2020,Chandrapur,"Food, Drugs and Essential Commodities Acts",64
2020,Chandrapur,"The Mental Health Act, 1987",0
2020,Dhule,"The Arms Act, 1959",26
2020,Dhule,"The Narcotic Drugs & Psychotropic Substances Act, 1985",35
2020,Dhule,The Gambling Act,773
2020,Dhule,"The Excise Act, 1944",0
2020,Dhule,Prohibition Act (State),1317
2020,Dhule,Indian Railways Act,0
2020,Dhule,Essential Commodities Act,19
2020,Dhule,"The Antiques and Art Treasures Act, 1972",0
2020,Dhule,"The Copy Right Act, 1957",0
2020,Dhule,"The Information Technology Act, 2000",17
2020,Dhule,"The Electricity Act, 2003",32
2020,Dhule,Wildlife Protection Act,0
2020,Dhule,Environmental (Protection) Act,0
2020,Dhule,The Air & The Water Prevention & Control of Pollution Act,0
2020,Dhule,Railway Property (Unlawful Possession) Act,0
2020,Dhule,"The Prevention of Damage to Public Property Act, 1984",0
2020,Dhule,"The Transplantation of Human Organs Act, 1994",0
2020,Dhule,"The Trade Marks Act, 1999",0
2020,Dhule,"The Citizenship Act, 1955",0
2020,Dhule,"The Representation of the People Act, 1951",0
2020,Dhule,Crime Against Women and Related Acts,0
2020,Dhule,Children Related Acts,55
2020,Dhule,Scheduled Castes and Scheduled Tribes Related Acts,2
2020,Dhule,Information Technology/ Intellectual Property Related Acts,17
2020,Dhule,"The Negotiable Instruments Act, 1881",0
2020,Dhule,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Dhule,"Prevention of Corruption Act, 1988",14
2020,Dhule,Finance & Economic Acts,14
2020,Dhule,Environment & Pollution Related Acts,0
2020,Dhule,Railway Related Acts,0
2020,Dhule,Telegraph/ Cinematograph Acts,0
2020,Dhule,"Food, Drugs and Essential Commodities Acts",57
2020,Dhule,"The Mental Health Act, 1987",0
2020,Gadchiroli,"The Arms Act, 1959",0
2020,Gadchiroli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",3
2020,Gadchiroli,The Gambling Act,89
2020,Gadchiroli,"The Excise Act, 1944",0
2020,Gadchiroli,Prohibition Act (State),2149
2020,Gadchiroli,Indian Railways Act,0
2020,Gadchiroli,Essential Commodities Act,2
2020,Gadchiroli,"The Antiques and Art Treasures Act, 1972",0
2020,Gadchiroli,"The Copy Right Act, 1957",0
2020,Gadchiroli,"The Information Technology Act, 2000",4
2020,Gadchiroli,"The Electricity Act, 2003",6
2020,Gadchiroli,Wildlife Protection Act,0
2020,Gadchiroli,Environmental (Protection) Act,0
2020,Gadchiroli,The Air & The Water Prevention & Control of Pollution Act,0
2020,Gadchiroli,Railway Property (Unlawful Possession) Act,0
2020,Gadchiroli,"The Prevention of Damage to Public Property Act, 1984",8
2020,Gadchiroli,"The Transplantation of Human Organs Act, 1994",0
2020,Gadchiroli,"The Trade Marks Act, 1999",0
2020,Gadchiroli,"The Citizenship Act, 1955",0
2020,Gadchiroli,"The Representation of the People Act, 1951",0
2020,Gadchiroli,Crime Against Women and Related Acts,1
2020,Gadchiroli,Children Related Acts,54
2020,Gadchiroli,Scheduled Castes and Scheduled Tribes Related Acts,5
2020,Gadchiroli,Information Technology/ Intellectual Property Related Acts,4
2020,Gadchiroli,"The Negotiable Instruments Act, 1881",0
2020,Gadchiroli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2020,Gadchiroli,"Prevention of Corruption Act, 1988",14
2020,Gadchiroli,Finance & Economic Acts,14
2020,Gadchiroli,Environment & Pollution Related Acts,0
2020,Gadchiroli,Railway Related Acts,0
2020,Gadchiroli,Telegraph/ Cinematograph Acts,0
2020,Gadchiroli,"Food, Drugs and Essential Commodities Acts",26
2020,Gadchiroli,"The Mental Health Act, 1987",0
2020,Gondia,"The Arms Act, 1959",3
2020,Gondia,"The Narcotic Drugs & Psychotropic Substances Act, 1985",5
2020,Gondia,The Gambling Act,359
2020,Gondia,"The Excise Act, 1944",0
2020,Gondia,Prohibition Act (State),2322
2020,Gondia,Indian Railways Act,0
2020,Gondia,Essential Commodities Act,10
2020,Gondia,"The Antiques and Art Treasures Act, 1972",0
2020,Gondia,"The Copy Right Act, 1957",1
2020,Gondia,"The Information Technology Act, 2000",5
2020,Gondia,"The Electricity Act, 2003",66
2020,Gondia,Wildlife Protection Act,0
2020,Gondia,Environmental (Protection) Act,0
2020,Gondia,The Air & The Water Prevention & Control of Pollution Act,0
2020,Gondia,Railway Property (Unlawful Possession) Act,0
2020,Gondia,"The Prevention of Damage to Public Property Act, 1984",1
2020,Gondia,"The Transplantation of Human Organs Act, 1994",0
2020,Gondia,"The Trade Marks Act, 1999",0
